,TKR
2014-03-07,4017803416
2014-03-10,3927474272
2014-03-11,3930239450
2014-03-12,3933926354
2014-03-13,3915491835
2014-03-14,3872170715
2014-03-17,3918257013
2014-03-18,3909039753
2014-03-19,3915491835
2014-03-20,3926552547
2014-03-21,3973560570
2014-03-24,3947752243
2014-03-25,3857423100
2014-03-26,3788293654
2014-03-27,3811336803
2014-03-28,3865718634
2014-03-31,3823371420
2014-04-01,3827914400
2014-04-02,3939671692
2014-04-03,3937854500
2014-04-04,3880612960
2014-04-07,3798839332
2014-04-08,3838817550
2014-04-09,3926951350
2014-04-10,3815194058
2014-04-11,3779758819
2014-04-14,3803382311
2014-04-15,3809742482
2014-04-16,3868801214
2014-04-17,3876978577
2014-04-21,3871527002
2014-04-22,3933311521
2014-04-23,3881521556
2014-04-24,4135019804
2014-04-25,3994187444
2014-04-28,4043251621
2014-04-29,4055063367
2014-04-30,4102310353
2014-05-01,4107761928
2014-05-02,4094132990
2014-05-05,4080504052
2014-05-06,4084138435
2014-05-07,4114122099
2014-05-08,4060514943
2014-05-09,4062332134
2014-05-12,4143197167
2014-05-13,4118665078
2014-05-14,4055971963
2014-05-15,4052337580
2014-05-16,4048703196
2014-05-19,4127751037
2014-05-20,4040525833
2014-05-21,4121390866
2014-05-22,4075052476
2014-05-23,4173180830
2014-05-27,4179541002
2014-05-28,4163186276
2014-05-29,4183175385
2014-05-30,4176815214
2014-06-02,4234056754
2014-06-03,4220427816
2014-06-04,4223153603
2014-06-05,4283120931
2014-06-06,4292206889
2014-06-09,4324007745
2014-06-10,4328550724
2014-06-11,4314921786
2014-06-12,4314921786
2014-06-13,4334910895
2014-06-16,4340362470
2014-06-17,4317647574
2014-06-18,4330367916
2014-06-19,4466657296
2014-06-20,4385792264
2014-06-23,4388518052
2014-06-24,4368528942
2014-06-25,4397604010
2014-06-26,4372163326
2014-06-27,4378523497
2014-06-30,4355027652
2014-07-01,4322741615
2014-07-02,4459957272
2014-07-03,4445607922
2014-07-07,4373861173
2014-07-08,4333503627
2014-07-09,4337090964
2014-07-10,4266241050
2014-07-11,4285971406
2014-07-14,4291352412
2014-07-15,4263550547
2014-07-16,4295836584
2014-07-17,4285074572
2014-07-18,4324535283
2014-07-21,4366686498
2014-07-22,4398972535
2014-07-23,4400766204
2014-07-24,4363099161
2014-07-25,4327225787
2014-07-28,4291352412
2014-07-29,4216018326
2014-07-30,4170279774
2014-07-31,3972976214
2014-08-01,3991809736
2014-08-04,4061762816
2014-08-05,4048310301
2014-08-06,4063556485
2014-08-07,4031270448
2014-08-08,4113779209
2014-08-11,4079699503
2014-08-12,4076112166
2014-08-13,4148755749
2014-08-14,4132612730
2014-08-15,4092255184
2014-08-18,4137993737
2014-08-19,4125438056
2014-08-20,4127231724
2014-08-21,4094945687
2014-08-22,4094048853
2014-08-25,4085977344
2014-08-26,4086874178
2014-08-27,4074318497
2014-08-28,4068937491
2014-08-29,4061762816
2014-09-02,4058175479
2014-09-03,4037548288
2014-09-04,4045619797
2014-09-05,4035754620
2014-09-08,4022302104
2014-09-09,4000778079
2014-09-10,3999881245
2014-09-11,4051897638
2014-09-12,4051897638
2014-09-15,4015127429
2014-09-16,3992706570
2014-09-17,3995397073
2014-09-18,4062659650
2014-09-19,4024992607
2014-09-22,3953245858
2014-09-23,3908404140
2014-09-24,3887776950
2014-09-25,3847419404
2014-09-26,3877911772
2014-09-29,3853697244
2014-09-30,3757166604
2014-10-01,3693350611
2014-10-02,3657010948
2014-10-03,3659669947
2014-10-06,3679169279
2014-10-07,3575468290
2014-10-08,3603830953
2014-10-09,3497470965
2014-10-10,3412382974
2014-10-13,3388451976
2014-10-14,3433654971
2014-10-15,3444290970
2014-10-16,3449608970
2014-10-17,3501902631
2014-10-20,3519629296
2014-10-21,3636625283
2014-10-22,3561286958
2014-10-23,3671192280
2014-10-24,3684487278
2014-10-27,3669419613
2014-10-28,3709304609
2014-10-29,3693350611
2014-10-30,3706645609
2014-10-31,3810346598
2014-11-03,3829845930
2014-11-04,3788188267
2014-11-05,3843140928
2014-11-06,3865299259
2014-11-07,3855549594
2014-11-10,3851117927
2014-11-11,3855549594
2014-11-12,3836050262
2014-11-13,3788188267
2014-11-14,3799710599
2014-11-17,3826300597
2014-11-18,3859094926
2014-11-19,3762484603
2014-11-20,3783756601
2014-11-21,3848458928
2014-11-24,3827186930
2014-11-25,3905184255
2014-11-26,3853776927
2014-11-28,3792619933
2014-12-01,3732349273
2014-12-02,3785529268
2014-12-03,3829845930
2014-12-04,3781097601
2014-12-05,3828959596
2014-12-08,3759825604
2014-12-09,3818323597
2014-12-10,3661442614
2014-12-11,3700441277
2014-12-12,3602058287
2014-12-15,3603830953
2014-12-16,3594967621
2014-12-17,3658783614
2014-12-18,3774893269
2014-12-19,3831618596
2014-12-22,3852004261
2014-12-23,3873276258
2014-12-24,3864412926
2014-12-26,3884798590
2014-12-29,3903411588
2014-12-30,3857322260
2014-12-31,3741782915
2015-01-02,3746166447
2015-01-05,3632194615
2015-01-06,3556797864
2015-01-07,3580468937
2015-01-08,3636578147
2015-01-09,3607646836
2015-01-12,3612030368
2015-01-13,3601509891
2015-01-14,3575208699
2015-01-15,3549784213
2015-01-16,3567318341
2015-01-20,3538387030
2015-01-21,3614660487
2015-01-22,3684796999
2015-01-23,3655865688
2015-01-26,3704084540
2015-01-27,3604140010
2015-01-28,3553291039
2015-01-29,3373566227
2015-01-30,3332361026
2015-02-02,3454223216
2015-02-03,3546277388
2015-02-04,3488414765
2015-02-05,3517346076
2015-02-06,3543647268
2015-02-09,3555044451
2015-02-10,3575208699
2015-02-11,3633071321
2015-02-12,3688303824
2015-02-13,3728632319
2015-02-17,3729509025
2015-02-18,3706714659
2015-02-19,3697947595
2015-02-20,3719865255
2015-02-23,3695317476
2015-02-24,3729509025
2015-02-25,3726878906
2015-02-26,3728632319
2015-02-27,3724248787
2015-03-02,3813672840
2015-03-03,3767207400
2015-03-04,3730385731
2015-03-05,3743536328
2015-03-06,3712851604
2015-03-09,3736522676
2015-03-10,3698824301
2015-03-11,3672523109
2015-03-12,3698824301
2015-03-13,3661125926
2015-03-16,3666386164
2015-03-17,3603263304
2015-03-18,3647975330
2015-03-19,3604140010
2015-03-20,3655865688
2015-03-23,3645345211
2015-03-24,3624304257
2015-03-25,3607646836
2015-03-26,3598879771
2015-03-27,3576962111
2015-03-30,3687427118
2015-03-31,3595659805
2015-04-01,3589686948
2015-04-02,3611871845
2015-04-06,3658801434
2015-04-07,3595659805
2015-04-08,3558969399
2015-04-09,3546170420
2015-04-10,3563235725
2015-04-13,3550436746
2015-04-14,3547023685
2015-04-15,3587980418
2015-04-16,3564942256
2015-04-17,3445485119
2015-04-20,3464256955
2015-04-21,3419887162
2015-04-22,3436952467
2015-04-23,3444631854
2015-04-24,3427566549
2015-04-27,3459137364
2015-04-28,3489001648
2015-04-29,3491561443
2015-04-30,3352479206
2015-05-01,3358452063
2015-05-04,3395142469
2015-05-05,3349919410
2015-05-06,3380636960
2015-05-07,3362718389
2015-05-08,3397702265
2015-05-11,3445485119
2015-05-12,3430979610
2015-05-13,3454871037
2015-05-14,3478762465
2015-05-15,3465110220
2015-05-18,3486441852
2015-05-19,3459990629
2015-05-20,3462550425
2015-05-21,3465963486
2015-05-22,3461697159
2015-05-26,3427566549
2015-05-27,3459137364
2015-05-28,3407088183
2015-05-29,3336267166
2015-06-01,3353332471
2015-06-02,3378930429
2015-06-03,3379783694
2015-06-04,3332000840
2015-06-05,3336267166
2015-06-08,3319201861
2015-06-09,3312375739
2015-06-10,3350772676
2015-06-11,3344799819
2015-06-12,3321761657
2015-06-15,3297870229
2015-06-16,3283364720
2015-06-17,3287631046
2015-06-18,3272272272
2015-06-19,3223636152
2015-06-22,3239848192
2015-06-23,3215956764
2015-06-24,3199744725
2015-06-25,3155374931
2015-06-26,3183532685
2015-06-29,3097352893
2015-06-30,3059882516
2015-07-01,3066576271
2015-07-02,3032270779
2015-07-06,2982904340
2015-07-07,3010516077
2015-07-08,2958639480
2015-07-09,2906762882
2015-07-10,2914293356
2015-07-13,2956966041
2015-07-14,2958639480
2015-07-15,2907599602
2015-07-16,2914293356
2015-07-17,2871620671
2015-07-20,2855723005
2015-07-21,2833968302
2015-07-22,2779581547
2015-07-23,2732725266
2015-07-24,2667461160
2015-07-27,2639012703
2015-07-28,2675828353
2015-07-29,2765357319
2015-07-30,2802172969
2015-07-31,2792969056
2015-08-03,2729378389
2015-08-04,2739419020
2015-08-05,2756990126
2015-08-06,2756990126
2015-08-07,2736908863
2015-08-10,2812213600
2015-08-11,2742765898
2015-08-12,2756990126
2015-08-13,2741929178
2015-08-14,2757826845
2015-08-17,2778744828
2015-08-18,2757826845
2015-08-19,2742765898
2015-08-20,2676665072
2015-08-21,2612237685
2015-08-24,2507647772
2015-08-25,2459954771
2015-08-26,2507647772
2015-08-27,2573748597
2015-08-28,2623115036
2015-08-31,2656583809
2015-09-01,2546973579
2015-09-02,2568728281
2015-09-03,2583789229
2015-09-04,2536932947
2015-09-08,2598850176
2015-09-09,2552830614
2015-09-10,2540279825
2015-09-11,2542789983
2015-09-14,2440710227
2015-09-15,2489239947
2015-09-16,2516014965
2015-09-17,2500954017
2015-09-18,2428159437
2015-09-21,2418955525
2015-09-22,2382976594
2015-09-23,2351181261
2015-09-24,2285080435
2015-09-25,2267509330
2015-09-28,2213959294
2015-09-29,2252448382
2015-09-30,2230965932
2015-10-01,2228531265
2015-10-02,2290209479
2015-10-05,2395711688
2015-10-06,2416000574
2015-10-07,2421681462
2015-10-08,2515821895
2015-10-09,2515010339
2015-10-12,2466317012
2015-10-13,2424927684
2015-10-14,2426550795
2015-10-15,2461447679
2015-10-16,2320237031
2015-10-19,2328352586
2015-10-20,2328352586
2015-10-21,2318613920
2015-10-22,2377045913
2015-10-23,2411942797
2015-10-26,2396523243
2015-10-27,2335656585
2015-10-28,2483359677
2015-10-29,2520691227
2015-10-30,2564515222
2015-11-02,2619700992
2015-11-03,2630251213
2015-11-04,2617266326
2015-11-05,2627004991
2015-11-06,2618077881
2015-11-09,2560457444
2015-11-10,2588861885
2015-11-11,2558022778
2015-11-12,2454143680
2015-11-13,2476867233
2015-11-16,2532053004
2015-11-17,2493909897
2015-11-18,2538545447
2015-11-19,2532864559
2015-11-20,2576688553
2015-11-23,2563703666
2015-11-24,2609962327
2015-11-25,2600223661
2015-11-27,2609962327
2015-11-30,2616454770
2015-12-01,2603469883
2015-12-02,2553153445
2015-12-03,2542603224
2015-12-04,2542603224
2015-12-07,2506083229
2015-12-08,2406261909
2015-12-09,2410319686
2015-12-10,2393277022
2015-12-11,2336468140
2015-12-14,2312121477
2015-12-15,2268297482
2015-12-16,2274789926
2015-12-17,2212300156
2015-12-18,2197692158
2015-12-21,2221227266
2015-12-22,2264239705
2015-12-23,2340525917
2015-12-24,2351887694
2015-12-28,2308875255
2015-12-29,2321860142
2015-12-30,2325917919
2015-12-31,2280617466
2016-01-04,2259877329
2016-01-05,2219194751
2016-01-06,2190477637
2016-01-07,2129852618
2016-01-08,2053273648
2016-01-11,2019770348
2016-01-12,2034128905
2016-01-13,1977492375
2016-01-14,1977492375
2016-01-15,1955954539
2016-01-19,1874589383
2016-01-20,1867410105
2016-01-21,1878577871
2016-01-22,1935214401
2016-01-25,1886554847
2016-01-26,1995041722
2016-01-27,2006209489
2016-01-28,2026949627
2016-01-29,2117887154
2016-02-01,2085979250
2016-02-02,2034926603
2016-02-03,2235148703
2016-02-04,2338849392
2016-02-05,2354803344
2016-02-08,2320502347
2016-02-09,2313323069
2016-02-10,2250304957
2016-02-11,2241530284
2016-02-12,2384318156
2016-02-16,2421809943
2016-02-17,2449729360
2016-02-18,2457706336
2016-02-19,2404260596
2016-02-22,2448133965
2016-02-23,2365971111
2016-02-24,2399474410
2016-02-25,2374745784
2016-02-26,2378734273
2016-02-29,2379531970
2016-03-01,2464087917
2016-03-02,2459301731
2016-03-03,2463290219
2016-03-04,2520724447
2016-03-07,2557418537
2016-03-08,2444943174
2016-03-09,2428989222
2016-03-10,2428191524
2016-03-11,2498388914
2016-03-14,2489614240
2016-03-15,2432977710
2016-03-16,2503175100
2016-03-17,2632402113
2016-03-18,2667500807
2016-03-21,2650749158
2016-03-22,2664310017
2016-03-23,2600494208
2016-03-24,2613257370
2016-03-28,2574170187
2016-03-29,2622032044
2016-03-30,2657130738
2016-03-31,2634708836
2016-04-01,2648869708
2016-04-04,2638642411
2016-04-05,2618974534
2016-04-06,2623694825
2016-04-07,2563904478
2016-04-08,2607173808
2016-04-11,2637068981
2016-04-12,2666177440
2016-04-13,2734621652
2016-04-14,2724394356
2016-04-15,2749569239
2016-04-18,2729114647
2016-04-19,2792051854
2016-04-20,2789691709
2016-04-21,2809359586
2016-04-22,2878590514
2016-04-25,2826667318
2016-04-26,2871510078
2016-04-27,2816440022
2016-04-28,2827454033
2016-04-29,2803065865
2016-05-02,2817226737
2016-05-03,2707873339
2016-05-04,2636282266
2016-05-05,2629988545
2016-05-06,2642575987
2016-05-09,2563117763
2016-05-10,2652016568
2016-05-11,2655163428
2016-05-12,2633135406
2016-05-13,2588292646
2016-05-16,2629201830
2016-05-17,2639429126
2016-05-18,2588292646
2016-05-19,2548170176
2016-05-20,2562331048
2016-05-23,2570984914
2016-05-24,2613467528
2016-05-25,2677978166
2016-05-26,2649656423
2016-05-27,2630775260
2016-05-31,2615827674
2016-06-01,2616614389
2016-06-02,2659097004
2016-06-03,2640215842
2016-06-06,2670111015
2016-06-07,2696072613
2016-06-08,2704726479
2016-06-09,2681911741
2016-06-10,2630775260
2016-06-13,2589079361
2016-06-14,2558397472
2016-06-15,2552103751
2016-06-16,2556037327
2016-06-17,2589866076
2016-06-20,2624481540
2016-06-21,2569411483
2016-06-22,2567051338
2016-06-23,2632348691
2016-06-24,2394760733
2016-06-27,2279113615
2016-06-28,2327103236
2016-06-29,2338117247
2016-06-30,2389511106
2016-07-01,2408215694
2016-07-05,2339632205
2016-07-06,2346646426
2016-07-07,2338073490
2016-07-08,2392628538
2016-07-11,2437831292
2016-07-12,2479916615
2016-07-13,2457315237
2016-07-14,2456535880
2016-07-15,2472902394
2016-07-18,2470564321
2016-07-19,2457315237
2016-07-20,2462770742
2016-07-21,2406656979
2016-07-22,2420685419
2016-07-25,2426140924
2016-07-26,2493165698
2016-07-27,2525898727
2016-07-28,2599158363
2016-07-29,2606951941
2016-08-01,2619421666
2016-08-02,2598379005
2016-08-03,2604613867
2016-08-04,2599937720
2016-08-05,2650595979
2016-08-08,2662286347
2016-08-09,2640464328
2016-08-10,2628773960
2016-08-11,2640464328
2016-08-12,2612407446
2016-08-15,2627994602
2016-08-16,2613966161
2016-08-17,2620980382
2016-08-18,2618642308
2016-08-19,2627994602
2016-08-22,2621759740
2016-08-23,2673197356
2016-08-24,2655272126
2016-08-25,2665403778
2016-08-26,2661506989
2016-08-29,2679432219
2016-08-30,2679432219
2016-08-31,2639684970
2016-09-01,2626435887
2016-09-02,2645919832
2016-09-06,2611628088
2016-09-07,2635008823
2016-09-08,2624877171
2016-09-09,2552396893
2016-09-12,2600717078
2016-09-13,2521222580
2016-09-14,2483813404
2016-09-15,2535251020
2016-09-16,2507194139
2016-09-19,2528236800
2016-09-20,2511090928
2016-09-21,2566425334
2016-09-22,2624097813
2016-09-23,2592144142
2016-09-26,2620201024
2016-09-27,2635008823
2016-09-28,2703592312
2016-09-29,2693460660
2016-09-30,2726859396
2016-10-03,2706683430
2016-10-04,2681851472
2016-10-05,2747811361
2016-10-06,2783507301
2016-10-07,2712115421
2016-10-10,2707459429
2016-10-11,2676419481
2016-10-12,2693491452
2016-10-13,2658571511
2016-10-14,2670987490
2016-10-17,2678747477
2016-10-18,2688835460
2016-10-19,2684179468
2016-10-20,2654691518
2016-10-21,2674091485
2016-10-24,2669435493
2016-10-25,2684179468
2016-10-26,2712115421
2016-10-27,2576315650
2016-10-28,2559243679
2016-10-31,2564675670
2016-11-01,2529755729
2016-11-02,2487075801
2016-11-03,2483195808
2016-11-04,2506475768
2016-11-07,2618995578
2016-11-08,2634515552
2016-11-09,2851795185
2016-11-10,2983714963
2016-11-11,2979834969
2016-11-14,3038034871
2016-11-15,3076834805
2016-11-16,2999234936
2016-11-17,2995354943
2016-11-18,2968194989
2016-11-21,2995354943
2016-11-22,3076834805
2016-11-23,3069074818
2016-11-25,3072954812
2016-11-28,3041914864
2016-11-29,2999234936
2016-11-30,3030274884
2016-12-01,3034154877
2016-12-02,3061314832
2016-12-05,3038034871
2016-12-06,3034154877
2016-12-07,3100114766
2016-12-08,3119514733
2016-12-09,3049674851
2016-12-12,3092354779
2016-12-13,3115634740
2016-12-14,3057434838
2016-12-15,3065194825
2016-12-16,3076834805
2016-12-19,3111754746
2016-12-20,3177714635
2016-12-21,3162194661
2016-12-22,3146674687
2016-12-23,3154434674
2016-12-27,3154434674
2016-12-28,3100114766
2016-12-29,3100114766
2016-12-30,3080714799
2017-01-03,3183116923
2017-01-04,3221982819
2017-01-05,3225869409
2017-01-06,3276395074
2017-01-09,3233642588
2017-01-10,3291941433
2017-01-11,3369673226
2017-01-12,3330807330
2017-01-13,3435745250
2017-01-17,3404652533
2017-01-18,3408539123
2017-01-19,3369673226
2017-01-20,3338580509
2017-01-23,3307487792
2017-01-24,3431858660
2017-01-25,3474611147
2017-01-26,3416312302
2017-01-27,3529023402
2017-01-30,3478497736
2017-01-31,3451291609
2017-02-01,3478497736
2017-02-02,3435745250
2017-02-03,3466837967
2017-02-06,3478497736
2017-02-07,3459064788
2017-02-08,3420198892
2017-02-09,3443518429
2017-02-10,3509590453
2017-02-13,3540683171
2017-02-14,3525136812
2017-02-15,3494044095
2017-02-16,3462951378
2017-02-17,3459064788
2017-02-21,3478497736
2017-02-22,3431858660
2017-02-23,3346353688
2017-02-24,3346353688
2017-02-27,3466837967
2017-02-28,3435745250
2017-03-01,3536796581
2017-03-02,3455178198
2017-03-03,3497930685
2017-03-06,3540683171
2017-03-07,3478497736
2017-03-08,3451291609
2017-03-09,3369673226
2017-03-10,3462951378
2017-03-13,3486270916
2017-03-14,3435745250
2017-03-15,3548456350
2017-03-16,3540683171
2017-03-17,3494044095
2017-03-20,3501817274
2017-03-21,3354126867
2017-03-22,3420198892
2017-03-23,3431858660
2017-03-24,3385219585
2017-03-27,3334693919
2017-03-28,3396879354
2017-03-29,3420198892
2017-03-30,3509590453
2017-03-31,3522507235
2017-04-03,3456265395
2017-04-04,3440679080
2017-04-05,3378333819
2017-04-06,3401713292
2017-04-07,3382230398
2017-04-10,3421196186
2017-04-11,3444575659
2017-04-12,3366644083
2017-04-13,3319885137
2017-04-17,3366644083
2017-04-18,3397816713
2017-04-19,3409506450
2017-04-20,3464058553
2017-04-21,3499127762
2017-04-24,3592645653
2017-04-25,3756301963
2017-04-26,3857613012
2017-04-27,3799164330
2017-04-28,3760198542
2017-05-01,3748508805
2017-05-02,3732922490
2017-05-03,3717336175
2017-05-04,3678370387
2017-05-05,3736819069
2017-05-08,3717336175
2017-05-09,3717336175
2017-05-10,3744612226
2017-05-11,3756301963
2017-05-12,3744612226
2017-05-15,3806957487
2017-05-16,3838130118
2017-05-17,3670577229
2017-05-18,3623818284
2017-05-19,3580955917
2017-05-22,3541990129
2017-05-23,3580955917
2017-05-24,3600438811
2017-05-25,3538093550
2017-05-26,3592645653
2017-05-30,3616025126
2017-05-31,3596542232
2017-06-01,3674473808
2017-06-02,3619921705
2017-06-05,3569266180
2017-06-06,3526403814
2017-06-07,3444575659
2017-06-08,3577059338
2017-06-09,3604335390
2017-06-12,3627714862
2017-06-13,3619921705
2017-06-14,3530300392
2017-06-15,3569266180
2017-06-16,3549783286
2017-06-19,3631611441
2017-06-20,3592645653
2017-06-21,3456265395
2017-06-22,3495231183
2017-06-23,3467955132
2017-06-26,3467955132
2017-06-27,3397816713
2017-06-28,3538093550
2017-06-29,3538093550
2017-06-30,3593392547
2017-07-03,3597277296
2017-07-05,3581738301
2017-07-06,3562314557
2017-07-07,3605046793
2017-07-10,3647779029
2017-07-11,3694396013
2017-07-12,3772090987
2017-07-13,3807053726
2017-07-14,3787629982
2017-07-17,3807053726
2017-07-18,3795399479
2017-07-19,3845901213
2017-07-20,3861440207
2017-07-21,3783745233
2017-07-24,3787629982
2017-07-25,3834246966
2017-07-26,3558429809
2017-07-27,3585623050
2017-07-28,3531236568
2017-07-31,3535121317
2017-08-01,3496273830
2017-08-02,3488504332
2017-08-03,3441887348
2017-08-04,3472965337
2017-08-07,3472965337
2017-08-08,3496273830
2017-08-09,3453541594
2017-08-10,3387500866
2017-08-11,3391385615
2017-08-14,3449656845
2017-08-15,3379731369
2017-08-16,3391385615
2017-08-17,3364192374
2017-08-18,3325344887
2017-08-21,3352538128
2017-08-22,3465195840
2017-08-23,3422463604
2017-08-24,3399155112
2017-08-25,3406924609
2017-08-28,3434117850
2017-08-29,3434117850
2017-08-30,3504043327
2017-08-31,3484619583
2017-09-01,3507928076
2017-09-05,3449656845
2017-09-06,3469080589
2017-09-07,3418578856
2017-09-08,3418578856
2017-09-11,3500158578
2017-09-12,3558429809
2017-09-13,3570084055
2017-09-14,3597277296
2017-09-15,3640009531
2017-09-18,3713819757
2017-09-19,3741012998
2017-09-20,3768206239
2017-09-21,3775975736
2017-09-22,3814823223
2017-09-25,3810938474
2017-09-26,3717704505
2017-09-27,3756551992
2017-09-28,3787629982
2017-09-29,3772090987
2017-10-02,3768583541
2017-10-03,3784108087
2017-10-04,3784108087
2017-10-05,3787989224
2017-10-06,3830681725
2017-10-09,3881136500
2017-10-10,3873374227
2017-10-11,3861730817
2017-10-12,3892779909
2017-10-13,3912185592
2017-10-16,3869493090
2017-10-17,3846206271
2017-10-18,3888898773
2017-10-19,3912185592
2017-10-20,3958759230
2017-10-23,3923829001
2017-10-24,4001451731
2017-10-25,3811276043
2017-10-26,3784108087
2017-10-27,3718128767
2017-10-30,3648268310
2017-10-31,3659911719
2017-11-01,3613338081
2017-11-02,3624981491
2017-11-03,3621100354
2017-11-06,3659911719
2017-11-07,3640506037
2017-11-08,3605575808
2017-11-09,3586170126
2017-11-10,3621100354
2017-11-13,3628862627
2017-11-14,3535715351
2017-11-15,3481379440
2017-11-16,3566764443
2017-11-17,3570645580
2017-11-20,3613338081
2017-11-21,3675436265
2017-11-22,3648268310
2017-11-24,3648268310
2017-11-27,3683198538
2017-11-28,3791870360
2017-11-29,3822919452
2017-11-30,3873374227
2017-12-01,3819038316
2017-12-04,3885017636
2017-12-05,3791870360
2017-12-06,3787989224
2017-12-07,3830681725
2017-12-08,3803513770
2017-12-11,3756940132
2017-12-12,3776345814
2017-12-13,3780226951
2017-12-14,3687079675
2017-12-15,3683198538
2017-12-18,3795751497
2017-12-19,3776345814
2017-12-20,3772464678
2017-12-21,3815157179
2017-12-22,3787989224
2017-12-26,3807394906
2017-12-27,3795751497
2017-12-28,3807394906
2017-12-29,3815157179
2018-01-02,3987762048
2018-01-03,3906141188
2018-01-04,3933348141
2018-01-05,3972215218
2018-01-08,3979988633
2018-01-09,3972215218
2018-01-10,3941121557
2018-01-11,4030515833
2018-01-12,4057722786
2018-01-16,4011082294
2018-01-17,4014969002
2018-01-18,4197644262
2018-01-19,4294811953
2018-01-22,4314245491
2018-01-23,4193757554
2018-01-24,4248171461
2018-01-25,4267604999
2018-01-26,4252058169
2018-01-29,4185984139
2018-01-30,4123796816
2018-01-31,4084929740
2018-02-01,4077156324
2018-02-02,3886707650
2018-02-05,3758446297
2018-02-06,3781766543
2018-02-07,3575771038
2018-02-08,3416416024
2018-02-09,3455283100
2018-02-12,3455283100
2018-02-13,3451396393
2018-02-14,3525243838
2018-02-15,3525243838
2018-02-16,3498036885
2018-02-20,3509697007
2018-02-21,3587431160
2018-02-22,3630184945
2018-02-23,3622411529
2018-02-26,3599091283
2018-02-27,3509697007
2018-02-28,3404755901
2018-03-01,3354228701
2018-03-02,3381435655
2018-03-05,3420302732
2018-03-06,3482490054
2018-03-07,3447509685
2018-03-08,3505810300
2018-03-09,3630184945
2018-03-12,3591317868
2018-03-13,3552450792
2018-03-14,3470829931
2018-03-15,3482490054
2018-03-16,3552450792
2018-03-19,3548564084
2018-03-20,3781766543
2018-03-21,3731239344
2018-03-22,3564110915
2018-03-23,3435849562
2018-03-26,3525243838
2018-03-27,3459169808
2018-03-28,3529130546
2018-03-29,3544677376
2018-04-02,3396110980
2018-04-03,3442527075
2018-04-04,3465735123
2018-04-05,3616587433
2018-04-06,3465735123
2018-04-09,3477339147
2018-04-10,3570171337
2018-04-11,3535359266
2018-04-12,3581775361
2018-04-13,3566303329
2018-04-16,3585643369
2018-04-17,3608851417
2018-04-18,3643663488
2018-04-19,3639795480
2018-04-20,3581775361
2018-04-23,3554699306
2018-04-24,3372902932
2018-04-25,3392242972
2018-04-26,3396110980
2018-04-27,3369034924
2018-04-30,3307146797
2018-05-01,3434791059
2018-05-02,3516019226
2018-05-03,3473471139
2018-05-04,3577907353
2018-05-07,3639795480
2018-05-08,3724891655
2018-05-09,3717155639
2018-05-10,3701683608
2018-05-11,3713287632
2018-05-14,3705551616
2018-05-15,3755835719
2018-05-16,3798383806
2018-05-17,3825459862
2018-05-18,3852535918
2018-05-21,3871875957
2018-05-22,3821591854
2018-05-23,3802251814
2018-05-24,3817723846
2018-05-25,3771307751
2018-05-29,3782911775
2018-05-30,3771307751
2018-05-31,3659135520
2018-06-01,3678475560
2018-06-04,3628191457
2018-06-05,3682343568
2018-06-06,3732627671
2018-06-07,3748099703
2018-06-08,3755835719
2018-06-11,3744231695
2018-06-12,3751967711
2018-06-13,3751967711
2018-06-14,3721023647
2018-06-15,3690079584
2018-06-18,3686211576
2018-06-19,3566303329
2018-06-20,3562435321
2018-06-21,3438659067
2018-06-22,3450263091
2018-06-25,3407715003
2018-06-26,3423187035
2018-06-27,3454131099
2018-06-28,3369034924
2018-06-29,3369034924
2018-07-02,3329917003
2018-07-03,3322226664
2018-07-05,3341452512
2018-07-06,3337607343
2018-07-09,3433736586
2018-07-10,3422201077
2018-07-11,3360678361
2018-07-12,3406820398
2018-07-13,3441426926
2018-07-16,3349142852
2018-07-17,3395284889
2018-07-18,3445272096
2018-07-19,3487568963
2018-07-20,3464497944
2018-07-23,3402975228
2018-07-24,3410665568
2018-07-25,3383749380
2018-07-26,3476033454
2018-07-27,3491414133
2018-07-30,3537556170
2018-07-31,3787492203
2018-08-01,3579853037
2018-08-02,3587543376
2018-08-03,3576007867
2018-08-06,3683672620
2018-08-07,3718279148
2018-08-08,3737504997
2018-08-09,3699053299
2018-08-10,3706743639
2018-08-13,3710588808
2018-08-14,3691362960
2018-08-15,3618304734
2018-08-16,3641375753
2018-08-17,3668291941
2018-08-20,3679827450
2018-08-21,3768266355
2018-08-22,3687517790
2018-08-23,3633685413
2018-08-24,3656756432
2018-08-27,3745195336
2018-08-28,3729814657
2018-08-29,3768266355
2018-08-30,3760576015
2018-08-31,3741350166
2018-09-04,3733659827
2018-09-05,3737504997
2018-09-06,3699053299
2018-09-07,3664446771
2018-09-10,3683672620
2018-09-11,3672137111
2018-09-12,3687517790
2018-09-13,3672137111
2018-09-14,3699053299
2018-09-17,3745195336
2018-09-18,3737504997
2018-09-19,3806718052
2018-09-20,3964370012
2018-09-21,4006666879
2018-09-24,3956679672
2018-09-25,3918227975
2018-09-26,3860550429
2018-09-27,3849014919
2018-09-28,3833634240
2018-10-01,3814641590
2018-10-02,3804693678
2018-10-03,3829946069
2018-10-04,3823059054
2018-10-05,3727406055
2018-10-08,3718988591
2018-10-09,3606500664
2018-10-10,3445038402
2018-10-11,3341733164
2018-10-12,3278219573
2018-10-15,3269036885
2018-10-16,3318011220
2018-10-17,3275158677
2018-10-18,3150427166
2018-10-19,3096861487
