,BG
2010-11-10,9104718746
2010-11-11,9151824809
2010-11-12,8886853205
2010-11-15,8858883980
2010-11-16,8764671854
2010-11-17,8858883980
2010-11-18,9026699330
2010-11-19,9056140619
2010-11-22,9037003781
2010-11-23,8920710688
2010-11-24,9170961648
2010-11-26,9078221586
2010-11-29,8947207848
2010-11-30,8953096106
2010-12-01,9123855585
2010-12-02,9206291195
2010-12-03,9412380221
2010-12-06,9474206928
2010-12-07,9394715447
2010-12-08,9309335708
2010-12-09,9228372162
2010-12-10,9184210228
2010-12-13,9209235324
2010-12-14,9218067711
2010-12-15,9054668554
2010-12-16,9075277457
2010-12-17,9132687971
2010-12-20,9129743842
2010-12-21,9162129261
2010-12-22,9384410996
2010-12-23,9421212608
2010-12-27,9453598026
2010-12-28,9466846606
2010-12-29,9506592347
2010-12-30,9596388279
2010-12-31,9644966407
2011-01-03,9625829569
2011-01-04,9631717827
2011-01-05,9840750981
2011-01-06,9918770398
2011-01-07,9846639239
2011-01-10,9789228725
2011-01-11,9801005241
2011-01-12,9905521818
2011-01-13,10283842387
2011-01-14,10435465027
2011-01-18,10369222126
2011-01-19,10436937092
2011-01-20,10227903937
2011-01-21,10310339547
2011-01-24,10196990583
2011-01-25,10080697490
2011-01-26,10157244843
2011-01-27,10064504781
2011-01-28,9836334788
2011-01-31,10020342847
2011-02-01,10111610844
2011-02-02,10233792195
2011-02-03,10248512840
2011-02-04,10291202709
2011-02-07,10260289355
2011-02-08,10285314451
2011-02-09,10272065871
2011-02-10,10161661036
2011-02-11,10504652057
2011-02-14,10643026118
2011-02-15,10644498182
2011-02-16,10959519979
2011-02-17,10925662496
2011-02-18,10928606625
2011-02-22,10640081989
2011-02-23,10391303093
2011-02-24,10413384060
2011-02-25,10523788896
2011-02-28,10623889279
2011-03-01,10425160576
2011-03-02,10522316831
2011-03-03,10613584828
2011-03-04,10584143539
2011-03-07,10404551673
2011-03-08,10447241543
2011-03-09,10367750062
2011-03-10,10036535556
2011-03-11,10179325810
2011-03-14,10071865103
2011-03-15,10030647298
2011-03-16,9801005241
2011-03-17,9837806853
2011-03-18,9862831949
2011-03-21,10126331489
2011-03-22,10204350906
2011-03-23,10398663416
2011-03-24,10358917675
2011-03-25,10422216447
2011-03-28,10442825350
2011-03-29,10461962188
2011-03-30,10721045535
2011-03-31,10657435568
2011-04-01,10874032144
2011-04-04,10785625378
2011-04-05,10899080727
2011-04-06,10607338401
2011-04-07,10701638951
2011-04-08,10605864955
2011-04-11,10700165505
2011-04-12,10567555357
2011-04-13,10515984744
2011-04-14,10549874004
2011-04-15,10619125970
2011-04-18,10404002841
2011-04-19,10558714680
2011-04-20,10738475103
2011-04-21,10862244575
2011-04-25,10974226478
2011-04-26,11050845675
2011-04-27,10953598233
2011-04-28,10826881869
2011-04-29,11115677302
2011-05-02,11089155273
2011-05-03,11033164321
2011-05-04,10906447958
2011-05-05,10751736118
2011-05-06,10700165505
2011-05-09,10881399374
2011-05-10,10878452482
2011-05-11,10691324829
2011-05-12,10678063814
2011-05-13,10756156457
2011-05-16,10853403898
2011-05-17,10823934977
2011-05-18,10962438909
2011-05-19,10815094300
2011-05-20,10878452482
2011-05-23,10626493201
2011-05-24,10617652524
2011-05-25,10644174554
2011-05-26,10720793750
2011-05-27,10909394850
2011-05-31,10969806140
2011-06-01,10779731594
2011-06-02,10887293159
2011-06-03,10638280769
2011-06-06,10365693243
2011-06-07,10247817555
2011-06-08,10063636794
2011-06-09,10150570114
2011-06-10,9917765631
2011-06-13,9855880896
2011-06-14,9948707999
2011-06-15,9766000684
2011-06-16,9651071889
2011-06-17,9695275272
2011-06-20,9639284320
2011-06-21,9870615356
2011-06-22,9732111424
2011-06-23,9742425547
2011-06-24,9795469606
2011-06-27,9783682037
2011-06-28,9897137386
2011-06-29,10091632270
2011-06-30,10033299309
2011-07-01,10145346307
2011-07-05,10295227355
2011-07-06,10241386590
2011-07-07,10370895457
2011-07-08,10366529990
2011-07-11,10151166930
2011-07-12,10114788035
2011-07-13,10151166930
2011-07-14,10072588516
2011-07-15,10199187072
2011-07-18,9983824012
2011-07-19,10238476279
2011-07-20,10388357327
2011-07-21,10589168829
2011-07-22,10634278659
2011-07-25,10580437894
2011-07-26,10449473871
2011-07-27,10330151095
2011-07-28,10104601944
2011-07-29,10012927128
2011-08-01,10023113219
2011-08-02,9845584210
2011-08-03,9906700754
2011-08-04,9241694549
2011-08-05,9276618288
2011-08-08,8531578514
2011-08-09,8802237494
2011-08-10,8569412565
2011-08-11,8963759789
2011-08-12,8902643245
2011-08-15,9166026447
2011-08-16,9134013019
2011-08-17,9251880639
2011-08-18,8848802480
2011-08-19,8719293613
2011-08-22,8671273471
2011-08-23,9027786645
2011-08-24,9008869619
2011-08-25,8790596248
2011-08-26,9024876333
2011-08-29,9278073444
2011-08-30,9315907495
2011-08-31,9416313246
2011-09-01,9394485909
2011-09-02,9190764095
2011-09-06,9129647551
2011-09-07,9473064323
2011-09-08,9280983756
2011-09-09,9097634124
2011-09-12,9016145398
2011-09-13,9019055710
2011-09-14,9170391914
2011-09-15,9247515172
2011-09-16,9336279676
2011-09-19,9203860498
2011-09-20,9150019733
2011-09-21,8793506559
2011-09-22,8163424094
2011-09-23,8239092196
2011-09-26,8310394830
2011-09-27,8758582820
2011-09-28,8530123358
2011-09-29,8579598655
2011-09-30,8504953421
2011-10-03,8099330320
2011-10-04,8167906888
2011-10-05,8329864313
2011-10-06,8383850121
2011-10-07,8148938901
2011-10-10,8305060022
2011-10-11,8345914148
2011-10-12,8408654411
2011-10-13,8449508536
2011-10-14,8614384113
2011-10-17,8334241540
2011-10-18,8270042201
2011-10-19,8243778835
2011-10-20,8284632960
2011-10-21,8431999626
2011-10-24,8599793354
2011-10-25,8487444510
2011-10-26,8693174212
2011-10-27,9177587411
2011-10-28,9085665629
2011-10-31,9012711834
2011-11-01,8901822065
2011-11-02,8973316785
2011-11-03,9006875530
2011-11-04,8926626356
2011-11-07,9014170910
2011-11-08,9082747477
2011-11-09,8984989392
2011-11-10,8936839887
2011-11-11,9127978830
2011-11-14,9171751107
2011-11-15,9195096321
2011-11-16,9084206553
2011-11-17,8875558699
2011-11-18,8875558699
2011-11-21,8707764971
2011-11-22,8688796984
2011-11-23,8607088734
2011-11-25,8589579823
2011-11-28,8858049788
2011-11-29,8827409195
2011-11-30,9119224375
2011-12-01,9181964638
2011-12-02,9148405893
2011-12-05,9069615794
2011-12-06,9161537576
2011-12-07,9162996652
2011-12-08,8971857709
2011-12-09,9015629986
2011-12-12,8897444838
2011-12-13,8560398305
2011-12-14,8366341210
2011-12-15,8363423058
2011-12-16,8259828669
2011-12-19,8150397977
2011-12-20,8372177514
2011-12-21,8401359032
2011-12-22,8455344840
2011-12-23,8475771903
2011-12-27,8426163322
2011-12-28,8218974544
2011-12-29,8350291375
2011-12-30,8345914148
2012-01-03,8570611836
2012-01-04,8572070912
2012-01-05,8539971242
2012-01-06,8490362662
2012-01-09,8532675863
2012-01-10,8588120747
2012-01-11,8567693684
2012-01-12,8684419756
2012-01-13,8574989064
2012-01-17,8450967612
2012-01-18,8542889394
2012-01-19,8509330648
2012-01-20,8551643849
2012-01-23,8481608206
2012-01-24,8500576193
2012-01-25,8639188403
2012-01-26,8525380483
2012-01-27,8437835929
2012-01-30,8369259362
2012-01-31,8356127679
2012-02-01,8445131309
2012-02-02,8348832299
2012-02-03,8449508536
2012-02-06,8484526358
2012-02-07,8531216787
2012-02-08,8716519426
2012-02-09,9190719094
2012-02-10,9262213813
2012-02-13,9330790380
2012-02-14,9581751435
2012-02-15,9615310181
2012-02-16,9669295989
2012-02-17,9711609190
2012-02-21,9784562985
2012-02-22,9786022061
2012-02-23,9896911829
2012-02-24,9908584436
2012-02-27,9774349454
2012-02-28,9823958034
2012-02-29,9822498958
2012-03-01,9829794338
2012-03-02,9799153744
2012-03-05,9794776516
2012-03-06,9492747805
2012-03-07,9603637573
2012-03-08,9720363645
2012-03-09,9683886748
2012-03-12,9701395659
2012-03-13,9882321070
2012-03-14,9791858364
2012-03-15,9911502588
2012-03-16,9918797968
2012-03-19,9850221400
2012-03-20,9939225030
2012-03-21,9911502588
2012-03-22,9783103909
2012-03-23,9810826351
2012-03-26,9929011499
2012-03-27,9832712490
2012-03-28,9806449123
2012-03-29,9806449123
2012-03-30,9985915459
2012-04-02,10183044885
2012-04-03,10044311304
2012-04-04,9955229741
2012-04-05,9997579992
2012-04-09,9853004997
2012-04-10,9758082020
2012-04-11,9888053480
2012-04-12,9990278225
2012-04-13,9928943378
2012-04-16,9842782522
2012-04-17,9858846410
2012-04-18,9904117369
2012-04-19,9744938838
2012-04-20,9674841871
2012-04-23,9575537833
2012-04-24,9674841871
2012-04-25,9848623936
2012-04-26,9593062075
2012-04-27,9419280010
2012-04-30,9419280010
2012-05-01,9584299954
2012-05-02,9492297685
2012-05-03,9458709554
2012-05-04,9420740363
2012-05-07,9298070670
2012-05-08,9428042131
2012-05-09,9457249201
2012-05-10,9407597182
2012-05-11,9226513349
2012-05-14,9130130019
2012-05-15,8979713610
2012-05-16,8949046186
2012-05-17,8849742149
2012-05-18,8729993163
2012-05-21,8852662856
2012-05-22,8757739879
2012-05-23,8848281795
2012-05-24,8833678261
2012-05-25,8916918409
2012-05-29,9030825982
2012-05-30,8765041646
2012-05-31,8689103265
2012-06-01,8502178018
2012-06-04,8445224232
2012-06-05,8516781553
2012-06-06,8762120940
2012-06-07,8760660586
2012-06-08,8661356549
2012-06-11,8519702260
2012-06-12,8591259581
2012-06-13,8527004028
2012-06-14,8527004028
2012-06-15,8490495190
2012-06-18,8510940139
2012-06-19,8620466651
2012-06-20,8902314875
2012-06-21,8697865386
2012-06-22,8662816902
2012-06-25,8591259581
2012-06-26,8689103265
2012-06-27,8832217907
2012-06-28,8949046186
2012-06-29,9162257796
2012-07-02,9032583547
2012-07-03,9270472818
2012-07-05,9117646983
2012-07-06,8982122186
2012-07-09,8768742719
2012-07-10,8846597389
2012-07-11,8967704655
2012-07-12,8904267516
2012-07-13,9049884585
2012-07-16,8928777319
2012-07-17,8905709269
2012-07-18,9162341331
2012-07-19,9147923800
2012-07-20,9096020686
2012-07-23,9059976857
2012-07-24,8935986085
2012-07-25,8905709269
2012-07-26,9344002229
2012-07-27,9424740406
2012-07-30,9577566241
2012-07-31,9482410533
2012-08-01,9548731178
2012-08-02,9372837293
2012-08-03,9430507419
2012-08-06,9424740406
2012-08-07,9352652748
2012-08-08,9335351711
2012-08-09,9361303267
2012-08-10,9367070280
2012-08-13,9346885736
2012-08-14,9315167166
2012-08-15,9296424375
2012-08-16,9390138331
2012-08-17,9316608919
2012-08-20,9380046058
2012-08-21,9457900729
2012-08-22,9437716185
2012-08-23,9325259438
2012-08-24,9287773856
2012-08-27,9258938793
2012-08-28,9244521261
2012-08-29,9280565090
2012-08-30,9146482047
2012-08-31,9176758863
2012-09-04,9178200616
2012-09-05,9208477432
2012-09-06,9238754249
2012-09-07,9382929565
2012-09-10,9375720799
2012-09-11,9444924951
2012-09-12,9501153324
2012-09-13,9591983773
2012-09-14,9643886887
2012-09-17,9652537406
2012-09-18,9685697728
2012-09-19,9548731178
2012-09-20,9473760014
2012-09-21,9372837293
2012-09-24,9431949172
2012-09-25,9525663128
2012-09-26,9483852286
2012-09-27,9702998766
2012-09-28,9666954937
2012-10-01,9913647322
2012-10-02,9928282172
2012-10-03,9932672627
2012-10-04,10049751426
2012-10-05,10016091271
2012-10-08,10087802036
2012-10-09,10027799151
2012-10-10,9919501262
2012-10-11,10027799151
2012-10-12,10033653091
2012-10-15,10124389160
2012-10-16,10282445539
2012-10-17,10269274174
2012-10-18,10323423119
2012-10-19,10254639324
2012-10-22,10225369625
2012-10-23,10115608250
2012-10-24,9992675511
2012-10-25,10270737659
2012-10-26,10256102809
2012-10-31,10395133883
2012-11-01,10475625558
2012-11-02,10534164958
2012-11-05,10597094812
2012-11-06,10698075276
2012-11-07,10605875722
2012-11-08,10460990708
2012-11-09,10462454193
2012-11-12,10463917678
2012-11-13,10529774503
2012-11-14,10392206913
2012-11-15,10302934329
2012-11-16,10292689934
2012-11-19,10501968288
2012-11-20,10580996477
2012-11-21,10556117232
2012-11-23,10690757851
2012-11-26,10711246641
2012-11-27,10600021782
2012-11-28,10602948752
2012-11-29,10624901027
2012-11-30,10706856186
2012-12-03,10548799807
2012-12-04,10468308133
2012-12-05,10449282828
2012-12-06,10497577833
2012-12-07,10667342092
2012-12-10,10630754967
2012-12-11,10632218452
2012-12-12,10582459962
2012-12-13,10623437542
2012-12-14,10557580717
2012-12-17,10576606022
2012-12-18,10664415122
2012-12-19,10762468616
2012-12-20,10803446196
2012-12-21,10730271946
2012-12-24,10722954521
2012-12-26,10600021782
2012-12-27,10638072392
2012-12-28,10535628443
2012-12-31,10659902871
2013-01-02,10838814434
2013-01-03,10818283598
2013-01-04,10920937774
2013-01-07,10885742057
2013-01-08,10838814434
2013-01-09,10910672356
2013-01-10,10942935097
2013-01-11,10960532956
2013-01-14,11045589273
2013-01-15,11113047731
2013-01-16,11211302441
2013-01-17,11318356081
2013-01-18,11291959294
2013-01-22,11441541092
2013-01-23,11413677816
2013-01-24,11514865503
2013-01-25,11494334668
2013-01-28,11599921820
2013-01-29,11577924496
2013-01-30,11520731456
2013-01-31,11682045160
2013-02-01,11711374924
2013-02-04,11643916466
2013-02-05,11720173854
2013-02-06,11640983490
2013-02-07,10576313042
2013-02-08,10852012828
2013-02-11,10794819787
2013-02-12,10797752763
2013-02-13,10765490023
2013-02-14,10850546339
2013-02-15,10985463256
2013-02-19,10972264862
2013-02-20,10863744733
2013-02-21,10769889487
2013-02-22,10762557046
2013-02-25,10652570430
2013-02-26,10673101265
2013-02-27,10835881457
2013-02-28,10868144198
2013-03-01,10727361329
2013-03-04,10783087881
2013-03-05,10940002121
2013-03-06,11055854690
2013-03-07,11008927067
2013-03-08,11057321178
2013-03-11,10986929744
2013-03-12,11041189808
2013-03-13,11082251478
2013-03-14,11151176424
2013-03-15,11180506189
2013-03-18,11054388202
2013-03-19,11039723320
2013-03-20,11022125461
2013-03-21,10800685740
2013-03-22,10806551693
2013-03-25,10746425676
2013-03-26,10740559723
2013-03-27,10802152228
2013-03-28,10827082528
2013-04-01,10815416035
2013-04-02,10674172675
2013-04-03,10381386960
2013-04-04,10372559250
2013-04-05,10212189185
2013-04-08,10223959465
2013-04-09,10070945825
2013-04-10,9990025150
2013-04-11,9948829170
2013-04-12,10187177340
2013-04-15,9825241230
2013-04-16,9769332400
2013-04-17,9785516535
2013-04-18,9894391625
2013-04-19,10042991410
2013-04-22,9981197440
2013-04-23,10134211080
2013-04-24,10048876550
2013-04-25,10735966645
2013-04-26,10522630320
2013-04-29,10565297585
2013-04-30,10624148985
2013-05-01,10431410650
2013-05-02,10365202825
2013-05-03,10465250205
2013-05-06,10493204619
2013-05-07,10521159035
2013-05-08,10681529100
2013-05-09,10628562840
2013-05-10,10657988540
2013-05-13,10522630320
2013-05-14,10616792560
2013-05-15,10671230105
2013-05-16,10519687750
2013-05-17,10603550994
2013-05-20,10537343170
2013-05-21,10568240155
2013-05-22,10549113450
2013-05-23,10456422494
2013-05-24,10400513665
2013-05-28,10401984950
2013-05-29,10488790765
2013-05-30,10485848195
2013-05-31,10240143600
2013-06-03,10279868295
2013-06-04,10225430750
2013-06-05,10112141805
2013-06-06,10143038790
2013-06-07,10223959465
2013-06-10,10301937570
2013-06-11,10325478130
2013-06-12,10387272100
2013-06-13,10569711440
2013-06-14,10437295790
2013-06-17,10466721490
2013-06-18,10566768869
2013-06-19,10443180930
2013-06-20,10350489975
2013-06-21,10326949415
2013-06-24,10151866500
2013-06-25,10198947619
2013-06-26,10335777125
2013-06-27,10453479925
2013-06-28,10412283945
2013-07-01,10569802179
2013-07-02,10507956025
2013-07-03,10572747234
2013-07-05,10506483498
2013-07-08,10658153827
2013-07-09,10855472508
2013-07-10,10912901080
2013-07-11,10929098882
2013-07-12,10930571409
2013-07-15,10849582398
2013-07-16,10815714267
2013-07-17,10802461519
2013-07-18,10858417563
2013-07-19,10849582398
2013-07-22,10845164816
2013-07-23,10830439541
2013-07-24,10929098882
2013-07-25,10974747233
2013-07-26,11008615365
2013-07-29,11013032948
2013-07-30,11254527453
2013-07-31,11192681299
2013-08-01,11266307672
2013-08-02,11291340639
2013-08-05,11304593387
2013-08-06,11257472508
2013-08-07,11334043936
2013-08-08,11382637343
2013-08-09,11357604376
2013-08-12,11369384595
2013-08-13,11465098881
2013-08-14,11519582397
2013-08-15,11229494486
2013-08-16,11229494486
2013-08-19,11145560420
2013-08-20,11166175805
2013-08-21,11163230750
2013-08-22,11269252727
2013-08-23,11295758222
2013-08-26,11105802178
2013-08-27,11129362618
2013-08-28,11023340640
2013-08-29,11082241739
2013-08-30,11158813167
2013-09-03,11236857123
2013-09-04,11230967013
2013-09-05,11278087892
2013-09-06,11250109870
2013-09-09,11348769211
2013-09-10,11272197782
2013-09-11,11379692288
2013-09-12,11367912068
2013-09-13,11468043936
2013-09-16,11566703276
2013-09-17,11647692287
2013-09-18,11655054925
2013-09-19,11550505474
2013-09-20,11500439540
2013-09-23,11391472507
2013-09-24,11388527452
2013-09-25,11381164815
2013-09-26,11286923057
2013-09-27,11222131848
2013-09-30,11219253873
2013-10-01,11248813230
2013-10-02,11494155891
2013-10-03,11474942309
2013-10-04,11566576315
2013-10-07,11573966155
2013-10-08,11602047544
2013-10-09,11486766052
2013-10-10,11588745833
2013-10-11,11655254386
2013-10-14,11615349254
2013-10-15,11627172997
2013-10-16,11761668070
2013-10-17,11975973407
2013-10-18,11940502179
2013-10-21,12017356507
2013-10-22,11916854693
2013-10-23,11968583568
2013-10-24,11840000366
2013-10-25,12176977033
2013-10-28,12283390718
2013-10-29,12261221200
2013-10-30,12153329548
2013-10-31,12138549869
2013-11-01,12184366872
2013-11-04,12246441522
2013-11-05,12125248159
2013-11-06,12119336288
2013-11-07,11939024211
2013-11-08,11959715761
2013-11-11,12035092121
2013-11-12,12154807516
2013-11-13,12181410937
2013-11-14,12144461741
2013-11-15,12110468480
2013-11-18,12038048056
2013-11-19,11863647851
2013-11-20,11797139298
2013-11-21,11810441009
2013-11-22,11930156404
2013-11-25,11875471594
2013-11-26,11919810629
2013-11-27,11902075015
2013-11-29,11841478334
2013-12-02,11879905497
2013-12-03,11780881652
2013-12-04,11872515658
2013-12-05,11881383465
2013-12-06,11962671696
2013-12-09,12122292223
2013-12-10,12007010732
2013-12-11,11902075015
2013-12-12,11851824108
2013-12-13,11856258012
2013-12-16,11899119079
2013-12-17,12032136185
2013-12-18,12023268378
2013-12-19,12009966667
2013-12-20,12072041317
2013-12-23,12137071902
2013-12-24,12218360133
2013-12-26,12159241419
2013-12-27,12174021098
2013-12-30,12106034577
2013-12-31,12042799945
2014-01-02,12014933278
2014-01-03,11916666612
2014-01-06,11893199945
2014-01-07,11975333278
2014-01-08,11928399945
2014-01-09,11913733279
2014-01-10,11945999945
2014-01-13,11888799945
2014-01-14,11998799945
2014-01-15,11965066612
2014-01-16,11948933279
2014-01-17,11923999945
2014-01-21,11929866612
2014-01-22,11893199945
2014-01-23,11747999946
2014-01-24,11387199948
2014-01-27,11297733281
2014-01-28,11362266615
2014-01-29,11139333282
2014-01-30,11240533282
2014-01-31,11111466616
2014-02-03,10916399950
2014-02-04,10781466617
2014-02-05,10891466617
2014-02-06,11017599949
2014-02-07,11027866616
2014-02-10,10944266616
2014-02-11,11205333282
2014-02-12,11136399949
2014-02-13,11346133281
2014-02-14,11530933280
2014-02-18,11485466614
2014-02-19,11498666614
2014-02-20,11607199947
2014-02-21,11640933280
2014-02-24,11715733280
2014-02-25,11734799946
2014-02-26,11739199946
2014-02-27,11658533280
2014-02-28,11676133280
2014-03-03,11503066614
2014-03-04,11560266614
2014-03-05,11495733281
2014-03-06,11769999946
2014-03-07,11730399946
2014-03-10,11813999946
2014-03-11,11601333280
2014-03-12,11500133281
2014-03-13,11439999948
2014-03-14,11463466614
2014-03-17,11513333281
2014-03-18,11592533280
2014-03-19,11460533281
2014-03-20,11481066614
2014-03-21,11491333281
2014-03-24,11434133281
2014-03-25,11463466614
2014-03-26,11366666615
2014-03-27,11473733281
2014-03-28,11583733280
2014-03-31,11646410202
2014-04-01,11653734067
2014-04-02,11640551110
2014-04-03,11643480656
2014-04-04,11454524938
2014-04-07,11431088570
2014-04-08,11716719306
2014-04-09,11770915908
2014-04-10,11630297699
2014-04-11,11461848803
2014-04-14,11609790877
2014-04-15,11656663613
2014-04-16,11882238657
2014-04-17,11754803405
2014-04-21,11716719306
2014-04-22,11734296583
2014-04-23,11830971601
2014-04-24,11830971601
2014-04-25,11920322755
2014-04-28,11700606803
2014-04-29,11690353392
2014-04-30,11666917024
2014-05-01,11035599857
2014-05-02,11190865796
2014-05-05,11069289636
2014-05-06,11056106679
2014-05-07,11293399907
2014-05-08,11243597624
2014-05-09,11269963538
2014-05-12,11359314692
2014-05-13,11366638557
2014-05-14,11357849919
2014-05-15,11176218066
2014-05-16,11233344213
2014-05-19,11217231710
2014-05-20,11280216950
2014-05-21,11199654434
2014-05-22,11059036225
2014-05-23,11092726004
2014-05-27,11114697599
2014-05-28,11211372618
2014-05-29,11356385146
2014-05-30,11382751060
2014-06-02,11280216950
2014-06-03,11231879440
2014-06-04,11039994176
2014-06-05,11149852152
2014-06-06,11220161256
2014-06-09,11180612385
2014-06-10,11164499882
2014-06-11,11104444188
2014-06-12,11001910078
2014-06-13,10981403255
2014-06-16,10981403255
2014-06-17,11038529403
2014-06-18,11061965771
2014-06-19,11132274876
2014-06-20,11124951010
2014-06-23,11079543047
2014-06-24,10965290752
2014-06-25,10938924838
2014-06-26,11076613501
2014-06-27,11164499882
2014-06-30,10971863683
2014-07-01,11009577651
2014-07-02,11047291619
2014-07-03,11032786247
2014-07-07,11137224928
2014-07-08,11057445380
2014-07-09,10899336821
2014-07-10,10797799214
2014-07-11,10702063756
2014-07-14,10732525038
2014-07-15,10667250862
2014-07-16,10774590618
2014-07-17,10723821815
2014-07-18,10722371278
2014-07-21,10712217517
2014-07-22,10864523927
2014-07-23,10864523927
2014-07-24,10922545417
2014-07-25,10794898140
2014-07-28,10773140081
2014-07-29,10761535783
2014-07-30,10683206772
2014-07-31,11436035600
2014-08-01,11720340899
2014-08-04,11642011888
2014-08-05,11581089324
2014-08-06,11604297920
2014-08-07,11598495771
2014-08-08,11646363499
2014-08-11,11929218261
2014-08-12,11892954830
2014-08-13,11824779580
2014-08-14,11885702144
2014-08-15,11814625819
2014-08-18,11813175282
2014-08-19,12023503182
2014-08-20,11935020410
2014-08-21,12042360166
2014-08-22,12011898884
2014-08-25,12123590251
2014-08-26,12210622486
2014-08-27,12265742901
2014-08-28,12225127858
2014-08-29,12278797736
2014-09-02,12368731045
2014-09-03,12441257907
2014-09-04,12313610630
2014-09-05,12393390178
2014-09-08,12419499848
2014-09-09,12410796625
2014-09-10,12381785880
2014-09-11,12526839604
2014-09-12,12461565428
2014-09-15,12481872950
2014-09-16,12502180471
2014-09-17,12486224561
2014-09-18,12480422412
2014-09-19,12328116002
2014-09-22,12365829971
2014-09-23,12248336454
2014-09-24,12322313853
2014-09-25,12127941863
2014-09-26,12258490215
2014-09-29,12201919262
2014-09-30,12272580367
2014-10-01,12065681826
2014-10-02,11960775523
2014-10-03,12180787352
2014-10-06,12393514021
2014-10-07,12311920231
2014-10-08,12387685893
2014-10-09,12156017809
2014-10-10,12037998218
2014-10-13,11896666116
2014-10-14,11981173971
2014-10-15,11852955157
2014-10-16,11797587942
2014-10-17,12007400547
2014-10-20,12007400547
2014-10-21,12221584248
2014-10-22,12224498312
2014-10-23,12233240504
2014-10-24,12336689774
2014-10-27,12212842056
2014-10-28,12343974934
2014-10-29,12383314798
2014-10-30,12432853885
2014-10-31,12916588502
2014-11-03,12776713432
2014-11-04,12772342336
2014-11-05,12998182293
2014-11-06,12887447863
2014-11-07,12932615854
2014-11-10,12931158822
2014-11-11,12973412749
2014-11-12,12896190054
2014-11-13,12931158822
2014-11-14,12906389278
2014-11-17,13065205764
2014-11-18,13119115947
2014-11-19,13140971427
2014-11-20,13209451930
2014-11-21,13331842617
2014-11-24,13092889372
2014-11-25,13161369875
2014-11-26,13084147180
2014-11-28,13225479282
2014-12-01,13225479282
2014-12-02,13181768323
2014-12-03,13295416817
2014-12-04,13081233116
2014-12-05,13387209832
2014-12-08,13464432527
2014-12-09,13537284126
2014-12-10,13162826907
2014-12-11,13527084902
2014-12-12,13116201883
2014-12-15,13068119828
2014-12-16,12947186174
2014-12-17,13171569099
2014-12-18,13365354352
2014-12-19,13170112067
2014-12-22,13425092663
2014-12-23,13457147367
2014-12-24,13409065311
2014-12-26,13477545815
2014-12-29,13497944262
2014-12-30,13419264535
2014-12-31,13196912604
2015-01-02,13233203750
2015-01-05,12964649264
2015-01-06,12842711011
2015-01-07,12909486721
2015-01-08,13146104998
2015-01-09,12986423953
2015-01-12,12896421909
2015-01-13,13047393079
2015-01-14,13040134850
2015-01-15,13146104998
2015-01-16,13349335420
2015-01-20,13182396145
2015-01-21,13298527815
2015-01-22,13360948587
2015-01-23,13340625545
2015-01-26,13400143025
2015-01-27,13346432128
2015-01-28,13186751083
2015-01-29,13282559710
2015-01-30,12996585474
2015-02-02,13151911582
2015-02-03,13093845747
2015-02-04,13022715099
2015-02-05,13278204772
2015-02-06,13162073103
2015-02-09,13109813851
2015-02-10,13259333376
2015-02-11,13279656418
2015-02-12,11677039378
2015-02-13,11935432343
2015-02-17,12008014636
2015-02-18,12032692616
2015-02-19,11976078427
2015-02-20,12008014636
2015-02-23,12023982741
2015-02-24,11986239948
2015-02-25,11910754363
2015-02-26,11803332568
2015-02-27,11871559924
2015-03-02,11845430299
2015-03-03,11814945735
2015-03-04,11906399425
2015-03-05,11947045510
2015-03-06,11729298629
2015-03-09,11650909752
2015-03-10,11575424167
2015-03-11,11447679330
2015-03-12,11563811000
2015-03-13,11527519853
2015-03-16,11544939604
2015-03-17,11462195789
2015-03-18,11621876835
2015-03-19,11472357310
2015-03-20,11640748231
2015-03-23,11764138130
2015-03-24,11600102147
2015-03-25,11547842895
2015-03-26,11395420079
2015-03-27,11623328481
2015-03-30,11874463216
2015-03-31,11846975779
2015-04-01,11962050823
2015-04-02,12028218974
2015-04-06,12080002743
2015-04-07,12052672420
2015-04-08,12156239960
2015-04-09,12128909637
2015-04-10,12213777482
2015-04-13,12200831540
2015-04-14,12354744411
2015-04-15,12507218844
2015-04-16,12464065703
2015-04-17,12305837517
2015-04-20,12215215920
2015-04-21,12164870588
2015-04-22,12205146854
2015-04-23,12328852526
2015-04-24,12341798469
2015-04-27,12416597247
2015-04-28,12465504141
2015-04-29,12518726349
2015-04-30,12423789437
2015-05-01,12770453007
2015-05-04,12842374910
2015-05-05,12662570154
2015-05-06,12750314875
2015-05-07,12874020547
2015-05-08,12932996507
2015-05-11,12938750259
2015-05-12,12943065573
2015-05-13,13035125609
2015-05-14,13121431892
2015-05-15,13213491927
2015-05-18,13222122555
2015-05-19,13151639091
2015-05-20,13268152573
2015-05-21,13178969414
2015-05-22,13121431892
2015-05-26,13010672162
2015-05-27,13153077529
2015-05-28,13164585033
2015-05-29,13314182590
2015-06-01,13184723166
2015-06-02,13127185644
2015-06-03,13130062520
2015-06-04,12971834334
2015-06-05,12950257764
2015-06-08,12888404928
2015-06-09,12904227746
2015-06-10,13197669108
2015-06-11,13207738175
2015-06-12,13184723166
2015-06-15,13102732197
2015-06-16,13112801263
2015-06-17,13137254710
2015-06-18,13229314745
2015-06-19,13227876307
2015-06-22,13253768192
2015-06-23,13355897294
2015-06-24,13154515967
2015-06-25,12977588087
2015-06-26,12865389919
2015-06-29,12638116707
2015-06-30,12507453298
