,AEE
2009-04-13,4835904000
2009-04-14,4756872000
2009-04-15,4729104000
2009-04-16,4741920000
2009-04-17,4803864000
2009-04-20,4741920000
2009-04-21,4784640000
2009-04-22,4716288000
2009-04-23,4714152000
2009-04-24,4731240000
2009-04-27,4806000000
2009-04-28,4788912000
2009-04-29,4882896000
2009-04-30,4917072000
2009-05-01,5115720000
2009-05-04,5164848000
2009-05-05,5113584000
2009-05-06,5145624000
2009-05-07,5181936000
2009-05-08,5265240000
2009-05-11,5184072000
2009-05-12,5224656000
2009-05-13,5137080000
2009-05-14,5130672000
2009-05-15,4957656000
2009-05-18,4953384000
2009-05-19,4987560000
2009-05-20,4932024000
2009-05-21,4835904000
2009-05-22,4867944000
2009-05-26,5019600000
2009-05-27,4880760000
2009-05-28,5002512000
2009-05-29,4968336000
2009-06-01,5201160000
2009-06-02,5188344000
2009-06-03,5132808000
2009-06-04,5162712000
2009-06-05,5143488000
2009-06-08,5058048000
2009-06-09,5015328000
2009-06-10,5049504000
2009-06-11,5173392000
2009-06-12,5213976000
2009-06-15,5145624000
2009-06-16,5132808000
2009-06-17,5115720000
2009-06-18,5228928000
2009-06-19,5141352000
2009-06-22,5147760000
2009-06-23,5107176000
2009-06-24,5162712000
2009-06-25,5305824000
2009-06-26,5239608000
2009-06-29,5327184000
2009-06-30,5430998000
2009-07-01,5540098000
2009-07-02,5286986000
2009-07-06,5317534000
2009-07-07,5158248000
2009-07-08,5114608000
2009-07-09,5112426000
2009-07-10,5097152000
2009-07-13,5171340000
2009-07-14,5228072000
2009-07-15,5358992000
2009-07-16,5369902000
2009-07-17,5273894000
2009-07-20,5343718000
2009-07-21,5404814000
2009-07-22,5367720000
2009-07-23,5503004000
2009-07-24,5620832000
2009-07-27,5636106000
2009-07-28,5590284000
2009-07-29,5555372000
2009-07-30,5614286000
2009-07-31,5548826000
2009-08-03,5566282000
2009-08-04,5592466000
2009-08-05,5620832000
2009-08-06,5723386000
2009-08-07,5762662000
2009-08-10,5780118000
2009-08-11,5753934000
2009-08-12,5732114000
2009-08-13,5749570000
2009-08-14,5762662000
2009-08-17,5688474000
2009-08-18,5719022000
2009-08-19,5740842000
2009-08-20,5773572000
2009-08-21,5902310000
2009-08-24,5935040000
2009-08-25,5954678000
2009-08-26,5991772000
2009-08-27,6007046000
2009-08-28,6015774000
2009-08-31,5884854000
2009-09-01,5889218000
2009-09-02,5806302000
2009-09-03,5858670000
2009-09-04,5867398000
2009-09-08,5745206000
2009-09-09,5695020000
2009-09-10,5531370000
2009-09-11,5553190000
2009-09-14,5596830000
2009-09-15,5673200000
2009-09-16,5705930000
2009-09-17,5662290000
2009-09-18,5684110000
2009-09-21,5629560000
2009-09-22,5581556000
2009-09-23,5575010000
2009-09-24,5529188000
2009-09-25,5559736000
2009-09-28,5616468000
2009-09-29,5633924000
2009-09-30,5988832000
2009-10-01,5875120000
2009-10-02,5808788000
2009-10-05,5870382000
2009-10-06,5965142000
2009-10-07,5969880000
2009-10-08,5981725000
2009-10-09,5986463000
2009-10-12,5986463000
2009-10-13,5988832000
2009-10-14,5991201000
2009-10-15,6055164000
2009-10-16,6067009000
2009-10-19,6157031000
2009-10-20,6095437000
2009-10-21,6081223000
2009-10-22,6067009000
2009-10-23,5969880000
2009-10-26,5924869000
2009-10-27,5929607000
2009-10-28,5920131000
2009-10-29,6000677000
2009-10-30,5766146000
2009-11-02,5704552000
2009-11-03,5669017000
2009-11-04,5730611000
2009-11-05,5863275000
2009-11-06,5846692000
2009-11-09,6012522000
2009-11-10,6048057000
2009-11-11,6071747000
2009-11-12,6017260000
2009-11-13,6093068000
2009-11-16,6109651000
2009-11-17,6133341000
2009-11-18,6130972000
2009-11-19,6005415000
2009-11-20,5988832000
2009-11-23,6064640000
2009-11-24,6104913000
2009-11-25,6159400000
2009-11-27,6059902000
2009-11-30,6157031000
2009-12-01,6296802000
2009-12-02,6370241000
2009-12-03,6417621000
2009-12-04,6398669000
2009-12-07,6382086000
2009-12-08,6329968000
2009-12-09,6344182000
2009-12-10,6391562000
2009-12-11,6590558000
2009-12-14,6671104000
2009-12-15,6656890000
2009-12-16,6573975000
2009-12-17,6576344000
2009-12-18,6633200000
2009-12-21,6661628000
2009-12-22,6633200000
2009-12-23,6685318000
2009-12-24,6758757000
2009-12-28,6772971000
2009-12-29,6739805000
2009-12-30,6730329000
2009-12-31,6640920000
2010-01-04,6595776000
2010-01-05,6569640000
2010-01-06,6524496000
2010-01-07,6462720000
2010-01-08,6417576000
2010-01-11,6469848000
2010-01-12,6462720000
2010-01-13,6505488000
2010-01-14,6529248000
2010-01-15,6495984000
2010-01-19,6579144000
2010-01-20,6455592000
2010-01-21,6301152000
2010-01-22,6125328000
2010-01-25,6156216000
2010-01-26,6172848000
2010-01-27,6175224000
2010-01-28,6113448000
2010-01-29,6070680000
2010-02-01,6056424000
2010-02-02,6122952000
2010-02-03,6084936000
2010-02-04,5935248000
2010-02-05,5906736000
2010-02-08,5802192000
2010-02-09,5852088000
2010-02-10,5799816000
2010-02-11,5852088000
2010-02-12,5835456000
2010-02-16,5961384000
2010-02-17,6035040000
2010-02-18,6092064000
2010-02-19,6094440000
2010-02-22,6037416000
2010-02-23,6008904000
2010-02-24,5973264000
2010-02-25,5956632000
2010-02-26,5871096000
2010-03-01,5949504000
2010-03-02,6018408000
2010-03-03,6042168000
2010-03-04,6080184000
2010-03-05,6163344000
2010-03-08,6058800000
2010-03-09,6075432000
2010-03-10,6075432000
2010-03-11,6120576000
2010-03-12,6061176000
2010-03-15,6056424000
2010-03-16,6058800000
2010-03-17,6099192000
2010-03-18,6177600000
2010-03-19,6187104000
2010-03-22,6134832000
2010-03-23,6149088000
2010-03-24,6058800000
2010-03-25,6008904000
2010-03-26,6089688000
2010-03-29,6160968000
2010-03-30,6198984000
2010-03-31,6217472000
2010-04-01,6305680000
2010-04-05,6312832000
2010-04-06,6353360000
2010-04-07,6308064000
2010-04-08,6262768000
2010-04-09,6319984000
2010-04-12,6372432000
2010-04-13,6339056000
2010-04-14,6353360000
2010-04-15,6353360000
2010-04-16,6281840000
2010-04-19,6269920000
2010-04-20,6365280000
2010-04-21,6415344000
2010-04-22,6350976000
2010-04-23,6393888000
2010-04-26,6360512000
2010-04-27,6236544000
2010-04-28,6310448000
2010-04-29,6284224000
2010-04-30,6188864000
2010-05-03,6143568000
2010-05-04,6112576000
2010-05-05,6076816000
2010-05-06,5878944000
2010-05-07,5769280000
2010-05-10,6007680000
2010-05-11,6017216000
2010-05-12,6079200000
2010-05-13,6024368000
2010-05-14,5981456000
2010-05-17,5998144000
2010-05-18,5967152000
2010-05-19,5888480000
2010-05-20,5754976000
2010-05-21,5754976000
2010-05-24,5712064000
2010-05-25,5659616000
2010-05-26,5700144000
2010-05-27,5819344000
2010-05-28,5878944000
2010-06-01,5714448000
2010-06-02,5855104000
2010-06-03,5926624000
2010-06-04,5743056000
2010-06-07,5695376000
2010-06-08,5719216000
2010-06-09,5673920000
2010-06-10,5781200000
2010-06-11,5750208000
2010-06-14,5759744000
2010-06-15,5929008000
2010-06-16,6012448000
2010-06-17,6093504000
2010-06-18,6088736000
2010-06-21,6036288000
2010-06-22,5874176000
2010-06-23,5797888000
2010-06-24,5774048000
2010-06-25,5783584000
2010-06-28,5828880000
2010-06-29,5704912000
2010-06-30,5688161000
2010-07-01,5645087000
2010-07-02,5666624000
2010-07-06,5733628000
2010-07-07,5908317000
2010-07-08,5934640000
2010-07-09,5958570000
2010-07-12,5965749000
2010-07-13,5999251000
2010-07-14,5992072000
2010-07-15,6001644000
2010-07-16,5886780000
2010-07-19,6016002000
2010-07-20,5987286000
2010-07-21,5905924000
2010-07-22,5999251000
2010-07-23,6051897000
2010-07-26,6138045000
2010-07-27,6250516000
2010-07-28,6269660000
2010-07-29,6173940000
2010-07-30,6071041000
2010-08-02,6200263000
2010-08-03,6248123000
2010-08-04,6260088000
2010-08-05,6470672000
2010-08-06,6508960000
2010-08-09,6535283000
2010-08-10,6609466000
2010-08-11,6465886000
2010-08-12,6394096000
2010-08-13,6599894000
2010-08-16,6721937000
2010-08-17,6693221000
2010-08-18,6602287000
2010-08-19,6487423000
2010-08-20,6494602000
2010-08-23,6619038000
2010-08-24,6709972000
2010-08-25,6686042000
2010-08-26,6640575000
2010-08-27,6765011000
2010-08-30,6607073000
2010-08-31,6717151000
2010-09-01,6913377000
2010-09-02,6810478000
2010-09-03,6855945000
2010-09-07,6726723000
2010-09-08,6631003000
2010-09-09,6638182000
2010-09-10,6650147000
2010-09-13,6719544000
2010-09-14,6736295000
2010-09-15,6652540000
2010-09-16,6595108000
2010-09-17,6561606000
2010-09-20,6607073000
2010-09-21,6590322000
2010-09-22,6654933000
2010-09-23,6559213000
2010-09-24,6690828000
2010-09-27,6760225000
2010-09-28,6788941000
2010-09-29,6805692000
2010-09-30,6816000000
2010-10-01,6909600000
2010-10-04,6878400000
2010-10-05,6969600000
2010-10-06,6943200000
2010-10-07,6998400000
2010-10-08,7003200000
2010-10-11,7003200000
2010-10-12,6938400000
2010-10-13,6936000000
2010-10-14,6904800000
2010-10-15,6931200000
2010-10-18,7017600000
2010-10-19,6945600000
2010-10-20,7003200000
2010-10-21,6945600000
2010-10-22,6919200000
2010-10-25,6902400000
2010-10-26,6883200000
2010-10-27,6859200000
2010-10-28,6864000000
2010-10-29,6955200000
2010-11-01,6924000000
2010-11-02,7032000000
2010-11-03,6969600000
2010-11-04,7132800000
2010-11-05,7159200000
2010-11-08,7089600000
2010-11-09,7089600000
2010-11-10,7051200000
2010-11-11,7027200000
2010-11-12,7029600000
2010-11-15,7101600000
2010-11-16,7032000000
2010-11-17,7015200000
2010-11-18,7063200000
2010-11-19,7003200000
2010-11-22,7039200000
2010-11-23,6969600000
2010-11-24,6969600000
2010-11-26,6938400000
2010-11-29,6900000000
2010-11-30,6892800000
2010-12-01,7005600000
2010-12-02,7012800000
2010-12-03,7015200000
2010-12-06,6880800000
2010-12-07,6818400000
2010-12-08,6799200000
2010-12-09,6794400000
2010-12-10,6842400000
2010-12-13,6852000000
2010-12-14,6919200000
2010-12-15,6808800000
2010-12-16,6804000000
2010-12-17,6816000000
2010-12-20,6777600000
2010-12-21,6751200000
2010-12-22,6792000000
2010-12-23,6789600000
2010-12-27,6816000000
2010-12-28,6832800000
2010-12-29,6763200000
2010-12-30,6736800000
2010-12-31,6782514000
2011-01-03,6796950000
2011-01-04,6847476000
2011-01-05,6833040000
2011-01-06,6806574000
2011-01-07,6806574000
2011-01-10,6731988000
2011-01-11,6813792000
2011-01-12,6837852000
2011-01-13,6770484000
2011-01-14,6782514000
2011-01-18,6830634000
2011-01-19,6854694000
2011-01-20,6931686000
2011-01-21,6888378000
2011-01-24,6982212000
2011-01-25,6982212000
2011-01-26,6938904000
2011-01-27,7003866000
2011-01-28,6833040000
2011-01-31,6825822000
2011-02-01,6902814000
2011-02-02,6849882000
2011-02-03,6847476000
2011-02-04,6792138000
2011-02-07,6888378000
2011-02-08,6898002000
2011-02-09,6883566000
2011-02-10,6900408000
2011-02-11,6914844000
2011-02-14,6888378000
2011-02-15,6924468000
2011-02-16,6950934000
2011-02-17,6919656000
2011-02-18,6950934000
2011-02-22,6657402000
2011-02-23,6532290000
2011-02-24,6529884000
2011-02-25,6621312000
2011-02-28,6727176000
2011-03-01,6618906000
2011-03-02,6645372000
2011-03-03,6751236000
2011-03-04,6710334000
2011-03-07,6597252000
2011-03-08,6736800000
2011-03-09,6837852000
2011-03-10,6659808000
2011-03-11,6671838000
2011-03-14,6565974000
2011-03-15,6474546000
2011-03-16,6445674000
2011-03-17,6486576000
2011-03-18,6517854000
2011-03-21,6618906000
2011-03-22,6546726000
2011-03-23,6582816000
2011-03-24,6630936000
2011-03-25,6633342000
2011-03-28,6618906000
2011-03-29,6698304000
2011-03-30,6796950000
2011-03-31,6770484000
2011-04-01,6794604000
2011-04-04,6845256000
2011-04-05,6850080000
2011-04-06,6939324000
2011-04-07,6936912000
2011-04-08,6866964000
2011-04-11,6782544000
2011-04-12,6804252000
2011-04-13,6780132000
2011-04-14,6813900000
2011-04-15,6953796000
2011-04-18,6850080000
2011-04-19,6821136000
2011-04-20,6917616000
2011-04-21,6934500000
2011-04-25,6912792000
2011-04-26,6968268000
2011-04-27,6975504000
2011-04-28,7057512000
2011-04-29,7069572000
2011-05-02,7125048000
2011-05-03,7129872000
2011-05-04,7045452000
2011-05-05,6965856000
2011-05-06,7016508000
2011-05-09,7047864000
2011-05-10,7187760000
2011-05-11,7125048000
2011-05-12,7190172000
2011-05-13,7161228000
2011-05-16,7214292000
2011-05-17,7192584000
2011-05-18,7134696000
2011-05-19,7166052000
2011-05-20,7240824000
2011-05-23,7105752000
2011-05-24,7108164000
2011-05-25,7122636000
2011-05-26,7144344000
2011-05-27,7161228000
2011-05-31,7166052000
2011-06-01,7050276000
2011-06-02,7064748000
2011-06-03,7011684000
2011-06-06,6910380000
2011-06-07,6934500000
2011-06-08,6917616000
2011-06-09,6876612000
2011-06-10,6840432000
2011-06-13,6864552000
2011-06-14,6862140000
2011-06-15,6768072000
2011-06-16,6780132000
2011-06-17,6847668000
2011-06-20,6944148000
2011-06-21,6963444000
2011-06-22,6871788000
2011-06-23,6756012000
2011-06-24,6816312000
2011-06-27,6879024000
2011-06-28,6891084000
2011-06-29,6920028000
2011-06-30,6970628000
2011-07-01,7060057000
2011-07-05,7018968000
2011-07-06,7011717000
2011-07-07,7045555000
2011-07-08,7018968000
2011-07-11,6900535000
2011-07-12,6977879000
2011-07-13,6982713000
2011-07-14,6963377000
2011-07-15,6963377000
2011-07-18,6854612000
2011-07-19,6934373000
2011-07-20,6956126000
2011-07-21,7120482000
2011-07-22,7093895000
2011-07-25,7231664000
2011-07-26,7195409000
2011-07-27,7195409000
2011-07-28,7093895000
2011-07-29,6965794000
2011-08-01,7002049000
2011-08-02,6847361000
2011-08-03,6900535000
2011-08-04,6523483000
2011-08-05,6675754000
2011-08-08,6276949000
2011-08-09,6569406000
2011-08-10,6390548000
2011-08-11,6712009000
2011-08-12,6622580000
2011-08-15,6852195000
2011-08-16,6900535000
2011-08-17,6994798000
2011-08-18,6888450000
2011-08-19,6864280000
2011-08-22,6813523000
2011-08-23,6980296000
2011-08-24,7127733000
2011-08-25,7069725000
2011-08-26,7057640000
2011-08-29,7236498000
2011-08-30,7205077000
2011-08-31,7313842000
2011-09-01,7212328000
2011-09-02,7142235000
2011-09-06,7004466000
2011-09-07,7103563000
2011-09-08,7134984000
2011-09-09,6992381000
2011-09-12,7057640000
2011-09-13,7120482000
2011-09-14,7139818000
2011-09-15,7251000000
2011-09-16,7352514000
2011-09-19,7357348000
2011-09-20,7473364000
2011-09-21,7354931000
2011-09-22,7188158000
2011-09-23,7306591000
2011-09-26,7342846000
2011-09-27,7338012000
2011-09-28,7270336000
2011-09-29,7316259000
2011-09-30,7195409000
2011-10-03,7011717000
2011-10-04,6922288000
2011-10-05,6968211000
2011-10-06,7074559000
2011-10-07,7069725000
2011-10-10,7255834000
2011-10-11,7190575000
2011-10-12,7195409000
2011-10-13,7234081000
2011-10-14,7420190000
2011-10-17,7362182000
2011-10-18,7437109000
2011-10-19,7403271000
2011-10-20,7458862000
2011-10-21,7676392000
2011-10-24,7712647000
2011-10-25,7611133000
2011-10-26,7582129000
2011-10-27,7799659000
2011-10-28,7785157000
2011-10-31,7705396000
2011-11-01,7463696000
2011-11-02,7657056000
2011-11-03,7722315000
2011-11-04,7804493000
2011-11-07,7939845000
2011-11-08,8058278000
2011-11-09,7947096000
2011-11-10,7889088000
2011-11-11,7973683000
2011-11-14,7843165000
2011-11-15,7889088000
2011-11-16,7782740000
2011-11-17,7729566000
2011-11-18,7804493000
2011-11-21,7719898000
2011-11-22,7683643000
2011-11-23,7606512000
2011-11-25,7638024000
2011-11-28,7715592000
2011-11-29,7878000000
2011-11-30,8195544000
2011-12-01,8168880000
2011-12-02,7870728000
2011-12-05,7710744000
2011-12-06,7831944000
2011-12-07,7785887999
2011-12-08,7698624000
2011-12-09,7836792000
2011-12-12,7730136000
2011-12-13,7800432000
2011-12-14,7676808000
2011-12-15,7754376000
2011-12-16,7686504000
2011-12-19,7633176000
2011-12-20,7778616000
2011-12-21,7902240000
2011-12-22,7931328000
2011-12-23,7957992000
2011-12-27,8054951999
2011-12-28,8013744000
2011-12-29,8142216000
2011-12-30,8030712000
2012-01-03,7947575999
2012-01-04,7945150000
2012-01-05,7940297999
2012-01-06,7785034000
2012-01-09,7782608000
2012-01-10,7833554000
2012-01-11,7848110000
2012-01-12,7845684000
2012-01-13,7843258000
2012-01-17,7855388000
2012-01-18,7789886000
2012-01-19,7656456000
2012-01-20,7675864000
2012-01-23,7721958000
2012-01-24,7583676000
2012-01-25,7743792000
2012-01-26,7743792000
2012-01-27,7668586000
2012-01-30,7634622000
2012-01-31,7675864000
2012-02-01,7690420000
2012-02-02,7661308000
2012-02-03,7707402000
2012-02-06,7651604000
2012-02-07,7702550000
2012-02-08,7678290000
2012-02-09,7651604000
2012-02-10,7595806000
2012-02-13,7569120000
2012-02-14,7566694000
2012-02-15,7542434000
2012-02-16,7671012000
2012-02-17,7738940000
2012-02-21,7697698000
2012-02-22,7724384000
2012-02-23,7792311999
2012-02-24,7821424000
2012-02-27,7755922000
2012-02-28,7746218000
2012-02-29,7780182000
2012-03-01,7797164000
2012-03-02,7755922000
2012-03-05,7821424000
2012-03-06,7765625999
2012-03-07,7734088000
2012-03-08,7741366000
2012-03-09,7743792000
2012-03-12,7809293999
2012-03-13,7811720000
2012-03-14,7673438000
2012-03-15,7675864000
2012-03-16,7632196000
2012-03-19,7578824000
2012-03-20,7668586000
2012-03-21,7695272000
2012-03-22,7707402000
2012-03-23,7707402000
2012-03-26,7806868000
2012-03-27,7877222000
2012-03-28,7760774000
2012-03-29,7797164000
2012-03-30,7903908000
2012-04-02,7884500000
2012-04-03,7862665999
2012-04-04,7840832000
2012-04-05,7785034000
2012-04-09,7743792000
2012-04-10,7615214000
2012-04-11,7634622000
2012-04-12,7656456000
2012-04-13,7634622000
2012-04-16,7675864000
2012-04-17,7729236000
2012-04-18,7639474000
2012-04-19,7590954000
2012-04-20,7685568000
2012-04-23,7624918000
2012-04-24,7746218000
2012-04-25,7833554000
2012-04-26,7894204000
2012-04-27,7947575999
2012-04-30,7954854000
2012-05-01,8005800000
2012-05-02,7930593999
2012-05-03,7867518000
2012-05-04,7852961999
2012-05-07,7809293999
2012-05-08,7860240000
2012-05-09,7891778000
2012-05-10,7966984000
2012-05-11,7884500000
2012-05-14,7908760000
2012-05-15,7816572000
2012-05-16,7850536000
2012-05-17,7780182000
2012-05-18,7746218000
2012-05-21,7806868000
2012-05-22,7855388000
2012-05-23,7753496000
2012-05-24,7772904000
2012-05-25,7777756000
2012-05-29,7872370000
2012-05-30,7775329999
2012-05-31,7838406000
2012-06-01,7772904000
2012-06-04,7787460000
2012-06-05,7835979999
2012-06-06,7959706000
2012-06-07,8032486000
2012-06-08,8066450000
2012-06-11,8032486000
2012-06-12,7986392000
2012-06-13,7981540000
2012-06-14,8061597999
2012-06-15,8153786000
2012-06-18,8224140000
2012-06-19,8163490000
2012-06-20,8136804000
2012-06-21,8017929999
2012-06-22,8010652000
2012-06-25,7954854000
2012-06-26,8027634000
2012-06-27,8088284000
2012-06-28,8141656000
2012-06-29,8136804000
2012-07-02,8148934000
2012-07-03,8146508000
2012-07-05,8047042000
2012-07-06,8107692000
2012-07-09,8037338000
2012-07-10,8056746000
2012-07-11,8064024000
2012-07-12,8061597999
2012-07-13,8168342000
2012-07-16,8158638000
2012-07-17,8199879999
2012-07-18,8185324000
2012-07-19,8185324000
2012-07-20,8207158000
2012-07-23,8127100000
2012-07-24,8085858000
2012-07-25,8093136000
2012-07-26,8209584000
2012-07-27,8350292000
2012-07-30,8413368000
2012-07-31,8299346000
2012-08-01,8231418000
2012-08-02,8168342000
2012-08-03,8330884000
2012-08-06,8393960000
2012-08-07,8350292000
2012-08-08,8357570000
2012-08-09,8352718000
2012-08-10,8418220000
2012-08-13,8420646000
2012-08-14,8406090000
2012-08-15,8330884000
2012-08-16,8204732000
2012-08-17,8146508000
2012-08-20,8170768000
2012-08-21,8127100000
2012-08-22,8122247999
2012-08-23,8044615999
2012-08-24,8054320000
2012-08-27,8049468000
2012-08-28,8034911999
2012-08-29,8005800000
2012-08-30,8005800000
2012-08-31,7937872000
2012-09-04,7937872000
2012-09-05,8013078000
2012-09-06,8049468000
2012-09-07,8034911999
2012-09-10,7896629999
2012-09-11,7884500000
2012-09-12,7838406000
2012-09-13,7966984000
2012-09-14,7925742000
2012-09-17,7906334000
2012-09-18,7884500000
2012-09-19,7903908000
2012-09-20,7962132000
2012-09-21,7918464000
2012-09-24,7952428000
2012-09-25,7950002000
2012-09-26,7976688000
2012-09-27,7911186000
2012-09-28,7925742000
2012-10-01,7884500000
2012-10-02,7969410000
2012-10-03,7986392000
2012-10-04,7996096000
2012-10-05,7976688000
2012-10-08,7957279999
2012-10-09,7959706000
2012-10-10,7935446000
2012-10-11,7957279999
2012-10-12,7908760000
2012-10-15,7923315999
2012-10-16,7928168000
2012-10-17,8013078000
2012-10-18,8037338000
2012-10-19,7996096000
2012-10-22,7959706000
2012-10-23,7879647999
2012-10-24,7843258000
2012-10-25,7906334000
2012-10-26,7843258000
2012-10-31,7976688000
2012-11-01,7969410000
2012-11-02,7928168000
2012-11-05,7823850000
2012-11-06,7787460000
2012-11-07,7615214000
2012-11-08,7641900000
2012-11-09,7365336000
2012-11-12,7244036000
2012-11-13,7202794000
2012-11-14,7132440000
2012-11-15,7040252000
2012-11-16,7122736000
2012-11-19,7054808000
2012-11-20,7008714000
2012-11-21,6967472000
2012-11-23,6926230000
2012-11-26,6999010000
2012-11-27,6974750000
2012-11-28,7108180000
2012-11-29,7183386000
2012-11-30,7270722000
2012-12-03,7176108000
2012-12-04,7144570000
2012-12-05,7268296000
2012-12-06,7229480000
2012-12-07,7214924000
2012-12-10,7222202000
2012-12-11,7219776000
2012-12-12,7224628000
2012-12-13,7212498000
2012-12-14,7137292000
2012-12-17,7273148000
2012-12-18,7343502000
2012-12-19,7290130000
2012-12-20,7561842000
2012-12-21,7532730000
2012-12-24,7493914000
2012-12-26,7450246000
2012-12-27,7421134000
2012-12-28,7355632000
2012-12-31,7452672000
2013-01-02,7598232000
2013-01-03,7566694000
2013-01-04,7566694000
2013-01-07,7472080000
2013-01-08,7506044000
2013-01-09,7540008000
2013-01-10,7637048000
2013-01-11,7632196000
2013-01-14,7634622000
2013-01-15,7687994000
2013-01-16,7610362000
2013-01-17,7610362000
2013-01-18,7690420000
2013-01-22,7777756000
2013-01-23,7726810000
2013-01-24,7755922000
2013-01-25,7804442000
2013-01-28,7760774000
2013-01-29,7865092000
2013-01-30,7867518000
2013-01-31,7869943999
2013-02-01,7928168000
2013-02-04,7889352000
2013-02-05,7913611999
2013-02-06,7952428000
2013-02-07,7942724000
2013-02-08,7911186000
2013-02-11,7966984000
2013-02-12,8042190000
2013-02-13,8073728000
2013-02-14,8039764000
2013-02-15,8037338000
2013-02-19,8064024000
2013-02-20,8117396000
2013-02-21,8049468000
2013-02-22,8146508000
2013-02-25,8034911999
2013-02-26,8090710000
2013-02-27,8119822000
2013-02-28,8197454000
2013-03-01,8221714000
2013-03-04,8270234000
2013-03-05,8318754000
2013-03-06,8262956000
2013-03-07,8260529999
2013-03-08,8221714000
2013-03-11,8231418000
2013-03-12,8204732000
2013-03-13,8248400000
2013-03-14,8301772000
2013-03-15,8343014000
2013-03-18,8284790000
2013-03-19,8321179999
2013-03-20,8374552000
2013-03-21,8299346000
2013-03-22,8313902000
2013-03-25,8306624000
2013-03-26,8393960000
2013-03-27,8396386000
2013-03-28,8495852000
2013-04-01,8474018000
2013-04-02,8529815999
2013-04-03,8444906000
2013-04-04,8449758000
2013-04-05,8440054000
2013-04-08,8510408000
2013-04-09,8474018000
2013-04-10,8527390000
2013-04-11,8573484000
2013-04-12,8609874000
2013-04-15,8384256000
2013-04-16,8507982000
2013-04-17,8427924000
2013-04-18,8503129999
2013-04-19,8689932000
2013-04-22,8646264000
2013-04-23,8711766000
2013-04-24,8765138000
2013-04-25,8757860000
2013-04-26,8733600000
2013-04-29,8769990000
2013-04-30,8794250000
2013-05-01,8711766000
2013-05-02,8726322000
2013-05-03,8867030000
2013-05-06,8745730000
2013-05-07,8757860000
2013-05-08,8677802000
2013-05-09,8592892000
2013-05-10,8617152000
2013-05-13,8646264000
2013-05-14,8702062000
2013-05-15,8784546000
2013-05-16,8714192000
2013-05-17,8801528000
2013-05-20,8779694000
2013-05-21,8769990000
2013-05-22,8585614000
2013-05-23,8469165999
2013-05-24,8376978000
2013-05-28,8340588000
2013-05-29,8182897999
2013-05-30,8304197999
2013-05-31,8258104000
2013-06-03,8219288000
2013-06-04,8253252000
2013-06-05,8260529999
2013-06-06,8296920000
2013-06-07,8469165999
2013-06-10,8311475999
2013-06-11,8207158000
2013-06-12,8049468000
2013-06-13,8221714000
2013-06-14,8272660000
2013-06-17,8294493999
2013-06-18,8384256000
2013-06-19,8182897999
2013-06-20,7928168000
2013-06-21,8047042000
2013-06-24,7954854000
2013-06-25,8105265999
2013-06-26,8209584000
2013-06-27,8340588000
2013-06-28,8355143999
2013-07-01,8236270000
2013-07-02,8265382000
2013-07-03,8221714000
2013-07-05,8165915999
2013-07-08,8321179999
2013-07-09,8335736000
2013-07-10,8442479999
2013-07-11,8563779999
2013-07-12,8609874000
2013-07-15,8748156000
2013-07-16,8731174000
2013-07-17,8721470000
2013-07-18,8808806000
2013-07-19,8757860000
2013-07-22,8726322000
2013-07-23,8687506000
2013-07-24,8631708000
2013-07-25,8665672000
2013-07-26,8721470000
2013-07-29,8760286000
2013-07-30,8760286000
2013-07-31,8687506000
2013-08-01,8806380000
2013-08-02,8896142000
2013-08-05,8835492000
2013-08-06,8716618000
2013-08-07,8624430000
2013-08-08,8694784000
2013-08-09,8590466000
2013-08-12,8537093999
2013-08-13,8503129999
2013-08-14,8410942000
2013-08-15,8265382000
2013-08-16,8158638000
2013-08-19,8088284000
2013-08-20,8187750000
2013-08-21,8110118000
2013-08-22,8153786000
2013-08-23,8214436000
2013-08-26,8158638000
2013-08-27,8134378000
2013-08-28,8141656000
2013-08-29,8153786000
2013-08-30,8202306000
2013-09-03,8061597999
2013-09-04,8013078000
2013-09-05,7966984000
2013-09-06,8042190000
2013-09-09,8025208000
2013-09-10,8071302000
2013-09-11,7986392000
2013-09-12,7942724000
2013-09-13,7971836000
2013-09-16,8102840000
2013-09-17,8156211999
2013-09-18,8452184000
2013-09-19,8435202000
2013-09-20,8393960000
2013-09-23,8498278000
2013-09-24,8585614000
2013-09-25,8597744000
2013-09-26,8529815999
2013-09-27,8493425999
2013-09-30,8452184000
2013-10-01,8459461999
2013-10-02,8476443999
2013-10-03,8376978000
2013-10-04,8379404000
2013-10-07,8304197999
2013-10-08,8343014000
2013-10-09,8418220000
2013-10-10,8575910000
2013-10-11,8622004000
2013-10-14,8619578000
2013-10-15,8512834000
2013-10-16,8524964000
2013-10-17,8694784000
2013-10-18,8704488000
2013-10-21,8665672000
2013-10-22,8723896000
2013-10-23,8762712000
2013-10-24,8736026000
2013-10-25,8850048000
2013-10-28,8859752000
2013-10-29,8874308000
2013-10-30,8786972000
2013-10-31,8777268000
2013-11-01,8850048000
2013-11-04,8871882000
2013-11-05,8779694000
2013-11-06,8886438000
2013-11-07,8796676000
2013-11-08,8833066000
2013-11-11,8820936000
2013-11-12,8726322000
2013-11-13,8777268000
2013-11-14,8896142000
2013-11-15,8964070000
2013-11-18,8983478000
2013-11-19,8968922000
2013-11-20,8896142000
2013-11-21,8913124000
2013-11-22,8896142000
2013-11-25,8876734000
