,NCLH
2022-04-22,8821272718
2022-04-25,8867195103
2022-04-26,8274378858
2022-04-27,8311951719
2022-04-28,8608359841
2022-04-29,8362048866
2022-05-02,8291077907
2022-05-03,8362048866
2022-05-04,8503990784
2022-05-05,7915349301
2022-05-06,7627290703
2022-05-09,6658745852
2022-05-10,6767289672
2022-05-11,6437483451
2022-05-12,6166123902
2022-05-13,6771464434
2022-05-16,6717192524
2022-05-17,7084571606
2022-05-18,6637872041
2022-05-19,6658745852
2022-05-20,6387386303
2022-05-23,6303891057
2022-05-24,5548259083
2022-05-25,5731948624
2022-05-26,6424959164
2022-05-27,6763114909
2022-05-31,6683794426
2022-06-01,6383211541
2022-06-02,6713017762
2022-06-03,6525153459
2022-06-06,6575250606
2022-06-07,6633697278
2022-06-08,6324764869
2022-06-09,5744472911
2022-06-10,5493987173
2022-06-13,4821850444
2022-06-14,4642335666
2022-06-15,4896996166
2022-06-16,4333403257
2022-06-17,4771753297
2022-06-21,4788452346
2022-06-22,4788452346
2022-06-23,4784277584
2022-06-24,5519035747
2022-06-27,5372919067
2022-06-28,5326996682
2022-06-29,4830199969
2022-06-30,4679279742
2022-07-01,4767647435
2022-07-05,5243149783
2022-07-06,4742399523
2022-07-07,4969630733
2022-07-08,4851807143
2022-07-11,4611951976
2022-07-12,4881263040
2022-07-13,4847599157
2022-07-14,4704527654
2022-07-15,4965422748
2022-07-18,5213693885
2022-07-19,5407261213
2022-07-20,5663948321
2022-07-21,5251565754
2022-07-22,5036958499
2022-07-25,4973838719
2022-07-26,4704527654
2022-07-27,4839183187
2022-07-28,5095870295
2022-07-29,5112702236
2022-08-01,5041166485
2022-08-02,5247357768
2022-08-03,5466173008
2022-08-04,5461965023
2022-08-05,5558748686
2022-08-08,5693404219
2022-08-09,5091662309
2022-08-10,5706028175
2022-08-11,5790187882
2022-08-12,5958507298
2022-08-15,5958507298
2022-08-16,6126826713
2022-08-17,5807019824
2022-08-18,5811227809
2022-08-19,5546124730
2022-08-22,5281021651
2022-08-23,5407261213
2022-08-24,5861723634
2022-08-25,6093162830
2022-08-26,5773355941
2022-08-29,5710236160
2022-08-30,5655532350
2022-08-31,5504044877
2022-09-01,5474588979
2022-09-02,5491420920
2022-09-06,5605036526
2022-09-07,5908011473
2022-09-08,6009003122
2022-09-09,6143658654
2022-09-12,6227818362
2022-09-13,6059498947
2022-09-14,6341433967
2022-09-15,6518169353
2022-09-16,6442425616
2022-09-19,6450841587
2022-09-20,6391929792
2022-09-21,6135242684
2022-09-22,6055290961
2022-09-23,5701820189
2022-09-26,5634492423
2022-09-27,5874347590
2022-09-28,6160490596
2022-09-29,5832267736
2022-09-30,4787112690
2022-10-03,4803968721
2022-10-04,5613058189
2022-10-05,5570918113
2022-10-06,5600416166
2022-10-07,5436069868
2022-10-10,5018883111
2022-10-11,4900890896
2022-10-12,5469781929
2022-10-13,5457139906
2022-10-14,5490851967
2022-10-17,5554062082
2022-10-18,6030244947
2022-10-19,5861684641
2022-10-20,5996532885
2022-10-21,6291513421
2022-10-24,6451645712
2022-10-25,6670774109
2022-10-26,6700272163
2022-10-27,6712914186
2022-10-28,6961540637
2022-10-31,7117458920
2022-11-01,7075318844
2022-11-02,6889902507
2022-11-03,7159598997
2022-11-04,7138528959
2022-11-07,7024750752
2022-11-08,7281805219
2022-11-09,6653918079
2022-11-10,7201739073
2022-11-11,7526217662
2022-11-14,7530431670
2022-11-15,7711633999
2022-11-16,7412439456
2022-11-17,6910972545
2022-11-18,6898330523
2022-11-21,6792980331
2022-11-22,6830906400
2022-11-23,6877260484
2022-11-25,6923614568
2022-11-28,6704486171
2022-11-29,6982610676
2022-11-30,6927828576
2022-12-01,7003680714
2022-12-02,6969968653
2022-12-05,6830906400
2022-12-06,6670774109
2022-12-07,6514855826
2022-12-08,6624420025
2022-12-09,6468501742
2022-12-12,6514855826
2022-12-13,6333653497
2022-12-14,6354723536
2022-12-15,6219875291
2022-12-16,6034458954
2022-12-19,5760548457
2022-12-20,5726836396
2022-12-21,5794260518
2022-12-22,5507707998
2022-12-23,5478209945
2022-12-27,5284365593
2022-12-28,5115805287
2022-12-29,5254867539
2022-12-30,5157945363
2023-01-03,5012690849
2023-01-04,5266283978
2023-01-05,5393080543
2023-01-06,5511424003
2023-01-09,5824188862
2023-01-10,5976344740
2023-01-11,6162313034
2023-01-12,6487757550
2023-01-13,6606101010
2023-01-17,6762483440
2023-01-18,6563835488
2023-01-19,6246844077
2023-01-20,6530023071
2023-01-23,6559608936
2023-01-24,6521569967
2023-01-25,6517343415
2023-01-26,6424359268
2023-01-27,6344054777
2023-01-30,6272203390
2023-01-31,6428585820
2023-02-01,6808975513
2023-02-02,7231630728
2023-02-03,7003396912
2023-02-06,7011850016
2023-02-07,7388013158
2023-02-08,7172458998
2023-02-09,7151326237
2023-02-10,6863920691
2023-02-13,7155552789
2023-02-14,7375333501
2023-02-15,7654285943
2023-02-16,7523262827
2023-02-17,7451411440
2023-02-21,7176685550
2023-02-22,7117513820
2023-02-23,7079474851
2023-02-24,6931545525
2023-02-27,6973811047
2023-02-28,6263750286
2023-03-01,6398999955
2023-03-02,6572288593
2023-03-03,6859694139
2023-03-06,6897733108
2023-03-07,6745577231
2023-03-08,6458171685
2023-03-09,6077781991
2023-03-10,5942532322
2023-03-13,5701618850
2023-03-14,5642447120
2023-03-15,5456478825
2023-03-16,5541009868
2023-03-17,5317002604
2023-03-20,5228245009
2023-03-21,5443799169
2023-03-22,5270510531
2023-03-23,5312776052
2023-03-24,5291643291
2023-03-27,5156393623
2023-03-28,5262057426
2023-03-29,5562142629
2023-03-30,5608634703
2023-03-31,5705204523
2023-04-03,5662786646
2023-04-04,5616126981
2023-04-05,5480389773
2023-04-06,5548258377
2023-04-10,5662786646
2023-04-11,5743380613
2023-04-12,5399795805
2023-04-13,5459180834
2023-04-14,5361619716
2023-04-17,5493115136
2023-04-18,5560983740
2023-04-19,5590676254
2023-04-20,5361619716
2023-04-21,5531291226
2023-04-24,5535533013
2023-04-25,5399795805
2023-04-26,5285267536
2023-04-27,5442213683
2023-04-28,5662786646
2023-05-01,6167559388
2023-05-02,6095448996
2023-05-03,5997887878
2023-05-04,5832458156
2023-05-05,5993646090
2023-05-08,6048789331
2023-05-09,5985162515
2023-05-10,5972437152
2023-05-11,5794282066
2023-05-12,5616126981
2023-05-15,5815491005
2023-05-16,5717929887
2023-05-17,6086965421
2023-05-18,6163317600
2023-05-19,6002129666
2023-05-22,6078481845
2023-05-23,6137866874
2023-05-24,6036063968
2023-05-25,6142108662
2023-05-26,6142108662
2023-05-30,6286329445
2023-05-31,6299054808
2023-06-01,6579012800
2023-06-02,6693541069
2023-06-05,6863212579
2023-06-06,7104994481
2023-06-07,7219522750
2023-06-08,7130445207
2023-06-09,7283149566
2023-06-12,7809131247
2023-06-13,8258760749
2023-06-14,8186650357
2023-06-15,8288453263
2023-06-16,8114539965
2023-06-20,8182408569
2023-06-21,8152716055
2023-06-22,8093331026
2023-06-23,8229068234
2023-06-26,7860032700
2023-06-27,8309662202
2023-06-28,8937446789
2023-06-29,8865336397
2023-06-30,9260923494
2023-07-03,9320479272
2023-07-05,9426828876
2023-07-06,9248161542
2023-07-07,9311971304
2023-07-10,9579972305
2023-07-11,9533178480
2023-07-12,9273685447
2023-07-13,9141811938
2023-07-14,8686635634
2023-07-17,8831271095
2023-07-18,8997176477
2023-07-19,8992922493
2023-07-20,8797239222
2023-07-21,8946128667
2023-07-24,8852541016
2023-07-25,8635587824
2023-07-26,8835525079
2023-07-27,9073748191
2023-07-28,9163081859
2023-07-31,9388543019
2023-08-01,8256983235
2023-08-02,7929426455
2023-08-03,7776283026
2023-08-04,7635901549
2023-08-07,7861362709
2023-08-08,7835838804
2023-08-09,7614631628
2023-08-10,7644409517
2023-08-11,7521043977
2023-08-14,7572091787
2023-08-15,7508282024
2023-08-16,7282820864
2023-08-17,7138185403
2023-08-18,7095645562
2023-08-21,7236027039
2023-08-22,7342376642
2023-08-23,7474250151
2023-08-24,7201995165
2023-08-25,7176471261
2023-08-28,7095645562
2023-08-29,7193487197
2023-08-30,7036089784
2023-08-31,7048851736
2023-09-01,6976534005
2023-09-05,7087137593
2023-09-06,7057359704
2023-09-07,7014819863
2023-09-08,6933994164
2023-09-11,7087137593
2023-09-12,7082883609
2023-09-13,6955264085
2023-09-14,7350884611
2023-09-15,7329614690
2023-09-18,7282820864
2023-09-19,7376408516
2023-09-20,7304090785
2023-09-21,7197741181
2023-09-22,6661739178
2023-09-25,6457547939
2023-09-26,6546881606
2023-09-27,6929740180
2023-09-28,7206249150
2023-09-29,7010565879
2023-10-02,6994008256
2023-10-03,6743006744
2023-10-04,7002516782
2023-10-05,6994008256
2023-10-06,7083347778
2023-10-09,7083347778
2023-10-10,7066330726
2023-10-11,6662175748
2023-10-12,6589853278
2023-10-13,6321834713
2023-10-16,6364377343
2023-10-17,6440954076
2023-10-18,6092104515
2023-10-19,5938951050
2023-10-20,5777289058
2023-10-23,5921933998
2023-10-24,5934696787
2023-10-25,5836848739
2023-10-26,5760272007
2023-10-27,5683695274
2023-10-30,5751763481
2023-10-31,5785797584
2023-11-01,5573084438
2023-11-02,5560321649
2023-11-03,5875137106
2023-11-06,5577338701
2023-11-07,5696458063
2023-11-08,5717729377
2023-11-09,5428439498
2023-11-10,5607118541
2023-11-13,5573084438
2023-11-14,5968730890
2023-11-15,6245257981
2023-11-16,6223986666
2023-11-17,6351614554
2023-11-20,6219732403
2023-11-21,6096358778
2023-11-22,6121884356
2023-11-24,6113375830
2023-11-27,6117630093
2023-11-28,6160172722
2023-11-29,6309071925
2023-11-30,6496259494
2023-12-01,6985499731
2023-12-04,7444960127
2023-12-05,7483248493
2023-12-06,7734250006
2023-12-07,7985251519
2023-12-08,7946963153
2023-12-11,7836352317
2023-12-12,7849115105
2023-12-13,8176693351
2023-12-14,8657425062
2023-12-15,8661679325
2023-12-18,8644662273
2023-12-19,8802070002
2023-12-20,8453220441
2023-12-21,8912680838
2023-12-22,8912680838
2023-12-26,8657425062
2023-12-27,8670187851
2023-12-28,8708476217
2023-12-29,8525542911
2024-01-02,7819040468
2024-01-03,7392236949
2024-01-04,7533082110
2024-01-05,7597102638
2024-01-08,7580030497
2024-01-09,7417845160
2024-01-10,7507473899
2024-01-11,7473329617
2024-01-12,7148958943
2024-01-16,7362360702
2024-01-17,7289804104
2024-01-18,7473329617
2024-01-19,7580030497
2024-01-22,7460525512
2024-01-23,7430649265
2024-01-24,7473329617
2024-01-25,7575762462
2024-01-26,7349556597
2024-01-29,7580030497
2024-01-30,7537350145
2024-01-31,7597102638
2024-02-01,7592834603
2024-02-02,7571494427
2024-02-05,7315412315
2024-02-06,7443453371
2024-02-07,7422113195
2024-02-08,7469061582
2024-02-09,7008113781
2024-02-12,7102010556
2024-02-13,6952629324
2024-02-14,7063598239
2024-02-15,7046526098
2024-02-16,6939825218
2024-02-20,6905680937
2024-02-21,6871536655
2024-02-22,6973969500
2024-02-23,6901412902
2024-02-26,6798980057
2024-02-27,8147679177
2024-02-28,7981225805
2024-02-29,8275720233
2024-03-01,8233039881
2024-03-04,8288524338
2024-03-05,8390957183
2024-03-06,8548874485
2024-03-07,8378153077
2024-03-08,8531802344
2024-03-11,8450709676
2024-03-12,8348276831
2024-03-13,8480585922
2024-03-14,8250112022
2024-03-15,8279988268
2024-03-18,8386689148
2024-03-19,8297060409
2024-03-20,8612895013
2024-03-21,8766544280
2024-03-22,8834832843
2024-03-25,8766544280
2024-03-26,8604358943
2024-03-27,9107987095
2024-03-28,8932997652
2024-04-01,8937265687
2024-04-02,8220235775
2024-04-03,8228771846
2024-04-04,8036710262
2024-04-05,8062318473
2024-04-08,8275720233
2024-04-09,8284256303
2024-04-10,7853184749
2024-04-11,7951349558
2024-04-12,7584298532
2024-04-15,7400773019
2024-04-16,7456257476
2024-04-17,7690999412
2024-04-18,7755019940
2024-04-19,7806236362
2024-04-22,7912937242
2024-04-23,8339740761
2024-04-24,8275720233
2024-04-25,8258648092
2024-04-26,8126339001
2024-04-29,8186091494
2024-04-30,8075122579
2024-05-01,6863000585
2024-05-02,6807516128
2024-05-03,6824588268
2024-05-06,6914217007
2024-05-07,6658134896
2024-05-08,6867268620
2024-05-09,6914217007
2024-05-10,6871536655
2024-05-13,6760567740
2024-05-14,6666670966
2024-05-15,6709351318
2024-05-16,6781907916
2024-05-17,6722155424
2024-05-20,7230051611
2024-05-21,7225783576
2024-05-22,6939825218
2024-05-23,6645330790
2024-05-24,6828856304
2024-05-28,7067866274
2024-05-29,7037990028
2024-05-30,7020917887
2024-05-31,7084938415
2024-06-03,7336752491
2024-06-04,7626978884
2024-06-05,7870256890
2024-06-06,7755019940
2024-06-07,7592834603
2024-06-10,7503205864
2024-06-11,7469061582
2024-06-12,7682463342
2024-06-13,7639782990
2024-06-14,7067866274
2024-06-17,7217247506
2024-06-18,7242855717
2024-06-20,7332484456
2024-06-21,7379432843
2024-06-24,7426381230
2024-06-25,7806236362
2024-06-26,7938545453
2024-06-27,7955617594
2024-06-28,8019638122
2024-07-01,7545886215
2024-07-02,7516009969
2024-07-03,7486133723
2024-07-05,7460525512
2024-07-08,7733679764
2024-07-09,7964153664
2024-07-10,8002565981
2024-07-11,8147679177
2024-07-12,8335472726
2024-07-15,8352544866
2024-07-16,8693987682
2024-07-17,8476317887
2024-07-18,8382421113
2024-07-19,8390957183
2024-07-22,8420833429
2024-07-23,8672647506
2024-07-24,8203163635
2024-07-25,7836112608
2024-07-26,7883060995
2024-07-29,8061329826
2024-07-30,8070025975
2024-07-31,8013501008
2024-08-01,7543908979
2024-08-02,6926482423
2024-08-05,6665597963
2024-08-06,6739515227
2024-08-07,6452542320
2024-08-08,6748211375
2024-08-09,6843869011
