,PODD
2017-01-24,2389682580
2017-01-25,2413914031
2017-01-26,2382182369
2017-01-27,2402375245
2017-01-30,2393721155
2017-01-31,2400067488
2017-02-01,2411029334
2017-02-02,2429491392
2017-02-03,2466992446
2017-02-06,2440453239
2017-02-07,2482569807
2017-02-08,2436414663
2017-02-09,2440453239
2017-02-10,2442184056
2017-02-13,2419106484
2017-02-14,2459492235
2017-02-15,2503916562
2017-02-16,2505070440
2017-02-17,2615265846
2017-02-21,2653920780
2017-02-22,2666613444
2017-02-23,2626227693
2017-02-24,2651613022
2017-02-27,2663728748
2017-02-28,2513147590
2017-03-01,2660267112
2017-03-02,2724307374
2017-03-03,2671228959
2017-03-06,2519493923
2017-03-07,2579495610
2017-03-08,2615265846
2017-03-09,2585841942
2017-03-10,2591034396
2017-03-13,2602573182
2017-03-14,2580649488
2017-03-15,2586995821
2017-03-16,2553533341
2017-03-17,2571418460
2017-03-20,2551802523
2017-03-21,2448530389
2017-03-22,2435837724
2017-03-23,2426029756
2017-03-24,2473915718
2017-03-27,2443337935
2017-03-28,2447953449
2017-03-29,2461799993
2017-03-30,2460646114
2017-03-31,2498228930
2017-04-03,2487793070
2017-04-04,2453586640
2017-04-05,2433874460
2017-04-06,2463442730
2017-04-07,2478516750
2017-04-10,2443150780
2017-04-11,2452427100
2017-04-12,2414162280
2017-04-13,2398508490
2017-04-17,2401987110
2017-04-18,2372998610
2017-04-19,2395029870
2017-04-20,2423438600
2017-04-21,2406045500
2017-04-24,2455905720
2017-04-25,2494750310
2017-04-26,2542871220
2017-04-27,2564322710
2017-04-28,2516781570
2017-05-01,2539972370
2017-05-02,2526637660
2017-05-03,2396189410
2017-05-04,2379955850
2017-05-05,2440831700
2017-05-08,2398508490
2017-05-09,2299947590
2017-05-10,2266900700
2017-05-11,2267480470
2017-05-12,2328936090
2017-05-15,2374737920
2017-05-16,2370679530
2017-05-17,2353866200
2017-05-18,2388072630
2017-05-19,2435034000
2017-05-22,2457645030
2017-05-23,2436773310
2017-05-24,2456485490
2017-05-25,2475617900
2017-05-26,2482575140
2017-05-30,2426917220
2017-05-31,2433294690
2017-06-01,2454166410
2017-06-02,2529536510
2017-06-05,2481415600
2017-06-06,2464022500
2017-06-07,2462283190
2017-06-08,2438512620
2017-06-09,2400827570
2017-06-12,2541711680
2017-06-13,2564902480
2017-06-14,2677957630
2017-06-15,2711584290
2017-06-16,2711584290
2017-06-19,2808405880
2017-06-20,2779417380
2017-06-21,2777098300
2017-06-22,2829277600
2017-06-23,2862904260
2017-06-26,2911604940
2017-06-27,2840873000
2017-06-28,2923200340
2017-06-29,2909865630
2017-06-30,2856684250
2017-07-03,2847776250
2017-07-05,2898997250
2017-07-06,2841095250
2017-07-07,2868932750
2017-07-10,2836084500
2017-07-11,2847219500
2017-07-12,2809917250
2017-07-13,2762036750
2017-07-14,2824392750
2017-07-17,2755355750
2017-07-18,2761480000
2017-07-19,2772615000
2017-07-20,2806020000
2017-07-21,2863365250
2017-07-24,2937413000
2017-07-25,2979726000
2017-07-26,2964137000
2017-07-27,2909575500
2017-07-28,2856684250
2017-07-31,2801009250
2017-08-01,2765934000
2017-08-02,2803793000
2017-08-03,2788760750
2017-08-04,2986963750
2017-08-07,2999769000
2017-08-08,3045979250
2017-08-09,2995315000
2017-08-10,2924607750
2017-08-11,2890646000
2017-08-14,3010347250
2017-08-15,3020925500
2017-08-16,3061568250
2017-08-17,3038741500
2017-08-18,3052103500
2017-08-21,3105829875
2017-08-22,3200199000
2017-08-23,3209663750
2017-08-24,3221355500
2017-08-25,3183496500
2017-08-28,3213004250
2017-08-29,3207993500
2017-08-30,3187950500
2017-08-31,3232490500
2017-09-01,3238614750
2017-09-05,3226366250
2017-09-06,3263111750
2017-09-07,3227479750
2017-09-08,3267009000
2017-09-11,3246966000
2017-09-12,3265338750
2017-09-13,3274246750
2017-09-14,3293733000
2017-09-15,3310435500
2017-09-18,3268679250
2017-09-19,3241398500
2017-09-20,3219685250
2017-09-21,3182383000
2017-09-22,3197415250
2017-09-25,3173475000
2017-09-26,3151205000
2017-09-27,3214674500
2017-09-28,3098313750
2017-09-29,3066579000
2017-10-02,3183051884
2017-10-03,3187626056
2017-10-04,3207638058
2017-10-05,3378597734
2017-10-06,3363731675
2017-10-09,3374595333
2017-10-10,3406042765
2017-10-11,3450640942
2017-10-12,3481516602
2017-10-13,3483803688
2017-10-16,3458645743
2017-10-17,3527258321
2017-10-18,3578717755
2017-10-19,3543267923
2017-10-20,3520968835
2017-10-23,3488949631
2017-10-24,3410616937
2017-10-25,3315702870
2017-10-26,3344863216
2017-10-27,3291116696
2017-10-30,3335714872
2017-10-31,3362588132
2017-11-01,3340289044
2017-11-02,3324851214
2017-11-03,3970952998
2017-11-06,3994395629
2017-11-07,4098458040
2017-11-08,3864603500
2017-11-09,3865175272
2017-11-10,3875467159
2017-11-13,3902912190
2017-11-14,3854883385
2017-11-15,3880041331
2017-11-16,3945223281
2017-11-17,4038993805
2017-11-20,4105319298
2017-11-21,4056718721
2017-11-22,4002400430
2017-11-24,4005831058
2017-11-27,4064723522
2017-11-28,4080161352
2017-11-29,4067582379
2017-11-30,4101316897
2017-12-01,4041280891
2017-12-04,3982388427
2017-12-05,3973240084
2017-12-06,3933216079
2017-12-07,3929785450
2017-12-08,3988677914
2017-12-11,4029845461
2017-12-12,4008118144
2017-12-13,4006402830
2017-12-14,3890333217
2017-12-15,3913775849
2017-12-18,3946938595
2017-12-19,3976670712
2017-12-20,3974955398
2017-12-21,3899481561
2017-12-22,3954943396
2017-12-26,3964663511
2017-12-27,3927498364
2017-12-28,3982960199
2017-12-29,3945223281
2018-01-02,4035312234
2018-01-03,4035312234
2018-01-04,4005486013
2018-01-05,4021276365
2018-01-08,4568675242
2018-01-09,4390887572
2018-01-10,4434749662
2018-01-11,4520719357
2018-01-12,4422468277
2018-01-16,4315444778
2018-01-17,4263979927
2018-01-18,4262810271
2018-01-19,4396735851
2018-01-22,4438843457
2018-01-23,4458727604
2018-01-24,4481535891
2018-01-25,4508437972
2018-01-26,4547621439
2018-01-29,4565166275
2018-01-30,4517795218
2018-01-31,4475687612
2018-02-01,4494402104
2018-02-02,4435334490
2018-02-05,4323047541
2018-02-06,4393226884
2018-02-07,4422468277
2018-02-08,4263395099
2018-02-09,4254622681
2018-02-12,4296730287
2018-02-13,4237662673
2018-02-14,4356967557
2018-02-15,4488553825
2018-02-16,4487384169
2018-02-20,4540018677
2018-02-21,4546451783
2018-02-22,4705524961
2018-02-23,4418374482
2018-02-26,4491477964
2018-02-27,4473933129
2018-02-28,4391472400
2018-03-01,4261640615
2018-03-02,4273337173
2018-03-05,4434164834
2018-03-06,4617215954
2018-03-07,4714882207
2018-03-08,4658738732
2018-03-09,4697922199
2018-03-12,4862843655
2018-03-13,4955831285
2018-03-14,4942965072
2018-03-15,4948228523
2018-03-16,4984487850
2018-03-19,4923665753
2018-03-20,4948813351
2018-03-21,5062269956
2018-03-22,4985657506
2018-03-23,4928929204
2018-03-26,5099698939
2018-03-27,5092096177
2018-03-28,4969282326
2018-03-29,5069287890
2018-04-02,4791166610
2018-04-03,4795675943
2018-04-04,4757910277
2018-04-05,4852042609
2018-04-06,4721835610
2018-04-09,4792293943
2018-04-10,4855988275
2018-04-11,4821040942
2018-04-12,4829495942
2018-04-13,4787784610
2018-04-16,4828368609
2018-04-17,4950120608
2018-04-18,4996341274
2018-04-19,4985631607
2018-04-20,4886426275
2018-04-23,4872898275
2018-04-24,4785529943
2018-04-25,4784966276
2018-04-26,4871207275
2018-04-27,4923064608
2018-04-30,4847533276
2018-05-01,4908409275
2018-05-02,4902208942
2018-05-03,4908972941
2018-05-04,4728035944
2018-05-07,4713380610
2018-05-08,4693652277
2018-05-09,4719017277
2018-05-10,4856551942
2018-05-11,4867261609
2018-05-14,4916300608
2018-05-15,4871207275
2018-05-16,4901645275
2018-05-17,4934901608
2018-05-18,4933210608
2018-05-21,5012123940
2018-05-22,4931519608
2018-05-23,5025651940
2018-05-24,5250554937
2018-05-25,5232517604
2018-05-29,5310303603
2018-05-30,5283811270
2018-05-31,5286629604
2018-06-01,5344687270
2018-06-04,5349196603
2018-06-05,5384143936
2018-06-06,5443328935
2018-06-07,5299593937
2018-06-08,5439946935
2018-06-11,5547607267
2018-06-12,5634411933
2018-06-13,5745454265
2018-06-14,5585936600
2018-06-15,5489549601
2018-06-18,5462493602
2018-06-19,5365542936
2018-06-20,5532388267
2018-06-21,5457420602
2018-06-22,5488422268
2018-06-25,5152476939
2018-06-26,5230826604
2018-06-27,4884171608
2018-06-28,4959702941
2018-06-29,4830623276
2018-07-02,5075450218
2018-07-03,5093745445
2018-07-05,5158073826
2018-07-06,5237156422
2018-07-09,5302665140
2018-07-10,5250140132
2018-07-11,5168106692
2018-07-12,5186992089
2018-07-13,5079581398
2018-07-16,5074860049
2018-07-17,5155713151
2018-07-18,5231844904
2018-07-19,5246008952
2018-07-20,5169877198
2018-07-23,5091974939
2018-07-24,4945022950
2018-07-25,5053023810
2018-07-26,5060105833
2018-07-27,4916104687
2018-07-30,4805743154
2018-07-31,4907842327
2018-08-01,4949744299
2018-08-02,5166336187
2018-08-03,5068958363
2018-08-06,5057154990
2018-08-07,5080761735
2018-08-08,5011121837
2018-08-09,5079581398
2018-08-10,5135647418
2018-08-13,5113811178
2018-08-14,5134467081
2018-08-15,5087253590
2018-08-16,5195254449
2018-08-17,5211189002
2018-08-20,5277287889
2018-08-21,5356370485
2018-08-22,5567060686
2018-08-23,5546994953
2018-08-24,5551716302
2018-08-27,5762996671
2018-08-28,5875718880
2018-08-29,5928243888
2018-08-30,6050998963
2018-08-31,6153688305
2018-09-04,6131852065
2018-09-05,6060441661
2018-09-06,6182606567
2018-09-07,6126540548
2018-09-10,6248705454
2018-09-11,6376181878
2018-09-12,6317755184
2018-09-13,6381493396
2018-09-14,6304771474
2018-09-17,6052179300
2018-09-18,6173754038
2018-09-19,6091720598
2018-09-20,6055130143
2018-09-21,6030933229
2018-09-24,6055130143
2018-09-25,6216836348
2018-09-26,6278804054
2018-09-27,6222738034
2018-09-28,6252836634
2018-10-01,6216413430
2018-10-02,6021984300
2018-10-03,5922110370
2018-10-04,5690450130
2018-10-05,5643763500
2018-10-08,5488929360
2018-10-09,5370735360
2018-10-10,5181033990
2018-10-11,5160941010
2018-10-12,5233039350
2018-10-15,5244858750
2018-10-16,5479473840
2018-10-17,5461153770
2018-10-18,5324639700
2018-10-19,5211764430
2018-10-22,5206445700
2018-10-23,5259042030
2018-10-24,4995469410
2018-10-25,4895004510
2018-10-26,4965920910
2018-10-29,4915688460
2018-10-30,5045110890
2018-10-31,5212946370
2018-11-01,5326412610
2018-11-02,5231857410
2018-11-05,4952328600
2018-11-06,5088251700
2018-11-07,5329367460
2018-11-08,5402056770
2018-11-09,5176897200
2018-11-12,4850681760
2018-11-13,4772082750
2018-11-14,4691710830
2018-11-15,4829997810
2018-11-16,4839453330
2018-11-19,4493144910
2018-11-20,4450004100
2018-11-21,4614884730
2018-11-23,4569380040
2018-11-26,4780356330
2018-11-27,4788038940
2018-11-28,4977740310
2018-11-29,5026199850
2018-11-30,4960011210
2018-12-03,5109526620
2018-12-04,4883776080
2018-12-06,4961784120
2018-12-07,4772082750
2018-12-10,4874911530
2018-12-11,4874911530
2018-12-12,4926916890
2018-12-13,4793357670
2018-12-14,4708848960
2018-12-17,4522693410
2018-12-18,4538649600
2018-12-19,4457095740
2018-12-20,4330037190
2018-12-21,4341856590
2018-12-24,4347175320
2018-12-26,4535694750
2018-12-27,4528012140
2018-12-28,4585336230
2018-12-31,4708041058
2019-01-02,4358439926
2019-01-03,4299678445
2019-01-04,4579240641
2019-01-07,4404736850
2019-01-08,4401175548
2019-01-09,4444504721
2019-01-10,4405330400
2019-01-11,4335885014
2019-01-14,4413046554
2019-01-15,4568556736
2019-01-16,4391085193
2019-01-17,4440349869
2019-01-18,4448659573
2019-01-22,4538285670
2019-01-23,4402362649
2019-01-24,4562027682
2019-01-25,4656402181
2019-01-28,4655808631
2019-01-29,4543627623
2019-01-30,4566182534
2019-01-31,4819034966
2019-02-01,4898570708
2019-02-04,4812505913
2019-02-05,4850493133
2019-02-06,4833280174
2019-02-07,4826751120
2019-02-08,4865331891
2019-02-11,4917564318
2019-02-12,5006596864
2019-02-13,5042803433
2019-02-14,5035087279
2019-02-15,5250546042
2019-02-19,5201281366
2019-02-20,5095035861
2019-02-21,5058829292
2019-02-22,5199500715
2019-02-25,5337204387
2019-02-26,5467191905
2019-02-27,5550882499
2019-02-28,5574030961
2019-03-01,5600147174
2019-03-04,5490933917
2019-03-05,5571063209
2019-03-06,5468379006
2019-03-07,5524766285
2019-03-08,5462443502
2019-03-11,5577592263
2019-03-12,5690960372
2019-03-13,5682057117
2019-03-14,5695708774
2019-03-15,5819167239
2019-03-18,5785334871
2019-03-19,5866057713
2019-03-20,5904044933
2019-03-21,6046497007
2019-03-22,5807296233
2019-03-25,5768121912
2019-03-26,5743192799
2019-03-27,5543166345
2019-03-28,5581747115
2019-03-29,5644069897
2019-04-01,5711007491
2019-04-02,5733150137
2019-04-03,5758883483
2019-04-04,5730157888
2019-04-05,5736142387
2019-04-08,5662533048
2019-04-09,5619444654
2019-04-10,5611066356
2019-04-11,5594908208
2019-04-12,5586529909
2019-04-15,5471627527
2019-04-16,5355528244
2019-04-17,4950377655
2019-04-18,4915069110
2019-04-22,4933022608
2019-04-23,4979701701
2019-04-24,4986284650
2019-04-25,4979103251
2019-04-26,5094604083
2019-04-29,5153850624
2019-04-30,5161630473
2019-05-01,5076650586
2019-05-02,5151456825
2019-05-03,5785215279
2019-05-06,6097007683
2019-05-07,6137702276
2019-05-08,6152663524
2019-05-09,6276542656
2019-05-10,6174806171
2019-05-13,6068282087
2019-05-14,6184979819
2019-05-15,6229265113
2019-05-16,6355538044
2019-05-17,6217894564
2019-05-20,6228666663
2019-05-21,6268164357
2019-05-22,6400421787
2019-05-23,6317835699
2019-05-24,6497370672
2019-05-28,6550034264
2019-05-29,6412390785
2019-05-30,6585342809
2019-05-31,6570381561
2019-06-03,6542254416
2019-06-04,6690071543
2019-06-05,6701442092
2019-06-06,6744530485
2019-06-07,6667330447
2019-06-10,6726576988
2019-06-11,6569184662
2019-06-12,6933042207
2019-06-13,6995280997
2019-06-14,6887560014
2019-06-17,6967752302
2019-06-18,7097615932
2019-06-19,7225085763
2019-06-20,7154468674
2019-06-21,7167634572
2019-06-24,7044952340
2019-06-25,6945609655
2019-06-26,6899529012
2019-06-27,6978524400
2019-06-28,7144295025
2019-07-01,7198070503
2019-07-02,7234516430
2019-07-03,7264280603
2019-07-05,7280073838
2019-07-08,7128215810
2019-07-09,7224797516
2019-07-10,7405812285
2019-07-11,7520009521
2019-07-12,7304371122
2019-07-15,7331705567
2019-07-16,7269747492
2019-07-17,7365114333
2019-07-18,7430109569
2019-07-19,7360254876
2019-07-22,7342031913
2019-07-23,7395485939
2019-07-24,7506038583
2019-07-25,7492067644
2019-07-26,7531550731
2019-07-29,7599583128
2019-07-30,7643318240
2019-07-31,7467770360
2019-08-01,7444687940
2019-08-02,7343246777
2019-08-05,7163446873
2019-08-06,8694175790
2019-08-07,8646188653
2019-08-08,8856360163
2019-08-09,9251798467
2019-08-12,9175262021
2019-08-13,9279740344
2019-08-14,8892198658
2019-08-15,9197129577
2019-08-16,9126060020
2019-08-19,9265769405
2019-08-20,9259087652
2019-08-21,9353239629
2019-08-22,9426738915
2019-08-23,9359921382
2019-08-26,9376322049
2019-08-27,9199559305
2019-08-28,9132134341
2019-08-29,9263947109
2019-08-30,9364780839
2019-09-03,10201822287
2019-09-04,9543973312
2019-09-05,9647844203
2019-09-06,9537291559
2019-09-09,8952334437
2019-09-10,8890983794
2019-09-11,8818091940
2019-09-12,8778608853
2019-09-13,8700857543
2019-09-16,8692353494
2019-09-17,8812017619
2019-09-18,8992424956
2019-09-19,9268806566
2019-09-20,9463792273
2019-09-23,9627798943
2019-09-24,9993473073
2019-09-25,10056646013
2019-09-26,10028704136
2019-09-27,9953382554
2019-09-30,10291137210
2019-10-01,10160103510
2019-10-02,9815360085
2019-10-03,9901779930
2019-10-04,9708973200
2019-10-07,9863093790
2019-10-08,9551108790
2019-10-09,9655311780
2019-10-10,9665295300
2019-10-11,9571075830
2019-10-14,9499943250
2019-10-15,9697741740
2019-10-16,9709597170
2019-10-17,9763882560
2019-10-18,9592914780
2019-10-21,9601650360
2019-10-22,9413835390
2019-10-23,9140536530
2019-10-24,9318991950
2019-10-25,9101850390
2019-10-28,9182342520
2019-10-29,9167367240
2019-10-30,9171735030
2019-10-31,9067532040
2019-11-01,9139912560
2019-11-04,9087499080
2019-11-05,9035709570
2019-11-06,9982896030
2019-11-07,10287393390
2019-11-08,10573795620
2019-11-11,10856454030
2019-11-12,11062988100
2019-11-13,11082331170
2019-11-14,11036781360
2019-11-15,11252674980
2019-11-18,11386828530
2019-11-19,11286993330
2019-11-20,11245811310
2019-11-21,10968144660
2019-11-22,11029293720
2019-11-25,11303840520
2019-11-26,11501015040
2019-11-27,11605842000
2019-11-29,11587122900
2019-12-02,11350014300
2019-12-03,11483543880
2019-12-04,11411787330
2019-12-05,11495399310
2019-12-06,11478552120
2019-12-09,11272642020
2019-12-10,11119145400
2019-12-11,11243315430
2019-12-12,10812152160
2019-12-13,10960033050
2019-12-16,10900131930
2019-12-17,10941313950
2019-12-18,10763482500
2019-12-19,10640560410
2019-12-20,10787193360
2019-12-23,10663647300
2019-12-24,10707949170
2019-12-26,10717308720
2019-12-27,10764106470
2019-12-30,10566619965
2019-12-31,10765740800
2020-01-02,10675816680
2020-01-03,10783348320
2020-01-06,11181404040
2020-01-07,11047461120
2020-01-08,11127323800
2020-01-09,11361881120
2020-01-10,11478216520
2020-01-13,11598953800
2020-01-14,11649889840
2020-01-15,11763081040
2020-01-16,12039770640
2020-01-17,11869983840
2020-01-21,12007699800
2020-01-22,12023420800
2020-01-23,12073728000
2020-01-24,12108943040
2020-01-27,12137240840
2020-01-28,12168682840
2020-01-29,12310171840
2020-01-30,12383117280
2020-01-31,12202011360
2020-02-03,12252318560
2020-02-04,12433424480
2020-02-05,12218361200
2020-02-06,12476814440
2020-02-07,12578686520
2020-02-10,12742813760
2020-02-11,12781173000
2020-02-12,12690620040
2020-02-13,12917002440
2020-02-14,13351530880
2020-02-18,13348386680
2020-02-19,13562192280
2020-02-20,13610612960
2020-02-21,13350902040
2020-02-24,13036482040
2020-02-25,12371169320
2020-02-26,11319748840
2020-02-27,11554935000
2020-02-28,11946073480
2020-03-02,11414074840
2020-03-03,10958165840
2020-03-04,11259380200
2020-03-05,11374457920
2020-03-06,11275101200
2020-03-09,10858180280
2020-03-10,11352448520
2020-03-11,10822965240
2020-03-12,10417992280
2020-03-13,10380261880
2020-03-16,8632715520
2020-03-17,8181837240
2020-03-18,8175548839
2020-03-19,8803131160
2020-03-20,8967258400
2020-03-23,9042719200
2020-03-24,9904858840
2020-03-25,10465784120
2020-03-26,11178888680
2020-03-27,11051863000
2020-03-30,10978288720
2020-03-31,10664987280
2020-04-01,10245932070
2020-04-02,10752531840
2020-04-03,10616065320
2020-04-06,11065374900
2020-04-07,10664343570
2020-04-08,11320927770
2020-04-09,11776030740
2020-04-13,11586780000
2020-04-14,11918934360
2020-04-15,12064412820
2020-04-16,12381761850
2020-04-17,12831715140
2020-04-20,13130396580
2020-04-21,12713916210
2020-04-22,12874843710
2020-04-23,13270725360
2020-04-24,13120740930
2020-04-27,12804035610
2020-04-28,12336702150
2020-04-29,12652120050
2020-04-30,12856176120
2020-05-01,12545264190
2020-05-04,12416522190
2020-05-05,12955307460
2020-05-06,13296473760
2020-05-07,13849420650
2020-05-08,14009060730
2020-05-11,14466094830
2020-05-12,14206679700
2020-05-13,12553632420
2020-05-14,12974618760
2020-05-15,13130396580
2020-05-18,12955307460
2020-05-19,12594829860
2020-05-20,12581311950
2020-05-21,12480893190
2020-05-22,12364381680
2020-05-26,11756075730
2020-05-27,11485717530
2020-05-28,11881599180
2020-05-29,12138439470
2020-06-01,12151957380
2020-06-02,12005191500
2020-06-03,11651151000
2020-06-04,11134895580
2020-06-05,11524340130
2020-06-08,11647932450
2020-06-09,11707153770
2020-06-10,11985880200
2020-06-11,11649863580
2020-06-12,11622827760
2020-06-15,11895760800
2020-06-16,11837183190
2020-06-17,12477030930
2020-06-18,12198304500
2020-06-19,12843301920
2020-06-22,12999723450
2020-06-23,12907029210
2020-06-24,12366312810
2020-06-25,12451926240
2020-06-26,12050251200
2020-06-29,12035445870
2020-06-30,12766378680
2020-07-01,12788722800
2020-07-02,13216546980
2020-07-06,13450831650
2020-07-07,13546451340
2020-07-08,13648971420
2020-07-09,13885556220
2020-07-10,13657514760
2020-07-13,12749949180
2020-07-14,12891900060
2020-07-15,13291465500
2020-07-16,12908329560
2020-07-17,13138999740
2020-07-20,13347325800
2020-07-21,13298037300
2020-07-22,13359155040
2020-07-23,13250063160
2020-07-24,12926073420
2020-07-27,12654000900
2020-07-28,12905700840
2020-07-29,13169230020
2020-07-30,13237576740
2020-07-31,13364412480
2020-08-03,13304609100
2020-08-04,13562223660
2020-08-05,14150399760
2020-08-06,14485561560
2020-08-07,14308780140
2020-08-10,13402528920
2020-08-11,13067367120
2020-08-12,13449188700
2020-08-13,13574710080
2020-08-14,13283579340
2020-08-17,13774492800
2020-08-18,13796836920
2020-08-19,13785007680
2020-08-20,13803408720
2020-08-21,13708774800
2020-08-24,13798151280
2020-08-25,14310751680
2020-08-26,14157628740
2020-08-27,14216774940
2020-08-28,14085996120
2020-08-31,14342953500
2020-09-01,14668914780
2020-09-02,14739233040
2020-09-03,13735719180
2020-09-04,13461017940
2020-09-08,13443931260
2020-09-09,13961131920
2020-09-10,13997934000
2020-09-11,13905271620
2020-09-14,14333752980
2020-09-15,14825323620
2020-09-16,14623569360
2020-09-17,14702430960
2020-09-18,14787864360
2020-09-21,14758291260
2020-09-22,15151942080
2020-09-23,14960702700
2020-09-24,14231232900
2020-09-25,14718203280
2020-09-28,14942958840
2020-09-29,15244604460
2020-09-30,15601927550
2020-10-01,15665894200
2020-10-02,15283413200
2020-10-05,15520155750
2020-10-06,15216149300
2020-10-07,16113660750
2020-10-08,16335235950
2020-10-09,16393267550
2020-10-12,16221151100
2020-10-13,16403818750
2020-10-14,16349084400
2020-10-15,16528454800
2020-10-16,16376121850
2020-10-19,16388651400
2020-10-20,16211259350
2020-10-21,15901977300
2020-10-22,16173011250
2020-10-23,16446023550
2020-10-26,16719035850
2020-10-27,16225107800
2020-10-28,15062497450
2020-10-29,15082940400
2020-10-30,14656276250
2020-11-02,14242141650
2020-11-03,14712329500
2020-11-04,15261651350
2020-11-05,16860817600
2020-11-06,16948524450
2020-11-09,16837736850
2020-11-10,17145700000
2020-11-11,16930719300
2020-11-12,17188564250
2020-11-13,16881920000
2020-11-16,16686722800
2020-11-17,17119981450
2020-11-18,17097560149
2020-11-19,17425306800
2020-11-20,17491251800
2020-11-23,17534116050
2020-11-24,16724311450
2020-11-25,16411072700
2020-11-27,16583848600
2020-11-30,16994685949
2020-12-01,17315178650
2020-12-02,16820591150
2020-12-03,16851585300
2020-12-04,17071841600
2020-12-07,16465807050
2020-12-08,16199389250
2020-12-09,16082666600
2020-12-10,16286436650
2020-12-11,15758217200
2020-12-14,15764152250
2020-12-15,15942863200
2020-12-16,15714693500
2020-12-17,15887469400
2020-12-18,15869664250
2020-12-21,15656002450
2020-12-22,16780364700
2020-12-23,17210326100
2020-12-24,16966329599
2020-12-28,16878622750
2020-12-29,17188564250
2020-12-30,17181969750
2020-12-31,16900466190
2021-01-04,16635353060
2021-01-05,16770223580
2021-01-06,16684937810
2021-01-07,17137150729
2021-01-08,17569529750
2021-01-11,16835675450
2021-01-12,17574157660
2021-01-13,17876955200
2021-01-14,18785347820
2021-01-15,18590975600
2021-01-19,18806503980
2021-01-20,19374414650
2021-01-21,19213760060
2021-01-22,19192603900
2021-01-25,19100706830
2021-01-26,18814437540
2021-01-27,17189380000
2021-01-28,18183058390
2021-01-29,17664071340
2021-02-01,17437303750
2021-02-02,18170496920
2021-02-03,18141407200
2021-02-04,18379414000
2021-02-05,18588992210
2021-02-08,18570480570
2021-02-09,18645849390
2021-02-10,18521556950
2021-02-11,18981703430
2021-02-12,19157564010
2021-02-16,18658410860
2021-02-17,18491144970
2021-02-18,18069344030
2021-02-19,18116945390
2021-02-22,16958645630
2021-02-23,17238303620
2021-02-24,17345406680
2021-02-25,17365901710
2021-02-26,17129878300
2021-03-01,17867699380
2021-03-02,17580107830
2021-03-03,16733200300
2021-03-04,16023146680
2021-03-05,16660476000
2021-03-08,15599362350
2021-03-09,16366934280
2021-03-10,16225452460
2021-03-11,17173512880
2021-03-12,17313672440
2021-03-15,17820098020
2021-03-16,17563579580
2021-03-17,17184090960
2021-03-18,16660476000
2021-03-19,17257476390
2021-03-22,17805553160
2021-03-23,18316606650
2021-03-24,17429370190
2021-03-25,17134506210
2021-03-26,17638948400
2021-03-29,17178140789
2021-03-30,17280615940
2021-03-31,17402320320
2021-04-01,17662434720
2021-04-05,17949227520
2021-04-06,18471457200
2021-04-07,18574836000
2021-04-08,18979013760
2021-04-09,19150422480
2021-04-12,18989685120
2021-04-13,19217118480
2021-04-14,18988351200
2021-04-15,19667316480
2021-04-16,19808712000
2021-04-19,18775590960
2021-04-20,18906982080
2021-04-21,19021032240
2021-04-22,18917653440
2021-04-23,19708668000
2021-04-26,19948773600
2021-04-27,20279585760
2021-04-28,20220893280
2021-04-29,20112845760
2021-04-30,19689993120
2021-05-03,18814274640
2021-05-04,18138644160
2021-05-05,17637757200
2021-05-06,16884759360
2021-05-07,15619536240
2021-05-10,15123318000
2021-05-11,15337412160
2021-05-12,15041281920
2021-05-13,15074629920
2021-05-14,15501484320
2021-05-17,15235367280
2021-05-18,15762932640
2021-05-19,15993033840
2021-05-20,16859414880
2021-05-21,16908769920
2021-05-24,17125531919
2021-05-25,17318283360
2021-05-26,17553720240
2021-05-27,18144646800
2021-05-28,17985910320
2021-06-01,17639091120
2021-06-02,17625084960
2021-06-03,17597072640
2021-06-04,18130640640
2021-06-07,18415432560
2021-06-08,18559495920
2021-06-09,18203339280
2021-06-10,18781593600
2021-06-11,18838285200
2021-06-14,18938329200
2021-06-15,18524814000
2021-06-16,18640865040
2021-06-17,18994353840
2021-06-18,18711562800
2021-06-21,18780259680
2021-06-22,18833616480
2021-06-23,18711562800
2021-06-24,18477459840
2021-06-25,18564164640
2021-06-28,18890975040
2021-06-29,18902980320
2021-06-30,18905229190
2021-07-01,19186214710
2021-07-02,19375604460
2021-07-06,19749563130
2021-07-07,19561550760
2021-07-08,19470643680
2021-07-09,19330839610
2021-07-12,18983051160
2021-07-13,18513364580
2021-07-14,17952082230
2021-07-15,17930732840
2021-07-16,18479618770
2021-07-19,18250285000
2021-07-20,18794350100
2021-07-21,18696556120
2021-07-22,18695178740
2021-07-23,19045721950
2021-07-26,18158689230
2021-07-27,18377692650
2021-07-28,18767491190
2021-07-29,18852200060
2021-07-30,19261970610
2021-08-02,19193790300
2021-08-03,19204809340
2021-08-04,19226847420
2021-08-05,19314311050
2021-08-06,18974098190
2021-08-09,19741298850
2021-08-10,19241998600
2021-08-11,18941041070
2021-08-12,19376293150
2021-08-13,19804658330
2021-08-16,20172418790
2021-08-17,20856287960
2021-08-18,20454093000
2021-08-19,20303269890
2021-08-20,20335638320
2021-08-23,20215806260
2021-08-24,20662077380
2021-08-25,20643482750
2021-08-26,20256438970
2021-08-27,20322553210
2021-08-30,20395554350
2021-08-31,20509876890
2021-09-01,20660011310
2021-09-02,20777777300
2021-09-03,20839070710
2021-09-07,21161377630
2021-09-08,20845268920
2021-09-09,20817032630
