,QCOM
2009-04-13,67697280000
2009-04-14,67564799999
2009-04-15,67730400000
2009-04-16,68955840000
2009-04-17,67862879999
2009-04-20,65627280000
2009-04-21,66687120000
2009-04-22,66438719999
2009-04-23,67448879999
2009-04-24,68492160000
2009-04-27,71489520000
2009-04-28,69949440000
2009-04-29,71340480000
2009-04-30,70081920000
2009-05-01,70644960000
2009-05-04,71787600000
2009-05-05,72019440000
2009-05-06,72416880000
2009-05-07,70115040000
2009-05-08,69204240000
2009-05-11,69419520000
2009-05-12,67780080000
2009-05-13,66107520000
2009-05-14,67117680000
2009-05-15,67432320000
2009-05-18,69535440000
2009-05-19,70115040000
2009-05-20,70495920000
2009-05-21,69038640000
2009-05-22,68409360000
2009-05-26,71688240000
2009-05-27,70264080000
2009-05-28,71125200000
2009-05-29,72185040000
2009-06-01,73526400000
2009-06-02,72714960000
2009-06-03,72168480000
2009-06-04,75000240000
2009-06-05,75182400000
2009-06-08,75132720000
2009-06-09,76225680000
2009-06-10,76291920000
2009-06-11,76142880000
2009-06-12,76258800000
2009-06-15,73377360000
2009-06-16,71953200000
2009-06-17,74669040000
2009-06-18,74983680000
2009-06-19,76176000000
2009-06-22,73526400000
2009-06-23,73675440000
2009-06-24,74967120000
2009-06-25,76739040000
2009-06-26,76490640000
2009-06-29,76739850000
2009-06-30,75258000000
2009-07-01,75191400000
2009-07-02,74392200000
2009-07-06,75258000000
2009-07-07,72727200000
2009-07-08,72510750000
2009-07-09,71694900000
2009-07-10,72327600000
2009-07-13,73776150000
2009-07-14,74342250000
2009-07-15,76689900000
2009-07-16,77788800000
2009-07-17,78921000000
2009-07-20,78304950000
2009-07-21,79886700000
2009-07-22,80669250000
2009-07-23,78921000000
2009-07-24,78837750000
2009-07-27,77389200000
2009-07-28,77189400000
2009-07-29,77006250000
2009-07-30,77455800000
2009-07-31,76939650000
2009-08-03,78205050000
2009-08-04,77106150000
2009-08-05,76273650000
2009-08-06,75924000000
2009-08-07,76540050000
2009-08-10,76157100000
2009-08-11,75591000000
2009-08-12,77206050000
2009-08-13,77555700000
2009-08-14,76806450000
2009-08-17,74841750000
2009-08-18,75174750000
2009-08-19,76123800000
2009-08-20,78404850000
2009-08-21,78737850000
2009-08-24,78937650000
2009-08-25,78238350000
2009-08-26,79137450000
2009-08-27,78671250000
2009-08-28,78621300000
2009-08-31,77289300000
2009-09-01,75507750000
2009-09-02,75624300000
2009-09-03,74958300000
2009-09-04,76123800000
2009-09-08,76623300000
2009-09-09,76956300000
2009-09-10,77672250000
2009-09-11,77605650000
2009-09-14,76972950000
2009-09-15,76173750000
2009-09-16,76107150000
2009-09-17,74958300000
2009-09-18,74025900000
2009-09-21,74708550000
2009-09-22,74242350000
2009-09-23,73642950000
2009-09-24,74358900000
2009-09-25,74425500000
2009-09-28,76861840000
2009-09-29,76076000000
2009-09-30,75206560000
2009-10-01,71394400000
2009-10-02,69287680000
2009-10-05,70123680000
2009-10-06,71260640000
2009-10-07,70524960000
2009-10-08,69304400000
2009-10-09,69722400000
2009-10-12,69454880000
2009-10-13,69036880000
2009-10-14,70608560000
2009-10-15,70976400000
2009-10-16,70157120000
2009-10-19,70324320000
2009-10-20,69070320000
2009-10-21,69237520000
2009-10-22,68685760000
2009-10-23,68050400000
2009-10-26,68016960000
2009-10-27,68552000000
2009-10-28,69605360000
2009-10-29,70675440000
2009-10-30,69103760000
2009-11-02,69906320000
2009-11-03,70591840000
2009-11-04,69555200000
2009-11-05,73317200000
2009-11-06,73400800000
2009-11-09,74822000000
2009-11-10,74153200000
2009-11-11,74671520000
2009-11-12,74989200000
2009-11-13,76527440000
2009-11-16,76092720000
2009-11-17,76895280000
2009-11-18,76059280000
2009-11-19,75390480000
2009-11-20,75407200000
2009-11-23,76159600000
2009-11-24,76176320000
2009-11-25,75975680000
2009-11-27,75223280000
2009-11-30,75240000000
2009-12-01,75340320000
2009-12-02,75340320000
2009-12-03,74621360000
2009-12-04,75507520000
2009-12-07,75056080000
2009-12-08,74554480000
2009-12-09,74855440000
2009-12-10,76176320000
2009-12-11,75072800000
2009-12-14,74688240000
2009-12-15,75039360000
2009-12-16,74721680000
2009-12-17,74086320000
2009-12-18,74521040000
2009-12-21,75925520000
2009-12-22,76644480000
2009-12-23,76828400000
2009-12-24,77079200000
2009-12-28,76884120000
2009-12-29,77532300000
2009-12-30,77881320000
2009-12-31,76884120000
2010-01-04,78014280000
2010-01-05,79892340000
2010-01-06,79111200000
2010-01-07,81404760000
2010-01-08,82219140000
2010-01-11,81919980000
2010-01-12,80590380000
2010-01-13,80939400000
2010-01-14,80390940000
2010-01-15,80656860000
2010-01-19,81969840000
2010-01-20,80357700000
2010-01-21,79925580000
2010-01-22,77748360000
2010-01-25,77964420000
2010-01-26,77931180000
2010-01-27,78446400000
2010-01-28,67277759999
2010-01-29,65133780000
2010-02-01,66097740000
2010-02-02,65250120000
2010-02-03,65865060000
2010-02-04,63438540000
2010-02-05,63222480000
2010-02-08,62341620000
2010-02-09,63006419999
2010-02-10,62208660000
2010-02-11,63172620000
2010-02-12,64552080000
2010-02-16,64851240000
2010-02-17,65532660000
2010-02-18,66164220000
2010-02-19,65798580000
2010-02-22,64834620000
2010-02-23,64053480000
2010-02-24,62939939999
2010-02-25,61793160000
2010-02-26,60962160000
2010-03-01,59100720000
2010-03-02,63039660000
2010-03-03,64302780000
2010-03-04,65233500000
2010-03-05,64419120000
2010-03-08,64468980000
2010-03-09,64286160000
2010-03-10,64618560000
2010-03-11,64984200000
2010-03-12,64734900000
2010-03-15,64601939999
2010-03-16,64834620000
2010-03-17,64651800000
2010-03-18,67194660000
2010-03-19,66563099999
2010-03-22,66945360000
2010-03-23,67344240000
2010-03-24,66795780000
2010-03-25,70119780000
2010-03-26,69521460000
2010-03-29,68027040000
2010-03-30,68629770000
2010-03-31,68352840000
2010-04-01,68857830000
2010-04-05,69281370000
2010-04-06,69118470000
2010-04-07,69672330000
2010-04-08,69069600000
2010-04-09,68694930000
2010-04-12,68792670000
2010-04-13,68906700000
2010-04-14,69395400000
2010-04-15,69558300000
2010-04-16,69623460000
2010-04-19,69639750000
2010-04-20,70519410000
2010-04-21,69444270000
2010-04-22,64068570000
2010-04-23,62309250000
2010-04-26,62081190000
2010-04-27,61771680000
2010-04-28,63237780000
2010-04-29,63498419999
2010-04-30,63009720000
2010-05-03,62944560000
2010-05-04,61250400000
2010-05-05,61299270000
2010-05-06,59735430000
2010-05-07,59458500000
2010-05-10,60875729999
2010-05-11,61054919999
2010-05-12,62162639999
2010-05-13,61836840000
2010-05-14,60761699999
2010-05-17,60875729999
2010-05-18,59800590000
2010-05-19,59377050000
2010-05-20,57976110000
2010-05-21,58464810000
2010-05-24,58106430000
2010-05-25,58008690000
2010-05-26,56819520000
2010-05-27,57927240000
2010-05-28,57927240000
2010-06-01,57129030000
2010-06-02,58676580000
2010-06-03,59409630000
2010-06-04,57503699999
2010-06-07,57031290000
2010-06-08,57454830000
2010-06-09,56558880000
2010-06-10,57063870000
2010-06-11,57601440000
2010-06-14,56672910000
2010-06-15,57959820000
2010-06-16,57145320000
2010-06-17,58171590000
2010-06-18,58139010000
2010-06-21,58057560000
2010-06-22,57943530000
2010-06-23,57699180000
2010-06-24,56672910000
2010-06-25,56314530000
2010-06-28,54804400000
2010-06-29,53355400000
2010-06-30,52872400000
2010-07-01,51455600000
2010-07-02,52115699999
2010-07-06,52566500000
2010-07-07,53741800000
2010-07-08,54627300000
2010-07-09,54595099999
2010-07-12,56511000000
2010-07-13,57879500000
2010-07-14,59409000000
2010-07-15,59376800000
2010-07-16,57895600000
2010-07-19,59199700000
2010-07-20,59167500000
2010-07-21,58217599999
2010-07-22,62967100000
2010-07-23,62918800000
2010-07-26,63176400000
2010-07-27,63144200000
2010-07-28,62403600000
2010-07-29,62435800000
2010-07-30,61308800000
2010-08-02,62403600000
2010-08-03,61920600000
2010-08-04,61872300000
2010-08-05,61985000000
2010-08-06,62226500000
2010-08-09,63997500000
2010-08-10,64045800000
2010-08-11,63369600000
2010-08-12,61566400000
2010-08-13,61099500000
2010-08-16,62210400000
2010-08-17,63015400000
2010-08-18,62854400000
2010-08-19,61357100000
2010-08-20,62645099999
2010-08-23,62049400000
2010-08-24,61244400000
2010-08-25,61920600000
2010-08-26,61630800000
2010-08-27,62210400000
2010-08-30,61646900000
2010-08-31,61662999999
2010-09-01,63756000000
2010-09-02,64432200000
2010-09-03,65011800000
2010-09-07,65317700000
2010-09-08,65881200000
2010-09-09,65849000000
2010-09-10,65076200000
2010-09-13,66010000000
2010-09-14,66187100000
2010-09-15,67587799999
2010-09-16,67571700000
2010-09-17,68473300000
2010-09-20,69246100000
2010-09-21,70051100000
2010-09-22,69713000000
2010-09-23,70276500000
2010-09-24,71725500000
2010-09-27,72369570000
2010-09-28,71525610000
2010-09-29,71915130000
2010-09-30,73245990000
2010-10-01,71833980000
2010-10-04,71233470000
2010-10-05,71833980000
2010-10-06,72466950000
2010-10-07,72304650000
2010-10-08,72645480000
2010-10-11,71704140000
2010-10-12,72694170000
2010-10-13,73554360000
2010-10-14,73099920000
2010-10-15,72694170000
2010-10-18,72207270000
2010-10-19,71769060000
2010-10-20,72028740000
2010-10-21,71379540000
2010-10-22,71704140000
2010-10-25,71947590000
2010-10-26,71314620000
2010-10-27,72191040000
2010-10-28,72093660000
2010-10-29,73294680000
2010-11-01,73570590000
2010-11-02,73651740000
2010-11-03,74154870000
2010-11-04,78455820000
2010-11-05,78439590000
2010-11-08,77579400000
2010-11-09,77774160000
2010-11-10,77384640000
2010-11-11,77774160000
2010-11-12,77043810000
2010-11-15,76070010000
2010-11-16,75274740000
2010-11-17,77871540000
2010-11-18,77449560000
2010-11-19,77839080000
2010-11-22,77287260000
2010-11-23,76443300000
2010-11-24,78017610000
2010-11-26,77465790000
2010-11-29,76735440000
2010-11-30,75988860000
2010-12-01,77725470000
2010-12-02,78699270000
2010-12-03,79234860000
2010-12-06,78423360000
2010-12-07,78666810000
2010-12-08,79332240000
2010-12-09,79656840000
2010-12-10,80306040000
2010-12-13,79721760000
2010-12-14,79819140000
2010-12-15,79673070000
2010-12-16,80581950000
2010-12-17,80273580000
2010-12-20,80241120000
2010-12-21,81133770000
2010-12-22,81133770000
2010-12-23,80241120000
2010-12-27,82054940000
2010-12-28,82468440000
2010-12-29,82683460000
2010-12-30,82253420000
2010-12-31,81856460000
2011-01-03,82997720000
2011-01-04,84304380000
2011-01-05,86057620000
2011-01-06,87116180000
2011-01-07,85561420000
2011-01-10,85495260000
2011-01-11,86123780000
2011-01-12,86570360000
2011-01-13,85792980000
2011-01-14,86074160000
2011-01-18,87711620000
2011-01-19,86239560000
2011-01-20,84899820000
2011-01-21,84750960000
2011-01-24,85164460000
2011-01-25,85214080000
2011-01-26,85776440000
2011-01-27,90804600000
2011-01-28,88885960000
2011-01-31,89531020000
2011-02-01,91102320000
2011-02-02,89299460000
2011-02-03,90936920000
2011-02-04,91350420000
2011-02-07,91085780000
2011-02-08,92789400000
2011-02-09,92971340000
2011-02-10,94278000000
2011-02-11,95270400000
2011-02-14,96213180000
2011-02-15,96990560000
2011-02-16,96825160000
2011-02-17,97586000000
2011-02-18,97900260000
2011-02-22,96345500000
2011-02-23,94294540000
2011-02-24,95601200000
2011-02-25,97619080000
2011-02-28,98545320000
2011-03-01,95998160000
2011-03-02,94443400000
2011-03-03,97321360000
2011-03-04,96180100000
2011-03-07,95237320000
2011-03-08,94526100000
2011-03-09,90970000000
2011-03-10,89382160000
2011-03-11,88670940000
2011-03-14,88455920000
2011-03-15,87662000000
2011-03-16,83527000000
2011-03-17,86537280000
2011-03-18,85528340000
2011-03-21,88704020000
2011-03-22,86818460000
2011-03-23,86752300000
2011-03-24,88852880000
2011-03-25,87248500000
2011-03-28,87297140000
2011-03-29,90191430000
2011-03-30,91195230000
2011-03-31,91730590000
2011-04-01,91128310000
2011-04-04,88853030000
2011-04-05,87966340000
2011-04-06,89572420000
2011-04-07,89053790000
2011-04-08,89722990000
2011-04-11,89338200000
2011-04-12,87414250000
2011-04-13,88133640000
2011-04-14,87999800000
2011-04-15,88903220000
2011-04-18,89154170000
2011-04-19,89371660000
2011-04-20,92466710000
2011-04-21,95260620000
2011-04-25,95059860000
2011-04-26,95729060000
2011-04-27,97335140000
2011-04-28,96331340000
2011-04-29,95511570000
2011-05-02,95762520000
2011-05-03,94507770000
2011-05-04,93821840000
2011-05-05,93905490000
2011-05-06,94641610000
2011-05-09,94792180000
2011-05-10,95210430000
2011-05-11,94675070000
2011-05-12,95929820000
2011-05-13,95561760000
2011-05-16,94859100000
2011-05-17,94273550000
2011-05-18,94440850000
2011-05-19,95862900000
2011-05-20,95996740000
2011-05-23,94323740000
2011-05-24,94206630000
2011-05-25,95344270000
2011-05-26,95645410000
2011-05-27,95946550000
2011-05-31,98021070000
2011-06-01,95628680000
2011-06-02,96699400000
2011-06-03,95427920000
2011-06-06,94491040000
2011-06-07,94541230000
2011-06-08,94189900000
2011-06-09,93470510000
2011-06-10,91345800000
2011-06-13,91011200000
2011-06-14,92985340000
2011-06-15,90509300000
2011-06-16,88652270000
2011-06-17,88150370000
2011-06-20,89472040000
2011-06-21,91061390000
2011-06-22,90342000000
2011-06-23,91948080000
2011-06-24,90659870000
2011-06-27,92089500000
2011-06-28,93266900000
2011-06-29,93233260000
2011-06-30,95520780000
2011-07-01,97354160000
2011-07-05,97791480000
2011-07-06,98733400000
2011-07-07,99675320000
2011-07-08,99843520000
2011-07-11,97959680000
2011-07-12,95066640000
2011-07-13,94343380000
2011-07-14,92375440000
2011-07-15,92442720000
2011-07-18,92980960000
2011-07-19,95840360000
2011-07-20,96378600000
2011-07-21,95773080000
2011-07-22,96647720000
2011-07-25,95554420000
2011-07-26,95100280000
2011-07-27,91820380000
2011-07-28,92493180000
2011-07-29,92139960000
2011-08-01,91029840000
2011-08-02,89162820000
2011-08-03,90373860000
2011-08-04,86202500000
2011-08-05,85815640000
2011-08-08,79541780000
2011-08-09,83914980000
2011-08-10,79491320000
2011-08-11,83343100000
2011-08-12,84941000000
2011-08-15,86219320000
2011-08-16,85899740000
2011-08-17,85798820000
2011-08-18,80651900000
2011-08-19,78246640000
2011-08-22,78044800000
2011-08-23,80836920000
2011-08-24,80618260000
2011-08-25,78969900000
2011-08-26,82317080000
2011-08-29,85647440000
2011-08-30,86185680000
2011-08-31,86555720000
2011-09-01,85882920000
2011-09-02,83561760000
2011-09-06,83174900000
2011-09-07,86942580000
2011-09-08,86707100000
2011-09-09,84789620000
2011-09-12,86437980000
2011-09-13,88002240000
2011-09-14,89263740000
2011-09-15,90205660000
2011-09-16,90609340000
2011-09-19,90272940000
2011-09-20,89331020000
2011-09-21,86892120000
2011-09-22,84150460000
2011-09-23,84587780000
2011-09-26,85176720000
2011-09-27,87197520000
2011-09-28,85985040000
2011-09-29,84418920000
2011-09-30,81892920000
2011-10-03,80242600000
2011-10-04,83240120000
2011-10-05,85496680000
2011-10-06,85665080000
2011-10-07,84587320000
2011-10-10,87719560000
2011-10-11,86978600000
2011-10-12,87635360000
2011-10-13,89774040000
2011-10-14,92586320000
2011-10-17,90329760000
2011-10-18,91879040000
2011-10-19,88578400000
2011-10-20,87584840000
2011-10-21,87601680000
2011-10-24,90279240000
2011-10-25,88106880000
2011-10-26,86894400000
2011-10-27,90127680000
2011-10-28,89639320000
2011-10-31,86894400000
2011-11-01,84435760000
2011-11-02,87871120000
2011-11-03,94489240000
2011-11-04,95146000000
2011-11-07,95853280000
2011-11-08,96038520000
2011-11-09,93310440000
2011-11-10,92973640000
2011-11-11,95348080000
2011-11-14,96156400000
2011-11-15,96661600000
2011-11-16,95785920000
2011-11-17,94943920000
2011-11-18,93748280000
2011-11-21,91390680000
2011-11-22,91744320000
2011-11-23,87618520000
2011-11-25,87332240000
2011-11-28,90834960000
2011-11-29,89437240000
2011-11-30,92283200000
2011-12-01,92165320000
2011-12-02,91508560000
2011-12-05,91761160000
2011-12-06,92333720000
2011-12-07,91693800000
2011-12-08,91053880000
2011-12-09,92923120000
2011-12-12,92249520000
2011-12-13,91255960000
2011-12-14,89420400000
2011-12-15,88494200000
2011-12-16,88595240000
2011-12-19,87433280000
2011-12-20,91121240000
2011-12-21,90077160000
2011-12-22,91575920000
2011-12-23,91996920000
2011-12-27,93169260000
2011-12-28,92269320000
2011-12-29,93135300000
2011-12-30,92880600000
2012-01-03,93848460000
2012-01-04,94799340000
2012-01-05,95189880000
2012-01-06,95359680000
2012-01-09,94935180000
2012-01-10,94663500000
2012-01-11,94442760000
2012-01-12,95648340000
2012-01-13,96004920000
2012-01-17,97023720000
2012-01-18,97787820000
2012-01-19,98484000000
2012-01-20,98025540000
2012-01-23,98738700000
2012-01-24,99638640000
2012-01-25,100165020000
2012-01-26,98161380000
2012-01-27,98127420000
2012-01-30,99553740000
2012-01-31,99876360000
2012-02-01,101132880000
2012-02-02,103119540000
2012-02-03,103679880000
2012-02-06,103696860000
2012-02-07,104511900000
2012-02-08,104376060000
2012-02-09,105174120000
2012-02-10,104817540000
2012-02-13,104834520000
2012-02-14,104783580000
2012-02-15,104562840000
2012-02-16,105734460000
2012-02-17,106158960000
2012-02-21,106600440000
2012-02-22,106209900000
2012-02-23,107839980000
2012-02-24,107721120000
2012-02-27,107500380000
2012-02-28,106430640000
2012-02-29,105581640000
2012-03-01,106311780000
2012-03-02,106006140000
2012-03-05,105462780000
2012-03-06,104528880000
2012-03-07,106498560000
2012-03-08,107517360000
2012-03-09,108553140000
2012-03-12,108417300000
2012-03-13,110115299999
2012-03-14,110556780000
2012-03-15,110726579999
2012-03-16,111066180000
2012-03-19,113341500000
2012-03-20,113341500000
2012-03-21,112798140000
2012-03-22,112560420000
2012-03-23,113239620000
2012-03-26,117631850000
2012-03-27,117460349999
2012-03-28,116825800000
2012-03-29,116499950000
2012-03-30,116722900000
2012-04-02,117168799999
2012-04-03,116842949999
2012-04-04,115573850000
2012-04-05,115230850000
2012-04-09,114047500000
2012-04-10,113567300000
2012-04-11,113584450000
2012-04-12,117185950000
2012-04-13,114339050000
2012-04-16,113618750000
2012-04-17,115299450000
2012-04-18,114887849999
2012-04-19,107307550000
2012-04-20,106758750000
2012-04-23,105575400000
2012-04-24,106089900000
2012-04-25,108490900000
2012-04-26,109605650000
2012-04-27,110068700000
2012-04-30,109468450000
2012-05-01,109142600000
2012-05-02,110171599999
2012-05-03,108988250000
2012-05-04,106175650000
2012-05-07,106192800000
2012-05-08,107479050000
2012-05-09,106347150000
2012-05-10,107153200000
2012-05-11,106089900000
2012-05-14,105403900000
2012-05-15,105369600000
2012-05-16,101373650000
2012-05-17,98029400000
2012-05-18,96005700000
2012-05-21,98132300000
2012-05-22,99349950000
2012-05-23,99710100000
2012-05-24,98012250000
2012-05-25,98303800000
2012-05-29,100138850000
2012-05-30,98526750000
2012-05-31,98286650000
2012-06-01,94530800000
2012-06-04,95782750000
2012-06-05,98063700000
2012-06-06,100173150000
2012-06-07,99470000000
2012-06-08,100773400000
2012-06-11,99109850000
2012-06-12,101871000000
2012-06-13,101082100000
2012-06-14,97394850000
2012-06-15,96897500000
2012-06-18,97360550000
2012-06-19,97789300000
2012-06-20,97755000000
2012-06-21,94547950000
2012-06-22,95422600000
2012-06-25,91249200000
2012-06-26,91879680000
2012-06-27,93566640000
2012-06-28,92527200000
2012-06-29,94878720000
2012-07-02,94844640000
2012-07-03,95867040000
2012-07-05,95850000000
2012-07-06,94248240000
2012-07-09,94265280000
2012-07-10,94009680000
2012-07-11,92646480000
2012-07-12,91555920000
2012-07-13,93685920000
2012-07-16,92629440000
2012-07-17,92799840000
2012-07-18,95509200000
2012-07-19,99581760000
2012-07-20,98286720000
2012-07-23,97673280000
2012-07-24,96770160000
2012-07-25,97605120000
2012-07-26,99189840000
2012-07-27,101115360000
2012-07-30,100791600000
2012-07-31,101694720000
2012-08-01,101422080000
2012-08-02,100331520000
2012-08-03,102648960000
2012-08-06,102461520000
2012-08-07,104523360000
2012-08-08,104710800000
2012-08-09,105648000000
2012-08-10,105613920000
2012-08-13,105818400000
2012-08-14,106312560000
2012-08-15,106534080000
2012-08-16,106619280000
2012-08-17,107846160000
2012-08-20,107011200000
2012-08-21,105784320000
2012-08-22,105937680000
2012-08-23,105733200000
2012-08-24,106380720000
2012-08-27,106278480000
2012-08-28,105665040000
2012-08-29,105835440000
2012-08-30,104284800000
2012-08-31,104727840000
2012-09-04,103620240000
2012-09-05,103398720000
2012-09-06,106704480000
2012-09-07,105528720000
2012-09-10,104438160000
2012-09-11,105392400000
2012-09-12,106397760000
2012-09-13,108800400000
2012-09-14,110555519999
2012-09-17,110436240000
2012-09-18,110896320000
2012-09-19,110896320000
2012-09-20,109652399999
2012-09-21,109516080000
2012-09-24,108476640000
2012-09-25,106891920000
2012-09-26,106193280000
2012-09-27,108186960000
2012-09-28,106448880000
2012-10-01,105804190000
2012-10-02,105599110000
2012-10-03,106077630000
2012-10-04,107068850000
2012-10-05,107051760000
2012-10-08,104932600000
2012-10-09,103206510000
2012-10-10,102164020000
2012-10-11,101189890000
2012-10-12,100643010000
2012-10-15,101326610000
2012-10-16,103155240000
2012-10-17,104214820000
2012-10-18,102471640000
2012-10-19,100403750000
2012-10-22,100284120000
2012-10-23,99651790000
2012-10-24,98489670000
2012-10-25,98147870000
2012-10-26,100899360000
2012-10-31,100164490000
2012-11-01,102078570000
2012-11-02,101343700000
2012-11-05,103274870000
2012-11-06,103172330000
2012-11-07,99327080000
2012-11-08,103685030000
2012-11-09,105308580000
2012-11-12,105308580000
2012-11-13,106180170000
2012-11-14,105496570000
2012-11-15,104727520000
2012-11-16,105838370000
2012-11-19,106111810000
2012-11-20,106197260000
2012-11-21,106197260000
2012-11-23,107889170000
2012-11-26,106795410000
2012-11-27,106402340000
2012-11-28,107068850000
2012-11-29,108265150000
2012-11-30,108726580000
2012-12-03,108299330000
2012-12-04,108470230000
2012-12-05,108743670000
2012-12-06,109717800000
2012-12-07,109136740000
2012-12-10,109256370000
2012-12-11,109974149999
2012-12-12,108504410000
2012-12-13,107256840000
2012-12-14,102249470000
2012-12-17,106026360000
2012-12-18,108282240000
2012-12-19,106897950000
2012-12-20,107427740000
2012-12-21,105291490000
2012-12-24,105787100000
2012-12-26,105257310000
2012-12-27,105120590000
2012-12-28,103633760000
2012-12-31,106522920000
2013-01-02,111499500000
2013-01-03,110982900000
2013-01-04,109347000000
2013-01-07,110225220000
2013-01-08,110053020000
2013-01-09,111723359999
2013-01-10,111551160000
2013-01-11,111757800000
2013-01-14,110621279999
2013-01-15,110965680000
2013-01-16,111568380000
2013-01-17,112153859999
2013-01-18,111378960000
2013-01-22,111378960000
2013-01-23,111740580000
2013-01-24,110896800000
2013-01-25,109622520000
2013-01-28,109639740000
2013-01-29,109260900000
2013-01-30,109398660000
2013-01-31,113686440000
2013-02-01,114909060000
2013-02-04,113032080000
2013-02-05,115287900000
2013-02-06,115683960000
2013-02-07,114581880000
2013-02-08,115287900000
2013-02-11,115683960000
2013-02-12,113445359999
2013-02-13,112704900000
2013-02-14,112842660000
2013-02-15,112670460000
2013-02-19,113083740000
2013-02-20,112394940000
2013-02-21,111620039999
2013-02-22,111826680000
2013-02-25,111585600000
2013-02-26,112394940000
2013-02-27,113032080000
2013-02-28,113032080000
2013-03-01,114168600000
2013-03-04,114736859999
2013-03-05,117044340000
2013-03-06,114805740000
2013-03-07,115012380000
2013-03-08,114771300000
2013-03-11,114857400000
2013-03-12,115442880000
2013-03-13,114960720000
2013-03-14,114633539999
2013-03-15,111895560000
2013-03-18,111172320000
2013-03-19,111447840000
2013-03-20,113204279999
2013-03-21,112532699999
2013-03-22,113514240000
2013-03-25,113083740000
2013-03-26,114719640000
2013-03-27,114822960000
2013-03-28,115270680000
2013-04-01,113982000000
2013-04-02,114431020000
2013-04-03,113930190000
2013-04-04,113653870000
2013-04-05,112531320000
2013-04-08,113740220000
2013-04-09,113912919999
2013-04-10,116209830000
2013-04-11,115760810000
2013-04-12,115156360000
2013-04-15,113101229999
2013-04-16,113653870000
2013-04-17,110925210000
2013-04-18,109906280000
2013-04-19,110407110000
2013-04-22,111529660000
2013-04-23,112859449999
2013-04-24,113982000000
2013-04-25,107833880000
2013-04-26,106245040000
2013-04-29,106400470000
2013-04-30,106383200000
2013-05-01,106935840000
2013-05-02,108611030000
2013-05-03,110130790000
2013-05-06,110286220000
2013-05-07,110476190000
2013-05-08,110735240000
2013-05-09,110717970000
2013-05-10,111633280000
2013-05-13,111944139999
2013-05-14,112807639999
2013-05-15,113187580000
2013-05-16,113360280000
2013-05-17,115035470000
2013-05-20,114154699999
2013-05-21,113567520000
2013-05-22,112652210000
2013-05-23,110372570000
2013-05-24,110977020000
2013-05-28,110648889999
2013-05-29,110717970000
2013-05-30,110838860000
2013-05-31,109629960000
2013-06-03,109198210000
2013-06-04,110027170000
2013-06-05,109060050000
2013-06-06,108749190000
2013-06-07,107246700000
2013-06-10,107125810000
2013-06-11,106486820000
2013-06-12,105536970000
2013-06-13,107004920000
2013-06-14,106003260000
2013-06-17,107194890000
2013-06-18,107730260000
2013-06-19,106918570000
2013-06-20,105208840000
2013-06-21,104777090000
2013-06-24,103412760000
2013-06-25,106745870000
2013-06-26,105813290000
2013-06-27,105485160000
2013-06-28,105502430000
2013-07-01,103632000000
2013-07-02,103564000000
2013-07-03,103547000000
2013-07-05,103615000000
2013-07-08,101983000000
2013-07-09,100963000000
2013-07-10,102748000000
2013-07-11,104210000000
2013-07-12,105434000000
2013-07-15,104176000000
2013-07-16,105145000000
2013-07-17,106505000000
2013-07-18,103904000000
2013-07-19,104482000000
2013-07-22,105757000000
2013-07-23,105910000000
2013-07-24,104363000000
2013-07-25,107814000000
2013-07-26,109837000000
2013-07-29,109207999999
2013-07-30,109667000000
2013-07-31,109752000000
2013-08-01,110959000000
2013-08-02,113475000000
2013-08-05,112625000000
2013-08-06,111503000000
2013-08-07,110856999999
2013-08-08,112794999999
2013-08-09,112659000000
2013-08-12,112981999999
2013-08-13,114325000000
2013-08-14,113831999999
2013-08-15,113815000000
2013-08-16,113730000000
2013-08-19,112761000000
2013-08-20,113406999999
2013-08-21,113168999999
2013-08-22,114120999999
2013-08-23,114155000000
2013-08-26,113815000000
2013-08-27,112234000000
2013-08-28,113152000000
2013-08-29,113406999999
2013-08-30,112676000000
2013-09-03,113475000000
2013-09-04,114376000000
2013-09-05,115311000000
2013-09-06,115634000000
2013-09-09,117810000000
2013-09-10,119153000000
2013-09-11,115753000000
2013-09-12,116977000000
2013-09-13,116586000000
2013-09-16,115753000000
2013-09-17,118014000000
2013-09-18,118388000000
2013-09-19,118081999999
2013-09-20,117402000000
2013-09-23,117266000000
2013-09-24,116467000000
2013-09-25,116875000000
2013-09-26,117079000000
2013-09-27,114545999999
2013-09-30,113636159999
2013-10-01,113923119999
2013-10-02,114243840000
2013-10-03,113281680000
2013-10-04,114817760000
2013-10-07,113416720000
2013-10-08,111998799999
2013-10-09,110918479999
2013-10-10,112825920000
2013-10-11,114024400000
2013-10-14,114362000000
2013-10-15,115070960000
2013-10-16,116252560000
2013-10-17,115965600000
2013-10-18,115459200000
2013-10-21,116083760000
2013-10-22,116336960000
2013-10-23,113163520000
2013-10-24,112994720000
2013-10-25,115239760000
2013-10-28,115695520000
2013-10-29,116353840000
2013-10-30,116539520000
2013-10-31,117299119999
2013-11-01,117991200000
2013-11-04,117434159999
2013-11-05,116488880000
2013-11-06,117721119999
2013-11-07,113247920000
2013-11-08,113855600000
2013-11-11,114142560000
2013-11-12,115644880000
2013-11-13,118210640000
2013-11-14,120219360000
2013-11-15,121822960000
2013-11-18,121434720000
2013-11-19,121265920000
2013-11-20,119898640000
2013-11-21,121046479999
2013-11-22,123156479999
2013-11-25,122363119999
