,SWN
2009-08-25,13635262593
2009-08-26,13305294050
2009-08-27,13198741708
2009-08-28,13209053225
2009-08-31,12669417171
2009-09-01,12470061176
2009-09-02,12329137111
2009-09-03,12322262767
2009-09-04,12789718202
2009-09-08,13422157909
2009-09-09,13628388248
2009-09-10,13968668308
2009-09-11,14295199678
2009-09-14,14453309605
2009-09-15,14852021594
2009-09-16,15401969165
2009-09-17,15494772818
2009-09-18,15133869724
2009-09-21,14896704834
2009-09-22,15257607928
2009-09-23,14714534701
2009-09-24,14405189193
2009-09-25,14092406512
2009-09-28,14253953611
2009-09-29,14542676085
2009-09-30,14657189842
2009-10-01,13832980479
2009-10-02,14001256557
2009-10-05,14413361238
2009-10-06,14818597509
2009-10-07,14756781806
2009-10-08,15371504623
2009-10-09,15570688553
2009-10-12,15587859581
2009-10-13,15560385936
2009-10-14,16027437908
2009-10-15,16995883910
2009-10-16,16868818300
2009-10-19,17229409896
2009-10-20,16985581293
2009-10-21,16738318484
2009-10-22,16697108016
2009-10-23,16216319220
2009-10-26,15845425007
2009-10-27,16065214171
2009-10-28,14980005176
2009-10-29,15759569865
2009-10-30,14966268353
2009-11-02,15299386304
2009-11-03,15611899021
2009-11-04,15378373035
2009-11-05,15642806872
2009-11-06,15364636212
2009-11-09,15859161830
2009-11-10,15629070049
2009-11-11,15350899389
2009-11-12,14619413579
2009-11-13,14523255820
2009-11-16,14667492459
2009-11-17,14530124232
2009-11-18,14471742735
2009-11-19,14248519366
2009-11-20,14248519366
2009-11-23,14519821615
2009-11-24,14825465920
2009-11-25,15491701822
2009-11-27,15062426112
2009-11-30,15096768169
2009-12-01,15302820510
2009-12-02,15144847048
2009-12-03,14794558069
2009-12-04,14749913395
2009-12-07,14743044984
2009-12-08,14186703664
2009-12-09,13987519734
2009-12-10,14437400678
2009-12-11,14234782543
2009-12-14,15268478453
2009-12-15,15271912658
2009-12-16,15563820141
2009-12-17,15591293787
2009-12-18,16295305951
2009-12-21,16755489512
2009-12-22,16947805030
2009-12-23,17366778123
2009-12-24,17383949152
2009-12-28,17167594194
2009-12-29,16951239236
2009-12-30,16803568392
2009-12-31,16633783705
2010-01-04,17541394725
2010-01-05,17824376107
2010-01-06,17738101295
2010-01-07,17582806634
2010-01-08,17762258243
2010-01-11,17420609988
2010-01-12,16813235313
2010-01-13,17179040515
2010-01-14,17051353794
2010-01-15,16789078366
2010-01-19,16809784321
2010-01-20,16447430112
2010-01-21,16091977887
2010-01-22,15681309783
2010-01-25,15984997121
2010-01-26,15719270700
2010-01-27,15381073438
2010-01-28,15163660913
2010-01-29,14797855711
2010-02-01,15463897258
2010-02-02,15695113753
2010-02-03,15315504581
2010-02-04,14452756464
2010-02-05,14528678298
2010-02-08,14411344554
2010-02-09,14715031892
2010-02-10,14856522583
2010-02-11,15301700611
2010-02-12,15277543664
2010-02-16,15726172685
2010-02-17,15771035587
2010-02-18,15808996505
2010-02-19,15632995889
2010-02-22,14987660297
2010-02-23,14663267005
2010-02-24,14749541816
2010-02-25,14835816628
2010-02-26,14683972959
2010-03-01,14677070974
2010-03-02,14635659065
2010-03-03,14663267005
2010-03-04,14069696300
2010-03-05,14697776929
2010-03-08,14580443185
2010-03-09,15146405950
2010-03-10,15508760160
2010-03-11,15315504581
2010-03-12,15308602596
2010-03-15,14984209304
2010-03-16,14694325937
2010-03-17,14825463651
2010-03-18,14073147292
2010-03-19,13665930181
2010-03-22,13786714917
2010-03-23,13779812932
2010-03-24,13603812316
2010-03-25,13158634288
2010-03-26,13010241611
2010-03-29,14055892330
2010-03-30,13879891714
2010-03-31,14060158836
2010-04-01,14322578304
2010-04-05,14757642158
2010-04-06,14477958251
2010-04-07,14080876162
2010-04-08,14067064612
2010-04-09,14260426324
2010-04-12,14419259160
2010-04-13,14353654293
2010-04-14,14360560069
2010-04-15,14374371619
2010-04-16,13977289531
2010-04-19,13707964288
2010-04-20,14084329050
2010-04-21,14039441510
2010-04-22,14332936967
2010-04-23,14878493228
2010-04-26,14643696862
2010-04-27,14129216591
2010-04-28,14236256110
2010-04-29,13942760653
2010-04-30,13701058512
2010-05-03,13998006857
2010-05-04,13576754554
2010-05-05,13673435410
2010-05-06,13152049363
2010-05-07,12830930804
2010-05-10,13549131452
2010-05-11,13435186157
2010-05-12,13842626909
2010-05-13,13735587389
2010-05-14,13486979473
2010-05-17,13279806209
2010-05-18,13248730220
2010-05-19,13141690700
2010-05-20,12551246898
2010-05-21,12868912569
2010-05-24,12392414062
2010-05-25,12551246898
2010-05-26,12382055399
2010-05-27,12931064548
2010-05-28,12986310752
2010-06-01,12703173958
2010-06-02,13956572204
2010-06-03,14650602638
2010-06-04,14398541834
2010-06-07,14450335150
2010-06-08,14519392904
2010-06-09,14467599588
2010-06-10,15196158899
2010-06-11,15161630022
2010-06-14,15033873176
2010-06-15,15534541897
2010-06-16,15427502377
2010-06-17,15389520612
2010-06-18,15220329113
2010-06-21,15109836706
2010-06-22,14522845792
2010-06-23,14543563118
2010-06-24,14125763703
2010-06-25,14346748518
2010-06-28,14174104131
2010-06-29,13473167922
2010-06-30,13353503666
2010-07-01,13419165304
2010-07-02,13045930729
2010-07-06,13014827848
2010-07-07,13215268638
2010-07-08,13363871293
2010-07-09,13274018525
2010-07-12,13260195022
2010-07-13,13256739146
2010-07-14,13394974174
2010-07-15,13412253552
2010-07-16,12928430956
2010-07-19,12565564008
2010-07-20,12738357793
2010-07-21,12914607453
2010-07-22,13083945362
2010-07-23,13045930729
2010-07-26,12987180843
2010-07-27,12904239826
2010-07-28,12797107680
2010-07-29,12693431409
2010-07-30,12596666890
2010-08-02,12831666436
2010-08-03,12883504572
2010-08-04,13180709881
2010-08-05,13291297903
2010-08-06,12942254459
2010-08-09,13001004345
2010-08-10,12810931182
2010-08-11,12071373785
2010-08-12,11978065141
2010-08-13,11912403503
2010-08-16,11587551188
2010-08-17,12081741412
2010-08-18,12022991525
2010-08-19,11860565368
2010-08-20,11649756950
2010-08-23,11708506837
2010-08-24,11338728138
2010-08-25,11373286895
2010-08-26,11200493111
2010-08-27,11525345426
2010-08-30,11463139663
2010-08-31,11307625257
2010-09-01,11594462939
2010-09-02,11673948080
2010-09-03,11774168475
2010-09-07,11418213279
2010-09-08,11480419042
2010-09-09,11383654522
2010-09-10,11532257177
2010-09-13,11425125031
2010-09-14,11362919268
2010-09-15,11238507743
2010-09-16,11027699326
2010-09-17,10865273169
2010-09-20,11038066953
2010-09-21,11089905089
2010-09-22,11127919721
2010-09-23,11155566727
2010-09-24,11421669155
2010-09-27,11224684241
2010-09-28,11317992884
2010-09-29,11625565821
2010-09-30,11556247633
2010-10-01,11563159265
2010-10-04,11310884720
2010-10-05,11497498767
2010-10-06,11711759339
2010-10-07,11500954583
2010-10-08,11704847708
2010-10-11,11646098841
2010-10-12,11611540684
2010-10-13,11981312962
2010-10-14,11919108280
2010-10-15,11964033884
2010-10-18,12060796723
2010-10-19,11763596574
2010-10-20,11936387358
2010-10-21,11863815229
2010-10-22,11718670970
2010-10-25,11735950049
2010-10-26,11500954583
2010-10-27,11538968555
2010-10-28,11625363947
2010-10-29,11694480261
2010-11-01,11943298990
2010-11-02,12067708354
2010-11-03,12278513111
2010-11-04,12603359784
2010-11-05,12472038789
2010-11-08,12869457592
2010-11-09,13066439086
2010-11-10,13180481003
2010-11-11,13287611289
2010-11-12,13094085611
2010-11-15,13135555399
2010-11-16,12848722698
2010-11-17,12938573905
2010-11-18,13177025187
2010-11-19,13277243842
2010-11-22,13180481003
2010-11-23,12568801628
2010-11-24,12689755176
2010-11-26,12548066734
2010-11-29,12610271416
2010-11-30,12510052761
2010-12-01,12745048227
2010-12-02,13035336744
2010-12-03,13100997242
2010-12-06,12910927380
2010-12-07,12758871490
2010-12-08,12516964392
2010-12-09,12475494604
2010-12-10,12319982899
2010-12-13,12520420208
2010-12-14,12202485166
2010-12-15,12133368852
2010-12-16,12330350346
2010-12-17,12361452687
2010-12-20,12271601479
2010-12-21,12268145664
2010-12-22,12416745738
2010-12-23,12506596945
2010-12-27,12506596945
2010-12-28,12631006310
2010-12-29,12789973831
2010-12-30,12866001776
2010-12-31,12981993101
2011-01-03,13203966801
2011-01-04,13034018187
2011-01-05,12947309710
2011-01-06,13092979951
2011-01-07,13231713513
2011-01-10,13210903479
2011-01-11,13273333582
2011-01-12,13495307282
2011-01-13,13616699149
2011-01-14,13658319218
2011-01-18,13509180638
2011-01-19,13505712299
2011-01-20,13179688428
2011-01-21,13238650192
2011-01-24,13543864029
2011-01-25,13346168702
2011-01-26,13810926136
2011-01-27,13620167488
2011-01-28,13453687213
2011-01-31,13699939287
2011-02-01,13679129252
2011-02-02,13536927351
2011-02-03,13634040844
2011-02-04,13644445862
2011-02-07,13686065930
2011-02-08,13467560569
2011-02-09,12964651406
2011-02-10,12850196217
2011-02-11,12801639470
2011-02-14,12992398118
2011-02-15,12815512826
2011-02-16,12832854522
2011-02-17,12551919058
2011-02-18,12642095873
2011-02-22,12610880822
2011-02-23,13176220088
2011-02-24,13044423204
2011-02-25,13481433926
2011-02-28,13693002608
2011-03-01,13145005037
2011-03-02,13120726663
2011-03-03,13169283410
2011-03-04,13127663342
2011-03-07,13148473376
2011-03-08,12950778050
2011-03-09,12943841371
2011-03-10,12527640684
2011-03-11,12798171131
2011-03-14,13311485312
2011-03-15,13439813857
2011-03-16,13880292918
2011-03-17,14185506755
2011-03-18,14261810214
2011-03-21,14431758828
2011-03-22,14577429069
2011-03-23,14743909344
2011-03-24,14934667992
2011-03-25,15083806571
2011-03-28,14757782700
2011-03-29,14740441005
2011-03-30,14997098095
2011-03-31,14916297705
2011-04-01,14881584422
2011-04-04,14794801214
2011-04-05,14714960663
2011-04-06,14371299162
2011-04-07,14246331343
2011-04-08,14076236256
2011-04-11,13746460068
2011-04-12,13197990196
2011-04-13,13333372000
2011-04-14,13541651698
2011-04-15,13871427886
2011-04-18,13874899215
2011-04-19,13857542573
2011-04-20,14159548135
2011-04-21,14072764928
2011-04-25,14065822271
2011-04-26,14305343924
2011-04-27,14666362067
2011-04-28,14829514497
2011-04-29,15225245923
2011-05-02,15187061312
2011-05-03,14971838957
2011-05-04,14659419410
2011-05-05,14513623622
2011-05-06,14548336905
2011-05-09,14791329886
2011-05-10,14930183018
2011-05-11,14444197056
2011-05-12,14374770490
2011-05-13,14301872596
2011-05-16,14312286580
2011-05-17,14527508935
2011-05-18,14652476754
2011-05-19,14534451592
2011-05-20,14881584422
2011-05-23,14812157856
2011-05-24,14871170437
2011-05-25,15079450135
2011-05-26,14989195599
2011-05-27,15055150837
2011-05-31,15194003969
2011-06-01,14555279561
2011-06-02,14655948082
2011-06-03,15180118655
2011-06-06,14926711690
2011-06-07,15013494897
2011-06-08,15155819357
2011-06-09,14982252942
2011-06-10,14655948082
2011-06-13,14312286580
2011-06-14,14510152293
2011-06-15,14364356505
2011-06-16,14343528535
2011-06-17,14287987282
2011-06-20,14322700565
2011-06-21,14649005426
2011-06-22,14631648784
2011-06-23,14447668384
2011-06-24,14176904777
2011-06-27,14124834852
2011-06-28,14444197056
2011-06-29,14694132693
2011-06-30,14889642323
2011-07-01,15209102933
2011-07-05,15282023289
2011-07-06,15229937320
2011-07-07,15455643186
2011-07-08,15247299310
2011-07-11,14827139161
2011-07-12,15028538241
2011-07-13,15202158137
2011-07-14,15163961760
2011-07-15,16504307361
2011-07-18,16334159862
2011-07-19,16761264808
2011-07-20,16493890167
2011-07-21,16841129960
2011-07-22,17014749857
2011-07-25,16893215929
2011-07-26,16806405981
2011-07-27,16486945371
2011-07-28,16483472973
2011-07-29,15473005176
2011-08-01,15198685739
2011-08-02,14761163600
2011-08-03,14729912019
2011-08-04,13844450546
2011-08-05,13090940196
2011-08-08,12038803623
2011-08-09,12653418056
2011-08-10,12538828925
2011-08-11,13233308511
2011-08-12,13254142898
2011-08-15,13847922944
2011-08-16,13441652387
2011-08-17,13535407131
2011-08-18,12743700403
2011-08-19,12573552904
2011-08-22,12410350201
2011-08-23,12962461472
2011-08-24,12983295860
2011-08-25,12639528465
2011-08-26,12833982749
2011-08-29,13188167338
2011-08-30,13042326625
2011-08-31,13177750144
2011-09-01,13181222542
2011-09-02,12740228005
2011-09-06,12615221679
2011-09-07,13056216216
2011-09-08,13007602645
2011-09-09,12469380966
2011-09-12,12483270558
2011-09-13,12823565555
2011-09-14,13285394480
2011-09-15,13455541978
2011-09-16,13535407131
2011-09-19,13771530190
2011-09-20,13438179989
2011-09-21,13274977286
2011-09-22,12139503163
2011-09-23,11774901380
2011-09-26,12441601783
2011-09-27,12566608108
2011-09-28,11965883266
2011-09-29,12011024439
2011-09-30,11572353182
2011-10-03,11214731706
2011-10-04,11693875042
2011-10-05,12238987389
2011-10-06,12270235867
2011-10-07,11936918764
2011-10-10,12301484345
2011-10-11,12402173887
2011-10-12,12693826352
2011-10-13,13075752200
2011-10-14,13547951430
2011-10-17,13502814739
2011-10-18,13940293437
2011-10-19,13721554088
2011-10-20,13877796480
2011-10-21,13975013969
2011-10-24,14273610540
2011-10-25,13950709596
2011-10-26,14415964720
2011-10-27,15117319458
2011-10-28,15349947020
2011-10-31,14596511484
2011-11-01,14172920999
2011-11-02,14488877836
2011-11-03,14825666993
2011-11-04,14811778780
2011-11-07,14572207112
2011-11-08,14617343803
2011-11-09,14013206553
2011-11-10,14461101411
2011-11-11,14711089238
2011-11-14,14409020614
2011-11-15,14464573464
2011-11-16,14037510925
2011-11-17,13374348772
2011-11-18,13409069303
2011-11-21,13218106380
2011-11-22,12891733383
2011-11-23,12370925409
2011-11-25,12162602219
2011-11-28,12655633768
2011-11-29,12811876160
2011-11-30,13211162273
2011-12-01,13159081476
2011-12-02,13086168360
2011-12-05,13058391934
2011-12-06,13086168360
2011-12-07,12801460000
2011-12-08,12461198791
2011-12-09,12773683575
2011-12-12,12357037196
2011-12-13,12013303933
2011-12-14,11641794245
2011-12-15,11495968012
2011-12-16,11627906032
2011-12-19,11339725620
2011-12-20,11409166683
2011-12-21,11367502045
2011-12-22,11596657554
2011-12-23,11419582843
2011-12-27,11308477142
2011-12-28,11159178856
2011-12-29,11159178856
2011-12-30,11089737793
2012-01-03,11379602419
2012-01-04,11623202471
2012-01-05,11710202490
2012-01-06,11553602456
2012-01-09,11511842447
2012-01-10,11313482405
2012-01-11,10412162214
2012-01-12,10359962202
2012-01-13,10238162177
2012-01-17,10144202157
2012-01-18,10328642196
2012-01-19,10112882150
2012-01-20,10241642177
2012-01-23,11296082402
2012-01-24,11042042348
2012-01-25,11351762413
2012-01-26,10923722322
2012-01-27,11149922370
2012-01-30,11125562365
2012-01-31,10836722304
2012-02-01,10582682250
2012-02-02,10781042292
2012-02-03,10888922315
2012-02-06,11045522348
2012-02-07,11306522404
2012-02-08,11459642436
2012-02-09,11658002479
2012-02-10,11689322485
2012-02-13,11692802486
2012-02-14,11727602493
2012-02-15,12016442555
2012-02-16,12388802634
2012-02-17,12367922629
2012-02-21,12284402612
2012-02-22,12127802578
2012-02-23,12319202619
2012-02-24,12253082605
2012-02-27,12294842614
2012-02-28,11591882464
2012-02-29,11504882446
2012-03-01,11727602493
2012-03-02,11616242470
2012-03-05,11327402408
2012-03-06,11278682398
2012-03-07,11296082402
2012-03-08,11751962498
2012-03-09,11664962480
2012-03-12,11487482442
2012-03-13,11710202490
2012-03-14,11525762450
2012-03-15,11678882483
2012-03-16,12019922555
2012-03-19,12075602567
2012-03-20,11703242488
2012-03-21,11626682472
2012-03-22,11017682342
2012-03-23,11268242396
2012-03-26,11219522385
2012-03-27,11007242340
2012-03-28,10680122271
2012-03-29,10561802245
2012-03-30,10648802264
2012-04-02,10758228140
2012-04-03,10545848879
2012-04-04,10406583790
2012-04-05,10298653346
2012-04-09,10107163848
2012-04-10,10201167783
2012-04-11,9971380386
2012-04-12,10079310830
2012-04-13,9887821333
2012-04-16,9741592989
2012-04-17,9825152043
2012-04-18,9821670415
2012-04-19,9832115297
2012-04-20,9696331835
2012-04-23,9734629735
2012-04-24,9821670415
2012-04-25,10208131038
2012-04-26,10441400062
2012-04-27,10622444678
2012-04-30,10994978792
2012-05-01,11301361988
2012-05-02,10845268821
2012-05-03,10779117904
2012-05-04,10002715031
2012-05-07,10037531304
2012-05-08,10302134973
2012-05-09,10726893495
2012-05-10,10702522105
2012-05-11,10584146779
2012-05-14,10434436808
2012-05-15,9967898759
2012-05-16,10030568049
2012-05-17,10058421067
2012-05-18,10135016866
2012-05-21,10323024736
2012-05-22,10169833138
2012-05-23,10302134973
2012-05-24,10041012931
2012-05-25,10016641540
2012-05-29,10350877754
2012-05-30,9797299025
2012-05-31,9759001125
2012-06-01,9550103491
2012-06-04,9476989320
2012-06-05,9588401391
2012-06-06,9797299025
2012-06-07,9476989320
2012-06-08,9431728166
2012-06-11,9188014259
2012-06-12,9250683550
2012-06-13,8989561507
2012-06-14,9379503757
2012-06-15,9532695355
2012-06-18,9724184853
2012-06-19,9891302960
2012-06-20,10023604795
2012-06-21,9553585119
2012-06-22,10103682221
2012-06-25,10148943375
2012-06-26,10281245210
2012-06-27,10841787194
2012-06-28,10716448613
2012-06-29,11116835745
2012-07-02,11121923197
2012-07-03,11418275382
2012-07-05,11209085604
2012-07-06,11121923197
2012-07-09,11149815167
2012-07-10,10811625026
2012-07-11,10888327944
2012-07-12,10801165537
2012-07-13,11038247285
2012-07-16,11198626115
2012-07-17,11017328308
2012-07-18,11017328308
2012-07-19,11045220278
2012-07-20,11146328671
2012-07-23,11055679767
2012-07-24,11205599108
2012-07-25,11062652759
2012-07-26,11446167352
2012-07-27,11508924286
2012-07-30,11948222820
2012-07-31,11592600197
2012-08-01,11508924286
2012-08-02,11202112611
2012-08-03,10668678678
2012-08-06,10651246196
2012-08-07,11069625752
2012-08-08,11107977211
2012-08-09,11442680856
2012-08-10,11170734145
2012-08-13,11020814804
2012-08-14,10912733419
2012-08-15,11087058234
2012-08-16,11372950930
2012-08-17,11226518086
2012-08-20,11219545093
2012-08-21,11278815530
2012-08-22,11460113338
2012-08-23,10790706048
2012-08-24,10999895826
2012-08-27,11121923197
2012-08-28,10919706411
2012-08-29,10780246559
2012-08-30,10672165174
2012-08-31,10853462981
2012-09-04,10895300937
2012-09-05,10989436337
2012-09-06,11278815530
2012-09-07,11376437426
2012-09-10,11331112975
2012-09-11,11909871360
2012-09-12,12338710405
2012-09-13,12467710768
2012-09-14,12425872813
2012-09-17,12007493257
2012-09-18,11895925375
2012-09-19,11888952383
2012-09-20,11864546908
2012-09-21,11850600923
2012-09-24,11655357130
2012-09-25,11599573190
2012-09-26,11613519175
2012-09-27,12181818072
2012-09-28,12126034131
2012-10-01,12347153413
2012-10-02,12385574541
2012-10-03,12242368519
2012-10-04,12497345095
2012-10-05,12403038690
2012-10-08,12413517180
2012-10-09,12493852266
2012-10-10,12252847008
2012-10-11,12598637160
2012-10-12,12612608480
2012-10-15,12640551118
2012-10-16,12612608480
2012-10-17,12609115650
2012-10-18,12570694522
2012-10-19,12312225115
2012-10-22,12214425880
2012-10-23,11931506665
2012-10-24,11777822153
2012-10-25,11854664409
2012-10-26,11924521005
2012-10-31,12120119475
2012-11-01,12434474159
2012-11-02,12542751883
2012-11-05,12462416797
2012-11-06,12665000927
2012-11-07,12305239455
2012-11-08,11931506665
2012-11-09,11945477984
2012-11-12,11861650068
2012-11-13,12259832668
2012-11-14,12196961731
2012-11-15,12011841750
2012-11-16,12448445478
2012-11-19,12605622820
2012-11-20,12535766223
2012-11-21,12682465076
2012-11-23,12783757141
2012-11-26,12567201692
2012-11-27,12511316415
2012-11-28,12371603222
2012-11-29,12350646243
2012-11-30,12123612305
2012-12-03,12217918710
2012-12-04,11868635728
2012-12-05,12050262879
2012-12-06,12141076454
2012-12-07,12008348921
2012-12-10,11756865174
2012-12-11,11774329323
2012-12-12,11903564026
2012-12-13,11557773874
2012-12-14,11501888597
2012-12-17,11568252363
2012-12-18,11858157238
2012-12-19,11784807812
2012-12-20,11976913452
2012-12-21,12032798729
2012-12-24,11854664409
2012-12-26,11627630470
2012-12-27,11571745193
2012-12-28,11449496149
2012-12-31,11694583486
2013-01-02,11673581540
2013-01-03,11715585432
2013-01-04,12020113646
2013-01-07,11729586729
2013-01-08,11456561433
2013-01-09,11232540678
2013-01-10,11232540678
2013-01-11,11379554299
2013-01-14,11404056569
2013-01-15,11607075378
2013-01-16,11481063703
2013-01-17,11750588675
2013-01-18,11792592566
2013-01-22,12146125321
2013-01-23,11985110403
2013-01-24,11964108457
2013-01-25,12121623050
2013-01-28,11638578297
2013-01-29,11904602944
2013-01-30,12051616564
2013-01-31,12006112348
2013-02-01,11932605538
2013-02-04,11813594512
2013-02-05,11988610727
2013-02-06,12062117537
2013-02-07,12111122078
2013-02-08,12076118835
2013-02-11,11757589323
2013-02-12,11638578297
2013-02-13,11796092891
2013-02-14,11659580243
2013-02-15,11565071487
2013-02-19,11649079270
2013-02-20,11582573108
2013-02-21,11593074081
2013-02-22,11673581540
2013-02-25,11516066947
2013-02-26,11698083810
2013-02-27,11981610078
2013-02-28,11995611376
2013-03-01,12342143481
2013-03-04,12391148022
2013-03-05,12569664561
2013-03-06,12681674938
2013-03-07,13077211584
2013-03-08,13161219368
2013-03-11,13269729421
2013-03-12,13231225853
2013-03-13,13227725529
2013-03-14,13504251149
2013-03-15,13507751473
2013-03-18,13535754068
2013-03-19,13455246609
2013-03-20,13602260229
2013-03-21,13227725529
2013-03-22,13185721638
2013-03-25,13220724881
2013-03-26,13203223259
2013-03-27,13168220016
2013-03-28,13042208341
2013-04-01,12959596845
2013-04-02,12938569917
2013-04-03,12528544814
2013-04-04,12581112135
2013-04-05,13110289832
2013-04-08,13117298808
2013-04-09,13310045651
2013-04-10,13443216198
2013-04-11,13758620123
2013-04-12,13299532187
2013-04-15,12735309610
2013-04-16,12794885907
2013-04-17,12584616623
2013-04-18,12570598671
2013-04-19,12398878756
2013-04-22,12311266554
2013-04-23,12314771042
2013-04-24,12255194745
2013-04-25,12654706384
2013-04-26,12433923636
2013-04-29,12956092357
2013-04-30,13113794320
2013-05-01,12801894883
2013-05-02,12963101333
2013-05-03,12980623774
2013-05-06,12987632750
2013-05-07,12780867954
2013-05-08,12745823074
2013-05-09,12854462204
2013-05-10,12896516060
2013-05-13,12738814098
2013-05-14,13113794320
2013-05-15,13303036675
2013-05-16,13306541163
2013-05-17,13618440601
2013-05-20,13867259253
2013-05-21,13870763741
2013-05-22,13600918160
2013-05-23,13607927136
2013-05-24,13345090532
2013-05-28,13530828399
2013-05-29,13481765566
2013-05-30,13467747614
2013-05-31,13208415498
2013-06-03,13341586044
2013-06-04,13271496283
2013-06-05,13187388569
2013-06-06,12994641726
2013-06-07,13418684781
2013-06-10,13443216198
2013-06-11,13008659678
2013-06-12,12812408347
2013-06-13,12952587869
2013-06-14,12805399371
2013-06-17,13141830225
2013-06-18,13327568092
2013-06-19,13166361641
2013-06-20,12609148039
2013-06-21,12658210872
2013-06-24,12595130087
2013-06-25,12791381419
2013-06-26,12956092357
2013-06-27,12738814098
2013-06-28,12801894883
2013-07-01,12867491441
2013-07-02,13179451871
2013-07-03,13189967391
2013-07-05,13288112245
2013-07-08,13400277793
2013-07-09,13575536462
2013-07-10,13593062328
2013-07-11,13498422647
2013-07-12,13579041635
2013-07-15,13396772620
2013-07-16,13340689846
2013-07-17,13442339873
2013-07-18,13663165796
2013-07-19,13722753743
2013-07-22,13484401954
2013-07-23,13431824353
2013-07-24,13172441524
2013-07-25,13848939984
2013-07-26,13782341690
2013-07-29,13368731233
2013-07-30,13438834700
2013-07-31,13596567502
2013-08-01,13989146919
2013-08-02,13547495075
2013-08-05,13477391607
2013-08-06,13382751926
2013-08-07,13186462217
2013-08-08,13218008778
2013-08-09,13137389790
2013-08-12,13291617419
2013-08-13,13175946697
2013-08-14,13119863923
2013-08-15,13095327710
2013-08-16,12951615602
2013-08-19,12842955227
2013-08-20,12902543174
2013-08-21,12937594908
2013-08-22,13189967391
2013-08-23,13375741579
2013-08-26,13435329527
2013-08-27,13326669152
2013-08-28,13400277793
2013-08-29,13414298486
2013-08-30,13389762273
2013-09-03,13438834700
2013-09-04,13428319180
2013-09-05,13305638112
2013-09-06,13189967391
2013-09-09,13368731233
2013-09-10,13326669152
2013-09-11,13491412301
2013-09-12,13424814007
2013-09-13,13295122592
2013-09-16,13288112245
2013-09-17,13218008778
2013-09-18,13302132939
2013-09-19,13032234589
2013-09-20,12990172509
2013-09-23,13021719069
2013-09-24,12976151815
2013-09-25,12972646642
2013-09-26,13056770803
2013-09-27,12772851760
2013-09-30,12763964509
2013-10-01,12728879395
2013-10-02,12651692144
2013-10-03,12525385733
2013-10-04,12592047450
2013-10-07,12581521916
2013-10-08,12469249551
2013-10-09,12335926117
2013-10-10,12469249551
2013-10-11,12595555961
2013-10-14,12711336838
2013-10-15,12834134737
2013-10-16,12988509239
2013-10-17,12816592180
2013-10-18,12795541112
2013-10-21,12756947486
2013-10-22,12886762408
2013-10-23,12721862372
2013-10-24,12897287943
2013-10-25,13027102865
2013-10-28,13023594353
2013-10-29,13146392253
2013-10-30,13153409276
2013-10-31,13058679468
2013-11-01,13402513586
2013-11-04,13279715686
2013-11-05,12883253897
2013-11-06,12848168783
2013-11-07,12518368710
2013-11-08,12683268747
2013-11-11,12602572984
2013-11-12,12563979359
2013-11-13,12602572984
2013-11-14,12609590007
2013-11-15,12795541112
2013-11-18,12735896418
2013-11-19,13135866719
2013-11-20,13293749732
2013-11-21,13574430645
2013-11-22,13732313658
2013-11-25,13763890261
2013-11-26,13584956179
2013-11-27,13627058316
2013-11-29,13563905111
2013-12-02,13749856215
2013-12-03,13627058316
2013-12-04,13402513586
2013-12-05,13672668964
2013-12-06,13570922133
2013-12-09,13816517932
2013-12-10,13693720033
2013-12-11,13399005074
2013-12-12,13560396599
2013-12-13,13535837019
2013-12-16,13318309312
2013-12-17,13535837019
2013-12-18,13486717860
2013-12-19,13858620069
2013-12-20,13795466864
2013-12-23,14076147776
2013-12-24,14097198845
2013-12-26,13921773274
2013-12-27,13939315831
2013-12-30,13844586023
2013-12-31,13813582419
2014-01-02,13683630080
2014-01-03,13609873347
2014-01-06,13694166756
2014-01-07,13827631321
2014-01-08,13599336671
2014-01-09,13349968669
2014-01-10,13525579938
2014-01-13,13371042021
2014-01-14,13701191207
2014-01-15,13736313461
2014-01-16,13911924730
2014-01-17,13813582419
2014-01-21,14164804957
2014-01-22,14765395497
2014-01-23,14814566652
2014-01-24,14631930933
2014-01-27,14382562931
2014-01-28,14600320904
2014-01-29,14709199891
2014-01-30,14400124058
2014-01-31,14291245071
2014-02-03,14249098366
2014-02-04,14740809919
2014-02-05,14821591103
2014-02-06,14909396738
2014-02-07,14565198650
2014-02-10,14589784228
2014-02-11,14653004285
2014-02-12,14544125298
2014-02-13,14600320904
2014-02-14,14624906482
2014-02-18,14789981075
2014-02-19,15049885753
2014-02-20,14849688906
2014-02-21,15035836851
2014-02-24,15204423670
2014-02-25,15028812401
2014-02-26,14937494541
2014-02-27,15151740289
2014-02-28,14519539720
2014-03-03,14298269521
2014-03-04,14403636283
2014-03-05,14189390535
2014-03-06,14516027495
2014-03-07,14730273243
2014-03-10,14955055668
2014-03-11,14951543442
2014-03-12,14958567893
2014-03-13,15092032457
2014-03-14,15478377249
2014-03-17,15355449361
2014-03-18,15913893196
2014-03-19,15941990999
2014-03-20,16033308859
2014-03-21,16356433594
2014-03-24,16187846776
2014-03-25,15959552126
2014-03-26,15812038660
2014-03-27,15991162155
2014-03-28,16089504465
2014-03-31,16167526687
2014-04-01,16090220539
2014-04-02,16237805004
2014-04-03,16445126037
2014-04-04,16434584290
2014-04-07,16350250310
2014-04-08,16473237364
2014-04-09,16301055488
2014-04-10,16304569404
2014-04-11,16385389468
