,APD
2009-04-14,11364866000
2009-04-15,11597744000
2009-04-16,11729918000
2009-04-17,11763486000
2009-04-20,11209614000
2009-04-21,11259966000
2009-04-22,11868386000
2009-04-23,11828524000
2009-04-24,12141126000
2009-04-27,12107558000
2009-04-28,12193576000
2009-04-29,12550236000
2009-04-30,12781016000
2009-05-01,12753742000
2009-05-04,13034874000
2009-05-05,12848152000
2009-05-06,12718076000
2009-05-07,12174694000
2009-05-08,12115950000
2009-05-11,12139028000
2009-05-12,12166302000
2009-05-13,11650194000
2009-05-14,11941816000
2009-05-15,11946012000
2009-05-18,12472610000
2009-05-19,12397082000
2009-05-20,12311064000
2009-05-21,11897758000
2009-05-22,12099166000
2009-05-26,12394984000
2009-05-27,12061402000
2009-05-28,12160008000
2009-05-29,12564922000
2009-06-01,13217400000
2009-06-02,13244674000
2009-06-03,12908994000
2009-06-04,13250968000
2009-06-05,13234184000
2009-06-08,13074736000
2009-06-09,13248870000
2009-06-10,13137676000
2009-06-11,13309712000
2009-06-12,13188028000
2009-06-15,12755840000
2009-06-16,12550236000
2009-06-17,12485198000
2009-06-18,12709684000
2009-06-19,12596392000
2009-06-22,12017344000
2009-06-23,12267006000
2009-06-24,12296378000
2009-06-25,12583804000
2009-06-26,12644646000
2009-06-29,12718076000
2009-06-30,12640607000
2009-07-01,12651192000
2009-07-02,12206622000
2009-07-06,12304004000
2009-07-07,11882721000
2009-07-08,12166399000
2009-07-09,12350578000
2009-07-10,12390801000
2009-07-13,12693532000
2009-07-14,12731638000
2009-07-15,13178325000
2009-07-16,13406961000
2009-07-17,13260888000
2009-07-20,13419663000
2009-07-21,13641948000
2009-07-22,13675819999
2009-07-23,14166964000
2009-07-24,14355377000
2009-07-27,14499332999
2009-07-28,14382898000
2009-07-29,14179666000
2009-07-30,14573428000
2009-07-31,14600949000
2009-08-03,14755490000
2009-08-04,14607300000
2009-08-05,14545906999
2009-08-06,14509918000
2009-08-07,14607300000
2009-08-10,14492981999
2009-08-11,14482397000
2009-08-12,14755490000
2009-08-13,14863456999
2009-08-14,14543790000
2009-08-17,14293984000
2009-08-18,14452759000
2009-08-19,14581895999
2009-08-20,14571311000
2009-08-21,14998944999
2009-08-24,14899445999
2009-08-25,14789362000
2009-08-26,14797830000
2009-08-27,14804181000
2009-08-28,14827468000
2009-08-31,14685629000
2009-09-01,14482397000
2009-09-02,14389249000
2009-09-03,14550141000
2009-09-04,14706799000
2009-09-08,14772426000
2009-09-09,14789362000
2009-09-10,14526854000
2009-09-11,14452759000
2009-09-14,14689863000
2009-09-15,15085742000
2009-09-16,15500674000
2009-09-17,15566301000
2009-09-18,15697555000
2009-09-21,15557832999
2009-09-22,15521843999
2009-09-23,15178890000
2009-09-24,15130199000
2009-09-25,15011647000
2009-09-28,15375770999
2009-09-29,15286856999
2009-09-30,15183124000
2009-10-01,14757606999
2009-10-02,14783011000
2009-10-05,14899445999
2009-10-06,15204293999
2009-10-07,15295325000
2009-10-08,15500674000
2009-10-09,15703906000
2009-10-12,15900787000
2009-10-13,16112487000
2009-10-14,16358059000
2009-10-15,16430037000
2009-10-16,16241624000
2009-10-19,16398281999
2009-10-20,16292431999
2009-10-21,16042626000
2009-10-22,16288198000
2009-10-23,15879617000
2009-10-26,15699672000
2009-10-27,15799170999
2009-10-28,15189475000
2009-10-29,15672151000
2009-10-30,15096327000
2009-11-02,15324963000
2009-11-03,15382122000
2009-11-04,15197943000
2009-11-05,15562067000
2009-11-06,15686969999
2009-11-09,16055328000
2009-11-10,16091317000
2009-11-11,16205635000
2009-11-12,16152710000
2009-11-13,16319953000
2009-11-16,16578227000
2009-11-17,16538004000
2009-11-18,16402516000
2009-11-19,16095551000
2009-11-20,16114604000
2009-11-23,16241624000
2009-11-24,16163294999
2009-11-25,16311485000
2009-11-27,16070147000
2009-11-30,16231039000
2009-12-01,16362293000
2009-12-02,16485079000
2009-12-03,16144242000
2009-12-04,16065913000
2009-12-07,16032041000
2009-12-08,15761065000
2009-12-09,16097668000
2009-12-10,16070147000
2009-12-11,16000286000
2009-12-14,16131540000
2009-12-15,16034157999
2009-12-16,16173880000
2009-12-17,15885968000
2009-12-18,15913489000
2009-12-21,15708140000
2009-12-22,15856330000
2009-12-23,15909255000
2009-12-24,16012988000
2009-12-28,16068030000
2009-12-29,16182348000
2009-12-30,16095551000
2009-12-31,15894774000
2010-01-04,16306247999
2010-01-05,16170503999
2010-01-06,16039002000
2010-01-07,15945678000
2010-01-08,16047486000
2010-01-11,16342305000
2010-01-12,16134446999
2010-01-13,16295643000
2010-01-14,16092027000
2010-01-15,16229892000
2010-01-19,16193834999
2010-01-20,15977493000
2010-01-21,15659343000
2010-01-22,15309378000
2010-01-25,15737820000
2010-01-26,15604196999
2010-01-27,15464211000
2010-01-28,15105762000
2010-01-29,14895783000
2010-02-01,15061221000
2010-02-02,15025164000
2010-02-03,14940324000
2010-02-04,14450372999
2010-02-05,13459866000
2010-02-08,13402599000
2010-02-09,13324122000
2010-02-10,13377147000
2010-02-11,13413204000
2010-02-12,13438656000
2010-02-16,13805589000
2010-02-17,13761047999
2010-02-18,13716507000
2010-02-19,13654997999
2010-02-22,13710144000
2010-02-23,13739838000
2010-02-24,13701659999
2010-02-25,13525617000
2010-02-26,13447140000
2010-03-01,13561674000
2010-03-02,13856493000
2010-03-03,13985874000
2010-03-04,14096165999
2010-03-05,14412195000
2010-03-08,14550059999
2010-03-09,14556422999
2010-03-10,14588238000
2010-03-11,14639142000
2010-03-12,14620053000
2010-03-15,14533092000
2010-03-16,14683683000
2010-03-17,14617932000
2010-03-18,14660352000
2010-03-19,14596721999
2010-03-22,14709134999
2010-03-23,14813064000
2010-03-24,14668836000
2010-03-25,14452494000
2010-03-26,14573390999
2010-03-29,14569149000
2010-03-30,14528850000
2010-03-31,14514951000
2010-04-01,14497967000
2010-04-05,14557410999
2010-04-06,14648700000
2010-04-07,14536181000
2010-04-08,14544673000
2010-04-09,14790941000
2010-04-12,14786695000
2010-04-13,14710267000
2010-04-14,14918321000
2010-04-15,15064807999
2010-04-16,14922567000
2010-04-19,14886476000
2010-04-20,15007487000
2010-04-21,15047823999
2010-04-22,15175204000
2010-04-23,15548851999
2010-04-26,15506392000
2010-04-27,15196434000
2010-04-28,15321691000
2010-04-29,15315322000
2010-04-30,15069054000
2010-05-03,15115760000
2010-05-04,14676298999
2010-05-05,14551042000
2010-05-06,14185885999
2010-05-07,13931126000
2010-05-10,14247453000
2010-05-11,14066998000
2010-05-12,14243207000
2010-05-13,14026660999
2010-05-14,13655135999
2010-05-17,13852575000
2010-05-18,13748548000
2010-05-19,13619045000
2010-05-20,12956669000
2010-05-21,13139247000
2010-05-24,12948177000
2010-05-25,13219921000
2010-05-26,13459820000
2010-05-27,13871682000
2010-05-28,13555355000
2010-06-01,13232659000
2010-06-02,13565970000
2010-06-03,13536248000
2010-06-04,13062819000
2010-06-07,12875995000
2010-06-08,13113771000
2010-06-09,13247520000
2010-06-10,13525633000
2010-06-11,13627537000
2010-06-14,13546863000
2010-06-15,13786762000
2010-06-16,13844082999
2010-06-17,13867435999
2010-06-18,14041522000
2010-06-21,13965094000
2010-06-22,13782516000
2010-06-23,13542617000
2010-06-24,13213552000
2010-06-25,13459820000
2010-06-28,13304841000
2010-06-29,12859011000
2010-06-30,12834864000
2010-07-01,12871278000
2010-07-02,12866994000
2010-07-06,13019076000
2010-07-07,13415346000
2010-07-08,13620978000
2010-07-09,13809474000
2010-07-12,13698090000
2010-07-13,14047236000
2010-07-14,13914431999
2010-07-15,13925142000
2010-07-16,13728078000
2010-07-19,13728078000
2010-07-20,14015106000
2010-07-21,13871592000
2010-07-22,14177898000
2010-07-23,14276430000
2010-07-26,14415660000
2010-07-27,14332122000
2010-07-28,14359968000
2010-07-29,14394240000
2010-07-30,14372819999
2010-08-02,14850486000
2010-08-03,14987574000
2010-08-04,15188922000
2010-08-05,15259607999
2010-08-06,15094674000
2010-08-09,15248898000
2010-08-10,15233904000
2010-08-11,14931881999
2010-08-12,14792652000
2010-08-13,14987574000
2010-08-16,15030414000
2010-08-17,15193206000
2010-08-18,15253181999
2010-08-19,14968295999
2010-08-20,14854769999
2010-08-23,14790510000
2010-08-24,14623434000
2010-08-25,14565600000
2010-08-26,14567742000
2010-08-27,14736960000
2010-08-30,14595588000
2010-08-31,14659848000
2010-09-01,14803362000
2010-09-02,15285312000
2010-09-03,15454530000
2010-09-07,15323868000
2010-09-08,15405264000
2010-09-09,15437393999
2010-09-10,15437393999
2010-09-13,15600186000
2010-09-14,15882930000
2010-09-15,16116407999
2010-09-16,16189236000
2010-09-17,16277057999
2010-09-20,16446276000
2010-09-21,16435566000
2010-09-22,16471980000
2010-09-23,16424856000
2010-09-24,16673328000
2010-09-27,16606926000
2010-09-28,16628345999
2010-09-29,16407719999
2010-09-30,16401293999
2010-10-01,16439850000
2010-10-04,16251354000
2010-10-05,16673328000
2010-10-06,16639056000
2010-10-07,16319898000
2010-10-08,16377731999
2010-10-11,16343460000
2010-10-12,16354169999
2010-10-13,16418430000
2010-10-14,16257780000
2010-10-15,16172100000
2010-10-18,16426998000
2010-10-19,16099272000
2010-10-20,16456986000
2010-10-21,16818984000
2010-10-22,16780428000
2010-10-25,16979634000
2010-10-26,16971066000
2010-10-27,16669043999
2010-10-28,16861824000
2010-10-29,16827552000
2010-11-01,16823268000
2010-11-02,17101728000
2010-11-03,16923942000
2010-11-04,17200260000
2010-11-05,17159562000
2010-11-08,17270946000
2010-11-09,16947504000
2010-11-10,16885386000
2010-11-11,16930368000
2010-11-12,16634772000
2010-11-15,16737588000
2010-11-16,16478406000
2010-11-17,16583364000
2010-11-18,16960356000
2010-11-19,17033184000
2010-11-22,16932510000
2010-11-23,16748298000
2010-11-24,17140284000
2010-11-26,16956072000
2010-11-29,16994628000
2010-11-30,17073881999
2010-12-01,17108154000
2010-12-02,17551548000
2010-12-03,17350200000
2010-12-06,17365194000
2010-12-07,17330922000
2010-12-08,17240958000
2010-12-09,17575110000
2010-12-10,17592246000
2010-12-13,17562258000
2010-12-14,17345916000
2010-12-15,17429454000
2010-12-16,17540838000
2010-12-17,17690778000
2010-12-20,17808588000
2010-12-21,17928540000
2010-12-22,17934966000
2010-12-23,17982090000
2010-12-27,17999226000
2010-12-28,18063486000
2010-12-29,18069912000
2010-12-30,18009936000
2010-12-31,17976304000
2011-01-03,17895060000
2011-01-04,17629948000
2011-01-05,17552980000
2011-01-06,17461046000
2011-01-07,17493116000
2011-01-10,17495254000
2011-01-11,17456770000
2011-01-12,17523048000
2011-01-13,17563670000
2011-01-14,17538014000
2011-01-18,17610706000
2011-01-19,17495254000
2011-01-20,17247246000
2011-01-21,17099724000
2011-01-24,17097586000
2011-01-25,17133932000
2011-01-26,17180968000
2011-01-27,17065515999
2011-01-28,16952202000
2011-01-31,17245108000
2011-02-01,17713330000
2011-02-02,17600016000
2011-02-03,17510220000
2011-02-04,17514496000
2011-02-07,17640638000
2011-02-08,17700502000
2011-02-09,17490978000
2011-02-10,17514496000
2011-02-11,17604292000
2011-02-14,17794574000
2011-02-15,17833058000
2011-02-16,18701086000
2011-02-17,18568530000
2011-02-18,18769502000
2011-02-22,18151620000
2011-02-23,17965614000
2011-02-24,17959200000
2011-02-25,18070376000
2011-02-28,18183690000
2011-03-01,17768918000
2011-03-02,17871542000
2011-03-03,18164448000
2011-03-04,18029754000
2011-03-07,17702640000
2011-03-08,17764642000
2011-03-09,17709054000
2011-03-10,17373388000
2011-03-11,17200210000
2011-03-14,17172415999
2011-03-15,16945788000
2011-03-16,16627226000
2011-03-17,17048411999
2011-03-18,17394768000
2011-03-21,17469598000
2011-03-22,17369112000
2011-03-23,17501668000
2011-03-24,17758228000
2011-03-25,17777470000
2011-03-28,17766780000
2011-03-29,17843748000
2011-03-30,17826644000
2011-03-31,17716125000
2011-04-01,17775625000
2011-04-04,17826625000
2011-04-05,18117750000
2011-04-06,18170875000
2011-04-07,17956250000
2011-04-08,18075250000
2011-04-11,17915875000
2011-04-12,17637500000
2011-04-13,17697000000
2011-04-14,17792625000
2011-04-15,18039125000
2011-04-18,17782000000
2011-04-19,18085875000
2011-04-20,18411000000
2011-04-21,18451375000
2011-04-25,18472625000
2011-04-26,18685125000
2011-04-27,18627750000
2011-04-28,18797750000
2011-04-29,18765875000
2011-05-02,18619250000
2011-05-03,18538500000
2011-05-04,18287750000
2011-05-05,18102875000
2011-05-06,18173000000
2011-05-09,18394000000
2011-05-10,18612875000
2011-05-11,18266500000
2011-05-12,18126250000
2011-05-13,17811750000
2011-05-16,17852125000
2011-05-17,17584375000
2011-05-18,17958375000
2011-05-19,18075250000
2011-05-20,17930750000
2011-05-23,17805375000
2011-05-24,17888250000
2011-05-25,18156000000
2011-05-26,18221875000
2011-05-27,18459875000
2011-05-31,18680875000
2011-06-01,18094375000
2011-06-02,18047625000
2011-06-03,17607750000
2011-06-06,17603500000
2011-06-07,17799000000
2011-06-08,17839375000
2011-06-09,18202750000
2011-06-10,17911625000
2011-06-13,18139000000
2011-06-14,18321750000
2011-06-15,17858500000
2011-06-16,17765000000
2011-06-17,17688500000
2011-06-20,17913750000
2011-06-21,18173000000
2011-06-22,18264375000
2011-06-23,18266500000
2011-06-24,18268625000
2011-06-27,18272875000
2011-06-28,18632000000
2011-06-29,18485375000
2011-06-30,18582108000
2011-07-01,18752451000
2011-07-05,18720906000
2011-07-06,18819747000
2011-07-07,19013223000
2011-07-08,18863910000
2011-07-11,18529533000
2011-07-12,18420177000
2011-07-13,18453825000
2011-07-14,18264555000
2011-07-15,18331851000
2011-07-18,18064770000
2011-07-19,18315027000
2011-07-20,18300306000
2011-07-21,18550563000
2011-07-22,17867088000
2011-07-25,17848161000
2011-07-26,17686230000
2011-07-27,17473827000
2011-07-28,17316102000
2011-07-29,17250909000
2011-08-01,17213055000
2011-08-02,16571640000
2011-08-03,16794558000
2011-08-04,15957563999
2011-08-05,15991212000
2011-08-08,15019626000
2011-08-09,15602157000
2011-08-10,15128982000
2011-08-11,15818766000
2011-08-12,15940740000
2011-08-15,15995418000
2011-08-16,15877650000
2011-08-17,15854517000
2011-08-18,14939712000
2011-08-19,14628468000
2011-08-22,14542245000
2011-08-23,14874519000
2011-08-24,15078510000
2011-08-25,15065892000
2011-08-26,15288810000
2011-08-29,15797736000
2011-08-30,15961770000
2011-08-31,15917607000
2011-09-01,15841899000
2011-09-02,15562200000
2011-09-06,15610569000
2011-09-07,16045890000
2011-09-08,15764087999
2011-09-09,15240441000
2011-09-12,15078510000
2011-09-13,15318252000
2011-09-14,15576920999
2011-09-15,15926019000
2011-09-16,16012242000
2011-09-19,15860826000
2011-09-20,15978594000
2011-09-21,15189969000
2011-09-22,14824046999
2011-09-23,14916579000
2011-09-26,15330870000
2011-09-27,15719925000
2011-09-28,15360312000
2011-09-29,15414990000
2011-09-30,14847179999
2011-10-03,14361387000
2011-10-04,14874519000
2011-10-05,15385548000
2011-10-06,15600054000
2011-10-07,15560096999
2011-10-10,16136319000
2011-10-11,15890268000
2011-10-12,16102670999
2011-10-13,16117392000
2011-10-14,16342412999
2011-10-17,16066920000
2011-10-18,16588463999
2011-10-19,16184687999
2011-10-20,16153143000
2011-10-21,16085846999
2011-10-24,16165761000
2011-10-25,16031169000
2011-10-26,16437048000
2011-10-27,17255115000
2011-10-28,17383398000
2011-10-31,16748292000
2011-11-01,16182585000
2011-11-02,16516962000
2011-11-03,16784043000
2011-11-04,16674687000
2011-11-07,16811382000
2011-11-08,17017476000
2011-11-09,16214129999
2011-11-10,16422327000
2011-11-11,16809279000
2011-11-14,16630524000
2011-11-15,16645245000
2011-11-16,16224645000
2011-11-17,15789324000
2011-11-18,15764087999
2011-11-21,15425504999
2011-11-22,15320354999
2011-11-23,14958638999
2011-11-25,14920785000
2011-11-28,15383445000
2011-11-29,15345591000
2011-11-30,16283529000
2011-12-01,16066920000
2011-12-02,15934431000
2011-12-05,16209924000
2011-12-06,16102670999
2011-12-07,16241469000
2011-12-08,15980696999
2011-12-09,16180482000
2011-12-12,15785118000
2011-12-13,15722028000
2011-12-14,15646320000
2011-12-15,15978594000
2011-12-16,16047993000
2011-12-19,15825075000
2011-12-20,16489623000
2011-12-21,16386576000
2011-12-22,16487520000
2011-12-23,16729365000
2011-12-27,16802970000
2011-12-28,16521168000
2011-12-29,16523270999
2011-12-30,16563228000
2012-01-03,16852113000
2012-01-04,16997772000
2012-01-05,16881667000
2012-01-06,16845780000
2012-01-09,16845780000
2012-01-10,17039992000
2012-01-11,17162430000
2012-01-12,17590963000
2012-01-13,17546632000
2012-01-17,17650071000
2012-01-18,17869615000
2012-01-19,17924501000
2012-01-20,17692291000
2012-01-23,17548743000
2012-01-24,17092767000
2012-01-25,17124432000
2012-01-26,17204650000
2012-01-27,17210983000
2012-01-30,17238426000
2012-01-31,17179317999
2012-02-01,17438971000
2012-02-02,17280646000
2012-02-03,17643738000
2012-02-06,17550854000
2012-02-07,17571964000
2012-02-08,17709179000
2012-02-09,17770398000
2012-02-10,17643738000
2012-02-13,17666959000
2012-02-14,17717623000
2012-02-15,17707068000
2012-02-16,17932945000
2012-02-17,17966721000
2012-02-21,17905502000
2012-02-22,17730289000
2012-02-23,17937167000
2012-02-24,17943500000
2012-02-27,17956166000
2012-02-28,17806285000
2012-02-29,17612073000
2012-03-01,17928723000
2012-03-02,17930834000
2012-03-05,17740844000
2012-03-06,17280646000
2012-03-07,17348198000
2012-03-08,17565631000
2012-03-09,17455859000
2012-03-12,17434749000
2012-03-13,17709179000
2012-03-14,17787286000
2012-03-15,17880170000
2012-03-16,17899169000
2012-03-19,17956166000
2012-03-20,17793619000
2012-03-21,17745066000
2012-03-22,17487524000
2012-03-23,17603629000
2012-03-26,17823173000
2012-03-27,17899169000
2012-03-28,17785175000
2012-03-29,17886503000
2012-03-30,17916057000
2012-04-02,18121320000
2012-04-03,17941545000
2012-04-04,17711010000
2012-04-05,17755425000
2012-04-09,17391645000
2012-04-10,17004600000
2012-04-11,17078625000
2012-04-12,17497395000
2012-04-13,17258400000
2012-04-16,17431830000
2012-04-17,17622180000
2012-04-18,17290125000
2012-04-19,17452980000
2012-04-20,17548155000
2012-04-23,17349345000
2012-04-24,16564679999
2012-04-25,16712730000
2012-04-26,16873470000
2012-04-27,16729649999
2012-04-30,16716960000
2012-05-01,16839630000
2012-05-02,16850205000
2012-05-03,16875585000
2012-05-04,16721190000
2012-05-07,16769835000
2012-05-08,16666200000
2012-05-09,16323570000
2012-05-10,16236855000
2012-05-11,16262235000
2012-05-14,16205130000
2012-05-15,16019009999
2012-05-16,15843465000
2012-05-17,15513524999
2012-05-18,15215310000
2012-05-21,15655230000
2012-05-22,15623505000
2012-05-23,15553710000
2012-05-24,15731369999
2012-05-25,15629850000
2012-05-29,15860384999
2012-05-30,15462765000
2012-05-31,15454304999
2012-06-01,15033420000
2012-06-04,15149744999
2012-06-05,15185700000
2012-06-06,15397200000
2012-06-07,15646770000
2012-06-08,15568515000
2012-06-11,15473340000
2012-06-12,15513524999
2012-06-13,15302024999
2012-06-14,15340095000
2012-06-15,15541020000
2012-06-18,15564285000
2012-06-19,15951330000
2012-06-20,15648884999
2012-06-21,15223770000
2012-06-22,15247035000
2012-06-25,15033420000
2012-06-26,15092640000
2012-06-27,15094755000
2012-06-28,15261840000
2012-06-29,15786360000
2012-07-02,15597959000
2012-07-03,15716623000
2012-07-05,15684838000
2012-07-06,15636101000
2012-07-09,15600078000
2012-07-10,15403011000
2012-07-11,15400892000
2012-07-12,15225014999
2012-07-13,15640339000
2012-07-16,15564055000
2012-07-17,15727218000
2012-07-18,15973021999
2012-07-19,15966664999
2012-07-20,15756884000
2012-07-23,15589482999
2012-07-24,15451748000
2012-07-25,15458105000
2012-07-26,15648814999
2012-07-27,15920046999
2012-07-30,15934880000
2012-07-31,15756884000
2012-08-01,15915809000
2012-08-02,15750527000
2012-08-03,16110757000
2012-08-06,16206112000
2012-08-07,16305705000
2012-08-08,16441321000
2012-08-09,16464630000
2012-08-10,16403179000
2012-08-13,16384107999
2012-08-14,16358680000
2012-08-15,16371394000
2012-08-16,16587532000
2012-08-17,16538795000
2012-08-20,16568461000
2012-08-21,16543032999
2012-08-22,16651102000
2012-08-23,16360798999
2012-08-24,16324776000
2012-08-27,16170089000
2012-08-28,16114995000
2012-08-29,16070496000
2012-08-30,16017521000
2012-08-31,16178564999
2012-09-04,15964546000
2012-09-05,16085329000
2012-09-06,16360798999
2012-09-07,16379870000
2012-09-10,16305705000
2012-09-11,16454035000
2012-09-12,16335371000
2012-09-13,16513367000
2012-09-14,16748576000
2012-09-17,16774004000
2012-09-18,16716791000
2012-09-19,16697720000
2012-09-20,16661696999
2012-09-21,16555746999
2012-09-24,16443439999
2012-09-25,16329014000
2012-09-26,16295110000
2012-09-27,16191279000
2012-09-28,16201873999
2012-10-01,16085999999
2012-10-02,16050300000
2012-10-03,16060800000
2012-10-04,16188900000
2012-10-05,16289699999
2012-10-08,16285500000
2012-10-09,16107000000
2012-10-10,15924300000
2012-10-11,15913800000
2012-10-12,15920100000
2012-10-15,15976800000
2012-10-16,16426200000
2012-10-17,16493400000
2012-10-18,16571100000
2012-10-19,15529500000
2012-10-22,15330000000
2012-10-23,15004500000
2012-10-24,14966700000
2012-10-25,15090600000
2012-10-26,15128400000
2012-10-31,15052800000
2012-11-01,15180900000
2012-11-02,15172500000
2012-11-05,15288000000
2012-11-06,15483300000
2012-11-07,15426599999
2012-11-08,15365700000
2012-11-09,15479099999
2012-11-12,15521100000
2012-11-13,15636599999
2012-11-14,15575700000
2012-11-15,15502199999
2012-11-16,15531599999
2012-11-19,15699600000
2012-11-20,15844500000
2012-11-21,15907500000
2012-11-23,16121700000
2012-11-26,16180500000
2012-11-27,16088100000
2012-11-28,16008300000
2012-11-29,15987299999
2012-11-30,16102800000
2012-12-03,15836100000
2012-12-04,15861300000
2012-12-05,15918000000
2012-12-06,15949500000
2012-12-07,16125900000
2012-12-10,16136400000
2012-12-11,16161599999
2012-12-12,16029300000
2012-12-13,16104900000
2012-12-14,16027199999
2012-12-17,16184699999
2012-12-18,16398900000
2012-12-19,16264500000
2012-12-20,16512299999
2012-12-21,16363200000
2012-12-24,16552199999
2012-12-26,16648800000
2012-12-27,16464000000
2012-12-28,16100700000
2012-12-31,16188512000
2013-01-02,16542792000
2013-01-03,16484439999
2013-01-04,16705344000
2013-01-07,16690756000
2013-01-08,16722015999
2013-01-09,16947087999
2013-01-10,16932500000
2013-01-11,17026280000
2013-01-14,16953339999
2013-01-15,16897072000
2013-01-16,16817880000
2013-01-17,17034615999
2013-01-18,17086715999
2013-01-22,17224260000
2013-01-23,17038784000
2013-01-24,16999187999
2013-01-25,17024196000
2013-01-28,16957508000
2013-01-29,17124228000
2013-01-30,16953339999
2013-01-31,16844972000
2013-02-01,17095052000
2013-02-04,16788704000
2013-02-05,16855392000
2013-02-06,16857476000
2013-02-07,16830384000
2013-02-08,17022112000
2013-02-11,17034615999
2013-02-12,17113808000
2013-02-13,17105472000
2013-02-14,17086715999
2013-02-15,16999187999
2013-02-19,17088800000
2013-02-20,16880400000
2013-02-21,16505280000
2013-02-22,16586556000
2013-02-25,16228108000
2013-02-26,16248948000
2013-02-27,16484439999
2013-02-28,16634487999
2013-03-01,16634487999
2013-03-04,16634487999
2013-03-05,16742856000
2013-03-06,16705344000
2013-03-07,16926248000
2013-03-08,17165908000
2013-03-11,17113808000
2013-03-12,17130480000
2013-03-13,17147152000
2013-03-14,17320124000
2013-03-15,17372224000
2013-03-18,17132563999
2013-03-19,16995020000
2013-03-20,17115892000
2013-03-21,16780368000
2013-03-22,16861644000
2013-03-25,16853308000
2013-03-26,16938752000
2013-03-27,16624068000
2013-03-28,16784536000
2013-04-01,16553070000
2013-04-02,16456746000
2013-04-03,16316448000
2013-04-04,16525848000
2013-04-05,16479780000
2013-04-08,16580292000
2013-04-09,16649394000
2013-04-10,16714307999
2013-04-11,16888110000
2013-04-12,16829478000
2013-04-15,16427430000
2013-04-16,16745718000
2013-04-17,16605420000
2013-04-18,16425336000
2013-04-19,16592855999
2013-04-22,16705932000
2013-04-23,16490250000
2013-04-24,16609607999
2013-04-25,16651488000
2013-04-26,16569822000
2013-04-29,16754094000
2013-04-30,16833666000
2013-05-01,16588668000
2013-05-02,17237808000
2013-05-03,17384388000
2013-05-06,17302722000
2013-05-07,17428362000
2013-05-08,17646138000
2013-05-09,17618916000
2013-05-10,17656608000
2013-05-13,17585412000
2013-05-14,17731992000
2013-05-15,17884854000
2013-05-16,17960238000
2013-05-17,18261774000
2013-05-20,18353910000
2013-05-21,18364380000
2013-05-22,18414636000
2013-05-23,18230364000
2013-05-24,18184296000
2013-05-28,18335064000
2013-05-29,18320406000
2013-05-30,18370662000
2013-05-31,18276432000
2013-06-03,18347628000
2013-06-04,18466986000
2013-06-05,18217800000
2013-06-06,18303654000
2013-06-07,18408354000
2013-06-10,18389508000
2013-06-11,18372756000
2013-06-12,18349722000
2013-06-13,18456516000
2013-06-14,18653352000
2013-06-17,18695232000
2013-06-18,18697326000
2013-06-19,18615660000
2013-06-20,18251304000
2013-06-21,18312030000
2013-06-24,18111006000
2013-06-25,18316218000
2013-06-26,18609378000
2013-06-27,17962332000
2013-06-28,17727804000
2013-07-01,18240950000
2013-07-02,17702900000
2013-07-03,17827390000
2013-07-05,17922340000
2013-07-08,18015180000
2013-07-09,18719920000
2013-07-10,18829640000
2013-07-11,18924590000
2013-07-12,18852850000
2013-07-15,18846520000
2013-07-16,18629190000
2013-07-17,18797990000
2013-07-18,18899270000
2013-07-19,18920370000
2013-07-22,19093390000
2013-07-23,19633550000
2013-07-24,19616670000
2013-07-25,20893220000
2013-07-26,20310860000
2013-07-29,20412140000
2013-07-30,20602040000
2013-07-31,21192840000
2013-08-01,20920650000
2013-08-02,20863680000
2013-08-05,21034590000
2013-08-06,20846800000
2013-08-07,20825700000
2013-08-08,20798270000
2013-08-09,20813040000
2013-08-12,20131510000
2013-08-13,20277100000
2013-08-14,20049220000
2013-08-15,19787580000
2013-08-16,19679970000
2013-08-19,19804460000
2013-08-20,19941610000
2013-08-21,19838220000
2013-08-22,20089310000
2013-08-23,20287650000
2013-08-26,20154720000
2013-08-27,19869870000
2013-08-28,19793910000
2013-08-29,19983810000
2013-08-30,19924730000
2013-09-03,20074540000
2013-09-04,20262330000
2013-09-05,20256000000
2013-09-06,20089310000
2013-09-09,20627360000
2013-09-10,20715980000
2013-09-11,20732860000
2013-09-12,20625250000
2013-09-13,20707540000
2013-09-16,21066240000
2013-09-17,20783500000
2013-09-18,21334210000
2013-09-19,21460810000
2013-09-20,21178070000
2013-09-23,20954410000
2013-09-24,20914320000
2013-09-25,20935420000
2013-09-26,21414390000
2013-09-27,20872120000
2013-09-30,20866536000
2013-10-01,20972436000
2013-10-02,20983026000
2013-10-03,20644146000
2013-10-04,20815704000
2013-10-07,20485296000
2013-10-08,20087112000
2013-10-09,20362452000
2013-10-10,21107988000
2013-10-11,21288018000
2013-10-14,21376974000
2013-10-15,21167292000
2013-10-16,21360030000
2013-10-17,21514644000
2013-10-18,21576066000
2013-10-21,21669258000
2013-10-22,21876822000
2013-10-23,21667140000
2013-10-24,21809046000
2013-10-25,21876822000
2013-10-28,21448986000
2013-10-29,21044448000
2013-10-30,20991498000
2013-10-31,21345204000
2013-11-01,21148230000
2013-11-04,21298608000
2013-11-05,21366384000
2013-11-06,21523116000
2013-11-07,21199062000
2013-11-08,21432042000
2013-11-11,21360030000
2013-11-12,21141876000
2013-11-13,21154584000
2013-11-14,21279546000
2013-11-15,21654432000
2013-11-18,21527352000
2013-11-19,21557004000
2013-11-20,21461694000
2013-11-21,21482874000
2013-11-22,21768804000
2013-11-25,21484992000
2013-11-26,21313434000
