,ETSY
2019-12-11,4858105739
2019-12-12,4970589299
2019-12-13,5007294460
2019-12-16,5103201495
2019-12-17,5097281308
2019-12-18,5013214647
2019-12-19,5202660643
2019-12-20,5216869092
2019-12-23,5302119790
2019-12-24,5289095378
2019-12-26,5376714151
2019-12-27,5325800540
2019-12-30,5265414629
2019-12-31,5233521639
2020-01-02,5338664625
2020-01-03,5304404551
2020-01-06,5296725569
2020-01-07,5408366155
2020-01-08,5316809060
2020-01-09,5485155975
2020-01-10,5449714520
2020-01-13,5665907400
2020-01-14,5806491841
2020-01-15,5772231767
2020-01-16,6013233667
2020-01-17,6077028287
2020-01-21,5989606030
2020-01-22,5935262464
2020-01-23,5934081082
2020-01-24,5968341156
2020-01-27,5826575333
2020-01-28,5886825808
2020-01-29,5924630027
2020-01-30,5941169373
2020-01-31,5766324858
2020-02-03,5831300860
2020-02-04,5991968793
2020-02-05,5856109880
2020-02-06,5845477443
2020-02-07,5864379553
2020-02-10,5950620428
2020-02-11,5973066684
2020-02-12,6172720218
2020-02-13,6257779712
2020-02-14,6280225967
2020-02-18,6299128077
2020-02-19,6282588731
2020-02-20,6425535936
2020-02-21,6344020588
2020-02-24,6064033087
2020-02-25,5893914099
2020-02-26,5988424648
2020-02-27,6842563733
2020-02-28,6829568532
2020-03-02,6951250864
2020-03-03,6876823807
2020-03-04,7378911097
2020-03-05,7339925496
2020-03-06,7165080980
2020-03-09,6911083881
2020-03-10,6848470642
2020-03-11,5934081082
2020-03-12,5202805711
2020-03-13,5789952495
2020-03-16,4920455446
2020-03-17,4975980394
2020-03-18,4636923800
2020-03-19,4094669526
2020-03-20,3743799114
2020-03-23,3902104283
2020-03-24,4504609032
2020-03-25,4877925699
2020-03-26,4947627229
2020-03-27,4568403652
2020-03-30,4568403652
2020-03-31,4569204619
2020-04-01,4213795623
2020-04-02,4136532797
2020-04-03,4534733512
2020-04-06,5522509017
2020-04-07,5668714055
2020-04-08,6062160135
2020-04-09,6380720706
2020-04-13,6589924664
2020-04-14,6853806929
2020-04-15,6742072997
2020-04-16,7098670652
2020-04-17,7257950938
2020-04-20,7732225819
2020-04-21,7294799362
2020-04-22,7458834283
2020-04-23,7470720872
2020-04-24,7867732928
2020-04-27,8235028512
2020-04-28,7874864881
2020-04-29,8122105922
2020-04-30,7710829959
2020-05-01,7660311958
2020-05-04,8046031755
2020-05-05,8652247769
2020-05-06,9300066842
2020-05-07,9103938132
2020-05-08,9593665578
2020-05-11,9542553247
2020-05-12,9392782232
2020-05-13,9693512921
2020-05-14,9703022192
2020-05-15,10178485732
2020-05-18,9292934889
2020-05-19,9162776745
2020-05-20,8950006811
2020-05-21,8832923914
2020-05-22,9209728769
2020-05-26,8805584760
2020-05-27,9062335072
2020-05-28,9248954511
2020-05-29,9625759367
2020-06-01,9341669902
2020-06-02,9730361346
2020-06-03,9587722284
2020-06-04,9544930565
2020-06-05,9357122467
2020-06-08,9089674225
2020-06-09,9077787637
2020-06-10,9486686281
2020-06-11,9214483405
2020-06-12,9480742987
2020-06-15,9974036410
2020-06-16,10050110576
2020-06-17,10260503193
2020-06-18,10341331995
2020-06-19,11338616770
2020-06-22,11446784725
2020-06-23,12031604879
2020-06-24,11669063930
2020-06-25,12038736832
2020-06-26,12188507847
2020-06-29,12230110907
2020-06-30,12957751834
2020-07-01,13565203629
2020-07-02,13500555144
2020-07-06,13779885387
2020-07-07,13687181901
2020-07-08,13649368636
2020-07-09,13967731926
2020-07-10,13574961890
2020-07-13,12755267903
2020-07-14,12654025937
2020-07-15,12438124395
2020-07-16,12605234628
2020-07-17,12528388317
2020-07-20,13013861839
2020-07-21,12765026164
2020-07-22,12713795290
2020-07-23,12497893749
2020-07-24,12391772652
2020-07-27,12923597918
2020-07-28,12496673966
2020-07-29,13257818383
2020-07-30,13707918207
2020-07-31,14439787839
2020-08-03,15444888800
2020-08-04,15832779705
2020-08-05,16530495421
2020-08-06,15937681019
2020-08-07,16474385416
2020-08-10,16432912803
2020-08-11,15552229680
2020-08-12,14887448097
2020-08-13,15702262954
2020-08-14,15766911438
2020-08-17,15823021443
2020-08-18,16224329958
2020-08-19,15995010807
2020-08-20,15868153404
2020-08-21,15902307320
2020-08-24,15703482737
2020-08-25,15305833570
2020-08-26,15480262499
2020-08-27,14926481144
2020-08-28,14595920027
2020-08-31,14600799158
2020-09-01,15253382913
2020-09-02,15170437688
2020-09-03,14173875206
2020-09-04,13666445594
2020-09-08,13485917752
2020-09-09,13748171037
2020-09-10,13487137535
2020-09-11,13511533189
2020-09-14,13728654513
2020-09-15,13540198083
2020-09-16,13271235993
2020-09-17,13323686650
2020-09-18,13631071896
2020-09-21,14150699334
2020-09-22,14558106763
2020-09-23,14038479324
2020-09-24,13866489960
2020-09-25,14427590012
2020-09-28,15087492463
2020-09-29,15031382458
2020-09-30,15322348615
2020-10-01,16589657890
2020-10-02,16582099385
2020-10-05,17219533275
2020-10-06,16951206361
2020-10-07,17971604484
2020-10-08,17578562244
2020-10-09,18476764543
2020-10-12,18566206848
2020-10-13,19299381796
2020-10-14,18892482297
2020-10-15,18980664851
2020-10-16,18592661614
2020-10-19,18690922174
2020-10-20,18239931398
2020-10-21,16755944991
2020-10-22,17125051967
2020-10-23,17365034489
2020-10-26,17602497509
2020-10-27,18364646725
2020-10-28,17591159752
2020-10-29,16681619696
2020-10-30,15317309612
2020-11-02,15928288735
2020-11-03,16433448794
2020-11-04,17157805487
2020-11-05,18095060060
2020-11-06,18427634263
2020-11-09,15268179332
2020-11-10,15045203446
2020-11-11,16451085305
2020-11-12,16002614031
2020-11-13,15736806618
2020-11-16,15824989172
2020-11-17,16228109419
2020-11-18,16000094529
2020-11-19,16943647856
2020-11-20,17644069284
2020-11-23,17661705795
2020-11-24,17334170595
2020-11-25,18277723921
2020-11-27,20225298612
2020-11-30,20244194873
2020-12-01,19484565159
2020-12-02,19478266405
2020-12-03,19493383414
2020-12-04,19529916187
2020-12-07,19769268833
2020-12-08,20656133375
2020-12-09,20059011510
2020-12-10,20823680228
2020-12-11,21418282591
2020-12-14,21411983837
2020-12-15,22398368690
2020-12-16,22970295540
2020-12-17,23695911983
2020-12-18,24031005688
2020-12-21,23834484568
2020-12-22,24864960698
2020-12-23,23956680393
2020-12-24,23974316903
2020-12-28,22438680715
2020-12-29,22298848379
2020-12-30,23076114604
2020-12-31,22454863503
2021-01-04,21719031598
2021-01-05,22085054330
2021-01-06,21149803143
2021-01-07,21556214590
2021-01-08,22169618202
2021-01-11,23102345094
2021-01-12,25892952885
2021-01-13,26130236587
2021-01-14,26696940747
2021-01-15,25800816128
2021-01-19,27932583002
2021-01-20,27223256192
2021-01-21,26825679776
2021-01-22,26958205248
2021-01-25,26354898815
2021-01-26,25799553981
2021-01-27,24406143306
2021-01-28,25547124511
2021-01-29,25128091591
2021-02-01,25718776550
2021-02-02,26541696623
2021-02-03,26513929381
2021-02-04,27873262077
2021-02-05,29170749553
2021-02-08,29242691952
2021-02-09,29012981134
2021-02-10,28480354952
2021-02-11,28530840846
2021-02-12,29516577927
2021-02-16,28817348295
2021-02-17,28071419211
2021-02-18,27870737782
2021-02-19,28684822823
2021-02-22,26898884323
2021-02-23,26599755401
2021-02-24,26391501088
2021-02-25,24937507341
2021-02-26,27801319678
2021-03-01,30869599886
2021-03-02,30093379266
2021-03-03,26329655868
2021-03-04,25003139003
2021-03-05,25280811420
2021-03-08,24013615481
2021-03-09,26099945050
2021-03-10,25991400378
2021-03-11,27873262077
2021-03-12,27911126497
2021-03-15,28174915294
2021-03-16,27259858465
2021-03-17,27570346713
2021-03-18,26443249129
2021-03-19,27187916066
2021-03-22,27738212310
2021-03-23,27725590837
2021-03-24,25139450917
2021-03-25,24763331007
2021-03-26,25535765185
2021-03-29,24777214627
2021-03-30,25100324349
2021-03-31,25607651243
2021-04-01,26436817518
2021-04-05,25040059628
2021-04-06,26158735719
2021-04-07,25906049519
2021-04-08,27349789266
2021-04-09,27753579274
2021-04-12,27697708958
2021-04-13,28446879099
2021-04-14,27690090279
2021-04-15,27845003427
2021-04-16,27933888020
2021-04-19,27070437688
2021-04-20,26266667011
2021-04-21,26634903182
2021-04-22,26700931737
2021-04-23,27248206874
2021-04-26,26053343988
2021-04-27,26346663145
2021-04-28,26836798186
2021-04-29,26513004312
2021-04-30,25241954632
2021-05-03,24215972472
2021-05-04,23929002215
2021-05-05,23436327614
2021-05-06,20021889463
2021-05-07,21016127124
2021-05-10,21221831468
2021-05-11,21565941821
2021-05-12,20232672926
2021-05-13,19883483454
2021-05-14,20711379948
2021-05-17,20974224388
2021-05-18,21237068827
2021-05-19,21004699105
2021-05-20,21885926356
2021-05-21,21276432004
2021-05-24,20974224388
2021-05-25,21211673229
2021-05-26,21360237477
2021-05-27,21172310052
2021-05-28,20917084292
2021-06-01,20755822245
2021-06-02,22238925168
2021-06-03,21045332062
2021-06-04,20847246398
2021-06-07,21372935276
2021-06-08,21612923677
2021-06-09,21243417727
2021-06-10,21224371028
2021-06-11,21055490301
2021-06-14,21624351697
2021-06-15,21085965019
2021-06-16,21252306186
2021-06-17,21540546223
2021-06-18,21563402261
2021-06-21,21686570912
2021-06-22,22599542660
2021-06-23,22786200305
2021-06-24,23049044744
2021-06-25,23465532552
2021-06-28,25193702995
2021-06-29,25716852314
2021-06-30,26066299127
2021-07-01,25264707243
2021-07-02,25019037692
2021-07-06,25049429802
2021-07-07,24427657898
2021-07-08,24822755319
2021-07-09,24704985896
2021-07-12,24604945202
2021-07-13,23870469226
2021-07-14,23156254656
2021-07-15,23085339734
2021-07-16,23353803367
2021-07-19,24102209060
2021-07-20,24677126462
2021-07-21,24794895886
2021-07-22,25561030309
2021-07-23,26448733170
2021-07-26,26092892223
2021-07-27,25260908229
2021-07-28,25699061139
2021-07-29,25197591335
2021-07-30,23238566619
2021-08-02,23919856404
2021-08-03,24118671452
2021-08-04,25592688756
2021-08-05,23099269451
2021-08-06,22586402606
2021-08-09,23186646765
2021-08-10,23865403874
2021-08-11,24561889714
2021-08-12,24470713386
2021-08-13,24323818191
2021-08-16,24113606101
2021-08-17,24604945202
2021-08-18,24161726941
2021-08-19,24349144948
2021-08-20,25234315134
2021-08-23,24893670241
2021-08-24,25504045104
2021-08-25,25615482838
2021-08-26,26921077203
2021-08-27,26643749205
2021-08-30,27569442203
2021-08-31,27385823209
2021-09-01,27451672779
2021-09-02,27035047613
2021-09-03,27907554419
2021-09-07,27408617291
2021-09-08,27197138863
2021-09-09,27432677711
2021-09-10,27482064888
2021-09-13,26922343541
2021-09-14,27138887320
2021-09-15,27532718404
2021-09-16,28384963804
2021-09-17,28743337427
2021-09-20,27563110513
2021-09-21,27934147515
2021-09-22,27779654292
2021-09-23,28322913247
2021-09-24,28220339878
2021-09-27,28591376880
2021-09-28,26890685094
2021-09-29,25997916881
2021-09-30,26440368383
2021-10-01,25983930018
2021-10-04,25265579944
2021-10-05,25891116645
2021-10-06,26639980705
2021-10-07,27528700531
2021-10-08,26956563304
2021-10-11,25725832558
2021-10-12,27098961902
2021-10-13,27176518282
2021-10-14,27449872735
2021-10-15,28109737670
2021-10-18,28988286168
2021-10-19,28786131014
2021-10-20,29639251190
2021-10-21,30002876183
2021-10-22,30675455279
2021-10-25,32112155427
2021-10-26,31470090317
2021-10-27,31008566287
2021-10-28,30863624856
2021-10-29,31873129208
2021-11-01,30974238053
2021-11-02,30594084651
2021-11-03,30465671629
2021-11-04,34489703459
2021-11-05,33072074552
2021-11-08,33166159341
2021-11-09,32887719224
2021-11-10,31604860419
2021-11-11,32210054464
2021-11-12,34601588072
2021-11-15,34674058788
2021-11-16,36457855520
2021-11-17,35894618205
2021-11-18,36905393973
2021-11-19,37427945974
2021-11-22,35503022059
2021-11-23,35539893125
2021-11-24,37749614237
2021-11-26,37046521156
2021-11-29,35787819256
2021-11-30,34910542175
2021-12-01,32965275603
2021-12-02,31729459193
2021-12-03,29411667715
2021-12-06,28594147189
2021-12-07,30189774344
2021-12-08,31276835076
2021-12-09,29801992446
2021-12-10,28642460999
2021-12-13,27935553670
2021-12-14,27673641961
2021-12-15,29131956182
2021-12-16,27753741173
2021-12-17,28174579889
2021-12-20,27777898078
2021-12-21,28578890196
2021-12-22,28619575510
2021-12-23,28999728912
2021-12-27,29200612650
2021-12-28,28191108298
2021-12-29,28213993787
2021-12-30,28226707948
2021-12-31,31530743279
2022-01-03,30233164048
2022-01-04,28945665898
2022-01-05,27125310572
2022-01-06,28363843468
2022-01-07,26664461122
2022-01-10,26457078870
2022-01-11,26327464962
2022-01-12,25643391561
2022-01-13,24021777560
2022-01-14,23575329656
2022-01-18,23545086410
2022-01-19,23494681002
2022-01-20,22940221508
2022-01-21,21436700179
2022-01-24,22187020689
2022-01-25,20900962693
2022-01-26,20349383508
2022-01-27,20095916311
2022-01-28,21019055365
2022-01-31,22621947357
2022-02-01,21913391328
2022-02-02,19879893132
2022-02-03,18284201912
2022-02-04,19250545602
2022-02-07,19537136353
2022-02-08,20339302427
2022-02-09,21114105564
2022-02-10,20598530242
2022-02-11,20417070771
2022-02-14,20543804370
2022-02-15,21348850752
2022-02-16,20221209755
2022-02-17,19034522423
2022-02-18,18333167166
2022-02-22,17474835067
2022-02-23,16779240429
2022-02-24,18457020456
2022-02-25,21449661569
2022-02-28,22306553515
2022-03-01,22686754311
2022-03-02,23334823849
2022-03-03,23010789080
2022-03-04,21828422211
2022-03-07,19800684632
2022-03-08,19936059158
2022-03-09,20841916358
2022-03-10,19727236751
2022-03-11,17458993367
2022-03-14,17039908398
2022-03-15,17999051315
2022-03-16,19270707765
2022-03-17,20404109381
2022-03-18,21314287044
2022-03-21,20489078498
2022-03-22,21350290907
2022-03-23,20517881588
2022-03-24,20300418254
2022-03-25,19056124740
2022-03-28,19951900858
2022-03-29,20582688542
2022-03-30,19378719355
2022-03-31,17719978486
2022-04-01,18114928119
2022-04-04,19415267706
2022-04-05,18565484379
2022-04-06,17889649989
2022-04-07,17245183440
2022-04-08,16622104055
2022-04-11,16713355955
2022-04-12,16104534680
2022-04-13,16749001229
2022-04-14,16509464990
2022-04-18,15750933564
2022-04-19,16438174442
2022-04-20,15314635413
2022-04-21,14513329660
2022-04-22,14031405558
2022-04-25,14551826555
2022-04-26,14273793420
2022-04-27,13908785817
2022-04-28,14526161958
2022-04-29,13287132243
2022-05-02,13840346891
2022-05-03,14333677480
2022-05-04,15588391116
2022-05-05,12964898968
2022-05-06,12316154986
2022-05-09,12319006608
2022-05-10,11985366845
2022-05-11,11094235001
2022-05-12,12527175006
2022-05-13,13128867227
2022-05-16,12350374448
2022-05-17,12555691225
2022-05-18,11241093529
2022-05-19,11298125967
2022-05-20,11169802982
2022-05-23,10846143896
2022-05-24,10010618679
2022-05-25,10207380591
2022-05-26,11156970683
2022-05-27,11713036954
2022-05-31,11566178426
2022-06-01,11540513829
2022-06-02,12445903782
2022-06-03,11546217073
2022-06-06,11952573193
2022-06-07,11617507620
2022-06-08,12102283343
2022-06-09,11844211561
2022-06-10,10813350244
2022-06-13,10176012750
2022-06-14,10210232212
2022-06-15,10843292274
2022-06-16,9838095555
2022-06-17,10281522760
2022-06-21,10238748431
2022-06-22,10563833328
2022-06-23,11225409609
2022-06-24,11922631163
2022-06-27,11499165311
2022-06-28,10556704273
2022-06-29,10665065906
2022-06-30,9250028592
2022-07-01,10083933642
2022-07-05,11149057820
2022-07-06,10858454545
2022-07-07,11327210262
2022-07-08,11213495937
2022-07-11,10874879947
2022-07-12,10814232307
2022-07-13,10513521092
2022-07-14,10073825702
2022-07-15,10423813125
2022-07-18,10704308460
2022-07-19,11047978420
2022-07-20,11707521505
2022-07-21,12239451847
2022-07-22,12269775667
2022-07-25,12188912147
2022-07-26,11788385025
2022-07-27,12066353375
2022-07-28,13256563310
2022-07-29,13104944210
2022-08-01,13091045792
2022-08-02,13195915670
2022-08-03,13708893625
2022-08-04,13813763502
2022-08-05,13820080965
2022-08-08,14148589015
2022-08-09,13755642847
2022-08-10,14770227325
2022-08-11,14489731990
2022-08-12,15150538567
2022-08-15,14859935292
2022-08-16,15270570355
2022-08-17,14771490817
2022-08-18,14460671662
2022-08-19,13520633242
2022-08-22,13107471195
2022-08-23,13107471195
2022-08-24,13380385575
2022-08-25,13686150760
2022-08-26,13171909312
2022-08-29,13206023610
2022-08-30,13365223665
2022-08-31,13343744292
2022-09-01,13409445902
2022-09-02,13357642710
2022-09-06,13122633105
2022-09-07,13564855480
2022-09-08,13683623775
2022-09-09,13951484185
2022-09-12,14413922440
2022-09-13,13526950705
2022-09-14,14053827077
2022-09-15,14195338237
2022-09-16,13649509477
2022-09-19,14123319165
2022-09-20,13136531522
2022-09-21,13149166447
2022-09-22,12317788382
2022-09-23,12188912147
2022-09-26,11914734275
2022-09-27,12221762952
2022-09-28,12906575887
2022-09-29,12826975860
2022-09-30,12581947595
2022-10-03,13192636353
2022-10-04,13847304754
2022-10-05,14114952296
2022-10-06,14464276318
2022-10-07,13877462224
2022-10-10,13692747723
2022-10-11,13269286588
2022-10-12,13339654017
2022-10-13,12103197767
2022-10-14,11616908571
2022-10-17,12329378788
2022-10-18,12625927239
2022-10-19,11853142082
2022-10-20,12243932625
2022-10-21,12679959371
2022-10-24,12825720474
2022-10-25,12972738138
2022-10-26,12741530872
2022-10-27,12679959371
2022-10-28,12302991002
2022-10-31,11800366510
2022-11-01,11488739325
2022-11-02,10999937007
2022-11-03,12569381983
2022-11-04,12358279697
2022-11-07,12463830840
2022-11-08,12789280198
2022-11-09,11932305440
2022-11-10,13848561315
2022-11-11,14530874063
2022-11-14,15046064168
2022-11-15,15745968773
2022-11-16,15043551045
2022-11-17,14371290787
2022-11-18,14314745532
2022-11-21,14442914777
2022-11-22,14989518912
2022-11-23,15077478198
2022-11-25,15117688158
2022-11-28,15013393576
2022-11-29,15314968271
2022-11-30,16597917287
2022-12-01,17515206984
2022-12-02,17653428720
2022-12-05,17241276636
2022-12-06,16964833166
2022-12-07,16351631285
2022-12-08,16900748543
2022-12-09,15930683273
2022-12-12,16274981050
2022-12-13,16536345786
2022-12-14,16590377919
2022-12-15,15828901814
2022-12-16,15872881457
2022-12-19,15821362446
2022-12-20,15970893233
2022-12-21,16879387002
2022-12-22,16002307264
2022-12-23,15950788253
2022-12-27,15247113964
2022-12-28,15128997209
2022-12-29,15415493169
2022-12-30,15051090412
2023-01-03,14119706199
2023-01-04,14561102439
2023-01-05,14865728013
2023-01-06,14993795091
2023-01-09,15043529879
2023-01-10,15782091475
2023-01-11,16746946354
2023-01-12,16366475229
2023-01-13,16744459615
2023-01-17,16475891762
2023-01-18,16342851205
2023-01-19,16035738891
2023-01-20,16390099253
2023-01-23,17297759127
2023-01-24,16994376922
2023-01-25,16892420608
2023-01-26,16728295809
2023-01-27,17133634328
2023-01-30,16748189724
2023-01-31,17106280195
2023-02-01,17354954133
2023-02-02,18426738805
2023-02-03,18339702927
2023-02-06,17971665499
2023-02-07,18032590614
2023-02-08,17907010275
2023-02-09,17103793455
2023-02-10,16428643713
2023-02-13,16754406572
2023-02-14,16630069603
2023-02-15,17688177209
2023-02-16,16202350430
2023-02-17,16124018139
2023-02-21,15522848894
2023-02-22,15971083668
2023-02-23,16360258381
2023-02-24,15430839537
2023-02-27,14995038461
2023-02-28,15095751406
2023-03-01,14706576693
2023-03-02,14728957347
2023-03-03,15096994775
2023-03-06,14768745177
2023-03-07,14409411337
2023-03-08,14072458151
2023-03-09,13396065040
2023-03-10,13177231974
2023-03-13,12894987054
2023-03-14,12780597043
2023-03-15,13023054133
2023-03-16,12984509672
2023-03-17,13097656314
2023-03-20,13473153960
2023-03-21,14014019775
2023-03-22,13796430080
2023-03-23,13688256917
2023-03-24,13285405137
2023-03-27,13040461308
2023-03-28,13062841963
2023-03-29,13387361452
2023-03-30,13525375487
2023-03-31,13745171972
2023-04-03,13364904931
2023-04-04,13536518953
2023-04-05,12996984222
2023-04-06,12847593599
2023-04-10,12721661008
2023-04-11,12795739003
2023-04-12,12366086632
2023-04-13,12435226094
2023-04-14,12658694712
2023-04-17,12731538074
2023-04-18,12614247915
2023-04-19,12640175213
2023-04-20,12622890348
2023-04-21,12599432316
2023-04-24,12696968343
2023-04-25,12145087280
2023-04-26,12071009285
2023-04-27,12406829529
2023-04-28,12473499724
2023-05-01,11885814297
2023-05-02,12246327206
2023-05-03,12218547958
2023-05-04,11426530728
2023-05-05,11111699250
2023-05-08,11454927293
2023-05-09,11446284860
2023-05-10,11709261743
2023-05-11,11896925997
2023-05-12,11689507611
2023-05-15,12080886351
2023-05-16,11438877061
2023-05-17,11727781241
2023-05-18,11406776596
2023-05-19,11000582257
2023-05-22,11114168516
2023-05-23,10868476499
2023-05-24,10822795069
2023-05-25,10646242514
2023-05-26,10559818187
2023-05-30,10184489679
2023-05-31,10006702491
2023-06-01,10122758016
2023-06-02,10495617258
2023-06-05,10525248456
2023-06-06,11117872416
2023-06-07,10811683370
2023-06-08,10810448737
2023-06-09,11264793773
2023-06-12,11174665545
2023-06-13,11462335093
2023-06-14,11736423674
2023-06-15,11848775300
2023-06-16,11679630545
2023-06-20,11875937231
2023-06-21,11683334444
2023-06-22,11375910765
2023-06-23,10979593492
2023-06-26,10441293395
2023-06-27,10801806304
2023-06-28,10796867771
2023-06-29,10584510852
2023-06-30,10306167095
2023-07-03,10402395343
2023-07-05,10371943366
2023-07-06,10099093652
2023-07-07,10080822466
2023-07-10,10454772743
2023-07-11,11414619058
2023-07-12,11145423582
2023-07-13,11346406630
2023-07-14,11236779513
2023-07-17,11376858607
2023-07-18,11368332053
2023-07-19,11704521879
2023-07-20,11336661997
2023-07-21,11783697019
2023-07-24,11759335438
2023-07-25,11570533180
2023-07-26,11741064252
2023-07-27,11660671032
2023-07-28,12135721874
2023-07-31,12381773848
2023-08-01,12010259728
2023-08-02,11702085721
2023-08-03,10100311731
2023-08-04,9938307213
2023-08-07,10284241672
2023-08-08,10049152410
2023-08-09,9728797611
2023-08-10,9526596484
2023-08-11,9335358069
2023-08-14,9659367104
2023-08-15,9240347900
2023-08-16,9007694796
2023-08-17,9131938862
2023-08-18,8986987452
2023-08-21,8930955814
2023-08-22,8950445079
2023-08-23,8901721916
2023-08-24,8723882370
2023-08-25,8807929827
2023-08-28,8799403273
2023-08-29,9062508355
2023-08-30,9052763722
2023-08-31,8961407791
2023-09-01,9091133213
2023-09-05,8870051860
2023-09-06,8860307227
2023-09-07,8415708363
2023-09-08,8176964864
2023-09-11,7895588596
2023-09-12,7894370517
2023-09-13,7863918540
2023-09-14,8122151305
2023-09-15,7910205545
2023-09-18,7777434925
2023-09-19,8007651871
2023-09-20,7879753568
2023-09-21,7826158089
2023-09-22,7771344530
2023-09-25,7883407805
2023-09-26,7536255267
2023-09-27,7538691426
2023-09-28,7765254135
2023-09-29,7866354698
2023-10-02,7732081362
2023-10-03,7449827502
2023-10-04,7623246187
2023-10-05,7517998985
2023-10-06,7501255112
2023-10-09,7580190514
2023-10-10,7619658215
2023-10-11,7754805190
2023-10-12,7745237262
2023-10-13,7555074704
2023-10-16,7949751711
2023-10-17,8379112455
2023-10-18,8120778414
2023-10-19,7824172664
2023-10-20,7761981135
2023-10-23,7672281815
2023-10-24,7724905416
2023-10-25,7529958895
2023-10-26,7459395430
2023-10-27,7470159348
2023-10-30,7332620391
2023-10-31,7451023493
2023-11-01,7254880981
2023-11-02,7370892101
2023-11-03,7803840818
2023-11-06,7544310786
2023-11-07,7754805190
2023-11-08,7653145961
2023-11-09,7417535747
2023-11-10,7563446641
2023-11-13,7559858668
2023-11-14,8178185979
2023-11-15,8580038931
2023-11-16,8389876373
2023-11-17,8674522215
2023-11-20,8619506632
2023-11-21,8442499974
2023-11-22,8548943167
2023-11-24,8589606859
2023-11-27,8844352927
2023-11-28,9002223730
2023-11-29,9233049979
2023-11-30,9066807240
2023-12-01,9811909589
2023-12-04,9925528728
2023-12-05,9766461934
2023-12-06,9512911857
2023-12-07,9444740374
2023-12-08,9577495367
2023-12-11,10128847186
2023-12-12,10263994161
2023-12-13,10042735839
2023-12-14,9957820483
2023-12-15,9649254823
2023-12-18,10101339394
2023-12-19,10408709063
2023-12-20,9997288183
2023-12-21,10194626687
2023-12-22,10159942950
2023-12-26,9877689090
2023-12-27,9853769272
2023-12-28,9797557698
2023-12-29,9693506487
2024-01-02,9603115200
2024-01-03,9372157200
2024-01-04,9035787600
2024-01-05,8958801600
2024-01-08,9209894400
2024-01-09,9097376400
2024-01-10,8849836800
2024-01-11,8650857600
2024-01-12,8331069600
2024-01-16,8037338400
2024-01-17,8091820799
2024-01-18,8198416800
2024-01-19,8368970400
2024-01-22,8387920799
2024-01-23,8316856800
2024-01-24,8091820799
2024-01-25,8238686400
2024-01-26,8235133200
2024-01-29,8387920799
2024-01-30,8257636800
2024-01-31,7883366400
2024-02-01,8601112800
2024-02-02,8965908000
2024-02-05,8861680800
2024-02-06,8865234000
2024-02-07,8676914400
2024-02-08,8822595600
2024-02-09,9248979600
2024-02-12,9338994000
2024-02-13,8810751600
2024-02-14,9023943600
2024-02-15,9209894400
2024-02-16,9068950800
2024-02-20,8986042800
2024-02-21,9135277200
2024-02-22,8364232800
2024-02-23,8762191200
2024-02-26,8522942399
2024-02-27,8537155200
2024-02-28,8409240000
2024-02-29,8490963600
2024-03-01,8268296400
2024-03-04,8019572399
2024-03-05,8119062000
2024-03-06,8126168400
2024-03-07,8101296000
2024-03-08,8564396400
2024-03-11,8636644800
2024-03-12,8458984800
2024-03-13,8262374400
2024-03-14,7985224800
2024-03-15,7847834400
2024-03-18,7825330799
2024-03-19,7916529600
2024-03-20,8114324400
2024-03-21,8066948400
2024-03-22,8032600799
2024-03-25,7787430000
2024-03-26,7793352000
2024-03-27,8052735599
2024-03-28,8139196800
2024-04-01,7805196000
2024-04-02,7719919200
2024-04-03,7716366000
2024-04-04,7764926400
2024-04-05,7696231200
2024-04-08,7828883999
2024-04-09,8133274800
2024-04-10,8017203600
2024-04-11,8102480400
2024-04-12,7941402000
2024-04-15,7903501200
2024-04-16,8096558400
2024-04-17,7993515599
2024-04-18,7975749600
2024-04-19,7907054400
2024-04-22,7870338000
2024-04-23,8095373999
2024-04-24,7920082800
2024-04-25,7959168000
2024-04-26,7986409200
2024-04-29,8158147199
2024-04-30,8133274800
2024-05-01,8260005599
2024-05-02,7016385600
2024-05-03,7102846800
2024-05-06,7397762400
2024-05-07,7434478800
2024-05-08,7410790800
2024-05-09,7515018000
2024-05-10,7333804800
2024-05-13,7403684400
2024-05-14,7529230800
2024-05-15,7647670799
2024-05-16,7590819600
2024-05-17,7576606800
2024-05-20,7595557199
2024-05-21,7601479200
2024-05-22,7584897600
2024-05-23,7352755200
2024-05-24,7179832800
2024-05-28,7233130800
2024-05-29,7201152000
2024-05-30,7275769200
2024-05-31,7517386800
2024-06-03,7722288000
2024-06-04,7687940400
2024-06-05,7682018400
2024-06-06,7843096800
2024-06-07,7731763200
2024-06-10,7825330799
2024-06-11,7753082399
2024-06-12,7493698800
2024-06-13,7122981600
2024-06-14,6972562800
2024-06-17,6952428000
2024-06-18,6830434800
2024-06-20,6893208000
2024-06-21,7126534800
2024-06-24,7100478000
2024-06-25,7045995600
2024-06-26,7045995600
2024-06-27,6954796800
2024-06-28,6985591200
2024-07-01,6752264400
2024-07-02,6900314400
2024-07-03,6896761200
2024-07-05,6922818000
2024-07-08,6558022800
2024-07-09,6752264400
2024-07-10,6788980800
2024-07-11,6906236400
2024-07-12,7165620000
2024-07-15,7292350800
2024-07-16,7754266800
2024-07-17,7692678000
2024-07-18,7539890400
2024-07-19,7433294400
2024-07-22,7389471600
2024-07-23,7199967600
2024-07-24,7137194400
2024-07-25,7157329200
2024-07-26,7375258800
2024-07-29,7436511840
2024-07-30,7512192640
2024-07-31,7584380480
