,HD
2018-07-18,229909680000
2018-07-19,231808720000
2018-07-20,231602800000
2018-07-23,231351120000
2018-07-24,231076560000
2018-07-25,229944000000
2018-07-26,228113600000
2018-07-27,225528159999
2018-07-30,223912800000
2018-07-31,224185200000
2018-08-01,222800500000
2018-08-02,222074100000
2018-08-03,222051399999
2018-08-06,222108150000
2018-08-07,223651750000
2018-08-08,224752700000
2018-08-09,224820800000
2018-08-10,222800500000
2018-08-13,220348899999
2018-08-14,219168500000
2018-08-15,220178650000
2018-08-16,221767649999
2018-08-17,221960600000
2018-08-20,224650550000
2018-08-21,227261050000
2018-08-22,225830950000
2018-08-23,227181600000
2018-08-24,228475500000
2018-08-27,229247300000
2018-08-28,229235950000
2018-08-29,228906800000
2018-08-30,226160100000
2018-08-31,227873950000
2018-09-04,232765800000
2018-09-05,231710250000
2018-09-06,233685149999
2018-09-07,234071050000
2018-09-10,239133150000
2018-09-11,242719750000
2018-09-12,240597300000
2018-09-13,237725750000
2018-09-14,237294450000
2018-09-17,236534000000
2018-09-18,239507700000
2018-09-19,240256800000
2018-09-20,239553100000
2018-09-21,241062649999
2018-09-24,236068650000
2018-09-25,235467100000
2018-09-26,235535200000
2018-09-27,234763400000
2018-09-28,235115250000
2018-10-01,235626000000
2018-10-02,232391250000
2018-10-03,231244900000
2018-10-04,225694750000
2018-10-05,222891300000
2018-10-08,225195350000
2018-10-09,222176250000
2018-10-10,219849500000
2018-10-11,215354900000
2018-10-12,218453450000
2018-10-15,216977950000
2018-10-16,219713300000
2018-10-17,210167950000
2018-10-18,204799400000
2018-10-19,204129750000
2018-10-22,202881250000
2018-10-23,202631550000
2018-10-24,200860950000
2018-10-25,203244450000
2018-10-26,195481050000
2018-10-29,193291200000
2018-10-30,196683840000
2018-10-31,196282080000
2018-11-01,201393360000
2018-11-02,200801880000
2018-11-05,203324040000
2018-11-06,203123160000
2018-11-07,208948680000
2018-11-08,209808000000
2018-11-09,207564840000
2018-11-12,200243880000
2018-11-13,199764000000
2018-11-14,200768400000
2018-11-15,197933760000
2018-11-16,197554320000
2018-11-19,193726440000
2018-11-20,188659800000
2018-11-21,188938800000
2018-11-23,188436600000
2018-11-26,189519120000
2018-11-27,193313520000
2018-11-28,198011880000
2018-11-29,196036560000
2018-11-30,201237120000
2018-12-03,202821840000
2018-12-04,195634800000
2018-12-06,196371360000
2018-12-07,192833640000
2018-12-10,191606040000
2018-12-11,192186360000
2018-12-12,194418360000
2018-12-13,194038920000
2018-12-14,192275640000
2018-12-17,187454520000
2018-12-18,189764640000
2018-12-19,186996960000
2018-12-20,183202560000
2018-12-21,179095680000
2018-12-24,176484240000
2018-12-26,187800480000
2018-12-27,190077120000
2018-12-28,189965520000
2018-12-31,191751120000
2019-01-02,192409560000
2019-01-03,188168760000
2019-01-04,193759920000
2019-01-07,197576640000
2019-01-08,198525240000
2019-01-09,200578680000
2019-01-10,199830960000
2019-01-11,200221560000
2019-01-14,199551960000
2019-01-15,196940520000
2019-01-16,197576640000
2019-01-17,195154920000
2019-01-18,200411280000
2019-01-22,197654760000
2019-01-23,197409240000
2019-01-24,197855640000
2019-01-25,201326400000
2019-01-28,200690280000
2019-01-29,200534040000
2019-01-30,203312880000
2019-01-31,204819480000
2019-02-01,205756920000
2019-02-04,205259430000
2019-02-05,205215390000
2019-02-06,203376720000
2019-02-07,202661070000
2019-02-08,203178540000
2019-02-11,201394920000
2019-02-12,204257520000
2019-02-13,207439410000
2019-02-14,206668710000
2019-02-15,211821390000
2019-02-19,211755330000
2019-02-20,211226850000
2019-02-21,211193820000
2019-02-22,211821390000
2019-02-25,209167980000
2019-02-26,207318300000
2019-02-27,202220670000
2019-02-28,203839140000
2019-03-01,203872170000
2019-03-04,202374810000
2019-03-05,202584000000
2019-03-06,203079450000
2019-03-07,200943510000
2019-03-08,199534230000
2019-03-11,200866440000
2019-03-12,202584000000
2019-03-13,199435140000
2019-03-14,199952610000
2019-03-15,200635230000
2019-03-18,201945420000
2019-03-19,202727130000
2019-03-20,204896100000
2019-03-21,209156970000
2019-03-22,207813750000
2019-03-25,208837680000
2019-03-26,208463340000
2019-03-27,208364250000
2019-03-28,209256060000
2019-03-29,211270890000
2019-04-01,215399640000
2019-04-02,213935310000
2019-04-03,218669610000
2019-04-04,220695450000
2019-04-05,222468060000
2019-04-08,224108550000
2019-04-09,221190900000
2019-04-10,219572430000
2019-04-11,221829480000
2019-04-12,224438850000
2019-04-15,225550860000
2019-04-16,225121470000
2019-04-17,227411550000
2019-04-18,226431660000
2019-04-22,225462780000
2019-04-23,226861050000
2019-04-24,227598720000
2019-04-25,227356500000
2019-04-26,224174610000
2019-04-29,222578160000
2019-04-30,224273700000
2019-05-01,218878800000
2019-05-02,221312010000
2019-05-03,220816560000
2019-05-06,218594850000
2019-05-07,213273150000
2019-05-08,213711150000
2019-05-09,213065100000
2019-05-10,213065100000
2019-05-13,208422300000
2019-05-14,209823900000
2019-05-15,209977200000
2019-05-16,210656100000
2019-05-17,210875100000
2019-05-20,209090250000
2019-05-21,209637750000
2019-05-22,206856450000
2019-05-23,210240000000
2019-05-24,211981050000
2019-05-28,209747250000
2019-05-29,208039050000
2019-05-30,209232600000
2019-05-31,207885750000
2019-06-03,207579150000
2019-06-04,213798750000
2019-06-05,215375550000
2019-06-06,215901150000
2019-06-07,216043500000
2019-06-10,216864750000
2019-06-11,216820950000
2019-06-12,217839300000
2019-06-13,221573250000
2019-06-14,225318150000
2019-06-17,226643100000
2019-06-18,227190600000
2019-06-19,227694300000
2019-06-20,231318750000
2019-06-21,229282050000
2019-06-24,225022500000
2019-06-25,224190300000
2019-06-26,226029900000
2019-06-27,226686900000
2019-06-28,227727150000
2019-07-01,230256600000
2019-07-02,230103300000
2019-07-03,232249500000
2019-07-05,231548700000
2019-07-08,233136450000
2019-07-09,232140000000
2019-07-10,230771250000
2019-07-11,234373800000
2019-07-12,238961850000
2019-07-15,239476500000
2019-07-16,237899700000
2019-07-17,236092950000
2019-07-18,234811800000
2019-07-19,233278800000
2019-07-22,231340650000
2019-07-23,233322600000
2019-07-24,235107450000
2019-07-25,236027250000
2019-07-26,237516450000
2019-07-29,238753800000
2019-07-30,238009200000
2019-07-31,233990550000
2019-08-01,233048850000
2019-08-02,232304250000
2019-08-05,223179660000
2019-08-06,227383200000
2019-08-07,226413990000
2019-08-08,230399730000
2019-08-09,228711780000
2019-08-12,225433890000
2019-08-13,226871370000
2019-08-14,219531510000
2019-08-15,219749310000
2019-08-16,221774850000
2019-08-19,226457550000
2019-08-20,236411010000
2019-08-21,240015600000
2019-08-22,240690780000
2019-08-23,236824830000
2019-08-26,238109850000
2019-08-27,237630690000
2019-08-28,241703550000
2019-08-29,247551480000
2019-08-30,248193990000
2019-09-03,244012230000
2019-09-04,244099350000
2019-09-05,248455350000
2019-09-06,251700570000
2019-09-09,253595430000
2019-09-10,253737000000
2019-09-11,253366740000
2019-09-12,254608200000
2019-09-13,254804220000
2019-09-16,251548110000
2019-09-17,250698690000
2019-09-18,251373870000
2019-09-19,248422680000
2019-09-20,244665630000
2019-09-23,246386250000
2019-09-24,245471490000
2019-09-25,248400900000
2019-09-26,250241310000
2019-09-27,250317540000
2019-09-30,252669780000
2019-10-01,251646120000
2019-10-02,245623950000
2019-10-03,246996090000
2019-10-04,248215770000
2019-10-07,246919860000
2019-10-08,246843630000
2019-10-09,249315660000
2019-10-10,252223290000
2019-10-11,255544740000
2019-10-14,255022020000
2019-10-15,256590180000
2019-10-16,256895100000
2019-10-17,257842530000
2019-10-18,259105770000
2019-10-21,257766300000
2019-10-22,258310800000
2019-10-23,255555630000
2019-10-24,254706210000
2019-10-25,255239820000
2019-10-28,257875200000
2019-10-29,254978460000
2019-10-30,257265360000
2019-10-31,255457620000
2019-11-01,258463260000
2019-11-04,254418360000
2019-11-05,251472600000
2019-11-06,253432830000
2019-11-07,252274020000
2019-11-08,252165720000
2019-11-11,251039400000
2019-11-12,252468960000
2019-11-13,254288400000
2019-11-14,256183650000
2019-11-15,256985070000
2019-11-18,258674550000
2019-11-19,244606380000
2019-11-20,239234700000
2019-11-21,236678820000
2019-11-22,236126490000
2019-11-25,236527200000
2019-11-26,239083080000
2019-11-27,241509000000
2019-11-29,238812330000
2019-12-02,235682460000
2019-12-03,231762000000
2019-12-04,231870300000
2019-12-05,230679000000
2019-12-06,232065240000
2019-12-09,234501990000
2019-12-10,233819700000
2019-12-11,229596000000
2019-12-12,229639320000
2019-12-13,231848640000
2019-12-16,233418990000
2019-12-17,235790760000
2019-12-18,236094000000
2019-12-19,238498260000
2019-12-20,239548770000
2019-12-23,237404430000
2019-12-24,238985610000
2019-12-26,239148060000
2019-12-27,238227510000
2019-12-30,235346730000
2019-12-31,236505540000
2020-01-02,237891780000
2020-01-03,237101190000
2020-01-06,238216680000
2020-01-07,236657160000
2020-01-08,240198570000
2020-01-09,243880770000
2020-01-10,242830260000
2020-01-13,241877220000
2020-01-14,241303230000
2020-01-15,243230970000
2020-01-16,247812060000
2020-01-17,251158530000
2020-01-21,252284850000
2020-01-22,252230700000
2020-01-23,253042950000
2020-01-24,251256000000
2020-01-27,250378770000
2020-01-28,253270380000
2020-01-29,253443660000
2020-01-30,252111570000
2020-01-31,247032300000
2020-02-03,248442420000
2020-02-04,252155000000
2020-02-05,255492030000
2020-02-06,256275320000
2020-02-07,254622900000
2020-02-10,258174530000
2020-02-11,259279720000
2020-02-12,259226070000
2020-02-13,260052280000
2020-02-14,262917190000
2020-02-18,261747620000
2020-02-19,261425720000
2020-02-20,265052460000
2020-02-21,263249820000
2020-02-24,257198100000
2020-02-25,254708740000
2020-02-26,252455440000
2020-02-27,241135290000
2020-02-28,233742320000
2020-03-02,246725620000
2020-03-03,244579620000
2020-03-04,258678840000
2020-03-05,251951130000
2020-03-06,245191230000
2020-03-09,225823580000
2020-03-10,242176100000
2020-03-11,228430970000
2020-03-12,204503070000
2020-03-13,220683910000
2020-03-16,177002080000
2020-03-17,186315720000
2020-03-18,166990990000
2020-03-19,172892490000
2020-03-20,163256950000
2020-03-23,174244470000
2020-03-24,198204560000
2020-03-25,195028480000
2020-03-26,209460330000
2020-03-27,204460150000
2020-03-30,210415300000
2020-03-31,200339830000
2020-04-01,191669990000
2020-04-02,194545630000
2020-04-03,191745100000
2020-04-06,205297090000
2020-04-07,206327170000
2020-04-08,209041860000
2020-04-09,216241690000
2020-04-13,213301670000
2020-04-14,222293410000
2020-04-15,212969040000
2020-04-16,214439050000
2020-04-17,224707660000
2020-04-20,221091650000
2020-04-21,215254530000
2020-04-22,219074410000
2020-04-23,217089360000
2020-04-24,227669140000
2020-04-27,233656480000
2020-04-28,233516990000
2020-04-29,238002130000
2020-04-30,235877590000
2020-05-01,234525610000
2020-05-04,238034320000
2020-05-05,242079530000
2020-05-06,240266160000
2020-05-07,246199850000
2020-05-08,251543390000
2020-05-11,253828880000
2020-05-12,249901700000
2020-05-13,246897300000
2020-05-14,251597040000
2020-05-15,256801090000
2020-05-18,263260550000
2020-05-19,255481300000
2020-05-20,255577870000
2020-05-21,258464240000
2020-05-22,259537240000
2020-05-26,260181040000
2020-05-27,265417280000
2020-05-28,263035220000
2020-05-29,266619040000
2020-06-01,265342170000
2020-06-02,271157830000
2020-06-03,269323000000
2020-06-04,267123350000
2020-06-05,273507700000
2020-06-08,275514210000
2020-06-09,275503480000
2020-06-10,273024850000
2020-06-11,256951310000
2020-06-12,260148850000
2020-06-15,258979280000
2020-06-16,268196350000
2020-06-17,269162050000
2020-06-18,267402330000
2020-06-19,264655450000
2020-06-22,267348680000
2020-06-23,268582630000
2020-06-24,264097490000
2020-06-25,263292740000
2020-06-26,258603730000
2020-06-29,264086760000
2020-06-30,268797230000
2020-07-01,266264950000
2020-07-02,266640500000
2020-07-06,267767150000
2020-07-07,265406550000
2020-07-08,267359410000
2020-07-09,266061080000
2020-07-10,268368030000
2020-07-13,267842260000
2020-07-14,276608670000
2020-07-15,276619400000
2020-07-16,276919840000
2020-07-17,279387740000
2020-07-20,279162410000
2020-07-21,281576660000
2020-07-22,284527410000
2020-07-23,283068130000
2020-07-24,284677630000
2020-07-27,286941660000
2020-07-28,284645440000
2020-07-29,283980180000
2020-07-30,285750630000
2020-07-31,284870770000
2020-08-03,285611140000
2020-08-04,287424510000
2020-08-05,287006040000
2020-08-06,289034010000
2020-08-07,291469720000
2020-08-10,294785290000
2020-08-11,294989160000
2020-08-12,302135340000
2020-08-13,302221180000
2020-08-14,301030150000
2020-08-17,309281520000
2020-08-18,305805000000
2020-08-19,303508780000
2020-08-20,301169640000
2020-08-21,303905790000
2020-08-24,307682750000
2020-08-25,307017490000
2020-08-26,313240890000
2020-08-27,309699990000
2020-08-28,307189170000
2020-08-31,305847920000
2020-09-01,306813620000
2020-09-02,308165600000
2020-09-03,294677990000
2020-09-04,289345180000
2020-09-08,288915980000
2020-09-09,297263920000
2020-09-10,292607100000
2020-09-11,296502090000
2020-09-14,301137450000
2020-09-15,306427340000
2020-09-16,302188990000
2020-09-17,300397080000
2020-09-18,295278870000
2020-09-21,292231550000
2020-09-22,293261630000
2020-09-23,286008150000
2020-09-24,285096100000
2020-09-25,288154150000
2020-09-28,292210090000
2020-09-29,291974030000
2020-09-30,297982830000
2020-10-01,297886260000
2020-10-02,299699630000
2020-10-05,302693300000
2020-10-06,296652310000
2020-10-07,303433670000
2020-10-08,305289960000
2020-10-09,306792160000
2020-10-12,307854430000
2020-10-13,311556280000
2020-10-14,308047570000
2020-10-15,308530420000
2020-10-16,308659180000
2020-10-19,304442290000
2020-10-20,306920920000
2020-10-21,305279230000
2020-10-22,301684680000
2020-10-23,303659000000
2020-10-26,296190920000
2020-10-27,297049320000
2020-10-28,289409560000
2020-10-29,289312990000
2020-10-30,286179830000
2020-11-02,290774760000
2020-11-03,297895380000
2020-11-04,303641280000
2020-11-05,307002900000
2020-11-06,305273760000
2020-11-09,289947780000
2020-11-10,295962180000
2020-11-11,298303500000
2020-11-12,296681760000
2020-11-13,297680580000
2020-11-16,300258180000
2020-11-17,292632780000
2020-11-18,289797420000
2020-11-19,290978820000
2020-11-20,289775940000
2020-11-23,291483600000
2020-11-24,293534940000
2020-11-25,294233040000
2020-11-27,296413260000
2020-11-30,297938340000
2020-12-01,297068400000
2020-12-02,291161400000
2020-12-03,287982360000
2020-12-04,283525260000
2020-12-07,282075360000
2020-12-08,281087280000
2020-12-09,285232920000
2020-12-10,284405940000
2020-12-11,284126700000
2020-12-14,285232920000
2020-12-15,287810520000
2020-12-16,289539660000
2020-12-17,294243780000
2020-12-18,290463300000
2020-12-21,291043260000
2020-12-22,290022960000
2020-12-23,289775940000
2020-12-24,290968080000
2020-12-28,289174500000
2020-12-29,285888060000
2020-12-30,284889240000
2020-12-31,285275880000
2021-01-04,283450080000
2021-01-05,285737700000
2021-01-06,287370180000
2021-01-07,285963240000
2021-01-08,289002660000
2021-01-11,291301020000
2021-01-12,296778420000
2021-01-13,294329700000
2021-01-14,288197160000
2021-01-15,295983660000
2021-01-19,293406060000
2021-01-20,294598200000
2021-01-21,299699700000
2021-01-22,305016000000
2021-01-25,306175920000
2021-01-26,303512400000
2021-01-27,294329700000
2021-01-28,298625700000
2021-01-29,290860680000
2021-02-01,289244970000
2021-02-02,291483360000
2021-02-03,293636070000
2021-02-04,298616220000
2021-02-05,298659060000
2021-02-08,299912130000
2021-02-09,296420670000
2021-02-10,298476990000
2021-02-11,296731260000
2021-02-12,297213210000
2021-02-16,294942690000
2021-02-17,300865320000
2021-02-18,303146550000
2021-02-19,299494440000
2021-02-22,295435350000
2021-02-23,286214040000
2021-02-24,278427870000
2021-02-25,273372750000
2021-02-26,276682140000
2021-03-01,280195020000
2021-03-02,278770590000
2021-03-03,275632560000
2021-03-04,268746030000
2021-03-05,271519920000
2021-03-08,277421130000
2021-03-09,283772160000
2021-03-10,285143040000
2021-03-11,287938350000
2021-03-12,292490100000
2021-03-15,298316340000
2021-03-16,302107680000
2021-03-17,299912130000
2021-03-18,303264360000
2021-03-19,309626100000
2021-03-22,309454740000
2021-03-23,310568580000
2021-03-24,313535250000
2021-03-25,318279780000
2021-03-26,325380510000
2021-03-29,323656200000
2021-03-30,326462220000
2021-03-31,326922750000
2021-04-01,329600250000
2021-04-05,337793400000
2021-04-06,336058380000
2021-04-07,334655370000
2021-04-08,336754530000
2021-04-09,341895330000
2021-04-12,343566090000
2021-04-13,343148400000
2021-04-14,342741420000
2021-04-15,345654540000
2021-04-16,351373680000
2021-04-19,350056350000
2021-04-20,346961160000
2021-04-21,349092450000
2021-04-22,344283660000
2021-04-23,346886190000
2021-04-26,342709290000
2021-04-27,343351890000
2021-04-28,342409410000
2021-04-29,348439140000
2021-04-30,346650570000
2021-05-03,349425660000
2021-05-04,352070660000
2021-05-05,351308900000
2021-05-06,357159640000
2021-05-07,358926500000
2021-05-10,360904960000
2021-05-11,349838280000
2021-05-12,335386000000
2021-05-13,344294360000
2021-05-14,342400540000
2021-05-17,338570580000
2021-05-18,335121500000
2021-05-19,332688100000
2021-05-20,334222200000
2021-05-21,334084660000
2021-05-24,333100720000
2021-05-25,335121500000
2021-05-26,335735140000
2021-05-27,337258660000
2021-05-28,337406780000
2021-06-01,334655980000
2021-06-02,331397340000
2021-06-03,329492940000
2021-06-04,329048580000
2021-06-07,327937680000
2021-06-08,328932200000
2021-06-09,325165720000
2021-06-10,326191980000
2021-06-11,328794660000
2021-06-14,327260560000
2021-06-15,324224100000
2021-06-16,320341240000
2021-06-17,320700960000
2021-06-18,320161380000
2021-06-21,325440800000
2021-06-22,330847180000
2021-06-23,329746860000
2021-06-24,329926720000
2021-06-25,331820540000
2021-06-28,332508240000
2021-06-29,336697920000
2021-06-30,337385620000
2021-07-01,340189320000
2021-07-02,341416600000
2021-07-06,337777080000
2021-07-07,342241840000
2021-07-08,337015320000
2021-07-09,340771220000
2021-07-12,340400920000
2021-07-13,335438900000
2021-07-14,337734760000
2021-07-15,341427180000
2021-07-16,340189320000
2021-07-19,337364460000
2021-07-20,344220300000
2021-07-21,345288880000
2021-07-22,345606280000
2021-07-23,352144720000
2021-07-26,350388440000
2021-07-27,346241080000
2021-07-28,344400160000
2021-07-29,346420940000
2021-07-30,347225020000
2021-08-02,343253780000
2021-08-03,348205060000
2021-08-04,346495190000
2021-08-05,349432390000
2021-08-06,346002160000
2021-08-09,344869240000
2021-08-10,347722520000
2021-08-11,353513000000
2021-08-12,350386980000
2021-08-13,347554680000
2021-08-16,351467450000
2021-08-17,336466750000
2021-08-18,337305950000
2021-08-19,338722100000
2021-08-20,345372760000
2021-08-23,343799260000
2021-08-24,340820100000
2021-08-25,339750120000
2021-08-26,337232520000
2021-08-27,339225620000
2021-08-30,343127900000
2021-08-31,342162820000
2021-09-01,339498360000
2021-09-02,343799260000
2021-09-03,346526660000
2021-09-07,345068550000
2021-09-08,347827420000
2021-09-09,348026730000
2021-09-10,348215550000
2021-09-13,351887050000
2021-09-14,349442880000
2021-09-15,349705130000
2021-09-16,352873110000
2021-09-17,352117830000
2021-09-20,347439290000
2021-09-21,350596780000
2021-09-22,352390570000
2021-09-23,352369590000
2021-09-24,354027010000
2021-09-27,358139090000
2021-09-28,350156200000
2021-09-29,353439570000
2021-09-30,344344740000
2021-10-01,346023140000
2021-10-04,342467030000
2021-10-05,345624520000
2021-10-06,346547640000
2021-10-07,354016520000
2021-10-08,350722660000
2021-10-11,353481530000
2021-10-12,354352200000
2021-10-13,354855720000
2021-10-14,360908450000
2021-10-15,367580090000
2021-10-18,372405490000
2021-10-19,375531510000
2021-10-20,375783270000
2021-10-21,382486380000
2021-10-22,383923510000
2021-10-25,389451740000
2021-10-26,387290800000
2021-10-27,390563680000
2021-10-28,389776930000
2021-10-29,389955260000
2021-11-01,380406240000
2021-11-02,381247020000
2021-11-03,382990860000
2021-11-04,386322840000
2021-11-05,382399200000
2021-11-08,382596420000
2021-11-09,384734700000
2021-11-10,382586040000
2021-11-11,381599940000
2021-11-12,386789940000
2021-11-15,385181040000
2021-11-16,407238540000
2021-11-17,409854300000
2021-11-18,421272300000
2021-11-19,424220220000
2021-11-22,424324020000
2021-11-23,423888060000
2021-11-24,427770180000
2021-11-26,418002600000
2021-11-29,422279160000
2021-11-30,415833180000
2021-12-01,415635960000
2021-12-02,423265260000
2021-12-03,423306780000
2021-12-06,431496600000
2021-12-07,431994840000
2021-12-08,426877500000
2021-12-09,426970920000
2021-12-10,431185200000
2021-12-13,420639120000
2021-12-14,417483600000
2021-12-15,423306780000
2021-12-16,414712140000
2021-12-17,402723240000
2021-12-20,404197200000
2021-12-21,405307860000
2021-12-22,410674320000
2021-12-23,412158660000
2021-12-27,419445420000
2021-12-28,421656360000
2021-12-29,426451920000
2021-12-30,425517720000
2021-12-31,430780380000
2022-01-03,424168320000
2022-01-04,428527920000
2022-01-05,422715120000
2022-01-06,421178880000
2022-01-07,408567180000
2022-01-10,402183480000
2022-01-11,401363460000
2022-01-12,404197200000
2022-01-13,401685240000
2022-01-14,386136000000
2022-01-18,380655360000
2022-01-19,373358220000
2022-01-20,362864040000
2022-01-21,362365800000
2022-01-24,377634780000
2022-01-25,372621240000
2022-01-26,370856640000
2022-01-27,369974340000
2022-01-28,380468520000
2022-01-31,377989400000
2022-02-01,379761000000
2022-02-02,384941900000
2022-02-03,375754300000
2022-02-04,370460100000
2022-02-07,368070500000
2022-02-08,372283200000
2022-02-09,375301100000
2022-02-10,365742700000
2022-02-11,360798700000
2022-02-14,362106800000
2022-02-15,363857800000
2022-02-16,360592700000
2022-02-17,358378200000
2022-02-18,357276100000
2022-02-22,325655100000
2022-02-23,317703500000
2022-02-24,322637200000
2022-02-25,326149500000
2022-02-28,325304900000
2022-03-01,329857500000
2022-03-02,337191100000
2022-03-03,334090800000
2022-03-04,333987800000
2022-03-07,332453100000
2022-03-08,326242200000
2022-03-09,326716000000
2022-03-10,327478200000
2022-03-11,326293700000
2022-03-14,327910800000
2022-03-15,338396200000
2022-03-16,340837300000
2022-03-17,346450800000
2022-03-18,350962200000
2022-03-21,339251100000
2022-03-22,339621900000
2022-03-23,326561500000
2022-03-24,325253400000
2022-03-25,320000400000
2022-03-28,323708400000
2022-03-29,327241300000
2022-03-30,317713800000
2022-03-31,308309900000
2022-04-01,310946700000
2022-04-04,314747400000
2022-04-05,314005800000
2022-04-06,307496200000
2022-04-07,311832500000
2022-04-08,320443300000
2022-04-11,315921600000
2022-04-12,315478700000
2022-04-13,319732600000
2022-04-14,313655600000
2022-04-18,309216300000
2022-04-19,317034000000
2022-04-20,324594200000
2022-04-21,319670800000
2022-04-22,309113300000
2022-04-25,314088200000
2022-04-26,308958800000
2022-04-27,310648000000
2022-04-28,321112800000
2022-04-29,309412000000
2022-05-02,314030310000
2022-05-03,311974080000
2022-05-04,322562130000
2022-05-05,305989530000
2022-05-06,301079130000
2022-05-09,303861690000
2022-05-10,297856680000
2022-05-11,289468080000
2022-05-12,296352870000
2022-05-13,302838690000
2022-05-16,302797770000
2022-05-17,307871850000
2022-05-18,291739140000
2022-05-19,294378480000
2022-05-20,293795370000
2022-05-23,292608690000
2022-05-24,294542160000
2022-05-25,300322110000
2022-05-26,309774630000
2022-05-27,315554580000
2022-05-31,309713250000
2022-06-01,304025370000
2022-06-02,312905010000
2022-06-03,312096840000
2022-06-06,310879470000
2022-06-07,308710710000
2022-06-08,304373190000
2022-06-09,306756780000
2022-06-10,295892520000
2022-06-13,289672680000
2022-06-14,285079410000
2022-06-15,286163790000
2022-06-16,279749580000
2022-06-17,276956790000
2022-06-21,275391600000
2022-06-22,275166540000
2022-06-23,281754660000
2022-06-24,289509000000
2022-06-27,289191870000
2022-06-28,276363450000
2022-06-29,280169010000
2022-06-30,280578210000
2022-07-01,285498840000
2022-07-05,290255790000
2022-07-06,290102340000
2022-07-07,293283870000
2022-07-08,293058810000
2022-07-11,292976970000
2022-07-12,291677760000
2022-07-13,293785140000
2022-07-14,296138040000
2022-07-15,299135430000
2022-07-18,299790150000
2022-07-19,306726090000
2022-07-20,309252900000
2022-07-21,312015000000
2022-07-22,313641570000
2022-07-25,313191450000
2022-07-26,305038140000
2022-07-27,305784930000
2022-07-28,306521490000
2022-07-29,307861620000
2022-08-01,311936400000
2022-08-02,306724200000
2022-08-03,312497400000
2022-08-04,313313400000
2022-08-05,315883800000
2022-08-08,318209400000
2022-08-09,311314200000
2022-08-10,317811600000
2022-08-11,316903800000
2022-08-12,321187800000
2022-08-15,320902200000
2022-08-16,333927600000
2022-08-17,332275200000
2022-08-18,331714200000
2022-08-19,327746400000
2022-08-22,318454200000
2022-08-23,313038000000
2022-08-24,314272200000
2022-08-25,315975600000
2022-08-26,304062000000
2022-08-29,302246400000
2022-08-30,298962000000
2022-08-31,294188400000
2022-09-01,299237400000
2022-09-02,297738000000
2022-09-06,295330800000
2022-09-07,303419400000
2022-09-08,305898000000
2022-09-09,305765400000
2022-09-12,303490800000
2022-09-13,283488600000
2022-09-14,281866800000
2022-09-15,276970800000
2022-09-16,281489400000
2022-09-19,286028400000
2022-09-20,279653400000
2022-09-21,277001400000
2022-09-22,274522800000
2022-09-23,276358800000
2022-09-26,271911599999
2022-09-27,274063800000
2022-09-28,287833800000
2022-09-29,283896600000
2022-09-30,281458800000
2022-10-03,289374000000
2022-10-04,295351200000
2022-10-05,295647000000
2022-10-06,296197800000
2022-10-07,290006400000
2022-10-10,288109200000
2022-10-11,288547800000
2022-10-12,286130400000
2022-10-13,288486600000
2022-10-14,281958600000
2022-10-17,286885200000
2022-10-18,290761200000
2022-10-19,280999800000
2022-10-20,274849199999
2022-10-21,281040600000
2022-10-24,288925200000
2022-10-25,296065200000
2022-10-26,295953000000
2022-10-27,296881200000
2022-10-28,304623000000
2022-10-31,300571950000
2022-11-01,300500900000
2022-11-02,293060950000
2022-11-03,285722500000
2022-11-04,288290450000
2022-11-07,294624050000
2022-11-08,295507100000
2022-11-09,291051250000
2022-11-10,316375500000
2022-11-11,319664100000
2022-11-14,311523800000
2022-11-15,316608950000
2022-11-16,319633650000
2022-11-17,316111600000
2022-11-18,317877700000
2022-11-21,321531700000
2022-11-22,329753200000
2022-11-23,326332650000
2022-11-25,331275700000
2022-11-28,323703800000
2022-11-29,320699400000
2022-11-30,328849850000
2022-12-01,331976050000
2022-12-02,332909850000
2022-12-05,324881200000
2022-12-06,322211750000
2022-12-07,324952250000
2022-12-08,328951350000
2022-12-09,325287200000
2022-12-12,332899700000
2022-12-13,337883350000
2022-12-14,338431450000
2022-12-15,332514000000
2022-12-16,328190100000
2022-12-19,322089950000
2022-12-20,319562600000
2022-12-21,324150400000
2022-12-22,320861800000
2022-12-23,323510950000
2022-12-27,324343250000
2022-12-28,320465950000
2022-12-29,325216150000
2022-12-30,320597900000
2023-01-03,320648650000
2023-01-04,324525950000
2023-01-05,320202050000
2023-01-06,322292950000
2023-01-09,322577150000
2023-01-10,325439450000
2023-01-11,333935000000
2023-01-12,334818050000
2023-01-13,336178150000
2023-01-17,332442950000
2023-01-18,328545350000
2023-01-19,315543200000
2023-01-20,319725000000
2023-01-23,320212200000
2023-01-24,322455350000
2023-01-25,322018900000
2023-01-26,318517150000
2023-01-27,321440350000
2023-01-30,317382400000
2023-01-31,327411700000
2023-02-01,331370900000
2023-02-02,343187900000
2023-02-03,334815000000
2023-02-06,332562700000
2023-02-07,328452000000
2023-02-08,323997900000
2023-02-09,318705500000
2023-02-10,319705400000
2023-02-13,326765300000
2023-02-14,321614300000
2023-02-15,323896900000
2023-02-16,324452400000
2023-02-17,321129500000
2023-02-21,298455000000
2023-02-22,299263000000
2023-02-23,302303100000
2023-02-24,299626600000
2023-02-27,298970100000
2023-02-28,299505400000
2023-03-01,293697900000
2023-03-02,295950200000
2023-03-03,301434500000
2023-03-06,301192100000
