,PEP
2009-04-13,80066950000
2009-04-14,78620800000
2009-04-15,80922200000
2009-04-16,80797800000
2009-04-17,81062150000
2009-04-20,77532300000
2009-04-21,76739250000
2009-04-22,74608900000
2009-04-23,74468950000
2009-04-24,75448600000
2009-04-27,76366050000
2009-04-28,77812200000
2009-04-29,78449750000
2009-04-30,77376800000
2009-05-01,77423450000
2009-05-04,76350500000
2009-05-05,77330150000
2009-05-06,77314600000
2009-05-07,76956950000
2009-05-08,77361250000
2009-05-11,77096900000
2009-05-12,76614850000
2009-05-13,77221300000
2009-05-14,79102850000
2009-05-15,78247600000
2009-05-18,79569350000
2009-05-19,80253550000
2009-05-20,80953300000
2009-05-21,80066950000
2009-05-22,80191350000
2009-05-26,79740400000
2009-05-27,77765550000
2009-05-28,79336100000
2009-05-29,80937750000
2009-06-01,82617150000
2009-06-02,86100350000
2009-06-03,84389850000
2009-06-04,85245100000
2009-06-05,85338400000
2009-06-08,84203250000
2009-06-09,83161400000
2009-06-10,82974800000
2009-06-11,82368350000
2009-06-12,83425750000
2009-06-15,82387040000
2009-06-16,81545720000
2009-06-17,82527260000
2009-06-18,84895420000
2009-06-19,83991780000
2009-06-22,83337420000
2009-06-23,82589580000
2009-06-24,82651900000
2009-06-25,84116420000
2009-06-26,85222600000
2009-06-29,85440720000
2009-06-30,85627680000
2009-07-01,88058160000
2009-07-02,87793300000
2009-07-06,89008540000
2009-07-07,87248000000
2009-07-08,85456300000
2009-07-09,85191440000
2009-07-10,85238180000
2009-07-13,86733860000
2009-07-14,87388220000
2009-07-15,89242240000
2009-07-16,89211080000
2009-07-17,88276280000
2009-07-20,87372640000
2009-07-21,87871200000
2009-07-22,87076620000
2009-07-23,88027000000
2009-07-24,87886780000
2009-07-27,87777720000
2009-07-28,87201260000
2009-07-29,87762140000
2009-07-30,88182800000
2009-07-31,88416500000
2009-08-03,87559600000
2009-08-04,92015480000
2009-08-05,90971620000
2009-08-06,90099140000
2009-08-07,89958920000
2009-08-10,89444780000
2009-08-11,88665780000
2009-08-12,88307440000
2009-08-13,88011420000
2009-08-14,88120480000
2009-08-17,87528440000
2009-08-18,87621920000
2009-08-19,87949100000
2009-08-20,88556720000
2009-08-21,89569420000
2009-08-24,89507100000
2009-08-25,89257820000
2009-08-26,90177040000
2009-08-27,89990080000
2009-08-28,88432080000
2009-08-31,88291860000
2009-09-01,87637500000
2009-09-02,87793300000
2009-09-03,88245120000
2009-09-04,89647320000
2009-09-08,90975080000
2009-09-09,90600440000
2009-09-10,90319460000
2009-09-11,91802410000
2009-09-14,91630700000
2009-09-15,90990690000
2009-09-16,91068740000
2009-09-17,91786800000
2009-09-18,93441460000
2009-09-21,92130220000
2009-09-22,91443380000
2009-09-23,91271670000
2009-09-24,91380940000
2009-09-25,91599480000
2009-09-28,92145830000
2009-09-29,91334110000
2009-09-30,91568260000
2009-10-01,91256060000
2009-10-02,95064900000
2009-10-05,94986850000
2009-10-06,95018070000
2009-10-07,95486370000
2009-10-08,94268790000
2009-10-09,94580990000
2009-10-12,95096120000
2009-10-13,94596600000
2009-10-14,96188820000
2009-10-15,97843480000
2009-10-16,97234690000
2009-10-19,96860050000
2009-10-20,96126380000
2009-10-21,96532240000
2009-10-22,96001500000
2009-10-23,95267830000
2009-10-26,94393670000
2009-10-27,95221000000
2009-10-28,95205390000
2009-10-29,95829790000
2009-10-30,94518550000
2009-11-02,94596600000
2009-11-03,93753660000
2009-11-04,94253180000
2009-11-05,95580030000
2009-11-06,96407360000
2009-11-09,97219080000
2009-11-10,96906880000
2009-11-11,97718600000
2009-11-12,95642470000
2009-11-13,96688340000
2009-11-16,97453230000
2009-11-17,97718600000
2009-11-18,97250300000
2009-11-19,96594680000
2009-11-20,96906880000
2009-11-23,97546890000
2009-11-24,97562500000
2009-11-25,98639590000
2009-11-27,97250300000
2009-11-30,97125420000
2009-12-01,99701070000
2009-12-02,99357650000
2009-12-03,97968360000
2009-12-04,99669850000
2009-12-07,100263030000
2009-12-08,99092280000
2009-12-09,96469800000
2009-12-10,96532240000
2009-12-11,95642470000
2009-12-14,95189780000
2009-12-15,95205390000
2009-12-16,94721480000
2009-12-17,93722440000
2009-12-18,92848280000
2009-12-21,94409280000
2009-12-22,94643430000
2009-12-23,94721480000
2009-12-24,95158560000
2009-12-28,96755120000
2009-12-29,96660200000
2009-12-30,96992420000
2009-12-31,96185600000
2010-01-04,96881680000
2010-01-05,98052360000
2010-01-06,97071520000
2010-01-07,96454540000
2010-01-08,96138140000
2010-01-11,96027400000
2010-01-12,97372100000
2010-01-13,98163100000
2010-01-14,99349600000
2010-01-15,98542780000
2010-01-19,98606060000
2010-01-20,98004900000
2010-01-21,96407080000
2010-01-22,95536980000
2010-01-25,95283860000
2010-01-26,95315500000
2010-01-27,95378780000
2010-01-28,94508680000
2010-01-29,94318840000
2010-02-01,96027400000
2010-02-02,96739300000
2010-02-03,96960780000
2010-02-04,94350480000
2010-02-05,94144820000
2010-02-08,93274720000
2010-02-09,94999100000
2010-02-10,95521160000
2010-02-11,96802580000
2010-02-12,96375440000
2010-02-16,96992420000
2010-02-17,98258020000
2010-02-18,98922460000
2010-02-19,99128120000
2010-02-22,98732620000
2010-02-23,97735960000
2010-02-24,98210560000
2010-02-25,98558600000
2010-02-26,98827540000
2010-03-01,100346260000
2010-03-02,100931600000
2010-03-03,101216360000
2010-03-04,101422020000
2010-03-05,101833340000
2010-03-08,101485300000
2010-03-09,101817520000
2010-03-10,101928260000
2010-03-11,102782540000
2010-03-12,102988199999
2010-03-15,104649300000
2010-03-16,104522739999
2010-03-17,105313739999
2010-03-18,105234640000
2010-03-19,105297920000
2010-03-22,106626480000
2010-03-23,107510880000
2010-03-24,106546080000
2010-03-25,107012400000
2010-03-26,107076720000
2010-03-29,107012400000
2010-03-30,107366160000
2010-03-31,106385280000
2010-04-01,107221440000
2010-04-05,106095840000
2010-04-06,106755120000
2010-04-07,106111919999
2010-04-08,106079760000
2010-04-09,106706880000
2010-04-12,106642559999
2010-04-13,106755120000
2010-04-14,106594320000
2010-04-15,106562160000
2010-04-16,106353120000
2010-04-19,106320960000
2010-04-20,105967200000
2010-04-21,106095840000
2010-04-22,104134080000
2010-04-23,104053679999
2010-04-26,104552160000
2010-04-27,103281840000
2010-04-28,104118000000
2010-04-29,104841600000
2010-04-30,104873760000
2010-05-03,105629520000
2010-05-04,105211440000
2010-05-05,104841600000
2010-05-06,104037600000
2010-05-07,103828559999
2010-05-10,106787280000
2010-05-11,107012400000
2010-05-12,107639520000
2010-05-13,106899840000
2010-05-14,106240559999
2010-05-17,107334000000
2010-05-18,106980240000
2010-05-19,106192320000
2010-05-20,102686880000
2010-05-21,102236640000
2010-05-24,101818560000
2010-05-25,101127120000
2010-05-26,98457840000
2010-05-27,101143200000
2010-05-28,101127120000
2010-06-01,100918080000
2010-06-02,102043680000
2010-06-03,101898960000
2010-06-04,98795520000
2010-06-07,99261840000
2010-06-08,100741200000
2010-06-09,100483920000
2010-06-10,102654720000
2010-06-11,102204480000
2010-06-14,101713050000
2010-06-15,102334319999
2010-06-16,101808630000
2010-06-17,102732569999
2010-06-18,102079440000
2010-06-21,101983860000
2010-06-22,100836900000
2010-06-23,99928890000
2010-06-24,99403200000
2010-06-25,96806610000
2010-06-28,98702280000
2010-06-29,97539390000
2010-06-30,97093350000
2010-07-01,98001360000
2010-07-02,98017290000
2010-07-06,98192520000
2010-07-07,100247490000
2010-07-08,101952000000
2010-07-09,101155500000
2010-07-12,101537820000
2010-07-13,101043990000
2010-07-14,101251080000
2010-07-15,100613880000
2010-07-16,99482850000
2010-07-19,98845650000
2010-07-20,103114890000
2010-07-21,101872350000
2010-07-22,102286529999
2010-07-23,102668850000
2010-07-26,103513140000
2010-07-27,104644170000
2010-07-28,103863600000
2010-07-29,103369770000
2010-07-30,103401630000
2010-08-02,103975110000
2010-08-03,104771610000
2010-08-04,105408810000
2010-08-05,104468940000
2010-08-06,104978700000
2010-08-09,105807060000
2010-08-10,105982290000
2010-08-11,104261850000
2010-08-12,103831740000
2010-08-13,104437080000
2010-08-16,104229990000
2010-08-17,104421150000
2010-08-18,104373360000
2010-08-19,103003380000
2010-08-20,103226400000
2010-08-23,103258259999
2010-08-24,103194540000
2010-08-25,102860009999
2010-08-26,102159090000
2010-08-27,102143160000
2010-08-30,101314800000
2010-08-31,102238740000
2010-09-01,103369770000
2010-09-02,103497210000
2010-09-03,104453009999
2010-09-07,103523880000
2010-09-08,103444830000
2010-09-09,104504099999
2010-09-10,104994210000
2010-09-13,104741250000
2010-09-14,104314380000
2010-09-15,105136500000
2010-09-16,105310410000
2010-09-17,104535720000
2010-09-20,105753090000
2010-09-21,105073259999
2010-09-22,105389460000
2010-09-23,104013990000
2010-09-24,104551530000
2010-09-27,104930970000
2010-09-28,105579180000
2010-09-29,105531750000
2010-09-30,105041640000
2010-10-01,105927000000
2010-10-04,105721470000
2010-10-05,107128560000
2010-10-06,107681910000
2010-10-07,104504099999
2010-10-08,103950750000
2010-10-11,103587120000
2010-10-12,104472480000
2010-10-13,104978400000
2010-10-14,105357840000
2010-10-15,105421080000
2010-10-18,105136500000
2010-10-19,103413210000
2010-10-20,102717570000
2010-10-21,103049580000
2010-10-22,102780810000
2010-10-25,102844050000
2010-10-26,102432990000
2010-10-27,101610870000
2010-10-28,102780810000
2010-10-29,103239300000
2010-11-01,103634550000
2010-11-02,104029800000
2010-11-03,103081200000
2010-11-04,103318349999
2010-11-05,102891480000
2010-11-08,102938910000
2010-11-09,103239300000
2010-11-10,103160250000
2010-11-11,102606900000
2010-11-12,102195840000
2010-11-15,101848020000
2010-11-16,101247240000
2010-11-17,101089140000
2010-11-18,102401370000
2010-11-19,102306509999
2010-11-22,102290700000
2010-11-23,101010090000
2010-11-24,101705730000
2010-11-26,101152380000
2010-11-29,101199810000
2010-11-30,102180030000
2010-12-01,103761030000
2010-12-02,103081200000
2010-12-03,103033770000
2010-12-06,102338130000
2010-12-07,102259080000
2010-12-08,102180030000
2010-12-09,102322320000
2010-12-10,102606900000
2010-12-13,103602930000
2010-12-14,103697790000
2010-12-15,103144439999
2010-12-16,103950750000
2010-12-17,104298570000
2010-12-20,104836110000
2010-12-21,103397400000
2010-12-22,103840080000
2010-12-23,103855890000
2010-12-27,103559860000
2010-12-28,103338240000
2010-12-29,103417390000
2010-12-30,103084960000
2010-12-31,103417390000
2011-01-03,104082250000
2011-01-04,103544030000
2011-01-05,105411970000
2011-01-06,105807720000
2011-01-07,105095370000
2011-01-10,104557150000
2011-01-11,105000390000
2011-01-12,105633590000
2011-01-13,105918530000
2011-01-14,105712740000
2011-01-18,105380309999
2011-01-19,104319700000
2011-01-20,104319700000
2011-01-21,104272210000
2011-01-24,104762940000
2011-01-25,104113910000
2011-01-26,104256380000
2011-01-27,103781480000
2011-01-28,101945200000
2011-01-31,101802730000
2011-02-01,102974150000
2011-02-02,102340950000
2011-02-03,101596940000
2011-02-04,101058720000
2011-02-07,100805440000
2011-02-08,101581110000
2011-02-09,101976860000
2011-02-10,100298880000
2011-02-11,101106210000
2011-02-14,100267220000
2011-02-15,101866049999
2011-02-16,101248680000
2011-02-17,102420100000
2011-02-18,100378030000
2011-02-22,99966450000
2011-02-23,99618190000
2011-02-24,99776490000
2011-02-25,100678800000
2011-02-28,100393860000
2011-03-01,100061430000
2011-03-02,99634020000
2011-03-03,100916250000
2011-03-04,100362200000
2011-03-07,100473010000
2011-03-08,100979570000
2011-03-09,102340950000
2011-03-10,101992690000
2011-03-11,102340950000
2011-03-14,101533620000
2011-03-15,99744830000
2011-03-16,98636730000
2011-03-17,99855640000
2011-03-18,100108920000
2011-03-21,101470299999
2011-03-22,101217020000
2011-03-23,101628600000
2011-03-24,101628600000
2011-03-25,101280340000
2011-03-28,101850220000
2011-03-29,101565280000
2011-03-30,102974150000
2011-03-31,101961030000
2011-04-01,103243260000
2011-04-04,103037470000
2011-04-05,103813140000
2011-04-06,104082250000
2011-04-07,104351360000
2011-04-08,104050590000
2011-04-11,104541320000
2011-04-12,105380309999
2011-04-13,105190350000
2011-04-14,105586100000
2011-04-15,106235130000
2011-04-18,106298450000
2011-04-19,105760230000
2011-04-20,106583390000
2011-04-21,106710030000
2011-04-25,106108490000
2011-04-26,107184929999
2011-04-27,107533190000
2011-04-28,110366760000
2011-04-29,109052870000
2011-05-02,109717730000
2011-05-03,110160970000
2011-05-04,110540890000
2011-05-05,108957890000
2011-05-06,109654410000
2011-05-09,110525059999
2011-05-10,110857490000
2011-05-11,111126600000
2011-05-12,112329679999
2011-05-13,111696480000
2011-05-16,111949760000
2011-05-17,112567130000
2011-05-18,112820410000
2011-05-19,113627740000
2011-05-20,112867900000
2011-05-23,112456320000
2011-05-24,112361340000
2011-05-25,111522350000
2011-05-26,111474860000
2011-05-27,111443200000
2011-05-31,112582960000
2011-06-01,111269070000
2011-06-02,110034330000
2011-06-03,109179510000
2011-06-06,109052870000
2011-06-07,109116190000
2011-06-08,108973720000
2011-06-09,110034330000
2011-06-10,108736270000
2011-06-13,108976680000
2011-06-14,109781459999
2011-06-15,108061440000
2011-06-16,108708420000
2011-06-17,108440160000
2011-06-20,108850440000
2011-06-21,108771540000
2011-06-22,108534840000
2011-06-23,107272440000
2011-06-24,108014100000
2011-06-27,108960900000
2011-06-28,109860360000
2011-06-29,110396879999
2011-06-30,111138540000
2011-07-01,110759820000
2011-07-05,110097060000
2011-07-06,110728260000
2011-07-07,111280560000
2011-07-08,110349540000
2011-07-11,109355400000
2011-07-12,108897780000
2011-07-13,108708420000
2011-07-14,108250799999
2011-07-15,108140340000
2011-07-18,107304000000
2011-07-19,108156120000
2011-07-20,108077219999
2011-07-21,104416260000
2011-07-22,103769280000
2011-07-25,101575860000
2011-07-26,101102459999
2011-07-27,100771080000
2011-07-28,100818420000
2011-07-29,101055120000
2011-08-01,100771080000
2011-08-02,99698040000
2011-08-03,101749440000
2011-08-04,99966300000
2011-08-05,102049260000
2011-08-08,99366660000
2011-08-09,99556020000
2011-08-10,95184960000
2011-08-11,99208860000
2011-08-12,99698040000
2011-08-15,100313460000
2011-08-16,100613280000
2011-08-17,101970360000
2011-08-18,99556020000
2011-08-19,97946460000
2011-08-22,97709760000
2011-08-23,100171440000
2011-08-24,100518600000
2011-08-25,99445560000
2011-08-26,99666480000
2011-08-29,101244480000
2011-08-30,101812560000
2011-08-31,101670540000
2011-09-01,101228700000
2011-09-02,99887400000
2011-09-06,98421200000
2011-09-07,97113120000
2011-09-08,96671840000
2011-09-09,94544240000
2011-09-12,94780640000
2011-09-13,95411040000
2011-09-14,97050080000
2011-09-15,99634720000
2011-09-16,97790800000
2011-09-19,95442560000
2011-09-20,95174640000
2011-09-21,95805040000
2011-09-22,96009920000
2011-09-23,95095840000
2011-09-26,97538640000
2011-09-27,98389680000
2011-09-28,97664720000
2011-09-29,98626080000
2011-09-30,97554400000
2011-10-03,95017040000
2011-10-04,95269200000
2011-10-05,95017040000
2011-10-06,95458320000
2011-10-07,96167520000
2011-10-10,97507120000
2011-10-11,96057200000
2011-10-12,98815200000
2011-10-13,98279360000
2011-10-14,98090240000
2011-10-17,97538640000
2011-10-18,98358160000
2011-10-19,97885360000
2011-10-20,97901120000
2011-10-21,98153280000
2011-10-24,97869600000
2011-10-25,97428320000
2011-10-26,97727760000
2011-10-27,99098880000
2011-10-28,99603200000
2011-10-31,99209200000
2011-11-01,98074480000
2011-11-02,98358160000
2011-11-03,98972800000
2011-11-04,97696240000
2011-11-07,98500000000
2011-11-08,100328160000
2011-11-09,98153280000
2011-11-10,99224960000
2011-11-11,99729280000
2011-11-14,98972800000
2011-11-15,101652000000
2011-11-16,102581840000
2011-11-17,101005840000
2011-11-18,100690640000
2011-11-21,99524400000
2011-11-22,99571680000
2011-11-23,98342400000
2011-11-25,98484240000
2011-11-28,99272240000
2011-11-29,100328160000
2011-11-30,100864000000
2011-12-01,101005840000
2011-12-02,101305280000
2011-12-05,101494400000
2011-12-06,101888400000
2011-12-07,102298160000
2011-12-08,101384080000
2011-12-09,102739440000
2011-12-12,101904160000
2011-12-13,101305280000
2011-12-14,100832480000
2011-12-15,102203599999
2011-12-16,101982959999
2011-12-19,101447120000
2011-12-20,103275280000
2011-12-21,104079040000
2011-12-22,104079040000
2011-12-23,104914319999
2011-12-27,104614880000
2011-12-28,103874160000
2011-12-29,104867040000
2011-12-30,104567599999
2012-01-03,104115200000
2012-01-04,104648319999
2012-01-05,103832960000
2012-01-06,102531520000
2012-01-09,103064640000
2012-01-10,102954880000
2012-01-11,101935680000
2012-01-12,101324160000
2012-01-13,100979200000
2012-01-17,101371200000
2012-01-18,101684799999
2012-01-19,103346880000
2012-01-20,103927040000
2012-01-23,103644799999
2012-01-24,103801600000
2012-01-25,104585600000
2012-01-26,104303360000
2012-01-27,103190080000
2012-01-30,102562880000
2012-01-31,102970560000
2012-02-01,104083840000
2012-02-02,104115200000
2012-02-03,104522880000
2012-02-06,104303360000
2012-02-07,104679680000
2012-02-08,104648319999
2012-02-09,100775360000
2012-02-10,100273600000
2012-02-13,99865920000
2012-02-14,99599360000
2012-02-15,98893760000
2012-02-16,98360640000
2012-02-17,98282240000
2012-02-21,99003520000
2012-02-22,98940800000
2012-02-23,98987840000
2012-02-24,99270080000
2012-02-27,99285760000
2012-02-28,99285760000
2012-02-29,98689920000
2012-03-01,98078400000
2012-03-02,98031360000
2012-03-05,98454720000
2012-03-06,97655040000
2012-03-07,98188160000
2012-03-08,98705600000
2012-03-09,99019200000
2012-03-12,100257920000
2012-03-13,100885120000
2012-03-14,100446080000
2012-03-15,100618560000
2012-03-16,101088960000
2012-03-19,101496640000
2012-03-20,102359040000
2012-03-21,102484480000
2012-03-22,102531520000
2012-03-23,102390400000
2012-03-26,102814140000
2012-03-27,103173630000
2012-03-28,103048590000
2012-03-29,103189260000
2012-03-30,103705049999
2012-04-02,104314619999
2012-04-03,104033280000
2012-04-04,103689420000
2012-04-05,103392450000
2012-04-09,102142049999
2012-04-10,101360549999
2012-04-11,101829450000
2012-04-12,102188940000
2012-04-13,101688780000
2012-04-16,103142369999
2012-04-17,103783200000
2012-04-18,103486229999
2012-04-19,103392450000
2012-04-20,104142690000
2012-04-23,103439340000
2012-04-24,103955130000
2012-04-25,104205210000
2012-04-26,103736310000
2012-04-27,103314299999
2012-04-30,103158000000
2012-05-01,103923869999
2012-05-02,104455290000
2012-05-03,104580330000
2012-05-04,103001700000
2012-05-07,104127060000
2012-05-08,103970760000
2012-05-09,103064220000
2012-05-10,104392770000
2012-05-11,104408400000
2012-05-14,104955450000
2012-05-15,106049549999
2012-05-16,107456250000
2012-05-17,107487510000
2012-05-18,106471560000
2012-05-21,106252740000
2012-05-22,106409040000
2012-05-23,106284000000
2012-05-24,107550030000
2012-05-25,107284320000
2012-05-29,108362790000
2012-05-30,106627860000
2012-05-31,106049549999
2012-06-01,105518130000
2012-06-04,105471240000
2012-06-05,104721000000
2012-06-06,105486869999
2012-06-07,105783840000
2012-06-08,106768530000
2012-06-11,106362150000
2012-06-12,106909200000
2012-06-13,107143650000
2012-06-14,108269010000
2012-06-15,108597240000
2012-06-18,108297599999
2012-06-19,107846360000
2012-06-20,107223960000
2012-06-21,106586000000
2012-06-22,106897200000
2012-06-25,106757160000
2012-06-26,107270640000
2012-06-27,108531000000
2012-06-28,108297599999
2012-06-29,109946960000
2012-07-02,110102560000
2012-07-03,110102560000
2012-07-05,109184520000
2012-07-06,109262320000
2012-07-09,108904439999
2012-07-10,108717720000
2012-07-11,109122280000
2012-07-12,108686599999
2012-07-13,109557960000
2012-07-16,109464599999
2012-07-17,109433480000
2012-07-18,109511280000
2012-07-19,109573520000
2012-07-20,108857759999
2012-07-23,107893040000
2012-07-24,107037240000
2012-07-25,109386800000
2012-07-26,110818320000
2012-07-27,112436560000
2012-07-30,113199000000
2012-07-31,113167880000
2012-08-01,112654400000
2012-08-02,111720800000
2012-08-03,113385720000
2012-08-06,112778880000
2012-08-07,112483240000
2012-08-08,112918919999
2012-08-09,112249840000
2012-08-10,112234280000
2012-08-13,112016439999
2012-08-14,112405439999
2012-08-15,112996720000
2012-08-16,114490480000
2012-08-17,114194840000
2012-08-20,114101480000
2012-08-21,113603560000
2012-08-22,113416840000
2012-08-23,113058960000
2012-08-24,113681360000
2012-08-27,113852520000
2012-08-28,113774720000
2012-08-29,113245680000
2012-08-30,112312080000
2012-08-31,112701080000
2012-09-04,112778880000
2012-09-05,111316240000
2012-09-06,112265400000
2012-09-07,112187599999
2012-09-10,110920960000
2012-09-11,110519520000
2012-09-12,108172640000
2012-09-13,109438720000
2012-09-14,108790239999
2012-09-17,108682160000
2012-09-18,109207120000
2012-09-19,109392399999
2012-09-20,109994559999
2012-09-21,108929200000
2012-09-24,109160800000
2012-09-25,108620399999
2012-09-26,108728480000
2012-09-27,109068160000
2012-09-28,109268880000
2012-10-01,109083600000
2012-10-02,109037280000
2012-10-03,109160800000
2012-10-04,109423280000
2012-10-05,109778399999
2012-10-08,109917360000
2012-10-09,109793840000
2012-10-10,108527760000
2012-10-11,107802079999
2012-10-12,108157200000
2012-10-15,108604960000
2012-10-16,108543200000
2012-10-17,108234399999
2012-10-18,109253440000
2012-10-19,107894720000
2012-10-22,107462399999
2012-10-23,105794880000
2012-10-24,105609600000
2012-10-25,106366160000
2012-10-26,106505120000
2012-10-31,106906559999
2012-11-01,107215360000
2012-11-02,106613200000
2012-11-05,106536000000
2012-11-06,107076399999
2012-11-07,106520559999
2012-11-08,106211760000
2012-11-09,106304399999
2012-11-12,105933840000
2012-11-13,105887520000
2012-11-14,105254480000
2012-11-15,105285360000
2012-11-16,105470640000
2012-11-19,106196320000
2012-11-20,106397040000
2012-11-21,107014640000
2012-11-23,108373360000
2012-11-26,108080000000
2012-11-27,108249840000
2012-11-28,108620399999
2012-11-29,108558640000
2012-11-30,108404239999
2012-12-03,107879280000
2012-12-04,107863840000
2012-12-05,107632239999
2012-12-06,108110880000
2012-12-07,108481440000
2012-12-10,108404239999
2012-12-11,108728480000
2012-12-12,108450559999
2012-12-13,108404239999
2012-12-14,108327040000
2012-12-17,108651280000
2012-12-18,108898320000
2012-12-19,107894720000
2012-12-20,108249840000
2012-12-21,107508720000
2012-12-24,107199920000
2012-12-26,106288960000
2012-12-27,106026480000
2012-12-28,105022880000
2012-12-31,105724350000
2013-01-02,107114850000
2013-01-03,107161200000
2013-01-04,107315699999
2013-01-07,107300250000
2013-01-08,107624700000
2013-01-09,108165450000
2013-01-10,109401450000
2013-01-11,109509600000
2013-01-14,110143050000
2013-01-15,110621999999
2013-01-16,110436600000
2013-01-17,111904350000
2013-01-18,111981600000
2013-01-22,111549000000
2013-01-23,110946450000
2013-01-24,111595350000
2013-01-25,111997049999
2013-01-28,112182450000
2013-01-29,112692300000
2013-01-30,113109449999
2013-01-31,112553249999
2013-02-01,112275150000
2013-02-04,111935250000
2013-02-05,113016750000
2013-02-06,112429650000
2013-02-07,112491450000
2013-02-08,112166999999
2013-02-11,111796200000
2013-02-12,111502650000
2013-02-13,110467500000
2013-02-14,111672600000
2013-02-15,113835600000
2013-02-19,116647500000
2013-02-20,116523900000
2013-02-21,116431200000
2013-02-22,116755649999
2013-02-25,116168550000
2013-02-26,116832900000
2013-02-27,116616600000
2013-02-28,117064650000
2013-03-01,117311850000
2013-03-04,118346999999
2013-03-05,118810500000
2013-03-06,118656000000
2013-03-07,119181300000
2013-03-08,119274000000
2013-03-11,118733249999
2013-03-12,118795050000
2013-03-13,118887750000
2013-03-14,119258550000
2013-03-15,119026800000
2013-03-18,118470600000
2013-03-19,118455150000
2013-03-20,117914399999
2013-03-21,117651750000
2013-03-22,121498800000
2013-03-25,120480840000
2013-03-26,122168160000
2013-03-27,121192920000
2013-03-28,122462280000
2013-04-01,122446799999
2013-04-02,123437519999
2013-04-03,122230079999
2013-04-04,123112440000
2013-04-05,121657320000
2013-04-08,123066000000
2013-04-09,122617079999
2013-04-10,123932880000
2013-04-11,123778079999
2013-04-12,123824519999
2013-04-15,122168160000
2013-04-16,123840000000
2013-04-17,122059799999
2013-04-18,125775000000
2013-04-19,128127960000
2013-04-22,129072240000
2013-04-23,130186799999
2013-04-24,127462320000
2013-04-25,128205359999
2013-04-26,127725480000
2013-04-29,127942200000
2013-04-30,127663560000
2013-05-01,127261079999
2013-05-02,127802880000
2013-05-03,128220840000
2013-05-06,127710000000
2013-05-07,129010320000
2013-05-08,128871000000
2013-05-09,128251799999
2013-05-10,128484000000
2013-05-13,128530440000
2013-05-14,129258000000
2013-05-15,130419000000
2013-05-16,129629519999
2013-05-17,129722400000
2013-05-20,127849320000
2013-05-21,127911240000
2013-05-22,128437560000
2013-05-23,127121760000
2013-05-24,127833840000
2013-05-28,127601640000
2013-05-29,125573760000
2013-05-30,125728560000
2013-05-31,125031960000
2013-06-03,126007200000
2013-06-04,126363240000
2013-06-05,125697600000
2013-06-06,126409680000
2013-06-07,127725480000
2013-06-10,128251799999
2013-06-11,127756440000
2013-06-12,127106280000
2013-06-13,126905040000
2013-06-14,127137240000
2013-06-17,126879350000
2013-06-18,126910089999
2013-06-19,124327930000
2013-06-20,121284670000
2013-06-21,123159810000
2013-06-24,123159810000
2013-06-25,123021480000
2013-06-26,124958100000
2013-06-27,125634379999
2013-06-28,125711230000
2013-07-01,126095480000
2013-07-02,125542160000
2013-07-03,124082010000
2013-07-05,124189600000
2013-07-08,125695860000
2013-07-09,127217490000
2013-07-10,127555629999
2013-07-11,129953350000
2013-07-12,129599839999
2013-07-15,130214640000
2013-07-16,129138740000
2013-07-17,131013879999
2013-07-18,133411600000
2013-07-19,132812170000
2013-07-22,132796800000
2013-07-23,132489400000
2013-07-24,131628680000
2013-07-25,131490350000
2013-07-26,131121470000
2013-07-29,131029250000
2013-07-30,130814070000
2013-07-31,128400980000
2013-08-01,129415400000
2013-08-02,129553730000
2013-08-05,129845760000
2013-08-06,130721850000
2013-08-07,130276120000
2013-08-08,130153160000
2013-08-09,129630580000
2013-08-12,128815970000
2013-08-13,128170430000
2013-08-14,127186750000
2013-08-15,124358670000
2013-08-16,123236660000
2013-08-19,124312560000
2013-08-20,123405730000
2013-08-21,121545960000
2013-08-22,121807250000
2013-08-23,122729449999
2013-08-26,122483530000
2013-08-27,121515220000
2013-08-28,121991690000
2013-08-29,121930210000
2013-08-30,122545010000
2013-09-03,123267400000
2013-09-04,122237610000
2013-09-05,121530589999
2013-09-06,121822620000
2013-09-09,121372020000
2013-09-10,121448470000
2013-09-11,122090649999
2013-09-12,122121230000
2013-09-13,122809279999
2013-09-16,123879580000
2013-09-17,124858140000
2013-09-18,126723520000
2013-09-19,125102779999
2013-09-20,124980459999
2013-09-23,123879580000
2013-09-24,123145660000
2013-09-25,122641089999
2013-09-26,123145660000
2013-09-27,122625800000
2013-09-30,121555500000
2013-10-01,122044779999
2013-10-02,121647240000
2013-10-03,121463760000
2013-10-04,121738980000
2013-10-07,120882740000
2013-10-08,120683970000
2013-10-09,121555500000
2013-10-10,123375010000
2013-10-11,123589070000
2013-10-14,123986610000
2013-10-15,123237399999
2013-10-16,125790830000
2013-10-17,126264820000
2013-10-18,126922290000
2013-10-21,125943730000
2013-10-22,127579760000
2013-10-23,127411570000
2013-10-24,126203660000
2013-10-25,127442149999
2013-10-28,129368690000
2013-10-29,130714209999
2013-10-30,129536880000
2013-10-31,128573610000
2013-11-01,129292240000
2013-11-04,129001730000
2013-11-05,129383980000
2013-11-06,132533720000
2013-11-07,130423700000
2013-11-08,131264649999
2013-11-11,130653050000
2013-11-12,130943560000
2013-11-13,131417550000
2013-11-14,132090310000
2013-11-15,131539870000
2013-11-18,131279940000
2013-11-19,130408410000
2013-11-20,130163770000
2013-11-21,130912980000
2013-11-22,131096459999
2013-11-25,130530730000
