,KMX
2009-06-10,2907147630
2009-06-11,2972771730
2009-06-12,3029645950
2009-06-15,2856835820
2009-06-16,2775899430
2009-06-17,2758399670
2009-06-18,2863398230
2009-06-19,3349016570
2009-06-22,3071207880
2009-06-23,3020896070
2009-06-24,2950897030
2009-06-25,3123707160
2009-06-26,3167456560
2009-06-29,3176206440
2009-06-30,3215580900
2009-07-01,3217768370
2009-07-02,3040583300
2009-07-06,3042770770
2009-07-07,2931209800
2009-07-08,2953084500
2009-07-09,2966209320
2009-07-10,2964021850
2009-07-13,3062458000
2009-07-14,3163081620
2009-07-15,3340266690
2009-07-16,3362141390
2009-07-17,3294329820
2009-07-20,3329329340
2009-07-21,3357766450
2009-07-22,3451827660
2009-07-23,3611512970
2009-07-24,3583075860
2009-07-27,3482452240
2009-07-28,3497764530
2009-07-29,3440890310
2009-07-30,3506514410
2009-07-31,3528389110
2009-08-03,3642137549
2009-08-04,3622450319
2009-08-05,3565576100
2009-08-06,3565576100
2009-08-07,3806197799
2009-08-10,3793072980
2009-08-11,3716511529
2009-08-12,3716511529
2009-08-13,3786510569
2009-08-14,3646512490
2009-08-17,3506514410
2009-08-18,3585263330
2009-08-19,3620262850
2009-08-20,3648699960
2009-08-21,3749323580
2009-08-24,3620262850
2009-08-25,3764635870
2009-08-26,3720886470
2009-08-27,3744948640
2009-08-28,3841197319
2009-08-31,3811731239
2009-09-01,3710437400
2009-09-02,3739063920
2009-09-03,3809529200
2009-09-04,3805125120
2009-09-08,3899812840
2009-09-09,3939449560
2009-09-10,3979086280
2009-09-11,3954863840
2009-09-14,3961469959
2009-09-15,4276361680
2009-09-16,4300584120
2009-09-17,4137633160
2009-09-18,4197088239
2009-09-21,4256543319
2009-09-22,4668324800
2009-09-23,4525192200
2009-09-24,4467939160
2009-09-25,4474545280
2009-09-28,4635294200
2009-09-29,4584647280
2009-09-30,4602263600
2009-10-01,4309392280
2009-10-02,4258745360
2009-10-05,4362241240
2009-10-06,4489959560
2009-10-07,4487757520
2009-10-08,4507575880
2009-10-09,4505373840
2009-10-12,4516384040
2009-10-13,4560424840
2009-10-14,4736588040
2009-10-15,4765214560
2009-10-16,4815861480
2009-10-19,4840083920
2009-10-20,4888528800
2009-10-21,4890730840
2009-10-22,4998630800
2009-10-23,4914953280
2009-10-26,4888528800
2009-10-27,4648506440
2009-10-28,4397473880
2009-10-29,4553818720
2009-10-30,4331412680
2009-11-02,4342422880
2009-11-03,4388665720
2009-11-04,4470141200
2009-11-05,4600061560
2009-11-06,4611071760
2009-11-09,4679335000
2009-11-10,4663920720
2009-11-11,4646304400
2009-11-12,4580243200
2009-11-13,4615475840
2009-11-16,4683739080
2009-11-17,4611071760
2009-11-18,4531798320
2009-11-19,4439312640
2009-11-20,4426100400
2009-11-23,4456928960
2009-11-24,4404080000
2009-11-25,4474545280
2009-11-27,4401877960
2009-11-30,4396819840
2009-12-01,4458746880
2009-12-02,4460958560
2009-12-03,4341527840
2009-12-04,4416724960
2009-12-07,4489710400
2009-12-08,4498557120
2009-12-09,4491922080
2009-12-10,4556060800
2009-12-11,4642316320
2009-12-14,4752900320
2009-12-15,4682126560
2009-12-16,4814827360
2009-12-17,4825885760
2009-12-18,5164272800
2009-12-21,5314667040
2009-12-22,5305820320
2009-12-23,5363324000
2009-12-24,5358900640
2009-12-28,5418616000
2009-12-29,5396499200
2009-12-30,5409769280
2009-12-31,5363324000
2010-01-04,5303608640
2010-01-05,5334572160
2010-01-06,5403134240
2010-01-07,5352265600
2010-01-08,5376594080
2010-01-11,5296973600
2010-01-12,5168696160
2010-01-13,5195236320
2010-01-14,5066958880
2010-01-15,4989550080
2010-01-19,5053688800
2010-01-20,4954163200
2010-01-21,4788287200
2010-01-22,4708666720
2010-01-25,4772805440
2010-01-26,4735206880
2010-01-27,4719725120
2010-01-28,4666644800
2010-01-29,4562695840
2010-02-01,4666644800
2010-02-02,4786075520
2010-02-03,4752900320
2010-02-04,4584812640
2010-02-05,4476440320
2010-02-08,4496345440
2010-02-09,4589236000
2010-02-10,4600294400
2010-02-11,4690973280
2010-02-12,4644528000
2010-02-16,4684338240
2010-02-17,4686549920
2010-02-18,4666644800
2010-02-19,4595871040
2010-02-22,4547214080
2010-02-23,4460958560
2010-02-24,4516250560
2010-02-25,4496345440
2010-02-26,4465381920
2010-03-01,4771084870
2010-03-02,4822195700
2010-03-03,4933306200
2010-03-04,5004416920
2010-03-05,5177749300
2010-03-08,5162193830
2010-03-09,5106638580
2010-03-10,5175527090
2010-03-11,5175527090
2010-03-12,5199971400
2010-03-15,5171082670
2010-03-16,5193304770
2010-03-17,5379970410
2010-03-18,5306637480
2010-03-19,5253304440
2010-03-22,5335526210
2010-03-23,5495525330
2010-03-24,5433303450
2010-03-25,5446636710
2010-03-26,5557747210
2010-03-29,5728857380
2010-03-30,5757746110
2010-03-31,5582191520
2010-04-01,5795523680
2010-04-05,5713301910
2010-04-06,5657746660
2010-04-07,5548858370
2010-04-08,5484414280
2010-04-09,5473303230
2010-04-12,5406636930
2010-04-13,5464414390
2010-04-14,5728857380
2010-04-15,5704413070
2010-04-16,5597746990
2010-04-19,5528858480
2010-04-20,5571080470
2010-04-21,5555525000
2010-04-22,5675524340
2010-04-23,5822190200
2010-04-26,5711079700
2010-04-27,5557747210
2010-04-28,5491080910
2010-04-29,5642191190
2010-04-30,5459969970
2010-05-03,5486636490
2010-05-04,5342192840
2010-05-05,5326637370
2010-05-06,5042194490
2010-05-07,4939972830
2010-05-10,5277748750
2010-05-11,5319970740
2010-05-12,5471081020
2010-05-13,5348859470
2010-05-14,5159971620
2010-05-17,5242193390
2010-05-18,5077749850
2010-05-19,5062194380
2010-05-20,4842195590
2010-05-21,4859973270
2010-05-24,4822195700
2010-05-25,4842195590
2010-05-26,4771084870
2010-05-27,4953306090
2010-05-28,4828862330
2010-06-01,4711196980
2010-06-02,4876111160
2010-06-03,4989768230
2010-06-04,4664397010
2010-06-07,4495025690
2010-06-08,4374682910
2010-06-09,4281082970
2010-06-10,4408111460
2010-06-11,4466054280
2010-06-14,4642111310
2010-06-15,4737939820
2010-06-16,4813711200
2010-06-17,4639882740
2010-06-18,4606454190
2010-06-21,4539597090
2010-06-22,4457140000
2010-06-23,4869425450
2010-06-24,4755768380
2010-06-25,4757996950
2010-06-28,4664397010
2010-06-29,4443768580
2010-06-30,4434854300
2010-07-01,4497254260
2010-07-02,4403654320
2010-07-06,4327882940
2010-07-07,4490568550
2010-07-08,4298911530
2010-07-09,4312282950
2010-07-12,4198625880
2010-07-13,4374682910
2010-07-14,4274397260
2010-07-15,4370225770
2010-07-16,4160740190
2010-07-19,4269940120
2010-07-20,4381368620
2010-07-21,4350168640
2010-07-22,4486111410
2010-07-23,4677768430
2010-07-26,4793654070
2010-07-27,4706739840
2010-07-28,4675539860
2010-07-29,4655482730
2010-07-30,4702282700
2010-08-02,4838225470
2010-08-03,4742396960
2010-08-04,4775825510
2010-08-05,4704511270
2010-08-06,4635425600
2010-08-09,4864968310
2010-08-10,4800339780
2010-08-11,4664397010
2010-08-12,4655482730
2010-08-13,4639882740
2010-08-16,4637654170
2010-08-17,4695596990
2010-08-18,4820396910
2010-08-19,4717882690
2010-08-20,4804796920
2010-08-23,4644339880
2010-08-24,4608682760
2010-08-25,4639882740
2010-08-26,4564111360
2010-08-27,4646568450
2010-08-30,4519539960
2010-08-31,4441540010
2010-09-01,4630968460
2010-09-02,4775825510
2010-09-03,4835996900
2010-09-07,4742396960
2010-09-08,4965253960
2010-09-09,4905082570
2010-09-10,5014307670
2010-09-13,5175553830
2010-09-14,5271853620
2010-09-15,5325602340
2010-09-16,5258416440
2010-09-17,5296488450
2010-09-20,5350237170
2010-09-21,5401746360
2010-09-22,5858610480
2010-09-23,6044491470
2010-09-24,6125114550
2010-09-27,6140791260
2010-09-28,6160947030
2010-09-29,6199019040
2010-09-30,6239330580
2010-10-01,6223653870
2010-10-04,6210216690
2010-10-05,6219174810
2010-10-06,6239330580
2010-10-07,6288600240
2010-10-08,6640206450
2010-10-11,6646925040
2010-10-12,6590936790
2010-10-13,6597655380
2010-10-14,6597655380
2010-10-15,6642445980
2010-10-18,6581978670
2010-10-19,6620050680
2010-10-20,6653643630
2010-10-21,6557343840
2010-10-22,6615571620
2010-10-25,6671559870
2010-10-26,6696194700
2010-10-27,6637966920
2010-10-28,6602134440
2010-10-29,6940303470
2010-11-01,6835045560
2010-11-02,6944782530
2010-11-03,7041082320
2010-11-04,7168735530
2010-11-05,7244879550
2010-11-08,7363574640
2010-11-09,7249358609
2010-11-10,7536018450
2010-11-11,7556174220
2010-11-12,7390449000
2010-11-15,7359095580
2010-11-16,7177693649
2010-11-17,7220244720
2010-11-18,7280712030
2010-11-19,7291909680
2010-11-22,7433000069
2010-11-23,7347897930
2010-11-24,7473311609
2010-11-26,7403886180
2010-11-29,7347897930
2010-11-30,7368053700
2010-12-01,7513623149
2010-12-02,7533778920
2010-12-03,7737576149
2010-12-06,7715180850
2010-12-07,7733097090
2010-12-08,7733097090
2010-12-09,7746534270
2010-12-10,7730857560
2010-12-13,7753252859
2010-12-14,7726378500
2010-12-15,7780127220
2010-12-16,7845073590
2010-12-17,7952571030
2010-12-20,8039912700
2010-12-21,7428521010
2010-12-22,7233681899
2010-12-23,7298628270
2010-12-27,7204568010
2010-12-28,7130663520
2010-12-29,7247119080
2010-12-30,7222484250
2010-12-31,7139621640
2011-01-03,7256077200
2011-01-04,7036603260
2011-01-05,7226963310
2011-01-06,7099310100
2011-01-07,7061238090
2011-01-10,7260556260
2011-01-11,7251598140
2011-01-12,7249358609
2011-01-13,7251598140
2011-01-14,7271753910
2011-01-18,7175454120
2011-01-19,7164256470
2011-01-20,7144100700
2011-01-21,7265035319
2011-01-24,7220244720
2011-01-25,7179933180
2011-01-26,7211286600
2011-01-27,7370293229
2011-01-28,7296388740
2011-01-31,7312065450
2011-02-01,7444197720
2011-02-02,7305346859
2011-02-03,7462113960
2011-02-04,7618881060
2011-02-07,7665911189
2011-02-08,7701743670
2011-02-09,7759971450
2011-02-10,7800282990
2011-02-11,7939133850
2011-02-14,7932415260
2011-02-15,7986163979
2011-02-16,8196679800
2011-02-17,8156368260
2011-02-18,8248188990
2011-02-22,7992882569
2011-02-23,7746534270
2011-02-24,7616641530
2011-02-25,7894343250
2011-02-28,7978410899
2011-03-01,7811489100
2011-03-02,7863370200
2011-03-03,7980666600
2011-03-04,7928785500
2011-03-07,7759608000
2011-03-08,7888182900
2011-03-09,7940064000
2011-03-10,7534038000
2011-03-11,7545316500
2011-03-14,7409974500
2011-03-15,7457344200
2011-03-16,7389673200
2011-03-17,7407718800
2011-03-18,7470878399
2011-03-21,7628777400
2011-03-22,7360349100
2011-03-23,7281399600
2011-03-24,7324257900
2011-03-25,7446065700
2011-03-28,7443810000
2011-03-29,7658101500
2011-03-30,7802466300
2011-03-31,7240797000
2011-04-01,7337792100
2011-04-04,7222751400
2011-04-05,7358093399
2011-04-06,7331025000
2011-04-07,7285910999
2011-04-08,7290422400
2011-04-11,7179893100
2011-04-12,7188915900
2011-04-13,7285910999
2011-04-14,7276888200
2011-04-15,7488924000
2011-04-18,7403207400
2011-04-19,7290422400
2011-04-20,7552083599
2011-04-21,7563362100
2011-04-25,7497946800
2011-04-26,7443810000
2011-04-27,7495691099
2011-04-28,7563362100
2011-04-29,7827279000
2011-05-02,7728028200
2011-05-03,7782165000
2011-05-04,7779909300
2011-05-05,7635544500
2011-05-06,7175381700
2011-05-09,7170870300
2011-05-10,7200194400
2011-05-11,7132523400
2011-05-12,7073875200
2011-05-13,6976880100
2011-05-16,6909209100
2011-05-17,6812214000
2011-05-18,6812214000
2011-05-19,6758077200
2011-05-20,6629502300
2011-05-23,6500927400
2011-05-24,6503183100
2011-05-25,6507694500
2011-05-26,6584388300
2011-05-27,6645292200
2011-05-31,6712058000
2011-06-01,6506125000
2011-06-02,6349978000
2011-06-03,6322822000
2011-06-06,6202883000
2011-06-07,6193831000
2011-06-08,6024106000
2011-06-09,6130467000
2011-06-10,6073892000
2011-06-13,6112363000
2011-06-14,6433709000
2011-06-15,6329611000
2011-06-16,6508388000
2011-06-17,6619275000
2011-06-20,6626064000
2011-06-21,6906676000
2011-06-22,7390957999
2011-06-23,7366064999
2011-06-24,7225759000
2011-06-27,7284596999
2011-06-28,7422639999
2011-06-29,7427166000
2011-06-30,7483741000
2011-07-01,7621784000
2011-07-05,7619521000
2011-07-06,7660255000
2011-07-07,7861662000
2011-07-08,7791509000
2011-07-11,7587839000
2011-07-12,7490530000
2011-07-13,7424903000
2011-07-14,7347961000
2011-07-15,7347961000
2011-07-18,7275545000
2011-07-19,7273282000
2011-07-20,7252914999
2011-07-21,7327594000
2011-07-22,7354750000
2011-07-25,7357013000
2011-07-26,7499582000
2011-07-27,7395484000
2011-07-28,7304964000
2011-07-29,7234811000
2011-08-01,7087716000
2011-08-02,6811630000
2011-08-03,6836523000
2011-08-04,6415605000
2011-08-05,6528755000
2011-08-08,5981109000
2011-08-09,6184779000
2011-08-10,5992424000
2011-08-11,6252669000
2011-08-12,6336400000
2011-08-15,6368082000
2011-08-16,6171201000
2011-08-17,6130467000
2011-08-18,5865696000
2011-08-19,5768387000
2011-08-22,5804595000
2011-08-23,5985635000
2011-08-24,6037684000
2011-08-25,5877011000
2011-08-26,5913219000
2011-08-29,6243617000
2011-08-30,6286614000
2011-08-31,6365397060
2011-09-01,6215942700
2011-09-02,5991761160
2011-09-06,6003083460
2011-09-07,6222736080
2011-09-08,6102719700
2011-09-09,5960058720
2011-09-12,6057430500
2011-09-13,6102719700
2011-09-14,6274818660
2011-09-15,6462768840
2011-09-16,6652983480
2011-09-19,6503529120
2011-09-20,6358603680
2011-09-21,6211413780
2011-09-22,5527546860
2011-09-23,5461877520
2011-09-26,5670207840
2011-09-27,5787959760
2011-09-28,5436968460
2011-09-29,5434704000
2011-09-30,5400737100
2011-10-03,5301100860
2011-10-04,5498108880
2011-10-05,5443761840
2011-10-06,5677001220
2011-10-07,5792488680
2011-10-10,6082339560
2011-10-11,6308785560
2011-10-12,6376719360
2011-10-13,6265760820
2011-10-14,6383512740
2011-10-17,6175182420
2011-10-18,6356339220
2011-10-19,6315578940
2011-10-20,6329165700
2011-10-21,6693743760
2011-10-24,7119462240
2011-10-25,6958685580
2011-10-26,6856784880
2011-10-27,7092288720
2011-10-28,6976801260
2011-10-31,6806966760
2011-11-01,6696008220
2011-11-02,6843198120
2011-11-03,6960950040
2011-11-04,6761677560
2011-11-07,6763942020
2011-11-08,6696008220
2011-11-09,6446917620
2011-11-10,6426537480
2011-11-11,6431066400
2011-11-14,6342752460
2011-11-15,6426537480
2011-11-16,6381248280
2011-11-17,6311050020
2011-11-18,6254438520
2011-11-21,6175182420
2011-11-22,6234058380
2011-11-23,6071017260
2011-11-25,6118570920
2011-11-28,6394835040
2011-11-29,6449182080
2011-11-30,6523228160
2011-12-01,6618490880
2011-12-02,6684267520
2011-12-05,7076659200
2011-12-06,7106145280
2011-12-07,7097072640
2011-12-08,6947374080
2011-12-09,7065318400
2011-12-12,7029027840
2011-12-13,6902010880
2011-12-14,6763653120
2011-12-15,6815820800
2011-12-16,6886133760
2011-12-19,6836234240
2011-12-20,7047173120
2011-12-21,6657049600
2011-12-22,6756848640
2011-12-23,6872524800
2011-12-27,6849843200
2011-12-28,6813552640
2011-12-29,6990469120
2011-12-30,6913351680
2012-01-03,6922424320
2012-01-04,6967787520
2012-01-05,7010882560
2012-01-06,6877061120
2012-01-09,6822625280
2012-01-10,7015418880
2012-01-11,7201408000
2012-01-12,7249039360
2012-01-13,7403274240
2012-01-17,7355642880
2012-01-18,7489464320
2012-01-19,7541632000
2012-01-20,7360179200
2012-01-23,7416883200
2012-01-24,7387397120
2012-01-25,7337497600
2012-01-26,7205944320
2012-01-27,7128826880
2012-01-30,7097072640
2012-01-31,6902010880
2012-02-01,6917888000
2012-02-02,6929228800
2012-02-03,6736435200
2012-02-06,6877061120
2012-02-07,6886133760
2012-02-08,6786334720
2012-02-09,6897474560
2012-02-10,6784066560
2012-02-13,6718289920
2012-02-14,6740971520
2012-02-15,6598077440
2012-02-16,6727362560
2012-02-17,6845306880
2012-02-21,6793139200
2012-02-22,6892938240
2012-02-23,6854379520
2012-02-24,6845306880
2012-02-27,6956446720
2012-02-28,7051709440
2012-02-29,6990353370
2012-03-01,7088295760
2012-03-02,7343401520
2012-03-05,7311513300
2012-03-06,7304680110
2012-03-07,7439066179
2012-03-08,7648617340
2012-03-09,7669116910
2012-03-12,7603062740
2012-03-13,7769337030
2012-03-14,7808058440
2012-03-15,7858168500
2012-03-16,7792114330
2012-03-19,7871834880
2012-03-20,7867279420
2012-03-21,7849057580
2012-03-22,7794392060
2012-03-23,7778447950
2012-03-26,7967499539
2012-03-27,7926500399
2012-03-28,7783003410
2012-03-29,7787558869
2012-03-30,7892334450
2012-04-02,7858168500
2012-04-03,7887778990
2012-04-04,7953833160
2012-04-05,7568896789
2012-04-09,7466398940
2012-04-10,7142961280
2012-04-11,7229515020
2012-04-12,7245459130
2012-04-13,7131572630
2012-04-16,7204459990
2012-04-17,7343401520
2012-04-18,7229515020
2012-04-19,7120183980
2012-04-20,7172571770
2012-04-23,7099684410
2012-04-24,7045018890
2012-04-25,7117906250
2012-04-26,7127017170
2012-04-27,7127017170
2012-04-30,7031352510
2012-05-01,7058685270
2012-05-02,7202182260
2012-05-03,6931132390
2012-05-04,6796746320
2012-05-07,6796746320
2012-05-08,6776246750
2012-05-09,6701081660
2012-05-10,6842300920
2012-05-11,6739803070
2012-05-14,6537085100
2012-05-15,6486975040
2012-05-16,6525696450
2012-05-17,6382199460
2012-05-18,6375366270
2012-05-21,6484697310
2012-05-22,6484697310
2012-05-23,6571251050
2012-05-24,6609972460
2012-05-25,6630472030
2012-05-29,6710192580
2012-05-30,6409532220
2012-05-31,6442204860
2012-06-01,6241242780
2012-06-04,6252661080
2012-06-05,6309752580
2012-06-06,6499296360
2012-06-07,6362276760
2012-06-08,6428502900
2012-06-11,6273214020
2012-06-12,6280065000
2012-06-13,6147612720
2012-06-14,6243526440
2012-06-15,6321170880
2012-06-18,6309752580
2012-06-19,6512998320
2012-06-20,6371411400
2012-06-21,5910112080
2012-06-22,5875857180
2012-06-25,5786794440
2012-06-26,5821049340
2012-06-27,5795929080
2012-06-28,5759390520
2012-06-29,5923814040
2012-07-02,5960352600
2012-07-03,6012876780
2012-07-05,6117925140
2012-07-06,6060833640
2012-07-09,6017444100
2012-07-10,6051699000
2012-07-11,5967203580
2012-07-12,5935232340
2012-07-13,6006025800
2012-07-16,5948934300
2012-07-17,5994607500
2012-07-18,6108790500
2012-07-19,6229824480
2012-07-20,6152180040
2012-07-23,6213838860
2012-07-24,6165882000
2012-07-25,6108790500
2012-07-26,6172732980
2012-07-27,6394248000
2012-07-30,6387397020
2012-07-31,6355425780
2012-08-01,6323454540
2012-08-02,6152180040
2012-08-03,6362276760
2012-08-06,6494729040
2012-08-07,6608912040
2012-08-08,6602061060
2012-08-09,6629464980
2012-08-10,6620330340
2012-08-13,6590642760
2012-08-14,6579224460
2012-08-15,6691123800
2012-08-16,6796172160
2012-08-17,6846412680
2012-08-20,6782470200
2012-08-21,6807590460
2012-08-22,6828143400
2012-08-23,6748215300
2012-08-24,6807590460
2012-08-27,6775619220
2012-08-28,6777902880
2012-08-29,6926340780
2012-08-30,6917206140
2012-08-31,7002173360
2012-09-04,7015907600
2012-09-05,7237944480
2012-09-06,7498895040
2012-09-07,7379864960
2012-09-10,7375286880
2012-09-11,7372997840
2012-09-12,7492027919
2012-09-13,7631659360
2012-09-14,7402755360
2012-09-17,7308904720
2012-09-18,7178429440
2012-09-19,7318060880
2012-09-20,6857963840
2012-09-21,6702309120
2012-09-24,6626770800
2012-09-25,6512318800
2012-09-26,6500873600
2012-09-27,6496295520
2012-09-28,6477983200
2012-10-01,6505451680
2012-10-02,6564966720
2012-10-03,6482561280
2012-10-04,6603880400
2012-10-05,6681707760
2012-10-08,7292881440
2012-10-09,7237944480
2012-10-10,7173851360
2012-10-11,7153250000
2012-10-12,7450825199
2012-10-15,7551542960
2012-10-16,7601901840
2012-10-17,7679729199
2012-10-18,7643104560
2012-10-19,7622503199
2012-10-22,7588167600
2012-10-23,7567566240
2012-10-24,7478293680
2012-10-25,7503473120
2012-10-26,7684307280
2012-10-31,7725510000
2012-11-01,8002483840
2012-11-02,7938390720
2012-11-05,7904055120
2012-11-06,7949835919
2012-11-07,7805626400
2012-11-08,7755267520
2012-11-09,7791892160
2012-11-12,7755267520
2012-11-13,7711775759
2012-11-14,7562988160
2012-11-15,7633948400
2012-11-16,7624792240
2012-11-19,7833094880
2012-11-20,7839962000
2012-11-21,7924656479
2012-11-23,8043686560
2012-11-26,7981882479
2012-11-27,8073444080
2012-11-28,8213075520
2012-11-29,8295480960
2012-11-30,8242949540
2012-12-03,8181570710
2012-12-04,8158837810
2012-12-05,8045173310
2012-12-06,8161111100
2012-12-07,8238402960
2012-12-10,8238402960
2012-12-11,8086092530
2012-12-12,8015620540
2012-12-13,7990614350
2012-12-14,7972428030
2012-12-17,7915595780
2012-12-18,7983794479
2012-12-19,7920142360
2012-12-20,8631682130
2012-12-21,8590762910
2012-12-24,8524837500
2012-12-26,8515744340
2012-12-27,8477098410
2012-12-28,8340701009
2012-12-31,8533930660
2013-01-02,8574849880
2013-01-03,8624862260
2013-01-04,8606675940
2013-01-07,8458912090
2013-01-08,8483918280
2013-01-09,8563483430
2013-01-10,8577123169
2013-01-11,8524837500
2013-01-14,8520290919
2013-01-15,8618042390
2013-01-16,8593036200
2013-01-17,8706700700
2013-01-18,8752166500
2013-01-22,8763532950
2013-01-23,8761259660
2013-01-24,8806725460
2013-01-25,9022688010
2013-01-28,9043147620
2013-01-29,9079520260
2013-01-30,8895383770
2013-01-31,8961309180
2013-02-01,8922663250
2013-02-04,8820365200
2013-02-05,9043147620
2013-02-06,9115892900
2013-02-07,8954489310
2013-02-08,9040874330
2013-02-11,9004501690
2013-02-12,9006774980
2013-02-13,8956762600
2013-02-14,9029507880
2013-02-15,8947669440
2013-02-19,9104526450
2013-02-20,8974948920
2013-02-21,8752166500
2013-02-22,8847644680
2013-02-25,8693060960
2013-02-26,8711247280
2013-02-27,8772626110
2013-02-28,8627577380
2013-03-01,8620838840
2013-03-04,8852195380
2013-03-05,9038628320
2013-03-06,9130721700
2013-03-07,9189122380
2013-03-08,9301431380
2013-03-11,9292446660
2013-03-12,9258753960
2013-03-13,9283461940
2013-03-14,9314908460
2013-03-15,9357585880
2013-03-18,9335124080
2013-03-19,9218322720
2013-03-20,9225061260
2013-03-21,9025151240
2013-03-22,9063336300
2013-03-25,9054351580
2013-03-26,9173399120
2013-03-27,9236292160
2013-03-28,9366570600
2013-04-01,9249769240
2013-04-02,9319400820
2013-04-03,9141952600
2013-04-04,9234045980
2013-04-05,9287954300
2013-04-08,9519310840
2013-04-09,9362078240
2013-04-10,9728205580
2013-04-11,10152733600
2013-04-12,9880945820
2013-04-15,9454171620
2013-04-16,9535034100
2013-04-17,9328385540
2013-04-18,9247523060
2013-04-19,9604665680
2013-04-22,9746175020
2013-04-23,9905653800
2013-04-24,9993254820
2013-04-25,10107810000
2013-04-26,10067378760
2013-04-29,10134764160
2013-04-30,10341412720
2013-05-01,10152733600
2013-05-02,10332428000
2013-05-03,10384090140
2013-05-06,10388582500
2013-05-07,10516614760
2013-05-08,10577261620
2013-05-09,10581753980
2013-05-10,10552553640
2013-05-13,10572769260
2013-05-14,10797387260
2013-05-15,10876003560
2013-05-16,10718770960
2013-05-17,10932158060
2013-05-20,10745725120
2013-05-21,10844557040
2013-05-22,10651385560
2013-05-23,10568276900
2013-05-24,10491906780
2013-05-28,10543568920
2013-05-29,10482922060
2013-05-30,10536830380
2013-05-31,10458239700
2013-06-03,10485072900
2013-06-04,10312893200
2013-06-05,10180963300
2013-06-06,10404573300
2013-06-07,10554392000
2013-06-10,10529794900
2013-06-11,10420226000
2013-06-12,10259226800
2013-06-13,10507433900
2013-06-14,10377740100
2013-06-17,10536503200
2013-06-18,10780238100
2013-06-19,10614766700
2013-06-20,9966297700
2013-06-21,9970769900
2013-06-24,9836603900
2013-06-25,9919339600
2013-06-26,10261462900
2013-06-27,10442587000
2013-06-28,10321837600
2013-07-01,10440350900
2013-07-02,10402337200
2013-07-03,10464948000
2013-07-05,10583461300
2013-07-08,10751168800
2013-07-09,10883098700
2013-07-10,10851793300
2013-07-11,10829432300
2013-07-12,10733280000
2013-07-15,10672905300
2013-07-16,10650544300
2013-07-17,10701974600
2013-07-18,10731043900
2013-07-19,10697502400
2013-07-22,10820487900
2013-07-23,10744460500
2013-07-24,10547683700
2013-07-25,10453767500
2013-07-26,10684085800
2013-07-29,10657252600
2013-07-30,10791418600
2013-07-31,10965834400
2013-08-01,11120125300
2013-08-02,11084347700
2013-08-05,11046334000
2013-08-06,11010556400
2013-08-07,10809307400
2013-08-08,11017264700
2013-08-09,11041861800
2013-08-12,11070931100
2013-08-13,11122361400
2013-08-14,11093292100
2013-08-15,10751168800
2013-08-16,10617002800
2013-08-19,10552155900
2013-08-20,10795890800
2013-08-21,10701974600
2013-08-22,10856265500
2013-08-23,10925584600
2013-08-26,10921112400
2013-08-27,10585697400
2013-08-28,10670669200
2013-08-29,10744460500
2013-08-30,10634891600
2013-09-03,10720897180
2013-09-04,10950853950
2013-09-05,11160717410
2013-09-06,11433093390
2013-09-09,11464349650
2013-09-10,11620630950
2013-09-11,11555885840
2013-09-12,11413000080
2013-09-13,11404069720
2013-09-16,11368348280
2013-09-17,11381743820
2013-09-18,11415232670
2013-09-19,11442023750
2013-09-20,11428628210
2013-09-23,11165182590
2013-09-24,11562583610
2013-09-25,11118298200
2013-09-26,11049087910
2013-09-27,10988807980
2013-09-30,10821363730
2013-10-01,10895039200
2013-10-02,10906202150
2013-10-03,10725362360
2013-10-04,10785642290
2013-10-07,10778944520
2013-10-08,10363682780
2013-10-09,10330193930
2013-10-10,10557918110
2013-10-11,10700803870
2013-10-14,10807968190
2013-10-15,10604802500
2013-10-16,10787874880
2013-10-17,10910667330
2013-10-18,10881643660
2013-10-21,10883876250
2013-10-22,10803503010
2013-10-23,10607035090
2013-10-24,10669547610
2013-10-25,10662849840
2013-10-28,10611500270
2013-10-29,10602569910
2013-10-30,10537824800
2013-10-31,10490940410
2013-11-01,10676245380
2013-11-04,10850387400
2013-11-05,10881643660
2013-11-06,10901736970
2013-11-07,10609267680
2013-11-08,10618198040
2013-11-11,10886108840
2013-11-12,10946388770
2013-11-13,11098204890
2013-11-14,11066948630
2013-11-15,11149554460
2013-11-18,10962016900
2013-11-19,10901736970
2013-11-20,10857085170
2013-11-21,11002203520
2013-11-22,11093739710
2013-11-25,11183043310
2013-11-26,11187508490
2013-11-27,11263416550
2013-11-29,11241090650
2013-12-02,11479003500
2013-12-03,11403234500
2013-12-04,11296266500
2013-12-05,11320780000
2013-12-06,11409920000
2013-12-09,11577057500
2013-12-10,11608256500
2013-12-11,11423291000
2013-12-12,11385406500
2013-12-13,11354207500
2013-12-16,11550315500
2013-12-17,11532487500
2013-12-18,11704082000
2013-12-19,11822192500
2013-12-20,10714628000
2013-12-23,10572004000
2013-12-24,10607660000
2013-12-26,10578689500
2013-12-27,10458350500
2013-12-30,10496235000
2013-12-31,10478407000
2014-01-02,10451665000
2014-01-03,10349154000
2014-01-06,10208758500
2014-01-07,10104019000
2014-01-08,10083962500
2014-01-09,10050535000
2014-01-10,10244414500
2014-01-13,10077277000
2014-01-14,10177559500
2014-01-15,9997051000
2014-01-16,9952481000
2014-01-17,10070591500
2014-01-21,10034935500
2014-01-22,10012650500
2014-01-23,9976994500
2014-01-24,9932424500
2014-01-27,9985908500
