,J
2013-12-19,7881428970
2013-12-20,7963405200
2013-12-23,7952995520
2013-12-24,7998537870
2013-12-26,8045381430
2013-12-27,8048604320
2013-12-30,8042085120
2013-12-31,8212888160
2014-01-02,8198545920
2014-01-03,8121619360
2014-01-06,8132050080
2014-01-07,8203761280
2014-01-08,8225926560
2014-01-09,8246788000
2014-01-10,8309372320
2014-01-13,8388906560
2014-01-14,8414983360
2014-01-15,8512771360
2014-01-16,8533632800
2014-01-17,8570140320
2014-01-21,8613167040
2014-01-22,8710955040
2014-01-23,8422806399
2014-01-24,8214192000
2014-01-27,8119011680
2014-01-28,8176380640
2014-01-29,8055123520
2014-01-30,8048604320
2014-01-31,7915612640
2014-02-03,7626160160
2014-02-04,7730467360
2014-02-05,7647021600
2014-02-06,7692656000
2014-02-07,7802178560
2014-02-10,7739594240
2014-02-11,7813913120
2014-02-12,7928651040
2014-02-13,7855636000
2014-02-14,7884320480
2014-02-18,7948208640
2014-02-19,7858243680
2014-02-20,7958639360
2014-02-21,7836078400
2014-02-24,7826951520
2014-02-25,7823040000
2014-02-26,7864762880
2014-02-27,7896055040
2014-02-28,7907789600
2014-03-03,7875193600
2014-03-04,8031654400
2014-03-05,8059035040
2014-03-06,8223318880
2014-03-07,8225926560
2014-03-10,8194634400
2014-03-11,8195938240
2014-03-12,8189419040
2014-03-13,8074681120
2014-03-14,8160734560
2014-03-17,8249395680
2014-03-18,8343272160
2014-03-19,8315891520
2014-03-20,8362829760
2014-03-21,8451490879
2014-03-24,8304156960
2014-03-25,8322410720
2014-03-26,8235053440
2014-03-27,8193330560
2014-03-28,8252182560
2014-03-31,8301863000
2014-04-01,8339777020
2014-04-02,8416912439
2014-04-03,8410375540
2014-04-04,8352850820
2014-04-07,8222112820
2014-04-08,8214268540
2014-04-09,8280944920
2014-04-10,8206424260
2014-04-11,8033850100
2014-04-14,8091374820
2014-04-15,8118829800
2014-04-16,8236494000
2014-04-17,8331932740
2014-04-21,8326703220
2014-04-22,8448289560
2014-04-23,8352850820
2014-04-24,8283559680
2014-04-25,8118829800
2014-04-28,8131903600
2014-04-29,7461217660
2014-04-30,7543582600
2014-05-01,7593263040
2014-05-02,7423303640
2014-05-05,7406307700
2014-05-06,7405000320
2014-05-07,7461217660
2014-05-08,7395848660
2014-05-09,7338323940
2014-05-12,7355319880
2014-05-13,7301717300
2014-05-14,7122606240
2014-05-15,7040241300
2014-05-16,6965720640
2014-05-19,6972257540
2014-05-20,6918654960
2014-05-21,6935650900
2014-05-22,6951339460
2014-05-23,6974872300
2014-05-27,7127835760
2014-05-28,7140909560
2014-05-29,7157905500
2014-05-30,7199741660
2014-06-02,7255959000
2014-06-03,7186667860
2014-06-04,7208893320
2014-06-05,7316098480
2014-06-06,7412844600
2014-06-09,7461217660
2014-06-10,7378852720
2014-06-11,7189282620
2014-06-12,7144831700
2014-06-13,7156598120
2014-06-16,7144831700
2014-06-17,7150061220
2014-06-18,7152675980
2014-06-19,7174901440
2014-06-20,7278184460
2014-06-23,7214122840
2014-06-24,7131757900
2014-06-25,7003634660
2014-06-26,6973564920
2014-06-27,7004072250
2014-06-30,6968757600
2014-07-01,6959601950
2014-07-02,6941290650
2014-07-03,7006688150
2014-07-07,7005380200
2014-07-08,6975297350
2014-07-09,6970065550
2014-07-10,6951754250
2014-07-11,7043310750
2014-07-14,7090396950
2014-07-15,7111324150
2014-07-16,7108708250
2014-07-17,7069469750
2014-07-18,7136175200
2014-07-21,7111324150
2014-07-22,7136175200
2014-07-23,7176721650
2014-07-24,7174105750
2014-07-25,7061622050
2014-07-28,7055082300
2014-07-29,6849734150
2014-07-30,6768641250
2014-07-31,6645693950
2014-08-01,6575064650
2014-08-04,6606455450
2014-08-05,6544981800
2014-08-06,6533210250
2014-08-07,6539750000
2014-08-08,6629998550
2014-08-11,6698011950
2014-08-12,6633922400
2014-08-13,6722863000
2014-08-14,6819651300
2014-08-15,6705859650
2014-08-18,6845810300
2014-08-19,6835346700
2014-08-20,7049850500
2014-08-21,7115248000
2014-08-22,7048542550
2014-08-25,7102168500
2014-08-26,7137483150
2014-08-27,7117863900
2014-08-28,7103476450
2014-08-29,7051158450
2014-09-02,7013227900
2014-09-03,6971373500
2014-09-04,6917747550
2014-09-05,6972681450
2014-09-08,7034155100
2014-09-09,7002764300
2014-09-10,6987068900
2014-09-11,7017151750
2014-09-12,6992300700
2014-09-15,6962217850
2014-09-16,6984453000
2014-09-17,6902052150
2014-09-18,6936058850
2014-09-19,6869353400
2014-09-22,6820959250
2014-09-23,6673160900
2014-09-24,6584220300
2014-09-25,6476968400
2014-09-26,6391431360
2014-09-29,6345116640
2014-09-30,6280790640
2014-10-01,6091672200
2014-10-02,6031205760
2014-10-03,6078807000
2014-10-06,6090385680
2014-10-07,6067228320
2014-10-08,6176582520
2014-10-09,6078807000
2014-10-10,6009334920
2014-10-13,5950155000
2014-10-14,6008048400
2014-10-15,6010621440
2014-10-16,5818929960
2014-10-17,5912845920
2014-10-20,5840800800
2014-10-21,6000329280
2014-10-22,5880682920
2014-10-23,6086526120
2014-10-24,6092958720
2014-10-27,6050503560
2014-10-28,6098104800
2014-10-29,6071087880
2014-10-30,6065941800
2014-10-31,6104537400
2014-11-03,6055649640
2014-11-04,6026059680
2014-11-05,6166290360
2014-11-06,6165003840
2014-11-07,6208745520
2014-11-10,6126408240
2014-11-11,6121262160
2014-11-12,6226756800
2014-11-13,6108396960
2014-11-14,6135413880
2014-11-17,6076233960
2014-11-18,6136700400
2014-11-19,6072374400
2014-11-20,6271785000
2014-11-21,6314240160
2014-11-24,6112256520
2014-11-25,6217751160
2014-11-26,6107110440
2014-11-28,5975885400
2014-12-01,5914132440
2014-12-02,5992610160
2014-12-03,6019627080
2014-12-04,5957874120
2014-12-05,5957874120
2014-12-08,5780334360
2014-12-09,5712148800
2014-12-10,5431687440
2014-12-11,5470283040
2014-12-12,5276018520
2014-12-15,5196254280
2014-12-16,5169237360
2014-12-17,5285024160
2014-12-18,5434260480
2014-12-19,5564199000
2014-12-22,5598935040
2014-12-23,5727587040
2014-12-24,5719867920
2014-12-26,5614203520
2014-12-29,5674679680
2014-12-30,5689798720
2014-12-31,5630582480
2015-01-02,5624282880
2015-01-05,5421435760
2015-01-06,5323162000
2015-01-07,5252606480
2015-01-08,5441594480
2015-01-09,5295443760
2015-01-12,5135433920
2015-01-13,5072437920
2015-01-14,5025820880
2015-01-15,4858251520
2015-01-16,4907388400
2015-01-20,4909908240
2015-01-21,4986763360
2015-01-22,4989283200
2015-01-23,5013221680
2015-01-26,5035900240
2015-01-27,4928807040
2015-01-28,4833053120
2015-01-29,4882190000
2015-01-30,4800295200
2015-02-02,5020781200
2015-02-03,5180791040
2015-02-04,5014481600
2015-02-05,5149293040
2015-02-06,5154332720
2015-02-09,5221108480
2015-02-10,5223628320
2015-02-11,5284104480
2015-02-12,5362219520
2015-02-13,5451673840
2015-02-17,5449154000
2015-02-18,5520969440
2015-02-19,5519709520
2015-02-20,5599084480
2015-02-23,5568846400
2015-02-24,5607903920
2015-02-25,5638142000
2015-02-26,5611683680
2015-02-27,5586485280
2015-03-02,5567586480
2015-03-03,5542388080
2015-03-04,5515929760
2015-03-05,5524749200
2015-03-06,5428995280
2015-03-09,5450413920
2015-03-10,5461753200
2015-03-11,5422695680
2015-03-12,5497030960
2015-03-13,5445374240
2015-03-16,5500810720
2015-03-17,5479392080
2015-03-18,5623022960
2015-03-19,5542388080
2015-03-20,5644441600
2015-03-23,5664600320
2015-03-24,5683499120
2015-03-25,5663340400
2015-03-26,5664600320
2015-03-27,5463797760
2015-03-30,5547704320
2015-03-31,5572382720
2015-04-01,5467499520
2015-04-02,5463797760
2015-04-06,5583488000
2015-04-07,5546470400
2015-04-08,5583488000
2015-04-09,5663692800
2015-04-10,5750067200
2015-04-13,5727856640
2015-04-14,5774745600
2015-04-15,5948728320
2015-04-16,5893201920
2015-04-17,5856184320
2015-04-20,5847546880
2015-04-21,5814231040
2015-04-22,5793254400
2015-04-23,5819166720
2015-04-24,5714283520
2015-04-27,5757470720
2015-04-28,5429248000
2015-04-29,5447756800
2015-04-30,5288581120
2015-05-01,5275008000
2015-05-04,5292282880
2015-05-05,5281177600
2015-05-06,5299686400
2015-05-07,5341639680
2015-05-08,5398400000
2015-05-11,5403335680
2015-05-12,5371253760
2015-05-13,5432949760
2015-05-14,5465031680
2015-05-15,5429248000
2015-05-18,5461329920
2015-05-19,5397166080
2015-05-20,5450224640
2015-05-21,5468733440
2015-05-22,5376189440
2015-05-26,5312025600
2015-05-27,5374955520
2015-05-28,5347809280
2015-05-29,5337937920
2015-06-01,5361382400
2015-06-02,5387294720
2015-06-03,5460096000
2015-06-04,5325598720
2015-06-05,5384826880
2015-06-08,5262668800
2015-06-09,5298452480
2015-06-10,5388528640
2015-06-11,5361382400
2015-06-12,5319429120
2015-06-15,5219481600
2015-06-16,5266370560
2015-06-17,5279943680
2015-06-18,5329300480
2015-06-19,5372487680
2015-06-22,5399633920
2015-06-23,5411973120
2015-06-24,5309557760
2015-06-25,5244160000
2015-06-26,5145345430
2015-06-29,4952836650
2015-06-30,4949181420
2015-07-01,4951618240
2015-07-02,4924813220
2015-07-06,4863892720
2015-07-07,4879732050
2015-07-08,4856582260
2015-07-09,4854145440
2015-07-10,4891916150
2015-07-13,4974768030
2015-07-14,5032033300
2015-07-15,4896789790
2015-07-16,4928468450
2015-07-17,4871203180
2015-07-20,4904100250
2015-07-21,4968675980
2015-07-22,4966239160
2015-07-23,4908973890
2015-07-24,4820029960
2015-07-27,4824903600
2015-07-28,5079551290
2015-07-29,5201392290
2015-07-30,5228197310
2015-07-31,5131942920
2015-08-03,5184334550
2015-08-04,5168495220
2015-08-05,5194081830
2015-08-06,5298865090
2015-08-07,5267186430
2015-08-10,5434108600
2015-08-11,5402429940
2015-08-12,5380498560
2015-08-13,5335417390
2015-08-14,5380498560
2015-08-17,5353693540
2015-08-18,5283025760
2015-08-19,5244036640
2015-08-20,5086861750
2015-08-21,4911410710
2015-08-24,4661636660
2015-08-25,4514209050
2015-08-26,4580003190
2015-08-27,4800535400
2015-08-28,4868766360
2015-08-31,4923594810
2015-09-01,4810282680
2015-09-02,4869984770
2015-09-03,4915065940
2015-09-04,4804190630
2015-09-08,4882168870
2015-09-09,4848053390
2015-09-10,4854145440
2015-09-11,4896789790
2015-09-14,4782259250
2015-09-15,4776167200
2015-09-16,4784696070
2015-09-17,4776167200
2015-09-18,4616555490
2015-09-21,4627521180
2015-09-22,4558071810
2015-09-23,4508117000
2015-09-24,4550761350
2015-09-25,4551979760
2015-09-28,4465472650
2015-09-29,4545887710
2015-09-30,4560508630
2015-10-01,4478875160
2015-10-02,4521211200
2015-10-05,4754525040
2015-10-06,4806506880
2015-10-07,4882666320
2015-10-08,4987838880
2015-10-09,4998718800
2015-10-12,4945528080
2015-10-13,4941901440
2015-10-14,4914097200
2015-10-15,4904426160
2015-10-16,4753316160
2015-10-19,4723094160
2015-10-20,4755733920
2015-10-21,4706169840
2015-10-22,4736391840
2015-10-23,4805298000
2015-10-26,4795626960
2015-10-27,4578028560
2015-10-28,4701334320
2015-10-29,4719467520
2015-10-30,4852444320
2015-11-02,4985421120
2015-11-03,5027731920
2015-11-04,5025314160
2015-11-05,5057953920
2015-11-06,4981794480
2015-11-09,4968496800
2015-11-10,5016852000
2015-11-11,5022896400
2015-11-12,4887501840
2015-11-13,4922559360
2015-11-16,5012016480
2015-11-17,4947945840
2015-11-18,5056745040
2015-11-19,5166753120
2015-11-20,5123233440
2015-11-23,5263463520
2015-11-24,5315445360
2015-11-25,5228406000
2015-11-27,5255001360
2015-11-30,5335996320
2015-12-01,5435124480
2015-12-02,5335996320
2015-12-03,5407320240
2015-12-04,5391604800
2015-12-07,5306983200
2015-12-08,5200601760
2015-12-09,5170379760
2015-12-10,5167962000
2015-12-11,5061580560
2015-12-14,5041029600
2015-12-15,5095429200
2015-12-16,5146202160
2015-12-17,5028940800
2015-12-18,4929812640
2015-12-21,4949154720
2015-12-22,5074878240
2015-12-23,5241703680
2015-12-24,5234450400
2015-12-28,5158290960
2015-12-29,5206646160
2015-12-30,5128068960
2015-12-31,5071251600
2016-01-04,5039454720
2016-01-05,4968527280
2016-01-06,4872354480
2016-01-07,4741319040
2016-01-08,4658370000
2016-01-11,4616294400
2016-01-12,4695636960
2016-01-13,4598262000
2016-01-14,4613890080
2016-01-15,4524930240
2016-01-19,4380671040
2016-01-20,4421544480
2016-01-21,4402309920
2016-01-22,4497280560
2016-01-25,4414331520
2016-01-26,4503291360
2016-01-27,4503291360
2016-01-28,4534547520
2016-01-29,4716073680
2016-02-01,4704052080
2016-02-02,4647550560
2016-02-03,4490067600
2016-02-04,4496078400
2016-02-05,4454002800
2016-02-08,4292913360
2016-02-09,4267668000
2016-02-10,4255646400
2016-02-11,4214772960
2016-02-12,4337393280
2016-02-16,4473237360
2016-02-17,4619900880
2016-02-18,4568208000
2016-02-19,4567005840
2016-02-22,4643944080
2016-02-23,4595857680
2016-02-24,4629518160
2016-02-25,4624709520
2016-02-26,4671593760
2016-02-29,4646348400
2016-03-01,4767766560
2016-03-02,4806235680
2016-03-03,4878365280
2016-03-04,4896397680
2016-03-07,5019018000
2016-03-08,4900004160
2016-03-09,4898802000
2016-03-10,4880769600
2016-03-11,5019018000
2016-03-14,4987761840
2016-03-15,4972133760
2016-03-16,5094754080
2016-03-17,5272673760
2016-03-18,5299121280
2016-03-21,5306334240
2016-03-22,5360431440
2016-03-23,5248630560
2016-03-24,5201746320
2016-03-28,5171692320
2016-03-29,5233002480
2016-03-30,5261854320
2016-03-31,5235406800
2016-04-01,5244636000
2016-04-04,5158344000
2016-04-05,5085235500
2016-04-06,5067258000
2016-04-07,4912651500
2016-04-08,4937820000
2016-04-11,4970179500
2016-04-12,5009730000
2016-04-13,5147557500
2016-04-14,5079243000
2016-04-15,5052876000
2016-04-18,5105610000
2016-04-19,5148756000
2016-04-20,5199093000
2016-04-21,5199093000
2016-04-22,5245834500
2016-04-25,5226658500
2016-04-26,5318943000
2016-04-27,5387257500
2016-04-28,5333325000
2016-04-29,5342913000
2016-05-02,5378868000
2016-05-03,5401639500
2016-05-04,5327332500
2016-05-05,5583811500
2016-05-06,5830702500
2016-05-09,5901414000
2016-05-10,6044035500
2016-05-11,6000889500
2016-05-12,5969728500
2016-05-13,5889429000
2016-05-16,6006882000
2016-05-17,5911002000
2016-05-18,5920590000
2016-05-19,5863062000
2016-05-20,5899017000
2016-05-23,5829504000
2016-05-24,5872650000
2016-05-25,5994897000
2016-05-26,5994897000
2016-05-27,6010477500
2016-05-31,6075196500
2016-06-01,6097968000
2016-06-02,6085983000
2016-06-03,6172275000
2016-06-06,6227406000
2016-06-07,6204634500
2016-06-08,6305308500
2016-06-09,6293323500
2016-06-10,6179466000
2016-06-13,6079990500
2016-06-14,6114747000
2016-06-15,6115945500
2016-06-16,6108754500
2016-06-17,6141114000
2016-06-20,6278941500
2016-06-21,6256170000
2016-06-22,6270552000
2016-06-23,6364035000
2016-06-24,5952949500
2016-06-27,5710852500
2016-06-28,5736021000
2016-06-29,5842687500
2016-06-30,5969728500
2016-07-01,5946019080
2016-07-05,5815718300
2016-07-06,5950800760
2016-07-07,5973513740
2016-07-08,6126527500
2016-07-11,6198252700
2016-07-12,6346484780
2016-07-13,6310622180
2016-07-14,6316599280
2016-07-15,6299863400
2016-07-18,6290300040
2016-07-19,6274759580
2016-07-20,6373979440
2016-07-21,6377565700
2016-07-22,6345289360
2016-07-25,6334530580
2016-07-26,6439727540
2016-07-27,6511452740
2016-07-28,6464831360
2016-07-29,6397887840
2016-08-01,6394301580
2016-08-02,6334530580
2016-08-03,6335726000
2016-08-04,6336921420
2016-08-05,6426577920
2016-08-08,6382347380
2016-08-09,6642948940
2016-08-10,6529384040
2016-08-11,6504280220
2016-08-12,6396692420
2016-08-15,6485153500
2016-08-16,6418209980
2016-08-17,6369197760
2016-08-18,6451681740
2016-08-19,6422991660
2016-08-22,6466026780
2016-08-23,6531774880
2016-08-24,6468417620
2016-08-25,6497107700
2016-08-26,6512648160
2016-08-29,6544924500
2016-08-30,6393106160
2016-08-31,6298667980
2016-09-01,6219770260
2016-09-02,6246069500
2016-09-06,6175539720
2016-09-07,6189884760
2016-09-08,6164780940
2016-09-09,5995031300
2016-09-12,6050020620
2016-09-13,5995031300
2016-09-14,5893420600
2016-09-15,5993835880
2016-09-16,5937651140
2016-09-19,6009376340
2016-09-20,5966341220
2016-09-21,6053606880
2016-09-22,6121745820
2016-09-23,6054802300
2016-09-26,6061974820
2016-09-27,6066756500
2016-09-28,6241287820
2016-09-29,6211402320
2016-09-30,6177333360
2016-10-03,6205998480
2016-10-04,6129558160
2016-10-05,6250190540
2016-10-06,6257356820
2016-10-07,6190471540
2016-10-10,6191665920
2016-10-11,5983843800
2016-10-12,6014897680
2016-10-13,5994593220
2016-10-14,5977871900
2016-10-17,6005342640
2016-10-18,6041174040
2016-10-19,6065061640
2016-10-20,6051923460
2016-10-21,6037590900
2016-10-24,6088949240
2016-10-25,6023258340
2016-10-26,6075811060
2016-10-27,6053117840
2016-10-28,6103281800
2016-10-31,6160612040
2016-11-01,6061478500
2016-11-02,6037590900
2016-11-03,6094921140
2016-11-04,5882321500
2016-11-07,5902625960
2016-11-08,5970705620
2016-11-09,6558340580
2016-11-10,6675389820
2016-11-11,6643141560
2016-11-14,7002649940
2016-11-15,7069535220
2016-11-16,7002649940
2016-11-17,7026537540
2016-11-18,6945319700
2016-11-21,6927404000
2016-11-22,7085062160
2016-11-23,7368130220
2016-11-25,7425460460
2016-11-28,7395600960
2016-11-29,7371713360
2016-11-30,7406350380
2016-12-01,7360963940
2016-12-02,7245109080
2016-12-05,7148364300
2016-12-06,7224804620
2016-12-07,7202111400
2016-12-08,7272579820
2016-12-09,7353797660
2016-12-12,7354992040
2016-12-13,7237942800
2016-12-14,7160308100
2016-12-15,7089839680
2016-12-16,7021760020
2016-12-19,7015788120
2016-12-20,7098200340
2016-12-21,6982345480
2016-12-22,6969207300
2016-12-23,6950097220
2016-12-27,6983539860
2016-12-28,6866490620
2016-12-29,6841408640
2016-12-30,6810588000
2017-01-03,6947994600
2017-01-04,7023269520
2017-01-05,6996983040
2017-01-06,6927682320
2017-01-09,6779522160
2017-01-10,6845238360
2017-01-11,6847628040
2017-01-12,6857186760
2017-01-13,6949189440
2017-01-17,6811782840
2017-01-18,6932461680
2017-01-19,6883473240
2017-01-20,6855991920
2017-01-23,6824926080
2017-01-24,7183378080
2017-01-25,7392475080
2017-01-26,7314810480
2017-01-27,7212054240
2017-01-30,7094959920
2017-01-31,6995788200
2017-02-01,7030438560
2017-02-02,7013710800
2017-02-03,7075842480
2017-02-06,7071063120
2017-02-07,7025659200
2017-02-08,6766378920
2017-02-09,6748456320
2017-02-10,6858381600
2017-02-13,6864355800
2017-02-14,6873914520
2017-02-15,6968306880
2017-02-16,7053140520
2017-02-17,6883473240
2017-02-21,6952773960
2017-02-22,6786691200
2017-02-23,6703052400
2017-02-24,6694688520
2017-02-27,6816562200
2017-02-28,6740092440
2017-03-01,6875109360
2017-03-02,6786691200
2017-03-03,6748456320
2017-03-06,6741287280
2017-03-07,6752040840
2017-03-08,6772353120
2017-03-09,6675571080
2017-03-10,6741287280
2017-03-13,6743676960
2017-03-14,6637336200
2017-03-15,6730533720
2017-03-16,6675571080
2017-03-17,6626582640
2017-03-20,6625387800
2017-03-21,6515462520
2017-03-22,6545333520
2017-03-23,6542943840
2017-03-24,6467668920
2017-03-27,6416290800
2017-03-28,6474837960
2017-03-29,6584763240
2017-03-30,6611049720
2017-03-31,6589707680
2017-04-03,6516992020
2017-04-04,6516992020
2017-04-05,6474077860
2017-04-06,6506263480
2017-04-07,6497919060
2017-04-10,6549177640
2017-04-11,6509839660
2017-04-12,6331030660
2017-04-13,6314341820
2017-04-17,6371560700
2017-04-18,6394209840
2017-04-19,6422819280
2017-04-20,6398978080
2017-04-21,6382289240
2017-04-24,6515799960
2017-04-25,6569442660
2017-04-26,6604012400
2017-04-27,6642158320
2017-04-28,6546793520
2017-05-01,6499111120
2017-05-02,6574210900
2017-05-03,6506263480
2017-05-04,6530104680
2017-05-05,6515799960
2017-05-08,6521760260
2017-05-09,6665999520
2017-05-10,6503879360
2017-05-11,6503879360
2017-05-12,6288116500
2017-05-15,6296460920
2017-05-16,6270235600
2017-05-17,6164142260
2017-05-18,6127188400
2017-05-19,6319110060
2017-05-22,6303613280
2017-05-23,6339375080
2017-05-24,6310765640
2017-05-25,6269043540
2017-05-26,6277387960
2017-05-30,6273811780
2017-05-31,6248778520
2017-06-01,6342951260
2017-06-02,6341759200
2017-06-05,6235665860
2017-06-06,6209440540
2017-06-07,6198712000
2017-06-08,6307189460
2017-06-09,6550369700
2017-06-12,6557522060
2017-06-13,6556330000
2017-06-14,6507455540
2017-06-15,6413282800
2017-06-16,6415666920
2017-06-19,6460965200
2017-06-20,6371560700
2017-06-21,6257122940
2017-06-22,6277387960
2017-06-23,6295268860
2017-06-26,6383481300
2017-06-27,6381097180
2017-06-28,6462157260
2017-06-29,6384673360
2017-06-30,6494166000
2017-07-03,6584910000
2017-07-05,6550284000
2017-07-06,6467898000
2017-07-07,6545508000
2017-07-10,6540732000
2017-07-11,6519240000
2017-07-12,6528792000
2017-07-13,6476256000
2017-07-14,6491778000
2017-07-17,6507300000
2017-07-18,6256560000
2017-07-19,6379542000
2017-07-20,6273276000
2017-07-21,6244620000
2017-07-24,6229098000
2017-07-25,6327006000
2017-07-26,6304320000
2017-07-27,6335364000
2017-07-28,6255366000
2017-07-31,6294768000
2017-08-01,6358050000
2017-08-02,6369990000
2017-08-03,6288798000
2017-08-04,6266112000
2017-08-07,6245814000
2017-08-08,6461928000
2017-08-09,6473868000
2017-08-10,6289992000
2017-08-11,6278052000
2017-08-14,6295962000
2017-08-15,6157458000
2017-08-16,6095370000
2017-08-17,5999850000
2017-08-18,5952090000
2017-08-21,5919852000
2017-08-22,6073878000
2017-08-23,6128802000
2017-08-24,6128802000
2017-08-25,6201636000
2017-08-28,6236262000
2017-08-29,6348498000
2017-08-30,6417750000
2017-08-31,6506106000
2017-09-01,6582522000
2017-09-05,6492972000
2017-09-06,6506106000
2017-09-07,6500136000
2017-09-08,6522822000
2017-09-11,6553866000
2017-09-12,6678042000
2017-09-13,6684012000
2017-09-14,6661326000
2017-09-15,6680430000
2017-09-18,6777144000
2017-09-19,6787890000
2017-09-20,6891768000
2017-09-21,6854754000
2017-09-22,6870276000
2017-09-25,6956244000
2017-09-26,6961020000
2017-09-27,6965796000
2017-09-28,6945498000
2017-09-29,7232588940
2017-10-02,7297132380
2017-10-03,7253689680
2017-10-04,7273549200
2017-10-05,7297132380
2017-10-06,7318233120
2017-10-09,7246242360
2017-10-10,7243759920
2017-10-11,7200317220
2017-10-12,7263619440
2017-10-13,7267343100
2017-10-16,7323198000
2017-10-17,7227624060
2017-10-18,7220176740
2017-10-19,7236312600
2017-10-20,7300856040
2017-10-23,7241277480
2017-10-24,7272307980
2017-10-25,7209005760
2017-10-26,7289685060
2017-10-27,7287202620
2017-10-30,7256172120
2017-10-31,7225141620
2017-11-01,7235071380
2017-11-02,7290926280
2017-11-03,7359193380
2017-11-06,7585095420
2017-11-07,7562753460
2017-11-08,7586336640
2017-11-09,7482074160
2017-11-10,7451043660
2017-11-13,7424978040
2017-11-14,7191628680
2017-11-15,7118396700
2017-11-16,7252448460
2017-11-17,7277272860
2017-11-20,7365399480
2017-11-21,8050552920
2017-11-22,8040623160
2017-11-24,7855681380
2017-11-27,7859405040
2017-11-28,8013316320
2017-11-29,8046829260
2017-11-30,8146126859
2017-12-01,8125026119
2017-12-04,8277696180
2017-12-05,8249148119
2017-12-06,8401818180
2017-12-07,8401818180
2017-12-08,8503598220
2017-12-11,8487462359
2017-12-12,8488703580
2017-12-13,8460155520
2017-12-14,8208187859
2017-12-15,8215635180
2017-12-18,8283902279
2017-12-19,8240459580
2017-12-20,8240459580
2017-12-21,8251630560
2017-12-22,8226806160
2017-12-26,8198258100
2017-12-27,8226806160
2017-12-28,8262801539
2017-12-29,9352138600
2018-01-02,9481162950
2018-01-03,9513773500
2018-01-04,9611605150
2018-01-05,9661229900
2018-01-08,9635708600
2018-01-09,9600262350
2018-01-10,9614440850
2018-01-11,9854057500
2018-01-12,9862564600
2018-01-16,9842714700
2018-01-17,9865400300
2018-01-18,9838461150
2018-01-19,9917860750
2018-01-22,9957560550
2018-01-23,9907935800
2018-01-24,9958978400
2018-01-25,9905100100
2018-01-26,9917860750
2018-01-29,10073824250
2018-01-30,9882414500
2018-01-31,9848386100
2018-02-01,9927785700
2018-02-02,9516609200
2018-02-05,8953722750
2018-02-06,9094089900
2018-02-07,9359227850
2018-02-08,8906933700
2018-02-09,8823280550
2018-02-12,8945215650
2018-02-13,8828951950
2018-02-14,9026033100
2018-02-15,9033122350
2018-02-16,8959394150
2018-02-20,8857308950
2018-02-21,8799177100
2018-02-22,8875741000
2018-02-23,8840294750
2018-02-26,8933872850
2018-02-27,8753805900
2018-02-28,8657392100
2018-03-01,8413521900
2018-03-02,8512771400
2018-03-05,8522696350
2018-03-06,8535457000
2018-03-07,8534039150
2018-03-08,8451803850
2018-03-09,8620528000
2018-03-12,8568067550
2018-03-13,8522696350
2018-03-14,8475907300
2018-03-15,8498592900
2018-03-16,8641795750
2018-03-19,8494339349
2018-03-20,8525532050
2018-03-21,8582246050
2018-03-22,8175323099
2018-03-23,7878992450
2018-03-26,8192337300
2018-03-27,7972570550
2018-03-28,8063312950
2018-03-29,8386582750
2018-04-02,8197105800
2018-04-03,8314978250
2018-04-04,8546462700
2018-04-05,8502438050
2018-04-06,8238290150
2018-04-09,8282314800
2018-04-10,8441371600
2018-04-11,8452732800
2018-04-12,8444211900
2018-04-13,8417229050
2018-04-16,8481135800
2018-04-17,8554983600
2018-04-18,8600428400
2018-04-19,8591907500
2018-04-20,8520900000
2018-04-23,8586226900
2018-04-24,8391666350
2018-04-25,8327759600
2018-04-26,8266693150
2018-04-27,8350482000
2018-04-30,8249651350
2018-05-01,8292255850
2018-05-02,8198525950
2018-05-03,8116157250
2018-05-04,8072132600
2018-05-07,8053670650
2018-05-08,8819131500
2018-05-09,8927062900
2018-05-10,9054876400
2018-05-11,9025053250
2018-05-14,8945524850
2018-05-15,8902920350
2018-05-16,9015112200
2018-05-17,9083279400
2018-05-18,9052036100
2018-05-21,9121623450
2018-05-22,9046355500
2018-05-23,9012271900
2018-05-24,9012271900
2018-05-25,8993809950
2018-05-29,8989549500
2018-05-30,9208252600
2018-05-31,9202572000
2018-06-01,9289201150
2018-06-04,9353107900
2018-06-05,9429796000
2018-06-06,9409913900
2018-06-07,9380090750
2018-06-08,9458199000
2018-06-11,9418434799
2018-06-12,9398552700
2018-06-13,9304822800
2018-06-14,9280680250
2018-06-15,9167068250
2018-06-18,9301982500
2018-06-19,9202572000
2018-06-20,9316184000
2018-06-21,9167068250
2018-06-22,9202572000
2018-06-25,9017952500
2018-06-26,9063397300
2018-06-27,9032154000
2018-06-28,9003751000
2018-06-29,9028024040
2018-07-02,9100544000
2018-07-03,8959769960
2018-07-05,9165954160
2018-07-06,9248427840
2018-07-09,9384936000
2018-07-10,9457455960
2018-07-11,9299618400
2018-07-12,9326635640
2018-07-13,9430438719
2018-07-16,9306728200
2018-07-17,9384936000
2018-07-18,9511490440
2018-07-19,9504380640
2018-07-20,9397733640
2018-07-23,9401999520
2018-07-24,9538507680
2018-07-25,9541351600
2018-07-26,9616715480
2018-07-27,9564102960
2018-07-30,9524288080
2018-07-31,9616715480
2018-08-01,9534241800
2018-08-02,9515756320
2018-08-03,9539929640
2018-08-06,10282192760
2018-08-07,10260863360
