,PANW
2021-10-22,49202110991
2021-10-25,48581375004
2021-10-26,47486303026
2021-10-27,48104111014
2021-10-28,48642863003
2021-10-29,49688158981
2021-11-01,49508250000
2021-11-02,49522859375
2021-11-03,48596625000
2021-11-04,48096984375
2021-11-05,48091140625
2021-11-08,50381890625
2021-11-09,49896859375
2021-11-10,48620000000
2021-11-11,49464421875
2021-11-12,50177359375
2021-11-15,50457859375
2021-11-16,51147421875
2021-11-17,50037109375
2021-11-18,50644859375
2021-11-19,51652906250
2021-11-22,52590828125
2021-11-23,51912953125
2021-11-24,53540437500
2021-11-26,51936328125
2021-11-29,53683609375
2021-11-30,53268703125
2021-12-01,51439609375
2021-12-02,52135015625
2021-12-03,50729593750
2021-12-06,48815765625
2021-12-07,50980875000
2021-12-08,51682125000
2021-12-09,51378250000
2021-12-10,51799000000
2021-12-13,52099953125
2021-12-14,49914390625
2021-12-15,52622968750
2021-12-16,51007171875
2021-12-17,51632453125
2021-12-20,51579859375
2021-12-21,52362921875
2021-12-22,54031312500
2021-12-23,54715031250
2021-12-27,55354921875
2021-12-28,55001375000
2021-12-29,54893265625
2021-12-30,54679968749
2021-12-31,54227078125
2022-01-03,53002812500
2022-01-04,51036390625
2022-01-05,49172234375
2022-01-06,51904187499
2022-01-07,51179562500
2022-01-10,50899062500
2022-01-11,51235078125
2022-01-12,51816531250
2022-01-13,48561562500
2022-01-14,48611234375
2022-01-18,48929718750
2022-01-19,50606875000
2022-01-20,50612718750
2022-01-21,47103546875
2022-01-24,49107953125
2022-01-25,46308796875
2022-01-26,46384765625
2022-01-27,47258406250
2022-01-28,48324890624
2022-01-31,51171847965
2022-02-01,50720863974
2022-02-02,50379658981
2022-02-03,48700337015
2022-02-04,50981959969
2022-02-07,50536909978
2022-02-08,50759434973
2022-02-09,52860070931
2022-02-10,52195462944
2022-02-11,50453833979
2022-02-14,51527887957
2022-02-15,52061947947
2022-02-16,52061947947
2022-02-17,49364945001
2022-02-18,47685623035
2022-02-22,47026949049
2022-02-23,47234639044
2022-02-24,53400064920
2022-02-25,56349262860
2022-02-28,58770334811
2022-03-01,57040573846
2022-03-02,57565732835
2022-03-03,56711236853
2022-03-04,55138726884
2022-03-07,52765126932
2022-03-08,51937333949
2022-03-09,54880597890
2022-03-10,54577963896
2022-03-11,54002365907
2022-03-14,51952168949
2022-03-15,53411932919
2022-03-16,54782686892
2022-03-17,55794433871
2022-03-18,57067276845
2022-03-21,57085078845
2022-03-22,59084836805
2022-03-23,59740543791
2022-03-24,61532611755
2022-03-25,61556347755
2022-03-28,61838212749
2022-03-29,60971848767
2022-03-30,60897673768
2022-03-31,61565248755
2022-04-01,60437788777
2022-04-04,62120077743
2022-04-05,61431733757
2022-04-06,60013507786
2022-04-07,60968881767
2022-04-08,60152956783
2022-04-11,60417019778
2022-04-12,60514930776
2022-04-13,62209087741
2022-04-14,61989529746
2022-04-18,61099429764
2022-04-19,62164582742
2022-04-20,61927222747
2022-04-21,58547809816
2022-04-22,56530249856
2022-04-25,59313295800
2022-04-26,57441118838
2022-04-27,57245296842
2022-04-28,58227373822
2022-04-29,55509601877
2022-05-02,64115595000
2022-05-03,62545074000
2022-05-04,62020445999
2022-05-05,59373765000
2022-05-06,56595927000
2022-05-09,51511070999
2022-05-10,54262005000
2022-05-11,52314828000
2022-05-12,53639850000
2022-05-13,55042220999
2022-05-16,52482978000
2022-05-17,53054688000
2022-05-18,49167059999
2022-05-19,48918198000
2022-05-20,53660028000
2022-05-23,56081388000
2022-05-24,53488515000
2022-05-25,56666550000
2022-05-26,56283168000
2022-05-27,56811159000
2022-05-31,56360517000
2022-06-01,56242812000
2022-06-02,57994934999
2022-06-03,57460218000
2022-06-06,57621642000
2022-06-07,59077820999
2022-06-08,58839048000
2022-06-09,57860415000
2022-06-10,55513041000
2022-06-13,53552412000
2022-06-14,53989602000
2022-06-15,54594942000
2022-06-16,52274472000
2022-06-17,53286734999
2022-06-21,55977134999
2022-06-22,55412151000
2022-06-23,56394147000
2022-06-24,57251712000
2022-06-27,56259627000
2022-06-28,55143111000
2022-06-29,55129659000
2022-06-30,55371795000
2022-07-01,56975945999
2022-07-05,58418673000
2022-07-06,57725895000
2022-07-07,57984845999
2022-07-08,58765062000
2022-07-11,57833511000
2022-07-12,55217097000
2022-07-13,55311261000
2022-07-14,54927879000
2022-07-15,57053295000
2022-07-18,56703543000
2022-07-19,57574559999
2022-07-20,56521941000
2022-07-21,57658634999
2022-07-22,57302156999
2022-07-25,56639645999
2022-07-26,52150041000
2022-07-27,53592768000
2022-07-28,55176741000
2022-07-29,55950231000
2022-08-01,50732156000
2022-08-02,51034954000
2022-08-03,52872728000
2022-08-04,50135554000
2022-08-05,50102576000
2022-08-08,50072596000
2022-08-09,50003642000
2022-08-10,52150210000
2022-08-11,51616566000
2022-08-12,52653874000
2022-08-15,52740816000
2022-08-16,52420030000
2022-08-17,51415700000
2022-08-18,51751476000
2022-08-19,51316766000
2022-08-22,50771130000
2022-08-23,56914032000
2022-08-24,56443346000
2022-08-25,57519628000
2022-08-26,56032620000
2022-08-29,55861734000
2022-08-30,55930688000
2022-08-31,55642880000
2022-09-01,54479656000
2022-09-02,53883054000
2022-09-06,53019630000
2022-09-07,53964000000
2022-09-08,54689516000
2022-09-09,56440348000
2022-09-12,56770128000
2022-09-13,54851408000
2022-09-14,54581588000
2022-09-15,53850076000
2022-09-16,52192182000
2022-09-19,52569930000
2022-09-20,52470996000
2022-09-21,51301776000
2022-09-22,49820764000
2022-09-23,48438686000
2022-09-26,48918366000
2022-09-27,49065268000
2022-09-28,50006640000
2022-09-29,49640884000
2022-09-30,49104242000
2022-10-03,50873062000
2022-10-04,52117232000
2022-10-05,52659870000
2022-10-06,52390050000
2022-10-07,50939018000
2022-10-10,48909371999
2022-10-11,47179526000
2022-10-12,46561938000
2022-10-13,47335421999
2022-10-14,46418034000
2022-10-17,47530292000
2022-10-18,48978326000
2022-10-19,48000978000
2022-10-20,47539286000
2022-10-21,48576594000
2022-10-24,48369732000
2022-10-25,49823762000
2022-10-26,49985654000
2022-10-27,50408371999
2022-10-28,51289784000
2022-10-31,51871657000
2022-11-01,51623771000
2022-11-02,48906094000
2022-11-03,45254310000
2022-11-04,42990083000
2022-11-07,43667235000
2022-11-08,46605591000
2022-11-09,45819611000
2022-11-10,49413958000
2022-11-11,49976236000
2022-11-14,48890979000
2022-11-15,49087474000
2022-11-16,48092907000
2022-11-17,47328088000
2022-11-18,50629204000
2022-11-21,51578426000
2022-11-22,51895841000
2022-11-23,52328130000
2022-11-25,52228371000
2022-11-28,51811196999
2022-11-29,51545173000
2022-11-30,51360770000
2022-12-01,53930320000
2022-12-02,52204187000
2022-12-05,51387977000
2022-12-06,50390387000
2022-12-07,49785787000
2022-12-08,48603794000
2022-12-09,48035470000
2022-12-12,48906094000
2022-12-13,48594725000
2022-12-14,48437529000
2022-12-15,46127957000
2022-12-16,45647300000
2022-12-19,45502196000
2022-12-20,45127344000
2022-12-21,44565066000
2022-12-22,43274245000
2022-12-23,42705921000
2022-12-27,42083183000
2022-12-28,41514859000
2022-12-29,42382460000
2022-12-30,42182942000
2023-01-03,41853435000
2023-01-04,41880642000
2023-01-05,40843753000
2023-01-06,40765155000
2023-01-09,40834684000
2023-01-10,40565637000
2023-01-11,41327433000
2023-01-12,41294180000
2023-01-13,41977378000
2023-01-17,42926600000
2023-01-18,42829864000
2023-01-19,42536633000
2023-01-20,44166030000
2023-01-23,45145482000
2023-01-24,45689621999
2023-01-25,45883094000
2023-01-26,48098953000
2023-01-27,48301494000
2023-01-30,47651549000
2023-01-31,48210695999
2023-02-01,48538908000
2023-02-02,49398945000
2023-02-03,48538908000
2023-02-06,47478297000
2023-02-07,48532830000
2023-02-08,50489945999
2023-02-09,50486907000
2023-02-10,50219475000
2023-02-13,50541609000
2023-02-14,51705545999
2023-02-15,53869314000
2023-02-16,52276878000
2023-02-17,51444192000
2023-02-21,50717870999
2023-02-22,57057225000
2023-02-23,57358086000
2023-02-24,56716857000
2023-02-27,57288189000
2023-02-28,57245643000
2023-03-01,56811066000
2023-03-02,57695415000
2023-03-03,58224201000
2023-03-06,57105849000
2023-03-07,56890080000
2023-03-08,57248682000
2023-03-09,56045238000
2023-03-10,56437269000
2023-03-13,56495010000
2023-03-14,56063472000
2023-03-15,55856820000
2023-03-16,57671103000
2023-03-17,57473568000
2023-03-20,57567777000
2023-03-21,59105511000
2023-03-22,58011470999
2023-03-23,58923170999
2023-03-24,58212045000
2023-03-27,58509867000
2023-03-28,57971964000
2023-03-29,58406541000
2023-03-30,58825923000
2023-03-31,60700986000
2023-04-03,59664687000
2023-04-04,59734584000
2023-04-05,59011302000
2023-04-06,58327527000
2023-04-10,58537218000
2023-04-11,58594959000
2023-04-12,59345592000
2023-04-13,60132693000
2023-04-14,60609816000
2023-04-17,61132524000
2023-04-18,60780000000
2023-04-19,59357748000
2023-04-20,58430853000
2023-04-21,58728675000
2023-04-24,58333605000
2023-04-25,55483023000
2023-04-26,55853781000
2023-04-27,56257968000
2023-04-28,55449594000
2023-05-01,56254770000
2023-05-02,54287540999
2023-05-03,54523854000
2023-05-04,54938169000
2023-05-05,56448117000
2023-05-08,58777488000
2023-05-09,60103296000
2023-05-10,61195860000
2023-05-11,60514542000
2023-05-12,61165170000
2023-05-15,59231700000
2023-05-16,58749867000
2023-05-17,58777488000
2023-05-18,58225068000
2023-05-19,57899754000
2023-05-22,58958559000
2023-05-23,58231206000
2023-05-24,62702739000
2023-05-25,63829062000
2023-05-26,64970730000
2023-05-30,65210112000
2023-05-31,65489390999
2023-06-01,66532851000
2023-06-02,66670956000
2023-06-05,69601851000
2023-06-06,68966568000
2023-06-07,66367125000
2023-06-08,68383458000
2023-06-09,67548690000
2023-06-12,70323066000
2023-06-13,71701047000
2023-06-14,73214064000
2023-06-15,74822220000
2023-06-16,75660057000
2023-06-20,74147040000
2023-06-21,73324548000
2023-06-22,76464135000
2023-06-23,74865186000
2023-06-26,74822220000
2023-06-27,77212971000
2023-06-28,77771529000
2023-06-29,77746977000
2023-06-30,78416019000
2023-07-03,78149016000
2023-07-05,79143372000
2023-07-06,77768460000
2023-07-07,75985371000
2023-07-10,75948543000
2023-07-11,76795587000
2023-07-12,71397216000
2023-07-13,73352169000
2023-07-14,74042694000
2023-07-17,76740345000
2023-07-18,76215546000
2023-07-19,75497400000
2023-07-20,74285145000
2023-07-21,74828358000
2023-07-24,74677977000
2023-07-25,74549079000
2023-07-26,75193569000
2023-07-27,75276432000
2023-07-28,76246236000
2023-07-31,77512596000
2023-08-01,78508017000
2023-08-02,73236317000
2023-08-03,73633245000
2023-08-04,67701032000
2023-08-07,66745924000
2023-08-08,65579948000
2023-08-09,66197047000
2023-08-10,66380006000
2023-08-11,67589396000
2023-08-14,68017334000
2023-08-15,66876166000
2023-08-16,66352097000
2023-08-17,64367457000
2023-08-18,65024869000
2023-08-21,74675181000
2023-08-22,72737056000
2023-08-23,73078166000
2023-08-24,70532245000
2023-08-25,71558676000
2023-08-28,72073442000
2023-08-29,72538592000
2023-08-30,73772790000
2023-08-31,75447330000
2023-09-01,75267472000
2023-09-05,75996207000
2023-09-06,76039621000
2023-09-07,76110944000
2023-09-08,77134274000
2023-09-11,78498714000
2023-09-12,76200873000
2023-09-13,76374529000
2023-09-14,76228782000
2023-09-15,74486020000
2023-09-18,74389889000
2023-09-19,73236317000
2023-09-20,72966530000
2023-09-21,70529144000
2023-09-22,70860951000
2023-09-25,70246953000
2023-09-26,70327579000
2023-09-27,71912190000
2023-09-28,72929318000
2023-09-29,72699844000
2023-10-02,73422377000
2023-10-03,71853271000
2023-10-04,73320044000
2023-10-05,73425478000
2023-10-06,76498569000
2023-10-09,78387078000
2023-10-10,79627477999
2023-10-11,80381021000
2023-10-12,80818262000
2023-10-13,80439940000
2023-10-16,81097352000
2023-10-17,81165574000
2023-10-18,81041533999
2023-10-19,78495613000
2023-10-20,75385310000
2023-10-23,76337317000
2023-10-24,78166907000
2023-10-25,75909379000
2023-10-26,73552619000
2023-10-27,74048779000
2023-10-30,73974355000
2023-10-31,77669192000
2023-11-01,78257256000
2023-11-02,80015056000
2023-11-03,77832188000
2023-11-06,75745200000
2023-11-07,77368768000
2023-11-08,77049168000
2023-11-09,77531764000
2023-11-10,81021796000
2023-11-13,81702544000
2023-11-14,83469932000
2023-11-15,81875128000
2023-11-16,77439080000
2023-11-17,79129764000
2023-11-20,83278172000
2023-11-21,84383987999
2023-11-22,84099544000
2023-11-24,85039168000
2023-11-27,86001163999
2023-11-28,88794468000
2023-11-29,92335636000
2023-11-30,94310763999
2023-12-01,94652736000
2023-12-04,91600556000
2023-12-05,93572487999
2023-12-06,91789120000
2023-12-07,93837756000
2023-12-08,95375032000
2023-12-11,95841648000
2023-12-12,97663368000
2023-12-13,100309656000
2023-12-14,96020624000
2023-12-15,98213080000
2023-12-18,98302568000
2023-12-19,98631756000
2023-12-20,96193208000
2023-12-21,95688240000
2023-12-22,95307916000
2023-12-26,96142072000
2023-12-27,95081000000
2023-12-28,94467368000
2023-12-29,94243648000
2024-01-02,92338832000
2024-01-03,91555812000
2024-01-04,90542680000
2024-01-05,90424428000
2024-01-08,92524200000
2024-01-09,96014232000
2024-01-10,101022363999
2024-01-11,103387404000
2024-01-12,103946704000
2024-01-16,106123180000
2024-01-17,105487176000
2024-01-18,107312092000
2024-01-19,107941704000
2024-01-22,110469740000
2024-01-23,109999928000
2024-01-24,108740704000
2024-01-25,108724724000
2024-01-26,109443824000
2024-01-29,110341900000
2024-01-30,110546444000
2024-01-31,108187796000
2024-02-01,108654412000
2024-02-02,110281176000
2024-02-05,110095808000
2024-02-06,109140204000
2024-02-07,116494200000
2024-02-08,117299592000
2024-02-09,120457240000
2024-02-12,118881612000
2024-02-13,117695896000
2024-02-14,117718268000
2024-02-15,117254848000
2024-02-16,117104636000
2024-02-20,117002363999
2024-02-21,83725612000
2024-02-22,85595272000
2024-02-23,90155963999
2024-02-26,96768487999
2024-02-27,100594100000
2024-02-28,101041540000
2024-02-29,99251780000
2024-03-01,96647040000
2024-03-04,95701024000
2024-03-05,93045148000
2024-03-06,89123656000
2024-03-07,91562204000
2024-03-08,89551920000
2024-03-11,90552268000
2024-03-12,90999708000
2024-03-13,92722352000
2024-03-14,91910568000
2024-03-15,90178336000
2024-03-18,91162704000
2024-03-19,89673368000
2024-03-20,90143180000
2024-03-21,91926548000
2024-03-22,91654887999
2024-03-25,91108372000
2024-03-26,91626124000
2024-03-27,90210296000
2024-03-28,90807948000
2024-04-01,89302632000
2024-04-02,87378640000
2024-04-03,86144984000
2024-04-04,84757920000
2024-04-05,85975596000
2024-04-08,85838168000
2024-04-09,89209948000
2024-04-10,89807600000
2024-04-11,90721656000
2024-04-12,89190772000
2024-04-15,86979140000
2024-04-16,87896392000
2024-04-17,88634668000
2024-04-18,89852344000
2024-04-19,88756116000
2024-04-22,90024928000
2024-04-23,93799404000
2024-04-24,93904872000
2024-04-25,92297284000
2024-04-26,93137832000
2024-04-29,93773836000
2024-04-30,92968444000
2024-05-01,91833863999
2024-05-02,94384272000
2024-05-03,94668716000
2024-05-06,96062172000
2024-05-07,97644192000
2024-05-08,96841996000
2024-05-09,94496132000
2024-05-10,95071412000
2024-05-13,96599100000
2024-05-14,96372184000
2024-05-15,99817472000
2024-05-16,101242887999
2024-05-17,102633765000
2024-05-20,104545333000
2024-05-21,100635014000
2024-05-22,99640482000
2024-05-23,100563976000
2024-05-24,103844640000
2024-05-28,99456429000
2024-05-29,99098010000
2024-05-30,94667822000
2024-05-31,95226439000
2024-06-03,95087592000
2024-06-04,93670060999
2024-06-05,95387889000
2024-06-06,95555797000
2024-06-07,97483510000
2024-06-10,99792245000
2024-06-11,101051555000
2024-06-12,103260191000
2024-06-13,103218214000
2024-06-14,102459399000
2024-06-17,103195610999
2024-06-18,102365758000
2024-06-20,100434816000
2024-06-21,103434557000
2024-06-24,102255972000
2024-06-25,104193372000
2024-06-26,105026454000
2024-06-27,110050778000
2024-06-28,109466329000
2024-07-01,110076610000
2024-07-02,109928076000
2024-07-03,110173480000
2024-07-05,110460860999
2024-07-08,109023956000
2024-07-09,108552522000
2024-07-10,108836674000
2024-07-11,106892816000
2024-07-12,108655850000
2024-07-15,110079839000
2024-07-16,109301650000
2024-07-17,107248006000
2024-07-18,104580852000
2024-07-19,106844381000
2024-07-22,107751730000
2024-07-23,108352324000
2024-07-24,104697096000
2024-07-25,103369977000
2024-07-26,105526949000
2024-07-29,103993174000
2024-07-30,102523979000
2024-07-31,104855317000
2024-08-01,101913698000
2024-08-02,98678240000
2024-08-05,94990722000
2024-08-06,97493197000
2024-08-07,98229409000
2024-08-08,102478773000
2024-08-09,107034892000
