,PANW
2017-03-08,10423140000
2017-03-09,10469550000
2017-03-10,10818990000
2017-03-13,10709790000
2017-03-14,10614240000
2017-03-15,10641540000
2017-03-16,10644270000
2017-03-17,10537800000
2017-03-20,10453170000
2017-03-21,10109190000
2017-03-22,10166520000
2017-03-23,10182900000
2017-03-24,10171980000
2017-03-27,10174710000
2017-03-28,10270260000
2017-03-29,10322130000
2017-03-30,10327590000
2017-03-31,10253880000
2017-04-03,10103730000
2017-04-04,9994530000
2017-04-05,9828000000
2017-04-06,10090080000
2017-04-07,10210200000
2017-04-10,10229310000
2017-04-11,10324860000
2017-04-12,10316670000
2017-04-13,10210200000
2017-04-17,9997260000
2017-04-18,9926280000
2017-04-19,9934470000
2017-04-20,9904440000
2017-04-21,9877140000
2017-04-24,9994530000
2017-04-25,10046400000
2017-04-26,9942660000
2017-04-27,10005450000
2017-04-28,9866220000
2017-05-01,9855378000
2017-05-02,9991728000
2017-05-03,10283517000
2017-05-04,10512585000
2017-05-05,10572579000
2017-05-08,10618938000
2017-05-09,10752561000
2017-05-10,10528947000
2017-05-11,10466226000
2017-05-12,10586214000
2017-05-15,10872549000
2017-05-16,10788012000
2017-05-17,10406232000
2017-05-18,10335330000
2017-05-19,10588941000
2017-05-22,10646208000
2017-05-23,10736199000
2017-05-24,10722564000
2017-05-25,10692567000
2017-05-26,10733472000
2017-05-30,10635300000
2017-05-31,10779831000
2017-06-01,12634191000
2017-06-02,12555108000
2017-06-05,12773268000
2017-06-06,12647826000
2017-06-07,12729636000
2017-06-08,12656007000
2017-06-09,12184236000
2017-06-12,12088791000
2017-06-13,12249684000
2017-06-14,12170601000
2017-06-15,12001527000
2017-06-16,11960622000
2017-06-19,12192417000
2017-06-20,12028797000
2017-06-21,12083337000
2017-06-22,12366945000
2017-06-23,12582378000
2017-06-26,12462390000
2017-06-27,12268773000
2017-06-28,12380580000
2017-06-29,12244230000
2017-06-30,12162420000
2017-07-03,12083337000
2017-07-05,12165147000
2017-07-06,12056067000
2017-07-07,12375126000
2017-07-10,12506022000
2017-07-11,12623283000
2017-07-12,12669642000
2017-07-13,12816900000
2017-07-14,12631464000
2017-07-17,12604194000
2017-07-18,12675096000
2017-07-19,12795084000
2017-07-20,12680550000
2017-07-21,12609648000
2017-07-24,12675096000
2017-07-25,12677823000
2017-07-26,12609648000
2017-07-27,12274227000
2017-07-28,12154239000
2017-07-31,11979711000
2017-08-01,12096972000
2017-08-02,11938806000
2017-08-03,11976984000
2017-08-04,11859723000
2017-08-07,11906082000
2017-08-08,11783367000
2017-08-09,11807910000
2017-08-10,11608839000
2017-08-11,11712465000
2017-08-14,11903355000
2017-08-15,11946987000
2017-08-16,12083337000
2017-08-17,11867904000
2017-08-18,11840634000
2017-08-21,11914263000
2017-08-22,12039705000
2017-08-23,11856996000
2017-08-24,11974257000
2017-08-25,11693376000
2017-08-28,11750643000
2017-08-29,11824272000
2017-08-30,12072429000
2017-08-31,12061521000
2017-09-01,13332303000
2017-09-05,13092327000
2017-09-06,13155048000
2017-09-07,13059603000
2017-09-08,13092327000
2017-09-11,13168683000
2017-09-12,13048695000
2017-09-13,13103235000
2017-09-14,12953250000
2017-09-15,13040514000
2017-09-18,13037787000
2017-09-19,12985974000
2017-09-20,12885075000
2017-09-21,12732363000
2017-09-22,12748725000
2017-09-25,12566016000
2017-09-26,12724182000
2017-09-27,12718728000
2017-09-28,12789630000
2017-09-29,13097781000
2017-10-02,13144140000
2017-10-03,13122324000
2017-10-04,13095054000
2017-10-05,13225950000
2017-10-06,13395024000
2017-10-09,13310487000
2017-10-10,13681359000
2017-10-11,13545009000
2017-10-12,13474107000
2017-10-13,13626819000
2017-10-16,13545009000
2017-10-17,13583187000
2017-10-18,13607730000
2017-10-19,13575006000
2017-10-20,13599549000
2017-10-23,13474107000
2017-10-24,13566825000
2017-10-25,13504104000
2017-10-26,13525920000
2017-10-27,13332303000
2017-10-30,13414113000
2017-10-31,13410831000
2017-11-01,13118400000
2017-11-02,13047342000
2017-11-03,13334307000
2017-11-06,13479156000
2017-11-07,13364370000
2017-11-08,13525617000
2017-11-09,12661989000
2017-11-10,12784974000
2017-11-13,12631926000
2017-11-14,12645591000
2017-11-15,12590931000
2017-11-16,12634659000
2017-11-17,13000881000
2017-11-20,12984483000
2017-11-21,13610340000
2017-11-22,13790718000
2017-11-24,13722393000
2017-11-27,13725126000
2017-11-28,13583010000
2017-11-29,13200390000
2017-11-30,13276914000
2017-12-01,13096536000
2017-12-04,13017279000
2017-12-05,13011813000
2017-12-06,12877896000
2017-12-07,13011813000
2017-12-08,13107468000
2017-12-11,13132065000
2017-12-12,13071939000
2017-12-13,13197657000
2017-12-14,13249584000
2017-12-15,13416297000
2017-12-18,13506486000
2017-12-19,13569345000
2017-12-20,13429962000
2017-12-21,13356171000
2017-12-22,13315176000
2017-12-26,13317909000
2017-12-27,13369836000
2017-12-28,13380768000
2017-12-29,13203123000
2018-01-02,13533816000
2018-01-03,13634937000
2018-01-04,13596675000
2018-01-05,13935567000
2018-01-08,13998426000
2018-01-09,13872708000
2018-01-10,13943766000
2018-01-11,14044887000
2018-01-12,13984761000
2018-01-16,13809849000
2018-01-17,14050353000
2018-01-18,14378313000
2018-01-19,14323653000
2018-01-22,14017557000
2018-01-23,14534094000
2018-01-24,14419308000
2018-01-25,14329119000
2018-01-26,14550492000
2018-01-29,14277192000
2018-01-30,14069484000
2018-01-31,14507334000
2018-02-01,14667240000
2018-02-02,14261961000
2018-02-05,14110326000
2018-02-06,14388783000
2018-02-07,14336400000
2018-02-08,13906308000
2018-02-09,14140653000
2018-02-12,14267475000
2018-02-13,14419110000
2018-02-14,14554203000
2018-02-15,14758221000
2018-02-16,14896071000
2018-02-20,14973267000
2018-02-21,15108360000
2018-02-22,14885043000
2018-02-23,15213126000
2018-02-26,15560508000
2018-02-27,15921675000
2018-02-28,15932703000
2018-03-01,15938217000
2018-03-02,16244244000
2018-03-05,16566813000
2018-03-06,16836999000
2018-03-07,17118213000
2018-03-08,17245035000
2018-03-09,17324988000
2018-03-12,17435268000
2018-03-13,17300175000
2018-03-14,17319474000
2018-03-15,17369100000
2018-03-16,17228493000
2018-03-19,17104428000
2018-03-20,17264334000
2018-03-21,17275362000
2018-03-22,16985877000
2018-03-23,16704663000
2018-03-26,17225736000
2018-03-27,16489617000
2018-03-28,16258029000
2018-03-29,16682607000
2018-04-02,16555785000
2018-04-03,16944522000
2018-04-04,17391156000
2018-04-05,18050079000
2018-04-06,17812977000
2018-04-09,17269848000
2018-04-10,17167839000
2018-04-11,17184381000
2018-04-12,17504193000
2018-04-13,17220222000
2018-04-16,17371857000
2018-04-17,17636529000
2018-04-18,17688912000
2018-04-19,17647557000
2018-04-20,17650314000
2018-04-23,17669613000
2018-04-24,17578632000
2018-04-25,17512464000
2018-04-26,17801949000
2018-04-27,17688912000
2018-04-30,17864928000
2018-05-01,18015264000
2018-05-02,18251904000
2018-05-03,17948448000
2018-05-04,18129408000
2018-05-07,18424512000
2018-05-08,18727968000
2018-05-09,19173408000
2018-05-10,19106592000
2018-05-11,18775296000
2018-05-14,18569280000
2018-05-15,18766944000
2018-05-16,18538656000
2018-05-17,18560928000
2018-05-18,18722400000
2018-05-21,19181760000
2018-05-22,18961824000
2018-05-23,19212384000
2018-05-24,19410048000
2018-05-25,19421184000
2018-05-29,19287552000
2018-05-30,19457376000
2018-05-31,19309824000
2018-06-01,19412832000
2018-06-04,19309824000
2018-06-05,18917280000
2018-06-06,18836544000
2018-06-07,18421728000
2018-06-08,18496896000
2018-06-11,18441216000
2018-06-12,19248576000
2018-06-13,19771968000
2018-06-14,20003040000
2018-06-15,19913952000
2018-06-18,19657824000
2018-06-19,19577088000
2018-06-20,19991904000
2018-06-21,19738560000
2018-06-22,19265280000
2018-06-25,18778080000
2018-06-26,18920064000
2018-06-27,18663936000
2018-06-28,19017504000
2018-06-29,19067616000
2018-07-02,19435104000
2018-07-03,19457376000
2018-07-05,19346016000
2018-07-06,19596576000
2018-07-09,19384992000
2018-07-10,19552032000
2018-07-11,19746912000
2018-07-12,20259168000
2018-07-13,20039232000
2018-07-16,19891680000
2018-07-17,20097696000
2018-07-18,20064288000
2018-07-19,19913952000
2018-07-20,19863840000
2018-07-23,19641120000
2018-07-24,19373856000
2018-07-25,19927872000
2018-07-26,19986336000
2018-07-27,19298688000
2018-07-30,18157248000
2018-07-31,18597726000
2018-08-01,18777822000
2018-08-02,19591068000
2018-08-03,19413786000
2018-08-06,19830258000
2018-08-07,19923120000
2018-08-08,19897794000
2018-08-09,19987842000
2018-08-10,19942818000
2018-08-13,19748652000
2018-08-14,19773978000
2018-08-15,19213992000
2018-08-16,19745838000
2018-08-17,19987842000
2018-08-20,19942818000
2018-08-21,19911864000
2018-08-22,20221404000
2018-08-23,20328336000
2018-08-24,21144396000
2018-08-27,21268212000
2018-08-28,21501774000
2018-08-29,21690312000
2018-08-30,21597450000
2018-08-31,21681870000
2018-09-04,21482076000
2018-09-05,20846112000
2018-09-06,20671644000
2018-09-07,21349818000
2018-09-10,22148994000
2018-09-11,21960456000
2018-09-12,22157436000
2018-09-13,22146180000
2018-09-14,22008294000
2018-09-17,21760662000
2018-09-18,21954828000
2018-09-19,21482076000
2018-09-20,21574938000
2018-09-21,21529914000
2018-09-24,21636846000
2018-09-25,21543984000
2018-09-26,21211932000
2018-09-27,21178164000
2018-09-28,21130326000
2018-10-01,21088116000
2018-10-02,20893950000
2018-10-03,20758878000
2018-10-04,20573154000
2018-10-05,20232660000
2018-10-08,19920306000
2018-10-09,19914678000
2018-10-10,18983244000
2018-10-11,19056408000
2018-10-12,19880910000
2018-10-15,19622022000
2018-10-16,19228062000
2018-10-17,19326552000
2018-10-18,19000128000
2018-10-19,18150300000
2018-10-22,18234720000
2018-10-23,18485166000
2018-10-24,17424288000
2018-10-25,17880156000
2018-10-26,17390520000
2018-10-29,16788323999
2018-10-30,16664508000
2018-10-31,17204820000
2018-11-01,17743440000
2018-11-02,17317620000
2018-11-05,17182260000
2018-11-06,17278140000
2018-11-07,17799840000
2018-11-08,17712420000
2018-11-09,17210460000
2018-11-12,16671840000
2018-11-13,16618260000
2018-11-14,16618260000
2018-11-15,16203720000
2018-11-16,15944280000
2018-11-19,15363360000
2018-11-20,15580500000
2018-11-21,15693300000
2018-11-23,15642540000
2018-11-26,16009140000
2018-11-27,15659460000
2018-11-28,16595700000
2018-11-29,16547760000
2018-11-30,16257300000
2018-12-03,16855140000
2018-12-04,16660560000
2018-12-06,17086380000
2018-12-07,16457520000
2018-12-10,16849500000
2018-12-11,17334540000
2018-12-12,17813940000
2018-12-13,17684220000
2018-12-14,17297880000
2018-12-17,16601340000
2018-12-18,16657740000
2018-12-19,16824119999
2018-12-20,16866420000
2018-12-21,16291140000
2018-12-24,15975300000
2018-12-26,17075100000
2018-12-27,17134320000
2018-12-28,17309160000
2018-12-31,17703960000
2019-01-02,17221740000
2019-01-03,16891800000
2019-01-04,17331720000
2019-01-07,17610900000
2019-01-08,17901360000
2019-01-09,18152340000
2019-01-10,18423060000
2019-01-11,18420239999
2019-01-14,18324360000
2019-01-15,18815040000
2019-01-16,18922200000
2019-01-17,19111140000
2019-01-18,19111140000
2019-01-22,19082940000
2019-01-23,19336739999
2019-01-24,19785120000
2019-01-25,19714620000
2019-01-28,19514400000
2019-01-29,19435440000
2019-01-30,20007900000
2019-01-31,20279952000
2019-02-01,20792544000
2019-02-04,20784048000
2019-02-05,20667936000
2019-02-06,20820864000
2019-02-07,20716080000
2019-02-08,21203184000
2019-02-11,21132384000
2019-02-12,21189023999
2019-02-13,20970960000
2019-02-14,21254160000
2019-02-15,21407088000
2019-02-19,21701616000
2019-02-20,21395760000
2019-02-21,21350448000
2019-02-22,21721440000
2019-02-25,22078272000
2019-02-26,22236864000
2019-02-27,24060672000
2019-02-28,23247888000
2019-03-01,23171423999
2019-03-04,22896720000
2019-03-05,22120752000
2019-03-06,22132080000
2019-03-07,22137744000
2019-03-08,22149072000
2019-03-11,22738128000
2019-03-12,22675823999
2019-03-13,22916544000
2019-03-14,22916544000
2019-03-15,22630512000
2019-03-18,22752288000
2019-03-19,22891056000
2019-03-20,23205408000
2019-03-21,23579232000
2019-03-22,22879728000
2019-03-25,22828752000
2019-03-26,23052480000
2019-03-27,22605023999
2019-03-28,22503072000
2019-03-29,22927872000
2019-04-01,22789104000
2019-04-02,22675823999
2019-04-03,22865568000
2019-04-04,22378464000
2019-04-05,22548384000
2019-04-08,22551216000
2019-04-09,22729632000
2019-04-10,22893888000
2019-04-11,23216736000
2019-04-12,23094960000
2019-04-15,23431968000
2019-04-16,23077968000
2019-04-17,22602192000
2019-04-18,22228368000
2019-04-22,22588032000
2019-04-23,22757952000
2019-04-24,22950528000
2019-04-25,23171423999
2019-04-26,23208240000
2019-04-29,23525423999
2019-04-30,23812074000
2019-05-01,23579523000
2019-05-02,23611104000
2019-05-03,23998689000
2019-05-06,23717331000
2019-05-07,22795740000
2019-05-08,22824450000
2019-05-09,22761288000
2019-05-10,22485671999
2019-05-13,21483693000
2019-05-14,21710502000
2019-05-15,21030075000
2019-05-16,21515274000
2019-05-17,21592791000
2019-05-20,21406176000
2019-05-21,21793761000
2019-05-22,21819600000
2019-05-23,20651103000
2019-05-24,20697039000
2019-05-28,20524779000
2019-05-29,20605167000
2019-05-30,19551510000
2019-05-31,19152441000
2019-06-03,18825146999
2019-06-04,19304604000
2019-06-05,19063440000
2019-06-06,18905535000
2019-06-07,18713178000
2019-06-10,19037601000
2019-06-11,19215603000
2019-06-12,19430928000
2019-06-13,19663479000
2019-06-14,19453896000
2019-06-17,19617543000
2019-06-18,19651995000
2019-06-19,20013741000
2019-06-20,19775448000
2019-06-21,19568736000
2019-06-24,18997407000
2019-06-25,19000278000
2019-06-26,19100763000
2019-06-27,19608930000
2019-06-28,19499832000
2019-07-01,19677834000
2019-07-02,19594575000
2019-07-03,19996515000
2019-07-05,20042451000
2019-07-08,20079774000
2019-07-09,20608038000
2019-07-10,20544876000
2019-07-11,20829105000
2019-07-12,20760201000
2019-07-15,21021462000
2019-07-16,21041559000
2019-07-17,21403305000
2019-07-18,21274110000
2019-07-19,21271239000
2019-07-22,21205206000
2019-07-23,21432015000
2019-07-24,21535371000
2019-07-25,21380337000
2019-07-26,21727728000
2019-07-29,21595662000
2019-07-30,21799503000
2019-07-31,21882798000
2019-08-01,21772674000
2019-08-02,21401730000
2019-08-05,20723598000
2019-08-06,20683026000
2019-08-07,20477268000
2019-08-08,20772864000
2019-08-09,20787354000
2019-08-12,20894580000
2019-08-13,21488670000
2019-08-14,20920662000
2019-08-15,20732292000
2019-08-16,19248516000
2019-08-19,19129698000
2019-08-20,19289088000
2019-08-21,19683216000
2019-08-22,19761462000
2019-08-23,19471662000
2019-08-26,19671624000
2019-08-27,19520928000
2019-08-28,19147085999
2019-08-29,19335456000
2019-08-30,19668726000
2019-09-03,19236924000
2019-09-04,19367334000
2019-09-05,20483064000
2019-09-06,20856906000
2019-09-09,20399022000
2019-09-10,19981710000
2019-09-11,20712006000
2019-09-12,20213550000
2019-09-13,20126610000
2019-09-16,20845314000
2019-09-17,20546820000
2019-09-18,20303388000
2019-09-19,20178774000
2019-09-20,20117916000
2019-09-23,20257020000
2019-09-24,20042568000
2019-09-25,20416410000
2019-09-26,20170080000
2019-09-27,19552806000
2019-09-30,19689012000
2019-10-01,19802034000
2019-10-02,19842606000
2019-10-03,20138202000
2019-10-04,20341062000
2019-10-07,20558412000
2019-10-08,19990404000
2019-10-09,20228040000
2019-10-10,20219346000
2019-10-11,20326572000
2019-10-14,20627964000
2019-10-15,20535228000
2019-10-16,20570004000
2019-10-17,20697516000
2019-10-18,20538126000
2019-10-21,20506248000
2019-10-22,20616372000
2019-10-23,20981520000
2019-10-24,21404628000
2019-10-25,21700224000
2019-10-28,22019004000
2019-10-29,21694428000
2019-10-30,21926268000
2019-10-31,22353420000
2019-11-01,22960914000
2019-11-04,23005149000
2019-11-05,22955016000
2019-11-06,22872444000
2019-11-07,22987455000
2019-11-08,23291202000
2019-11-11,23199783000
2019-11-12,23704062000
2019-11-13,23910492000
2019-11-14,24134616000
2019-11-15,24279117000
2019-11-18,24435414000
2019-11-19,24397077000
2019-11-20,24364638000
2019-11-21,24255525000
2019-11-22,24267321000
2019-11-25,24603507000
2019-11-26,21663354000
2019-11-27,21849141000
2019-11-29,22335726000
2019-12-02,22088010000
2019-12-03,22315083000
2019-12-04,22179429000
2019-12-05,22497921000
2019-12-06,22253154000
2019-12-09,22203021000
2019-12-10,22146990000
2019-12-11,22312134000
2019-12-12,22303287000
2019-12-13,22312134000
2019-12-16,22577544000
2019-12-17,22674861000
2019-12-18,22551003000
2019-12-19,22521513000
2019-12-20,22609983000
2019-12-23,22739739000
2019-12-24,22783974000
2019-12-26,22957965000
2019-12-27,22931424000
2019-12-30,22748586000
2019-12-31,22730892000
2020-01-02,23140803000
2020-01-03,23279406000
2020-01-06,23618541000
2020-01-07,23754195000
2020-01-08,23450448000
2020-01-09,23597898000
2020-01-10,23382621000
2020-01-13,23683419000
2020-01-14,23592000000
2020-01-15,23659827000
2020-01-16,23913441000
2020-01-17,23795481000
2020-01-21,23910492000
2020-01-22,23957676000
2020-01-23,24072687000
2020-01-24,23878053000
2020-01-27,23379672000
2020-01-28,23506479000
2020-01-29,23350182000
2020-01-30,23394417000
2020-01-31,22703226000
2020-02-03,22819266000
2020-02-04,23225406000
2020-02-05,23367555000
2020-02-06,23794002000
2020-02-07,23770794000
2020-02-10,23936151000
2020-02-11,23869428000
2020-02-12,23663456999
2020-02-13,23750487000
2020-02-14,23910042000
2020-02-18,24098606999
2020-02-19,24049290000
2020-02-20,24092805000
2020-02-21,23498100000
2020-02-24,22949811000
2020-02-25,19045065000
2020-02-26,18331419000
2020-02-27,18137052000
2020-02-28,17852754000
2020-03-02,18305310000
2020-03-03,17603268000
2020-03-04,17974596000
2020-03-05,17507535000
2020-03-06,17034672000
2020-03-09,15354993000
2020-03-10,16193382000
2020-03-11,15233151000
2020-03-12,13591185000
2020-03-13,14655852000
2020-03-16,13263372000
2020-03-17,13689819000
2020-03-18,12819519000
2020-03-19,13451937000
2020-03-20,13878384000
2020-03-23,14133672000
2020-03-24,15540657000
2020-03-25,16054134000
2020-03-26,16245600000
2020-03-27,15717618000
2020-03-30,16097649000
2020-03-31,15853965000
2020-04-01,15845262000
2020-04-02,16007718000
2020-04-03,15729222000
2020-04-06,16567611000
2020-04-07,16709760000
2020-04-08,17034672000
2020-04-09,17200029000
2020-04-13,17693199000
2020-04-14,18171864000
2020-04-15,18021012000
2020-04-16,18401043000
2020-04-17,18705648000
2020-04-20,18786876000
2020-04-21,18035517000
2020-04-22,18551895000
2020-04-23,18575103000
2020-04-24,18705648000
2020-04-27,19039263000
2020-04-28,18717252000
2020-04-29,19117590000
2020-04-30,18864000000
2020-05-01,18688320000
2020-05-04,18417600000
2020-05-05,19028159999
2020-05-06,19319040000
2020-05-07,20459520000
2020-05-08,20540159999
2020-05-11,20952000000
2020-05-12,20560320000
2020-05-13,20710080000
2020-05-14,21078720000
2020-05-15,21392640000
2020-05-18,21709440000
2020-05-19,21807360000
2020-05-20,22510080000
2020-05-21,22032000000
2020-05-22,22841280000
2020-05-26,22193280000
2020-05-27,22250880000
2020-05-28,22020480000
2020-05-29,22584960000
2020-06-01,22878720000
2020-06-02,23025600000
2020-06-03,22406400000
2020-06-04,21761280000
2020-06-05,22213440000
2020-06-08,22826880000
2020-06-09,22420800000
2020-06-10,22337280000
2020-06-11,21303360000
2020-06-12,21297600000
2020-06-15,21723840000
2020-06-16,21954240000
2020-06-17,22006080000
2020-06-18,22112640000
2020-06-19,22150080000
2020-06-22,22357440000
2020-06-23,22014720000
2020-06-24,21447360000
2020-06-25,21781440000
2020-06-26,21637440000
2020-06-29,21801600000
2020-06-30,22049280000
2020-07-01,22017600000
2020-07-02,22129920000
2020-07-06,22648320000
2020-07-07,22374720000
2020-07-08,23310720000
2020-07-09,23863680000
2020-07-10,23901120000
2020-07-13,23140800000
2020-07-14,23552640000
2020-07-15,23088960000
2020-07-16,22789440000
2020-07-17,23022720000
2020-07-20,24154560000
2020-07-21,23935680000
2020-07-22,24033600000
2020-07-23,23855040000
2020-07-24,23402880000
2020-07-27,23774400000
2020-07-28,23500800000
2020-07-29,23860800000
2020-07-30,24171840000
2020-07-31,24441315000
2020-08-03,24298065000
2020-08-04,24343905000
2020-08-05,25220595000
2020-08-06,25392495000
2020-08-07,24948420000
2020-08-10,24661920000
2020-08-11,24375420000
2020-08-12,24813765000
2020-08-13,24979935000
2020-08-14,24745005000
2020-08-17,25065885000
2020-08-18,25381035000
2020-08-19,25736295000
2020-08-20,26025660000
2020-08-21,25721970000
2020-08-24,25504230000
2020-08-25,24925500000
2020-08-26,25157565000
2020-08-27,24386880000
2020-08-28,24320985000
2020-08-31,24581700000
2020-09-01,24687705000
2020-09-02,24587429999
2020-09-03,23132010000
2020-09-04,22504575000
2020-09-08,22341270000
2020-09-09,22768155000
2020-09-10,22630635000
2020-09-11,23200770000
2020-09-14,23467215000
2020-09-15,23690685000
2020-09-16,23576085000
2020-09-17,23057520000
2020-09-18,23071845000
2020-09-21,23169255000
2020-09-22,23541705000
2020-09-23,22836915000
2020-09-24,22728045000
2020-09-25,23123415000
2020-09-28,23487270000
2020-09-29,23538840000
2020-09-30,23372670000
2020-10-01,23925615000
2020-10-02,23412780000
2020-10-05,23747985000
2020-10-06,23610465000
2020-10-07,23965725000
2020-10-08,23828205000
2020-10-09,24114705000
2020-10-12,24172005000
2020-10-13,24309525000
2020-10-14,24458505000
2020-10-15,24048810000
2020-10-16,23527380000
2020-10-19,23143470000
2020-10-20,22851240000
2020-10-21,22524630000
2020-10-22,22690800000
2020-10-23,22590525000
2020-10-26,22120665000
2020-10-27,22112070000
2020-10-28,21576315000
2020-10-29,21848490000
2020-10-30,21123645000
2020-11-02,21275415000
2020-11-03,21856569000
2020-11-04,22552803000
2020-11-05,23421657000
2020-11-06,23976918000
2020-11-09,24178308000
2020-11-10,23277807000
2020-11-11,24244479000
2020-11-12,24163923000
2020-11-13,24808371000
2020-11-16,26707191000
2020-11-17,28165830000
2020-11-18,26960367000
2020-11-19,27573168000
2020-11-20,28004718000
2020-11-23,28390236000
2020-11-24,28499562000
2020-11-25,28511070000
2020-11-27,28321188000
2020-11-30,28185969000
2020-12-01,28275156000
2020-12-02,28119798000
2020-12-03,28447776000
2020-12-04,29181411000
2020-12-07,29046192000
2020-12-08,29751057000
2020-12-09,28977144000
2020-12-10,29523774000
2020-12-11,29722287000
2020-12-14,30139452000
2020-12-15,30444413999
2020-12-16,31008306000
2020-12-17,31782219000
2020-12-18,34095327000
2020-12-21,34141359000
2020-12-22,35680554000
2020-12-23,34987197000
2020-12-24,35208726000
2020-12-28,34664973000
2020-12-29,34158621000
2020-12-30,34121220000
2020-12-31,34080942000
2021-01-04,33724194000
2021-01-05,33580344000
2021-01-06,33111393000
2021-01-07,34823208000
2021-01-08,35151186000
2021-01-11,34984320000
2021-01-12,35528073000
2021-01-13,35079261000
2021-01-14,34826085000
2021-01-15,34990074000
2021-01-19,34912395000
2021-01-20,35536704000
2021-01-21,35061999000
2021-01-22,34967058000
2021-01-25,34598802000
2021-01-26,33974493000
2021-01-27,32141844000
2021-01-28,33865167000
2021-01-29,33637884000
2021-02-01,35014814277
2021-02-02,37535183225
2021-02-03,36587501244
2021-02-04,37064249235
2021-02-05,36808433240
2021-02-08,37346228229
2021-02-09,37884023218
2021-02-10,38006117215
2021-02-11,37898558217
2021-02-12,38288096209
2021-02-16,38104955213
2021-02-17,38317166209
2021-02-18,37843325218
2021-02-19,38459609206
2021-02-22,37244483231
2021-02-23,36613664244
2021-02-24,35814239260
2021-02-25,34886906279
2021-02-26,34721207283
2021-03-01,35599121265
2021-03-02,34366553290
2021-03-03,33311312312
2021-03-04,32523515328
2021-03-05,32436305330
2021-03-08,32119442337
2021-03-09,33180497315
2021-03-10,32430491330
2021-03-11,33369452311
2021-03-12,33192125314
2021-03-15,33360731311
2021-03-16,32945030320
2021-03-17,32648516326
2021-03-18,30770594364
2021-03-19,30703733366
2021-03-22,31340366353
2021-03-23,31357808352
2021-03-24,31104899358
2021-03-25,31346180353
2021-03-26,30979898360
2021-03-29,31029317359
2021-03-30,30814199364
2021-03-31,31206644355
2021-04-01,31788044343
2021-04-05,32075837337
2021-04-06,32692121325
2021-04-07,32808401322
2021-04-08,33261893313
2021-04-09,33866549301
2021-04-12,34433414289
2021-04-13,34875278280
2021-04-14,34979930278
2021-04-15,35889821259
2021-04-16,35529353266
2021-04-19,35558423266
2021-04-20,34883999280
2021-04-21,34555508286
2021-04-22,34186319294
2021-04-23,34729928283
2021-04-26,35026442277
2021-04-27,34735742283
2021-04-28,34898534279
2021-04-29,34413065289
2021-04-30,34350479293
2021-05-03,33930575301
2021-05-04,33592319308
2021-05-05,33163667317
2021-05-06,32799167325
2021-05-07,33274475315
2021-05-10,33178247317
2021-05-11,33382367313
2021-05-12,32571719329
2021-05-13,31481135352
2021-05-14,32737931326
2021-05-17,32638787328
2021-05-18,33055775319
2021-05-19,32618375328
2021-05-20,33300719314
2021-05-21,35231111275
2021-05-24,35432315270
2021-05-25,35484803269
2021-05-26,35747243264
2021-05-27,35697671265
2021-05-28,35306927273
2021-06-01,35026991279
2021-06-02,34764551284
2021-06-03,34128863297
2021-06-04,34735391285
2021-06-07,34639163287
2021-06-08,34344647293
2021-06-09,34251335295
2021-06-10,35231111275
2021-06-11,35560619268
2021-06-14,35726831264
2021-06-15,35073647278
2021-06-16,35333171272
2021-06-17,36164231255
2021-06-18,36129239256
2021-06-21,36056339258
2021-06-22,35516879269
2021-06-23,35808479263
2021-06-24,36216719254
2021-06-25,36505403248
2021-06-28,36788255243
2021-06-29,36514151248
2021-06-30,36065087257
2021-07-01,36030095258
2021-07-02,36237131254
2021-07-06,38091707216
2021-07-07,37616399226
2021-07-08,37569743226
2021-07-09,37931327219
2021-07-12,37765115222
2021-07-13,37712627224
2021-07-14,37549331227
2021-07-15,37698047224
2021-07-16,37741787223
2021-07-19,37852595221
2021-07-20,38975255198
2021-07-21,38085875216
2021-07-22,38721563203
2021-07-23,39036491196
2021-07-26,38782799202
2021-07-27,38636999205
2021-07-28,38826539201
2021-07-29,38782799202
2021-07-30,38788631201
2021-08-02,39071231199
2021-08-03,38877983203
2021-08-04,39364031193
2021-08-05,39396239192
2021-08-06,37709711227
2021-08-09,37914671223
2021-08-10,36796175245
2021-08-11,35671823269
2021-08-12,36014399262
2021-08-13,36506303251
2021-08-16,36143231259
2021-08-17,35698175268
2021-08-18,35367311275
2021-08-19,35420015274
2021-08-20,35865071265
2021-08-23,36362831254
2021-08-24,43126511116
2021-08-25,43633055105
2021-08-26,44646143085
2021-08-27,45020927077
2021-08-30,44780831082
2021-08-31,44997503077
2021-09-01,44924303079
2021-09-02,45143903074
2021-09-03,45697295063
2021-09-07,45152687074
2021-09-08,45454271068
2021-09-09,45530399067
2021-09-10,45861263060
2021-09-13,46470287047
2021-09-14,47319407030
2021-09-15,46842143040
2021-09-16,47325263030
2021-09-17,46493711047
2021-09-20,46300463051
2021-09-21,46168703053
2021-09-22,46455647048
2021-09-23,47155439033
2021-09-24,47869871019
2021-09-27,47436527027
2021-09-28,46490783047
2021-09-29,46171631053
2021-09-30,46751375041
2021-10-01,47483375026
2021-10-04,45826127060
2021-10-05,46417583048
2021-10-06,47445311027
2021-10-07,48183167012
2021-10-08,48095327014
2021-10-11,48780479000
2021-10-12,49310446989
2021-10-13,49237246991
2021-10-14,49090846994
2021-10-15,49565182984
2021-10-18,50279614969
2021-10-19,50019022975
2021-10-20,49963390976
2021-10-21,49579822984
