,SYK
2009-04-13,14048090000
2009-04-14,14381906000
2009-04-15,14473308000
2009-04-16,14715722000
2009-04-17,15077356000
2009-04-20,14870708000
2009-04-21,14870708000
2009-04-22,14890578000
2009-04-23,14882630000
2009-04-24,15311822000
2009-04-27,15371432000
2009-04-28,15045564000
2009-04-29,15359510000
2009-04-30,15383354000
2009-05-01,15200550000
2009-05-04,15725118000
2009-05-05,15852286000
2009-05-06,16031116000
2009-05-07,16209946000
2009-05-08,16511969999
2009-05-11,16317244000
2009-05-12,16007272000
2009-05-13,15510522000
2009-05-14,15597950000
2009-05-15,15494626000
2009-05-18,15661533999
2009-05-19,15617819999
2009-05-20,15780754000
2009-05-21,15399250000
2009-05-22,15196576000
2009-05-26,15411172000
2009-05-27,15097226000
2009-05-28,14926344000
2009-05-29,15276056000
2009-06-01,15558210000
2009-06-02,16166232000
2009-06-03,16325192000
2009-06-04,16070856000
2009-06-05,16086751999
2009-06-08,15903948000
2009-06-09,16146362000
2009-06-10,16086751999
2009-06-11,16126492000
2009-06-12,16213919999
2009-06-15,15637690000
2009-06-16,15399250000
2009-06-17,15498600000
2009-06-18,16003298000
2009-06-19,16023168000
2009-06-22,15907922000
2009-06-23,16023168000
2009-06-24,15959583999
2009-06-25,16356983999
2009-06-26,16233790000
2009-06-29,15943687999
2009-06-30,15800624000
2009-07-01,15804600000
2009-07-02,15291696000
2009-07-06,15498447999
2009-07-07,15156511999
2009-07-08,15013376000
2009-07-09,14866264000
2009-07-10,14898072000
2009-07-13,15327479999
2009-07-14,15212176000
2009-07-15,15534232000
2009-07-16,15935808000
2009-07-17,15653511999
2009-07-20,15717128000
2009-07-21,15760864000
2009-07-22,15387120000
2009-07-23,15657488000
2009-07-24,15729056000
2009-07-27,15581944000
2009-07-28,15506400000
2009-07-29,15399047999
2009-07-30,15562064000
2009-07-31,15458688000
2009-08-03,15681344000
2009-08-04,16237984000
2009-08-05,15963640000
2009-08-06,15987496000
2009-08-07,15987496000
2009-08-10,16341360000
2009-08-11,16277744000
2009-08-12,16178344000
2009-08-13,15987496000
2009-08-14,15967615999
2009-08-17,15804600000
2009-08-18,15812552000
2009-08-19,15868215999
2009-08-20,16317504000
2009-08-21,16603776000
2009-08-24,16524256000
2009-08-25,16341360000
2009-08-26,16480520000
2009-08-27,16468592000
2009-08-28,16337384000
2009-08-31,16484496000
2009-09-01,16420879999
2009-09-02,16452688000
2009-09-03,16886072000
2009-09-04,17283672000
2009-09-08,17235960000
2009-09-09,17971520000
2009-09-10,18225984000
2009-09-11,18297552000
2009-09-14,18615632000
2009-09-15,18917808000
2009-09-16,18957568000
2009-09-17,18961544000
2009-09-18,18750816000
2009-09-21,18726960000
2009-09-22,18548040000
2009-09-23,18257792000
2009-09-24,18090800000
2009-09-25,17959592000
2009-09-28,18265744000
2009-09-29,18142488000
2009-09-30,18044796000
2009-10-01,17568156000
2009-10-02,17448996000
2009-10-05,17691288000
2009-10-06,17727036000
2009-10-07,17719092000
2009-10-08,17723064000
2009-10-09,18080544000
2009-10-12,18032880000
2009-10-13,18009048000
2009-10-14,18239424000
2009-10-15,18330780000
2009-10-16,18016992000
2009-10-19,18330780000
2009-10-20,17985216000
2009-10-21,19061628000
2009-10-22,19442940000
2009-10-23,19077516000
2009-10-26,19033824000
2009-10-27,19073544000
2009-10-28,18271200000
2009-10-29,18763728000
2009-10-30,18271200000
2009-11-02,18628680000
2009-11-03,18501576000
2009-11-04,18561156000
2009-11-05,18982188000
2009-11-06,18839196000
2009-11-09,19252284000
2009-11-10,19387332000
2009-11-11,19613736000
2009-11-12,19562100000
2009-11-13,19526352000
2009-11-16,19625652000
2009-11-17,19597848000
2009-11-18,19554156000
2009-11-19,19391304000
2009-11-20,19355556000
2009-11-23,19669344000
2009-11-24,19860000000
2009-11-25,20014908000
2009-11-27,19736868000
2009-11-30,20018880000
2009-12-01,20161872000
2009-12-02,20352528000
2009-12-03,20614680000
2009-12-04,20578932000
2009-12-07,20539212000
2009-12-08,20427996000
2009-12-09,20189676000
2009-12-10,20420052000
2009-12-11,20360472000
2009-12-14,20646456000
2009-12-15,20634540000
2009-12-16,20733840000
2009-12-17,20130096000
2009-12-18,20058600000
2009-12-21,20273088000
2009-12-22,20273088000
2009-12-23,20221452000
2009-12-24,20308836000
2009-12-28,20324724000
2009-12-29,20237340000
2009-12-30,20173788000
2009-12-31,20006964000
2010-01-04,20717952000
2010-01-05,20912580000
2010-01-06,21234312000
2010-01-07,21945300000
2010-01-08,22012824000
2010-01-11,21945300000
2010-01-12,21929412000
2010-01-13,22032684000
2010-01-14,22251144000
2010-01-15,22255116000
2010-01-19,22624512000
2010-01-20,22215396000
2010-01-21,21738756000
2010-01-22,21464688000
2010-01-25,21623568000
2010-01-26,21671232000
2010-01-27,21015852000
2010-01-28,20729868000
2010-01-29,20622624000
2010-02-01,20733840000
2010-02-02,21111180000
2010-02-03,20868888000
2010-02-04,20292948000
2010-02-05,20281032000
2010-02-08,20427996000
2010-02-09,20618652000
2010-02-10,20503464000
2010-02-11,20721924000
2010-02-12,20678232000
2010-02-16,20972160000
2010-02-17,21079404000
2010-02-18,21146928000
2010-02-19,21115152000
2010-02-22,21087348000
2010-02-23,20900664000
2010-02-24,21007908000
2010-02-25,20988048000
2010-02-26,21091320000
2010-03-01,21377304000
2010-03-02,21631512000
2010-03-03,21492492000
2010-03-04,21468660000
2010-03-05,21861888000
2010-03-08,21865860000
2010-03-09,21846000000
2010-03-10,21961188000
2010-03-11,22135956000
2010-03-12,21937356000
2010-03-15,22012824000
2010-03-16,22016796000
2010-03-17,22350444000
2010-03-18,22505352000
2010-03-19,22497408000
2010-03-22,22580820000
2010-03-23,22640400000
2010-03-24,23021712000
2010-03-25,22910496000
2010-03-26,22525212000
2010-03-29,22711896000
2010-03-30,22842972000
2010-03-31,22710618000
2010-04-01,22881285000
2010-04-05,22960665000
2010-04-06,22932882000
2010-04-07,22690773000
2010-04-08,22662990000
2010-04-09,22877316000
2010-04-12,22877316000
2010-04-13,22694742000
2010-04-14,22905099000
2010-04-15,23055921000
2010-04-16,22718556000
2010-04-19,22809843000
2010-04-20,23198805000
2010-04-21,22992417000
2010-04-22,22909068000
2010-04-23,23373441000
2010-04-26,23341689000
2010-04-27,22837626000
2010-04-28,23051952000
2010-04-29,23258340000
2010-04-30,22797936000
2010-05-03,23067828000
2010-05-04,22801905000
2010-05-05,22710618000
2010-05-06,22325625000
2010-05-07,21480228000
2010-05-10,22567734000
2010-05-11,22524075000
2010-05-12,22710618000
2010-05-13,22809843000
2010-05-14,22408974000
2010-05-17,22448664000
2010-05-18,22190679000
2010-05-19,22115268000
2010-05-20,21384972000
2010-05-21,20916630000
2010-05-24,21107142000
2010-05-25,20872971000
2010-05-26,20714211000
2010-05-27,21222243000
2010-05-28,21047607000
2010-06-01,20805498000
2010-06-02,21317499000
2010-06-03,21444507000
2010-06-04,20626893000
2010-06-07,20091078000
2010-06-08,20067264000
2010-06-09,19638612000
2010-06-10,19590984000
2010-06-11,20079171000
2010-06-14,20023605000
2010-06-15,20527668000
2010-06-16,20730087000
2010-06-17,20654676000
2010-06-18,20567358000
2010-06-21,20472102000
2010-06-22,20218086000
2010-06-23,20297466000
2010-06-24,19924380000
2010-06-25,19884690000
2010-06-28,20257776000
2010-06-29,19908504000
2010-06-30,19873820000
2010-07-01,19754720000
2010-07-02,19802360000
2010-07-06,20016740000
2010-07-07,20743250000
2010-07-08,20834560000
2010-07-09,20794860000
2010-07-12,20699580000
2010-07-13,21088640000
2010-07-14,21060850000
2010-07-15,20866320000
2010-07-16,20326400000
2010-07-19,20457410000
2010-07-20,20362130000
2010-07-21,18559750000
2010-07-22,18710610000
2010-07-23,18988510000
2010-07-26,18722520000
2010-07-27,18853530000
2010-07-28,18599450000
2010-07-29,18321550000
2010-07-30,18488290000
2010-08-02,18893230000
2010-08-03,18960720000
2010-08-04,19024240000
2010-08-05,19079820000
2010-08-06,19044090000
2010-08-09,19083790000
2010-08-10,18909110000
2010-08-11,18508140000
2010-08-12,18527990000
2010-08-13,18488290000
2010-08-16,18456530000
2010-08-17,18535930000
2010-08-18,18603420000
2010-08-19,18206420000
2010-08-20,18186570000
2010-08-23,18317580000
2010-08-24,17150400000
2010-08-25,17118639999
2010-08-26,17023360000
2010-08-27,17468000000
2010-08-30,17289350000
2010-08-31,17146430000
2010-09-01,17722080000
2010-09-02,18150840000
2010-09-03,18297730000
2010-09-07,18254060000
2010-09-08,18055560000
2010-09-09,18309640000
2010-09-10,18527990000
2010-09-13,18778100000
2010-09-14,19214800000
2010-09-15,19329930000
2010-09-16,19349780000
2010-09-17,19067910000
2010-09-20,19349780000
2010-09-21,19258470000
2010-09-22,19063940000
2010-09-23,19028210000
2010-09-24,19730900000
2010-09-27,19512550000
2010-09-28,19893670000
2010-09-29,19945280000
2010-09-30,19519500000
2010-10-01,19503900000
2010-10-04,19254300000
2010-10-05,19722300000
2010-10-06,19675500000
2010-10-07,19414200000
2010-10-08,19375200000
2010-10-11,19418100000
2010-10-12,19129500000
2010-10-13,19223100000
2010-10-14,19043700000
2010-10-15,19125600000
2010-10-18,19698900000
2010-10-19,19527300000
2010-10-20,19722300000
2010-10-21,20014800000
2010-10-22,19730100000
2010-10-25,19995300000
2010-10-26,19979700000
2010-10-27,19851000000
2010-10-28,19578000000
2010-10-29,19301100000
2010-11-01,19230900000
2010-11-02,19461000000
2010-11-03,19987500000
2010-11-04,20186400000
2010-11-05,20447700000
2010-11-08,20315100000
2010-11-09,20346300000
2010-11-10,20326800000
2010-11-11,20354100000
2010-11-12,20120100000
2010-11-15,20053800000
2010-11-16,19773000000
2010-11-17,19722300000
2010-11-18,20042100000
2010-11-19,20139600000
2010-11-22,20042100000
2010-11-23,19843200000
2010-11-24,20007000000
2010-11-26,20069400000
2010-11-29,19800300000
2010-11-30,19535100000
2010-12-01,19870500000
2010-12-02,20046000000
2010-12-03,20322900000
2010-12-06,20096700000
2010-12-07,19999200000
2010-12-08,20315100000
2010-12-09,20670000000
2010-12-10,20670000000
2010-12-13,20701200000
2010-12-14,21079500000
2010-12-15,20884500000
2010-12-16,21208200000
2010-12-17,21266700000
2010-12-20,21372000000
2010-12-21,21130200000
2010-12-22,21208200000
2010-12-23,20943000000
2010-12-27,21063900000
2010-12-28,21079500000
2010-12-29,21099000000
2010-12-30,21091200000
2010-12-31,20943000000
2011-01-03,21286200000
2011-01-04,21200400000
2011-01-05,21317400000
2011-01-06,21309600000
2011-01-07,21184800000
2011-01-10,21333000000
2011-01-11,22620000000
2011-01-12,22545900000
2011-01-13,22483500000
2011-01-14,22549800000
2011-01-18,22772100000
2011-01-19,22456200000
2011-01-20,22308000000
2011-01-21,22483500000
2011-01-24,22464000000
2011-01-25,22764300000
2011-01-26,22366500000
2011-01-27,22662900000
2011-01-28,22308000000
2011-01-31,22448400000
2011-02-01,22830600000
2011-02-02,22698000000
2011-02-03,22779900000
2011-02-04,22818900000
2011-02-07,23197200000
2011-02-08,23283000000
2011-02-09,23322000000
2011-02-10,23380500000
2011-02-11,23485800000
2011-02-14,23591100000
2011-02-15,23501400000
2011-02-16,23801700000
2011-02-17,23704200000
2011-02-18,24570000000
2011-02-22,24148800000
2011-02-23,24086400000
2011-02-24,24008400000
2011-02-25,24593400000
2011-02-28,24671400000
2011-03-01,24363300000
2011-03-02,24593400000
2011-03-03,25178400000
2011-03-04,24831300000
2011-03-07,24690900000
2011-03-08,25377299999
2011-03-09,25100400000
2011-03-10,24538800000
2011-03-11,24577800000
2011-03-14,24312600000
2011-03-15,23949900000
2011-03-16,23532600000
2011-03-17,23630100000
2011-03-18,23992800000
2011-03-21,24191700000
2011-03-22,24078600000
2011-03-23,23926500000
2011-03-24,23864100000
2011-03-25,23836800000
2011-03-28,23676900000
2011-03-29,23825100000
2011-03-30,23696400000
2011-03-31,23602560000
2011-04-01,23641380000
2011-04-04,23870418000
2011-04-05,23493864000
2011-04-06,23392932000
2011-04-07,23233770000
2011-04-08,23179422000
2011-04-11,23292000000
2011-04-12,23171658000
2011-04-13,23229888000
2011-04-14,23241534000
2011-04-15,23563740000
2011-04-18,23295882000
2011-04-19,23719020000
2011-04-20,22674762000
2011-04-21,22713582000
2011-04-25,22523364000
2011-04-26,22643706000
2011-04-27,22666998000
2011-04-28,22973676000
2011-04-29,22903800000
2011-05-02,22996968000
2011-05-03,23039670000
2011-05-04,23086254000
2011-05-05,23179422000
2011-05-06,23171658000
2011-05-09,23334702000
2011-05-10,23680200000
2011-05-11,24006288000
2011-05-12,24518712000
2011-05-13,24565296000
2011-05-16,24751632000
2011-05-17,24767160000
2011-05-18,24844800000
2011-05-19,24844800000
2011-05-20,24619644000
2011-05-23,24476010000
2011-05-24,24355668000
2011-05-25,24180978000
2011-05-26,24149922000
2011-05-27,24130512000
2011-05-31,24223680000
2011-06-01,23796660000
2011-06-02,23684082000
2011-06-03,23369640000
2011-06-06,22740756000
2011-06-07,23012496000
2011-06-08,22764048000
2011-06-09,22896036000
2011-06-10,22581594000
2011-06-13,22725228000
2011-06-14,22857216000
2011-06-15,22511718000
2011-06-16,22515600000
2011-06-17,22403022000
2011-06-20,22515600000
2011-06-21,22624296000
2011-06-22,22670880000
2011-06-23,22604886000
2011-06-24,22274916000
2011-06-27,22492308000
2011-06-28,22775694000
2011-06-29,22566066000
2011-06-30,22654340000
2011-07-01,23268080000
2011-07-05,23032620000
2011-07-06,23102100000
2011-07-07,23391600000
2011-07-08,23214040000
2011-07-11,22604160000
2011-07-12,22824180000
2011-07-13,22897520000
2011-07-14,22635040000
2011-07-15,22553980000
2011-07-18,22488360000
2011-07-19,22835760000
2011-07-20,21967260000
2011-07-21,22245180000
2011-07-22,21955680000
2011-07-25,21700920000
2011-07-26,21276320000
2011-07-27,21029280000
2011-07-28,20863300000
2011-07-29,20975240000
2011-08-01,20496600000
2011-08-02,19944620000
2011-08-03,20099020000
2011-08-04,19164900000
2011-08-05,19315440000
2011-08-08,18307980000
2011-08-09,18917860000
2011-08-10,17771440000
2011-08-11,18365880000
2011-08-12,18736440000
2011-08-15,18971900000
2011-08-16,18690120000
2011-08-17,18362020000
2011-08-18,17204020000
2011-08-19,16906799999
2011-08-22,16937680000
2011-08-23,17810040000
2011-08-24,18149720000
2011-08-25,17806180000
2011-08-26,17821620000
2011-08-29,18543440000
2011-08-30,18408340000
2011-08-31,18852240000
2011-09-01,18620640000
2011-09-02,18246220000
2011-09-06,18446940000
2011-09-07,19215080000
2011-09-08,18790480000
2011-09-09,18095680000
2011-09-12,18091820000
2011-09-13,18389040000
2011-09-14,18802060000
2011-09-15,19149460000
2011-09-16,19045240000
2011-09-19,18721000000
2011-09-20,18717140000
2011-09-21,18230780000
2011-09-22,17840920000
2011-09-23,17817760000
2011-09-26,18246220000
2011-09-27,18975760000
2011-09-28,18717140000
2011-09-29,18612920000
2011-09-30,17956530000
2011-10-03,17278350000
2011-10-04,17819370000
2011-10-05,18147030000
2011-10-06,18219420000
2011-10-07,18242280000
2011-10-10,18817590000
2011-10-11,19088100000
2011-10-12,19110960000
2011-10-13,19118580000
2011-10-14,19057620000
2011-10-17,18493740000
2011-10-18,18688050000
2011-10-19,18825210000
2011-10-20,18394680000
2011-10-21,18733770000
2011-10-24,19050000000
2011-10-25,18379440000
2011-10-26,18413730000
2011-10-27,18802350000
2011-10-28,19019520000
2011-10-31,18253710000
2011-11-01,17907000000
2011-11-02,18196560000
2011-11-03,18562320000
2011-11-04,18501360000
2011-11-07,18691860000
2011-11-08,18977610000
2011-11-09,18097500000
2011-11-10,18390870000
2011-11-11,18851880000
2011-11-14,18646140000
2011-11-15,18882360000
2011-11-16,18585180000
2011-11-17,18253710000
2011-11-18,18215610000
2011-11-21,17613630000
2011-11-22,17663160000
2011-11-23,17324070000
2011-11-25,17343120000
2011-11-28,17891760000
2011-11-29,17762220000
2011-11-30,18604230000
2011-12-01,18870930000
2011-12-02,18143220000
2011-12-05,18703290000
2011-12-06,18489930000
2011-12-07,18390870000
2011-12-08,17952720000
2011-12-09,18230850000
2011-12-12,17933670000
2011-12-13,17849850000
2011-12-14,17819370000
2011-12-15,17766030000
2011-12-16,17606010000
2011-12-19,17442180000
2011-12-20,18196560000
2011-12-21,18516600000
2011-12-22,18943320000
2011-12-23,19053810000
2011-12-27,18992850000
2011-12-28,18787110000
2011-12-29,18893790000
2011-12-30,18939510000
2012-01-03,19457670000
2012-01-04,19526250000
2012-01-05,19503390000
2012-01-06,19621500000
2012-01-09,19735800000
2012-01-10,19911060000
2012-01-11,20200620000
2012-01-12,19998690000
2012-01-13,19709130000
2012-01-17,19815810000
2012-01-18,19876770000
2012-01-19,20116800000
2012-01-20,20246340000
2012-01-23,20116800000
2012-01-24,20170140000
2012-01-25,20977860000
2012-01-26,20905470000
2012-01-27,20916900000
2012-01-30,20962620000
2012-01-31,21118830000
2012-02-01,21038820000
2012-02-02,20955000000
2012-02-03,21187410000
2012-02-06,21210270000
2012-02-07,21023580000
2012-02-08,20859750000
2012-02-09,20558760000
2012-02-10,20398740000
2012-02-13,20524470000
2012-02-14,20391120000
2012-02-15,20413980000
2012-02-16,20440650000
2012-02-17,20421600000
2012-02-21,20318730000
2012-02-22,20360640000
2012-02-23,20543520000
2012-02-24,20871180000
2012-02-27,20939760000
2012-02-28,20787360000
2012-02-29,20436840000
2012-03-01,20246340000
2012-03-02,20273010000
2012-03-05,20116800000
2012-03-06,19823430000
2012-03-07,19831050000
2012-03-08,20105370000
2012-03-09,20154900000
2012-03-12,19964400000
2012-03-13,20318730000
2012-03-14,20661630000
2012-03-15,20955000000
2012-03-16,20916900000
2012-03-19,20935950000
2012-03-20,20886420000
2012-03-21,20897850000
2012-03-22,20657820000
2012-03-23,20741640000
2012-03-26,21149310000
2012-03-27,21084540000
2012-03-28,20974050000
2012-03-29,20985480000
2012-03-30,21137880000
2012-04-02,21164550000
2012-04-03,21175980000
2012-04-04,20867370000
2012-04-05,20966430000
2012-04-09,20631150000
2012-04-10,20234910000
2012-04-11,20509230000
2012-04-12,20901660000
2012-04-13,20558760000
2012-04-16,20665440000
2012-04-17,20913090000
2012-04-18,21130260000
2012-04-19,20711160000
2012-04-20,20547330000
2012-04-23,20078700000
2012-04-24,20253960000
2012-04-25,20452080000
2012-04-26,20596860000
2012-04-27,20787360000
2012-04-30,20791170000
2012-05-01,20905470000
2012-05-02,20825460000
2012-05-03,20863560000
2012-05-04,20524470000
2012-05-07,20619720000
2012-05-08,20631150000
2012-05-09,20288250000
2012-05-10,20333970000
2012-05-11,20261580000
2012-05-14,20055840000
2012-05-15,19808190000
2012-05-16,19709130000
2012-05-17,19423380000
2012-05-18,19149060000
2012-05-21,19594830000
2012-05-22,19705320000
2012-05-23,19537680000
2012-05-24,19705320000
2012-05-25,19754850000
2012-05-29,20036790000
2012-05-30,19640550000
2012-05-31,19602450000
2012-06-01,19053810000
2012-06-04,18989040000
2012-06-05,19350990000
2012-06-06,19526250000
2012-06-07,19503390000
2012-06-08,19549110000
2012-06-11,19587210000
2012-06-12,19728180000
2012-06-13,19617690000
2012-06-14,19941540000
2012-06-15,20631150000
2012-06-18,20791170000
2012-06-19,21027390000
2012-06-20,20916900000
2012-06-21,20478750000
2012-06-22,20791170000
2012-06-25,20463510000
2012-06-26,20505420000
2012-06-27,20699730000
2012-06-28,20493990000
2012-06-29,20993100000
2012-07-02,20785534000
2012-07-03,20789336000
2012-07-05,20610642000
2012-07-06,20355908000
2012-07-09,20405334000
2012-07-10,20173412000
2012-07-11,20173412000
2012-07-12,20044144000
2012-07-13,20169610000
2012-07-16,20112580000
2012-07-17,20424344000
2012-07-18,20367314000
2012-07-19,19823628000
2012-07-20,19534676000
2012-07-23,19295150000
2012-07-24,19295150000
2012-07-25,19492854000
2012-07-26,19504260000
2012-07-27,19926282000
2012-07-30,19899668000
2012-07-31,19781806000
2012-08-01,20085966000
2012-08-02,19542280000
2012-08-03,20055550000
2012-08-06,20127788000
2012-08-07,20150600000
2012-08-08,20146798000
2012-08-09,20070758000
2012-08-10,20173412000
2012-08-13,20226640000
2012-08-14,20450958000
2012-08-15,20572622000
2012-08-16,20720900000
2012-08-17,20667672000
2012-08-20,20720900000
2012-08-21,20644860000
2012-08-22,20462364000
2012-08-23,20238046000
2012-08-24,20431948000
2012-08-27,20412938000
2012-08-28,20424344000
2012-08-29,20371116000
2012-08-30,20192422000
2012-08-31,20249452000
2012-09-04,20462364000
2012-09-05,20196224000
2012-09-06,20603038000
2012-09-07,20587830000
2012-09-10,20359710000
2012-09-11,20530800000
2012-09-12,20690484000
2012-09-13,20983238000
2012-09-14,21295002000
2012-09-17,21378646000
2012-09-18,21264586000
2012-09-19,21249378000
2012-09-20,21203754000
2012-09-21,21401458000
2012-09-24,21477498000
2012-09-25,21283596000
2012-09-26,21135318000
2012-09-27,21218962000
2012-09-28,21161932000
2012-10-01,20878470000
2012-10-02,20791001000
2012-10-03,20695926000
2012-10-04,20939318000
2012-10-05,20844243000
2012-10-08,20669305000
2012-10-09,20053219000
2012-10-10,19859266000
2012-10-11,19950538000
2012-10-12,19889690000
2012-10-15,19889690000
2012-10-16,20330838000
2012-10-17,20087446000
2012-10-18,20387883000
2012-10-19,20018992000
2012-10-22,20136885000
2012-10-23,19870675000
2012-10-24,19882084000
2012-10-25,19927720000
2012-10-26,19847857000
2012-10-31,20003780000
2012-11-01,20182521000
2012-11-02,20018992000
2012-11-05,20045613000
2012-11-06,20330838000
2012-11-07,20007583000
2012-11-08,19935326000
2012-11-09,19977159000
2012-11-12,20174915000
2012-11-13,20034204000
2012-11-14,19897296000
2012-11-15,19775600000
2012-11-16,19813630000
2012-11-19,20155900000
2012-11-20,20384080000
2012-11-21,20346050000
2012-11-23,20733956000
2012-11-26,20737759000
2012-11-27,20619866000
2012-11-28,20764380000
2012-11-29,20555215000
2012-11-30,20597048000
2012-12-03,20703532000
2012-12-04,20669305000
2012-12-05,20673108000
2012-12-06,20669305000
2012-12-07,20752971000
2012-12-10,20836637000
2012-12-11,21224543000
2012-12-12,21346239000
2012-12-13,21369057000
2012-12-14,21213134000
2012-12-17,21357648000
2012-12-18,21429905000
2012-12-19,21281588000
2012-12-20,21513571000
2012-12-21,21247361000
2012-12-24,21247361000
2012-12-26,21080029000
2012-12-27,20977348000
2012-12-28,20707335000
2012-12-31,20815154000
2013-01-02,21217636000
2013-01-03,21316358000
2013-01-04,21540381000
2013-01-07,21669479000
2013-01-08,21631509000
2013-01-09,22166886000
2013-01-10,22341548000
2013-01-11,22341548000
2013-01-14,22352939000
2013-01-15,22614932000
2013-01-16,22565571000
2013-01-17,23017414000
2013-01-18,23370535000
2013-01-22,23431287000
2013-01-23,23492039000
2013-01-24,24091965000
2013-01-25,24129935000
2013-01-28,24217266000
2013-01-29,24224860000
2013-01-30,24065386000
2013-01-31,23788205000
2013-02-01,23936288000
2013-02-04,23655310000
2013-02-05,23845160000
2013-02-06,23943882000
2013-02-07,23940085000
2013-02-08,24217266000
2013-02-11,24262830000
2013-02-12,24304597000
2013-02-13,24255236000
2013-02-14,24308394000
2013-02-15,24243845000
2013-02-19,24183093000
2013-02-20,23951476000
2013-02-21,23605949000
2013-02-22,23807190000
2013-02-25,23575573000
2013-02-26,23833769000
2013-02-27,24171702000
2013-02-28,24255236000
2013-03-01,24642530000
2013-03-04,24707078999
2013-03-05,25060200000
2013-03-06,25045011999
2013-03-07,24832380000
2013-03-08,24953884000
2013-03-11,25143734000
2013-03-12,25360163000
2013-03-13,25318396000
2013-03-14,25367757000
2013-03-15,25033621000
2013-03-18,24596966000
2013-03-19,24593169000
2013-03-20,24820989000
2013-03-21,24505838000
2013-03-22,24517228999
2013-03-25,24505838000
2013-03-26,24627342000
2013-03-27,24631139000
2013-03-28,24771627999
2013-04-01,24694740000
2013-04-02,24781680000
2013-04-03,24664500000
2013-04-04,24793020000
2013-04-05,24570000000
2013-04-08,24713640000
2013-04-09,25076520000
2013-04-10,25227719999
2013-04-11,25269299999
2013-04-12,25137000000
2013-04-15,24679620000
2013-04-16,24600240000
2013-04-17,24343200000
2013-04-18,24078600000
2013-04-19,24449040000
2013-04-22,24248700000
2013-04-23,24547320000
2013-04-24,24467940000
2013-04-25,24811920000
2013-04-26,24592680000
2013-04-29,24819480000
2013-04-30,24789240000
2013-05-01,24683400000
2013-05-02,24864840000
2013-05-03,25072740000
2013-05-06,25053840000
2013-05-07,25095420000
2013-05-08,25118100000
2013-05-09,25329780000
2013-05-10,25783379999
2013-05-13,25930799999
2013-05-14,26161379999
2013-05-15,26244540000
2013-05-16,26104680000
2013-05-17,26044200000
2013-05-20,25979940000
2013-05-21,26172719999
2013-05-22,25590600000
2013-05-23,25416719999
2013-05-24,25322219999
2013-05-28,25669980000
2013-05-29,25412940000
2013-05-30,25458299999
2013-05-31,25095420000
2013-06-03,25443180000
2013-06-04,25212600000
2013-06-05,24845940000
2013-06-06,25084080000
2013-06-07,25382700000
2013-06-10,25420500000
2013-06-11,25261740000
2013-06-12,25087860000
2013-06-13,25598160000
2013-06-14,25405379999
2013-06-17,25632180000
2013-06-18,25579260000
2013-06-19,25118100000
2013-06-20,24475500000
2013-06-21,24796799999
2013-06-24,24479280000
2013-06-25,24528420000
2013-06-26,24452820000
2013-06-27,24464160000
2013-06-28,24449040000
2013-07-01,24373869000
2013-07-02,24332255999
2013-07-03,24286860000
2013-07-05,24676509000
2013-07-08,25032111000
2013-07-09,24994280999
2013-07-10,25100204999
2013-07-11,25489854000
2013-07-12,25508769000
2013-07-15,25807626000
2013-07-16,25977861000
2013-07-17,26242671000
2013-07-18,26481000000
2013-07-19,26813904000
2013-07-22,26844167999
2013-07-23,26878215000
2013-07-24,26794989000
2013-07-25,26810121000
2013-07-26,26836602000
2013-07-29,26613404999
2013-07-30,26639886000
2013-07-31,26655017999
2013-08-01,26942526000
2013-08-02,26961441000
2013-08-05,26934960000
2013-08-06,26847951000
2013-08-07,26779857000
2013-08-08,26821470000
2013-08-09,26863083000
2013-08-12,26768508000
2013-08-13,26813904000
2013-08-14,26643669000
2013-08-15,26068653000
2013-08-16,25713051000
2013-08-19,25747098000
2013-08-20,25818975000
2013-08-21,25697919000
2013-08-22,26019474000
2013-08-23,25834107000
2013-08-26,25868154000
2013-08-27,25376364000
2013-08-28,25209912000
2013-08-29,25312053000
2013-08-30,25304487000
2013-09-03,25429326000
2013-09-04,25448241000
2013-09-05,25644957000
2013-09-06,26076219000
2013-09-09,26163228000
2013-09-10,26306982000
2013-09-11,26322114000
2013-09-12,26291850000
2013-09-13,26526396000
2013-09-16,26794989000
2013-09-17,26991704999
2013-09-18,27154374000
2013-09-19,27097629000
2013-09-20,26965224000
2013-09-23,26934960000
2013-09-24,26794989000
2013-09-25,26023257000
2013-09-26,25875720000
2013-09-27,25591995000
2013-09-30,25576056000
2013-10-01,25716063999
2013-10-02,25632815999
2013-10-03,25481456000
2013-10-04,25617680000
2013-10-07,25557136000
2013-10-08,25583624000
2013-10-09,25897696000
2013-10-10,26268528000
2013-10-11,26571248000
2013-10-14,26794504000
2013-10-15,26540976000
2013-10-16,27063168000
2013-10-17,27452920000
2013-10-18,27797263999
2013-10-21,27683744000
2013-10-22,27823752000
2013-10-23,27990248000
2013-10-24,28009168000
2013-10-25,28232424000
2013-10-28,28205936000
2013-10-29,28202152000
2013-10-30,28035656000
2013-10-31,27948624000
2013-11-01,28012952000
2013-11-04,28111336000
2013-11-05,28020520000
2013-11-06,27891863999
2013-11-07,27585360000
2013-11-08,27748072000
2013-11-11,27736720000
2013-11-12,27710232000
2013-11-13,27933487999
2013-11-14,28183232000
2013-11-15,28081063999
2013-11-18,27816184000
2013-11-19,28039439999
2013-11-20,27922136000
2013-11-21,28054576000
2013-11-22,28107552000
2013-11-25,28281615999
