,NKE
2013-11-26,70684800000
2013-11-27,70453920000
2013-11-29,70276320000
2013-12-02,69789930000
2013-12-03,69825222000
2013-12-04,69542886000
2013-12-05,69666408000
2013-12-06,70460478000
2013-12-09,70389894000
2013-12-10,69895806000
2013-12-11,67795932000
2013-12-12,67266551999
2013-12-13,67407720000
2013-12-16,67443012000
2013-12-17,67725348000
2013-12-18,69313488000
2013-12-19,69048798000
2013-12-20,68237082000
2013-12-23,68042976000
2013-12-24,68519418000
2013-12-26,68995860000
2013-12-27,68960568000
2013-12-30,69472302000
2013-12-31,69384072000
2014-01-02,69031152000
2014-01-03,68854692000
2014-01-06,68325312000
2014-01-07,68360604000
2014-01-08,68025329999
2014-01-09,68025329999
2014-01-10,67866516000
2014-01-13,66331314000
2014-01-14,66331314000
2014-01-15,66560712000
2014-01-16,65996040000
2014-01-17,64760820000
2014-01-21,65078448000
2014-01-22,64849050000
2014-01-23,64178501999
2014-01-24,63225618000
2014-01-27,63437370000
2014-01-28,64143210000
2014-01-29,63331494000
2014-01-30,65237262000
2014-01-31,64266732000
2014-02-03,62537423999
2014-02-04,62219796000
2014-02-05,62290379999
2014-02-06,63102096000
2014-02-07,64143210000
2014-02-10,64125564000
2014-02-11,65272554000
2014-02-12,65396076000
2014-02-13,66066623999
2014-02-14,66225438000
2014-02-18,66348960000
2014-02-19,66013685999
2014-02-20,66684234000
2014-02-21,67478304000
2014-02-24,68678232000
2014-02-25,68925276000
2014-02-26,69189966000
2014-02-27,68837046000
2014-02-28,68410710000
2014-03-03,67624380000
2014-03-04,68690294000
2014-03-05,67641854000
2014-03-06,68340814000
2014-03-07,69424202000
2014-03-10,69004826000
2014-03-11,68847560000
2014-03-12,69004826000
2014-03-13,68620398000
2014-03-14,68428183999
2014-03-17,69004826000
2014-03-18,69581468000
2014-03-19,69162092000
2014-03-20,69266936000
2014-03-21,65702240000
2014-03-24,65405182000
2014-03-25,64356742000
2014-03-26,63972314000
2014-03-27,64059683999
2014-03-28,64251898000
2014-03-31,64531482000
2014-04-01,65003280000
2014-04-02,65125598000
2014-04-03,64636326000
2014-04-04,63640308000
2014-04-07,61892908000
2014-04-08,63710204000
2014-04-09,64269372000
2014-04-10,63308301999
2014-04-11,62259862000
2014-04-14,63238405999
2014-04-15,63151036000
2014-04-16,63867469999
2014-04-17,64688748000
2014-04-21,64566430000
2014-04-22,64950858000
2014-04-23,64741169999
2014-04-24,64129580000
2014-04-25,63517990000
2014-04-28,62626816000
2014-04-29,63325776000
2014-04-30,63745151999
2014-05-01,63710204000
2014-05-02,63762626000
2014-05-05,64042210000
2014-05-06,63133562000
2014-05-07,63063666000
2014-05-08,63832522000
2014-05-09,64182001999
2014-05-12,65212968000
2014-05-13,65178019999
2014-05-14,64286846000
2014-05-15,63727678000
2014-05-16,64601378000
2014-05-19,65073176000
2014-05-20,64007262000
2014-05-21,64828540000
2014-05-22,65422655999
2014-05-23,66261408000
2014-05-27,66942894000
2014-05-28,66645836000
2014-05-29,66733205999
2014-05-30,67205004000
2014-06-02,66355128000
2014-06-03,65351844000
2014-06-04,65853486000
2014-06-05,65628611999
2014-06-06,65939975999
2014-06-09,66320532000
2014-06-10,66009167999
2014-06-11,64988586000
2014-06-12,64677222000
2014-06-13,64538838000
2014-06-16,64486944000
2014-06-17,64953989999
2014-06-18,65905380000
2014-06-19,65421036000
2014-06-20,64953989999
2014-06-23,65265353999
2014-06-24,64850202000
2014-06-25,66147552000
2014-06-26,66476214000
2014-06-27,67185432000
2014-06-30,67081644000
2014-07-01,67462200000
2014-07-02,67289220000
2014-07-03,67860053999
2014-07-07,68033034000
2014-07-08,67185432000
2014-07-09,68067630000
2014-07-10,67029750000
2014-07-11,66856770000
2014-07-14,67427603999
2014-07-15,67496796000
2014-07-16,66528108000
2014-07-17,66199446000
2014-07-18,67047048000
2014-07-21,66441617999
2014-07-22,66631896000
2014-07-23,66925961999
2014-07-24,67981139999
2014-07-25,67220028000
2014-07-28,67808160000
2014-07-29,67548689999
2014-07-30,68863338000
2014-07-31,66718386000
2014-08-01,66407022000
2014-08-04,66735684000
2014-08-05,66528108000
2014-08-06,66718386000
2014-08-07,66026466000
2014-08-08,66649194000
2014-08-11,66649194000
2014-08-12,66372425999
2014-08-13,66822174000
2014-08-14,66856770000
2014-08-15,66718386000
2014-08-18,67946544000
2014-08-19,67911948000
2014-08-20,68257908000
2014-08-21,68275206000
2014-08-22,68586570000
2014-08-25,69209298000
2014-08-26,68742252000
2014-08-27,68949828000
2014-08-28,68171417999
2014-08-29,67946544000
2014-09-02,68426568000
2014-09-03,68029541999
2014-09-04,68978952000
2014-09-05,70808724000
2014-09-08,71119440000
2014-09-09,70636104000
2014-09-10,71188488000
2014-09-11,70618842000
2014-09-12,70636104000
2014-09-15,70446222000
2014-09-16,70083720000
2014-09-17,70359912000
2014-09-18,70756938000
2014-09-19,70618842000
2014-09-22,69652170000
2014-09-23,69151572000
2014-09-24,69773004000
2014-09-25,68840856000
2014-09-26,77247450000
2014-09-29,76919472000
2014-09-30,76988520000
2014-10-01,75693870000
2014-10-02,77074830000
2014-10-03,77937930000
2014-10-06,77005782000
2014-10-07,76021848000
2014-10-08,76677804000
2014-10-09,75296844000
2014-10-10,75262320000
2014-10-13,73708740000
2014-10-14,73449810000
2014-10-15,73518858000
2014-10-16,75124224000
2014-10-17,75245058000
2014-10-20,76729590000
2014-10-21,78231384000
2014-10-22,77558166000
2014-10-23,78006978000
2014-10-24,78455790000
2014-10-27,79094484000
2014-10-28,79802226000
2014-10-29,79370676000
2014-10-30,80268300000
2014-10-31,80251038000
2014-11-03,80665326000
2014-11-04,81096876000
2014-11-05,81718308000
2014-11-06,81649260000
2014-11-07,80941518000
2014-11-10,81959976000
2014-11-11,81890928000
2014-11-12,82702242000
2014-11-13,82961172000
2014-11-14,82426050000
2014-11-17,82909386000
2014-11-18,83271888000
2014-11-19,83686176000
2014-11-20,83979630000
2014-11-21,84083202000
2014-11-24,84549276000
2014-11-25,83979630000
2014-11-26,84411180000
2014-11-28,85705830000
2014-12-01,84158780000
2014-12-02,84451656000
2014-12-03,84847900000
2014-12-04,85330284000
2014-12-05,85571476000
2014-12-08,84176008000
2014-12-09,83590256000
2014-12-10,84124324000
2014-12-11,83504116000
2014-12-12,82849452000
2014-12-15,82212016000
2014-12-16,80299708000
2014-12-17,81402300000
2014-12-18,83624712000
2014-12-19,81695176000
2014-12-22,82642716000
2014-12-23,82677172000
2014-12-24,82952820000
2014-12-26,83417976000
2014-12-29,83814220000
2014-12-30,83452432000
2014-12-31,82832224000
2015-01-02,81867456000
2015-01-05,80540900000
2015-01-06,80075744000
2015-01-07,81729632000
2015-01-08,83607484000
2015-01-09,82694400000
2015-01-12,82573804000
2015-01-13,81850228000
2015-01-14,80730408000
2015-01-15,79955148000
2015-01-16,80110200000
2015-01-20,80644268000
2015-01-21,80558128000
2015-01-22,82573804000
2015-01-23,82832224000
2015-01-26,83004504000
2015-01-27,81402300000
2015-01-28,80385848000
2015-01-29,81729632000
2015-01-30,79472764000
2015-02-02,79179888000
2015-02-03,80420304000
2015-02-04,79713956000
2015-02-05,80403076000
2015-02-06,79076520000
2015-02-09,78542452000
2015-02-10,79903464000
2015-02-11,78663048000
2015-02-12,79248800000
2015-02-13,79283256000
2015-02-17,79128204000
2015-02-18,80644268000
2015-02-19,80713180000
2015-02-20,81781316000
2015-02-23,81850228000
2015-02-24,82194788000
2015-02-25,83400748000
2015-02-26,83555800000
2015-02-27,83659168000
2015-03-02,84686700000
2015-03-03,84017850000
2015-03-04,83623400000
2015-03-05,84429450000
2015-03-06,83108900000
2015-03-09,83554800000
2015-03-10,82765900000
2015-03-11,81754050000
2015-03-12,83211800000
2015-03-13,82165650000
2015-03-16,82697300000
2015-03-17,82783050000
2015-03-18,83623400000
2015-03-19,84309400000
2015-03-20,87447850000
2015-03-23,87001950000
2015-03-24,86315950000
2015-03-25,84892500000
2015-03-26,85184050000
2015-03-27,85647100000
2015-03-30,86521750000
2015-03-31,86041550000
2015-04-01,85372700000
2015-04-02,85458450000
2015-04-06,85527050000
2015-04-07,85424150000
2015-04-08,86470300000
2015-04-09,86367400000
2015-04-10,85732850000
2015-04-13,85132600000
2015-04-14,85355550000
2015-04-15,85612800000
2015-04-16,85664250000
2015-04-17,84515200000
2015-04-20,85750000000
2015-04-21,86007250000
2015-04-22,85887200000
2015-04-23,86710400000
2015-04-24,86573200000
2015-04-27,86556050000
2015-04-28,85629950000
2015-04-29,85904350000
2015-04-30,84755300000
2015-05-01,86418850000
2015-05-04,86470300000
2015-05-05,86110150000
2015-05-06,85938650000
2015-05-07,87001950000
2015-05-08,87842300000
2015-05-11,88151000000
2015-05-12,87790850000
2015-05-13,87602200000
2015-05-14,88699800000
2015-05-15,90020350000
2015-05-18,89831700000
2015-05-19,89728800000
2015-05-20,89711650000
2015-05-21,89523000000
2015-05-22,89557300000
2015-05-26,88682650000
2015-05-27,88185300000
2015-05-28,87722250000
2015-05-29,87190600000
2015-06-01,86953920000
2015-06-02,87261540000
2015-06-03,87603340000
2015-06-04,87124820000
2015-06-05,87193180000
2015-06-08,86680480000
2015-06-09,86612120000
2015-06-10,88304030000
2015-06-11,88765460000
2015-06-12,88680010000
2015-06-15,88321120000
2015-06-16,89346520000
2015-06-17,89517420000
2015-06-18,90577000000
2015-06-19,91038430000
2015-06-22,91260600000
2015-06-23,91602400000
2015-06-24,90764990000
2015-06-25,89910490000
2015-06-26,93755740000
2015-06-29,92012560000
2015-06-30,92303090000
2015-07-01,93516480000
2015-07-02,93892460000
2015-07-06,93858280000
2015-07-07,95105850000
2015-07-08,93379760000
2015-07-09,93516480000
2015-07-10,94439340000
2015-07-13,96062890000
2015-07-14,95994530000
2015-07-15,95618550000
2015-07-16,95994530000
2015-07-17,96387600000
2015-07-20,96678130000
2015-07-21,96558500000
2015-07-22,97498450000
2015-07-23,97413000000
2015-07-24,96558500000
2015-07-27,95481830000
2015-07-28,96968660000
2015-07-29,98199140000
2015-07-30,98284590000
2015-07-31,98455490000
2015-08-03,98130780000
2015-08-04,98934010000
2015-08-05,99771420000
2015-08-06,98370040000
2015-08-07,97857340000
2015-08-10,98575120000
2015-08-11,97806070000
2015-08-12,96609770000
2015-08-13,97071200000
2015-08-14,97720620000
2015-08-17,98250410000
2015-08-18,98113690000
2015-08-19,98233320000
2015-08-20,95960350000
2015-08-21,91328960000
2015-08-24,88765460000
2015-08-25,88474930000
2015-08-26,92935420000
2015-08-27,96233790000
2015-08-28,96131250000
2015-08-31,95364808000
2015-09-01,92702512000
2015-09-02,94460310000
2015-09-03,94596838000
2015-09-04,93607010000
2015-09-08,95364808000
2015-09-09,93743538000
2015-09-10,94187254000
2015-09-11,95416006000
2015-09-14,95484270000
2015-09-15,97139672000
2015-09-16,98624414000
2015-09-17,98368424000
2015-09-18,98180698000
2015-09-21,99460648000
2015-09-22,98965734000
2015-09-23,98504952000
2015-09-24,97958840000
2015-09-25,106662500000
2015-09-28,104222062000
2015-09-29,102122944000
2015-09-30,104938834000
2015-10-01,105672672000
2015-10-02,106850226000
2015-10-05,106048124000
2015-10-06,105126560000
2015-10-07,104187930000
2015-10-08,106594236000
2015-10-09,106611302000
2015-10-12,107891252000
2015-10-13,107362206000
2015-10-14,107379272000
2015-10-15,109905040000
2015-10-16,111338583999
2015-10-19,113676626000
2015-10-20,112959854000
2015-10-21,113045183999
2015-10-22,112993985999
2015-10-23,111389782000
2015-10-26,112106554000
2015-10-27,111628706000
2015-10-28,112038290000
2015-10-29,111884696000
2015-10-30,111816432000
2015-11-02,111952959999
2015-11-03,112123620000
2015-11-04,111236188000
2015-11-05,112516138000
2015-11-06,112447874000
2015-11-09,111338583999
2015-11-10,110929000000
2015-11-11,108727486000
2015-11-12,107498734000
2015-11-13,103983138000
2015-11-16,105348418000
2015-11-17,104597514000
2015-11-18,107328074000
2015-11-19,107328074000
2015-11-20,113198778000
2015-11-23,113028118000
2015-11-24,113079316000
2015-11-25,114461661999
2015-11-27,114632322000
2015-11-30,112027932000
2015-12-01,112908708000
2015-12-02,112349754000
2015-12-03,109351728000
2015-12-04,112078746000
2015-12-07,111452040000
2015-12-08,111536729999
2015-12-09,109114596000
2015-12-10,108945215999
2015-12-11,106963470000
2015-12-14,108284634000
2015-12-15,108928278000
2015-12-16,110893086000
2015-12-17,110283318000
2015-12-18,108843588000
2015-12-21,109927620000
2015-12-22,111672234000
2015-12-23,109012968000
2015-12-24,107014284000
2015-12-28,108081378000
2015-12-29,108843588000
2015-12-30,107132850000
2015-12-31,105862500000
2016-01-04,104202576000
2016-01-05,105659244000
2016-01-06,104151762000
2016-01-07,101373930000
2016-01-08,99714006000
2016-01-11,100865790000
2016-01-12,101526372000
2016-01-13,99561564000
2016-01-14,99104238000
2016-01-15,97495128000
2016-01-19,98782416000
2016-01-20,100001952000
2016-01-21,102576528000
2016-01-22,103118544000
2016-01-25,102813660000
2016-01-26,103508118000
2016-01-27,100916604000
2016-01-28,103660560000
2016-01-29,105032538000
2016-02-01,106980408000
2016-02-02,105947190000
2016-02-03,105845562000
2016-02-04,101915946000
2016-02-05,96834546000
2016-02-08,93226752000
2016-02-09,94310784000
2016-02-10,97241058000
2016-02-11,94852800000
2016-02-12,95564196000
2016-02-16,97884702000
2016-02-17,98528346000
2016-02-18,99256680000
2016-02-19,100459278000
2016-02-22,101915946000
2016-02-23,101983698000
2016-02-24,102305520000
2016-02-25,105659244000
2016-02-26,106031880000
2016-02-29,103619016000
2016-03-01,105856608000
2016-03-02,104678928000
2016-03-03,103417128000
2016-03-04,103063824000
2016-03-07,99682200000
2016-03-08,100624344000
2016-03-09,98134392000
2016-03-10,99059712000
2016-03-11,101078592000
2016-03-14,102306744000
2016-03-15,103299360000
2016-03-16,104073264000
2016-03-17,106294032000
2016-03-18,105974376000
2016-03-21,108884928000
2016-03-22,109187760000
2016-03-23,105049056000
2016-03-24,103719960000
2016-03-28,103198416000
2016-03-29,103450776000
2016-03-30,104376096000
2016-03-31,103417128000
2016-04-01,103619016000
2016-04-04,100893528000
2016-04-05,100388808000
2016-04-06,101465544000
2016-04-07,101448720000
2016-04-08,99968208000
2016-04-11,97444608000
2016-04-12,98504520000
2016-04-13,100237392000
2016-04-14,100085976000
2016-04-15,100102800000
2016-04-18,100220568000
2016-04-19,100203744000
2016-04-20,100304688000
2016-04-21,101078592000
2016-04-22,99985032000
2016-04-25,99614904000
2016-04-26,100170096000
2016-04-27,99715848000
2016-04-28,98487696000
2016-04-29,99160656000
2016-05-02,100254216000
2016-05-03,100136448000
2016-05-04,99446664000
2016-05-05,97898856000
2016-05-06,98302632000
2016-05-09,98790528000
2016-05-10,99598080000
2016-05-11,95913624000
2016-05-12,97562376000
2016-05-13,96418344000
2016-05-16,96132336000
2016-05-17,96065040000
2016-05-18,94416288000
2016-05-19,95964096000
2016-05-20,95021952000
2016-05-23,94197576000
2016-05-24,95207016000
2016-05-25,94197576000
2016-05-26,93945216000
2016-05-27,94534056000
2016-05-31,92327840000
2016-06-01,91842960000
2016-06-02,91174160000
2016-06-03,89368400000
2016-06-06,90789600000
2016-06-07,89535600000
2016-06-08,90488640000
2016-06-09,91859680000
2016-06-10,92143920000
2016-06-13,91809520000
2016-06-14,90488640000
2016-06-15,90806320000
2016-06-16,89401840000
2016-06-17,89803120000
2016-06-20,90889920000
2016-06-21,91575440000
2016-06-22,91241040000
2016-06-23,90488640000
2016-06-24,87930480000
2016-06-27,86760080000
2016-06-28,88766480000
2016-06-29,92177360000
2016-06-30,92294400000
2016-07-01,92979920000
2016-07-05,92294400000
2016-07-06,93297600000
2016-07-07,93498240000
2016-07-08,94835840000
2016-07-11,95019760000
2016-07-12,97076320000
2016-07-13,96959280000
2016-07-14,97795280000
2016-07-15,96758640000
2016-07-18,96541280000
2016-07-19,96574720000
2016-07-20,96574720000
2016-07-21,95287280000
2016-07-22,94852560000
2016-07-25,95538080000
2016-07-26,94250640000
2016-07-27,93280880000
2016-07-28,92712400000
2016-07-29,92796000000
2016-08-01,92645520000
2016-08-02,91826240000
2016-08-03,91542000000
2016-08-04,91608880000
2016-08-05,93381200000
2016-08-08,93598560000
2016-08-09,93247440000
2016-08-10,92177360000
2016-08-11,94852560000
2016-08-12,94384400000
2016-08-15,94919440000
2016-08-16,95103360000
2016-08-17,95069920000
2016-08-18,95655120000
2016-08-19,98480800000
2016-08-22,98079520000
2016-08-23,99684640000
2016-08-24,100687840000
2016-08-25,99049280000
2016-08-26,98648000000
2016-08-29,98029360000
2016-08-30,96976000000
2016-08-31,95630524000
2016-09-01,97123714000
2016-09-02,96260982000
2016-09-06,95248931000
2016-09-07,95763252000
2016-09-08,93191647000
2016-09-09,91798003000
2016-09-12,92926191000
2016-09-13,91864367000
2016-09-14,91466183000
2016-09-15,92030277000
2016-09-16,91549138000
2016-09-19,91167545000
2016-09-20,91034817000
2016-09-21,91814594000
2016-09-22,91930731000
2016-09-23,91499365000
2016-09-26,90255040000
2016-09-27,91814594000
2016-09-28,88347075000
2016-09-29,86538656000
2016-09-30,87351615000
2016-10-03,87384797000
2016-10-04,86505474000
2016-10-05,86472292000
2016-10-06,86322973000
2016-10-07,85924789000
2016-10-10,85924789000
2016-10-11,85974562000
2016-10-12,87003204000
2016-10-13,86322973000
2016-10-14,85642742000
2016-10-17,84663873000
2016-10-18,84979102000
2016-10-19,85941380000
2016-10-20,86090699000
2016-10-21,85891607000
2016-10-24,86057517000
2016-10-25,84697055000
2016-10-26,86223427000
2016-10-27,86090699000
2016-10-28,86306382000
2016-10-31,83253638000
2016-11-01,82324542000
2016-11-02,82490452000
2016-11-03,82507043000
2016-11-04,82888636000
2016-11-07,84464781000
2016-11-08,84746828000
2016-11-09,84813192000
2016-11-10,83602049000
2016-11-11,84232507000
2016-11-14,83303411000
2016-11-15,83170683000
2016-11-16,84083188000
2016-11-17,85592969000
2016-11-18,84780010000
2016-11-21,85078648000
2016-11-22,85792061000
2016-11-23,85178194000
2016-11-25,85476832000
2016-11-28,84630691000
2016-11-29,84000233000
2016-11-30,82770717000
2016-12-01,83729515000
2016-12-02,83415426000
2016-12-05,85713235000
2016-12-06,83597267000
2016-12-07,86126510000
2016-12-08,85217305000
2016-12-09,85498332000
2016-12-12,85200774000
2016-12-13,86457130000
2016-12-14,85614049000
2016-12-15,84787499000
2016-12-16,84175852000
2016-12-19,84060135000
2016-12-20,85614049000
2016-12-21,86457130000
2016-12-22,86192634000
2016-12-23,85812421000
2016-12-27,84787499000
2016-12-28,84341162000
2016-12-29,84407286000
2016-12-30,84027073000
2017-01-03,85928138000
2017-01-04,87730017000
2017-01-05,87713486000
2017-01-06,89118621000
2017-01-09,88242478000
2017-01-10,87796141000
2017-01-11,87101839000
2017-01-12,86622440000
2017-01-13,87482052000
2017-01-17,88688815000
2017-01-18,88060637000
2017-01-19,87498583000
2017-01-20,87944920000
2017-01-23,88011044000
2017-01-24,88358195000
2017-01-25,89035966000
2017-01-26,88688815000
2017-01-27,87928389000
2017-01-30,87746548000
2017-01-31,87448990000
2017-02-01,87647362000
2017-02-02,87283680000
2017-02-03,86556316000
2017-02-06,87283680000
2017-02-07,87300211000
2017-02-08,89069028000
2017-02-09,91432961000
2017-02-10,92937282000
2017-02-13,92722379000
2017-02-14,93317495000
2017-02-15,93631584000
2017-02-16,93052999000
2017-02-17,93813425000
2017-02-21,94821816000
2017-02-22,96276544000
2017-02-23,94871409000
2017-02-24,95648366000
2017-02-27,95367339000
2017-02-28,94136804000
2017-03-01,95437855000
2017-03-02,95190820000
2017-03-03,93379230000
2017-03-06,93494513000
2017-03-07,93132195000
2017-03-08,93066319000
2017-03-09,92819284000
2017-03-10,92934567000
2017-03-13,93329823000
2017-03-14,94334432000
2017-03-15,94960254000
2017-03-16,94861440000
2017-03-17,95190820000
2017-03-20,96640092000
2017-03-21,95536669000
2017-03-22,88800848000
2017-03-23,91188853000
2017-03-24,92819284000
2017-03-27,92111117000
2017-03-28,93247478000
2017-03-29,93346292000
2017-03-30,92292276000
2017-03-31,91781737000
2017-04-03,91501764000
2017-04-04,90645376000
2017-04-05,90546562000
2017-04-06,90810066000
2017-04-07,90760659000
2017-04-10,90414810000
2017-04-11,90447748000
2017-04-12,91518233000
2017-04-13,91139446000
2017-04-17,92621656000
2017-04-18,92407559000
2017-04-19,91995834000
2017-04-20,92885160000
2017-04-21,91979365000
2017-04-24,91353543000
2017-04-25,91320605000
2017-04-26,90843004000
2017-04-27,91353543000
2017-04-28,91254729000
2017-05-01,90563031000
2017-05-02,90694783000
2017-05-03,89805457000
2017-05-04,89706643000
2017-05-05,88850255000
2017-05-08,89426670000
2017-05-09,90398341000
2017-05-10,89854864000
2017-05-11,89327856000
2017-05-12,89261980000
2017-05-15,88553813000
2017-05-16,86923382000
2017-05-17,85309420000
2017-05-18,85111792000
2017-05-19,85260013000
2017-05-22,84930633000
2017-05-23,85968180000
2017-05-24,85655269000
2017-05-25,86215215000
2017-05-26,86610471000
2017-05-30,87153948000
2017-05-31,86855909000
2017-06-01,85724930000
2017-06-02,86839518000
2017-06-05,86888691000
2017-06-06,86019968000
2017-06-07,87249293000
2017-06-08,87200120000
2017-06-09,87626286000
2017-06-12,88560573000
2017-06-13,89019521000
2017-06-14,89593206000
2017-06-15,86708390000
2017-06-16,83758010000
2017-06-19,85265982000
2017-06-20,84511996000
2017-06-21,86200269000
2017-06-22,85888840000
2017-06-23,86626435000
2017-06-26,87331248000
2017-06-27,86790345000
2017-06-28,87462376000
2017-06-29,87150947000
2017-06-30,96706900000
2017-07-03,96133215000
2017-07-05,94346596000
2017-07-06,93690956000
2017-07-07,95035018000
2017-07-10,96264343000
2017-07-11,95362838000
2017-07-12,95428402000
2017-07-13,94969454000
2017-07-14,95067800000
2017-07-17,94723589000
2017-07-18,94494115000
2017-07-19,94690807000
2017-07-20,96870810000
2017-07-21,98264045000
2017-07-24,96624945000
2017-07-25,97346149000
2017-07-26,95657876000
2017-07-27,95313665000
2017-07-28,96165997000
2017-07-31,96788855000
2017-08-01,98083744000
2017-08-02,98001789000
2017-08-03,98575474000
2017-08-04,97952616000
2017-08-07,98001789000
2017-08-08,97460886000
2017-08-09,98182090000
2017-08-10,96821637000
2017-08-11,96657727000
2017-08-14,97985398000
2017-08-15,95985696000
2017-08-16,95952914000
2017-08-17,94182686000
2017-08-18,90068545000
2017-08-21,87872151000
2017-08-22,88724483000
2017-08-23,87872151000
2017-08-24,88249144000
2017-08-25,88347490000
2017-08-28,88068843000
2017-08-29,86429743000
2017-08-30,86151096000
2017-08-31,85921870000
2017-09-01,86816720000
2017-09-05,86247270000
2017-09-06,85840520000
2017-09-07,85238530000
2017-09-08,84929400000
2017-09-11,86279810000
2017-09-12,86881800000
2017-09-13,87077040000
2017-09-14,87418710000
2017-09-15,87646490000
2017-09-18,87044500000
2017-09-19,86767910000
2017-09-20,87142120000
2017-09-21,86540130000
2017-09-22,86621480000
2017-09-25,86605210000
2017-09-26,87369900000
2017-09-27,85694090000
2017-09-28,85629010000
2017-09-29,84359950000
2017-10-02,84392490000
2017-10-03,83741690000
2017-10-04,84734160000
2017-10-05,84896860000
2017-10-06,85287340000
2017-10-09,83823040000
2017-10-10,83839310000
2017-10-11,83025810000
2017-10-12,82700410000
2017-10-13,82944460000
2017-10-16,83578990000
2017-10-17,84604000000
2017-10-18,85092100000
2017-10-19,85726630000
2017-10-20,86328620000
2017-10-23,87304820000
2017-10-24,86914340000
2017-10-25,89387380000
2017-10-26,92429870000
2017-10-27,91046920000
2017-10-30,89924290000
2017-10-31,89468730000
2017-11-01,89598890000
2017-11-02,89680240000
2017-11-03,90640170000
2017-11-06,91177080000
2017-11-07,89729050000
2017-11-08,90721520000
2017-11-09,91323510000
2017-11-10,91258430000
2017-11-13,90965570000
2017-11-14,91079460000
2017-11-15,92137010000
2017-11-16,93113210000
2017-11-17,96302130000
2017-11-20,96399750000
2017-11-21,96627530000
2017-11-22,96106890000
2017-11-24,96513640000
2017-11-27,97018010000
2017-11-28,96936660000
2017-11-29,98205720000
2017-11-30,97625999958
2017-12-01,96753473643
2017-12-04,97108947327
2017-12-05,97625999958
2017-12-06,96494947327
2017-12-07,97916842063
2017-12-08,99047894694
2017-12-11,100033526273
2017-12-12,100453631536
2017-12-13,103895263113
2017-12-14,104266894692
2017-12-15,104686999955
2017-12-18,104719315745
2017-12-19,103798315745
2017-12-20,102748052588
2017-12-21,104654684166
2017-12-22,102263315746
2017-12-26,102844999956
2017-12-27,101713947325
2017-12-28,101713947325
2017-12-29,101067631536
2018-01-02,102586473640
2018-01-03,102570315746
2018-01-04,102505684167
2018-01-05,103378210482
2018-01-08,104299210482
2018-01-09,103555947324
2018-01-10,103765999956
2018-01-11,103879105219
2018-01-12,104493105218
2018-01-16,102473368377
2018-01-17,103103526272
2018-01-18,103588263114
2018-01-19,108597210480
2018-01-22,107272263112
2018-01-23,108484105217
2018-01-24,109873684164
2018-01-25,109405105216
2018-01-26,109938315742
2018-01-29,109195052585
2018-01-30,108791105217
2018-01-31,110229157848
2018-02-01,109308157848
2018-02-02,108613368375
2018-02-05,104040684166
2018-02-06,105381789429
2018-02-07,106044263112
2018-02-08,100970684167
2018-02-09,105818052586
2018-02-12,106609789428
2018-02-13,106432052586
2018-02-14,109809052585
2018-02-15,110342263111
2018-02-16,110358421005
2018-02-20,109049631532
2018-02-21,108338684164
2018-02-22,108467947322
2018-02-23,110132210479
2018-02-26,112539736794
2018-02-27,109922157848
2018-02-28,107630071000
2018-03-01,106490023999
2018-03-02,105799573000
2018-03-05,104450785000
2018-03-06,104755867999
2018-03-07,103037769000
2018-03-08,104547127000
2018-03-09,106457910000
2018-03-12,107292873999
2018-03-13,106249169000
2018-03-14,106297340000
2018-03-15,106602423000
2018-03-16,105831687000
2018-03-19,105510546999
2018-03-20,107260760000
2018-03-21,106538194999
2018-03-22,103439194000
2018-03-23,103776391000
2018-03-26,105815630000
2018-03-27,106249169000
2018-03-28,105077008000
2018-03-29,106682708000
2018-04-02,102957484000
2018-04-03,107100190000
2018-04-04,109861994000
2018-04-05,111740663000
2018-04-06,108465035000
2018-04-09,107870926000
2018-04-10,107581900000
2018-04-11,107308931000
2018-04-12,108818289000
2018-04-13,107983325000
2018-04-16,107678242000
2018-04-17,108400807000
2018-04-18,106297340000
2018-04-19,105542661000
2018-04-20,106120713000
2018-04-23,107389216000
2018-04-24,107533729000
2018-04-25,107052019000
2018-04-26,109267885000
2018-04-27,111692492000
2018-04-30,109813823000
2018-05-01,109348169999
2018-05-02,109605082000
2018-05-03,107421330000
2018-05-04,109348169999
2018-05-07,111339238000
2018-05-08,109926221999
2018-05-09,109107315000
2018-05-10,109059144000
2018-05-11,109878051000
2018-05-14,110536388000
2018-05-15,111596150000
2018-05-16,114550638000
2018-05-17,113908358000
2018-05-18,114518523999
2018-05-21,114614866000
2018-05-22,114502467000
2018-05-23,114550638000
2018-05-24,115899426000
2018-05-25,116011825000
2018-05-29,113876244000
2018-05-30,115979711000
2018-05-31,114449200000
2018-06-01,115979440000
2018-06-04,117685020000
2018-06-05,118035700000
2018-06-06,119151500000
2018-06-07,119167440000
2018-06-08,119390600000
2018-06-11,118896460000
2018-06-12,118418260000
2018-06-13,118131340000
2018-06-14,119071800000
2018-06-15,120888960000
2018-06-18,120522340000
2018-06-19,118370440000
2018-06-20,119103680000
2018-06-21,117860360000
2018-06-22,117047420000
2018-06-25,115325899999
2018-06-26,115660640000
2018-06-27,113731899999
2018-06-28,114289800000
2018-06-29,127009920000
2018-07-02,124889899999
2018-07-03,121590320000
2018-07-05,122020700000
2018-07-06,121909120000
2018-07-09,123184320000
2018-07-10,123646579999
2018-07-11,123311840000
2018-07-12,123327780000
2018-07-13,123343720000
2018-07-16,123933500000
