,ABT
2009-04-09,32664059999
2009-04-13,32927730000
2009-04-14,33175890000
2009-04-15,31655910000
2009-04-16,31671420000
2009-04-17,32571000000
2009-04-20,32710590000
2009-04-21,32927730000
2009-04-22,31531829999
2009-04-23,32167739999
2009-04-24,31966110000
2009-04-27,32028149999
2009-04-28,31919579999
2009-04-29,31624890000
2009-04-30,31051020000
2009-05-01,30802860000
2009-05-04,32043660000
2009-05-05,32446920000
2009-05-06,31857540000
2009-05-07,33113850000
2009-05-08,33330989999
2009-05-11,33299970000
2009-05-12,33687720000
2009-05-13,33765270000
2009-05-14,33113850000
2009-05-15,32136720000
2009-05-18,32059170000
2009-05-19,31811010000
2009-05-20,31966110000
2009-05-21,32136720000
2009-05-22,32602020000
2009-05-26,33067320000
2009-05-27,32943239999
2009-05-28,33098340000
2009-05-29,33439559999
2009-06-01,33377520000
2009-06-02,33501600000
2009-06-03,33486090000
2009-06-04,33206910000
2009-06-05,33377520000
2009-06-08,33191399999
2009-06-09,32912220000
2009-06-10,32757120000
2009-06-11,33067320000
2009-06-12,33703230000
2009-06-15,33191399999
2009-06-16,33191399999
2009-06-17,34075470000
2009-06-18,35362800000
2009-06-19,35300760000
2009-06-22,34664850000
2009-06-23,34773420000
2009-06-24,34866480000
2009-06-25,35626470000
2009-06-26,35192190000
2009-06-29,35486880000
2009-06-30,34920000000
2009-07-01,34625120000
2009-07-02,34361280000
2009-07-06,34159520000
2009-07-07,33662880000
2009-07-08,34376800000
2009-07-09,34097440000
2009-07-10,33709440000
2009-07-13,34268159999
2009-07-14,34516480000
2009-07-15,33616320000
2009-07-16,33368000000
2009-07-17,33011040000
2009-07-20,33414560000
2009-07-21,33414560000
2009-07-22,32824799999
2009-07-23,32545440000
2009-07-24,33414560000
2009-07-27,33430080000
2009-07-28,33724960000
2009-07-29,33926720000
2009-07-30,33926720000
2009-07-31,33399040000
2009-08-03,33274880000
2009-08-04,32886880000
2009-08-05,32669600000
2009-08-06,32390240000
2009-08-07,32545440000
2009-08-10,33057600000
2009-08-11,33181760000
2009-08-12,32669600000
2009-08-13,32902400000
2009-08-14,32933440000
2009-08-17,33228320000
2009-08-18,32917920000
2009-08-19,33538720000
2009-08-20,33616320000
2009-08-21,33693920000
2009-08-24,34206080000
2009-08-25,34097440000
2009-08-26,34206080000
2009-08-27,34609600000
2009-08-28,34097440000
2009-08-31,33585280000
2009-09-01,33507680000
2009-09-02,33414560000
2009-09-03,33461119999
2009-09-04,33880159999
2009-09-08,34081920000
2009-09-09,34423360000
2009-09-10,34795840000
2009-09-11,34764800000
2009-09-14,35137280000
2009-09-15,34966560000
2009-09-16,34687200000
2009-09-17,34423360000
2009-09-18,34128479999
2009-09-21,34547520000
2009-09-22,34702720000
2009-09-23,34252640000
2009-09-24,34857920000
2009-09-25,35137280000
2009-09-28,36068480000
2009-09-29,36456480000
2009-09-30,36536184946
2009-10-01,35949630224
2009-10-02,36798591006
2009-10-05,37169046620
2009-10-06,37060997066
2009-10-07,36952947512
2009-10-08,36999254464
2009-10-09,36983818813
2009-10-12,36922076211
2009-10-13,36659670151
2009-10-14,37801908294
2009-10-15,38326720414
2009-10-16,37971700451
2009-10-19,38573690824
2009-10-20,38295849113
2009-10-21,37771036993
2009-10-22,38527383872
2009-10-23,37894522198
2009-10-26,37585809186
2009-10-27,37817343945
2009-10-28,37678423090
2009-10-29,37554937885
2009-10-30,37338838777
2009-11-02,37601244837
2009-11-03,37246224873
2009-11-04,37601244837
2009-11-05,38126056957
2009-11-06,38048878704
2009-11-09,38650869077
2009-11-10,38990453390
2009-11-11,39330037703
2009-11-12,39314602052
2009-11-13,39098502944
2009-11-16,39607879413
2009-11-17,39360909004
2009-11-18,39268295100
2009-11-19,39113938595
2009-11-20,39607879413
2009-11-23,39237423799
2009-11-24,40055513281
2009-11-25,40178998485
2009-11-27,39932028076
2009-11-30,40240741088
2009-12-01,40225305437
2009-12-02,40194434136
2009-12-03,40055513281
2009-12-04,39715928968
2009-12-07,39623315064
2009-12-08,39314602052
2009-12-09,39592443763
2009-12-10,39932028076
2009-12-11,39700493317
2009-12-14,39715928968
2009-12-15,39870285473
2009-12-16,39793107221
2009-12-17,39561572462
2009-12-18,39391780305
2009-12-21,39823978522
2009-12-22,39962899377
2009-12-23,39947463726
2009-12-24,39993770678
2009-12-28,40271612389
2009-12-29,40070948931
2009-12-30,40271612389
2009-12-31,39870285473
2010-01-04,40209869786
2010-01-05,39885721124
2010-01-06,40117255883
2010-01-07,40441404545
2010-01-08,40657503654
2010-01-11,40858167111
2010-01-12,40734681907
2010-01-13,40827295810
2010-01-14,40873602762
2010-01-15,40981652316
2010-01-19,41506464436
2010-01-20,41537335737
2010-01-21,41027959268
2010-01-22,40256176738
2010-01-25,40395097594
2010-01-26,40225305437
2010-01-27,39808542871
2010-01-28,39839414172
2010-01-29,39098502944
2010-02-01,39391780305
2010-02-02,40194434136
2010-02-03,40348790642
2010-02-04,39746800269
2010-02-05,39854849823
2010-02-08,39391780305
2010-02-09,39391780305
2010-02-10,39330037703
2010-02-11,39530701160
2010-02-12,39823978522
2010-02-16,40317919341
2010-02-17,40425968895
2010-02-18,40595761051
2010-02-19,40163562835
2010-02-22,40163562835
2010-02-23,39854849823
2010-02-24,40117255883
2010-02-25,39962899377
2010-02-26,40086384582
2010-03-01,40086384582
2010-03-02,40302483690
2010-03-03,39932028076
2010-03-04,39932028076
2010-03-05,40117255883
2010-03-08,40178998485
2010-03-09,40472275846
2010-03-10,40642068003
2010-03-11,41012523617
2010-03-12,40256176738
2010-03-15,40472275846
2010-03-16,40379661943
2010-03-17,40240741088
2010-03-18,39700493317
2010-03-19,39484394209
2010-03-22,39777671570
2010-03-23,40132691534
2010-03-24,39777671570
2010-03-25,39515265510
2010-03-26,39067631643
2010-03-29,39221988149
2010-03-30,38774354282
2010-03-31,39004938000
2010-04-01,39221632100
2010-04-05,39190675800
2010-04-06,39128763200
2010-04-07,38881112800
2010-04-08,38710853150
2010-04-09,39051372450
2010-04-12,39004938000
2010-04-13,38710853150
2010-04-14,38741809450
2010-04-15,38772765750
2010-04-16,38695375000
2010-04-19,39175197650
2010-04-20,39283544700
2010-04-21,38339377550
2010-04-22,37859554900
2010-04-23,37905989350
2010-04-26,37302341500
2010-04-27,36853475150
2010-04-28,37224950750
2010-04-29,37580948200
2010-04-30,37875033050
2010-05-03,37673817100
2010-05-04,37163038150
2010-05-05,37132081850
2010-05-06,36280783600
2010-05-07,36079567650
2010-05-10,36791562550
2010-05-11,36574868450
2010-05-12,36389130650
2010-05-13,36002176900
2010-05-14,35909308000
2010-05-17,35862873550
2010-05-18,35584266850
2010-05-19,35491397950
2010-05-20,34423405600
2010-05-21,34763924900
2010-05-24,35212791250
2010-05-25,34965140850
2010-05-26,34934184550
2010-05-27,35444963500
2010-05-28,35212791250
2010-06-01,34763924900
2010-06-02,35150878650
2010-06-03,35336616450
2010-06-04,34454361900
2010-06-07,34237667800
2010-06-08,34284102249
2010-06-09,33959061100
2010-06-10,34949662700
2010-06-11,34949662700
2010-06-14,35042531600
2010-06-15,35661657600
2010-06-16,36126002100
2010-06-17,36002176900
2010-06-18,36110523950
2010-06-21,35770004650
2010-06-22,35537832400
2010-06-23,35212791250
2010-06-24,35135400500
2010-06-25,34949662700
2010-06-28,34934184550
2010-06-29,34547230800
2010-06-30,34595361296
2010-07-01,34363488901
2010-07-02,34363488901
2010-07-06,34533528658
2010-07-07,35275520321
2010-07-08,35569225354
2010-07-09,35522850875
2010-07-12,35368269279
2010-07-13,35260062161
2010-07-14,35383727438
2010-07-15,35507392716
2010-07-16,34811775531
2010-07-19,35059106086
2010-07-20,35105480565
2010-07-21,36002053824
2010-07-22,36249384379
2010-07-23,36187551740
2010-07-26,36419424135
2010-07-27,36434882295
2010-07-28,36403965975
2010-07-29,36218468059
2010-07-30,36295758858
2010-08-02,36852252605
2010-08-03,36975917882
2010-08-04,37115041319
2010-08-05,36960459723
2010-08-06,37393288193
2010-08-09,37625160588
2010-08-10,38057989058
2010-08-11,37269622916
2010-08-12,37269622916
2010-08-13,37022292361
2010-08-16,37223248437
2010-08-17,37486037151
2010-08-18,37145957638
2010-08-19,36465798614
2010-08-20,36481256774
2010-08-23,36805878126
2010-08-24,36589463891
2010-08-25,36836794445
2010-08-26,36604922051
2010-08-27,36852252605
2010-08-30,36604922051
2010-08-31,36481256774
2010-09-01,37176873958
2010-09-02,37424204512
2010-09-03,37516953470
2010-09-07,37331455554
2010-09-08,37315997395
2010-09-09,37779742184
2010-09-10,38119821696
2010-09-13,38042530898
2010-09-14,38011614579
2010-09-15,38197112495
2010-09-16,38166196175
2010-09-17,38181654335
2010-09-20,38645399125
2010-09-21,38568108326
2010-09-22,38444443049
2010-09-23,38166196175
2010-09-24,38413526730
2010-09-27,38521733847
2010-09-28,38738148082
2010-09-29,38815438881
2010-09-30,38841531870
2010-10-01,39090217148
2010-10-04,39043588658
2010-10-05,39463245065
2010-10-06,39401073745
2010-10-07,39090217148
2010-10-08,39261188276
2010-10-11,39261188276
2010-10-12,39789644492
2010-10-13,39540959214
2010-10-14,39572044874
2010-10-15,39540959214
2010-10-18,39913987131
2010-10-19,39307816766
2010-10-20,38981417339
2010-10-21,39292273936
2010-10-22,39074674318
2010-10-25,39043588658
2010-10-26,39183474127
2010-10-27,38390789803
2010-10-28,38484046782
2010-10-29,38157647355
2010-11-01,37629191139
2010-11-02,37831247927
2010-11-03,37955590566
2010-11-04,37831247927
2010-11-05,37862333587
2010-11-08,37520391330
2010-11-09,37209534732
2010-11-10,37302791712
2010-11-11,37007477944
2010-11-12,36121536641
2010-11-15,35810680043
2010-11-16,35437652126
2010-11-17,35546451935
2010-11-18,35406566466
2010-11-19,35251138167
2010-11-22,35126795528
2010-11-23,34909195910
2010-11-24,34924738740
2010-11-26,34800396101
2010-11-29,34567253653
2010-11-30,34582796483
2010-12-01,34955824400
2010-12-02,35406566466
2010-12-03,35220052508
2010-12-06,34893653080
2010-12-07,34862567420
2010-12-08,34753767611
2010-12-09,35049081379
2010-12-10,35406566466
2010-12-13,35297766657
2010-12-14,35732965894
2010-12-15,35779594383
2010-12-16,36105993811
2010-12-17,35981651172
2010-12-20,35888394192
2010-12-21,35686337404
2010-12-22,35577537595
2010-12-23,35546451935
2010-12-27,35235595337
2010-12-28,35235595337
2010-12-29,35266680997
2010-12-30,35375480806
2010-12-31,35624166084
2011-01-03,35561994765
2011-01-04,35888394192
2011-01-05,35888394192
2011-01-06,35810680043
2011-01-07,35966108342
2011-01-10,35639708914
2011-01-11,35577537595
2011-01-12,35375480806
2011-01-13,35220052508
2011-01-14,34862567420
2011-01-18,35095709869
2011-01-19,35188966848
2011-01-20,35655251744
2011-01-21,35624166084
2011-01-24,35810680043
2011-01-25,35655251744
2011-01-26,34769310441
2011-01-27,34489539503
2011-01-28,33821197818
2011-01-31,33572512540
2011-02-01,33634683860
2011-02-02,34007711777
2011-02-03,34209768565
2011-02-04,34287482715
2011-02-07,33976626117
2011-02-08,33914454798
2011-02-09,33867826308
2011-02-10,33821197818
2011-02-11,33883369138
2011-02-14,34194225736
2011-02-15,34769310441
2011-02-16,34396282524
2011-02-17,34442911014
2011-02-18,34862567420
2011-02-22,34924738740
2011-02-23,34551710823
2011-02-24,35095709869
2011-02-25,35422109296
2011-02-28,35764051553
2011-03-01,35313309487
2011-03-02,35453194956
2011-03-03,35950565512
2011-03-04,36199250790
2011-03-07,36059365321
2011-03-08,36214793620
2011-03-09,36494564558
2011-03-10,36059365321
2011-03-11,36028279661
2011-03-14,35857308533
2011-03-15,35437652126
2011-03-16,34738224781
2011-03-17,35142338358
2011-03-18,35624166084
2011-03-21,35717423064
2011-03-22,35655251744
2011-03-23,35686337404
2011-03-24,35779594383
2011-03-25,35717423064
2011-03-28,35748508724
2011-03-29,35966108342
2011-03-30,36401307578
2011-03-31,36532851229
2011-04-01,36766337709
2011-04-04,37420099853
2011-04-05,37233310669
2011-04-06,37746980925
2011-04-07,37591323271
2011-04-08,37591323271
2011-04-11,37918204343
2011-04-12,37996033170
2011-04-13,37575757506
2011-04-14,37980467405
2011-04-15,38649795314
2011-04-18,38182822354
2011-04-19,38042730466
2011-04-20,37824809751
2011-04-21,38571966487
2011-04-25,38213953885
2011-04-26,38556400722
2011-04-27,38852150263
2011-04-28,38945544855
2011-04-29,38758755671
2011-05-02,39163465570
2011-05-03,39350254754
2011-05-04,39428083580
2011-05-05,39147899804
2011-05-06,39116768274
2011-05-09,39210162866
2011-05-10,39350254754
2011-05-11,39505912407
2011-05-12,39863925010
2011-05-13,39832793479
2011-05-16,40206371847
2011-05-17,39832793479
2011-05-18,40081845724
2011-05-19,39786096183
2011-05-20,39848359244
2011-05-23,39646004295
2011-05-24,39708267356
2011-05-25,39443649346
2011-05-26,38821018733
2011-05-27,38385177303
2011-05-31,38914413325
2011-06-01,38665361079
2011-06-02,38167256589
2011-06-03,38042730466
2011-06-06,37996033170
2011-06-07,38260651181
2011-06-08,38369611538
2011-06-09,38369611538
2011-06-10,37902638578
2011-06-13,38276216946
2011-06-14,38198388119
2011-06-15,38213953885
2011-06-16,38213953885
2011-06-17,38478571895
2011-06-20,38743189906
2011-06-21,38914413325
2011-06-22,38789887202
2011-06-23,38665361079
2011-06-24,38540834957
2011-06-27,38649795314
2011-06-28,38914413325
2011-06-29,38836584498
2011-06-30,39209714698
2011-07-01,39568007681
2011-07-05,39614741548
2011-07-06,39708209283
2011-07-07,39895144752
2011-07-08,39739365194
2011-07-11,39630319504
2011-07-12,39708209283
2011-07-13,39334338344
2011-07-14,39614741548
2011-07-15,39521273813
2011-07-18,39162980830
2011-07-19,39412228123
2011-07-20,39053935140
2011-07-21,39381072211
2011-07-22,39458961990
2011-07-25,39178558786
2011-07-26,38882577626
2011-07-27,38633330334
2011-07-28,38477550776
2011-07-29,38243881439
2011-08-01,37605185252
2011-08-02,37418249783
2011-08-03,37480561606
2011-08-04,36343370834
2011-08-05,37433827739
2011-08-08,35813720338
2011-08-09,36187591276
2011-08-10,34941354814
2011-08-11,36795131552
2011-08-12,36982067021
2011-08-15,37200158402
2011-08-16,37309204093
2011-08-17,37371515916
2011-08-18,36421260613
2011-08-19,36577040171
2011-08-22,36795131552
2011-08-23,37636341164
2011-08-24,38088101882
2011-08-25,37215736358
2011-08-26,37371515916
2011-08-29,38165991661
2011-08-30,38555440555
2011-08-31,39131824919
2011-09-01,38711220113
2011-09-02,38041368014
2011-09-06,38228303484
2011-09-07,38976045361
2011-09-08,38337349174
2011-09-09,37589607297
2011-09-12,37636341164
2011-09-13,37698652987
2011-09-14,37947900280
2011-09-15,38228303484
2011-09-16,38882577626
2011-09-19,38742376024
2011-09-20,39334338344
2011-09-21,38555440555
2011-09-22,37776542766
2011-09-23,37979056191
2011-09-26,37823276633
2011-09-27,38150413705
2011-09-28,37947900280
2011-09-29,38648908290
2011-09-30,38500889197
2011-10-03,37745661293
2011-10-04,38013137842
2011-10-05,38469421368
2011-10-06,38516623112
2011-10-07,38784099661
2011-10-10,39602263224
2011-10-11,39665198883
2011-10-12,39381988419
2011-10-13,39256117101
2011-10-14,39696666712
2011-10-17,39177447528
2011-10-18,39476391907
2011-10-19,40074280664
2011-10-20,40687903336
2011-10-21,40546298104
2011-10-24,40231619811
2011-10-25,39885473688
2011-10-26,40388958957
2011-10-27,40750838995
2011-10-28,40813774653
2011-10-31,40546298104
2011-11-01,39712400627
2011-11-02,39806804115
2011-11-03,40530564189
2011-11-04,40137216323
2011-11-07,40373225043
2011-11-08,40845242483
2011-11-09,39854005859
2011-11-10,40609233763
2011-11-11,41049783374
2011-11-14,40829508568
2011-11-15,41018315544
2011-11-16,40467628531
2011-11-17,40200151981
2011-11-18,40278821555
2011-11-21,39728134541
2011-11-22,39665198883
2011-11-23,39397722333
2011-11-25,39177447528
2011-11-28,40042812835
2011-11-29,39932675432
2011-11-30,41065517288
2011-12-01,41034049459
2011-12-02,40766572909
2011-12-05,40876710312
2011-12-06,41049783374
2011-12-07,41175654691
2011-12-08,40782306824
2011-12-09,41081251203
2011-12-12,40845242483
2011-12-13,40908178142
2011-12-14,40813774653
2011-12-15,41317259923
2011-12-16,41317259923
2011-12-19,40908178142
2011-12-20,41301526008
2011-12-21,41726341704
2011-12-22,41883680851
2011-12-23,42166891315
2011-12-27,42324230462
2011-12-28,42025286083
2011-12-29,42402900035
2011-12-30,42324230462
2012-01-03,42686110499
2012-01-04,42528771353
2012-01-05,42434367864
2012-01-06,42041019998
2012-01-09,42041019998
2012-01-10,42229826974
2012-01-11,41710607790
2012-01-12,41521800814
2012-01-13,41726341704
2012-01-17,41930882595
2012-01-18,41663406046
2012-01-19,41726341704
2012-01-20,41978084339
2012-01-23,41946616510
2012-01-24,42135423486
2012-01-25,41569002558
2012-01-26,41301526008
2012-01-27,41411663411
2012-01-30,41002581630
2012-01-31,40766572909
2012-02-01,40845242483
2012-02-02,40986847715
2012-02-03,41395929496
2012-02-06,41694873875
2012-02-07,41930882595
2012-02-08,41820745192
2012-02-09,41600470387
2012-02-10,41474599070
2012-02-13,41521800814
2012-02-14,41458865155
2012-02-15,41742075619
2012-02-16,42041019998
2012-02-17,42418633950
2012-02-21,42277028718
2012-02-22,42324230462
2012-02-23,42371432206
2012-02-24,42686110499
2012-02-27,42607440926
2012-02-28,42937853134
2012-02-29,42607440926
2012-03-01,43142394025
2012-03-02,43205329683
2012-03-05,43110926195
2012-03-06,42418633950
2012-03-07,42339964376
2012-03-08,43268265342
2012-03-09,43614411465
2012-03-12,43834686270
2012-03-13,44353905454
2012-03-14,44401107198
2012-03-15,44495510686
2012-03-16,44731519406
2012-03-19,45329408164
2012-03-20,45471013396
2012-03-21,45455279481
2012-03-22,45250738590
2012-03-23,45471013396
2012-03-26,45911563007
2012-03-27,46163305641
2012-03-28,46005966495
2012-03-29,45895829092
2012-03-30,46131837812
2012-04-02,45981478259
2012-04-03,45903011573
2012-04-04,46138411632
2012-04-05,46028558271
2012-04-09,45777464874
2012-04-10,45149731383
2012-04-11,44788784625
2012-04-12,44835864637
2012-04-13,44741704613
2012-04-16,44930024661
2012-04-17,45369438105
2012-04-18,45385131442
2012-04-19,44678931264
2012-04-20,44961411335
2012-04-23,44945717998
2012-04-24,45589144827
2012-04-25,46248264993
2012-04-26,46436585041
2012-04-27,46546438402
2012-04-30,46593518414
2012-05-01,46719065112
2012-05-02,47032931858
2012-05-03,47331105266
2012-05-04,46860305147
2012-05-07,46923078497
2012-05-08,47001545183
2012-05-09,45965784922
2012-05-10,46719065112
2012-05-11,46577825076
2012-05-14,46311038342
2012-05-15,46467971715
2012-05-16,46954465171
2012-05-17,46719065112
2012-05-18,46232571656
2012-05-21,46405198366
2012-05-22,46546438402
2012-05-23,46075638283
2012-05-24,46860305147
2012-05-25,46734758449
2012-05-29,46656291763
2012-05-30,46389505029
2012-05-31,46389505029
2012-06-01,45432211454
2012-06-04,45212504732
2012-06-05,45275278081
2012-06-06,45824544886
2012-06-07,45950091585
2012-06-08,46452278378
2012-06-11,46185491644
2012-06-12,46515051727
2012-06-13,46185491644
2012-06-14,46656291763
2012-06-15,46923078497
2012-06-18,47080011870
2012-06-19,47205558568
2012-06-20,47158478556
2012-06-21,46734758449
2012-06-22,46781838461
2012-06-25,46640598425
2012-06-26,46813225136
2012-06-27,47205558568
2012-06-28,47236945242
2012-06-29,48398252202
2012-07-02,48874246428
2012-07-03,49016506524
2012-07-05,48969086492
2012-07-06,48969086492
2012-07-09,49617160264
2012-07-10,49664580296
2012-07-11,49285220039
2012-07-12,49253606684
2012-07-13,49490706845
2012-07-16,49522320200
2012-07-17,50249427359
2012-07-18,49854260424
2012-07-19,49759420360
2012-07-20,49190379975
2012-07-23,48874246428
2012-07-24,48352626074
2012-07-25,48494886171
2012-07-26,48890053105
2012-07-27,50202007327
2012-07-30,50360074100
2012-07-31,50138780617
2012-08-01,49980713843
2012-08-02,50170393972
2012-08-03,50360074100
2012-08-06,50186200649
2012-08-07,49933293811
2012-08-08,49838453747
2012-08-09,49696193651
2012-08-10,49996520521
2012-08-13,49901680457
2012-08-14,50043940553
2012-08-15,50233620681
2012-08-16,50233620681
2012-08-17,49854260424
2012-08-20,49712000328
2012-08-21,49380060103
2012-08-22,49553933554
2012-08-23,49395866781
2012-08-24,49791033715
2012-08-27,49696193651
2012-08-28,49712000328
2012-08-29,49617160264
2012-08-30,49459093490
2012-08-31,49553933554
2012-09-04,49506513522
2012-09-05,49712000328
2012-09-06,50597174261
2012-09-07,50423300810
2012-09-10,50802661067
2012-09-11,50913307808
2012-09-12,51292668065
2012-09-13,52383328804
2012-09-14,51624608290
2012-09-17,52272682062
2012-09-18,52114615288
2012-09-19,52446555513
2012-09-20,52825915770
2012-09-21,52652042319
2012-09-24,52636235642
2012-09-25,52604622287
2012-09-26,52320102094
2012-09-27,52414942158
2012-09-28,51845901773
2012-10-01,51520476946
2012-10-02,51115172135
2012-10-03,52081668223
2012-10-04,52783157319
2012-10-05,53406703183
2012-10-08,53188462130
2012-10-09,52876689199
2012-10-10,52486973034
2012-10-11,51769895292
2012-10-12,51660774766
2012-10-15,53734064761
2012-10-16,53796419347
2012-10-17,51489299653
2012-10-18,49696605297
2012-10-19,49338066425
2012-10-22,49073059433
2012-10-23,48745697855
2012-10-24,48885995674
2012-10-25,49057470787
2012-10-26,48839229735
2012-10-31,48854818381
2012-11-01,48808052441
2012-11-02,48449513570
2012-11-05,48511868156
2012-11-06,48340393044
2012-11-07,48122151992
2012-11-08,47342719663
2012-11-09,48355981691
2012-11-12,48371570337
2012-11-13,48231272518
2012-11-14,47529783422
2012-11-15,47124478611
2012-11-16,46890648912
2012-11-19,46921826205
2012-11-20,47046535378
2012-11-21,47233599137
2012-11-23,48075386052
2012-11-26,47997442819
2012-11-27,47779201767
2012-11-28,48153329285
2012-11-29,48527456803
2012-11-30,48480690863
2012-12-03,47950676880
2012-12-04,48013031466
2012-12-05,48137740639
2012-12-06,48168917932
2012-12-07,48870407028
2012-12-10,48714520562
2012-12-11,49353655072
2012-12-12,49228945899
2012-12-13,48714520562
2012-12-14,48730109209
2012-12-17,48620988683
2012-12-18,49166591313
2012-12-19,48730109209
2012-12-20,48885995674
2012-12-21,49260123192
2012-12-24,48823641088
2012-12-26,48511868156
2012-12-27,48511868156
2012-12-28,48044208759
2012-12-31,48854818381
2013-01-02,49961612288
2013-01-03,51863427171
2013-01-04,51551654240
2013-01-07,51972547697
2013-01-08,51988136344
2013-01-09,52331086569
2013-01-10,52767568673
2013-01-11,52019313637
2013-01-14,52003724990
2013-01-15,51473711007
2013-01-16,50974874316
2013-01-17,51099583489
2013-01-18,51037228902
2013-01-22,51286647248
2013-01-23,51146349428
2013-01-24,51130760782
2013-01-25,51115172135
2013-01-28,51442533714
2013-01-29,51956959051
2013-01-30,51785483938
2013-01-31,52814334613
2013-02-01,52798745966
2013-02-04,52221966043
2013-02-05,52751980026
2013-02-06,53157284837
2013-02-07,53609355588
2013-02-08,53640532881
2013-02-11,53406703183
2013-02-12,53469057769
2013-02-13,53718476114
2013-02-14,54092603632
2013-02-15,54684972202
2013-02-19,54279667391
2013-02-20,53812007994
2013-02-21,53406703183
2013-02-22,53858773933
2013-02-25,53422291829
2013-02-26,53094930251
2013-02-27,53406703183
2013-02-28,52674036793
2013-03-01,52377852508
2013-03-04,53484646415
2013-03-05,54045837692
2013-03-06,53422291829
2013-03-07,53671710174
2013-03-08,54061426339
2013-03-11,54451142503
2013-03-12,54529085736
2013-03-13,54575851676
2013-03-14,54778504082
2013-03-15,53219639424
2013-03-18,52159611456
2013-03-19,52284320629
2013-03-20,52705214086
2013-03-21,52190788749
2013-03-22,52518150328
2013-03-25,52689625440
2013-03-26,53547001002
2013-03-27,53952305813
2013-03-28,55059099720
2013-04-01,54876166285
2013-04-02,56135007822
2013-04-03,56445832893
2013-04-04,56958694260
2013-04-05,56430291640
2013-04-08,56803281725
2013-04-09,56974235514
2013-04-10,57658050670
2013-04-11,57922251980
2013-04-12,57704674431
2013-04-15,56150549076
2013-04-16,56570162922
2013-04-17,57937793234
2013-04-18,57316143092
2013-04-19,57813463206
2013-04-22,57331684345
2013-04-23,57829004459
2013-04-24,56756657964
2013-04-25,56710034203
2013-04-26,56663410443
2013-04-29,57083024289
2013-04-30,57378308106
2013-05-01,57331684345
2013-05-02,57595885656
2013-05-03,57191813063
2013-05-06,55715393976
2013-05-07,56041760301
2013-05-08,56399209132
2013-05-09,56228255343
2013-05-10,56212714090
2013-05-13,56492456654
2013-05-14,57580344402
2013-05-15,58528360869
2013-05-16,57238436824
2013-05-17,56865446739
2013-05-20,58761479672
2013-05-21,58621608390
2013-05-22,58621608390
2013-05-23,58248618305
2013-05-24,58683773404
2013-05-28,59927073688
2013-05-29,58621608390
2013-05-30,58559443376
2013-05-31,56989776767
2013-06-03,57751298191
2013-06-04,57191813063
2013-06-05,56414750386
2013-06-06,56943153007
2013-06-07,58295242066
2013-06-10,58264159558
2013-06-11,57238436824
2013-06-12,56632327936
2013-06-13,57036400528
2013-06-14,57207354317
2013-06-17,57331684345
2013-06-18,58295242066
2013-06-19,56274879104
2013-06-20,54658588735
2013-06-21,55295780130
2013-06-24,54347763664
2013-06-25,54565341214
2013-06-26,55326862638
2013-06-27,54953872552
2013-06-28,54207892382
2013-07-01,54162883179
2013-07-02,53900031619
2013-07-03,52956858375
2013-07-05,53992802758
2013-07-08,54750433724
2013-07-09,53714489342
2013-07-10,53714489342
2013-07-11,54688586299
2013-07-12,54611277016
2013-07-15,54858666720
2013-07-16,55198827562
2013-07-17,55384369839
2013-07-18,55198827562
2013-07-19,55461679122
2013-07-22,55353446126
2013-07-23,56714089495
2013-07-24,56358466796
2013-07-25,56559470930
2013-07-26,56868708059
2013-07-29,56806860634
2013-07-30,57023326624
2013-07-31,56636780212
2013-08-01,56961479198
2013-08-02,56822322490
2013-08-05,56358466796
2013-08-06,55817301820
2013-08-07,55554450260
2013-08-08,55538988404
2013-08-09,55492602834
2013-08-12,55508064691
2013-08-13,55569912117
2013-08-14,55059670854
2013-08-15,54162883179
2013-08-16,54070112040
2013-08-19,53930955332
2013-08-20,53668103772
2013-08-21,53559870777
2013-08-22,53606256346
2013-08-23,53869107906
2013-08-26,53374328499
2013-08-27,52585773820
2013-08-28,52183765552
2013-08-29,52152841839
2013-08-30,51534367581
2013-09-03,50915893322
2013-09-04,51735371715
2013-09-05,52168303696
2013-09-06,51797219141
2013-09-09,52261074834
2013-09-10,52709468672
2013-09-11,53729951198
2013-09-12,53745413054
2013-09-13,53915493476
2013-09-16,54131959466
2013-09-17,54070112040
2013-09-18,55121518279
2013-09-19,54642200729
2013-09-20,54564891447
2013-09-23,54302039887
2013-09-24,53126938796
2013-09-25,52060070700
2013-09-26,52044608844
2013-09-27,51240592308
2013-09-30,51381382112
2013-10-01,52294760101
2013-10-02,52480531895
2013-10-03,51536191940
2013-10-04,51954178478
2013-10-07,51861292581
2013-10-08,51102724420
2013-10-09,51350420146
2013-10-10,52078026341
2013-10-11,52263798135
2013-10-14,52635341724
2013-10-15,52186393221
2013-10-16,55576728467
2013-10-17,57542813290
2013-10-18,57728585084
2013-10-21,57062902821
2013-10-22,57310598547
2013-10-23,57635699187
2013-10-24,57604737222
2013-10-25,57666661153
2013-10-28,57713104102
2013-10-29,57713104102
2013-10-30,57186750684
2013-10-31,56582992353
2013-11-01,57217712650
2013-11-04,57248674616
2013-11-05,57836951964
2013-11-06,58146571622
2013-11-07,58270419485
2013-11-08,59013506662
2013-11-11,58672925039
2013-11-12,58007242776
2013-11-13,58471672262
2013-11-14,58456191279
2013-11-15,58905139782
2013-11-18,58734848970
2013-11-19,59926884651
2013-11-20,59106392559
2013-11-21,58936101748
2013-11-22,59214759439
