,ABT
2004-08-23,30513208799
2004-08-24,30591207800
2004-08-25,30934403399
2004-08-26,30762805600
2004-08-27,30981202800
2004-08-30,30762805600
2004-08-31,31106001200
2004-09-01,31386797600
2004-09-02,31792392400
2004-09-03,31839191800
2004-09-07,31402397400
2004-09-08,31464796600
2004-09-09,31339998200
2004-09-10,31573995199
2004-09-13,32057589000
2004-09-14,32041989200
2004-09-15,31729993200
2004-09-16,31854791600
2004-09-17,32026389400
2004-09-20,31792392400
2004-09-21,32119988200
2004-09-22,31355598000
2004-09-23,31620794600
2004-09-24,31605194800
2004-09-27,31667594000
2004-09-28,31729993200
2004-09-29,31573995199
2004-09-30,31544822640
2004-10-01,31404761760
2004-10-04,31420324080
2004-10-05,31482573360
2004-10-06,31420324080
2004-10-07,30766706640
2004-10-08,30393210960
2004-10-11,30657770400
2004-10-12,30906767520
2004-10-13,30642208080
2004-10-14,30533271840
2004-10-15,30797831280
2004-10-18,30782268960
2004-10-19,30813393600
2004-10-20,30828955919
2004-10-21,30595521120
2004-10-22,30424335600
2004-10-25,30253150080
2004-10-26,30502147200
2004-10-27,31591509600
2004-10-28,31793819760
2004-10-29,31731570480
2004-11-01,31824944400
2004-11-02,31498135679
2004-11-03,32462999520
2004-11-04,33085492320
2004-11-05,33085492320
2004-11-08,33474550320
2004-11-09,33505674960
2004-11-10,33536799600
2004-11-11,33723547440
2004-11-12,32898744480
2004-11-15,33116616960
2004-11-16,32898744480
2004-11-17,32494124160
2004-11-18,32291814000
2004-11-19,31824944400
2004-11-22,31918318320
2004-11-23,31451448720
2004-11-24,31560384960
2004-11-26,31716008160
2004-11-29,31591509600
2004-11-30,31233576240
2004-12-01,32198440080
2004-12-02,32509686480
2004-12-03,32338500960
2004-12-06,32447437200
2004-12-07,32416312559
2004-12-08,32649747360
2004-12-09,32743121280
2004-12-10,32571935760
2004-12-13,32680872000
2004-12-14,33116616960
2004-12-15,33023243040
2004-12-16,34392727200
2004-12-17,34984095360
2004-12-20,34563912720
2004-12-21,34314915600
2004-12-22,34626162000
2004-12-23,34563912720
2004-12-27,34252666320
2004-12-28,34517225760
2004-12-29,34875159120
2004-12-30,34937408400
2004-12-31,34735098240
2005-01-03,34750660560
2005-01-04,34392727200
2005-01-05,34003669200
2005-01-06,34766222880
2005-01-07,35357591040
2005-01-10,35699962080
2005-01-11,35046344640
2005-01-12,34937408400
2005-01-13,34268228640
2005-01-14,34439414160
2005-01-18,34283790960
2005-01-19,34283790960
2005-01-20,34065918480
2005-01-21,34237104000
2005-01-24,34190417040
2005-01-25,34174854720
2005-01-26,34159292400
2005-01-27,33848046000
2005-01-28,33707985120
2005-01-31,33521237280
2005-02-01,33910295280
2005-02-02,33972544559
2005-02-03,33988106880
2005-02-04,33894732960
2005-02-07,33941419919
2005-02-08,33707985120
2005-02-09,33614611200
2005-02-10,33490112640
2005-02-11,34392727200
2005-02-14,34610599680
2005-02-15,34890721440
2005-02-16,34859596800
2005-02-17,34657286640
2005-02-18,34548350400
2005-02-22,33832483679
2005-02-23,34050356160
2005-02-24,34517225760
2005-02-25,34454976480
2005-02-28,34237104000
2005-03-01,34221541679
2005-03-02,34299353280
2005-03-03,34252666320
2005-03-04,34548350400
2005-03-07,34735098240
2005-03-08,34626162000
2005-03-09,34174854720
2005-03-10,34470538800
2005-03-11,34252666320
2005-03-14,34330477919
2005-03-15,33988106880
2005-03-16,33816921360
2005-03-17,33147741600
2005-03-18,33101054640
2005-03-21,32665309679
2005-03-22,32571935760
2005-03-23,33209990880
2005-03-24,33458988000
2005-03-28,33630173520
2005-03-29,34065918480
2005-03-30,34812909840
2005-03-31,34627952900
2005-04-01,34317388300
2005-04-04,34301860070
2005-04-05,35062743340
2005-04-06,35373307940
2005-04-07,35916795990
2005-04-08,35559646700
2005-04-11,35466477320
2005-04-12,35590703160
2005-04-13,35683872540
2005-04-14,35870211300
2005-04-15,37050356780
2005-04-18,36382642890
2005-04-19,35777041920
2005-04-20,35140384490
2005-04-21,35730457230
2005-04-22,35342251480
2005-04-25,35482005550
2005-04-26,35606231390
2005-04-27,36009965370
2005-04-28,35730457230
2005-04-29,36522396960
2005-05-02,36677679260
2005-05-03,36600038110
2005-05-04,36926130940
2005-05-05,36537925190
2005-05-06,36413699350
2005-05-09,36460284040
2005-05-10,36289473510
2005-05-11,36600038110
2005-05-12,36491340500
2005-05-13,36227360590
2005-05-16,36755320410
2005-05-17,36708735720
2005-05-18,36662151030
2005-05-19,36429227580
2005-05-20,36305001740
2005-05-23,36180775900
2005-05-24,36149719440
2005-05-25,35839154840
2005-05-26,35823626610
2005-05-27,35652816080
2005-05-31,35839154840
2005-06-01,35901267760
2005-06-02,35854683070
2005-06-03,35854683070
2005-06-06,35994437140
2005-06-07,36227360590
2005-06-08,36149719440
2005-06-09,36382642890
2005-06-10,36320529970
2005-06-13,36289473510
2005-06-14,36413699350
2005-06-15,36413699350
2005-06-16,36460284040
2005-06-17,36724263950
2005-06-20,36693207490
2005-06-21,36739792180
2005-06-22,36941659170
2005-06-23,36460284040
2005-06-24,36413699350
2005-06-27,36398171120
2005-06-28,36770848640
2005-06-29,36568981650
2005-06-30,36403709650
2005-07-01,36419233620
2005-07-05,36357137740
2005-07-06,36496853470
2005-07-07,36372661710
2005-07-08,36652093170
2005-07-11,36869428750
2005-07-12,37133336240
2005-07-13,35394651600
2005-07-14,34618453100
2005-07-15,34804740740
2005-07-18,34463213400
2005-07-19,34416641490
2005-07-20,34789216770
2005-07-21,34509785310
2005-07-22,34199305910
2005-07-25,33780158720
2005-07-26,33966446360
2005-07-27,34354545610
2005-07-28,34773692800
2005-07-29,34633977070
2005-08-01,34913408530
2005-08-02,35115220140
2005-08-03,35146268080
2005-08-04,34928932500
2005-08-05,34525309280
2005-08-08,34447689430
2005-08-09,34602929130
2005-08-10,34602929130
2005-08-11,34742644860
2005-08-12,34556357220
2005-08-15,34696072950
2005-08-16,34183781940
2005-08-17,34230353850
2005-08-18,34183781940
2005-08-19,34044066210
2005-08-22,34137210029
2005-08-23,33935398420
2005-08-24,33361011529
2005-08-25,33500727259
2005-08-26,33221295799
2005-08-29,33516251230
2005-08-30,33143675950
2005-08-31,33516251230
2005-09-01,33516251230
2005-09-02,33329963590
2005-09-06,33640442990
2005-09-07,33919874450
2005-09-08,33702538870
2005-09-09,33842254600
2005-09-12,33593871080
2005-09-13,33174723890
2005-09-14,32569289060
2005-09-15,32460621270
2005-09-16,32491669210
2005-09-19,32165665840
2005-09-20,31994902170
2005-09-21,32010426140
2005-09-22,32615860970
2005-09-23,32833196549
2005-09-26,31684422770
2005-09-27,31730994680
2005-09-28,31141083819
2005-09-29,31265275580
2005-09-30,31025601360
2005-10-03,31086795840
2005-10-04,32203595100
2005-10-05,31683442020
2005-10-06,31484559959
2005-10-07,31255080660
2005-10-10,30872615160
2005-10-11,31040899980
2005-10-12,30811420680
2005-10-13,31163288940
2005-10-14,31209184799
2005-10-17,31147990320
2005-10-18,31025601360
2005-10-19,32172997860
2005-10-20,31668143400
2005-10-21,31285677900
2005-10-24,31392768240
2005-10-25,31683442020
2005-10-26,31484559959
2005-10-27,31056198600
2005-10-28,31285677900
2005-10-31,31515157200
2005-11-01,31316275140
2005-11-02,31209184799
2005-11-03,31316275140
2005-11-04,31163288940
2005-11-07,31147990320
2005-11-08,31117393080
2005-11-09,31255080660
2005-11-10,31331573760
2005-11-11,32004713040
2005-11-14,29648725560
2005-11-15,30352462080
2005-11-16,29694621420
2005-11-17,29908802100
2005-11-18,29939399340
2005-11-21,29541635219
2005-11-22,28776704219
2005-11-23,28531926299
2005-11-25,28531926299
2005-11-28,28501329060
2005-11-29,27935280120
2005-11-30,27598710480
2005-12-01,27537516000
2005-12-02,28225953900
2005-12-05,27950578740
2005-12-06,27721099440
2005-12-07,27812891160
2005-12-08,28027071840
2005-12-09,28531926299
2005-12-12,28669613879
2005-12-13,28883794560
2005-12-14,28883794560
2005-12-15,28730808360
2005-12-16,29403947640
2005-12-19,29587531080
2005-12-20,29281558680
2005-12-21,29541635219
2005-12-22,29817010379
2005-12-23,29908802100
2005-12-27,29572232459
2005-12-28,29526336600
2005-12-29,29128572480
2005-12-30,28853197320
2006-01-03,28944989040
2006-01-04,28990884900
2006-01-05,29358051780
2006-01-06,29924100719
2006-01-09,31040899980
2006-01-10,30734927580
2006-01-11,30321864840
2006-01-12,30260670360
2006-01-13,30153580020
2006-01-17,30061788299
2006-01-18,30168878640
2006-01-19,30398357940
2006-01-20,29526336600
2006-01-23,29648725560
2006-01-24,29312155920
2006-01-25,30857316540
2006-01-26,31698740640
2006-01-27,31469261340
2006-01-30,31423365480
2006-01-31,31576351680
2006-02-01,31545754440
2006-02-02,31040899980
2006-02-03,31102094459
2006-02-06,31040899980
2006-02-07,30826719299
2006-02-08,30780823440
2006-02-09,30842017920
2006-02-10,31086795840
2006-02-13,31346872379
2006-02-14,32004713040
2006-02-15,32310685440
2006-02-16,32463671640
2006-02-17,32448373020
2006-02-21,32188296480
2006-02-22,32127102000
2006-02-23,31790532360
2006-02-24,32172997860
2006-02-27,32524866120
2006-02-28,32341282680
2006-03-01,32203595100
2006-03-02,31790532360
2006-03-03,32035310280
2006-03-06,31974115799
2006-03-07,31851726840
2006-03-08,31821129600
2006-03-09,31606948920
2006-03-10,32142400620
2006-03-13,32876734379
2006-03-14,33045019200
2006-03-15,33121512299
2006-03-16,32937928860
2006-03-17,33060317820
2006-03-20,32387178540
2006-03-21,32157699240
2006-03-22,32280088200
2006-03-23,32111803379
2006-03-24,32111803379
2006-03-27,31805830980
2006-03-28,31438664100
2006-03-29,31408066860
2006-03-30,31209184799
2006-03-31,30979648480
2006-04-03,31284566280
2006-04-04,31071123820
2006-04-05,31116861490
2006-04-06,31269320390
2006-04-07,30705222460
2006-04-10,30766206020
2006-04-11,30232599869
2006-04-12,30369812880
2006-04-13,30263091650
2006-04-17,30003911520
2006-04-18,30400304660
2006-04-19,30156370420
2006-04-20,30568009450
2006-04-21,30628993010
2006-04-24,30003911520
2006-04-25,30049649190
2006-04-26,29988665630
2006-04-27,30659484790
2006-04-28,31177845050
2006-05-01,30872927250
2006-05-02,30735714240
2006-05-03,30811943690
2006-05-04,31025386150
2006-05-05,31193090940
2006-05-08,30979648480
2006-05-09,30811943690
2006-05-10,30476534109
2006-05-11,30644238900
2006-05-12,30217353980
2006-05-15,30857681359
2006-05-16,31116861490
2006-05-17,30507025890
2006-05-18,30598501230
2006-05-19,30507025890
2006-05-22,30446042330
2006-05-23,30446042330
2006-05-24,30735714240
2006-05-25,30994894369
2006-05-26,31116861490
2006-05-30,31025386150
2006-05-31,31147353270
2006-06-01,31528500520
2006-06-02,31452271070
2006-06-05,30964402589
2006-06-06,30796697800
2006-06-07,31284566280
2006-06-08,31482762849
2006-06-09,31360795730
2006-06-12,31162599160
2006-06-13,30964402589
2006-06-14,31147353270
2006-06-15,31406533400
2006-06-16,31208336830
2006-06-19,30872927250
2006-06-20,30796697800
2006-06-21,30827189580
2006-06-22,30659484790
2006-06-23,30598501230
2006-06-26,30659484790
2006-06-27,30369812880
2006-06-28,30766206020
2006-06-29,31284566280
2006-06-30,31902595620
2006-07-03,31887301950
2006-07-05,31902595620
2006-07-06,32024944980
2006-07-07,32040238650
2006-07-10,31933182960
2006-07-11,32606104440
2006-07-12,32269643700
2006-07-13,32177881680
2006-07-14,32193175350
2006-07-17,32544929760
2006-07-18,32697866460
2006-07-19,33860185380
2006-07-20,33814304370
2006-07-21,34273114470
2006-07-24,34793099250
2006-07-25,35175441000
2006-07-26,34456638510
2006-07-27,34548400530
2006-07-28,34991916960
2006-07-31,34946035950
2006-08-01,34762511910
2006-08-02,34502519520
2006-08-03,34548400530
2006-08-04,34563694200
2006-08-07,34640162550
2006-08-08,34884861270
2006-08-09,34624868880
2006-08-10,34915448610
2006-08-11,34686043560
2006-08-14,35083678980
2006-08-15,35603663760
2006-08-16,36062473860
2006-08-17,35940124500
2006-08-18,35848362480
2006-08-21,35603663760
2006-08-22,35802481470
2006-08-23,35848362480
2006-08-24,35726013120
2006-08-25,35695425780
2006-08-28,35817775140
2006-08-29,35817775140
2006-08-30,35251909350
2006-08-31,35634251100
2006-09-01,35389552380
2006-09-05,35374258710
2006-09-06,35068385310
2006-09-07,35053091640
2006-09-08,35771894130
2006-09-11,35588370090
2006-09-12,35710719450
2006-09-13,35986005510
2006-09-14,35955418170
2006-09-15,36200116890
2006-09-18,35756600460
2006-09-19,35970711840
2006-09-20,35527195410
2006-09-21,35267203020
2006-09-22,35053091640
2006-09-25,35083678980
2006-09-26,35175441000
2006-09-27,35389552380
2006-09-28,35358965040
2006-09-29,35527195410
2006-10-02,35550470200
2006-10-03,35088375700
2006-10-04,34734103250
2006-10-05,34148783550
2006-10-06,34040961500
2006-10-09,34410637100
2006-10-10,34302815050
2006-10-11,34241202450
2006-10-12,34225799300
2006-10-13,34580071750
2006-10-16,34764909550
2006-10-17,34780312700
2006-10-18,35257810350
2006-10-19,35304019800
2006-10-20,35950952100
2006-10-23,35981758400
2006-10-24,35458051300
2006-10-25,35581276500
2006-10-26,35288616650
2006-10-27,35134585150
2006-10-30,34703296950
2006-10-31,35011359950
2006-11-01,34949747350
2006-11-02,34965150500
2006-11-03,35103778850
2006-11-06,34980553650
2006-11-07,35273213500
2006-11-08,34841925300
2006-11-09,33779107950
2006-11-10,33871526849
2006-11-13,33640479600
2006-11-14,34025558350
2006-11-15,34626281200
2006-11-16,34995956800
2006-11-17,35134585150
2006-11-20,35196197750
2006-11-21,34995956800
2006-11-22,35042166250
2006-11-24,34595474900
2006-11-27,34179589850
2006-11-28,34194993000
2006-11-29,34456846550
2006-11-30,34379830800
2006-12-01,34318218200
2006-12-04,35442648150
2006-12-05,35581276500
2006-12-06,35381035550
2006-12-07,35396438700
2006-12-08,35334826100
2006-12-11,35242407200
2006-12-12,35365632400
2006-12-13,35334826100
2006-12-14,35442648150
2006-12-15,35719904850
2006-12-18,35473454450
2006-12-19,35565873350
2006-12-20,35334826100
2006-12-21,35365632400
2006-12-22,35165391450
2006-12-26,35535067050
2006-12-27,36104983600
2006-12-28,36058774150
2006-12-29,35889339500
2007-01-03,36089580450
2007-01-04,36767319050
2007-01-05,36767319050
2007-01-08,36905947400
2007-01-09,37229413550
2007-01-10,37136994650
2007-01-11,37106188350
2007-01-12,37183204100
2007-01-16,37291026150
2007-01-17,37984167900
2007-01-18,38892953750
2007-01-19,39432064000
2007-01-22,39293435650
2007-01-23,39339645100
2007-01-24,39462870300
2007-01-25,38754325400
2007-01-26,38723519100
2007-01-29,38800534850
2007-01-30,39201016750
2007-01-31,39062388400
2007-02-01,38954566350
2007-02-02,38815938000
2007-02-05,38692712800
2007-02-06,38661906500
2007-02-07,38646503350
2007-02-08,38415456100
2007-02-09,38523278150
2007-02-12,38846744300
2007-02-13,38846744300
2007-02-14,38831341150
2007-02-15,38908356900
2007-02-16,38677309650
2007-02-20,38738922250
2007-02-21,38846744300
2007-02-22,39509079750
2007-02-23,39493676600
2007-02-26,40140608900
2007-02-27,39678514400
2007-02-28,40248430950
2007-03-01,39632304950
2007-03-02,39062388400
2007-03-05,38877550600
2007-03-06,38954566350
2007-03-07,38831341150
2007-03-08,39355048250
2007-03-09,40078996300
2007-03-12,40078996300
2007-03-13,39878755350
2007-03-14,39616901800
2007-03-15,39524482900
2007-03-16,38969969500
2007-03-19,39185613600
2007-03-20,40140608900
2007-03-21,40294640400
2007-03-22,40156012050
2007-03-23,39693917550
2007-03-26,42173824700
2007-03-27,41711730200
2007-03-28,41095604200
2007-03-29,41126410500
2007-03-30,41111007350
2007-04-02,41163843900
2007-04-03,41795947870
2007-04-04,41518438810
2007-04-05,42058039760
2007-04-09,42196794290
2007-04-10,42088874100
2007-04-11,42042622590
2007-04-12,42335548820
2007-04-13,43137241660
2007-04-16,43430167890
2007-04-17,43522670910
2007-04-18,42798063920
2007-04-19,42212211460
2007-04-20,42674726560
2007-04-23,42196794290
2007-04-24,42165959950
2007-04-25,42458886180
2007-04-26,41980953910
2007-04-27,41857616550
2007-04-30,41765113530
2007-05-01,42042622590
2007-05-02,42181377120
2007-05-03,42335548820
2007-05-04,42998487130
2007-05-07,43476419400
2007-05-08,43399333550
2007-05-09,43275996190
2007-05-10,42289297310
2007-05-11,42659309390
2007-05-14,42736395240
2007-05-15,43275996190
2007-05-16,43584339590
2007-05-17,43445585060
2007-05-18,43831014310
2007-05-21,43245161850
2007-05-22,42551389200
2007-05-23,42196794290
2007-05-24,41641776170
2007-05-25,41580107490
2007-05-29,41780530700
2007-05-30,41179261070
2007-05-31,41564690320
2007-06-01,41518438810
2007-06-04,41025089370
2007-06-05,40932586350
2007-06-06,40377568230
2007-06-07,39807132940
2007-06-08,40038390490
2007-06-11,39868801620
2007-06-12,39344617840
2007-06-13,39961304640
2007-06-14,39961304640
2007-06-15,40362151060
2007-06-18,40223396530
2007-06-19,40331316720
2007-06-20,40038390490
2007-06-21,39683795580
2007-06-22,38990022930
2007-06-25,39868801620
2007-06-26,39807132940
2007-06-27,39807132940
2007-06-28,39622126900
2007-06-29,39498789540
2007-07-02,40116708560
2007-07-03,40116708560
2007-07-05,40039531360
2007-07-06,39869741520
2007-07-09,39653645360
2007-07-10,39082534080
2007-07-11,39298630240
2007-07-12,39699951680
2007-07-13,39314065680
2007-07-16,39545597280
2007-07-17,39422113760
2007-07-18,39653645360
2007-07-19,40116708560
2007-07-20,39036227760
2007-07-23,39823435200
2007-07-24,38773825280
2007-07-25,38619470880
2007-07-26,37724215360
2007-07-27,36937007920
2007-07-30,37523554640
2007-07-31,37430942000
2007-08-01,37616167280
2007-08-02,37816828000
2007-08-03,37724215360
2007-08-06,39221453040
2007-08-07,40101273120
2007-08-08,41567639920
2007-08-09,40564336320
2007-08-10,40780432480
2007-08-13,39792564320
2007-08-14,38742954400
2007-08-15,38650341760
2007-08-16,38295326640
2007-08-17,38943615120
2007-08-20,38681212640
2007-08-21,38665777200
2007-08-22,38495987360
2007-08-23,38511422800
2007-08-24,38789260720
2007-08-27,38403374720
2007-08-28,37508119200
2007-08-29,38017488720
2007-08-30,37955746960
2007-08-31,38326197520
2007-09-04,38094665920
2007-09-05,38187278560
2007-09-06,39067098640
2007-09-07,38295326640
2007-09-10,38156407680
2007-09-11,38372503840
2007-09-12,38588600000
2007-09-13,38511422800
2007-09-14,38465116480
2007-09-17,38387939280
2007-09-18,39576468160
2007-09-19,39838870640
2007-09-20,39653645360
2007-09-21,40193885760
2007-09-24,39777128880
2007-09-25,40132144000
2007-09-26,39869741520
2007-09-27,39916047840
2007-09-28,39591903600
2007-10-01,40777621020
2007-10-02,40962903660
2007-10-03,41024664540
2007-10-04,41024664540
2007-10-05,40623218820
2007-10-08,40576898160
2007-10-09,40530577500
2007-10-10,40067370900
2007-10-11,39418881660
2007-10-12,38878473960
2007-10-15,38353506480
2007-10-16,38384386920
2007-10-17,37813098780
2007-10-18,38168223840
2007-10-19,37967500980
2007-10-22,38137343400
2007-10-23,38276305380
2007-10-24,39048316380
2007-10-25,39789446940
2007-10-26,39943849140
2007-10-29,40221773100
2007-10-30,40360735080
2007-10-31,40345294860
2007-11-01,39974729580
2007-11-02,39928408920
2007-11-05,39897528480
2007-11-06,40144572000
2007-11-07,39696805620
2007-11-08,39835767600
2007-11-09,39974729580
2007-11-12,40376175300
2007-11-13,40700419920
2007-11-14,40113691560
2007-11-15,40237213320
2007-11-16,40777621020
2007-11-19,40499697060
2007-11-20,41055544980
2007-11-21,40422495960
2007-11-23,40993784100
2007-11-26,40067370900
2007-11-27,41302588500
2007-11-28,41673153780
2007-11-29,42105479940
2007-11-30,42476045220
2007-12-03,42105479940
2007-12-04,42476045220
2007-12-05,42954692040
2007-12-06,42954692040
2007-12-07,43001012700
2007-12-10,43510539960
2007-12-11,42908371380
2007-12-12,42923811600
2007-12-13,43124534460
2007-12-14,42476045220
2007-12-17,41935637520
2007-12-18,42615007200
2007-12-19,42275322360
2007-12-20,42553246320
2007-12-21,43031893140
2007-12-24,43093654020
2007-12-26,42753969180
2007-12-27,42090039720
2007-12-28,42275322360
2007-12-31,41472430920
2008-01-02,41225387400
2008-01-03,40978343880
2008-01-04,41209947180
2008-01-07,42476045220
2008-01-08,43587741060
2008-01-09,44344311840
2008-01-10,44406072720
2008-01-11,44683996680
2008-01-14,44267110740
2008-01-15,44081828100
2008-01-16,44683996680
2008-01-17,44128148760
2008-01-18,43896545460
2008-01-22,42460605000
2008-01-23,42815730060
2008-01-24,42151800600
2008-01-25,40978343880
2008-01-28,41688594000
2008-01-29,41549632020
2008-01-30,41333468940
2008-01-31,41503311360
2008-02-01,42506925660
2008-02-04,42877490940
2008-02-05,42352523460
2008-02-06,42645887640
2008-02-07,42923811600
2008-02-08,41951077740
2008-02-11,41611392900
2008-02-12,41333468940
2008-02-13,41750354880
2008-02-14,40901142780
2008-02-15,41040104760
2008-02-19,41040104760
2008-02-20,41070985200
2008-02-21,40530577500
2008-02-22,40283533980
2008-02-25,40978343880
2008-02-26,41040104760
2008-02-27,40283533980
2008-02-28,40051930680
2008-02-29,39557843640
2008-03-03,39326240340
2008-03-04,39326240340
2008-03-05,39140957700
2008-03-06,38477028240
2008-03-07,37705017240
2008-03-10,37380772620
2008-03-11,37566055260
2008-03-12,37921180320
2008-03-13,38816713080
2008-03-14,37952060760
2008-03-17,38816713080
2008-03-18,39758566500
2008-03-19,40175452440
2008-03-20,41117305860
2008-03-24,40947463440
2008-03-25,40283533980
2008-03-26,39912968700
2008-03-27,39557843640
2008-03-28,39202718580
2008-03-31,40619554680
2008-04-01,40681146120
2008-04-02,40003640280
2008-04-03,40173016740
2008-04-04,40403984640
2008-04-07,40419382500
2008-04-08,39772672380
2008-04-09,39680285220
2008-04-10,39711080940
2008-04-11,38894994360
2008-04-14,38648628600
2008-04-15,38232886380
2008-04-16,37832542020
2008-04-17,37509186960
2008-04-18,37355208360
2008-04-21,37216627620
2008-04-22,37216627620
2008-04-23,37247423340
2008-04-24,37155036180
2008-04-25,37770950580
2008-04-28,38017316340
2008-04-29,39387725880
2008-04-30,38864198640
2008-05-01,39464715180
2008-05-02,39172155840
2008-05-05,39048972960
2008-05-06,38725617900
2008-05-07,37786348440
2008-05-08,37770950580
2008-05-09,38140499220
2008-05-12,38879596500
2008-05-13,40065231720
2008-05-14,40388586780
2008-05-15,40419382500
2008-05-16,40296199620
2008-05-19,40557963240
2008-05-20,40280801760
2008-05-21,40049833860
2008-05-22,40403984640
2008-05-23,39972844560
2008-05-27,40219210320
2008-05-28,39849661680
2008-05-29,41220071220
2008-05-30,41512630560
2008-06-02,41019899040
2008-06-03,41050694760
2008-06-04,41250866940
2008-06-05,41050694760
2008-06-06,40342393200
2008-06-09,40357791060
2008-06-10,39942048840
2008-06-11,39403123740
2008-06-12,39726478800
2008-06-13,39865059540
2008-06-16,40019038140
2008-06-17,39464715180
2008-06-18,39125962260
2008-06-19,39880457400
2008-06-20,39295338720
2008-06-23,39988242420
2008-06-24,39587898060
2008-06-25,39433919460
2008-06-26,38848800780
2008-06-27,39048972960
2008-06-30,39166492260
2008-07-01,40078419270
2008-07-02,40109332050
2008-07-03,40480285410
2008-07-07,40062962880
2008-07-08,42427790550
2008-07-09,42087749970
2008-07-10,42412334160
2008-07-11,41732253000
2008-07-14,41577689100
2008-07-15,42783287520
2008-07-16,42118662750
2008-07-17,42520528890
2008-07-18,42582354450
2008-07-21,41979555240
2008-07-22,42659636400
2008-07-23,42134119140
2008-07-24,42118662750
2008-07-25,42458703330
2008-07-28,41562232710
2008-07-29,41361299640
2008-07-30,42041380800
2008-07-31,41654971050
2008-08-01,41454037980
2008-08-04,42335052210
2008-08-05,43416999510
2008-08-06,43463368680
2008-08-07,43154240880
2008-08-08,43648845360
2008-08-11,43556107020
2008-08-12,43540650630
2008-08-13,43216066440
2008-08-14,43401543120
2008-08-15,44081624280
2008-08-18,43602476190
2008-08-19,43525194240
2008-08-20,43138784490
2008-08-21,42922395030
2008-08-22,43246979220
2008-08-25,42706005570
2008-08-26,42566898060
2008-08-27,42675092790
2008-08-28,43447912290
2008-08-29,42458703330
2008-09-02,43633388970
2008-09-03,42829656690
2008-09-04,41824991340
2008-09-05,42149575530
2008-09-08,43200610050
2008-09-09,42505072500
2008-09-10,42814200300
2008-09-11,43849778430
2008-09-12,43695214530
2008-09-15,43246979220
2008-09-16,44220731790
2008-09-17,42335052210
2008-09-18,42953307810
2008-09-19,43416999510
2008-09-22,42257770260
2008-09-23,43262435610
2008-09-24,43509737850
2008-09-25,43865234820
2008-09-26,43927060380
2008-09-29,42443246940
2008-09-30,42585880850
2008-10-01,43111441630
2008-10-02,43559714060
2008-10-03,43266018330
2008-10-06,41704793660
2008-10-07,41318351910
2008-10-08,40885537150
2008-10-09,37160238680
2008-10-10,36572847220
2008-10-13,40081738310
2008-10-14,40514553070
2008-10-15,39849873260
2008-10-16,40947367830
2008-10-17,41009198510
2008-10-20,42554965510
2008-10-21,41411097930
2008-10-22,39834415590
2008-10-23,40684587440
2008-10-24,40159026660
2008-10-27,39324312480
2008-10-28,40669129770
2008-10-29,40050822970
2008-10-30,40344518700
2008-10-31,40777333460
2008-11-03,41411097930
2008-11-04,41720251330
2008-11-05,40808248800
2008-11-06,39741669570
2008-11-07,40900994820
2008-11-10,40947367830
2008-11-11,40792791130
2008-11-12,40298145690
2008-11-13,42261269780
2008-11-14,40715502780
2008-11-17,40916452490
2008-11-18,41828455020
2008-11-19,40313603360
2008-11-20,37237527030
2008-11-21,38103156550
2008-11-24,37546680430
2008-11-25,37871291500
2008-11-26,37994952860
2008-11-28,38736921020
2008-12-01,37082950330
2008-12-02,38427767620
2008-12-03,39308854810
2008-12-04,38474140630
2008-12-05,39015159080
2008-12-08,39138820440
2008-12-09,38427767620
2008-12-10,38103156550
2008-12-11,37732172470
2008-12-12,37531222760
2008-12-15,38180444900
2008-12-16,39308854810
2008-12-17,38505055970
2008-12-18,38443225290
2008-12-19,38659632670
2008-12-22,38984243740
2008-12-23,38798751700
2008-12-24,38937870730
2008-12-26,38829667040
2008-12-29,38582344320
2008-12-30,39308854810
2008-12-31,39463431510
2009-01-02,39602550540
2009-01-05,38922413060
2009-01-06,37654884120
2009-01-07,37453934410
2009-01-08,37855833830
2009-01-09,37840376160
2009-01-12,37021119650
2009-01-13,37021119650
2009-01-14,36588304890
2009-01-15,36402812850
2009-01-16,36912915960
2009-01-20,36387355180
2009-01-21,38690548010
2009-01-22,39200651120
2009-01-23,39046074420
2009-01-26,39973534620
2009-01-27,40220857340
2009-01-28,40638214430
2009-01-29,40978283170
2009-01-30,40993740840
2009-02-02,41086486860
2009-02-03,42137608420
2009-02-04,41349267250
2009-02-05,41797539680
2009-02-06,42261269780
2009-02-09,42338558130
2009-02-10,41256521230
2009-02-11,41194690550
2009-02-12,41503843950
2009-02-13,40622756760
2009-02-17,39880788600
2009-02-18,40081738310
2009-02-19,40267230350
2009-02-20,39958076950
2009-02-23,39494346850
2009-02-24,40483637730
2009-02-25,39648923550
2009-02-26,37407561400
2009-02-27,35011622550
2009-03-02,34779757500
2009-03-03,33883212640
2009-03-04,34887961190
2009-03-05,34053247010
2009-03-06,34671553810
2009-03-09,34501519440
2009-03-10,34748842160
2009-03-11,32878464090
2009-03-12,34501519440
2009-03-13,34640638470
2009-03-16,35382606630
2009-03-17,36340982170
2009-03-18,35954540420
2009-03-19,35150741580
2009-03-20,35150741580
2009-03-23,36062744110
2009-03-24,34362400410
2009-03-25,34037789340
2009-03-26,34346942740
2009-03-27,34455146430
2009-03-30,35413521970
2009-03-31,35393820000
2009-04-01,34649340000
2009-04-02,33672210000
2009-04-03,32741610000
2009-04-06,32167739999
2009-04-07,31842030000
2009-04-08,32400390000
