,MRK
2009-04-13,52412400000
2009-04-14,51673900000
2009-04-15,52813300000
2009-04-16,52011500000
2009-04-17,51758300000
2009-04-20,50745500000
2009-04-21,47369500000
2009-04-22,46209000000
2009-04-23,46736500000
2009-04-24,47179600000
2009-04-27,47158500000
2009-04-28,46609900000
2009-04-29,48086900000
2009-04-30,48762100000
2009-05-01,48888700000
2009-05-04,49542800000
2009-05-05,49479500000
2009-05-06,49521700000
2009-05-07,50724400000
2009-05-08,49943700000
2009-05-11,49099700000
2009-05-12,50260200000
2009-05-13,51652800000
2009-05-14,52412400000
2009-05-15,51251900000
2009-05-18,51779400000
2009-05-19,51842700000
2009-05-20,52496800000
2009-05-21,52560100000
2009-05-22,52644500000
2009-05-26,53446300000
2009-05-27,53572900000
2009-05-28,53868300000
2009-05-29,55493000000
2009-06-01,55387500000
2009-06-02,55725100000
2009-06-03,55514100000
2009-06-04,53467400000
2009-06-05,52454600000
2009-06-08,52159200000
2009-06-09,51737200000
2009-06-10,51484000000
2009-06-11,52686700000
2009-06-12,52475700000
2009-06-15,50218000000
2009-06-16,49141900000
2009-06-17,49838200000
2009-06-18,51610600000
2009-06-19,52138100000
2009-06-22,50661100000
2009-06-23,50513400000
2009-06-24,51209700000
2009-06-25,53467400000
2009-06-26,54332500000
2009-06-29,56041600000
2009-06-30,56228606000
2009-07-01,56418425000
2009-07-02,54309325000
2009-07-06,56080969000
2009-07-07,55553694000
2009-07-08,56397334000
2009-07-09,54309325000
2009-07-10,53191502000
2009-07-13,53929687000
2009-07-14,54625690000
2009-07-15,55722422000
2009-07-16,56038787000
2009-07-17,55659149000
2009-07-20,56186424000
2009-07-21,59624257000
2009-07-22,59223528000
2009-07-23,60826444000
2009-07-24,62323905000
2009-07-27,61880994000
2009-07-28,60362442000
2009-07-29,60067168000
2009-07-30,60214805000
2009-07-31,60362442000
2009-08-03,60362442000
2009-08-04,60003895000
2009-08-05,59539893000
2009-08-06,59054800000
2009-08-07,60531170000
2009-08-10,61543538000
2009-08-11,60995172000
2009-08-12,61817721000
2009-08-13,62302814000
2009-08-14,62302814000
2009-08-17,62091904000
2009-08-18,61754448000
2009-08-19,63315182000
2009-08-20,63019908000
2009-08-21,65487555000
2009-08-24,65361009000
2009-08-25,66267922000
2009-08-26,65719556000
2009-08-27,66099194000
2009-08-28,65002462000
2009-08-31,65213372000
2009-09-01,63926821000
2009-09-02,61965358000
2009-09-03,60805353000
2009-09-04,61733357000
2009-09-08,62281723000
2009-09-09,63441728000
2009-09-10,64264277000
2009-09-11,65445373000
2009-09-14,66141376000
2009-09-15,65761738000
2009-09-16,64686097000
2009-09-17,64369732000
2009-09-18,64116640000
2009-09-21,63990094000
2009-09-22,62998817000
2009-09-23,62998817000
2009-09-24,62366087000
2009-09-25,62851180000
2009-09-28,64411914000
2009-09-29,64053367000
2009-09-30,63610456000
2009-10-01,62703543000
2009-10-02,63652638000
2009-10-05,63884639000
2009-10-06,65382100000
2009-10-07,64728279000
2009-10-08,65213372000
2009-10-09,65487555000
2009-10-12,66078103000
2009-10-13,65192281000
2009-10-14,66162467000
2009-10-15,66963925000
2009-10-16,66795197000
2009-10-19,67828655999
2009-10-20,67807565000
2009-10-21,65719556000
2009-10-22,66099194000
2009-10-23,65213372000
2009-10-26,64390823000
2009-10-27,65213372000
2009-10-28,64454096000
2009-10-29,62956635000
2009-10-30,62197359000
2009-11-02,62872271000
2009-11-03,61670084000
2009-11-04,65635192000
2009-11-05,65782829000
2009-11-06,65550828000
2009-11-09,67238108000
2009-11-10,67596654999
2009-11-11,66816288000
2009-11-12,66331195000
2009-11-13,66563196000
2009-11-16,67997384000
2009-11-17,68967570000
2009-11-18,70675941000
2009-11-19,71055579000
2009-11-20,73333407000
2009-11-23,73249043000
2009-11-24,72848314000
2009-11-25,73544317000
2009-11-27,72974860000
2009-11-30,72827223000
2009-12-01,74177047000
2009-12-02,74008319000
2009-12-03,73945046000
2009-12-04,73797409000
2009-12-07,73797409000
2009-12-08,73101406000
2009-12-09,74704322000
2009-12-10,75505780000
2009-12-11,74556685000
2009-12-14,75948691000
2009-12-15,76412693000
2009-12-16,75927600000
2009-12-17,74978505000
2009-12-18,75210506000
2009-12-21,75801054000
2009-12-22,75927600000
2009-12-23,74915232000
2009-12-24,74387957000
2009-12-28,74999596000
2009-12-29,74619958000
2009-12-30,74535594000
2009-12-31,108618642472
2010-01-04,110021581309
2010-01-05,110458051170
2010-01-06,111954519264
2010-01-07,112141577776
2010-01-08,112079224938
2010-01-11,112515694799
2010-01-12,111611578659
2010-01-13,115726865917
2010-01-14,118875684198
2010-01-15,117348039685
2010-01-19,120746269315
2010-01-20,121962149641
2010-01-21,119156271965
2010-01-22,115539807405
2010-01-25,115228043219
2010-01-26,114698044102
2010-01-27,114853926196
2010-01-28,112889811823
2010-01-29,113513340195
2010-02-01,113856280800
2010-02-02,117535098197
2010-02-03,115103337545
2010-02-04,110302169077
2010-02-05,109179818007
2010-02-08,108774524565
2010-02-09,108431583960
2010-02-10,107620997076
2010-02-11,109647464286
2010-02-12,109740993542
2010-02-16,111954519264
2010-02-17,110988050287
2010-02-18,110863344612
2010-02-19,111455696566
2010-02-22,110333345496
2010-02-23,108525113216
2010-02-24,109772169961
2010-02-25,108712171727
2010-02-26,109647464286
2010-03-01,110800991775
2010-03-02,111143932380
2010-03-03,110613933263
2010-03-04,110395698333
2010-03-05,111455696566
2010-03-08,111019226705
2010-03-09,110115110565
2010-03-10,109023935914
2010-03-11,109647464286
2010-03-12,110458051170
2010-03-15,112235107032
2010-03-16,112796282567
2010-03-17,113201576009
2010-03-18,114292750660
2010-03-19,113139223171
2010-03-22,113856280800
2010-03-23,114448632754
2010-03-24,112983341078
2010-03-25,112297459869
2010-03-26,111268638054
2010-03-29,112640400474
2010-03-30,111954519264
2010-03-31,110900223000
2010-04-01,111990228000
2010-04-05,111024795000
2010-04-06,110619936000
2010-04-07,109249644000
2010-04-08,109218501000
2010-04-09,109779075000
2010-04-12,109436502000
2010-04-13,108969357000
2010-04-14,107536779000
2010-04-15,107038490999
2010-04-16,106041914999
2010-04-19,106602488999
2010-04-20,107069634000
2010-04-21,103176759000
2010-04-22,100280460000
2010-04-23,105294483000
2010-04-26,103924190999
2010-04-27,102398184000
2010-04-28,102616185000
2010-04-29,104671623000
2010-04-30,104048762999
2010-05-03,104733909000
2010-05-04,106353345000
2010-05-05,105699342000
2010-05-06,101775324000
2010-05-07,99439599000
2010-05-10,101713037999
2010-05-11,99501885000
2010-05-12,99906744000
2010-05-13,98910168000
2010-05-14,97633305000
2010-05-17,97353018000
2010-05-18,96076155000
2010-05-19,96854730000
2010-05-20,94487862000
2010-05-21,95141865000
2010-05-24,94612434000
2010-05-25,95204151000
2010-05-26,96263013000
2010-05-27,99844458000
2010-05-28,100031315999
2010-06-01,99564171000
2010-06-02,102024468000
2010-06-03,101837610000
2010-06-04,98505309000
2010-06-07,98910168000
2010-06-08,100405032000
2010-06-09,100093602000
2010-06-10,102896472000
2010-06-11,103519332000
2010-06-14,103986477000
2010-06-15,106976205000
2010-06-16,106945062000
2010-06-17,106477917000
2010-06-18,105917343000
2010-06-21,104297907000
2010-06-22,104329050000
2010-06-23,105169911000
2010-06-24,105761628000
2010-06-25,106695918000
2010-06-28,106727061000
2010-06-29,105201054000
2010-06-30,102684486324
2010-07-01,101144527021
2010-07-02,100497744113
2010-07-06,101760510742
2010-07-07,104039650510
2010-07-08,105302417139
2010-07-09,106595982953
2010-07-12,105979999232
2010-07-13,107057970744
2010-07-14,106318790279
2010-07-15,107150368302
2010-07-16,105456413069
2010-07-19,105148421208
2010-07-20,104717232604
2010-07-21,103331269231
2010-07-22,103331269231
2010-07-23,102407293649
2010-07-26,103577662719
2010-07-27,103331269231
2010-07-28,102037703416
2010-07-29,102961678998
2010-07-30,101206125393
2010-08-02,102992478184
2010-08-03,102253297719
2010-08-04,103331269231
2010-08-05,102992478184
2010-08-06,102715285510
2010-08-09,103854855394
2010-08-10,105056023650
2010-08-11,102468892021
2010-08-12,102900080626
2010-08-13,102776883882
2010-08-16,102684486324
2010-08-17,104378441557
2010-08-18,103885654580
2010-08-19,101945305858
2010-08-20,101144527021
2010-08-23,102684486324
2010-08-24,101144527021
2010-08-25,101421719695
2010-08-26,101267723765
2010-08-27,102776883882
2010-08-30,102006904230
2010-08-31,103269670859
2010-09-01,104594035859
2010-09-02,103824056208
2010-09-03,104532437487
2010-09-07,104132048068
2010-09-08,105179220394
2010-09-09,105949200046
2010-09-10,107643155279
2010-09-13,106380388651
2010-09-14,107242765860
2010-09-15,107211966674
2010-09-16,106996372372
2010-09-17,106688380511
2010-09-20,107304364233
2010-09-21,107827950396
2010-09-22,108536331675
2010-09-23,107673954465
2010-09-24,109645102373
2010-09-27,109029118652
2010-09-28,109398708885
2010-09-29,108998319466
2010-09-30,108105143070
2010-10-01,107489159349
2010-10-04,107242765860
2010-10-05,108721126791
2010-10-06,108690327605
2010-10-07,107797151210
2010-10-08,108382335745
2010-10-11,108259139000
2010-10-12,107612356093
2010-10-13,109121516210
2010-10-14,109090717024
2010-10-15,108505532489
2010-10-18,109337110513
2010-10-19,107242765860
2010-10-20,108628729233
2010-10-21,108967520280
2010-10-22,108967520280
2010-10-25,109891495862
2010-10-26,108875122722
2010-10-27,107088769930
2010-10-28,108474733303
2010-10-29,106626782139
2010-11-01,106472786209
2010-11-02,107519958535
2010-11-03,107211966674
2010-11-04,107643155279
2010-11-05,104840429348
2010-11-08,104594035859
2010-11-09,102930879812
2010-11-10,102684486324
2010-11-11,103392867603
2010-11-12,101945305858
2010-11-15,101421719695
2010-11-16,100158953067
2010-11-17,101236924579
2010-11-18,103639261091
2010-11-19,103762457836
2010-11-22,104532437487
2010-11-23,102222498533
2010-11-24,103238871673
2010-11-26,102376494463
2010-11-29,101883707486
2010-11-30,101236924579
2010-12-01,102961678998
2010-12-02,103423666789
2010-12-03,103670060277
2010-12-06,103516064347
2010-12-07,103885654580
2010-12-08,103947252952
2010-12-09,104748031790
2010-12-10,105702806557
2010-12-13,106010798418
2010-12-14,107335163419
2010-12-15,107673954465
2010-12-16,108197540628
2010-12-17,107119569116
2010-12-20,107181167488
2010-12-21,106257191907
2010-12-22,106380388651
2010-12-23,106565183767
2010-12-27,106411187837
2010-12-28,106318790279
2010-12-29,106349589465
2010-12-30,105764404930
2010-12-31,106041461774
2011-01-03,106041461774
2011-01-04,106936196250
2011-01-05,107553254508
2011-01-06,109034194329
2011-01-07,109867222979
2011-01-10,109435282198
2011-01-11,108694812287
2011-01-12,109281017633
2011-01-13,102061436005
2011-01-14,100703907836
2011-01-18,99654908796
2011-01-19,99747467535
2011-01-20,100179408316
2011-01-21,99716614622
2011-01-24,99438938405
2011-01-25,98143116062
2011-01-26,97680322368
2011-01-27,97803734019
2011-01-28,97279234499
2011-01-31,97587763629
2011-02-01,100025143751
2011-02-02,99500644231
2011-02-03,96785587892
2011-02-04,96754734979
2011-02-07,97094117022
2011-02-08,97865439845
2011-02-09,97340940325
2011-02-10,97186675761
2011-02-11,97279234499
2011-02-14,96538764589
2011-02-15,96477058763
2011-02-16,96970705370
2011-02-17,97371793238
2011-02-18,96631323328
2011-02-22,95150383506
2011-02-23,94409913596
2011-02-24,94224796118
2011-02-25,94687589812
2011-02-28,95829147591
2011-03-01,95489765549
2011-03-02,95860000504
2011-03-03,97371793238
2011-03-04,97248381586
2011-03-07,96569617502
2011-03-08,97032411196
2011-03-09,97927145671
2011-03-10,96785587892
2011-03-11,96291941285
2011-03-14,95273795158
2011-03-15,93731149511
2011-03-16,91448033954
2011-03-17,92497032994
2011-03-18,93885414076
2011-03-21,95273795158
2011-03-22,95705735939
2011-03-23,95983412156
2011-03-24,96261088372
2011-03-25,95829147591
2011-03-28,95458912636
2011-03-29,96446205850
2011-03-30,97957998584
2011-03-31,97053231926
2011-04-01,97207382548
2011-04-04,97793154914
2011-04-05,97484853669
2011-04-06,98039795910
2011-04-07,97978135661
2011-04-08,98995529769
2011-04-11,98748888773
2011-04-12,98656398400
2011-04-13,98378927279
2011-04-14,99550472010
2011-04-15,101461939729
2011-04-18,99735452757
2011-04-19,99211340641
2011-04-20,100074584127
2011-04-21,100074584127
2011-04-25,100906997488
2011-04-26,103065106203
2011-04-27,104729932926
2011-04-28,105161554669
2011-04-29,105685666786
2011-05-02,106733891018
2011-05-03,107042192264
2011-05-04,107473814007
2011-05-05,106579740396
2011-05-06,106980532015
2011-05-09,107227173011
2011-05-10,108090416497
2011-05-11,107689624878
2011-05-12,109354451601
2011-05-13,109015320232
2011-05-16,109662752846
2011-05-17,109570262473
2011-05-18,110464336083
2011-05-19,109878563718
2011-05-20,108953659983
2011-05-23,108491208115
2011-05-24,108398717741
2011-05-25,107843775500
2011-05-26,106949701890
2011-05-27,106456419898
2011-05-31,108028756248
2011-06-01,106579740396
2011-06-02,106271439151
2011-06-03,105315705291
2011-06-06,104544952179
2011-06-07,104575782304
2011-06-08,105223214918
2011-06-09,105839817408
2011-06-10,104205820809
2011-06-13,103866689440
2011-06-14,104760763050
2011-06-15,103404237573
2011-06-16,103435067697
2011-06-17,104051670187
2011-06-20,105223214918
2011-06-21,105192384793
2011-06-22,104267481059
2011-06-23,102787635083
2011-06-24,101554430103
2011-06-27,101523599978
2011-06-28,102633484460
2011-06-29,103188426701
2011-06-30,103305500000
2011-07-01,104226500000
2011-07-05,103888800000
2011-07-06,104011600000
2011-07-07,104594900000
2011-07-08,105730800000
2011-07-11,104441400000
2011-07-12,104318599999
2011-07-13,105485200000
2011-07-14,106283399999
2011-07-15,105178200000
2011-07-18,103888800000
2011-07-19,104779100000
2011-07-20,104195800000
2011-07-21,105915000000
2011-07-22,105638699999
2011-07-25,105055400000
2011-07-26,104779100000
2011-07-27,102998499999
2011-07-28,102261700000
2011-07-29,99897800000
2011-08-01,97902300000
2011-08-02,96305900000
2011-08-03,95722600000
2011-08-04,92253500000
2011-08-05,92836800000
2011-08-08,87648500000
2011-08-09,91393900000
2011-08-10,87249400000
2011-08-11,91332500000
2011-08-12,91731600000
2011-08-15,94064800000
2011-08-16,93972700000
2011-08-17,94249000000
2011-08-18,90933400000
2011-08-19,91516700000
2011-08-22,91639500000
2011-08-23,93512200000
2011-08-24,94341100000
2011-08-25,93266600000
2011-08-26,93450800000
2011-08-29,95016500000
2011-08-30,95722600000
2011-08-31,96889200000
2011-09-01,96305900000
2011-09-02,94770900000
2011-09-06,94402500000
2011-09-07,96490100000
2011-09-08,95937500000
2011-09-09,93205200000
2011-09-12,93665700000
2011-09-13,92898200000
2011-09-14,94034100000
2011-09-15,95108600000
2011-09-16,95661200000
2011-09-19,94402500000
2011-09-20,95139300000
2011-09-21,93235900000
2011-09-22,91117600000
2011-09-23,90902700000
2011-09-26,92529800000
2011-09-27,94095500000
2011-09-28,93512200000
2011-09-29,95599800000
2011-09-30,94813348888
2011-10-03,91529243154
2011-10-04,90890667039
2011-10-05,91225159290
2011-10-06,91103525744
2011-10-07,91650876700
2011-10-10,93809872136
2011-10-11,92593536679
2011-10-12,94448448251
2011-10-13,94813348888
2011-10-14,95634375322
2011-10-17,93688238590
2011-10-18,95087024366
2011-10-19,94357223092
2011-10-20,95117432753
2011-10-21,96698668847
2011-10-24,97215611416
2011-10-25,95421516617
2011-10-26,97246019803
2011-10-27,99496240398
2011-10-28,101807277767
2011-10-31,100043591354
2011-11-01,98766439124
2011-11-02,99131339761
2011-11-03,100134816513
2011-11-04,98644805578
2011-11-07,99496240398
2011-11-08,99952366195
2011-11-09,97975821077
2011-11-10,101381560357
2011-11-11,104300765454
2011-11-14,103418922248
2011-11-15,103601372567
2011-11-16,101746460994
2011-11-17,101016659720
2011-11-18,101351151971
2011-11-21,98979297829
2011-11-22,98036637850
2011-11-23,96242543050
2011-11-25,96151317891
2011-11-28,99344198466
2011-11-29,99982774581
2011-11-30,103662189339
2011-12-01,103449330634
2011-12-02,102871571292
2011-12-05,102232995177
2011-12-06,102628304201
2011-12-07,103266880316
2011-12-08,102020136472
2011-12-09,103449330634
2011-12-12,102658712587
2011-12-13,101442377130
2011-12-14,103114838384
2011-12-15,105425875752
2011-12-16,105121791888
2011-12-19,105760368003
2011-12-20,107493646030
2011-12-21,108253855690
2011-12-22,108892431805
2011-12-23,109895908558
2011-12-27,109470191148
2011-12-28,108527531168
2011-12-29,109409374375
2011-12-30,109318149215
2012-01-03,111093266855
2012-01-04,111214946227
2012-01-05,112370900263
2012-01-06,111579984344
2012-01-09,111367045442
2012-01-10,111732083559
2012-01-11,111397465285
2012-01-12,112005862146
2012-01-13,111154106541
2012-01-17,112614259008
2012-01-18,112735938380
2012-01-19,113891892416
2012-01-20,113709373358
2012-01-23,112462159792
2012-01-24,112492579635
2012-01-25,112188381205
2012-01-26,112492579635
2012-01-27,111732083559
2012-01-30,112796778066
2012-01-31,111002007325
2012-02-01,112036281989
2012-02-02,111488724814
2012-02-03,111306205756
2012-02-06,111397465285
2012-02-07,112036281989
2012-02-08,111427885128
2012-02-09,110667389052
2012-02-10,109967732661
2012-02-13,110545709680
2012-02-14,110819488267
2012-02-15,110271931092
2012-02-16,110636969209
2012-02-17,111853762931
2012-02-21,110606549366
2012-02-22,110849908110
2012-02-23,111701663716
2012-02-24,110789068424
2012-02-27,110667389052
2012-02-28,111336625599
2012-02-29,110728228738
2012-03-01,109602694545
2012-03-02,110028572348
2012-03-05,111519144657
2012-03-06,108598839724
2012-03-07,108233801607
2012-03-08,108477160351
2012-03-09,109055137370
2012-03-12,110515289836
2012-03-13,111032427169
2012-03-14,110849908110
2012-03-15,110393610464
2012-03-16,110302350935
2012-03-19,109906892975
2012-03-20,109541854859
2012-03-21,109359335800
2012-03-22,109055137370
2012-03-23,110241511249
2012-03-26,112127541519
2012-03-27,112553419322
2012-03-28,111123686698
2012-03-29,110241511249
2012-03-30,111397465285
2012-04-02,111588738333
2012-04-03,112196520132
2012-04-04,112743523751
2012-04-05,112652356481
2012-04-09,112226909222
2012-04-10,111406403793
2012-04-11,111497571063
2012-04-12,110889789264
2012-04-13,109461502035
2012-04-16,109978116565
2012-04-17,111588738333
2012-04-18,111284847433
2012-04-19,111163291073
2012-04-20,112226909222
2012-04-23,110889789264
2012-04-24,110889789264
2012-04-25,111345625613
2012-04-26,111467181973
2012-04-27,111436792883
2012-04-30,113715974630
2012-05-01,114080643709
2012-05-02,113837530990
2012-05-03,113503251000
2012-05-04,112530800121
2012-05-07,111679905603
2012-05-08,111923018322
2012-05-09,110373174734
2012-05-10,111254458343
2012-05-11,110190840194
2012-05-14,110768232904
2012-05-15,109370334766
2012-05-16,110768232904
2012-05-17,110190840194
2012-05-18,109583058395
2012-05-21,108944887506
2012-05-22,108549829337
2012-05-23,108185160257
2012-05-24,108944887506
2012-05-25,108792942056
2012-05-29,108914498416
2012-05-30,108367494797
2012-05-31,108884109326
2012-06-01,107729323908
2012-06-04,108549829337
2012-06-05,108671385696
2012-06-06,109826171115
2012-06-07,111072123803
2012-06-08,111436792883
2012-06-11,111467181973
2012-06-12,112561189211
2012-06-13,111284847433
2012-06-14,112409243762
2012-06-15,112834691021
2012-06-18,112561189211
2012-06-19,113685585540
2012-06-20,113624807360
2012-06-21,114323756429
2012-06-22,116420603636
2012-06-25,115296207308
2012-06-26,116086323647
2012-06-27,117453832695
2012-06-28,117879279954
2012-06-29,120978967130
2012-07-02,121502173817
2012-07-03,121380397646
2012-07-05,120862848923
2012-07-06,120497520412
2012-07-09,122293718923
2012-07-10,120101747859
2012-07-11,119614643178
2012-07-12,124577022114
2012-07-13,126190556369
2012-07-16,125855671901
2012-07-17,128291195305
2012-07-18,127560538284
2012-07-19,127560538284
2012-07-20,126007892114
2012-07-23,125612119561
2012-07-24,123937697221
2012-07-25,123724588923
2012-07-26,125794783816
2012-07-27,130909382965
2012-07-30,129113184454
2012-07-31,128230307220
2012-08-01,128534747646
2012-08-02,127469206156
2012-08-03,128169419135
2012-08-06,129143628497
2012-08-07,127743202539
2012-08-08,127895422752
2012-08-09,128534747646
2012-08-10,129387180837
2012-08-13,128960964241
2012-08-14,128930520199
2012-08-15,127895422752
2012-08-16,127560538284
2012-08-17,125825227859
2012-08-20,127012545518
2012-08-21,124637910199
2012-08-22,124577022114
2012-08-23,124242137646
2012-08-24,125185902965
2012-08-27,124972794667
2012-08-28,124333469774
2012-08-29,125003238710
2012-08-30,125185902965
2012-08-31,124972794667
2012-09-04,125551231476
2012-09-05,126099224242
2012-09-06,128412971475
2012-09-07,127864978710
2012-09-10,128473859561
2012-09-11,128686967858
2012-09-12,129265404667
2012-09-13,129630733177
2012-09-14,126616772965
2012-09-17,127743202539
2012-09-18,127956310837
2012-09-19,129204516582
2012-09-20,130300502113
2012-09-21,130361390199
2012-09-24,131031159135
2012-09-25,130939827007
2012-09-26,130665830624
2012-09-27,131305155518
2012-09-28,130909382965
2012-10-01,130478247826
2012-10-02,131234906651
2012-10-03,132112630888
2012-10-04,133111420537
2012-10-05,133565415833
2012-10-08,133747013951
2012-10-09,133232485950
2012-10-10,131598102887
2012-10-11,131174373945
2012-10-12,131658635593
2012-10-15,134443140070
2012-10-16,136138055838
2012-10-17,136773649252
2012-10-18,138408032314
2012-10-19,135714326896
2012-10-22,134140476540
2012-10-23,132445560771
2012-10-24,132415294418
2012-10-25,133625948539
2012-10-26,133202219597
2012-10-31,131688901946
2012-11-01,132566626183
2012-11-02,132748224301
2012-11-05,131809967358
2012-11-06,132536359830
2012-11-07,128299070409
2012-11-08,126543621934
2012-11-09,127118682642
2012-11-12,127027883582
2012-11-13,126059360286
2012-11-14,124243379106
2012-11-15,123516986633
2012-11-16,124303911812
2012-11-19,125090836990
2012-11-20,125726430403
2012-11-21,126664687346
2012-11-23,127784542408
2012-11-26,127572677937
2012-11-27,126634420993
2012-11-28,128722799351
2012-11-29,129025462881
2012-11-30,127845075114
2012-12-03,128268804056
2012-12-04,128147738644
2012-12-05,128117472291
2012-12-06,128450402174
2012-12-07,128813598410
2012-12-10,128359603115
2012-12-11,130417715120
2012-12-12,130629579591
2012-12-13,126846285464
2012-12-14,125665897697
2012-12-17,125908028521
2012-12-18,127663476996
2012-12-19,125998827580
2012-12-20,121670739100
2012-12-21,119824491566
2012-12-24,119552094389
2012-12-26,119309963565
2012-12-27,118916500976
2012-12-28,117282117913
2012-12-31,117798342213
2013-01-02,118944944929
2013-01-03,121781277964
2013-01-04,120755370271
2013-01-07,121177802851
2013-01-08,121358845385
2013-01-09,122535621857
2013-01-10,123078749459
2013-01-11,124376220954
2013-01-14,124708132266
2013-01-15,123350313260
2013-01-16,122384753078
2013-01-17,122988228192
2013-01-18,123652050817
2013-01-22,124285699687
2013-01-23,123199444482
2013-01-24,123712398329
2013-01-25,125040043579
2013-01-28,123501182039
2013-01-29,125613344937
2013-01-30,125160738602
2013-01-31,124436568465
2013-02-01,120363111447
2013-02-04,117526778412
2013-02-05,119186334975
2013-02-06,118220774793
2013-02-07,117949210992
2013-02-08,118492338594
2013-02-11,119065639952
2013-02-12,119246682486
2013-02-13,118401817327
2013-02-14,118522512350
2013-02-15,119186334975
2013-02-19,121479540407
2013-02-20,122746838146
2013-02-21,122264058055
2013-02-22,123621877061
2013-02-25,122324405567
2013-02-26,122052841766
2013-02-27,123621877061
2013-02-28,122927880681
2013-03-01,122656316879
2013-03-04,124708132266
2013-03-05,124436568465
2013-03-06,125673692448
2013-03-07,124496915976
2013-03-08,123621877061
2013-03-11,125613344937
2013-03-12,129596280688
2013-03-13,128298809193
2013-03-14,127363422767
2013-03-15,126850468920
2013-03-18,125522823670
2013-03-19,125734039960
2013-03-20,126940990187
2013-03-21,125975430005
2013-03-22,126307341318
2013-03-25,125703866204
2013-03-26,127725507835
2013-03-27,126880642676
2013-03-28,127182380233
2013-04-01,123760536826
2013-04-02,125311567437
2013-04-03,126569950762
2013-04-04,126452891848
2013-04-05,125926126735
2013-04-08,126921127504
2013-04-09,126979656961
2013-04-10,130696277480
2013-04-11,131749807707
2013-04-12,131457160422
2013-04-15,129642747254
2013-04-16,131047454223
2013-04-17,130491424381
2013-04-18,129935394540
2013-04-19,132510690648
2013-04-22,133710544516
2013-04-23,135700546054
2013-04-24,133798338702
2013-04-25,132130249177
2013-04-26,133593485602
2013-04-29,133447161960
2013-04-30,131164513137
2013-05-01,127506422074
2013-05-02,127594216260
2013-05-03,127447892617
2013-05-06,125516420536
2013-05-07,126335832934
2013-05-08,125545685265
2013-05-09,126950392233
2013-05-10,128208775558
2013-05-13,128823334857
2013-05-14,130169512367
2013-05-15,130403630196
2013-05-16,129379364698
2013-05-17,128325834472
2013-05-20,126160244563
2013-05-21,132071719720
2013-05-22,130345100739
2013-05-23,132071719720
2013-05-24,131603484064
2013-05-28,132891132118
2013-05-29,130784071666
2013-05-30,131340101508
2013-05-31,130315836010
2013-06-03,135203045670
2013-06-04,137953930149
2013-06-05,135993193339
2013-06-06,135612751869
2013-06-07,134471427457
2013-06-10,135232310398
2013-06-11,132715543747
2013-06-12,131837601892
2013-06-13,133652015059
2013-06-14,133798338702
2013-06-17,133388632503
2013-06-18,133242308860
2013-06-19,132774073204
2013-06-20,129233041055
2013-06-21,131164513137
2013-06-24,129496423612
2013-06-25,128998923228
2013-06-26,130286571282
2013-06-27,131925396078
2013-06-28,129613482526
2013-07-01,129285590000
2013-07-02,129929530000
2013-07-03,129929530000
2013-07-05,131627190000
2013-07-08,132329670000
2013-07-09,132915069999
2013-07-10,133851709999
2013-07-11,134817620000
2013-07-12,135461560000
2013-07-15,135432290000
2013-07-16,134612730000
2013-07-17,134320030000
2013-07-18,132300400000
2013-07-19,133383390000
2013-07-22,133178500000
2013-07-23,133763900000
2013-07-24,133324849999
2013-07-25,134437110000
2013-07-26,135344480000
2013-07-29,134905430000
2013-07-30,134115140000
2013-07-31,134437110000
2013-08-01,135578640000
2013-08-02,135461560000
2013-08-05,135432290000
2013-08-06,135198130000
2013-08-07,135490830000
2013-08-08,135285940000
2013-08-09,135051780000
2013-08-12,135285940000
2013-08-13,135168860000
2013-08-14,135549370000
2013-08-15,133880980000
2013-08-16,133119959999
2013-08-19,132797990000
2013-08-20,132739450000
2013-08-21,132446750000
2013-08-22,133441930000
2013-08-23,133207770000
2013-08-26,132915069999
2013-08-27,131480840000
2013-08-28,131422300000
2013-08-29,131451569999
2013-08-30,131978430000
2013-09-03,131773540000
2013-09-04,133061420000
2013-09-05,132593099999
2013-09-06,132534560000
2013-09-09,133237040000
2013-09-10,133910250000
2013-09-11,134349300000
2013-09-12,133559010000
2013-09-13,133383390000
2013-09-16,134495650000
2013-09-17,133998060000
2013-09-18,135081050000
2013-09-19,134671270000
2013-09-20,133998060000
2013-09-23,133061420000
2013-09-24,132651640000
2013-09-25,133032150000
2013-09-26,133061420000
2013-09-27,133383390000
2013-09-30,132909712815
2013-10-01,136042166399
2013-10-02,135017532049
2013-10-03,134988256782
2013-10-04,134636953576
2013-10-07,133670869761
2013-10-08,133290291288
2013-10-09,131943628999
2013-10-10,132558409609
2013-10-11,132002179534
2013-10-14,130509140910
2013-10-15,130011461368
2013-10-16,131680151595
2013-10-17,131504499992
2013-10-18,130099287170
2013-10-21,129835809765
2013-10-22,129718708697
2013-10-23,129982186101
2013-10-24,129016102285
2013-10-25,129923635567
2013-10-28,126586255113
2013-10-29,127230310990
2013-10-30,126293502441
2013-10-31,125854373434
2013-11-01,126264227174
2013-11-04,127640164730
2013-11-05,126615530380
2013-11-06,128284220607
2013-11-07,127903642134
2013-11-08,130626241978
2013-11-11,131211747321
2013-11-12,132851162281
2013-11-13,132148555869
2013-11-14,133495218158
2013-11-15,134197824569
2013-11-18,134022172966
2013-11-19,134197824569
2013-11-20,134344200905
2013-11-21,135720138461
2013-11-22,136627671742
2013-11-25,138618389907
