,IFF
2004-08-23,3624680280
2004-08-24,3592661800
2004-08-25,3625622000
2004-08-26,3622796840
2004-08-27,3623738559
2004-08-30,3582302880
2004-08-31,3628447160
2004-09-01,3604904160
2004-09-02,3672708000
2004-09-03,3658582200
2004-09-07,3748987320
2004-09-08,3664232519
2004-09-09,3653873599
2004-09-10,3636922639
2004-09-13,3645398120
2004-09-14,3624680280
2004-09-15,3586069760
2004-09-16,3641631240
2004-09-17,3644456400
2004-09-20,3515440760
2004-09-21,3538983760
2004-09-22,3512615599
2004-09-23,3504140120
2004-09-24,3534275160
2004-09-27,3535216880
2004-09-28,3555934720
2004-09-29,3560643320
2004-09-30,3603215000
2004-10-01,3656980250
2004-10-04,3655093750
2004-10-05,3651320750
2004-10-06,3655093750
2004-10-07,3623023249
2004-10-08,3612647499
2004-10-11,3623966500
2004-10-12,3618307000
2004-10-13,3578690500
2004-10-14,3573974250
2004-10-15,3591896000
2004-10-18,3584350000
2004-10-19,3521152250
2004-10-20,3547563250
2004-10-21,3558882249
2004-10-22,3590009500
2004-10-25,3593782500
2004-10-26,3681504750
2004-10-27,3703199500
2004-10-28,3565484999
2004-10-29,3683391249
2004-11-01,3629625999
2004-11-02,3622080000
2004-11-03,3623023249
2004-11-04,3676788499
2004-11-05,3716405000
2004-11-08,3678675000
2004-11-09,3711688750
2004-11-10,3745645750
2004-11-11,3806013750
2004-11-12,3872041249
2004-11-15,3854119500
2004-11-16,3827708500
2004-11-17,3861665500
2004-11-18,3873927750
2004-11-19,3806013750
2004-11-22,3802240750
2004-11-23,3804127250
2004-11-24,3819219250
2004-11-26,3806957000
2004-11-29,3830538250
2004-11-30,3820162500
2004-12-01,3886190000
2004-12-02,3880530500
2004-12-03,3881473750
2004-12-06,3869211500
2004-12-07,3867325000
2004-12-08,3874871000
2004-12-09,3908828000
2004-12-10,3904111750
2004-12-13,3905055000
2004-12-14,3970139250
2004-12-15,3966366249
2004-12-16,4014472000
2004-12-17,3999380000
2004-12-20,4026734250
2004-12-21,4005039500
2004-12-22,3990890750
2004-12-23,4022018000
2004-12-27,4010699000
2004-12-28,4046542500
2004-12-29,4034280250
2004-12-30,4060691249
2004-12-31,4040883000
2005-01-03,3971082500
2005-01-04,3857892500
2005-01-05,3853176250
2005-01-06,3874871000
2005-01-07,3905055000
2005-01-10,3954104000
2005-01-11,3908828000
2005-01-12,3904111750
2005-01-13,3864495250
2005-01-14,3912600999
2005-01-18,3961650000
2005-01-19,3936182249
2005-01-20,3939012000
2005-01-21,3901282000
2005-01-24,3859779000
2005-01-25,3852233000
2005-01-26,3872984500
2005-01-27,3964479750
2005-01-28,3965423000
2005-01-31,3982401500
2005-02-01,3999380000
2005-02-02,4004096250
2005-02-03,3971082500
2005-02-04,3985231250
2005-02-07,3975798750
2005-02-08,3961650000
2005-02-09,3902225249
2005-02-10,3947501250
2005-02-11,3955990500
2005-02-14,3939012000
2005-02-15,3952217500
2005-02-16,3941841750
2005-02-17,3952217500
2005-02-18,3922976750
2005-02-22,3832424750
2005-02-23,3855062749
2005-02-24,3893736000
2005-02-25,3920147000
2005-02-28,3894679250
2005-03-01,3933352500
2005-03-02,3900338750
2005-03-03,3934295750
2005-03-04,3954104000
2005-03-07,3959763499
2005-03-08,3972968999
2005-03-09,3866381750
2005-03-10,3861665500
2005-03-11,3831481499
2005-03-14,3880530500
2005-03-15,3852233000
2005-03-16,3781489250
2005-03-17,3787148750
2005-03-18,3773943250
2005-03-21,3765454000
2005-03-22,3746589000
2005-03-23,3776773000
2005-03-24,3763567500
2005-03-28,3735270000
2005-03-29,3678675000
2005-03-30,3747532249
2005-03-31,3708102000
2005-04-01,3740958600
2005-04-04,3774753960
2005-04-05,3784141560
2005-04-06,3767243880
2005-04-07,3770998920
2005-04-08,3776631479
2005-04-11,3764427600
2005-04-12,3840467159
2005-04-13,3777570240
2005-04-14,3689326799
2005-04-15,3625491119
2005-04-18,3650837640
2005-04-19,3670551600
2005-04-20,3614226000
2005-04-21,3703408200
2005-04-22,3705285720
2005-04-25,3703408200
2005-04-26,3703408200
2005-04-27,3407698799
2005-04-28,3429290280
2005-04-29,3557900400
2005-05-02,3541941479
2005-05-03,3518472479
2005-05-04,3557900400
2005-05-05,3529737600
2005-05-06,3502513560
2005-05-09,3534431400
2005-05-10,3489370920
2005-05-11,3539125200
2005-05-12,3468718200
2005-05-13,3443371680
2005-05-16,3492187200
2005-05-17,3498758520
2005-05-18,3591695760
2005-05-19,3573859320
2005-05-20,3567288000
2005-05-23,3562594200
2005-05-24,3517533720
2005-05-25,3504391080
2005-05-26,3497819760
2005-05-27,3501574799
2005-05-31,3481860840
2005-06-01,3527860080
2005-06-02,3500636040
2005-06-03,3460269360
2005-06-06,3454636799
2005-06-07,3510962400
2005-06-08,3514717440
2005-06-09,3476228280
2005-06-10,3506268600
2005-06-13,3524105040
2005-06-14,3520350000
2005-06-15,3539125200
2005-06-16,3532553880
2005-06-17,3530676360
2005-06-20,3508146119
2005-06-21,3453698040
2005-06-22,3415208880
2005-06-23,3380474760
2005-06-24,3341046840
2005-06-27,3302557680
2005-06-28,3407698799
2005-06-29,3430229040
2005-06-30,3382223600
2005-07-01,3389693999
2005-07-05,3350474400
2005-07-06,3342070200
2005-07-07,3361680000
2005-07-08,3435450200
2005-07-11,3451324800
2005-07-12,3445722000
2005-07-13,3455060000
2005-07-14,3423310799
2005-07-15,3449457200
2005-07-18,3431715000
2005-07-19,3427046000
2005-07-20,3466265599
2005-07-21,3477471200
2005-07-22,3492412000
2005-07-25,3500816200
2005-07-26,3491478200
2005-07-27,3600732800
2005-07-28,3550307600
2005-07-29,3540969600
2005-08-01,3521359800
2005-08-02,3526962600
2005-08-03,3545638600
2005-08-04,3542837200
2005-08-05,3534433000
2005-08-08,3511088000
2005-08-09,3546572399
2005-08-10,3512955599
2005-08-11,3523227399
2005-08-12,3470000799
2005-08-15,3492412000
2005-08-16,3436383999
2005-08-17,3466265599
2005-08-18,3450391000
2005-08-19,3443854400
2005-08-22,3441053000
2005-08-23,3397164400
2005-08-24,3359812399
2005-08-25,3366348999
2005-08-26,3341136400
2005-08-29,3374753200
2005-08-30,3361680000
2005-08-31,3371018000
2005-09-01,3352342000
2005-09-02,3333666000
2005-09-06,3365415200
2005-09-07,3357944800
2005-09-08,3323394200
2005-09-09,3341136400
2005-09-12,3320592800
2005-09-13,3330864600
2005-09-14,3289777399
2005-09-15,3284174600
2005-09-16,3352342000
2005-09-19,3308453400
2005-09-20,3272968999
2005-09-21,3237484600
2005-09-22,3258962000
2005-09-23,3251491600
2005-09-26,3246822600
2005-09-27,3273902800
2005-09-28,3243087399
2005-09-29,3224411400
2005-09-30,3262307400
2005-10-03,3185417999
2005-10-04,3169857050
2005-10-05,3107613250
2005-10-06,3109443950
2005-10-07,3167111000
2005-10-10,3149719349
2005-10-11,3113105350
2005-10-12,3073745300
2005-10-13,3120428150
2005-10-14,3112190000
2005-10-17,3110359299
2005-10-18,3092967650
2005-10-19,3098459750
2005-10-20,3070999249
2005-10-21,3029808500
2005-10-24,3104867200
2005-10-25,3054522950
2005-10-26,3038046650
2005-10-27,2951088400
2005-10-28,2994109850
2005-10-31,3019739650
2005-11-01,2988617750
2005-11-02,2970310750
2005-11-03,2945596300
2005-11-04,2966649349
2005-11-07,2982210300
2005-11-08,2971226100
2005-11-09,2981294950
2005-11-10,3012416849
2005-11-11,2965734000
2005-11-14,2967564700
2005-11-15,2961157250
2005-11-16,2930950700
2005-11-17,2942850250
2005-11-18,2984956350
2005-11-21,2924543250
2005-11-22,2988617750
2005-11-23,3026147100
2005-11-25,3028893150
2005-11-28,3006009400
2005-11-29,3011501500
2005-11-30,2978548900
2005-12-01,3022485700
2005-12-02,3060015050
2005-12-05,3045369450
2005-12-06,3057269000
2005-12-07,3065507150
2005-12-08,3072829950
2005-12-09,3049946200
2005-12-12,3056353650
2005-12-13,3091136950
2005-12-14,3058184349
2005-12-15,3038962000
2005-12-16,3066422500
2005-12-19,3013332200
2005-12-20,3023401050
2005-12-21,3053607600
2005-12-22,3081983450
2005-12-23,3087475549
2005-12-27,3084729500
2005-12-28,3106697900
2005-12-29,3096629050
2005-12-30,3066422500
2006-01-03,3089306250
2006-01-04,3102121150
2006-01-05,3083814150
2006-01-06,3103036500
2006-01-09,3124089550
2006-01-10,3143311900
2006-01-11,3155211450
2006-01-12,3125920250
2006-01-13,3146057950
2006-01-17,3138735150
2006-01-18,3108528600
2006-01-19,3118597450
2006-01-20,3090221600
2006-01-23,3123174200
2006-01-24,3089306250
2006-01-25,3048115499
2006-01-26,3071914600
2006-01-27,3075576000
2006-01-30,3017908950
2006-01-31,3016993600
2006-02-01,3030723850
2006-02-02,3038962000
2006-02-03,3024316400
2006-02-06,3018824299
2006-02-07,3006924750
2006-02-08,3022485700
2006-02-09,3020655000
2006-02-10,3035300599
2006-02-13,3006009400
2006-02-14,3051776900
2006-02-15,3084729500
2006-02-16,3121343500
2006-02-17,3170772400
2006-02-21,3148804000
2006-02-22,3152465400
2006-02-23,3163449600
2006-02-24,3153380750
2006-02-27,3157957500
2006-02-28,3169857050
2006-03-01,3180841250
2006-03-02,3193656150
2006-03-03,3265053450
2006-03-06,3236677600
2006-03-07,3209217100
2006-03-08,3185417999
2006-03-09,3179925900
2006-03-10,3202809650
2006-03-13,3193656150
2006-03-14,3205555700
2006-03-15,3200063600
2006-03-16,3174433800
2006-03-17,3188164050
2006-03-20,3220201300
2006-03-21,3157957500
2006-03-22,3188164050
2006-03-23,3189079400
2006-03-24,3181756600
2006-03-27,3168941700
2006-03-28,3146057950
2006-03-29,3181756600
2006-03-30,3169857050
2006-03-31,3118624080
2006-04-03,3111354560
2006-04-04,3103176350
2006-04-05,3098632900
2006-04-06,3094089449
2006-04-07,3069554820
2006-04-10,3071372199
2006-04-11,3055924470
2006-04-12,3057741850
2006-04-13,3070463510
2006-04-17,3074098270
2006-04-18,3114080630
2006-04-19,3144976090
2006-04-20,3138615260
2006-04-21,3234936400
2006-04-24,3263105789
2006-04-25,3303088150
2006-04-26,3245840680
2006-04-27,3294909940
2006-04-28,3210401770
2006-05-01,3233119020
2006-05-02,3234936400
2006-05-03,3234936400
2006-05-04,3241297230
2006-05-05,3287640420
2006-05-08,3274918760
2006-05-09,3271284000
2006-05-10,3268557930
2006-05-11,3277644830
2006-05-12,3249475440
2006-05-15,3264014480
2006-05-16,3248566750
2006-05-17,3216762600
2006-05-18,3225849500
2006-05-19,3229484260
2006-05-22,3216762600
2006-05-23,3183141070
2006-05-24,3224940810
2006-05-25,3198588800
2006-05-26,3236753780
2006-05-30,3206767010
2006-05-31,3234027710
2006-06-01,3247658060
2006-06-02,3227666880
2006-06-05,3181323690
2006-06-06,3129528360
2006-06-07,3158606440
2006-06-08,3179506310
2006-06-09,3167693340
2006-06-12,3151336920
2006-06-13,3159515130
2006-06-14,3154971680
2006-06-15,3206767010
2006-06-16,3158606440
2006-06-19,3129528360
2006-06-20,3098632900
2006-06-21,3169510720
2006-06-22,3163149890
2006-06-23,3159515130
2006-06-26,3179506310
2006-06-27,3171328100
2006-06-28,3154971680
2006-06-29,3229484260
2006-06-30,3173467720
2006-07-03,3181572490
2006-07-05,3154556590
2006-07-06,3126640160
2006-07-07,3120336450
2006-07-10,3141048640
2006-07-11,3145551290
2006-07-12,3118535390
2006-07-13,3128441220
2006-07-14,3114032740
2006-07-17,3114032740
2006-07-18,3132943870
2006-07-19,3173467720
2006-07-20,3115833800
2006-07-21,3109530090
2006-07-24,3150954470
2006-07-25,3174368250
2006-07-26,3332861530
2006-07-27,3310348280
2006-07-28,3327458350
2006-07-31,3331961000
2006-08-01,3313950399
2006-08-02,3344568420
2006-08-03,3358976899
2006-08-04,3369783260
2006-08-07,3414809760
2006-08-08,3404903930
2006-08-09,3390495450
2006-08-10,3451731490
2006-08-11,3464338910
2006-08-14,3380589620
2006-08-15,3449930430
2006-08-16,3471543149
2006-08-17,3476946330
2006-08-18,3491354810
2006-08-21,3481448979
2006-08-22,3492255340
2006-08-23,3452632020
2006-08-24,3479647920
2006-08-25,3472443680
2006-08-28,3492255340
2006-08-29,3528276540
2006-08-30,3543585550
2006-08-31,3581407810
2006-09-01,3562496680
2006-09-05,3559795090
2006-09-06,3516569649
2006-09-07,3480548450
2006-09-08,3512067000
2006-09-11,3484150570
2006-09-12,3523773890
2006-09-13,3533679720
2006-09-14,3540883960
2006-09-15,3579606750
2006-09-18,3542685020
2006-09-19,3550789790
2006-09-20,3550789790
2006-09-21,3514768590
2006-09-22,3511166470
2006-09-25,3527376010
2006-09-26,3579606750
2006-09-27,3557093500
2006-09-28,3567899860
2006-09-29,3560695620
2006-10-02,3543837700
2006-10-03,3577801340
2006-10-04,3575120000
2006-10-05,3576013780
2006-10-06,3569757320
2006-10-09,3582270240
2006-10-10,3604614740
2006-10-11,3576907560
2006-10-12,3644834840
2006-10-13,3686842500
2006-10-16,3653772640
2006-10-17,3643047280
2006-10-18,3661816660
2006-10-19,3669860680
2006-10-20,3667179340
2006-10-23,3724381260
2006-10-24,3752982220
2006-10-25,3764601360
2006-10-26,3757451120
2006-10-27,3727062600
2006-10-30,3769070260
2006-10-31,3796777439
2006-11-01,3778901840
2006-11-02,4069380340
2006-11-03,4045248280
2006-11-06,4066699000
2006-11-07,4066699000
2006-11-08,4122113360
2006-11-09,4109600439
2006-11-10,4111388000
2006-11-13,4153395660
2006-11-14,4118538240
2006-11-15,4138201399
2006-11-16,4186465520
2006-11-17,4181996620
2006-11-20,4165908580
2006-11-21,4178421500
2006-11-22,4229366960
2006-11-24,4261543040
2006-11-27,4196297100
2006-11-28,4200766000
2006-11-29,4244561220
2006-11-30,4210597580
2006-12-01,4236517200
2006-12-04,4264224380
2006-12-05,4344664580
2006-12-06,4287462660
2006-12-07,4319638740
2006-12-08,4332151660
2006-12-11,4282993760
2006-12-12,4293719120
2006-12-13,4336620560
2006-12-14,4361646400
2006-12-15,4376840660
2006-12-18,4361646400
2006-12-19,4377734440
2006-12-20,4379522000
2006-12-21,4361646400
2006-12-22,4369690420
2006-12-26,4398291380
2006-12-27,4451024400
2006-12-28,4406335400
2006-12-29,4393822480
2007-01-03,4372371760
2007-01-04,4325001420
2007-01-05,4359858840
2007-01-08,4356283720
2007-01-09,4403654060
2007-01-10,4432255020
2007-01-11,4451024400
2007-01-12,4463537320
2007-01-16,4472475120
2007-01-17,4482306700
2007-01-18,4450130620
2007-01-19,4487669380
2007-01-22,4449236840
2007-01-23,4537721060
2007-01-24,4520739240
2007-01-25,4471581340
2007-01-26,4485881820
2007-01-29,4523420580
2007-01-30,4300869360
2007-01-31,4333045440
2007-02-01,4400078940
2007-02-02,4394716260
2007-02-05,4373265540
2007-02-06,4400972720
2007-02-07,4357177500
2007-02-08,4311594720
2007-02-09,4348239700
2007-02-12,4330364100
2007-02-13,4372371760
2007-02-14,4341983240
2007-02-15,4369690420
2007-02-16,4358071280
2007-02-20,4379522000
2007-02-21,4376840660
2007-02-22,4350921040
2007-02-23,4310700940
2007-02-26,4310700940
2007-02-27,4185571740
2007-02-28,4182890399
2007-03-01,4186465520
2007-03-02,4114069340
2007-03-05,4111388000
2007-03-06,4169483700
2007-03-07,4142670300
2007-03-08,4170377479
2007-03-09,4175740160
2007-03-12,4191828200
2007-03-13,4131051160
2007-03-14,4151608100
2007-03-15,4171271260
2007-03-16,4131051160
2007-03-19,4118538240
2007-03-20,4183784180
2007-03-21,4249923899
2007-03-22,4282099979
2007-03-23,4282993760
2007-03-26,4291037780
2007-03-27,4263330600
2007-03-28,4224004280
2007-03-29,4216854040
2007-03-30,4220429160
2007-04-02,4203662360
2007-04-03,4262517199
2007-04-04,4254491540
2007-04-05,4245574140
2007-04-09,4274109820
2007-04-10,4259841980
2007-04-11,4219713680
2007-04-12,4275001560
2007-04-13,4250924580
2007-04-16,4309779420
2007-04-17,4306212460
2007-04-18,4286594180
2007-04-19,4282135480
2007-04-20,4319588560
2007-04-23,4323155520
2007-04-24,4292836360
2007-04-25,4401628640
2007-04-26,4365067300
2007-04-27,4338315100
2007-04-30,4340098580
2007-05-01,4307104200
2007-05-02,4324939000
2007-05-03,4703928500
2007-05-04,4624563640
2007-05-07,4643290180
2007-05-08,4617429720
2007-05-09,4612971020
2007-05-10,4554116180
2007-05-11,4550549220
2007-05-14,4538064860
2007-05-15,4567492280
2007-05-16,4540740080
2007-05-17,4547874000
2007-05-18,4545198780
2007-05-21,4614754500
2007-05-22,4629914080
2007-05-23,4596027960
2007-05-24,4481885240
2007-05-25,4586218820
2007-05-29,4555007920
2007-05-30,4556791400
2007-05-31,4577301420
2007-06-01,4588002300
2007-06-04,4578193160
2007-06-05,4586218820
2007-06-06,4521121800
2007-06-07,4427489100
2007-06-08,4496153080
2007-06-11,4519338320
2007-06-12,4515771360
2007-06-13,4632589300
2007-06-14,4647748880
2007-06-15,4616537980
2007-06-18,4641506700
2007-06-19,4647748880
2007-06-20,4571950980
2007-06-21,4586218820
2007-06-22,4527363980
2007-06-25,4503287000
2007-06-26,4539848340
2007-06-27,4609404060
2007-06-28,4658449760
2007-06-29,4649532360
2007-07-02,4603020810
2007-07-03,4615209630
2007-07-05,4571678130
2007-07-06,4576031280
2007-07-09,4574290020
2007-07-10,4522922850
2007-07-11,4568195610
2007-07-12,4691825070
2007-07-13,4695307590
2007-07-16,4633492860
2007-07-17,4599538290
2007-07-18,4580384430
2007-07-19,4631751600
2007-07-20,4513345920
2007-07-23,4535111670
2007-07-24,4429765440
2007-07-25,4359244410
2007-07-26,4383622050
2007-07-27,4253027550
2007-07-30,4298300310
2007-07-31,4362726930
2007-08-01,4502898360
2007-08-02,4495933320
2007-08-03,4338349290
2007-08-06,4412352840
2007-08-07,4131139350
2007-08-08,4421059140
2007-08-09,4295688420
2007-08-10,4283499600
2007-08-13,4347055590
2007-08-14,4317454170
2007-08-15,4229520540
2007-08-16,4304394720
2007-08-17,4255639440
2007-08-20,4230391170
2007-08-21,4237356210
2007-08-22,4336608030
2007-08-23,4373174490
2007-08-24,4361856300
2007-08-27,4313101020
2007-08-28,4208625420
2007-08-29,4353150000
2007-08-30,4337478660
2007-08-31,4373174490
2007-09-04,4377527640
2007-09-05,4361856300
2007-09-06,4370562600
2007-09-07,4243450620
2007-09-10,4231261800
2007-09-11,4260863220
2007-09-12,4260863220
2007-09-13,4209496050
2007-09-14,4237356210
2007-09-17,4344443700
2007-09-18,4472426310
2007-09-19,4567324980
2007-09-20,4582996320
2007-09-21,4553394900
2007-09-24,4558618680
2007-09-25,4502898360
2007-09-26,4586478840
2007-09-27,4626527820
2007-09-28,4602150180
2007-10-01,4315107040
2007-10-02,4289412320
2007-10-03,4236416960
2007-10-04,4285397520
2007-10-05,4325545520
2007-10-08,4317515920
2007-10-09,4352043200
2007-10-10,4270944240
2007-10-11,4229190320
2007-10-12,4256490960
2007-10-15,4172180160
2007-10-16,4154515040
2007-10-17,4153712079
2007-10-18,4172180160
2007-10-19,4095898960
2007-10-22,4102322640
2007-10-23,4132835120
2007-10-24,4160135760
2007-10-25,4125608480
2007-10-26,4176997920
2007-10-29,4193860079
2007-10-30,4165756480
2007-10-31,4192254160
2007-11-01,4099110800
2007-11-02,4127214400
2007-11-05,4085460480
2007-11-06,4140864720
2007-11-07,4054145040
2007-11-08,4020420720
2007-11-09,3974652000
2007-11-12,3955380960
2007-11-13,3998740800
2007-11-14,3991514160
2007-11-15,3950563200
2007-11-16,3921656640
2007-11-19,3838951760
2007-11-20,3864646480
2007-11-21,3833331040
2007-11-23,3876690880
2007-11-26,3843769520
2007-11-27,3910415200
2007-11-28,3981075680
2007-11-29,3969031280
2007-11-30,4026041440
2007-12-03,3975454960
2007-12-04,3948154320
2007-12-05,3924065520
2007-12-06,3974652000
2007-12-07,3996331920
2007-12-10,4011588160
2007-12-11,3916035920
2007-12-12,3939321760
2007-12-13,3935306960
2007-12-14,3888735280
2007-12-17,3800409680
2007-12-18,3839754720
2007-12-19,3799606720
2007-12-20,3830119200
2007-12-21,3875887920
2007-12-24,3903991520
2007-12-26,3891947120
2007-12-27,3882311600
2007-12-28,3872676079
2007-12-31,3864646480
2008-01-02,3789971200
2008-01-03,3753838000
2008-01-04,3700842640
2008-01-07,3728143280
2008-01-08,3644635440
2008-01-09,3656679840
2008-01-10,3666315359
2008-01-11,3671133120
2008-01-14,3689601200
2008-01-15,3583610480
2008-01-16,3558718720
2008-01-17,3461560560
2008-01-18,3437471760
2008-01-22,3450319120
2008-01-23,3551492079
2008-01-24,3455136880
2008-01-25,3450319120
2008-01-28,3488058240
2008-01-29,3492876000
2008-01-30,3170086079
2008-01-31,3416594800
2008-02-01,3427033280
2008-02-04,3418200720
2008-02-05,3370826079
2008-02-06,3402141520
2008-02-07,3410171120
2008-02-08,3391703040
2008-02-11,3407762240
2008-02-12,3448713200
2008-02-13,3463969440
2008-02-14,3431851040
2008-02-15,3440683600
2008-02-19,3435865840
2008-02-20,3468787200
2008-02-21,3433456960
2008-02-22,3442289520
2008-02-25,3482437520
2008-02-26,3499299680
2008-02-27,3584413440
2008-02-28,3562733520
2008-02-29,3463166480
2008-03-03,3469590160
2008-03-04,3386082320
2008-03-05,3451925040
2008-03-06,3383673440
2008-03-07,3331481040
2008-03-10,3264032400
2008-03-11,3400535600
2008-03-12,3390097120
2008-03-13,3416594800
2008-03-14,3378855680
2008-03-17,3361993520
2008-03-18,3465575359
2008-03-19,3382870480
2008-03-20,3408565200
2008-03-24,3456742800
2008-03-25,3473604960
2008-03-26,3452728000
2008-03-27,3460757600
2008-03-28,3504117440
2008-03-31,3507569350
2008-04-01,3570474680
2008-04-02,3595955319
2008-04-03,3606306830
2008-04-04,3623028500
2008-04-07,3584011270
2008-04-08,3603121750
2008-04-09,3594362780
2008-04-10,3585603810
2008-04-11,3522698480
2008-04-14,3538623880
2008-04-15,3543401500
2008-04-16,3670804700
2008-04-17,3555345550
2008-04-18,3642935250
2008-04-21,3644527790
2008-04-22,3613473260
2008-04-23,3619843420
2008-04-24,3616658340
2008-04-25,3692303990
2008-04-28,3697877880
2008-04-29,3666027080
2008-04-30,3631787470
2008-05-01,3355481780
2008-05-02,3401665440
2008-05-05,3369814640
2008-05-06,3359463130
2008-05-07,3364240750
2008-05-08,3386536310
2008-05-09,3365037020
2008-05-12,3384147500
2008-05-13,3341148920
2008-05-14,3372999720
2008-05-15,3360259400
2008-05-16,3352296700
2008-05-19,3341148920
2008-05-20,3354685510
2008-05-21,3283021209
2008-05-22,3265503270
2008-05-23,3222504690
2008-05-27,3247189060
2008-05-28,3290187640
2008-05-29,3306113040
2008-05-30,3341148920
2008-06-02,3317260819
2008-06-03,3315668280
2008-06-04,3347519080
2008-06-05,3415202030
2008-06-06,3322834709
2008-06-09,3322038440
2008-06-10,3297354069
2008-06-11,3242411440
2008-06-12,3269484620
2008-06-13,3279836130
2008-06-16,3276651050
2008-06-17,3251170410
2008-06-18,3214541990
2008-06-19,3226486040
2008-06-20,3201801670
2008-06-23,3244800250
2008-06-24,3168358330
2008-06-25,3245596520
2008-06-26,3195431510
2008-06-27,3161988170
2008-06-30,3049687620
2008-07-01,3066864560
2008-07-02,2988006790
2008-07-03,3094191510
2008-07-07,3070768410
2008-07-08,3105903060
2008-07-09,3063741480
2008-07-10,3090287660
2008-07-11,3101999209
2008-07-14,3109026140
2008-07-15,3124641540
2008-07-16,3188664680
2008-07-17,3232387800
2008-07-18,3225360870
2008-07-21,3244880120
2008-07-22,3210526240
2008-07-23,3137914630
2008-07-24,3078576110
2008-07-25,3101218440
2008-07-28,3070768410
2008-07-29,3120737690
2008-07-30,3195691610
2008-07-31,3140256940
2008-08-01,3099656900
2008-08-04,3025483750
2008-08-05,3050468390
2008-08-06,3079356880
2008-08-07,3019237590
2008-08-08,3113710760
2008-08-11,3172268510
2008-08-12,3246441660
2008-08-13,3249564740
2008-08-14,3259714750
2008-08-15,3284699390
2008-08-18,3260495520
2008-08-19,3205841620
2008-08-20,3198033920
2008-08-21,3193349300
2008-08-22,3219114709
2008-08-25,3173830050
2008-08-26,3191006990
2008-08-27,3164460810
2008-08-28,3201937770
2008-08-29,3139476170
2008-09-02,3120737690
2008-09-03,3206622390
2008-09-04,3113710760
2008-09-05,3140256940
2008-09-08,3234730110
2008-09-09,3222237790
2008-09-10,3216772400
2008-09-11,3259714750
2008-09-12,3285480160
2008-09-15,3226922410
2008-09-16,3265180140
2008-09-17,3187103140
2008-09-18,3359653310
2008-09-19,3472084190
2008-09-22,3348722530
2008-09-23,3312026340
2008-09-24,3288603240
2008-09-25,3323737890
2008-09-26,3278453230
2008-09-29,3045003000
2008-09-30,3082851960
2008-10-01,3049257780
2008-10-02,2997694620
2008-10-03,2957069100
2008-10-06,3039101400
2008-10-07,2950037760
2008-10-08,2958631620
2008-10-09,2815661040
2008-10-10,2785191900
2008-10-13,3072695580
2008-10-14,2916443580
2008-10-15,2739097560
2008-10-16,2909412240
2008-10-17,2815661040
2008-10-20,2887536960
2008-10-21,2804723400
2008-10-22,2639877540
2008-10-23,2542220040
2008-10-24,2496125700
2008-10-27,2384405520
2008-10-28,2640658800
2008-10-29,2653940220
2008-10-30,2469562860
2008-10-31,2490656880
2008-11-03,2532063659
2008-11-04,2539095000
2008-11-05,2435187420
2008-11-06,2246903760
2008-11-07,2308623300
2008-11-10,2311748340
2008-11-11,2225028480
2008-11-12,2170340280
2008-11-13,2301591960
2008-11-14,2176590360
2008-11-17,2189871780
2008-11-18,2160965160
2008-11-19,2044557420
2008-11-20,1945337400
2008-11-21,2130496020
2008-11-24,2238309900
2008-11-25,2306279520
2008-11-26,2382061740
2008-11-28,2385968040
2008-12-01,2210184540
2008-12-02,2268779040
2008-12-03,2302373220
2008-12-04,2224247220
2008-12-05,2316435900
2008-12-08,2421906000
2008-12-09,2367217800
2008-12-10,2407062060
2008-12-11,2282841720
2008-12-12,2350811340
2008-12-15,2307060780
2008-12-16,2380499220
2008-12-17,2317217160
2008-12-18,2292216840
2008-12-19,2281279200
2008-12-22,2217997140
2008-12-23,2178152880
2008-12-24,2170340280
2008-12-26,2194559340
2008-12-29,2166433980
2008-12-30,2245341240
2008-12-31,2323955400
2009-01-02,2392767000
2009-01-05,2374000200
2009-01-06,2385729450
2009-01-07,2308316400
2009-01-08,2345850000
2009-01-09,2280948150
2009-01-12,2250452100
2009-01-13,2258271600
2009-01-14,2190241950
2009-01-15,2232467250
2009-01-16,2184768300
2009-01-20,2162091750
2009-01-21,2227775550
2009-01-22,2214482400
2009-01-23,2214482400
2009-01-26,2220738000
2009-01-27,2259053550
2009-01-28,2302842750
2009-01-29,2297369100
2009-01-30,2237940900
2009-02-02,2208226800
2009-02-03,2170693200
2009-02-04,2178512700
2009-02-05,2529608250
2009-02-06,2411533800
2009-02-09,2393548950
2009-02-10,2322391500
2009-02-11,2298151050
2009-02-12,2293459350
2009-02-13,2282512050
2009-02-17,2224647750
2009-02-18,2185550250
2009-02-19,2147234700
2009-02-20,2131595700
2009-02-23,2050272900
2009-02-24,2077641150
2009-02-25,2055746550
2009-02-26,2079205050
2009-02-27,2057310450
2009-03-02,1986153000
2009-03-03,2020558800
2009-03-04,2051054850
2009-03-05,1978333500
2009-03-06,2000228099
2009-03-09,2083114800
2009-03-10,2187896100
2009-03-11,2126122050
2009-03-12,2195715600
2009-03-13,2214482400
2009-03-16,2223865800
2009-03-17,2267655000
2009-03-18,2275474500
2009-03-19,2283294000
2009-03-20,2240286750
2009-03-23,2397458700
2009-03-24,2383383600
2009-03-25,2424045000
2009-03-26,2477999550
2009-03-27,2413097700
2009-03-30,2355233400
2009-03-31,2386601920
2009-04-01,2430479040
2009-04-02,2520583840
2009-04-03,2534687200
2009-04-06,2517449760
2009-04-07,2457902240
2009-04-08,2503346400
