,IFF
2009-04-09,2573079680
2009-04-13,2568378560
2009-04-14,2515099200
2009-04-15,2548790560
2009-04-16,2568378560
2009-04-17,2538604800
2009-04-20,2446149440
2009-04-21,2480624320
2009-04-22,2493160640
2009-04-23,2482191360
2009-04-24,2586399520
2009-04-27,2533120160
2009-04-28,2515099200
2009-04-29,2550357600
2009-04-30,2444582400
2009-05-01,2338023680
2009-05-04,2395220640
2009-05-05,2367013920
2009-05-06,2357611680
2009-05-07,2361529280
2009-05-08,2426561440
2009-05-11,2388168960
2009-05-12,2418726240
2009-05-13,2343508320
2009-05-14,2362312800
2009-05-15,2350560000
2009-05-18,2417159200
2009-05-19,2403839360
2009-05-20,2424994400
2009-05-21,2383467840
2009-05-22,2401488800
2009-05-26,2452417600
2009-05-27,2388168960
2009-05-28,2432046080
2009-05-29,2499428800
2009-06-01,2584048959
2009-06-02,2625575520
2009-06-03,2561326880
2009-06-04,2583265440
2009-06-05,2605204000
2009-06-08,2572296160
2009-06-09,2582481920
2009-06-10,2573079680
2009-06-11,2598152319
2009-06-12,2582481920
2009-06-15,2543305920
2009-06-16,2494727680
2009-06-17,2533903680
2009-06-18,2533120160
2009-06-19,2544089440
2009-06-22,2490810080
2009-06-23,2504913440
2009-06-24,2490026560
2009-06-25,2527635520
2009-06-26,2537821280
2009-06-29,2574646720
2009-06-30,2568225520
2009-07-01,2567440610
2009-07-02,2484240150
2009-07-06,2536044210
2009-07-07,2482670330
2009-07-08,2466187220
2009-07-09,2450489020
2009-07-10,2449704110
2009-07-13,2494443980
2009-07-14,2505432720
2009-07-15,2569010429
2009-07-16,2605116290
2009-07-17,2602761559
2009-07-20,2637297600
2009-07-21,2645931610
2009-07-22,2646716520
2009-07-23,2686746929
2009-07-24,2705584770
2009-07-27,2697735670
2009-07-28,2707939500
2009-07-29,2672618550
2009-07-30,2718928240
2009-07-31,2767592660
2009-08-03,2810762710
2009-08-04,2858642220
2009-08-05,2817041990
2009-08-06,2831170370
2009-08-07,2894748080
2009-08-10,2853932760
2009-08-11,2847653480
2009-08-12,2882189520
2009-08-13,2930069030
2009-08-14,2879834790
2009-08-17,2798989059
2009-08-18,2804483429
2009-08-19,2775441760
2009-08-20,2765237929
2009-08-21,2850008210
2009-08-24,2833525100
2009-08-25,2817826900
2009-08-26,2831955280
2009-08-27,2831170370
2009-08-28,2836664740
2009-08-31,2795849420
2009-09-01,2740120809
2009-09-02,2736196260
2009-09-03,2742475540
2009-09-04,2761313380
2009-09-08,2808407980
2009-09-09,2885329160
2009-09-10,2932423760
2009-09-11,2921435020
2009-09-14,2975593809
2009-09-15,3002280750
2009-09-16,3061933910
2009-09-17,3023473320
2009-09-18,3072922650
2009-09-21,3053299900
2009-09-22,3052514990
2009-09-23,2988152370
2009-09-24,2935563400
2009-09-25,2898672630
2009-09-28,2989722190
2009-09-29,2963820160
2009-09-30,2980311820
2009-10-01,2926095760
2009-10-02,2895451900
2009-10-05,2914309660
2009-10-06,2957525360
2009-10-07,2964597019
2009-10-08,3032956400
2009-10-09,3042385280
2009-10-12,3046313980
2009-10-13,3039242320
2009-10-14,3064386000
2009-10-15,3069100440
2009-10-16,3068314700
2009-10-19,3062028780
2009-10-20,3076172100
2009-10-21,3124887980
2009-10-22,3161817760
2009-10-23,3115459100
2009-10-26,3072243400
2009-10-27,3056528600
2009-10-28,2974025900
2009-10-29,3042385280
2009-10-30,2992883660
2009-11-02,3025884740
2009-11-03,3053385640
2009-11-04,3095815600
2009-11-05,3166532200
2009-11-06,3162603500
2009-11-09,3219176780
2009-11-10,3239606019
2009-11-11,3215248080
2009-11-12,3196390320
2009-11-13,3211319380
2009-11-16,3253749339
2009-11-17,3267892660
2009-11-18,3247463420
2009-11-19,3180675519
2009-11-20,3179104040
2009-11-23,3210533640
2009-11-24,3191675880
2009-11-25,3237248800
2009-11-27,3168103680
2009-11-30,3199533280
2009-12-01,3223105480
2009-12-02,3238820280
2009-12-03,3184604220
2009-12-04,3233320100
2009-12-07,3273392839
2009-12-08,3241963240
2009-12-09,3267892660
2009-12-10,3250606380
2009-12-11,3237248800
2009-12-14,3288321900
2009-12-15,3257678040
2009-12-16,3280464500
2009-12-17,3207390680
2009-12-18,3175961080
2009-12-21,3205033460
2009-12-22,3203461980
2009-12-23,3234105839
2009-12-24,3251392120
2009-12-28,3249820640
2009-12-29,3258463780
2009-12-30,3262392480
2009-12-31,3240474380
2010-01-04,3309001670
2010-01-05,3284583900
2010-01-06,3297974290
2010-01-07,3272768850
2010-01-08,3260953800
2010-01-11,3271193510
2010-01-12,3262529140
2010-01-13,3316878370
2010-01-14,3317666040
2010-01-15,3309789340
2010-01-19,3368076920
2010-01-20,3317666040
2010-01-21,3283008560
2010-01-22,3225508650
2010-01-25,3219207290
2010-01-26,3174310100
2010-01-27,3172734760
2010-01-28,3150680000
2010-01-29,3132563590
2010-02-01,3182974469
2010-02-02,3235748360
2010-02-03,3257803120
2010-02-04,3168796409
2010-02-05,3170371750
2010-02-08,3138864950
2010-02-09,3235748360
2010-02-10,3264104480
2010-02-11,3283796230
2010-02-12,3283008560
2010-02-16,3308214000
2010-02-17,3316090700
2010-02-18,3338145460
2010-02-19,3346022159
2010-02-22,3327905750
2010-02-23,3287734580
2010-02-24,3300337300
2010-02-25,3305850990
2010-02-26,3316878370
2010-03-01,3335782450
2010-03-02,3374378280
2010-03-03,3380679640
2010-03-04,3428727510
2010-03-05,3504343830
2010-03-08,3487015090
2010-03-09,3468111010
2010-03-10,3461021980
2010-03-11,3475987710
2010-03-12,3523247909
2010-03-15,3543727330
2010-03-16,3573658790
2010-03-17,3576021800
2010-03-18,3577597140
2010-03-19,3542939659
2010-03-22,3582323159
2010-03-23,3628008020
2010-03-24,3607528600
2010-03-25,3605953260
2010-03-26,3595713550
2010-03-29,3777665320
2010-03-30,3756398230
2010-03-31,3774891960
2010-04-01,3819237239
2010-04-05,3865958160
2010-04-06,3869917560
2010-04-07,3869917560
2010-04-08,3873876960
2010-04-09,3948313680
2010-04-12,3958608120
2010-04-13,3991075200
2010-04-14,4030669200
2010-04-15,4080557640
2010-04-16,3998994000
2010-04-19,4012455960
2010-04-20,4007704680
2010-04-21,3978405120
2010-04-22,4013247840
2010-04-23,4095603360
2010-04-26,4070263200
2010-04-27,3984740160
2010-04-28,3986323920
2010-04-29,4063136280
2010-04-30,3966526920
2010-05-03,4040171760
2010-05-04,3922181640
2010-05-05,3840618000
2010-05-06,3694912079
2010-05-07,3571378800
2010-05-10,3725003520
2010-05-11,3688577040
2010-05-12,3763013760
2010-05-13,3725795400
2010-05-14,3648191160
2010-05-17,3656901840
2010-05-18,3595135200
2010-05-19,3559500600
2010-05-20,3425672880
2010-05-21,3500109600
2010-05-24,3447053640
2010-05-25,3454972440
2010-05-26,3426464760
2010-05-27,3577713840
2010-05-28,3523866000
2010-06-01,3462891239
2010-06-02,3557124960
2010-06-03,3546038640
2010-06-04,3413002800
2010-06-07,3404292120
2010-06-08,3478728840
2010-06-09,3490607040
2010-06-10,3569795040
2010-06-11,3621267239
2010-06-14,3591967680
2010-06-15,3687785160
2010-06-16,3682242000
2010-06-17,3683033880
2010-06-18,3679866360
2010-06-21,3646607400
2010-06-22,3605429640
2010-06-23,3594343320
2010-06-24,3526241640
2010-06-25,3510404040
2010-06-28,3484272000
2010-06-29,3413002800
2010-06-30,3366323940
2010-07-01,3356801100
2010-07-02,3332200430
2010-07-06,3336168280
2010-07-07,3472662320
2010-07-08,3523450800
2010-07-09,3541702910
2010-07-12,3502817980
2010-07-13,3590110680
2010-07-14,3571858570
2010-07-15,3571065000
2010-07-16,3473455890
2010-07-19,3495675850
2010-07-20,3571065000
2010-07-21,3576619990
2010-07-22,3667880540
2010-07-23,3686926220
2010-07-26,3715494740
2010-07-27,3632963460
2010-07-28,3652802710
2010-07-29,3614711350
2010-07-30,3601220660
2010-08-02,3644073440
2010-08-03,3623440619
2010-08-04,3641692730
2010-08-05,3717081880
2010-08-06,3719462590
2010-08-09,3778980340
2010-08-10,3756760380
2010-08-11,3650422000
2010-08-12,3636137740
2010-08-13,3678196950
2010-08-16,3641692730
2010-08-17,3732159710
2010-08-18,3721843300
2010-08-19,3623440619
2010-08-20,3636931310
2010-08-23,3608362790
2010-08-24,3544877190
2010-08-25,3564716440
2010-08-26,3582968550
2010-08-27,3662325550
2010-08-30,3621059910
2010-08-31,3625821330
2010-09-01,3760728230
2010-09-02,3782948190
2010-09-03,3786916040
2010-09-07,3724224010
2010-09-08,3734540420
2010-09-09,3721843300
2010-09-10,3702797619
2010-09-13,3714701170
2010-09-14,3767870359
2010-09-15,3797232450
2010-09-16,3797232450
2010-09-17,3840085230
2010-09-20,3882144440
2010-09-21,3859130910
2010-09-22,3854369490
2010-09-23,3802787440
2010-09-24,3889286570
2010-09-27,3874208740
2010-09-28,3924997220
2010-09-29,3865479470
2010-09-30,3883977480
2010-10-01,3905590710
2010-10-04,3882376500
2010-10-05,3966427950
2010-10-06,3970430400
2010-10-07,3961625010
2010-10-08,3978435300
2010-10-11,3967228440
2010-10-12,3972031380
2010-10-13,4008053430
2010-10-14,3978435300
2010-10-15,3986440200
2010-10-18,3989642160
2010-10-19,3918398550
2010-10-20,3997647060
2010-10-21,3991243140
2010-10-22,3986440200
2010-10-25,4005651960
2010-10-26,4023262740
2010-10-27,3989642160
2010-10-28,3998447550
2010-10-29,4015257839
2010-11-01,4026464700
2010-11-02,4055282339
2010-11-03,4060085280
2010-11-04,4269813660
2010-11-05,4261008269
2010-11-08,4292227380
2010-11-09,4232991120
2010-11-10,4269013170
2010-11-11,4270614150
2010-11-12,4199370540
2010-11-15,4148139180
2010-11-16,4061686260
2010-11-17,4054481850
2010-11-18,4106513700
2010-11-19,4128927420
2010-11-22,4161747510
2010-11-23,4124924970
2010-11-24,4200971519
2010-11-26,4239395040
2010-11-29,4225786710
2010-11-30,4204173480
2010-12-01,4286623950
2010-12-02,4344259230
2010-12-03,4405096470
2010-12-06,4379480790
2010-12-07,4416303330
2010-12-08,4404295980
2010-12-09,4412300880
2010-12-10,4464332730
2010-12-13,4438717050
2010-12-14,4456327830
2010-12-15,4422707250
2010-12-16,4422707250
2010-12-17,4410699900
2010-12-20,4441919010
2010-12-21,4451524890
2010-12-22,4463532240
2010-12-23,4434714600
2010-12-27,4428310680
2010-12-28,4433113620
2010-12-29,4441118520
2010-12-30,4424308230
2010-12-31,4449923910
2011-01-03,4454726850
2011-01-04,4459529790
2011-01-05,4471537140
2011-01-06,4467534690
2011-01-07,4476340080
2011-01-10,4469936160
2011-01-11,4477140570
2011-01-12,4478741550
2011-01-13,4481143020
2011-01-14,4478741550
2011-01-18,4499554290
2011-01-19,4454726850
2011-01-20,4454726850
2011-01-21,4453125870
2011-01-24,4509160170
2011-01-25,4549985160
2011-01-26,4595613090
2011-01-27,4573199370
2011-01-28,4492349880
2011-01-31,4566795450
2011-02-01,4690871400
2011-02-02,4722891000
2011-02-03,4713285120
2011-02-04,4715686590
2011-02-07,4751708640
2011-02-08,4707681690
2011-02-09,4678864050
2011-02-10,4386685200
2011-02-11,4518766050
2011-02-14,4451524890
2011-02-15,4472337630
2011-02-16,4547583690
2011-02-17,4570797900
2011-02-18,4590810150
2011-02-22,4501955760
2011-02-23,4476340080
2011-02-24,4477140570
2011-02-25,4557189570
2011-02-28,4558790550
2011-03-01,4505958210
2011-03-02,4528371930
2011-03-03,4616425830
2011-03-04,4570797900
2011-03-07,4590810150
2011-03-08,4636438080
2011-03-09,4646043960
2011-03-10,4600416030
2011-03-11,4646844450
2011-03-14,4642041510
2011-03-15,4634036610
2011-03-16,4545182220
2011-03-17,4652447880
2011-03-18,4783728240
2011-03-21,4807742940
2011-03-22,4809343920
2011-03-23,4834959600
2011-03-24,4866979200
2011-03-25,4889392920
2011-03-28,4856572830
2011-03-29,4918210560
2011-03-30,4975845840
2011-03-31,5012097300
2011-04-01,5048300250
2011-04-04,5134382820
2011-04-05,5166563220
2011-04-06,5157713610
2011-04-07,5142427920
2011-04-08,5098984380
2011-04-11,5074044570
2011-04-12,5012097300
2011-04-13,4991984550
2011-04-14,4977503370
2011-04-15,4999225140
2011-04-18,4962217680
2011-04-19,5013706320
2011-04-20,5065194960
2011-04-21,5108638500
2011-04-25,5108638500
2011-04-26,5119901640
2011-04-27,5107029480
2011-04-28,5103006930
2011-04-29,5110247520
2011-05-02,5093352810
2011-05-03,5074044570
2011-05-04,5024969460
2011-05-05,5018533380
2011-05-06,5047495740
2011-05-09,5127142230
2011-05-10,5248623240
2011-05-11,5218856370
2011-05-12,5135187330
2011-05-13,5061172410
2011-05-16,5032210050
2011-05-17,5012901810
2011-05-18,5125533210
2011-05-19,5143232430
2011-05-20,5094961830
2011-05-23,5047495740
2011-05-24,5050713780
2011-05-25,5078871630
2011-05-26,5086112220
2011-05-27,5148059490
2011-05-31,5153691060
2011-06-01,5046691230
2011-06-02,4998420630
2011-06-03,4926014730
2011-06-06,4872917070
2011-06-07,4944518460
2011-06-08,4925210220
2011-06-09,4987962000
2011-06-10,4946127480
2011-06-13,4960608660
2011-06-14,4987157490
2011-06-15,4932450810
2011-06-16,4913947080
2011-06-17,4970262780
2011-06-20,4973480820
2011-06-21,5071631040
2011-06-22,5044277700
2011-06-23,5021751420
2011-06-24,5010488280
2011-06-27,5007270240
2011-06-28,5053127310
2011-06-29,5107029480
2011-06-30,5180570560
2011-07-01,5220086120
2011-07-05,5185409200
2011-07-06,5187828520
2011-07-07,5238634239
2011-07-08,5237827800
2011-07-11,5171699720
2011-07-12,5129764840
2011-07-13,5162022440
2011-07-14,5116861800
2011-07-15,5135409920
2011-07-18,5059604560
2011-07-19,5108797400
2011-07-20,5043475760
2011-07-21,5103152320
2011-07-22,5093475040
2011-07-25,5066056080
2011-07-26,5018476120
2011-07-27,4932993480
2011-07-28,4949122280
2011-07-29,4932993480
2011-08-01,5002347320
2011-08-02,4877349120
2011-08-03,4882994200
2011-08-04,4566063280
2011-08-05,4649933040
2011-08-08,4259616080
2011-08-09,4512031800
2011-08-10,4295905880
2011-08-11,4417678320
2011-08-12,4547515160
2011-08-15,4582998520
2011-08-16,4480580640
2011-08-17,4458806760
2011-08-18,4286228600
2011-08-19,4258003200
2011-08-22,4303163840
2011-08-23,4486225720
2011-08-24,4424936280
2011-08-25,4395904440
2011-08-26,4519289760
2011-08-29,4629772040
2011-08-30,4645094400
2011-08-31,4678964880
2011-09-01,4629772040
2011-09-02,4523321960
2011-09-06,4519289760
2011-09-07,4618481880
2011-09-08,4620901200
2011-09-09,4520902640
2011-09-12,4507193160
2011-09-13,4559611760
2011-09-14,4641062200
2011-09-15,4742673640
2011-09-16,4853962360
2011-09-19,4815253240
2011-09-20,4801543760
2011-09-21,4687029280
2011-09-22,4532999240
2011-09-23,4539450760
2011-09-26,4613643240
2011-09-27,4762028200
2011-09-28,4583804960
2011-09-29,4645094400
2011-09-30,4535885820
2011-10-03,4499579370
2011-10-04,4649646030
2011-10-05,4702088680
2011-10-06,4752110900
2011-10-07,4718224880
2011-10-10,4861030250
2011-10-11,4840053190
2011-10-12,4884427740
2011-10-13,4801326310
2011-10-14,4941711250
2011-10-17,4832791900
2011-10-18,4886041360
2011-10-19,4819882940
2011-10-20,4813428460
2011-10-21,4940904440
2011-10-24,4910245660
2011-10-25,4790837780
2011-10-26,4885234550
2011-10-27,5083709810
2011-10-28,5077255330
2011-10-31,4886041360
2011-11-01,4763406240
2011-11-02,4848121290
2011-11-03,4970756410
2011-11-04,4927188670
2011-11-07,4946552110
2011-11-08,4439875430
2011-11-09,4342251420
2011-11-10,4327728840
2011-11-11,4393080450
2011-11-14,4370489770
2011-11-15,4339024180
2011-11-16,4301104110
2011-11-17,4228491209
2011-11-18,4238172930
2011-11-21,4248661459
2011-11-22,4226070780
2011-11-23,4172014510
2011-11-25,4164753220
2011-11-28,4296263250
2011-11-29,4245434220
2011-11-30,4377751060
2011-12-01,4340637800
2011-12-02,4329342460
2011-12-05,4366455720
2011-12-06,4358387620
2011-12-07,4393887260
2011-12-08,4305138160
2011-12-09,4372910200
2011-12-12,4263184040
2011-12-13,4223650350
2011-12-14,4202673290
2011-12-15,4209127770
2011-12-16,4186537090
2011-12-19,4139742110
2011-12-20,4215582250
2011-12-21,4209127770
2011-12-22,4209934580
2011-12-23,4286581530
2011-12-27,4303524540
2011-12-28,4201059670
2011-12-29,4251081890
2011-12-30,4229298020
2012-01-03,4271487760
2012-01-04,4277142150
2012-01-05,4273103300
2012-01-06,4286835390
2012-01-09,4298951940
2012-01-10,4366804620
2012-01-11,4379728940
2012-01-12,4449197160
2012-01-13,4408000890
2012-01-17,4449197160
2012-01-18,4499278900
2012-01-19,4525127540
2012-01-20,4535628550
2012-01-23,4560669420
2012-01-24,4559861650
2012-01-25,4587325830
2012-01-26,4584902520
2012-01-27,4599442380
2012-01-30,4556630570
2012-01-31,4508164370
2012-02-01,4546129560
2012-02-02,4526743080
2012-02-03,4555015030
2012-02-06,4546937330
2012-02-07,4491201200
2012-02-08,4543706250
2012-02-09,4622059940
2012-02-10,4525127540
2012-02-13,4547745100
2012-02-14,4555822800
2012-02-15,4521896460
2012-02-16,4548552870
2012-02-17,4576824820
2012-02-21,4632560950
2012-02-22,4638215340
2012-02-23,4643061960
2012-02-24,4655178510
2012-02-27,4654370740
2012-02-28,4652755200
2012-02-29,4606712310
2012-03-01,4562284960
2012-03-02,4594595760
2012-03-05,4563900500
2012-03-06,4478276880
2012-03-07,4505741060
2012-03-08,4538859630
2012-03-09,4539667400
2012-03-12,4526743080
2012-03-13,4558246110
2012-03-14,4569554890
2012-03-15,4622059940
2012-03-16,4623675480
2012-03-19,4614790010
2012-03-20,4600250150
2012-03-21,4612366700
2012-03-22,4575209280
2012-03-23,4612366700
2012-03-26,4676988300
2012-03-27,4735147740
2012-03-28,4723031190
2012-03-29,4695567010
2012-03-30,4733532200
2012-04-02,4834072950
2012-04-03,4806500650
2012-04-04,4757032700
2012-04-05,4751356050
2012-04-09,4702699050
2012-04-10,4605385050
2012-04-11,4663773450
2012-04-12,4746490350
2012-04-13,4704320950
2012-04-16,4729460400
2012-04-17,4778117400
2012-04-18,4795958300
2012-04-19,4803256850
2012-04-20,4820286800
2012-04-23,4783794050
2012-04-24,4795147350
2012-04-25,4829207250
2012-04-26,4876242350
2012-04-27,4909491300
2012-04-30,4882729950
2012-05-01,4897327050
2012-05-02,4894894200
2012-05-03,4864078100
2012-05-04,4774873600
2012-05-07,4823530600
2012-05-08,4757843650
2012-05-09,4737569900
2012-05-10,4729460400
2012-05-11,4701888100
2012-05-14,4670261050
2012-05-15,4654853000
2012-05-16,4629713550
2012-05-17,4507260100
2012-05-18,4492663000
2012-05-21,4638634000
2012-05-22,4629713550
2012-05-23,4616738350
2012-05-24,4649987300
2012-05-25,4624847850
2012-05-29,4685669100
2012-05-30,4587544150
2012-05-31,4572136100
2012-06-01,4407513250
2012-06-04,4404269450
2012-06-05,4420488450
2012-06-06,4526722900
2012-06-07,4547807600
2012-06-08,4581056550
2012-06-11,4531588600
2012-06-12,4574568950
2012-06-13,4487797300
2012-06-14,4523479100
2012-06-15,4577001800
2012-06-18,4594842700
2012-06-19,4671882950
2012-06-20,4621604050
2012-06-21,4523479100
2012-06-22,4512936750
2012-06-25,4410757050
2012-06-26,4404269450
2012-06-27,4403458500
2012-06-28,4424543200
2012-06-29,4444006000
2012-07-02,4414907640
2012-07-03,4464467700
2012-07-05,4468530000
2012-07-06,4392158760
2012-07-09,4418969940
2012-07-10,4379159400
2012-07-11,4388908920
2012-07-12,4373472180
2012-07-13,4434406680
2012-07-16,4401095820
2012-07-17,4451468340
2012-07-18,4457968020
2012-07-19,4501840860
2012-07-20,4474217220
2012-07-23,4383221700
2012-07-24,4332849180
2012-07-25,4375909560
2012-07-26,4393783680
2012-07-27,4503465780
2012-07-30,4539214020
2012-07-31,4528652040
2012-08-01,4512402840
2012-08-02,4475029680
2012-08-03,4507528080
2012-08-06,4535964180
2012-08-07,4592023920
2012-08-08,5038064460
2012-08-09,4960880760
2012-08-10,4990941780
2012-08-13,4983629640
2012-08-14,4964943060
2012-08-15,4990941780
2012-08-16,5058375960
2012-08-17,5029127400
2012-08-20,5046189060
2012-08-21,5008815900
2012-08-22,5002316220
2012-08-23,4955193540
2012-08-24,4959255840
2012-08-27,4950318780
2012-08-28,4942194180
2012-08-29,4939756800
2012-08-30,4897508880
2012-08-31,4917007920
2012-09-04,4876384920
2012-09-05,4885321980
2012-09-06,4965755520
2012-09-07,4979567340
2012-09-10,4966567980
2012-09-11,4953568620
2012-09-12,4902383640
2012-09-13,4944631560
2012-09-14,4895071500
2012-09-17,4882884600
2012-09-18,4887759360
2012-09-19,4913758080
2012-09-20,4923507600
2012-09-21,4912945620
2012-09-24,4886134440
2012-09-25,4863385560
2012-09-26,4839824220
2012-09-27,4874760000
2012-09-28,4840636680
2012-10-01,4924618080
2012-10-02,4914046740
2012-10-03,4906728120
2012-10-04,4927870800
2012-10-05,4956332100
2012-10-08,4940068500
2012-10-09,4920552180
2012-10-10,4915673100
2012-10-11,4939255320
2012-10-12,4922991720
2012-10-15,4968529800
2012-10-16,5060419140
2012-10-17,5114902200
2012-10-18,5103517680
2012-10-19,5016507420
2012-10-22,5227934220
2012-10-23,5173451160
2012-10-24,5146616220
2012-10-25,5194593840
2012-10-26,5199472920
2012-10-31,5254769160
2012-11-01,5307625860
2012-11-02,5242571460
2012-11-05,5311691759
2012-11-06,5231186940
2012-11-07,5150682120
2012-11-08,5085627720
2012-11-09,5089693620
2012-11-12,5092133160
2012-11-13,5054726880
2012-11-14,5011628340
2012-11-15,5022199680
2012-11-16,5006749260
2012-11-19,5144989860
2012-11-20,5149868940
2012-11-21,5180769780
2012-11-23,5231186940
2012-11-26,5220615600
2012-11-27,5218176060
2012-11-28,5250703259
2012-11-29,5281604100
2012-11-30,5288109540
2012-12-03,5246637360
2012-12-04,5255582340
2012-12-05,5239318740
2012-12-06,5260461420
2012-12-07,5264527320
2012-12-10,5316570840
2012-12-11,5299494060
2012-12-12,5323076279
2012-12-13,5320636740
2012-12-14,5341779420
2012-12-17,5397888840
2012-12-18,5453185080
2012-12-19,5434481940
2012-12-20,5481646380
2012-12-21,5444240100
2012-12-24,5472701400
2012-12-26,5475954120
2012-12-27,5453185080
2012-12-28,5363735279
2012-12-31,5409103140
2013-01-02,5556239850
2013-01-03,5535917100
2013-01-04,5546484930
2013-01-07,5539168740
2013-01-08,5543233290
2013-01-09,5579814240
2013-01-10,5613143550
2013-01-11,5579001330
2013-01-14,5612330640
2013-01-15,5644847040
2013-01-16,5646472859
2013-01-17,5696873280
2013-01-18,5735892960
2013-01-22,5756215710
2013-01-23,5713944390
2013-01-24,5752964070
2013-01-25,5782228830
2013-01-28,5731828410
2013-01-29,5785480470
2013-01-30,5758654440
2013-01-31,5725325130
2013-02-01,5797674119
2013-02-04,5749712430
2013-02-05,5785480470
2013-02-06,5787106290
2013-02-07,5906604060
2013-02-08,5983017600
2013-02-11,5961069030
2013-02-12,5970011040
2013-02-13,6029353470
2013-02-14,5999275800
2013-02-15,6005779080
2013-02-19,6003340350
2013-02-20,5888720040
2013-02-21,5845635810
2013-02-22,5890345859
2013-02-25,5749712430
2013-02-26,5822874330
2013-02-27,5917984800
2013-02-28,5932617180
2013-03-01,5958630300
2013-03-04,5961881940
2013-03-05,5968385220
2013-03-06,5998462890
2013-03-07,5988707970
2013-03-08,6014721090
2013-03-11,6105767010
2013-03-12,6079753890
2013-03-13,6130154310
2013-03-14,6165922350
2013-03-15,6189496740
2013-03-18,6149664150
2013-03-19,6133405950
2013-03-20,6248026260
2013-03-21,6165109440
2013-03-22,6132593040
2013-03-25,6118773570
2013-03-26,6156980340
2013-03-27,6129341400
2013-03-28,6232580970
2013-04-01,6137203320
2013-04-02,6122567700
2013-04-03,6029875440
2013-04-04,6066464490
2013-04-05,5998164930
2013-04-08,6012800550
2013-04-09,6007922010
2013-04-10,6121754610
2013-04-11,6184362540
2013-04-12,6137203320
2013-04-15,5977837680
2013-04-16,6110371350
2013-04-17,6053455050
2013-04-18,6004669650
2013-04-19,6103053540
2013-04-22,6187614900
2013-04-23,6268110810
2013-04-24,6246970470
2013-04-25,6249409740
2013-04-26,6170540010
2013-04-29,6219325410
2013-04-30,6276241710
2013-05-01,6196558889
2013-05-02,6245344290
2013-05-03,6337223460
2013-05-06,6357550710
2013-05-07,6460813139
2013-05-08,6481953480
2013-05-09,6475448760
2013-05-10,6518542530
2013-05-13,6510411629
2013-05-14,6621804960
2013-05-15,6656767830
2013-05-16,6601477710
2013-05-17,6701487780
2013-05-20,6677908170
2013-05-21,6693356879
2013-05-22,6621804960
2013-05-23,6645384570
2013-05-24,6665711820
2013-05-28,6697422330
2013-05-29,6635627490
2013-05-30,6620991870
2013-05-31,6528299610
2013-06-03,6528299610
2013-06-04,6522607980
2013-06-05,6373812510
2013-06-06,6394952850
2013-06-07,6478701120
2013-06-10,6483579660
2013-06-11,6417719370
2013-06-12,6359989980
2013-06-13,6429915720
2013-06-14,6380317230
2013-06-17,6464878590
2013-06-18,6500654550
2013-06-19,6418532460
2013-06-20,6217699230
2013-06-21,6228269400
2013-06-24,6092483370
2013-06-25,6141268770
2013-06-26,6159969840
2013-06-27,6171353100
2013-06-28,6111184440
2013-07-01,6344756670
2013-07-02,6329283640
2013-07-03,6296708839
2013-07-05,6422936190
2013-07-08,6448181660
2013-07-09,6480756460
2013-07-10,6514145630
2013-07-11,6547534800
2013-07-12,6527989920
2013-07-15,6510888150
2013-07-16,6479942089
2013-07-17,6457954100
2013-07-18,6475870240
2013-07-19,6506816300
2013-07-22,6511702519
2013-07-23,6431079890
2013-07-24,6413163750
2013-07-25,6490528900
2013-07-26,6461211580
2013-07-29,6509259410
2013-07-30,6538576730
2013-07-31,6570337160
2013-08-01,6671319040
2013-08-02,6651774160
2013-08-05,6740540490
2013-08-06,6778001510
2013-08-07,6777187140
2013-08-08,6850480440
2013-08-09,6804875720
2013-08-12,6806504460
2013-08-13,6808133200
2013-08-14,6762528480
2013-08-15,6699007620
2013-08-16,6694121400
2013-08-19,6628157430
2013-08-20,6685977700
2013-08-21,6608612550
2013-08-22,6656660380
2013-08-23,6638744240
2013-08-26,6642001720
2013-08-27,6506816300
2013-08-28,6484013940
2013-08-29,6471798390
2013-08-30,6434337370
2013-09-03,6465283430
2013-09-04,6542648580
2013-09-05,6498672600
2013-09-06,6418049970
2013-09-09,6493786380
2013-09-10,6537762360
2013-09-11,6577666490
2013-09-12,6585810190
2013-09-13,6677019630
2013-09-16,6751941670
2013-09-17,6730768050
2013-09-18,6856181030
2013-09-19,6833378670
2013-09-20,6769857810
2013-09-23,6719366870
2013-09-24,6729953680
2013-09-25,6684348960
2013-09-26,6673762150
2013-09-27,6645259200
2013-09-30,6686216600
2013-10-01,6712214040
2013-10-02,6671593040
2013-10-03,6643158340
2013-10-04,6740648740
2013-10-07,6613911220
2013-10-08,6496922740
2013-10-09,6512358720
2013-10-10,6592788300
2013-10-11,6587101360
2013-10-14,6606599439
2013-10-15,6517233240
2013-10-16,6589538620
2013-10-17,6728462439
2013-10-18,6689466280
2013-10-21,6678904819
2013-10-22,6704902260
2013-10-23,6685404180
2013-10-24,6703277420
2013-10-25,6647220439
2013-10-28,6720338240
2013-10-29,6783707000
2013-10-30,6745523260
2013-10-31,6714651300
2013-11-01,6732524540
2013-11-04,6785331840
2013-11-05,6842201240
2013-11-06,7043681400
2013-11-07,6916131460
2013-11-08,7063179480
2013-11-11,7087552080
2013-11-12,7109487420
2013-11-13,7215914439
2013-11-14,7302843380
2013-11-15,7196416360
2013-11-18,7194791520
2013-11-19,7198041200
2013-11-20,7166356819
2013-11-21,7176105860
2013-11-22,7183417640
