,ARE
2009-08-06,1862439017
2009-08-07,1971120387
2009-08-10,1941799874
2009-08-11,1907397138
2009-08-12,1917561582
2009-08-13,1949618677
2009-08-14,1969947567
2009-08-17,1839764487
2009-08-18,1844455769
2009-08-19,1825690640
2009-08-20,1953528079
2009-08-21,2009041585
2009-08-24,1981675772
2009-08-25,2038753038
2009-08-26,2050481244
2009-08-27,2111858852
2009-08-28,2171281759
2009-08-31,2177927742
2009-09-01,2032888936
2009-09-02,1944536455
2009-09-03,1965647225
2009-09-04,1978548250
2009-09-08,2032888936
2009-09-09,2066900731
2009-09-10,2129842100
2009-09-11,2161508255
2009-09-14,2260025180
2009-09-15,2261979881
2009-09-16,2359323986
2009-09-17,2320229968
2009-09-18,2340167917
2009-09-21,2289736634
2009-09-22,2351505182
2009-09-23,2217803641
2009-09-24,2083320219
2009-09-25,2107558510
2009-09-28,2171281759
2009-09-29,2162681075
2009-09-30,2375441916
2009-10-01,2312067660
2009-10-02,2263990639
2009-10-05,2312941788
2009-10-06,2309008213
2009-10-07,2322557192
2009-10-08,2355774043
2009-10-09,2354462852
2009-10-12,2333046724
2009-10-13,2298955745
2009-10-14,2371945405
2009-10-15,2357959362
2009-10-16,2344410384
2009-10-19,2392050341
2009-10-20,2360144682
2009-10-21,2335232043
2009-10-22,2405162256
2009-10-23,2378938426
2009-10-26,2413029405
2009-10-27,2394235660
2009-10-28,2309008213
2009-10-29,2411281150
2009-10-30,2367574767
2009-11-02,2352714596
2009-11-03,2385931447
2009-11-04,2375441916
2009-11-05,2470721830
2009-11-06,2463728809
2009-11-09,2618449405
2009-11-10,2654725703
2009-11-11,2618012341
2009-11-12,2570372384
2009-11-13,2590477320
2009-11-16,2651229192
2009-11-17,2592662639
2009-11-18,2621071788
2009-11-19,2545022682
2009-11-20,2508746384
2009-11-23,2512679958
2009-11-24,2495634469
2009-11-25,2489952639
2009-11-27,2414777660
2009-11-30,2463728809
2009-12-01,2509183448
2009-12-02,2547645065
2009-12-03,2539777916
2009-12-04,2644673235
2009-12-07,2560319916
2009-12-08,2562068171
2009-12-09,2548519192
2009-12-10,2539340852
2009-12-11,2541089107
2009-12-14,2619760597
2009-12-15,2622382980
2009-12-16,2701928597
2009-12-17,2724655916
2009-12-18,2763117533
2009-12-21,2780163022
2009-12-22,2804638597
2009-12-23,2831299490
2009-12-24,2910408043
2009-12-28,2927453533
2009-12-29,2876317065
2009-12-30,2851841490
2009-12-31,2809883363
2010-01-04,2777540639
2010-01-05,2748257363
2010-01-06,2733834256
2010-01-07,2759183958
2010-01-08,2750005618
2010-01-11,2764428724
2010-01-12,2768362299
2010-01-13,2775792384
2010-01-14,2774918256
2010-01-15,2740827277
2010-01-19,2773170001
2010-01-20,2796771448
2010-01-21,2722907660
2010-01-22,2704550980
2010-01-25,2711981065
2010-01-26,2659970469
2010-01-27,2660407533
2010-01-28,2633746639
2010-01-29,2610582256
2010-02-01,2653851575
2010-02-02,2687942554
2010-02-03,2681823660
2010-02-04,2564253490
2010-02-05,2590914384
2010-02-08,2507435192
2010-02-09,2502190426
2010-02-10,2506124001
2010-02-11,2486456128
2010-02-12,2551578639
2010-02-16,2674830639
2010-02-17,2669148809
2010-02-18,2696246767
2010-02-19,2691876128
2010-02-22,2681386597
2010-02-23,2699306214
2010-02-24,2695809703
2010-02-25,2709795746
2010-02-26,2693187320
2010-03-01,2705425107
2010-03-02,2727278299
2010-03-03,2728589490
2010-03-04,2718099958
2010-03-05,2765739916
2010-03-08,2817750512
2010-03-09,2824306469
2010-03-10,2833047746
2010-03-11,2836544256
2010-03-12,2841351958
2010-03-15,2852278554
2010-03-16,2924831150
2010-03-17,2943187831
2010-03-18,2947995533
2010-03-19,2910408043
2010-03-22,2950180852
2010-03-23,2927890597
2010-03-24,2945810214
2010-03-25,2966352214
2010-03-26,2982086512
2010-03-29,2998257873
2010-03-30,2979464129
2010-03-31,3033221599
2010-04-01,3052515760
2010-04-05,3130589807
2010-04-06,3223471001
2010-04-07,3186677484
2010-04-08,3194754110
2010-04-09,3255777503
2010-04-12,3208215153
2010-04-13,3264751531
2010-04-14,3223919702
2010-04-15,3151678774
2010-04-16,3113987854
2010-04-19,3119820973
2010-04-20,3167383323
2010-04-21,3165588518
2010-04-22,3183985276
2010-04-23,3328915834
2010-04-26,3347312593
2010-04-27,3237829446
2010-04-28,3231547626
2010-04-29,3316352195
2010-04-30,3177254755
2010-05-03,3276417768
2010-05-04,3187126186
2010-05-05,3148537864
2010-05-06,3004953409
2010-05-07,2917007931
2010-05-10,3130141105
2010-05-11,3138217731
2010-05-12,3184433977
2010-05-13,3132384613
2010-05-14,3004953409
2010-05-17,3000915096
2010-05-18,2927776765
2010-05-19,2921494945
2010-05-20,2783294908
2010-05-21,2853741031
2010-05-24,2836241675
2010-05-25,2833100765
2010-05-26,2823229334
2010-05-27,2988351457
2010-05-28,2942583912
2010-06-01,2882906623
2010-06-02,2953352746
2010-06-03,2949763135
2010-06-04,2798102055
2010-06-07,2806627382
2010-06-08,2925533258
2010-06-09,2955147552
2010-06-10,3117577466
2010-06-11,3192959304
2010-06-14,3226611911
2010-06-15,3266546337
2010-06-16,3240970356
2010-06-17,3293019721
2010-06-18,3283596991
2010-06-21,3224817105
2010-06-22,3091104082
2010-06-23,3108603437
2010-06-24,3046682641
2010-06-25,3073156025
2010-06-28,3034567703
2010-06-29,2861817656
2010-06-30,3156284862
2010-07-01,3158277151
2010-07-02,3075597131
2010-07-06,3029774470
2010-07-07,3222030420
2010-07-08,3237470665
2010-07-09,3247930185
2010-07-12,3240459099
2010-07-13,3348540812
2010-07-14,3330610205
2010-07-15,3304212367
2010-07-16,3205594030
2010-07-19,3254903199
2010-07-20,3381911663
2010-07-21,3298733571
2010-07-22,3473058914
2010-07-23,3531831459
2010-07-26,3615507624
2010-07-27,3590604003
2010-07-28,3557731224
2010-07-29,3483020363
2010-07-30,3513900852
2010-08-02,3627461362
2010-08-03,3586121352
2010-08-04,3595086655
2010-08-05,3568190745
2010-08-06,3603055813
2010-08-09,3648380403
2010-08-10,3545279414
2010-08-11,3465089756
2010-08-12,3399344198
2010-08-13,3354517681
2010-08-16,3360494550
2010-08-17,3446661077
2010-08-18,3503939404
2010-08-19,3415282515
2010-08-20,3379919374
2010-08-23,3374440577
2010-08-24,3380417446
2010-08-25,3449649511
2010-08-26,3434707339
2010-08-27,3488997232
2010-08-30,3464591683
2010-08-31,3455128308
2010-09-01,3477043494
2010-09-02,3521371938
2010-09-03,3579148338
2010-09-07,3531333386
2010-09-08,3549762066
2010-09-09,3501947114
2010-09-10,3503939404
2010-09-13,3573669541
2010-09-14,3581140627
2010-09-15,3589109786
2010-09-16,3572673396
2010-09-17,3594588582
2010-09-20,3653859199
2010-09-21,3631445941
2010-09-22,3511410490
2010-09-23,3414286370
2010-09-24,3487004942
2010-09-27,3471066625
2010-09-28,3494476028
2010-09-29,3467580118
2010-09-30,3846384150
2010-10-01,3904079912
2010-10-04,3925509766
2010-10-05,3975512760
2010-10-06,3911772680
2010-10-07,3878803673
2010-10-08,3906827329
2010-10-11,3933202535
2010-10-12,3917267515
2010-10-13,3993645714
2010-10-14,4034856973
2010-10-15,4025515754
2010-10-18,4124972259
2010-10-19,4051341476
2010-10-20,4105190854
2010-10-21,4106289821
2010-10-22,4117828974
2010-10-25,4108487755
2010-10-26,4060682695
2010-10-27,4069474430
2010-10-28,4034856973
2010-10-29,4037604390
2010-11-01,4040901291
2010-11-02,4110136206
2010-11-03,4070573397
2010-11-04,4069474430
2010-11-05,4070023914
2010-11-08,4077716682
2010-11-09,3932103568
2010-11-10,3979359144
2010-11-11,3959577740
2010-11-12,3906827329
2010-11-15,3833196547
2010-11-16,3727146241
2010-11-17,3759565764
2010-11-18,3733740042
2010-11-19,3716156572
2010-11-22,3691979300
2010-11-23,3632635087
2010-11-24,3737036943
2010-11-26,3707364837
2010-11-29,3720002956
2010-11-30,3667802028
2010-12-01,3729893658
2010-12-02,3778797685
2010-12-03,3798029606
2010-12-06,3808469791
2010-12-07,3876605739
2010-12-08,3816712043
2010-12-09,3765060599
2010-12-10,3791435805
2010-12-13,3811766692
2010-12-14,3815063593
2010-12-15,3801326507
2010-12-16,3817811010
2010-12-17,3814514109
2010-12-20,3868912971
2010-12-21,3884298508
2010-12-22,3954632389
2010-12-23,3951884972
2010-12-27,4006283833
2010-12-28,4036505423
2010-12-29,4009031251
2010-12-30,4024416787
2010-12-31,4025515754
2011-01-03,4094201185
2011-01-04,4029362138
2011-01-05,4060133212
2011-01-06,4015075569
2011-01-07,4149149530
2011-01-10,4138159861
2011-01-11,4111235172
2011-01-12,4154644365
2011-01-13,4113982590
2011-01-14,4133214510
2011-01-18,4237066882
2011-01-19,4158490749
2011-01-20,4140357795
2011-01-21,4134862961
2011-01-24,4188712339
2011-01-25,4277728658
2011-01-26,4250803969
2011-01-27,4280476075
2011-01-28,4206295809
2011-01-31,4233220498
2011-02-01,4263991571
2011-02-02,4229923598
2011-02-03,4226626697
2011-02-04,4156842299
2011-02-07,4268387439
2011-02-08,4272783307
2011-02-09,4268936923
2011-02-10,4311796632
2011-02-11,4339820288
2011-02-14,4347513056
2011-02-15,4336523387
2011-02-16,4385427414
2011-02-17,4387075864
2011-02-18,4381581030
2011-02-22,4349710990
2011-02-23,4289817294
2011-02-24,4222230829
2011-02-25,4304103863
2011-02-28,4406857269
2011-03-01,4270035889
2011-03-02,4210691677
2011-03-03,4266189505
2011-03-04,4228275147
2011-03-07,4222230829
2011-03-08,4281025558
2011-03-09,4257397770
2011-03-10,4212340127
2011-03-11,4241462750
2011-03-14,4195855624
2011-03-15,4216186511
2011-03-16,4140907279
2011-03-17,4124422775
2011-03-18,4133214510
2011-03-21,4218933929
2011-03-22,4154644365
2011-03-23,4124422775
2011-03-24,4159040233
2011-03-25,4204647359
2011-03-28,4171678352
2011-03-29,4199152524
2011-03-30,4245858618
2011-03-31,4561249288
2011-04-01,4588159313
2011-04-04,4598104323
2011-04-05,4591084316
2011-04-06,4591669316
2011-04-07,4478179210
2011-04-08,4434304169
2011-04-11,4439569173
2011-04-12,4455364188
2011-04-13,4444834178
2011-04-14,4528489257
2011-04-15,4550719278
2011-04-18,4468819201
2011-04-19,4493389224
2011-04-20,4548379276
2011-04-21,4571194297
2011-04-25,4588159313
2011-04-26,4663039384
2011-04-27,4716859434
2011-04-28,4764829479
2011-04-29,4805779518
2011-05-02,4782379496
2011-05-03,4768924483
2011-05-04,4689364408
2011-05-05,4604539329
2011-05-06,4433134167
2011-05-09,4541944270
2011-05-10,4629109352
2011-05-11,4563589290
2011-05-12,4564759291
2011-05-13,4567684294
2011-05-16,4581724307
2011-05-17,4594009319
2011-05-18,4655434376
2011-05-19,4669474390
2011-05-20,4605709330
2011-05-23,4538434266
2011-05-24,4563589290
2011-05-25,4626769349
2011-05-26,4702819421
2011-05-27,4755469470
2011-05-31,4828594539
2011-06-01,4670059390
2011-06-02,4631449354
2011-06-03,4623844347
2011-06-06,4536094264
2011-06-07,4602199326
2011-06-08,4576459302
2011-06-09,4536679265
2011-06-10,4436644171
2011-06-13,4516204246
2011-06-14,4541944270
2011-06-15,4454779188
2011-06-16,4476424208
2011-06-17,4525564254
2011-06-20,4573534299
2011-06-21,4641394363
2011-06-22,4652509374
2011-06-23,4502164232
2011-06-24,4487539219
2011-06-27,4487539219
2011-06-28,4489879221
2011-06-29,4522054251
2011-06-30,4745509919
2011-07-01,4842970017
2011-07-05,4931848723
2011-07-06,4966174292
2011-07-07,5025018124
2011-07-08,5008468296
2011-07-11,4932461679
2011-07-12,5010307166
2011-07-13,4930009853
2011-07-14,4904878633
2011-07-15,5000499861
2011-07-18,4971077944
2011-07-19,5077119434
2011-07-20,5136576224
2011-07-21,5179483185
2011-07-22,5205840318
2011-07-25,5159255618
2011-07-26,5154964921
2011-07-27,5034212473
2011-07-28,5029308820
2011-07-29,5026244038
2011-08-01,4989466642
2011-08-02,4757769051
2011-08-03,4693408609
2011-08-04,4450064843
2011-08-05,4317053263
2011-08-08,3838947123
2011-08-09,4230013427
2011-08-10,4111712805
2011-08-11,4239207776
2011-08-12,4243498472
2011-08-15,4426159536
2011-08-16,4428611362
2011-08-17,4423094753
2011-08-18,4177299160
2011-08-19,4057772625
2011-08-22,4103744370
2011-08-23,4177299160
2011-08-24,4247789168
2011-08-25,4166265942
2011-08-26,4228787514
2011-08-29,4414513361
2011-08-30,4412061534
2011-08-31,4462936931
2011-09-01,4372832313
2011-09-02,4236142993
2011-09-06,4244724385
2011-09-07,4451903713
2011-09-08,4404093099
2011-09-09,4221432035
2011-09-12,4161362289
2011-09-13,4157684549
2011-09-14,4176686204
2011-09-15,4217141339
2011-09-16,4202430381
2011-09-19,4055320799
2011-09-20,4051030103
2011-09-21,3829752774
2011-09-22,3683256149
2011-09-23,3696128237
2011-09-26,3731679719
2011-09-27,3794814248
2011-09-28,3706548499
2011-09-29,3847528515
2011-09-30,3775964271
2011-10-03,3517631482
2011-10-04,3716301698
2011-10-05,3657254204
2011-10-06,3817174502
2011-10-07,3670170843
2011-10-10,3796261848
2011-10-11,3697849356
2011-10-12,3739059587
2011-10-13,3795646769
2011-10-14,3959257536
2011-10-17,3926658398
2011-10-18,4073662057
2011-10-19,4019535187
2011-10-20,4067511276
2011-10-21,4172074548
2011-10-24,4343681330
2011-10-25,4232352199
2011-10-26,4070586667
2011-10-27,4168384080
2011-10-28,4179455485
2011-10-31,4065050964
2011-11-01,3902055276
2011-11-02,4087193775
2011-11-03,4220050638
2011-11-04,4238502980
2011-11-07,4246498995
2011-11-08,4286479069
2011-11-09,4134554786
2011-11-10,4108106429
2011-11-11,4206518920
2011-11-14,4107491351
2011-11-15,4184376110
2011-11-16,4138245254
2011-11-17,4061975574
2011-11-18,4084733462
2011-11-21,3951876599
2011-11-22,3919892540
2011-11-23,3813484034
2011-11-25,3827630829
2011-11-28,3923583008
2011-11-29,3893444183
2011-11-30,4032451826
2011-12-01,4059515262
2011-12-02,4065050964
2011-12-05,4191141968
2011-12-06,4154237284
2011-12-07,4204058608
2011-12-08,4097035024
2011-12-09,4167769002
2011-12-12,4039832763
2011-12-13,3994932064
2011-12-14,3961102770
2011-12-15,4020765343
2011-12-16,4075507291
2011-12-19,4059515262
2011-12-20,4185606266
2011-12-21,4214514935
2011-12-22,4270487040
2011-12-23,4268641805
2011-12-27,4297550475
2011-12-28,4202828452
2011-12-29,4260645790
2011-12-30,4242193448
2012-01-03,4232967277
2012-01-04,4151161894
2012-01-05,4220665716
2012-01-06,4194832437
2012-01-09,4210209389
2012-01-10,4284633835
2012-01-11,4328304378
2012-01-12,4282788601
2012-01-13,4285863991
2012-01-17,4326459144
2012-01-18,4379970936
2012-01-19,4353522579
2012-01-20,4397193122
2012-01-23,4412570074
2012-01-24,4385506639
2012-01-25,4402728825
2012-01-26,4431637494
2012-01-27,4464851710
2012-01-30,4432252572
2012-01-31,4453780304
2012-02-01,4518978580
2012-02-02,4509137331
2012-02-03,4567569747
2012-02-06,4571260216
2012-02-07,4531280141
2012-02-08,4474692959
2012-02-09,4459316007
2012-02-10,4414415308
2012-02-13,4466696944
2012-02-14,4414415308
2012-02-15,4410109761
2012-02-16,4488839754
2012-02-17,4478998505
2012-02-21,4387966951
2012-02-22,4324613910
2012-02-23,4369514609
2012-02-24,4351677345
2012-02-27,4347371798
2012-02-28,4403958981
2012-02-29,4409494683
2012-03-01,4439633509
2012-03-02,4402113746
2012-03-05,4439018431
2012-03-06,4346141642
2012-03-07,4362133672
2012-03-08,4343066252
2012-03-09,4403343903
2012-03-12,4403343903
2012-03-13,4506677018
2012-03-14,4478383427
2012-03-15,4468542178
2012-03-16,4472232646
2012-03-19,4523284126
2012-03-20,4525744439
2012-03-21,4508522253
2012-03-22,4450089836
2012-03-23,4456855695
2012-03-26,4469157256
2012-03-27,4475308037
2012-03-28,4455625539
2012-03-29,4468542178
2012-03-30,4498065925
2012-04-02,4526707771
2012-04-03,4510675296
2012-04-04,4476143810
2012-04-05,4441612325
2012-04-09,4389198463
2012-04-10,4310269353
2012-04-11,4328768363
2012-04-12,4417563611
2012-04-13,4387348562
2012-04-16,4492176285
2012-04-17,4552606385
2012-04-18,4498342622
2012-04-19,4477377077
2012-04-20,4555689553
2012-04-23,4490943018
2012-04-24,4513758464
2012-04-25,4589604405
2012-04-26,4601937079
2012-04-27,4610569950
2012-04-30,4619819455
2012-05-01,4664217079
2012-05-02,4662983812
2012-05-03,4621052722
2012-05-04,4583438069
2012-05-07,4609336683
2012-05-08,4625985792
2012-05-09,4624135891
2012-05-10,4593920841
2012-05-11,4634002030
2012-05-14,4567405593
2012-05-15,4504508959
2012-05-16,4459494701
2012-05-17,4294853511
2012-05-18,4201741827
2012-05-21,4268954897
2012-05-22,4288687174
2012-05-23,4328151729
2012-05-24,4348500640
2012-05-25,4305952917
2012-05-29,4333084799
2012-05-30,4219007570
2012-05-31,4221474104
2012-06-01,4191875688
2012-06-04,4212224599
2012-06-05,4275121234
2012-06-06,4350350541
2012-06-07,4341101036
2012-06-08,4378715690
2012-06-11,4252305788
2012-06-12,4276971135
2012-06-13,4260938659
2012-06-14,4350350541
2012-06-15,4327535096
2012-06-18,4371932720
2012-06-19,4404614304
2012-06-20,4403381037
2012-06-21,4303486382
2012-06-22,4309652719
2012-06-25,4262171927
2012-06-26,4286837273
2012-06-27,4281904204
2012-06-28,4352200442
2012-06-29,4484160048
2012-07-02,4536372635
2012-07-03,4601231413
2012-07-05,4589382213
2012-07-06,4577533014
2012-07-09,4566931098
2012-07-10,4525770719
2012-07-11,4525147077
2012-07-12,4500825035
2012-07-13,4571920235
2012-07-16,4563189245
2012-07-17,4624306171
2012-07-18,4590629498
2012-07-19,4549469119
2012-07-20,4512674235
2012-07-23,4498954109
2012-07-24,4474008425
2012-07-25,4454675520
2012-07-26,4473384783
2012-07-27,4521405225
2012-07-30,4521405225
2012-07-31,4582522150
2012-08-01,4537619919
2012-08-02,4551340045
2012-08-03,4586887645
2012-08-06,4599984129
2012-08-07,4568178382
2012-08-08,4552587330
2012-08-09,4536372635
2012-08-10,4580651224
2012-08-13,4621187961
2012-08-14,4595618634
2012-08-15,4611833329
2012-08-16,4629918950
2012-08-17,4576909371
2012-08-20,4570672950
2012-08-21,4604349624
2012-08-22,4602478698
2012-08-23,4568178382
2012-08-24,4573167519
2012-08-27,4560071035
2012-08-28,4605596908
2012-08-29,4621187961
2012-08-30,4618693392
2012-08-31,4608715119
2012-09-04,4642391792
2012-09-05,4648628213
2012-09-06,4674821181
2012-09-07,4683552171
2012-09-10,4646757287
2012-09-11,4656111918
2012-09-12,4653617350
2012-09-13,4713486991
2012-09-14,4780216696
2012-09-17,4739056317
2012-09-18,4697272297
2012-09-19,4671702971
2012-09-20,4638649939
2012-09-21,4646757287
2012-09-24,4671702971
2012-09-25,4602478698
2012-09-26,4563189245
2012-09-27,4588134929
2012-09-28,4585016719
2012-10-01,4589927067
2012-10-02,4586772478
2012-10-03,4603176341
2012-10-04,4595605328
2012-10-05,4585510643
2012-10-08,4580463300
2012-10-09,4572261369
2012-10-10,4597498081
2012-10-11,4607592766
2012-10-12,4591188903
2012-10-15,4659328026
2012-10-16,4659958944
2012-10-17,4671315465
2012-10-18,4684564739
2012-10-19,4629674889
2012-10-22,4588034314
2012-10-23,4524942533
2012-10-24,4511693259
2012-10-25,4485825629
2012-10-26,4420841094
2012-10-31,4443554135
2012-11-01,4395604382
2012-11-02,4408853656
2012-11-05,4394342546
2012-11-06,4369105834
2012-11-07,4307275888
2012-11-08,4244815025
2012-11-09,4255540628
2012-11-12,4174152230
2012-11-13,4178568655
2012-11-14,4085192819
2012-11-15,4107905860
2012-11-16,4200650778
2012-11-19,4246076861
2012-11-20,4256171546
2012-11-21,4247338696
2012-11-23,4291502943
2012-11-26,4276360916
2012-11-27,4256171546
2012-11-28,4271944491
2012-11-29,4286455601
2012-11-30,4285193765
2012-12-03,4318001491
2012-12-04,4319263327
2012-12-05,4336298108
2012-12-06,4400651724
2012-12-07,4424626601
2012-12-10,4437875875
2012-12-11,4430304861
2012-12-12,4424626601
2012-12-13,4399389889
2012-12-14,4369105834
2012-12-17,4401282642
2012-12-18,4409484574
2012-12-19,4389295204
2012-12-20,4444815971
2012-12-21,4387402450
2012-12-24,4388033368
2012-12-26,4362165738
2012-12-27,4315477820
2012-12-28,4300335792
2012-12-31,4378324956
2013-01-02,4461065950
2013-01-03,4483172322
2013-01-04,4524858624
2013-01-07,4545070165
2013-01-08,4528648288
2013-01-09,4553281103
2013-01-10,4542543722
2013-01-11,4565281705
2013-01-14,4572229422
2013-01-15,4591809352
2013-01-16,4570334591
2013-01-17,4572861033
2013-01-18,4588651299
2013-01-22,4615810557
2013-01-23,4595599016
2013-01-24,4609494450
2013-01-25,4632232433
2013-01-28,4622758274
2013-01-29,4640443372
2013-01-30,4624021495
2013-01-31,4579177140
2013-02-01,4604441565
2013-02-04,4554544325
2013-02-05,4555175935
2013-02-06,4596862237
2013-02-07,4577282308
2013-02-08,4586756467
2013-02-11,4593704184
2013-02-12,4597493848
2013-02-13,4570334591
2013-02-14,4519805739
2013-02-15,4523595403
2013-02-19,4542543722
2013-02-20,4538754059
2013-02-21,4511594801
2013-02-22,4555175935
2013-02-25,4457907897
2013-02-26,4476856216
2013-02-27,4499594199
2013-02-28,4493278092
2013-03-01,4485067154
2013-03-04,4538122448
2013-03-05,4580440361
2013-03-06,4565913316
2013-03-07,4563386874
2013-03-08,4545701776
2013-03-11,4565913316
2013-03-12,4549491439
2013-03-13,4536227616
2013-03-14,4516647686
2013-03-15,4510331580
2013-03-18,4478751048
2013-03-19,4484435544
2013-03-20,4486330375
2013-03-21,4505910305
2013-03-22,4522963793
2013-03-25,4511594801
2013-03-26,4515384465
2013-03-27,4475592995
2013-03-28,4483172322
2013-04-01,4746376510
2013-04-02,4732981910
2013-04-03,4702174330
2013-04-04,4728963530
2013-04-05,4727624070
2013-04-08,4798615450
2013-04-09,4783211660
2013-04-10,4794597070
2013-04-11,4828083570
2013-04-12,4838129520
2013-04-15,4747715970
2013-04-16,4785220850
2013-04-17,4716908390
2013-04-18,4710211090
2013-04-19,4771156520
2013-04-22,4741688400
2013-04-23,4793927340
2013-04-24,4793927340
2013-04-25,4755083000
2013-04-26,4724945150
2013-04-29,4787899770
2013-04-30,4873625210
2013-05-01,4864248990
2013-05-02,4899074950
2013-05-03,4917157660
2013-05-06,4931221990
2013-05-07,4974754440
2013-05-08,5043066900
2013-05-09,5041057710
2013-05-10,5049764200
2013-05-13,5065167990
2013-05-14,5183710200
2013-05-15,5229921570
2013-05-16,5210499400
2013-05-17,5177682630
2013-05-20,5170315600
2013-05-21,5159599920
2013-05-22,4967387410
2013-05-23,4931221990
2013-05-24,4935910100
2013-05-28,4836790060
2013-05-29,4715568930
2013-05-30,4672706210
2013-05-31,4587650500
2013-06-03,4601045100
2013-06-04,4546796970
2013-06-05,4506613170
2013-06-06,4556842920
2013-06-07,4504603980
2013-06-10,4517328850
2013-06-11,4440979630
2013-06-12,4367309330
2013-06-13,4503264520
2013-06-14,4537420750
2013-06-17,4515989390
2013-06-18,4560191570
2013-06-19,4380034200
2013-06-20,4238051440
2013-06-21,4211931970
2013-06-24,4196528180
2013-06-25,4229344950
2013-06-26,4277565510
2013-06-27,4410841780
2013-06-28,4401465560
2013-07-01,4680818000
2013-07-02,4781496000
2013-07-03,4744628000
2013-07-05,4729739000
2013-07-08,4772987999
2013-07-09,4841761000
2013-07-10,4852396000
2013-07-11,4958037000
2013-07-12,4877211000
2013-07-15,4925423000
2013-07-16,4914787999
2013-07-17,4929677000
2013-07-18,4989942000
2013-07-19,4968672000
2013-07-22,4988524000
2013-07-23,5041699000
2013-07-24,4940312000
2013-07-25,4965836000
2013-07-26,4936058000
2013-07-29,4872957000
2013-07-30,4917624000
2013-07-31,4856650000
2013-08-01,4852396000
2013-08-02,4812692000
2013-08-05,4828290000
2013-08-06,4867285000
2013-08-07,4831835000
2013-08-08,4800639000
2013-08-09,4853105000
2013-08-12,4779369000
2013-08-13,4690035000
2013-08-14,4668765000
2013-08-15,4542562999
2013-08-16,4406435000
2013-08-19,4326318000
2013-08-20,4428414000
2013-08-21,4387292000
2013-08-22,4398636000
2013-08-23,4393673000
2013-08-26,4413525000
2013-08-27,4417070000
2013-08-28,4390128000
2013-08-29,4407144000
2013-08-30,4372403000
2013-09-03,4360350000
2013-09-04,4379493000
2013-09-05,4355387000
2013-09-06,4390128000
2013-09-09,4487970000
2013-09-10,4486552000
2013-09-11,4494351000
2013-09-12,4465991000
2013-09-13,4473790000
2013-09-16,4504277000
2013-09-17,4537600000
2013-09-18,4746755000
2013-09-19,4778660000
2013-09-20,4671601000
2013-09-23,4697125000
2013-09-24,4639696000
2013-09-25,4636151000
2013-09-26,4600701000
2013-09-27,4558161000
2013-09-30,4533350000
2013-10-01,4580210000
2013-10-02,4583760000
2013-10-03,4505660000
2013-10-04,4498560000
2013-10-07,4508500000
2013-10-08,4507080000
2013-10-09,4496430000
2013-10-10,4577370000
2013-10-11,4534060000
2013-10-14,4512760000
2013-10-15,4486490000
2013-10-16,4551810000
2013-10-17,4684580000
2013-10-18,4686710000
2013-10-21,4667540000
2013-10-22,4709430000
2013-10-23,4728600000
2013-10-24,4716530000
2013-10-25,4817350000
2013-10-28,4767650000
2013-10-29,4746350000
2013-10-30,4729310000
2013-10-31,4670380000
2013-11-01,4715820000
2013-11-04,4712270000
2013-11-05,4634170000
2013-11-06,4620680000
2013-11-07,4572400000
2013-11-08,4520570000
2013-11-11,4517730000
2013-11-12,4479390000
2013-11-13,4516310000
2013-11-14,4561040000
2013-11-15,4610030000
2013-11-18,4588730000
2013-11-19,4539740000
2013-11-20,4509210000
2013-11-21,4585180000
2013-11-22,4586600000
2013-11-25,4562460000
2013-11-26,4551100000
2013-11-27,4554650000
2013-11-29,4491460000
2013-12-02,4483650000
2013-12-03,4487200000
2013-12-04,4424720000
2013-12-05,4448150000
2013-12-06,4493590000
2013-12-09,4515600000
2013-12-10,4497850000
2013-12-11,4390640000
2013-12-12,4339520000
2013-12-13,4362950000
2013-12-16,4375730000
2013-12-17,4494300000
2013-12-18,4563170000
2013-12-19,4446730000
2013-12-20,4558200000
2013-12-23,4559620000
2013-12-24,4565300000
2013-12-26,4542580000
2013-12-27,4513470000
2013-12-30,4527670000
2013-12-31,4521664260
2014-01-02,4529482290
2014-01-03,4577101200
2014-01-06,4560043680
2014-01-07,4572836820
2014-01-08,4562886600
2014-01-09,4557200760
2014-01-10,4601976750
2014-01-13,4578522660
2014-01-14,4622587920
2014-01-15,4679446320
2014-01-16,4691528730
2014-01-17,4706454060
2014-01-21,4800981150
2014-01-22,4857128820
2014-01-23,4882715100
2014-01-24,4837228380
2014-01-27,4815906480
2014-01-28,4868500500
2014-01-29,4868500500
2014-01-30,4921805250
2014-01-31,4984349490
2014-02-03,4939573500
2014-02-04,4985770950
2014-02-05,4991456790
2014-02-06,5051868840
2014-02-07,5026993290
2014-02-10,5093091180
2014-02-11,5056843950
2014-02-12,5063240520
2014-02-13,5091669720
2014-02-14,5117966730
2014-02-18,5154924690
2014-02-19,5158478340
2014-02-20,5123652570
2014-02-21,5181221700
2014-02-24,5141420820
2014-02-25,5174114400
2014-02-26,5160610530
2014-02-27,5154924690
2014-02-28,5149238850
2014-03-03,5176957320
2014-03-04,5265798570
2014-03-05,5237369370
2014-03-06,5209650900
2014-03-07,5149949580
2014-03-10,5116545270
2014-03-11,5208229440
2014-03-12,5203254330
2014-03-13,5193304109
2014-03-14,5186196810
2014-03-17,5228840609
2014-03-18,5239501560
2014-03-19,5112991620
2014-03-20,5130049140
2014-03-21,5199700680
2014-03-24,5152792500
2014-03-25,5158478340
