,LLY
2009-04-13,35735804000
2009-04-14,35274980000
2009-04-15,35999132000
2009-04-16,36503844000
2009-04-17,37030500000
2009-04-20,36196628000
2009-04-21,36580648000
2009-04-22,35922328000
2009-04-23,36075936000
2009-04-24,36218572000
2009-04-27,36350236000
2009-04-28,36427040000
2009-04-29,36602592000
2009-04-30,36119824000
2009-05-01,36745228000
2009-05-04,37096332000
2009-05-05,37897288000
2009-05-06,37776596000
2009-05-07,39334620000
2009-05-08,39444340000
2009-05-11,38786020000
2009-05-12,39389480000
2009-05-13,38566580000
2009-05-14,38533664000
2009-05-15,37491324000
2009-05-18,38039924000
2009-05-19,37886316000
2009-05-20,38105756000
2009-05-21,37985064000
2009-05-22,37677848000
2009-05-26,38237420000
2009-05-27,36942724000
2009-05-28,37063416000
2009-05-29,37930204000
2009-06-01,38017980000
2009-06-02,38456860000
2009-06-03,37963120000
2009-06-04,37721736000
2009-06-05,38149644000
2009-06-08,37414520000
2009-06-09,37206052000
2009-06-10,37206052000
2009-06-11,37721736000
2009-06-12,37622988000
2009-06-15,36163712000
2009-06-16,36185656000
2009-06-17,36679396000
2009-06-18,37140220000
2009-06-19,36986612000
2009-06-22,36448984000
2009-06-23,36822032000
2009-06-24,36876892000
2009-06-25,38764076000
2009-06-26,38709216000
2009-06-29,38434916000
2009-06-30,38024328000
2009-07-01,38375592000
2009-07-02,37212030000
2009-07-06,36849789000
2009-07-07,36761973000
2009-07-08,36685134000
2009-07-09,36224100000
2009-07-10,36575364000
2009-07-13,36147261000
2009-07-14,36125307000
2009-07-15,36761973000
2009-07-16,37058352000
2009-07-17,36805881000
2009-07-20,37014444000
2009-07-21,37815765000
2009-07-22,37091283000
2009-07-23,37629156000
2009-07-24,38068236000
2009-07-27,38584155000
2009-07-28,38496339000
2009-07-29,38309730000
2009-07-30,38474385000
2009-07-31,38298753000
2009-08-03,38375592000
2009-08-04,38485362000
2009-08-05,38090190000
2009-08-06,37782834000
2009-08-07,38298753000
2009-08-10,37135191000
2009-08-11,36959559000
2009-08-12,36158238000
2009-08-13,36081399000
2009-08-14,36092376000
2009-08-17,35905767000
2009-08-18,36048468000
2009-08-19,36169215000
2009-08-20,36388755000
2009-08-21,36718065000
2009-08-24,37025421000
2009-08-25,37179099000
2009-08-26,36937605000
2009-08-27,37442547000
2009-08-28,36882720000
2009-08-31,36729042000
2009-09-01,36092376000
2009-09-02,36235077000
2009-09-03,35828928000
2009-09-04,36224100000
2009-09-08,36037491000
2009-09-09,36092376000
2009-09-10,36026514000
2009-09-11,36026514000
2009-09-14,36366801000
2009-09-15,35949675000
2009-09-16,36081399000
2009-09-17,35938698000
2009-09-18,36070422000
2009-09-21,36070422000
2009-09-22,35971629000
2009-09-23,35620365000
2009-09-24,35565480000
2009-09-25,35872836000
2009-09-28,36268008000
2009-09-29,36685134000
2009-09-30,36371050560
2009-10-01,35952612800
2009-10-02,35798451520
2009-10-05,35754405440
2009-10-06,36360039040
2009-10-07,36470154240
2009-10-08,36734430720
2009-10-09,37196914560
2009-10-12,37296018240
2009-10-13,36734430720
2009-10-14,37351075840
2009-10-15,37989744000
2009-10-16,37923674880
2009-10-19,38848642560
2009-10-20,38804596480
2009-10-21,37064776320
2009-10-22,37549283200
2009-10-23,37395121920
2009-10-26,37340064320
2009-10-27,37637375360
2009-10-28,37439168000
2009-10-29,37593329280
2009-10-30,37450179520
2009-11-02,37494225600
2009-11-03,36932638080
2009-11-04,37417144960
2009-11-05,37912663360
2009-11-06,37989744000
2009-11-09,38892688640
2009-11-10,38815608000
2009-11-11,38749538880
2009-11-12,38518296960
2009-11-13,38936734720
2009-11-16,39520345280
2009-11-17,39575402880
2009-11-18,39872713920
2009-11-19,39773610240
2009-11-20,40291151680
2009-11-23,40522393600
2009-11-24,41072969600
2009-11-25,41183084800
2009-11-27,40632508800
2009-11-30,40445312960
2009-12-01,40841727680
2009-12-02,41304211520
2009-12-03,41183084800
2009-12-04,41172073280
2009-12-07,40819704640
2009-12-08,40203059520
2009-12-09,40258117120
2009-12-10,38562343040
2009-12-11,38507285440
2009-12-14,39223034240
2009-12-15,39366184000
2009-12-16,39322137920
2009-12-17,39035838400
2009-12-18,39333149440
2009-12-21,39905748480
2009-12-22,39762598720
2009-12-23,39575402880
2009-12-24,39729564160
2009-12-28,39872713920
2009-12-29,39652483520
2009-12-30,39828667840
2009-12-31,39402414000
2010-01-04,39523788000
2010-01-05,38828646000
2010-01-06,39115530000
2010-01-07,38916918000
2010-01-08,38619000000
2010-01-11,39148632000
2010-01-12,39016224000
2010-01-13,39556890000
2010-01-14,39722400000
2010-01-15,39523788000
2010-01-19,41278194000
2010-01-20,41156820000
2010-01-21,39843774000
2010-01-22,39192768000
2010-01-25,39446550000
2010-01-26,39898944000
2010-01-27,40152726000
2010-01-28,39446550000
2010-01-29,38839680000
2010-02-01,38619000000
2010-02-02,39303108000
2010-02-03,38961054000
2010-02-04,38254878000
2010-02-05,38089368000
2010-02-08,38376252000
2010-02-09,38839680000
2010-02-10,37703178000
2010-02-11,37703178000
2010-02-12,37460430000
2010-02-16,37603872000
2010-02-17,37945926000
2010-02-18,37967994000
2010-02-19,37780416000
2010-02-22,38034198000
2010-02-23,37471464000
2010-02-24,37559736000
2010-02-25,37780416000
2010-02-26,37890756000
2010-03-01,37868688000
2010-03-02,38122470000
2010-03-03,37868688000
2010-03-04,38111436000
2010-03-05,38718306000
2010-03-08,38541762000
2010-03-09,38685204000
2010-03-10,38994156000
2010-03-11,39523788000
2010-03-12,39645162000
2010-03-15,39733434000
2010-03-16,39921012000
2010-03-17,39965148000
2010-03-18,40119624000
2010-03-19,39909978000
2010-03-22,40318236000
2010-03-23,40406508000
2010-03-24,40009284000
2010-03-25,39700332000
2010-03-26,39082428000
2010-03-29,39137598000
2010-03-30,39612060000
2010-03-31,39813024000
2010-04-01,39736080000
2010-04-05,40175760000
2010-04-06,40131792000
2010-04-07,40142784000
2010-04-08,40142784000
2010-04-09,40494528000
2010-04-12,40197744000
2010-04-13,40582464000
2010-04-14,40219728000
2010-04-15,40362624000
2010-04-16,40164768000
2010-04-19,40208736000
2010-04-20,40153776000
2010-04-21,39582192000
2010-04-22,38889696000
2010-04-23,38977632000
2010-04-26,38823744000
2010-04-27,38329104000
2010-04-28,38208192000
2010-04-29,38515968000
2010-04-30,38439024000
2010-05-03,38680848000
2010-05-04,38482992000
2010-05-05,38559936000
2010-05-06,37812480000
2010-05-07,38054304000
2010-05-10,38636880000
2010-05-11,38779776000
2010-05-12,38230176000
2010-05-13,37922400000
2010-05-14,37284864000
2010-05-17,37383792000
2010-05-18,36955104000
2010-05-19,37218912000
2010-05-20,36647328000
2010-05-21,36405504000
2010-05-24,36251616000
2010-05-25,35998800000
2010-05-26,35449200000
2010-05-27,36075744000
2010-05-28,36042768000
2010-06-01,35778960000
2010-06-02,36504432000
2010-06-03,36680304000
2010-06-04,35581104000
2010-06-07,35811936000
2010-06-08,36163680000
2010-06-09,36218640000
2010-06-10,36779232000
2010-06-11,37010064000
2010-06-14,37229904000
2010-06-15,37801488000
2010-06-16,37493712000
2010-06-17,37801488000
2010-06-18,38043312000
2010-06-21,38098272000
2010-06-22,37867440000
2010-06-23,37988352000
2010-06-24,37900416000
2010-06-25,37306848000
2010-06-28,37394784000
2010-06-29,37098000000
2010-06-30,36816500000
2010-07-01,36398880000
2010-07-02,37003330000
2010-07-06,37267090000
2010-07-07,38091340000
2010-07-08,38662820000
2010-07-09,38651830000
2010-07-12,38607870000
2010-07-13,38695790000
2010-07-14,38245200000
2010-07-15,38651830000
2010-07-16,38069360000
2010-07-19,38454010000
2010-07-20,38750740000
2010-07-21,38410050000
2010-07-22,38629850000
2010-07-23,38651830000
2010-07-26,38948560000
2010-07-27,39673900000
2010-07-28,39201330000
2010-07-29,38959550000
2010-07-30,39124400000
2010-08-02,39937660000
2010-08-03,40201420000
2010-08-04,40421220000
2010-08-05,40498150000
2010-08-06,40520130000
2010-08-09,40619040000
2010-08-10,41509230000
2010-08-11,40344290000
2010-08-12,40223400000
2010-08-13,39234300000
2010-08-16,39091430000
2010-08-17,38190250000
2010-08-18,38223220000
2010-08-19,37673720000
2010-08-20,37552830000
2010-08-23,37706690000
2010-08-24,37333030000
2010-08-25,37706690000
2010-08-26,37311050000
2010-08-27,37585800000
2010-08-30,37333030000
2010-08-31,36915410000
2010-09-01,37585800000
2010-09-02,37706690000
2010-09-03,38091340000
2010-09-07,37959460000
2010-09-08,38256190000
2010-09-09,38651830000
2010-09-10,38937570000
2010-09-13,39047470000
2010-09-14,39179350000
2010-09-15,39234300000
2010-09-16,39201330000
2010-09-17,39333210000
2010-09-20,39948650000
2010-09-21,39926670000
2010-09-22,39618950000
2010-09-23,39410140000
2010-09-24,39673900000
2010-09-27,39498060000
2010-09-28,39992610000
2010-09-29,40146470000
2010-09-30,40621469590
2010-10-01,40632589620
2010-10-04,40365708900
2010-10-05,41021790670
2010-10-06,41333151510
2010-10-07,41233071240
2010-10-08,41221951210
2010-10-11,41388751660
2010-10-12,41544432080
2010-10-13,41588912200
2010-10-14,41611152260
2010-10-15,41989233280
2010-10-18,42322834180
2010-10-19,41644512350
2010-10-20,40043228030
2010-10-21,39476106500
2010-10-22,39364906200
2010-10-25,39064665390
2010-10-26,38808904700
2010-10-27,38853384820
2010-10-28,39086905450
2010-10-29,39142505600
2010-11-01,38964585120
2010-11-02,39342666140
2010-11-03,39553946710
2010-11-04,39765227280
2010-11-05,39720747160
2010-11-08,39731867190
2010-11-09,39776347310
2010-11-10,38908984970
2010-11-11,38864504850
2010-11-12,38653224280
2010-11-15,38508663890
2010-11-16,38286263290
2010-11-17,38252903200
2010-11-18,38686584370
2010-11-19,38364103500
2010-11-22,38419703650
2010-11-23,37897062240
2010-11-24,38052742660
2010-11-26,37885942210
2010-11-29,37685781670
2010-11-30,37430020980
2010-12-01,38097222780
2010-12-02,38086102750
2010-12-03,37963782420
2010-12-06,37774741910
2010-12-07,37930422330
2010-12-08,38152822930
2010-12-09,38553144010
2010-12-10,38897864940
2010-12-13,38886744910
2010-12-14,39020185270
2010-12-15,39064665390
2010-12-16,39120265540
2010-12-17,38931225030
2010-12-20,38964585120
2010-12-21,39075785420
2010-12-22,39142505600
2010-12-23,39175865690
2010-12-27,38997945210
2010-12-28,38975705150
2010-12-29,39086905450
2010-12-30,38942345060
2010-12-31,38946048960
2011-01-03,38901590000
2011-01-04,38934934220
2011-01-05,38657065720
2011-01-06,38834901560
2011-01-07,38790442600
2011-01-10,38334738260
2011-01-11,38801557340
2011-01-12,38934934220
2011-01-13,38790442600
2011-01-14,38801557340
2011-01-18,38668180460
2011-01-19,38512574100
2011-01-20,38623721500
2011-01-21,38634836240
2011-01-24,38657065720
2011-01-25,38601492020
2011-01-26,38846016300
2011-01-27,39423982780
2011-01-28,38645950980
2011-01-31,38645950980
2011-02-01,39134999540
2011-02-02,39368409080
2011-02-03,39601818620
2011-02-04,39490671220
2011-02-07,39790769200
2011-02-08,39835228160
2011-02-09,39768539720
2011-02-10,39590703880
2011-02-11,38368082480
2011-02-14,38412541440
2011-02-15,38312508780
2011-02-16,38523688840
2011-02-17,38745983640
2011-02-18,38457000400
2011-02-22,38268049820
2011-02-23,37834574960
2011-02-24,37912378140
2011-02-25,37890148660
2011-02-28,38412541440
2011-03-01,38079099240
2011-03-02,38101328720
2011-03-03,38223590860
2011-03-04,38457000400
2011-03-07,38523688840
2011-03-08,38879360520
2011-03-09,39001622660
2011-03-10,38645950980
2011-03-11,38745983640
2011-03-14,38601492020
2011-03-15,37901263400
2011-03-16,37378870620
2011-03-17,37934607620
2011-03-18,38323623520
2011-03-21,38212476120
2011-03-22,38423656180
2011-03-23,38190246640
2011-03-24,38457000400
2011-03-25,38323623520
2011-03-28,38245820340
2011-03-29,38545918320
2011-03-30,39101655320
2011-03-31,38936707000
2011-04-01,38737429000
2011-04-04,38781713000
2011-04-05,38759571000
2011-04-06,39545612000
2011-04-07,39556683000
2011-04-08,39512399000
2011-04-11,39711677000
2011-04-12,39678464000
2011-04-13,39501328000
2011-04-14,39578825000
2011-04-15,39866671000
2011-04-18,39434902000
2011-04-19,39523470000
2011-04-20,39999523000
2011-04-21,40143446000
2011-04-25,40110233000
2011-04-26,40763422000
2011-04-27,41217333000
2011-04-28,41328043000
2011-04-29,40973771000
2011-05-02,41305901000
2011-05-03,42169439000
2011-05-04,42202652000
2011-05-05,42280149000
2011-05-06,42501569000
2011-05-09,42678705000
2011-05-10,42866912000
2011-05-11,42379788000
2011-05-12,42911196000
2011-05-13,43121545000
2011-05-16,43342965000
2011-05-17,43320823000
2011-05-18,42900125000
2011-05-19,42855841000
2011-05-20,42556924000
2011-05-23,42512640000
2011-05-24,42745131000
2011-05-25,42413001000
2011-05-26,41981232000
2011-05-27,41903735000
2011-05-31,42601208000
2011-06-01,42003374000
2011-06-02,41538392000
2011-06-03,41018055000
2011-06-06,41095552000
2011-06-07,41250546000
2011-06-08,41261617000
2011-06-09,41759812000
2011-06-10,41018055000
2011-06-13,41206262000
2011-06-14,41638031000
2011-06-15,41184120000
2011-06-16,41206262000
2011-06-17,41328043000
2011-06-20,41582676000
2011-06-21,41815167000
2011-06-22,41715528000
2011-06-23,41173049000
2011-06-24,40696996000
2011-06-27,40774493000
2011-06-28,41350185000
2011-06-29,41261617000
2011-06-30,41800914000
2011-07-01,41956846000
2011-07-05,41522464000
2011-07-06,41945708000
2011-07-07,42157330000
2011-07-08,42001398000
2011-07-11,41522464000
2011-07-12,41756362000
2011-07-13,41834328000
2011-07-14,42781058000
2011-07-15,42691954000
2011-07-18,42380090000
2011-07-19,42602850000
2011-07-20,42513746000
2011-07-21,43794616000
2011-07-22,43104060000
2011-07-25,42769920000
2011-07-26,42836748000
2011-07-27,42302124000
2011-07-28,42324400000
2011-07-29,42658540000
2011-08-01,42290986000
2011-08-02,41388808000
2011-08-03,41555878000
2011-08-04,39918592000
2011-08-05,40364112000
2011-08-08,38760240000
2011-08-09,39695832000
2011-08-10,38414962000
2011-08-11,39317140000
2011-08-12,38827068000
2011-08-15,39840626000
2011-08-16,39751522000
2011-08-17,39796074000
2011-08-18,38994138000
2011-08-19,38994138000
2011-08-22,39450796000
2011-08-23,40007696000
2011-08-24,40531182000
2011-08-25,39974282000
2011-08-26,39840626000
2011-08-29,41199462000
2011-08-30,41399946000
2011-08-31,41778638000
2011-09-01,41355394000
2011-09-02,40586872000
2011-09-06,40352974000
2011-09-07,41143772000
2011-09-08,41221738000
2011-09-09,40241594000
2011-09-12,40141352000
2011-09-13,40876460000
2011-09-14,41399946000
2011-09-15,41700672000
2011-09-16,42112778000
2011-09-19,41789776000
2011-09-20,42179606000
2011-09-21,41333118000
2011-09-22,40720528000
2011-09-23,40174766000
2011-09-26,40809632000
2011-09-27,41411084000
2011-09-28,41477912000
2011-09-29,41489050000
2011-09-30,41252826620
2011-10-03,40538685180
2011-10-04,40985023580
2011-10-05,41319777380
2011-10-06,41542946580
2011-10-07,42312880320
2011-10-10,42859644860
2011-10-11,42067394200
2011-10-12,41966968060
2011-10-13,42402148000
2011-10-14,42725743340
2011-10-17,42368672620
2011-10-18,42948912540
2011-10-19,43183240200
2011-10-20,43082814060
2011-10-21,42480257220
2011-10-24,42614158740
2011-10-25,41754957320
2011-10-26,41844225000
2011-10-27,42257088020
2011-10-28,42714584880
2011-10-31,41464837360
2011-11-01,41531788120
2011-11-02,41821908080
2011-11-03,42457940300
2011-11-04,42335197240
2011-11-07,42792694100
2011-11-08,43506835540
2011-11-09,42234771100
2011-11-10,41542946580
2011-11-11,42234771100
2011-11-14,42011601900
2011-11-15,42011601900
2011-11-16,41096608180
2011-11-17,41074291260
2011-11-18,41163558940
2011-11-21,40549843640
2011-11-22,40326674440
2011-11-23,39779909900
2011-11-25,39701800680
2011-11-28,40471734420
2011-11-29,40326674440
2011-11-30,42234771100
2011-12-01,42000443440
2011-12-02,41699165020
2011-12-05,41743798860
2011-12-06,43361775560
2011-12-07,43997807780
2011-12-08,43395250940
2011-12-09,43819272420
2011-12-12,43506835540
2011-12-13,44243293900
2011-12-14,44678473840
2011-12-15,45995172120
2011-12-16,45225238380
2011-12-19,45459566040
2011-12-20,45883587520
2011-12-21,46385718220
2011-12-22,46262975160
2011-12-23,46463827440
2011-12-27,46586570500
2011-12-28,46084439800
2011-12-29,46307609000
2011-12-30,46374559760
2012-01-03,46443934061
2012-01-04,45232836259
2012-01-05,44777285710
2012-01-06,44310624171
2012-01-09,44232847248
2012-01-10,44810618677
2012-01-11,44421734061
2012-01-12,44643953842
2012-01-13,44377290105
2012-01-17,44477289007
2012-01-18,44643953842
2012-01-19,44632842853
2012-01-20,44232847248
2012-01-23,43777296699
2012-01-24,44010627468
2012-01-25,44321735160
2012-01-26,43821740655
2012-01-27,43555076919
2012-01-30,43610631864
2012-01-31,44155070325
2012-02-01,44221736259
2012-02-02,43999516479
2012-02-03,43899517578
2012-02-06,44055071424
2012-02-07,43888406589
2012-02-08,44199514281
2012-02-09,43910628567
2012-02-10,43677297798
2012-02-13,43166192303
2012-02-14,42766196699
2012-02-15,42855084611
2012-02-16,43021749446
2012-02-17,43621742853
2012-02-21,43055082413
2012-02-22,43132859336
2012-02-23,43099526369
2012-02-24,43388412084
2012-02-27,43532854941
2012-02-28,43777296699
2012-02-29,43599520875
2012-03-01,43721741754
2012-03-02,43866184611
2012-03-05,43477299996
2012-03-06,42932861534
2012-03-07,43177303292
2012-03-08,43543965930
2012-03-09,43955072523
2012-03-12,44221736259
2012-03-13,44632842853
2012-03-14,44732841754
2012-03-15,44755063732
2012-03-16,44666175820
2012-03-19,44799507688
2012-03-20,44466178018
2012-03-21,44388401094
2012-03-22,44232847248
2012-03-23,44299513182
2012-03-26,44743952743
2012-03-27,44732841754
2012-03-28,44788396699
2012-03-29,44399512083
2012-03-30,44743952743
2012-04-02,45044973480
2012-04-03,44866930106
2012-04-04,44878057817
2012-04-05,45044973480
2012-04-09,44199267456
2012-04-10,43865436131
2012-04-11,43921074685
2012-04-12,44043479504
2012-04-13,43598371071
2012-04-16,44065734926
2012-04-17,44577609625
2012-04-18,44177012034
2012-04-19,44232650589
2012-04-20,44410693962
2012-04-23,44299416854
2012-04-24,44466332516
2012-04-25,45401060227
2012-04-26,45490081913
2012-04-27,45957445769
2012-04-30,46057595166
2012-05-01,45890679504
2012-05-02,46157744564
2012-05-03,45924062636
2012-05-04,45935190347
2012-05-07,46302404805
2012-05-08,46313532516
2012-05-09,45957445769
2012-05-10,46458192757
2012-05-11,45912934925
2012-05-14,45545720468
2012-05-15,45156250588
2012-05-16,45345421673
2012-05-17,45100612034
2012-05-18,45000462636
2012-05-21,45211889142
2012-05-22,45623614444
2012-05-23,45256399986
2012-05-24,45801657817
2012-05-25,45746019263
2012-05-29,45957445769
2012-05-30,45612486733
2012-05-31,45567975889
2012-06-01,44688886733
2012-06-04,44677759022
2012-06-05,45200761432
2012-06-06,45634742154
2012-06-07,45924062636
2012-06-08,46213383118
2012-06-11,46168872275
2012-06-12,46335787937
2012-06-13,46257893961
2012-06-14,46524959022
2012-06-15,46725257817
2012-06-18,46780896371
2012-06-19,47059089142
2012-06-20,46780896371
2012-06-21,46469320467
2012-06-22,46814279503
2012-06-25,46146616853
2012-06-26,46257893961
2012-06-27,46658491552
2012-06-28,46847662636
2012-06-29,47749007214
2012-07-02,48330961011
2012-07-03,48522081350
2012-07-05,48173567790
2012-07-06,47959962706
2012-07-09,48285991519
2012-07-10,48184810163
2012-07-11,48117355926
2012-07-12,48162325417
2012-07-13,48634505078
2012-07-16,49297805078
2012-07-17,49421471180
2012-07-18,50039801688
2012-07-19,49916135587
2012-07-20,49657561010
2012-07-23,49275320333
2012-07-24,47195481350
2012-07-25,48477111858
2012-07-26,49027988129
2012-07-27,49882408468
2012-07-30,49522652536
2012-07-31,49500167790
2012-08-01,49309047451
2012-08-02,48701959316
2012-08-03,49635076265
2012-08-06,49140411858
2012-08-07,48061144062
2012-08-08,48173567790
2012-08-09,48027416943
2012-08-10,49016745756
2012-08-13,48128598299
2012-08-14,48038659316
2012-08-15,48319718638
2012-08-16,48061144062
2012-08-17,47690145756
2012-08-20,47600206773
2012-08-21,47454055926
2012-08-22,47409086434
2012-08-23,47667661011
2012-08-24,49309047451
2012-08-27,50129740671
2012-08-28,50264649146
2012-08-29,50781798298
2012-08-30,50478254231
2012-08-31,50489496604
2012-09-04,50916706773
2012-09-05,51501310163
2012-09-06,52625547451
2012-09-07,52445669485
2012-09-10,52299518637
2012-09-11,52265791519
2012-09-12,52333245756
2012-09-13,53007788129
2012-09-14,52524366095
2012-09-17,52648032197
2012-09-18,52737971180
2012-09-19,52681759315
2012-09-20,52861637281
2012-09-21,53356301688
2012-09-24,53288847451
2012-09-25,53345059315
2012-09-26,53063999993
2012-09-27,53558664400
2012-09-28,53300089824
2012-10-01,52425056754
2012-10-02,52832819441
2012-10-03,53240582127
2012-10-04,53736509719
2012-10-05,53152417222
2012-10-08,55962673575
2012-10-09,57097796730
2012-10-10,55356539852
2012-10-11,55764302539
2012-10-12,55598993341
2012-10-15,57891280876
2012-10-16,59136610162
2012-10-17,59147630776
2012-10-18,59301919360
2012-10-19,58254961110
2012-10-22,57615765548
2012-10-23,57208002861
2012-10-24,55654096407
2012-10-25,56293291970
2012-10-26,55334498626
2012-10-31,53593241748
2012-11-01,54111210566
2012-11-02,53505076843
2012-11-05,53758550945
2012-11-06,53758550945
2012-11-07,53097314156
2012-11-08,52314850623
2012-11-09,52314850623
2012-11-12,53229561514
2012-11-13,51951170389
2012-11-14,50937273979
2012-11-15,50650738037
2012-11-16,50595634971
2012-11-19,51829943644
2012-11-20,52006273454
2012-11-21,52259747557
2012-11-23,52612407178
2012-11-26,52821798827
2012-11-27,52546283499
2012-11-28,52943025572
2012-11-29,53538138682
2012-11-30,54045086887
2012-12-03,53912839529
2012-12-04,54243457924
2012-12-05,54640199997
2012-12-06,54441828961
2012-12-07,54695303063
2012-12-10,55235313107
2012-12-11,55764302539
2012-12-12,54001004435
2012-12-13,53152417222
2012-12-14,52667510243
2012-12-17,53273643967
2012-12-18,54574076318
2012-12-19,53912839529
2012-12-20,54276519763
2012-12-21,54607138158
2012-12-24,54045086887
2012-12-26,54067128113
2012-12-27,53967942595
2012-12-28,53560179909
2012-12-31,53655228000
2013-01-02,53861929000
2013-01-03,54090388000
2013-01-04,56092124000
2013-01-07,56015971000
2013-01-08,56440252000
2013-01-09,57626063000
2013-01-10,57930675000
2013-01-11,57778369000
2013-01-14,57441120000
2013-01-15,57974191000
2013-01-16,57582547000
2013-01-17,58017707000
2013-01-18,58496383000
2013-01-22,58137376000
2013-01-23,57005960000
2013-01-24,57832764000
2013-01-25,57887159000
2013-01-28,57267056000
2013-01-29,59094728000
2013-01-30,58909785000
2013-01-31,58409351000
2013-02-01,58964180000
2013-02-04,58257045000
2013-02-05,58855390000
2013-02-06,58670447000
2013-02-07,58507262000
2013-02-08,58441988000
2013-02-11,58637810000
2013-02-12,58529020000
2013-02-13,58137376000
2013-02-14,58202650000
2013-02-15,58300561000
2013-02-19,58942422000
2013-02-20,59062091000
2013-02-21,58768358000
2013-02-22,59040333000
2013-02-25,58496383000
2013-02-26,59214397000
2013-02-27,59616920000
2013-02-28,59464614000
2013-03-01,59595162000
2013-03-04,59573404000
2013-03-05,60421966000
2013-03-06,59921532000
2013-03-07,60215265000
2013-03-08,60008564000
2013-03-11,59910653000
2013-03-12,59921532000
2013-03-13,59899774000
2013-03-14,59910653000
2013-03-15,59975927000
2013-03-18,59464614000
2013-03-19,59606041000
2013-03-20,60160870000
2013-03-21,59921532000
2013-03-22,60454603000
2013-03-25,60508998000
2013-03-26,61237891000
2013-03-27,61324923000
2013-03-28,61781841000
2013-04-01,61150122000
2013-04-02,61031300000
2013-04-03,61409370000
2013-04-04,61495786000
2013-04-05,61009696000
2013-04-08,61376964000
2013-04-09,61290548000
2013-04-10,62208718000
2013-04-11,62651600000
2013-04-12,62122302000
2013-04-15,61020498000
2013-04-16,61765836000
2013-04-17,62079094000
2013-04-18,60804458000
2013-04-19,62025084000
2013-04-22,62197916000
2013-04-23,63008066000
2013-04-24,60545210000
2013-04-25,60955686000
2013-04-26,60988092000
2013-04-29,60502002000
2013-04-30,59821476000
2013-05-01,58590048000
2013-05-02,59086940000
2013-05-03,59400198000
2013-05-06,58838494000
2013-05-07,58514434000
2013-05-08,58892504000
2013-05-09,58935712000
2013-05-10,59216564000
2013-05-13,60793656000
2013-05-14,60350774000
2013-05-15,61268944000
2013-05-16,60426388000
2013-05-17,60383180000
2013-05-20,59432604000
2013-05-21,59562228000
2013-05-22,59324584000
2013-05-23,59130148000
2013-05-24,58482028000
2013-05-28,58914108000
2013-05-29,58060750000
2013-05-30,58417216000
2013-05-31,57423432000
2013-06-03,57401828000
2013-06-04,56710500000
2013-06-05,55965162000
2013-06-06,56267618000
2013-06-07,56699698000
2013-06-10,56861728000
2013-06-11,56105588000
2013-06-12,55932756000
2013-06-13,56008370000
2013-06-14,56224410000
2013-06-17,56559272000
2013-06-18,56548470000
2013-06-19,55489874000
2013-06-20,53372682000
2013-06-21,53912782000
2013-06-24,52994612000
2013-06-25,53167444000
2013-06-26,53783158000
2013-06-27,53707544000
2013-06-28,53059424000
2013-07-01,54182832000
2013-07-02,54550100000
2013-07-03,54161228000
2013-07-05,54636516000
2013-07-08,55230626000
2013-07-09,55943558000
2013-07-10,55543884000
2013-07-11,55673508000
2013-07-12,55576290000
2013-07-15,55673508000
2013-07-16,55090200000
2013-07-17,54733734000
2013-07-18,53923584000
2013-07-19,54658120000
2013-07-22,54690526000
2013-07-23,55079398000
2013-07-24,56764510000
2013-07-25,56807718000
2013-07-26,57639472000
2013-07-29,57855512000
2013-07-30,57596264000
2013-07-31,57369422000
2013-08-01,57790700000
2013-08-02,58201176000
2013-08-05,58190374000
2013-08-06,57596264000
2013-08-07,57920324000
2013-08-08,57866314000
2013-08-09,58525236000
2013-08-12,58384810000
2013-08-13,59367792000
2013-08-14,58546840000
2013-08-15,57671878000
2013-08-16,57099372000
2013-08-19,57023758000
2013-08-20,57034560000
2013-08-21,56624084000
2013-08-22,56667292000
2013-08-23,56840124000
2013-08-26,56224410000
2013-08-27,55381854000
2013-08-28,55597894000
2013-08-29,55576290000
2013-08-30,55522280000
2013-09-03,55425062000
2013-09-04,56364836000
2013-09-05,56397242000
2013-09-06,56613282000
2013-09-09,56753708000
2013-09-10,57110174000
2013-09-11,57034560000
2013-09-12,57153382000
2013-09-13,57542254000
2013-09-16,57941928000
2013-09-17,58147166000
2013-09-18,58503632000
2013-09-19,58179572000
2013-09-20,58255186000
2013-09-23,57293808000
2013-09-24,56634886000
2013-09-25,56829322000
2013-09-26,55133408000
2013-09-27,54550100000
2013-09-30,54109581680
2013-10-01,54475114320
2013-10-02,54335351840
2013-10-03,52464684800
2013-10-04,52013144480
2013-10-07,51228324400
2013-10-08,51658362800
2013-10-09,51561604160
2013-10-10,52840968400
2013-10-11,52550692480
2013-10-14,52711956880
2013-10-15,52475435760
2013-10-16,52582945360
2013-10-17,53432271200
2013-10-18,53281757760
2013-10-21,53378516400
2013-10-22,53916064400
2013-10-23,54088079760
2013-10-24,54346102800
2013-10-25,54464363360
2013-10-28,54700884480
2013-10-29,53969819200
2013-10-30,52905474160
2013-10-31,53561282720
2013-11-01,54163336480
2013-11-04,54195589360
2013-11-05,54152585520
2013-11-06,54281597040
2013-11-07,53765550960
2013-11-08,54432110480
2013-11-11,54055826880
2013-11-12,53819305760
2013-11-13,54346102800
2013-11-14,54862148880
2013-11-15,54840646960
2013-11-18,54862148880
2013-11-19,54765390240
2013-11-20,54475114320
2013-11-21,54281597040
2013-11-22,55077168080
2013-11-25,55195428640
