,AAP
2011-03-04,5069263720
2011-03-07,5010457400
2011-03-08,5092309440
2011-03-09,5126480680
2011-03-10,5156678520
2011-03-11,5213100800
2011-03-14,5187671040
2011-03-15,5198796560
2011-03-16,5159857240
2011-03-17,5124096640
2011-03-18,5149526400
2011-03-21,5165420000
2011-03-22,5164625320
2011-03-23,5192439120
2011-03-24,5286211360
2011-03-25,5265549680
2011-03-28,5214690160
2011-03-29,5212306120
2011-03-30,5237735880
2011-03-31,5214690160
2011-04-01,5257602880
2011-04-04,5252834800
2011-04-05,5386341040
2011-04-06,5371242120
2011-04-07,5348196400
2011-04-08,5281443279
2011-04-11,5217074200
2011-04-12,5216279520
2011-04-13,5085952000
2011-04-14,5083567960
2011-04-15,5073237120
2011-04-18,5125686000
2011-04-19,5165420000
2011-04-20,5255218840
2011-04-21,5278264560
2011-04-25,4994099670
2011-04-26,5007775890
2011-04-27,5041206650
2011-04-28,5028290220
2011-04-29,4973585340
2011-05-02,4972065760
2011-05-03,5019172740
2011-05-04,4996379040
2011-05-05,5003976940
2011-05-06,4942433950
2011-05-09,4977384290
2011-05-10,5035888120
2011-05-11,5229634570
2011-05-12,5273702390
2011-05-13,5482644640
2011-05-16,5332206220
2011-05-17,5297255880
2011-05-18,5368676140
2011-05-19,4823906710
2011-05-20,4807191330
2011-05-23,4785917210
2011-05-24,4725893800
2011-05-25,4747927710
2011-05-26,4760844140
2011-05-27,4719815480
2011-05-31,4718295900
2011-06-01,4636238580
2011-06-02,4597489290
2011-06-03,4541264830
2011-06-06,4474403310
2011-06-07,4439452970
2011-06-08,4437173600
2011-06-09,4418938640
2011-06-10,4404502630
2011-06-13,4404502630
2011-06-14,4349797750
2011-06-15,4364233760
2011-06-16,4451609610
2011-06-17,4415899480
2011-06-20,4485800160
2011-06-21,4474403310
2011-06-22,4456168350
2011-06-23,4483520790
2011-06-24,4406022210
2011-06-27,4409061370
2011-06-28,4418178850
2011-06-29,4381708930
2011-06-30,4444011710
2011-07-01,4490358900
2011-07-05,4438693180
2011-07-06,4415139690
2011-07-07,4522270080
2011-07-08,4491878480
2011-07-11,4446291080
2011-07-12,4433374650
2011-07-13,4327763840
2011-07-14,4296612450
2011-07-15,4216074710
2011-07-18,4022746420
2011-07-19,4071911690
2011-07-20,4038890240
2011-07-21,4041091670
2011-07-22,4099796470
2011-07-25,4179781760
2011-07-26,4227479410
2011-07-27,4124012200
2011-07-28,4019811180
2011-07-29,4033753570
2011-08-01,3977250200
2011-08-02,3906804440
2011-08-03,3988257350
2011-08-04,3870113940
2011-08-05,3884790140
2011-08-08,3671985240
2011-08-09,3805538660
2011-08-10,3676388100
2011-08-11,3983854490
2011-08-12,4048429770
2011-08-15,4135753160
2011-08-16,4082918840
2011-08-17,4163637940
2011-08-18,4149695550
2011-08-19,4252428950
2011-08-22,4206932730
2011-08-23,4281047540
2011-08-24,4339752340
2011-08-25,4254630380
2011-08-26,4344155200
2011-08-29,4416802390
2011-08-30,4431478590
2011-08-31,4455694320
2011-09-01,4427075730
2011-09-02,4361766640
2011-09-06,4388917610
2011-09-07,4472571950
2011-09-08,4465967660
2011-09-09,4435147640
2011-09-12,4432946210
2011-09-13,4450557650
2011-09-14,4511463880
2011-09-15,4598787270
2011-09-16,4592916790
2011-09-19,4605391560
2011-09-20,4526873890
2011-09-21,4387449990
2011-09-22,4305263270
2011-09-23,4400658570
2011-09-26,4463766230
2011-09-27,4424140490
2011-09-28,4377910460
2011-09-29,4329479000
2011-09-30,4263436100
2011-10-03,4131350300
2011-10-04,4297191360
2011-10-05,4301594220
2011-10-06,4358097590
2011-10-07,4332414240
2011-10-10,4441794720
2011-10-11,4442523600
2011-10-12,4376195520
2011-10-13,4358702400
2011-10-14,4427217120
2011-10-17,4342667040
2011-10-18,4488443040
2011-10-19,4504478400
2011-10-20,4546753440
2011-10-21,4586112960
2011-10-24,4632032400
2011-10-25,4631303520
2011-10-26,4616725920
2011-10-27,4809879120
2011-10-28,4786554960
2011-10-31,4742822159
2011-11-01,4724600159
2011-11-02,4730431200
2011-11-03,4815710159
2011-11-04,4812065760
2011-11-07,4843407600
2011-11-08,4933788720
2011-11-09,4837576560
2011-11-10,5066444880
2011-11-11,5122568640
2011-11-14,5027814240
2011-11-15,4989183600
2011-11-16,4884224880
2011-11-17,4924313280
2011-11-18,4952739600
2011-11-21,4922855520
2011-11-22,4879851600
2011-11-23,4872562800
2011-11-25,4893700320
2011-11-28,4905362400
2011-11-29,4921397760
2011-11-30,5045307360
2011-12-01,5011050000
2011-12-02,5033645280
2011-12-05,5096328960
2011-12-06,5108719920
2011-12-07,5102160000
2011-12-08,5094871200
2011-12-09,5122568640
2011-12-12,5040934080
2011-12-13,4949095200
2011-12-14,4876207200
2011-12-15,4935246480
2011-12-16,4956384000
2011-12-19,4882767120
2011-12-20,5028543120
2011-12-21,4992828000
2011-12-22,5056969440
2011-12-23,5120382000
2011-12-27,5169216960
2011-12-28,5121110880
2011-12-29,5127670800
2011-12-30,5075191440
2012-01-03,5036560800
2012-01-04,5154639360
2012-01-05,5187438960
2012-01-06,5211492000
2012-01-09,5210034240
2012-01-10,5214407520
2012-01-11,5249393760
2012-01-12,5222425200
2012-01-13,5208576480
2012-01-17,5253767040
2012-01-18,5366743440
2012-01-19,5477533200
2012-01-20,5448378000
2012-01-23,5459311200
2012-01-24,5483364240
2012-01-25,5538030240
2012-01-26,5470973280
2012-01-27,5492110800
2012-01-30,5581034159
2012-01-31,5586136320
2012-02-01,5587594080
2012-02-02,5559167760
2012-02-03,5606544960
2012-02-06,5600713920
2012-02-07,5629140240
2012-02-08,5745761040
2012-02-09,5839786560
2012-02-10,5830311120
2012-02-13,5789493840
2012-02-14,5814275760
2012-02-15,5787307200
2012-02-16,6261079200
2012-02-17,6237026159
2012-02-21,6223906320
2012-02-22,6201311040
2012-02-23,6206413200
2012-02-24,6164867040
2012-02-27,6134982960
2012-02-28,6251603760
2012-02-29,6222448560
2012-03-01,6266910240
2012-03-02,6320118480
2012-03-05,6329593920
2012-03-06,6341984880
2012-03-07,6326678400
2012-03-08,6336882720
2012-03-09,6360935760
2012-03-12,6376971120
2012-03-13,6449130240
2012-03-14,6499422960
2012-03-15,6505254000
2012-03-16,6417788400
2012-03-19,6450588000
2012-03-20,6473183280
2012-03-21,6495049680
2012-03-22,6500151840
2012-03-23,6486303120
2012-03-26,6583973040
2012-03-27,6597092880
2012-03-28,6471725520
2012-03-29,6412686240
2012-03-30,6455690159
2012-04-02,6485574240
2012-04-03,6559920000
2012-04-04,6540240240
2012-04-05,6574497600
2012-04-09,6546800159
2012-04-10,6434552640
2012-04-11,6535138080
2012-04-12,6556275600
2012-04-13,6570853200
2012-04-16,6538053600
2012-04-17,6573768720
2012-04-18,6609483840
2012-04-19,6623332560
2012-04-20,6616772640
2012-04-23,6626658500
2012-04-24,6499377500
2012-04-25,6557166000
2012-04-26,6688104500
2012-04-27,6756865500
2012-04-30,6715170000
2012-05-01,6638362500
2012-05-02,6753207999
2012-05-03,6726142500
2012-05-04,6609834000
2012-05-07,6632510500
2012-05-08,6523517000
2012-05-09,6481821500
2012-05-10,6515470499
2012-05-11,6467923000
2012-05-14,6023171000
2012-05-15,5931002000
2012-05-16,6005615000
2012-05-17,4986635500
2012-05-18,4877642000
2012-05-21,5107332999
2012-05-22,5045155500
2012-05-23,5241197500
2012-05-24,5334829500
2012-05-25,5388960500
2012-05-29,5428461500
2012-05-30,5299717500
2012-05-31,5335561000
2012-06-01,5203891000
2012-06-04,5177557000
2012-06-05,5275578000
2012-06-06,5391886500
2012-06-07,5392618000
2012-06-08,5437239500
2012-06-11,5279235500
2012-06-12,5365552500
2012-06-13,5160001000
2012-06-14,5168779000
2012-06-15,5101481000
2012-06-18,5170973500
2012-06-19,5037109000
2012-06-20,5049544500
2012-06-21,4917874500
2012-06-22,4969079500
2012-06-25,4863012000
2012-06-26,4816927500
2012-06-27,4797908500
2012-06-28,4806686500
2012-06-29,4990293000
2012-07-02,4950060500
2012-07-03,5061980000
2012-07-05,5032720000
2012-07-06,5051007500
2012-07-09,5127815000
2012-07-10,5168047500
2012-07-11,5105870000
2012-07-12,5236077000
2012-07-13,5237540000
2012-07-16,5153081380
2012-07-17,5275268600
2012-07-18,5407699060
2012-07-19,5368189420
2012-07-20,5306729980
2012-07-23,5262098720
2012-07-24,5221125760
2012-07-25,5308193300
2012-07-26,5076988740
2012-07-27,5093085260
2012-07-30,5150886400
2012-07-31,5132594900
2012-08-01,4979677960
2012-08-02,4912365240
2012-08-03,4976019660
2012-08-06,5056502260
2012-08-07,5169909560
2012-08-08,5163324619
2012-08-09,4969434720
2012-08-10,5019187600
2012-08-13,5056502260
2012-08-14,5170641220
2012-08-15,5216735800
2012-08-16,5301608360
2012-08-17,5331606420
2012-08-20,5237222280
2012-08-21,5267952000
2012-08-22,5282585200
2012-08-23,5265025360
2012-08-24,5265757020
2012-08-27,5224052400
2012-08-28,5274536940
2012-08-29,5226979040
2012-08-30,5196249320
2012-08-31,5203565920
2012-09-04,5140643160
2012-09-05,5139179840
2012-09-06,5218199119
2012-09-07,5150154740
2012-09-10,5111376760
2012-09-11,5161861300
2012-09-12,5164787940
2012-09-13,5082842020
2012-09-14,4975288000
2012-09-17,4967239740
2012-09-18,4952606540
2012-09-19,4995774480
2012-09-20,5063818860
2012-09-21,5009676020
2012-09-24,4963581440
2012-09-25,4940899980
2012-09-26,4963581440
2012-09-27,4984067920
2012-09-28,5007481040
2012-10-01,4974556340
2012-10-02,5014797640
2012-10-03,4984799580
2012-10-04,5084305340
2012-10-05,5112108420
2012-10-08,5168670390
2012-10-09,5120344530
2012-10-10,5060303310
2012-10-11,5014906290
2012-10-12,4976831370
2012-10-15,4962187170
2012-10-16,4991475570
2012-10-17,5004655350
2012-10-18,5001726510
2012-10-19,5010513030
2012-10-22,4843569150
2012-10-23,4927041090
2012-10-24,4894823850
2012-10-25,4971705900
2012-10-26,4989278940
2012-10-31,5194297740
2012-11-01,5930901000
2012-11-02,5855483370
2012-11-05,5915524590
2012-11-06,5889897240
2012-11-07,5840106960
2012-11-08,5813747400
2012-11-09,5741258610
2012-11-12,5731007670
2012-11-13,5804228670
2012-11-14,5700254850
2012-11-15,5674627500
2012-11-16,5630694900
2012-11-19,5695861590
2012-11-20,5685610650
2012-11-21,5706112530
2012-11-23,5787387840
2012-11-26,5722953360
2012-11-27,5609460810
2012-11-28,5716363469
2012-11-29,5413228530
2012-11-30,5356116150
2012-12-03,5357580570
2012-12-04,5299735980
2012-12-05,5286556200
2012-12-06,5268250950
2012-12-07,5244088020
2012-12-10,5323166700
2012-12-11,5332685430
2012-12-12,5329756590
2012-12-13,5347329630
2012-12-14,5315112390
2012-12-17,5348794050
2012-12-18,5337810900
2012-12-19,5274108630
2012-12-20,5248481280
2012-12-21,5145239670
2012-12-24,5182582380
2012-12-26,5169402600
2012-12-27,5223586140
2012-12-28,5236033710
2012-12-31,5295585900
2013-01-02,5305833060
2013-01-03,5305833060
2013-01-04,5388542280
2013-01-07,5370243780
2013-01-08,5282410980
2013-01-09,5298513660
2013-01-10,5252401440
2013-01-11,5291194260
2013-01-14,5312420520
2013-01-15,5390006160
2013-01-16,5369511840
2013-01-17,5373903480
2013-01-18,5398057500
2013-01-22,5422211520
2013-01-23,5471251500
2013-01-24,5490281940
2013-01-25,5507848500
2013-01-28,5558352360
2013-01-29,5458076579
2013-01-30,5381954820
2013-01-31,5381222880
2013-02-01,5391470040
2013-02-04,5286802620
2013-02-05,5362924380
2013-02-06,5335842600
2013-02-07,5646185160
2013-02-08,5775006600
2013-02-11,5737677660
2013-02-12,5753048400
2013-02-13,5780130180
2013-02-14,5770614960
2013-02-15,5782326000
2013-02-19,5908219680
2013-02-20,5818923000
2013-02-21,5786717640
2013-02-22,5797696740
2013-02-25,5735481840
2013-02-26,5646917100
2013-02-27,5657896200
2013-02-28,5587629960
2013-03-01,5589825780
2013-03-04,5637401880
2013-03-05,5632278300
2013-03-06,5575918920
2013-03-07,5578846680
2013-03-08,5624226960
2013-03-11,5674730820
2013-03-12,5662287840
2013-03-13,5765491380
2013-03-14,5684977980
2013-03-15,5824046579
2013-03-18,5906755800
2013-03-19,5860643579
2013-03-20,5871622680
2013-03-21,5857715820
2013-03-22,5841613140
2013-03-25,5894312820
2013-03-26,5972630400
2013-03-27,5975558160
2013-03-28,6049484100
2013-04-01,6026793960
2013-04-02,6062659020
2013-04-03,6010691280
2013-04-04,6016546800
2013-04-05,5925054300
2013-04-08,5901632220
2013-04-09,5761099740
2013-04-10,5945548620
2013-04-11,6075833940
2013-04-12,6001176060
2013-04-15,5875282380
2013-04-16,5889921180
2013-04-17,5842345079
2013-04-18,5776470480
2013-04-19,5850396420
2013-04-22,5766575099
2013-04-23,5874511500
2013-04-24,5920457400
2013-04-25,6053190000
2013-04-26,6048814200
2013-04-29,6054648600
2013-04-30,6117368400
2013-05-01,6150916200
2013-05-02,6169148700
2013-05-03,6166960800
2013-05-06,6192486300
2013-05-07,6241349400
2013-05-08,6207801600
2013-05-09,6178629600
2013-05-10,6230409900
2013-05-13,6199050000
2013-05-14,6280731600
2013-05-15,6301152000
2013-05-16,6229680600
2013-05-17,6283648800
2013-05-20,6309903600
2013-05-21,6358037400
2013-05-22,6257394000
2013-05-23,6131954400
2013-05-24,6081632700
2013-05-28,6099135900
2013-05-29,5991928800
2013-05-30,5985365099
2013-05-31,5945253600
2013-06-03,6020371500
2013-06-04,5979530700
2013-06-05,5947441500
2013-06-06,6069963900
2013-06-07,6149457599
2013-06-10,6098406600
2013-06-11,6030581700
2013-06-12,6005785500
2013-06-13,6034957500
2013-06-14,6015266400
2013-06-17,6015266400
2013-06-18,6103511700
2013-06-19,6131225099
2013-06-20,6044438400
2013-06-21,5888368200
2013-06-24,5850444600
2013-06-25,5935772700
2013-06-26,5816167500
2013-06-27,5835858600
2013-06-28,5919728100
2013-07-01,5972237700
2013-07-02,5941607100
2013-07-03,5979530700
2013-07-05,6022559400
2013-07-08,6105699600
2013-07-09,6067776000
2013-07-10,6034957500
2013-07-11,6035686800
2013-07-12,6029123100
2013-07-15,6065644860
2013-07-16,5992897860
2013-07-17,5928153030
2013-07-18,6001627500
2013-07-19,5980530870
2013-07-22,6019814250
2013-07-23,6016176900
2013-07-24,5931062910
2013-07-25,5981258340
2013-07-26,6011812080
2013-07-29,5989260510
2013-07-30,5979075930
2013-07-31,6000900030
2013-08-01,6069282210
2013-08-02,6072192090
2013-08-05,6067827270
2013-08-06,6051095460
2013-08-07,5986350630
2013-08-08,5939792550
2013-08-09,6050367990
2013-08-12,5997990150
2013-08-13,6146394030
2013-08-14,6078011850
2013-08-15,5956524360
2013-08-16,5877957600
2013-08-19,5845221450
2013-08-20,5940520020
2013-08-21,5945612310
2013-08-22,5950704600
2013-08-23,6038728470
2013-08-26,6045275700
2013-08-27,5931062910
2013-08-28,5897599289
2013-08-29,5911421220
2013-08-30,5824852289
2013-09-03,5803755660
2013-09-04,5803755660
2013-09-05,5822669880
2013-09-06,5755742640
2013-09-09,5793571080
2013-09-10,5898326760
2013-09-11,5924515680
2013-09-12,5846676390
2013-09-13,5774656860
2013-09-16,5799390840
2013-09-17,5814667710
2013-09-18,5845948920
2013-09-19,5871410370
2013-09-20,5867045550
2013-09-23,5804483130
2013-09-24,5827034700
2013-09-25,5925970620
2013-09-26,5941974960
2013-09-27,5969618820
2013-09-30,6014721960
2013-10-01,6072919560
2013-10-02,6010357140
2013-10-03,5957979300
2013-10-04,6049640520
2013-10-07,5964946780
2013-10-08,5911831250
2013-10-09,5855805280
2013-10-10,5948939360
2013-10-11,5990413130
2013-10-14,6083547210
2013-10-15,6002782500
2013-10-16,6996697760
2013-10-17,7073824420
2013-10-18,7181510700
2013-10-21,7163320450
2013-10-22,7182965920
2013-10-23,7259364970
2013-10-24,7233898620
2013-10-25,7470371870
2013-10-28,7348861000
2013-10-29,7297928300
2013-10-30,7276100000
2013-10-31,7216435980
2013-11-01,7269551510
2013-11-04,7230988180
2013-11-05,7222256860
2013-11-06,7167686110
2013-11-07,7033805870
2013-11-08,7054906560
2013-11-11,7235353840
2013-11-12,7220801640
2013-11-13,7252816480
2013-11-14,7194607680
2013-11-15,7228077740
2013-11-18,7153133910
2013-11-19,7062182660
2013-11-20,7106566870
2013-11-21,7279010440
2013-11-22,7283376100
2013-11-25,7284831320
2013-11-26,7385969110
2013-11-27,7423804830
2013-11-29,7349588610
2013-12-02,7498021050
2013-12-03,7794158320
2013-12-04,7691565310
2013-12-05,7636266950
2013-12-06,7607162550
2013-12-09,7591155130
2013-12-10,7963691450
2013-12-11,7789065050
2013-12-12,7853094730
2013-12-13,7992795850
2013-12-16,7950594470
2013-12-17,7891658060
2013-12-18,7950594470
2013-12-19,7887292400
2013-12-20,7957142960
2013-12-23,7992068240
2013-12-24,8024083080
2013-12-26,8016079370
2013-12-27,7997889120
2013-12-30,7988628470
2013-12-31,8065140920
2014-01-02,7996644060
2014-01-03,8225452720
2014-01-06,8146754200
2014-01-07,8247313420
2014-01-08,8183188700
2014-01-09,8274274950
2014-01-10,8426571160
2014-01-13,8328198010
2014-01-14,8569394400
2014-01-15,8559921430
2014-01-16,8589797720
2014-01-17,8630604360
2014-01-21,8598542000
2014-01-22,8580324750
2014-01-23,8476850770
2014-01-24,8451346620
2014-01-27,8409082600
2014-01-28,8471021250
2014-01-29,8299779100
2014-01-30,8394508800
2014-01-31,8366089890
2014-02-03,8031621180
2014-02-04,8033807250
2014-02-05,8070241750
2014-02-06,9098423340
2014-02-07,9108625000
2014-02-10,8986205080
2014-02-11,9140687360
2014-02-12,9105710240
2014-02-13,9200439940
2014-02-14,9279138460
2014-02-18,9239060510
2014-02-19,9177121860
2014-02-20,9295169640
2014-02-21,9321402480
2014-02-24,9217928500
2014-02-25,9145059500
2014-02-26,9166191510
2014-02-27,9110811070
2014-02-28,9280595840
2014-03-03,9201897320
2014-03-04,9212098980
2014-03-05,9151617710
2014-03-06,9235417060
2014-03-07,9239789200
2014-03-10,9238331820
2014-03-11,9249990860
2014-03-12,9217199810
2014-03-13,9076562640
2014-03-14,9079477400
2014-03-17,9203354700
2014-03-18,9177850550
2014-03-19,9073647880
2014-03-20,9090407750
2014-03-21,9205540770
2014-03-24,9086764300
2014-03-25,9003693640
2014-03-26,8944669750
2014-03-27,9027740410
2014-03-28,9083120850
2014-03-31,9217928500
2014-04-01,9272580250
2014-04-02,9244161340
2014-04-03,9210641600
2014-04-04,8863785160
2014-04-07,8606557590
2014-04-08,8683070040
2014-04-09,8859413020
2014-04-10,8642992090
2014-04-11,8471021250
2014-04-14,8540246800
2014-04-15,8565022260
2014-04-16,8708574190
2014-04-17,8805489960
2014-04-21,8853702000
2014-04-22,8869017300
2014-04-23,8908399500
2014-04-24,8922256200
2014-04-25,8797545900
2014-04-28,8856619200
2014-04-29,8739201900
2014-04-30,8845679700
2014-05-01,8823071400
2014-05-02,8874851700
2014-05-05,8826717900
2014-05-06,8787335700
2014-05-07,8711488500
2014-05-08,8931007800
2014-05-09,9084160800
2014-05-12,9134482500
2014-05-13,9000291300
2014-05-14,8980600200
2014-05-15,9060093900
2014-05-16,8873393100
2014-05-19,8955804000
2014-05-20,8905482300
2014-05-21,8939759400
2014-05-22,8933925000
2014-05-23,8987893200
2014-05-27,8856619200
2014-05-28,8832552300
2014-05-29,8920068300
2014-05-30,9055718100
2014-06-02,9077597100
2014-06-03,9133023900
2014-06-04,9222727800
2014-06-05,9293469900
2014-06-06,9364941300
2014-06-09,9313890300
2014-06-10,9259922100
2014-06-11,9199390200
2014-06-12,9063740400
2014-06-13,9101664000
2014-06-16,9116979300
2014-06-17,9185533500
2014-06-18,9460479600
2014-06-19,9396301200
2014-06-20,9466314000
2014-06-23,9529763100
2014-06-24,9601963800
2014-06-25,9469960500
2014-06-26,9519552900
2014-06-27,9734696400
2014-06-30,9839715600
2014-07-01,9811272900
2014-07-02,9790852500
2014-07-03,9841174200
2014-07-07,9772620000
2014-07-08,9646451100
2014-07-09,9741989400
2014-07-10,9711358800
2014-07-11,9720839700
2014-07-14,9835063550
2014-07-15,9676751199
2014-07-16,9616928100
2014-07-17,9473936300
2014-07-18,9518438850
2014-07-21,9378365250
2014-07-22,9057363250
2014-07-23,9016508450
2014-07-24,9238291650
2014-07-25,9159500250
2014-07-28,9082167950
2014-07-29,8970546800
2014-07-30,9061011000
2014-07-31,8835580050
2014-08-01,8831932300
2014-08-04,9047879100
2014-08-05,9076331550
2014-08-06,8972735450
2014-08-07,8889566750
2014-08-08,9127400050
2014-08-11,9137613750
2014-08-12,9098218050
2014-08-13,8968358150
2014-08-14,9600148450
2014-08-15,9591393850
2014-08-18,9727090150
2014-08-19,9777429100
2014-08-20,9859138699
2014-08-21,9810988400
2014-08-22,9878836550
2014-08-25,9945955150
2014-08-26,9926257300
2014-08-27,10026935200
2014-08-28,10024746550
2014-08-29,9952521100
2014-09-02,10059035400
2014-09-03,10089676500
2014-09-04,10087487850
2014-09-05,10050280800
2014-09-08,9980244000
2014-09-09,9913125400
2014-09-10,9914584500
2014-09-11,9806611100
2014-09-12,9765756300
2014-09-15,9775240450
2014-09-16,9879566100
2014-09-17,9802963350
2014-09-18,9748247100
2014-09-19,9612550800
2014-09-22,9549809500
2014-09-23,9419949600
2014-09-24,9529382100
2014-09-25,9352831000
2014-09-26,9491445500
2014-09-29,9530841199
2014-09-30,9506036500
2014-10-01,9522086600
2014-10-02,9700826350
2014-10-03,9858409150
2014-10-06,9812256740
2014-10-07,9767728570
2014-10-08,9988909480
2014-10-09,9780868030
2014-10-10,9694731570
2014-10-13,9553847360
2014-10-14,9780138060
2014-10-15,9745829470
2014-10-16,9666992710
2014-10-17,9912262630
2014-10-20,10188191290
2014-10-21,10294036940
2014-10-22,10130523660
2014-10-23,10276517660
2014-10-24,10368493880
2014-10-27,10545146620
2014-10-28,10641502660
2014-10-29,10586754910
2014-10-30,10636392870
2014-10-31,10727639120
2014-11-03,10786036720
2014-11-04,10835674680
2014-11-05,10903561890
2014-11-06,10625443320
2014-11-07,10354624450
2014-11-10,10596974490
2014-11-11,10583105060
2014-11-12,10677271190
2014-11-13,10657562000
2014-11-14,10570695570
2014-11-17,10645152510
2014-11-18,10675081280
2014-11-19,10565585780
2014-11-20,10598434430
2014-11-21,10620333530
2014-11-24,10626903260
2014-11-25,10617413650
2014-11-26,10636392870
2014-11-28,10736398760
2014-12-01,10735668790
2014-12-02,10838594560
2014-12-03,11098463880
2014-12-04,11186790250
2014-12-05,11254677460
2014-12-08,11218178960
2014-12-09,11551775250
2014-12-10,11478048280
2014-12-11,11618202520
2014-12-12,11697769250
2014-12-15,11753246970
2014-12-16,11461258970
2014-12-17,11646671350
2014-12-18,11733537780
2014-12-19,11668570450
2014-12-22,11638641680
2014-12-23,11766386430
2014-12-24,11696309310
2014-12-26,11679520000
2014-12-29,11768576340
2014-12-30,11681709910
2014-12-31,11626962160
2015-01-02,11574404320
2015-01-05,11441399340
2015-01-06,11433355920
2015-01-07,11679045840
2015-01-08,11781416640
2015-01-09,11721456600
2015-01-12,11621279460
2015-01-13,11243238720
2015-01-14,11028991260
2015-01-15,10823518440
2015-01-16,10968300000
2015-01-20,11162804520
2015-01-21,11213258700
2015-01-22,11446517880
2015-01-23,11390945160
2015-01-26,11643216060
2015-01-27,11628591660
2015-01-28,11648334600
2015-01-29,11718531720
2015-01-30,11626398000
2015-02-02,11404838340
2015-02-03,11485272540
2015-02-04,11441399340
2015-02-05,11711219520
2015-02-06,11845764000
2015-02-09,11753630280
2015-02-10,11911573800
2015-02-11,11874281579
2015-02-12,11072133240
2015-02-13,10979999520
2015-02-17,10985118060
2015-02-18,11203752840
2015-02-19,11207408940
2015-02-20,11338297320
2015-02-23,11493315960
2015-02-24,11436280800
2015-02-25,11425312500
2015-02-26,11361696360
2015-02-27,11328791460
2015-03-02,11317091940
2015-03-03,11295155340
2015-03-04,11028991260
2015-03-05,11152567440
2015-03-06,10900296540
2015-03-09,10843261380
2015-03-10,10714566660
2015-03-11,10773064260
2015-03-12,10918577040
2015-03-13,10939782420
2015-03-16,11050196640
2015-03-17,10968300000
2015-03-18,10897371660
2015-03-19,10909071180
2015-03-20,11107963020
2015-03-23,10932470220
2015-03-24,11042153220
2015-03-25,10875435060
2015-03-26,10925158020
2015-03-27,11069939579
2015-03-30,11120393760
2015-03-31,10945632180
2015-04-01,10511287500
2015-04-02,10528105560
2015-04-06,10656069060
2015-04-07,10727728620
2015-04-08,10881284820
2015-04-09,10825712100
2015-04-10,10982924400
2015-04-13,10908339960
2015-04-14,10898834100
2015-04-15,10937588760
2015-04-16,10968300000
2015-04-17,10953675600
2015-04-20,11143792800
2015-04-21,11143792800
2015-04-22,11078714220
2015-04-23,10726266180
2015-04-24,10866660420
2015-04-27,10610803170
2015-04-28,10574943500
2015-04-29,10586652780
2015-04-30,10465169000
2015-05-01,10636417220
2015-05-04,10644467350
2015-05-05,10537620170
2015-05-06,10544938470
2015-05-07,10577138990
2015-05-08,10593971080
2015-05-11,10648858330
2015-05-12,10767414790
2015-05-13,10932076540
2015-05-14,10967204380
2015-05-15,11096006460
2015-05-18,11115034040
2015-05-19,11192608020
2015-05-20,10970131700
2015-05-21,11526322500
2015-05-22,11723916600
2015-05-26,11562914000
2015-05-27,11505831260
2015-05-28,11442162050
2015-05-29,11213099260
2015-06-01,11220417560
2015-06-02,11369710880
2015-06-03,11455334990
2015-06-04,11460457800
2015-06-05,11518272369
2015-06-08,11512417730
2015-06-09,11520467860
2015-06-10,11729039410
2015-06-11,11748066990
2015-06-12,11797831430
2015-06-15,11586332560
2015-06-16,11639756150
2015-06-17,11635365170
2015-06-18,11727575750
2015-06-19,11745871500
2015-06-22,11947856580
2015-06-23,11993961869
2015-06-24,11959565860
2015-06-25,12016648600
2015-06-26,12022503240
2015-06-29,11630974190
2015-06-30,11657320070
2015-07-01,11903214950
2015-07-02,11863696130
2015-07-06,11959565860
2015-07-07,11967615990
2015-07-08,11708548170
2015-07-09,11860768810
2015-07-10,12010062130
2015-07-13,12390613730
2015-07-14,12236929430
2015-07-15,12329140010
2015-07-16,12394272880
2015-07-17,12419155100
2015-07-20,12350638350
2015-07-21,12265708950
2015-07-22,12316227300
2015-07-23,12328673849
2015-07-24,12322816650
2015-07-27,12325013100
2015-07-28,12468514500
2015-07-29,12670587900
2015-07-30,12632516100
2015-07-31,12754785150
2015-08-03,12725499150
2015-08-04,12819946500
2015-08-05,12832393050
2015-08-06,12647159100
2015-08-07,12721106250
2015-08-10,12714516900
2015-08-11,12587122800
2015-08-12,12592980000
2015-08-13,13749044850
2015-08-14,13693401450
2015-08-17,13522078350
2015-08-18,13601150550
2015-08-19,13752705600
2015-08-20,13504506750
2015-08-21,12998591100
2015-08-24,12721106250
2015-08-25,12535872300
2015-08-26,12553443900
2015-08-27,12902679450
2015-08-28,12920983200
2015-08-31,12830928750
2015-09-01,12638373300
2015-09-02,12830928750
2015-09-03,12683766600
2015-09-04,12602497950
2015-09-08,12836053800
2015-09-09,12806767800
2015-09-10,12803839200
2015-09-11,12800910600
2015-09-14,12812625000
2015-09-15,12948072750
2015-09-16,13075466850
2015-09-17,13052770200
2015-09-18,12717445500
2015-09-21,12794321250
2015-09-22,12771624600
2015-09-23,12876322050
2015-09-24,12797982000
2015-09-25,12947340600
2015-09-28,12549051000
2015-09-29,12485353950
2015-09-30,13876438950
2015-10-01,14060208600
2015-10-02,14034583350
2015-10-05,13996511550
2015-10-06,13991386500
2015-10-07,13936475250
2015-10-08,13716830250
2015-10-09,13875706800
2015-10-12,14013746640
2015-10-13,13982243550
2015-10-14,13705309410
2015-10-15,13960264650
2015-10-16,13978580400
2015-10-19,14022538200
2015-10-20,14182984170
