,FTNT
2019-02-26,14807399999
2019-02-27,14960579999
2019-02-28,14773360000
2019-03-01,14798890000
2019-03-04,14262760000
2019-03-05,14228719999
2019-03-06,14109579999
2019-03-07,14041500000
2019-03-08,13726630000
2019-03-11,14050010000
2019-03-12,14024480000
2019-03-13,14237230000
2019-03-14,14364880000
2019-03-15,14169149999
2019-03-18,14381899999
2019-03-19,14518059999
2019-03-20,14569120000
2019-03-21,15028660000
2019-03-22,14501040000
2019-03-25,14467000000
2019-03-26,14441469999
2019-03-27,13930870000
2019-03-28,14015969999
2019-03-29,14288290000
2019-04-01,14577720000
2019-04-02,14654715000
2019-04-03,14971250000
2019-04-04,14286850000
2019-04-05,14389510000
2019-04-08,14731709999
2019-04-09,14937030000
2019-04-10,15330560000
2019-04-11,15347670000
2019-04-12,15860970000
2019-04-15,16288720000
2019-04-16,16091954999
2019-04-17,15801084999
2019-04-18,15587209999
2019-04-22,15664204999
2019-04-23,15741199999
2019-04-24,15783975000
2019-04-25,15895189999
2019-04-26,15912300000
2019-04-29,15920855000
2019-04-30,15980740000
2019-05-01,15724090000
2019-05-02,15655650000
2019-05-03,14706045000
2019-05-06,14543500000
2019-05-07,13995980000
2019-05-08,13970314999
2019-05-09,13995980000
2019-05-10,14184189999
2019-05-13,13602450000
2019-05-14,13893319999
2019-05-15,13867655000
2019-05-16,14244074999
2019-05-17,14132860000
2019-05-20,13918985000
2019-05-21,14124305000
2019-05-22,14021645000
2019-05-23,13260250000
2019-05-24,13303025000
2019-05-28,13217475000
2019-05-29,12969380000
2019-05-30,13012155000
2019-05-31,12404750000
2019-06-03,11917115000
2019-06-04,12396195000
2019-06-05,12515965000
2019-06-06,12592960000
2019-06-07,12627180000
2019-06-10,12781170000
2019-06-11,13003600000
2019-06-12,13174700000
2019-06-13,13106260000
2019-06-14,12952270000
2019-06-17,12755505000
2019-06-18,12823945000
2019-06-19,13166145000
2019-06-20,13166145000
2019-06-21,13029265000
2019-06-24,12977935000
2019-06-25,12806835000
2019-06-26,12875275000
2019-06-27,13131925000
2019-06-28,13149035000
2019-07-01,13224360000
2019-07-02,13378530000
2019-07-03,13507005000
2019-07-05,13515570000
2019-07-08,13455615000
2019-07-09,13798215000
2019-07-10,13883865000
2019-07-11,14397764999
2019-07-12,14509110000
2019-07-15,14560500000
2019-07-16,14517675000
2019-07-17,14826014999
2019-07-18,14808885000
2019-07-19,14963054999
2019-07-22,14997315000
2019-07-23,15005880000
2019-07-24,14834580000
2019-07-25,14620455000
2019-07-26,14620455000
2019-07-29,14209335000
2019-07-30,14123684999
2019-07-31,13755389999
2019-08-01,13532700000
2019-08-02,14740365000
2019-08-05,13849605000
2019-08-06,14055165000
2019-08-07,13952385000
2019-08-08,14449155000
2019-08-09,14312115000
2019-08-12,14080860000
2019-08-13,14372070000
2019-08-14,13823910000
2019-08-15,13721130000
2019-08-16,13815345000
2019-08-19,13900995000
2019-08-20,13644045000
2019-08-21,14038035000
2019-08-22,14003775000
2019-08-23,13763955000
2019-08-26,13900995000
2019-08-27,13849605000
2019-08-28,13335705000
2019-08-29,13352835000
2019-08-30,13566960000
2019-09-03,13369965000
2019-09-04,13395660000
2019-09-05,13772519999
2019-09-06,13721130000
2019-09-09,13532700000
2019-09-10,13566960000
2019-09-11,13678305000
2019-09-12,13421355000
2019-09-13,13378530000
2019-09-16,13644045000
2019-09-17,13609785000
2019-09-18,13507005000
2019-09-19,13429920000
2019-09-20,13404225000
2019-09-23,13575525000
2019-09-24,13584090000
2019-09-25,13584090000
2019-09-26,13507005000
2019-09-27,13053060000
2019-09-30,13162625000
2019-10-01,13214075000
2019-10-02,12973975000
2019-10-03,13265525000
2019-10-04,13291250000
2019-10-07,13342700000
2019-10-08,13094025000
2019-10-09,13359850000
2019-10-10,13308400000
2019-10-11,13574225000
2019-10-14,13599950000
2019-10-15,13497050000
2019-10-16,13334125000
2019-10-17,13531350000
2019-10-18,13128325000
2019-10-21,13085450000
2019-10-22,13214075000
2019-10-23,13385575000
2019-10-24,13882925000
2019-10-25,13805750000
2019-10-28,13771449999
2019-10-29,13848624999
2019-10-30,14165900000
2019-10-31,13985824999
2019-11-01,15460725000
2019-11-04,15760850000
2019-11-05,15717974999
2019-11-06,15966650000
2019-11-07,16146724999
2019-11-08,16506875000
2019-11-11,16455425000
2019-11-12,17150000000
2019-11-13,17089975000
2019-11-14,17167150000
2019-11-15,17415825000
2019-11-18,17810275000
2019-11-19,18016075000
2019-11-20,17570175000
2019-11-21,17664500000
2019-11-22,17801700000
2019-11-25,18033225000
2019-11-26,17896025000
2019-11-27,18050375000
2019-11-29,18024650000
2019-12-02,17818850000
2019-12-03,17801700000
2019-12-04,17758825000
2019-12-05,17990350000
2019-12-06,17767400000
2019-12-09,17810275000
2019-12-10,17758825000
2019-12-11,17861725000
2019-12-12,17904600000
2019-12-13,18118975000
2019-12-16,18393375000
2019-12-17,18239025000
2019-12-18,18522000000
2019-12-19,18787825000
2019-12-20,18333350000
2019-12-23,18487700000
2019-12-24,18487700000
2019-12-26,18564875000
2019-12-27,18427675000
2019-12-30,18341925000
2019-12-31,18211550000
2020-01-02,18714820000
2020-01-03,18970720000
2020-01-06,19107200000
2020-01-07,19090140000
2020-01-08,19388690000
2020-01-09,19533700000
2020-01-10,19499580000
2020-01-13,19909020000
2020-01-14,19909020000
2020-01-15,19968730000
2020-01-16,20318460000
2020-01-17,20045500000
2020-01-21,20071090000
2020-01-22,20096680000
2020-01-23,20309930000
2020-01-24,20130800000
2020-01-27,19525170000
2020-01-28,20054030000
2020-01-29,20002850000
2020-01-30,20190510000
2020-01-31,19678710000
2020-02-03,19874900000
2020-02-04,20489060000
2020-02-05,20437880000
2020-02-06,20702310000
2020-02-07,19977260000
2020-02-10,20258750000
2020-02-11,20011380000
2020-02-12,20028440000
2020-02-13,20318460000
2020-02-14,20335520000
2020-02-18,20378170000
2020-02-19,20335520000
2020-02-20,20130800000
2020-02-21,19533700000
2020-02-24,18544220000
2020-02-25,17921530000
2020-02-26,18126250000
2020-02-27,17512090000
2020-02-28,17409730000
2020-03-02,18783060000
2020-03-03,17665630000
2020-03-04,18262730000
2020-03-05,17742400000
2020-03-06,16974699999
2020-03-09,14867790000
2020-03-10,15473420000
2020-03-11,15004270000
2020-03-12,12931480000
2020-03-13,14100090000
2020-03-16,12914420000
2020-03-17,13306800000
2020-03-18,13050900000
2020-03-19,14697190000
2020-03-20,14483940000
2020-03-23,14654540000
2020-03-24,17025880000
2020-03-25,16539670000
2020-03-26,16966170000
2020-03-27,16599380000
2020-03-30,17222070000
2020-03-31,16345840000
2020-04-01,16232720000
2020-04-02,16305440000
2020-04-03,16394320000
2020-04-06,17436640000
2020-04-07,17242720000
2020-04-08,17646720000
2020-04-09,16475120000
2020-04-13,16911440000
2020-04-14,17670960000
2020-04-15,17751760000
2020-04-16,17816400000
2020-04-17,18252720000
2020-04-20,18155760000
2020-04-21,16353919999
2020-04-22,16854880000
2020-04-23,16256960000
2020-04-24,16685199999
2020-04-27,17073040000
2020-04-28,17040720000
2020-04-29,17533600000
2020-04-30,17412400000
2020-05-01,16862960000
2020-05-04,17081120000
2020-05-05,17541680000
2020-05-06,18010320000
2020-05-07,21832160000
2020-05-08,22114960000
2020-05-11,22696720000
2020-05-12,22365440000
2020-05-13,22163440000
2020-05-14,22308880000
2020-05-15,23181520000
2020-05-18,23375440000
2020-05-19,23399680000
2020-05-20,23528960000
2020-05-21,23173440000
2020-05-22,23052240000
2020-05-26,22228080000
2020-05-27,21193840000
2020-05-28,21759440000
2020-05-29,22494720000
2020-06-01,23391600000
2020-06-02,23262320000
2020-06-03,23092640000
2020-06-04,22559360000
2020-06-05,22704800000
2020-06-08,22220000000
2020-06-09,21961440000
2020-06-10,22244240000
2020-06-11,21290800000
2020-06-12,21064560000
2020-06-15,21961440000
2020-06-16,22098800000
2020-06-17,21896800000
2020-06-18,21921040000
2020-06-19,22090720000
2020-06-22,23084560000
2020-06-23,22147280000
2020-06-24,21710960000
2020-06-25,21953360000
2020-06-26,21743280000
2020-06-29,21565520000
2020-06-30,22248225000
2020-07-01,22564320000
2020-07-02,22442745000
2020-07-06,22645370000
2020-07-07,22361695000
2020-07-08,23723335000
2020-07-09,24250160000
2020-07-10,23634180000
2020-07-13,21251310000
2020-07-14,21802450000
2020-07-15,20959530000
2020-07-16,20643435000
2020-07-17,20927110000
2020-07-20,21851080000
2020-07-21,21664665000
2020-07-22,21770030000
2020-07-23,21907815000
2020-07-24,21567405000
2020-07-27,22150965000
2020-07-28,21624140000
2020-07-29,22183385000
2020-07-30,22167175000
2020-07-31,22418430000
2020-08-03,22402220000
2020-08-04,22507585000
2020-08-05,22710210000
2020-08-06,22612950000
2020-08-07,21235100000
2020-08-10,20570490000
2020-08-11,20521860000
2020-08-12,20538070000
2020-08-13,20659645000
2020-08-14,20683960000
2020-08-17,20935215000
2020-08-18,21056790000
2020-08-19,20991950000
2020-08-20,21656560000
2020-08-21,21348570000
2020-08-24,21567405000
2020-08-25,21607930000
2020-08-26,22240120000
2020-08-27,21405305000
2020-08-28,21194575000
2020-08-31,21397200000
2020-09-01,21154050000
2020-09-02,21494460000
2020-09-03,19565470000
2020-09-04,19071065000
2020-09-08,18706340000
2020-09-09,18981910000
2020-09-10,18925175000
2020-09-11,18665815000
2020-09-14,19127800000
2020-09-15,19160220000
2020-09-16,18957595000
2020-09-17,18698235000
2020-09-18,19014330000
2020-09-21,19103485000
2020-09-22,19241270000
2020-09-23,18682025000
2020-09-24,18722550000
2020-09-25,18933280000
2020-09-28,19014330000
2020-09-29,18981910000
2020-09-30,19142500000
2020-10-01,19540625000
2020-10-02,18915000000
2020-10-05,19353750000
2020-10-06,19223750000
2020-10-07,19613750000
2020-10-08,19768125000
2020-10-09,20507500000
2020-10-12,20946250000
2020-10-13,21222500000
2020-10-14,21149375000
2020-10-15,21409375000
2020-10-16,21376875000
2020-10-19,20930000000
2020-10-20,21531250000
2020-10-21,21125000000
2020-10-22,20824375000
2020-10-23,21190000000
2020-10-26,20020000000
2020-10-27,20190625000
2020-10-28,19329375000
2020-10-29,19175000000
2020-10-30,17931875000
2020-11-02,17972500000
2020-11-03,18265000000
2020-11-04,18890625000
2020-11-05,19418750000
2020-11-06,19045000000
2020-11-09,19028750000
2020-11-10,18086250000
2020-11-11,18622500000
2020-11-12,18460000000
2020-11-13,18833750000
2020-11-16,18963750000
2020-11-17,19240000000
2020-11-18,18963750000
2020-11-19,19020625000
2020-11-20,19191250000
2020-11-23,19028750000
2020-11-24,19272500000
2020-11-25,19475625000
2020-11-27,20117500000
2020-11-30,20028125000
2020-12-01,19930625000
2020-12-02,19971250000
2020-12-03,20491250000
2020-12-04,20767500000
2020-12-07,20816250000
2020-12-08,21393125000
2020-12-09,20369375000
2020-12-10,20726875000
2020-12-11,20856875000
2020-12-14,21238750000
2020-12-15,21417500000
2020-12-16,21669375000
2020-12-17,22165000000
2020-12-18,23700625000
2020-12-21,23716875000
2020-12-22,24724375000
2020-12-23,24415625000
2020-12-24,24342500000
2020-12-28,24261250000
2020-12-29,23976875000
2020-12-30,24050000000
2020-12-31,24213650000
2021-01-04,23724650000
2021-01-05,23105250000
2021-01-06,22510300000
2021-01-07,23349750000
2021-01-08,24148450000
2021-01-11,24148450000
2021-01-12,24922700000
2021-01-13,24107700000
2021-01-14,24050650000
2021-01-15,23887650000
2021-01-19,24156600000
2021-01-20,24498900000
2021-01-21,24409250000
2021-01-22,24653750000
2021-01-25,24743400000
2021-01-26,24392950000
2021-01-27,23765400000
2021-01-28,24213650000
2021-01-29,23594250000
2021-02-01,24189200000
2021-02-02,25069400000
2021-02-03,24596700000
2021-02-04,25591000000
2021-02-05,25346500000
2021-02-08,25990350000
2021-02-09,26071850000
2021-02-10,26291900000
2021-02-11,26569000000
2021-02-12,26854250000
2021-02-16,26878699999
2021-02-17,27098750000
2021-02-18,27335100000
2021-02-19,28027850000
2021-02-22,27767050000
2021-02-23,27506250000
2021-02-24,27685550000
2021-02-25,27384000000
2021-02-26,27522550000
2021-03-01,28239750000
2021-03-02,28256050000
2021-03-03,27693699999
2021-03-04,26723850000
2021-03-05,27310650000
2021-03-08,27090600000
2021-03-09,28647250000
2021-03-10,29413350000
2021-03-11,30570650000
2021-03-12,30701050000
2021-03-15,31304149999
2021-03-16,30888500000
2021-03-17,29771950000
2021-03-18,28207150000
2021-03-19,28443500000
2021-03-22,29193300000
2021-03-23,28696150000
2021-03-24,27921900000
2021-03-25,27913750000
2021-03-26,29788249999
2021-03-29,29934949999
2021-03-30,29560050000
2021-03-31,30119896000
2021-04-01,30446576000
2021-04-05,31238775000
2021-04-06,31802298000
2021-04-07,31500119000
2021-04-08,32112644000
2021-04-09,32275984000
2021-04-12,32194314000
2021-04-13,32676167000
2021-04-14,32553662000
2021-04-15,33574537000
2021-04-16,33648040000
2021-04-19,33672540999
2021-04-20,33125352000
2021-04-21,32978346000
2021-04-22,32855840999
2021-04-23,32953845000
2021-04-26,33305026000
2021-04-27,32872175000
2021-04-28,32341320000
2021-04-29,31924803000
2021-04-30,33362195000
2021-05-03,33190688000
2021-05-04,33778712000
2021-05-05,34203396000
2021-05-06,33729709999
2021-05-07,34587245000
2021-05-10,33370362000
2021-05-11,33729709999
2021-05-12,32186146999
2021-05-13,32406656000
2021-05-14,33623539000
2021-05-17,33378528999
2021-05-18,33362195000
2021-05-19,33909384000
2021-05-20,34677082000
2021-05-21,34440239000
2021-05-24,34799587000
2021-05-25,35044597000
2021-05-26,35232438000
2021-05-27,35338609000
2021-05-28,35697957000
2021-06-01,35118100000
2021-06-02,35338609000
2021-06-03,35183436000
2021-06-04,36220645000
2021-06-07,36514657000
2021-06-08,37135349000
2021-06-09,36833170000
2021-06-10,37396693000
2021-06-11,37396693000
2021-06-14,37805043000
2021-06-15,37576367000
2021-06-16,37609035000
2021-06-17,38711580000
2021-06-18,38164391000
2021-06-21,38858586000
2021-06-22,39511946000
2021-06-23,39209767000
2021-06-24,39201600000
2021-06-25,39536447000
2021-06-28,40353147000
2021-06-29,39732455000
2021-06-30,38955228000
2021-07-01,39633919000
2021-07-02,40566097000
2021-07-06,41073071000
2021-07-07,41432859000
2021-07-08,41367443000
2021-07-09,41997072000
2021-07-12,41833532000
2021-07-13,42037957000
2021-07-14,41841709000
2021-07-15,41915302000
2021-07-16,42266913000
2021-07-19,41972541000
2021-07-20,43150029000
2021-07-21,43280861000
2021-07-22,44278455000
2021-07-23,45087978000
2021-07-26,44540119000
2021-07-27,44343871000
2021-07-28,44433818000
2021-07-29,44842668000
2021-07-30,44523765000
2021-08-02,46543484000
2021-08-03,48694035000
2021-08-04,49716160000
2021-08-05,49062000000
2021-08-06,49667098000
2021-08-09,49241894000
2021-08-10,49127416000
2021-08-11,48841221000
2021-08-12,49986001000
2021-08-13,50591099000
2021-08-16,49462673000
2021-08-17,48841221000
2021-08-18,47868158000
2021-08-19,48375132000
2021-08-20,48726743000
2021-08-23,50288550000
2021-08-24,49037469000
2021-08-25,50051417000
2021-08-26,50721931000
2021-08-27,51686817000
2021-08-30,52234676000
2021-08-31,51539631000
2021-09-01,50443913000
2021-09-02,51335206000
2021-09-03,52365508000
2021-09-07,51367914000
2021-09-08,50566568000
2021-09-09,50820055000
2021-09-10,50779170000
2021-09-13,48555026000
2021-09-14,49160124000
2021-09-15,49315487000
2021-09-16,49724337000
2021-09-17,48980230000
2021-09-20,48579557000
2021-09-21,48996584000
2021-09-22,49323664000
2021-09-23,50787347000
2021-09-24,51008126000
2021-09-27,49151947000
2021-09-28,47083166000
2021-09-29,47238529000
2021-09-30,47604150000
2021-10-01,48574000000
2021-10-04,47082550000
2021-10-05,48655500000
2021-10-06,49193400000
2021-10-07,50464800000
2021-10-08,50065450000
2021-10-11,50008400000
2021-10-12,49975800000
2021-10-13,50546300000
2021-10-14,51149400000
2021-10-15,51393900000
2021-10-18,53260249999
2021-10-19,54132300000
2021-10-20,54352350000
2021-10-21,54499050000
2021-10-22,54653900000
2021-10-25,54099700000
2021-10-26,52591950000
2021-10-27,52257800000
2021-10-28,53366200000
2021-10-29,54825050000
2021-11-01,52828299999
2021-11-02,53537350000
2021-11-03,53773700000
2021-11-04,55159200000
2021-11-05,55615599999
2021-11-08,57245599999
2021-11-09,56895150000
2021-11-10,54303450000
2021-11-11,54914700000
2021-11-12,55770450000
2021-11-15,54629450000
2021-11-16,55583000000
2021-11-17,55640050000
2021-11-18,55990500000
2021-11-19,55827500000
2021-11-22,53920400000
2021-11-23,53382500000
2021-11-24,54319750000
2021-11-26,53366200000
2021-11-29,55957900000
2021-11-30,54132300000
2021-12-01,49755750000
2021-12-02,51035300000
2021-12-03,49356400000
2021-12-06,47604150000
2021-12-07,51711750000
2021-12-08,52559349999
2021-12-09,51573200000
2021-12-10,54221950000
2021-12-13,54050799999
2021-12-14,51475400000
2021-12-15,54898400000
2021-12-16,52632700000
2021-12-17,54417550000
2021-12-20,53879650000
2021-12-21,55297749999
2021-12-22,56748450000
2021-12-23,56887000000
2021-12-27,59926950000
2021-12-28,59658000000
2021-12-29,59780249999
2021-12-30,58647399999
2021-12-31,57748392000
2022-01-03,53522508000
2022-01-04,51763062000
2022-01-05,48766380000
2022-01-06,50453520000
2022-01-07,50557962000
2022-01-10,52172796000
2022-01-11,51988013999
2022-01-12,51546144000
2022-01-13,49473372000
2022-01-14,50220534000
2022-01-18,49561746000
2022-01-19,49352862000
2022-01-20,49007400000
2022-01-21,46380282000
2022-01-24,46653438000
2022-01-25,43857606000
2022-01-26,43568382000
2022-01-27,43335396000
2022-01-28,45335862000
2022-01-31,47762130000
2022-02-01,48557496000
2022-02-02,49794732000
2022-02-03,47721960000
2022-02-04,50509758000
2022-02-07,49360896000
2022-02-08,50590098000
2022-02-09,53000298000
2022-02-10,52277237999
2022-02-11,49850970000
2022-02-14,49867038000
2022-02-15,51803232000
2022-02-16,51473837999
2022-02-17,49899174000
2022-02-18,48983298000
2022-02-22,47786232000
2022-02-23,45713460000
2022-02-24,50847186000
2022-02-25,52212965999
2022-02-28,55354260000
2022-03-01,54285737999
2022-03-02,55402463999
2022-03-03,54044718000
2022-03-04,53900106000
2022-03-07,46814118000
2022-03-08,44484258000
2022-03-09,46187466000
2022-03-10,46074990000
2022-03-11,44853822000
2022-03-14,44259306000
2022-03-15,45520644000
2022-03-16,47810334000
2022-03-17,48766380000
2022-03-18,51409566000
2022-03-21,50541894000
2022-03-22,52333476000
2022-03-23,51650586000
2022-03-24,53940276000
2022-03-25,53466270000
2022-03-28,54398213999
2022-03-29,55836300000
2022-03-30,54944526000
2022-03-31,54365589999
2022-04-01,53928120000
2022-04-04,55153036000
2022-04-05,54389452000
2022-04-06,52822514000
2022-04-07,53784948000
2022-04-08,53427018000
2022-04-11,52186194000
2022-04-12,52512308000
2022-04-13,54222418000
2022-04-14,52774789999
2022-04-18,52560032000
2022-04-19,53323616000
2022-04-20,54182648000
2022-04-21,51104450000
2022-04-22,48408044000
2022-04-25,51462380000
2022-04-26,48758020000
2022-04-27,47771724000
2022-04-28,49100042000
2022-04-29,45974120000
2022-05-02,46451360000
2022-05-03,45584374000
2022-05-04,45711638000
2022-05-05,45258260000
2022-05-06,42370958000
2022-05-09,39006416000
2022-05-10,41647144000
2022-05-11,41511926000
2022-05-12,42418682000
2022-05-13,44788974000
2022-05-16,43834494000
2022-05-17,44987824000
2022-05-18,43047048000
2022-05-19,43770862000
2022-05-20,45385524000
2022-05-23,45552558000
2022-05-24,45473018000
2022-05-25,45703684000
2022-05-26,46817244000
2022-05-27,47381978000
2022-05-31,46793382000
2022-06-01,45982074000
2022-06-02,48233056000
2022-06-03,47191082000
2022-06-06,47238806000
2022-06-07,48583032000
2022-06-08,47811494000
2022-06-09,48280780000
2022-06-10,45862764000
2022-06-13,42394820000
2022-06-14,42832290000
2022-06-15,44144700000
2022-06-16,41957350000
2022-06-17,42792520000
2022-06-21,44701480000
2022-06-22,44295826000
2022-06-23,45178720000
2022-06-24,47032002000
2022-06-27,46809290000
2022-06-28,45568466000
2022-06-29,45473018000
2022-06-30,44483196000
2022-07-01,45104294000
2022-07-05,46385800000
2022-07-06,47069794000
2022-07-07,48445644000
2022-07-08,49294740000
2022-07-11,48964536000
2022-07-12,46873244000
2022-07-13,46315042000
2022-07-14,45316568000
2022-07-15,47344964000
2022-07-18,45599600000
2022-07-19,46543040000
2022-07-20,46888968000
2022-07-21,48634332000
2022-07-22,48139026000
2022-07-25,47958200000
2022-07-26,44231612000
2022-07-27,45544566000
2022-07-28,46700280000
2022-07-29,46896830000
2022-08-01,47219172000
2022-08-02,47462894000
2022-08-03,49436256000
2022-08-04,41361982000
2022-08-05,41975218000
2022-08-08,41920184000
2022-08-09,41031778000
2022-08-10,42368318000
2022-08-11,41291224000
2022-08-12,42682798000
2022-08-15,42517696000
2022-08-16,41621428000
2022-08-17,40827366000
2022-08-18,41094674000
2022-08-19,40324198000
2022-08-22,39561584000
2022-08-23,39773858000
2022-08-24,39435792000
2022-08-25,39993994000
2022-08-26,38971934000
2022-08-29,38280078000
2022-08-30,38555248000
2022-08-31,38280078000
2022-09-01,38170010000
2022-09-02,38209320000
2022-09-06,39034830000
2022-09-07,39663790000
2022-09-08,40654402000
2022-09-09,42132458000
2022-09-12,43901408000
2022-09-13,40780194000
2022-09-14,40835228000
2022-09-15,39954684000
2022-09-16,39640204000
2022-09-19,39891788000
2022-09-20,39915374000
2022-09-21,39152760000
2022-09-22,38319388000
2022-09-23,38201458000
2022-09-26,37965598000
2022-09-27,38130700000
2022-09-28,39286414000
2022-09-29,39019106000
2022-09-30,38365617000
2022-10-03,39794664000
2022-10-04,41137812000
2022-10-05,41848431000
2022-10-06,41965566000
2022-10-07,40192923000
2022-10-10,40005507000
2022-10-11,37936122000
2022-10-12,37647189000
2022-10-13,38420280000
2022-10-14,37584717000
2022-10-17,39404214000
2022-10-18,40263204000
2022-10-19,40442811000
2022-10-20,40286631000
2022-10-21,41973375000
2022-10-24,42871410000
2022-10-25,43667928000
2022-10-26,43332141000
2022-10-27,43738209000
2022-10-28,44589390000
2022-10-31,44636244000
2022-11-01,44058378000
2022-11-02,41567307000
2022-11-03,35866737000
2022-11-04,36780390000
2022-11-07,37373874000
2022-11-08,39513540000
2022-11-09,38951292000
2022-11-10,42473151000
2022-11-11,43831917000
2022-11-14,43355568000
2022-11-15,43886580000
2022-11-16,42707421000
2022-11-17,42277926000
2022-11-18,40723935000
2022-11-21,40856688000
2022-11-22,40825452000
2022-11-23,41661015000
2022-11-25,41317419000
2022-11-28,40669272000
2022-11-29,40286631000
2022-11-30,41512644000
2022-12-01,43246242000
2022-12-02,41864049000
2022-12-05,40349103000
2022-12-06,39708765000
2022-12-07,40294440000
2022-12-08,41317419000
2022-12-09,40708317000
2022-12-12,41887476000
2022-12-13,42723039000
2022-12-14,42379443000
2022-12-15,40739553000
2022-12-16,40544328000
2022-12-19,39029382000
2022-12-20,39412023000
2022-12-21,39052809000
2022-12-22,38381235000
2022-12-23,38053257000
2022-12-27,37912695000
2022-12-28,37373874000
2022-12-29,38428089000
2022-12-30,38178201000
2023-01-03,38000864000
2023-01-04,37828560000
2023-01-05,37162840000
2023-01-06,38134008000
2023-01-09,38697912000
2023-01-10,37922544000
2023-01-11,38220160000
2023-01-12,37906880000
2023-01-13,38274984000
2023-01-17,39238320000
2023-01-18,37891216000
2023-01-19,37922544000
2023-01-20,38588264000
2023-01-23,39559432000
2023-01-24,40013688000
2023-01-25,40538432000
2023-01-26,41674072000
2023-01-27,41274640000
2023-01-30,39982360000
2023-01-31,40992688000
2023-02-01,41580088000
2023-02-02,42175320000
2023-02-03,41509600000
2023-02-06,40718568000
2023-02-07,42120496000
2023-02-08,46710048000
2023-02-09,45284624000
2023-02-10,46686552000
2023-02-13,47109480000
2023-02-14,47924008000
2023-02-15,49192792000
2023-02-16,48080648000
2023-02-17,47493248000
2023-02-21,46764872000
2023-02-22,47156472000
2023-02-23,47446256000
2023-02-24,46099152000
2023-02-27,46694384000
2023-02-28,46553408000
2023-03-01,45770208000
2023-03-02,46710048000
2023-03-03,47649888000
2023-03-06,48017992000
2023-03-07,47281784000
2023-03-08,48393928000
2023-03-09,46952840000
2023-03-10,46020832000
2023-03-13,46420264000
2023-03-14,47689048000
2023-03-15,47297448000
2023-03-16,48464416000
2023-03-17,47947504000
2023-03-20,48198128000
2023-03-21,48918672000
2023-03-22,47939672000
2023-03-23,49537400000
2023-03-24,49333768000
2023-03-27,50109136000
2023-03-28,50336264000
2023-03-29,50759192000
2023-03-30,51542392000
2023-03-31,52171099999
2023-04-03,52053350000
2023-04-04,51786450000
2023-04-05,51142750000
2023-04-06,51433200000
2023-04-10,52524350000
2023-04-11,52595000000
2023-04-12,52744150000
2023-04-13,53686150000
2023-04-14,53434949999
2023-04-17,53152349999
2023-04-18,53238699999
2023-04-19,52846199999
2023-04-20,52516500000
2023-04-21,52422300000
2023-04-24,52006250000
2023-04-25,49588450000
2023-04-26,49769000000
2023-04-27,49502100000
2023-04-28,49494250000
2023-05-01,49305850000
2023-05-02,48230400000
2023-05-03,47484650000
2023-05-04,48026300000
2023-05-05,50703150000
2023-05-08,51872800000
2023-05-09,52124000000
2023-05-10,52602850000
2023-05-11,52987500000
2023-05-12,53199450000
2023-05-15,53819600000
2023-05-16,53623350000
2023-05-17,53717550000
2023-05-18,53489900000
2023-05-19,54659550000
2023-05-22,54573200000
2023-05-23,53450650000
2023-05-24,52273150000
2023-05-25,52728450000
2023-05-26,53199450000
2023-05-30,53803900000
2023-05-31,53639050000
2023-06-01,53882400000
2023-06-02,53482050000
2023-06-05,55946950000
2023-06-06,54588900000
2023-06-07,52642100000
2023-06-08,54165000000
2023-06-09,53387850000
2023-06-12,54824400000
2023-06-13,55334649999
2023-06-14,56111800000
2023-06-15,57768150000
2023-06-16,57132300000
2023-06-20,56253100000
2023-06-21,55821350000
2023-06-22,56410100000
2023-06-23,56198150000
2023-06-26,55782100000
2023-06-27,57823100000
2023-06-28,58349050000
2023-06-29,58945650000
2023-06-30,59050908000
2023-07-03,58324392000
2023-07-05,58050972000
2023-07-06,58316580000
2023-07-07,58340016000
2023-07-10,60824232000
2023-07-11,61183583999
2023-07-12,59933664000
2023-07-13,61128900000
2023-07-14,61652304000
2023-07-17,62714736000
2023-07-18,62683487999
2023-07-19,61472628000
2023-07-20,60699240000
2023-07-21,61058592000
2023-07-24,60363324000
2023-07-25,61199208000
2023-07-26,60355512000
2023-07-27,59824296000
2023-07-28,59996160000
2023-07-31,60714864000
2023-08-01,60957036000
2023-08-02,58058783999
2023-08-03,59183712000
2023-08-04,44348724000
2023-08-07,45075240000
2023-08-08,45754884000
2023-08-09,46700136000
2023-08-10,47309472000
2023-08-11,46622016000
2023-08-14,46606392000
2023-08-15,46223604000
2023-08-16,45450216000
2023-08-17,44848692000
2023-08-18,44653392000
2023-08-21,45614268000
2023-08-22,45559584000
2023-08-23,46239228000
2023-08-24,45426780000
2023-08-25,45942372000
2023-08-28,45856440000
2023-08-29,47364156000
2023-08-30,47825064000
2023-08-31,47036052000
2023-09-01,47551644000
2023-09-05,48364092000
2023-09-06,48614076000
2023-09-07,49348404000
2023-09-08,50051483999
2023-09-11,50832683999
2023-09-12,49606200000
2023-09-13,48918744000
2023-09-14,49293720000
2023-09-15,47668824000
2023-09-18,47223540000
2023-09-19,47215728000
2023-09-20,46989180000
2023-09-21,45918936000
2023-09-22,45497088000
2023-09-25,45395532000
2023-09-26,44864316000
2023-09-27,45418968000
2023-09-28,45778320000
2023-09-29,45840816000
2023-10-02,44846087000
2023-10-03,44065889000
2023-10-04,44563074000
2023-10-05,44379498000
2023-10-06,45840457000
2023-10-09,45519199000
2023-10-10,45435060000
2023-10-11,45106153000
