,FMC
2009-06-18,3069944000
2009-06-19,3052616000
2009-06-22,2875004000
2009-06-23,2876448000
2009-06-24,2862008000
2009-06-25,2957312000
2009-06-26,2964532000
2009-06-29,3010740000
2009-06-30,2954658000
2009-07-01,2912840000
2009-07-02,2803248000
2009-07-06,2710960000
2009-07-07,2610020000
2009-07-08,2648954000
2009-07-09,2624440000
2009-07-10,2573970000
2009-07-13,2706634000
2009-07-14,2705192000
2009-07-15,2777292000
2009-07-16,2772966000
2009-07-17,2739800000
2009-07-20,2749894000
2009-07-21,2767198000
2009-07-22,2736916000
2009-07-23,2829204000
2009-07-24,2858044000
2009-07-27,2862370000
2009-07-28,2803248000
2009-07-29,2683562000
2009-07-30,2879674000
2009-07-31,3039735999
2009-08-03,3119046000
2009-08-04,3170958000
2009-08-05,3149328000
2009-08-06,3093090000
2009-08-07,3152212000
2009-08-10,3101742000
2009-08-11,3108952000
2009-08-12,3219985999
2009-08-13,3227196000
2009-08-14,3183935999
2009-08-17,3121930000
2009-08-18,3106068000
2009-08-19,3042620000
2009-08-20,3062808000
2009-08-21,3133466000
2009-08-24,3113278000
2009-08-25,3100300000
2009-08-26,3045504000
2009-08-27,3082996000
2009-08-28,3085880000
2009-08-31,2980614000
2009-09-01,2946006000
2009-09-02,2986382000
2009-09-03,3041178000
2009-09-04,3072902000
2009-09-08,3191146000
2009-09-09,3254594000
2009-09-10,3339672000
2009-09-11,3365628000
2009-09-14,3434844000
2009-09-15,3581928000
2009-09-16,3602116000
2009-09-17,3560298000
2009-09-18,3623746000
2009-09-21,3581928000
2009-09-22,3568950000
2009-09-23,3527132000
2009-09-24,3493966000
2009-09-25,3463684000
2009-09-28,3518480000
2009-09-29,3540110000
2009-09-30,3515177540
2009-10-01,3233905640
2009-10-02,3293044859
2009-10-05,3389687000
2009-10-06,3419977820
2009-10-07,3383917320
2009-10-08,3425747500
2009-10-09,3437286859
2009-10-12,3506523020
2009-10-13,3445941380
2009-10-14,3512292700
2009-10-15,3516619960
2009-10-16,3474789780
2009-10-19,3551238040
2009-10-20,3460365580
2009-10-21,3434402020
2009-10-22,3512292700
2009-10-23,3430074760
2009-10-26,3394014260
2009-10-27,3353626500
2009-10-28,3186305780
2009-10-29,3300256960
2009-10-30,3193517880
2009-11-02,3180536100
2009-11-03,3254099520
2009-11-04,3219481440
2009-11-05,3280063080
2009-11-06,3259869200
2009-11-09,3406996040
2009-11-10,3421420240
2009-11-11,3408438460
2009-11-12,3391129420
2009-11-13,3437286859
2009-11-16,3559892560
2009-11-17,3581528859
2009-11-18,3561334980
2009-11-19,3531044160
2009-11-20,3520947220
2009-11-23,3548353200
2009-11-24,3539698680
2009-11-25,3544025940
2009-11-27,3457480740
2009-11-30,3499310920
2009-12-01,3542583520
2009-12-02,3565662240
2009-12-03,3497868500
2009-12-04,3526716900
2009-12-07,3542583520
2009-12-08,3480559460
2009-12-09,3484886720
2009-12-10,3490656400
2009-12-11,3509407859
2009-12-14,3546910780
2009-12-15,3500753340
2009-12-16,3523832060
2009-12-17,3490656400
2009-12-18,3490656400
2009-12-21,3516619960
2009-12-22,3536813840
2009-12-23,3548353200
2009-12-24,3558450140
2009-12-28,3536813840
2009-12-29,3536813840
2009-12-30,3526716900
2009-12-31,3493536000
2010-01-04,3560052000
2010-01-05,3548484000
2010-01-06,3583188000
2010-01-07,3538362000
2010-01-08,3506550000
2010-01-11,3411114000
2010-01-12,3399546000
2010-01-13,3412560000
2010-01-14,3361950000
2010-01-15,3334476000
2010-01-19,3386532000
2010-01-20,3373517999
2010-01-21,3373517999
2010-01-22,3302664000
2010-01-25,3338814000
2010-01-26,3291096000
2010-01-27,3280974000
2010-01-28,3204336000
2010-01-29,3191322000
2010-02-01,3296880000
2010-02-02,3334476000
2010-02-03,3309894000
2010-02-04,3182646000
2010-02-05,3327246000
2010-02-08,3343152000
2010-02-09,3440034000
2010-02-10,3427020000
2010-02-11,3513780000
2010-02-12,3489198000
2010-02-16,3538362000
2010-02-17,3570174000
2010-02-18,3587526000
2010-02-19,3596202000
2010-02-22,3558606000
2010-02-23,3505104000
2010-02-24,3528240000
2010-02-25,3510888000
2010-02-26,3581742000
2010-03-01,3616446000
2010-03-02,3659826000
2010-03-03,3675732000
2010-03-04,3682962000
2010-03-05,3748032000
2010-03-08,3730680000
2010-03-09,3724896000
2010-03-10,3726342000
2010-03-11,3737910000
2010-03-12,3778398000
2010-03-15,3758154000
2010-03-16,3775506000
2010-03-17,3792858000
2010-03-18,3785628000
2010-03-19,3758154000
2010-03-22,3797196000
2010-03-23,3847806000
2010-03-24,3862266000
2010-03-25,3787074000
2010-03-26,3778398000
2010-03-29,3787074000
2010-03-30,3846360000
2010-03-31,3803350000
2010-04-01,3842500000
2010-04-05,3910650000
2010-04-06,3974450000
2010-04-07,3990400000
2010-04-08,3984600000
2010-04-09,4036800000
2010-04-12,4023750000
2010-04-13,4035349999
2010-04-14,4033900000
2010-04-15,4022300000
2010-04-16,4020850000
2010-04-19,4028100000
2010-04-20,4061450000
2010-04-21,4032450000
2010-04-22,4054200000
2010-04-23,4093350000
2010-04-26,4046950000
2010-04-27,4003450000
2010-04-28,4026650000
2010-04-29,4087550000
2010-04-30,3997650000
2010-05-03,4039700000
2010-05-04,4022300000
2010-05-05,4020850000
2010-05-06,4020850000
2010-05-07,3945450000
2010-05-10,4055650000
2010-05-11,4025200000
2010-05-12,4091900000
2010-05-13,4054200000
2010-05-14,3917900000
2010-05-17,3951250000
2010-05-18,3838150000
2010-05-19,3814950000
2010-05-20,3698950000
2010-05-21,3745349999
2010-05-24,3662700000
2010-05-25,3698950000
2010-05-26,3710550000
2010-05-27,3862800000
2010-05-28,3804800000
2010-06-01,3687350000
2010-06-02,3858450000
2010-06-03,3825100000
2010-06-04,3658350000
2010-06-07,3638050000
2010-06-08,3726500000
2010-06-09,3720700000
2010-06-10,3852650000
2010-06-11,3890349999
2010-06-14,3880200000
2010-06-15,3975900000
2010-06-16,3967200000
2010-06-17,3988950000
2010-06-18,3923700000
2010-06-21,3928050000
2010-06-22,3874400000
2010-06-23,3868600000
2010-06-24,3791750000
2010-06-25,3788850000
2010-06-28,3785950000
2010-06-29,3659800000
2010-06-30,3597648000
2010-07-01,3591864000
2010-07-02,3542700000
2010-07-06,3523902000
2010-07-07,3601986000
2010-07-08,3677178000
2010-07-09,3724896000
2010-07-12,3658380000
2010-07-13,3748032000
2010-07-14,3735017999
2010-07-15,3713328000
2010-07-16,3635244000
2010-07-19,3636690000
2010-07-20,3706098000
2010-07-21,3674286000
2010-07-22,3724896000
2010-07-23,3785628000
2010-07-26,3869496000
2010-07-27,3869496000
2010-07-28,3881064000
2010-07-29,3947580000
2010-07-30,3915767999
2010-08-02,3982284000
2010-08-03,3977946000
2010-08-04,4037232000
2010-08-05,4037232000
2010-08-06,4022772000
2010-08-09,4032894000
2010-08-10,3933120000
2010-08-11,3823224000
2010-08-12,3813102000
2010-08-13,3804426000
2010-08-16,3826116000
2010-08-17,3918660000
2010-08-18,3951917999
2010-08-19,3859374000
2010-08-20,3875280000
2010-08-23,3892632000
2010-08-24,3813102000
2010-08-25,3784182000
2010-08-26,3831900000
2010-08-27,3950472000
2010-08-30,3911430000
2010-08-31,3902754000
2010-09-01,3999636000
2010-09-02,4040124000
2010-09-03,4089288000
2010-09-07,4056030000
2010-09-08,4106640000
2010-09-09,4058922000
2010-09-10,4022772000
2010-09-13,4128330000
2010-09-14,4135560000
2010-09-15,4158696000
2010-09-16,4176048000
2010-09-17,4220874000
2010-09-20,4291728000
2010-09-21,4287390000
2010-09-22,4245456000
2010-09-23,4178940000
2010-09-24,4267146000
2010-09-27,4241117999
2010-09-28,4277267999
2010-09-29,4257024000
2010-09-30,4238520000
2010-10-01,4202770000
2010-10-04,4205630000
2010-10-05,4312880000
2010-10-06,4301440000
2010-10-07,4239950000
2010-10-08,4295720000
2010-10-11,4310020000
2010-10-12,4314310000
2010-10-13,4398680000
2010-10-14,4360070000
2010-10-15,4370080000
2010-10-18,4374370000
2010-10-19,4291430000
2010-10-20,4338620000
2010-10-21,4357210000
2010-10-22,4348630000
2010-10-25,4410120000
2010-10-26,4390100000
2010-10-27,4295720000
2010-10-28,4574570000
2010-10-29,4528810000
2010-11-01,4551690000
2010-11-02,4643210000
2010-11-03,4630340000
2010-11-04,4723290000
2010-11-05,4763330000
2010-11-08,4773340000
2010-11-09,4719000000
2010-11-10,4751890000
2010-11-11,4780490000
2010-11-12,4660370000
2010-11-15,4693260000
2010-11-16,4618900000
2010-11-17,4634629999
2010-11-18,4760470000
2010-11-19,4784780000
2010-11-22,4786210000
2010-11-23,4706129999
2010-11-24,4886310000
2010-11-26,4900610000
2010-11-29,4883450000
2010-11-30,4821960000
2010-12-01,4987840000
2010-12-02,4966390000
2010-12-03,4970680000
2010-12-06,4982120000
2010-12-07,5023590000
2010-12-08,5009290000
2010-12-09,5033600000
2010-12-10,5043610000
2010-12-13,4950660000
2010-12-14,4944940000
2010-12-15,4910620000
2010-12-16,4957810000
2010-12-17,4942080000
2010-12-20,4919200000
2010-12-21,4972110000
2010-12-22,4932070000
2010-12-23,4937790000
2010-12-27,4936360000
2010-12-28,4927780000
2010-12-29,4943510000
2010-12-30,4969250000
2010-12-31,4950660000
2011-01-03,4992129999
2011-01-04,4867720000
2011-01-05,4819100000
2011-01-06,4773340000
2011-01-07,4759040000
2011-01-10,4747600000
2011-01-11,4756180000
2011-01-12,4829110000
2011-01-13,4807660000
2011-01-14,4817670000
2011-01-18,4887740000
2011-01-19,4759040000
2011-01-20,4694690000
2011-01-21,4714710000
2011-01-24,4761900000
2011-01-25,4761900000
2011-01-26,4733300000
2011-01-27,4741879999
2011-01-28,4647500000
2011-01-31,4713280000
2011-02-01,4900610000
2011-02-02,4910620000
2011-02-03,4924920000
2011-02-04,4969250000
2011-02-07,5023590000
2011-02-08,5112250000
2011-02-09,5039320000
2011-02-10,5046470000
2011-02-11,5055050000
2011-02-14,5055050000
2011-02-15,4962100000
2011-02-16,5043610000
2011-02-17,5066490000
2011-02-18,5027879999
2011-02-22,4803370000
2011-02-23,4698980000
2011-02-24,4658940000
2011-02-25,4711850000
2011-02-28,4797650000
2011-03-01,4711850000
2011-03-02,4771910000
2011-03-03,4899180000
2011-03-04,4831970000
2011-03-07,4743310000
2011-03-08,4804800000
2011-03-09,4719000000
2011-03-10,4654650000
2011-03-11,4700410000
2011-03-14,4677530000
2011-03-15,4656080000
2011-03-16,4656080000
2011-03-17,4708990000
2011-03-18,4766190000
2011-03-21,4934930000
2011-03-22,4942080000
2011-03-23,5056480000
2011-03-24,5122260000
2011-03-25,5172310000
2011-03-28,5126550000
2011-03-29,5196620000
2011-03-30,5248100000
2011-03-31,5269760000
2011-04-01,5344224000
2011-04-04,5391480000
2011-04-05,5391480000
2011-04-06,5357111999
2011-04-07,5329904000
2011-04-08,5288376000
2011-04-11,5232528000
2011-04-12,5195296000
2011-04-13,5202456000
2011-04-14,5249711999
2011-04-15,5295536000
2011-04-18,5251144000
2011-04-19,5274056000
2011-04-20,5391480000
2011-04-21,5453056000
2011-04-25,5415824000
2011-04-26,5461648000
2011-04-27,5424416000
2011-04-28,5447328000
2011-04-29,5477400000
2011-05-02,5412960000
2011-05-03,5229664000
2011-05-04,5172384000
2011-05-05,5169520000
2011-05-06,5255440000
2011-05-09,5308424000
2011-05-10,5351384000
2011-05-11,5252576000
2011-05-12,5218208000
2011-05-13,5193864000
2011-05-16,5185272000
2011-05-17,5120832000
2011-05-18,5196728000
2011-05-19,5218208000
2011-05-20,5208184000
2011-05-23,5109376000
2011-05-24,5102216000
2011-05-25,5146608000
2011-05-26,5155200000
2011-05-27,5176680000
2011-05-31,5233960000
2011-06-01,5057824000
2011-06-02,5053528000
2011-06-03,4944696000
2011-06-06,4908896000
2011-06-07,4900304000
2011-06-08,4851616000
2011-06-09,4937536000
2011-06-10,4858776000
2011-06-13,4801496000
2011-06-14,4963311999
2011-06-15,4903168000
2011-06-16,4914624000
2011-06-17,4916056000
2011-06-20,4991952000
2011-06-21,5090760000
2011-06-22,5090760000
2011-06-23,5060688000
2011-06-24,5156632000
2011-06-27,5155200000
2011-06-28,5236824000
2011-06-29,5311288000
2011-06-30,5292340000
2011-07-01,5386060000
2011-07-05,5417300000
2011-07-06,5437180000
2011-07-07,5496820000
2011-07-08,5458480000
2011-07-11,5347719999
2011-07-12,5350560000
2011-07-13,5384640000
2011-07-14,5329260000
2011-07-15,5378960000
2011-07-18,5295180000
2011-07-19,5430080000
2011-07-20,5485460000
2011-07-21,5714080000
2011-07-22,5640240000
2011-07-25,5655860000
2011-07-26,5621780000
2011-07-27,5452800000
2011-07-28,5437180000
2011-07-29,5387480000
2011-08-01,5435760000
2011-08-02,5079340000
2011-08-03,5106320000
2011-08-04,4782560000
2011-08-05,4778300000
2011-08-08,4325320000
2011-08-09,4575240000
2011-08-10,4372180000
2011-08-11,4583760000
2011-08-12,4620680000
2011-08-15,4649080000
2011-08-16,4521280000
2011-08-17,4485780000
2011-08-18,4194680000
2011-08-19,4127940000
2011-08-22,4106640000
2011-08-23,4321060000
2011-08-24,4377860000
2011-08-25,4331000000
2011-08-26,4463060000
2011-08-29,4572400000
2011-08-30,4660440000
2011-08-31,4671800000
2011-09-01,4593700000
2011-09-02,4464480000
2011-09-06,4411940000
2011-09-07,4556780000
2011-09-08,4492880000
2011-09-09,4376440000
2011-09-12,4332420000
2011-09-13,4448860000
2011-09-14,4600800000
2011-09-15,4703040000
2011-09-16,4749900000
2011-09-19,4717240000
2011-09-20,4703040000
2011-09-21,4482940000
2011-09-22,4228760000
2011-09-23,4234440000
2011-09-26,4333840000
2011-09-27,4596540000
2011-09-28,4443180000
2011-09-29,4409100000
2011-09-30,4207788000
2011-10-03,4004208000
2011-10-04,4089852000
2011-10-05,4219020000
2011-10-06,4343976000
2011-10-07,4320108000
2011-10-10,4513860000
2011-10-11,4516668000
2011-10-12,4586868000
2011-10-13,4555980000
2011-10-14,4682340000
2011-10-17,4533516000
2011-10-18,4678128000
2011-10-19,4519476000
2011-10-20,4534920000
2011-10-21,4617756000
2011-10-24,4758156000
2011-10-25,4619160000
2011-10-26,4748328000
2011-10-27,5058612000
2011-10-28,5013684000
2011-10-31,4798872000
2011-11-01,4766580000
2011-11-02,4930848000
2011-11-03,5097924000
2011-11-04,5079672000
2011-11-07,5116176000
2011-11-08,5135832000
2011-11-09,4869072000
2011-11-10,4985604000
2011-11-11,5075460000
2011-11-14,5005260000
2011-11-15,5008068000
2011-11-16,4933656000
2011-11-17,4796063999
2011-11-18,4880304000
2011-11-21,4791852000
2011-11-22,4718844000
2011-11-23,4655663999
2011-11-25,4671108000
2011-11-28,4815720000
2011-11-29,4855032000
2011-11-30,5104944000
2011-12-01,5074056000
2011-12-02,5022108000
2011-12-05,5134428000
2011-12-06,5177952000
2011-12-07,5215860000
2011-12-08,5061420000
2011-12-09,5156892000
2011-12-12,5064228000
2011-12-13,4999644000
2011-12-14,4960332000
2011-12-15,5071248000
2011-12-16,5140044000
2011-12-19,5064228000
2011-12-20,5266404000
2011-12-21,5228496000
2011-12-22,5267808000
2011-12-23,5315544000
2011-12-27,5339412000
2011-12-28,5197608000
2011-12-29,5249556000
2011-12-30,5234112000
2012-01-03,5247084480
2012-01-04,5237400960
2012-01-05,5212500480
2012-01-06,5273368320
2012-01-09,5273368320
2012-01-10,5338386240
2012-01-11,5360520000
2012-01-12,5424154560
2012-01-13,5402020800
2012-01-17,5408937600
2012-01-18,5458738560
2012-01-19,5503006080
2012-01-20,5486405760
2012-01-23,5475338880
2012-01-24,5503006080
2012-01-25,5558340480
2012-01-26,5485022400
2012-01-27,5572174080
2012-01-30,5565257280
2012-01-31,5555573760
2012-02-01,5586007680
2012-02-02,5591541120
2012-02-03,5693909760
2012-02-06,5620591680
2012-02-07,5577707520
2012-02-08,5700826560
2012-02-09,5562490560
2012-02-10,5465655360
2012-02-13,5619208320
2012-02-14,5544506880
2012-02-15,5637192000
2012-02-16,5706360000
2012-02-17,5792128320
2012-02-21,5904180480
2012-02-22,5911097280
2012-02-23,5908330560
2012-02-24,5908330560
2012-02-27,5947064640
2012-02-28,5994098880
2012-02-29,5931847680
2012-03-01,6007932480
2012-03-02,5994098880
2012-03-05,5980265280
2012-03-06,5799045120
2012-03-07,5805961920
2012-03-08,5941531200
2012-03-09,5941531200
2012-03-12,5893113600
2012-03-13,5994098880
2012-03-14,5955364800
2012-03-15,5994098880
2012-03-16,5988565440
2012-03-19,6006549120
2012-03-20,5945681280
2012-03-21,5959514880
2012-03-22,5840545920
2012-03-23,5962281600
2012-03-26,6061883520
2012-03-27,6335788800
2012-03-28,6237570240
2012-03-29,6317805120
2012-03-30,6345472320
2012-04-02,6404496000
2012-04-03,6403124000
2012-04-04,6329036000
2012-04-05,6319432000
2012-04-09,6222020000
2012-04-10,6084820000
2012-04-11,6090308000
2012-04-12,6246716000
2012-04-13,6228880000
2012-04-16,6260436000
2012-04-17,6416844000
2012-04-18,6372940000
2012-04-19,6342756000
2012-04-20,6368824000
2012-04-23,6265924000
2012-04-24,6224764000
2012-04-25,6467608000
2012-04-26,6549928000
2012-04-27,6661060000
2012-04-30,6566392000
2012-05-01,6510140000
2012-05-02,6460748000
2012-05-03,6404496000
2012-05-04,6305712000
2012-05-07,6298852000
2012-05-08,6281016000
2012-05-09,6261808000
2012-05-10,6278272000
2012-05-11,6301596000
2012-05-14,6182232000
2012-05-15,6143816000
2012-05-16,5981920000
2012-05-17,5782980000
2012-05-18,5721240000
2012-05-21,5958596000
2012-05-22,5998384000
2012-05-23,6087564000
2012-05-24,6180860000
2012-05-25,6109516000
2012-05-29,6246716000
2012-05-30,6153420000
2012-05-31,6060124000
2012-06-01,5828256000
2012-06-04,5821396000
2012-06-05,5855696000
2012-06-06,5992896000
2012-06-07,6049148000
2012-06-08,6174000000
2012-06-11,6034056000
2012-06-12,6131468000
2012-06-13,6002500000
2012-06-14,5946248000
2012-06-15,5981920000
2012-06-18,6034056000
2012-06-19,6250832000
2012-06-20,6223392000
2012-06-21,5969572000
2012-06-22,5990152000
2012-06-25,5902344000
2012-06-26,5981920000
2012-06-27,6099912000
2012-06-28,6154792000
2012-06-29,6359220000
2012-07-02,6380856000
2012-07-03,6434442000
2012-07-05,6394596000
2012-07-06,6259944000
2012-07-09,6330018000
2012-07-10,6233838000
2012-07-11,6081324000
2012-07-12,6158268000
2012-07-13,6389100000
2012-07-16,6391848000
2012-07-17,6511386000
2012-07-18,6537492000
2012-07-19,6560850000
2012-07-20,6493524000
2012-07-23,6406962000
2012-07-24,6378108000
2012-07-25,6435816000
2012-07-26,6573216000
2012-07-27,6580086000
2012-07-30,6529248000
2012-07-31,6512760000
2012-08-01,6295668000
2012-08-02,6240708000
2012-08-03,6426198000
2012-08-06,6446808000
2012-08-07,6574590000
2012-08-08,6511386000
2012-08-09,6457800000
2012-08-10,6501768000
2012-08-13,6471540000
2012-08-14,6404214000
2012-08-15,6496272000
2012-08-16,6618558000
2012-08-17,6540240000
2012-08-20,6540240000
2012-08-21,6490776000
2012-08-22,6621306000
2012-08-23,6488028000
2012-08-24,6455052000
2012-08-27,6391848000
2012-08-28,6383604000
2012-08-29,6435816000
2012-08-30,6411084000
2012-08-31,6467418000
2012-09-04,6394596000
2012-09-05,6461922000
2012-09-06,6608940000
2012-09-07,6662526000
2012-09-10,6749088000
2012-09-11,6815040000
2012-09-12,6826032000
2012-09-13,6974424000
2012-09-14,6971676000
2012-09-17,6935952000
2012-09-18,6901602000
2012-09-19,6907098000
2012-09-20,6904350000
2012-09-21,6868626000
2012-09-24,6782064000
2012-09-25,6699624000
2012-09-26,6617184000
2012-09-27,6636420000
2012-09-28,6593826000
2012-10-01,6717632000
2012-10-02,6593792000
2012-10-03,6570400000
2012-10-04,6644704000
2012-10-05,6702496000
2012-10-08,6648832000
2012-10-09,6548384000
2012-10-10,6413536000
2012-10-11,6436928000
2012-10-12,6395648000
2012-10-15,6479584000
2012-10-16,6618560000
2012-10-17,6699744000
2012-10-18,6672224000
2012-10-19,6574528000
2012-10-22,6553888000
2012-10-23,6457568000
2012-10-24,6379136000
2012-10-25,6388768000
2012-10-26,6472704000
2012-10-31,6381888000
2012-11-01,6519488000
2012-11-02,6453440000
2012-11-05,6537376000
2012-11-06,6513984000
2012-11-07,6379136000
2012-11-08,6300704000
2012-11-09,6346112000
2012-11-12,6296576000
2012-11-13,6231904000
2012-11-14,6128704000
2012-11-15,6134208000
2012-11-16,6157600000
2012-11-19,6408032000
2012-11-20,6456192000
2012-11-21,6424544000
2012-11-23,6534624000
2012-11-26,6618560000
2012-11-27,6613056000
2012-11-28,6617184000
2012-11-29,6618560000
2012-11-30,6613056000
2012-12-03,6425920000
2012-12-04,6421792000
2012-12-05,6436928000
2012-12-06,6326848000
2012-12-07,6329600000
2012-12-10,6408032000
2012-12-11,6464448000
2012-12-12,6772672000
2012-12-13,6772672000
2012-12-14,6771296000
2012-12-17,6835968000
2012-12-18,6936416000
2012-12-19,6918528000
2012-12-20,6985952000
2012-12-21,6917152000
2012-12-24,6984576000
2012-12-26,6880000000
2012-12-27,6908896000
2012-12-28,6829088000
2012-12-31,6952341000
2013-01-02,7059279000
2013-01-03,6998955000
2013-01-04,7025004000
2013-01-07,7122345000
2013-01-08,7177185000
2013-01-09,7318398000
2013-01-10,7349931000
2013-01-11,7295091000
2013-01-14,7284123000
2013-01-15,7266300000
2013-01-16,7226541000
2013-01-17,7226541000
2013-01-18,7200492000
2013-01-22,7290978000
2013-01-23,7233396000
2013-01-24,7280010000
2013-01-25,7351302000
2013-01-28,7292349000
2013-01-29,7341705000
2013-01-30,7311543000
2013-01-31,7303317000
2013-02-01,7415739000
2013-02-04,7380093000
2013-02-05,7437675000
2013-02-06,7348560000
2013-02-07,7101780000
2013-02-08,7107264000
2013-02-11,7033230000
2013-02-12,6905727000
2013-02-13,6986616000
2013-02-14,7011294000
2013-02-15,7066134000
2013-02-19,7048311000
2013-02-20,6918066000
2013-02-21,6826209000
2013-02-22,6975648000
2013-02-25,6833064000
2013-02-26,6952341000
2013-02-27,7086699000
2013-02-28,7159362000
2013-03-01,7116861000
2013-03-04,7156620000
2013-03-05,7216944000
2013-03-06,7255332000
2013-03-07,7234767000
2013-03-08,7262187000
2013-03-11,7293720000
2013-03-12,7280010000
2013-03-13,7264929000
2013-03-14,7266300000
2013-03-15,7129200000
2013-03-18,7070247000
2013-03-19,7041456000
2013-03-20,7029117000
2013-03-21,6794676000
2013-03-22,6826209000
2013-03-25,6730239000
2013-03-26,6767256000
2013-03-27,6719271000
2013-03-28,6775482000
2013-04-01,6630995000
2013-04-02,6662344000
2013-04-03,6618728000
2013-04-04,6644625000
2013-04-05,6549215000
2013-04-08,6738672000
2013-04-09,6750939000
2013-04-10,6831356000
2013-04-11,6932218000
2013-04-12,6900869000
2013-04-15,6660981000
2013-04-16,6874972000
2013-04-17,6828630000
2013-04-18,6813637000
2013-04-19,6836808000
2013-04-22,6865431000
2013-04-23,6990827000
2013-04-24,7034443000
2013-04-25,7166654000
2013-04-26,7073970000
2013-04-29,7166654000
2013-04-30,7169380000
2013-05-01,6894054000
2013-05-02,6945848000
2013-05-03,7035806000
2013-05-06,7109408000
2013-05-07,7163928000
2013-05-08,7301591000
2013-05-09,7266153000
2013-05-10,7317947000
2013-05-13,7169380000
2013-05-14,7429713000
2013-05-15,7440617000
2013-05-16,7323399000
2013-05-17,7482870000
2013-05-20,7465151000
2013-05-21,7426987000
2013-05-22,7429713000
2013-05-23,7500589000
2013-05-24,7501952000
2013-05-28,7616444000
2013-05-29,7536027000
2013-05-30,7548294000
2013-05-31,7406542000
2013-06-03,7326125000
2013-06-04,7343844000
2013-06-05,7229352000
2013-06-06,7236167000
2013-06-07,7425624000
2013-06-10,7420172000
2013-06-11,7407905000
2013-06-12,7343844000
2013-06-13,7450158000
2013-06-14,7390186000
2013-06-17,7541479000
2013-06-18,7642341000
2013-06-19,7574191000
2013-06-20,7397001000
2013-06-21,7391549000
2013-06-24,7290687000
2013-06-25,7290687000
2013-06-26,7343844000
2013-06-27,7369741000
2013-06-28,7211633000
2013-07-01,7159599000
2013-07-02,7151553000
2013-07-03,7170327000
2013-07-05,7242741000
2013-07-08,7115346000
2013-07-09,7197147000
2013-07-10,7241400000
2013-07-11,7236036000
2013-07-12,7218603000
2013-07-15,7265538000
2013-07-16,7155576000
2013-07-17,7240059000
2013-07-18,7332588000
2013-07-19,7376841000
2013-07-22,7350021000
2013-07-23,7317837000
2013-07-24,7384887000
2013-07-25,7396956000
2013-07-26,7372818000
2013-07-29,7388910000
2013-07-30,7611516000
2013-07-31,7687953000
2013-08-01,7769754000
2013-08-02,7816689000
2013-08-05,7710750000
2013-08-06,7653087000
2013-08-07,7580673000
2013-08-08,7665156000
2013-08-09,7632972000
2013-08-12,7552512000
2013-08-13,7683930000
2013-08-14,7611516000
2013-08-15,7553853000
2013-08-16,7604811000
2013-08-19,7552512000
2013-08-20,7602129000
2013-08-21,7612857000
2013-08-22,7757685000
2013-08-23,7736229000
2013-08-26,7736229000
2013-08-27,7781823000
2013-08-28,7702704000
2013-08-29,7757685000
2013-08-30,7740252000
2013-09-03,7757685000
2013-09-04,7826076000
2013-09-05,7826076000
2013-09-06,7878375000
2013-09-09,7974927000
2013-09-10,8051364000
2013-09-11,8174736000
2013-09-12,8161326000
2013-09-13,8154621000
2013-09-16,8176077000
2013-09-17,8202897000
2013-09-18,8279334000
2013-09-19,8347725000
2013-09-20,8292744000
2013-09-23,8264583000
2013-09-24,8299449000
2013-09-25,8306154000
2013-09-26,8324928000
2013-09-27,8311518000
2013-09-30,8284595000
2013-10-01,8241939000
2013-10-02,8269932000
2013-10-03,8184620000
2013-10-04,8331250000
2013-10-07,8227276000
2013-10-08,8156627000
2013-10-09,8133966000
2013-10-10,8281929000
2013-10-11,8344580000
2013-10-14,8337915000
2013-10-15,8288594000
2013-10-16,8385903000
2013-10-17,8479213000
2013-10-18,8480546000
2013-10-21,8455219000
2013-10-22,8607181000
2013-10-23,8564525000
2013-10-24,8593851000
2013-10-25,8587186000
2013-10-28,8492543000
2013-10-29,8461884000
2013-10-30,8436557000
2013-10-31,8404565000
2013-11-01,8412563000
2013-11-04,8415229000
2013-11-05,8413896000
2013-11-06,8437890000
2013-11-07,8335249000
2013-11-08,8481879000
2013-11-11,8432558000
2013-11-12,8383237000
2013-11-13,8495209000
2013-11-14,8529867000
2013-11-15,8675164000
2013-11-18,8531200000
2013-11-19,8491210000
2013-11-20,8392568000
2013-11-21,8407231000
2013-11-22,8423227000
2013-11-25,8361909000
2013-11-26,8389902000
2013-11-27,8431225000
2013-11-29,8416562000
2013-12-02,8411230000
2013-12-03,8363242000
2013-12-04,8425893000
2013-12-05,8447221000
2013-12-06,8593851000
2013-12-09,8645838000
2013-12-10,8671165000
2013-12-11,8569857000
2013-12-12,8483212000
2013-12-13,8468549000
2013-12-16,8412563000
2013-12-17,8437890000
2013-12-18,8400566000
2013-12-19,8435224000
2013-12-20,8437890000
2013-12-23,8484545000
2013-12-24,8601849000
2013-12-26,8709822000
2013-12-27,8716487000
2013-12-30,8692493000
2013-12-31,8703409000
2014-01-02,8596929000
2014-01-03,8566316000
2014-01-06,8511745000
2014-01-07,8570309000
2014-01-08,8583618999
2014-01-09,8576964000
2014-01-10,8560991999
2014-01-13,8402603000
2014-01-14,8545020000
2014-01-15,8735353000
2014-01-16,8735353000
2014-01-17,8711395000
2014-01-21,8742008000
2014-01-22,8757980000
2014-01-23,8551675000
2014-01-24,8261517000
2014-01-27,8269503000
2014-01-28,8266841000
2014-01-29,8265510000
2014-01-30,8288137000
2014-01-31,8147051000
2014-02-03,7943408000
2014-02-04,8019275000
