,MRO
2004-08-24,7097062500
2004-08-25,7221937500
2004-08-26,7312124999
2004-08-27,7360687500
2004-08-30,7326000000
2004-08-31,7506375000
2004-09-01,7582687500
2004-09-02,7672875000
2004-09-03,7638187500
2004-09-07,7658999999
2004-09-08,7658999999
2004-09-09,7776937500
2004-09-10,7749187500
2004-09-13,7797750000
2004-09-14,7881000000
2004-09-15,7860187500
2004-09-16,7887937499
2004-09-17,8005874999
2004-09-20,8047500000
2004-09-21,8304187500
2004-09-22,8276437500
2004-09-23,8193187500
2004-09-24,8387437500
2004-09-27,8373562500
2004-09-28,8588625000
2004-09-29,8449875000
2004-09-30,8486042551
2004-10-01,8623914892
2004-10-04,8568765955
2004-10-05,8554978721
2004-10-06,8665276594
2004-10-07,8479148934
2004-10-08,8479148934
2004-10-11,8430893615
2004-10-12,8361957445
2004-10-13,8079319147
2004-10-14,8272340424
2004-10-15,8265446806
2004-10-18,8175829785
2004-10-19,8106893615
2004-10-20,8299914892
2004-10-21,8251659572
2004-10-22,8286127658
2004-10-25,8251659572
2004-10-26,8086212764
2004-10-27,7824255317
2004-10-28,7741531913
2004-10-29,7838042551
2004-11-01,7734638296
2004-11-02,7617446807
2004-11-03,7720851062
2004-11-04,7810468083
2004-11-05,7900085104
2004-11-08,7755319147
2004-11-09,7700170211
2004-11-10,7679489360
2004-11-11,7693276594
2004-11-12,7858723402
2004-11-15,7569191487
2004-11-16,7596765956
2004-11-17,7686382977
2004-11-18,7713957445
2004-11-19,7886297870
2004-11-22,8031063828
2004-11-23,8065531913
2004-11-24,8134468083
2004-11-26,8196510636
2004-11-29,8148255317
2004-11-30,8106893615
2004-12-01,7851829785
2004-12-02,7679489360
2004-12-03,7713957445
2004-12-06,7672595743
2004-12-07,7555404253
2004-12-08,7589872339
2004-12-09,7596765956
2004-12-10,7541617019
2004-12-13,7589872339
2004-12-14,7610553190
2004-12-15,7720851062
2004-12-16,7665702126
2004-12-17,7672595743
2004-12-20,7631234041
2004-12-21,7686382977
2004-12-22,7631234041
2004-12-23,7665702126
2004-12-27,7576085104
2004-12-28,7569191487
2004-12-29,7645021275
2004-12-30,7693276594
2004-12-31,7802855582
2005-01-03,7587268663
2005-01-04,7503815662
2005-01-05,7413408244
2005-01-06,7524678912
2005-01-07,7635949580
2005-01-10,7733311414
2005-01-11,7788946748
2005-01-12,7858490916
2005-01-13,7941943917
2005-01-14,7941943917
2005-01-18,8039305751
2005-01-19,7976716000
2005-01-20,7830673249
2005-01-21,7893262999
2005-01-24,7997579251
2005-01-25,8122758752
2005-01-26,8171439669
2005-01-27,8067123418
2005-01-28,7955852750
2005-01-31,8032351334
2005-02-01,8129713169
2005-02-02,8296619170
2005-02-03,8421798672
2005-02-04,8400935421
2005-02-07,8366163338
2005-02-08,8442661922
2005-02-09,8533069339
2005-02-10,8762565092
2005-02-11,8852972510
2005-02-14,8769519509
2005-02-15,8915562260
2005-02-16,9103331512
2005-02-17,9019878511
2005-02-18,9235465430
2005-02-22,9138103596
2005-02-23,9186784513
2005-02-24,9374553765
2005-02-25,9673593685
2005-02-28,9819636436
2005-03-01,9708365769
2005-03-02,9729229019
2005-03-03,9958724771
2005-03-04,10111721939
2005-03-07,10104767523
2005-03-08,10042177772
2005-03-09,9708365769
2005-03-10,9478870016
2005-03-11,9527550933
2005-03-14,9597095101
2005-03-15,9471915599
2005-03-16,9513642100
2005-03-17,9729229019
2005-03-18,9736183436
2005-03-21,9777909936
2005-03-22,9506687683
2005-03-23,9430189099
2005-03-24,9471915599
2005-03-28,9416280265
2005-03-29,9339781681
2005-03-30,9499733266
2005-03-31,9706463917
2005-04-01,9983989690
2005-04-04,9983989690
2005-04-05,9879917525
2005-04-06,10011742268
2005-04-07,10018680412
2005-04-08,9879917525
2005-04-11,10039494845
2005-04-12,9755030927
2005-04-13,9442814433
2005-04-14,9484443299
2005-04-15,9102845360
2005-04-18,9290175257
2005-04-19,9546886598
2005-04-20,9539948453
2005-04-21,9768907216
2005-04-22,9921546391
2005-04-25,10032556701
2005-04-26,9907670103
2005-04-27,9775845360
2005-04-28,9491381443
2005-04-29,9637082474
2005-05-02,9900731958
2005-05-03,9664835051
2005-05-04,9831350515
2005-05-05,9949298969
2005-05-06,9997865979
2005-05-09,10199072165
2005-05-10,10067247422
2005-05-11,10032556701
2005-05-12,9526072165
2005-05-13,9380371134
2005-05-16,9248546391
2005-05-17,9401185567
2005-05-18,9477505154
2005-05-19,9664835051
2005-05-20,9567701031
2005-05-23,9748092783
2005-05-24,9838288659
2005-05-25,9914608247
2005-05-26,10011742268
2005-05-27,10115814433
2005-05-31,10032556701
2005-06-01,10268453608
2005-06-02,10254577319
2005-06-03,10344773196
2005-06-06,10323958763
2005-06-07,10303144330
2005-06-08,10469659793
2005-06-09,10747185567
2005-06-10,10747185567
2005-06-13,10712494845
2005-06-14,10768000000
2005-06-15,10920639175
2005-06-16,11121845360
2005-06-17,11371618556
2005-06-20,11309175257
2005-06-21,10934515464
2005-06-22,11184288659
2005-06-23,11267546391
2005-06-24,11336927835
2005-06-27,11503443299
2005-06-28,11163474226
2005-06-29,11059402062
2005-06-30,11619336494
2005-07-01,12086445499
2005-07-05,12371090049
2005-07-06,12006161139
2005-07-07,12232417063
2005-07-08,12217819906
2005-07-11,12283507110
2005-07-12,12560853082
2005-07-13,12553554504
2005-07-14,12122938390
2005-07-15,12020758295
2005-07-18,11903981044
2005-07-19,12108341233
2005-07-20,12174028437
2005-07-21,12174028437
2005-07-22,12495165878
2005-07-25,12626540286
2005-07-26,12553554504
2005-07-27,12597345973
2005-07-28,12838199053
2005-07-29,12706824646
2005-08-01,12991469196
2005-08-02,13203127963
2005-08-03,13108246447
2005-08-04,13122843603
2005-08-05,13049857821
2005-08-08,13370995262
2005-08-09,13414786731
2005-08-10,13677535546
2005-08-11,13860000001
2005-08-12,13801611376
2005-08-15,13553459717
2005-08-16,13261516589
2005-08-17,12860094788
2005-08-18,12830900475
2005-08-19,13100947869
2005-08-22,13115545025
2005-08-23,12976872039
2005-08-24,13093649290
2005-08-25,12962274883
2005-08-26,12889289101
2005-08-29,13079052134
2005-08-30,13495071091
2005-08-31,13998672987
2005-09-01,14546066352
2005-09-02,14166540286
2005-09-06,14305213272
2005-09-07,14370900475
2005-09-08,14290616115
2005-09-09,14750426542
2005-09-12,14567962087
2005-09-13,14458483414
2005-09-14,14611753556
2005-09-15,14677440760
2005-09-16,14801516589
2005-09-19,15064265404
2005-09-20,14896398106
2005-09-21,15421895736
2005-09-22,15341611376
2005-09-23,14925592419
2005-09-26,15151848343
2005-09-27,15217535547
2005-09-28,15290521329
2005-09-29,15224834125
2005-09-30,14960397442
2005-10-03,15018609105
2005-10-04,14072669578
2005-10-05,13250429835
2005-10-06,13010306725
2005-10-07,13534211694
2005-10-10,13468723572
2005-10-11,13796164178
2005-10-12,13497829404
2005-10-13,13003030267
2005-10-14,12966647977
2005-10-17,13330470872
2005-10-18,12777460072
2005-10-19,13024859640
2005-10-20,12217172814
2005-10-21,12442743009
2005-10-24,12937542146
2005-10-25,13184941714
2005-10-26,13257706293
2005-10-27,12428190093
2005-10-28,13010306725
2005-10-31,13053965472
2005-11-01,12952095062
2005-11-02,13352300246
2005-11-03,13701570225
2005-11-04,13221324004
2005-11-07,12799289446
2005-11-08,12944818604
2005-11-09,12850224651
2005-11-10,12224449272
2005-11-11,12420913635
2005-11-14,12653760288
2005-11-15,12399084261
2005-11-16,12668313203
2005-11-17,12733801325
2005-11-18,12806565904
2005-11-21,12966647977
2005-11-22,13272259209
2005-11-23,13177665256
2005-11-25,13235876920
2005-11-28,12559166335
2005-11-29,12719248409
2005-11-30,12864777567
2005-12-01,13264982751
2005-12-02,13192218172
2005-12-05,13395958993
2005-12-06,13352300246
2005-12-07,13345023788
2005-12-08,13548764609
2005-12-09,13395958993
2005-12-12,13425064825
2005-12-13,13439617741
2005-12-14,13941693336
2005-12-15,13643358562
2005-12-16,13410511909
2005-12-19,13330470872
2005-12-20,13330470872
2005-12-21,13439617741
2005-12-22,13570593983
2005-12-23,13490552946
2005-12-27,13010306725
2005-12-28,13301365041
2005-12-29,13170388799
2005-12-30,13228600462
2006-01-03,14192223263
2006-01-04,14374548845
2006-01-05,14330790705
2006-01-06,14505823264
2006-01-09,14782958148
2006-01-10,15118437217
2006-01-11,15198660473
2006-01-12,15074679078
2006-01-13,15512260474
2006-01-17,15570604660
2006-01-18,15541432567
2006-01-19,15738344195
2006-01-20,15796688381
2006-01-23,15782102334
2006-01-24,15840446520
2006-01-25,15650827915
2006-01-26,15767516288
2006-01-27,16321786055
2006-01-30,16649972102
2006-01-31,16722902335
2006-02-01,16518697683
2006-02-02,15906083730
2006-02-03,15577897683
2006-02-06,15913376753
2006-02-07,15191367450
2006-02-08,15081972101
2006-02-09,14768372101
2006-02-10,14447479078
2006-02-13,14666269775
2006-02-14,14469358147
2006-02-15,14688148845
2006-02-16,15111144194
2006-02-17,15468502334
2006-02-21,15446623264
2006-02-22,15432037218
2006-02-23,15483088380
2006-02-24,15709172102
2006-02-27,15548725590
2006-02-28,15359106985
2006-03-01,15767516288
2006-03-02,15803981404
2006-03-03,15738344195
2006-03-06,15176781404
2006-03-07,14994455822
2006-03-08,15125730241
2006-03-09,14965283729
2006-03-10,15118437217
2006-03-13,15461209311
2006-03-14,15906083730
2006-03-15,16256148846
2006-03-16,16861469777
2006-03-17,16606213963
2006-03-20,16256148846
2006-03-21,16460353497
2006-03-22,16584334893
2006-03-23,16773953498
2006-03-24,16810418614
2006-03-27,17000037219
2006-03-28,16963572102
2006-03-29,16737488381
2006-03-30,16752074428
2006-03-31,16410975216
2006-04-03,16526545464
2006-04-04,16829917365
2006-04-05,17162181828
2006-04-06,17075504142
2006-04-07,16822694224
2006-04-10,17046611580
2006-04-11,17075504142
2006-04-12,17082727282
2006-04-13,17162181828
2006-04-17,17747256208
2006-04-18,18209537200
2006-04-19,18209537200
2006-04-20,18238429762
2006-04-21,18534578523
2006-04-24,18065074390
2006-04-25,17833933894
2006-04-26,17638909101
2006-04-27,16931041332
2006-04-28,17097173563
2006-05-01,17480000010
2006-05-02,17703917365
2006-05-03,17443884307
2006-05-04,17342760340
2006-05-05,17501669431
2006-05-08,17407768605
2006-05-09,17414991745
2006-05-10,17660578522
2006-05-11,17371652902
2006-05-12,16880479348
2006-05-15,16208727282
2006-05-16,16526545464
2006-05-17,16122049596
2006-05-18,16093157034
2006-05-19,16266512406
2006-05-22,15601983480
2006-05-23,15977586786
2006-05-24,15804231414
2006-05-25,16309851248
2006-05-26,16374859513
2006-05-30,16042595050
2006-05-31,16165388439
2006-06-01,16548214885
2006-06-02,16887702489
2006-06-05,16591553728
2006-06-06,16591553728
2006-06-07,15970363645
2006-06-08,16028148769
2006-06-09,15804231414
2006-06-12,15573090918
2006-06-13,15045801661
2006-06-14,15464743810
2006-06-15,16122049596
2006-06-16,16057041331
2006-06-19,15471966951
2006-06-20,15471966951
2006-06-21,15977586786
2006-06-22,16129272736
2006-06-23,16526545464
2006-06-26,16562661166
2006-06-27,17191074390
2006-06-28,17624462820
2006-06-29,18000066126
2006-06-30,17682157888
2006-07-03,17682157888
2006-07-05,18023842098
2006-07-06,18244513151
2006-07-07,18201802624
2006-07-10,18230276309
2006-07-11,18813986835
2006-07-12,18372644730
2006-07-13,18450947361
2006-07-14,18650263151
2006-07-17,18038078940
2006-07-18,18301460519
2006-07-19,18415355256
2006-07-20,18116381572
2006-07-21,17860118414
2006-07-24,18636026308
2006-07-25,18892289466
2006-07-26,19290921045
2006-07-27,18999065782
2006-07-28,18970592098
2006-07-31,19241092098
2006-08-01,19219736835
2006-08-02,18813986835
2006-08-03,18393999993
2006-08-04,18515013151
2006-08-07,18842460519
2006-08-08,19212618413
2006-08-09,19575657887
2006-08-10,19340749992
2006-08-11,18970592098
2006-08-14,18329934203
2006-08-15,18650263151
2006-08-16,18792631572
2006-08-17,18329934203
2006-08-18,18515013151
2006-08-21,19091605256
2006-08-22,19383460519
2006-08-23,19162789466
2006-08-24,19440407887
2006-08-25,19561421045
2006-08-28,19034657887
2006-08-29,18664499993
2006-08-30,18023842098
2006-08-31,17724868414
2006-09-01,18045197361
2006-09-05,17639447361
2006-09-06,16884894730
2006-09-07,16870657888
2006-09-08,16400842099
2006-09-11,15895434204
2006-09-12,15838486836
2006-09-13,16030684204
2006-09-14,15617815783
2006-09-15,15539513152
2006-09-18,16037802625
2006-09-19,15589342099
2006-09-20,15019868415
2006-09-21,15219184204
2006-09-22,15119526310
2006-09-25,15140881573
2006-09-26,15703236836
2006-09-27,16201526309
2006-09-28,16137460520
2006-09-29,16329657888
2006-10-02,15553384617
2006-10-03,14795019232
2006-10-04,15201778847
2006-10-05,15512019232
2006-10-06,15801576924
2006-10-09,15718846155
2006-10-10,16346221155
2006-10-11,16263490386
2006-10-12,16511682694
2006-10-13,17090798078
2006-10-16,17504451925
2006-10-17,17421721155
2006-10-18,17387250001
2006-10-19,17738855771
2006-10-20,17814692309
2006-10-23,17945682694
2006-10-24,17925000002
2006-10-25,18014625002
2006-10-26,17856057694
2006-10-27,17752644232
2006-10-30,17538923078
2006-10-31,17766432694
2006-11-01,17676807694
2006-11-02,17683701925
2006-11-03,18200769232
2006-11-06,18455855771
2006-11-07,18124932694
2006-11-08,18166298078
2006-11-09,18400701925
2006-11-10,18193875002
2006-11-13,18359336540
2006-11-14,18380019232
2006-11-15,18476538463
2006-11-16,17862951925
2006-11-17,18297288463
2006-11-20,18317971155
2006-11-21,18766096155
2006-11-22,18662682694
2006-11-24,18772990386
2006-11-27,18869509617
2006-11-28,18903980771
2006-11-29,19448625002
2006-11-30,19407259617
2006-12-01,19669240386
2006-12-04,19620980771
2006-12-05,19552038463
2006-12-06,19703711540
2006-12-07,19290057694
2006-12-08,19269375002
2006-12-11,19324528848
2006-12-12,19228009617
2006-12-13,19538250002
2006-12-14,20062211540
2006-12-15,19634769232
2006-12-18,19014288463
2006-12-19,19552038463
2006-12-20,19234903848
2006-12-21,18876403848
2006-12-22,18662682694
2006-12-26,18717836540
2006-12-27,19062548079
2006-12-28,19152173079
2006-12-29,19021182694
2007-01-03,17959471155
2007-01-04,17318307694
2007-01-05,17669913463
2007-01-08,17835375001
2007-01-09,17642336540
2007-01-10,17456192309
2007-01-11,17152846155
2007-01-12,17842269232
2007-01-16,17511346155
2007-01-17,17690596155
2007-01-18,17511346155
2007-01-19,17925000002
2007-01-22,17987048078
2007-01-23,18552375002
2007-01-24,18662682694
2007-01-25,18269711540
2007-01-26,18262817309
2007-01-29,17931894232
2007-01-30,18366230771
2007-01-31,18573057694
2007-02-01,18690259617
2007-02-02,18428278848
2007-02-05,18545480771
2007-02-06,18407596155
2007-02-07,18352442309
2007-02-08,18952240386
2007-02-09,18738519232
2007-02-12,18511009617
2007-02-13,19000500002
2007-02-14,19083230771
2007-02-15,18766096155
2007-02-16,18717836540
2007-02-20,18586846155
2007-02-21,18876403848
2007-02-22,18938451925
2007-02-23,19034971155
2007-02-26,19069442309
2007-02-27,18462750002
2007-02-28,18655788463
2007-03-01,18738519232
2007-03-02,18352442309
2007-03-05,18331759617
2007-03-06,18724730771
2007-03-07,19124596155
2007-03-08,19359000002
2007-03-09,19476201925
2007-03-12,19228009617
2007-03-13,18883298079
2007-03-14,19207326925
2007-03-15,19310740386
2007-03-16,19179750002
2007-03-19,19634769232
2007-03-20,20151836540
2007-03-21,20406923079
2007-03-22,20861942310
2007-03-23,20793000002
2007-03-26,21089451925
2007-03-27,21054980771
2007-03-28,21034298079
2007-03-29,20944673079
2007-03-30,20324192309
2007-04-02,21271600000
2007-04-03,21328400000
2007-04-04,21598200000
2007-04-05,21768600000
2007-04-09,21584000000
2007-04-10,21463300000
2007-04-11,21463300000
2007-04-12,21697600000
2007-04-13,21598200000
2007-04-16,21640800000
2007-04-17,21158000000
2007-04-18,21456200000
2007-04-19,21285800000
2007-04-20,21292900000
2007-04-23,21257400000
2007-04-24,21129600000
2007-04-25,21718900000
2007-04-26,21853800000
2007-04-27,21768600000
2007-04-30,21505900000
2007-05-01,21442000000
2007-05-02,21669200000
2007-05-03,21931900000
2007-05-04,22109400000
2007-05-07,22109400000
2007-05-08,22322400000
2007-05-09,22556700000
2007-05-10,22350800000
2007-05-11,22741300000
2007-05-14,23067900000
2007-05-15,23600400000
2007-05-16,23664300000
2007-05-17,24026400000
2007-05-18,24253599999
2007-05-21,24580200000
2007-05-22,24629900000
2007-05-23,24956500000
2007-05-24,24779000000
2007-05-25,25325700000
2007-05-29,25176600000
2007-05-30,25858200000
2007-05-31,26220300000
2007-06-01,26845100000
2007-06-04,27185900000
2007-06-05,26951600000
2007-06-06,26468800000
2007-06-07,26149300000
2007-06-08,26568200000
2007-06-11,26454600000
2007-06-12,26042800000
2007-06-13,26703100000
2007-06-14,27313700000
2007-06-15,28059200000
2007-06-18,27817800000
2007-06-19,27398900000
2007-06-20,26163500000
2007-06-21,26788299999
2007-06-22,26305499999
2007-06-25,26298400000
2007-06-26,25623900000
2007-06-27,25361200000
2007-06-28,25297300000
2007-06-29,25396700000
2007-07-02,24851140012
2007-07-03,25565840012
2007-07-05,25477353345
2007-07-06,25817686679
2007-07-09,25947013346
2007-07-10,26008273346
2007-07-11,25525000012
2007-07-12,25892560012
2007-07-13,26409866679
2007-07-16,25661133345
2007-07-17,25225506679
2007-07-18,25776846679
2007-07-19,25620293345
2007-07-20,24871560012
2007-07-23,24857946678
2007-07-24,23571486678
2007-07-25,24122826678
2007-07-26,23122246677
2007-07-27,22393933344
2007-07-30,23142666678
2007-07-31,22414353344
2007-08-01,22012760010
2007-08-02,21005373343
2007-08-03,20222606676
2007-08-06,19991180009
2007-08-07,21277640010
2007-08-08,21134700010
2007-08-09,19991180009
2007-08-10,21053020010
2007-08-13,21828980010
2007-08-14,21209573343
2007-08-15,20304286676
2007-08-16,20399580009
2007-08-17,21699653343
2007-08-20,21073440010
2007-08-21,20780753343
2007-08-22,21087053343
2007-08-23,20767140010
2007-08-24,21815366677
2007-08-27,21461420010
2007-08-28,20549326676
2007-08-29,21801753344
2007-08-30,21617973343
2007-08-31,21883433344
2007-09-04,22611746677
2007-09-05,22761493344
2007-09-06,22972500011
2007-09-07,22135280010
2007-09-10,21604360010
2007-09-11,21468226677
2007-09-12,21910660010
2007-09-13,22278220010
2007-09-14,22693426677
2007-09-17,22911240011
2007-09-18,23435353344
2007-09-19,23700813344
2007-09-20,23687200011
2007-09-21,23653166678
2007-09-24,23455773344
2007-09-25,23122246677
2007-09-26,23360480011
2007-09-27,23265186678
2007-09-28,23149473344
2007-10-01,24342227017
2007-10-02,24292577953
2007-10-03,24044332631
2007-10-04,24413154252
2007-10-05,24732326809
2007-10-08,24781975874
2007-10-09,24696863192
2007-10-10,24980572131
2007-10-11,24448617870
2007-10-12,24682677745
2007-10-15,25115333878
2007-10-16,25143704772
2007-10-17,24498266934
2007-10-18,25150797495
2007-10-19,24583379616
2007-10-22,24583379616
2007-10-23,24427339699
2007-10-24,24867088555
2007-10-25,25235910177
2007-10-26,25696937204
2007-10-29,25597639075
2007-10-30,24271299782
2007-10-31,25016035749
2007-11-01,24398968805
2007-11-02,25250095624
2007-11-05,24852903108
2007-11-06,25945182526
2007-11-07,25434506435
2007-11-08,25810420780
2007-11-09,25257188347
2007-11-12,24285485229
2007-11-13,24349319741
2007-11-14,23668418286
2007-11-15,23015887725
2007-11-16,24328041570
2007-11-19,23831550926
2007-11-20,24320948847
2007-11-21,23810272755
2007-11-23,23845736373
2007-11-26,22760549679
2007-11-27,22569046145
2007-11-28,23200298535
2007-11-29,23398894793
2007-11-30,23647140115
2007-12-03,24023054460
2007-12-04,23647140115
2007-12-05,23966312672
2007-12-06,24746512256
2007-12-07,25058592090
2007-12-10,24973479408
2007-12-11,24753604980
2007-12-12,25136612048
2007-12-13,25243002900
2007-12-14,24675585021
2007-12-17,24143630759
2007-12-18,24767790427
2007-12-19,24774883150
2007-12-20,25313930135
2007-12-21,25980646143
2007-12-24,26179242401
2007-12-26,26477136788
2007-12-27,26207613295
2007-12-28,26392024106
2007-12-31,25736699999
2008-01-02,25970670000
2008-01-03,26169189999
2008-01-04,25190770000
2008-01-07,24928439999
2008-01-08,24772460000
2008-01-09,24205260000
2008-01-10,23673510000
2008-01-11,23049590000
2008-01-14,23212660000
2008-01-15,22064080000
2008-01-16,21333810000
2008-01-17,20185230000
2008-01-18,20085970000
2008-01-22,19745650000
2008-01-23,19972530000
2008-01-24,21142380000
2008-01-25,20731160000
2008-01-28,21177830000
2008-01-29,22049900000
2008-01-30,21532330000
2008-01-31,19908720000
2008-02-01,20759520000
2008-02-04,20695710000
2008-02-05,19866180000
2008-02-06,19405330000
2008-02-07,19575490000
2008-02-08,20887140000
2008-02-11,20809150000
2008-02-12,20872960000
2008-02-13,21404710000
2008-02-14,21447250000
2008-02-15,21503970000
2008-02-19,22212970000
2008-02-20,22312230000
2008-02-21,21482700000
2008-02-22,21801750000
2008-02-25,22170430000
2008-02-26,22595830000
2008-02-27,22992870000
2008-02-28,22900699999
2008-02-29,22482390000
2008-03-03,22758900000
2008-03-04,22354770000
2008-03-05,22688000000
2008-03-06,21971910000
2008-03-07,21766300000
2008-03-10,21950640000
2008-03-11,22985780000
2008-03-12,21929370000
2008-03-13,22149160000
2008-03-14,21425980000
2008-03-17,19752740000
2008-03-18,20532640000
2008-03-19,19128820000
2008-03-20,19674750000
2008-03-24,19979620000
2008-03-25,19922900000
2008-03-26,20163960000
2008-03-27,19880360000
2008-03-28,19646390000
2008-03-31,19312000000
2008-04-01,19652800000
2008-04-02,20107200000
2008-04-03,20242100000
2008-04-04,20668100000
2008-04-07,20575800000
2008-04-08,20455100000
2008-04-09,19986500000
2008-04-10,19368800000
2008-04-11,19020900000
2008-04-14,19610200000
2008-04-15,19425600000
2008-04-16,20192400000
2008-04-17,20604200000
2008-04-18,20661000000
2008-04-21,20838500000
2008-04-22,20497700000
2008-04-23,20348600000
2008-04-24,19681200000
2008-04-25,19652800000
2008-04-28,19652800000
2008-04-29,19432700000
2008-04-30,19297800000
2008-05-01,20291800000
2008-05-02,21513000000
2008-05-05,21882200000
2008-05-06,22365000000
2008-05-07,22045500000
2008-05-08,22407600000
2008-05-09,22258500000
2008-05-12,22592200000
2008-05-13,22656100000
2008-05-14,22130700000
2008-05-15,22528300000
2008-05-16,23316400000
2008-05-19,22634800000
2008-05-20,22514100000
2008-05-21,22918800000
2008-05-22,22386300000
2008-05-23,21931900000
2008-05-27,21576900000
2008-05-28,21669200000
2008-05-29,21456200000
2008-05-30,21761500000
2008-06-02,21860900000
2008-06-03,21931900000
2008-06-04,21143800000
2008-06-05,21598200000
2008-06-06,20973400000
2008-06-09,21434900000
2008-06-10,21527200000
2008-06-11,21584000000
2008-06-12,21676300000
2008-06-13,21761500000
2008-06-16,21804100000
2008-06-17,22478600000
2008-06-18,22592200000
2008-06-19,22081000000
2008-06-20,21491700000
2008-06-23,22244300000
2008-06-24,22421800000
2008-06-25,22237200000
2008-06-26,21555600000
2008-06-27,21690500000
2008-06-30,21936460000
2008-07-01,22319320000
2008-07-02,21808840000
2008-07-03,21667040000
2008-07-07,21085660000
2008-07-08,20674440000
2008-07-09,20234860000
2008-07-10,19866180000
2008-07-11,19696020000
2008-07-14,19313160000
2008-07-15,18497810000
2008-07-16,18412730000
2008-07-17,18412730000
2008-07-18,18348920000
2008-07-21,18682150000
2008-07-22,18511990000
2008-07-23,18051140000
2008-07-24,17505210000
2008-07-25,18001510000
2008-07-28,17916430000
2008-07-29,17873890000
2008-07-30,19086280000
2008-07-31,20922590000
2008-08-01,20220680000
2008-08-04,19121730000
2008-08-05,18767230000
2008-08-06,19469140000
2008-08-07,19036650000
2008-08-08,19447870000
2008-08-11,19759830000
2008-08-12,19270620000
2008-08-13,20000890000
2008-08-14,19419510000
2008-08-15,18965750000
2008-08-18,18717600000
2008-08-19,18859400000
2008-08-20,19270620000
2008-08-21,19454960000
2008-08-22,19015380000
2008-08-25,18753050000
2008-08-26,18816860000
2008-08-27,19341520000
2008-08-28,19235170000
2008-08-29,19057920000
2008-09-02,18200030000
2008-09-03,18653790000
2008-09-04,18504900000
2008-09-05,18448180000
2008-09-08,18568710000
2008-09-09,16817480000
2008-09-10,17767540000
2008-09-11,18483630000
2008-09-12,19469140000
2008-09-15,17264150000
2008-09-16,17824260000
2008-09-17,16923830000
2008-09-18,16860020000
2008-09-19,18327650000
2008-09-22,17469760000
2008-09-23,16470070000
2008-09-24,17016000000
2008-09-25,17576110000
2008-09-26,17271240000
2008-09-29,15853240000
2008-09-30,16860020000
2008-10-01,16413349999
2008-10-02,15200960000
2008-10-03,15044980000
2008-10-06,14151640000
2008-10-07,12925070000
2008-10-08,12393320000
2008-10-09,11365270000
2008-10-10,10812250000
2008-10-13,13336290000
2008-10-14,12627290000
2008-10-15,10152880000
2008-10-16,11166750000
2008-10-17,10975320000
2008-10-20,11577969999
2008-10-21,11145480000
2008-10-22,9514780000
2008-10-23,10656270000
2008-10-24,9961450000
2008-10-27,9380070000
2008-10-28,10549920000
2008-10-29,10840610000
2008-10-30,11726860000
2008-10-31,12308240000
2008-11-03,11804849999
2008-11-04,13066870000
2008-11-05,12669830000
2008-11-06,11847390000
2008-11-07,12095540000
2008-11-10,12060090000
2008-11-11,11308550000
2008-11-12,10209600000
2008-11-13,11797760000
2008-11-14,11287280000
2008-11-17,10500290000
2008-11-18,10698810000
2008-11-19,10195420000
2008-11-20,8281120000
2008-11-21,9521870000
2008-11-24,10365580000
2008-11-25,10663360000
2008-11-26,11180930000
2008-11-28,11074580000
2008-12-01,9812560000
2008-12-02,10159970000
2008-12-03,9869280000
2008-12-04,9124830000
2008-12-05,9436790000
2008-12-08,10074890000
2008-12-09,10202510000
2008-12-10,10755530000
2008-12-11,10571190000
2008-12-12,10535740000
2008-12-15,10450660000
2008-12-16,11188020000
2008-12-17,11379450000
2008-12-18,10819340000
2008-12-19,10975320000
2008-12-22,10528650000
2008-12-23,10479020000
2008-12-24,10344310000
2008-12-26,10479020000
2008-12-29,10961140000
2008-12-30,11273100000
2008-12-31,11570880000
2009-01-02,12258610000
2009-01-05,12407500000
2009-01-06,12634380000
2009-01-07,12145170000
2009-01-08,12563480000
2009-01-09,12201890000
2009-01-12,11741040000
2009-01-13,12109719999
2009-01-14,11606330000
2009-01-15,11698500000
2009-01-16,12038820000
2009-01-20,11202200000
2009-01-21,12081360000
2009-01-22,11932469999
2009-01-23,12279880000
2009-01-26,12520940000
2009-01-27,12102630000
2009-01-28,12471310000
2009-01-29,11975010000
2009-01-30,11514159999
2009-02-02,11365270000
2009-02-03,11351090000
2009-02-04,11351090000
2009-02-05,11301460000
2009-02-06,11478710000
2009-02-09,11826120000
2009-02-10,11138390000
2009-02-11,11188020000
2009-02-12,11336910000
2009-02-13,11421990000
2009-02-17,10479020000
2009-02-18,10351400000
2009-02-19,10471930000
2009-02-20,10046530000
2009-02-23,9536050000
2009-02-24,10223780000
2009-02-25,10074890000
2009-02-26,10216690000
2009-02-27,9840920000
2009-03-02,8848320000
2009-03-03,8876680000
2009-03-04,9287900000
2009-03-05,8990120000
2009-03-06,8848320000
2009-03-09,8975940000
2009-03-10,9578590000
2009-03-11,9550230000
2009-03-12,9968540000
2009-03-13,9996900000
2009-03-16,10337220000
2009-03-17,10549920000
2009-03-18,10535740000
2009-03-19,10783890000
2009-03-20,10266320000
2009-03-23,11294370000
2009-03-24,11336910000
2009-03-25,11372360000
2009-03-26,11677230000
2009-03-27,11549610000
2009-03-30,10769710000
2009-03-31,11117120000
2009-04-01,11450349999
2009-04-02,12166440000
2009-04-03,12294060000
2009-04-06,12038820000
2009-04-07,11733950000
2009-04-08,12003370000
2009-04-09,12379140000
