,AMG
2009-05-08,2466728717
2009-05-11,2353153911
2009-05-12,2353568418
2009-05-13,2159164827
2009-05-14,2274397659
2009-05-15,2227143908
2009-05-18,2417402432
2009-05-19,2292635949
2009-05-20,2247869237
2009-05-21,2239164599
2009-05-22,2203517032
2009-05-26,2346107299
2009-05-27,2252843316
2009-05-28,2298024534
2009-05-29,2325796476
2009-06-01,2479163914
2009-06-02,2499474737
2009-06-03,2468801250
2009-06-04,2509422895
2009-06-05,2458438585
2009-06-08,2412842860
2009-06-09,2429423123
2009-06-10,2455537039
2009-06-11,2398335129
2009-06-12,2424863551
2009-06-15,2455537039
2009-06-16,2405381741
2009-06-17,2356884470
2009-06-18,2413257366
2009-06-19,2434397203
2009-06-22,2229216441
2009-06-23,2248698250
2009-06-24,2293879469
2009-06-25,2308387199
2009-06-26,2404138222
2009-06-29,2414086380
2009-06-30,2435498749
2009-07-01,2463122553
2009-07-02,2425453729
2009-07-06,2410386199
2009-07-07,2322073734
2009-07-08,2230412929
2009-07-09,2233342726
2009-07-10,2204463294
2009-07-13,2303239322
2009-07-14,2353882963
2009-07-15,2447636481
2009-07-16,2443869599
2009-07-17,2473586115
2009-07-20,2576547568
2009-07-21,2596637607
2009-07-22,2616727647
2009-07-23,2697087805
2009-07-24,2661930236
2009-07-27,2654815014
2009-07-28,2624679954
2009-07-29,2632213719
2009-07-30,2781633388
2009-07-31,2763217518
2009-08-03,2845670389
2009-08-04,2867434598
2009-08-05,2924356377
2009-08-06,2854459781
2009-08-07,2887106096
2009-08-10,2817209500
2009-08-11,2757357924
2009-08-12,2832695572
2009-08-13,2851529984
2009-08-14,2751079786
2009-08-17,2586174045
2009-08-18,2642258739
2009-08-19,2620494529
2009-08-20,2674067968
2009-08-21,2670301086
2009-08-24,2589522385
2009-08-25,2623005784
2009-08-26,2729315577
2009-08-27,2733082459
2009-08-28,2751916871
2009-08-31,2734338087
2009-09-01,2582825705
2009-09-02,2584918418
2009-09-03,2662348778
2009-09-04,2731826832
2009-09-08,2805071767
2009-09-09,2838555167
2009-09-10,2840647879
2009-09-11,2782051931
2009-09-14,2789585695
2009-09-15,2805490310
2009-09-16,2829347232
2009-09-17,2833532657
2009-09-18,2882502128
2009-09-21,2820139297
2009-09-22,2823069095
2009-09-23,2784144643
2009-09-24,2650211046
2009-09-25,2520462874
2009-09-28,2649792504
2009-09-29,2676160681
2009-09-30,2753843818
2009-10-01,2626339282
2009-10-02,2595416254
2009-10-05,2720802775
2009-10-06,2761045070
2009-10-07,2784343242
2009-10-08,2837717233
2009-10-09,2918201824
2009-10-12,2916083809
2009-10-13,2876688720
2009-10-14,3102045574
2009-10-15,3104163590
2009-10-16,3075782181
2009-10-19,3090608290
2009-10-20,3027067824
2009-10-21,2950819264
2009-10-22,2904646525
2009-10-23,2852119739
2009-10-26,2771635148
2009-10-27,2750878596
2009-10-28,2646672231
2009-10-29,2810183031
2009-10-30,2689456145
2009-11-02,2741982931
2009-11-03,2685643717
2009-11-04,2666157974
2009-11-05,2773329561
2009-11-06,2800863763
2009-11-09,2895750859
2009-11-10,2937263964
2009-11-11,3001228034
2009-11-12,2964374563
2009-11-13,2953360882
2009-11-16,2993179575
2009-11-17,2947854042
2009-11-18,2944888820
2009-11-19,2848307311
2009-11-20,2838564440
2009-11-23,2886431591
2009-11-24,2855084961
2009-11-25,2856355770
2009-11-27,2721226378
2009-11-30,2762315880
2009-12-01,2772482354
2009-12-02,2775023973
2009-12-03,2720802775
2009-12-04,2744100946
2009-12-07,2709365491
2009-12-08,2721649981
2009-12-09,2690303351
2009-12-10,2756385436
2009-12-11,2750454993
2009-12-14,2741982931
2009-12-15,2737746899
2009-12-16,2799169350
2009-12-17,2793662510
2009-12-18,2825432743
2009-12-21,2867793054
2009-12-22,2899563287
2009-12-23,2917778221
2009-12-24,2922437855
2009-12-28,2883466369
2009-12-29,2857626580
2009-12-30,2849154517
2009-12-31,2855639999
2010-01-04,2920512000
2010-01-05,2943832000
2010-01-06,3001496000
2010-01-07,2987928000
2010-01-08,2960367999
2010-01-11,2980296000
2010-01-12,2958248000
2010-01-13,2990048000
2010-01-14,2934928000
2010-01-15,2873024000
2010-01-19,2895920000
2010-01-20,2846312000
2010-01-21,2796280000
2010-01-22,2792039999
2010-01-25,2798824000
2010-01-26,2680952000
2010-01-27,2709360000
2010-01-28,2619472000
2010-01-29,2568168000
2010-02-01,2718688000
2010-02-02,2775928000
2010-02-03,2792039999
2010-02-04,2685616000
2010-02-05,2701304000
2010-02-08,2650000000
2010-02-09,2647880000
2010-02-10,2862848000
2010-02-11,2877264000
2010-02-12,2913303999
2010-02-16,2942560000
2010-02-17,2958248000
2010-02-18,2901008000
2010-02-19,2920936000
2010-02-22,3004888000
2010-02-23,2982416000
2010-02-24,2998103999
2010-02-25,2994288000
2010-02-26,3015912000
2010-03-01,3061703999
2010-03-02,3134632000
2010-03-03,3157952000
2010-03-04,3256320000
2010-03-05,3305080000
2010-03-08,3284303999
2010-03-09,3261832000
2010-03-10,3255472000
2010-03-11,3261832000
2010-03-12,3308896000
2010-03-15,3257167999
2010-03-16,3295752000
2010-03-17,3351720000
2010-03-18,3364864000
2010-03-19,3337728000
2010-03-22,3375464000
2010-03-23,3411503999
2010-03-24,3397088000
2010-03-25,3383944000
2010-03-26,3424648000
2010-03-29,3421680000
2010-03-30,3382248000
2010-03-31,3523400000
2010-04-01,3624196000
2010-04-05,3678162000
2010-04-06,3732128000
2010-04-07,3680838000
2010-04-08,3617059999
2010-04-09,3625534000
2010-04-12,3587624000
2010-04-13,3622412000
2010-04-14,3697340000
2010-04-15,3746400000
2010-04-16,3692434000
2010-04-19,3670134000
2010-04-20,3709382000
2010-04-21,3737480000
2010-04-22,3772268000
2010-04-23,3808394000
2010-04-26,3681284000
2010-04-27,3625980000
2010-04-28,3720532000
2010-04-29,3882430000
2010-04-30,3754428000
2010-05-03,3805718000
2010-05-04,3735696000
2010-05-05,3615721999
2010-05-06,3469880000
2010-05-07,3304414000
2010-05-10,3563094000
2010-05-11,3523846000
2010-05-12,3612154000
2010-05-13,3560864000
2010-05-14,3439552000
2010-05-17,3431524000
2010-05-18,3312442000
2010-05-19,3345446000
2010-05-20,3179534000
2010-05-21,3250894000
2010-05-24,3123784000
2010-05-25,3095240000
2010-05-26,3105052000
2010-05-27,3286128000
2010-05-28,3195590000
2010-06-01,3065804000
2010-06-02,3168830000
2010-06-03,3167938000
2010-06-04,3041274000
2010-06-07,2946721999
2010-06-08,2969914000
2010-06-09,2915056000
2010-06-10,3035030000
2010-06-11,3056438000
2010-06-14,3006040000
2010-06-15,3081859999
2010-06-16,3128244000
2010-06-17,3129582000
2010-06-18,3110850000
2010-06-21,3148759999
2010-06-22,3081414000
2010-06-23,3043504000
2010-06-24,2910150000
2010-06-25,2984632000
2010-06-28,2940478000
2010-06-29,2755834000
2010-06-30,3111424000
2010-07-01,3056640000
2010-07-02,3092992000
2010-07-06,3069952000
2010-07-07,3204608000
2010-07-08,3296256000
2010-07-09,3362816000
2010-07-12,3328512000
2010-07-13,3433983999
2010-07-14,3390976000
2010-07-15,3323392000
2010-07-16,3208704000
2010-07-19,3184640000
2010-07-20,3220992000
2010-07-21,3141120000
2010-07-22,3281919999
2010-07-23,3376640000
2010-07-26,3538944000
2010-07-27,3755519999
2010-07-28,3701248000
2010-07-29,3661824000
2010-07-30,3626496000
2010-08-02,3730432000
2010-08-03,3703808000
2010-08-04,3745280000
2010-08-05,3736064000
2010-08-06,3705856000
2010-08-09,3765248000
2010-08-10,3677183999
2010-08-11,3530751999
2010-08-12,3513856000
2010-08-13,3494400000
2010-08-16,3488768000
2010-08-17,3555328000
2010-08-18,3537919999
2010-08-19,3482624000
2010-08-20,3492351999
2010-08-23,3436032000
2010-08-24,3334656000
2010-08-25,3333632000
2010-08-26,3366912000
2010-08-27,3430400000
2010-08-30,3318272000
2010-08-31,3287551999
2010-09-01,3489792000
2010-09-02,3552768000
2010-09-03,3673600000
2010-09-07,3656192000
2010-09-08,3691008000
2010-09-09,3708928000
2010-09-10,3730432000
2010-09-13,3899392000
2010-09-14,3888640000
2010-09-15,3939328000
2010-09-16,3929600000
2010-09-17,3993600000
2010-09-20,4087808000
2010-09-21,3970048000
2010-09-22,3898880000
2010-09-23,3845119999
2010-09-24,4042240000
2010-09-27,3978751999
2010-09-28,4043264000
2010-09-29,3967487999
2010-09-30,4040918000
2010-10-01,4130531999
2010-10-04,4095825999
2010-10-05,4276090000
2010-10-06,4269874000
2010-10-07,4299400000
2010-10-08,4305616000
2010-10-11,4327890000
2010-10-12,4368812000
2010-10-13,4468268000
2010-10-14,4424756000
2010-10-15,4443404000
2010-10-18,4481218000
2010-10-19,4312868000
2010-10-20,4376064000
2010-10-21,4335660000
2010-10-22,4411806000
2010-10-25,4394712000
2010-10-26,4405072000
2010-10-27,4516960000
2010-10-28,4544932000
2010-10-29,4434598000
2010-11-01,4493132000
2010-11-02,4537680000
2010-11-03,4615380000
2010-11-04,4742290000
2010-11-05,4711728000
2010-11-08,4707066000
2010-11-09,4628848000
2010-11-10,4701368000
2010-11-11,4657856000
2010-11-12,4521104000
2010-11-15,4548040000
2010-11-16,4414396000
2010-11-17,4432526000
2010-11-18,4594660000
2010-11-19,4644388000
2010-11-22,4641798000
2010-11-23,4512816000
2010-11-24,4668216000
2010-11-26,4633510000
2010-11-29,4624186000
2010-11-30,4527838000
2010-12-01,4683238000
2010-12-02,4840192000
2010-12-03,4873862000
2010-12-06,4898726000
2010-12-07,4923590000
2010-12-08,4973836000
2010-12-09,5017348000
2010-12-10,5102300000
2010-12-13,5009060000
2010-12-14,4963476000
2010-12-15,5013204000
2010-12-16,5103854000
2010-12-17,5141668000
2010-12-20,5148920000
2010-12-21,5276348000
2010-12-22,5239052000
2010-12-23,5170158000
2010-12-27,5184144000
2010-12-28,5166532000
2010-12-29,5164978000
2010-12-30,5116804000
2010-12-31,5139596000
2011-01-03,5215224000
2011-01-04,5129236000
2011-01-05,5141150000
2011-01-06,5180000000
2011-01-07,5158762000
2011-01-10,5348350000
2011-01-11,5324522000
2011-01-12,5414136000
2011-01-13,5484066000
2011-01-14,5427086000
2011-01-18,5386164000
2011-01-19,5289816000
2011-01-20,5189842000
2011-01-21,5203310000
2011-01-24,5229728000
2011-01-25,5160834000
2011-01-26,5250966000
2011-01-27,5417244000
2011-01-28,5271686000
2011-01-31,5274794000
2011-02-01,5180518000
2011-02-02,5201238000
2011-02-03,5129236000
2011-02-04,5167050000
2011-02-07,5274794000
2011-02-08,5240088000
2011-02-09,5258736000
2011-02-10,5412582000
2011-02-11,5625480000
2011-02-14,5704734000
2011-02-15,5682460000
2011-02-16,5796420000
2011-02-17,5770002000
2011-02-18,5811960000
2011-02-22,5553996000
2011-02-23,5402740000
2011-02-24,5418798000
2011-02-25,5542600000
2011-02-28,5529650000
2011-03-01,5374768000
2011-03-02,5411546000
2011-03-03,5660704000
2011-03-04,5564356000
2011-03-07,5436410000
2011-03-08,5523952000
2011-03-09,5549852000
2011-03-10,5388754000
2011-03-11,5439000000
2011-03-14,5322450000
2011-03-15,5216260000
2011-03-16,5097638000
2011-03-17,5105926000
2011-03-18,5188806000
2011-03-21,5351458000
2011-03-22,5444180000
2011-03-23,5451432000
2011-03-24,5503232000
2011-03-25,5479922000
2011-03-28,5472152000
2011-03-29,5505304000
2011-03-30,5617192000
2011-03-31,5698177000
2011-04-01,5775285000
2011-04-04,5838326000
2011-04-05,5813318000
2011-04-06,5819570000
2011-04-07,5825301000
2011-04-08,5717454000
2011-04-11,5509575000
2011-04-12,5401728000
2011-04-13,5403291000
2011-04-14,5342334000
2011-04-15,5439761000
2011-04-18,5304822000
2011-04-19,5285545000
2011-04-20,5379846000
2011-04-21,5530415000
2011-04-25,5478836000
2011-04-26,5737773000
2011-04-27,5694530000
2011-04-28,5703387000
2011-04-29,5683068000
2011-05-02,5658060000
2011-05-03,5534062000
2011-05-04,5471542000
2011-05-05,5430904000
2011-05-06,5455912000
2011-05-09,5486651000
2011-05-10,5576784000
2011-05-11,5486651000
2011-05-12,5535625000
2011-05-13,5424131000
2011-05-16,5348586000
2011-05-17,5278251000
2011-05-18,5366300000
2011-05-19,5501760000
2011-05-20,5452786000
2011-05-23,5395997000
2011-05-24,5393392000
2011-05-25,5396518000
2011-05-26,5399123000
2011-05-27,5466853000
2011-05-31,5508533000
2011-06-01,5202185000
2011-06-02,5220420000
2011-06-03,5109447000
2011-06-06,4908862000
2011-06-07,4930223000
2011-06-08,4928139000
2011-06-09,5003684000
2011-06-10,5003684000
2011-06-13,4976592000
2011-06-14,5101632000
2011-06-15,5000558000
2011-06-16,4962525000
2011-06-17,5004726000
2011-06-20,5024524000
2011-06-21,5210521000
2011-06-22,5133413000
2011-06-23,5133934000
2011-06-24,5007331000
2011-06-27,5084439000
2011-06-28,5180303000
2011-06-29,5263663000
2011-06-30,5265255000
2011-07-01,5407980000
2011-07-05,5394486000
2011-07-06,5429778000
2011-07-07,5631669000
2011-07-08,5500362000
2011-07-11,5278749000
2011-07-12,5233596000
2011-07-13,5257989000
2011-07-14,5173392000
2011-07-15,5191557000
2011-07-18,5086719000
2011-07-19,5172354000
2011-07-20,5198304000
2011-07-21,5363865000
2011-07-22,5377359000
2011-07-25,5303661000
2011-07-26,5549148000
2011-07-27,5349333000
2011-07-28,5390334000
2011-07-29,5414727000
2011-08-01,5323902000
2011-08-02,5061807000
2011-08-03,5184291000
2011-08-04,4805940000
2011-08-05,4683456000
2011-08-08,4142657999
2011-08-09,4570833000
2011-08-10,4254243000
2011-08-11,4499211000
2011-08-12,4513224000
2011-08-15,4667886000
2011-08-16,4540212000
2011-08-17,4442640000
2011-08-18,4016541000
2011-08-19,4001489999
2011-08-22,4008237000
2011-08-23,4233482999
2011-08-24,4308219000
2011-08-25,4242825000
2011-08-26,4364271000
2011-08-29,4549554000
2011-08-30,4508553000
2011-08-31,4523604000
2011-09-01,4399044000
2011-09-02,4251648000
2011-09-06,4167051000
2011-09-07,4427589000
2011-09-08,4314966000
2011-09-09,4216355999
2011-09-12,4242825000
2011-09-13,4294205999
2011-09-14,4396449000
2011-09-15,4541769000
2011-09-16,4552668000
2011-09-19,4440564000
2011-09-20,4380360000
2011-09-21,4192482000
2011-09-22,4075707000
2011-09-23,4142139000
2011-09-26,4292130000
2011-09-27,4403715000
2011-09-28,4152519000
2011-09-29,4308219000
2011-09-30,4019575000
2011-10-03,3753320000
2011-10-04,3992280000
2011-10-05,4037600000
2011-10-06,4130300000
2011-10-07,4009274999
2011-10-10,4316730000
2011-10-11,4358960000
2011-10-12,4488225000
2011-10-13,4332180000
2011-10-14,4412005000
2011-10-17,4262140000
2011-10-18,4470200000
2011-10-19,4382650000
2011-10-20,4425395000
2011-10-21,4503675000
2011-10-24,4648390000
2011-10-25,4499040000
2011-10-26,4618520000
2011-10-27,5067085000
2011-10-28,4998590000
2011-10-31,4769415000
2011-11-01,4557235000
2011-11-02,4718430000
2011-11-03,4856450000
2011-11-04,4815250000
2011-11-07,4827095000
2011-11-08,4846150000
2011-11-09,4569595000
2011-11-10,4647875000
2011-11-11,4778685000
2011-11-14,4721520000
2011-11-15,4778170000
2011-11-16,4738515000
2011-11-17,4581955000
2011-11-18,4626245000
2011-11-21,4450630000
2011-11-22,4406340000
2011-11-23,4261109999
2011-11-25,4214760000
2011-11-28,4518610000
2011-11-29,4508825000
2011-11-30,4870355000
2011-12-01,4790530000
2011-12-02,4927005000
2011-12-05,5055755000
2011-12-06,5005285000
2011-12-07,5023825000
2011-12-08,4819370000
2011-12-09,4936275000
2011-12-12,4807010000
2011-12-13,4704525000
2011-12-14,4646330000
2011-12-15,4658175000
2011-12-16,4713795000
2011-12-19,4618005000
2011-12-20,4876020000
2011-12-21,4900225000
2011-12-22,4952755000
2011-12-23,4982110000
2011-12-27,4984170000
2011-12-28,4861085000
2011-12-29,4992410000
2011-12-30,4941425000
2012-01-03,5031516000
2012-01-04,5046480000
2012-01-05,5068668000
2012-01-06,5057832000
2012-01-09,5159484000
2012-01-10,5287968000
2012-01-11,5213664000
2012-01-12,5156388000
2012-01-13,5089824000
2012-01-17,5058348000
2012-01-18,5117172000
2012-01-19,5221920000
2012-01-20,5218824000
2012-01-23,5200248000
2012-01-24,5234820000
2012-01-25,5247204000
2012-01-26,5294676000
2012-01-27,5271972000
2012-01-30,5188896000
2012-01-31,5186316000
2012-02-01,5335956000
2012-02-02,5358660000
2012-02-03,5556804000
2012-02-06,5500044000
2012-02-07,5552160000
2012-02-08,5543388000
2012-02-09,5507784000
2012-02-10,5448960000
2012-02-13,5489208000
2012-02-14,5424192000
2012-02-15,5392716000
2012-02-16,5518620000
2012-02-17,5533068000
2012-02-21,5504688000
2012-02-22,5416452000
2012-02-23,5477856000
2012-02-24,5524812000
2012-02-27,5540808000
2012-02-28,5507268000
2012-02-29,5489724000
2012-03-01,5572284000
2012-03-02,5553708000
2012-03-05,5527392000
2012-03-06,5388588000
2012-03-07,5476308000
2012-03-08,5524296000
2012-03-09,5642460000
2012-03-12,5565060000
2012-03-13,5782812000
2012-03-14,5758560000
2012-03-15,5816352000
2012-03-16,5785908000
2012-03-19,5834412000
2012-03-20,5758044000
2012-03-21,5789004000
2012-03-22,5700768000
2012-03-23,5715732000
2012-03-26,5842152000
2012-03-27,5810676000
2012-03-28,5793648000
2012-03-29,5725536000
2012-03-30,5769396000
2012-04-02,5835442000
2012-04-03,5920766000
2012-04-04,5822592000
2012-04-05,5817452000
2012-04-09,5685868000
2012-04-10,5495174000
2012-04-11,5529098000
2012-04-12,5692036000
2012-04-13,5566106000
2012-04-16,5556854000
2012-04-17,5680214000
2012-04-18,5795864000
2012-04-19,5757314000
2012-04-20,5733156000
2012-04-23,5674046000
2012-04-24,5701288000
2012-04-25,5831844000
2012-04-26,5854460000
2012-04-27,5877076000
2012-04-30,5840068000
2012-05-01,5796378000
2012-05-02,5726988000
2012-05-03,5601572000
2012-05-04,5512136000
2012-05-07,5493118000
2012-05-08,5422186000
2012-05-09,5427840000
2012-05-10,5422700000
2012-05-11,5486950000
2012-05-14,5439662000
2012-05-15,5350226000
2012-05-16,5388776000
2012-05-17,5239202000
2012-05-18,5148738000
2012-05-21,5282378000
2012-05-22,5314246000
2012-05-23,5308592000
2012-05-24,5335320000
2012-05-25,5318358000
2012-05-29,5509052000
2012-05-30,5297798000
2012-05-31,5297798000
2012-06-01,5030518000
2012-06-04,4934400000
2012-06-05,5060330000
2012-06-06,5226352000
2012-06-07,5306022000
2012-06-08,5333264000
2012-06-11,5227894000
2012-06-12,5269528000
2012-06-13,5209390000
2012-06-14,5267986000
2012-06-15,5347142000
2012-06-18,5334806000
2012-06-19,5478726000
2012-06-20,5467418000
2012-06-21,5280322000
2012-06-22,5336348000
2012-06-25,5194484000
2012-06-26,5282892000
2012-06-27,5363076000
2012-06-28,5422700000
2012-06-29,5625730000
2012-07-02,5716469000
2012-07-03,5761965000
2012-07-05,5736115000
2012-07-06,5634266000
2012-07-09,5583083000
2012-07-10,5554648000
2012-07-11,5574294000
2012-07-12,5493642000
2012-07-13,5691136000
2012-07-16,5650293000
2012-07-17,5667354000
2012-07-18,5709231000
2012-07-19,5689585000
2012-07-20,5564471000
2012-07-23,5479166000
2012-07-24,5368528000
2012-07-25,5342161000
2012-07-26,5444527000
2012-07-27,5623409000
2012-07-30,5628062000
2012-07-31,5769203000
2012-08-01,5752142000
2012-08-02,5710782000
2012-08-03,5841583000
2012-08-06,5886045000
2012-08-07,6029771000
2012-08-08,6028220000
2012-08-09,6023567000
2012-08-10,5971350000
2012-08-13,5977554000
2012-08-14,6000819000
2012-08-15,6047349000
2012-08-16,6152817000
2012-08-17,6159538000
2012-08-20,6099049000
2012-08-21,6091294000
2012-08-22,6105253000
2012-08-23,6083022000
2012-08-24,6129552000
2012-08-27,6102668000
2012-08-28,6134722000
2012-08-29,6122831000
2012-08-30,6058206000
2012-08-31,6080954000
2012-09-04,6133688000
2012-09-05,6078369000
2012-09-06,6203483000
2012-09-07,6289305000
2012-09-10,6274312000
2012-09-11,6268625000
2012-09-12,6300679000
2012-09-13,6454745000
2012-09-14,6596403000
2012-09-17,6547805000
2012-09-18,6528676000
2012-09-19,6528159000
2012-09-20,6467670000
2012-09-21,6422691000
2012-09-24,6414419000
2012-09-25,6286203000
2012-09-26,6285169000
2012-09-27,6366338000
2012-09-28,6359100000
2012-10-01,6381729000
2012-10-02,6355158000
2012-10-03,6375998000
2012-10-04,6436434000
2012-10-05,6476551000
2012-10-08,6421325000
2012-10-09,6374435000
2012-10-10,6396838000
2012-10-11,6420804000
2012-10-12,6340049000
2012-10-15,6404132000
2012-10-16,6504164000
2012-10-17,6580751000
2012-10-18,6558869000
2012-10-19,6483324000
2012-10-22,6496349000
2012-10-23,6469257000
2012-10-24,6425493000
2012-10-25,6470299000
2012-10-26,6467694000
2012-10-31,6590650000
2012-11-01,6844898000
2012-11-02,6658901000
2012-11-05,6675052000
2012-11-06,6694850000
2012-11-07,6492702000
2012-11-08,6496349000
2012-11-09,6542197000
2012-11-12,6551054000
2012-11-13,6508853000
2012-11-14,6355679000
2012-11-15,6291596000
2012-11-16,6348385000
2012-11-19,6515626000
2012-11-20,6570852000
2012-11-21,6603154000
2012-11-23,6680262000
2012-11-26,6678699000
2012-11-27,6658901000
2012-11-28,6683388000
2012-11-29,6745387000
2012-11-30,6714127000
2012-12-03,6684430000
2012-12-04,6655254000
2012-12-05,6682867000
2012-12-06,6720900000
2012-12-07,6701102000
2012-12-10,6651086000
2012-12-11,6725589000
2012-12-12,6730799000
2012-12-13,6656296000
2012-12-14,6664111000
2012-12-17,6779252000
2012-12-18,6874074000
2012-12-19,6826663000
2012-12-20,6892830000
2012-12-21,6844898000
2012-12-24,6830310000
2012-12-26,6755286000
2012-12-27,6712043000
2012-12-28,6655254000
2012-12-31,6858905000
2013-01-02,7106595000
2013-01-03,7057057000
2013-01-04,7225170000
2013-01-07,7235710000
2013-01-08,7227805000
2013-01-09,7280505000
2013-01-10,7312125000
2013-01-11,7359555000
2013-01-14,7367987000
2013-01-15,7413308999
2013-01-16,7380108000
2013-01-17,7438605000
2013-01-18,7505533999
2013-01-22,7541370000
2013-01-23,7545586000
2013-01-24,7614095999
2013-01-25,7637811000
2013-01-28,7645189000
2013-01-29,7720550000
2013-01-30,7620420000
2013-01-31,7585111000
2013-02-01,7620947000
2013-02-04,7539789000
2013-02-05,7638338000
2013-02-06,7675227999
2013-02-07,7707375000
2013-02-08,7717914999
2013-02-11,7671539000
2013-02-12,7681025000
2013-02-13,7718969000
2013-02-14,7764818000
2013-02-15,7721076999
2013-02-19,7832274000
2013-02-20,7663633999
2013-02-21,7542951000
2013-02-22,7713699000
2013-02-25,7507642000
2013-02-26,7565612000
2013-02-27,7696308000
2013-02-28,7706320999
2013-03-01,7695254000
2013-03-04,7748481000
2013-03-05,7860205000
2013-03-06,7905526999
2013-03-07,7915013000
2013-03-08,7966658999
2013-03-11,7946633000
2013-03-12,7907108000
2013-03-13,8141623000
2013-03-14,8177986000
2013-03-15,8137407000
2013-03-18,8102098000
2013-03-19,8003022000
2013-03-20,8113164999
2013-03-21,7928188000
2013-03-22,7983523000
2013-03-25,7986158000
2013-03-26,7987212000
2013-03-27,7975091000
2013-03-28,8093139000
2013-04-01,8073855000
2013-04-02,8091378000
2013-04-03,7943229000
2013-04-04,7943760000
2013-04-05,7844994000
2013-04-08,7983054000
2013-04-09,8018630999
2013-04-10,8175807000
2013-04-11,8257580999
2013-04-12,8164655999
2013-04-15,7859862000
2013-04-16,7860924000
2013-04-17,7737201000
2013-04-18,7649586000
2013-04-19,7742511000
2013-04-22,7794549000
2013-04-23,7913493000
2013-04-24,7834905000
2013-04-25,8013321000
2013-04-26,7936857000
2013-04-29,8061111000
2013-04-30,8266608000
2013-05-01,8003232000
2013-05-02,8091908999
2013-05-03,8156691000
2013-05-06,8273511000
2013-05-07,8322362999
2013-05-08,8322894000
2013-05-09,8351568000
2013-05-10,8522019000
2013-05-13,8551224000
2013-05-14,8746101000
2013-05-15,8781678000
2013-05-16,8715303000
2013-05-17,8879382000
2013-05-20,8880444000
2013-05-21,8878851000
2013-05-22,8709462000
2013-05-23,8635122000
2013-05-24,8601138000
2013-05-28,8840619000
2013-05-29,8755659000
2013-05-30,8883630000
2013-05-31,8708400000
2013-06-03,8658486000
2013-06-04,8694063000
2013-06-05,8474229000
2013-06-06,8659017000
2013-06-07,8824158000
2013-06-10,8947350000
2013-06-11,8809821000
2013-06-12,8755128000
2013-06-13,9019035000
2013-06-14,8806635000
2013-06-17,8959032000
2013-06-18,9029124000
2013-06-19,8921331000
2013-06-20,8574057000
2013-06-21,8482194000
2013-06-24,8217755999
2013-06-25,8314398000
2013-06-26,8372808000
2013-06-27,8549100000
2013-06-28,8705214000
2013-07-01,8625848000
2013-07-02,8676388000
2013-07-03,8617868000
2013-07-05,8804068000
2013-07-08,8805664000
2013-07-09,8853012000
2013-07-10,8817368000
2013-07-11,9094540000
2013-07-12,9174872000
2013-07-15,9340324000
2013-07-16,9262652000
2013-07-17,9308936000
2013-07-18,9388736000
2013-07-19,9321704000
2013-07-22,9370648000
2013-07-23,9324896000
2013-07-24,9272228000
2013-07-25,9253076000
2013-07-26,9279144000
2013-07-29,9180724000
2013-07-30,9525992000
2013-07-31,9594620000
2013-08-01,9872856000
2013-08-02,9881368000
2013-08-05,9895200000
2013-08-06,9800504000
2013-08-07,9586640000
2013-08-08,9593024000
2013-08-09,9519076000
2013-08-12,9473856000
2013-08-13,9622816000
2013-08-14,9582384000
2013-08-15,9365860000
2013-08-16,9349900000
2013-08-19,9298296000
2013-08-20,9422252000
2013-08-21,9322236000
2013-08-22,9461620000
2013-08-23,9518012000
2013-08-26,9445660000
2013-08-27,9184448000
2013-08-28,9267972000
2013-08-29,9292444000
2013-08-30,9273824000
2013-09-03,9345112000
2013-09-04,9474920000
2013-09-05,9460024000
2013-09-06,9407356000
2013-09-09,9574936000
2013-09-10,9752092000
2013-09-11,9768052000
2013-09-12,9754752000
2013-09-13,9812208000
2013-09-16,9862216000
2013-09-17,9918608000
2013-09-18,10013304000
2013-09-19,9959040000
2013-09-20,9919672000
2013-09-23,9802100000
2013-09-24,9804760000
2013-09-25,9757944000
2013-09-26,9832424000
2013-09-27,9785608000
2013-09-30,9716448000
2013-10-01,9842000000
2013-10-02,9886688000
2013-10-03,9894136000
2013-10-04,10028200000
2013-10-07,9857428000
2013-10-08,9718044000
2013-10-09,9762732000
2013-10-10,9967552000
2013-10-11,10038308000
2013-10-14,10059056000
2013-10-15,9987236000
2013-10-16,10089912000
2013-10-17,10395812000
2013-10-18,10562860000
2013-10-21,10602760000
2013-10-22,10642660000
2013-10-23,10671920000
2013-10-24,10710224000
2013-10-25,10775128000
2013-10-28,10737888000
2013-10-29,10763956000
2013-10-30,10588396000
2013-10-31,10503808000
2013-11-01,10551156000
2013-11-04,10549560000
2013-11-05,10278240000
2013-11-06,10637340000
2013-11-07,10379320000
2013-11-08,10773532000
2013-11-11,10697988000
2013-11-12,10680432000
2013-11-13,10795876000
2013-11-14,10743740000
2013-11-15,10727780000
2013-11-18,10635744000
2013-11-19,10523492000
2013-11-20,10583608000
2013-11-21,10662344000
2013-11-22,10698520000
2013-11-25,10687348000
2013-11-26,10676176000
2013-11-27,10693200000
2013-11-29,10653300000
2013-12-02,10681496000
2013-12-03,10625104000
2013-12-04,10569244000
2013-12-05,10537324000
2013-12-06,10800664000
2013-12-09,10911320000
2013-12-10,10788428000
2013-12-11,10584672000
2013-12-12,10630424000
2013-12-13,10743740000
2013-12-16,10845352000
2013-12-17,10836840000
2013-12-18,11140612000
2013-12-19,11074644000
2013-12-20,11217752000
2013-12-23,11378948000
