,WMB
2009-04-20,5847910820
2009-04-21,6132466560
2009-04-22,6091815740
2009-04-23,6167310120
2009-04-24,6347335180
2009-04-27,6184731900
2009-04-28,6056972180
2009-04-29,6277648060
2009-04-30,6498323940
2009-05-01,6655119960
2009-05-04,6991941039
2009-05-05,6794494200
2009-05-06,7050013640
2009-05-07,7032591860
2009-05-08,7444907320
2009-05-11,7125508020
2009-05-12,7061628160
2009-05-13,6881603100
2009-05-14,7125508020
2009-05-15,6933868440
2009-05-18,7328762120
2009-05-19,7375220200
2009-05-20,7468136360
2009-05-21,7195195140
2009-05-22,7288111300
2009-05-26,7485558140
2009-05-27,7148737060
2009-05-28,7485558140
2009-05-29,7729463060
2009-06-01,8211465640
2009-06-02,8089513180
2009-06-03,7787535660
2009-06-04,7973367980
2009-06-05,7857222780
2009-06-08,7839801000
2009-06-09,7816571960
2009-06-10,7857222780
2009-06-11,8130164000
2009-06-12,7973367980
2009-06-15,7688812240
2009-06-16,7462329100
2009-06-17,7264882260
2009-06-18,7317147600
2009-06-19,7125508020
2009-06-22,6678349000
2009-06-23,6765457900
2009-06-24,6869988580
2009-06-25,7171966100
2009-06-26,7038399120
2009-06-29,7206809660
2009-06-30,7224646170
2009-07-01,7113856600
2009-07-02,6769825830
2009-07-06,6740670680
2009-07-07,6396639910
2009-07-08,6414133000
2009-07-09,6618219050
2009-07-10,6606556990
2009-07-13,6705684500
2009-07-14,6798980980
2009-07-15,7067208360
2009-07-16,7265463380
2009-07-17,7253801320
2009-07-20,7440394280
2009-07-21,7487042520
2009-07-22,7323773680
2009-07-23,7568676940
2009-07-24,7644480330
2009-07-27,7825242260
2009-07-28,7685297540
2009-07-29,7527859730
2009-07-30,7737776810
2009-07-31,7720283720
2009-08-03,8029328310
2009-08-04,8052652430
2009-08-05,7877721530
2009-08-06,7568676940
2009-08-07,7831073290
2009-08-10,7971018010
2009-08-11,7761100930
2009-08-12,7941862860
2009-08-13,7947693890
2009-08-14,7784425050
2009-08-17,7457887369
2009-08-18,7545352820
2009-08-19,7673635480
2009-08-20,7848566380
2009-08-21,8040990369
2009-08-24,8058483460
2009-08-25,8029328310
2009-08-26,7988511100
2009-08-27,7895214619
2009-08-28,7772762990
2009-08-31,7603663119
2009-09-01,7452056340
2009-09-02,7469549430
2009-09-03,7580339000
2009-09-04,7749438869
2009-09-08,8006004190
2009-09-09,7918538740
2009-09-10,8175104060
2009-09-11,8420007320
2009-09-14,8466655560
2009-09-15,8664910580
2009-09-16,8705727790
2009-09-17,8589107190
2009-09-18,8501641740
2009-09-21,8519134830
2009-09-22,8781531180
2009-09-23,8513303800
2009-09-24,8320879810
2009-09-25,8204259210
2009-09-28,8326710840
2009-09-29,8408345260
2009-09-30,8271661940
2009-10-01,7816662200
2009-10-02,7816662200
2009-10-05,8166662000
2009-10-06,8464161830
2009-10-07,8545828450
2009-10-08,8989161530
2009-10-09,8971661540
2009-10-12,9024161510
2009-10-13,9105828130
2009-10-14,9152494770
2009-10-15,9362494650
2009-10-16,9228328060
2009-10-19,9309994680
2009-10-20,9193328080
2009-10-21,9181661420
2009-10-22,9158328100
2009-10-23,8854994940
2009-10-26,8732495010
2009-10-27,8755828330
2009-10-28,8446661840
2009-10-29,9035828170
2009-10-30,8726661680
2009-11-02,8551661780
2009-11-03,8814161630
2009-11-04,8901661580
2009-11-05,9105828130
2009-11-06,9059161490
2009-11-09,9339161330
2009-11-10,9333328000
2009-11-11,9327494670
2009-11-12,9181661420
2009-11-13,9280828030
2009-11-16,9560827870
2009-11-17,9502494570
2009-11-18,9438327940
2009-11-19,9175828090
2009-11-20,9187494750
2009-11-23,9286661360
2009-11-24,9391661300
2009-11-25,9502494570
2009-11-27,9239994720
2009-11-30,9204994740
2009-12-01,9339161330
2009-12-02,9339161330
2009-12-03,9234161390
2009-12-04,9140828110
2009-12-07,9134994780
2009-12-08,8994994860
2009-12-09,8948328220
2009-12-10,9076661480
2009-12-11,9064994820
2009-12-14,9403327960
2009-12-15,9531661220
2009-12-16,9613327840
2009-12-17,9537494550
2009-12-18,9572494530
2009-12-21,9706661120
2009-12-22,9764994420
2009-12-23,9829161050
2009-12-24,9893327680
2009-12-28,9834994380
2009-12-29,9864161030
2009-12-30,9858327700
2009-12-31,9770320000
2010-01-04,10015600000
2010-01-05,10138240000
2010-01-06,10465280000
2010-01-07,10395200000
2010-01-08,10476960000
2010-01-11,10412719999
2010-01-12,10103200000
2010-01-13,10114880000
2010-01-14,10056480000
2010-01-15,9904640000
2010-01-19,10704719999
2010-01-20,10722240000
2010-01-21,10482800000
2010-01-22,10249200000
2010-01-25,10512000000
2010-01-26,10284240000
2010-01-27,10184960000
2010-01-28,10056480000
2010-01-29,9653520000
2010-02-01,9957200000
2010-02-02,10173280000
2010-02-03,10038960000
2010-02-04,9484160000
2010-02-05,9384880000
2010-02-08,9501680000
2010-02-09,9758640000
2010-02-10,9799520000
2010-02-11,10050640000
2010-02-12,10027280000
2010-02-16,10366000000
2010-02-17,10371840000
2010-02-18,10266719999
2010-02-19,10307600000
2010-02-22,9998080000
2010-02-23,9834560000
2010-02-24,10009760000
2010-02-25,10068160000
2010-02-26,9980560000
2010-03-01,10220000000
2010-03-02,10325120000
2010-03-03,10465280000
2010-03-04,10447760000
2010-03-05,10716400000
2010-03-08,10593760000
2010-03-09,10564560000
2010-03-10,10529520000
2010-03-11,10570400000
2010-03-12,10599600000
2010-03-15,10517840000
2010-03-16,10710560000
2010-03-17,10704719999
2010-03-18,10576240000
2010-03-19,10441920000
2010-03-22,10430240000
2010-03-23,10576240000
2010-03-24,10599600000
2010-03-25,10517840000
2010-03-26,10541200000
2010-03-29,10646320000
2010-03-30,10716400000
2010-03-31,10712308619
2010-04-01,10840879700
2010-04-05,11051268740
2010-04-06,11168151540
2010-04-07,11004515619
2010-04-08,11098021860
2010-04-09,11185683960
2010-04-12,11232437080
2010-04-13,11121398420
2010-04-14,11220748800
2010-04-15,11232437080
2010-04-16,10928541800
2010-04-19,10969450780
2010-04-20,11092177720
2010-04-21,10981139060
2010-04-22,11010359760
2010-04-23,11361008160
2010-04-26,11343475740
2010-04-27,10911009380
2010-04-28,10981139060
2010-04-29,11022048040
2010-04-30,10946074220
2010-05-03,11191528100
2010-05-04,10817503140
2010-05-05,10303218820
2010-05-06,9759713800
2010-05-07,9426597820
2010-05-10,9958414560
2010-05-11,10110362200
2010-05-12,10390880920
2010-05-13,10314907100
2010-05-14,10034388380
2010-05-17,9800622780
2010-05-18,9660363420
2010-05-19,9368156420
2010-05-20,8859716240
2010-05-21,8994131460
2010-05-24,8812963120
2010-05-25,8871404520
2010-05-26,8941534200
2010-05-27,9327247440
2010-05-28,9157767380
2010-06-01,8760365860
2010-06-02,9035040440
2010-06-03,9327247440
2010-06-04,8924001780
2010-06-07,8719456880
2010-06-08,8918157640
2010-06-09,8888936940
2010-06-10,9257117760
2010-06-11,9280494320
2010-06-14,9245429480
2010-06-15,9777246220
2010-06-16,9689584119
2010-06-17,9771402080
2010-06-18,9935038000
2010-06-21,9818155200
2010-06-22,9397377119
2010-06-23,9344779860
2010-06-24,9175299800
2010-06-25,9192832220
2010-06-28,9011663880
2010-06-29,8585041660
2010-06-30,8478788000
2010-07-01,8303364800
2010-07-02,8198110880
2010-07-06,8274127600
2010-07-07,8712685600
2010-07-08,8858871600
2010-07-09,8876413920
2010-07-12,8917346000
2010-07-13,9034294800
2010-07-14,8952430640
2010-07-15,8946583200
2010-07-16,8660058640
2010-07-19,8700990720
2010-07-20,8923193440
2010-07-21,8817939520
2010-07-22,9057684560
2010-07-23,9122006400
2010-07-26,9198023120
2010-07-27,9157091040
2010-07-28,9022599920
2010-07-29,8882261360
2010-07-30,9005057600
2010-08-02,9367598880
2010-08-03,9396836080
2010-08-04,9507937440
2010-08-05,9648276000
2010-08-06,9665818320
2010-08-09,9636581120
2010-08-10,9502090000
2010-08-11,9104464080
2010-08-12,9022599920
2010-08-13,9016752480
2010-08-16,9016752480
2010-08-17,9133701280
2010-08-18,8993362720
2010-08-19,8771160000
2010-08-20,8654211200
2010-08-23,8578194480
2010-08-24,8391076400
2010-08-25,8426161040
2010-08-26,8426161040
2010-08-27,8589889360
2010-08-30,8432008480
2010-08-31,8408618720
2010-09-01,8747770240
2010-09-02,8876413920
2010-09-03,8964125520
2010-09-07,8812092080
2010-09-08,8911498560
2010-09-09,8946583200
2010-09-10,8934888320
2010-09-13,9127853840
2010-09-14,8969972960
2010-09-15,8858871600
2010-09-16,8554804720
2010-09-17,8537262400
2010-09-20,8747770240
2010-09-21,8724380480
2010-09-22,8654211200
2010-09-23,8584041920
2010-09-24,8747770240
2010-09-27,8689295840
2010-09-28,8765312560
2010-09-29,8841329280
2010-09-30,8898571320
2010-10-01,9021836490
2010-10-04,8857482930
2010-10-05,8974878330
2010-10-06,8998357410
2010-10-07,8998357410
2010-10-08,9186190050
2010-10-11,9180320280
2010-10-12,9133362120
2010-10-13,10025567159
2010-10-14,9914041530
2010-10-15,9890562450
2010-10-18,10019697390
2010-10-19,9784906590
2010-10-20,9955129920
2010-10-21,9867083370
2010-10-22,9773167050
2010-10-25,9702729810
2010-10-26,9520766940
2010-10-27,9644032110
2010-10-28,9849474060
2010-10-29,10019697390
2010-11-01,9861213600
2010-11-02,10043176470
2010-11-03,9978609000
2010-11-04,10354274280
2010-11-05,10407102210
2010-11-08,10524497610
2010-11-09,10688851170
2010-11-10,10577325540
2010-11-11,10994079210
2010-11-12,10735809330
2010-11-15,10630153470
2010-11-16,10571455770
2010-11-17,10788637260
2010-11-18,10941251280
2010-11-19,10947121050
2010-11-22,10900162890
2010-11-23,10688851170
2010-11-24,10835595420
2010-11-26,10665372090
2010-11-29,10647762780
2010-11-30,10624283700
2010-12-01,10864944270
2010-12-02,11070386220
2010-12-03,11046907140
2010-12-06,11146693230
2010-12-07,11005818750
2010-12-08,10941251280
2010-12-09,11146693230
2010-12-10,11170172310
2010-12-13,11240609550
2010-12-14,11152563000
2010-12-15,11023428060
2010-12-16,11011688520
2010-12-17,11129083920
2010-12-20,11375614260
2010-12-21,11434311960
2010-12-22,11475400350
2010-12-23,11463660810
2010-12-27,11469530580
2010-12-28,11463660810
2010-12-29,11528228280
2010-12-30,11487139890
2010-12-31,11510618970
2011-01-03,11510618970
2011-01-04,11428442190
2011-01-05,11446051500
2011-01-06,11422572420
2011-01-07,11604535290
2011-01-10,11528228280
2011-01-11,11815847010
2011-01-12,12056507580
2011-01-13,12349996080
2011-01-14,12320647230
2011-01-18,12226730909
2011-01-19,12121075050
2011-01-20,12162163440
2011-01-21,12297168150
2011-01-24,12361735620
2011-01-25,12273689070
2011-01-26,12514349640
2011-01-27,12561307800
2011-01-28,12385214700
2011-01-31,12567177570
2011-02-01,12749140440
2011-02-02,12637614810
2011-02-03,12854796300
2011-02-04,12790228830
2011-02-07,12843056760
2011-02-08,12919363770
2011-02-09,12690442740
2011-02-10,12743270670
2011-02-11,12567177570
2011-02-14,12578917110
2011-02-15,12590656650
2011-02-16,12931103310
2011-02-17,14011140990
2011-02-18,14146145700
2011-02-22,13917224670
2011-02-23,13923094440
2011-02-24,13846787430
2011-02-25,14093317770
2011-02-28,14140275930
2011-03-01,13981792140
2011-03-02,14152015470
2011-03-03,14328108570
2011-03-04,14363327190
2011-03-07,14099187540
2011-03-08,13987661909
2011-03-09,13899615360
2011-03-10,13670694330
2011-03-11,13964182830
2011-03-14,13876136280
2011-03-15,13711782720
2011-03-16,13518080310
2011-03-17,13799829270
2011-03-18,13829178120
2011-03-21,14322238800
2011-03-22,14204843400
2011-03-23,14187234090
2011-03-24,14275280640
2011-03-25,14498331900
2011-03-28,14269410870
2011-03-29,14322238800
2011-03-30,14645076150
2011-03-31,14554789400
2011-04-01,14601854200
2011-04-04,14519490800
2011-04-05,14431244300
2011-04-06,14319465400
2011-04-07,14478309100
2011-04-08,14390062600
2011-04-11,14319465400
2011-04-12,14201803400
2011-04-13,14172387900
2011-04-14,14342997800
2011-04-15,14495958400
2011-04-18,14131206200
2011-04-19,14260634400
2011-04-20,14831295100
2011-04-21,14925424700
2011-04-25,14948957100
2011-04-26,15196047299
2011-04-27,15284293800
2011-04-28,15243112100
2011-04-29,15484319200
2011-05-02,15260761400
2011-05-03,14890126100
2011-05-04,14648919000
2011-05-05,14360647100
2011-05-06,14401828800
2011-05-09,14760697900
2011-05-10,14813645800
2011-05-11,14395945700
2011-05-12,14248868200
2011-05-13,14125323100
2011-05-16,13901765300
2011-05-17,13954713200
2011-05-18,14295933000
2011-05-19,14295933000
2011-05-20,14360647100
2011-05-23,14160621700
2011-05-24,14313582299
2011-05-25,14495958400
2011-05-26,14331231600
2011-05-27,14472426000
2011-05-31,14654802100
2011-06-01,14331231600
2011-06-02,14272400600
2011-06-03,14219452700
2011-06-06,13872349799
2011-06-07,13925297700
2011-06-08,13907648400
2011-06-09,13960596300
2011-06-10,13695856800
2011-06-13,13495831400
2011-06-14,13837051200
2011-06-15,13431117299
2011-06-16,13213442600
2011-06-17,13213442600
2011-06-20,13319338400
2011-06-21,13713506100
2011-06-22,13684090600
2011-06-23,13642908900
2011-06-24,13325221500
2011-06-27,13442883500
2011-06-28,13848817400
2011-06-29,13919414600
2011-06-30,14134800000
2011-07-01,14370380000
2011-07-05,14335043000
2011-07-06,14105352500
2011-07-07,14146579000
2011-07-08,13822656500
2011-07-11,13357386000
2011-07-12,13269043500
2011-07-13,13451618000
2011-07-14,13598855500
2011-07-15,14193695000
2011-07-18,14034678499
2011-07-19,14317374500
2011-07-20,14282037500
2011-07-21,14494059500
2011-07-22,14529396500
2011-07-25,14352711500
2011-07-26,14305595500
2011-07-27,15000556500
2011-07-28,14853319000
2011-07-29,14812092500
2011-08-01,14770865999
2011-08-02,14187805500
2011-08-03,14046457500
2011-08-04,12632977500
2011-08-05,12638867000
2011-08-08,11231276500
2011-08-09,12632977500
2011-08-10,12326723500
2011-08-11,12856778499
2011-08-12,12933342000
2011-08-15,13398612500
2011-08-16,13151253499
2011-08-17,13151253499
2011-08-18,11826115999
2011-08-19,11555199000
2011-08-22,11142934000
2011-08-23,11914458500
2011-08-24,11938016500
2011-08-25,11584646500
2011-08-26,11784889500
2011-08-29,12373839500
2011-08-30,12568193000
2011-08-31,12609419500
2011-09-01,12568193000
2011-09-02,12120590999
2011-09-06,11932127000
2011-09-07,12367950000
2011-09-08,12491629500
2011-09-09,12014580000
2011-09-12,12085254000
2011-09-13,12332613000
2011-09-14,12632977500
2011-09-15,12733099000
2011-09-16,12638867000
2011-09-19,12721320000
2011-09-20,12550524500
2011-09-21,12320834000
2011-09-22,11602315000
2011-09-23,11684768000
2011-09-26,12226602000
2011-09-27,12126480500
2011-09-28,11737773500
2011-09-29,11702436500
2011-09-30,11489450000
2011-10-03,11025350000
2011-10-04,11144350000
2011-10-05,11685800000
2011-10-06,12007100000
2011-10-07,11786950000
2011-10-10,12459300000
2011-10-11,12465250000
2011-10-12,12619950000
2011-10-13,12602100000
2011-10-14,12899600000
2011-10-17,13000750000
2011-10-18,13720700000
2011-10-19,13917050000
2011-10-20,14071750000
2011-10-21,14238350000
2011-10-24,14399000000
2011-10-25,13958700000
2011-10-26,14089600000
2011-10-27,14696500000
2011-10-28,14750050000
2011-10-31,14214550000
2011-11-01,13857550000
2011-11-02,14256200000
2011-11-03,14648900000
2011-11-04,14761950000
2011-11-07,14785750000
2011-11-08,14773849999
2011-11-09,14297850000
2011-11-10,14518000000
2011-11-11,14797650000
2011-11-14,14446600000
2011-11-15,14761950000
2011-11-16,14452550000
2011-11-17,14297850000
2011-11-18,14375200000
2011-11-21,14196700000
2011-11-22,14166950000
2011-11-23,13863500000
2011-11-25,14018200000
2011-11-28,14523950000
2011-11-29,14684600000
2011-11-30,15237950000
2011-12-01,15297450000
2011-12-02,15279600000
2011-12-05,15386700000
2011-12-06,15172500000
2011-12-07,15202250000
2011-12-08,14690550000
2011-12-09,14940450000
2011-12-12,14797650000
2011-12-13,14809550000
2011-12-14,14440650000
2011-12-15,14351400000
2011-12-16,14637000000
2011-12-19,14535850000
2011-12-20,14964250000
2011-12-21,15113000000
2011-12-22,15220099999
2011-12-23,15440250000
2011-12-27,15493800000
2011-12-28,15166550000
2011-12-29,15368849999
2011-12-30,15589000000
2012-01-03,15957900000
2012-01-04,16053100000
2012-01-05,16392250000
2012-01-06,16297050000
2012-01-09,16529100000
2012-01-10,16856349999
2012-01-11,16564800000
2012-01-12,16743300000
2012-01-13,16790900000
2012-01-17,16915850000
2012-01-18,17284750000
2012-01-19,17100300000
2012-01-20,17159800000
2012-01-23,17272850000
2012-01-24,17290700000
2012-01-25,17498950000
2012-01-26,17177650000
2012-01-27,16987250000
2012-01-30,17082450000
2012-01-31,17147900000
2012-02-01,17368050000
2012-02-02,17159800000
2012-02-03,17671500000
2012-02-06,17498950000
2012-02-07,17374000000
2012-02-08,17379950000
2012-02-09,17368050000
2012-02-10,17290700000
2012-02-13,17564400000
2012-02-14,17362100000
2012-02-15,17237150000
2012-02-16,17177650000
2012-02-17,17320450000
2012-02-21,17528700000
2012-02-22,17433500000
2012-02-23,17290700000
2012-02-24,17439450000
2012-02-27,17320450000
2012-02-28,17255000000
2012-02-29,17778600000
2012-03-01,18004700000
2012-03-02,18004700000
2012-03-05,18058250000
2012-03-06,17683400000
2012-03-07,17641750000
2012-03-08,17719100000
2012-03-09,17766700000
2012-03-12,17653650000
2012-03-13,17986850000
2012-03-14,17873800000
2012-03-15,17861900000
2012-03-16,18123700000
2012-03-19,18099900000
2012-03-20,18623500000
2012-03-21,18450950000
2012-03-22,17974950000
2012-03-23,17957100000
2012-03-26,18212950000
2012-03-27,18439050000
2012-03-28,18254600000
2012-03-29,18201050000
2012-03-30,18331950000
2012-04-02,19458076263
2012-04-03,19696133861
2012-04-04,19671075166
2012-04-05,19708663208
2012-04-09,19420488222
2012-04-10,19144842582
2012-04-11,19433017569
2012-04-12,19934191458
2012-04-13,20109602320
2012-04-16,19633487125
2012-04-17,19890338743
2012-04-18,20222366445
2012-04-19,20159719709
2012-04-20,20234895792
2012-04-23,20241160466
2012-04-24,20241160466
2012-04-25,20648364251
2012-04-26,21230978898
2012-04-27,21068097384
2012-04-30,21318684328
2012-05-01,21537947905
2012-05-02,21143273467
2012-05-03,20648364251
2012-05-04,20485482737
2012-05-07,20773657723
2012-05-08,20410306653
2012-05-09,20191043077
2012-05-10,20378983285
2012-05-11,20385247959
2012-05-14,19840221354
2012-05-15,19570840388
2012-05-16,19119783888
2012-05-17,18662462713
2012-05-18,18587286630
2012-05-21,19426752895
2012-05-22,19602163756
2012-05-23,19664810493
2012-05-24,19451811590
2012-05-25,19276400728
2012-05-29,19664810493
2012-05-30,19220018666
2012-05-31,19126048561
2012-06-01,18173818171
2012-06-04,17960819268
2012-06-05,18355493706
2012-06-06,18512110547
2012-06-07,18700050755
2012-06-08,18399346421
2012-06-11,18336699685
2012-06-12,18505845873
2012-06-13,18455728484
2012-06-14,18449463810
2012-06-15,18837873575
2012-06-18,18474522505
2012-06-19,18819079554
2012-06-20,18499581199
2012-06-21,17804202428
2012-06-22,17810467101
2012-06-25,17140147024
2012-06-26,17390733969
2012-06-27,17672644282
2012-06-28,17566144830
2012-06-29,18054789372
2012-07-02,18202533360
2012-07-03,18352967520
2012-07-05,18240141900
2012-07-06,18139852460
2012-07-09,18271482350
2012-07-10,18039563020
2012-07-11,18114780100
2012-07-12,18139852460
2012-07-13,18735321010
2012-07-16,18798001910
2012-07-17,19224232030
2012-07-18,19343325740
2012-07-19,19462419450
2012-07-20,19625389790
2012-07-23,19725679230
2012-07-24,19412274730
2012-07-25,19186623490
2012-07-26,19512564170
2012-07-27,19807164400
2012-07-30,19907453840
2012-07-31,19926258110
2012-08-01,19963866650
2012-08-02,19387202370
2012-08-03,19757019680
2012-08-06,19894917660
2012-08-07,20039083730
2012-08-08,19825968670
2012-08-09,19813432490
2012-08-10,19963866650
2012-08-13,19919990020
2012-08-14,20151909350
2012-08-15,20289807330
2012-08-16,20471581939
2012-08-17,20252198790
2012-08-20,20164445530
2012-08-21,20233394520
2012-08-22,20220858340
2012-08-23,19982670920
2012-08-24,20126836990
2012-08-27,20346220140
2012-08-28,20408901040
2012-08-29,20333683960
2012-08-30,20082960360
2012-08-31,20227126430
2012-09-04,20289807330
2012-09-05,20139373170
2012-09-06,20797522620
2012-09-07,21242557010
2012-09-10,21073318580
2012-09-11,21148535660
2012-09-12,21292701730
2012-09-13,21744004210
2012-09-14,22000995900
2012-09-17,21649982860
2012-09-18,21361650720
2012-09-19,21286433640
2012-09-20,21537157240
2012-09-21,21512084880
2012-09-24,21618642410
2012-09-25,21775344660
2012-09-26,21298969819
2012-09-27,21925778819
2012-09-28,21919510730
2012-10-01,24165973594
2012-10-02,24132032620
2012-10-03,24763334739
2012-10-04,24566477089
2012-10-05,24403560413
2012-10-08,24464654167
2012-10-09,24403560413
2012-10-10,24132032620
2012-10-11,24193126374
2012-10-12,23853716632
2012-10-15,24335678465
2012-10-16,24960192389
2012-10-17,24539324310
2012-10-18,24104879841
2012-10-19,23738317320
2012-10-22,23738317320
2012-10-23,23378542994
2012-10-24,23527883280
2012-10-25,23561824254
2012-10-26,23636494398
2012-10-31,23751893710
2012-11-01,22869428382
2012-11-02,22448560302
2012-11-05,22543595030
2012-11-06,22713299901
2012-11-07,22299220016
2012-11-08,21857987352
2012-11-09,21769740819
2012-11-12,21484636636
2012-11-13,21633976923
2012-11-14,21172379674
2012-11-15,21023039388
2012-11-16,21505001221
2012-11-19,22177032509
2012-11-20,22265279042
2012-11-21,22421407523
2012-11-23,22699723511
2012-11-26,22258490847
2012-11-27,22190608899
2012-11-28,22401042939
2012-11-29,22115938756
2012-11-30,22292431821
2012-12-03,22122726950
2012-12-04,21885140131
2012-12-05,21912292911
2012-12-06,21423542883
2012-12-07,21192744259
2012-12-10,21192744259
2012-12-11,21301355376
2012-12-12,21131650505
2012-12-13,21056980362
2012-12-14,21376025519
2012-12-17,21647553312
2012-12-18,21980174859
2012-12-19,22081997781
2012-12-20,22299220016
2012-12-21,22265279042
2012-12-24,22081997781
2012-12-26,21919081106
2012-12-27,21735799845
2012-12-28,21579671364
2012-12-31,22328680000
2013-01-02,23208460000
2013-01-03,23031140000
2013-01-04,23283480000
2013-01-07,23181180000
2013-01-08,22894740000
2013-01-09,23031140000
2013-01-10,23058420000
2013-01-11,22840180000
2013-01-14,22826540000
2013-01-15,22710599999
2013-01-16,22806080000
2013-01-17,23051599999
2013-01-18,23692680000
2013-01-22,23972300000
2013-01-23,23917740000
2013-01-24,23617660000
2013-01-25,23754060000
2013-01-28,23781340000
2013-01-29,23794980000
2013-01-30,23938200000
2013-01-31,23904099999
2013-02-01,24163260000
2013-02-04,23924560000
2013-02-05,24374680000
2013-02-06,24401960000
2013-02-07,24463340000
2013-02-08,24552000000
2013-02-11,24374680000
2013-02-12,24442880000
2013-02-13,24306480000
2013-02-14,24183720000
2013-02-15,23945020000
2013-02-19,24176900000
2013-02-20,23747240000
2013-02-21,23242560000
2013-02-22,23488080000
2013-02-25,22894740000
2013-02-26,23044780000
2013-02-27,23426700000
2013-02-28,23672220000
2013-03-01,23072060000
2013-03-04,22894740000
2013-03-05,22990220000
2013-03-06,22997040000
2013-03-07,23399420000
2013-03-08,23672220000
2013-03-11,23890460000
2013-03-12,23726780000
2013-03-13,23733599999
2013-03-14,24156440000
2013-03-15,24163260000
2013-03-18,23999580000
2013-03-19,24067780000
2013-03-20,24538359999
2013-03-21,24927099999
2013-03-22,25145340000
2013-03-25,25227180000
2013-03-26,25356760000
2013-03-27,25227180000
2013-03-28,25547720000
2013-04-01,25913020000
2013-04-02,25728610000
2013-04-03,25093420000
2013-04-04,25189040000
2013-04-05,25209529999
2013-04-08,25407600000
2013-04-09,25721779999
2013-04-10,25810570000
2013-04-11,25824230000
2013-04-12,25769589999
2013-04-15,24874860000
2013-04-16,25619330000
2013-04-17,25250510000
2013-04-18,25530540000
2013-04-19,25455410000
2013-04-22,25769589999
2013-04-23,25988149999
2013-04-24,26213540000
2013-04-25,25892529999
2013-04-26,25981320000
2013-04-29,26104260000
2013-04-30,26042790000
2013-05-01,25619330000
2013-05-02,25482730000
2013-05-03,25639820000
2013-05-06,25475899999
2013-05-07,25257339999
2013-05-08,24314800000
2013-05-09,25175380000
2013-05-10,24929500000
2013-05-13,24915839999
2013-05-14,25018290000
2013-05-15,25093420000
2013-05-16,25107080000
2013-05-17,25414430000
2013-05-20,25872040000
2013-05-21,25783250000
2013-05-22,25284660000
2013-05-23,25434920000
2013-05-24,25045610000
2013-05-28,24861200000
2013-05-29,24506040000
2013-05-30,24458230000
2013-05-31,24027940000
2013-06-03,23870850000
2013-06-04,23536180000
2013-06-05,23317620000
2013-06-06,23802550000
2013-06-07,24062089999
2013-06-10,23713760000
2013-06-11,23276640000
2013-06-12,23242490000
2013-06-13,23017100000
2013-06-14,22750730000
2013-06-17,22976120000
2013-06-18,22702920000
2013-06-19,22272630000
2013-06-20,21685250000
2013-06-21,22054070000
2013-06-24,21616950000
2013-06-25,21787700000
2013-06-26,22299950000
2013-06-27,22252140000
2013-06-28,22177010000
2013-07-01,22220070480
2013-07-02,22534376519
2013-07-03,22425052680
2013-07-05,22329394320
2013-07-08,22725693240
2013-07-09,22910177220
2013-07-10,22671031320
2013-07-11,23087828460
2013-07-12,23108326680
2013-07-15,23101493940
2013-07-16,22876013519
2013-07-17,22889679000
2013-07-18,23231316000
2013-07-19,23422632720
2013-07-22,23566120260
2013-07-23,23429465460
2013-07-24,22848682560
2013-07-25,23101493940
2013-07-26,23169821339
2013-07-29,23224483260
2013-07-30,23101493940
2013-07-31,23347472580
2013-08-01,24666191400
2013-08-02,24748184280
2013-08-05,24727686060
2013-08-06,24632027699
2013-08-07,24488540160
2013-08-08,24201565080
2013-08-09,24181066860
2013-08-12,24249394260
2013-08-13,24146903160
2013-08-14,24126404940
2013-08-15,24153735900
2013-08-16,23907757260
2013-08-19,23443130940
2013-08-20,23695942320
2013-08-21,23798433420
2013-08-22,24515871120
2013-08-23,24809678940
2013-08-26,24748184280
2013-08-27,24679856880
2013-08-28,24741351540
2013-08-29,24748184280
2013-08-30,24761849760
2013-09-03,24550034820
2013-09-04,24010248360
2013-09-05,24003415620
2013-09-06,23996582880
2013-09-09,24324554400
2013-09-10,24727686060
2013-09-11,24427045500
2013-09-12,24126404940
2013-09-13,24550034820
2013-09-16,24283557960
2013-09-17,24051244800
2013-09-18,24550034820
2013-09-19,25171814160
2013-09-20,25028326620
2013-09-23,24946333740
2013-09-24,25007828400
2013-09-25,24755017019
2013-09-26,24823344420
2013-09-27,24761849760
2013-09-30,24833880000
2013-10-01,25100250000
2013-10-02,24984140000
2013-10-03,24792899999
2013-10-04,24533360000
2013-10-07,24260160000
2013-10-08,23939149999
2013-10-09,23877680000
2013-10-10,24417250000
2013-10-11,24690450000
2013-10-14,24430910000
2013-10-15,24266990000
2013-10-16,24553850000
2013-10-17,24608490000
2013-10-18,24751920000
2013-10-21,24704110000
2013-10-22,25250510000
2013-10-23,25045610000
2013-10-24,25189040000
2013-10-25,25475899999
2013-10-28,25393940000
2013-10-29,25469070000
2013-10-30,25236850000
2013-10-31,24389930000
2013-11-01,24260160000
2013-11-04,24403589999
2013-11-05,23911830000
2013-11-06,23836700000
2013-11-07,23563500000
2013-11-08,23761570000
2013-11-11,23857190000
2013-11-12,23611310000
2013-11-13,23488370000
2013-11-14,23945980000
2013-11-15,24062089999
2013-11-18,24096240000
2013-11-19,23925490000
2013-11-20,23754740000
2013-11-21,23843529999
2013-11-22,24089410000
2013-11-25,24451399999
2013-11-26,24369440000
2013-11-27,24027940000
2013-11-29,24055260000
2013-12-02,24027940000
2013-12-03,24772410000
