,GT
2009-04-23,2378670000
2009-04-24,2619670000
2009-04-27,2511220000
2009-04-28,2523270000
2009-04-29,2793190000
2009-04-30,2648590000
2009-05-01,2749810000
2009-05-04,3043830000
2009-05-05,2954660000
2009-05-06,3255910000
2009-05-07,2930560000
2009-05-08,3205300000
2009-05-11,2993220000
2009-05-12,2913690000
2009-05-13,2585930000
2009-05-14,2754630000
2009-05-15,2708840000
2009-05-18,2863080000
2009-05-19,2964300000
2009-05-20,2843800000
2009-05-21,2752220000
2009-05-22,2759450000
2009-05-26,2959480000
2009-05-27,2665460000
2009-05-28,2732940000
2009-05-29,2759450000
2009-06-01,2959480000
2009-06-02,2911280000
2009-06-03,2846210000
2009-06-04,2942610000
2009-06-05,3118540000
2009-06-08,3063110000
2009-06-09,3253500000
2009-06-10,3145050000
2009-06-11,3152280000
2009-06-12,2990810000
2009-06-15,2860670000
2009-06-16,2860670000
2009-06-17,2855850000
2009-06-18,2911280000
2009-06-19,2947430000
2009-06-22,2725710000
2009-06-23,2670280000
2009-06-24,2713660000
2009-06-25,2713660000
2009-06-26,2704020000
2009-06-29,2747400000
2009-06-30,2724920000
2009-07-01,2773320000
2009-07-02,2775740000
2009-07-06,2693460000
2009-07-07,2613600000
2009-07-08,2553100000
2009-07-09,2591820000
2009-07-10,2657160000
2009-07-13,2729760000
2009-07-14,2833820000
2009-07-15,3022580000
2009-07-16,3051620000
2009-07-17,3126640000
2009-07-20,3264580000
2009-07-21,3274260000
2009-07-22,3298460000
2009-07-23,3470280000
2009-07-24,3501740000
2009-07-27,3467860000
2009-07-28,3479960000
2009-07-29,3361380000
2009-07-30,3838120000
2009-07-31,4118840000
2009-08-03,4341480000
2009-08-04,4385040000
2009-08-05,4351160000
2009-08-06,4244680000
2009-08-07,4382620000
2009-08-10,4329380000
2009-08-11,4280980000
2009-08-12,4380200000
2009-08-13,4433440000
2009-08-14,4307600000
2009-08-17,4138200000
2009-08-18,4339060000
2009-08-19,4322120000
2009-08-20,4418920000
2009-08-21,4348740000
2009-08-24,4121260000
2009-08-25,4213220000
2009-08-26,4114000000
2009-08-27,4114000000
2009-08-28,3920400000
2009-08-31,3990579999
2009-09-01,3833280000
2009-09-02,3782460000
2009-09-03,3867160000
2009-09-04,3956700000
2009-09-08,4038980000
2009-09-09,4084959999
2009-09-10,4186600000
2009-09-11,4179340000
2009-09-14,4302760000
2009-09-15,4169660000
2009-09-16,4123680000
2009-09-17,4114000000
2009-09-18,4133359999
2009-09-21,3980900000
2009-09-22,4155140000
2009-09-23,4080120000
2009-09-24,3988160000
2009-09-25,3876840000
2009-09-28,4000260000
2009-09-29,4135780000
2009-09-30,4104230000
2009-10-01,3909019999
2009-10-02,3699350000
2009-10-05,3839130000
2009-10-06,3937940000
2009-10-07,3940350000
2009-10-08,4116279999
2009-10-09,4152430000
2009-10-12,4145200000
2009-10-13,4125920000
2009-10-14,4222320000
2009-10-15,4292209999
2009-10-16,4207860000
2009-10-19,4246420000
2009-10-20,4183760000
2009-10-21,4181350000
2009-10-22,4272930000
2009-10-23,4277750000
2009-10-26,4152430000
2009-10-27,4034339999
2009-10-28,3243860000
2009-10-29,3133000000
2009-10-30,3104080000
2009-11-02,3099260000
2009-11-03,3219760000
2009-11-04,3022140000
2009-11-05,3149870000
2009-11-06,3164330000
2009-11-09,3275190000
2009-11-10,3294470000
2009-11-11,3260730000
2009-11-12,3311340000
2009-11-13,3455940000
2009-11-16,3511370000
2009-11-17,3516190000
2009-11-18,3540290000
2009-11-19,3482450000
2009-11-20,3400510000
2009-11-23,3359540000
2009-11-24,3313750000
2009-11-25,3374000000
2009-11-27,3299290000
2009-11-30,3304110000
2009-12-01,3400510000
2009-12-02,3386050000
2009-12-03,3292060000
2009-12-04,3508960000
2009-12-07,3496910000
2009-12-08,3475220000
2009-12-09,3405330000
2009-12-10,3547520000
2009-12-11,3588490000
2009-12-14,3593310000
2009-12-15,3545110000
2009-12-16,3504140000
2009-12-17,3390870000
2009-12-18,3455940000
2009-12-21,3482450000
2009-12-22,3480040000
2009-12-23,3443890000
2009-12-24,3513780000
2009-12-28,3465580000
2009-12-29,3407740000
2009-12-30,3477630000
2009-12-31,3412200000
2010-01-04,3579180000
2010-01-05,3811500000
2010-01-06,3830860000
2010-01-07,3777620000
2010-01-08,3857480000
2010-01-11,3855060000
2010-01-12,3748580000
2010-01-13,3586440000
2010-01-14,3675980000
2010-01-15,3634840000
2010-01-19,3571920000
2010-01-20,3477540000
2010-01-21,3327500000
2010-01-22,3204080000
2010-01-25,3199240000
2010-01-26,3242800000
2010-01-27,3417040000
2010-01-28,3230700000
2010-01-29,3228280000
2010-02-01,3283940000
2010-02-02,3371060000
2010-02-03,3325080000
2010-02-04,3121800000
2010-02-05,3058880000
2010-02-08,3025000000
2010-02-09,3116960000
2010-02-10,3107280000
2010-02-11,3206500000
2010-02-12,3213760000
2010-02-16,3245220000
2010-02-17,3363800000
2010-02-18,3460600000
2010-02-19,3257320000
2010-02-22,3182300000
2010-02-23,3083080000
2010-02-24,3162940000
2010-02-25,3083080000
2010-02-26,3143580000
2010-03-01,3216180000
2010-03-02,3223440000
2010-03-03,3221020000
2010-03-04,3225860000
2010-03-05,3315400000
2010-03-08,3310560000
2010-03-09,3300880000
2010-03-10,3291200000
2010-03-11,3303300000
2010-03-12,3344440000
2010-03-15,3325080000
2010-03-16,3279100000
2010-03-17,3274260000
2010-03-18,3230700000
2010-03-19,3148420000
2010-03-22,3129060000
2010-03-23,3225860000
2010-03-24,3213760000
2010-03-25,3191980000
2010-03-26,3153260000
2010-03-29,3182300000
2010-03-30,3131480000
2010-03-31,3058880000
2010-04-01,3116960000
2010-04-05,3153260000
2010-04-06,3138740000
2010-04-07,3095180000
2010-04-08,3138740000
2010-04-09,3114540000
2010-04-12,3136320000
2010-04-13,3375900000
2010-04-14,3446080000
2010-04-15,3545300000
2010-04-16,3453340000
2010-04-19,3414620000
2010-04-20,3463020000
2010-04-21,3525940000
2010-04-22,3506580000
2010-04-23,3528360000
2010-04-26,3501740000
2010-04-27,3400100000
2010-04-28,3344440000
2010-04-29,3463020000
2010-04-30,3250060000
2010-05-03,3375900000
2010-05-04,3262160000
2010-05-05,3196820000
2010-05-06,3092760000
2010-05-07,2930620000
2010-05-10,3104860000
2010-05-11,3073400000
2010-05-12,3182300000
2010-05-13,3235540000
2010-05-14,3158100000
2010-05-17,3133900000
2010-05-18,2998380000
2010-05-19,2896740000
2010-05-20,2712820000
2010-05-21,2741860000
2010-05-24,2688620000
2010-05-25,2722500000
2010-05-26,2778160000
2010-05-27,2947560000
2010-05-28,2879800000
2010-06-01,2758800000
2010-06-02,2865280000
2010-06-03,2918520000
2010-06-04,2780580000
2010-06-07,2671680000
2010-06-08,2642640000
2010-06-09,2606340000
2010-06-10,2727340000
2010-06-11,2804780000
2010-06-14,2858020000
2010-06-15,2991120000
2010-06-16,2911260000
2010-06-17,2889480000
2010-06-18,2901580000
2010-06-21,2974180000
2010-06-22,2920940000
2010-06-23,2896740000
2010-06-24,2809620000
2010-06-25,2758800000
2010-06-28,2715240000
2010-06-29,2473240000
2010-06-30,2405480000
2010-07-01,2449040000
2010-07-02,2422420000
2010-07-06,2395800000
2010-07-07,2511960000
2010-07-08,2599080000
2010-07-09,2635380000
2010-07-12,2632960000
2010-07-13,2770900000
2010-07-14,2780580000
2010-07-15,2821720000
2010-07-16,2647480000
2010-07-19,2678940000
2010-07-20,2739440000
2010-07-21,2838660000
2010-07-22,2959660000
2010-07-23,2957240000
2010-07-26,2993540000
2010-07-27,2949980000
2010-07-28,2891900000
2010-07-29,2727340000
2010-07-30,2582140000
2010-08-02,2770900000
2010-08-03,2758800000
2010-08-04,2778160000
2010-08-05,2770900000
2010-08-06,2698300000
2010-08-09,2686200000
2010-08-10,2635380000
2010-08-11,2526480000
2010-08-12,2432100000
2010-08-13,2415160000
2010-08-16,2398220000
2010-08-17,2492600000
2010-08-18,2553100000
2010-08-19,2417580000
2010-08-20,2383700000
2010-08-23,2332880000
2010-08-24,2267540000
2010-08-25,2340140000
2010-08-26,2325620000
2010-08-27,2344980000
2010-08-30,2257860000
2010-08-31,2236080000
2010-09-01,2306260000
2010-09-02,2451460000
2010-09-03,2492600000
2010-09-07,2342560000
2010-09-08,2405480000
2010-09-09,2446620000
2010-09-10,2504700000
2010-09-13,2594240000
2010-09-14,2591820000
2010-09-15,2616020000
2010-09-16,2611180000
2010-09-17,2700720000
2010-09-20,2729760000
2010-09-21,2681360000
2010-09-22,2577300000
2010-09-23,2507120000
2010-09-24,2618440000
2010-09-27,2625700000
2010-09-28,2620860000
2010-09-29,2608760000
2010-09-30,2601500000
2010-10-01,2625700000
2010-10-04,2555520000
2010-10-05,2630540000
2010-10-06,2642640000
2010-10-07,2654740000
2010-10-08,2799940000
2010-10-11,2862860000
2010-10-12,2845920000
2010-10-13,2874960000
2010-10-14,2836240000
2010-10-15,2896740000
2010-10-18,2930620000
2010-10-19,2824140000
2010-10-20,2874960000
2010-10-21,2828980000
2010-10-22,2841080000
2010-10-25,2838660000
2010-10-26,2845920000
2010-10-27,2809620000
2010-10-28,2555520000
2010-10-29,2473240000
2010-11-01,2470820000
2010-11-02,2427260000
2010-11-03,2463560000
2010-11-04,2538580000
2010-11-05,2533740000
2010-11-08,2579720000
2010-11-09,2492600000
2010-11-10,2458720000
2010-11-11,2495020000
2010-11-12,2444200000
2010-11-15,2441780000
2010-11-16,2383700000
2010-11-17,2349820000
2010-11-18,2461140000
2010-11-19,2499860000
2010-11-22,2473240000
2010-11-23,2410320000
2010-11-24,2446620000
2010-11-26,2427260000
2010-11-29,2332880000
2010-11-30,2313520000
2010-12-01,2390960000
2010-12-02,2383700000
2010-12-03,2403060000
2010-12-06,2521640000
2010-12-07,2541000000
2010-12-08,2536160000
2010-12-09,2795100000
2010-12-10,2746700000
2010-12-13,2768480000
2010-12-14,2763640000
2010-12-15,2763640000
2010-12-16,2845920000
2010-12-17,2816880000
2010-12-20,2848340000
2010-12-21,2889480000
2010-12-22,2904000000
2010-12-23,2862860000
2010-12-27,2916100000
2010-12-28,2865280000
2010-12-29,2860440000
2010-12-30,2882220000
2010-12-31,2879550000
2011-01-03,2974320000
2011-01-04,2993760000
2011-01-05,3086100000
2011-01-06,2981610000
2011-01-07,3134700000
2011-01-10,3190590000
2011-01-11,3127410000
2011-01-12,3205170000
2011-01-13,3030210000
2011-01-14,2947590000
2011-01-18,2923290000
2011-01-19,2835810000
2011-01-20,2855250000
2011-01-21,2813940000
2011-01-24,2872260000
2011-01-25,2954880000
2011-01-26,3037500000
2011-01-27,2991330000
2011-01-28,2833380000
2011-01-31,2886840000
2011-02-01,2940300000
2011-02-02,2937870000
2011-02-03,2976750000
2011-02-04,3100680000
2011-02-07,3146850000
2011-02-08,3144420000
2011-02-09,3039930000
2011-02-10,3474900000
2011-02-11,3474900000
2011-02-14,3448170000
2011-02-15,3496770000
2011-02-16,3640140000
2011-02-17,3620700000
2011-02-18,3618270000
2011-02-22,3380130000
2011-02-23,3321810000
2011-02-24,3312090000
2011-02-25,3377700000
2011-02-28,3445740000
2011-03-01,3341250000
2011-03-02,3399570000
2011-03-03,3397140000
2011-03-04,3324240000
2011-03-07,3241620000
2011-03-08,3431160000
2011-03-09,3496770000
2011-03-10,3414150000
2011-03-11,3640140000
2011-03-14,3662010000
2011-03-15,3632850000
2011-03-16,3518640000
2011-03-17,3533220000
2011-03-18,3601260000
2011-03-21,3739770000
2011-03-22,3652290000
2011-03-23,3610980000
2011-03-24,3666870000
2011-03-25,3754350000
2011-03-28,3540510000
2011-03-29,3581820000
2011-03-30,3632850000
2011-03-31,3655120000
2011-04-01,3713680000
2011-04-04,3664880000
2011-04-05,3738080000
2011-04-06,3708800000
2011-04-07,3677080000
2011-04-08,3660000000
2011-04-11,3564840000
2011-04-12,3664880000
2011-04-13,3662440000
2011-04-14,3620960000
2011-04-15,3696600000
2011-04-18,3721000000
2011-04-19,3752720000
2011-04-20,3799080000
2011-04-21,3894240000
2011-04-25,3960120000
2011-04-26,3918639999
2011-04-27,3943040000
2011-04-28,3952800000
2011-04-29,4428600000
2011-05-02,4331000000
2011-05-03,4309040000
2011-05-04,4291960000
2011-05-05,4260240000
2011-05-06,4284639999
2011-05-09,4448120000
2011-05-10,4567680000
2011-05-11,4350520000
2011-05-12,4389560000
2011-05-13,4335880000
2011-05-16,4284639999
2011-05-17,4145559999
2011-05-18,4255360000
2011-05-19,4323680000
2011-05-20,4287080000
2011-05-23,4216320000
2011-05-24,4084559999
2011-05-25,4174840000
2011-05-26,4267559999
2011-05-27,4272440000
2011-05-31,4326120000
2011-06-01,4118719999
2011-06-02,4082120000
2011-06-03,4028440000
2011-06-06,3918639999
2011-06-07,3906440000
2011-06-08,3901560000
2011-06-09,3918639999
2011-06-10,3657560000
2011-06-13,3606320000
2011-06-14,3664880000
2011-06-15,3647800000
2011-06-16,3599000000
2011-06-17,3611200000
2011-06-20,3640480000
2011-06-21,3803960000
2011-06-22,3774680000
2011-06-23,3847880000
2011-06-24,3874720000
2011-06-27,3913760000
2011-06-28,3967440000
2011-06-29,4050400000
2011-06-30,4091880000
2011-07-01,4218760000
2011-07-05,4233400000
2011-07-06,4355400000
2011-07-07,4252920000
2011-07-08,4204120000
2011-07-11,4094320000
2011-07-12,4184599999
2011-07-13,4226080000
2011-07-14,4270000000
2011-07-15,4352960000
2011-07-18,4218760000
2011-07-19,4270000000
2011-07-20,4230960000
2011-07-21,4352960000
2011-07-22,4365160000
2011-07-25,4306600000
2011-07-26,4306600000
2011-07-27,4189480000
2011-07-28,3886920000
2011-07-29,3945480000
2011-08-01,3904000000
2011-08-02,3684400000
2011-08-03,3782000000
2011-08-04,3430640000
2011-08-05,3306200000
2011-08-08,2815760000
2011-08-09,3028040000
2011-08-10,2893840000
2011-08-11,3067080000
2011-08-12,3289120000
2011-08-15,3416000000
2011-08-16,3350120000
2011-08-17,3254960000
2011-08-18,2867000000
2011-08-19,2654720000
2011-08-22,2630320000
2011-08-23,2852360000
2011-08-24,2940200000
2011-08-25,2779160000
2011-08-26,2881640000
2011-08-29,3052440000
2011-08-30,3032920000
2011-08-31,3040240000
2011-09-01,2945080000
2011-09-02,2806000000
2011-09-06,2698640000
2011-09-07,2835280000
2011-09-08,2742560000
2011-09-09,2630320000
2011-09-12,2520520000
2011-09-13,2627880000
2011-09-14,2679120000
2011-09-15,2698640000
2011-09-16,2705960000
2011-09-19,2674240000
2011-09-20,2608360000
2011-09-21,2442440000
2011-09-22,2291160000
2011-09-23,2405840000
2011-09-26,2479040000
2011-09-27,2571760000
2011-09-28,2427800000
2011-09-29,2549800000
2011-09-30,2461960000
2011-10-03,2286280000
2011-10-04,2410720000
2011-10-05,2501000000
2011-10-06,2618120000
2011-10-07,2513200000
2011-10-10,2666920000
2011-10-11,2791360000
2011-10-12,2891400000
2011-10-13,2884080000
2011-10-14,2993880000
2011-10-17,2886520000
2011-10-18,3018280000
2011-10-19,2908480000
2011-10-20,2959720000
2011-10-21,3164680000
2011-10-24,3328160000
2011-10-25,3254960000
2011-10-26,3284240000
2011-10-27,3455040000
2011-10-28,3620960000
2011-10-31,3503840000
2011-11-01,3315960000
2011-11-02,3376960000
2011-11-03,3508720000
2011-11-04,3489200000
2011-11-07,3464800000
2011-11-08,3484320000
2011-11-09,3264720000
2011-11-10,3296440000
2011-11-11,3398920000
2011-11-14,3347680000
2011-11-15,3394040000
2011-11-16,3318400000
2011-11-17,3169560000
2011-11-18,3113440000
2011-11-21,2962160000
2011-11-22,3013400000
2011-11-23,2930440000
2011-11-25,2910920000
2011-11-28,3147600000
2011-11-29,3125640000
2011-11-30,3413560000
2011-12-01,3396480000
2011-12-02,3445280000
2011-12-05,3477000000
2011-12-06,3481880000
2011-12-07,3486760000
2011-12-08,3398920000
2011-12-09,3550200000
2011-12-12,3486760000
2011-12-13,3274480000
2011-12-14,3235440000
2011-12-15,3301320000
2011-12-16,3313520000
2011-12-19,3198840000
2011-12-20,3333040000
2011-12-21,3376960000
2011-12-22,3433080000
2011-12-23,3491640000
2011-12-27,3455040000
2011-12-28,3401360000
2011-12-29,3450160000
2011-12-30,3457480000
2012-01-03,3555080000
2012-01-04,3594120000
2012-01-05,3638040000
2012-01-06,3696600000
2012-01-09,3728320000
2012-01-10,3418440000
2012-01-11,3362320000
2012-01-12,3376960000
2012-01-13,3294000000
2012-01-17,3259840000
2012-01-18,3291560000
2012-01-19,3357440000
2012-01-20,3330600000
2012-01-23,3303760000
2012-01-24,3340360000
2012-01-25,3313520000
2012-01-26,3281800000
2012-01-27,3294000000
2012-01-30,3247640000
2012-01-31,3172000000
2012-02-01,3240320000
2012-02-02,3240320000
2012-02-03,3381840000
2012-02-06,3411120000
2012-02-07,3418440000
2012-02-08,3403800000
2012-02-09,3455040000
2012-02-10,3386720000
2012-02-13,3408680000
2012-02-14,3233000000
2012-02-15,3196400000
2012-02-16,3218360000
2012-02-17,3274480000
2012-02-21,3289120000
2012-02-22,3208600000
2012-02-23,3228120000
2012-02-24,3198840000
2012-02-27,3157360000
2012-02-28,3159800000
2012-02-29,3137840000
2012-03-01,3137840000
2012-03-02,3201280000
2012-03-05,3103680000
2012-03-06,2989000000
2012-03-07,2979240000
2012-03-08,3018280000
2012-03-09,3020720000
2012-03-12,2964600000
2012-03-13,3010960000
2012-03-14,3006080000
2012-03-15,3013400000
2012-03-16,2967040000
2012-03-19,2964600000
2012-03-20,2947520000
2012-03-21,2947520000
2012-03-22,2871880000
2012-03-23,2906040000
2012-03-26,2930440000
2012-03-27,2893840000
2012-03-28,2796240000
2012-03-29,2776720000
2012-03-30,2737680000
2012-04-02,2790550000
2012-04-03,2744000000
2012-04-04,2712150000
2012-04-05,2699900000
2012-04-09,2616600000
2012-04-10,2545550000
2012-04-11,2606800000
2012-04-12,2685200000
2012-04-13,2594550000
2012-04-16,2550450000
2012-04-17,2589650000
2012-04-18,2633750000
2012-04-19,2736650000
2012-04-20,2753800000
2012-04-23,2761150000
2012-04-24,2741550000
2012-04-25,2842000000
2012-04-26,2922850000
2012-04-27,2773400000
2012-04-30,2690100000
2012-05-01,2763600000
2012-05-02,2729300000
2012-05-03,2670500000
2012-05-04,2655800000
2012-05-07,2665600000
2012-05-08,2655800000
2012-05-09,2550450000
2012-05-10,2523500000
2012-05-11,2584750000
2012-05-14,2597000000
2012-05-15,2496550000
2012-05-16,2619050000
2012-05-17,2503900000
2012-05-18,2459800000
2012-05-21,2550450000
2012-05-22,2599450000
2012-05-23,2577400000
2012-05-24,2552900000
2012-05-25,2594550000
2012-05-29,2685200000
2012-05-30,2535750000
2012-05-31,2560250000
2012-06-01,2418150000
2012-06-04,2312800000
2012-06-05,2337300000
2012-06-06,2440200000
2012-06-07,2518600000
2012-06-08,2570050000
2012-06-11,2489200000
2012-06-12,2567600000
2012-06-13,2552900000
2012-06-14,2601900000
2012-06-15,2699900000
2012-06-18,2675400000
2012-06-19,2824850000
2012-06-20,2854250000
2012-06-21,2746450000
2012-06-22,2807700000
2012-06-25,2690100000
2012-06-26,2717050000
2012-06-27,2800350000
2012-06-28,2842000000
2012-06-29,2893450000
2012-07-02,2797900000
2012-07-03,2802800000
2012-07-05,2846900000
2012-07-06,2717050000
2012-07-09,2692550000
2012-07-10,2653350000
2012-07-11,2589650000
2012-07-12,2508800000
2012-07-13,2508800000
2012-07-16,2476950000
2012-07-17,2489200000
2012-07-18,2489200000
2012-07-19,2472050000
2012-07-20,2403450000
2012-07-23,2459800000
2012-07-24,2401000000
2012-07-25,2386300000
2012-07-26,2423050000
2012-07-27,2589650000
2012-07-30,2540650000
2012-07-31,2805250000
2012-08-01,2819950000
2012-08-02,2702350000
2012-08-03,2734200000
2012-08-06,2758700000
2012-08-07,2822400000
2012-08-08,2849350000
2012-08-09,2864050000
2012-08-10,2876300000
2012-08-13,2895900000
2012-08-14,2854250000
2012-08-15,2851800000
2012-08-16,2883650000
2012-08-17,2949800000
2012-08-20,2971850000
2012-08-21,2937550000
2012-08-22,2905700000
2012-08-23,2905700000
2012-08-24,2910600000
2012-08-27,2864050000
2012-08-28,2837100000
2012-08-29,2908150000
2012-08-30,2886100000
2012-08-31,2989000000
2012-09-04,2969400000
2012-09-05,3072300000
2012-09-06,3180100000
2012-09-07,3224200000
2012-09-10,3214400000
2012-09-11,3199700000
2012-09-12,3189900000
2012-09-13,3253600000
2012-09-14,3309950000
2012-09-17,3224200000
2012-09-18,3172750000
2012-09-19,3302600000
2012-09-20,3278100000
2012-09-21,3118850000
2012-09-24,3131100000
2012-09-25,2981650000
2012-09-26,2937550000
2012-09-27,3052700000
2012-09-28,2986550000
2012-10-01,3013500000
2012-10-02,3035550000
2012-10-03,3042900000
2012-10-04,3118850000
2012-10-05,3121300000
2012-10-08,3077200000
2012-10-09,3091900000
2012-10-10,3020850000
2012-10-11,3047800000
2012-10-12,3008600000
2012-10-15,3038000000
2012-10-16,3079650000
2012-10-17,3133550000
2012-10-18,3118850000
2012-10-19,3035550000
2012-10-22,3072300000
2012-10-23,3013500000
2012-10-24,3003700000
2012-10-25,3013500000
2012-10-26,2699900000
2012-10-31,2795450000
2012-11-01,2851800000
2012-11-02,2842000000
2012-11-05,2856700000
2012-11-06,2957150000
2012-11-07,2883650000
2012-11-08,2854250000
2012-11-09,2824850000
2012-11-12,2844450000
2012-11-13,2766050000
2012-11-14,2692550000
2012-11-15,2741550000
2012-11-16,2734200000
2012-11-19,2766050000
2012-11-20,2795450000
2012-11-21,2844450000
2012-11-23,2898350000
2012-11-26,2898350000
2012-11-27,2859150000
2012-11-28,2915500000
2012-11-29,3023300000
2012-11-30,3087000000
2012-12-03,3082100000
2012-12-04,3126200000
2012-12-05,3136000000
2012-12-06,3121300000
2012-12-07,3131100000
2012-12-10,3207050000
2012-12-11,3226650000
2012-12-12,3219300000
2012-12-13,3150700000
2012-12-14,3172750000
2012-12-17,3204600000
2012-12-18,3322200000
2012-12-19,3258500000
2012-12-20,3219300000
2012-12-21,3204600000
2012-12-24,3192350000
2012-12-26,3226650000
2012-12-27,3287900000
2012-12-28,3256050000
2012-12-31,3383450000
2013-01-02,3432450000
2013-01-03,3447150000
2013-01-04,3515750000
2013-01-07,3454500000
2013-01-08,3444700000
2013-01-09,3518200000
2013-01-10,3461850000
2013-01-11,3376100000
2013-01-14,3415300000
2013-01-15,3432450000
2013-01-16,3393250000
2013-01-17,3400600000
2013-01-18,3383450000
2013-01-22,3398150000
2013-01-23,3358950000
2013-01-24,3383450000
2013-01-25,3398150000
2013-01-28,3400600000
2013-01-29,3410400000
2013-01-30,3385900000
2013-01-31,3368750000
2013-02-01,3376100000
2013-02-04,3290350000
2013-02-05,3336900000
2013-02-06,3329550000
2013-02-07,3314850000
2013-02-08,3329550000
2013-02-11,3407950000
2013-02-12,3395700000
2013-02-13,3449600000
2013-02-14,3471650000
2013-02-15,3454500000
2013-02-19,3452050000
2013-02-20,3395700000
2013-02-21,3314850000
2013-02-22,3295250000
2013-02-25,3185000000
2013-02-26,3160500000
2013-02-27,3160500000
2013-02-28,3181325000
2013-03-01,3175200000
2013-03-04,3104150000
2013-03-05,3136000000
2013-03-06,3160500000
2013-03-07,3170300000
2013-03-08,3204600000
2013-03-11,3180100000
2013-03-12,3180100000
2013-03-13,3287900000
2013-03-14,3319750000
2013-03-15,3363850000
2013-03-18,3285450000
2013-03-19,3251150000
2013-03-20,3286675000
2013-03-21,3182550000
2013-03-22,3136000000
2013-03-25,3101700000
2013-03-26,3140900000
2013-03-27,3128650000
2013-03-28,3088225000
2013-04-01,3055320000
2013-04-02,3004890000
2013-04-03,2966760000
2013-04-04,3015714000
2013-04-05,2991360000
2013-04-08,3057780000
2013-04-09,3087300000
2013-04-10,3124446000
2013-04-11,3156180000
2013-04-12,3076230000
2013-04-15,2939700000
2013-04-16,3055320000
2013-04-17,2956920000
2013-04-18,2947080000
2013-04-19,2986440000
2013-04-22,2959380000
2013-04-23,3003660000
2013-04-24,3077460000
2013-04-25,3183240000
2013-04-26,3077460000
2013-04-29,3092220000
2013-04-30,3073770000
2013-05-01,3001200000
2013-05-02,3008580000
2013-05-03,3042405000
2013-05-06,3161100000
2013-05-07,3215220000
2013-05-08,3210300000
2013-05-09,3170940000
2013-05-10,3161100000
2013-05-13,3116820000
2013-05-14,3196770000
2013-05-15,3308700000
2013-05-16,3389880000
2013-05-17,3626040000
2013-05-20,3621120000
2013-05-21,3640800000
2013-05-22,3567000000
2013-05-23,3586680000
2013-05-24,3579300000
2013-05-28,3670320000
2013-05-29,3761340000
2013-05-30,3891720000
2013-05-31,3724440000
2013-06-03,3766260000
2013-06-04,3714600000
2013-06-05,3591600000
2013-06-06,3603900000
2013-06-07,3645720000
2013-06-10,3628500000
2013-06-11,3591600000
2013-06-12,3672780000
2013-06-13,3810540000
2013-06-14,3766260000
2013-06-17,3714600000
2013-06-18,3682620000
2013-06-19,3761340000
2013-06-20,3650640000
2013-06-21,3675240000
2013-06-24,3504270000
2013-06-25,3618660000
2013-06-26,3667860000
2013-06-27,3685080000
2013-06-28,3763554000
2013-07-01,3810540000
2013-07-02,3798240000
2013-07-03,3783480000
2013-07-05,3901560000
2013-07-08,3987660000
2013-07-09,4034399999
2013-07-10,4036860000
2013-07-11,4103280000
2013-07-12,4083600000
2013-07-15,4108200000
2013-07-16,4061460000
2013-07-17,4194300000
2013-07-18,4255800000
2013-07-19,4238580000
2013-07-22,4295160000
2013-07-23,4221360000
2013-07-24,4172160000
2013-07-25,4120500000
2013-07-26,4127880000
2013-07-29,4191840000
2013-07-30,4565760000
2013-07-31,4551000000
2013-08-01,4597740000
2013-08-02,4678920000
2013-08-05,4624800000
2013-08-06,4683840000
2013-08-07,4624800000
2013-08-08,4634640000
2013-08-09,4686300000
2013-08-12,4767480000
2013-08-13,4725660000
2013-08-14,4735500000
2013-08-15,4633410000
2013-08-16,4605120000
2013-08-19,4528860000
2013-08-20,4632180000
2013-08-21,4570680000
2013-08-22,4634640000
2013-08-23,4634640000
2013-08-26,4585440000
2013-08-27,4676460000
2013-08-28,4880640000
2013-08-29,4996260000
2013-08-30,4949520000
2013-09-03,4988880000
2013-09-04,5106960000
2013-09-05,5109666000
2013-09-06,5114340000
2013-09-09,5225040000
2013-09-10,5404620000
2013-09-11,5436600000
2013-09-12,5355420000
2013-09-13,5367720000
2013-09-16,5367720000
2013-09-17,5407080000
2013-09-18,5453820000
2013-09-19,5468580000
2013-09-20,5464890000
2013-09-23,5439306000
2013-09-24,5613720000
2013-09-25,5653080000
2013-09-26,5559600000
2013-09-27,5525160000
2013-09-30,5545397000
2013-10-01,5742750000
2013-10-02,5747690000
2013-10-03,5626660000
2013-10-04,5683470000
2013-10-07,5545150000
2013-10-08,5396950000
2013-10-09,5441410000
2013-10-10,5545150000
2013-10-11,5592080000
2013-10-14,5587140000
2013-10-15,5517980000
2013-10-16,5542680000
2013-10-17,5520450000
2013-10-18,5589610000
2013-10-21,5216640000
2013-10-22,5443880000
2013-10-23,5400655000
2013-10-24,5471050000
2013-10-25,5485870000
2013-10-28,5446350000
2013-10-29,5127720000
2013-10-30,5290987000
2013-10-31,5179590000
2013-11-01,5151185000
2013-11-04,5147480000
2013-11-05,5204290000
2013-11-06,5082025000
2013-11-07,5164770000
2013-11-08,5201820000
2013-11-11,5201820000
2013-11-12,5201820000
2013-11-13,5330013000
2013-11-14,5268510000
2013-11-15,5347797000
2013-11-18,5305560000
2013-11-19,5243810000
2013-11-20,5280860000
2013-11-21,5359900000
2013-11-22,5372250000
2013-11-25,5463640000
2013-11-26,5458700000
2013-11-27,5520450000
2013-11-29,5498220000
2013-12-02,5456230000
2013-12-03,5293210000
2013-12-04,5258630000
2013-12-05,5431530000
2013-12-06,5572320000
