,BA
2013-11-27,101907828248
2013-11-29,101552300641
2013-12-02,101484220886
2013-12-03,99850306776
2013-12-04,99472085917
2013-12-05,100402509230
2013-12-06,102255791439
2013-12-09,101877570580
2013-12-10,101136257696
2013-12-11,100273914138
2013-12-12,100576490825
2013-12-13,101234595119
2013-12-16,101907828248
2013-12-17,102785300641
2013-12-18,102490288371
2013-12-19,102248227022
2013-12-20,103382889599
2013-12-23,103178650335
2013-12-24,103503920273
2013-12-26,104593196347
2013-12-27,103556871194
2013-12-30,102815558310
2013-12-31,101466666000
2014-01-02,101600477999
2014-01-03,102306708000
2014-01-06,102893994000
2014-01-07,104455134000
2014-01-08,104685588000
2014-01-09,105659442000
2014-01-10,105488460000
2014-01-13,104596379999
2014-01-14,104083434000
2014-01-15,104536908000
2014-01-16,104232114000
2014-01-17,104417964000
2014-01-21,105317477999
2014-01-22,107324658000
2014-01-23,105049854000
2014-01-24,101585610000
2014-01-27,102113424000
2014-01-28,101912706000
2014-01-29,96478452000
2014-01-30,94062402000
2014-01-31,93118284000
2014-02-03,91497672000
2014-02-04,90724536000
2014-02-05,90248760000
2014-02-06,91192878000
2014-02-07,94426668000
2014-02-10,94530744000
2014-02-11,96760944000
2014-02-12,95251842000
2014-02-13,96270300000
2014-02-14,96760944000
2014-02-18,97110342000
2014-02-19,95445125999
2014-02-20,96314904000
2014-02-21,95363352000
2014-02-24,96337206000
2014-02-25,94248252000
2014-02-26,94121874000
2014-02-27,95571504000
2014-02-28,95839127999
2014-03-03,95318748000
2014-03-04,96812982000
2014-03-05,95742486000
2014-03-06,95794524000
2014-03-07,95556636000
2014-03-10,94330026000
2014-03-11,93423078000
2014-03-12,92501262000
2014-03-13,90613026000
2014-03-14,91519974000
2014-03-17,93237228000
2014-03-18,92211336000
2014-03-19,90873216000
2014-03-20,91980882000
2014-03-21,91125972000
2014-03-24,91750428000
2014-03-25,92196468000
2014-03-26,91832202000
2014-03-27,91594314000
2014-03-28,92523564000
2014-03-31,91582602000
2014-04-01,93567658000
2014-04-02,93640638000
2014-04-03,93983644000
2014-04-04,92961924000
2014-04-07,91655582000
2014-04-08,90604670000
2014-04-09,92597024000
2014-04-10,90232472000
2014-04-11,89086686000
2014-04-14,89947850000
2014-04-15,90692246000
2014-04-16,91983992000
2014-04-17,93356016000
2014-04-21,93283036000
2014-04-22,93085990000
2014-04-23,95333774000
2014-04-24,94771828000
2014-04-25,93896068000
2014-04-28,92713792000
2014-04-29,93684426000
2014-04-30,94158796000
2014-05-01,93750108000
2014-05-02,94830212000
2014-05-05,96304408000
2014-05-06,95479734000
2014-05-07,95129430000
2014-05-08,95289986000
2014-05-09,95676780000
2014-05-12,96771480000
2014-05-13,97391809999
2014-05-14,97056102000
2014-05-15,95757058000
2014-05-16,95465138000
2014-05-19,95859230000
2014-05-20,94567484000
2014-05-21,95574608000
2014-05-22,96216832000
2014-05-23,96632818000
2014-05-27,97917265999
2014-05-28,98034034000
2014-05-29,98625171999
2014-05-30,98705450000
2014-06-02,99179820000
2014-06-03,99165224000
2014-06-04,98763834000
2014-06-05,99851236000
2014-06-06,100894850000
2014-06-09,100683208000
2014-06-10,100165050000
2014-06-11,97866180000
2014-06-12,96472262000
2014-06-13,96545242000
2014-06-16,96727692000
2014-06-17,96662009999
2014-06-18,96683904000
2014-06-19,96932036000
2014-06-20,96406580000
2014-06-23,95494330000
2014-06-24,94253670000
2014-06-25,92728388000
2014-06-26,93428996000
2014-06-27,93808492000
2014-06-30,91796445000
2014-07-01,92460225000
2014-07-02,92077830000
2014-07-03,92719965000
2014-07-07,93138435000
2014-07-08,91478985000
2014-07-09,91478985000
2014-07-10,91478985000
2014-07-11,92416935000
2014-07-14,93448680000
2014-07-15,93145650000
2014-07-16,91933530000
2014-07-17,90822420000
2014-07-18,92092260000
2014-07-21,92568450000
2014-07-22,93607410000
2014-07-23,91421265000
2014-07-24,89754600000
2014-07-25,88888800000
2014-07-28,88787790000
2014-07-29,88253880000
2014-07-30,88232235000
2014-07-31,86926320000
2014-08-01,86854170000
2014-08-04,86529495000
2014-08-05,87496305000
2014-08-06,85382310000
2014-08-07,86464560000
2014-08-08,87034545000
2014-08-11,87157200000
2014-08-12,86919105000
2014-08-13,88008570000
2014-08-14,89545365000
2014-08-15,88859940000
2014-08-18,90173070000
2014-08-19,90605970000
2014-08-20,91883025000
2014-08-21,91991250000
2014-08-22,91962390000
2014-08-25,92590095000
2014-08-26,92784900000
2014-08-27,92496299999
2014-08-28,91709865000
2014-08-29,91486200000
2014-09-02,90533820000
2014-09-03,90865710000
2014-09-04,90519390000
2014-09-05,89963835000
2014-09-08,92337570000
2014-09-09,92503515000
2014-09-10,92510730000
2014-09-11,92092260000
2014-09-12,91594425000
2014-09-15,91132665000
2014-09-16,91861380000
2014-09-17,92178840000
2014-09-18,92770470000
2014-09-19,93326025000
2014-09-22,92792115000
2014-09-23,91904670000
2014-09-24,92770470000
2014-09-25,91731510000
2014-09-26,92849835000
2014-09-29,92907555000
2014-09-30,91092234118
2014-10-01,89154253631
2014-10-02,88796692655
2014-10-03,90362809728
2014-10-06,90291297533
2014-10-07,88188838997
2014-10-08,89375941435
2014-10-09,87788370704
2014-10-10,86887317046
2014-10-13,86136438997
2014-10-14,87452263387
2014-10-15,85950507290
2014-10-16,86022019485
2014-10-17,88131629241
2014-10-20,88896809728
2014-10-21,90906302411
2014-10-22,86851560948
2014-10-23,87266331680
2014-10-24,87416507290
2014-10-27,87330692656
2014-10-28,88396224363
2014-10-29,88017209729
2014-10-30,88546399972
2014-10-31,89325882899
2014-11-03,90126819484
2014-11-04,89990946313
2014-11-05,88832448753
2014-11-06,89089892655
2014-11-07,88996926801
2014-11-10,89132799972
2014-11-11,89647687777
2014-11-12,90012399972
2014-11-13,91914624362
2014-11-14,92150614605
2014-11-17,91835960947
2014-11-18,93437834117
2014-11-19,94117199971
2014-11-20,94181560946
2014-11-21,94953892653
2014-11-24,96262565824
2014-11-25,96405590214
2014-11-26,96384136555
2014-11-28,96083785336
2014-12-01,94674995092
2014-12-02,94596331678
2014-12-03,94374643873
2014-12-04,93909814605
2014-12-05,94546273141
2014-12-08,93166087776
2014-12-09,92722712166
2014-12-10,89132799972
2014-12-11,88224595094
2014-12-12,86365278022
2014-12-15,87302087778
2014-12-16,88853902411
2014-12-17,89433151192
2014-12-18,89869375582
2014-12-19,90269843874
2014-12-22,91692936557
2014-12-23,92987307288
2014-12-24,93852604849
2014-12-26,94131502410
2014-12-29,94603482897
2014-12-30,94274526800
2014-12-31,91583908000
2015-01-02,91562769999
2015-01-05,90928630000
2015-01-06,89857638000
2015-01-07,91252746000
2015-01-08,92866280000
2015-01-09,92683084000
2015-01-12,92211002000
2015-01-13,92422381999
2015-01-14,91865748000
2015-01-15,91696643999
2015-01-16,92147588000
2015-01-20,92457612000
2015-01-21,93296086000
2015-01-22,95571943999
2015-01-23,94853252000
2015-01-26,94465722000
2015-01-27,93345408000
2015-01-28,98390343999
2015-01-29,104125788000
2015-01-30,102427702000
2015-02-02,103054796000
2015-02-03,103815764000
2015-02-04,103731212000
2015-02-05,104703560000
2015-02-06,104280800000
2015-02-09,103984868000
2015-02-10,104308984000
2015-02-11,104224431999
2015-02-12,104344214000
2015-02-13,105499758000
2015-02-17,105633631999
2015-02-18,106514381999
2015-02-19,108332250000
2015-02-20,111545226000
2015-02-23,109029804000
2015-02-24,108776148000
2015-02-25,107810846000
2015-02-26,106908958000
2015-02-27,106288910000
2015-03-02,108367480000
2015-03-03,109614622000
2015-03-04,108755010000
2015-03-05,108839562000
2015-03-06,107888352000
2015-03-09,109036850000
2015-03-10,107395131999
2015-03-11,106514381999
2015-03-12,107127384000
2015-03-13,106796222000
2015-03-16,108275881999
2015-03-17,108867746000
2015-03-18,109727358000
2015-03-19,108585906000
2015-03-20,108860700000
2015-03-23,107669926000
2015-03-24,106852590000
2015-03-25,104442858000
2015-03-26,104400581999
2015-03-27,104879710000
2015-03-30,107592419999
2015-03-31,103570208000
2015-04-01,102576463999
2015-04-02,103018128000
2015-04-06,104156793000
2015-04-07,105116032000
2015-04-08,105833736000
2015-04-09,105875141999
2015-04-10,106537638000
2015-04-13,105750924000
2015-04-14,105730221000
2015-04-15,105191943000
2015-04-16,104874497000
2015-04-17,103238960000
2015-04-20,105357566999
2015-04-21,105813033000
2015-04-22,104336219000
2015-04-23,103425287000
2015-04-24,102410840000
2015-04-27,101996780000
2015-04-28,101796651000
2015-04-29,100858115000
2015-04-30,98918934000
2015-05-01,99836766999
2015-05-04,99388202000
2015-05-05,98622191000
2015-05-06,97331704000
2015-05-07,97642249000
2015-05-08,100381946000
2015-05-11,100678688999
2015-05-12,100361243000
2015-05-13,100492362000
2015-05-14,102107196000
2015-05-15,101361888000
2015-05-18,101244571000
2015-05-19,101479205000
2015-05-20,101044441999
2015-05-21,101686235000
2015-05-22,99933381000
2015-05-26,98546280000
2015-05-27,98684300000
2015-05-28,98221933000
2015-05-29,96972852000
2015-06-01,97476625000
2015-06-02,98856825000
2015-06-03,99243281000
2015-06-04,97435219000
2015-06-05,97117773000
2015-06-08,97055663999
2015-06-09,96683010000
2015-06-10,97731962000
2015-06-11,98656696000
2015-06-12,98546280000
2015-06-15,98194329000
2015-06-16,98228834000
2015-06-17,98981043000
2015-06-18,100326738000
2015-06-19,100154213000
2015-06-22,100547569999
2015-06-23,99671143000
2015-06-24,98684300000
2015-06-25,98304744999
2015-06-26,98325448000
2015-06-29,95737573000
2015-06-30,94343472000
2015-07-01,95710473000
2015-07-02,95356821000
2015-07-06,95567652000
2015-07-07,97356315000
2015-07-08,96519791999
2015-07-09,97118280000
2015-07-10,98260848000
2015-07-13,99716262000
2015-07-14,100484775000
2015-07-15,99899888999
2015-07-16,100988049000
2015-07-17,99865884000
2015-07-20,99784272000
2015-07-21,98614500000
2015-07-22,99614247000
2015-07-23,99369411000
2015-07-24,97975206000
2015-07-27,95914503000
2015-07-28,96444981000
2015-07-29,98029613999
2015-07-30,97261101000
2015-07-31,98050016999
2015-08-03,97723569000
2015-08-04,97621554000
2015-08-05,98580494999
2015-08-06,97811982000
2015-08-07,96859841999
2015-08-10,99199386000
2015-08-11,97968405000
2015-08-12,96866643000
2015-08-13,98485281000
2015-08-14,98675709000
2015-08-17,98233644000
2015-08-18,98342460000
2015-08-19,97063872000
2015-08-20,93187302000
2015-08-21,89575971000
2015-08-24,86501919000
2015-08-25,85345749000
2015-08-26,87964134000
2015-08-27,89684787000
2015-08-28,90616524000
2015-08-31,88875468000
2015-09-01,86671944000
2015-09-02,88841463000
2015-09-03,89106702000
2015-09-04,88249776000
2015-09-08,91010982000
2015-09-09,90215265000
2015-09-10,90827355000
2015-09-11,91589066999
2015-09-14,91425843000
2015-09-15,92697630000
2015-09-16,93309719999
2015-09-17,93479744999
2015-09-18,92554809000
2015-09-21,92507202000
2015-09-22,91126599000
2015-09-23,89548766999
2015-09-24,88242975000
2015-09-25,89099901000
2015-09-28,87141213000
2015-09-29,87562875000
2015-09-30,88391249999
2015-10-01,88161750000
2015-10-02,89478000000
2015-10-05,90463500000
2015-10-06,90875250000
2015-10-07,92488500000
2015-10-08,93852000000
2015-10-09,94297499999
2015-10-12,94959000000
2015-10-13,94695750000
2015-10-14,90598500000
2015-10-15,92738249999
2015-10-16,92880000000
2015-10-19,93433499999
2015-10-20,93744000000
2015-10-21,95303250000
2015-10-22,98759250000
2015-10-23,99022499999
2015-10-26,99022499999
2015-10-27,100210500000
2015-10-28,99819000000
2015-10-29,99346500000
2015-10-30,99947250000
2015-11-02,100170000000
2015-11-03,99960750000
2015-11-04,100028250000
2015-11-05,99879750000
2015-11-06,99859500000
2015-11-09,98536500000
2015-11-10,97976250000
2015-11-11,97868250000
2015-11-12,96214500000
2015-11-13,96248250000
2015-11-16,97483499999
2015-11-17,98604000000
2015-11-18,100089000000
2015-11-19,100737000000
2015-11-20,100845000000
2015-11-23,100129500000
2015-11-24,100338750000
2015-11-25,99515250000
2015-11-27,99191249999
2015-11-30,98178749999
2015-12-01,99724500000
2015-12-02,99198000000
2015-12-03,98253000000
2015-12-04,100237500000
2015-12-07,100203749999
2015-12-08,97868250000
2015-12-09,97362000000
2015-12-10,98826750000
2015-12-11,97618500000
2015-12-14,96525000000
2015-12-15,98907750000
2015-12-16,99974250000
2015-12-17,98253000000
2015-12-18,94216500000
2015-12-21,95107500000
2015-12-22,96106500000
2015-12-23,97240500000
2015-12-24,96882750000
2015-12-28,97564500000
2015-12-29,99461250000
2015-12-30,98826750000
2015-12-31,95226974000
2016-01-04,92533300000
2016-01-05,92908702000
2016-01-06,91433438000
2016-01-07,87600386000
2016-01-08,85611414000
2016-01-11,85756306000
2016-01-12,86882511999
2016-01-13,84379832000
2016-01-14,85091120000
2016-01-15,82739918000
2016-01-19,83023116000
2016-01-20,80441404000
2016-01-21,81271240000
2016-01-22,82068146000
2016-01-25,81672986000
2016-01-26,84307386000
2016-01-27,76779588000
2016-01-28,77721386000
2016-01-29,79117618000
2016-02-01,80059416000
2016-02-02,77398672000
2016-02-03,80263582000
2016-02-04,81409546000
2016-02-05,80718016000
2016-02-08,78682942000
2016-02-09,78294368000
2016-02-10,76634696000
2016-02-11,71418584000
2016-02-12,71543718000
2016-02-16,74158360000
2016-02-17,76621524000
2016-02-18,77431602000
2016-02-19,75844376000
2016-02-22,77313054000
2016-02-23,76990340000
2016-02-24,76127574000
2016-02-25,76937652000
2016-02-26,77820176000
2016-02-29,77833348000
2016-03-01,79005656000
2016-03-02,78801490000
2016-03-03,78775146000
2016-03-04,79736702000
2016-03-07,80941940000
2016-03-08,80579710000
2016-03-09,80915596000
2016-03-10,80968284000
2016-03-11,82081318000
2016-03-14,83207524000
2016-03-15,83220696000
2016-03-16,84017602000
2016-03-17,86079020000
2016-03-18,88226056000
2016-03-21,89477396000
2016-03-22,88990032000
2016-03-23,87501596000
2016-03-24,87014232000
2016-03-28,86467594000
2016-03-29,86197568000
2016-03-30,84682788000
2016-03-31,80280972918
2016-04-01,80293621566
2016-04-04,79901513458
2016-04-05,80337891836
2016-04-06,80907081025
2016-04-07,80318918864
2016-04-08,80875459404
2016-04-11,80894432377
2016-04-12,81881026971
2016-04-13,82937189132
2016-04-14,82753783727
2016-04-15,82930864808
2016-04-18,83462108051
2016-04-19,83911135077
2016-04-20,82576702646
2016-04-21,82684216159
2016-04-22,82880270213
2016-04-25,82690540484
2016-04-26,84265297239
2016-04-27,86693837778
2016-04-28,85251891833
2016-04-29,85251891833
2016-05-02,84752270212
2016-05-03,83790972915
2016-05-04,82779081024
2016-05-05,83531675618
2016-05-06,84277945888
2016-05-09,83544324267
2016-05-10,85201297239
2016-05-11,84113513456
2016-05-12,85011567509
2016-05-13,83556972915
2016-05-16,84834486428
2016-05-17,83835243185
2016-05-18,82842324267
2016-05-19,81001945890
2016-05-20,80565567512
2016-05-23,80685729674
2016-05-24,80635135080
2016-05-25,81495243187
2016-05-26,81779837781
2016-05-27,81722918863
2016-05-31,79781351296
2016-06-01,79945783729
2016-06-02,80224053999
2016-06-03,80559243188
2016-06-06,83417837780
2016-06-07,83436810753
2016-06-08,84113513456
2016-06-09,84176756699
2016-06-10,82937189132
2016-06-13,82165621565
2016-06-14,82532432376
2016-06-15,82317405349
2016-06-16,81817783727
2016-06-17,82102378322
2016-06-20,83955405348
2016-06-21,83177513456
2016-06-22,83335621564
2016-06-23,84461351293
2016-06-24,80015351296
2016-06-27,77599459406
2016-06-28,78352054000
2016-06-29,80312594539
2016-06-30,81116802000
2016-07-01,81004374000
2016-07-05,79305462000
2016-07-06,79299216000
2016-07-07,79430382000
2016-07-08,81254214000
2016-07-11,82472184000
2016-07-12,81703926000
2016-07-13,81266706000
2016-07-14,82166130000
2016-07-15,82690793999
2016-07-18,83340378000
2016-07-19,84108636000
2016-07-20,84146112000
2016-07-21,83402838000
2016-07-22,83365362000
2016-07-25,83034324000
2016-07-26,84227310000
2016-07-27,84920616000
2016-07-28,83078046000
2016-07-29,83484036000
2016-08-01,83202966000
2016-08-02,82197360000
2016-08-03,82366002000
2016-08-04,81953766000
2016-08-05,82278558000
2016-08-08,82565874000
2016-08-09,82834452000
2016-08-10,82622088000
2016-08-11,83071800000
2016-08-12,83134260000
2016-08-15,84108636000
2016-08-16,84321000000
2016-08-17,84146112000
2016-08-18,84321000000
2016-08-19,83971224000
2016-08-22,84314754000
2016-08-23,83783843999
2016-08-24,83252934000
2016-08-25,83059308000
2016-08-26,82590858000
2016-08-29,83009340000
2016-08-30,81703926000
2016-08-31,80854470000
2016-09-01,81135540000
2016-09-02,81922536000
2016-09-06,83065554000
2016-09-07,82846943999
2016-09-08,83009340000
2016-09-09,80279838000
2016-09-12,81272952000
2016-09-13,80423496000
2016-09-14,79742682000
2016-09-15,79805142000
2016-09-16,79136820000
2016-09-19,79624008000
2016-09-20,79817634000
2016-09-21,81547776000
2016-09-22,82366002000
2016-09-23,82309788000
2016-09-26,81554022000
2016-09-27,82022472000
2016-09-28,82590858000
2016-09-29,81841338000
2016-09-30,81698836468
2016-10-03,82095733806
2016-10-04,82015114034
2016-10-05,83509680574
2016-10-06,83360844072
2016-10-07,83007357380
2016-10-10,84241460041
2016-10-11,82939140650
2016-10-12,82579452437
2016-10-13,82715885897
2016-10-14,82790304148
2016-10-17,83100380194
2016-10-18,83782547494
2016-10-19,84452311752
2016-10-20,84241460041
2016-10-21,84111228102
2016-10-24,85239904907
2016-10-25,86213543690
2016-10-26,90256935324
2016-10-27,88873996161
2016-10-28,88687950533
2016-10-31,88328262321
2016-11-01,88315859279
2016-11-02,87286406808
2016-11-03,86833695781
2016-11-04,86536022778
2016-11-07,88700353575
2016-11-08,88185627340
2016-11-09,89977866883
2016-11-10,91590262319
2016-11-11,92104988555
2016-11-14,93016612129
2016-11-15,91850726198
2016-11-16,90815072206
2016-11-17,90126703385
2016-11-18,90759258517
2016-11-21,91174760418
2016-11-22,92725140646
2016-11-23,92861574106
2016-11-25,93047619733
2016-11-28,92880178669
2016-11-29,94039863079
2016-11-30,93370098820
2016-12-01,94504977147
2016-12-02,94418155854
2016-12-05,94362342166
2016-12-06,94411954333
2016-12-07,95590243306
2016-12-08,96365433420
2016-12-09,97047600720
2016-12-12,97463102621
2016-12-13,97153026576
2016-12-14,95794893496
2016-12-15,95360787033
2016-12-16,95813498059
2016-12-19,96855353572
2016-12-20,96985585511
2016-12-21,97661551290
2016-12-22,97649148248
2016-12-23,97866201480
2016-12-27,97661551290
2016-12-28,96805741405
2016-12-29,96551479047
2016-12-30,96545277526
2017-01-03,96316792000
2017-01-04,97329232000
2017-01-05,97384456000
2017-01-06,97623760000
2017-01-09,97145152000
2017-01-10,97605352000
2017-01-11,97807840000
2017-01-12,97126744000
2017-01-13,97458088000
2017-01-17,96746311999
2017-01-18,97145152000
2017-01-19,97562400000
2017-01-20,97887608000
2017-01-23,96850624000
2017-01-24,98513480000
2017-01-25,102692096000
2017-01-26,103772032000
2017-01-27,102900720000
2017-01-30,101593752000
2017-01-31,100274511999
2017-02-01,100611992000
2017-02-02,99562736000
2017-02-03,99648640000
2017-02-06,100618128000
2017-02-07,102164400000
2017-02-08,100513816000
2017-02-09,100802208000
2017-02-10,101998728000
2017-02-13,103103208000
2017-02-14,103391600000
2017-02-15,103882480000
2017-02-16,104809016000
2017-02-17,105974856000
2017-02-21,107723616000
2017-02-22,107600896000
2017-02-23,108521296000
2017-02-24,108877184000
2017-02-27,110098248000
2017-02-28,110589128000
2017-03-01,112847176000
2017-03-02,112282664000
2017-03-03,111785648000
2017-03-06,111018648000
2017-03-07,111687472000
2017-03-08,111515664000
2017-03-09,110797752000
2017-03-10,109650320000
2017-03-13,109865080000
2017-03-14,109668728000
2017-03-15,109656456000
2017-03-16,109337384000
2017-03-17,110509360000
2017-03-20,110073703999
2017-03-21,107969056000
2017-03-22,108594928000
2017-03-23,108766736000
2017-03-24,107883152000
2017-03-27,108054960000
2017-03-28,108828096000
2017-03-29,108993768000
2017-03-30,109208528000
2017-03-31,106297085362
2017-04-03,106170870345
2017-04-04,107402969321
2017-04-05,106429310618
2017-04-06,106603607546
2017-04-07,107493122905
2017-04-10,106717802085
2017-04-11,107324836215
2017-04-12,105810256010
2017-04-13,105551815737
2017-04-17,107595296966
2017-04-18,106892099014
2017-04-19,107222662154
2017-04-20,107763583656
2017-04-21,108412689458
2017-04-24,109422409595
2017-04-25,110293894237
2017-04-26,109212051233
2017-04-27,110119597309
2017-04-28,111087245773
2017-05-01,109620747479
2017-05-02,110251822565
2017-05-03,110221771370
2017-05-04,110029443725
2017-05-05,111195430073
2017-05-08,111802464203
2017-05-09,112337375466
2017-05-10,110095556353
2017-05-11,110552334510
2017-05-12,110137628025
2017-05-15,109620747479
2017-05-16,109807064885
2017-05-17,107451051232
2017-05-18,106621638263
2017-05-19,108641078537
2017-05-22,110390058059
2017-05-23,110281873759
2017-05-24,111339675807
2017-05-25,112433539289
2017-05-26,112145047821
2017-05-30,112319344750
2017-05-31,112770112668
2017-06-01,112583795262
2017-06-02,114332774784
2017-06-05,113563464204
2017-06-06,112241211644
2017-06-07,113052593897
2017-06-08,114152467617
2017-06-09,114212570006
2017-06-12,114194539290
2017-06-13,114849655331
2017-06-14,115624976150
2017-06-15,117470119495
2017-06-16,118065133148
2017-06-19,119651836220
2017-06-20,119201068302
2017-06-21,119705928370
2017-06-22,119868204821
2017-06-23,121545061476
2017-06-26,120192757722
2017-06-27,119537641680
2017-06-28,119976389121
2017-06-29,118678177516
2017-06-30,118175400000
2017-07-03,118677384000
2017-07-05,120601656000
2017-07-06,120404448000
2017-07-07,120936312000
2017-07-10,121886496000
2017-07-11,123266952000
2017-07-12,123368544000
2017-07-13,123243048000
2017-07-14,124605576000
2017-07-17,124898400000
2017-07-18,124444224000
2017-07-19,126021888000
2017-07-20,125663328000
2017-07-21,126774863999
2017-07-24,126798768000
2017-07-25,126966096000
2017-07-26,139509720000
2017-07-27,144021600000
2017-07-28,144182952000
2017-07-31,144894096000
2017-08-01,143089344000
2017-08-02,142198920000
2017-08-03,142378200000
2017-08-04,142055496000
2017-08-07,143561448000
2017-08-08,143125200000
2017-08-09,140023656000
2017-08-10,139169088000
2017-08-11,140364288000
2017-08-14,141720840000
2017-08-15,142927992000
2017-08-16,141983784000
2017-08-17,140788584000
2017-08-18,140896152000
2017-08-21,140842368000
2017-08-22,143274600000
2017-08-23,142282584000
2017-08-24,142671024000
2017-08-25,140967864000
2017-08-28,141738768000
2017-08-29,143716824000
2017-08-30,143698896000
2017-08-31,143220816000
2017-09-01,143621208000
2017-09-05,141631200000
2017-09-06,140208912000
2017-09-07,141218856000
2017-09-08,142694928000
2017-09-11,143776584000
2017-09-12,143770608000
2017-09-13,144577368000
2017-09-14,146549448000
2017-09-15,148802400000
2017-09-18,151240608000
2017-09-19,150870096000
2017-09-20,152662896000
2017-09-21,153009504000
2017-09-22,153254520000
2017-09-25,151981632000
2017-09-26,151611120000
2017-09-27,152555328000
2017-09-28,151951752000
2017-09-29,151915896000
2017-10-02,152716320109
2017-10-03,152400137252
2017-10-04,152579108681
2017-10-05,154446377253
2017-10-06,154261440110
2017-10-09,154148091539
2017-10-10,155663382968
2017-10-11,155967634397
2017-10-12,156248022969
2017-10-13,155550034397
2017-10-16,154959428682
2017-10-17,154285302967
2017-10-18,155132434397
2017-10-19,154535862968
2017-10-20,157942285827
2017-10-23,156492617255
2017-10-24,158688000114
2017-10-25,154165988682
2017-10-26,154673074396
2017-10-27,152996708681
2017-10-30,154661142968
2017-10-31,153903497253
2017-11-01,154213714396
2017-11-02,156677554398
2017-11-03,156152571540
2017-11-06,157536617256
2017-11-07,158765554399
2017-11-08,158431474399
2017-11-09,156719314398
2017-11-10,155615657254
2017-11-13,156552274398
2017-11-14,156158537255
2017-11-15,156814765826
2017-11-16,157315885827
2017-11-17,156456822969
2017-11-20,157870697256
2017-11-21,159278605828
2017-11-22,158180914399
2017-11-24,158616411542
2017-11-27,158437440113
2017-11-28,159875177257
2017-11-29,160656685829
2017-11-30,165130971547
2017-12-01,161897554402
2017-12-04,165828960119
2017-12-05,164379291546
2017-12-06,166007931547
2017-12-07,168215245835
2017-12-08,170559771551
2017-12-11,168925165835
2017-12-12,172969920124
2017-12-13,174103405839
2017-12-14,175320411554
2017-12-15,175356205840
2017-12-18,176668662984
2017-12-19,177330857270
2017-12-20,177718628699
2017-12-21,176006468697
2017-12-22,176048228697
2017-12-26,176203337269
2017-12-27,176358445840
2017-12-28,176793942984
2017-12-29,175934880126
2018-01-02,175482739834
2018-01-03,176050262507
2018-01-04,175382241028
2018-01-05,182576773246
2018-01-08,183351205227
2018-01-09,188246088281
2018-01-10,189327928377
2018-01-11,193974520262
2018-01-12,198757081120
2018-01-16,198136353197
2018-01-17,207506388995
2018-01-18,201092200452
2018-01-19,199655658686
2018-01-22,199815274438
2018-01-23,198390556061
2018-01-24,197858503555
2018-01-25,202836150332
2018-01-26,202901178972
2018-01-29,201482372289
2018-01-30,199643835297
2018-01-31,209492718350
2018-02-01,211012023839
2018-02-02,206264933148
2018-02-05,194423809044
2018-02-06,201535577540
2018-02-07,205797909282
2018-02-08,194884921216
2018-02-09,196758928376
2018-02-12,203244057253
2018-02-13,202865708805
2018-02-14,203864785177
2018-02-15,210728262503
2018-02-16,209888801883
2018-02-20,208889725510
2018-02-21,208310379448
2018-02-22,210409030999
2018-02-23,210846496393
2018-02-26,214878272049
2018-02-27,215564028612
2018-02-28,214127486846
2018-03-01,206726045320
2018-03-02,203758374676
2018-03-05,208535023840
2018-03-06,206270844842
2018-03-07,205159446275
2018-03-08,206158522647
2018-03-09,209581393768
2018-03-12,203474613339
2018-03-13,200211357970
2018-03-14,195239622887
2018-03-15,195074095440
2018-03-16,195363768471
2018-03-19,196126377063
2018-03-20,199596541741
2018-03-21,199283221932
2018-03-22,188943668234
2018-03-23,189765393771
2018-03-26,194477014295
2018-03-27,189836334105
2018-03-28,189186047709
2018-03-29,193832639593
2018-04-02,187627836000
2018-04-03,192504158000
2018-04-04,190537336000
2018-04-05,195751160000
2018-04-06,189769228000
2018-04-09,187651112000
2018-04-10,194837577000
2018-04-11,190490784000
2018-04-12,196379612000
2018-04-13,191608031999
2018-04-16,193056963000
2018-04-17,195937368000
2018-04-18,198427900000
2018-04-19,198218416000
2018-04-20,197072073000
2018-04-23,197170996000
2018-04-24,191480014000
2018-04-25,199510234000
2018-04-26,199469501000
2018-04-27,198358072000
2018-04-30,194098564000
2018-05-01,191759326000
2018-05-02,188646161000
2018-05-03,192428511000
2018-05-04,194604817000
2018-05-07,198096217000
2018-05-08,196897503000
2018-05-09,200464550000
2018-05-10,200214333000
2018-05-11,199277474000
2018-05-14,200516921000
2018-05-15,199079628000
2018-05-16,198410443000
2018-05-17,200255066000
2018-05-18,204380737000
2018-05-21,211765048000
2018-05-22,206586138000
2018-05-23,209024299000
2018-05-24,208902100000
2018-05-25,209536371000
2018-05-29,205108112000
2018-05-30,208430761000
2018-05-31,204921904000
2018-06-01,207575368000
2018-06-04,209908787000
2018-06-05,209542190000
2018-06-06,216210764000
2018-06-07,214447606999
2018-06-08,215012050000
2018-06-11,215849986000
2018-06-12,215663778000
2018-06-13,211724315000
2018-06-14,210892198000
2018-06-15,208250372000
2018-06-18,206423206000
2018-06-19,198497728000
2018-06-20,199411311000
2018-06-21,196484354000
2018-06-22,197211729000
2018-06-25,192725280000
2018-06-26,192783470000
2018-06-27,191922258000
2018-06-28,194732835000
2018-06-29,195233269000
2018-07-02,192977136000
2018-07-03,191168406000
2018-07-05,191311956000
2018-07-06,192150288000
2018-07-09,196330464000
2018-07-10,199339272000
2018-07-11,195572520000
2018-07-12,198690425999
2018-07-13,201423618000
2018-07-16,204472620000
2018-07-17,204920496000
