,DIS
2009-04-13,36267210000
2009-04-14,35320140000
2009-04-15,36638610000
2009-04-16,38087070000
2009-04-17,37845660000
2009-04-20,36044370000
2009-04-21,36155790000
2009-04-22,36025800000
2009-04-23,36452910000
2009-04-24,37622820000
2009-04-27,36657180000
2009-04-28,36230070000
2009-04-29,39015570000
2009-04-30,40668300000
2009-05-01,40742580000
2009-05-04,42451020000
2009-05-05,42989550000
2009-05-06,48040590000
2009-05-07,47037810000
2009-05-08,47279220000
2009-05-11,45886470000
2009-05-12,45162240000
2009-05-13,43825200000
2009-05-14,43602360000
2009-05-15,43472370000
2009-05-18,44957970000
2009-05-19,44233740000
2009-05-20,43732350000
2009-05-21,43138110000
2009-05-22,44010900000
2009-05-26,45570780000
2009-05-27,44326590000
2009-05-28,44549430000
2009-05-29,44976540000
2009-06-01,46480710000
2009-06-02,46666410000
2009-06-03,46573560000
2009-06-04,46684980000
2009-06-05,46332150000
2009-06-08,47037810000
2009-06-09,47037810000
2009-06-10,46610700000
2009-06-11,46852110000
2009-06-12,46536420000
2009-06-15,45032250000
2009-06-16,43620930000
2009-06-17,43973760000
2009-06-18,44048040000
2009-06-19,43695210000
2009-06-22,42079620000
2009-06-23,42488160000
2009-06-24,42525300000
2009-06-25,43732350000
2009-06-26,43509510000
2009-06-29,43936620000
2009-06-30,43323810000
2009-07-01,43593550000
2009-07-02,42459560000
2009-07-06,42924310000
2009-07-07,41883270000
2009-07-08,41344160000
2009-07-09,41883270000
2009-07-10,41660190000
2009-07-13,42199300000
2009-07-14,42961490000
2009-07-15,44764720000
2009-07-16,46084610000
2009-07-17,45564090000
2009-07-20,47162830000
2009-07-21,46846800000
2009-07-22,47181420000
2009-07-23,49821200000
2009-07-24,49412220000
2009-07-27,49170550000
2009-07-28,49021830000
2009-07-29,48129510000
2009-07-30,48742980000
2009-07-31,46698080000
2009-08-03,47441680000
2009-08-04,47664760000
2009-08-05,46976930000
2009-08-06,47162830000
2009-08-07,49616710000
2009-08-10,49151960000
2009-08-11,48148100000
2009-08-12,48742980000
2009-08-13,48817340000
2009-08-14,48073740000
2009-08-17,46642310000
2009-08-18,46846800000
2009-08-19,47367320000
2009-08-20,48129510000
2009-08-21,49802610000
2009-08-24,49821200000
2009-08-25,49951330000
2009-08-26,50193000000
2009-08-27,50211590000
2009-08-28,49895560000
2009-08-31,48408360000
2009-09-01,47739120000
2009-09-02,47218600000
2009-09-03,47292960000
2009-09-04,48148100000
2009-09-08,48854520000
2009-09-09,50100050000
2009-09-10,52721240000
2009-09-11,52832780000
2009-09-14,52200720000
2009-09-15,52591110000
2009-09-16,52739830000
2009-09-17,52907140000
2009-09-18,52869960000
2009-09-21,52052000000
2009-09-22,52758420000
2009-09-23,52200720000
2009-09-24,51996230000
2009-09-25,51345580000
2009-09-28,52479570000
2009-09-29,51940460000
2009-09-30,51048140000
2009-10-01,51081120000
2009-10-02,50801070000
2009-10-05,51659890000
2009-10-06,52612060000
2009-10-07,52593390000
2009-10-08,53526890000
2009-10-09,53470880000
2009-10-12,53470880000
2009-10-13,53041470000
2009-10-14,53974970000
2009-10-15,54572410000
2009-10-16,54889800000
2009-10-19,55767290000
2009-10-20,54796450000
2009-10-21,54572410000
2009-10-22,54964480000
2009-10-23,53937630000
2009-10-26,53489550000
2009-10-27,52593390000
2009-10-28,50857080000
2009-10-29,52537380000
2009-10-30,51099790000
2009-11-02,51174470000
2009-11-03,51566540000
2009-11-04,52332010000
2009-11-05,54143000000
2009-11-06,53321520000
2009-11-09,54143000000
2009-11-10,54367040000
2009-11-11,54684430000
2009-11-12,54236350000
2009-11-13,56831480000
2009-11-16,57316900000
2009-11-17,57634290000
2009-11-18,57260890000
2009-11-19,56402070000
2009-11-20,56028670000
2009-11-23,56906160000
2009-11-24,56439410000
2009-11-25,57148870000
2009-11-27,56663450000
2009-11-30,56420740000
2009-12-01,57372910000
2009-12-02,57484930000
2009-12-03,56626110000
2009-12-04,57578280000
2009-12-07,57877000000
2009-12-08,57279560000
2009-12-09,57316900000
2009-12-10,58437100000
2009-12-11,59183900000
2009-12-14,59426610000
2009-12-15,60080060000
2009-12-16,60546810000
2009-12-17,59613310000
2009-12-18,59650650000
2009-12-21,60490800000
2009-12-22,60322770000
2009-12-23,60546810000
2009-12-24,60285430000
2009-12-28,59575970000
2009-12-29,60453460000
2009-12-30,60266760000
2009-12-31,60210750000
2010-01-04,62215800000
2010-01-05,62060600000
2010-01-06,61730800000
2010-01-07,61750200000
2010-01-08,61847200000
2010-01-11,60838400000
2010-01-12,59790800000
2010-01-13,60702600000
2010-01-14,60178800000
2010-01-15,59364000000
2010-01-19,60159400000
2010-01-20,60508600000
2010-01-21,59383400000
2010-01-22,58161200000
2010-01-25,58044800000
2010-01-26,57540400000
2010-01-27,56880800000
2010-01-28,56939000000
2010-01-29,57327000000
2010-02-01,57268800000
2010-02-02,58161200000
2010-02-03,59655000000
2010-02-04,57559800000
2010-02-05,57307600000
2010-02-08,57191200000
2010-02-09,57889600000
2010-02-10,58258200000
2010-02-11,58510400000
2010-02-12,58335800000
2010-02-16,59111800000
2010-02-17,59868400000
2010-02-18,60178800000
2010-02-19,60586200000
2010-02-22,60372800000
2010-02-23,59984800000
2010-02-24,60896600000
2010-02-25,60838400000
2010-02-26,60605600000
2010-03-01,61187600000
2010-03-02,61847200000
2010-03-03,61381600000
2010-03-04,63185800000
2010-03-05,64446800000
2010-03-08,64388599999
2010-03-09,64621400000
2010-03-10,64660200000
2010-03-11,65591400000
2010-03-12,65358599999
2010-03-15,65416800000
2010-03-16,65475000000
2010-03-17,65475000000
2010-03-18,65533200000
2010-03-19,65261600000
2010-03-22,65863000000
2010-03-23,65979399999
2010-03-24,66716600000
2010-03-25,68074600000
2010-03-26,68501400000
2010-03-29,68210399999
2010-03-30,68094000000
2010-03-31,67725399999
2010-04-01,69144750000
2010-04-05,68502900000
2010-04-06,68989150000
2010-04-07,68697400000
2010-04-08,69378150000
2010-04-09,70447900000
2010-04-12,69806050000
2010-04-13,69708800000
2010-04-14,70409000000
2010-04-15,70798000000
2010-04-16,69689350000
2010-04-19,70350650000
2010-04-20,71070300000
2010-04-21,71109200000
2010-04-22,71537100000
2010-04-23,71556550000
2010-04-26,72042800000
2010-04-27,70642400000
2010-04-28,70584050000
2010-04-29,72392900000
2010-04-30,71653800000
2010-05-03,73054200000
2010-05-04,71167550000
2010-05-05,68736300000
2010-05-06,66149449999
2010-05-07,64982449999
2010-05-10,68639050000
2010-05-11,69553200000
2010-05-12,68327850000
2010-05-13,67588750000
2010-05-14,66246700000
2010-05-17,66519000000
2010-05-18,65604849999
2010-05-19,64943550000
2010-05-20,62220550000
2010-05-21,63932149999
2010-05-24,63173599999
2010-05-25,62862400000
2010-05-26,64321150000
2010-05-27,66849649999
2010-05-28,65001900000
2010-06-01,64826850000
2010-06-02,67569300000
2010-06-03,67510950000
2010-06-04,65527049999
2010-06-07,64262800000
2010-06-08,64476750000
2010-06-09,64068299999
2010-06-10,66343950000
2010-06-11,66596800000
2010-06-14,65993850000
2010-06-15,68055550000
2010-06-16,67666550000
2010-06-17,68211150000
2010-06-18,68366750000
2010-06-21,68191700000
2010-06-22,66810750000
2010-06-23,66791300000
2010-06-24,65352000000
2010-06-25,65118599999
2010-06-28,64612900000
2010-06-29,62823499999
2010-06-30,61267500000
2010-07-01,59547590000
2010-07-02,59339580000
2010-07-06,59982520000
2010-07-07,62667740000
2010-07-08,63045940000
2010-07-09,63821250000
2010-07-12,63859070000
2010-07-13,65144950000
2010-07-14,64747840000
2010-07-15,64388549999
2010-07-16,62459730000
2010-07-19,62989210000
2010-07-20,63159400000
2010-07-21,62043710000
2010-07-22,63518690000
2010-07-23,64539830000
2010-07-26,65050400000
2010-07-27,64823480000
2010-07-28,64369640000
2010-07-29,63745610000
2010-07-30,63707789999
2010-08-02,65201679999
2010-08-03,64691110000
2010-08-04,65863530000
2010-08-05,66147179999
2010-08-06,66185000000
2010-08-09,66487559999
2010-08-10,66733390000
2010-08-11,64710020000
2010-08-12,64275090000
2010-08-13,63688880000
2010-08-16,63651059999
2010-08-17,63840160000
2010-08-18,64123809999
2010-08-19,62762289999
2010-08-20,62497549999
2010-08-23,62270630000
2010-08-24,60776740000
2010-08-25,60720010000
2010-08-26,60398540000
2010-08-27,61986980000
2010-08-30,61173850000
2010-08-31,61533140000
2010-09-01,63367410000
2010-09-02,64123809999
2010-09-03,65560970000
2010-09-07,63991440000
2010-09-08,63991440000
2010-09-09,64445280000
2010-09-10,64577650000
2010-09-13,64804570000
2010-09-14,64388549999
2010-09-15,64691110000
2010-09-16,64615470000
2010-09-17,65352960000
2010-09-20,65995900000
2010-09-21,65239500000
2010-09-22,64275090000
2010-09-23,62629919999
2010-09-24,63499780000
2010-09-27,62951390000
2010-09-28,62819020000
2010-09-29,62421910000
2010-09-30,62592100000
2010-10-01,63045940000
2010-10-04,62667740000
2010-10-05,63972530000
2010-10-06,63764520000
2010-10-07,64123809999
2010-10-08,65258410000
2010-10-11,65371870000
2010-10-12,65201679999
2010-10-13,66014809999
2010-10-14,65901350000
2010-10-15,65958080000
2010-10-18,65712250000
2010-10-19,64747840000
2010-10-20,65466419999
2010-10-21,65579880000
2010-10-22,66128270000
2010-10-25,67054860000
2010-10-26,68000360000
2010-10-27,67924720000
2010-10-28,69040410000
2010-10-29,68321830000
2010-11-01,68132730000
2010-11-02,68284010000
2010-11-03,68624390000
2010-11-04,70023730000
2010-11-05,70345200000
2010-11-08,70080460000
2010-11-09,69702260000
2010-11-10,69948090000
2010-11-11,67943630000
2010-11-12,71385250000
2010-11-15,70439750000
2010-11-16,69815720000
2010-11-17,70383020000
2010-11-18,71063780000
2010-11-19,69985910000
2010-11-22,69872450000
2010-11-23,68302919999
2010-11-24,69721170000
2010-11-26,69399700000
2010-11-29,68870220000
2010-11-30,69040410000
2010-12-01,70193920000
2010-12-02,70609940000
2010-12-03,71082690000
2010-12-06,71025960000
2010-12-07,70591030000
2010-12-08,69910270000
2010-12-09,69475340000
2010-12-10,69324060000
2010-12-13,70212830000
2010-12-14,70420840000
2010-12-15,69872450000
2010-12-16,69985910000
2010-12-17,70061550000
2010-12-20,70080460000
2010-12-21,70591030000
2010-12-22,71763450000
2010-12-23,71290700000
2010-12-27,70874680000
2010-12-28,70647760000
2010-12-29,71101600000
2010-12-30,70874680000
2010-12-31,70931410000
2011-01-03,71820180000
2011-01-04,74042010000
2011-01-05,75884040000
2011-01-06,75295350000
2011-01-07,74915550000
2011-01-10,75010500000
2011-01-11,74820600000
2011-01-12,74383830000
2011-01-13,74554740000
2011-01-14,74611710000
2011-01-18,74801610000
2011-01-19,74231910000
2011-01-20,74383830000
2011-01-21,75466260000
2011-01-24,75846060000
2011-01-25,75694140000
2011-01-26,74896560000
2011-01-27,74934540000
2011-01-28,73776150000
2011-01-31,73814130000
2011-02-01,75732120000
2011-02-02,76890510000
2011-02-03,76909500000
2011-02-04,77308290000
2011-02-07,77745060000
2011-02-08,78200820000
2011-02-09,82340640000
2011-02-10,82245690000
2011-02-11,82435590000
2011-02-14,82112760000
2011-02-15,81827910000
2011-02-16,82986300000
2011-02-17,82986300000
2011-02-18,82720440000
2011-02-22,80992350000
2011-02-23,80004870000
2011-02-24,80555580000
2011-02-25,81562050000
2011-02-28,83062260000
2011-03-01,81638010000
2011-03-02,82207710000
2011-03-03,83688930000
2011-03-04,82701450000
2011-03-07,81694980000
2011-03-08,82036800000
2011-03-09,81884880000
2011-03-10,80650530000
2011-03-11,81524070000
2011-03-14,80213760000
2011-03-15,79036380000
2011-03-16,77099400000
2011-03-17,77403240000
2011-03-18,78295770000
2011-03-21,79416180000
2011-03-22,78694560000
2011-03-23,80213760000
2011-03-24,81391140000
2011-03-25,81600030000
2011-03-28,80745480000
2011-03-29,81543060000
2011-03-30,82321650000
2011-03-31,81827910000
2011-04-01,80686550000
2011-04-04,80272290000
2011-04-05,79895690000
2011-04-06,79594410000
2011-04-07,79161320000
2011-04-08,78634080000
2011-04-11,78878870000
2011-04-12,78389290000
2011-04-13,78521100000
2011-04-14,77240660000
2011-04-15,78182160000
2011-04-18,77579600000
2011-04-19,77862050000
2011-04-20,79161320000
2011-04-21,79594410000
2011-04-25,78954190000
2011-04-26,79707390000
2011-04-27,80178140000
2011-04-28,81006660000
2011-04-29,81157300000
2011-05-02,81477410000
2011-05-03,81100810000
2011-05-04,80253460000
2011-05-05,80385270000
2011-05-06,81081980000
2011-05-09,81157300000
2011-05-10,82682530000
2011-05-11,78182160000
2011-05-12,78295140000
2011-05-13,78182160000
2011-05-16,77071190000
2011-05-17,77221830000
2011-05-18,77993860000
2011-05-19,77918540000
2011-05-20,78144500000
2011-05-23,77504280000
2011-05-24,77372470000
2011-05-25,77447790000
2011-05-26,77184170000
2011-05-27,78182160000
2011-05-31,78389290000
2011-06-01,76073200000
2011-06-02,75432980000
2011-06-03,74152540000
2011-06-06,74190200000
2011-06-07,74096050000
2011-06-08,73870090000
2011-06-09,74133710000
2011-06-10,72495500000
2011-06-13,72250710000
2011-06-14,72664970000
2011-06-15,72288370000
2011-06-16,71572830000
2011-06-17,71629320000
2011-06-20,71987090000
2011-06-21,73022740000
2011-06-22,72137730000
2011-06-23,71215060000
2011-06-24,70763140000
2011-06-27,71685810000
2011-06-28,71403360000
2011-06-29,72213050000
2011-06-30,73512320000
2011-07-01,71416560000
2011-07-05,71866060000
2011-07-06,71146860000
2011-07-07,71452520000
2011-07-08,71758180000
2011-07-11,70517560000
2011-07-12,70391700000
2011-07-13,71128880000
2011-07-14,71164840000
2011-07-15,70607460000
2011-07-18,69672500000
2011-07-19,71092920000
2011-07-20,70769280000
2011-07-21,73250520000
2011-07-22,73088700000
2011-07-25,72926880000
2011-07-26,72836980000
2011-07-27,71056960000
2011-07-28,70841200000
2011-07-29,69438760000
2011-08-01,69115120000
2011-08-02,66472060000
2011-08-03,67299140000
2011-08-04,63559300000
2011-08-05,63253640000
2011-08-08,59387940000
2011-08-09,62390600000
2011-08-10,56708920000
2011-08-11,57751759999
2011-08-12,59495820000
2011-08-15,60502700000
2011-08-16,60089160000
2011-08-17,59999259999
2011-08-18,58524899999
2011-08-19,57266300000
2011-08-22,57571960000
2011-08-23,57733780000
2011-08-24,58452980000
2011-08-25,57553980000
2011-08-26,58255200000
2011-08-29,59621679999
2011-08-30,60376840000
2011-08-31,61239880000
2011-09-01,60017240000
2011-09-02,58363080000
2011-09-06,57104480000
2011-09-07,58668740000
2011-09-08,57446100000
2011-09-09,55809920000
2011-09-12,56259420000
2011-09-13,56547100000
2011-09-14,58057420000
2011-09-15,59226119999
2011-09-16,59172179999
2011-09-19,58452980000
2011-09-20,58093380000
2011-09-21,56241440000
2011-09-22,53130900000
2011-09-23,53634340000
2011-09-26,54479400000
2011-09-27,56025680000
2011-09-28,54803040000
2011-09-29,55108700000
2011-09-30,54227680000
2011-10-03,52142000000
2011-10-04,53688280000
2011-10-05,56654980000
2011-10-06,57589940000
2011-10-07,56996600000
2011-10-10,59334000000
2011-10-11,58632780000
2011-10-12,60700480000
2011-10-13,60322899999
2011-10-14,61977060000
2011-10-17,60035220000
2011-10-18,61024119999
2011-10-19,60430780000
2011-10-20,60844320000
2011-10-21,63217679999
2011-10-24,63595259999
2011-10-25,62048980000
2011-10-26,63019899999
2011-10-27,65231440000
2011-10-28,65105580000
2011-10-31,62714240000
2011-11-01,60412800000
2011-11-02,61257860000
2011-11-03,62983940000
2011-11-04,62498480000
2011-11-07,63199700000
2011-11-08,63451420000
2011-11-09,60754420000
2011-11-10,62282720000
2011-11-11,65986600000
2011-11-14,64943759999
2011-11-15,65537100000
2011-11-16,63882940000
2011-11-17,63199700000
2011-11-18,64062740000
2011-11-21,61725340000
2011-11-22,61167960000
2011-11-23,60053200000
2011-11-25,60250980000
2011-11-28,61257860000
2011-11-29,61132000000
2011-11-30,64458300000
2011-12-01,64710020000
2011-12-02,65824780000
2011-12-05,66418119999
2011-12-06,66220340000
2011-12-07,66705800000
2011-12-08,64584160000
2011-12-09,65734880000
2011-12-12,65896700000
2011-12-13,65321340000
2011-12-14,63217679999
2011-12-15,63271619999
2011-12-16,63505360000
2011-12-19,62480500000
2011-12-20,65033660000
2011-12-21,65213460000
2011-12-22,66436100000
2011-12-23,67784600000
2011-12-27,67622780000
2011-12-28,66957520000
2011-12-29,67802580000
2011-12-30,67425000000
2012-01-03,68689830000
2012-01-04,69658050000
2012-01-05,70823500000
2012-01-06,71558630000
2012-01-09,71271750000
2012-01-10,71056590000
2012-01-11,69389100000
2012-01-12,69442890000
2012-01-13,68851200000
2012-01-17,68994640000
2012-01-18,69962860000
2012-01-19,70715920000
2012-01-20,70482830000
2012-01-23,70375250000
2012-01-24,70375250000
2012-01-25,70931080000
2012-01-26,70554550000
2012-01-27,70375250000
2012-01-30,69909070000
2012-01-31,69747700000
2012-02-01,70518690000
2012-02-02,69765630000
2012-02-03,71720000000
2012-02-06,72544780000
2012-02-07,73477140000
2012-02-08,73997110000
2012-02-09,74463290000
2012-02-10,74319850000
2012-02-13,74929470000
2012-02-14,74588800000
2012-02-15,73961250000
2012-02-16,74481220000
2012-02-17,74857750000
2012-02-21,74535010000
2012-02-22,73997110000
2012-02-23,74373640000
2012-02-24,74068830000
2012-02-27,74660520000
2012-02-28,75180490000
2012-02-29,75288070000
2012-03-01,76005270000
2012-03-02,75951480000
2012-03-05,76561100000
2012-03-06,75306000000
2012-03-07,74857750000
2012-03-08,75341860000
2012-03-09,75736320000
2012-03-12,75915620000
2012-03-13,78909930000
2012-03-14,77959640000
2012-03-15,77941710000
2012-03-16,77439670000
2012-03-19,77887920000
2012-03-20,77529320000
2012-03-21,77583110000
2012-03-22,77618970000
2012-03-23,78264450000
2012-03-26,79573340000
2012-03-27,79160950000
2012-03-28,78013430000
2012-03-29,77116930000
2012-03-30,78497540000
2012-04-02,78517440000
2012-04-03,77532390000
2012-04-04,76887630000
2012-04-05,77156280000
2012-04-09,75419010000
2012-04-10,73413090000
2012-04-11,74093670000
2012-04-12,75490650000
2012-04-13,74953350000
2012-04-16,74613060000
2012-04-17,76439880000
2012-04-18,76099590000
2012-04-19,75365280000
2012-04-20,75848850000
2012-04-23,75239910000
2012-04-24,75544380000
2012-04-25,76475700000
2012-04-26,77657760000
2012-04-27,77639850000
2012-04-30,77210010000
2012-05-01,78427890000
2012-05-02,77980140000
2012-05-03,78463710000
2012-05-04,76887630000
2012-05-07,78481620000
2012-05-08,79341300000
2012-05-09,80630820000
2012-05-10,81096480000
2012-05-11,81597960000
2012-05-14,80899470000
2012-05-15,80612910000
2012-05-16,80738280000
2012-05-17,79395030000
2012-05-18,78463710000
2012-05-21,79502490000
2012-05-22,79502490000
2012-05-23,79180110000
2012-05-24,79592040000
2012-05-25,79699500000
2012-05-29,81454680000
2012-05-30,80953200000
2012-05-31,81866610000
2012-06-01,79520400000
2012-06-04,79538310000
2012-06-05,80308440000
2012-06-06,81544230000
2012-06-07,81723330000
2012-06-08,82815840000
2012-06-11,82027800000
2012-06-12,83066580000
2012-06-13,82797930000
2012-06-14,84499380000
2012-06-15,84338190000
2012-06-18,84356100000
2012-06-19,85090410000
2012-06-20,85484430000
2012-06-21,84893400000
2012-06-22,85018770000
2012-06-25,83639700000
2012-06-26,84714300000
2012-06-27,85735170000
2012-06-28,85645620000
2012-06-29,86863500000
2012-07-02,87354960000
2012-07-03,87121870000
2012-07-05,86261230000
2012-07-06,86135720000
2012-07-09,86064000000
2012-07-10,84916480000
2012-07-11,84755110000
2012-07-12,85006130000
2012-07-13,86404670000
2012-07-16,85812980000
2012-07-17,88484550000
2012-07-18,88484550000
2012-07-19,87839070000
2012-07-20,87121870000
2012-07-23,86028140000
2012-07-24,86350880000
2012-07-25,86601900000
2012-07-26,89130030000
2012-07-27,89542420000
2012-07-30,89291400000
2012-07-31,88108020000
2012-08-01,87534260000
2012-08-02,87821140000
2012-08-03,89237610000
2012-08-06,89022450000
2012-08-07,89309330000
2012-08-08,90528570000
2012-08-09,89578280000
2012-08-10,89022450000
2012-08-13,89398980000
2012-08-14,89094170000
2012-08-15,89452770000
2012-08-16,90098250000
2012-08-17,90474780000
2012-08-20,90456850000
2012-08-21,89004520000
2012-08-22,89040380000
2012-08-23,88161810000
2012-08-24,88861080000
2012-08-27,88986590000
2012-08-28,88986590000
2012-08-29,89721720000
2012-08-30,88610060000
2012-08-31,88699710000
2012-09-04,89040380000
2012-09-05,91066470000
2012-09-06,92984980000
2012-09-07,92769820000
2012-09-10,92375360000
2012-09-11,92447080000
2012-09-12,92698100000
2012-09-13,94311800000
2012-09-14,93863550000
2012-09-17,93504950000
2012-09-18,93056700000
2012-09-19,94491100000
2012-09-20,94419380000
2012-09-21,94562820000
2012-09-24,94885560000
2012-09-25,94204220000
2012-09-26,93128420000
2012-09-27,94275940000
2012-09-28,93738040000
2012-10-01,92528390000
2012-10-02,91764280000
2012-10-03,93239190000
2012-10-04,93523510000
2012-10-05,94127690000
2012-10-08,92990410000
2012-10-09,91533270000
2012-10-10,91000170000
2012-10-11,89454180000
2012-10-12,89898430000
2012-10-15,90253830000
2012-10-16,91053480000
2012-10-17,92919330000
2012-10-18,93150340000
2012-10-19,92226300000
2012-10-22,92030830000
2012-10-23,90200520000
2012-10-24,90005050000
2012-10-25,89312020000
2012-10-26,88992160000
2012-10-31,87286240000
2012-11-01,88459060000
2012-11-02,88601220000
2012-11-05,89418640000
2012-11-06,89685190000
2012-11-07,88992160000
2012-11-08,88921080000
2012-11-09,83625620000
2012-11-12,84318650000
2012-11-13,85224920000
2012-11-14,83821090000
2012-11-15,84354190000
2012-11-16,84265340000
2012-11-19,85136070000
2012-11-20,86077880000
2012-11-21,86504360000
2012-11-23,87535020000
2012-11-26,87126310000
2012-11-27,86362200000
2012-11-28,87428400000
2012-11-29,88352440000
2012-11-30,88245820000
2012-12-03,87588330000
2012-12-04,87606100000
2012-12-05,88121430000
2012-12-06,87179620000
2012-12-07,87499480000
2012-12-10,87606100000
2012-12-11,87925960000
2012-12-12,88210280000
2012-12-13,87268470000
2012-12-14,86486590000
2012-12-17,87570560000
2012-12-18,89240940000
2012-12-19,88743380000
2012-12-20,90502610000
2012-12-21,88850000000
2012-12-24,88636760000
2012-12-26,88583450000
2012-12-27,88014810000
2012-12-28,87339550000
2012-12-31,88476830000
2013-01-02,92184400000
2013-01-03,92382840000
2013-01-04,94150760000
2013-01-07,91949880000
2013-01-08,91571040000
2013-01-09,91607120000
2013-01-10,91625160000
2013-01-11,91246320000
2013-01-14,91264360000
2013-01-15,92166360000
2013-01-16,92960120000
2013-01-17,94547640000
2013-01-18,94421360000
2013-01-22,95124920000
2013-01-23,97325800000
2013-01-24,97325800000
2013-01-25,98101520000
2013-01-28,98065440000
2013-01-29,97397960000
2013-01-30,97037160000
2013-01-31,97199520000
2013-02-01,98480360000
2013-02-04,97235600000
2013-02-05,97939160000
2013-02-06,98354080000
2013-02-07,98065440000
2013-02-08,98606640000
2013-02-11,98769000000
2013-02-12,99129800000
2013-02-13,99147840000
2013-02-14,99003520000
2013-02-15,100320440000
2013-02-19,100536920000
2013-02-20,98498400000
2013-02-21,97722680000
2013-02-22,97867000000
2013-02-25,96676360000
2013-02-26,97235600000
2013-02-27,98281920000
2013-02-28,98480360000
2013-03-01,99815320000
2013-03-04,100663200000
2013-03-05,101889920000
2013-03-06,101673440000
2013-03-07,101601280000
2013-03-08,103531560000
2013-03-11,104018640000
2013-03-12,103026440000
2013-03-13,103441360000
2013-03-14,104181000000
2013-03-15,103874320000
2013-03-18,102521320000
2013-03-19,101583240000
2013-03-20,102719760000
2013-03-21,101583240000
2013-03-22,102431120000
2013-03-25,101402840000
2013-03-26,102160520000
2013-03-27,101871880000
2013-03-28,102467200000
2013-04-01,102155380000
2013-04-02,103542920000
2013-04-03,103164500000
2013-04-04,103777180000
2013-04-05,103975400000
2013-04-08,105993640000
2013-04-09,106570280000
2013-04-10,108318220000
2013-04-11,109111100000
2013-04-12,109111100000
2013-04-15,106101760000
2013-04-16,109471500000
2013-04-17,109345360000
2013-04-18,108101980000
2013-04-19,110931120000
2013-04-22,111742020000
2013-04-23,112787180000
2013-04-24,111615880000
2013-04-25,111724000000
2013-04-26,111489740000
2013-04-29,113526000000
2013-04-30,113237680000
2013-05-01,113904420000
2013-05-02,115111760000
2013-05-03,116769600000
2013-05-06,117238120000
2013-05-07,119058139999
2013-05-08,118913979999
2013-05-09,120139340000
2013-05-10,121094400000
2013-05-13,121310639999
2013-05-14,121580940000
2013-05-15,121941340000
2013-05-16,119778940000
2013-05-17,119977160000
2013-05-20,119148240000
2013-05-21,118625660000
2013-05-22,118157139999
2013-05-23,117544460000
2013-05-24,118012979999
2013-05-28,120175380000
2013-05-29,119400520000
2013-05-30,116499300000
2013-05-31,113670160000
2013-06-03,114967600000
2013-06-04,115958699999
2013-06-05,113742240000
2013-06-06,113778280000
2013-06-07,116859699999
2013-06-10,115021660000
2013-06-11,114967600000
2013-06-12,113507980000
2013-06-13,115868600000
2013-06-14,114967600000
2013-06-17,116210979999
2013-06-18,117652580000
2013-06-19,115922660000
2013-06-20,111687960000
2013-06-21,113039460000
2013-06-24,112516880000
2013-06-25,112751140000
2013-06-26,113904420000
2013-06-27,114823440000
2013-06-28,113796300000
2013-07-01,114178980000
2013-07-02,112982360000
2013-07-03,113607460000
2013-07-05,113982520000
2013-07-08,115572059999
2013-07-09,115982840000
2013-07-10,115929260000
2013-07-11,118911880000
2013-07-12,119626280000
2013-07-15,117750980000
2013-07-16,116143580000
2013-07-17,116732960000
2013-07-18,117554519999
2013-07-19,116375760000
2013-07-22,115018400000
2013-07-23,115107700000
2013-07-24,115447040000
2013-07-25,115286300000
2013-07-26,116054280000
2013-07-29,115393460000
2013-07-30,114625480000
2013-07-31,115464900000
2013-08-01,116732960000
2013-08-02,118786860000
2013-08-05,117911720000
2013-08-06,119751300000
2013-08-07,117715260000
2013-08-08,117429500000
2013-08-09,115607780000
2013-08-12,114178980000
2013-08-13,114268280000
2013-08-14,114232560000
2013-08-15,111410680000
2013-08-16,111035620000
2013-08-19,110428380000
2013-08-20,110517680000
2013-08-21,109196040000
2013-08-22,110089040000
2013-08-23,110249780000
2013-08-26,109571100000
2013-08-27,108392340000
2013-08-28,108606660000
2013-08-29,109088880000
2013-08-30,108642380000
2013-09-03,108820980000
2013-09-04,109142460000
2013-09-05,109481800000
2013-09-06,109642540000
2013-09-09,109999740000
2013-09-10,112214380000
2013-09-11,114196840000
2013-09-12,116965139999
2013-09-13,119108340000
2013-09-16,119554840000
2013-09-17,119626280000
2013-09-18,119858460000
2013-09-19,117375920000
2013-09-20,116107860000
2013-09-23,115643500000
2013-09-24,114875519999
2013-09-25,115107700000
2013-09-26,116518639999
2013-09-27,116429340000
2013-09-30,115179139999
2013-10-01,114230460000
2013-10-02,114318559999
2013-10-03,112803240000
2013-10-04,115058600000
2013-10-07,113807580000
2013-10-08,112768000000
2013-10-09,112045580000
2013-10-10,115551960000
2013-10-11,116662019999
2013-10-14,117754460000
2013-10-15,117067280000
2013-10-16,116908699999
2013-10-17,117032040000
2013-10-18,118318300000
2013-10-21,119128820000
2013-10-22,121578000000
2013-10-23,120027440000
2013-10-24,121666100000
2013-10-25,122036120000
2013-10-28,121578000000
2013-10-29,121437040000
2013-10-30,120644140000
2013-10-31,120855580000
2013-11-01,121595620000
2013-11-04,121243220000
2013-11-05,121313699999
2013-11-06,121578000000
2013-11-07,118318300000
2013-11-08,120837960000
2013-11-11,120415080000
2013-11-12,119410740000
2013-11-13,121525140000
2013-11-14,123375240000
2013-11-15,123340000000
2013-11-18,122459000000
2013-11-19,121789440000
2013-11-20,121983260000
2013-11-21,123234280000
2013-11-22,123692400000
2013-11-25,122881879999
