,HES
2009-04-14,18498972500
2009-04-15,18094003750
2009-04-16,18077805000
2009-04-17,17847782750
2009-04-20,16406094000
2009-04-21,16357497750
2009-04-22,16331579749
2009-04-23,17031365750
2009-04-24,18197675750
2009-04-27,17805666000
2009-04-28,17782987750
2009-04-29,18414739000
2009-04-30,17750590250
2009-05-01,18204155250
2009-05-04,19438500000
2009-05-05,19257074000
2009-05-06,19969819000
2009-05-07,19720358250
2009-05-08,20527056000
2009-05-11,20637207500
2009-05-12,20705242250
2009-05-13,19409342250
2009-05-14,19402862750
2009-05-15,18848865500
2009-05-18,19681481250
2009-05-19,20057292250
2009-05-20,20394226250
2009-05-21,19700919750
2009-05-22,19444979500
2009-05-26,19814311000
2009-05-27,19885585500
2009-05-28,21268958750
2009-05-29,21573495250
2009-06-01,22043259000
2009-06-02,19535692500
2009-06-03,18573486750
2009-06-04,19328348500
2009-06-05,19169600750
2009-06-08,18716035750
2009-06-09,19091846750
2009-06-10,19432020500
2009-06-11,19623165750
2009-06-12,19302430500
2009-06-15,18696597250
2009-06-16,18696597250
2009-06-17,17212791750
2009-06-18,17494650000
2009-06-19,17238709750
2009-06-22,16347778500
2009-06-23,16943892500
2009-06-24,17209552000
2009-06-25,17698754250
2009-06-26,17585363000
2009-06-29,17637199000
2009-06-30,17522500000
2009-07-01,17313860000
2009-07-02,16185900000
2009-07-06,15850120000
2009-07-07,15889240000
2009-07-08,15648000000
2009-07-09,15833820000
2009-07-10,15485000000
2009-07-13,15846860000
2009-07-14,16088100000
2009-07-15,16577100000
2009-07-16,16599920000
2009-07-17,16391280000
2009-07-20,16945479999
2009-07-21,17147600000
2009-07-22,16850940000
2009-07-23,17336680000
2009-07-24,17483380000
2009-07-27,17434480000
2009-07-28,17463820000
2009-07-29,16860720000
2009-07-30,17636600000
2009-07-31,17995200000
2009-08-03,18676540000
2009-08-04,18164720000
2009-08-05,18089740000
2009-08-06,18259260000
2009-08-07,17841980000
2009-08-10,17851760000
2009-08-11,17431220000
2009-08-12,17307340000
2009-08-13,17088920000
2009-08-14,16674900000
2009-08-17,16088100000
2009-08-18,16502120000
2009-08-19,16577100000
2009-08-20,16495600000
2009-08-21,17255180000
2009-08-24,17147600000
2009-08-25,16782479999
2009-08-26,17209540000
2009-08-27,16984600000
2009-08-28,16886800000
2009-08-31,16492340000
2009-09-01,16169600000
2009-09-02,16081580000
2009-09-03,16251100000
2009-09-04,16769440000
2009-09-08,17349720000
2009-09-09,17216060000
2009-09-10,17480120000
2009-09-11,17307340000
2009-09-14,17414920000
2009-09-15,17737660000
2009-09-16,18399440000
2009-09-17,18379880000
2009-09-18,18194060000
2009-09-21,17943040000
2009-09-22,18373360000
2009-09-23,17952820000
2009-09-24,17427960000
2009-09-25,17304080000
2009-09-28,17828940000
2009-09-29,17506200000
2009-09-30,17010972000
2009-10-01,16673680000
2009-10-02,16479578000
2009-10-05,17077794000
2009-10-06,17548730000
2009-10-07,17504182000
2009-10-08,17965572000
2009-10-09,18267862000
2009-10-12,18379232000
2009-10-13,18576516000
2009-10-14,18866078000
2009-10-15,19273374000
2009-10-16,19302012000
2009-10-19,19578846000
2009-10-20,19333832000
2009-10-21,19184278000
2009-10-22,19521570000
2009-10-23,18757890000
2009-10-26,18277408000
2009-10-27,18395142000
2009-10-28,17411904000
2009-10-29,18000574000
2009-10-30,17418268000
2009-11-02,17421450000
2009-11-03,17688738000
2009-11-04,17895568000
2009-11-05,18131036000
2009-11-06,18131036000
2009-11-09,18560606000
2009-11-10,18535150000
2009-11-11,18264680000
2009-11-12,17803290000
2009-11-13,17940116000
2009-11-16,18334684000
2009-11-17,18576516000
2009-11-18,18703796000
2009-11-19,18315592000
2009-11-20,18722888000
2009-11-23,18687886000
2009-11-24,18687886000
2009-11-25,18897898000
2009-11-27,18391960000
2009-11-30,18442872000
2009-12-01,19028360000
2009-12-02,18891534000
2009-12-03,18843804000
2009-12-04,18169220000
2009-12-07,18137400000
2009-12-08,17395994000
2009-12-09,17383266000
2009-12-10,17790562000
2009-12-11,17701466000
2009-12-14,17908296000
2009-12-15,17978300000
2009-12-16,18201040000
2009-12-17,17946480000
2009-12-18,18331502000
2009-12-21,18735616000
2009-12-22,18703796000
2009-12-23,18904262000
2009-12-24,19209734000
2009-12-28,19317922000
2009-12-29,19451566000
2009-12-30,19397472000
2009-12-31,19650400000
2010-01-04,20514368000
2010-01-05,20641040000
2010-01-06,20696256000
2010-01-07,21092512000
2010-01-08,21381584000
2010-01-11,21157472000
2010-01-12,20309744000
2010-01-13,20442912000
2010-01-14,20465648000
2010-01-15,20277264000
2010-01-19,20475392000
2010-01-20,20150592000
2010-01-21,19549712000
2010-01-22,19062512000
2010-01-25,19484752000
2010-01-26,19192432000
2010-01-27,19127472000
2010-01-28,18796176000
2010-01-29,18770192000
2010-02-01,19397056000
2010-02-02,19881008000
2010-02-03,19510736000
2010-02-04,18617536000
2010-02-05,18831904000
2010-02-08,18523344000
2010-02-09,18737712000
2010-02-10,18796176000
2010-02-11,19172944000
2010-02-12,18974816000
2010-02-16,19637408000
2010-02-17,19734848000
2010-02-18,19708864000
2010-02-19,19760832000
2010-02-22,19530224000
2010-02-23,19075504000
2010-02-24,19163200000
2010-02-25,19052768000
2010-02-26,19098240000
2010-03-01,19488000000
2010-03-02,19559456000
2010-03-03,19666640000
2010-03-04,19624416000
2010-03-05,19988192000
2010-03-08,19894000000
2010-03-09,19650400000
2010-03-10,19900496000
2010-03-11,19796560000
2010-03-12,19897248000
2010-03-15,19627664000
2010-03-16,20023920000
2010-03-17,20348720000
2010-03-18,20027168000
2010-03-19,19874512000
2010-03-22,19936224000
2010-03-23,19952464000
2010-03-24,19955712000
2010-03-25,19569200000
2010-03-26,19380816000
2010-03-29,19838784000
2010-03-30,20176576000
2010-03-31,20347515000
2010-04-01,20721610000
2010-04-05,20910284000
2010-04-06,20913537000
2010-04-07,20516671000
2010-04-08,20881007000
2010-04-09,21063175000
2010-04-12,21235584000
2010-04-13,21167270999
2010-04-14,21326668000
2010-04-15,21115223000
2010-04-16,20705345000
2010-04-19,20650044000
2010-04-20,21242090000
2010-04-21,21063175000
2010-04-22,20884260000
2010-04-23,21316909000
2010-04-26,21258355000
2010-04-27,20607755000
2010-04-28,20711851000
2010-04-29,20923295999
2010-04-30,20672815000
2010-05-03,20828959000
2010-05-04,20292214000
2010-05-05,19976673000
2010-05-06,18935713000
2010-05-07,18457522000
2010-05-10,19501735000
2010-05-11,19065833000
2010-05-12,19140652000
2010-05-13,18867400000
2010-05-14,18236318000
2010-05-17,18054150000
2010-05-18,17956560000
2010-05-19,17891500000
2010-05-20,16759456000
2010-05-21,17211623000
2010-05-24,16681384000
2010-05-25,16993672000
2010-05-26,16791986000
2010-05-27,17745115000
2010-05-28,17305960000
2010-06-01,16424397000
2010-06-02,16957889000
2010-06-03,17107527000
2010-06-04,16427650000
2010-06-07,16385361000
2010-06-08,16164157000
2010-06-09,16225964000
2010-06-10,17130297999
2010-06-11,17387285000
2010-06-14,17458851000
2010-06-15,17992343000
2010-06-16,17891500000
2010-06-17,17790657000
2010-06-18,18275354000
2010-06-21,18220053000
2010-06-22,17732103000
2010-06-23,17914271000
2010-06-24,17478369000
2010-06-25,17501140000
2010-06-28,17231141000
2010-06-29,16574035000
2010-06-30,16370568000
2010-07-01,16246992000
2010-07-02,16286016000
2010-07-06,16568940000
2010-07-07,17307144000
2010-07-08,17593320000
2010-07-09,17310396000
2010-07-12,17459988000
2010-07-13,17674620000
2010-07-14,17427468000
2010-07-15,17339664000
2010-07-16,16744548000
2010-07-19,16855116000
2010-07-20,17196576000
2010-07-21,16549428000
2010-07-22,16975440000
2010-07-23,17138040000
2010-07-26,17164056000
2010-07-27,17333160000
2010-07-28,17063244000
2010-07-29,17512020000
2010-07-30,17427468000
2010-08-02,18191688000
2010-08-03,18237216000
2010-08-04,18373800000
2010-08-05,18312012000
2010-08-06,18077868000
2010-08-09,18230712000
2010-08-10,18068112000
2010-08-11,17365680000
2010-08-12,17287632000
2010-08-13,17160804000
2010-08-16,17112024000
2010-08-17,17378688000
2010-08-18,17203080000
2010-08-19,16907148000
2010-08-20,16663248000
2010-08-23,16659995999
2010-08-24,16328292000
2010-08-25,16393331999
2010-08-26,16220976000
2010-08-27,16734792000
2010-08-30,16429104000
2010-08-31,16341300000
2010-09-01,17271372000
2010-09-02,17850228000
2010-09-03,17980308000
2010-09-07,17359176000
2010-09-08,17658360000
2010-09-09,17599824000
2010-09-10,17697384000
2010-09-13,17720148000
2010-09-14,17820960000
2010-09-15,17886000000
2010-09-16,18152664000
2010-09-17,17876244000
2010-09-20,18429084000
2010-09-21,18256728000
2010-09-22,18341280000
2010-09-23,18227460000
2010-09-24,18799812000
2010-09-27,18754284000
2010-09-28,18923388000
2010-09-29,19115256000
2010-09-30,19361800000
2010-10-01,19951300000
2010-10-04,19482975000
2010-10-05,20115050000
2010-10-06,20177275000
2010-10-07,20242775000
2010-10-08,20478575000
2010-10-11,20645600000
2010-10-12,20524425000
2010-10-13,20753675000
2010-10-14,20550625000
2010-10-15,20904325000
2010-10-18,21077900000
2010-10-19,20393425000
2010-10-20,20724200000
2010-10-21,20671800000
2010-10-22,20714375000
2010-10-25,20485125000
2010-10-26,20472025000
2010-10-27,20472025000
2010-10-28,20707825000
2010-10-29,20642325000
2010-11-01,20992750000
2010-11-02,21379200000
2010-11-03,21759100000
2010-11-04,22679375000
2010-11-05,22918450000
2010-11-08,23078925000
2010-11-09,22813650000
2010-11-10,23426075000
2010-11-11,23547250000
2010-11-12,22944650000
2010-11-15,22771075000
2010-11-16,22197950000
2010-11-17,22211049999
2010-11-18,22921725000
2010-11-19,23056000000
2010-11-22,22823475000
2010-11-23,22613875000
2010-11-24,23232850000
2010-11-26,22852950000
2010-11-29,22964300000
2010-11-30,22941375000
2010-12-01,23953350000
2010-12-02,24329975000
2010-12-03,24333250000
2010-12-06,24235000000
2010-12-07,24706600000
2010-12-08,24346350000
2010-12-09,24218625000
2010-12-10,24405300000
2010-12-13,24274300000
2010-12-14,24264475000
2010-12-15,23976274999
2010-12-16,24372550000
2010-12-17,24706600000
2010-12-20,24431500000
2010-12-21,24893275000
2010-12-22,24948950000
2010-12-23,24837600000
2010-12-27,24650925000
2010-12-28,24601800000
2010-12-29,25034100000
2010-12-30,25034100000
2010-12-31,25702132000
2011-01-03,25997636000
2011-01-04,26108450000
2011-01-05,26686026000
2011-01-06,26598717999
2011-01-07,26585286000
2011-01-10,26189042000
2011-01-11,27196442000
2011-01-12,26927802000
2011-01-13,26837136000
2011-01-14,27579254000
2011-01-18,27545674000
2011-01-19,27031900000
2011-01-20,26675952000
2011-01-21,26410670000
2011-01-24,26508052000
2011-01-25,25913686000
2011-01-26,26645729999
2011-01-27,26612150000
2011-01-28,27371058000
2011-01-31,28247496000
2011-02-01,28663888000
2011-02-02,28166904000
2011-02-03,27918412000
2011-02-04,27649772000
2011-02-07,27921770000
2011-02-08,27760586000
2011-02-09,26894222000
2011-02-10,27297182000
2011-02-11,27065479999
2011-02-14,27646414000
2011-02-15,27263602000
2011-02-16,28153472000
2011-02-17,28250854000
2011-02-18,28543000000
2011-02-22,27119208000
2011-02-23,28526210000
2011-02-24,28116534000
2011-02-25,28475840000
2011-02-28,29224674000
2011-03-01,28428828000
2011-03-02,28378458000
2011-03-03,28610160000
2011-03-04,28287792000
2011-03-07,28328088000
2011-03-08,28143398000
2011-03-09,27904979999
2011-03-10,26440892000
2011-03-11,26924444000
2011-03-14,26645729999
2011-03-15,26370374000
2011-03-16,26296498000
2011-03-17,26968098000
2011-03-18,26726322000
2011-03-21,27592686000
2011-03-22,27569179999
2011-03-23,27085628000
2011-03-24,27585970000
2011-03-25,28328088000
2011-03-28,27861326000
2011-03-29,27995646000
2011-03-30,28143398000
2011-03-31,28732811999
2011-04-01,29248728000
2011-04-04,28958736000
2011-04-05,29117219999
2011-04-06,28597932000
2011-04-07,28503516000
2011-04-08,28405728000
2011-04-11,27576216000
2011-04-12,27080532000
2011-04-13,26864724000
2011-04-14,26857980000
2011-04-15,26598336000
2011-04-18,26035211999
2011-04-19,26490432000
2011-04-20,27161460000
2011-04-21,27205296000
2011-04-25,26976000000
2011-04-26,27201924000
2011-04-27,27899928000
2011-04-28,28304568000
2011-04-29,28985711999
2011-05-02,28176432000
2011-05-03,26918676000
2011-05-04,26109396000
2011-05-05,25802544000
2011-05-06,26122884000
2011-05-09,26959140000
2011-05-10,26864724000
2011-05-11,25988003999
2011-05-12,25755336000
2011-05-13,25553016000
2011-05-16,25151748000
2011-05-17,25445111999
2011-05-18,26028468000
2011-05-19,26328576000
2011-05-20,26274624000
2011-05-23,25694640000
2011-05-24,26112768000
2011-05-25,26382528000
2011-05-26,26436480000
2011-05-27,26503919999
2011-05-31,26648916000
2011-06-01,25728360000
2011-06-02,25863240000
2011-06-03,25954284000
2011-06-06,25080936000
2011-06-07,25131516000
2011-06-08,24875244000
2011-06-09,25327092000
2011-06-10,24565019999
2011-06-13,24146892000
2011-06-14,24736992000
2011-06-15,23934456000
2011-06-16,23708532000
2011-06-17,23361216000
2011-06-20,23175756000
2011-06-21,24119916000
2011-06-22,24082824000
2011-06-23,23462376000
2011-06-24,23280288000
2011-06-27,23330868000
2011-06-28,24099684000
2011-06-29,24608856000
2011-06-30,25224024000
2011-07-01,25446708000
2011-07-05,25568172000
2011-07-06,25105934000
2011-07-07,25524310000
2011-07-08,25197032000
2011-07-11,24299548000
2011-07-12,24083612000
2011-07-13,23884546000
2011-07-14,23496536000
2011-07-15,24606582000
2011-07-18,24458126000
2011-07-19,25008088000
2011-07-20,24566094000
2011-07-21,25014836000
2011-07-22,25092438000
2011-07-25,25018210000
2011-07-26,24660566000
2011-07-27,23712472000
2011-07-28,23769830000
2011-07-29,23132144000
2011-08-01,23091656000
2011-08-02,22275148000
2011-08-03,21978236000
2011-08-04,20682620000
2011-08-05,20196764000
2011-08-08,18067770000
2011-08-09,18901148000
2011-08-10,18236470000
2011-08-11,19137328000
2011-08-12,19245296000
2011-08-15,20314854000
2011-08-16,19974080000
2011-08-17,20092170000
2011-08-18,18759440000
2011-08-19,18317446000
2011-08-22,18189234000
2011-08-23,18685212000
2011-08-24,18961880000
2011-08-25,18422040000
2011-08-26,18793180000
2011-08-29,19768266000
2011-08-30,19643428000
2011-08-31,20021316000
2011-09-01,20183268000
2011-09-02,19572574000
2011-09-06,19140702000
2011-09-07,19994324000
2011-09-08,20190016000
2011-09-09,19481476000
2011-09-12,19565826000
2011-09-13,20129284000
2011-09-14,20378960000
2011-09-15,20665750000
2011-09-16,20787214000
2011-09-19,20500424000
2011-09-20,20163024000
2011-09-21,19059726000
2011-09-22,17467198000
2011-09-23,17369352000
2011-09-26,18249966000
2011-09-27,19187938000
2011-09-28,18476024000
2011-09-29,18739196000
2011-09-30,17705250000
2011-10-03,16692750000
2011-10-04,17533125000
2011-10-05,18042750000
2011-10-06,18457875000
2011-10-07,17955000000
2011-10-10,18930375000
2011-10-11,18768375000
2011-10-12,18933750000
2011-10-13,18592875000
2011-10-14,19396125000
2011-10-17,19176750000
2011-10-18,19645875000
2011-10-19,19885500000
2011-10-20,19848375000
2011-10-21,20182500000
2011-10-24,20587500000
2011-10-25,19838250000
2011-10-26,20378250000
2011-10-27,21795750000
2011-10-28,22160250000
2011-10-31,21114000000
2011-11-01,19892250000
2011-11-02,20401875000
2011-11-03,21232125000
2011-11-04,21411000000
2011-11-07,21394125000
2011-11-08,21856500000
2011-11-09,20719125000
2011-11-10,21549375000
2011-11-11,21967875000
2011-11-14,21640500000
2011-11-15,21397500000
2011-11-16,21103875000
2011-11-17,20374875000
2011-11-18,20158875000
2011-11-21,19733625000
2011-11-22,19585125000
2011-11-23,18565875000
2011-11-25,18336375000
2011-11-28,19149750000
2011-11-29,19369125000
2011-11-30,20324250000
2011-12-01,20077875000
2011-12-02,20131875000
2011-12-05,20506500000
2011-12-06,20391750000
2011-12-07,20185875000
2011-12-08,19382625000
2011-12-09,19733625000
2011-12-12,19018125000
2011-12-13,18991125000
2011-12-14,18164250000
2011-12-15,18457875000
2011-12-16,18329625000
2011-12-19,17914500000
2011-12-20,18731250000
2011-12-21,18839250000
2011-12-22,19119375000
2011-12-23,19224000000
2011-12-27,19294875000
2011-12-28,18883125000
2011-12-29,19058625000
2011-12-30,19170000000
2012-01-03,19739200000
2012-01-04,19942000000
2012-01-05,19468800000
2012-01-06,19069960000
2012-01-09,19232200000
2012-01-10,19793280000
2012-01-11,19583720000
2012-01-12,19269380000
2012-01-13,19113900000
2012-01-17,19397820000
2012-01-18,20168460000
2012-01-19,20682220000
2012-01-20,20709260000
2012-01-23,20837700000
2012-01-24,20388160000
2012-01-25,19370780000
2012-01-26,18586620000
2012-01-27,18677880000
2012-01-30,18640700000
2012-01-31,19029400000
2012-02-01,19174740000
2012-02-02,19539780000
2012-02-03,20408440000
2012-02-06,20658560000
2012-02-07,20678840000
2012-02-08,20435480000
2012-02-09,21378500000
2012-02-10,20895160000
2012-02-13,21043880000
2012-02-14,20922200000
2012-02-15,21675940000
2012-02-16,21929440000
2012-02-17,22020700000
2012-02-21,22139000000
2012-02-22,22047740000
2012-02-23,22436440000
2012-02-24,22646000000
2012-02-27,22646000000
2012-02-28,22260680000
2012-02-29,21942960000
2012-03-01,22362080000
2012-03-02,22115340000
2012-03-05,21868600000
2012-03-06,21463000000
2012-03-07,21679320000
2012-03-08,21821280000
2012-03-09,21307520000
2012-03-12,21182460000
2012-03-13,21297380000
2012-03-14,20878260000
2012-03-15,20783620000
2012-03-16,21141900000
2012-03-19,21385260000
2012-03-20,20851220000
2012-03-21,20692360000
2012-03-22,20016360000
2012-03-23,20232680000
2012-03-26,20327320000
2012-03-27,20168460000
2012-03-28,19816940000
2012-03-29,19749340000
2012-03-30,19925100000
2012-04-02,20157675000
2012-04-03,19951190000
2012-04-04,19829330000
2012-04-05,19588995000
2012-04-09,19206490000
2012-04-10,18769825000
2012-04-11,18776595000
2012-04-12,19179410000
2012-04-13,18712280000
2012-04-16,18367010000
2012-04-17,18810445000
2012-04-18,18668275000
2012-04-19,18702125000
2012-04-20,18641195000
2012-04-23,18319620000
2012-04-24,18631040000
2012-04-25,17324430000
2012-04-26,17517375000
2012-04-27,17446290000
2012-04-30,17649390000
2012-05-01,18289155000
2012-05-02,18292540000
2012-05-03,17737400000
2012-05-04,17243190000
2012-05-07,17040090000
2012-05-08,16874225000
2012-05-09,16468025000
2012-05-10,16434174999
2012-05-11,16231075000
2012-05-14,15784255000
2012-05-15,15340820000
2012-05-16,14975240000
2012-05-17,15283275000
2012-05-18,15097100000
2012-05-21,15584540000
2012-05-22,15493145000
2012-05-23,15784255000
2012-05-24,15743635000
2012-05-25,15804565000
2012-05-29,16051670000
2012-05-30,15361130000
2012-05-31,14792450000
2012-06-01,14437025000
2012-06-04,14447180000
2012-06-05,14558885000
2012-06-06,15266350000
2012-06-07,15151260000
2012-06-08,15137720000
2012-06-11,14887229999
2012-06-12,14870305000
2012-06-13,14599505000
2012-06-14,14877075000
2012-06-15,15164799999
2012-06-18,14795835000
2012-06-19,15005705000
2012-06-20,14965085000
2012-06-21,13868345000
2012-06-22,13878500000
2012-06-25,13523075000
2012-06-26,13536615000
2012-06-27,13878500000
2012-06-28,13919120000
2012-06-29,14707825000
2012-07-02,14715556000
2012-07-03,15338579999
2012-07-05,14996594000
2012-07-06,14668152000
2012-07-09,14664766000
2012-07-10,14322779999
2012-07-11,14790048000
2012-07-12,14424360000
2012-07-13,14657994000
2012-07-16,14729100000
2012-07-17,14932260000
2012-07-18,15203140000
2012-07-19,15233614000
2012-07-20,15372440000
2012-07-23,15037225999
2012-07-24,14874698000
2012-07-25,15392756000
2012-07-26,16103816000
2012-07-27,16374696000
2012-07-30,16313748000
2012-07-31,15968375999
2012-08-01,16185079999
2012-08-02,15751672000
2012-08-03,16154606000
2012-08-06,16347608000
2012-08-07,16733612000
2012-08-08,16940158000
2012-08-09,16791174000
2012-08-10,16821648000
2012-08-13,16621874000
2012-08-14,16787788000
2012-08-15,16669277999
2012-08-16,16933386000
2012-08-17,16696366000
2012-08-20,17095914000
2012-08-21,17089142000
2012-08-22,17082370000
2012-08-23,16855508000
2012-08-24,16994334000
2012-08-27,16885982000
2012-08-28,17214424000
2012-08-29,17112844000
2012-08-30,16821648000
2012-08-31,17109458000
2012-09-04,16811490000
2012-09-05,16696366000
2012-09-06,17207652000
2012-09-07,17911940000
2012-09-10,17989818000
2012-09-11,18484174000
2012-09-12,18548508000
2012-09-13,18826160000
2012-09-14,18981916000
2012-09-17,18788914000
2012-09-18,18792300000
2012-09-19,18656860000
2012-09-20,18771984000
2012-09-21,18839704000
2012-09-24,18548508000
2012-09-25,18148960000
2012-09-26,17742640000
2012-09-27,18206522000
2012-09-28,18189592000
2012-10-01,18272865000
2012-10-02,18120450000
2012-10-03,17829168000
2012-10-04,18283026000
2012-10-05,18140772000
2012-10-08,18164481000
2012-10-09,18198351000
2012-10-10,17819007000
2012-10-11,18062871000
2012-10-12,18045936000
2012-10-15,17930778000
2012-10-16,18625113000
2012-10-17,18838494000
2012-10-18,18736884000
2012-10-19,18384636000
2012-10-22,18462537000
2012-10-23,17737719000
2012-10-24,17791911000
2012-10-25,18255930000
2012-10-26,18032388000
2012-10-31,17700462000
2012-11-01,17832555000
2012-11-02,18083193000
2012-11-05,18594630000
2012-11-06,18804624000
2012-11-07,17991744000
2012-11-08,17680140000
2012-11-09,17182251000
2012-11-12,17128059000
2012-11-13,16921452000
2012-11-14,16775811000
2012-11-15,16559043000
2012-11-16,16565816999
2012-11-19,17100963000
2012-11-20,16782584999
2012-11-21,16968870000
2012-11-23,17314344000
2012-11-26,16901130000
2012-11-27,16725006000
2012-11-28,16884195000
2012-11-29,17104350000
2012-11-30,16802907000
2012-12-03,16789359000
2012-12-04,16552269000
2012-12-05,16755489000
2012-12-06,16633557000
2012-12-07,16830003000
2012-12-10,16941774000
2012-12-11,17128059000
2012-12-12,17619174000
2012-12-13,17558208000
2012-12-14,17402406000
2012-12-17,17697075000
2012-12-18,18306735000
2012-12-19,17964648000
2012-12-20,18106902000
2012-12-21,18083193000
2012-12-24,17829168000
2012-12-26,17720784000
2012-12-27,17764815000
2012-12-28,17368536000
2012-12-31,17964032000
2013-01-02,18218432000
2013-01-03,18384640000
2013-01-04,18662784000
2013-01-07,18940928000
2013-01-08,18795072000
2013-01-09,18859520000
2013-01-10,19202112000
2013-01-11,19080000000
2013-01-14,19137664000
2013-01-15,19222464000
2013-01-16,19344576000
2013-01-17,19436160000
2013-01-18,19558272000
2013-01-22,19968704000
2013-01-23,19615936000
2013-01-24,19822848000
2013-01-25,19978880000
2013-01-28,21193216000
2013-01-29,23102912000
2013-01-30,23024896000
2013-01-31,22780672000
2013-02-01,23136831999
2013-02-04,22892608000
2013-02-05,22393984000
2013-02-06,22607680000
2013-02-07,22580543999
2013-02-08,22851904000
2013-02-11,22638208000
2013-02-12,22719616000
2013-02-13,23052031999
2013-02-14,23184319999
2013-02-15,22868864000
2013-02-19,23136831999
2013-02-20,22390592000
2013-02-21,21844480000
2013-02-22,22397376000
2013-02-25,21620608000
2013-02-26,21915712000
2013-02-27,22278656000
2013-02-28,22556800000
2013-03-01,22570368000
2013-03-04,23350528000
2013-03-05,23682943999
2013-03-06,23571008000
2013-03-07,23418368000
2013-03-08,23564224000
2013-03-11,23706688000
2013-03-12,23872896000
2013-03-13,24317248000
2013-03-14,24412224000
2013-03-15,24595392000
2013-03-18,24497024000
2013-03-19,23744000000
2013-03-20,23710080000
2013-03-21,23496384000
2013-03-22,23835584000
2013-03-25,23893248000
2013-03-26,24120512000
2013-03-27,24432576000
2013-03-28,24290112000
2013-04-01,25010954000
2013-04-02,25215014000
2013-04-03,24507606000
2013-04-04,24415779000
2013-04-05,24381769000
2013-04-08,24636844000
2013-04-09,24929330000
2013-04-10,24800092000
2013-04-11,24711666000
2013-04-12,24279739000
2013-04-15,23116597000
2013-04-16,23395479000
2013-04-17,22756091000
2013-04-18,22793502000
2013-04-19,22711878000
2013-04-22,23092790000
2013-04-23,23198220999
2013-04-24,23847812000
2013-04-25,24201516000
2013-04-26,24143699000
2013-04-29,24555220000
2013-04-30,24548418000
2013-05-01,24048470999
2013-05-02,24558620999
2013-05-03,24827300000
2013-05-06,24643645999
2013-05-07,24575626000
2013-05-08,24449789000
2013-05-09,24133495999
2013-05-10,23568930000
2013-05-13,23599539000
2013-05-14,24562022000
2013-05-15,24011059999
2013-05-16,23504311000
2013-05-17,23698168000
2013-05-20,23711772000
2013-05-21,23674361000
2013-05-22,23324058000
2013-05-23,23140404000
2013-05-24,22949948000
2013-05-28,23303652000
2013-05-29,23320656999
2013-05-30,23378474000
2013-05-31,22926141000
2013-06-03,23395479000
2013-06-04,23211825000
2013-06-05,22705076000
2013-06-06,23123399000
2013-06-07,23528118000
2013-06-10,23381875000
2013-06-11,22885329000
2013-06-12,22725481999
2013-06-13,22735684999
2013-06-14,22436397000
2013-06-17,22960151000
2013-06-18,22963552000
2013-06-19,22575838000
2013-06-20,21861628000
2013-06-21,21773202000
2013-06-24,21382087000
2013-06-25,21647365000
2013-06-26,22347970999
2013-06-27,22803705000
2013-06-28,22613249000
2013-07-01,22614689999
2013-07-02,22787580000
2013-07-03,22780800000
2013-07-05,23096070000
2013-07-08,23231670000
2013-07-09,23245229999
2013-07-10,23299470000
2013-07-11,24055439999
2013-07-12,24126630000
2013-07-15,24089340000
2013-07-16,23980860000
2013-07-17,24163920000
2013-07-18,24462240000
2013-07-19,25065660000
2013-07-22,24838530000
2013-07-23,24892770000
2013-07-24,24621570000
2013-07-25,24930060000
2013-07-26,24814800000
2013-07-29,24418170000
2013-07-30,24811410000
2013-07-31,25241939999
2013-08-01,25777560000
2013-08-02,25530090000
2013-08-05,25452120000
2013-08-06,24902939999
2013-08-07,24936840000
2013-08-08,25208040000
2013-08-09,25387710000
2013-08-12,25469070000
2013-08-13,25496189999
2013-08-14,25584330000
2013-08-15,25502970000
2013-08-16,25448729999
2013-08-19,24845310000
2013-08-20,24991080000
2013-08-21,24757170000
2013-08-22,25258890000
2013-08-23,25648740000
2013-08-26,25563990000
2013-08-27,25577550000
2013-08-28,25926720000
2013-08-29,25702979999
2013-08-30,25374149999
2013-09-03,25760610000
2013-09-04,25814850000
2013-09-05,25943670000
2013-09-06,26204700000
2013-09-09,26553870000
2013-09-10,26370810000
2013-09-11,26475899999
2013-09-12,26187750000
2013-09-13,26347080000
2013-09-16,26414880000
2013-09-17,26370810000
2013-09-18,26855580000
2013-09-19,26997960000
2013-09-20,26655570000
2013-09-23,26621670000
2013-09-24,26614890000
2013-09-25,26686080000
2013-09-26,26709810000
2013-09-27,26553870000
2013-09-30,25159798449
2013-10-01,25598972588
2013-10-02,26012121592
2013-10-03,25989349600
2013-10-04,26070678144
2013-10-07,25875489638
2013-10-08,25624997722
2013-10-09,25546922319
2013-10-10,26282132359
2013-10-11,26382979754
2013-10-14,26451295731
2013-10-15,26288638643
2013-10-16,26776609908
2013-10-17,26802635043
2013-10-18,27345909718
2013-10-21,27326390868
2013-10-22,27183252630
2013-10-23,26649737379
2013-10-24,27030354966
2013-10-25,27066139526
2013-10-28,27053126959
2013-10-29,27163733779
2013-10-30,26129234696
2013-10-31,26415511172
2013-11-01,26327676344
2013-11-04,26587927686
2013-11-05,26184538106
2013-11-06,26350448337
2013-11-07,25628250864
2013-11-08,26122728413
2013-11-11,26308157493
2013-11-12,26005615309
2013-11-13,26278879218
2013-11-14,26578168260
2013-11-15,26955532706
2013-11-18,26646484238
2013-11-19,26639977954
2013-11-20,26451295731
2013-11-21,26783116192
2013-11-22,27108430369
2013-11-25,26880710445
2013-11-26,27199518338
