,TSCO
2014-02-19,9128923160
2014-02-20,9149790860
2014-02-21,9237435200
2014-02-24,9288908860
2014-02-25,9626965600
2014-02-26,9802254280
2014-02-27,9782777760
2014-02-28,9816166080
2014-03-03,9759127700
2014-03-04,9980325320
2014-03-05,9980325320
2014-03-06,10056840220
2014-03-07,10116660960
2014-03-10,10093010900
2014-03-11,10033190160
2014-03-12,10029016620
2014-03-13,9859292660
2014-03-14,9885725080
2014-03-17,10061013760
2014-03-18,10296123180
2014-03-19,10233520080
2014-03-20,10304470260
2014-03-21,10346205660
2014-03-24,10183437600
2014-03-25,9994237120
2014-03-26,9798080740
2014-03-27,9771648320
2014-03-28,9845380860
2014-03-31,9825904340
2014-04-01,9925617680
2014-04-02,10000350440
2014-04-03,9831509760
2014-04-04,9569945100
2014-04-07,9269630120
2014-04-08,9395568660
2014-04-09,9569945100
2014-04-10,9355434400
2014-04-11,9284853460
2014-04-14,9251638900
2014-04-15,9233647680
2014-04-16,9257174660
2014-04-17,9306996500
2014-04-21,9301460740
2014-04-22,9340211060
2014-04-23,9319451960
2014-04-24,9229495860
2014-04-25,9089717920
2014-04-28,9194897360
2014-04-29,9237799500
2014-04-30,9305612560
2014-05-01,9230879800
2014-05-02,9282085580
2014-05-05,9247487080
2014-05-06,9038512140
2014-05-07,8905653900
2014-05-08,8916725420
2014-05-09,9056503360
2014-05-12,9203201000
2014-05-13,8956859680
2014-05-14,8877975100
2014-05-15,8740965040
2014-05-16,8832305080
2014-05-19,8811545980
2014-05-20,8800474460
2014-05-21,8853064180
2014-05-22,8800474460
2014-05-23,8821233560
2014-05-27,8967931200
2014-05-28,8821233560
2014-05-29,8804626280
2014-05-30,8998377880
2014-06-02,9002529700
2014-06-03,9041280020
2014-06-04,9020520920
2014-06-05,9070342760
2014-06-06,9132620060
2014-06-09,9160298860
2014-06-10,9085566100
2014-06-11,9120164600
2014-06-12,9002529700
2014-06-13,8995610000
2014-06-16,8907037840
2014-06-17,8919493300
2014-06-18,8934716640
2014-06-19,8883510860
2014-06-20,8725741700
2014-06-23,8718822000
2014-06-24,8657928640
2014-06-25,8616410440
2014-06-26,8419890960
2014-06-27,8332702740
2014-06-30,8358997600
2014-07-01,8390376360
2014-07-02,8364276630
2014-07-03,8468675550
2014-07-07,8453565180
2014-07-08,8350539930
2014-07-09,8431586460
2014-07-10,8231030640
2014-07-11,8290098450
2014-07-14,8331308550
2014-07-15,8376639660
2014-07-16,8372518650
2014-07-17,8393123700
2014-07-18,8546974740
2014-07-21,8464554540
2014-07-22,8460433530
2014-07-23,8389002690
2014-07-24,8943965370
2014-07-25,8718683490
2014-07-28,8713188810
2014-07-29,8728299180
2014-07-30,8765388270
2014-07-31,8540106390
2014-08-01,8423344440
2014-08-04,8490654270
2014-08-05,8492027940
2014-08-06,8426091780
2014-08-07,8367023970
2014-08-08,8482412250
2014-08-11,8533238040
2014-08-12,8534611710
2014-08-13,8476917570
2014-08-14,8520875010
2014-08-15,8420597100
2014-08-18,8497522620
2014-08-19,8560711440
2014-08-20,8688462750
2014-08-21,8726925510
2014-08-22,8868413520
2014-08-25,8965944090
2014-08-26,9173368260
2014-08-27,9136279170
2014-08-28,9224194050
2014-08-29,9196720650
2014-09-02,9225567720
2014-09-03,9166499910
2014-09-04,9042869610
2014-09-05,9041495940
2014-09-08,8867039850
2014-09-09,8726925510
2014-09-10,8464554540
2014-09-11,8492027940
2014-09-12,8386255350
2014-09-15,8268119730
2014-09-16,8342297910
2014-09-17,8361529290
2014-09-18,8441202150
2014-09-19,8382134340
2014-09-22,8283230100
2014-09-23,8243393670
2014-09-24,8464554540
2014-09-25,8331308550
2014-09-26,8497522620
2014-09-29,8438454810
2014-09-30,8449444170
2014-10-01,8219307900
2014-10-02,8302386240
2014-10-03,8441304120
2014-10-06,8363673540
2014-10-07,8083113900
2014-10-08,8066770620
2014-10-09,7941472140
2014-10-10,7783487100
2014-10-13,7786210980
2014-10-14,7858393800
2014-10-15,7840688580
2014-10-16,7971434820
2014-10-17,8012293020
2014-10-20,8228841480
2014-10-21,8370483240
2014-10-22,8348692200
2014-10-23,9669774000
2014-10-24,9761023980
2014-10-27,9786900840
2014-10-28,10025240340
2014-10-29,9865893360
2014-10-30,9846826200
2014-10-31,9972124680
2014-11-03,9999363480
2014-11-04,9871341120
2014-11-05,9991191840
2014-11-06,10132833600
2014-11-07,10154624640
2014-11-10,10029326160
2014-11-11,9989829900
2014-11-12,10063374660
2014-11-13,10071546300
2014-11-14,10195482840
2014-11-17,10155986580
2014-11-18,10128747780
2014-11-19,10258132080
2014-11-20,10256770140
2014-11-21,10307161920
2014-11-24,10456975320
2014-11-25,10364363400
2014-11-26,10308523860
2014-11-28,10477404420
2014-12-01,10407945480
2014-12-02,10425650700
2014-12-03,10710296160
2014-12-04,10647646920
2014-12-05,10700762580
2014-12-08,10695314820
2014-12-09,10659904380
2014-12-10,10504643220
2014-12-11,10570016340
2014-12-12,10584997680
2014-12-15,10571378280
2014-12-16,10394326080
2014-12-17,10473318600
2014-12-18,10555035000
2014-12-19,10402497720
2014-12-22,10522348440
2014-12-23,10685781240
2014-12-24,10595893200
2014-12-26,10612236480
2014-12-29,10717105860
2014-12-30,10555035000
2014-12-31,10734811080
2015-01-02,10644610290
2015-01-05,10426455090
2015-01-06,10266929100
2015-01-07,10599615780
2015-01-08,11033199240
2015-01-09,10896852240
2015-01-12,10806863220
2015-01-13,10712783790
2015-01-14,10547803920
2015-01-15,10253294400
2015-01-16,10433272440
2015-01-20,10320104430
2015-01-21,10510990230
2015-01-22,10870946310
2015-01-23,10869582840
2015-01-26,11150457660
2015-01-27,10984114320
2015-01-28,10888671420
2015-01-29,11356341630
2015-01-30,11067285990
2015-02-02,11093191920
2015-02-03,11331799170
2015-02-04,11365885920
2015-02-05,11384974500
2015-02-06,11307256710
2015-02-09,11239083210
2015-02-10,11350887750
2015-02-11,11240446680
2015-02-12,11353614690
2015-02-13,11488598220
2015-02-17,11530865790
2015-02-18,11573133360
2015-02-19,11667212790
2015-02-20,12014897640
2015-02-23,12050347860
2015-02-24,12143063820
2015-02-25,12268503060
2015-02-26,12118521360
2015-02-27,12014897640
2015-03-02,12177150570
2015-03-03,11804923260
2015-03-04,11607220110
2015-03-05,11637216450
2015-03-06,11545863960
2015-03-09,11641306860
2015-03-10,11461328820
2015-03-11,11552681310
2015-03-12,11896275750
2015-03-13,11761292220
2015-03-16,12042167040
2015-03-17,11960358840
2015-03-18,12025805400
2015-03-19,11999899470
2015-03-20,12128065650
2015-03-23,12024441930
2015-03-24,11942633730
2015-03-25,11713570770
2015-03-26,11620854810
2015-03-27,11749020990
2015-03-30,11785269600
2015-03-31,11578367200
2015-04-01,11530725200
2015-04-02,11654594400
2015-04-06,11738988800
2015-04-07,11621925600
2015-04-08,11647788400
2015-04-09,11706320000
2015-04-10,11880553600
2015-04-13,11910500000
2015-04-14,11887359600
2015-04-15,11767574000
2015-04-16,11770296400
2015-04-17,11842440000
2015-04-20,12050703600
2015-04-21,12362418400
2015-04-22,12363779600
2015-04-23,12422311200
2015-04-24,12384197600
2015-04-27,12339278000
2015-04-28,12196352000
2015-04-29,12039814000
2015-04-30,11714487200
2015-05-01,11864219200
2015-05-04,11887359600
2015-05-05,11691346800
2015-05-06,11522558000
2015-05-07,11664122800
2015-05-08,11831550400
2015-05-11,11858774400
2015-05-12,11817938400
2015-05-13,11764851600
2015-05-14,11932279200
2015-05-15,12043897600
2015-05-18,12268495600
2015-05-19,12260328400
2015-05-20,12238549200
2015-05-21,12331110800
2015-05-22,12321582400
2015-05-26,12023479600
2015-05-27,12114680000
2015-05-28,12028924400
2015-05-29,11861496800
2015-06-01,11944530000
2015-06-02,12057509600
2015-06-03,12284830000
2015-06-04,12004422800
2015-06-05,11975837600
2015-06-08,11922750800
2015-06-09,11883276000
2015-06-10,12106512800
2015-06-11,12265773200
2015-06-12,12276662800
2015-06-15,12292997200
2015-06-16,12404615600
2015-06-17,12486287600
2015-06-18,12652354000
2015-06-19,12582932800
2015-06-22,12665966000
2015-06-23,12644186800
2015-06-24,12506705600
2015-06-25,12618324000
2015-06-26,12625130000
2015-06-29,12210802500
2015-06-30,12189118500
2015-07-01,12302959500
2015-07-02,12240618000
2015-07-06,12338196000
2015-07-07,12296183250
2015-07-08,11873345250
2015-07-09,12023778000
2015-07-10,12353103750
2015-07-13,12538773000
2015-07-14,12644482500
2015-07-15,12660745500
2015-07-16,12728508000
2015-07-17,12807112500
2015-07-20,12621443250
2015-07-21,12675653250
2015-07-22,12845059500
2015-07-23,12937216500
2015-07-24,12681074250
2015-07-27,12479142000
2015-07-28,12430353000
2015-07-29,12506247000
2015-07-30,12466944750
2015-07-31,12538773000
2015-08-03,12378853500
2015-08-04,12504891750
2015-08-05,12651258750
2015-08-06,12355814250
2015-08-07,12427642500
2015-08-10,12618732750
2015-08-11,12667521750
2015-08-12,12571299000
2015-08-13,12630930000
2015-08-14,12617377500
2015-08-17,12731218500
2015-08-18,12751547250
2015-08-19,12651258750
2015-08-20,12149816250
2015-08-21,11599584750
2015-08-24,11327179500
2015-08-25,11253996000
2015-08-26,11525046000
2015-08-27,11806938000
2015-08-28,11572479750
2015-08-31,11561637750
2015-09-01,11144220750
2015-09-02,11342087250
2015-09-03,11377323750
2015-09-04,11274324750
2015-09-08,11703939000
2015-09-09,11628045000
2015-09-10,11748662250
2015-09-11,11920779000
2015-09-14,11670057750
2015-09-15,11722912500
2015-09-16,11920779000
2015-09-17,11789319750
2015-09-18,11691741750
2015-09-21,11504717250
2015-09-22,11222825250
2015-09-23,11253996000
2015-09-24,11160483750
2015-09-25,11380034250
2015-09-28,10972727840
2015-09-29,11057360780
2015-09-30,11327380160
2015-10-01,11546351100
2015-10-02,11663225160
2015-10-05,11876822580
2015-10-06,11629640660
2015-10-07,11903690180
2015-10-08,11982949600
2015-10-09,12042058320
2015-10-12,11518140120
2015-10-13,11346187480
2015-10-14,11304542700
2015-10-15,11377085220
2015-10-16,11446940980
2015-10-19,11683375860
2015-10-20,11613520100
2015-10-21,11586652500
2015-10-22,12227444760
2015-10-23,12148185340
2015-10-26,12321481360
2015-10-27,12180426460
2015-10-28,12302674040
2015-10-29,12243565320
2015-10-30,12411487820
2015-11-02,12369843040
2015-11-03,12426265000
2015-11-04,12457162740
2015-11-05,12580753700
2015-11-06,12544482440
2015-11-09,12363126140
2015-11-10,12355065860
2015-11-11,12275806440
2015-11-12,12059522260
2015-11-13,11445597600
2015-11-16,11680689100
2015-11-17,11573218700
2015-11-18,11841894700
2015-11-19,11988323120
2015-11-20,12199233780
2015-11-23,12286553480
2015-11-24,12224758000
2015-11-25,12243565320
2015-11-27,12279836580
2015-11-30,12003100300
2015-12-01,12044745080
2015-12-02,12009817200
2015-12-03,11507393080
2015-12-04,11827117520
2015-12-07,11812340340
2015-12-08,12094450140
2015-12-09,11942648200
2015-12-10,11935931300
2015-12-11,11808310200
2015-12-14,11851298360
2015-12-15,11711586840
2015-12-16,11833834420
2015-12-17,11535604060
2015-12-18,11514109980
2015-12-21,11386488880
2015-12-22,11472465200
2015-12-23,11561128280
2015-12-24,11508736460
2015-12-28,11490843700
2015-12-29,11651199700
2015-12-30,11530932700
2015-12-31,11425365000
2016-01-04,11191512500
2016-01-05,11183494700
2016-01-06,11029820200
2016-01-07,11021802400
2016-01-08,10938951800
2016-01-11,11044519500
2016-01-12,11313115800
2016-01-13,10897526500
2016-01-14,11091290000
2016-01-15,10889508700
2016-01-19,11152759800
2016-01-20,10889508700
2016-01-21,11131379000
2016-01-22,11337169200
2016-01-25,11160777600
2016-01-26,11450754700
2016-01-27,11254318600
2016-01-28,11355877400
2016-01-29,11800865300
2016-02-01,11588393600
2016-02-02,11502870400
2016-02-03,11314452100
2016-02-04,11194185100
2016-02-05,10794631400
2016-02-08,10666346600
2016-02-09,10884163500
2016-02-10,10948305900
2016-02-11,10916234700
2016-02-12,11155432400
2016-02-16,11430710200
2016-02-17,11493516300
2016-02-18,11294407600
2016-02-19,11307770600
2016-02-22,11544295700
2016-02-23,11341178100
2016-02-24,11437391700
2016-02-25,11425365000
2016-02-26,11329151400
2016-02-29,11301089100
2016-03-01,11709996900
2016-03-02,11651199700
2016-03-03,11542959400
2016-03-04,11665899000
2016-03-07,11466790300
2016-03-08,11481489600
2016-03-09,11603092900
2016-03-10,11871689200
2016-03-11,12068125300
2016-03-14,12037390400
2016-03-15,12038726700
2016-03-16,11967902800
2016-03-17,11858326200
2016-03-18,11934495300
2016-03-21,11966566500
2016-03-22,11901087800
2016-03-23,11901087800
2016-03-24,11852981000
2016-03-28,11931272120
2016-03-29,12014081800
2016-03-30,12114254800
2016-03-31,12082199440
2016-04-01,12262510840
2016-04-04,12088877640
2016-04-05,11861818840
2016-04-06,11912573160
2016-04-07,11661472840
2016-04-08,11606711600
2016-04-11,11617396720
2016-04-12,11868497040
2016-04-13,11976683880
2016-04-14,12182372440
2016-04-15,11948635440
2016-04-18,12039458960
2016-04-19,11971341320
2016-04-20,12030109480
2016-04-21,12600427760
2016-04-22,12615119800
2016-04-25,12707278960
2016-04-26,12703272040
2016-04-27,12819472720
2016-04-28,12684573080
2016-04-29,12643168240
2016-05-02,12767382760
2016-05-03,12701936400
2016-05-04,12641832600
2016-05-05,12469535040
2016-05-06,12497583480
2016-05-09,12563029840
2016-05-10,12691251280
2016-05-11,12347991800
2016-05-12,12497583480
2016-05-13,12287888000
2016-05-16,12497583480
2016-05-17,12275867240
2016-05-18,12229119840
2016-05-19,12380047160
2016-05-20,12541659600
2016-05-23,12454843000
2016-05-24,12684573080
2016-05-25,12704607680
2016-05-26,12787417360
2016-05-27,12922317000
2016-05-31,12835500400
2016-06-01,12898275480
2016-06-02,12908960600
2016-06-03,12707278960
2016-06-06,12729984840
2016-06-07,12863548840
2016-06-08,12607105960
2016-06-09,12532310120
2016-06-10,12404088680
2016-06-13,12190386280
2016-06-14,12373368960
2016-06-15,12342649240
2016-06-16,12299908760
2016-06-17,12235798040
2016-06-20,12358676920
2016-06-21,12313265160
2016-06-22,12313265160
2016-06-23,12493576560
2016-06-24,12262510840
2016-06-27,12392116800
2016-06-28,12561524640
2016-06-29,12694916640
2016-06-30,12162682560
2016-07-01,12334758240
2016-07-05,12274731840
2016-07-06,12325420800
2016-07-07,12310747680
2016-07-08,12497496480
2016-07-11,12448141440
2016-07-12,12514837440
2016-07-13,12449475360
2016-07-14,12385447200
2016-07-15,12270730080
2016-07-18,12402788160
2016-07-19,12402788160
2016-07-20,12422796960
2016-07-21,11970598080
2016-07-22,12208035840
2016-07-25,12168018240
2016-07-26,12067974240
2016-07-27,11997276480
2016-07-28,12189360960
2016-07-29,12225376800
2016-08-01,12165350400
2016-08-02,12045297600
2016-08-03,12126666720
2016-08-04,11518399200
2016-08-05,11614441440
2016-08-08,11354327040
2016-08-09,11437030080
2016-08-10,11386341120
2016-08-11,11502392160
2016-08-12,11531738400
2016-08-15,11475713760
2016-08-16,11371668000
2016-08-17,11294300640
2016-08-18,11373001920
2016-08-19,11435696160
2016-08-22,11431694400
2016-08-23,11360996640
2016-08-24,11248947360
2016-08-25,11306305920
2016-08-26,11284963200
2016-08-29,11374335840
2016-08-30,11238276000
2016-08-31,11198258400
2016-09-01,11215599360
2016-09-02,11346323520
2016-09-06,11144901600
2016-09-07,11142233760
2016-09-08,9254736960
2016-09-09,9126680640
2016-09-12,9218721120
2016-09-13,9242731680
2016-09-14,9190708800
2016-09-15,9212051520
2016-09-16,9090664800
2016-09-19,9009295680
2016-09-20,9014631360
2016-09-21,9039975840
2016-09-22,9104004000
2016-09-23,9118677120
2016-09-26,9020492130
2016-09-27,9049349310
2016-09-28,9017868750
2016-09-29,8950972560
2016-09-30,8834232150
2016-10-03,8792258070
2016-10-04,8781764550
2016-10-05,8819803560
2016-10-06,8940479040
2016-10-07,8903751720
2016-10-10,8986388190
2016-10-11,8953595940
2016-10-12,8954907630
2016-10-13,8838167220
2016-10-14,8822426940
2016-10-17,8596816260
2016-10-18,8561400629
2016-10-19,8836855530
2016-10-20,8524673309
2016-10-21,8516803170
2016-10-24,8460400500
2016-10-25,8282010660
2016-10-26,8285945730
2016-10-27,8141659830
2016-10-28,8121984480
2016-10-31,8215114470
2016-11-01,8455153739
2016-11-02,8611244850
2016-11-03,8605998090
2016-11-04,8583699360
2016-11-07,8625673440
2016-11-08,8621738370
2016-11-09,8787011310
2016-11-10,9007375230
2016-11-11,9326115900
2016-11-14,9450726450
2016-11-15,9406128990
2016-11-16,9458596590
2016-11-17,9596324040
2016-11-18,9563531790
2016-11-21,9756350220
2016-11-22,9755038530
2016-11-23,9842921760
2016-11-25,9786519090
2016-11-28,9827181480
2016-11-29,9804882750
2016-11-30,9846856830
2016-12-01,9975402450
2016-12-02,9915064710
2016-12-05,10055415540
2016-12-06,10013441460
2016-12-07,10151168910
2016-12-08,10043610330
2016-12-09,10157727360
2016-12-12,10037051880
2016-12-13,10063285680
2016-12-14,9901947810
2016-12-15,10001636250
2016-12-16,10013441460
2016-12-19,10037051880
2016-12-20,10245610590
2016-12-21,10185272850
2016-12-22,9996389490
2016-12-23,9985895970
2016-12-27,10038363570
2016-12-28,9933428370
2016-12-29,9971467380
2016-12-30,9943921890
2017-01-03,9887948400
2017-01-04,10003894040
2017-01-05,9852773880
2017-01-06,9791544160
2017-01-09,9818902120
2017-01-10,9946572600
2017-01-11,9966114000
2017-01-12,9894462200
2017-01-13,9907489800
2017-01-17,10078151360
2017-01-18,9954389160
2017-01-19,9743342040
2017-01-20,9799360720
2017-01-23,9732919960
2017-01-24,9791544160
2017-01-25,9800663480
2017-01-26,9769397240
2017-01-27,9687323360
2017-01-30,9702956480
2017-01-31,9597432920
2017-02-01,9428074120
2017-02-02,9602643960
2017-02-03,9546625280
2017-02-06,9546625280
2017-02-07,9533597680
2017-02-08,9514056280
2017-02-09,9580497040
2017-02-10,9672993000
2017-02-13,9530992160
2017-02-14,9562258400
2017-02-15,9474973480
2017-02-16,9230054600
2017-02-17,9403321680
2017-02-21,9499725920
2017-02-22,9418954800
2017-02-23,9249596000
2017-02-24,9271742920
2017-02-27,9291284320
2017-02-28,9237871160
2017-03-01,9369449920
2017-03-02,9456734840
2017-03-03,9430679640
2017-03-06,9351211280
2017-03-07,9305614680
2017-03-08,9471065200
2017-03-09,9375963720
2017-03-10,9446312760
2017-03-13,9340789200
2017-03-14,9346000240
2017-03-15,9413743760
2017-03-16,9368147160
2017-03-17,9297798120
2017-03-20,9239173920
2017-03-21,8880914920
2017-03-22,8960383280
2017-03-23,9028126800
2017-03-24,8991649520
2017-03-27,8913483920
2017-03-28,8854859720
2017-03-29,8919997720
2017-03-30,8943447400
2017-03-31,8985135720
2017-04-03,8739721480
2017-04-04,8843552140
2017-04-05,8748694500
2017-04-06,8912772580
2017-04-07,8965328840
2017-04-10,9025576260
2017-04-11,9033267420
2017-04-12,8282097460
2017-04-13,8144938440
2017-04-17,8146220300
2017-04-18,8166730060
2017-04-19,8210313300
2017-04-20,8320553260
2017-04-21,8409001599
2017-04-24,8403874160
2017-04-25,8326962559
2017-04-26,8370545800
2017-04-27,7969323620
2017-04-28,7935995260
2017-05-01,7870620400
2017-05-02,8029571040
2017-05-03,8024443600
2017-05-04,7888566440
2017-05-05,7941122700
2017-05-08,7903948760
2017-05-09,7927022240
2017-05-10,7812936700
2017-05-11,7724488360
2017-05-12,7700133020
2017-05-15,7595020500
2017-05-16,7523236340
2017-05-17,7400177780
2017-05-18,7430942420
2017-05-19,7379668020
2017-05-22,7216871800
2017-05-23,6959217940
2017-05-24,6809240320
2017-05-25,6970754680
2017-05-26,7034847680
2017-05-30,7027156520
2017-05-31,7069457900
2017-06-01,7192516460
2017-06-02,7128423460
2017-06-05,7165597400
2017-06-06,7052793720
2017-06-07,6984855140
2017-06-08,6978445840
2017-06-09,7309165720
2017-06-12,7398895920
2017-06-13,7325829900
2017-06-14,7193798320
2017-06-15,7156624380
2017-06-16,7110477420
2017-06-19,7130987180
2017-06-20,6875897040
2017-06-21,6770784520
2017-06-22,6733610580
2017-06-23,6748992900
2017-06-26,6774630100
2017-06-27,6891279360
2017-06-28,6810522180
2017-06-29,6804112880
2017-06-30,6948963060
2017-07-03,6947823360
2017-07-05,6700048000
2017-07-06,6510424000
2017-07-07,6454800960
2017-07-10,6404234560
2017-07-11,6327120800
2017-07-12,6319535840
2017-07-13,6365045600
2017-07-14,6512952320
2017-07-17,6609028480
2017-07-18,6549612960
2017-07-19,6553405440
2017-07-20,6577424480
2017-07-21,6650745760
2017-07-24,6512952320
2017-07-25,6767048480
2017-07-26,6750614400
2017-07-27,7272712480
2017-07-28,7157673920
2017-07-31,7094465920
2017-08-01,7103315040
2017-08-02,7038842880
2017-08-03,7017352160
2017-08-04,7204447840
2017-08-07,7156409760
2017-08-08,7045163680
2017-08-09,7014823840
2017-08-10,6724067040
2017-08-11,6761991840
2017-08-14,6830256480
2017-08-15,6648217440
2017-08-16,6792331680
2017-08-17,6942766720
2017-08-18,6914955200
2017-08-21,6922540160
2017-08-22,7100786720
2017-08-23,7210768640
2017-08-24,7292939040
2017-08-25,7531865280
2017-08-28,7453487360
2017-08-29,7428204160
2017-08-30,7452223200
2017-08-31,7523016160
2017-09-01,7526808640
2017-09-05,7506582080
2017-09-06,7587488320
2017-09-07,7703791040
2017-09-08,7624148960
2017-09-11,7702526880
2017-09-12,7799867200
2017-09-13,7888358400
2017-09-14,7901000000
2017-09-15,7984434560
2017-09-18,7755621600
2017-09-19,7742980000
2017-09-20,7662073760
2017-09-21,7679772000
2017-09-22,7726545920
2017-09-25,7943981440
2017-09-26,7945245600
2017-09-27,7952830560
2017-09-28,7978113760
2017-09-29,8000868640
2017-10-02,7903544270
2017-10-03,7928638870
2017-10-04,7803165870
2017-10-05,7835788850
2017-10-06,7660126650
2017-10-09,7555984060
2017-10-10,7566021900
2017-10-11,7456860390
2017-10-12,7302528600
2017-10-13,7380321860
2017-10-16,7357736720
2017-10-17,7415454300
2017-10-18,7362755640
2017-10-19,7331387390
2017-10-20,7389104970
2017-10-23,7331387390
2017-10-24,7315075900
2017-10-25,7267396160
2017-10-26,7195876550
2017-10-27,7310056980
2017-10-30,7589861770
2017-10-31,7561002980
2017-11-01,7438039440
2017-11-02,7485719180
2017-11-03,7399142810
2017-11-06,7480700260
2017-11-07,7420473220
2017-11-08,7608682720
2017-11-09,7764269240
2017-11-10,7863392910
2017-11-13,7695259090
2017-11-14,7735410450
2017-11-15,7884723320
2017-11-16,7942440900
2017-11-17,8093008500
2017-11-20,8247340290
2017-11-21,8139433510
2017-11-22,8120612560
2017-11-24,8066659170
2017-11-27,8120612560
2017-11-28,8500795750
2017-11-29,8702807280
2017-11-30,8562277519
2017-12-01,8552239680
2017-12-04,8566041709
2017-12-05,8626268750
2017-12-06,8407945730
2017-12-07,8341445040
2017-12-08,8489503180
2017-12-11,8425511950
2017-12-12,8512088320
2017-12-13,8522126160
2017-12-14,8379086940
2017-12-15,8584862660
2017-12-18,8682731600
2017-12-19,8845846500
2017-12-20,9155764810
2017-12-21,9333936470
2017-12-22,9345229040
2017-12-26,9448116900
2017-12-27,9395418240
2017-12-28,9420512840
2017-12-29,9379106750
2018-01-02,9420419360
2018-01-03,9491371250
2018-01-04,9661904740
2018-01-05,9888452880
2018-01-08,9864802250
2018-01-09,9894676730
2018-01-10,9775178810
2018-01-11,9770199730
2018-01-12,9909613970
2018-01-16,9856088860
2018-01-17,10030356660
2018-01-18,10070189300
2018-01-19,10255660030
2018-01-22,10199645380
2018-01-23,10087616080
2018-01-24,10042804360
2018-01-25,9727877550
2018-01-26,9846130700
2018-01-29,9846130700
2018-01-30,9716674620
2018-01-31,9491371250
2018-02-01,8892636880
2018-02-02,8449498759
2018-02-05,8171915050
2018-02-06,8374812560
2018-02-07,8386015490
2018-02-08,8208013380
2018-02-09,8277720500
2018-02-12,8298881590
2018-02-13,8235398320
2018-02-14,8464436000
2018-02-15,8606339780
2018-02-16,8379791639
2018-02-20,8367343940
2018-02-21,8252825100
2018-02-22,8189341830
2018-02-23,8198055220
2018-02-26,8073578220
2018-02-27,8094739310
2018-02-28,8082291610
2018-03-01,7949101220
2018-03-02,7993912940
2018-03-05,8018808340
2018-03-06,8063620060
2018-03-07,7939143060
2018-03-08,8017563570
2018-03-09,8133327180
2018-03-12,7924205820
2018-03-13,7833337610
2018-03-14,7794749740
2018-03-15,7839561460
2018-03-16,8013829259
2018-03-19,7866946400
2018-03-20,7819645140
2018-03-21,7701391990
2018-03-22,7471109540
2018-03-23,7391444260
2018-03-26,7489781090
2018-03-27,7398912880
2018-03-28,7468620000
2018-03-29,7844540540
2018-04-02,7373619000
2018-04-03,7424901000
2018-04-04,7555548000
2018-04-05,7492056000
2018-04-06,7289370000
2018-04-09,7252740000
2018-04-10,7503045000
2018-04-11,7489614000
2018-04-12,7350420000
2018-04-13,7120872000
2018-04-16,7297917000
2018-04-17,7161165000
2018-04-18,7406586000
2018-04-19,7311348000
2018-04-20,7366293000
2018-04-23,7526244000
2018-04-24,7471299000
2018-04-25,7593399000
2018-04-26,8139186000
2018-04-27,8355303000
2018-04-30,8302800000
2018-05-01,8273496000
2018-05-02,8327220000
2018-05-03,8076915000
2018-05-04,8175815999
2018-05-07,8157501000
2018-05-08,8117208000
2018-05-09,8142849000
2018-05-10,8278380000
2018-05-11,8500602000
2018-05-14,8694741000
2018-05-15,8652006000
2018-05-16,8670321000
2018-05-17,8750907000
2018-05-18,8891322000
2018-05-21,8991444000
2018-05-22,8997549000
2018-05-23,9076914000
2018-05-24,9061041000
2018-05-25,8954814000
2018-05-29,8980455000
2018-05-30,9199014000
2018-05-31,9073251000
2018-06-01,9173373000
2018-06-04,9222213000
2018-06-05,9258843000
2018-06-06,9373617000
2018-06-07,9374838000
2018-06-08,9350418000
2018-06-11,9269832000
2018-06-12,9252738000
2018-06-13,9184362000
2018-06-14,9074472000
2018-06-15,9084240000
2018-06-18,9231981000
2018-06-19,9231981000
2018-06-20,9379722000
2018-06-21,9468855000
2018-06-22,9383385000
2018-06-25,9274716000
2018-06-26,9388269000
2018-06-27,9506706000
2018-06-28,9517695000
2018-06-29,9339429000
2018-07-02,9230888240
2018-07-03,9278419880
2018-07-05,9394202080
2018-07-06,9350326720
2018-07-09,9453921320
2018-07-10,9472202720
2018-07-11,9430764880
2018-07-12,9418577280
2018-07-13,9535578240
2018-07-16,9557515920
2018-07-17,9618453920
2018-07-18,9600172520
2018-07-19,9679391920
2018-07-20,9734236120
2018-07-23,9784205280
2018-07-24,9547765840
2018-07-25,9525828160
2018-07-26,9793955360
2018-07-27,9293045000
2018-07-30,9434421160
2018-07-31,9511203040
2018-08-01,9358858040
2018-08-02,9585547400
2018-08-03,9581891120
2018-08-06,9601391280
2018-08-07,9747642480
2018-08-08,9904862520
2018-08-09,9879268560
2018-08-10,9800049160
2018-08-13,9687923240
2018-08-14,9930456480
2018-08-15,9802486680
2018-08-16,9706204640
2018-08-17,9812236760
2018-08-20,9917050120
2018-08-21,10160802120
2018-08-22,10517898800
2018-08-23,10829901360
2018-08-24,10795776080
2018-08-27,10547149040
2018-08-28,10478898480
2018-08-29,10541055240
2018-08-30,10541055240
2018-08-31,10759213280
2018-09-04,11068778320
2018-09-05,10991996440
2018-09-06,10957871160
2018-09-07,10904245720
2018-09-10,10961527440
2018-09-11,11052934440
2018-09-12,10801869880
2018-09-13,10799432360
2018-09-14,10653181160
2018-09-17,10687306440
2018-09-18,10803088640
2018-09-19,10862807880
2018-09-20,10900589440
2018-09-21,10966402480
2018-09-24,11035871800
2018-09-25,11016371640
2018-09-26,11111434920
2018-09-27,11104122360
2018-09-28,11076090880
2018-10-01,11030325600
2018-10-02,10849540640
2018-10-03,10853205200
