,CDNS
2009-04-20,1179092970
2009-04-21,1220194250
2009-04-22,1217625420
2009-04-23,1194505950
2009-04-24,1202212440
2009-04-27,1179092970
2009-04-28,1184230630
2009-04-29,1235607230
2009-04-30,1433407140
2009-05-01,1369186390
2009-05-04,1456526610
2009-05-05,1420562990
2009-05-06,1438031034
2009-05-07,1510472040
2009-05-08,1507903210
2009-05-11,1471939590
2009-05-12,1387168200
2009-05-13,1330653940
2009-05-14,1376892880
2009-05-15,1384599370
2009-05-18,1456526610
2009-05-19,1477077250
2009-05-20,1477077250
2009-05-21,1425700650
2009-05-22,1443682460
2009-05-26,1484783740
2009-05-27,1484783740
2009-05-28,1538729170
2009-05-29,1451388950
2009-06-01,1464233100
2009-06-02,1492490230
2009-06-03,1487352570
2009-06-04,1546435660
2009-06-05,1533591510
2009-06-08,1492490230
2009-06-09,1520747360
2009-06-10,1523316190
2009-06-11,1631207050
2009-06-12,1620931730
2009-06-15,1551573320
2009-06-16,1531022680
2009-06-17,1554142150
2009-06-18,1556710980
2009-06-19,1543866830
2009-06-22,1453957780
2009-06-23,1456526610
2009-06-24,1482214910
2009-06-25,1528453850
2009-06-26,1543866830
2009-06-29,1564417470
2009-06-30,1515609700
2009-07-01,1523316190
2009-07-02,1484783740
2009-07-06,1456664660
2009-07-07,1389274480
2009-07-08,1368539040
2009-07-09,1391866410
2009-07-10,1407417990
2009-07-13,1438521150
2009-07-14,1433337290
2009-07-15,1495543610
2009-07-16,1537014490
2009-07-17,1534422560
2009-07-20,1521462910
2009-07-21,1555158000
2009-07-22,1537014490
2009-07-23,1591445020
2009-07-24,1599220810
2009-07-27,1591445020
2009-07-28,1614772390
2009-07-29,1614772390
2009-07-30,1612180460
2009-07-31,1529238700
2009-08-03,1547382210
2009-08-04,1542198350
2009-08-05,1477400100
2009-08-06,1505911330
2009-08-07,1529238700
2009-08-10,1485175890
2009-08-11,1438521150
2009-08-12,1498135540
2009-08-13,1534422560
2009-08-14,1516797436
2009-08-17,1474808170
2009-08-18,1500727470
2009-08-19,1505911330
2009-08-20,1521462910
2009-08-21,1565525720
2009-08-24,1549974140
2009-08-25,1542198350
2009-08-26,1539606420
2009-08-27,1619956250
2009-08-28,1653651340
2009-08-31,1625140110
2009-09-01,1578485370
2009-09-02,1588853090
2009-09-03,1594036950
2009-09-04,1648467480
2009-09-08,1651059410
2009-09-09,1687346430
2009-09-10,1791023630
2009-09-11,1785839770
2009-09-14,1837678370
2009-09-15,1832494510
2009-09-16,1850638020
2009-09-17,1832494510
2009-09-18,1861005740
2009-09-21,1873965390
2009-09-22,1897292760
2009-09-23,1894700830
2009-09-24,1866189600
2009-09-25,1861005740
2009-09-28,1910252410
2009-09-29,1928395920
2009-09-30,1902476620
2009-10-01,1840270300
2009-10-02,1809167140
2009-10-05,1900882080
2009-10-06,1979107680
2009-10-07,1947817440
2009-10-08,1973892640
2009-10-09,2007790400
2009-10-12,1992145280
2009-10-13,2041688160
2009-10-14,2106876160
2009-10-15,2125128800
2009-10-16,2096446079
2009-10-19,2091231040
2009-10-20,2026043040
2009-10-21,2052118240
2009-10-22,2033865600
2009-10-23,1986930240
2009-10-26,1981715200
2009-10-27,1916527200
2009-10-28,1833086560
2009-10-29,1655775200
2009-10-30,1593194720
2009-11-02,1569727040
2009-11-03,1528006720
2009-11-04,1525399200
2009-11-05,1564512000
2009-11-06,1569727040
2009-11-09,1538436800
2009-11-10,1538436800
2009-11-11,1514969120
2009-11-12,1470641280
2009-11-13,1491501440
2009-11-16,1501931520
2009-11-17,1614054880
2009-11-18,1603624800
2009-11-19,1569727040
2009-11-20,1587979680
2009-11-23,1593194720
2009-11-24,1608839840
2009-11-25,1634915040
2009-11-27,1606232320
2009-11-30,1564512000
2009-12-01,1624484960
2009-12-02,1640130080
2009-12-03,1614054880
2009-12-04,1650560160
2009-12-07,1634915040
2009-12-08,1595802240
2009-12-09,1567119520
2009-12-10,1587979680
2009-12-11,1556689440
2009-12-14,1551474400
2009-12-15,1501931520
2009-12-16,1541044320
2009-12-17,1499324000
2009-12-18,1533221760
2009-12-21,1520184160
2009-12-22,1528006720
2009-12-23,1525399200
2009-12-24,1569727040
2009-12-28,1572334560
2009-12-29,1577549600
2009-12-30,1574942080
2009-12-31,1561904480
2010-01-04,1607093640
2010-01-05,1591337820
2010-01-06,1609719610
2010-01-07,1641231250
2010-01-08,1664864980
2010-01-11,1664864980
2010-01-12,1628101400
2010-01-13,1677994830
2010-01-14,1659613040
2010-01-15,1633353340
2010-01-19,1633353340
2010-01-20,1622849460
2010-01-21,1607093640
2010-01-22,1567704090
2010-01-25,1562452150
2010-01-26,1557200210
2010-01-27,1572956030
2010-01-28,1533566480
2010-01-29,1525688570
2010-02-01,1551948270
2010-02-02,1599215730
2010-02-03,1596589760
2010-02-04,1515184690
2010-02-05,1504680810
2010-02-08,1470543200
2010-02-09,1431153650
2010-02-10,1454787380
2010-02-11,1481047080
2010-02-12,1486299020
2010-02-16,1483673050
2010-02-17,1515184690
2010-02-18,1528314540
2010-02-19,1523062600
2010-02-22,1496802900
2010-02-23,1486299020
2010-02-24,1512558720
2010-02-25,1507306780
2010-02-26,1496802900
2010-03-01,1512558720
2010-03-02,1562452150
2010-03-03,1578207970
2010-03-04,1622849460
2010-03-05,1633353340
2010-03-08,1641231250
2010-03-09,1654361100
2010-03-10,1680620800
2010-03-11,1670116920
2010-03-12,1670116920
2010-03-15,1659613040
2010-03-16,1659613040
2010-03-17,1706880500
2010-03-18,1754147960
2010-03-19,1804041390
2010-03-22,1764651840
2010-03-23,1764651840
2010-03-24,1767277810
2010-03-25,1743644080
2010-03-26,1738392140
2010-03-29,1754147960
2010-03-30,1746270050
2010-03-31,1751521990
2010-04-01,1777781690
2010-04-05,1843005890
2010-04-06,1772221880
2010-04-07,1787951660
2010-04-08,1782708400
2010-04-09,1793194920
2010-04-12,1808924700
2010-04-13,1806303070
2010-04-14,1832519370
2010-04-15,1837762630
2010-04-16,1863978930
2010-04-19,1892816860
2010-04-20,1882330340
2010-04-21,1879708710
2010-04-22,1924276420
2010-04-23,1926898050
2010-04-26,1932141310
2010-04-27,1877087080
2010-04-28,1874465450
2010-04-29,2005546950
2010-04-30,1953769757
2010-05-03,2002925320
2010-05-04,1913789900
2010-05-05,1866600560
2010-05-06,1811546330
2010-05-07,1727654170
2010-05-10,1785330030
2010-05-11,1766978620
2010-05-12,1801059810
2010-05-13,1801059810
2010-05-14,1774843510
2010-05-17,1803681440
2010-05-18,1753870470
2010-05-19,1753870470
2010-05-20,1675221570
2010-05-21,1688329720
2010-05-24,1667356680
2010-05-25,1675221570
2010-05-26,1740762320
2010-05-27,1793194920
2010-05-28,1756492100
2010-06-01,1701437870
2010-06-02,1740762320
2010-06-03,1732897430
2010-06-04,1693572980
2010-06-07,1635897120
2010-06-08,1609680820
2010-06-09,1614924080
2010-06-10,1604437560
2010-06-11,1625410600
2010-06-14,1628032230
2010-06-15,1641140380
2010-06-16,1672599940
2010-06-17,1683086460
2010-06-18,1690951350
2010-06-21,1693572980
2010-06-22,1656870160
2010-06-23,1625410600
2010-06-24,1593951040
2010-06-25,1638518750
2010-06-28,1635897120
2010-06-29,1554626590
2010-06-30,1517923770
2010-07-01,1517923770
2010-07-02,1520545400
2010-07-06,1461123900
2010-07-07,1507672980
2010-07-08,1536119640
2010-07-09,1564566300
2010-07-12,1590426900
2010-07-13,1634389920
2010-07-14,1631803860
2010-07-15,1647320220
2010-07-16,1582668720
2010-07-19,1593012960
2010-07-20,1624045680
2010-07-21,1574910540
2010-07-22,1655078400
2010-07-23,1688697180
2010-07-26,1706799600
2010-07-27,1711971720
2010-07-28,1668008700
2010-07-29,1735246260
2010-07-30,1799897760
2010-08-02,1841274720
2010-08-03,1797311700
2010-08-04,1815414120
2010-08-05,1802483820
2010-08-06,1805069880
2010-08-09,1830930480
2010-08-10,1779209280
2010-08-11,1717143840
2010-08-12,1671241275
2010-08-13,1649906280
2010-08-16,1668008700
2010-08-17,1763692920
2010-08-18,1786967460
2010-08-19,1758520800
2010-08-20,1830930480
2010-08-23,1779209280
2010-08-24,1753348680
2010-08-25,1779209280
2010-08-26,1763692920
2010-08-27,1771451100
2010-08-30,1758520800
2010-08-31,1755934740
2010-09-01,1813474575
2010-09-02,1833516540
2010-09-03,1856791080
2010-09-07,1843860780
2010-09-08,1859377140
2010-09-09,1898168040
2010-09-10,1913684400
2010-09-13,1926614700
2010-09-14,1988680140
2010-09-15,1999024380
2010-09-16,1986094080
2010-09-17,2006782560
2010-09-20,2024884980
2010-09-21,1991266200
2010-09-22,1975749840
2010-09-23,1942131060
2010-09-24,1999024380
2010-09-27,1991266200
2010-09-28,1962819540
2010-09-29,1967991660
2010-09-30,1973163780
2010-10-01,1965405600
2010-10-04,1948365000
2010-10-05,2015908320
2010-10-06,1969147560
2010-10-07,1984734480
2010-10-08,1982136660
2010-10-11,1992527940
2010-10-12,2010712680
2010-10-13,2070462540
2010-10-14,2122418940
2010-10-15,2070462540
2010-10-18,2031495240
2010-10-19,1997723580
2010-10-20,2008114860
2010-10-21,2028897420
2010-10-22,2070462540
2010-10-25,2101636380
2010-10-26,2130212399
2010-10-27,2101636380
2010-10-28,2189962260
2010-10-29,2200353540
2010-11-01,2192560080
2010-11-02,2208147000
2010-11-03,2195157900
2010-11-04,2197755720
2010-11-05,2236723020
2010-11-08,2215940460
2010-11-09,2187364440
2010-11-10,2202951360
2010-11-11,2189962260
2010-11-12,2161386240
2010-11-15,2140603680
2010-11-16,2109429839
2010-11-17,2114625480
2010-11-18,2169179700
2010-11-19,2162035695
2010-11-22,2127614579
2010-11-23,2091245100
2010-11-24,2122418940
2010-11-26,2101636380
2010-11-29,2070462540
2010-11-30,2041886520
2010-12-01,2065266900
2010-12-02,2122418940
2010-12-03,2132810220
2010-12-06,2117223300
2010-12-07,2140603680
2010-12-08,2132810220
2010-12-09,2182168800
2010-12-10,2184766620
2010-12-13,2161386240
2010-12-14,2135408040
2010-12-15,2145799320
2010-12-16,2169179700
2010-12-17,2150994960
2010-12-20,2156190600
2010-12-21,2176973160
2010-12-22,2187364440
2010-12-23,2153592780
2010-12-27,2158788420
2010-12-28,2145799320
2010-12-29,2143201500
2010-12-30,2153592780
2010-12-31,2145799320
2011-01-03,2183800550
2011-01-04,2175954560
2011-01-05,2175954560
2011-01-06,2207338520
2011-01-07,2202107860
2011-01-10,2217799840
2011-01-11,2212569180
2011-01-12,2249183800
2011-01-13,2243953140
2011-01-14,2306721060
2011-01-18,2398257610
2011-01-19,2325028370
2011-01-20,2238722480
2011-01-21,2225645830
2011-01-24,2230876490
2011-01-25,2222376667
2011-01-26,2238722480
2011-01-27,2277952430
2011-01-28,2217799840
2011-01-31,2270106440
2011-02-01,2293644410
2011-02-02,2309336390
2011-02-03,2471486850
2011-02-04,2481948170
2011-02-07,2521178120
2011-02-08,2526408780
2011-02-09,2539485430
2011-02-10,2599638020
2011-02-11,2623175990
2011-02-14,2644098630
2011-02-15,2672867260
2011-02-16,2683328580
2011-02-17,2644098630
2011-02-18,2644098630
2011-02-22,2552562080
2011-02-23,2531639440
2011-02-24,2513332130
2011-02-25,2583946040
2011-02-28,2602253350
2011-03-01,2563023400
2011-03-02,2594407360
2011-03-03,2610099340
2011-03-04,2581330710
2011-03-07,2468871520
2011-03-08,2560408070
2011-03-09,2583946040
2011-03-10,2505486140
2011-03-11,2479332840
2011-03-14,2513332130
2011-03-15,2468871520
2011-03-16,2440102890
2011-03-17,2466256190
2011-03-18,2500255480
2011-03-21,2560408070
2011-03-22,2502870810
2011-03-23,2508101470
2011-03-24,2560408070
2011-03-25,2576100050
2011-03-28,2565638730
2011-03-29,2563023400
2011-03-30,2552562080
2011-03-31,2549946750
2011-04-01,2615330000
2011-04-04,2652965280
2011-04-05,2668756740
2011-04-06,2679284380
2011-04-07,2689812020
2011-04-08,2595063260
2011-04-11,2568744160
2011-04-12,2539793150
2011-04-13,2587167530
2011-04-14,2563480340
2011-04-15,2579271800
2011-04-18,2508210230
2011-04-19,2533213375
2011-04-20,2576639890
2011-04-21,2608222810
2011-04-25,2629278090
2011-04-26,2613486630
2011-04-27,2708235390
2011-04-28,2671388650
2011-04-29,2731922580
2011-05-02,2808247970
2011-05-03,2734554490
2011-05-04,2695075840
2011-05-05,2652965280
2011-05-06,2726658760
2011-05-09,2792456510
2011-05-10,2824039430
2011-05-11,2784560780
2011-05-12,2834567070
2011-05-13,2874045720
2011-05-16,2810879880
2011-05-17,2776665050
2011-05-18,2871413810
2011-05-19,2839830890
2011-05-20,2795088420
2011-05-23,2721394940
2011-05-24,2708235390
2011-05-25,2813511790
2011-05-26,2800352240
2011-05-27,2800352240
2011-05-31,2813511790
2011-06-01,2779296960
2011-06-02,2781928870
2011-06-03,2776665050
2011-06-06,2816143700
2011-06-07,2747714040
2011-06-08,2689812020
2011-06-09,2702971570
2011-06-10,2647701460
2011-06-13,2652965280
2011-06-14,2731922580
2011-06-15,2655597190
2011-06-16,2674020560
2011-06-17,2639805730
2011-06-20,2631910000
2011-06-21,2689812020
2011-06-22,2716131120
2011-06-23,2724026850
2011-06-24,2684548200
2011-06-27,2695075840
2011-06-28,2752977860
2011-06-29,2763505500
2011-06-30,2779296960
2011-07-01,2810879880
2011-07-05,2806063800
2011-07-06,2816652720
2011-07-07,2837830560
2011-07-08,2800769340
2011-07-11,2734588590
2011-07-12,2665760610
2011-07-13,2657818920
2011-07-14,2588990940
2011-07-15,2615463240
2011-07-18,2562518640
2011-07-19,2607521550
2011-07-20,2588990940
2011-07-21,2604874320
2011-07-22,2643259155
2011-07-25,2615463240
2011-07-26,2612816010
2011-07-27,2517515730
2011-07-28,2491043430
2011-07-29,2734588590
2011-08-01,2663113380
2011-08-02,2565165870
2011-08-03,2639288310
2011-08-04,2459276670
2011-08-05,2419568220
2011-08-08,2191906440
2011-08-09,2361329160
2011-08-10,2287206720
2011-08-11,2408979300
2011-08-12,2399713995
2011-08-15,2488396200
2011-08-16,2387801460
2011-08-17,2369270850
2011-08-18,2223673200
2011-08-19,2149550760
2011-08-22,2197200900
2011-08-23,2289853950
2011-08-24,2345445780
2011-08-25,2279265030
2011-08-26,2348093010
2011-08-29,2451334980
2011-08-30,2435451600
2011-08-31,2446040520
2011-09-01,2451334980
2011-09-02,2350740240
2011-09-06,2326915170
2011-09-07,2408979300
2011-09-08,2395743150
2011-09-09,2350740240
2011-09-12,2389125075
2011-09-13,2469865590
2011-09-14,2565165870
2011-09-15,2604874320
2011-09-16,2623404930
2011-09-19,2596932630
2011-09-20,2533399110
2011-09-21,2517515730
2011-09-22,2438098830
2011-09-23,2485748970
2011-09-26,2573107560
2011-09-27,2602227090
2011-09-28,2502955965
2011-09-29,2536046340
2011-09-30,2446040520
2011-10-03,2395089000
2011-10-04,2466941670
2011-10-05,2485570140
2011-10-06,2533471920
2011-10-07,2525488290
2011-10-10,2618630640
2011-10-11,2642581530
2011-10-12,2639920320
2011-10-13,2658548790
2011-10-14,2693144520
2011-10-17,2642581530
2011-10-18,2679838470
2011-10-19,2650565160
2011-10-20,2637259110
2011-10-21,2703789360
2011-10-24,2804915340
2011-10-25,2751691140
2011-10-26,2741046300
2011-10-27,2967249150
2011-10-28,2953943100
2011-10-31,2945959470
2011-11-01,2874106800
2011-11-02,2906041320
2011-11-03,2959265520
2011-11-04,2951281890
2011-11-07,2927331000
2011-11-08,3007167300
2011-11-09,2961926730
2011-11-10,2996522460
2011-11-11,3057730290
2011-11-14,3036440610
2011-11-15,3079019970
2011-11-16,3009828510
2011-11-17,2953943100
2011-11-18,2937975840
2011-11-21,2850155910
2011-11-22,2818221390
2011-11-23,2738385090
2011-11-25,2709111780
2011-11-28,2783625660
2011-11-29,2743707510
2011-11-30,2911363740
2011-12-01,2863461960
2011-12-02,2879429220
2011-12-05,2924669790
2011-12-06,2903380110
2011-12-07,2906041320
2011-12-08,2842172280
2011-12-09,2898057690
2011-12-12,2818221390
2011-12-13,2749029930
2011-12-14,2703789360
2011-12-15,2703789360
2011-12-16,2757013560
2011-12-19,2693144520
2011-12-20,2804915340
2011-12-21,2754352350
2011-12-22,2794270500
2011-12-23,2799592920
2011-12-27,2764997190
2011-12-28,2695805730
2011-12-29,2751691140
2011-12-30,2767658400
2012-01-03,2770499600
2012-01-04,2695476400
2012-01-05,2778537800
2012-01-06,2730308600
2012-01-09,2692797000
2012-01-10,2719591000
2012-01-11,2738346800
2012-01-12,2724949800
2012-01-13,2657964800
2012-01-17,2668682400
2012-01-18,2778537800
2012-01-19,2883034400
2012-01-20,2845522800
2012-01-23,2821408200
2012-01-24,2874996200
2012-01-25,2864278600
2012-01-26,2866958000
2012-01-27,2858919800
2012-01-30,2826767000
2012-01-31,2829446400
2012-02-01,2893752000
2012-02-02,3118821600
2012-02-03,3142936200
2012-02-06,3113462800
2012-02-07,3145615600
2012-02-08,3150974400
2012-02-09,3215280000
2012-02-10,3153653800
2012-02-13,3134898000
2012-02-14,3168390500
2012-02-15,3199203600
2012-02-16,3223318200
2012-02-17,3199203600
2012-02-21,3209921200
2012-02-22,3161692000
2012-02-23,3188486000
2012-02-24,3164371400
2012-02-27,3167050800
2012-02-28,3148295000
2012-02-29,3153653800
2012-03-01,3193844800
2012-03-02,3116142200
2012-03-05,3083989400
2012-03-06,3033080800
2012-03-07,3081310000
2012-03-08,3204562400
2012-03-09,3217959400
2012-03-12,3201883000
2012-03-13,3290303200
2012-03-14,3255471000
2012-03-15,3322456000
2012-03-16,3303700200
2012-03-19,3327814800
2012-03-20,3266188600
2012-03-21,3263509200
2012-03-22,3247432800
2012-03-23,3220638800
2012-03-26,3248772500
2012-03-27,3252791600
2012-03-28,3239394600
2012-03-29,3185806600
2012-03-30,3172409600
2012-04-02,3207196710
2012-04-03,3207196710
2012-04-04,3172130640
2012-04-05,3180222810
2012-04-09,3120880230
2012-04-10,3031866360
2012-04-11,3069629820
2012-04-12,3128972400
2012-04-13,3104695890
2012-04-16,3099301110
2012-04-17,3177525420
2012-04-18,3168084555
2012-04-19,3118182840
2012-04-20,3107393280
2012-04-23,3061537650
2012-04-24,3042655920
2012-04-25,3147854130
2012-04-26,3204499320
2012-04-27,3199104540
2012-04-30,3147854130
2012-05-01,3150551520
2012-05-02,3131669790
2012-05-03,3091208940
2012-05-04,3021076800
2012-05-07,2988708120
2012-05-08,3007589850
2012-05-09,3002195070
2012-05-10,2932062930
2012-05-11,2942852490
2012-05-14,2913181200
2012-05-15,2910483810
2012-05-16,2821469940
2012-05-17,2727061290
2012-05-18,2673113490
2012-05-21,2762127360
2012-05-22,2743245630
2012-05-23,2786403870
2012-05-24,2807982990
2012-05-25,2775614310
2012-05-29,2834956890
2012-05-30,2764824750
2012-05-31,2751337800
2012-06-01,2640744810
2012-06-04,2659626540
2012-06-05,2721666510
2012-06-06,2843049060
2012-06-07,2824167330
2012-06-08,2843049060
2012-06-11,2806634295
2012-06-12,2826864720
2012-06-13,2785055175
2012-06-14,2832259500
2012-06-15,2921273370
2012-06-18,2910483810
2012-06-19,2942852490
2012-06-20,2910483810
2012-06-21,2841700365
2012-06-22,2880812520
2012-06-25,2807982990
2012-06-26,2849792535
2012-06-27,2832259500
2012-06-28,2829562110
2012-06-29,2964431610
2012-07-02,3045903750
2012-07-03,3125952000
2012-07-05,3177508500
2012-07-06,3098817000
2012-07-09,3033693000
2012-07-10,2988920250
2012-07-11,2995704000
2012-07-12,2946861000
2012-07-13,2998417500
2012-07-16,3030979500
2012-07-17,3047260500
2012-07-18,3120525000
2012-07-19,3177508500
2012-07-20,3138162750
2012-07-23,3112384500
2012-07-24,3045903750
2012-07-25,3098817000
2012-07-26,3260270250
2012-07-27,3362026500
2012-07-30,3321324000
2012-07-31,3315897000
2012-08-01,3313183500
2012-08-02,3321324000
2012-08-03,3372880500
2012-08-06,3362026500
2012-08-07,3362026500
2012-08-08,3375594000
2012-08-09,3413583000
2012-08-10,3408156000
2012-08-13,3400015500
2012-08-14,3359313000
2012-08-15,3402729000
2012-08-16,3432577500
2012-08-17,3467853000
2012-08-20,3462426000
2012-08-21,3484134000
2012-08-22,3492274500
2012-08-23,3499058250
2012-08-24,3454285500
2012-08-27,3465139500
2012-08-28,3546544500
2012-08-29,3532977000
2012-08-30,3484134000
2012-08-31,3581820000
2012-09-04,3633376500
2012-09-05,3641517000
2012-09-06,3657798000
2012-09-07,3674079000
2012-09-10,3703927500
2012-09-11,3660511500
2012-09-12,3693073500
2012-09-13,3693073500
2012-09-14,3674079000
2012-09-17,3660511500
2012-09-18,3634733250
2012-09-19,3644230500
2012-09-20,3617095500
2012-09-21,3614382000
2012-09-24,3562825500
2012-09-25,3488204250
2012-09-26,3473280000
2012-09-27,3500415000
2012-09-28,3490917750
2012-10-01,3458804700
2012-10-02,3491550780
2012-10-03,3517474760
2012-10-04,3547492000
2012-10-05,3503830560
2012-10-08,3457440280
2012-10-09,3432880720
2012-10-10,3408321160
2012-10-11,3438338400
2012-10-12,3413778840
2012-10-15,3427423040
2012-10-16,3539305480
2012-10-17,3498372880
2012-10-18,3469720060
2012-10-19,3441067240
2012-10-22,3381032760
2012-10-23,3389219280
2012-10-24,3468355640
2012-10-25,3473813320
2012-10-26,3492915200
2012-10-31,3451982600
2012-11-01,3573415980
2012-11-02,3544790448
2012-11-05,3501101720
2012-11-06,3574780400
2012-11-07,3484728680
2012-11-08,3443796080
2012-11-09,3441067240
2012-11-12,3419236520
2012-11-13,3427423040
2012-11-14,3390583700
2012-11-15,3345557840
2012-11-16,3386490440
2012-11-19,3456075860
2012-11-20,3451982600
2012-11-21,3520203600
2012-11-23,3547492000
2012-11-26,3533847800
2012-11-27,3490186360
2012-11-28,3539305480
2012-11-29,3520203600
2012-11-30,3479271000
2012-12-03,3465544934
2012-12-04,3476542160
2012-12-05,3492915200
2012-12-06,3514745920
2012-12-07,3535212220
2012-12-10,3572051560
2012-12-11,3585695760
2012-12-12,3572051560
2012-12-13,3550220840
2012-12-14,3596611120
2012-12-17,3641636980
2012-12-18,3659374440
2012-12-19,3645730240
2012-12-20,3683934000
2012-12-21,3675747480
2012-12-24,3703035880
2012-12-26,3643001400
2012-12-27,3664832120
2012-12-28,3667560960
2012-12-31,3714385360
2013-01-02,3849104000
2013-01-03,3747432667
2013-01-04,3692417973
2013-01-07,3686891760
2013-01-08,3761124480
2013-01-09,3788618080
2013-01-10,3805114240
2013-01-11,3832607840
2013-01-14,3854602720
2013-01-15,3818861040
2013-01-16,3884845680
2013-01-17,3906840560
2013-01-18,3849104000
2013-01-22,3849104000
2013-01-23,3854602720
2013-01-24,3821610400
2013-01-25,3904091200
2013-01-28,3882096320
2013-01-29,3860101440
2013-01-30,3832607840
2013-01-31,3829858480
2013-02-01,3888969720
2013-02-04,3783119360
2013-02-05,3799615520
2013-02-06,3862850800
2013-02-07,3824359760
2013-02-08,3893093760
2013-02-11,3909589920
2013-02-12,3948080960
2013-02-13,3917838000
2013-02-14,3904091200
2013-02-15,3923336720
2013-02-19,3917838000
2013-02-20,3884845680
2013-02-21,3912339280
2013-02-22,3948080960
2013-02-25,3901341840
2013-02-26,3851853360
2013-02-27,3904091200
2013-02-28,3893093760
2013-03-01,3832607840
2013-03-04,3934334160
2013-03-05,4025063040
2013-03-06,4041559200
2013-03-07,4003068160
2013-03-08,3981073280
2013-03-11,4008566880
2013-03-12,3862850800
2013-03-13,3876597600
2013-03-14,3875222920
2013-03-15,3827109120
2013-03-18,3739129600
2013-03-19,3675894320
2013-03-20,3681393040
2013-03-21,3673419896
2013-03-22,3662147520
2013-03-25,3750127040
2013-03-26,3777620640
2013-03-27,3796866160
2013-03-28,3829858480
2013-04-01,3774728520
2013-04-02,3758099760
2013-04-03,3669413040
2013-04-04,3719299320
2013-04-05,3677727420
2013-04-08,3688813260
2013-04-09,3691584720
2013-04-10,3743965314
2013-04-11,3694356180
2013-04-12,3702670560
2013-04-15,3630612600
2013-04-16,3597355080
2013-04-17,3508668360
2013-04-18,3475410840
2013-04-19,3436610400
2013-04-22,3480953760
2013-04-23,3511439820
2013-04-24,3525297120
2013-04-25,3802443120
2013-04-26,3783042900
2013-04-29,3835700640
2013-04-30,3824614800
2013-05-01,3802443120
2013-05-02,3830157720
2013-05-03,3849557940
2013-05-06,3835700640
2013-05-07,3849557940
2013-05-08,3852329400
2013-05-09,3824614800
2013-05-10,3863415240
2013-05-13,3877272540
2013-05-14,3904987140
2013-05-15,3921615900
2013-05-16,3979816560
2013-05-17,4029702840
2013-05-20,4046331600
2013-05-21,4079589120
2013-05-22,4057417440
2013-05-23,4076817660
2013-05-24,4071274740
2013-05-28,4115618100
2013-05-29,4121161020
2013-05-30,4198761900
2013-05-31,4193218980
2013-06-03,4198761900
2013-06-04,4154418540
2013-06-05,4107303720
2013-06-06,4137789780
2013-06-07,4204304820
2013-06-10,4171047300
2013-06-11,4093446420
2013-06-12,4085132040
2013-06-13,4123932480
2013-06-14,4101760800
2013-06-17,4171047300
2013-06-18,4162732920
2013-06-19,4110075180
2013-06-20,3990902400
2013-06-21,3981202290
2013-06-24,3941016120
2013-06-25,3952101960
2013-06-26,3993673860
2013-06-27,4046331600
2013-06-28,4013074080
2013-07-01,4075853970
2013-07-02,4064694890
2013-07-03,4070274430
2013-07-05,4215342470
2013-07-08,4201393620
2013-07-09,4232081090
2013-07-10,4259978790
2013-07-11,4318563960
2013-07-12,4357620740
2013-07-15,4393887750
2013-07-16,4385518440
2013-07-17,4379938900
2013-07-18,4393887750
2013-07-19,4399467290
2013-07-22,4365990050
2013-07-23,4346461660
2013-07-24,4296245800
2013-07-25,4151177760
2013-07-26,4039586960
2013-07-29,4000530180
2013-07-30,4028427880
2013-07-31,4067484660
2013-08-01,4173495920
2013-08-02,4167916380
2013-08-05,4123280060
2013-08-06,4045166500
2013-08-07,4017268800
2013-08-08,4022848340
2013-08-09,3969842710
2013-08-12,3978212020
2013-08-13,3964263170
2013-08-14,4022848340
2013-08-15,4022848340
2013-08-16,4008899490
2013-08-19,3989371100
2013-08-20,3989371100
2013-08-21,3905678000
2013-08-22,3933575700
2013-08-23,3922416620
2013-08-26,3905678000
2013-08-27,3819195130
2013-08-28,3782928120
2013-08-29,3813615590
2013-08-30,3757820190
2013-09-03,3702024790
2013-09-04,3743871340
2013-09-05,3755030420
2013-09-06,3702024790
2013-09-09,3728527605
2013-09-10,3768979270
2013-09-11,3766189500
2013-09-12,3872200760
2013-09-13,3847092830
2013-09-16,3819195130
2013-09-17,3905678000
2013-09-18,3925206390
2013-09-19,3872200760
2013-09-20,3796876970
2013-09-23,3780138350
2013-09-24,3794087200
2013-09-25,3785717890
2013-09-26,3777348580
2013-09-27,3780138350
2013-09-30,3783921330
2013-10-01,3809128800
2013-10-02,3741908880
2013-10-03,3711099750
2013-10-04,3753112200
2013-10-07,3694294770
2013-10-08,3649481490
2013-10-09,3732105975
2013-10-10,3831535440
2013-10-11,3935166150
2013-10-14,4002386069
2013-10-15,3949170300
2013-10-16,3991182750
2013-10-17,4038796860
2013-10-18,4055601840
2013-10-21,4068205575
2013-10-22,4079408895
2013-10-23,4064004330
2013-10-24,3643879830
2013-10-25,3582261569
2013-10-28,3587863230
2013-10-29,3604668210
2013-10-30,3526244970
2013-10-31,3631276095
2013-11-01,3639678585
2013-11-04,3660684810
2013-11-05,3660684810
2013-11-06,3697095600
2013-11-07,3635477340
2013-11-08,3613070700
2013-11-11,3641079000
2013-11-12,3576659910
2013-11-13,3596265720
2013-11-14,3590664060
2013-11-15,3548651610
2013-11-18,3586462815
2013-11-19,3526244970
2013-11-20,3601867380
2013-11-21,3641079000
2013-11-22,3641079000
2013-11-25,3593464890
2013-11-26,3697095600
2013-11-27,3725103900
2013-11-29,3711099750
2013-12-02,3727904730
2013-12-03,3747510540
