,BIO
2009-07-02,2013709710
2009-07-06,2020841770
2009-07-07,1959944950
2009-07-08,1931416710
2009-07-09,1912215009
2009-07-10,1930593779
2009-07-13,1930593779
2009-07-14,1903711400
2009-07-15,1948423930
2009-07-16,1959670640
2009-07-17,1944583590
2009-07-20,1961590810
2009-07-21,1996428180
2009-07-22,1976677860
2009-07-23,2019470220
2009-07-24,2023584870
2009-07-27,2048272770
2009-07-28,2085030310
2009-07-29,2094356849
2009-07-30,2119044750
2009-07-31,2124256640
2009-08-03,2108620970
2009-08-04,2136051970
2009-08-05,2309690200
2009-08-06,2272932660
2009-08-07,2293505910
2009-08-10,2280613340
2009-08-11,2276773000
2009-08-12,2280064720
2009-08-13,2294328840
2009-08-14,2294603150
2009-08-17,2255376820
2009-08-18,2248244760
2009-08-19,2272658350
2009-08-20,2304204000
2009-08-21,2322308460
2009-08-24,2354677040
2009-08-25,2359888930
2009-08-26,2330537760
2009-08-27,2342607400
2009-08-28,2372781500
2009-08-31,2366198060
2009-09-01,2351385320
2009-09-02,2351933940
2009-09-03,2363180650
2009-09-04,2391983200
2009-09-08,2425997640
2009-09-09,2512130980
2009-09-10,2563975570
2009-09-11,2549162830
2009-09-14,2563426950
2009-09-15,2548339900
2009-09-16,2590309330
2009-09-17,2577142450
2009-09-18,2560409540
2009-09-21,2612528440
2009-09-22,2577691070
2009-09-23,2543676630
2009-09-24,2496221000
2009-09-25,2495946690
2009-09-28,2538739050
2009-09-29,2580159860
2009-09-30,2530834600
2009-10-01,2448199600
2009-10-02,2457014000
2009-10-05,2476295500
2009-10-06,2522020200
2009-10-07,2542128050
2009-10-08,2556451450
2009-10-09,2574631150
2009-10-12,2560858650
2009-10-13,2544607100
2009-10-14,2597768950
2009-10-15,2578212000
2009-10-16,2552870600
2009-10-19,2571325750
2009-10-20,2520642950
2009-10-21,2484559000
2009-10-22,2515133950
2009-10-23,2520092050
2009-10-26,2519541150
2009-10-27,2520367500
2009-10-28,2473265550
2009-10-29,2479876350
2009-10-30,2462247550
2009-11-02,2458666700
2009-11-03,2499708750
2009-11-04,2606032450
2009-11-05,2686463850
2009-11-06,2681230300
2009-11-09,2713457950
2009-11-10,2741278400
2009-11-11,2717038800
2009-11-12,2707673500
2009-11-13,2698308200
2009-11-16,2754500000
2009-11-17,2767170700
2009-11-18,2730535850
2009-11-19,2705745350
2009-11-20,2686463850
2009-11-23,2709050750
2009-11-24,2741002950
2009-11-25,2764140750
2009-11-27,2711805250
2009-11-30,2663326050
2009-12-01,2652032600
2009-12-02,2694176450
2009-12-03,2657541600
2009-12-04,2711529800
2009-12-07,2712631600
2009-12-08,2673242250
2009-12-09,2657541600
2009-12-10,2671865000
2009-12-11,2673793150
2009-12-14,2697757300
2009-12-15,2710152550
2009-12-16,2685362050
2009-12-17,2665805100
2009-12-18,2644044550
2009-12-21,2662224250
2009-12-22,2678475800
2009-12-23,2651481700
2009-12-24,2696655500
2009-12-28,2655613450
2009-12-29,2699410000
2009-12-30,2685362050
2009-12-31,2656990700
2010-01-04,2695829150
2010-01-05,2742931100
2010-01-06,2764140750
2010-01-07,2796919300
2010-01-08,2783422250
2010-01-11,2777086900
2010-01-12,2767446150
2010-01-13,2799122900
2010-01-14,2803530100
2010-01-15,2749266450
2010-01-19,2726128650
2010-01-20,2701889050
2010-01-21,2676823100
2010-01-22,2630822950
2010-01-25,2600248000
2010-01-26,2605206100
2010-01-27,2614295950
2010-01-28,2601625250
2010-01-29,2566643100
2010-02-01,2605757000
2010-02-02,2608786950
2010-02-03,2602176150
2010-02-04,2554798750
2010-02-05,2526427400
2010-02-08,2547086150
2010-02-09,2577661100
2010-02-10,2543780750
2010-02-11,2562235900
2010-02-12,2586750950
2010-02-16,2603553400
2010-02-17,2634128350
2010-02-18,2645146350
2010-02-19,2635505600
2010-02-22,2682883000
2010-02-23,2670212300
2010-02-24,2698583650
2010-02-25,2608786950
2010-02-26,2572427550
2010-03-01,2747338300
2010-03-02,2769374300
2010-03-03,2752020950
2010-03-04,2719242400
2010-03-05,2769925200
2010-03-08,2758907200
2010-03-09,2767170700
2010-03-10,2761110800
2010-03-11,2772404250
2010-03-12,2747613750
2010-03-15,2740727500
2010-03-16,2754224550
2010-03-17,2758631750
2010-03-18,2779015050
2010-03-19,2736320300
2010-03-22,2772128800
2010-03-23,2830799650
2010-03-24,2802703750
2010-03-25,2808212750
2010-03-26,2797194750
2010-03-29,2838512250
2010-03-30,2865506350
2010-03-31,2857773120
2010-04-01,2876545200
2010-04-05,2893660920
2010-04-06,2893660920
2010-04-07,2916297840
2010-04-08,2906635740
2010-04-09,2957430780
2010-04-12,2940591120
2010-04-13,2935898100
2010-04-14,2994422820
2010-04-15,2987245260
2010-04-16,2980895880
2010-04-19,2953289880
2010-04-20,3007949760
2010-04-21,3022857000
2010-04-22,3039972720
2010-04-23,3075860520
2010-04-26,3059296920
2010-04-27,3064818120
2010-04-28,3063161760
2010-04-29,3084142320
2010-04-30,3083314140
2010-05-03,3136869780
2010-05-04,3086626860
2010-05-05,2861361900
2010-05-06,2705388000
2010-05-07,2691861060
2010-05-10,2690204700
2010-05-11,2717810700
2010-05-12,2732994000
2010-05-13,2709804960
2010-05-14,2583369480
2010-05-17,2668948080
2010-05-18,2642998440
2010-05-19,2586406140
2010-05-20,2491993620
2010-05-21,2528985660
2010-05-24,2486748480
2010-05-25,2503312080
2010-05-26,2495030280
2010-05-27,2620913640
2010-05-28,2583093420
2010-06-01,2512422060
2010-06-02,2560732560
2010-06-03,2593583700
2010-06-04,2484540000
2010-06-07,2475982140
2010-06-08,2419941960
2010-06-09,2374392060
2010-06-10,2394544440
2010-06-11,2409175620
2010-06-14,2416353180
2010-06-15,2455553700
2010-06-16,2459694600
2010-06-17,2503864200
2010-06-18,2496134520
2010-06-21,2489785140
2010-06-22,2472945480
2010-06-23,2455001580
2010-06-24,2401445940
2010-06-25,2416905300
2010-06-28,2448928260
2010-06-29,2389023240
2010-06-30,2395513530
2010-07-01,2362554100
2010-07-02,2370032290
2010-07-06,2390805040
2010-07-07,2460878450
2010-07-08,2458662690
2010-07-09,2461155420
2010-07-12,2424595380
2010-07-13,2476942710
2010-07-14,2487467570
2010-07-15,2472511190
2010-07-16,2435120240
2010-07-19,2424595380
2010-07-20,2436782060
2010-07-21,2425703260
2010-07-22,2453123290
2010-07-23,2475557860
2010-07-26,2515718510
2010-07-27,2482482110
2010-07-28,2473619070
2010-07-29,2458662690
2010-07-30,2459493600
2010-08-02,2531505800
2010-08-03,2509348200
2010-08-04,2534552470
2010-08-05,2516272450
2010-08-06,2528736100
2010-08-09,2522919730
2010-08-10,2473065130
2010-08-11,2386096550
2010-08-12,2359784400
2010-08-13,2350367420
2010-08-16,2365600770
2010-08-17,2389697160
2010-08-18,2363938950
2010-08-19,2350090450
2010-08-20,2353968030
2010-08-23,2323501330
2010-08-24,2257305500
2010-08-25,2278355220
2010-08-26,2294696450
2010-08-27,2291095840
2010-08-30,2277247340
2010-08-31,2285833410
2010-09-01,2310483740
2010-09-02,2319346780
2010-09-03,2370586230
2010-09-07,2323778300
2010-09-08,2342335290
2010-09-09,2374186840
2010-09-10,2370863200
2010-09-13,2388589280
2010-09-14,2389697160
2010-09-15,2405484450
2010-09-16,2403268690
2010-09-17,2411023850
2010-09-20,2428195990
2010-09-21,2425980230
2010-09-22,2442321460
2010-09-23,2379726240
2010-09-24,2427365080
2010-09-27,2438720850
2010-09-28,2455062080
2010-09-29,2497715460
2010-09-30,2525591040
2010-10-01,2547077120
2010-10-04,2524474880
2010-10-05,2548751360
2010-10-06,2547914240
2010-10-07,2545681920
2010-10-08,2552099840
2010-10-11,2538147840
2010-10-12,2541775360
2010-10-13,2568005120
2010-10-14,2564098560
2010-10-15,2544007680
2010-10-18,2556285440
2010-10-19,2489594880
2010-10-20,2518894080
2010-10-21,2540101120
2010-10-22,2547914240
2010-10-25,2566888960
2010-10-26,2539264000
2010-10-27,2520289280
2010-10-28,2544844800
2010-10-29,2528660480
2010-11-01,2524195840
2010-11-02,2581957120
2010-11-03,2625208320
2010-11-04,2710036480
2010-11-05,2723430400
2010-11-08,2701944320
2010-11-09,2689387520
2010-11-10,2712826880
2010-11-11,2692177920
2010-11-12,2651159040
2010-11-15,2655902720
2010-11-16,2612093440
2010-11-17,2625766400
2010-11-18,2653112320
2010-11-19,2660925440
2010-11-22,2640276480
2010-11-23,2602048000
2010-11-24,2653670400
2010-11-26,2631626240
2010-11-29,2623534080
2010-11-30,2604838400
2010-12-01,2628556800
2010-12-02,2685201920
2010-12-03,2700270080
2010-12-06,2693294080
2010-12-07,2726778880
2010-12-08,2755520000
2010-12-09,2763333120
2010-12-10,2848161280
2010-12-13,2848719360
2010-12-14,2890017280
2010-12-15,2893923840
2010-12-16,2936896000
2010-12-17,2891133440
2010-12-20,2886668800
2010-12-21,2898946560
2010-12-22,2918479360
2010-12-23,2913735680
2010-12-27,2924339200
2010-12-28,2921548800
2010-12-29,2933268480
2010-12-30,2913735680
2010-12-31,2897830400
2011-01-03,2938849280
2011-01-04,2938291200
2011-01-05,2960614400
2011-01-06,2944151040
2011-01-07,2932152320
2011-01-10,2990471680
2011-01-11,3012794880
2011-01-12,3023398400
2011-01-13,3027863040
2011-01-14,3051581440
2011-01-18,3126922240
2011-01-19,3080322560
2011-01-20,3077811200
2011-01-21,3069160960
2011-01-24,3057720320
2011-01-25,3070835200
2011-01-26,3069440000
2011-01-27,3070277120
2011-01-28,3014190080
2011-01-31,3038187520
2011-02-01,3044884480
2011-02-02,3019491840
2011-02-03,2996889600
2011-02-04,2999121920
2011-02-07,3024235520
2011-02-08,3025909760
2011-02-09,3026188800
2011-02-10,3023398400
2011-02-11,3046837760
2011-02-14,3049070080
2011-02-15,3051860480
2011-02-16,3036792320
2011-02-17,3038466560
2011-02-18,3066649600
2011-02-22,3079485440
2011-02-23,3039024640
2011-02-24,3058278400
2011-02-25,3166266880
2011-02-28,3185520640
2011-03-01,3125248000
2011-03-02,3161244160
2011-03-03,3270348800
2011-03-04,3247467520
2011-03-07,3235189760
2011-03-08,3269232640
2011-03-09,3263930880
2011-03-10,3205890560
2011-03-11,3234073600
2011-03-14,3225702400
2011-03-15,3196403200
2011-03-16,3203379200
2011-03-17,3212866560
2011-03-18,3262256640
2011-03-21,3311646720
2011-03-22,3299927040
2011-03-23,3270627840
2011-03-24,3313600000
2011-03-25,3305786880
2011-03-28,3310809600
2011-03-29,3327831040
2011-03-30,3336760320
2011-03-31,3365601960
2011-04-01,3455807040
2011-04-04,3451044660
2011-04-05,3476537400
2011-04-06,3466452360
2011-04-07,3453285780
2011-04-08,3434796540
2011-04-11,3486902580
2011-04-12,3473455860
2011-04-13,3462250260
2011-04-14,3464491380
2011-04-15,3475696980
2011-04-18,3381289800
2011-04-19,3320779560
2011-04-20,3365041680
2011-04-21,3387172740
2011-04-25,3381850080
2011-04-26,3412105200
2011-04-27,3457768020
2011-04-28,3477938100
2011-04-29,3505111680
2011-05-02,3502310280
2011-05-03,3535366800
2011-05-04,3466452360
2011-05-05,3440119200
2011-05-06,3447402840
2011-05-09,3472895580
2011-05-10,3483260760
2011-05-11,3480739500
2011-05-12,3497547900
2011-05-13,3482700480
2011-05-16,3539288760
2011-05-17,3504271260
2011-05-18,3506512380
2011-05-19,3503710980
2011-05-20,3477097680
2011-05-23,3433956120
2011-05-24,3410984640
2011-05-25,3450484380
2011-05-26,3451885080
2011-05-27,3462810540
2011-05-31,3485782020
2011-06-01,3442080180
2011-06-02,3455246760
2011-06-03,3419949120
2011-06-06,3367843080
2011-06-07,3372325320
2011-06-08,3347953140
2011-06-09,3368403360
2011-06-10,3293886120
2011-06-13,3287442900
2011-06-14,3305091720
2011-06-15,3282680520
2011-06-16,3290804580
2011-06-17,3284081220
2011-06-20,3294726540
2011-06-21,3307052700
2011-06-22,3298088220
2011-06-23,3299769060
2011-06-24,3294166260
2011-06-27,3280719540
2011-06-28,3354396360
2011-06-29,3353275800
2011-06-30,3350673920
2011-07-01,3411870880
2011-07-05,3409063680
2011-07-06,3418046720
2011-07-07,3410186560
2011-07-08,3414397360
2011-07-11,3338883680
2011-07-12,3341690880
2011-07-13,3350673920
2011-07-14,3322040480
2011-07-15,3322882640
2011-07-18,3283862560
2011-07-19,3283862560
2011-07-20,3266177200
2011-07-21,3320356160
2011-07-22,3294529920
2011-07-25,3261404960
2011-07-26,3197400800
2011-07-27,3097183760
2011-07-28,3046654160
2011-07-29,3059848000
2011-08-01,3023073680
2011-08-02,2909662800
2011-08-03,2865589760
2011-08-04,2824043200
2011-08-05,2826569680
2011-08-08,2726352640
2011-08-09,2822358880
2011-08-10,2638768000
2011-08-11,2746283760
2011-08-12,2848465840
2011-08-15,2849588720
2011-08-16,2837798480
2011-08-17,2852395920
2011-08-18,2715966000
2011-08-19,2718211760
2011-08-22,2679472400
2011-08-23,2783058080
2011-08-24,2798778400
2011-08-25,2732528480
2011-08-26,2773794320
2011-08-29,2838640640
2011-08-30,2804392800
2011-08-31,2816744480
2011-09-01,2814779440
2011-09-02,2732528480
2011-09-06,2700526400
2011-09-07,2781093040
2011-09-08,2708667280
2011-09-09,2589080560
2011-09-12,2574763840
2011-09-13,2622205520
2011-09-14,2728317680
2011-09-15,2739827200
2011-09-16,2757231840
2011-09-19,2665717120
2011-09-20,2596660000
2011-09-21,2512444000
2011-09-22,2457422880
2011-09-23,2531813680
2011-09-26,2543603920
2011-09-27,2694350560
2011-09-28,2535463040
2011-09-29,2555394160
2011-09-30,2559804770
2011-10-03,2507632920
2011-10-04,2607746470
2011-10-05,2648637920
2011-10-06,2670352690
2011-10-07,2592517930
2011-10-10,2642715710
2011-10-11,2633973400
2011-10-12,2658790280
2011-10-13,2669224650
2011-10-14,2675710880
2011-10-17,2588851800
2011-10-18,2662738420
2011-10-19,2653714100
2011-10-20,2680787060
2011-10-21,2779490560
2011-10-24,2858171350
2011-10-25,2771876290
2011-10-26,2784566740
2011-10-27,2888628430
2011-10-28,2877066020
2011-10-31,2807409550
2011-11-01,2684453190
2011-11-02,2704757910
2011-11-03,2785412770
2011-11-04,2764826040
2011-11-07,2829406330
2011-11-08,2892012550
2011-11-09,2769338200
2011-11-10,2786822820
2011-11-11,2849993060
2011-11-14,2804589450
2011-11-15,2796975180
2011-11-16,2727318710
2011-11-17,2690657410
2011-11-18,2693477510
2011-11-21,2629743250
2011-11-22,2609720540
2011-11-23,2553036530
2011-11-25,2538936030
2011-11-28,2603516320
2011-11-29,2592799940
2011-11-30,2659354300
2011-12-01,2628333200
2011-12-02,2605772400
2011-12-05,2643561740
2011-12-06,2631153300
2011-12-07,2588005770
2011-12-08,2537807990
2011-12-09,2563752910
2011-12-12,2551626480
2011-12-13,2547396330
2011-12-14,2518631310
2011-12-15,2575033310
2011-12-16,2737471070
2011-12-19,2682761130
2011-12-20,2717448360
2011-12-21,2729010770
2011-12-22,2706731980
2011-12-23,2699681730
2011-12-27,2697707660
2011-12-28,2659354300
2011-12-29,2696579620
2011-12-30,2708424040
2012-01-03,2765954080
2012-01-04,2762569960
2012-01-05,2776106440
2012-01-06,2749597500
2012-01-09,2725344640
2012-01-10,2783438700
2012-01-11,2857889340
2012-01-12,2821228040
2012-01-13,2767646140
2012-01-17,2791334980
2012-01-18,2816151860
2012-01-19,2815587840
2012-01-20,2747059410
2012-01-23,2794719100
2012-01-24,2857325320
2012-01-25,2955182790
2012-01-26,2961105000
2012-01-27,2954054750
2012-01-30,2907805110
2012-01-31,2864093560
2012-02-01,2958566910
2012-02-02,2951516660
2012-02-03,2955182790
2012-02-06,2958848920
2012-02-07,2946158470
2012-02-08,2960258970
2012-02-09,2917393450
2012-02-10,2906959080
2012-02-13,2933186010
2012-02-14,2932339980
2012-02-15,2915701390
2012-02-16,2939108220
2012-02-17,2919367520
2012-02-21,2883552250
2012-02-22,2877630040
2012-02-23,2942210330
2012-02-24,2851403110
2012-02-27,2880450140
2012-02-28,2911471240
2012-02-29,2874245920
2012-03-01,2900754860
2012-03-02,2871143810
2012-03-05,2865785620
2012-03-06,2839558690
2012-03-07,2886090340
2012-03-08,2908087120
2012-03-09,2927827820
2012-03-12,2912881290
2012-03-13,2949260580
2012-03-14,2907523100
2012-03-15,2934596060
2012-03-16,2945876460
2012-03-19,2979999670
2012-03-20,2908369130
2012-03-21,2901036870
2012-03-22,2876502000
2012-03-23,2865503610
2012-03-26,2916547420
2012-03-27,2927545810
2012-03-28,2903292950
2012-03-29,2901600890
2012-03-30,2924161690
2012-04-02,2907490000
2012-04-03,3227562500
2012-04-04,3193662500
2012-04-05,3171627500
2012-04-09,3125015000
2012-04-10,3053260000
2012-04-11,3067102500
2012-04-12,3086030000
2012-04-13,3017100000
2012-04-16,2996477500
2012-04-17,3052977500
2012-04-18,3045350000
2012-04-19,3045915000
2012-04-20,3033485000
2012-04-23,2998455000
2012-04-24,3003540000
2012-04-25,3057780000
2012-04-26,3056650000
2012-04-27,3079532500
2012-04-30,3050717500
2012-05-01,3055237500
2012-05-02,2988002500
2012-05-03,2969357500
2012-05-04,2930937500
2012-05-07,2925287500
2012-05-08,2902687500
2012-05-09,2913422500
2012-05-10,2924722500
2012-05-11,2921897500
2012-05-14,2871047500
2012-05-15,2828107500
2012-05-16,2826130000
2012-05-17,2812005000
2012-05-18,2764827500
2012-05-21,2821892500
2012-05-22,2826130000
2012-05-23,2833475000
2012-05-24,2882065000
2012-05-25,2864267500
2012-05-29,2886585000
2012-05-30,2830367500
2012-05-31,2813982500
2012-06-01,2735730000
2012-06-04,2715107500
2012-06-05,2729232500
2012-06-06,2782342500
2012-06-07,2763132500
2012-06-08,2728385000
2012-06-11,2733470000
2012-06-12,2747030000
2012-06-13,2742510000
2012-06-14,2771607500
2012-06-15,2817090000
2012-06-18,2850990000
2012-06-19,2889127500
2012-06-20,2876132500
2012-06-21,2796750000
2012-06-22,2845057500
2012-06-25,2768782500
2012-06-26,2732622500
2012-06-27,2772172500
2012-06-28,2754375000
2012-06-29,2825282500
2012-07-02,2809682880
2012-07-03,2839693600
2012-07-05,2830916880
2012-07-06,2836579280
2012-07-09,2841109200
2012-07-10,2767781120
2012-07-11,2744282160
2012-07-12,2745980880
2012-07-13,2797791840
2012-07-16,2793261920
2012-07-17,2824688240
2012-07-18,2816477760
2012-07-19,2839693600
2012-07-20,2775425360
2012-07-23,2707193440
2012-07-24,2657647440
2012-07-25,2613197600
2012-07-26,2632166640
2012-07-27,2695019280
2012-07-30,2702097280
2012-07-31,2723897520
2012-08-01,2740601600
2012-08-02,2665291680
2012-08-03,2734372960
2012-08-06,2740318480
2012-08-07,2781654000
2012-08-08,2939634960
2012-08-09,2941616800
2012-08-10,2919250320
2012-08-13,2892920160
2012-08-14,2898582560
2012-08-15,2923214000
2012-08-16,2930292000
2012-08-17,2919533440
2012-08-20,2924912720
2012-08-21,2930292000
2012-08-22,2912455440
2012-08-23,2874800480
2012-08-24,2877065440
2012-08-27,2859228880
2012-08-28,2864891280
2012-08-29,2875366720
2012-08-30,2839976720
2012-08-31,2841958560
2012-09-04,2916985360
2012-09-05,2967380720
2012-09-06,3003903200
2012-09-07,3036462000
2012-09-10,2997957680
2012-09-11,3015511120
2012-09-12,3038443840
2012-09-13,3068454560
2012-09-14,3097899040
2012-09-17,3070719520
2012-09-18,3044672480
2012-09-19,3037594480
2012-09-20,3044672480
2012-09-21,3048353040
2012-09-24,3061093440
2012-09-25,3051467360
2012-09-26,3042124400
2012-09-27,3040991920
2012-09-28,3021456640
2012-10-01,3038158000
2012-10-02,3067687760
2012-10-03,3050935300
2012-10-04,3102328440
2012-10-05,3110562700
2012-10-08,3086711740
2012-10-09,2982505760
2012-10-10,2950988420
2012-10-11,3026800400
2012-10-12,3011467640
2012-10-15,2982505760
2012-10-16,2995850940
2012-10-17,2993011540
2012-10-18,2909533180
2012-10-19,2871485220
2012-10-22,2891361020
2012-10-23,2860411560
2012-10-24,2839967880
2012-10-25,2863250960
2012-10-26,2866090360
2012-10-31,2877731900
2012-11-01,2966321180
2012-11-02,2897323760
2012-11-05,2918619260
2012-11-06,2931680500
2012-11-07,2926569580
2012-11-08,2882274940
2012-11-09,2873188860
2012-11-12,2872337040
2012-11-13,2857856100
2012-11-14,2857856100
2012-11-15,2863818840
2012-11-16,2850757600
2012-11-19,2904422260
2012-11-20,2913792280
2012-11-21,2901582860
2012-11-23,2952692060
2012-11-26,2926001700
2012-11-27,2922878360
2012-11-28,2923162300
2012-11-29,2985629100
2012-11-30,2966889060
2012-12-03,2962062080
2012-12-04,2980234240
2012-12-05,2968876640
2012-12-06,2981370000
2012-12-07,2965185420
2012-12-10,2979666360
2012-12-11,2991307900
2012-12-12,2973419680
2012-12-13,2973703620
2012-12-14,2960074500
2012-12-17,2952408120
2012-12-18,3041281340
2012-12-19,3026232520
2012-12-20,3028220100
2012-12-21,2978814540
2012-12-24,3025948580
2012-12-26,2984209400
2012-12-27,2987048800
2012-12-28,2958938740
2012-12-31,2993294700
2013-01-02,3061965240
2013-01-03,3063674880
2013-01-04,3094733340
2013-01-07,3107840580
2013-01-08,3114964080
2013-01-09,3155995440
2013-01-10,3161409300
2013-01-11,3158559900
2013-01-14,3173376780
2013-01-15,3182779800
2013-01-16,3152291220
2013-01-17,3260568420
2013-01-18,3239767800
2013-01-22,3266267220
2013-01-23,3240052740
2013-01-24,3271966020
2013-01-25,3291341940
2013-01-28,3269686500
2013-01-29,3284218440
2013-01-30,3279374460
2013-01-31,3242332260
2013-02-01,3318981120
2013-02-04,3268261800
2013-02-05,3267691920
2013-02-06,3303879300
2013-02-07,3297325680
2013-02-08,3318981120
2013-02-11,3316131720
2013-02-12,3319835940
2013-02-13,3336647400
2013-02-14,3335222700
2013-02-15,3338926920
2013-02-19,3374544420
2013-02-20,3336077520
2013-02-21,3317271480
2013-02-22,3332943180
2013-02-25,3342346200
2013-02-26,3342346200
2013-02-27,3520433700
2013-02-28,3510460800
2013-03-01,3507326460
2013-03-04,3473703540
2013-03-05,3490799940
2013-03-06,3498208380
2013-03-07,3489945120
2013-03-08,3520433700
2013-03-11,3525562620
2013-03-12,3503052360
2013-03-13,3500772840
2013-03-14,3506471640
2013-03-15,3503907180
2013-03-18,3477692700
2013-03-19,3514734900
2013-03-20,3544653600
2013-03-21,3528981900
2013-03-22,3528696960
2013-03-25,3495928860
2013-03-26,3558045780
2013-03-27,3561750000
2013-03-28,3590244000
2013-04-01,3572386840
2013-04-02,3567820760
2013-04-03,3554978660
2013-04-04,3564396200
2013-04-05,3520162300
2013-04-08,3525299140
2013-04-09,3521018440
2013-04-10,3556120180
2013-04-11,3555264040
2013-04-12,3521874580
2013-04-15,3455381040
2013-04-16,3523301480
2013-04-17,3465940100
2013-04-18,3426843040
2013-04-19,3449958820
2013-04-22,3449958820
2013-04-23,3455951800
2013-04-24,3421420820
2013-04-25,3442824320
2013-04-26,3394880480
2013-04-29,3425130760
2013-04-30,3417425500
2013-05-01,3355783420
2013-05-02,3372620840
2013-05-03,3445963500
2013-05-06,3412288660
2013-05-07,3186553080
2013-05-08,3378043060
2013-05-09,3367484000
2013-05-10,3355212660
2013-05-13,3336377580
2013-05-14,3322393960
2013-05-15,3336377580
2013-05-16,3342655940
2013-05-17,3310978760
2013-05-20,3322108580
2013-05-21,3313832560
2013-05-22,3292999820
2013-05-23,3298136660
2013-05-24,3283867660
2013-05-28,3306698060
2013-05-29,3268457140
2013-05-30,3288148360
2013-05-31,3244199840
2013-06-03,3250763580
2013-06-04,3230501600
2013-06-05,3211666520
2013-06-06,3234782300
2013-06-07,3227077040
2013-06-10,3253332000
2013-06-11,3231643120
2013-06-12,3179703960
2013-06-13,3222796340
2013-06-14,3209954240
2013-06-17,3240489900
2013-06-18,3255615040
2013-06-19,3226220900
2013-06-20,3203390500
2013-06-21,3235353060
2013-06-24,3200536700
2013-06-25,3159156600
2013-06-26,3154875900
2013-06-27,3184555420
2013-06-28,3201963600
2013-07-01,3215563040
2013-07-02,3201365040
2013-07-03,3212155520
2013-07-05,3276330480
2013-07-08,3343345040
2013-07-09,3357543040
2013-07-10,3357827000
2013-07-11,3390198440
2013-07-12,3399001200
2013-07-15,3403828520
2013-07-16,3363222240
2013-07-17,3373160840
2013-07-18,3433076400
2013-07-19,3438471640
2013-07-22,3451249840
2013-07-23,3453805480
2013-07-24,3411779400
2013-07-25,3433644320
2013-07-26,3400988920
2013-07-29,3428249080
2013-07-30,3459484680
2013-07-31,3464028040
2013-08-01,3516560640
2013-08-02,3572216800
2013-08-05,3509461640
2013-08-06,3504066400
2013-08-07,3421718000
2013-08-08,3402124760
2013-08-09,3387926760
2013-08-12,3383099440
2013-08-13,3396729520
2013-08-14,3355839280
2013-08-15,3345616720
2013-08-16,3335962080
2013-08-19,3334258320
2013-08-20,3316652800
2013-08-21,3304158560
2013-08-22,3326023480
2013-08-23,3315233000
2013-08-26,3318072600
2013-08-27,3265540000
2013-08-28,3270083360
2013-08-29,3276898400
2013-08-30,3237427960
2013-09-03,3239699640
2013-09-04,3276898400
2013-09-05,3295355800
2013-09-06,3312393400
2013-09-09,3331986640
2013-09-10,3338233760
2013-09-11,3322332000
2013-09-12,3305294400
2013-09-13,3291664320
2013-09-16,3286553040
2013-09-17,3293368080
2013-09-18,3296491640
2013-09-19,3291380360
2013-09-20,3269515440
2013-09-23,3274058800
2013-09-24,3251625960
2013-09-25,3303022720
2013-09-26,3328863080
2013-09-27,3322048040
2013-09-30,3374912480
2013-10-01,3419984040
2013-10-02,3409362080
2013-10-03,3381228240
2013-10-04,3388118160
2013-10-07,3379505760
2013-10-08,3332998800
2013-10-09,3316635240
2013-10-10,3378070360
2013-10-11,3407926680
2013-10-14,3428883520
2013-10-15,3399314280
2013-10-16,3466203920
2013-10-17,3509840080
2013-10-18,3508978840
2013-10-21,3510701320
2013-10-22,3555772880
2013-10-23,3538548080
2013-10-24,3538835160
2013-10-25,3561227400
2013-10-28,3564098200
2013-10-29,3563524040
2013-10-30,3541993040
2013-10-31,3546012160
2013-11-01,3529361520
2013-11-04,3569552720
2013-11-05,3507830520
2013-11-06,3521897440
2013-11-07,3548595880
2013-11-08,3491754040
2013-11-11,3477687120
2013-11-12,3498069800
2013-11-13,3497495640
2013-11-14,3493763600
2013-11-15,3537973920
2013-11-18,3495773160
2013-11-19,3490318640
2013-11-20,3510701320
2013-11-21,3552327920
2013-11-22,3531084000
2013-11-25,3505246800
2013-11-26,3557782440
2013-11-27,3535103120
2013-11-29,3520174960
2013-12-02,3512710880
2013-12-03,3512710880
2013-12-04,3507830520
2013-12-05,3490318640
2013-12-06,3523619920
2013-12-09,3495199000
2013-12-10,3476825880
2013-12-11,3433763880
2013-12-12,3440940880
2013-12-13,3492902360
2013-12-16,3515294600
2013-12-17,3511849640
2013-12-18,3556347040
2013-12-19,3525055320
2013-12-20,3526777800
2013-12-23,3548595880
2013-12-24,3546586320
2013-12-26,3555772880
2013-12-27,3569839800
2013-12-30,3574146000
2013-12-31,3558855510
2014-01-02,3531216150
2014-01-03,3508183350
2014-01-06,3485726370
2014-01-07,3567780720
2014-01-08,3580160850
2014-01-09,3695612760
2014-01-10,3798396630
2014-01-13,3675459060
2014-01-14,3743117909
2014-01-15,3738223440
2014-01-16,3703386330
2014-01-17,3701946780
2014-01-21,3682944720
2014-01-22,3699067679
2014-01-23,3726131219
2014-01-24,3651850440
2014-01-27,3646668060
2014-01-28,3676898610
2014-01-29,3627378090
2014-01-30,3703962150
2014-01-31,3659911920
2014-02-03,3569508180
2014-02-04,3593404710
2014-02-05,3603481560
2014-02-06,3618452880
2014-02-07,3658760280
2014-02-10,3689566650
2014-02-11,3706553340
2014-02-12,3772484730
2014-02-13,3804154830
2014-02-14,3788607690
2014-02-18,3800987820
2014-02-19,3814807500
