,PRU
2011-03-17,28851550000
2011-03-18,29399487000
2011-03-21,29651635000
2011-03-22,29632239000
2011-03-23,29350997000
2011-03-24,29549806000
2011-03-25,29588598000
2011-03-28,29346148000
2011-03-29,29384940000
2011-03-30,29593447000
2011-03-31,29927880000
2011-04-01,30384720000
2011-04-04,30724920000
2011-04-05,30690900000
2011-04-06,31259519999
2011-04-07,30856140000
2011-04-08,30268080000
2011-04-11,30491640000
2011-04-12,29923020000
2011-04-13,29548800000
2011-04-14,29354400000
2011-04-15,29646000000
2011-04-18,29213460000
2011-04-19,28946160000
2011-04-20,29611980000
2011-04-21,30000780000
2011-04-25,29704320000
2011-04-26,29913300000
2011-04-27,29927880000
2011-04-28,30807540000
2011-04-29,30822120000
2011-05-02,30861000000
2011-05-03,30705480000
2011-05-04,30340980000
2011-05-05,30613140000
2011-05-06,30958200000
2011-05-09,31021380000
2011-05-10,31322700000
2011-05-11,31026240000
2011-05-12,31084560000
2011-05-13,30681180000
2011-05-16,30720060000
2011-05-17,30754080000
2011-05-18,31099140000
2011-05-19,31405320000
2011-05-20,30914460000
2011-05-23,30321540000
2011-05-24,29908440000
2011-05-25,30229200000
2011-05-26,30895020000
2011-05-27,30700620000
2011-05-31,30997080000
2011-06-01,29534220000
2011-06-02,30039660000
2011-06-03,29772360000
2011-06-06,28946160000
2011-06-07,28946160000
2011-06-08,28868400000
2011-06-09,29223180000
2011-06-10,28693440000
2011-06-13,28985040000
2011-06-14,29334960000
2011-06-15,28076220000
2011-06-16,28343520000
2011-06-17,28766340000
2011-06-20,28989900000
2011-06-21,29607120000
2011-06-22,29334960000
2011-06-23,29354400000
2011-06-24,29019060000
2011-06-27,29548800000
2011-06-28,30132000000
2011-06-29,30647160000
2011-06-30,29556632000
2011-07-01,30105096000
2011-07-05,29826216000
2011-07-06,29728608000
2011-07-07,30332848000
2011-07-08,29923823999
2011-07-11,28887320000
2011-07-12,28627032000
2011-07-13,28571256000
2011-07-14,28301672000
2011-07-15,28241248000
2011-07-18,27785744000
2011-07-19,27883352000
2011-07-20,28032088000
2011-07-21,28640976000
2011-07-22,28320264000
2011-07-25,27985608000
2011-07-26,27934480000
2011-07-27,27097840000
2011-07-28,27125728000
2011-07-29,27274464000
2011-08-01,27056008000
2011-08-02,26330920000
2011-08-03,26526136000
2011-08-04,25443152000
2011-08-05,25094552000
2011-08-08,22375472000
2011-08-09,24439184000
2011-08-10,22203496000
2011-08-11,23979032000
2011-08-12,23681560000
2011-08-15,24402000000
2011-08-16,23565360000
2011-08-17,23653672000
2011-08-18,21915320000
2011-08-19,21608552000
2011-08-22,21338968000
2011-08-23,22026872000
2011-08-24,22487024000
2011-08-25,21924616000
2011-08-26,22105888000
2011-08-29,23314368000
2011-08-30,22928584000
2011-08-31,23337608000
2011-09-01,22714776000
2011-09-02,21659680000
2011-09-06,21064736000
2011-09-07,22649704000
2011-09-08,21878136000
2011-09-09,21445872000
2011-09-12,21752640000
2011-09-13,22078000000
2011-09-14,22500968000
2011-09-15,23556064000
2011-09-16,23913960000
2011-09-19,23035488000
2011-09-20,22765904000
2011-09-21,21255304000
2011-09-22,20465144000
2011-09-23,20418664000
2011-09-26,21431928000
2011-09-27,21827008000
2011-09-28,21004312000
2011-09-29,22338288000
2011-09-30,21103768194
2011-10-03,19775212578
2011-10-04,20378692079
2011-10-05,21103768194
2011-10-06,21738772743
2011-10-07,20725467612
2011-10-10,21950440926
2011-10-11,22391791605
2011-10-12,22968249636
2011-10-13,22405302341
2011-10-14,22932221009
2011-10-17,22054023228
2011-10-18,23233960759
2011-10-19,22612466945
2011-10-20,23306018013
2011-10-21,23972547610
2011-10-24,24553509218
2011-10-25,23373571688
2011-10-26,24103151382
2011-10-27,25814511159
2011-10-28,25805504002
2011-10-31,24409394711
2011-11-01,23202435710
2011-11-02,24170705058
2011-11-03,23891483199
2011-11-04,23504175460
2011-11-07,24008576237
2011-11-08,24535494905
2011-11-09,23360060953
2011-11-10,23828433102
2011-11-11,24341841035
2011-11-14,24116662117
2011-11-15,24044604864
2011-11-16,23373571688
2011-11-17,22738567139
2011-11-18,21855865781
2011-11-21,21545118874
2011-11-22,21144300400
2011-11-23,20342663452
2011-11-25,20225570414
2011-11-28,21148803978
2011-11-29,21103768194
2011-11-30,22806120815
2011-12-01,22499877486
2011-12-02,22698034934
2011-12-05,23220450024
2011-12-06,23152896348
2011-12-07,23288003699
2011-12-08,22238669941
2011-12-09,22693531356
2011-12-12,21896397986
2011-12-13,21513593825
2011-12-14,21464054463
2011-12-15,21576643922
2011-12-16,21648701176
2011-12-19,21157811135
2011-12-20,22139591217
2011-12-21,22216152049
2011-12-22,22734063561
2011-12-23,22932221009
2011-12-27,22738567139
2011-12-28,22292712882
2011-12-29,22657502729
2011-12-30,22571934740
2012-01-03,24069960000
2012-01-04,24163800000
2012-01-05,24651768000
2012-01-06,24740916000
2012-01-09,24520392000
2012-01-10,25064664000
2012-01-11,25501020000
2012-01-12,25857612000
2012-01-13,25923300000
2012-01-17,25632396000
2012-01-18,26331504000
2012-01-19,26716248000
2012-01-20,26913312000
2012-01-23,27330900000
2012-01-24,27251136000
2012-01-25,27110376000
2012-01-26,26082828000
2012-01-27,26847624000
2012-01-30,26922696000
2012-01-31,26857008000
2012-02-01,27368436000
2012-02-02,27363744000
2012-02-03,28091004000
2012-02-06,28147308000
2012-02-07,28353756000
2012-02-08,28405368000
2012-02-09,28081620000
2012-02-10,27682800000
2012-02-13,28231764000
2012-02-14,27875172000
2012-02-15,28245840000
2012-02-16,28583664000
2012-02-17,28804188000
2012-02-21,28790112000
2012-02-22,28541436000
2012-02-23,28733808000
2012-02-24,28663428000
2012-02-27,28442904000
2012-02-28,28766652000
2012-02-29,28696272000
2012-03-01,29095092000
2012-03-02,28780728000
2012-03-05,28869876000
2012-03-06,28034700000
2012-03-07,28517976000
2012-03-08,29034096000
2012-03-09,29076324000
2012-03-12,28724424000
2012-03-13,29592444000
2012-03-14,28893336000
2012-03-15,29672208000
2012-03-16,29892732000
2012-03-19,30080412000
2012-03-20,30333780000
2012-03-21,29977188000
2012-03-22,29503296000
2012-03-23,29554908000
2012-03-26,30052260000
2012-03-27,29817660000
2012-03-28,29756664000
2012-03-29,29446992000
2012-03-30,29742588000
2012-04-02,30063450000
2012-04-03,29667265000
2012-04-04,29280402000
2012-04-05,29140572000
2012-04-09,28492693000
2012-04-10,27653713000
2012-04-11,28138457000
2012-04-12,28618540000
2012-04-13,27924051000
2012-04-16,27998627000
2012-04-17,28506676000
2012-04-18,28213033000
2012-04-19,28045237000
2012-04-20,27840153000
2012-04-23,27467273000
2012-04-24,27621086000
2012-04-25,28054559000
2012-04-26,28576591000
2012-04-27,28604557000
2012-04-30,28217694000
2012-05-01,28376168000
2012-05-02,28404134000
2012-05-03,25546941000
2012-05-04,24652029000
2012-05-07,24325759000
2012-05-08,24041438000
2012-05-09,23799066000
2012-05-10,24069404000
2012-05-11,24008811000
2012-05-14,23216441000
2012-05-15,22717714000
2012-05-16,22121106000
2012-05-17,21459244000
2012-05-18,21487210000
2012-05-21,21762209000
2012-05-22,21757548000
2012-05-23,21925344000
2012-05-24,22060513000
2012-05-25,21999920000
2012-05-29,22312207000
2012-05-30,21743565000
2012-05-31,21650345000
2012-06-01,20853314000
2012-06-04,20857975000
2012-06-05,21435939000
2012-06-06,22298224000
2012-06-07,22344834000
2012-06-08,22358817000
2012-06-11,21827463000
2012-06-12,22191021000
2012-06-13,21995259000
2012-06-14,22279580000
2012-06-15,22647799000
2012-06-18,22083818000
2012-06-19,22526613000
2012-06-20,22559240000
2012-06-21,21822802000
2012-06-22,21943988000
2012-06-25,21277465000
2012-06-26,21347380000
2012-06-27,21701616000
2012-06-28,21799497000
2012-06-29,22573223000
2012-07-02,22401283559
2012-07-03,22744776096
2012-07-05,22364149230
2012-07-06,22187761171
2012-07-09,22011373111
2012-07-10,21834985052
2012-07-11,22173835798
2012-07-12,22071716395
2012-07-13,22809761170
2012-07-16,22443059678
2012-07-17,22582313409
2012-07-18,22582313409
2012-07-19,22545179081
2012-07-20,21677164156
2012-07-23,21273328336
2012-07-24,21101582067
2012-07-25,21282611918
2012-07-26,21640029828
2012-07-27,22317731320
2012-07-30,22545179081
2012-07-31,22410567141
2012-08-01,22085641768
2012-08-02,23227522364
2012-08-03,24151238781
2012-08-06,24197656691
2012-08-07,24759313407
2012-08-08,24889283556
2012-08-09,24949626840
2012-08-10,25014611914
2012-08-13,24982119377
2012-08-14,24852149228
2012-08-15,25065671616
2012-08-16,25209567138
2012-08-17,25153865645
2012-08-20,25334895496
2012-08-21,25497358182
2012-08-22,25339537287
2012-08-23,24972835795
2012-08-24,25353462660
2012-08-27,25135298481
2012-08-28,24986761168
2012-08-29,25293119376
2012-08-30,25107447735
2012-08-31,25302402959
2012-09-04,25358104451
2012-09-05,25376671615
2012-09-06,26114716391
2012-09-07,26546402957
2012-09-10,26049731316
2012-09-11,26309671614
2012-09-12,26416432808
2012-09-13,26903820867
2012-09-14,27214820867
2012-09-17,26954880569
2012-09-18,26708865644
2012-09-19,26708865644
2012-09-20,26481417883
2012-09-21,26434999972
2012-09-24,26518552211
2012-09-25,25789791018
2012-09-26,24944985048
2012-09-27,25446298481
2012-09-28,25302402959
2012-10-01,25306838707
2012-10-02,25306838707
2012-10-03,25274322578
2012-10-04,25910709675
2012-10-05,26338064514
2012-10-08,26324129030
2012-10-09,26300903223
2012-10-10,26036129030
2012-10-11,26440258062
2012-10-12,26036129030
2012-10-15,26319483869
2012-10-16,26960516127
2012-10-17,27373935481
2012-10-18,27819870965
2012-10-19,26960516127
2012-10-22,26988387094
2012-10-23,26463483869
2012-10-24,26277677417
2012-10-25,26621419352
2012-10-26,26616774191
2012-10-31,26500645159
2012-11-01,26797935482
2012-11-02,26588903223
2012-11-05,26472774191
2012-11-06,26955870965
2012-11-07,25729548385
2012-11-08,24507870966
2012-11-09,24484645159
2012-11-12,24243096772
2012-11-13,23657806449
2012-11-14,23202580643
2012-11-15,23420903224
2012-11-16,22640516127
2012-11-19,23137548385
2012-11-20,23588129030
2012-11-21,23750709675
2012-11-23,24164129030
2012-11-26,24052645159
2012-11-27,23611354837
2012-11-28,23969032256
2012-11-29,24075870966
2012-11-30,24210580643
2012-12-03,24136258062
2012-12-04,24182709675
2012-12-05,24438193546
2012-12-06,24447483869
2012-12-07,24373161288
2012-12-10,24387096772
2012-12-11,24349935482
2012-12-12,24466064514
2012-12-13,24043354837
2012-12-14,23653161288
2012-12-17,24154838708
2012-12-18,24675096772
2012-12-19,24735483869
2012-12-20,25306838707
2012-12-21,24819096772
2012-12-24,24721548385
2012-12-26,24656516127
2012-12-27,24642580643
2012-12-28,24373161288
2012-12-31,24772645159
2013-01-02,26022193546
2013-01-03,25850322578
2013-01-04,26254451611
2013-01-07,25915354836
2013-01-08,25854967740
2013-01-09,26156903223
2013-01-10,26895483869
2013-01-11,26756129030
2013-01-14,26570322578
2013-01-15,26542451611
2013-01-16,26389161288
2013-01-17,26821161288
2013-01-18,26807225804
2013-01-22,27211354836
2013-01-23,27058064514
2013-01-24,27076645159
2013-01-25,27448258062
2013-01-28,27346064514
2013-01-29,27290322578
2013-01-30,26946580643
2013-01-31,26886193546
2013-02-01,27332129030
2013-02-04,26783999998
2013-02-05,27174193546
2013-02-06,27178838707
2013-02-07,26430967740
2013-02-08,26756129030
2013-02-11,26574967740
2013-02-12,26477419353
2013-02-13,26630709675
2013-02-14,26505290320
2013-02-15,26607483869
2013-02-19,27011612901
2013-02-20,26036129030
2013-02-21,25599483869
2013-02-22,26050064514
2013-02-25,25409032256
2013-02-26,25381161288
2013-02-27,25947870965
2013-02-28,25813161288
2013-03-01,25539096772
2013-03-04,25748129030
2013-03-05,26365935482
2013-03-06,26454193546
2013-03-07,27048774191
2013-03-08,27685161288
2013-03-11,28061419352
2013-03-12,27810580643
2013-03-13,27726967740
2013-03-14,27954580643
2013-03-15,28061419352
2013-03-18,27592258062
2013-03-19,27601548385
2013-03-20,27685161288
2013-03-21,27095225804
2013-03-22,27290322578
2013-03-25,27239225804
2013-03-26,27680516127
2013-03-27,27457548385
2013-03-28,27401806449
2013-04-01,27058571411
2013-04-02,27411428554
2013-04-03,26919285697
2013-04-04,26445714269
2013-04-05,25758571412
2013-04-08,25902499984
2013-04-09,26204285698
2013-04-10,26863571412
2013-04-11,26761428554
2013-04-12,26417857126
2013-04-15,25804999984
2013-04-16,26334285698
2013-04-17,25944285698
2013-04-18,25493928555
2013-04-19,25893214269
2013-04-22,26046428555
2013-04-23,26900714269
2013-04-24,27086428554
2013-04-25,27550714268
2013-04-26,27508928554
2013-04-29,27991785697
2013-04-30,28052142839
2013-05-01,27522857125
2013-05-02,29440357124
2013-05-03,30271428552
2013-05-06,30549999981
2013-05-07,30494285695
2013-05-08,30628928552
2013-05-09,30415357124
2013-05-10,30201785695
2013-05-13,30224999981
2013-05-14,30921428552
2013-05-15,31432142837
2013-05-16,31199999980
2013-05-17,31747857123
2013-05-20,31771071409
2013-05-21,31594642837
2013-05-22,31316071409
2013-05-23,31102499980
2013-05-24,30856428552
2013-05-28,31511071409
2013-05-29,32137857123
2013-05-30,32504642837
2013-05-31,32021785694
2013-06-03,32300357122
2013-06-04,32068214265
2013-06-05,31316071409
2013-06-06,32063571408
2013-06-07,33298571408
2013-06-10,33595714265
2013-06-11,32931785694
2013-06-12,32968928551
2013-06-13,33289285693
2013-06-14,32722857122
2013-06-17,33516785693
2013-06-18,33878928550
2013-06-19,33535357122
2013-06-20,33386785693
2013-06-21,33219642836
2013-06-24,32620714265
2013-06-25,33006071408
2013-06-26,32987499979
2013-06-27,33618928550
2013-06-28,33906785693
2013-07-01,33558199036
2013-07-02,33924454960
2013-07-03,33805421785
2013-07-05,34611184818
2013-07-08,35151412305
2013-07-09,35755734580
2013-07-10,35448995244
2013-07-11,35714530789
2013-07-12,35659592400
2013-07-15,35494777234
2013-07-16,35403213253
2013-07-17,35279601879
2013-07-18,35948018940
2013-07-19,35796938371
2013-07-22,36236445480
2013-07-23,36135725101
2013-07-24,35893080552
2013-07-25,36044161120
2013-07-26,36241023679
2013-07-29,36094521310
2013-07-30,36021270125
2013-07-31,36154037897
2013-08-01,37825080551
2013-08-02,37728938371
2013-08-05,37733516570
2013-08-06,36959800930
2013-08-07,36337165859
2013-08-08,36813298561
2013-08-09,36891127944
2013-08-12,36492824627
2013-08-13,36817876760
2013-08-14,36685108987
2013-08-15,36048739319
2013-08-16,36447042637
2013-08-19,35664170599
2013-08-20,35751156381
2013-08-21,35568028419
2013-08-22,36401260646
2013-08-23,36030426523
2013-08-26,35636701405
2013-08-27,34139630315
2013-08-28,34368540268
2013-08-29,34524199036
2013-08-30,34281554486
2013-09-03,34757687187
2013-09-04,35796938371
2013-09-05,35732843585
2013-09-06,35503933632
2013-09-09,36039582921
2013-09-10,36900284343
2013-09-11,36730890978
2013-09-12,36602701404
2013-09-13,36483668229
2013-09-16,37042208513
2013-09-17,37371838845
2013-09-18,36735469177
2013-09-19,36025848324
2013-09-20,35819829367
2013-09-23,35700796191
2013-09-24,35618388609
2013-09-25,36080786713
2013-09-26,36076208514
2013-09-27,35897658751
2013-09-30,36060060969
2013-10-01,36110927944
2013-10-02,36203413353
2013-10-03,35722489226
2013-10-04,36254280328
2013-10-07,35796477553
2013-10-08,35139831149
2013-10-09,35139831149
2013-10-10,36564106448
2013-10-11,36934048084
2013-10-14,37114394631
2013-10-15,36873932568
2013-10-16,37701676978
2013-10-17,38039248721
2013-10-18,38164104023
2013-10-21,37650810003
2013-10-22,37789538117
2013-10-23,37234625663
2013-10-24,37627688651
2013-10-25,37646185733
2013-10-28,37479711997
2013-10-29,38224219539
2013-10-30,38011503099
2013-10-31,37636937192
2013-11-01,37544451783
2013-11-04,37720174060
2013-11-05,37673931356
2013-11-06,37821908010
2013-11-07,38732889289
2013-11-08,40184910210
2013-11-11,39995315122
2013-11-12,40064679178
2013-11-13,40614967362
2013-11-14,41179128357
2013-11-15,40980284727
2013-11-18,40994157539
2013-11-19,41146758464
2013-11-20,41105140030
2013-11-21,41710919459
2013-11-22,41650803943
2013-11-25,41262365225
2013-11-26,41498203018
2013-11-27,41285486577
2013-11-29,41045024514
2013-12-02,41368723445
2013-12-03,40582597469
2013-12-04,40582597469
2013-12-05,40554851846
2013-12-06,41114388570
2013-12-09,41146758464
2013-12-10,41169879816
2013-12-11,40721325582
2013-12-12,40846180884
2013-12-13,40781441098
2013-12-16,41008030350
2013-12-17,40670458607
2013-12-18,41891266006
2013-12-19,41697046647
2013-12-20,42233462019
2013-12-23,42312074617
2013-12-24,42501669705
2013-12-26,42742131769
2013-12-27,42464675542
2013-12-30,42312074617
2013-12-31,42645022089
2014-01-02,41969878604
2014-01-03,41715543729
2014-01-06,41849647572
2014-01-07,42006872767
2014-01-08,42048491201
2014-01-09,42187219315
2014-01-10,41956005792
2014-01-13,40938666293
2014-01-14,41465833125
2014-01-15,42094733906
2014-01-16,41784907786
2014-01-17,41724792270
2014-01-21,41678549565
2014-01-22,41391844797
2014-01-23,40466990707
2014-01-24,39010345516
2014-01-27,38561791282
2014-01-28,39056588220
2014-01-29,38760634911
2014-01-30,39403408504
2014-01-31,39024218327
2014-02-03,37202255770
2014-02-04,38159479753
2014-02-05,38251965162
2014-02-06,38034624451
2014-02-07,38571039823
2014-02-10,38284335055
2014-02-11,39088958113
2014-02-12,39001096975
2014-02-13,39130576547
2014-02-14,39301674554
2014-02-18,39495893913
2014-02-19,38973351352
2014-02-20,39070461032
2014-02-21,38811501886
2014-02-24,39287801743
2014-02-25,38899363025
2014-02-26,38917860107
2014-02-27,38917860107
2014-02-28,39112079466
2014-03-03,38376820464
2014-03-04,39458899749
2014-03-05,39768725870
2014-03-06,40124794694
2014-03-07,40961787646
2014-03-10,40855429425
2014-03-11,40439245085
2014-03-12,39953696688
2014-03-13,39014969786
2014-03-14,38719016477
2014-03-17,38806877616
2014-03-18,39250807579
2014-03-19,39588379322
2014-03-20,40550227576
2014-03-21,40157164587
2014-03-24,40189534480
2014-03-25,40323638324
2014-03-26,39389535693
2014-03-27,38524797118
2014-03-28,38654276691
2014-03-31,38654336271
2014-04-01,39188601757
2014-04-02,39416920341
2014-04-03,39499115032
2014-04-04,38508212377
2014-04-07,37065238926
2014-04-08,37037840696
2014-04-09,37544707952
2014-04-10,36270690254
2014-04-11,35439610608
2014-04-14,35800353971
2014-04-15,35896247776
2014-04-16,36572070785
2014-04-17,36951079634
2014-04-21,36987610608
2014-04-22,37572106183
2014-04-23,37503610607
2014-04-24,37403150430
2014-04-25,36841486714
2014-04-28,36453345121
2014-04-29,36868884944
2014-04-30,36841486714
2014-05-01,37065238926
2014-05-02,37467079634
2014-05-05,37608637156
2014-05-06,36581203528
2014-05-07,36941946891
2014-05-08,38015044236
2014-05-09,38243362820
2014-05-12,38727398218
2014-05-13,38567575209
2014-05-14,37645168129
2014-05-15,36521840696
2014-05-16,36348318572
2014-05-19,36973911492
2014-05-20,36672530962
2014-05-21,37028707953
2014-05-22,37197663705
2014-05-23,37316389368
2014-05-27,37951115032
2014-05-28,37371185829
2014-05-29,37503610607
2014-05-30,37517309722
2014-06-02,38366654855
2014-06-03,39284495563
2014-06-04,40225168129
2014-06-05,40325628306
2014-06-06,40800530960
2014-06-09,40837061934
2014-06-10,40900991137
2014-06-11,40576778748
2014-06-12,40380424766
2014-06-13,40247999987
2014-06-16,40211469014
2014-06-17,40805097332
2014-06-18,41334796447
2014-06-19,41101911491
2014-06-20,41599646004
2014-06-23,41334796447
2014-06-24,40855327420
2014-06-25,40745734500
2014-06-26,40704637155
2014-06-27,40636141580
2014-06-30,40753759289
2014-07-01,41396490651
2014-07-02,41359763144
2014-07-03,42011676383
2014-07-07,41547991615
2014-07-08,41033806525
2014-07-09,41134807168
2014-07-10,40762941165
2014-07-11,41189898427
2014-07-14,41598491936
2014-07-15,41612264751
2014-07-16,41708674455
2014-07-17,41006260895
2014-07-18,41658174134
2014-07-21,41469945663
2014-07-22,41667356010
2014-07-23,41456172849
2014-07-24,41235807810
2014-07-25,40822623363
2014-07-28,40850168993
2014-07-29,40189073878
2014-07-30,40932805882
2014-07-31,39927390395
2014-08-01,39413205305
2014-08-04,39523387824
2014-08-05,39367295922
2014-08-06,39743752863
2014-08-07,39670297850
2014-08-08,40179892001
2014-08-11,40028391037
2014-08-12,40147755433
2014-08-13,40317620150
2014-08-14,40611440201
2014-08-15,40335983903
2014-08-18,41111852476
2014-08-19,40978715265
2014-08-20,40992488080
2014-08-21,41373535959
2014-08-22,40698668029
2014-08-25,41203671242
2014-08-26,41350581268
2014-08-27,41534218800
2014-08-28,40886896499
2014-08-29,41180716551
2014-09-02,41217444057
2014-09-03,41162352797
2014-09-04,40992488080
2014-09-05,40969533389
2014-09-08,40923624006
2014-09-09,40515030497
2014-09-10,41029215587
2014-09-11,41061352155
2014-09-12,41749992900
2014-09-15,41483718478
2014-09-16,41745401961
2014-09-17,41694901640
2014-09-18,42672771498
2014-09-19,42769181202
2014-09-22,42181541100
2014-09-23,41754583838
2014-09-24,41997903568
2014-09-25,41153170921
2014-09-26,41341399391
2014-09-29,40905260253
2014-09-30,40173935967
2014-10-01,39146060644
2014-10-02,39351635708
2014-10-03,39762785838
2014-10-06,39634872464
2014-10-07,38712068840
2014-10-08,39173470652
2014-10-09,38090775312
2014-10-10,37528870135
2014-10-13,36642613190
2014-10-14,36660886529
2014-10-15,35569054519
2014-10-16,36007614657
2014-10-17,37030921645
2014-10-20,37003511637
2014-10-21,38200415346
2014-10-22,37633941835
2014-10-23,38031386960
2014-10-24,38638975484
2014-10-27,38739478849
2014-10-28,39648577468
2014-10-29,39607462455
2014-10-30,39968360902
2014-10-31,40448036053
2014-11-03,40146525958
2014-11-04,40219619315
2014-11-05,40617064440
2014-11-06,38844550549
2014-11-07,38981600592
2014-11-10,39534369099
2014-11-11,39337930704
2014-11-12,38949622249
2014-11-13,38616133810
2014-11-14,38364875398
2014-11-17,38287213707
2014-11-18,38374012068
2014-11-19,38442537089
2014-11-20,38396853741
2014-11-21,38638975484
2014-11-24,39246564009
2014-11-25,39054693948
2014-11-26,39187175657
2014-11-28,38821708875
2014-12-01,38241530359
2014-12-02,38958758918
2014-12-03,39584620782
2014-12-04,39698829151
2014-12-05,40356669358
2014-12-08,40320122680
2014-12-09,40279007667
2014-12-10,39461275743
2014-12-11,41019077899
2014-12-12,39589189116
2014-12-15,39114082300
2014-12-16,38712068840
2014-12-17,39630304129
2014-12-18,41083034586
2014-12-19,41023646234
2014-12-22,41242926303
2014-12-23,41791126475
2014-12-24,41777421471
2014-12-26,41676918106
2014-12-29,41877924836
2014-12-30,41836809823
2014-12-31,41094103578
2015-01-02,40935105830
2015-01-05,39635867092
2015-01-06,38813621597
2015-01-07,38836335561
2015-01-08,39458698173
2015-01-09,38759108084
2015-01-12,38254858084
2015-01-13,37877806283
2015-01-14,36878391869
2015-01-15,36242400878
2015-01-16,36796621599
2015-01-20,36574024752
2015-01-21,36614909887
2015-01-22,37350842319
2015-01-23,36655795022
2015-01-26,36683051779
2015-01-27,36101574302
2015-01-28,34974961690
2015-01-29,34961333311
2015-01-30,34470711690
2015-02-02,35488297275
2015-02-03,36383227455
2015-02-04,36292371599
2015-02-05,34216315294
2015-02-06,35342927906
2015-02-09,35097617095
2015-02-10,35470126104
2015-02-11,35974376104
2015-02-12,35751779257
2015-02-13,36492254482
2015-02-17,36773907635
2015-02-18,36142459437
2015-02-19,36478626103
2015-02-20,36710308535
2015-02-23,36533139617
2015-02-24,37037389616
2015-02-25,36737565292
2015-02-26,36846592319
2015-02-27,36728479707
2015-03-02,37319042769
2015-03-03,37023761238
2015-03-04,36614909887
2015-03-05,36801164391
2015-03-06,37523468445
2015-03-09,37541639616
2015-03-10,36283286013
2015-03-11,36551310788
2015-03-12,37400813040
2015-03-13,36860220698
2015-03-16,37736979706
2015-03-17,37396270247
2015-03-18,37173673400
2015-03-19,36437740968
2015-03-20,37559810787
2015-03-23,37146416643
2015-03-24,36605824301
2015-03-25,36060689167
2015-03-26,36360513491
2015-03-27,35951662140
2015-03-30,36510425653
2015-03-31,36293072877
2015-04-01,35904428341
2015-04-02,36392493573
2015-04-06,36207209550
2015-04-07,36003849037
2015-04-08,36256919897
2015-04-09,36663640923
2015-04-10,36306630245
2015-04-13,36591334963
2015-04-14,36112307977
2015-04-15,36189133060
2015-04-16,36225286040
2015-04-17,35759816421
2015-04-20,36121346222
2015-04-21,36021925527
2015-04-22,36659121801
2015-04-23,36744985128
2015-04-24,36509990758
2015-04-27,36252400775
2015-04-28,36672679168
2015-04-29,37291798952
2015-04-30,36876039681
2015-05-01,37671405243
2015-05-04,38046492411
2015-05-05,37689481733
2015-05-06,37825055408
2015-05-07,38489366417
2015-05-08,38674650440
2015-05-11,39212426019
2015-05-12,38968393403
2015-05-13,38900606566
2015-05-14,39000027261
2015-05-15,38620420970
2015-05-18,39058775853
2015-05-19,38990989016
2015-05-20,38701765175
2015-05-21,38697246053
2015-05-22,38466770805
2015-05-26,37947071716
2015-05-27,38502923785
2015-05-28,38444175192
2015-05-29,38236295557
2015-06-01,38105241004
2015-06-02,38647535705
2015-06-03,39311846714
2015-06-04,39135600936
2015-06-05,39876737028
2015-06-08,39578474942
2015-06-09,39754720720
2015-06-10,40920654328
2015-06-11,40640468732
2015-06-12,40328649279
2015-06-15,40030387193
2015-06-16,40550086282
2015-06-17,40283458054
2015-06-18,40563643649
2015-06-19,40351244891
2015-06-22,41114976595
2015-06-23,41336413598
2015-06-24,40988441165
2015-06-25,40550086282
2015-06-26,40997479410
2015-06-29,39447420389
2015-06-30,39335324001
2015-07-01,39991511993
2015-07-02,39627462491
2015-07-06,39330829563
2015-07-07,39101613210
2015-07-08,38139803413
2015-07-09,38526325107
2015-07-10,39263412988
2015-07-13,39825217776
2015-07-14,39888139912
2015-07-15,39856678844
2015-07-16,40238706099
2015-07-17,39892634350
2015-07-20,39843195529
2015-07-21,39870162159
2015-07-22,39888139912
2015-07-23,39717351257
2015-07-24,39483640465
2015-07-27,39115096524
2015-07-28,39551057040
2015-07-29,40252189414
2015-07-30,40301628236
2015-07-31,39712856818
2015-08-03,40063423006
2015-08-04,40378033687
2015-08-05,40387022563
2015-08-06,40746577627
2015-08-07,40184772840
2015-08-10,41205010334
2015-08-11,40202750593
2015-08-12,39766790078
2015-08-13,40121850704
2015-08-14,40494889083
2015-08-17,40139828457
2015-08-18,40058928567
2015-08-19,39416223891
2015-08-20,38153286728
2015-08-21,36301578149
2015-08-24,34117281135
2015-08-25,33357721062
2015-08-26,34813919071
2015-08-27,36458883489
2015-08-28,36494838996
2015-08-31,36270117081
2015-09-01,34661108169
2015-09-02,35479095940
2015-09-03,35510557008
2015-09-04,34652119293
2015-09-08,35906067578
2015-09-09,35276846216
2015-09-10,35483590378
2015-09-11,35501568131
2015-09-14,35285835093
2015-09-15,36162250561
2015-09-16,36351016970
2015-09-17,35142013067
2015-09-18,34081325628
2015-09-21,34674591484
2015-09-22,34085820067
2015-09-23,34261103160
2015-09-24,34171214394
2015-09-25,34719535867
2015-09-28,33501543088
2015-09-29,33703792811
2015-09-30,34073595331
2015-10-01,34113834454
2015-10-02,33711443222
2015-10-05,34551993796
2015-10-06,34297146015
2015-10-07,34775544480
2015-10-08,34999095165
2015-10-09,34909674891
2015-10-12,34847080699
2015-10-13,34493870618
2015-10-14,34203254728
2015-10-15,35048276315
2015-10-16,35441725520
2015-10-19,35414899438
2015-10-20,35665276205
2015-10-21,35481964643
2015-10-22,36394051436
2015-10-23,36876920915
2015-10-26,36698080367
2015-10-27,35996131218
2015-10-28,37538630941
2015-10-29,37292725188
2015-10-30,36885862942
2015-11-02,37632522228
