,PRU
2006-07-31,37810112000
2006-08-01,37704336000
2006-08-02,37637024000
2006-08-03,35415728000
2006-08-04,34790688000
2006-08-07,34646448000
2006-08-08,34574328000
2006-08-09,34593560000
2006-08-10,34757032000
2006-08-11,34858000000
2006-08-14,34598368000
2006-08-15,34906080000
2006-08-16,34819536000
2006-08-17,34660872000
2006-08-18,35088784000
2006-08-21,35045512000
2006-08-22,34555096000
2006-08-23,34607984000
2006-08-24,35002240000
2006-08-25,35045512000
2006-08-28,35444576000
2006-08-29,35459000000
2006-08-30,35112824000
2006-08-31,35295528000
2006-09-01,35170520000
2006-09-05,35016664000
2006-09-06,34665680000
2006-09-07,34362776000
2006-09-08,34617600000
2006-09-11,35122440000
2006-09-12,35141672000
2006-09-13,35002240000
2006-09-14,35098400000
2006-09-15,35550352000
2006-09-18,35526312000
2006-09-19,35449384000
2006-09-20,36011920000
2006-09-21,35853256000
2006-09-22,36132120000
2006-09-25,36584072000
2006-09-26,36223472000
2006-09-27,36396560000
2006-09-28,36983136000
2006-09-29,36661000000
2006-10-02,35743604000
2006-10-03,35612452000
2006-10-04,36141744000
2006-10-05,36371260000
2006-10-06,36244792000
2006-10-09,36193268000
2006-10-10,36005908000
2006-10-11,36361892000
2006-10-12,36202636000
2006-10-13,36436836000
2006-10-16,36277580000
2006-10-17,36324420000
2006-10-18,36741296000
2006-10-19,36497728000
2006-10-20,36188584000
2006-10-23,36474308000
2006-10-24,36310368000
2006-10-25,36703824000
2006-10-26,36825608000
2006-10-27,36338472000
2006-10-30,36319736000
2006-10-31,36034012000
2006-11-01,35748288000
2006-11-02,36970812000
2006-11-03,36774084000
2006-11-06,37125384000
2006-11-07,37209696000
2006-11-08,37144120000
2006-11-09,36582040000
2006-11-10,36549252000
2006-11-13,37120700000
2006-11-14,37275272000
2006-11-15,37940400000
2006-11-16,38479060000
2006-11-17,38193336000
2006-11-20,38151180000
2006-11-21,37809248000
2006-11-22,37692148000
2006-11-24,37607836000
2006-11-27,37125384000
2006-11-28,37364268000
2006-11-29,37579732000
2006-11-30,38165232000
2006-12-01,38343224000
2006-12-04,38521216000
2006-12-05,39476752000
2006-12-06,40558756000
2006-12-07,40675856000
2006-12-08,40394816000
2006-12-11,40427604000
2006-12-12,40596228000
2006-12-13,40324556000
2006-12-14,40394816000
2006-12-15,40305820000
2006-12-18,40015412000
2006-12-19,40427604000
2006-12-20,40441656000
2006-12-21,39959204000
2006-12-22,40001360000
2006-12-26,40258980000
2006-12-27,40357344000
2006-12-28,40240244000
2006-12-29,40216824000
2007-01-03,40399500000
2007-01-04,40235560000
2007-01-05,40137196000
2007-01-08,40385448000
2007-01-09,40226192000
2007-01-10,40722696000
2007-01-11,41116152000
2007-01-12,41069312000
2007-01-16,41504924000
2007-01-17,41209832000
2007-01-18,41242620000
2007-01-19,41481504000
2007-01-22,41303512000
2007-01-23,41294144000
2007-01-24,41533028000
2007-01-25,41017788000
2007-01-26,41195780000
2007-01-29,41294144000
2007-01-30,41673548000
2007-01-31,41748492000
2007-02-01,42160684000
2007-02-02,42310572000
2007-02-05,42090424000
2007-02-06,42029532000
2007-02-07,42329308000
2007-02-08,43158376000
2007-02-09,42778972000
2007-02-12,42647820000
2007-02-13,42966332000
2007-02-14,43350420000
2007-02-15,43017856000
2007-02-16,43331684000
2007-02-20,43608040000
2007-02-21,43387892000
2007-02-22,43415996000
2007-02-23,43303580000
2007-02-26,43266108000
2007-02-27,42254364000
2007-02-28,42596296000
2007-03-01,42333992000
2007-03-02,42113844000
2007-03-05,41818752000
2007-03-06,42038900000
2007-03-07,41949904000
2007-03-08,42291836000
2007-03-09,42301204000
2007-03-12,42235628000
2007-03-13,41177044000
2007-03-14,41528344000
2007-03-15,41757860000
2007-03-16,41523660000
2007-03-19,42057636000
2007-03-20,42254364000
2007-03-21,42689976000
2007-03-22,42643136000
2007-03-23,42732132000
2007-03-26,42647820000
2007-03-27,42437040000
2007-03-28,42141948000
2007-03-29,42207524000
2007-03-30,42277784000
2007-04-02,41830377000
2007-04-03,42386817000
2007-04-04,42479557000
2007-04-05,42502742000
2007-04-09,42512016000
2007-04-10,42488831000
2007-04-11,42358995000
2007-04-12,42651126000
2007-04-13,42692859000
2007-04-16,43124100000
2007-04-17,43230751000
2007-04-18,43569252000
2007-04-19,43425505000
2007-04-20,43694451000
2007-04-23,43532156000
2007-04-24,43624896000
2007-04-25,44394638000
2007-04-26,44241617000
2007-04-27,44260165000
2007-04-30,44051500000
2007-05-01,44153514000
2007-05-02,44886160000
2007-05-03,46207705000
2007-05-04,46652857000
2007-05-07,46949625000
2007-05-08,46842974000
2007-05-09,47116557000
2007-05-10,47070187000
2007-05-11,47427236000
2007-05-14,47195386000
2007-05-15,47037728000
2007-05-16,47260304000
2007-05-17,47436510000
2007-05-18,47724004000
2007-05-21,47839929000
2007-05-22,47631264000
2007-05-23,46995995000
2007-05-24,46513747000
2007-05-25,46541569000
2007-05-29,47079461000
2007-05-30,47172201000
2007-05-31,47306674000
2007-06-01,47125831000
2007-06-04,46717775000
2007-06-05,46634309000
2007-06-06,46119602000
2007-06-07,45206113000
2007-06-08,45948033000
2007-06-11,46133513000
2007-06-12,45609532000
2007-06-13,46745597000
2007-06-14,46727049000
2007-06-15,47153653000
2007-06-18,47371592000
2007-06-19,47672997000
2007-06-20,46532295000
2007-06-21,46142787000
2007-06-22,45094825000
2007-06-25,44997448000
2007-06-26,44913982000
2007-06-27,45646628000
2007-06-28,45400867000
2007-06-29,45085551000
2007-07-02,45055630000
2007-07-03,45110470000
2007-07-05,44607770000
2007-07-06,44726590000
2007-07-09,44493520000
2007-07-10,43291610000
2007-07-11,43862860000
2007-07-12,44123350000
2007-07-13,44351850000
2007-07-16,44383840000
2007-07-17,43972540000
2007-07-18,43771460000
2007-07-19,44132490000
2007-07-20,43245910000
2007-07-23,43958830000
2007-07-24,43031120000
2007-07-25,42816330000
2007-07-26,41865770000
2007-07-27,41020320000
2007-07-30,40910640000
2007-07-31,40503910000
2007-08-01,40216000000
2007-08-02,40878650000
2007-08-03,38927260000
2007-08-06,39740720000
2007-08-07,39544210000
2007-08-08,41353930000
2007-08-09,39631040000
2007-08-10,39608190000
2007-08-13,40024060000
2007-08-14,38625640000
2007-08-15,38515960000
2007-08-16,38662200000
2007-08-17,41198550000
2007-08-20,40362240000
2007-08-21,40787250000
2007-08-22,41052310000
2007-08-23,40298260000
2007-08-24,41445330000
2007-08-27,41093440000
2007-08-28,39397970000
2007-08-29,41056880000
2007-08-30,40439930000
2007-08-31,41029460000
2007-09-04,41143710000
2007-09-05,40375950000
2007-09-06,39969220000
2007-09-07,39498510000
2007-09-10,39420820000
2007-09-11,40014920000
2007-09-12,40275410000
2007-09-13,41618990000
2007-09-14,41925180000
2007-09-17,41477320000
2007-09-18,43506400000
2007-09-19,43401290000
2007-09-20,42775200000
2007-09-21,43383010000
2007-09-24,42149110000
2007-09-25,42048570000
2007-09-26,43108810000
2007-09-27,44237600000
2007-09-28,44594060000
2007-10-01,44267473000
2007-10-02,43803268000
2007-10-03,43418641000
2007-10-04,43458430000
2007-10-05,44033160000
2007-10-08,43551271000
2007-10-09,44024318000
2007-10-10,44205579000
2007-10-11,44554838000
2007-10-12,44691889000
2007-10-15,43635270000
2007-10-16,43529166000
2007-10-17,43347905000
2007-10-18,43480535000
2007-10-19,42388548000
2007-10-22,42896963000
2007-10-23,42980962000
2007-10-24,42180761000
2007-10-25,42269181000
2007-10-26,43321379000
2007-10-29,42565388000
2007-10-30,42189603000
2007-10-31,42759912000
2007-11-01,43343484000
2007-11-02,42914647000
2007-11-05,42211708000
2007-11-06,42450442000
2007-11-07,41057827000
2007-11-08,41827081000
2007-11-09,41270035000
2007-11-12,41840344000
2007-11-13,42914647000
2007-11-14,43940319000
2007-11-15,43029593000
2007-11-16,43206433000
2007-11-19,42096762000
2007-11-20,42110025000
2007-11-21,40708568000
2007-11-23,41499927000
2007-11-26,39550266000
2007-11-27,40567096000
2007-11-28,41725398000
2007-11-29,41247930000
2007-11-30,41619294000
2007-12-03,41234667000
2007-12-04,41451296000
2007-12-05,42883700000
2007-12-06,43356747000
2007-12-07,42667071000
2007-12-10,42945594000
2007-12-11,41300982000
2007-12-12,41915501000
2007-12-13,42030447000
2007-12-14,41451296000
2007-12-17,40872145000
2007-12-18,41163931000
2007-12-19,41031301000
2007-12-20,40624569000
2007-12-21,41376139000
2007-12-24,42136551000
2007-12-26,42101183000
2007-12-27,40982670000
2007-12-28,41053406000
2007-12-31,41132984000
2008-01-02,40253205000
2008-01-03,40363730000
2008-01-04,39987945000
2008-01-07,40089628000
2008-01-08,38621856000
2008-01-09,39267322000
2008-01-10,40301836000
2008-01-11,40390256000
2008-01-14,40323941000
2008-01-15,39457425000
2008-01-16,38524594000
2008-01-17,37269030000
2008-01-18,35368000000
2008-01-22,35500630000
2008-01-23,35628839000
2008-01-24,35836626000
2008-01-25,35093898000
2008-01-28,36588196000
2008-01-29,37193873000
2008-01-30,36296410000
2008-01-31,37167347000
2008-02-01,37706709000
2008-02-04,37176189000
2008-02-05,34563378000
2008-02-06,34218540000
2008-02-07,31561519000
2008-02-08,31773727000
2008-02-11,29779856000
2008-02-12,30518163000
2008-02-13,31530571999
2008-02-14,31221102000
2008-02-15,31658781000
2008-02-19,31318364000
2008-02-20,31716253999
2008-02-21,31985934999
2008-02-22,32489928999
2008-02-25,33051396000
2008-02-26,33365287000
2008-02-27,34253908000
2008-02-28,33228236000
2008-02-29,32260037000
2008-03-03,31773727000
2008-03-04,31632255000
2008-03-05,31512888000
2008-03-06,30420901000
2008-03-07,30602162000
2008-03-10,29983221999
2008-03-11,32158353999
2008-03-12,31296259000
2008-03-13,31313943000
2008-03-14,30363428000
2008-03-17,30412059000
2008-03-18,32118565000
2008-03-19,31596887000
2008-03-20,33643809999
2008-03-24,34523589000
2008-03-25,34121278000
2008-03-26,33696862000
2008-03-27,33524443000
2008-03-28,33356445000
2008-03-31,33796175000
2008-04-01,34927753000
2008-04-02,34690208000
2008-04-03,35100513000
2008-04-04,35195531000
2008-04-07,35506499000
2008-04-08,35044366000
2008-04-09,34439706000
2008-04-10,34361964000
2008-04-11,33679562000
2008-04-14,32863271000
2008-04-15,32971246000
2008-04-16,33372913000
2008-04-17,33273576000
2008-04-18,33722752000
2008-04-21,33398827000
2008-04-22,32897823000
2008-04-23,32336353000
2008-04-24,32742339000
2008-04-25,32884866000
2008-04-28,32716425000
2008-04-29,32655959000
2008-04-30,32699148999
2008-05-01,33377232000
2008-05-02,33545673000
2008-05-05,33204471999
2008-05-06,33018755000
2008-05-07,31977876000
2008-05-08,31390492000
2008-05-09,31304112000
2008-05-12,32491837000
2008-05-13,31900134000
2008-05-14,32379543000
2008-05-15,33023073999
2008-05-16,32522070000
2008-05-19,32988521999
2008-05-20,32591173999
2008-05-21,31891496000
2008-05-22,32340671999
2008-05-23,32046980000
2008-05-27,32357948000
2008-05-28,32051298999
2008-05-29,32763934000
2008-05-30,32262930000
2008-06-02,31679864999
2008-06-03,32059937000
2008-06-04,32167912000
2008-06-05,32370905000
2008-06-06,30936996999
2008-06-09,30470545000
2008-06-10,30712409000
2008-06-11,29425346999
2008-06-12,29947946000
2008-06-13,30690814000
2008-06-16,30474864000
2008-06-17,29965221999
2008-06-18,29835652000
2008-06-19,30302104000
2008-06-20,29252587000
2008-06-23,28514038000
2008-06-24,28967532999
2008-06-25,29442623000
2008-06-26,28090776000
2008-06-27,27537944000
2008-06-30,25317812000
2008-07-01,26216268000
2008-07-02,26131508000
2008-07-03,25834848000
2008-07-07,25135578000
2008-07-08,26813826000
2008-07-09,25559378000
2008-07-10,24991486000
2008-07-11,24406642000
2008-07-14,24292216000
2008-07-15,23762466000
2008-07-16,25466142000
2008-07-17,26220506000
2008-07-18,26135746000
2008-07-21,26089128000
2008-07-22,28233556000
2008-07-23,29123536000
2008-07-24,27593618000
2008-07-25,27284243999
2008-07-28,26182364000
2008-07-29,28119129999
2008-07-30,28258984000
2008-07-31,29229486000
2008-08-01,29369340000
2008-08-04,29513432000
2008-08-05,31094206000
2008-08-06,30971304000
2008-08-07,30890782000
2008-08-08,31975710000
2008-08-11,31979947999
2008-08-12,30954352000
2008-08-13,30246606000
2008-08-14,30568693999
2008-08-15,31255250000
2008-08-18,30539028000
2008-08-19,29534622000
2008-08-20,29996564000
2008-08-21,30038943999
2008-08-22,30551742000
2008-08-25,29632096000
2008-08-26,29843996000
2008-08-27,30441554000
2008-08-28,31585814000
2008-08-29,31238297999
2008-09-02,32819072000
2008-09-03,33692100000
2008-09-04,32615647999
2008-09-05,33370011999
2008-09-08,35989096000
2008-09-09,33819240000
2008-09-10,33810764000
2008-09-11,34861788000
2008-09-12,34154042000
2008-09-15,30742452000
2008-09-16,33556484000
2008-09-17,31344247999
2008-09-18,35594962000
2008-09-19,36552750000
2008-09-22,32954688000
2008-09-23,31666336000
2008-09-24,31098443999
2008-09-25,31390865999
2008-09-26,31157776000
2008-09-29,27441050000
2008-09-30,30312000000
2008-10-01,27280800000
2008-10-02,24270650000
2008-10-03,23521270000
2008-10-06,21976200000
2008-10-07,19580710000
2008-10-08,18225090000
2008-10-09,14006670000
2008-10-10,15210730000
2008-10-13,21028950000
2008-10-14,22776100000
2008-10-15,19378630000
2008-10-16,17366250000
2008-10-17,17589380000
2008-10-20,17324150000
2008-10-21,15981160000
2008-10-22,14208750000
2008-10-23,13661450000
2008-10-24,14507660000
2008-10-27,13577250000
2008-10-28,15366500000
2008-10-29,14840250000
2008-10-30,12154270000
2008-10-31,12630000000
2008-11-03,14524500000
2008-11-04,17273630000
2008-11-05,16423210000
2008-11-06,13695130000
2008-11-07,14659220000
2008-11-10,13029950000
2008-11-11,11623810000
2008-11-12,11173340000
2008-11-13,10583940000
2008-11-14,10626040000
2008-11-17,8794690000
2008-11-18,8382110000
2008-11-19,7161210000
2008-11-20,5780330000
2008-11-21,6862300000
2008-11-24,7977950000
2008-11-25,8415789999
2008-11-26,8512619999
2008-11-28,9135700000
2008-12-01,7220149999
2008-12-02,8045310000
2008-12-03,8647340000
2008-12-04,8912570000
2008-12-05,12006920000
2008-12-08,11846940000
2008-12-09,12057440000
2008-12-10,11910090000
2008-12-11,11484880000
2008-12-12,11282800000
2008-12-15,10360810000
2008-12-16,12545800000
2008-12-17,12284780000
2008-12-18,12941540000
2008-12-19,12305830000
2008-12-22,11093350000
2008-12-23,11337530000
2008-12-24,11303850000
2008-12-26,11274380000
2008-12-29,11421730000
2008-12-30,12314250000
2008-12-31,12772746000
2009-01-02,12988017000
2009-01-05,12903597000
2009-01-06,14819931000
2009-01-07,13532526000
2009-01-08,13878648000
2009-01-09,13456548000
2009-01-12,11713275000
2009-01-13,12266226000
2009-01-14,11223639000
2009-01-15,11185650000
2009-01-16,11253186000
2009-01-20,9252432000
2009-01-21,10788876000
2009-01-22,10067085000
2009-01-23,10750887000
2009-01-26,10560942000
2009-01-27,11451573000
2009-01-28,14241654000
2009-01-29,12080502000
2009-01-30,10869075000
2009-02-02,11168766000
2009-02-03,11232081000
2009-02-04,11118114000
2009-02-05,11789253000
2009-02-06,12684105000
2009-02-09,12789630000
2009-02-10,10679130000
2009-02-11,10932390000
2009-02-12,11295396000
2009-02-13,11253186000
2009-02-17,9535239000
2009-02-18,9543681000
2009-02-19,8028342000
2009-02-20,7813071000
2009-02-23,7247457000
2009-02-24,8610840000
2009-02-25,8382906000
2009-02-26,7965027000
2009-02-27,6926661000
2009-03-02,6230196000
2009-03-03,5445090000
2009-03-04,5833422000
2009-03-05,4765509000
2009-03-06,4803498000
2009-03-09,4900581000
2009-03-10,5909400000
2009-03-11,5976936000
2009-03-12,7576695000
2009-03-13,7918596000
2009-03-16,8062110000
2009-03-17,8838774000
2009-03-18,10518732000
2009-03-19,7918596000
2009-03-20,7044849000
2009-03-23,8910531000
2009-03-24,8800785000
2009-03-25,9003393000
2009-03-26,9189117000
2009-03-27,9362178000
2009-03-30,7597800000
2009-03-31,8233758000
2009-04-01,8874450000
2009-04-02,9792198000
2009-04-03,10320336000
2009-04-06,9874449000
2009-04-07,9567090000
2009-04-08,10307349000
2009-04-09,11904750000
2009-04-13,12541113000
2009-04-14,11333322000
2009-04-15,11974014000
2009-04-16,11774880000
2009-04-17,11913408000
2009-04-20,10121202000
2009-04-21,11164491000
2009-04-22,10528128000
2009-04-23,11073582000
2009-04-24,12264057000
2009-04-27,11528127000
2009-04-28,11212110000
2009-04-29,12186135000
2009-04-30,12502152000
2009-05-01,12199122000
2009-05-04,13324662000
2009-05-05,13419900000
2009-05-06,15398253000
2009-05-07,18558423000
2009-05-08,19913400000
2009-05-11,17458857000
2009-05-12,17017299000
2009-05-13,16025958000
2009-05-14,17043272999
2009-05-15,16341975000
2009-05-18,18025956000
2009-05-19,18160155000
2009-05-20,17645004000
2009-05-21,17571411000
2009-05-22,17142840000
2009-05-26,17138511000
2009-05-27,16692624000
2009-05-28,17082234000
2009-05-29,17277039000
2009-06-01,17108208000
2009-06-02,18051930000
2009-06-03,17536779000
2009-06-04,18207774000
2009-06-05,17727255000
2009-06-08,17359290000
2009-06-09,17103879000
2009-06-10,16740243000
2009-06-11,16580069999
2009-06-12,16082235000
2009-06-15,15844140000
2009-06-16,15649335000
2009-06-17,15467516999
2009-06-18,16051932000
2009-06-19,16545438000
2009-06-22,15134184000
2009-06-23,15445872000
2009-06-24,15714269999
2009-06-25,16025958000
2009-06-26,15909075000
2009-06-29,16354962000
2009-06-30,17165864000
2009-07-01,17156640000
2009-07-02,16114327999
2009-07-06,16478675999
2009-07-07,15782264000
2009-07-08,15348736000
2009-07-09,15837608000
2009-07-10,15602396000
2009-07-13,17059788000
2009-07-14,17211984000
2009-07-15,18194340000
2009-07-16,18198952000
2009-07-17,18000636000
2009-07-20,18328088000
2009-07-21,18212788000
2009-07-22,18231236000
2009-07-23,19342728000
2009-07-24,19753196000
2009-07-27,20103708000
2009-07-28,19734748000
2009-07-29,19573328000
2009-07-30,20228232000
2009-07-31,20417324000
2009-08-03,21372008000
2009-08-04,21316664000
2009-08-05,21621056000
2009-08-06,21044556000
2009-08-07,22073032000
2009-08-10,21648728000
2009-08-11,20869300000
2009-08-12,21805536000
2009-08-13,21939284000
2009-08-14,21482696000
2009-08-17,20375816000
2009-08-18,21099900000
2009-08-19,21261320000
2009-08-20,22183720000
2009-08-21,23032328000
2009-08-24,22810952000
2009-08-25,23844040000
2009-08-26,23530424000
2009-08-27,23645724000
2009-08-28,24079252000
2009-08-31,23327496000
2009-09-01,21574936000
2009-09-02,21727132000
2009-09-03,22026912000
2009-09-04,22086868000
2009-09-08,22340528000
2009-09-09,22262124000
2009-09-10,22755608000
2009-09-11,22460440000
2009-09-14,23470468000
2009-09-15,23470468000
2009-09-16,25195356000
2009-09-17,24914024000
2009-09-18,24300628000
2009-09-21,23848652000
2009-09-22,23991624000
2009-09-23,22737160000
2009-09-24,22216004000
2009-09-25,22031524000
2009-09-28,23378228000
2009-09-29,23041552000
2009-09-30,23058420000
2009-10-01,21838740000
2009-10-02,21593880000
2009-10-05,22818180000
2009-10-06,23113860000
2009-10-07,23303280000
2009-10-08,23488080000
2009-10-09,23566620000
2009-10-12,23474220000
2009-10-13,23012220000
2009-10-14,24384360000
2009-10-15,24402840000
2009-10-16,23635920000
2009-10-19,24065580000
2009-10-20,23381820000
2009-10-21,23053800000
2009-10-22,23829960000
2009-10-23,22975260000
2009-10-26,22148280000
2009-10-27,21769440000
2009-10-28,20646780000
2009-10-29,22291500000
2009-10-30,20896260000
2009-11-02,21395220000
2009-11-03,21718620000
2009-11-04,21510720000
2009-11-05,20623680000
2009-11-06,20965560000
2009-11-09,22176000000
2009-11-10,21935760000
2009-11-11,22527120000
2009-11-12,21917280000
2009-11-13,22083600000
2009-11-16,22619520000
2009-11-17,23076900000
2009-11-18,23257080000
2009-11-19,22485540000
2009-11-20,22023540000
2009-11-23,22674960000
2009-11-24,23335620000
2009-11-25,23229360000
2009-11-27,22268400000
2009-11-30,23030700000
2009-12-01,22975260000
2009-12-02,23210880000
2009-12-03,22263780000
2009-12-04,22448580000
2009-12-07,21940380000
2009-12-08,21658560000
2009-12-09,22125180000
2009-12-10,22425480000
2009-12-11,22587180000
2009-12-14,22845900000
2009-12-15,22707300000
2009-12-16,23566620000
2009-12-17,22735020000
2009-12-18,23063040000
2009-12-21,23391060000
2009-12-22,23797620000
2009-12-23,24079440000
2009-12-24,23890020000
2009-12-28,23834580000
2009-12-29,23441880000
2009-12-30,23349480000
2009-12-31,23038880000
2010-01-04,23969510000
2010-01-05,24441770000
2010-01-06,24728830000
2010-01-07,25127010000
2010-01-08,24798280000
2010-01-11,24765870000
2010-01-12,24562150000
2010-01-13,24909400000
2010-01-14,25039040000
2010-01-15,24751980000
2010-01-19,25085340000
2010-01-20,24826060000
2010-01-21,23886170000
2010-01-22,23173150000
2010-01-25,23478730000
2010-01-26,22904610000
2010-01-27,23904690000
2010-01-28,23423170000
2010-01-29,23145370000
2010-02-01,23714860000
2010-02-02,24048220000
2010-02-03,23316680000
2010-02-04,22321230000
2010-02-05,22469390000
2010-02-08,21770260000
2010-02-09,22390680000
2010-02-10,22631440000
2010-02-11,22497170000
2010-02-12,22288820000
2010-02-16,23117590000
2010-02-17,23413910000
2010-02-18,23650040000
2010-02-19,23844500000
2010-02-22,23937100000
2010-02-23,23386130000
2010-02-24,24029700000
2010-02-25,24187120000
2010-02-26,24265830000
2010-03-01,24751980000
2010-03-02,24636230000
2010-03-03,24460290000
2010-03-04,24895510000
2010-03-05,25270540000
2010-03-08,25613160000
2010-03-09,25659460000
2010-03-10,25840030000
2010-03-11,25844660000
2010-03-12,25886330000
2010-03-15,25872440000
2010-03-16,26432670000
2010-03-17,26664170000
2010-03-18,26756770000
2010-03-19,26835480000
2010-03-22,26891040000
2010-03-23,27016050000
2010-03-24,27034570000
2010-03-25,27085500000
2010-03-26,27414230000
2010-03-29,27738330000
2010-03-30,27627210000
2010-03-31,28011500000
2010-04-01,28377270000
2010-04-05,29169000000
2010-04-06,29544030000
2010-04-07,29094920000
2010-04-08,29391240000
2010-04-09,29409760000
2010-04-12,29210670000
2010-04-13,29344940000
2010-04-14,30145930000
2010-04-15,29844979999
2010-04-16,29094920000
2010-04-19,29479210000
2010-04-20,30224640000
2010-04-21,30025549999
2010-04-22,29900540000
2010-04-23,30474659999
2010-04-26,30321869999
2010-04-27,28548580000
2010-04-28,29062510000
2010-04-29,30201490000
2010-04-30,29428280000
2010-05-03,29798680000
2010-05-04,28548580000
2010-05-05,28405050000
2010-05-06,27793890000
2010-05-07,26923450000
2010-05-10,28993060000
2010-05-11,29243080000
2010-05-12,29622740000
2010-05-13,28636550000
2010-05-14,27992980000
2010-05-17,28178180000
2010-05-18,27654990000
2010-05-19,27057720000
2010-05-20,25279800000
2010-05-21,26108570000
2010-05-24,25427960000
2010-05-25,25779840000
2010-05-26,25789100000
2010-05-27,27381820000
2010-05-28,26719730000
2010-06-01,26261360000
2010-06-02,27293850000
2010-06-03,27460530000
2010-06-04,25770580000
2010-06-07,25275170000
2010-06-08,25904850000
2010-06-09,25539080000
2010-06-10,26941970000
2010-06-11,27229030000
2010-06-14,26844740000
2010-06-15,27307740000
2010-06-16,27076240000
2010-06-17,27326260000
2010-06-18,27340150000
2010-06-21,27219770000
2010-06-22,26715100000
2010-06-23,26404890000
2010-06-24,25840030000
2010-06-25,26645650000
2010-06-28,26608610000
2010-06-29,25168680000
2010-06-30,24941168000
2010-07-01,25048072000
2010-07-02,25048072000
2010-07-06,25271176000
2010-07-07,25917248000
2010-07-08,26079928000
2010-07-09,26214720000
2010-07-12,26154296000
2010-07-13,26437824000
2010-07-14,26033448000
2010-07-15,26019504000
2010-07-16,24829616000
2010-07-19,24797080000
2010-07-20,24941168000
2010-07-21,24499608000
2010-07-22,25415264000
2010-07-23,25759216000
2010-07-26,25782456000
2010-07-27,25917248000
2010-07-28,25768512000
2010-07-29,26047392000
2010-07-30,26628392000
2010-08-02,27135024000
2010-08-03,26549376000
2010-08-04,26358808000
2010-08-05,26958400000
2010-08-06,27460384000
2010-08-09,27674192000
2010-08-10,27530104000
2010-08-11,26307680000
2010-08-12,25796400000
2010-08-13,25791752000
2010-08-16,25433856000
2010-08-17,25880064000
2010-08-18,25735976000
2010-08-19,24573976000
2010-08-20,24374112000
2010-08-23,24141712000
2010-08-24,23523528000
2010-08-25,23421272000
2010-08-26,23077320000
2010-08-27,23904664000
2010-08-30,23277184000
2010-08-31,23518880000
2010-09-01,24536792000
2010-09-02,24871448000
2010-09-03,25577944000
2010-09-07,24838912000
2010-09-08,25001592000
2010-09-09,25401320000
2010-09-10,25038776000
2010-09-13,25647664000
2010-09-14,25419912000
2010-09-15,25824288000
2010-09-16,25745272000
2010-09-17,25666256000
2010-09-20,26168240000
2010-09-21,26753888000
2010-09-22,26237960000
2010-09-23,25354840000
2010-09-24,26033448000
2010-09-27,25903304000
2010-09-28,25935840000
2010-09-29,26275144000
2010-09-30,26271882000
2010-10-01,25733643000
2010-10-04,25481495000
2010-10-05,26194298000
2010-10-06,26247637000
2010-10-07,26097318000
2010-10-08,26203996000
2010-10-11,25917905000
2010-10-12,26174902000
2010-10-13,26378560000
2010-10-14,26271882000
2010-10-15,26097318000
2010-10-18,26504634000
2010-10-19,25816076000
2010-10-20,26296127000
2010-10-21,26349466000
2010-10-22,25559079000
2010-10-25,25690002000
2010-10-26,25951848000
2010-10-27,25820925000
2010-10-28,25714247000
2010-10-29,25496042000
2010-11-01,25534834000
2010-11-02,25685153000
2010-11-03,26237939000
2010-11-04,26955591000
2010-11-05,26979836000
2010-11-08,26664651000
2010-11-09,26616161000
2010-11-10,27047722000
2010-11-11,26679198000
2010-11-12,26427050000
2010-11-15,26441597000
2010-11-16,25825774000
2010-11-17,26116714000
2010-11-18,26412503000
2010-11-19,26077922000
2010-11-22,25622116000
2010-11-23,25015991000
2010-11-24,25428156000
2010-11-26,24991746000
2010-11-29,24889917000
2010-11-30,24574732000
2010-12-01,25190555000
2010-12-02,26145808000
2010-12-03,26010036000
2010-12-06,25917905000
2010-12-07,26010036000
2010-12-08,26892554000
2010-12-09,27314417000
2010-12-10,27556867000
2010-12-13,27513226000
2010-12-14,27314417000
2010-12-15,27406548000
2010-12-16,27813864000
2010-12-17,28167841000
2010-12-20,28356952000
2010-12-21,28880644000
2010-12-22,29069755000
2010-12-23,28793362000
2010-12-27,28953379000
2010-12-28,28832154000
2010-12-29,28584855000
2010-12-30,28376348000
2010-12-31,28468479000
2011-01-03,29428581000
2011-01-04,29588598000
2011-01-05,29574051000
2011-01-06,29782558000
2011-01-07,29190980000
2011-01-10,29030963000
2011-01-11,29297658000
2011-01-12,29855293000
2011-01-13,29569202000
2011-01-14,29918330000
2011-01-18,30029857000
2011-01-19,29234621000
2011-01-20,29486769000
2011-01-21,29801954000
2011-01-24,29729219000
2011-01-25,29777709000
2011-01-26,30335344000
2011-01-27,30626284000
2011-01-28,29632239000
2011-01-31,29826199000
2011-02-01,30742660000
2011-02-02,30223817000
2011-02-03,30267458000
2011-02-04,30505059000
2011-02-07,31043297999
2011-02-08,31038449000
2011-02-09,30611737000
2011-02-10,31518500000
2011-02-11,31586386000
2011-02-14,31154825000
2011-02-15,31470010000
2011-02-16,32333132000
2011-02-17,32643467999
2011-02-18,32497997999
2011-02-22,31406972999
2011-02-23,30975412000
2011-02-24,31038449000
2011-02-25,31406972999
2011-02-28,31920967000
2011-03-01,31499103999
2011-03-02,30315948000
2011-03-03,31343936000
2011-03-04,30970563000
2011-03-07,30621435000
2011-03-08,31149975999
2011-03-09,31246956000
2011-03-10,30592341000
2011-03-11,30597190000
2011-03-14,29704974000
2011-03-15,29137641000
2011-03-16,28279368000
