,MCHP
2009-04-13,4132545600
2009-04-14,4088660160
2009-04-15,4077688800
2009-04-16,4216659360
2009-04-17,4227630720
2009-04-20,4059403200
2009-04-21,4074031680
2009-04-22,4085003040
2009-04-23,4041117600
2009-04-24,4070374560
2009-04-27,4037460479
2009-04-28,4033803360
2009-04-29,4099631520
2009-04-30,4205688000
2009-05-01,4176431040
2009-05-04,4362944160
2009-05-05,4213002240
2009-05-06,4271516160
2009-05-07,4147174080
2009-05-08,3935061120
2009-05-11,3847290240
2009-05-12,3708319680
2009-05-13,3616891680
2009-05-14,3649805760
2009-05-15,3686376960
2009-05-18,3788776320
2009-05-19,3788776320
2009-05-20,3850947360
2009-05-21,3752205120
2009-05-22,3843633120
2009-05-26,3949689600
2009-05-27,3931404000
2009-05-28,3946032479
2009-05-29,3946032479
2009-06-01,4132545600
2009-06-02,4033803360
2009-06-03,3997232160
2009-06-04,4048431840
2009-06-05,3975289439
2009-06-08,3982603680
2009-06-09,4220316479
2009-06-10,4242259200
2009-06-11,4234944960
2009-06-12,4161802560
2009-06-15,4121574240
2009-06-16,4077688800
2009-06-17,4132545600
2009-06-18,4081345920
2009-06-19,4110602880
2009-06-22,3957003840
2009-06-23,3913118399
2009-06-24,3982603680
2009-06-25,4074031680
2009-06-26,4099631520
2009-06-29,4128888479
2009-06-30,4132766400
2009-07-01,4169404400
2009-07-02,4180395800
2009-07-06,4143757800
2009-07-07,4011860999
2009-07-08,4000869600
2009-07-09,4099792200
2009-07-10,4165740599
2009-07-13,4239016600
2009-07-14,4334275400
2009-07-15,4473499800
2009-07-16,4579750000
2009-07-17,4707983000
2009-07-20,4773931400
2009-07-21,4740957200
2009-07-22,4850871200
2009-07-23,4924147200
2009-07-24,4953457600
2009-07-27,4957121400
2009-07-28,4960785200
2009-07-29,4949793800
2009-07-30,4938802400
2009-07-31,4935138600
2009-08-03,4993759400
2009-08-04,4979104200
2009-08-05,5023069800
2009-08-06,4894836800
2009-08-07,4843543600
2009-08-10,4876517800
2009-08-11,4821560800
2009-08-12,4913155800
2009-08-13,5023069800
2009-08-14,4953457600
2009-08-17,4843543600
2009-08-18,4865526400
2009-08-19,4872854000
2009-08-20,4869190200
2009-08-21,4898500600
2009-08-24,4839879800
2009-08-25,4806905600
2009-08-26,4847207400
2009-08-27,4839879800
2009-08-28,4920483400
2009-08-31,4865526400
2009-09-01,4726302000
2009-09-02,4696991600
2009-09-03,4806905600
2009-09-04,4894836800
2009-09-08,4960785200
2009-09-09,5059707800
2009-09-10,5125656200
2009-09-11,5026733600
2009-09-14,5015742200
2009-09-15,5034061200
2009-09-16,5019406000
2009-09-17,4953457600
2009-09-18,4968112800
2009-09-21,4979104200
2009-09-22,5037725000
2009-09-23,5034061200
2009-09-24,4806905600
2009-09-25,4817897000
2009-09-28,4905828200
2009-09-29,4821560800
2009-09-30,4872184000
2009-10-01,4640525440
2009-10-02,4596400000
2009-10-05,4651556800
2009-10-06,4688328000
2009-10-07,4699359360
2009-10-08,4695682240
2009-10-09,4809672960
2009-10-12,4846444160
2009-10-13,4802318720
2009-10-14,4971466240
2009-10-15,4861152640
2009-10-16,4798641600
2009-10-19,4861152640
2009-10-20,4824381440
2009-10-21,4725099200
2009-10-22,4750839040
2009-10-23,4651556800
2009-10-26,4607431360
2009-10-27,4555951680
2009-10-28,4478732160
2009-10-29,4574337280
2009-10-30,4405189760
2009-11-02,4430929600
2009-11-03,4441960960
2009-11-04,4489763520
2009-11-05,4666265280
2009-11-06,4706713600
2009-11-09,4794964480
2009-11-10,4820704320
2009-11-11,4912632320
2009-11-12,4872184000
2009-11-13,4919986560
2009-11-16,4945726400
2009-11-17,4986174720
2009-11-18,4923663680
2009-11-19,4725099200
2009-11-20,4695682240
2009-11-23,4754516160
2009-11-24,4868506880
2009-11-25,4857475520
2009-11-27,4791287360
2009-11-30,4824381440
2009-12-01,4934695040
2009-12-02,4997206080
2009-12-03,5089134080
2009-12-04,5107519680
2009-12-07,5107519680
2009-12-08,5114873920
2009-12-09,5147968000
2009-12-10,5206801920
2009-12-11,5195770560
2009-12-14,5272990080
2009-12-15,5243573120
2009-12-16,5298729920
2009-12-17,5225187520
2009-12-18,5225187520
2009-12-21,5302407040
2009-12-22,5324469760
2009-12-23,5346532480
2009-12-24,5379626560
2009-12-28,5357563840
2009-12-29,5335501120
2009-12-30,5412720640
2009-12-31,5366364900
2010-01-04,5388524700
2010-01-05,5303578800
2010-01-06,5259259200
2010-01-07,5233406100
2010-01-08,5262952500
2010-01-11,5255565900
2010-01-12,5170620000
2010-01-13,5214939600
2010-01-14,5178006600
2010-01-15,5059821000
2010-01-19,5126300400
2010-01-20,5078287500
2010-01-21,5030274600
2010-01-22,4841916300
2010-01-25,4882542600
2010-01-26,4882542600
2010-01-27,4919475600
2010-01-28,4875156000
2010-01-29,4768050300
2010-02-01,4897315800
2010-02-02,4904702400
2010-02-03,4971181800
2010-02-04,4793903400
2010-02-05,4852996200
2010-02-08,4852996200
2010-02-09,4878849300
2010-02-10,4923168900
2010-02-11,5022888000
2010-02-12,5030274600
2010-02-16,5022888000
2010-02-17,4997034900
2010-02-18,5037661200
2010-02-19,5063514300
2010-02-22,5000728200
2010-02-23,4963795200
2010-02-24,5041354500
2010-02-25,5008114800
2010-02-26,4997034900
2010-03-01,5078287500
2010-03-02,5041354500
2010-03-03,4989648300
2010-03-04,4985955000
2010-03-05,5033967900
2010-03-08,5004421500
2010-03-09,4971181800
2010-03-10,5037661200
2010-03-11,5081980800
2010-03-12,5214939600
2010-03-15,5141073600
2010-03-16,5237099400
2010-03-17,5285112300
2010-03-18,5259259200
2010-03-19,5218632900
2010-03-22,5318352000
2010-03-23,5370058200
2010-03-24,5274032400
2010-03-25,5262952500
2010-03-26,5251872600
2010-03-29,5274032400
2010-03-30,5251872600
2010-03-31,5224806400
2010-04-01,5269336000
2010-04-05,5321287200
2010-04-06,5324998000
2010-04-07,5328708800
2010-04-08,5280468400
2010-04-09,5313865600
2010-04-12,5332419600
2010-04-13,5399214000
2010-04-14,5640416000
2010-04-15,5618151200
2010-04-16,5592175600
2010-04-19,5543935200
2010-04-20,5670102400
2010-04-21,5592175600
2010-04-22,5655259200
2010-04-23,5677524000
2010-04-26,5681234800
2010-04-27,5514248800
2010-04-28,5566200000
2010-04-29,5629283600
2010-04-30,5421478800
2010-05-03,5506827200
2010-05-04,5350973600
2010-05-05,5380660000
2010-05-06,5180276800
2010-05-07,5158012000
2010-05-10,5358395200
2010-05-11,5328708800
2010-05-12,5421478800
2010-05-13,5324998000
2010-05-14,5209963200
2010-05-17,5247071200
2010-05-18,5113482400
2010-05-19,5139458000
2010-05-20,4979893600
2010-05-21,5076374400
2010-05-24,4972472000
2010-05-25,4983604400
2010-05-26,4953918000
2010-05-27,5209963200
2010-05-28,5169144400
2010-06-01,5076374400
2010-06-02,5187698400
2010-06-03,5239649600
2010-06-04,5068952800
2010-06-07,4939074800
2010-06-08,4994736800
2010-06-09,5009580000
2010-06-10,5146879600
2010-06-11,5243360400
2010-06-14,5261914400
2010-06-15,5473430000
2010-06-16,5503116400
2010-06-17,5510538000
2010-06-18,5510538000
2010-06-21,5443743600
2010-06-22,5373238400
2010-06-23,5417768000
2010-06-24,5332419600
2010-06-25,5354684400
2010-06-28,5410346400
2010-06-29,5180276800
2010-06-30,5168045220
2010-07-01,5205305820
2010-07-02,5141962800
2010-07-06,5194127640
2010-07-07,5432595480
2010-07-08,5425143360
2010-07-09,5447499720
2010-07-12,5499664560
2010-07-13,5574185760
2010-07-14,5585363940
2010-07-15,5611446360
2010-07-16,5473582140
2010-07-19,5633802720
2010-07-20,5622624540
2010-07-21,5507116680
2010-07-22,5697145740
2010-07-23,5734406340
2010-07-26,5872270560
2010-07-27,5831283900
2010-07-28,5775393000
2010-07-29,5659885140
2010-07-30,5674789380
2010-08-02,5712049980
2010-08-03,5700871800
2010-08-04,5667337260
2010-08-05,5730680280
2010-08-06,5685967560
2010-08-09,5741858460
2010-08-10,5663611200
2010-08-11,5454951840
2010-08-12,5391608820
2010-08-13,5361800340
2010-08-16,5376704580
2010-08-17,5425143360
2010-08-18,5447499720
2010-08-19,5358074280
2010-08-20,5331991860
2010-08-23,5309635500
2010-08-24,5324539740
2010-08-25,5331991860
2010-08-26,5253744600
2010-08-27,5350622160
2010-08-30,5264922780
2010-08-31,5168045220
2010-09-01,5283553080
2010-09-02,5320813680
2010-09-03,5469856080
2010-09-07,5350622160
2010-09-08,5339443980
2010-09-09,5410239120
2010-09-10,5223936120
2010-09-13,5380430640
2010-09-14,5466130020
2010-09-15,5440047600
2010-09-16,5473582140
2010-09-17,5536925160
2010-09-20,5644980900
2010-09-21,5622624540
2010-09-22,5488486380
2010-09-23,5488486380
2010-09-24,5704597860
2010-09-27,5738132400
2010-09-28,5838736020
2010-09-29,5879722680
2010-09-30,5861092380
2010-10-01,5890872960
2010-10-04,5860874880
2010-10-05,5890872960
2010-10-06,5797128960
2010-10-07,5785879680
2010-10-08,5808378240
2010-10-11,5827127040
2010-10-12,5842126080
2010-10-13,5714634240
2010-10-14,5710884480
2010-10-15,5812128000
2010-10-18,5789629440
2010-10-19,5729633280
2010-10-20,5763381120
2010-10-21,5752131840
2010-10-22,5879623680
2010-10-25,5909621760
2010-10-26,5894622720
2010-10-27,6029614079
2010-10-28,6014615040
2010-10-29,6033363840
2010-11-01,6007115520
2010-11-02,6089610239
2010-11-03,6160855680
2010-11-04,6367092480
2010-11-05,6367092480
2010-11-08,6333344640
2010-11-09,6344593920
2010-11-10,6352093440
2010-11-11,6295847040
2010-11-12,6288347520
2010-11-15,6303346559
2010-11-16,6157105920
2010-11-17,6190853760
2010-11-18,6295847040
2010-11-19,6355843200
2010-11-22,6382091520
2010-11-23,6329594880
2010-11-24,6468336000
2010-11-26,6430838399
2010-11-29,6389591040
2010-11-30,6303346559
2010-12-01,6468336000
2010-12-02,6644574720
2010-12-03,6685822079
2010-12-06,6655824000
2010-12-07,6682072320
2010-12-08,6809564160
2010-12-09,6637075200
2010-12-10,6592078079
2010-12-13,6502083840
2010-12-14,6487084800
2010-12-15,6442087680
2010-12-16,6460836480
2010-12-17,6393340800
2010-12-20,6344593920
2010-12-21,6464586239
2010-12-22,6438337920
2010-12-23,6419589120
2010-12-27,6490834559
2010-12-28,6449587200
2010-12-29,6449587200
2010-12-30,6453336960
2010-12-31,6415839360
2011-01-03,6524582399
2011-01-04,6509583360
2011-01-05,6528332160
2011-01-06,6565829760
2011-01-07,6558330239
2011-01-10,6633325440
2011-01-11,6678322559
2011-01-12,6704570880
2011-01-13,6749568000
2011-01-14,6940805760
2011-01-18,7027050239
2011-01-19,6918307200
2011-01-20,6824563200
2011-01-21,6839562239
2011-01-24,6970803840
2011-01-25,6997052160
2011-01-26,7019550720
2011-01-27,7105795200
2011-01-28,6918307200
2011-01-31,6839562239
2011-02-01,6970803840
2011-02-02,6959554559
2011-02-03,6948305280
2011-02-04,7053298559
2011-02-07,7027050239
2011-02-08,7023300480
2011-02-09,6982053120
2011-02-10,7057048320
2011-02-11,7120794239
2011-02-14,7154542079
2011-02-15,7102045440
2011-02-16,7165791360
2011-02-17,7184540160
2011-02-18,7158291840
2011-02-22,6967054079
2011-02-23,6809564160
2011-02-24,6884559360
2011-02-25,7000801920
2011-02-28,6918307200
2011-03-01,6824563200
2011-03-02,6895808640
2011-03-03,7045799040
2011-03-04,6974553600
2011-03-07,6865810559
2011-03-08,6903308160
2011-03-09,6734568960
2011-03-10,6622076160
2011-03-11,6678322559
2011-03-14,6648324480
2011-03-15,6588328320
2011-03-16,6614576640
2011-03-17,6644574720
2011-03-18,6693321600
2011-03-21,6798314880
2011-03-22,6764567040
2011-03-23,6877059840
2011-03-24,7079546880
2011-03-25,7072047360
2011-03-28,7094545920
2011-03-29,7098295680
2011-03-30,7162041600
2011-03-31,7224256000
2011-04-01,7209047040
2011-04-04,7220453759
2011-04-05,7243267200
2011-04-06,7304103040
2011-04-07,7254673919
2011-04-08,7216651520
2011-04-11,7133002240
2011-04-12,7053155200
2011-04-13,7117793280
2011-04-14,7133002240
2011-04-15,7163420160
2011-04-18,7068364160
2011-04-19,7106386560
2011-04-20,7387752320
2011-04-21,7433379200
2011-04-25,7444785919
2011-04-26,7566457599
2011-04-27,7695733759
2011-04-28,7748965120
2011-04-29,7802196480
2011-05-02,7726151680
2011-05-03,7707140480
2011-05-04,7729953919
2011-05-05,7707140480
2011-05-06,7840218880
2011-05-09,7710942720
2011-05-10,7859230080
2011-05-11,7752767360
2011-05-12,7855427840
2011-05-13,7767976320
2011-05-16,7665315840
2011-05-17,7463797120
2011-05-18,7631095680
2011-05-19,7619688960
2011-05-20,7600677759
2011-05-23,7475203840
2011-05-24,7380147840
2011-05-25,7410565759
2011-05-26,7399159040
2011-05-27,7440983680
2011-05-31,7513226240
2011-06-01,7277487360
2011-06-02,7288894080
2011-06-03,7102584320
2011-06-06,7129200000
2011-06-07,7102584320
2011-06-08,7030341759
2011-06-09,7026539520
2011-06-10,6931483520
2011-06-13,6874449919
2011-06-14,6939088000
2011-06-15,6863043200
2011-06-16,6813614080
2011-06-17,6783196160
2011-06-20,6840229759
2011-06-21,7003726080
2011-06-22,6954296960
2011-06-23,7079770880
2011-06-24,6946692480
2011-06-27,7022737280
2011-06-28,7049352960
2011-06-29,7083573120
2011-06-30,7231661100
2011-07-01,7315617060
2011-07-05,7231661100
2011-07-06,7262190540
2011-07-07,7327065600
2011-07-08,7224028740
2011-07-11,7151521319
2011-07-12,6285248460
2011-07-13,6182211600
2011-07-14,6105888000
2011-07-15,6170763060
2011-07-18,6102071820
2011-07-19,6266167560
2011-07-20,6239454300
2011-07-21,6361572060
2011-07-22,6510403079
2011-07-25,6434079480
2011-07-26,6533300160
2011-07-27,6399733860
2011-07-28,6460792740
2011-07-29,6441711840
2011-08-01,6434079480
2011-08-02,6258535199
2011-08-03,6311961720
2011-08-04,6063910020
2011-08-05,5949424620
2011-08-08,5766247980
2011-08-09,6014299680
2011-08-10,5861652480
2011-08-11,6121152720
2011-08-12,6113520360
2011-08-15,6170763060
2011-08-16,5983770240
2011-08-17,5926527540
2011-08-18,5670843480
2011-08-19,5647946400
2011-08-22,5758615620
2011-08-23,6048645300
2011-08-24,6056277660
2011-08-25,6002851140
2011-08-26,6163130699
2011-08-29,6369204420
2011-08-30,6266167560
2011-08-31,6262351380
2011-09-01,6205108680
2011-09-02,5983770240
2011-09-06,6006667320
2011-09-07,6224189579
2011-09-08,6147865980
2011-09-09,6117336540
2011-09-12,6243270480
2011-09-13,6418814760
2011-09-14,6575278140
2011-09-15,6548564880
2011-09-16,6590542860
2011-09-19,6521851620
2011-09-20,6434079480
2011-09-21,6331042620
2011-09-22,6128785079
2011-09-23,6281432280
2011-09-26,6201292500
2011-09-27,6334858800
2011-09-28,6182211600
2011-09-29,6109704180
2011-09-30,5963836800
2011-10-03,5833521600
2011-10-04,6071155200
2011-10-05,6258962399
2011-10-06,6381611999
2011-10-07,6454435200
2011-10-10,6580917600
2011-10-11,6577084800
2011-10-12,6603914400
2011-10-13,6768724800
2011-10-14,6412274400
2011-10-17,6393110400
2011-10-18,6462100800
2011-10-19,6408441600
2011-10-20,6327952800
2011-10-21,6477431999
2011-10-24,6646075200
2011-10-25,6615412800
2011-10-26,6749560800
2011-10-27,6968030400
2011-10-28,6987194400
2011-10-31,6933535200
2011-11-01,6607747199
2011-11-02,6634576799
2011-11-03,6856879200
2011-11-04,7094512800
2011-11-07,7006358400
2011-11-08,7075348800
2011-11-09,6795554400
2011-11-10,6853046400
2011-11-11,7044686400
2011-11-14,6983361600
2011-11-15,7063850400
2011-11-16,7017856799
2011-11-17,6669071999
2011-11-18,6626911200
2011-11-21,6515760000
2011-11-22,6358615200
2011-11-23,6235965600
2011-11-25,6189971999
2011-11-28,6339451200
2011-11-29,6320287199
2011-11-30,6688236000
2011-12-01,6680570400
2011-12-02,6642242399
2011-12-05,6688236000
2011-12-06,6688236000
2011-12-07,6730396799
2011-12-08,6642242399
2011-12-09,6672904800
2011-12-12,6642242399
2011-12-13,6511927199
2011-12-14,6454435200
2011-12-15,6477431999
2011-12-16,6607747199
2011-12-19,6515760000
2011-12-20,6841548000
2011-12-21,6795554400
2011-12-22,6956531999
2011-12-23,7014024000
2011-12-27,7037020800
2011-12-28,6956531999
2011-12-29,7060017600
2011-12-30,7021689600
2012-01-03,6886303200
2012-01-04,6897857400
2012-01-05,6955628399
2012-01-06,6859343399
2012-01-09,6928668599
2012-01-10,6932520000
2012-01-11,6894005999
2012-01-12,6886303200
2012-01-13,6859343399
2012-01-17,6963331199
2012-01-18,7360025400
2012-01-19,7294551600
2012-01-20,7194415200
2012-01-23,7155901199
2012-01-24,7186712400
2012-01-25,7086575999
2012-01-26,7152049800
2012-01-27,7086575999
2012-01-30,7098130200
2012-01-31,7105833000
2012-02-01,7232929200
2012-02-02,7256037600
2012-02-03,7398539400
2012-02-06,7321511400
2012-02-07,7182860999
2012-02-08,7179009600
2012-02-09,7190563800
2012-02-10,7063467600
2012-02-13,7059616199
2012-02-14,7113535800
2012-02-15,7067319000
2012-02-16,7152049800
2012-02-17,7155901199
2012-02-21,7055764800
2012-02-22,6990290999
2012-02-23,6994142400
2012-02-24,7001845200
2012-02-27,6997993800
2012-02-28,7078873200
2012-02-29,6947925600
2012-03-01,6959479800
2012-03-02,6874749000
2012-03-05,6770761199
2012-03-06,6805423800
2012-03-07,6867046199
2012-03-08,6901708800
2012-03-09,6959479800
2012-03-12,6905560200
2012-03-13,7048062000
2012-03-14,7036507800
2012-03-15,7105833000
2012-03-16,7024953599
2012-03-19,7075021800
2012-03-20,7048062000
2012-03-21,7090427400
2012-03-22,7067319000
2012-03-23,7044210600
2012-03-26,7121238599
2012-03-27,7109684400
2012-03-28,7048062000
2012-03-29,7075021800
2012-03-30,7163604000
2012-04-02,7219628640
2012-04-03,7103557440
2012-04-04,6995224319
2012-04-05,6991355280
2012-04-09,6855938880
2012-04-10,6786296160
2012-04-11,6875284080
2012-04-12,6999093360
2012-04-13,6929450640
2012-04-16,6906236400
2012-04-17,7037783760
2012-04-18,7006831440
2012-04-19,6917843520
2012-04-20,6824986560
2012-04-23,6712784400
2012-04-24,6689570160
2012-04-25,6751474800
2012-04-26,6840462720
2012-04-27,6848200800
2012-04-30,6840462720
2012-05-01,6813379440
2012-05-02,6755343840
2012-05-03,6708915360
2012-05-04,6538677599
2012-05-07,6472903920
2012-05-08,6325880400
2012-05-09,6190464000
2012-05-10,6178856880
2012-05-11,6171118800
2012-05-14,6132428400
2012-05-15,6062785680
2012-05-16,6062785680
2012-05-17,5997012000
2012-05-18,5900286000
2012-05-21,5977666800
2012-05-22,5989273920
2012-05-23,6035702400
2012-05-24,5969928720
2012-05-25,5985404880
2012-05-29,6066654720
2012-05-30,6055047600
2012-05-31,6000881040
2012-06-01,5880940800
2012-06-04,5904155040
2012-06-05,5958321600
2012-06-06,6132428400
2012-06-07,6140166480
2012-06-08,6190464000
2012-06-11,6109214160
2012-06-12,6240761520
2012-06-13,6163380720
2012-06-14,6159511680
2012-06-15,6283320959
2012-06-18,6356832720
2012-06-19,6391654080
2012-06-20,6430344480
2012-06-21,6291059040
2012-06-22,6422606400
2012-06-25,6213678239
2012-06-26,6260106720
2012-06-27,6287190000
2012-06-28,6236892480
2012-06-29,6399392160
2012-07-02,6320535266
2012-07-03,6366754903
2012-07-05,6374458175
2012-07-06,6201134539
2012-07-09,6120250176
2012-07-10,6050920721
2012-07-11,6047069085
2012-07-12,5977739630
2012-07-13,6093288721
2012-07-16,6077882176
2012-07-17,6089437085
2012-07-18,6274315630
2012-07-19,6320535266
2012-07-20,6239650903
2012-07-23,6124101812
2012-07-24,6062475630
2012-07-25,6147211630
2012-07-26,6255057448
2012-07-27,6335941812
2012-07-30,6424529448
2012-07-31,6428381084
2012-08-01,6470749084
2012-08-02,6432232721
2012-08-03,6682589084
2012-08-06,6671034175
2012-08-07,6721105448
2012-08-08,6728808720
2012-08-09,6713402175
2012-08-10,6751918539
2012-08-13,6740363630
2012-08-14,6790434902
2012-08-15,6805841448
2012-08-16,6859764357
2012-08-17,6879022538
2012-08-20,6755770175
2012-08-21,6744215266
2012-08-22,6721105448
2012-08-23,6647924357
2012-08-24,6686440720
2012-08-27,6651775993
2012-08-28,6694143993
2012-08-29,6690292357
2012-08-30,6632517811
2012-08-31,6694143993
2012-09-04,6628666175
2012-09-05,6563188357
2012-09-06,6728808720
2012-09-07,6674885811
2012-09-10,6574743266
2012-09-11,6563188357
2012-09-12,6513117084
2012-09-13,6613259630
2012-09-14,6613259630
2012-09-17,6582446539
2012-09-18,6609407993
2012-09-19,6590149811
2012-09-20,6590149811
2012-09-21,6563188357
2012-09-24,6501562175
2012-09-25,6343645084
2012-09-26,6301277084
2012-09-27,6339793448
2012-09-28,6305128721
2012-10-01,6414118200
2012-10-02,6503798880
2012-10-03,6476504760
2012-10-04,6464807279
2012-10-05,6484303080
2012-10-08,6433614000
2012-10-09,6328336680
2012-10-10,6246454320
2012-10-11,6246454320
2012-10-12,6184067760
2012-10-15,6277647600
2012-10-16,6363429120
2012-10-17,6340034160
2012-10-18,6184067760
2012-10-19,6113882880
2012-10-22,6102185400
2012-10-23,6168471120
2012-10-24,6145076160
2012-10-25,6125580360
2012-10-26,6187966920
2012-10-31,6109983720
2012-11-01,6336135000
2012-11-02,6265950120
2012-11-05,6316639200
2012-11-06,6464807279
2012-11-07,6262050959
2012-11-08,6223059360
2012-11-09,5969613960
2012-11-12,5918924880
2012-11-13,5876034120
2012-11-14,5833143360
2012-11-15,5774655960
2012-11-16,5727866040
2012-11-19,5837042520
2012-11-20,5774655960
2012-11-21,5735664360
2012-11-23,5848740000
2012-11-26,5790252600
2012-11-27,5798050920
2012-11-28,5899429080
2012-11-29,5883832440
2012-11-30,5930622360
2012-12-03,5833143360
2012-12-04,5813647560
2012-12-05,5837042520
2012-12-06,5950118160
2012-12-07,6016403880
2012-12-10,6043698000
2012-12-11,6137277840
2012-12-12,6180168600
2012-12-13,6191866080
2012-12-14,6168471120
2012-12-17,6211361880
2012-12-18,6301042560
2012-12-19,6328336680
2012-12-20,6363429120
2012-12-21,6355630800
2012-12-24,6347832480
2012-12-26,6347832480
2012-12-27,6301042560
2012-12-28,6262050959
2012-12-31,6386600800
2013-01-02,6613854080
2013-01-03,6543327200
2013-01-04,6508063760
2013-01-07,6496309279
2013-01-08,6382682640
2013-01-09,6453209520
2013-01-10,6570754320
2013-01-11,6582508800
2013-01-14,6488472959
2013-01-15,6468882160
2013-01-16,6535490880
2013-01-17,6586426959
2013-01-18,6566836160
2013-01-22,6508063760
2013-01-23,6496309279
2013-01-24,6511981920
2013-01-25,6523736399
2013-01-28,6606017760
2013-01-29,6578590640
2013-01-30,6617772240
2013-01-31,6555081680
2013-02-01,6762744160
2013-02-04,6660872000
2013-02-05,6703971760
2013-02-06,6750989680
2013-02-07,6649117520
2013-02-08,7131051200
2013-02-11,7138887520
2013-02-12,7174150959
2013-02-13,7205496240
2013-02-14,7311286560
2013-02-15,7264268640
2013-02-19,7279941279
2013-02-20,7142805680
2013-02-21,7080115120
2013-02-22,7221168880
2013-02-25,7076196959
2013-02-26,7138887520
2013-02-27,7193741760
2013-02-28,7146723839
2013-03-01,7142805680
2013-03-04,7119296720
2013-03-05,7232923360
2013-03-06,7205496240
2013-03-07,7201578080
2013-03-08,7217250720
2013-03-11,7240759680
2013-03-12,7217250720
2013-03-13,7178069120
2013-03-14,7197659920
2013-03-15,7107542240
2013-03-18,7056606160
2013-03-19,7056606160
2013-03-20,7123214880
2013-03-21,6997833760
2013-03-22,7091869600
2013-03-25,7095787760
2013-03-26,7193741760
2013-03-27,7150642000
2013-03-28,7205496240
2013-04-01,7145346000
2013-04-02,7109895000
2013-04-03,6964152000
2013-04-04,7023236999
2013-04-05,6999603000
2013-04-08,7031115000
2013-04-09,7074444000
2013-04-10,7235943000
2013-04-11,7228065000
2013-04-12,7153224000
2013-04-15,7062627000
2013-04-16,7149284999
2013-04-17,6881433000
2013-04-18,6739629000
2013-04-19,6763263000
2013-04-22,6838104000
2013-04-23,6972030000
2013-04-24,7042932000
2013-04-25,7149284999
2013-04-26,7011420000
2013-04-29,7082322000
2013-04-30,7172919000
2013-05-01,7109895000
2013-05-02,7212308999
2013-05-03,7393503000
2013-05-06,7365930000
2013-05-07,7318661999
2013-05-08,7377747000
2013-05-09,7306845000
2013-05-10,7330479000
2013-05-13,7318661999
2013-05-14,7365930000
2013-05-15,7413198000
2013-05-16,7401381000
2013-05-17,7302906000
2013-05-20,7224126000
2013-05-21,7220186999
2013-05-22,7153224000
2013-05-23,7157163000
2013-05-24,7153224000
2013-05-28,7176858000
2013-05-29,7208370000
2013-05-30,7334418000
2013-05-31,7184735999
2013-06-03,7255638000
2013-06-04,7306845000
2013-06-05,7176858000
2013-06-06,7133529000
2013-06-07,7228065000
2013-06-10,7251699000
2013-06-11,7243821000
2013-06-12,7157163000
2013-06-13,7338357000
2013-06-14,7295028000
2013-06-17,7393503000
2013-06-18,7491978000
2013-06-19,7365930000
2013-06-20,7176858000
2013-06-21,7239882000
2013-06-24,7149284999
2013-06-25,7251699000
2013-06-26,7279272000
2013-06-27,7306845000
2013-06-28,7338357000
2013-07-01,7390742000
2013-07-02,7410524500
2013-07-03,7477784999
2013-07-05,7560871500
2013-07-08,7406568000
2013-07-09,7477784999
2013-07-10,7521306500
2013-07-11,7699349000
2013-07-12,7802218000
2013-07-15,7786392000
2013-07-16,7837826499
2013-07-17,7913000000
2013-07-18,7916956500
2013-07-19,7885304500
2013-07-22,7869478500
2013-07-23,7913000000
2013-07-24,7810130999
2013-07-25,7849696000
2013-07-26,7774522499
2013-07-29,7758696500
2013-07-30,7766609500
2013-07-31,7861565500
2013-08-01,8245346000
2013-08-02,8205780999
2013-08-05,8245346000
2013-08-06,8174129000
2013-08-07,8110825000
2013-08-08,8079173000
2013-08-09,8035651499
2013-08-12,8063347000
2013-08-13,8087086000
2013-08-14,7980260500
2013-08-15,7794305000
2013-08-16,7814087500
2013-08-19,7699349000
2013-08-20,7738913999
2013-08-21,7683523000
2013-08-22,7727044500
2013-08-23,7731001000
2013-08-26,7746826999
2013-08-27,7624175500
2013-08-28,7711218499
2013-08-29,7719131500
2013-08-30,7679566500
2013-09-03,7750783500
2013-09-04,7829913500
2013-09-05,7738913999
2013-09-06,7695392500
2013-09-09,7703305500
2013-09-10,7802218000
2013-09-11,7802218000
2013-09-12,7810130999
2013-09-13,7833870000
2013-09-16,7928826000
2013-09-17,7968391000
2013-09-18,8000043000
2013-09-19,8003999500
2013-09-20,7960478000
2013-09-23,7980260500
2013-09-24,8098955500
2013-09-25,7980260500
2013-09-26,8031695000
2013-09-27,7972347499
2013-09-30,8009987699
2013-10-01,8009987699
2013-10-02,7930484100
2013-10-03,7850980500
2013-10-04,7831104600
2013-10-07,7847005319
2013-10-08,7731725100
2013-10-09,7715824380
2013-10-10,7886757120
2013-10-11,7970235900
2013-10-14,8029863600
2013-10-15,7862906040
2013-10-16,7930484100
2013-10-17,7986136620
2013-10-18,8009987699
2013-10-21,8049739500
2013-10-22,8053714680
2013-10-23,7739675460
2013-10-24,7751601000
2013-10-25,7723774740
2013-10-28,7831104600
2013-10-29,8009987699
2013-10-30,7942409640
2013-10-31,8538686640
2013-11-01,8455207860
2013-11-04,8471108579
2013-11-05,8479058939
2013-11-06,8542661819
2013-11-07,8379679439
2013-11-08,8526761100
2013-11-11,8538686640
2013-11-12,8646016500
2013-11-13,8634090960
2013-11-14,8630115780
2013-11-15,8669867580
2013-11-18,8614215060
2013-11-19,8451232680
2013-11-20,8502910020
2013-11-21,8713594560
2013-11-22,8709619380
2013-11-25,8713594560
