,GS
2013-11-27,78575561158
2013-11-29,78911873155
2013-12-02,79276211151
2013-12-03,78496154159
2013-12-04,78799769156
2013-12-05,77333075172
2013-12-06,78103790163
2013-12-09,78318656161
2013-12-10,79280882151
2013-12-11,78285959162
2013-12-12,78626942158
2013-12-13,78654968158
2013-12-16,79850744145
2013-12-17,79635878147
2013-12-18,81667763125
2013-12-19,81635066126
2013-12-20,81817235124
2013-12-23,82429136117
2013-12-24,82284335119
2013-12-26,82419794117
2013-12-27,82373084118
2013-12-30,82083482121
2013-12-31,82798145113
2014-01-02,82890653115
2014-01-03,83481089109
2014-01-06,84052781103
2014-01-07,83546693108
2014-01-08,83616983107
2014-01-09,83129639113
2014-01-10,83593553108
2014-01-13,82417367120
2014-01-14,82754759117
2014-01-15,83762249106
2014-01-16,82084661124
2014-01-17,82604807118
2014-01-21,81161519134
2014-01-22,81386447131
2014-01-23,80013449146
2014-01-24,78556103161
2014-01-27,77173733176
2014-01-28,77904749168
2014-01-29,76803539180
2014-01-30,77712623170
2014-01-31,76906631179
2014-02-03,74891651200
2014-02-04,75800735191
2014-02-05,75172811197
2014-02-06,75796049191
2014-02-07,75880397190
2014-02-10,75444599195
2014-02-11,77033153178
2014-02-12,76616099182
2014-02-13,76878515179
2014-02-14,76719191181
2014-02-18,77154989176
2014-02-19,76503635183
2014-02-20,77084699177
2014-02-21,77084699177
2014-02-24,78040643167
2014-02-25,76606727182
2014-02-26,76288079186
2014-02-27,77497067173
2014-02-28,77998469167
2014-03-03,77197163176
2014-03-04,79066877156
2014-03-05,80552339140
2014-03-06,80880359137
2014-03-07,81658235128
2014-03-10,81306785132
2014-03-11,79610453150
2014-03-12,79530791151
2014-03-13,78115619166
2014-03-14,77483009173
2014-03-17,78181223165
2014-03-18,78766973159
2014-03-19,78809147159
2014-03-20,79296491153
2014-03-21,78232769165
2014-03-24,77656391171
2014-03-25,76498949183
2014-03-26,75786677191
2014-03-27,76049093188
2014-03-28,76053779188
2014-03-31,75649544180
2014-04-01,76605263170
2014-04-02,77228558163
2014-04-03,76683752169
2014-04-04,75367907183
2014-04-07,73207151207
2014-04-08,72283751217
2014-04-09,73022471209
2014-04-10,72015965220
2014-04-11,70510823236
2014-04-14,71443457226
2014-04-15,71526563225
2014-04-16,72588473213
2014-04-17,72690047212
2014-04-21,72856259211
2014-04-22,74084381197
2014-04-23,74079764197
2014-04-24,74264444195
2014-04-25,73059407208
2014-04-28,72274517217
2014-04-29,73059407208
2014-04-30,73788893200
2014-05-01,74042828198
2014-05-02,73354895205
2014-05-05,72186794218
2014-05-06,71351117227
2014-05-07,71803583222
2014-05-08,72671579213
2014-05-09,72579239214
2014-05-12,73664234202
2014-05-13,74001275198
2014-05-14,73618064202
2014-05-15,72320687216
2014-05-16,72223730217
2014-05-19,72796238211
2014-05-20,72186794218
2014-05-21,73571894203
2014-05-22,73802744200
2014-05-23,73945871199
2014-05-27,74689208191
2014-05-28,74421422194
2014-05-29,74213657196
2014-05-30,73784276200
2014-06-02,73885850199
2014-06-03,74703059191
2014-06-04,74975462188
2014-06-05,75063185187
2014-06-06,76729922169
2014-06-09,76642199170
2014-06-10,76808411168
2014-06-11,76379030172
2014-06-12,76623731170
2014-06-13,76591412170
2014-06-16,76572944170
2014-06-17,77667173158
2014-06-18,78424361150
2014-06-19,78364340151
2014-06-20,78415127150
2014-06-23,78599807148
2014-06-24,77671790158
2014-06-25,77741045158
2014-06-26,77570216159
2014-06-27,77002325166
2014-06-30,76268919162
2014-07-01,75981954165
2014-07-02,76018394165
2014-07-03,77189029152
2014-07-07,76423789161
2014-07-08,75116504175
2014-07-09,75007184176
2014-07-10,74437809182
2014-07-11,75066399176
2014-07-14,76068499165
2014-07-15,77056934154
2014-07-16,77649084147
2014-07-17,77498769149
2014-07-18,78104584142
2014-07-21,78218459141
2014-07-22,79721609124
2014-07-23,80541509115
2014-07-24,80286429118
2014-07-25,79894699123
2014-07-28,80145224120
2014-07-29,79958469122
2014-07-30,80058679121
2014-07-31,78742284135
2014-08-01,77548874148
2014-08-04,78204794141
2014-08-05,77170809152
2014-08-06,77316569151
2014-08-07,77025049154
2014-08-08,78464429138
2014-08-11,78555529137
2014-08-12,78496314138
2014-08-13,78514534138
2014-08-14,78678514136
2014-08-15,78300449140
2014-08-18,79507524127
2014-08-19,79238779130
2014-08-20,79270664129
2014-08-21,79780824124
2014-08-22,79926584122
2014-08-25,81019784110
2014-08-26,81033449110
2014-08-27,80992454110
2014-08-28,80919574111
2014-08-29,81584604104
2014-09-02,81885234101
2014-09-03,81807799102
2014-09-04,82026439099
2014-09-05,81876124101
2014-09-08,82040104099
2014-09-09,80805699113
2014-09-10,81930784100
2014-09-11,82445499095
2014-09-12,83433934084
2014-09-15,83802889080
2014-09-16,83830219079
2014-09-17,84185509075
2014-09-18,85583894060
2014-09-19,84814099069
2014-09-22,84399594073
2014-09-23,84308494074
2014-09-24,85547454060
2014-09-25,83852994079
2014-09-26,84322159074
2014-09-29,83734564080
2014-09-30,82679927082
2014-10-01,81387279096
2014-10-02,82369151085
2014-10-03,84706727059
2014-10-06,84440991062
2014-10-07,82783519081
2014-10-08,84062655066
2014-10-09,81644007093
2014-10-10,81243151098
2014-10-13,80518007106
2014-10-14,80486479106
2014-10-15,79828895113
2014-10-16,77730031137
2014-10-17,79680263115
2014-10-20,80099135110
2014-10-21,81153071099
2014-10-22,79644231115
2014-10-23,81099023099
2014-10-24,82580839083
2014-10-27,82833063080
2014-10-28,83918527068
2014-10-29,83810431069
2014-10-30,84211287065
2014-10-31,85571495050
2014-11-03,85949831045
2014-11-04,85697607048
2014-11-05,85503935050
2014-11-06,86026399045
2014-11-07,85895783046
2014-11-10,86386719041
2014-11-11,86422751040
2014-11-12,85657071049
2014-11-13,85684095048
2014-11-14,85566991050
2014-11-17,85544471050
2014-11-18,85413855051
2014-11-19,85211175054
2014-11-20,85463399051
2014-11-21,85391335052
2014-11-24,85607527049
2014-11-25,85062543055
2014-11-26,84909407057
2014-11-28,84859863057
2014-12-01,84765279059
2014-12-02,85661575049
2014-12-03,86003879045
2014-12-04,86454279040
2014-12-05,88030679022
2014-12-08,88557647016
2014-12-09,88679255015
2014-12-10,86476799040
2014-12-11,87170415032
2014-12-12,85044527055
2014-12-15,83567215072
2014-12-16,82562823083
2014-12-17,83337511074
2014-12-18,86301143041
2014-12-19,87053311033
2014-12-22,87575775027
2014-12-23,88053199022
2014-12-24,88228855020
2014-12-26,88030679022
2014-12-29,88363975019
2014-12-30,88147783021
2014-12-31,87301031030
2015-01-02,88126052027
2015-01-05,85374521058
2015-01-06,83647448077
2015-01-07,84894023063
2015-01-08,86249390048
2015-01-09,84925754063
2015-01-12,83892230074
2015-01-13,83828768075
2015-01-14,81698258098
2015-01-15,80909516107
2015-01-16,80338358113
2015-01-20,79613078121
2015-01-21,80302094114
2015-01-22,82518731089
2015-01-23,81816116097
2015-01-26,81784385097
2015-01-27,80002916117
2015-01-28,78443564134
2015-01-29,79776266120
2015-01-30,78153452137
2015-02-02,79549616122
2015-02-03,81702791098
2015-02-04,81040973106
2015-02-05,81943040096
2015-02-06,83148818082
2015-02-09,82600325088
2015-02-10,83661047077
2015-02-11,85061744061
2015-02-12,86027273051
2015-02-13,85673699055
2015-02-17,86136065049
2015-02-18,85524110056
2015-02-19,85723562054
2015-02-20,86811482042
2015-02-23,86267522048
2015-02-24,87133325038
2015-02-25,86906675041
2015-02-26,87124259039
2015-02-27,86031806051
2015-03-02,86938406041
2015-03-03,86702690043
2015-03-04,85977410051
2015-03-05,86163263049
2015-03-06,84726302065
2015-03-09,85188668060
2015-03-10,82822442086
2015-03-11,83488793079
2015-03-12,86104334050
2015-03-13,85827821053
2015-03-16,86988269040
2015-03-17,86385380047
2015-03-18,87178655038
2015-03-19,86113400050
2015-03-20,87545828034
2015-03-23,87015467040
2015-03-24,86707223043
2015-03-25,84925754063
2015-03-26,84875891063
2015-03-27,85247597059
2015-03-30,86589365044
2015-03-31,84849657060
2015-04-01,86772621038
2015-04-02,86465669042
2015-04-06,86691369039
2015-04-07,86844845038
2015-04-08,86921583037
2015-04-09,87973345025
2015-04-10,88311895021
2015-04-13,88284811022
2015-04-14,89250807011
2015-04-15,90776538994
2015-04-16,90374792998
2015-04-17,89083789013
2015-04-20,89422339009
2015-04-21,88853575015
2015-04-22,89521647008
2015-04-23,89968533003
2015-04-24,89372685010
2015-04-27,88709127017
2015-04-28,89146985012
2015-04-29,89629983007
2015-04-30,88663987017
2015-05-01,89165041012
2015-05-04,89964019003
2015-05-05,89056705013
2015-05-06,88587249018
2015-05-07,89101845013
2015-05-08,90505698997
2015-05-11,91060920991
2015-05-12,90519240997
2015-05-13,90925500992
2015-05-14,91462666986
2015-05-15,91620656985
2015-05-18,92383522976
2015-05-19,92717558973
2015-05-20,92573110974
2015-05-21,92514428975
2015-05-22,93800918961
2015-05-26,93159930968
2015-05-27,94369682954
2015-05-28,94107870957
2015-05-29,93074164969
2015-06-01,93805432960
2015-06-02,93182500967
2015-06-03,94022104958
2015-06-04,94283916955
2015-06-05,94997128947
2015-06-08,94699204951
2015-06-09,94351626954
2015-06-10,96206880934
2015-06-11,96572514930
2015-06-12,96175282934
2015-06-15,95588462941
2015-06-16,96400982932
2015-06-17,96116600935
2015-06-18,96870438927
2015-06-19,96233964934
2015-06-22,97732612917
2015-06-23,98585758908
2015-06-24,96793700927
2015-06-25,96066946935
2015-06-26,96224936934
2015-06-29,93733208961
2015-06-30,93746708956
2015-07-01,94263058950
2015-07-02,93930798954
2015-07-06,93409958959
2015-07-07,93486288958
2015-07-08,91622938979
2015-07-09,91959688975
2015-07-10,93028308964
2015-07-13,94343878949
2015-07-14,95259838939
2015-07-15,95619038935
2015-07-16,94819818944
2015-07-17,95394538937
2015-07-20,95363108938
2015-07-21,94963498942
2015-07-22,95749248933
2015-07-23,94761448944
2015-07-24,93100148963
2015-07-27,92053978974
2015-07-28,92601758968
2015-07-29,92871158965
2015-07-30,93032798964
2015-07-31,92076428974
2015-08-03,91905808976
2015-08-04,92121328974
2015-08-05,92359298971
2015-08-06,92085408974
2015-08-07,91344558982
2015-08-10,92480528970
2015-08-11,90563298991
2015-08-12,90307368994
2015-08-13,90132258996
2015-08-14,90706978989
2015-08-17,90953928987
2015-08-18,90329818994
2015-08-19,90226548995
2015-08-20,88340749016
2015-08-21,84295259061
2015-08-24,80577539102
2015-08-25,80020779108
2015-08-26,82795599078
2015-08-27,84955289053
2015-08-28,84299749061
2015-08-31,84681399057
2015-09-01,81771879089
2015-09-02,82844989077
2015-09-03,83091939074
2015-09-04,80990619098
2015-09-08,83460119070
2015-09-09,83370319071
2015-09-10,83473589070
2015-09-11,83186229073
2015-09-14,82589059080
2015-09-15,84165049062
2015-09-16,84699359056
2015-09-17,83716049067
2015-09-18,81242059095
2015-09-21,82324149083
2015-09-22,80694279101
2015-09-23,80555089102
2015-09-24,79432589115
2015-09-25,80743669100
2015-09-28,77685979134
2015-09-29,77165139140
2015-09-30,76836671131
2015-10-01,77836043119
2015-10-02,78273821114
2015-10-05,79905539096
2015-10-06,79737503098
2015-10-07,80582105088
2015-10-08,80069153094
2015-10-09,79237817104
2015-10-12,79697705098
2015-10-13,80024933095
2015-10-14,79379321102
2015-10-15,81789311075
2015-10-16,81886595074
2015-10-19,82134227071
2015-10-20,82032521072
2015-10-21,79463339101
2015-10-22,81170231082
2015-10-23,82028099072
2015-10-26,82695821064
2015-10-27,82386281068
2015-10-28,84601703043
2015-10-29,83969357050
2015-10-30,82912499062
2015-11-02,83876495051
2015-11-03,84323117046
2015-11-04,84747629041
2015-11-05,84911243039
2015-11-06,88072973004
2015-11-09,87007271016
2015-11-10,87471581010
2015-11-11,87285857013
2015-11-12,85242893036
2015-11-13,84190457048
2015-11-16,84973151039
2015-11-17,84270053047
2015-11-18,85636451031
2015-11-19,85357865034
2015-11-20,84668033042
2015-11-23,83659817054
2015-11-24,83429873056
2015-11-25,83642129054
2015-11-27,84225833047
2015-11-30,84026843049
2015-12-01,85375553034
2015-12-02,84132971048
2015-12-03,81895439074
2015-12-04,84013577050
2015-12-07,82023677072
2015-12-08,80887223085
2015-12-09,79909961096
2015-12-10,80529041089
2015-12-11,78074831117
2015-12-14,78004079118
2015-12-15,80484821089
2015-12-16,82342061068
2015-12-17,80750141086
2015-12-18,77601677122
2015-12-21,78601049111
2015-12-22,79618109099
2015-12-23,80900489085
2015-12-24,80688233087
2015-12-28,80312363091
2015-12-29,81156965082
2015-12-30,80484821089
2015-12-31,79445383098
2016-01-04,78083311114
2016-01-05,76738871129
2016-01-06,74865471150
2016-01-07,72564495176
2016-01-08,72264751180
2016-01-11,73053783171
2016-01-12,73044967171
2016-01-13,70082791205
2016-01-14,71140711193
2016-01-15,68592887221
2016-01-19,69126255215
2016-01-20,67772999231
2016-01-21,66847319241
2016-01-22,69143887215
2016-01-25,66613695244
2016-01-26,68081559227
2016-01-27,67759775231
2016-01-28,69232047214
2016-01-29,71215647192
2016-02-01,70373719201
2016-02-02,66869359241
2016-02-03,67301343236
2016-02-04,68980791217
2016-02-05,68971975217
2016-02-08,65789399253
2016-02-09,65348599258
2016-02-10,64898983263
2016-02-11,62016151296
2016-02-12,64414103269
2016-02-16,65688015254
2016-02-17,66534351245
2016-02-18,65119383261
2016-02-19,64757927265
2016-02-22,65586631256
2016-02-23,63876327275
2016-02-24,64162847272
2016-02-25,65348599258
2016-02-26,66230199248
2016-02-29,65912823252
2016-03-01,68169719226
2016-03-02,67971359228
2016-03-03,68469463223
2016-03-04,69135071215
2016-03-07,68478279223
2016-03-08,66825279242
2016-03-09,66080327250
2016-03-10,66569615244
2016-03-11,67856751230
2016-03-14,67658391232
2016-03-15,67014823239
2016-03-16,66358031247
2016-03-17,67402727235
2016-03-18,69470079212
2016-03-21,68892631218
2016-03-22,67971359228
2016-03-23,67918463229
2016-03-24,67442399235
2016-03-28,67812671230
2016-03-29,68337223224
2016-03-30,68985199217
2016-03-31,67799661215
2016-04-01,69026257200
2016-04-04,68140862211
2016-04-05,67095664223
2016-04-06,67026560224
2016-04-07,64962078247
2016-04-08,64905931248
2016-04-11,65735179238
2016-04-12,66646488228
2016-04-13,69039214200
2016-04-14,69497028195
2016-04-15,68464787207
2016-04-18,68680737204
2016-04-19,70248534186
2016-04-20,72118661165
2016-04-21,71401707173
2016-04-22,72019324166
2016-04-25,71302370174
2016-04-26,71626295170
2016-04-27,72092747165
2016-04-28,70956850178
2016-04-29,70879108179
2016-05-02,71773141169
2016-05-03,70460165184
2016-05-04,69134232199
2016-05-05,68901006202
2016-05-06,68607314205
2016-05-09,68028568212
2016-05-10,69717297192
2016-05-11,68853497202
2016-05-12,68270432209
2016-05-13,67091345223
2016-05-16,67108621223
2016-05-17,66793334226
2016-05-18,69078085200
2016-05-19,66814929226
2016-05-20,66732868227
2016-05-23,67138854222
2016-05-24,68063120212
2016-05-25,69643874193
2016-05-26,68767117203
2016-05-27,68901006202
2016-05-31,68879411202
2016-06-01,69091042200
2016-06-02,68793031203
2016-06-03,67233872221
2016-06-06,67834213214
2016-06-07,67017922224
2016-06-08,66789015226
2016-06-09,66154122234
2016-06-10,64737490250
2016-06-13,64193296256
2016-06-14,63139460269
2016-06-15,63126503269
2016-06-16,63329496266
2016-06-17,62901915271
2016-06-20,63813224261
2016-06-21,64072364258
2016-06-22,63981665259
2016-06-23,65933853236
2016-06-24,61269333290
2016-06-27,60254368302
2016-06-28,61506878287
2016-06-29,62841449272
2016-06-30,62760191257
2016-07-01,62620799258
2016-07-05,61015679277
2016-07-06,61492991272
2016-07-07,62092799265
2016-07-08,63520511248
2016-07-11,64285055239
2016-07-12,66283007215
2016-07-13,66705407210
2016-07-14,68656895187
2016-07-15,68276735191
2016-07-18,68990591183
2016-07-19,68179583192
2016-07-20,68331647191
2016-07-21,67605119199
2016-07-22,67757183197
2016-07-25,67799423197
2016-07-26,68073983194
2016-07-27,68002175195
2016-07-28,67807871197
2016-07-29,67081343205
2016-08-01,66815231209
2016-08-02,65919743219
2016-08-03,66882815208
2016-08-04,66760319209
2016-08-05,68466815189
2016-08-08,68779391185
2016-08-09,69037055182
2016-08-10,68509055189
2016-08-11,69214463180
2016-08-12,68956799183
2016-08-15,69928319172
2016-08-16,69970559171
2016-08-17,69979007171
2016-08-18,70143743169
2016-08-19,70215551168
2016-08-22,70228223168
2016-08-23,70152191169
2016-08-24,69822719173
2016-08-25,70076159170
2016-08-26,70105727170
2016-08-29,70485887165
2016-08-30,71541887153
2016-08-31,71579903152
2016-09-01,71178623157
2016-09-02,71461631154
2016-09-06,71524991153
2016-09-07,71668607151
2016-09-08,72509183141
2016-09-09,71203967157
2016-09-12,72255743144
2016-09-13,70540799165
2016-09-14,70185983169
2016-09-15,70996991159
2016-09-16,70118399170
2016-09-19,70207103168
2016-09-20,70316927167
2016-09-21,70553471164
2016-09-22,70971647159
2016-09-23,69750911174
2016-09-26,68209151192
2016-09-27,68804735185
2016-09-28,69041279182
2016-09-29,67140479205
2016-09-30,66959303193
2016-10-03,66876263194
2016-10-04,67374503188
2016-10-05,69089279168
2016-10-06,69400679164
2016-10-07,70513415150
2016-10-10,71015807144
2016-10-11,70185407154
2016-10-12,70293359153
2016-10-13,69512783162
2016-10-14,70799903147
2016-10-17,70168799155
2016-10-18,71675975136
2016-10-19,72456551127
2016-10-20,72456551127
2016-10-21,72522983126
2016-10-24,72709823124
2016-10-25,72888359122
2016-10-26,73519463114
2016-10-27,73801799111
2016-10-28,73548527114
2016-10-31,74005247108
2016-11-01,73930511109
2016-11-02,73316015117
2016-11-03,73162391118
2016-11-04,73041983120
2016-11-07,75350495092
2016-11-08,75533183090
2016-11-09,79979975036
2016-11-10,83401222995
2016-11-11,84675886980
2016-11-14,86851534954
2016-11-15,87686086944
2016-11-16,85639150968
2016-11-17,87038374951
2016-11-18,87337318948
2016-11-21,87640414944
2016-11-22,87652870944
2016-11-23,88151110938
2016-11-25,87764974943
2016-11-28,87337318948
2016-11-29,87918598941
2016-11-30,91049206903
2016-12-01,94096774866
2016-12-02,92739070883
2016-12-05,94893958857
2016-12-06,96068974843
2016-12-07,97804510822
2016-12-08,100250038792
2016-12-09,100416118790
2016-12-12,98472982814
2016-12-13,99045958807
2016-12-14,99618934800
2016-12-15,100893598785
2016-12-16,99191278805
2016-12-19,99261862804
2016-12-20,100930966784
2016-12-21,100245886792
2016-12-22,99697822799
2016-12-23,100050742795
2016-12-27,100295710792
2016-12-28,99917878796
2016-12-29,98892334809
2016-12-30,99419638802
2017-01-03,99647623792
2017-01-04,100291123784
2017-01-05,99544498793
2017-01-06,101021248775
2017-01-09,100192123785
2017-01-10,100060123787
2017-01-11,101375998771
2017-01-12,100583998780
2017-01-13,100773748778
2017-01-17,97242748821
2017-01-18,96644623828
2017-01-19,95456623842
2017-01-20,95782498839
2017-01-23,95976373836
2017-01-24,96392998831
2017-01-25,97865623813
2017-01-26,98826748802
2017-01-27,97741873815
2017-01-30,96483748830
2017-01-31,94594498853
2017-02-01,95151373846
2017-02-02,95044123847
2017-02-03,99391873795
2017-02-06,98991748800
2017-02-07,98843248801
2017-02-08,98063623811
2017-02-09,99639373792
2017-02-10,100121998786
2017-02-13,101586373768
2017-02-14,102902248752
2017-02-15,103347748747
2017-02-16,102893998752
2017-02-17,103281748748
2017-02-21,103850998741
2017-02-22,103838623741
2017-02-23,103615873744
2017-02-24,102031873763
2017-02-27,102848623753
2017-02-28,102324748759
2017-03-01,104242873736
2017-03-02,103562248744
2017-03-03,104317123735
2017-03-06,103954123739
2017-03-07,103496248745
2017-03-08,103223998748
2017-03-09,103199248749
2017-03-10,102456748758
2017-03-13,102365998759
2017-03-14,102184498761
2017-03-15,101796748766
2017-03-16,102390748758
2017-03-17,100625248780
2017-03-20,99882748789
2017-03-21,96112498835
2017-03-22,95316373844
2017-03-23,95658748840
2017-03-24,94219123857
2017-03-27,93010498872
2017-03-28,94598623853
2017-03-29,94235623857
2017-03-30,95378248843
2017-03-31,93289290851
2017-04-03,92980654855
2017-04-04,93102484853
2017-04-05,92452724861
2017-04-06,92850702856
2017-04-07,92542066860
2017-04-10,92952227855
2017-04-11,92485212861
2017-04-12,91677073871
2017-04-13,90690250883
2017-04-17,91884184868
2017-04-18,87551097922
2017-04-19,86941947929
2017-04-20,88554164909
2017-04-21,88066844915
2017-04-24,90649640883
2017-04-25,92034441866
2017-04-26,91859818869
2017-04-27,91701439870
2017-04-28,90885178881
2017-05-01,91311583875
2017-05-02,91421230874
2017-05-03,91904489868
2017-05-04,92018197867
2017-05-05,92131905865
2017-05-08,91384681874
2017-05-09,90868934881
2017-05-10,91323766875
2017-05-11,91275034876
2017-05-12,90487200885
2017-05-15,91421230874
2017-05-16,91616158872
2017-05-17,86791690931
2017-05-18,87376474924
2017-05-19,87469877923
2017-05-22,87725720919
2017-05-23,89195802901
2017-05-24,90897361880
2017-05-25,90345065887
2017-05-26,90775531882
2017-05-30,88700360907
2017-05-31,85792684943
2017-06-01,87315559924
2017-06-02,86625189933
2017-06-05,86901337930
2017-06-06,87120631927
2017-06-07,87628256921
2017-06-08,88838434906
2017-06-09,90332882887
2017-06-12,90117649890
2017-06-13,91047618879
2017-06-14,91985709867
2017-06-15,90653701883
2017-06-16,90077039890
2017-06-19,91831391869
2017-06-20,91413108874
2017-06-21,90353187887
2017-06-22,89248595901
2017-06-23,88200857914
2017-06-26,89520682897
2017-06-27,89455706898
2017-06-28,90649640883
2017-06-29,91132899877
2017-06-30,88360579112
2017-07-03,90502895090
2017-07-05,90805527087
2017-07-06,90267957093
2017-07-07,89706495098
2017-07-10,89929487096
2017-07-11,90371489092
2017-07-12,90546697090
2017-07-13,91745279078
2017-07-14,91028519085
2017-07-17,91291331082
2017-07-18,88922041106
2017-07-19,88746833108
2017-07-20,88519859110
2017-07-21,87675675119
2017-07-24,86879275127
2017-07-25,88233155113
2017-07-26,88499949111
2017-07-27,88193335114
2017-07-28,89041501105
2017-07-31,89726405098
2017-08-01,90391399092
2017-08-02,90100713094
2017-08-03,89192817104
2017-08-04,91502377080
2017-08-07,92748743068
2017-08-08,92402309071
2017-08-09,91988181075
2017-08-10,89794099098
2017-08-11,89256529103
2017-08-14,90534751090
2017-08-15,90626337089
2017-08-16,89837901097
2017-08-17,88169443114
2017-08-18,88460129111
2017-08-21,87918577116
2017-08-22,89029555105
2017-08-23,88695067109
2017-08-24,88794617108
2017-08-25,88587553110
2017-08-28,87743369118
2017-08-29,87588071120
2017-08-30,88567643110
2017-08-31,89093267105
2017-09-01,89945415096
2017-09-05,86719995128
2017-09-06,87138105124
2017-09-07,85947487136
2017-09-08,86493021131
2017-09-11,88026091115
2017-09-12,89973289096
2017-09-13,90216191093
2017-09-14,90331669092
2017-09-15,89682603099
2017-09-18,90602445089
2017-09-19,91151961084
2017-09-20,91502377080
2017-09-21,92099677074
2017-09-22,91996145075
2017-09-25,91689531078
2017-09-26,91562107080
2017-09-27,93481431060
2017-09-28,93764153058
2017-09-29,94449057051
2017-10-02,93805369037
2017-10-03,94183475033
2017-10-04,93672837038
2017-10-05,95914187015
2017-10-06,95898595015
2017-10-09,94643439028
2017-10-10,94565479029
2017-10-11,94487519030
2017-10-12,93474039040
2017-10-13,92978993045
2017-10-16,94491417030
2017-10-17,92027881055
2017-10-18,94343293031
2017-10-19,93548101040
2017-10-20,95395753021
2017-10-23,94382273031
2017-10-24,95438631020
2017-10-25,94218557033
2017-10-26,94222455033
2017-10-27,94218557033
2017-10-30,93898921036
2017-10-31,94518703030
2017-11-01,95212547022
2017-11-02,96233823012
2017-11-03,95267119022
2017-11-06,94912401026
2017-11-07,93477937040
2017-11-08,94039249035
2017-11-09,93859941036
2017-11-10,93610469039
2017-11-13,93657245038
2017-11-14,92476151051
2017-11-15,92620377049
2017-11-16,93306425042
2017-11-17,92780195047
2017-11-20,92823073047
2017-11-21,92780195047
2017-11-22,92160413054
2017-11-24,91973309056
2017-11-27,91645877059
2017-11-28,93322017042
2017-11-29,94082127034
2017-11-30,96530071009
2017-12-01,97040709004
2017-12-04,97703368997
2017-12-05,96799033006
2017-12-06,95871309016
2017-12-07,96888687005
2017-12-08,97586428998
2017-12-11,97500672999
2017-12-12,100443662969
2017-12-13,99617286977
2017-12-14,99586102978
2017-12-15,100244864971
2017-12-18,101355794959
2017-12-19,99975902974
2017-12-20,99469162979
2017-12-21,101741696955
2017-12-22,100946504964
2017-12-26,100459254969
2017-12-27,99769308976
2017-12-28,99983698974
2017-12-29,99305446980
2018-01-02,99481195977
2018-01-03,98555137986
2018-01-04,99932551972
2018-01-05,99422830977
2018-01-08,97979269992
2018-01-09,98808052984
2018-01-10,98959801982
2018-01-11,99271081979
2018-01-12,100010371971
2018-01-16,100566784966
2018-01-17,98695213985
2018-01-18,97652425996
2018-01-19,99656290975
2018-01-22,101757430953
2018-01-23,101201017959
2018-01-24,103376086937
2018-01-25,104679571923
2018-01-26,104333272927
2018-01-29,106021966910
2018-01-30,104644552924
2018-01-31,104235997928
2018-02-01,105924691911
2018-02-02,101181562959
2018-02-05,96928700003
2018-02-06,100660168965
2018-02-07,100037608971
2018-02-08,95854784014
2018-02-09,97002629002
2018-02-12,98504554987
2018-02-13,99426721977
2018-02-14,102169876949
2018-02-15,104154286929
2018-02-16,104130940929
2018-02-20,103068697940
2018-02-21,102488938946
2018-02-22,101722411954
2018-02-23,103800205932
2018-02-26,105547264914
2018-02-27,104251561928
2018-02-28,102306061948
2018-03-01,99913096972
2018-03-02,100434490967
2018-03-05,102379990947
2018-03-06,103862461932
2018-03-07,103247683938
2018-03-08,103632892934
2018-03-09,105356605916
2018-03-12,106372156906
2018-03-13,104485021925
2018-03-14,102889711942
2018-03-15,103737949933
2018-03-16,104123158929
2018-03-19,102150421949
2018-03-20,102407227947
2018-03-21,101885833952
2018-03-22,98286658989
2018-03-23,95430665018
2018-03-26,99173806980
2018-03-27,96208865010
2018-03-28,97029866002
2018-03-29,97998724992
2018-04-02,95922329010
2018-04-03,97174922997
2018-04-04,97966034989
2018-04-05,99203116976
2018-04-06,96938365000
2018-04-09,97799280991
2018-04-10,99497844973
2018-04-11,98090130988
2018-04-12,100669000961
2018-04-13,99245774976
2018-04-16,100005862968
2018-04-17,98357712985
2018-04-18,98501198984
2018-04-19,98567124983
2018-04-20,97710086992
2018-04-23,95658625013
2018-04-24,94037621030
2018-04-25,92773393043
2018-04-26,93106901039
2018-04-27,92994439040
2018-04-30,92424373046
2018-05-01,91780625053
2018-05-02,90764589063
2018-05-03,90516397066
2018-05-04,91109731060
2018-05-07,91986159051
2018-05-08,91908599052
2018-05-09,93742893033
2018-05-10,94406031026
2018-05-11,94204375028
2018-05-14,94588297024
2018-05-15,93676967033
2018-05-16,93444287036
2018-05-17,92722979043
2018-05-18,91908599052
2018-05-21,92180059049
2018-05-22,92296399048
2018-05-23,92222717048
2018-05-24,91559579055
2018-05-25,91136877059
2018-05-29,88042233091
2018-05-30,88868247083
2018-05-31,87596263096
2018-06-01,88554129086
2018-06-04,89151341080
2018-06-05,88550251086
2018-06-06,90058793071
2018-06-07,90531909066
2018-06-08,90508641066
2018-06-11,90780101063
2018-06-12,90213913069
2018-06-13,90679273064
2018-06-14,90609469065
2018-06-15,89938575072
2018-06-18,89733041074
2018-06-19,88542495086
2018-06-20,88348595088
2018-06-21,88022843092
2018-06-22,87650555095
2018-06-25,85913211113
2018-06-26,85928723113
2018-06-27,85385803119
2018-06-28,86642275106
2018-06-29,85537045117
2018-07-02,86044403106
2018-07-03,84934451118
2018-07-05,85073195117
2018-07-06,85477865112
2018-07-09,87867345088
2018-07-10,87427989092
2018-07-11,86969363097
2018-07-12,87570587091
2018-07-13,87258413094
2018-07-16,89196975074
2018-07-17,89035107075
