,PPL
2009-04-09,10084887230
2009-04-13,9878152680
2009-04-14,9705247420
2009-04-15,10043540320
2009-04-16,10175098670
2009-04-17,10269068920
2009-04-20,10238998440
2009-04-21,10175098670
2009-04-22,10182616290
2009-04-23,10242757250
2009-04-24,10220204390
2009-04-27,10340486310
2009-04-28,10381833220
2009-04-29,10441974180
2009-04-30,10430697750
2009-05-01,10911825430
2009-05-04,10960689960
2009-05-05,10768990650
2009-05-06,10817855180
2009-05-07,10923101860
2009-05-08,11362882630
2009-05-11,11389194300
2009-05-12,11370400250
2009-05-13,10975725200
2009-05-14,11141112840
2009-05-15,10941895910
2009-05-18,10727643740
2009-05-19,11141112840
2009-05-20,11013313300
2009-05-21,10784025890
2009-05-22,10855443280
2009-05-26,11212530230
2009-05-27,10990760440
2009-05-28,11272671190
2009-05-29,11325294530
2009-06-01,11975568660
2009-06-02,11753798870
2009-06-03,11392953110
2009-06-04,11599687660
2009-06-05,11674863860
2009-06-08,11329053340
2009-06-09,11156148080
2009-06-10,11257635950
2009-06-11,11569617180
2009-06-12,11614722900
2009-06-15,11253877140
2009-06-16,11265153570
2009-06-17,11242600710
2009-06-18,11599687660
2009-06-19,11505717410
2009-06-22,11423023590
2009-06-23,11182459750
2009-06-24,11197494990
2009-06-25,11415505970
2009-06-26,11438058830
2009-06-29,11644793380
2009-06-30,11509822720
2009-07-01,11765763840
2009-07-02,11114619520
2009-07-06,11381852160
2009-07-07,11107091840
2009-07-08,11058161920
2009-07-09,11050634240
2009-07-10,10949010560
2009-07-13,11148494080
2009-07-14,11246353920
2009-07-15,11453365120
2009-07-16,11453365120
2009-07-17,11332922240
2009-07-20,11400671360
2009-07-21,11585099520
2009-07-22,11498531200
2009-07-23,11611446400
2009-07-24,11758236160
2009-07-27,11743180800
2009-07-28,11634029440
2009-07-29,11622737920
2009-07-30,11841040640
2009-07-31,11799638400
2009-08-03,11867387520
2009-08-04,10301630080
2009-08-05,10241408640
2009-08-06,10279047040
2009-08-07,10286574720
2009-08-10,10252700160
2009-08-11,10256464000
2009-08-12,10331740800
2009-08-13,10365615360
2009-08-14,10275283200
2009-08-17,10064508160
2009-08-18,9985467520
2009-08-19,10056980480
2009-08-20,10132257280
2009-08-21,10339268480
2009-08-24,10327976960
2009-08-25,10271519360
2009-08-26,10294102400
2009-08-27,10241408640
2009-08-28,10346796160
2009-08-31,10267755520
2009-09-01,10222589440
2009-09-02,10226353280
2009-09-03,10297866240
2009-09-04,10376906880
2009-09-08,10237644800
2009-09-09,10203770240
2009-09-10,10215061760
2009-09-11,10120965760
2009-09-14,10267755520
2009-09-15,10399489920
2009-09-16,10696833280
2009-09-17,10678014080
2009-09-18,10700597120
2009-09-21,10678014080
2009-09-22,10768346240
2009-09-23,10681777920
2009-09-24,10666722560
2009-09-25,10591445760
2009-09-28,10715652480
2009-09-29,10708124800
2009-09-30,10610945450
2009-10-01,10396087940
2009-10-02,10200077580
2009-10-05,10362163070
2009-10-06,10433782240
2009-10-07,10365932500
2009-10-08,10335777060
2009-10-09,10494093120
2009-10-12,10667486900
2009-10-13,10565712290
2009-10-14,10592098300
2009-10-15,10693872910
2009-10-16,10742875500
2009-10-19,10791878090
2009-10-20,10746644930
2009-10-21,10750414360
2009-10-22,10799416950
2009-10-23,10682564620
2009-10-26,10497862550
2009-10-27,10437551670
2009-10-28,10309391050
2009-10-29,10524248560
2009-10-30,10298082760
2009-11-02,10305621620
2009-11-03,10226463590
2009-11-04,10343315920
2009-11-05,10490323690
2009-11-06,10441321100
2009-11-09,10622253740
2009-11-10,10727797780
2009-11-11,10678795190
2009-11-12,10520479130
2009-11-13,10558173430
2009-11-16,10757953220
2009-11-17,10686334050
2009-11-18,10580790010
2009-11-19,10437551670
2009-11-20,10543095710
2009-11-23,10735336640
2009-11-24,10765492080
2009-11-25,10840880680
2009-11-27,10652409180
2009-11-30,10675025760
2009-12-01,10923808140
2009-12-02,11018043890
2009-12-03,11067046480
2009-12-04,11063277050
2009-12-07,11119818500
2009-12-08,10923808140
2009-12-09,10927577570
2009-12-10,11146204510
2009-12-11,11330906580
2009-12-14,11323367720
2009-12-15,11323367720
2009-12-16,11357292590
2009-12-17,11323367720
2009-12-18,11421372900
2009-12-21,11398756320
2009-12-22,11240440260
2009-12-23,11327137150
2009-12-24,11477914350
2009-12-28,11508069790
2009-12-29,11511839220
2009-12-30,11534455800
2009-12-31,11323955660
2010-01-04,11380613210
2010-01-05,11233303580
2010-01-06,11255966600
2010-01-07,11150205840
2010-01-08,11112434140
2010-01-11,11255966600
2010-01-12,11267298110
2010-01-13,11429716420
2010-01-14,11308846980
2010-01-15,11176646030
2010-01-19,11289961130
2010-01-20,11131319990
2010-01-21,10923575640
2010-01-22,10666728080
2010-01-25,10734717140
2010-01-26,10730939970
2010-01-27,10530749960
2010-01-28,10413657690
2010-01-29,10334337120
2010-02-01,10379663160
2010-02-02,10387217500
2010-02-03,10304119760
2010-02-04,10032163520
2010-02-05,10164364470
2010-02-08,10069935220
2010-02-09,10153032960
2010-02-10,10103929750
2010-02-11,10277679570
2010-02-12,10236130700
2010-02-16,10447652220
2010-02-17,10375885990
2010-02-18,10360777310
2010-02-19,10466538070
2010-02-22,10277679570
2010-02-23,10175695980
2010-02-24,10130369940
2010-02-25,10103929750
2010-02-26,9983060310
2010-03-01,10145478620
2010-03-02,10149255790
2010-03-03,10062380880
2010-03-04,10043495030
2010-03-05,10156810130
2010-03-08,10137924280
2010-03-09,10119038430
2010-03-10,10187027490
2010-03-11,10137924280
2010-03-12,9884853890
2010-03-15,10035940690
2010-03-16,10137924280
2010-03-17,10228576360
2010-03-18,10111484090
2010-03-19,9990614650
2010-03-22,9903739740
2010-03-23,10024609180
2010-03-24,9896185400
2010-03-25,9729989920
2010-03-26,9665778030
2010-03-29,9775315960
2010-03-30,9775315960
2010-03-31,9818546160
2010-04-01,10020951040
2010-04-05,10020951040
2010-04-06,10120244000
2010-04-07,9982761440
2010-04-08,9921658080
2010-04-09,9914020160
2010-04-12,9971304560
2010-04-13,9998037280
2010-04-14,10024770000
2010-04-15,9952209760
2010-04-16,9734529040
2010-04-19,9707796320
2010-04-20,9887287440
2010-04-21,9860554720
2010-04-22,9925477040
2010-04-23,10146976720
2010-04-26,10043864800
2010-04-27,9826184080
2010-04-28,9070030000
2010-04-29,8859987200
2010-04-30,8772151120
2010-05-03,8821797600
2010-05-04,8741599440
2010-05-05,8749237360
2010-05-06,8741599440
2010-05-07,8768332160
2010-05-10,9054754160
2010-05-11,9070030000
2010-05-12,9192236720
2010-05-13,9115857520
2010-05-14,9058573120
2010-05-17,9272434880
2010-05-18,9146409200
2010-05-19,9161685040
2010-05-20,8779789040
2010-05-21,8852349280
2010-05-24,8756875280
2010-05-25,8844711360
2010-05-26,8875263040
2010-05-27,9047116240
2010-05-28,9146409200
2010-06-01,8955461200
2010-06-02,9134952320
2010-06-03,9188417760
2010-06-04,8890538880
2010-06-07,9066211040
2010-06-08,8966918080
2010-06-09,8821797600
2010-06-10,9066211040
2010-06-11,9050935200
2010-06-14,9089124800
2010-06-15,9165504000
2010-06-16,9207512560
2010-06-17,9222788400
2010-06-18,9234245280
2010-06-21,9092943760
2010-06-22,8588841039
2010-06-23,8821797600
2010-06-24,8768332160
2010-06-25,8833254480
2010-06-28,9012745600
2010-06-29,8867625120
2010-06-30,11171078800
2010-07-01,11282065760
2010-07-02,11397878240
2010-07-06,11508865200
2010-07-07,11730839120
2010-07-08,11701886000
2010-07-09,11740490160
2010-07-12,11726013600
2010-07-13,11701886000
2010-07-14,11566771440
2010-07-15,11726013600
2010-07-16,11518516240
2010-07-19,11735664640
2010-07-20,11875604720
2010-07-21,11793570880
2010-07-22,12005893760
2010-07-23,11938336480
2010-07-26,12010719280
2010-07-27,12189263520
2010-07-28,12314727040
2010-07-29,12247169760
2010-07-30,12218216640
2010-08-02,12445016080
2010-08-03,12372633280
2010-08-04,12411237440
2010-08-05,11967289600
2010-08-06,11991417200
2010-08-09,11885255760
2010-08-10,11832175040
2010-08-11,11663281840
2010-08-12,11832175040
2010-08-13,12034846880
2010-08-16,12058974480
2010-08-17,12116880720
2010-08-18,12044497920
2010-08-19,11952813040
2010-08-20,11890081280
2010-08-23,11894906800
2010-08-24,11914208880
2010-08-25,11933510960
2010-08-26,11923859920
2010-08-27,12266471840
2010-08-30,12141008320
2010-08-31,12160310400
2010-09-01,12469143680
2010-09-02,12382284320
2010-09-03,12401586400
2010-09-07,12329203600
2010-09-08,12131357280
2010-09-09,12141008320
2010-09-10,12198914560
2010-09-13,12208565600
2010-09-14,12063800000
2010-09-15,12015544800
2010-09-16,11996242720
2010-09-17,11976940640
2010-09-20,11933510960
2010-09-21,11962464080
2010-09-22,12121706240
2010-09-23,12194089040
2010-09-24,12271297360
2010-09-27,12387109840
2010-09-28,12348505680
2010-09-29,12271297360
2010-09-30,12209857520
2010-10-01,12301660960
2010-10-04,12383800880
2010-10-05,12523921920
2010-10-06,12403127920
2010-10-07,12398296160
2010-10-08,12422454960
2010-10-11,12407959680
2010-10-12,12345146800
2010-10-13,12427286720
2010-10-14,12359642080
2010-10-15,12340315040
2010-10-18,12523921920
2010-10-19,12461109040
2010-10-20,12499763120
2010-10-21,12306492720
2010-10-22,12064904720
2010-10-25,12055241200
2010-10-26,11987596560
2010-10-27,11881297840
2010-10-28,11852307280
2010-10-29,12040745920
2010-11-01,11794326160
2010-11-02,12026250640
2010-11-03,11929615440
2010-11-04,12016587120
2010-11-05,12103558800
2010-11-08,12108390560
2010-11-09,12060072960
2010-11-10,11924783680
2010-11-11,11905456640
2010-11-12,11712186240
2010-11-15,11683195680
2010-11-16,11543074640
2010-11-17,11567233440
2010-11-18,11596224000
2010-11-19,11528579360
2010-11-22,11567233440
2010-11-23,11460934720
2010-11-24,11402953600
2010-11-26,11344972480
2010-11-29,11412617120
2010-11-30,11393290080
2010-12-01,11470598240
2010-12-02,11547906400
2010-12-03,11615551040
2010-12-06,11639709840
2010-12-07,11528579360
2010-12-08,11344972480
2010-12-09,11291823120
2010-12-10,11320813680
2010-12-13,11456102960
2010-12-14,11431944160
2010-12-15,11330477200
2010-12-16,11514084080
2010-12-17,11668700400
2010-12-20,11726681520
2010-12-21,11741176800
2010-12-22,11803989680
2010-12-23,11837812000
2010-12-27,11789494400
2010-12-28,11842643760
2010-12-29,11808821440
2010-12-30,11765335600
2010-12-31,11822649960
2011-01-03,11938843080
2011-01-04,12088925860
2011-01-05,12055036200
2011-01-06,11967891360
2011-01-07,11856539620
2011-01-10,11837174100
2011-01-11,11846856860
2011-01-12,11948525840
2011-01-13,11556374060
2011-01-14,11522484400
2011-01-18,11517643020
2011-01-19,11595105100
2011-01-20,11677408560
2011-01-21,11604787860
2011-01-24,11619312000
2011-01-25,11604787860
2011-01-26,11488594740
2011-01-27,11561215440
2011-01-28,11415974040
2011-01-31,11585422340
2011-02-01,11595105100
2011-02-02,11570898200
2011-02-03,11604787860
2011-02-04,11265891260
2011-02-07,11144856760
2011-02-08,11183587800
2011-02-09,11236842980
2011-02-10,11154539520
2011-02-11,11120649860
2011-02-14,11052870540
2011-02-15,11120649860
2011-02-16,11164222280
2011-02-17,11236842980
2011-02-18,11241684360
2011-02-22,11241684360
2011-02-23,11232001600
2011-02-24,11173905040
2011-02-25,11144856760
2011-02-28,11425656800
2011-03-01,11183587800
2011-03-02,11561215440
2011-03-03,11556374060
2011-03-04,11483753360
2011-03-07,11677408560
2011-03-08,11474070600
2011-03-09,11580580960
2011-03-10,11430498180
2011-03-11,11348194720
2011-03-14,11338511960
2011-03-15,11043187780
2011-03-16,10936677420
2011-03-17,10970567080
2011-03-18,11048029160
2011-03-21,11086760200
2011-03-22,10994773980
2011-03-23,10960884320
2011-03-24,10989932600
2011-03-25,11038346400
2011-03-28,11014139500
2011-03-29,11140015380
2011-03-30,11294939540
2011-03-31,13187588960
2011-04-01,13395400200
2011-04-04,13457181920
2011-04-05,13322385440
2011-04-06,13328001960
2011-04-07,13384167159
2011-04-08,13479648000
2011-04-11,13389783680
2011-04-12,14007600880
2011-04-13,13962668720
2011-04-14,13940202640
2011-04-15,14069382600
2011-04-18,13985134800
2011-04-19,13945819159
2011-04-20,14074999120
2011-04-21,14018833920
2011-04-25,14046916520
2011-04-26,14136780840
2011-04-27,14265960800
2011-04-28,14294043400
2011-04-29,14294043400
2011-05-02,14316509480
2011-05-03,14310892960
2011-05-04,14361441640
2011-05-05,14271577320
2011-05-06,14344592080
2011-05-09,14260344280
2011-05-10,14473772040
2011-05-11,14485005080
2011-05-12,14608568520
2011-05-13,14558019840
2011-05-16,14462539000
2011-05-17,14692816320
2011-05-18,14670350240
2011-05-19,14692816320
2011-05-20,14737748480
2011-05-23,14619801560
2011-05-24,14490621600
2011-05-25,14462539000
2011-05-26,14456922480
2011-05-27,14518704200
2011-05-31,14692816320
2011-06-01,14569252880
2011-06-02,14524320720
2011-06-03,14473772040
2011-06-06,14355825120
2011-06-07,14400757280
2011-06-08,14131164320
2011-06-09,14131164320
2011-06-10,14046916520
2011-06-13,14136780840
2011-06-14,14198562560
2011-06-15,14046916520
2011-06-16,14176096480
2011-06-17,14114314760
2011-06-20,14181713000
2011-06-21,14305276440
2011-06-22,14159246920
2011-06-23,14119931280
2011-06-24,14114314760
2011-06-27,14237878200
2011-06-28,14423223360
2011-06-29,14529937240
2011-06-30,14913502900
2011-07-01,15017470000
2011-07-05,14942382650
2011-07-06,14977038350
2011-07-07,15052125700
2011-07-08,15017470000
2011-07-11,14890399100
2011-07-12,14982814300
2011-07-13,14936606700
2011-07-14,14832639600
2011-07-15,14890399100
2011-07-18,14757552250
2011-07-19,14774880099
2011-07-20,14826863650
2011-07-21,15023245950
2011-07-22,15011694050
2011-07-25,15213852300
2011-07-26,15271611800
2011-07-27,15346699150
2011-07-28,15248508000
2011-07-29,14953934550
2011-08-01,15017470000
2011-08-02,14740224400
2011-08-03,14786432000
2011-08-04,14220388900
2011-08-05,14231940800
2011-08-08,13573482500
2011-08-09,14145301550
2011-08-10,13729433150
2011-08-11,14047110400
2011-08-12,13931591400
2011-08-15,14283924350
2011-08-16,14457202850
2011-08-17,14676688950
2011-08-18,14624705400
2011-08-19,14630481349
2011-08-22,14561169950
2011-08-23,14797983900
2011-08-24,15052125700
2011-08-25,14907726950
2011-08-26,14901951000
2011-08-29,15265835850
2011-08-30,15231180150
2011-08-31,15479546000
2011-09-01,15392906750
2011-09-02,15294715600
2011-09-06,15358251050
2011-09-07,15173420650
2011-09-08,15184972550
2011-09-09,14977038350
2011-09-12,14994366200
2011-09-13,14994366200
2011-09-14,15109885200
2011-09-15,15254283950
2011-09-16,15433338400
2011-09-19,15369802950
2011-09-20,15687480200
2011-09-21,15531529550
2011-09-22,15265835850
2011-09-23,15271611800
2011-09-26,15444890300
2011-09-27,15479546000
2011-09-28,15375578900
2011-09-29,15462218150
2011-09-30,15310074000
2011-10-03,14899569750
2011-10-04,14835970500
2011-10-05,14726117250
2011-10-06,14986296000
2011-10-07,15073022250
2011-10-10,15362109750
2011-10-11,15310074000
2011-10-12,15200220750
2011-10-13,15246474750
2011-10-14,15298510500
2011-10-17,15286947000
2011-10-18,15396800250
2011-10-19,15454617750
2011-10-20,15512435249
2011-10-21,15784177500
2011-10-24,15651197250
2011-10-25,15448836000
2011-10-26,15680106000
2011-10-27,15778395750
2011-10-28,15934503000
2011-10-31,15755268750
2011-11-01,15570252750
2011-11-02,15784177500
2011-11-03,16096392000
2011-11-04,15917157750
2011-11-07,16015447500
2011-11-08,16154209500
2011-11-09,15974975250
2011-11-10,16038574500
2011-11-11,16223590500
2011-11-14,16021229250
2011-11-15,16027011000
2011-11-16,15789959250
2011-11-17,15662760750
2011-11-18,15841995000
2011-11-21,15720578250
2011-11-22,15599161500
2011-11-23,15240693000
2011-11-25,15327419250
2011-11-28,15599161500
2011-11-29,15680106000
2011-11-30,16107955500
2011-12-01,15974975250
2011-12-02,15922939500
2011-12-05,15980757000
2011-12-06,15974975250
2011-12-07,15697451250
2011-12-08,15506653500
2011-12-09,15593379750
2011-12-12,15471963000
2011-12-13,15477744750
2011-12-14,15362109750
2011-12-15,15564471000
2011-12-16,15419927250
2011-12-19,15211784250
2011-12-20,15402582000
2011-12-21,15778395750
2011-12-22,15847776750
2011-12-23,15905594250
2011-12-27,15986538750
2011-12-28,15928721250
2011-12-29,15957630000
2011-12-30,15784177500
2012-01-03,15483556340
2012-01-04,15437233060
2012-01-05,15460394700
2012-01-06,15321424860
2012-01-09,15460394700
2012-01-10,15448813880
2012-01-11,15159293380
2012-01-12,15043485180
2012-01-13,15089808460
2012-01-17,15008742720
2012-01-18,15089808460
2012-01-19,14939257800
2012-01-20,14777126320
2012-01-23,14945048210
2012-01-24,14852401650
2012-01-25,15165083790
2012-01-26,15153502970
2012-01-27,14939257800
2012-01-30,14823449600
2012-01-31,14933467390
2012-02-01,14968209850
2012-02-02,14806078370
2012-02-03,14794497550
2012-02-06,14771335910
2012-02-07,14892934520
2012-02-08,14927676980
2012-02-09,14887144110
2012-02-10,15286682400
2012-02-13,15002952310
2012-02-14,14962419440
2012-02-15,15014533130
2012-02-16,15240359120
2012-02-17,15298263220
2012-02-21,15194035840
2012-02-22,15338796090
2012-02-23,15373538550
2012-02-24,15500927570
2012-02-27,15437233060
2012-02-28,15408281010
2012-02-29,15338796090
2012-03-01,15350376910
2012-03-02,15292472810
2012-03-05,15344586500
2012-03-06,15176664610
2012-03-07,15014533130
2012-03-08,15084018050
2012-03-09,15182455020
2012-03-12,15315634450
2012-03-13,15246149529
2012-03-14,15095598870
2012-03-15,15141922150
2012-03-16,15211407070
2012-03-19,15089808460
2012-03-20,14939257800
2012-03-21,14887144110
2012-03-22,14863982470
2012-03-23,14863982470
2012-03-26,14904515340
2012-03-27,15130341330
2012-03-28,15002952310
2012-03-29,15049275590
2012-03-30,15182455020
2012-04-02,15175485770
2012-04-03,15158089340
2012-04-04,15007320280
2012-04-05,14868148840
2012-04-09,14885545270
2012-04-10,14560811910
2012-04-11,14566610720
2012-04-12,14584007150
2012-04-13,14404244040
2012-04-16,14491226190
2012-04-17,14578208340
2012-04-18,14473829760
2012-04-19,14473829760
2012-04-20,14607202390
2012-04-23,14560811910
2012-04-24,14670989300
2012-04-25,14578208340
2012-04-26,14734776210
2012-04-27,14694184540
2012-04-30,14717379780
2012-05-01,14839154790
2012-05-02,14775367880
2012-05-03,14659391680
2012-05-04,14717379780
2012-05-07,14728977400
2012-05-08,14839154790
2012-05-09,14769569070
2012-05-10,14914539320
2012-05-11,14810160740
2012-05-14,14734776210
2012-05-15,14578208340
2012-05-16,14728977400
2012-05-17,14699983350
2012-05-18,14630397630
2012-05-21,14584007150
2012-05-22,14699983350
2012-05-23,14584007150
2012-05-24,14746373830
2012-05-25,14810160740
2012-05-29,14856551220
2012-05-30,14682586920
2012-05-31,14728977400
2012-06-01,14781166690
2012-06-04,14821758360
2012-06-05,14850752410
2012-06-06,14827557170
2012-06-07,14879746460
2012-06-08,15001521470
2012-06-11,14873947650
2012-06-12,14856551220
2012-06-13,14844953600
2012-06-14,14920338130
2012-06-15,14960929800
2012-06-18,14989923850
2012-06-19,15065308380
2012-06-20,14914539320
2012-06-21,14868148840
2012-06-22,14792764310
2012-06-25,14769569070
2012-06-26,14792764310
2012-06-27,14902941700
2012-06-28,14937734560
2012-06-29,14960929800
2012-07-02,15176491900
2012-07-03,15147462650
2012-07-05,15013928100
2012-07-06,15037151500
2012-07-09,14984898850
2012-07-10,15077792450
2012-07-11,15199715300
2012-07-12,15159074350
2012-07-13,15339055700
2012-07-16,15408725900
2012-07-17,15495813650
2012-07-18,15495813650
2012-07-19,15588707250
2012-07-20,15640959900
2012-07-23,15548066300
2012-07-24,15426143450
2012-07-25,15368084950
2012-07-26,15507425350
2012-07-27,15716435950
2012-07-30,15728047650
2012-07-31,15571289700
2012-08-01,15553872150
2012-08-02,15402920050
2012-08-03,15449366850
2012-08-06,15484201950
2012-08-07,15350667400
2012-08-08,15693212550
2012-08-09,15925446550
2012-08-10,16117039600
2012-08-13,16122845450
2012-08-14,16024146000
2012-08-15,16000922600
2012-08-16,15890611450
2012-08-17,15844164650
2012-08-20,15884805600
2012-08-21,15791912000
2012-08-22,15780300300
2012-08-23,15658377450
2012-08-24,15774494450
2012-08-27,15774494450
2012-08-28,15786106150
2012-08-29,15838358800
2012-08-30,15815135400
2012-08-31,15797717850
2012-09-04,15948669950
2012-09-05,15966087500
2012-09-06,15733853500
2012-09-07,15751271050
2012-09-10,15693212550
2012-09-11,15582901400
2012-09-12,15519037050
2012-09-13,15751271050
2012-09-14,15658377450
2012-09-17,15606124800
2012-09-18,15530648750
2012-09-19,15501619500
2012-09-20,15460978550
2012-09-21,15478396100
2012-09-24,15658377450
2012-09-25,15611930650
2012-09-26,15553872150
2012-09-27,15426143450
2012-09-28,15652571600
2012-10-01,15537466240
2012-10-02,15624690040
2012-10-03,15746803359
2012-10-04,15839842080
2012-10-05,15711913840
2012-10-08,15775877960
2012-10-09,15822397320
2012-10-10,15810767480
2012-10-11,15897991280
2012-10-12,15886361440
2012-10-15,15892176359
2012-10-16,15927065880
2012-10-17,16113143320
2012-10-18,16270146160
2012-10-19,16066623960
2012-10-22,16049179200
2012-10-23,15950325560
2012-10-24,15845657000
2012-10-25,15944510640
2012-10-26,15909621120
2012-10-31,15956140480
2012-11-01,15880546520
2012-11-02,15746803359
2012-11-05,15525836400
2012-11-06,15543281160
2012-11-07,15269979920
2012-11-08,15502576720
2012-11-09,15473502120
2012-11-12,15246720240
2012-11-13,15281609760
2012-11-14,15095532320
2012-11-15,15078087560
2012-11-16,15397908160
2012-11-19,15304869440
2012-11-20,15287424680
2012-11-21,15229275480
2012-11-23,15147866600
2012-11-26,15345573880
2012-11-27,15543281160
2012-11-28,15613060200
2012-11-29,15677024320
2012-11-30,15834027160
2012-12-03,15682839240
2012-12-04,15624690040
2012-12-05,15834027160
2012-12-06,15647949720
2012-12-07,15636319880
2012-12-10,15647949720
2012-12-11,15636319880
2012-12-12,15677024320
2012-12-13,15700284000
2012-12-14,15531651320
2012-12-17,15793322720
2012-12-18,15892176359
2012-12-19,15723543680
2012-12-20,15706098920
2012-12-21,15601430359
2012-12-24,15601430359
2012-12-26,15444427520
2012-12-27,15386278320
2012-12-28,15206015800
2012-12-31,15480744800
2013-01-02,15725453600
2013-01-03,15783717600
2013-01-04,15789544000
2013-01-07,15632231199
2013-01-08,15562314400
2013-01-09,15655536800
2013-01-10,15678842400
2013-01-11,15649710400
2013-01-14,15649710400
2013-01-15,15632231199
2013-01-16,15521529600
2013-01-17,15673016000
2013-01-18,15882766400
2013-01-22,16005120800
2013-01-23,15888592800
2013-01-24,15952683200
2013-01-25,16005120800
2013-01-28,16005120800
2013-01-29,16150780800
2013-01-30,16109996000
2013-01-31,16378010400
2013-02-01,16418795200
2013-02-04,16290614400
2013-02-05,16302267200
2013-02-06,16366357600
2013-02-07,16378010400
2013-02-08,16383836800
2013-02-11,16430448000
2013-02-12,16500364800
2013-02-13,16471232800
2013-02-14,16506191199
2013-02-15,16442100800
2013-02-19,16471232800
2013-02-20,16477059200
2013-02-21,16447927200
2013-02-22,16646024800
2013-02-25,16407142400
2013-02-26,16488712000
2013-02-27,16605240000
2013-02-28,16663504000
2013-03-01,16663504000
2013-03-04,16785858400
2013-03-05,16925692000
2013-03-06,16634372000
2013-03-07,16500364800
2013-03-08,16564455200
2013-03-11,16366357600
2013-03-12,16430448000
2013-03-13,16506191199
2013-03-14,16331399200
2013-03-15,16482885600
2013-03-18,16308093600
2013-03-19,16302267200
2013-03-20,16360531199
2013-03-21,16302267200
2013-03-22,16267308800
2013-03-25,16284788000
2013-03-26,16535323200
2013-03-27,16634372000
2013-03-28,16925692000
2013-04-01,17105186000
2013-04-02,17052100940
2013-04-03,16898744100
2013-04-04,17122881020
2013-04-05,17205457780
2013-04-08,17335221260
2013-04-09,17229051140
2013-04-10,17329322920
2013-04-11,17459086400
2013-04-12,17506273120
2013-04-15,17240847820
2013-04-16,17435493040
2013-04-17,17417798020
2013-04-18,17547561500
2013-04-19,17824783480
2013-04-22,17807088460
2013-04-23,17895563560
2013-04-24,17948648620
2013-04-25,17966343640
2013-04-26,18078412100
2013-04-29,18231768940
2013-04-30,18267158980
2013-05-01,18202277240
2013-05-02,18025327040
2013-05-03,17913258580
2013-05-06,17500374780
2013-05-07,17730410040
2013-05-08,17506273120
2013-05-09,17411899680
2013-05-10,17423696360
2013-05-13,17364712960
2013-05-14,17447289720
2013-05-15,17518069800
2013-05-16,17482679760
2013-05-17,17594748220
2013-05-20,17411899680
2013-05-21,17417798020
2013-05-22,17111084340
2013-05-23,16963625840
2013-05-24,16739488920
2013-05-28,16450470260
2013-05-29,16438673580
2013-05-30,16361995160
2013-05-31,16255825040
2013-06-03,16232231680
2013-06-04,16255825040
2013-06-05,16120163219
2013-06-06,16090671520
2013-06-07,16031688120
2013-06-10,15943213020
2013-06-11,15860636260
2013-06-12,15571617600
2013-06-13,15866534600
2013-06-14,15943213020
2013-06-17,15943213020
2013-06-18,16126061560
2013-06-19,15901924640
2013-06-20,15607007640
2013-06-21,15860636260
2013-06-24,15913721320
2013-06-25,16143756580
2013-06-26,16261723380
2013-06-27,16249926700
2013-06-28,16562538719
2013-07-01,17505216040
2013-07-02,17416869600
2013-07-03,17328523160
2013-07-05,17183382580
2013-07-08,17479974200
2013-07-09,17505216040
2013-07-10,17568320640
2013-07-11,17808118120
2013-07-12,17827049500
2013-07-15,18085778360
2013-07-16,18066846980
2013-07-17,18199366640
2013-07-18,18477026880
2013-07-19,18470716420
2013-07-22,18470716420
2013-07-23,18508579180
2013-07-24,18243539860
2013-07-25,18306644460
2013-07-26,18344507220
2013-07-29,18552752400
2013-07-30,18577994240
2013-07-31,18603236080
2013-08-01,18723134820
2013-08-02,18697892980
2013-08-05,18742066200
2013-08-06,18540131480
2013-08-07,18660030220
2013-08-08,18647409300
2013-08-09,18678961600
2013-08-12,18577994240
2013-08-13,18420232740
2013-08-14,18319265380
2013-08-15,18079467900
2013-08-16,17890154100
2013-08-19,17890154100
2013-08-20,18003742380
2013-08-21,17789186740
2013-08-22,17896464560
2013-08-23,18079467900
2013-08-26,17934327320
2013-08-27,18003742380
2013-08-28,18174124800
2013-08-29,18041605140
2013-08-30,17978500540
2013-09-03,17921706400
2013-09-04,17984811000
2013-09-05,17845980880
2013-09-06,17606183400
2013-09-09,17726082140
2013-09-10,17763944900
2013-09-11,17656667080
2013-09-12,17530457880
2013-09-13,17568320640
2013-09-16,17517836960
2013-09-17,17688219380
2013-09-18,18117330660
2013-09-19,17965879620
2013-09-20,17631425240
2013-09-23,17934327320
2013-09-24,18010052840
2013-09-25,17852291340
2013-09-26,17839670420
2013-09-27,17763944900
2013-09-30,17765112480
2013-10-01,17922660480
2013-10-02,17947868160
2013-10-03,17683187520
2013-10-04,17620168320
2013-10-07,17531941440
2013-10-08,17557149120
2013-10-09,17544545280
2013-10-10,17853339360
2013-10-11,17834433600
2013-10-14,17632772160
2013-10-15,17292468480
2013-10-16,17418506880
2013-10-17,17815527840
2013-10-18,17714697120
2013-10-21,17714697120
2013-10-22,17878547040
2013-10-23,17922660480
2013-10-24,17891150880
2013-10-25,18004585440
2013-10-28,17998283520
2013-10-29,18073906560
2013-10-30,17991981600
2013-10-31,17910056640
2013-11-01,17966773920
2013-11-04,18029793120
2013-11-05,17777716320
2013-11-06,17941566240
2013-11-07,17928962400
2013-11-08,17840735520
2013-11-11,17821829760
2013-11-12,17657979840
2013-11-13,17733602880
2013-11-14,18036095040
2013-11-15,18174737280
2013-11-18,18067604640
2013-11-19,17941566240
2013-11-20,17771414400
2013-11-21,17878547040
2013-11-22,17954170080
