,PPL
2004-08-23,8288538463
2004-08-24,8288538463
2004-08-25,8307384617
2004-08-26,8284769232
2004-08-27,8277230770
2004-08-30,8288538463
2004-08-31,8363923078
2004-09-01,8435538463
2004-09-02,8443076924
2004-09-03,8416692309
2004-09-07,8446846155
2004-09-08,8330000001
2004-09-09,8288538463
2004-09-10,8220692309
2004-09-13,8164153847
2004-09-14,8145307693
2004-09-15,8141538463
2004-09-16,8201846155
2004-09-17,8224461540
2004-09-20,8198076924
2004-09-21,8201846155
2004-09-22,8160384617
2004-09-23,8092538463
2004-09-24,8096307693
2004-09-27,8171692309
2004-09-28,8235769232
2004-09-29,8243307693
2004-09-30,8264089890
2004-10-01,8294292137
2004-10-04,8343370789
2004-10-05,8403775283
2004-10-06,8483056182
2004-10-07,8388674159
2004-10-08,8400000002
2004-10-11,8456629215
2004-10-12,8547235957
2004-10-13,8490606744
2004-10-14,8558561800
2004-10-15,8664269665
2004-10-18,8626516856
2004-10-19,8524584272
2004-10-20,8652943822
2004-10-21,8732224721
2004-10-22,8924764047
2004-10-25,9038022474
2004-10-26,9105977530
2004-10-27,9064449440
2004-10-28,9064449440
2004-10-29,9105977530
2004-11-01,9105977530
2004-11-02,8871910115
2004-11-03,9064449440
2004-11-04,9223011238
2004-11-05,9087101126
2004-11-08,9211685396
2004-11-09,9264539328
2004-11-10,9238112362
2004-11-11,9302292137
2004-11-12,9411775283
2004-11-15,9366471912
2004-11-16,9302292137
2004-11-17,9189033710
2004-11-18,9192808991
2004-11-19,9155056182
2004-11-22,9306067418
2004-11-23,9336269665
2004-11-24,9324943823
2004-11-26,9366471912
2004-11-29,9196584272
2004-11-30,9098426969
2004-12-01,9038022474
2004-12-02,9034247193
2004-12-03,9034247193
2004-12-06,9034247193
2004-12-07,8970067418
2004-12-08,8796404497
2004-12-09,8830382025
2004-12-10,8792629216
2004-12-13,8917213485
2004-12-14,9049348317
2004-12-15,9147505620
2004-12-16,9124853935
2004-12-17,9223011238
2004-12-20,9321168542
2004-12-21,9419325845
2004-12-22,9400449441
2004-12-23,9389123598
2004-12-27,9306067418
2004-12-28,9370247193
2004-12-29,9351370789
2004-12-30,9370247193
2004-12-31,9448533327
2005-01-03,9402666661
2005-01-04,9299466661
2005-01-05,9165688883
2005-01-06,9108355550
2005-01-07,9070133328
2005-01-10,9096888883
2005-01-11,9158044439
2005-01-12,9226844439
2005-01-13,9352977772
2005-01-14,9410311105
2005-01-18,9372088883
2005-01-19,9352977772
2005-01-20,9391199994
2005-01-21,9307111105
2005-01-24,9402666661
2005-01-25,9326222216
2005-01-26,9440888883
2005-01-27,9490577772
2005-01-28,9505866661
2005-01-31,9574666661
2005-02-01,9876622216
2005-02-02,9788711105
2005-02-03,9735199994
2005-02-04,9888088883
2005-02-07,9861333327
2005-02-08,9838399994
2005-02-09,9750488883
2005-02-10,9635822216
2005-02-11,9647288883
2005-02-14,9784888883
2005-02-15,9796355549
2005-02-16,9819288883
2005-02-17,9792533327
2005-02-18,9593777772
2005-02-22,9440888883
2005-02-23,9559377772
2005-02-24,9609066661
2005-02-25,9735199994
2005-02-28,9670222216
2005-03-01,9670222216
2005-03-02,9635822216
2005-03-03,9578488883
2005-03-04,9704622216
2005-03-07,9769599994
2005-03-08,9693155549
2005-03-09,9486755550
2005-03-10,9509688883
2005-03-11,9387377772
2005-03-14,9544088883
2005-03-15,9433244438
2005-03-16,9314755550
2005-03-17,9372088883
2005-03-18,9440888883
2005-03-21,9429422216
2005-03-22,9303288883
2005-03-23,9196266661
2005-03-24,9417955550
2005-03-28,9429422216
2005-03-29,9352977772
2005-03-30,9498222216
2005-03-31,9457078654
2005-04-01,9385348317
2005-04-04,9332494384
2005-04-05,9423101126
2005-04-06,9423101126
2005-04-07,9419325845
2005-04-08,9374022474
2005-04-11,9494831463
2005-04-12,9570337081
2005-04-13,9487280901
2005-04-14,9358921351
2005-04-15,9170157306
2005-04-18,9287191014
2005-04-19,9351370789
2005-04-20,9264539328
2005-04-21,9423101126
2005-04-22,9457078654
2005-04-25,9574112362
2005-04-26,9460853935
2005-04-27,9570337081
2005-04-28,9419325845
2005-04-29,9502382025
2005-05-02,9574112362
2005-05-03,9555235957
2005-05-04,9664719104
2005-05-05,9676044946
2005-05-06,9660943823
2005-05-09,9815730340
2005-05-10,9928988767
2005-05-11,9947865171
2005-05-12,9755325845
2005-05-13,9600539328
2005-05-16,9668494384
2005-05-17,9777977531
2005-05-18,9766651688
2005-05-19,9755325845
2005-05-20,9728898879
2005-05-23,9728898879
2005-05-24,9777977531
2005-05-25,9857258429
2005-05-26,9951640452
2005-05-27,10030921351
2005-05-31,10072449441
2005-06-01,10159280901
2005-06-02,10147955059
2005-06-03,10178157306
2005-06-06,10181932587
2005-06-07,10140404497
2005-06-08,10049797755
2005-06-09,10046022474
2005-06-10,10098876407
2005-06-13,10151730340
2005-06-14,10219685396
2005-06-15,10193258430
2005-06-16,10110202250
2005-06-17,10291415733
2005-06-20,10317842699
2005-06-21,10348044946
2005-06-22,10382022475
2005-06-23,10446202250
2005-06-24,10404674160
2005-06-27,10408449441
2005-06-28,10480179778
2005-06-29,10382022475
2005-06-30,10225288457
2005-07-01,10407153841
2005-07-05,10455403841
2005-07-06,10340346149
2005-07-07,10451692303
2005-07-08,10574173072
2005-07-11,10614999995
2005-07-12,10585307687
2005-07-13,10548192303
2005-07-14,10518499995
2005-07-15,10496230764
2005-07-18,10462826918
2005-07-19,10481384611
2005-07-20,10503653841
2005-07-21,10384884611
2005-07-22,10455403841
2005-07-25,10477673072
2005-07-26,10551903841
2005-07-27,10555615380
2005-07-28,10618711534
2005-07-29,10603865380
2005-08-01,10566749995
2005-08-02,11208846149
2005-08-03,11101211533
2005-08-04,11012134610
2005-08-05,10826557687
2005-08-08,10644692303
2005-08-09,10633557687
2005-08-10,10607576918
2005-08-11,10674384610
2005-08-12,10696653841
2005-08-15,10785730764
2005-08-16,10626134610
2005-08-17,10537057687
2005-08-18,10563038457
2005-08-19,10603865380
2005-08-22,10678096149
2005-08-23,10718923072
2005-08-24,10674384610
2005-08-25,10674384610
2005-08-26,10752326918
2005-08-29,10796865380
2005-08-30,10867384610
2005-08-31,11008423072
2005-09-01,11286788456
2005-09-02,11327615379
2005-09-06,11420403841
2005-09-07,11208846149
2005-09-08,11119769226
2005-09-09,11231115379
2005-09-12,11123480764
2005-09-13,11023269226
2005-09-14,11045538456
2005-09-15,11142038456
2005-09-16,11145749995
2005-09-19,11090076918
2005-09-20,11104923072
2005-09-21,10993576918
2005-09-22,10975019226
2005-09-23,10989865380
2005-09-26,11008423072
2005-09-27,10986153841
2005-09-28,11116057687
2005-09-29,11197711533
2005-09-30,11351351340
2005-10-03,11695675663
2005-10-04,11544324312
2005-10-05,11177297286
2005-10-06,10927567556
2005-10-07,11022162151
2005-10-10,10772432421
2005-10-11,10749729718
2005-10-12,10602162151
2005-10-13,10503783773
2005-10-14,10666486475
2005-10-17,10783783773
2005-10-18,10575675665
2005-10-19,10602162151
2005-10-20,10235135124
2005-10-21,10420540530
2005-10-24,10776216205
2005-10-25,10677837827
2005-10-26,10507567557
2005-10-27,10465945935
2005-10-28,10825405394
2005-10-31,11003243232
2005-11-01,10806486475
2005-11-02,10621081070
2005-11-03,10371351340
2005-11-04,10439459449
2005-11-07,10344864854
2005-11-08,10409189178
2005-11-09,10534054043
2005-11-10,10443243232
2005-11-11,10167027016
2005-11-14,10151891881
2005-11-15,10004324314
2005-11-16,10042162152
2005-11-17,10314594584
2005-11-18,10348648638
2005-11-21,10397837827
2005-11-22,10458378367
2005-11-23,10439459449
2005-11-25,10499999989
2005-11-28,10443243232
2005-11-29,10409189178
2005-11-30,10322162151
2005-12-01,10397837827
2005-12-02,10314594584
2005-12-05,10276756746
2005-12-06,10288108097
2005-12-07,10061081071
2005-12-08,10185945935
2005-12-09,10356216205
2005-12-12,10235135124
2005-12-13,10409189178
2005-12-14,10579459448
2005-12-15,10530270259
2005-12-16,10579459448
2005-12-19,10341081070
2005-12-20,10348648638
2005-12-21,10428108097
2005-12-22,10511351340
2005-12-23,10469729719
2005-12-27,10541621611
2005-12-28,10443243232
2005-12-29,10367567557
2005-12-30,10322162151
2006-01-03,10534054043
2006-01-04,10624864854
2006-01-05,10428108097
2006-01-06,10481081070
2006-01-09,10545405394
2006-01-10,10492432421
2006-01-11,10443243232
2006-01-12,10443243232
2006-01-13,10443243232
2006-01-17,10534054043
2006-01-18,10742162151
2006-01-19,10795135124
2006-01-20,10802702691
2006-01-23,10821621610
2006-01-24,10787567556
2006-01-25,10636216205
2006-01-26,10481081070
2006-01-27,10534054043
2006-01-30,10435675665
2006-01-31,10579459448
2006-02-01,10908648637
2006-02-02,10946486475
2006-02-03,10692972962
2006-02-06,10761081070
2006-02-07,10575675665
2006-02-08,10545405394
2006-02-09,10602162151
2006-02-10,10515135124
2006-02-13,10488648638
2006-02-14,10511351340
2006-02-15,10598378367
2006-02-16,10795135124
2006-02-17,10836756745
2006-02-21,10882162151
2006-02-22,10991891880
2006-02-23,10908648637
2006-02-24,11018378367
2006-02-27,11147027015
2006-02-28,11165945934
2006-03-01,11086486475
2006-03-02,11211351340
2006-03-03,11162162151
2006-03-06,10821621610
2006-03-07,10700540529
2006-03-08,10742162151
2006-03-09,10643783773
2006-03-10,10806486475
2006-03-13,10874594583
2006-03-14,10995675664
2006-03-15,10976756745
2006-03-16,11025945934
2006-03-17,10976756745
2006-03-20,10772432421
2006-03-21,10552972962
2006-03-22,10719459448
2006-03-23,10568108097
2006-03-24,10677837827
2006-03-27,10647567556
2006-03-28,10492432421
2006-03-29,10537837827
2006-03-30,10394054043
2006-03-31,10286833324
2006-04-03,10350937490
2006-04-04,10573416657
2006-04-05,10603583323
2006-04-06,10366020824
2006-04-07,10154854157
2006-04-10,10147312491
2006-04-11,9962541657
2006-04-12,9988937491
2006-04-13,9988937491
2006-04-17,9977624991
2006-04-18,10211416657
2006-04-19,10188791657
2006-04-20,10252895824
2006-04-21,10267979157
2006-04-24,10279291657
2006-04-25,10086979157
2006-04-26,9973854157
2006-04-27,10019104157
2006-04-28,10162395824
2006-05-01,10011562491
2006-05-02,10188791657
2006-05-03,10034187491
2006-05-04,10290604157
2006-05-05,10652604157
2006-05-08,10611124990
2006-05-09,10584729157
2006-05-10,10550791657
2006-05-11,10482916657
2006-05-12,10294374990
2006-05-15,10328312490
2006-05-16,10366020824
2006-05-17,10218958324
2006-05-18,10271749990
2006-05-19,10399958324
2006-05-22,10369791657
2006-05-23,10230270824
2006-05-24,10313229157
2006-05-25,10437666657
2006-05-26,10554562490
2006-05-30,10354708324
2006-05-31,10415041657
2006-06-01,10667687490
2006-06-02,10731791657
2006-06-05,10614895823
2006-06-06,10637520823
2006-06-07,10618666657
2006-06-08,10667687490
2006-06-09,10886395823
2006-06-12,11033458323
2006-06-13,10969354156
2006-06-14,10969354156
2006-06-15,11112645823
2006-06-16,11161666656
2006-06-19,11022145823
2006-06-20,11010833323
2006-06-21,10973124990
2006-06-22,10909020823
2006-06-23,10954270823
2006-06-26,11056083323
2006-06-27,11025916656
2006-06-28,11003291656
2006-06-29,11142812490
2006-06-30,11480033884
2006-07-03,11621762697
2006-07-05,11556644053
2006-07-06,11529830494
2006-07-07,11625593206
2006-07-10,11679220325
2006-07-11,11813288121
2006-07-12,11602610155
2006-07-13,11610271172
2006-07-14,11648576257
2006-07-17,11698372867
2006-07-18,11759661002
2006-07-19,11863084731
2006-07-20,11981830494
2006-07-21,11962677951
2006-07-24,12119728799
2006-07-25,12096745748
2006-07-26,12127389816
2006-07-27,12165694900
2006-07-28,12261457612
2006-07-31,12092915239
2006-08-01,12295932188
2006-08-02,12395525408
2006-08-03,12299762697
2006-08-04,12345728798
2006-08-07,12142711849
2006-08-08,12334237273
2006-08-09,12292101680
2006-08-10,12307423714
2006-08-11,12246135578
2006-08-14,12349559307
2006-08-15,12395525408
2006-08-16,12226983036
2006-08-17,12246135578
2006-08-18,12368711849
2006-08-21,12395525408
2006-08-22,12407016934
2006-08-23,12223152527
2006-08-24,12322745747
2006-08-25,12150372866
2006-08-28,12353389815
2006-08-29,12338067781
2006-08-30,12284440663
2006-08-31,12429999985
2006-09-01,12437661002
2006-09-05,12223152527
2006-09-06,12096745748
2006-09-07,11970338968
2006-09-08,11932033884
2006-09-11,11889898290
2006-09-12,11690711850
2006-09-13,11729016935
2006-09-14,11660067782
2006-09-15,11564305070
2006-09-18,11598779647
2006-09-19,11725186426
2006-09-20,11786474562
2006-09-21,11725186426
2006-09-22,11610271172
2006-09-25,11805627104
2006-09-26,11759661002
2006-09-27,11824779646
2006-09-28,11832440663
2006-09-29,11694542358
2006-10-02,11808471700
2006-10-03,11781660379
2006-10-04,11728037738
2006-10-05,11628452832
2006-10-06,11586320757
2006-10-09,11605471700
2006-10-10,11643773587
2006-10-11,11754849058
2006-10-12,11793150945
2006-10-13,11816132077
2006-10-16,11854433964
2006-10-17,11927207549
2006-10-18,12038283021
2006-10-19,12103396228
2006-10-20,12237452832
2006-10-23,12306396228
2006-10-24,12482584908
2006-10-25,12589830191
2006-10-26,12490245285
2006-10-27,12425132077
2006-10-30,12425132077
2006-10-31,12268094342
2006-11-01,12145528304
2006-11-02,12030622643
2006-11-03,11965509436
2006-11-06,11915716983
2006-11-07,11950188681
2006-11-08,12053603775
2006-11-09,12030622643
2006-11-10,12122547172
2006-11-13,12118716983
2006-11-14,12118716983
2006-11-15,12091905662
2006-11-16,12145528304
2006-11-17,12137867926
2006-11-20,12180000002
2006-11-21,12153188681
2006-11-22,12168509436
2006-11-24,12474924530
2006-11-27,12375339625
2006-11-28,12586000002
2006-11-29,12888584908
2006-11-30,12919226417
2006-12-01,13118396229
2006-12-04,13256283021
2006-12-05,13007320757
2006-12-06,12953698115
2006-12-07,12880924530
2006-12-08,12884754719
2006-12-11,12892415096
2006-12-12,12919226417
2006-12-13,12896245285
2006-12-14,12915396228
2006-12-15,12850283021
2006-12-18,12720056606
2006-12-19,12758358493
2006-12-20,12723886794
2006-12-21,12758358493
2006-12-22,12731547172
2006-12-26,12869433964
2006-12-27,12800490568
2006-12-28,12804320757
2006-12-29,12739207549
2007-01-03,12923056606
2007-01-04,12857943398
2007-01-05,12635792455
2007-01-08,12601320757
2007-01-09,12654943398
2007-01-10,12612811323
2007-01-11,12597490568
2007-01-12,12432792455
2007-01-16,12474924530
2007-01-17,12421301889
2007-01-18,12340867926
2007-01-19,12344698115
2007-01-22,12302566040
2007-01-23,12417471700
2007-01-24,12536207549
2007-01-25,12482584908
2007-01-26,12505566040
2007-01-29,12494075474
2007-01-30,12547698115
2007-01-31,12651113210
2007-02-01,12727716983
2007-02-02,12685584908
2007-02-05,12789000002
2007-02-06,12888584908
2007-02-07,12888584908
2007-02-08,13018811323
2007-02-09,13118396229
2007-02-12,13011150945
2007-02-13,13126056606
2007-02-14,13214150946
2007-02-15,13114566040
2007-02-16,13168188681
2007-02-20,13229471700
2007-02-21,13152867927
2007-02-22,13133716983
2007-02-23,13348207549
2007-02-26,13930396229
2007-02-27,13528226417
2007-02-28,13524396229
2007-03-01,13658452832
2007-03-02,13451622644
2007-03-05,13233301889
2007-03-06,13455452832
2007-03-07,13237132078
2007-03-08,13332886795
2007-03-09,13359698115
2007-03-12,13566528304
2007-03-13,13313735851
2007-03-14,13413320757
2007-03-15,13505245285
2007-03-16,13413320757
2007-03-19,13700584908
2007-03-20,13830811323
2007-03-21,14003169814
2007-03-22,13930396229
2007-03-23,14087433965
2007-03-26,14232981134
2007-03-27,14619830191
2007-03-28,14589188682
2007-03-29,14654301889
2007-03-30,14535566040
2007-04-02,15045964999
2007-04-03,15192379000
2007-04-04,15254027000
2007-04-05,15311822000
2007-04-09,15408147000
2007-04-10,15469795000
2007-04-11,15435118000
2007-04-12,15304116000
2007-04-13,15219350000
2007-04-16,15431264999
2007-04-17,15747210999
2007-04-18,15812712000
2007-04-19,15751064000
2007-04-20,15909037000
2007-04-23,16086275000
2007-04-24,16159482000
2007-04-25,16186453000
2007-04-26,16009214999
2007-04-27,15855095000
2007-04-30,15589238000
2007-05-01,15731799000
2007-05-02,16036185999
2007-05-03,15889772000
2007-05-04,15928302000
2007-05-07,16182600000
2007-05-08,16078568999
2007-05-09,16136364000
2007-05-10,16178747000
2007-05-11,16321308000
2007-05-14,16390662000
2007-05-15,16309749000
2007-05-16,16363691000
2007-05-17,16440751000
2007-05-18,16452310000
2007-05-21,16367543999
2007-05-22,16086275000
2007-05-23,15839683000
2007-05-24,15492913000
2007-05-25,15901331000
2007-05-29,16113246000
2007-05-30,16317455000
2007-05-31,16433045000
2007-06-01,16467722000
2007-06-04,16382956000
2007-06-05,16132510999
2007-06-06,15808859000
2007-06-07,15361910999
2007-06-08,15650885999
2007-06-11,15839683000
2007-06-12,15446677000
2007-06-13,15874360000
2007-06-14,15986097000
2007-06-15,16695049000
2007-06-18,16860728000
2007-06-19,16837610000
2007-06-20,16286631000
2007-06-21,16513958000
2007-06-22,16321308000
2007-06-25,16425339000
2007-06-26,16382956000
2007-06-27,16656518999
2007-06-28,16637254000
2007-06-29,16729726000
2007-07-02,17007943920
2007-07-03,16966155359
2007-07-05,16981351200
2007-07-06,16704027120
2007-07-09,16882578240
2007-07-10,16574862480
2007-07-11,16761011519
2007-07-12,17110515840
2007-07-13,17535999360
2007-07-16,17110515840
2007-07-17,16958557440
2007-07-18,17110515840
2007-07-19,17585385840
2007-07-20,17133309600
2007-07-23,17334654480
2007-07-24,16791403200
2007-07-25,16806599040
2007-07-26,16354522799
2007-07-27,16156976880
2007-07-30,16540671840
2007-07-31,16616651040
2007-08-01,17152304400
2007-08-02,17592983760
2007-08-03,16867382400
2007-08-06,17634772320
2007-08-07,18159028800
2007-08-08,18345177840
2007-08-09,17900699520
2007-08-10,17699354640
2007-08-13,17714550480
2007-08-14,17072526240
2007-08-15,16928165760
2007-08-16,16654640640
2007-08-17,16848387600
2007-08-20,16677434400
2007-08-21,16867382400
2007-08-22,17007943920
2007-08-23,17133309600
2007-08-24,17414432640
2007-08-27,16571063519
2007-08-28,16343125920
2007-08-29,16928165760
2007-08-30,16939562640
2007-08-31,17011742880
2007-09-04,17357448240
2007-09-05,17194092960
2007-09-06,17281469040
2007-09-07,16924366799
2007-09-10,17015541840
2007-09-11,17266273200
2007-09-12,17425829520
2007-09-13,17254876320
2007-09-14,17216886720
2007-09-17,17159902320
2007-09-18,17334654480
2007-09-19,17532200400
2007-09-20,17505607680
2007-09-21,17323257600
2007-09-24,17403035760
2007-09-25,17015541840
2007-09-26,16988949120
2007-09-27,16517878079
2007-09-28,16320332160
2007-10-01,16334810448
2007-10-02,16483072853
2007-10-03,16405235091
2007-10-04,16638748378
2007-10-05,16768477982
2007-10-08,16816663264
2007-10-09,17113188074
2007-10-10,17142840555
2007-10-11,17305929200
2007-10-12,17176199596
2007-10-15,16794423903
2007-10-16,16653574619
2007-10-17,16753651742
2007-10-18,16809250144
2007-10-19,16379289170
2007-10-22,16542377815
2007-10-23,16572030296
2007-10-24,16446007252
2007-10-25,16816663264
2007-10-26,17346701361
2007-10-29,17457898165
2007-10-30,17335581681
2007-10-31,17780368895
2007-11-01,17380060402
2007-11-02,17576508089
2007-11-05,17669172092
2007-11-06,17669172092
2007-11-07,17057589672
2007-11-08,17431952244
2007-11-09,17194732396
2007-11-12,16672107419
2007-11-13,16749945182
2007-11-14,16690640220
2007-11-15,16931566628
2007-11-16,16905620707
2007-11-19,16931566628
2007-11-20,17142840555
2007-11-21,16835196065
2007-11-23,16894501026
2007-11-26,16716586141
2007-11-27,17228091437
2007-11-28,17331875121
2007-11-29,17339288241
2007-11-30,17524616247
2007-12-03,17706237693
2007-12-04,17980523142
2007-12-05,18384538195
2007-12-06,18299287312
2007-12-07,18503148119
2007-12-10,18547626840
2007-12-11,18151024907
2007-12-12,18221449549
2007-12-13,18558746520
2007-12-14,18399364435
2007-12-17,17995349382
2007-12-18,18377125074
2007-12-19,18366005394
2007-12-20,18099133065
2007-12-21,18017588743
2007-12-24,18021295303
2007-12-26,17839673857
2007-12-27,17858206658
2007-12-28,18010175623
2007-12-31,18016554060
2008-01-02,17584126940
2008-01-03,17625132960
2008-01-04,17818979600
2008-01-07,18311051840
2008-01-08,18549632320
2008-01-09,19078982760
2008-01-10,18825491000
2008-01-11,18702472940
2008-01-14,18687561660
2008-01-15,18642827820
2008-01-16,18318507480
2008-01-17,17651227700
2008-01-18,17248623140
2008-01-22,16491875680
2008-01-23,17054776500
2008-01-24,16447141840
2008-01-25,16115365859
2008-01-28,16380041080
2008-01-29,16499331320
2008-01-30,16592526820
2008-01-31,16898208060
2008-02-01,17092054700
2008-02-04,17151699820
2008-02-05,16484420040
2008-02-06,16331579420
2008-02-07,16275662119
2008-02-08,16051992920
2008-02-11,16462053119
2008-02-12,16607438099
2008-02-13,16681994500
2008-02-14,16462053119
2008-02-15,16719272700
2008-02-19,16618621560
2008-02-20,16558976440
2008-02-21,16320395960
2008-02-22,16592526820
2008-02-25,16529153880
2008-02-26,16577615540
2008-02-27,16271934300
2008-02-28,16137732780
2008-02-29,15697850020
2008-03-03,15895424480
2008-03-04,16201105720
2008-03-05,16249567380
2008-03-06,15757495140
2008-03-07,15679210920
2008-03-10,15589743240
2008-03-11,16115365859
2008-03-12,15988619980
2008-03-13,15850690640
2008-03-14,15876785380
2008-03-17,15899152300
2008-03-18,16119093680
2008-03-19,15947613960
2008-03-20,15928974859
2008-03-24,15951341780
2008-03-25,16156371880
2008-03-26,16245839560
2008-03-27,16078087660
2008-03-28,15884241020
2008-03-31,15900262380
2008-04-01,16348051980
2008-04-02,16325662500
2008-04-03,16251030899
2008-04-04,16445073060
2008-04-07,16654041540
2008-04-08,16926446880
2008-04-09,16777183680
2008-04-10,16374173040
2008-04-11,16374173040
2008-04-14,16445073060
2008-04-15,16471194120
2008-04-16,16911520560
2008-04-17,17042125860
2008-04-18,17016004800
2008-04-21,16844352120
2008-04-22,16728673140
2008-04-23,16863010020
2008-04-24,16803304740
2008-04-25,16654041540
2008-04-28,16758525779
2008-04-29,16724941560
2008-04-30,16627920480
2008-05-01,16710015240
2008-05-02,16792110000
2008-05-05,16396562520
2008-05-06,16512241500
2008-05-07,16355515140
2008-05-08,16389099360
2008-05-09,16620457320
2008-05-12,16702552080
2008-05-13,16762257360
2008-05-14,16765988940
2008-05-15,16687625760
2008-05-16,16989883740
2008-05-19,17251094340
2008-05-20,17329457520
2008-05-21,17478720720
2008-05-22,17549620740
2008-05-23,17258557500
2008-05-27,17210046960
2008-05-28,17086904820
2008-05-29,17493647040
2008-05-30,17766052380
2008-06-02,17437673340
2008-06-03,17415283860
2008-06-04,17542157580
2008-06-05,17937705060
2008-06-06,17411552280
2008-06-09,17706347100
2008-06-10,17691420780
2008-06-11,17467525980
2008-06-12,17396625960
2008-06-13,17519768100
2008-06-16,17650373400
2008-06-17,17627983920
2008-06-18,17657836560
2008-06-19,17930241900
2008-06-20,17780978700
2008-06-23,17982484020
2008-06-24,18202647240
2008-06-25,18583268400
2008-06-26,18023531400
2008-06-27,18023531400
2008-06-30,18153065000
2008-07-01,18418810900
2008-07-02,18317752600
2008-07-03,17984634500
2008-07-07,17617830300
2008-07-08,17632801900
2008-07-09,17943462600
2008-07-10,18014577700
2008-07-11,17849890100
2008-07-14,17561686800
2008-07-15,17411970800
2008-07-16,17018966300
2008-07-17,16891707700
2008-07-18,16914165100
2008-07-21,17134996200
2008-07-22,17060138200
2008-07-23,16693334000
2008-07-24,16348987200
2008-07-25,16236700200
2008-07-28,16027097800
2008-07-29,15963468500
2008-07-30,16173070900
2008-07-31,16307815300
2008-08-01,15297232299
2008-08-04,15117573100
2008-08-05,15330918400
2008-08-06,15379576100
2008-08-07,15626607500
2008-08-08,15626607500
2008-08-11,15585435600
2008-08-12,15372090300
2008-08-13,15454434100
2008-08-14,15259803300
2008-08-15,15315946800
2008-08-18,15293489400
2008-08-19,15360861600
2008-08-20,15473148600
2008-08-21,15634093300
2008-08-22,15720180000
2008-08-25,15405776399
2008-08-26,15465662800
2008-08-27,15622864600
2008-08-28,15637836200
2008-08-29,15199916900
2008-09-02,15009029000
2008-09-03,14604795800
2008-09-04,14200562600
2008-09-05,13773871999
2008-09-08,13781357800
2008-09-09,13317238200
2008-09-10,13268580500
2008-09-11,13489411600
2008-09-12,13680299499
2008-09-15,13268580500
2008-09-16,13257351800
2008-09-17,12149453400
2008-09-18,12478828600
2008-09-19,13055235200
2008-09-22,12800718000
2008-09-23,12669716500
2008-09-24,12523743400
2008-09-25,13032777800
2008-09-26,13058978100
2008-09-29,12639773300
2008-09-30,12857960700
2008-10-01,13142445420
2008-10-02,12543530220
2008-10-03,12468665820
2008-10-06,11675103180
2008-10-07,11237146440
2008-10-08,10926459180
2008-10-09,10866567660
2008-10-10,10421124480
2008-10-13,11963331120
2008-10-14,11734994700
2008-10-15,10312571100
2008-10-16,10537164300
2008-10-17,10664433780
2008-10-20,11443023540
2008-10-21,10952661720
2008-10-22,10151612640
2008-10-23,10552137180
2008-10-24,10185301620
2008-10-27,9964451640
2008-10-28,11151052380
2008-10-29,10540907520
2008-10-30,11210943900
2008-10-31,11401848120
2008-11-03,11274578640
2008-11-04,10421124480
2008-11-05,10421124480
2008-11-06,10473529560
2008-11-07,11195971020
2008-11-10,10634488020
2008-11-11,10765500720
2008-11-12,10297598220
2008-11-13,11128593060
2008-11-14,11330726940
2008-11-17,11375645580
2008-11-18,11345699820
2008-11-19,10956404940
2008-11-20,10297598220
2008-11-21,11109876960
2008-11-24,11244632880
2008-11-25,11667616740
2008-11-26,11547833700
2008-11-28,11772426900
2008-12-01,10612028700
2008-12-02,10900256640
2008-12-03,11293294740
2008-12-04,10544650740
2008-12-05,10540907520
2008-12-08,10780473600
2008-12-09,10286368560
2008-12-10,10469786340
2008-12-11,10372462620
2008-12-12,10443583800
2008-12-15,10091721120
2008-12-16,10503475320
2008-12-17,10159099080
2008-12-18,10368719400
2008-12-19,10379949060
2008-12-22,10331287200
2008-12-23,9990654180
2008-12-24,10069261800
2008-12-26,10144126200
2008-12-29,10218990600
2008-12-30,10522191420
2008-12-31,10683189760
2009-01-02,10893252480
2009-01-05,11028292800
2009-01-06,11200844320
2009-01-07,11212097680
2009-01-08,11399653680
2009-01-09,11193342080
2009-01-12,11339635760
2009-01-13,11137075280
2009-01-14,10859492400
2009-01-15,10919510320
2009-01-16,11178337600
2009-01-20,10975777120
2009-01-21,11077057360
2009-01-22,11114568560
2009-01-23,11122070800
2009-01-26,11260862240
2009-01-27,11035795040
2009-01-28,11032043920
2009-01-29,11009537200
2009-01-30,10671936400
2009-02-02,10641927440
2009-02-03,10630674080
2009-02-04,10866994640
2009-02-05,11317129040
2009-02-06,11560951840
2009-02-09,11403404800
2009-02-10,11013288320
2009-02-11,10889501360
2009-02-12,10930763680
2009-02-13,10836985680
2009-02-17,10334335600
2009-02-18,10304326640
2009-02-19,10510638240
2009-02-20,10022992640
2009-02-23,9809178800
2009-02-24,10180539680
2009-02-25,10146779600
2009-02-26,9895454560
2009-02-27,9707898560
2009-03-02,9287773120
2009-03-03,8953923440
2009-03-04,9242759680
2009-03-05,8777620800
2009-03-06,8680091680
2009-03-09,8515042400
2009-03-10,8792625280
2009-03-11,8792625280
2009-03-12,8732607360
2009-03-13,8995185760
2009-03-16,9235257440
2009-03-17,9329035440
2009-03-18,9779169840
2009-03-19,10079259440
2009-03-20,9887952320
2009-03-23,10330584480
2009-03-24,10184290800
2009-03-25,10128024000
2009-03-26,10206797520
2009-03-27,9985481440
2009-03-30,9711649680
2009-03-31,10013469840
2009-04-01,10039781510
2009-04-02,10145028190
2009-04-03,9998434600
2009-04-06,9814252910
2009-04-07,9821770530
2009-04-08,10024746270
