,SRCL
2014-01-24,9891627807
2014-01-27,9845723038
2014-01-28,9791317384
2014-01-29,9818520211
2014-01-30,9985987612
2014-01-31,9951133990
2014-02-03,9852523744
2014-02-04,9899278602
2014-02-05,9901828867
2014-02-06,9755613675
2014-02-07,9889077542
2014-02-10,9865275069
2014-02-11,9834671889
2014-02-12,9836372066
2014-02-13,9839772419
2014-02-14,9934982312
2014-02-18,9891627807
2014-02-19,9818520211
2014-02-20,9860174539
2014-02-21,9746262703
2014-02-24,9794717738
2014-02-25,9732661290
2014-02-26,9645102192
2014-02-27,9604297952
2014-02-28,9691006962
2014-03-03,9700357933
2014-03-04,9809169239
2014-03-05,9841472596
2014-03-06,9927331517
2014-03-07,10005539644
2014-03-10,9920530811
2014-03-11,9885677189
2014-03-12,9841472596
2014-03-13,9827871183
2014-03-14,9783666589
2014-03-17,9789617208
2014-03-18,9808319151
2014-03-19,9804068709
2014-03-20,9723310318
2014-03-21,9722460230
2014-03-24,9556693005
2014-03-25,9599197422
2014-03-26,9517588942
2014-03-27,9533740620
2014-03-28,9520139207
2014-03-31,9629714939
2014-04-01,9639885383
2014-04-02,9640732920
2014-04-03,9682262231
2014-04-04,9541571095
2014-04-07,9516992523
2014-04-08,9651750900
2014-04-09,9603441293
2014-04-10,9460207547
2014-04-11,9266121583
2014-04-14,9334772077
2014-04-15,9316126264
2014-04-16,9392404590
2014-04-17,9420373310
2014-04-21,9461902621
2014-04-22,9461055084
2014-04-23,9567844741
2014-04-24,9586490554
2014-04-25,9658531196
2014-04-28,9767863464
2014-04-29,9819563218
2014-04-30,9868720362
2014-05-01,9830581199
2014-05-02,9791594498
2014-05-05,9787356814
2014-05-06,9740742281
2014-05-07,9725486616
2014-05-08,9682262231
2014-05-09,9653445974
2014-05-12,9684804841
2014-05-13,9669549176
2014-05-14,9606831441
2014-05-15,9530553115
2014-05-16,9566149667
2014-05-19,9574625037
2014-05-20,9475463212
2014-05-21,9514449912
2014-05-22,9504279469
2014-05-23,9533095726
2014-05-27,9581405332
2014-05-28,9551741539
2014-05-29,9544961243
2014-05-30,9693280211
2014-06-02,9708535876
2014-06-03,9704298192
2014-06-04,9768711000
2014-06-05,9764473316
2014-06-06,9811087848
2014-06-09,9838209031
2014-06-10,9827191051
2014-06-11,9767863464
2014-06-12,9744132429
2014-06-13,10040770365
2014-06-16,9955169132
2014-06-17,9956016669
2014-06-18,9979747704
2014-06-19,9975510019
2014-06-20,10077214454
2014-06-23,10053483419
2014-06-24,10037380217
2014-06-25,10056873567
2014-06-26,10029752384
2014-06-27,10038227754
2014-06-30,10038938856
2014-07-01,10100823887
2014-07-02,10094041966
2014-07-03,10107605808
2014-07-07,10128799312
2014-07-08,10083869084
2014-07-09,10124560611
2014-07-10,10062675580
2014-07-11,10088955525
2014-07-14,10098280666
2014-07-15,10114387729
2014-07-16,10125408351
2014-07-17,10013506651
2014-07-18,10072848462
2014-07-21,10027918234
2014-07-22,9995704108
2014-07-23,9980444785
2014-07-24,9983835746
2014-07-25,10024527273
2014-07-28,10018593092
2014-07-29,10071152982
2014-07-30,10143210894
2014-07-31,9973662864
2014-08-01,9902452692
2014-08-04,9940177128
2014-08-05,9949078400
2014-08-06,9889736589
2014-08-07,9949926140
2014-08-08,10062675580
2014-08-11,9977053825
2014-08-12,10015202132
2014-08-13,9998247329
2014-08-14,10077087163
2014-08-15,10055893659
2014-08-18,10088107785
2014-08-19,10122865131
2014-08-20,10153383776
2014-08-21,10171186319
2014-08-22,10125408351
2014-08-25,10089803265
2014-08-26,10093194225
2014-08-27,10070305241
2014-08-28,10071152982
2014-08-29,10075391682
2014-09-02,10122865131
2014-09-03,9988074447
2014-09-04,9988074447
2014-09-05,10029189844
2014-09-08,10042329816
2014-09-09,9960946762
2014-09-10,9994856368
2014-09-11,9960099022
2014-09-12,9927884896
2014-09-15,9943144219
2014-09-16,9938905518
2014-09-17,9909234613
2014-09-18,9913473314
2014-09-19,9936362298
2014-09-22,9876172747
2014-09-23,9795637433
2014-09-24,9811744496
2014-09-25,9775291669
2014-09-26,9786312291
2014-09-29,9849892802
2014-09-30,9894022741
2014-10-01,9877894873
2014-10-02,9904208763
2014-10-03,9952592368
2014-10-06,10011161994
2014-10-07,9923731972
2014-10-08,10075673467
2014-10-09,10006917819
2014-10-10,9922034302
2014-10-13,9930522653
2014-10-14,9980603928
2014-10-15,9859220499
2014-10-16,9941557511
2014-10-17,10044266566
2014-10-20,10097743182
2014-10-21,10388469228
2014-10-22,10405870349
2014-10-23,10508579404
2014-10-24,10444916766
2014-10-27,10452556283
2014-10-28,10529800283
2014-10-29,10421998217
2014-10-30,10502637558
2014-10-31,10695323142
2014-11-03,10740311406
2014-11-04,10685137119
2014-11-05,10740311406
2014-11-06,10830287934
2014-11-07,10826043758
2014-11-10,10843020461
2014-11-11,10833683274
2014-11-12,10838776285
2014-11-13,10859997164
2014-11-14,10820950747
2014-11-17,10820101911
2014-11-18,10796334527
2014-11-19,10784450834
2014-11-20,10759834614
2014-11-21,10778508988
2014-11-24,10816706571
2014-11-25,10927055143
2014-11-26,10873578527
2014-11-28,10943183011
2014-12-01,11001752638
2014-12-02,11037403715
2014-12-03,11084089649
2014-12-04,11056926924
2014-12-05,11107857034
2014-12-08,11112101210
2014-12-09,11118043056
2014-12-10,11044194396
2014-12-11,11079845474
2014-12-12,10865090176
2014-12-15,10871032022
2014-12-16,10845566967
2014-12-17,10905834264
2014-12-18,11247066002
2014-12-19,11210566090
2014-12-22,11285263585
2014-12-23,11326007673
2014-12-24,11312426310
2014-12-26,11296722859
2014-12-29,11313275145
2014-12-30,11254705519
2014-12-31,11169089676
2015-01-02,11216806263
2015-01-05,11085585649
2015-01-06,11119668925
2015-01-07,11187835478
2015-01-08,11355695614
2015-01-09,11240664556
2015-01-12,11275173874
2015-01-13,11520573464
2015-01-14,11481803737
2015-01-15,11376145580
2015-01-16,11430678822
2015-01-20,11434939232
2015-01-21,11442607969
2015-01-22,11533780733
2015-01-23,11511626604
2015-01-26,11526538037
2015-01-27,11455389198
2015-01-28,11370607047
2015-01-29,11360808106
2015-01-30,11186983396
2015-02-02,11245777048
2015-02-03,11374441416
2015-02-04,11361660187
2015-02-05,11500549539
2015-02-06,11093254386
2015-02-09,11147787628
2015-02-10,11202320870
2015-02-11,11212545853
2015-02-12,11230865614
2015-02-13,11168237594
2015-02-17,11239812474
2015-02-18,11473282918
2015-02-19,11425566331
2015-02-20,11469874590
2015-02-23,11491176638
2015-02-24,11466466262
2015-02-25,11537189061
2015-02-26,11503105785
2015-02-27,11500549539
2015-03-02,11685877354
2015-03-03,11613450392
2015-03-04,11512478686
2015-03-05,11612598310
2015-03-06,11604503532
2015-03-09,11719534590
2015-03-10,11593426467
2015-03-11,11560195272
2015-03-12,11663297184
2015-03-13,11623249334
2015-03-16,11816671927
2015-03-17,11827748992
2015-03-18,11972602917
2015-03-19,11929146740
2015-03-20,11911253019
2015-03-23,11973881040
2015-03-24,11957691483
2015-03-25,11809855272
2015-03-26,11783014692
2015-03-27,11840530221
2015-03-30,12002425784
2015-03-31,11911726048
2015-04-01,11773464185
2015-04-02,11887127312
2015-04-06,11984674025
2015-04-07,11868042085
2015-04-08,11931235391
2015-04-09,12005879832
2015-04-10,12038960891
2015-04-13,12007576297
2015-04-14,11943958875
2015-04-15,11976191702
2015-04-16,11945655340
2015-04-17,11710694995
2015-04-20,11783642972
2015-04-21,11822661658
2015-04-22,11846412162
2015-04-23,11917663674
2015-04-24,11615692979
2015-04-27,11456225308
2015-04-28,11475734651
2015-04-29,11371826195
2015-04-30,11317963445
2015-05-01,11381580867
2015-05-04,11471493489
2015-05-05,11261131882
2015-05-06,11264524811
2015-05-07,11289971779
2015-05-08,11367160918
2015-05-11,11329838697
2015-05-12,11395152583
2015-05-13,11401938442
2015-05-14,11596183636
2015-05-15,11603817727
2015-05-18,11722570247
2015-05-19,11744624287
2015-05-20,11688640956
2015-05-21,11726811409
2015-05-22,11725963176
2015-05-26,11651318735
2015-05-27,11743776055
2015-05-28,11720025550
2015-05-29,11646229341
2015-06-01,11669979845
2015-06-02,11610603585
2015-06-03,11665738684
2015-06-04,11596607752
2015-06-05,11569888435
2015-06-08,11569888435
2015-06-09,11479975812
2015-06-10,11587701313
2015-06-11,11628416463
2015-06-12,11520690962
2015-06-15,11429930107
2015-06-16,11490154600
2015-06-17,11502878084
2015-06-18,11661073406
2015-06-19,11628416463
2015-06-22,11664890452
2015-06-23,11653863432
2015-06-24,11511360407
2015-06-25,11451984147
2015-06-26,11513056872
2015-06-29,11304391728
2015-06-30,11374601163
2015-07-01,11454871480
2015-07-02,11436608921
2015-07-06,11631126408
2015-07-07,11581859970
2015-07-08,11364408107
2015-07-09,11369504635
2015-07-10,11447651399
2015-07-13,11511357999
2015-07-14,11480778831
2015-07-15,11429813551
2015-07-16,11800161255
2015-07-17,11587805920
2015-07-20,11482477674
2015-07-21,11332979518
2015-07-22,11317689934
2015-07-23,11265875232
2015-07-24,11290508451
2015-07-27,11240392592
2015-07-28,11434060657
2015-07-29,11913983714
2015-07-30,11926725034
2015-07-31,11974292629
2015-08-03,11970894944
2015-08-04,12030354438
2015-08-05,12172207802
2015-08-06,12049891129
2015-08-07,12142478055
2015-08-10,12257149936
2015-08-11,12255451093
2015-08-12,12297922160
2015-08-13,12314061165
2015-08-14,12361628761
2015-08-17,12454215687
2015-08-18,12592671365
2015-08-19,12593520786
2015-08-20,12454215687
2015-08-21,12183250279
2015-08-24,11724562756
2015-08-25,11524948741
2015-08-26,11828192159
2015-08-27,12048192286
2015-08-28,12061783028
2015-08-31,11988732792
2015-09-01,11812902575
2015-09-02,11995528163
2015-09-03,12070277241
2015-09-04,12024408489
2015-09-08,12368424131
2015-09-09,11573365757
2015-09-10,11765334980
2015-09-11,11893597602
2015-09-14,11642168886
2015-09-15,11750894817
2015-09-16,11649813678
2015-09-17,11737304076
2015-09-18,11641319464
2015-09-21,11812902575
2015-09-22,11746647710
2015-09-23,11764485559
2015-09-24,11797612991
2015-09-25,11896145866
2015-09-28,11744099446
2015-09-29,11739852340
2015-09-30,11820813477
2015-10-01,11920091000
2015-10-02,12038036092
2015-10-05,12229802931
2015-10-06,12157678235
2015-10-07,12278168904
2015-10-08,12458904908
2015-10-09,12611639559
2015-10-12,12695643618
2015-10-13,12666793739
2015-10-14,12516604665
2015-10-15,12602305775
2015-10-16,12683764256
2015-10-19,12799163770
2015-10-20,12721947919
2015-10-21,12635398283
2015-10-22,12646429119
2015-10-23,10208614381
2015-10-26,10444504564
2015-10-27,10345227041
2015-10-28,10309588956
2015-10-29,10390198910
2015-10-30,10298558120
2015-11-02,10548873242
2015-11-03,10606573000
2015-11-04,10514932209
2015-11-05,10529357148
2015-11-06,10681243273
2015-11-09,10516629260
2015-11-10,10566692285
2015-11-11,10519174838
2015-11-12,10436019306
2015-11-13,10417351737
2015-11-16,10420745841
2015-11-17,10378319549
2015-11-18,10369834290
2015-11-19,10251889198
2015-11-20,10344378515
2015-11-23,10462323607
2015-11-24,10487779382
2015-11-25,10386804807
2015-11-27,10240858362
2015-11-30,10243403940
2015-12-01,10235767207
2015-12-02,10077941401
2015-12-03,9642647645
2015-12-04,9897205397
2015-12-07,9842051218
2015-12-08,9839505640
2015-12-09,9889568665
2015-12-10,9976966826
2015-12-11,9859870260
2015-12-14,9935389060
2015-12-15,10057576781
2015-12-16,10064364988
2015-12-17,10068607617
2015-12-18,9906539182
2015-12-21,10037212161
2015-12-22,10153460201
2015-12-23,10282436129
2015-12-24,10266314138
2015-12-28,10321468317
2015-12-29,10449595719
2015-12-30,10333347679
2015-12-31,10215423000
2016-01-04,9984178350
2016-01-05,10209493650
2016-01-06,10165447050
2016-01-07,10123094550
2016-01-08,10015519200
2016-01-11,10115471100
2016-01-12,10250999100
2016-01-13,9852038550
2016-01-14,9860509050
2016-01-15,9754627800
2016-01-19,9810533100
2016-01-20,9751239600
2016-01-21,9740227950
2016-01-22,9990954750
2016-01-25,9902861550
2016-01-26,10009589850
2016-01-27,9984178350
2016-01-28,9904555650
2016-01-29,10194246750
2016-02-01,10219658250
2016-02-02,10022295600
2016-02-03,9927426000
2016-02-04,9820697700
2016-02-05,9412419600
2016-02-08,8977882950
2016-02-09,8981271150
2016-02-10,9140516550
2016-02-11,8982965250
2016-02-12,9056658600
2016-02-16,9272656350
2016-02-17,9436984050
2016-02-18,9447995700
2016-02-19,9288750300
2016-02-22,9422584200
2016-02-23,9512371500
2016-02-24,9583523700
2016-02-25,9700416600
2016-02-26,9786815700
2016-02-29,9650440650
2016-03-01,9990954750
2016-03-02,9711428250
2016-03-03,9787662750
2016-03-04,9730063350
2016-03-07,9716510550
2016-03-08,9632652600
2016-03-09,9663993450
2016-03-10,9615711600
2016-03-11,9826627050
2016-03-14,9821544750
2016-03-15,10034154300
2016-03-16,10069730400
2016-03-17,10223046450
2016-03-18,10342480500
2016-03-21,10418715000
2016-03-22,10471232100
2016-03-23,10487326050
2016-03-24,10512737550
2016-03-28,10532219700
2016-03-29,10616077650
2016-03-30,10645724400
2016-03-31,10721768304
2016-04-01,10844118303
2016-04-04,10831373511
2016-04-05,10773597123
2016-04-06,10811831498
2016-04-07,10810981845
2016-04-08,10892548511
2016-04-11,10714121429
2016-04-12,10665691221
2016-04-13,10734513096
2016-04-14,10652096777
2016-04-15,10656345041
2016-04-18,10692880110
2016-04-19,10652096777
2016-04-20,10658044346
2016-04-21,10511054417
2016-04-22,10533995042
2016-04-25,10433736015
2016-04-26,10416742960
2016-04-27,10449879418
2016-04-28,10343672821
2016-04-29,8119281870
2016-05-02,8134575619
2016-05-03,8033466940
2016-05-04,8291761382
2016-05-05,8080197842
2016-05-06,8085295759
2016-05-09,8157516244
2016-05-10,8160065203
2016-05-11,8030068329
2016-05-12,7924711385
2016-05-13,7961246454
2016-05-16,8111634995
2016-05-17,8298558604
2016-05-18,8358034298
2016-05-19,8267121452
2016-05-20,8191502355
2016-05-23,8166012772
2016-05-24,8324897840
2016-05-25,8281565549
2016-05-26,8355485340
2016-05-27,8290062076
2016-05-31,8325747493
2016-06-01,8374177701
2016-06-02,8388621798
2016-06-03,8373328048
2016-06-06,8442149922
2016-06-07,8666458254
2016-06-08,8678353392
2016-06-09,8569597838
2016-06-10,8503324922
2016-06-13,8527964852
2016-06-14,8544957907
2016-06-15,8599335685
2016-06-16,8742077350
2016-06-17,8622276309
2016-06-20,8663909295
2016-06-21,8616328740
2016-06-22,8656262420
2016-06-23,8783710336
2016-06-24,8557702699
2016-06-27,8426006520
2016-06-28,8492279436
2016-06-29,8664758948
2016-06-30,8856534140
2016-07-01,8874396915
2016-07-05,8722988629
2016-07-06,8745955054
2016-07-07,8681308820
2016-07-08,8905869424
2016-07-11,8882052390
2016-07-12,8949250450
2016-07-13,8922881591
2016-07-14,9032610068
2016-07-15,9008793034
2016-07-18,9004539993
2016-07-19,9047921018
2016-07-20,9060680144
2016-07-21,9039414935
2016-07-22,9122774553
2016-07-25,9051323452
2016-07-26,9108314211
2016-07-27,9057277710
2016-07-28,9010494251
2016-07-29,7678441575
2016-08-01,7601886823
2016-08-02,7458984621
2016-08-03,7484502871
2016-08-04,7501515038
2016-08-05,7650371499
2016-08-08,7612094124
2016-08-09,7457283404
2016-08-10,7472594354
2016-08-11,7396890211
2016-08-12,7401993861
2016-08-15,7403695078
2016-08-16,7305024509
2016-08-17,7277805042
2016-08-18,7229320366
2016-08-19,7241228883
2016-08-22,7297369034
2016-08-23,7259942267
2016-08-24,7225067324
2016-08-25,7205503332
2016-08-26,7115338847
2016-08-29,7202951507
2016-08-30,7216561241
2016-08-31,7313530593
2016-09-01,7260792875
2016-09-02,7157869265
2016-09-06,7101729114
2016-09-07,7042186529
2016-09-08,7029427404
2016-09-09,6980942728
2016-09-12,7050692613
2016-09-13,6986896986
2016-09-14,6940964135
2016-09-15,6954573869
2016-09-16,6910342235
2016-09-19,6634745130
2016-09-20,6550534903
2016-09-21,6634745130
2016-09-22,6741921782
2016-09-23,6765738815
2016-09-26,6782750982
2016-09-27,6826982617
2016-09-28,6935009877
2016-09-29,6847397217
2016-09-30,6824137378
2016-10-03,6791779352
2016-10-04,6585709818
2016-10-05,6520993766
2016-10-06,6505666280
2016-10-07,6394967769
2016-10-10,6544836522
2016-10-11,6485229632
2016-10-12,6397522351
2016-10-13,6333657826
2016-10-14,6426474269
2016-10-17,6317478813
2016-10-18,6373679594
2016-10-19,6390710135
2016-10-20,6359203636
2016-10-21,6367718906
2016-10-24,6341321569
2016-10-25,6463089930
2016-10-26,6520142238
2016-10-27,6297893691
2016-10-28,6789224771
2016-10-31,6819879743
2016-11-01,6630840749
2016-11-02,6474159781
2016-11-03,6220404735
2016-11-04,6185492128
2016-11-07,6293636057
2016-11-08,6320884921
2016-11-09,6308112016
2016-11-10,6362609744
2016-11-11,6386452500
2016-11-14,6376234176
2016-11-15,6404334566
2016-11-16,6377085703
2016-11-17,6409443729
2016-11-18,6479268943
2016-11-21,6455426187
2016-11-22,6440098701
2016-11-23,6436692593
2016-11-25,6537172779
2016-11-28,6477565888
2016-11-29,6457129241
2016-11-30,6213592519
2016-12-01,6253614288
2016-12-02,6172719223
2016-12-05,6097784847
2016-12-06,6115666913
2016-12-07,6130994400
2016-12-08,6257871923
2016-12-09,6332806299
2016-12-12,6379640284
2016-12-13,6495447956
2016-12-14,6423068161
2016-12-15,6599334250
2016-12-16,6570382332
2016-12-19,6566976224
2016-12-20,6546539576
2016-12-21,6515033077
2016-12-22,6580600656
2016-12-23,6595928141
2016-12-27,6571233859
2016-12-28,6480971997
2016-12-29,6544836522
2016-12-30,6560164008
2017-01-03,6461568000
2017-01-04,6631968000
2017-01-05,6615780000
2017-01-06,6763176000
2017-01-09,6717168000
2017-01-10,6649008000
2017-01-11,6829632000
2017-01-12,6775956000
2017-01-13,6787032000
2017-01-17,6869676000
2017-01-18,6859452000
2017-01-19,6812591999
2017-01-20,6845819999
2017-01-23,6809184000
2017-01-24,6892680000
2017-01-25,6944652000
2017-01-26,6900348000
2017-01-27,6609816000
2017-01-30,6500760000
2017-01-31,6572328000
2017-02-01,6516096000
2017-02-02,6543360000
2017-02-03,6280091999
2017-02-06,6416412000
2017-02-07,6376368000
2017-02-08,6428340000
2017-02-09,6490536000
2017-02-10,6540804000
2017-02-13,6661788000
2017-02-14,6608112000
2017-02-15,6593628000
2017-02-16,7101419999
2017-02-17,7254780000
2017-02-21,7306752000
2017-02-22,7276932000
2017-02-23,7215588000
2017-02-24,7065636000
2017-02-27,7107384000
2017-02-28,7061376000
2017-03-01,7040928000
2017-03-02,6997476000
2017-03-03,6878196000
2017-03-06,6803219999
2017-03-07,6889272000
2017-03-08,6955728000
2017-03-09,6965952000
2017-03-10,6971063999
2017-03-13,7005996000
2017-03-14,7012812000
2017-03-15,7074156000
2017-03-16,7095456000
2017-03-17,7169580000
2017-03-20,7115052000
2017-03-21,7018776000
2017-03-22,6994068000
2017-03-23,6989808000
2017-03-24,6990660000
2017-03-27,6953172000
2017-03-28,6912276000
2017-03-29,6871380000
2017-03-30,6931872000
2017-03-31,7070517000
2017-04-03,6981804999
2017-04-04,6915270999
2017-04-05,7020190000
2017-04-06,7038103000
2017-04-07,6983511000
2017-04-10,7043220999
2017-04-11,6979245999
2017-04-12,6932331000
2017-04-13,6987776000
2017-04-17,7075635000
2017-04-18,7102078000
2017-04-19,7149845999
2017-04-20,7260736000
2017-04-21,7298268000
2017-04-24,7352860000
2017-04-25,7403187000
2017-04-26,7381862000
2017-04-27,7304239000
2017-04-28,7279502000
2017-05-01,7334094000
2017-05-02,7358831000
2017-05-03,7300827000
2017-05-04,7312769000
2017-05-05,7421100000
2017-05-08,7314475000
2017-05-09,7358831000
2017-05-10,7314475000
2017-05-11,7248794000
2017-05-12,7205291000
2017-05-15,7177142000
2017-05-16,7143875000
2017-05-17,7107195999
2017-05-18,7144728000
2017-05-19,7127668000
2017-05-22,7180554000
2017-05-23,7084165000
2017-05-24,7079047000
2017-05-25,7109754999
2017-05-26,7028720000
2017-05-30,6950244000
2017-05-31,6974981000
2017-06-01,7181407000
2017-06-02,7021895999
2017-06-05,6922948000
2017-06-06,6758319000
2017-06-07,6864944000
2017-06-08,6736994000
2017-06-09,6739553000
2017-06-12,6751495000
2017-06-13,6713110000
2017-06-14,6673872000
2017-06-15,6667901000
2017-06-16,6690079000
2017-06-19,6744670999
2017-06-20,6664489000
2017-06-21,6511802000
2017-06-22,6586012999
2017-06-23,6557864000
2017-06-26,6674725000
2017-06-27,6588572000
2017-06-28,6629516000
2017-06-29,6586866000
2017-06-30,6510095999
2017-07-03,6514361000
2017-07-05,6452945000
2017-07-06,6417119000
2017-07-07,6523744000
2017-07-10,6430767000
2017-07-11,6459769000
2017-07-12,6452945000
2017-07-13,6480241000
2017-07-14,6508390000
2017-07-17,6438444000
2017-07-18,6473417000
2017-07-19,6499860000
2017-07-20,6538245000
2017-07-21,6614162000
2017-07-24,6517773000
2017-07-25,6607337999
2017-07-26,6529715000
2017-07-27,6530568000
2017-07-28,6476829000
2017-07-31,6574924000
2017-08-01,6573218000
2017-08-02,6484506000
2017-08-03,7059428000
2017-08-04,6691785000
2017-08-07,6709698000
2017-08-08,6573218000
2017-08-09,6402618000
2017-08-10,6093832000
2017-08-11,6058859000
2017-08-14,6137335000
2017-08-15,6147570999
2017-08-16,6164631000
2017-08-17,6060565000
2017-08-18,6030710000
2017-08-21,6081890000
2017-08-22,6133070000
2017-08-23,6048623000
2017-08-24,6091273000
2017-08-25,6117716000
2017-08-28,6150129999
2017-08-29,6143306000
2017-08-30,6163778000
2017-08-31,6132217000
2017-09-01,6119422000
2017-09-05,6000002000
2017-09-06,6013650000
2017-09-07,5885700000
2017-09-08,5993178000
2017-09-11,6052035000
2017-09-12,6156954000
2017-09-13,6152689000
2017-09-14,6130511000
2017-09-15,6151836000
2017-09-18,6056300000
2017-09-19,5987207000
2017-09-20,5972706000
2017-09-21,5968441000
2017-09-22,6000002000
2017-09-25,6033269000
2017-09-26,6065683000
2017-09-27,6133070000
2017-09-28,6117716000
2017-09-29,6109186000
2017-10-02,6205164000
2017-10-03,6133427999
2017-10-04,6104392000
2017-10-05,6118056000
2017-10-06,6112932000
2017-10-09,6001058000
2017-10-10,6046320000
2017-10-11,6038633999
2017-10-12,6086458000
2017-10-13,6029239999
2017-10-16,5983977999
2017-10-17,6086458000
2017-10-18,6118910000
2017-10-19,6140260000
2017-10-20,6207726000
2017-10-23,6203456000
2017-10-24,6155632000
2017-10-25,6097560000
2017-10-26,6130012000
2017-10-27,6063400000
2017-10-30,6050589999
2017-10-31,6050589999
2017-11-01,5867833999
2017-11-02,5800368000
2017-11-03,5749127999
2017-11-06,5744004000
2017-11-07,5735464000
2017-11-08,5730339999
2017-11-09,5470724000
2017-11-10,5467308000
2017-11-13,5470724000
2017-11-14,5426316000
2017-11-15,5385324000
2017-11-16,5352872000
2017-11-17,5359704000
2017-11-20,5337500000
2017-11-21,5358850000
2017-11-22,5364828000
2017-11-24,5384470000
2017-11-27,5410944000
2017-11-28,5453644000
2017-11-29,5575766000
2017-11-30,5662874000
2017-12-01,5716676000
2017-12-04,5752544000
2017-12-05,5679100000
2017-12-06,5617612000
2017-12-07,5717530000
2017-12-08,5685932000
2017-12-11,5736318000
2017-12-12,5747420000
2017-12-13,5639816000
2017-12-14,5624444000
2017-12-15,5711552000
2017-12-18,5792682000
2017-12-19,5788412000
2017-12-20,5872104000
2017-12-21,5878082000
2017-12-22,5833674000
2017-12-26,5793536000
2017-12-27,5791827999
2017-12-28,5796098000
2017-12-29,5806346000
2018-01-02,5861880000
2018-01-03,5782365000
2018-01-04,6057674999
2018-01-05,6085035000
2018-01-08,6049980000
2018-01-09,5995687500
2018-01-10,6008085000
2018-01-11,6120090000
2018-01-12,6121799999
2018-01-16,6169680000
2018-01-17,6173100000
2018-01-18,6115815000
2018-01-19,6156000000
2018-01-22,6069645000
2018-01-23,6032880000
2018-01-24,6043995000
2018-01-25,6026040000
2018-01-26,6156000000
2018-01-29,6242355000
2018-01-30,6195329999
2018-01-31,6443280000
2018-02-01,6348375000
2018-02-02,6273990000
2018-02-05,6046560000
2018-02-06,6097005000
2018-02-07,6227820000
2018-02-08,6032025000
2018-02-09,5997825000
2018-02-12,6102135000
2018-02-13,6170535000
2018-02-14,6351795000
2018-02-15,6465510000
2018-02-16,6499710000
2018-02-20,6431310000
2018-02-21,6404805000
2018-02-22,5183865000
2018-02-23,5134275000
2018-02-26,5293305000
2018-02-27,5347170000
2018-02-28,5358285000
2018-03-01,5304420000
2018-03-02,5242860000
2018-03-05,5386500000
2018-03-06,5396760000
2018-03-07,5451480000
2018-03-08,5455755000
2018-03-09,5529285000
2018-03-12,5546385000
2018-03-13,5525010000
2018-03-14,5504490000
2018-03-15,5413005000
2018-03-16,5436945000
2018-03-19,5383935000
2018-03-20,5325795000
2018-03-21,5274495000
2018-03-22,5079555000
2018-03-23,5000895000
2018-03-26,5030820000
2018-03-27,5039370000
2018-03-28,5023125000
2018-03-29,5004315000
2018-04-02,4959664000
2018-04-03,4958808000
2018-04-04,4991336000
2018-04-05,5013592000
2018-04-06,4970792000
2018-04-09,4888616000
2018-04-10,4948536000
2018-04-11,4977640000
2018-04-12,5028144000
2018-04-13,5049544000
2018-04-16,5151408000
2018-04-17,5177088000
2018-04-18,5261832000
2018-04-19,5208760000
2018-04-20,5166816000
2018-04-23,5220744000
2018-04-24,5227592000
2018-04-25,5204480000
2018-04-26,5243000000
2018-04-27,5230160000
2018-04-30,5025576000
2018-05-01,5023864000
2018-05-02,5086352000
2018-05-03,5057248000
2018-05-04,5464704000
2018-05-07,5474120000
2018-05-08,5454432000
2018-05-09,5479256000
2018-05-10,5483536000
2018-05-11,5499800000
2018-05-14,5489528000
2018-05-15,5467272000
2018-05-16,5459568000
2018-05-17,5462992000
2018-05-18,5458712000
2018-05-21,5466416000
2018-05-22,5443304000
2018-05-23,5431320000
2018-05-24,5414200000
2018-05-25,5418480000
2018-05-29,5369688000
2018-05-30,5504936000
2018-05-31,5435600000
2018-06-01,5483536000
2018-06-04,5413344000
2018-06-05,5398792000
2018-06-06,5457000000
2018-06-07,5492952000
2018-06-08,5529759999
2018-06-11,5515208000
2018-06-12,5528048000
2018-06-13,5456144000
2018-06-14,5496375999
2018-06-15,5486104000
2018-06-18,5454432000
2018-06-19,5410776000
2018-06-20,5378248000
2018-06-21,5407352000
2018-06-22,5500656000
2018-06-25,5546880000
2018-06-26,5554584000
2018-06-27,5448440000
2018-06-28,5531472000
2018-06-29,5588824000
2018-07-02,5643303000
2018-07-03,5634633000
2018-07-05,5666712000
2018-07-06,5718731999
2018-07-09,5767284000
2018-07-10,5792427000
2018-07-11,5828841000
2018-07-12,5925944999
2018-07-13,5970162000
2018-07-16,5879993999
2018-07-17,5830575000
2018-07-18,5847915000
2018-07-19,5875659000
2018-07-20,5917275000
2018-07-23,5969294999
2018-07-24,5995305000
2018-07-25,6048192000
2018-07-26,6107148000
2018-07-27,6117552000
2018-07-30,6019581000
2018-07-31,6056862000
2018-08-01,6122754000
2018-08-02,6153099000
2018-08-03,5345488500
2018-08-06,5386671000
2018-08-07,5408346000
2018-08-08,5350257000
2018-08-09,5338986000
2018-08-10,5329449000
2018-08-13,5202867000
2018-08-14,5241882000
2018-08-15,5282631000
2018-08-16,5329449000
2018-08-17,5325114000
2018-08-20,5347656000
2018-08-21,5391873000
2018-08-22,5318178000
2018-08-23,5323380000
2018-08-24,5316444000
2018-08-27,5356326000
2018-08-28,5397075000
2018-08-29,5391873000
2018-08-30,5350257000
2018-08-31,5348523000
2018-09-04,5387538000
2018-09-05,5364129000
2018-09-06,5371065000
2018-09-07,5359794000
2018-09-10,5368464000
