,FMCC
2009-04-15,3091030200
2009-04-16,2960881560
2009-04-17,2863270080
2009-04-20,2472824160
2009-04-21,2798195760
2009-04-22,2570435640
2009-04-23,2668047120
2009-04-24,2602972800
2009-04-27,2537898480
2009-04-28,2505361320
2009-04-29,2537898480
2009-04-30,2570435640
2009-05-01,2472824160
2009-05-04,2733121440
2009-05-05,2798195760
2009-05-06,3058493040
2009-05-07,2960881560
2009-05-08,2928344400
2009-05-11,2765658600
2009-05-12,2798195760
2009-05-13,2602972800
2009-05-14,2700584280
2009-05-15,2635509960
2009-05-18,2733121440
2009-05-19,2635509960
2009-05-20,2602972800
2009-05-21,2570435640
2009-05-22,2570435640
2009-05-26,2537898480
2009-05-27,2668047120
2009-05-28,2537898480
2009-05-29,2602972800
2009-06-01,2602972800
2009-06-02,2537898480
2009-06-03,2375212680
2009-06-04,2472824160
2009-06-05,2472824160
2009-06-08,2375212680
2009-06-09,2310138360
2009-06-10,2310138360
2009-06-11,2310138360
2009-06-12,2277601200
2009-06-15,2147452560
2009-06-16,2342675520
2009-06-17,2212526880
2009-06-18,2342675520
2009-06-19,2277601200
2009-06-22,2114915400
2009-06-23,2310138360
2009-06-24,2212526880
2009-06-25,2212526880
2009-06-26,1724469480
2009-06-29,1984766760
2009-06-30,2016966640
2009-07-01,2082030080
2009-07-02,2114561800
2009-07-06,1919371480
2009-07-07,1886839759
2009-07-08,1789244600
2009-07-09,1854308039
2009-07-10,1789244600
2009-07-13,1984434920
2009-07-14,2049498360
2009-07-15,2114561800
2009-07-16,1951903200
2009-07-17,1984434920
2009-07-20,2016966640
2009-07-21,1951903200
2009-07-22,1951903200
2009-07-23,1951903200
2009-07-24,1919371480
2009-07-27,1984434920
2009-07-28,1984434920
2009-07-29,2016966640
2009-07-30,1951903200
2009-07-31,2016966640
2009-08-03,1984434920
2009-08-04,1984434920
2009-08-05,2602537600
2009-08-06,2732664480
2009-08-07,2407347280
2009-08-10,5497860680
2009-08-11,5074948320
2009-08-12,4456845640
2009-08-13,4717099400
2009-08-14,4586972520
2009-08-17,4164060160
2009-08-18,4359250480
2009-08-19,4294187040
2009-08-20,5205075200
2009-08-21,5627987560
2009-08-24,6669002599
2009-08-25,6701534320
2009-08-26,6603939159
2009-08-27,7287105280
2009-08-28,7807612800
2009-08-31,7449763880
2009-09-01,6181026800
2009-09-02,5335202080
2009-09-03,6083431640
2009-09-04,6408748840
2009-09-08,6050899920
2009-09-09,6246090240
2009-09-10,6246090240
2009-09-11,6115963360
2009-09-14,6181026800
2009-09-15,5920773040
2009-09-16,6181026800
2009-09-17,6083431640
2009-09-18,6083431640
2009-09-21,6636470880
2009-09-22,6441280560
2009-09-23,6571407440
2009-09-24,6278621960
2009-09-25,6083431640
2009-09-28,6213558520
2009-09-29,6018368200
2009-09-30,5854609800
2009-10-01,5626930530
2009-10-02,5399251260
2009-10-05,5659456140
2009-10-06,5887135410
2009-10-07,5822084190
2009-10-08,5789558580
2009-10-09,5561879310
2009-10-12,5496828090
2009-10-13,5496828090
2009-10-14,5757032970
2009-10-15,5854609800
2009-10-16,5594404920
2009-10-19,4390957350
2009-10-20,4033175640
2009-10-21,4521059790
2009-10-22,4456008570
2009-10-23,4423482960
2009-10-26,4098226860
2009-10-27,4000650030
2009-10-28,3772970759
2009-10-29,4195803690
2009-10-30,4000650030
2009-11-02,3740445149
2009-11-03,4033175640
2009-11-04,3968124420
2009-11-05,4065701250
2009-11-06,4000650030
2009-11-09,3968124420
2009-11-10,3903073200
2009-11-11,3838021980
2009-11-12,3772970759
2009-11-13,3675393929
2009-11-16,3577817100
2009-11-17,3577817100
2009-11-18,3838021980
2009-11-19,3772970759
2009-11-20,3707919539
2009-11-23,3772970759
2009-11-24,3675393929
2009-11-25,3642868320
2009-11-27,3577817100
2009-11-30,3350137830
2009-12-01,3545291490
2009-12-02,3545291490
2009-12-03,3545291490
2009-12-04,3545291490
2009-12-07,3512765880
2009-12-08,3610342710
2009-12-09,3610342710
2009-12-10,3642868320
2009-12-11,4098226860
2009-12-14,4683687840
2009-12-15,4813790280
2009-12-16,4423482960
2009-12-17,4488534180
2009-12-18,4228329300
2009-12-21,4325906130
2009-12-22,4390957350
2009-12-23,4260854910
2009-12-24,4098226860
2009-12-28,5204097600
2009-12-29,4878841500
2009-12-30,4618636620
2009-12-31,4776321060
2010-01-04,4743829080
2010-01-05,4646353140
2010-01-06,4483893240
2010-01-07,4873797000
2010-01-08,4711337100
2010-01-11,4743829080
2010-01-12,4483893240
2010-01-13,4581369180
2010-01-14,4483893240
2010-01-15,4483893240
2010-01-19,4386417300
2010-01-20,4256449380
2010-01-21,4256449380
2010-01-22,3801561660
2010-01-25,3736577699
2010-01-26,3964021560
2010-01-27,3931529580
2010-01-28,3834053640
2010-01-29,3834053640
2010-02-01,3996513540
2010-02-02,3931529580
2010-02-03,3866545620
2010-02-04,3769069679
2010-02-05,3769069679
2010-02-08,3769069679
2010-02-09,3899037600
2010-02-10,4029005520
2010-02-11,3931529580
2010-02-12,3964021560
2010-02-16,3996513540
2010-02-17,4061497500
2010-02-18,3964021560
2010-02-19,3996513540
2010-02-22,4061497500
2010-02-23,3899037600
2010-02-24,3964021560
2010-02-25,3866545620
2010-02-26,3834053640
2010-03-01,3769069679
2010-03-02,3964021560
2010-03-03,3899037600
2010-03-04,3964021560
2010-03-05,3964021560
2010-03-08,3866545620
2010-03-09,4158973440
2010-03-10,4256449380
2010-03-11,4223957400
2010-03-12,4191465420
2010-03-15,4158973440
2010-03-16,4093989480
2010-03-17,4353925320
2010-03-18,4288941360
2010-03-19,4288941360
2010-03-22,4191465420
2010-03-23,4223957400
2010-03-24,4158973440
2010-03-25,4191465420
2010-03-26,4288941360
2010-03-29,4158973440
2010-03-30,4158973440
2010-03-31,4126481460
2010-04-01,4093989480
2010-04-05,4223957400
2010-04-06,4256449380
2010-04-07,4353925320
2010-04-08,4353925320
2010-04-09,4451401260
2010-04-12,5068748880
2010-04-13,4743829080
2010-04-14,4971272940
2010-04-15,5133732840
2010-04-16,4906288980
2010-04-19,4646353140
2010-04-20,4841305020
2010-04-21,4808813040
2010-04-22,4873797000
2010-04-23,4938780960
2010-04-26,4938780960
2010-04-27,4776321060
2010-04-28,4841305020
2010-04-29,5003764920
2010-04-30,4873797000
2010-05-03,4906288980
2010-05-04,4743829080
2010-05-05,4646353140
2010-05-06,4353925320
2010-05-07,4191465420
2010-05-10,4353925320
2010-05-11,4451401260
2010-05-12,4353925320
2010-05-13,4483893240
2010-05-14,4451401260
2010-05-17,4321433340
2010-05-18,4386417300
2010-05-19,4158973440
2010-05-20,3866545620
2010-05-21,3964021560
2010-05-24,3866545620
2010-05-25,3736577699
2010-05-26,3801561660
2010-05-27,3996513540
2010-05-28,4029005520
2010-06-01,3899037600
2010-06-02,4029005520
2010-06-03,3931529580
2010-06-04,3866545620
2010-06-07,3801561660
2010-06-08,3736577699
2010-06-09,3801561660
2010-06-10,3899037600
2010-06-11,3931529580
2010-06-14,3899037600
2010-06-15,3964021560
2010-06-16,2436898500
2010-06-17,1657090980
2010-06-18,1299679200
2010-06-21,1527123060
2010-06-22,1592107020
2010-06-23,1592107020
2010-06-24,1527123060
2010-06-25,1462139100
2010-06-28,1429647120
2010-06-29,1364663160
2010-06-30,1332005540
2010-07-01,1267029660
2010-07-02,1234541720
2010-07-06,1169565840
2010-07-07,1104589960
2010-07-08,779710560
2010-07-09,1104589960
2010-07-12,1332005540
2010-07-13,1169565840
2010-07-14,1072102020
2010-07-15,1072102020
2010-07-16,1104589960
2010-07-19,1104589960
2010-07-20,1072102020
2010-07-21,1039614080
2010-07-22,1007126140
2010-07-23,1007126140
2010-07-26,1007126140
2010-07-27,1332005540
2010-07-28,1169565840
2010-07-29,1267029660
2010-07-30,1267029660
2010-08-02,1364493480
2010-08-03,1364493480
2010-08-04,1364493480
2010-08-05,1299517600
2010-08-06,1364493480
2010-08-09,1299517600
2010-08-10,1299517600
2010-08-11,1267029660
2010-08-12,1299517600
2010-08-13,1299517600
2010-08-16,1299517600
2010-08-17,1299517600
2010-08-18,1137077900
2010-08-19,1104589960
2010-08-20,1137077900
2010-08-23,1137077900
2010-08-24,1104589960
2010-08-25,1072102020
2010-08-26,1039614080
2010-08-27,1169565840
2010-08-30,1137077900
2010-08-31,1072102020
2010-09-01,1072102020
2010-09-02,1104589960
2010-09-03,1104589960
2010-09-07,1072102020
2010-09-08,1104589960
2010-09-09,1104589960
2010-09-10,1039614080
2010-09-13,1072102020
2010-09-14,1072102020
2010-09-15,1039614080
2010-09-16,1007126140
2010-09-17,877174380
2010-09-20,974638200
2010-09-21,974638200
2010-09-22,974638200
2010-09-23,942150259
2010-09-24,974638200
2010-09-27,1007126140
2010-09-28,1007126140
2010-09-29,974638200
2010-09-30,974465100
2010-10-01,974465100
2010-10-04,1006947270
2010-10-05,1006947270
2010-10-06,1006947270
2010-10-07,1006947270
2010-10-08,1039429440
2010-10-11,1039429440
2010-10-12,1039429440
2010-10-13,1071911610
2010-10-14,1104393780
2010-10-15,1299286800
2010-10-18,1396733310
2010-10-19,1364251140
2010-10-20,1266804630
2010-10-21,1299286800
2010-10-22,1234322460
2010-10-25,1104393780
2010-10-26,1169358120
2010-10-27,1234322460
2010-10-28,1299286800
2010-10-29,1266804630
2010-11-01,1234322460
2010-11-02,1234322460
2010-11-03,1201840290
2010-11-04,1201840290
2010-11-05,1201840290
2010-11-08,1234322460
2010-11-09,1201840290
2010-11-10,1201840290
2010-11-11,1201840290
2010-11-12,1169358120
2010-11-15,1169358120
2010-11-16,1104393780
2010-11-17,1104393780
2010-11-18,1104393780
2010-11-19,1104393780
2010-11-22,1071911610
2010-11-23,1071911610
2010-11-24,1039429440
2010-11-26,1039429440
2010-11-29,1039429440
2010-11-30,1006947270
2010-12-01,1039429440
2010-12-02,1006947270
2010-12-03,1006947270
2010-12-06,974465100
2010-12-07,974465100
2010-12-08,974465100
2010-12-09,974465100
2010-12-10,1006947270
2010-12-13,1006947270
2010-12-14,1006947270
2010-12-15,974465100
2010-12-16,974465100
2010-12-17,1071911610
2010-12-20,1136875950
2010-12-21,1071911610
2010-12-22,1039429440
2010-12-23,1039429440
2010-12-27,1039429440
2010-12-28,1006947270
2010-12-29,1006947270
2010-12-30,974465100
2010-12-31,974095500
2011-01-03,1071505050
2011-01-04,1103974900
2011-01-05,1071505050
2011-01-06,1071505050
2011-01-07,1071505050
2011-01-10,1071505050
2011-01-11,1039035200
2011-01-12,1039035200
2011-01-13,1039035200
2011-01-14,1039035200
2011-01-18,1039035200
2011-01-19,1039035200
2011-01-20,1201384450
2011-01-21,1266324150
2011-01-24,1591022650
2011-01-25,2175479950
2011-01-26,1818311600
2011-01-27,1883251299
2011-01-28,1785841750
2011-01-31,1980660850
2011-02-01,2110540250
2011-02-02,2272889500
2011-02-03,2727467400
2011-02-04,2370299050
2011-02-07,2727467400
2011-02-08,2792407100
2011-02-09,2402768900
2011-02-10,2045600550
2011-02-11,2045600550
2011-02-14,1558552800
2011-02-15,1753371900
2011-02-16,1818311600
2011-02-17,2013130700
2011-02-18,1948191000
2011-02-22,1980660850
2011-02-23,1980660850
2011-02-24,1915721150
2011-02-25,1883251299
2011-02-28,1558552800
2011-03-01,1688432200
2011-03-02,1655962350
2011-03-03,1655962350
2011-03-04,1623492500
2011-03-07,1558552800
2011-03-08,1461143250
2011-03-09,1363733700
2011-03-10,1428673400
2011-03-11,1363733700
2011-03-14,1298794000
2011-03-15,1266324150
2011-03-16,1233854300
2011-03-17,1363733700
2011-03-18,1168914600
2011-03-21,1233854300
2011-03-22,1233854300
2011-03-23,1201384450
2011-03-24,1233854300
2011-03-25,1233854300
2011-03-28,1331263850
2011-03-29,1298794000
2011-03-30,1298794000
2011-03-31,1265537130
2011-04-01,1297986800
2011-04-04,1265537130
2011-04-05,1265537130
2011-04-06,1297986800
2011-04-07,1265537130
2011-04-08,1265537130
2011-04-11,1265537130
2011-04-12,1265537130
2011-04-13,1265537130
2011-04-14,1265537130
2011-04-15,1265537130
2011-04-18,1233087460
2011-04-19,1265537130
2011-04-20,1233087460
2011-04-21,1233087460
2011-04-25,1233087460
2011-04-26,1233087460
2011-04-27,1233087460
2011-04-28,1265537130
2011-04-29,1427785480
2011-05-02,1492684820
2011-05-03,1362886140
2011-05-04,1395335810
2011-05-05,1590033830
2011-05-06,1427785480
2011-05-09,1395335810
2011-05-10,1395335810
2011-05-11,1330436470
2011-05-12,1297986800
2011-05-13,1297986800
2011-05-16,1265537130
2011-05-17,1265537130
2011-05-18,1362886140
2011-05-19,1427785480
2011-05-20,1362886140
2011-05-23,1362886140
2011-05-24,1330436470
2011-05-25,1330436470
2011-05-26,1297986800
2011-05-27,1330436470
2011-05-31,1297986800
2011-06-01,1297986800
2011-06-02,1297986800
2011-06-03,1297986800
2011-06-06,1265537130
2011-06-07,1265537130
2011-06-08,1233087460
2011-06-09,1200637790
2011-06-10,1168188120
2011-06-13,1168188120
2011-06-14,1200637790
2011-06-15,1200637790
2011-06-16,1168188120
2011-06-17,1168188120
2011-06-20,1135738450
2011-06-21,1168188120
2011-06-22,1135738450
2011-06-23,1135738450
2011-06-24,1135738450
2011-06-27,1135738450
2011-06-28,1135738450
2011-06-29,1135738450
2011-06-30,1135573600
2011-07-01,1168018560
2011-07-05,1297798400
2011-07-06,1232908480
2011-07-07,1200463520
2011-07-08,1200463520
2011-07-11,1168018560
2011-07-12,1168018560
2011-07-13,1200463520
2011-07-14,1200463520
2011-07-15,1168018560
2011-07-18,1168018560
2011-07-19,1232908480
2011-07-20,1265353440
2011-07-21,1200463520
2011-07-22,1265353440
2011-07-25,1232908480
2011-07-26,1200463520
2011-07-27,1200463520
2011-07-28,1168018560
2011-07-29,1168018560
2011-08-01,1200463520
2011-08-02,1200463520
2011-08-03,1135573600
2011-08-04,1103128640
2011-08-05,1070683680
2011-08-08,908458880
2011-08-09,1005793760
2011-08-10,973348800
2011-08-11,1038238720
2011-08-12,1070683680
2011-08-15,1070683680
2011-08-16,1038238720
2011-08-17,1070683680
2011-08-18,973348800
2011-08-19,1005793760
2011-08-22,973348800
2011-08-23,973348800
2011-08-24,973348800
2011-08-25,940903839
2011-08-26,973348800
2011-08-29,1005793760
2011-08-30,973348800
2011-08-31,1038238720
2011-09-01,973348800
2011-09-02,1103128640
2011-09-06,1103128640
2011-09-07,1070683680
2011-09-08,1005793760
2011-09-09,973348800
2011-09-12,973348800
2011-09-13,940903839
2011-09-14,940903839
2011-09-15,940903839
2011-09-16,973348800
2011-09-19,940903839
2011-09-20,940903839
2011-09-21,908458880
2011-09-22,876013920
2011-09-23,876013920
2011-09-26,876013920
2011-09-27,876013920
2011-09-28,843568960
2011-09-29,811124000
2011-09-30,778359600
2011-10-03,745927950
2011-10-04,778359600
2011-10-05,810791250
2011-10-06,843222900
2011-10-07,810791250
2011-10-10,810791250
2011-10-11,810791250
2011-10-12,810791250
2011-10-13,778359600
2011-10-14,778359600
2011-10-17,778359600
2011-10-18,778359600
2011-10-19,810791250
2011-10-20,810791250
2011-10-21,810791250
2011-10-24,875654550
2011-10-25,843222900
2011-10-26,843222900
2011-10-27,843222900
2011-10-28,843222900
2011-10-31,810791250
2011-11-01,810791250
2011-11-02,843222900
2011-11-03,810791250
2011-11-04,778359600
2011-11-07,778359600
2011-11-08,778359600
2011-11-09,745927950
2011-11-10,713496300
2011-11-11,713496300
2011-11-14,713496300
2011-11-15,681064650
2011-11-16,681064650
2011-11-17,681064650
2011-11-18,681064650
2011-11-21,681064650
2011-11-22,681064650
2011-11-23,648633000
2011-11-25,648633000
2011-11-28,648633000
2011-11-29,648633000
2011-11-30,648633000
2011-12-01,648633000
2011-12-02,648633000
2011-12-05,648633000
2011-12-06,616201350
2011-12-07,810791250
2011-12-08,713496300
2011-12-09,681064650
2011-12-12,681064650
2011-12-13,681064650
2011-12-14,681064650
2011-12-15,648633000
2011-12-16,648633000
2011-12-19,648633000
2011-12-20,648633000
2011-12-21,616201350
2011-12-22,648633000
2011-12-23,778359600
2011-12-27,843222900
2011-12-28,745927950
2011-12-29,681064650
2011-12-30,681064650
2012-01-03,745545460
2012-01-04,680715420
2012-01-05,680715420
2012-01-06,680715420
2012-01-09,745545460
2012-01-10,810375500
2012-01-11,745545460
2012-01-12,777960480
2012-01-13,777960480
2012-01-17,810375500
2012-01-18,810375500
2012-01-19,810375500
2012-01-20,810375500
2012-01-23,810375500
2012-01-24,777960480
2012-01-25,745545460
2012-01-26,777960480
2012-01-27,777960480
2012-01-30,745545460
2012-01-31,745545460
2012-02-01,745545460
2012-02-02,777960480
2012-02-03,810375500
2012-02-06,1004865620
2012-02-07,907620560
2012-02-08,972450600
2012-02-09,1069695660
2012-02-10,1004865620
2012-02-13,1102110680
2012-02-14,1134525700
2012-02-15,1231770760
2012-02-16,1264185780
2012-02-17,1231770760
2012-02-21,1004865620
2012-02-22,940035579
2012-02-23,1069695660
2012-02-24,1037280640
2012-02-27,1004865620
2012-02-28,1037280640
2012-02-29,1037280640
2012-03-01,1069695660
2012-03-02,1037280640
2012-03-05,972450600
2012-03-06,972450600
2012-03-07,972450600
2012-03-08,972450600
2012-03-09,1069695660
2012-03-12,1069695660
2012-03-13,1037280640
2012-03-14,1069695660
2012-03-15,1037280640
2012-03-16,1037280640
2012-03-19,1037280640
2012-03-20,1037280640
2012-03-21,1037280640
2012-03-22,1004865620
2012-03-23,1004865620
2012-03-26,1037280640
2012-03-27,1037280640
2012-03-28,1004865620
2012-03-29,972450600
2012-03-30,972450600
2012-04-02,971913300
2012-04-03,971913300
2012-04-04,907119080
2012-04-05,907119080
2012-04-09,874721970
2012-04-10,907119080
2012-04-11,939516189
2012-04-12,939516189
2012-04-13,907119080
2012-04-16,907119080
2012-04-17,1036707520
2012-04-18,971913300
2012-04-19,971913300
2012-04-20,939516189
2012-04-23,907119080
2012-04-24,907119080
2012-04-25,939516189
2012-04-26,939516189
2012-04-27,939516189
2012-04-30,939516189
2012-05-01,939516189
2012-05-02,907119080
2012-05-03,939516189
2012-05-04,907119080
2012-05-07,874721970
2012-05-08,874721970
2012-05-09,971913300
2012-05-10,971913300
2012-05-11,939516189
2012-05-14,874721970
2012-05-15,907119080
2012-05-16,907119080
2012-05-17,874721970
2012-05-18,842324860
2012-05-21,874721970
2012-05-22,874721970
2012-05-23,907119080
2012-05-24,907119080
2012-05-25,907119080
2012-05-29,874721970
2012-05-30,842324860
2012-05-31,874721970
2012-06-01,874721970
2012-06-04,842324860
2012-06-05,842324860
2012-06-06,874721970
2012-06-07,842324860
2012-06-08,842324860
2012-06-11,842324860
2012-06-12,842324860
2012-06-13,842324860
2012-06-14,842324860
2012-06-15,842324860
2012-06-18,842324860
2012-06-19,842324860
2012-06-20,842324860
2012-06-21,842324860
2012-06-22,842324860
2012-06-25,842324860
2012-06-26,842324860
2012-06-27,842324860
2012-06-28,809927750
2012-06-29,809927750
2012-07-02,842264020
2012-07-03,809869250
2012-07-05,809869250
2012-07-06,809869250
2012-07-09,809869250
2012-07-10,809869250
2012-07-11,809869250
2012-07-12,809869250
2012-07-13,809869250
2012-07-16,777474480
2012-07-17,777474480
2012-07-18,777474480
2012-07-19,809869250
2012-07-20,777474480
2012-07-23,745079710
2012-07-24,712684940
2012-07-25,777474480
2012-07-26,809869250
2012-07-27,777474480
2012-07-30,777474480
2012-07-31,777474480
2012-08-01,745079710
2012-08-02,745079710
2012-08-03,777474480
2012-08-06,777474480
2012-08-07,939448329
2012-08-08,1004237870
2012-08-09,939448329
2012-08-10,939448329
2012-08-13,971843100
2012-08-14,939448329
2012-08-15,971843100
2012-08-16,971843100
2012-08-17,745079710
2012-08-20,777474480
2012-08-21,809869250
2012-08-22,777474480
2012-08-23,777474480
2012-08-24,777474480
2012-08-27,777474480
2012-08-28,777474480
2012-08-29,777474480
2012-08-30,745079710
2012-08-31,777474480
2012-09-04,745079710
2012-09-05,745079710
2012-09-06,745079710
2012-09-07,777474480
2012-09-10,745079710
2012-09-11,745079710
2012-09-12,777474480
2012-09-13,842264020
2012-09-14,874658790
2012-09-17,907053560
2012-09-18,907053560
2012-09-19,874658790
2012-09-20,842264020
2012-09-21,874658790
2012-09-24,874658790
2012-09-25,874658790
2012-09-26,842264020
2012-09-27,842264020
2012-09-28,842264020
2012-10-01,842212020
2012-10-02,842212020
2012-10-03,842212020
2012-10-04,842212020
2012-10-05,842212020
2012-10-08,842212020
2012-10-09,809819250
2012-10-10,809819250
2012-10-11,809819250
2012-10-12,809819250
2012-10-15,842212020
2012-10-16,842212020
2012-10-17,874604790
2012-10-18,874604790
2012-10-19,842212020
2012-10-22,842212020
2012-10-23,842212020
2012-10-24,842212020
2012-10-25,842212020
2012-10-26,842212020
2012-10-31,842212020
2012-11-01,842212020
2012-11-02,842212020
2012-11-05,842212020
2012-11-06,874604790
2012-11-07,971783100
2012-11-08,939390329
2012-11-09,906997560
2012-11-12,874604790
2012-11-13,874604790
2012-11-14,906997560
2012-11-15,939390329
2012-11-16,906997560
2012-11-19,939390329
2012-11-20,939390329
2012-11-21,939390329
2012-11-23,971783100
2012-11-26,939390329
2012-11-27,971783100
2012-11-28,971783100
2012-11-29,971783100
2012-11-30,971783100
2012-12-03,971783100
2012-12-04,971783100
2012-12-05,939390329
2012-12-06,971783100
2012-12-07,971783100
2012-12-10,971783100
2012-12-11,971783100
2012-12-12,971783100
2012-12-13,1004175870
2012-12-14,971783100
2012-12-17,971783100
2012-12-18,971783100
2012-12-19,939390329
2012-12-20,971783100
2012-12-21,971783100
2012-12-24,939390329
2012-12-26,939390329
2012-12-27,906997560
2012-12-28,874604790
2012-12-31,842140000
2013-01-02,906920000
2013-01-03,939309999
2013-01-04,939309999
2013-01-07,1004090000
2013-01-08,971700000
2013-01-09,971700000
2013-01-10,971700000
2013-01-11,939309999
2013-01-14,939309999
2013-01-15,939309999
2013-01-16,906920000
2013-01-17,939309999
2013-01-18,939309999
2013-01-22,939309999
2013-01-23,939309999
2013-01-24,939309999
2013-01-25,939309999
2013-01-28,906920000
2013-01-29,939309999
2013-01-30,939309999
2013-01-31,939309999
2013-02-01,939309999
2013-02-04,971700000
2013-02-05,971700000
2013-02-06,939309999
2013-02-07,939309999
2013-02-08,939309999
2013-02-11,939309999
2013-02-12,939309999
2013-02-13,939309999
2013-02-14,971700000
2013-02-15,971700000
2013-02-19,939309999
2013-02-20,939309999
2013-02-21,939309999
2013-02-22,939309999
2013-02-25,939309999
2013-02-26,939309999
2013-02-27,939309999
2013-02-28,906920000
2013-03-01,939309999
2013-03-04,971700000
2013-03-05,1101260000
2013-03-06,1036480000
2013-03-07,1004090000
2013-03-08,971700000
2013-03-11,971700000
2013-03-12,939309999
2013-03-13,939309999
2013-03-14,971700000
2013-03-15,1327990000
2013-03-18,1684280000
2013-03-19,2267300000
2013-03-20,3498120000
2013-03-21,2526420000
2013-03-22,2526420000
2013-03-25,2623590000
2013-03-26,2429250000
2013-03-27,1911010000
2013-03-28,2202520000
2013-04-01,2492497422
2013-04-02,2816198385
2013-04-03,2783828289
2013-04-04,2621977807
2013-04-05,2751458193
2013-04-08,2783828289
2013-04-09,2654347903
2013-04-10,2557237614
2013-04-11,2363017036
2013-04-12,2265906747
2013-04-15,2298276843
2013-04-16,2460127325
2013-04-17,2460127325
2013-04-18,2460127325
2013-04-19,2492497422
2013-04-22,2524867518
2013-04-23,2524867518
2013-04-24,2654347903
2013-04-25,2654347903
2013-04-26,2654347903
2013-04-29,2654347903
2013-04-30,2621977807
2013-05-01,2654347903
2013-05-02,2654347903
2013-05-03,2654347903
2013-05-06,2654347903
2013-05-07,2654347903
2013-05-08,2848568482
2013-05-09,2751458193
2013-05-10,2719088096
2013-05-13,2945678771
2013-05-14,3722561084
2013-05-15,4337592916
2013-05-16,3884411566
2013-05-17,4111002241
2013-05-20,4434703205
2013-05-21,4855514458
2013-05-22,5405806097
2013-05-23,6474019278
2013-05-24,9095997085
2013-05-28,12138786146
2013-05-29,8448595157
2013-05-30,5179215422
2013-05-31,6571129567
2013-06-03,7930673615
2013-06-04,7056681013
2013-06-05,5664766868
2013-06-06,6117948217
2013-06-07,6020837928
2013-06-10,5761877157
2013-06-11,5923727639
2013-06-12,5826617350
2013-06-13,5502916386
2013-06-14,4499443398
2013-06-17,4984994844
2013-06-18,5664766868
2013-06-19,5567656579
2013-06-20,5211585518
2013-06-21,5632396771
2013-06-24,5567656579
2013-06-25,4855514458
2013-06-26,3625450795
2013-06-27,4272852723
2013-06-28,4369963012
2013-07-01,4597960000
2013-07-02,5116040000
2013-07-03,4921760000
2013-07-05,5018900000
2013-07-08,5180800000
2013-07-09,4986520000
2013-07-10,4662720000
2013-07-11,4468440000
2013-07-12,4500820000
2013-07-15,4695100000
2013-07-16,4565580000
2013-07-17,4500820000
2013-07-18,4371300000
2013-07-19,4209400000
2013-07-22,4759860000
2013-07-23,4695100000
2013-07-24,4500820000
2013-07-25,4630340000
2013-07-26,4792240000
2013-07-29,4662720000
2013-07-30,4695100000
2013-07-31,4630340000
2013-08-01,4630340000
2013-08-02,4695100000
2013-08-05,5310320000
2013-08-06,4533200000
2013-08-07,4597960000
2013-08-08,4533200000
2013-08-09,4468440000
2013-08-12,4403680000
2013-08-13,4177020000
2013-08-14,3691319999
2013-08-15,4047500000
2013-08-16,4112260000
2013-08-19,3950360000
2013-08-20,3788460000
2013-08-21,3885600000
2013-08-22,3885600000
2013-08-23,3885600000
2013-08-26,3788460000
2013-08-27,3626560000
2013-08-28,3723699999
2013-08-29,3691319999
2013-08-30,3626560000
2013-09-03,3658939999
2013-09-04,3723699999
2013-09-05,3691319999
2013-09-06,3658939999
2013-09-09,3626560000
2013-09-10,3594180000
2013-09-11,3464660000
2013-09-12,3238000000
2013-09-13,3529420000
2013-09-16,3691319999
2013-09-17,3626560000
2013-09-18,3658939999
2013-09-19,3885600000
2013-09-20,4177020000
2013-09-23,4209400000
2013-09-24,4079880000
2013-09-25,3982740000
2013-09-26,4144640000
2013-09-27,4047500000
2013-09-30,4079591460
2013-10-01,4273857720
2013-10-02,4662390240
2013-10-03,4565257110
2013-10-04,4565257110
2013-10-07,4727145660
2013-10-08,4953789630
2013-10-09,4759523370
2013-10-10,4921411920
2013-10-11,4921411920
2013-10-14,4856656500
2013-10-15,5018545050
2013-10-16,4921411920
2013-10-17,4759523370
2013-10-18,4824278790
2013-10-21,5018545050
2013-10-22,5504210700
2013-10-23,6702185969
2013-10-24,5989876350
2013-10-25,6702185969
2013-10-28,7479251010
2013-10-29,7576384140
2013-10-30,6864074520
2013-10-31,7252607040
2013-11-01,7414495590
2013-11-04,7479251010
2013-11-05,7220229330
2013-11-06,7155473910
2013-11-07,7349740170
2013-11-08,7220229330
2013-11-11,7220229330
2013-11-12,7284984750
2013-11-13,7900161240
2013-11-14,9389535900
2013-11-15,9972334680
2013-11-18,8709603990
2013-11-19,7576384140
2013-11-20,8159182920
2013-11-21,8515337730
2013-11-22,8159182920
2013-11-25,8256316049
2013-11-26,8094427500
2013-11-27,7964916660
2013-11-29,7803028110
2013-12-02,8385826890
2013-12-03,8191560629
2013-12-04,8126805209
2013-12-05,8029672080
2013-12-06,8062049790
2013-12-09,7446873299
2013-12-10,7867783530
2013-12-11,7673517270
2013-12-12,8288693760
2013-12-13,8450582310
2013-12-16,8256316049
2013-12-17,8321071469
2013-12-18,8741981700
2013-12-19,9616179870
2013-12-20,9680935290
2013-12-23,9810446130
2013-12-24,9810446130
2013-12-26,9745690710
2013-12-27,9486669030
2013-12-30,9486669030
2013-12-31,9387300000
2014-01-02,9322560000
2014-01-03,9160710000
2014-01-06,8869380000
2014-01-07,9516780000
2014-01-08,10164180000
2014-01-09,9969960000
2014-01-10,9775740000
2014-01-13,9484410000
2014-01-14,9808110000
