,FMCC
2004-08-23,45637360530
2004-08-24,45830358801
2004-08-25,45671826698
2004-08-26,45644254729
2004-08-27,45747648407
2004-08-30,45616682760
2004-08-31,46264609907
2004-09-01,46526535000
2004-09-02,47332993561
2004-09-03,47381243301
2004-09-07,47560458000
2004-09-08,47084852041
2004-09-09,47284743821
2004-09-10,47401921072
2004-09-13,47002140958
2004-09-14,47064174270
2004-09-15,46760888122
2004-09-16,46795354290
2004-09-17,47009030332
2004-09-20,47015924530
2004-09-21,47560458000
2004-09-22,45768326178
2004-09-23,44375973092
2004-09-24,44520721622
2004-09-27,46057823239
2004-09-28,46285287678
2004-09-29,46161216229
2004-09-30,44968756301
2004-10-01,46333536729
2004-10-04,46388680667
2004-10-05,46209465969
2004-10-06,46216360167
2004-10-07,46202571770
2004-10-08,45733859321
2004-10-11,45237575592
2004-10-12,45478828427
2004-10-13,45396113209
2004-10-14,44886045907
2004-10-15,45320291500
2004-10-18,45147971000
2004-10-19,44941184332
2004-10-20,44830901969
2004-10-21,44603437530
2004-10-22,44713725407
2004-10-25,44527615821
2004-10-26,45589110790
2004-10-27,45823469427
2004-10-28,45816575229
2004-10-29,45906179821
2004-11-01,45940646678
2004-11-02,46347320301
2004-11-03,45485717801
2004-11-04,45816575229
2004-11-05,46305964760
2004-11-08,46512751427
2004-11-09,46326642530
2004-11-10,46388680667
2004-11-11,47319210678
2004-11-12,47767244667
2004-11-15,47491531178
2004-11-16,46940102821
2004-11-17,47401921072
2004-11-18,47339887760
2004-11-19,46774677209
2004-11-22,47105529122
2004-11-23,46388680667
2004-11-24,46616139592
2004-11-26,46561001167
2004-11-29,46174999801
2004-11-30,47050390698
2004-12-01,47532886030
2004-12-02,47746562072
2004-12-03,48070525301
2004-12-06,47677634561
2004-12-07,47139995290
2004-12-08,47305421592
2004-12-09,47332993561
2004-12-10,47043496500
2004-12-13,47257172541
2004-12-14,47395031698
2004-12-15,48084313698
2004-12-16,48766701500
2004-12-17,48428954698
2004-12-20,48587486801
2004-12-21,49490449667
2004-12-22,49931589458
2004-12-23,49469767072
2004-12-27,49483555469
2004-12-28,49966050801
2004-12-29,50103909958
2004-12-30,50586405290
2004-12-31,50800081332
2005-01-03,50509078616
2005-01-04,49720198616
2005-01-05,49325759308
2005-01-06,49651000000
2005-01-07,49623319308
2005-01-10,49478000000
2005-01-11,49125078616
2005-01-12,48869042076
2005-01-13,48516120692
2005-01-14,48433078616
2005-01-18,48529957924
2005-01-19,48031722768
2005-01-20,47035240692
2005-01-21,46156397924
2005-01-24,46059518615
2005-01-25,45582042076
2005-01-26,45429801384
2005-01-27,45533602076
2005-01-28,45305240692
2005-01-31,45180680692
2005-02-01,46364000000
2005-02-02,45706602076
2005-02-03,45914198616
2005-02-04,46370921384
2005-02-07,46336319308
2005-02-08,45831162076
2005-02-09,46163319308
2005-02-10,43865879308
2005-02-11,44537120692
2005-02-14,46301722768
2005-02-15,45976481384
2005-02-16,45595879308
2005-02-17,44218801384
2005-02-18,42717160000
2005-02-22,41776039308
2005-02-23,41596120692
2005-02-24,41866000000
2005-02-25,42654879308
2005-02-28,42904000000
2005-03-01,44121918616
2005-03-02,44115000000
2005-03-03,43734400692
2005-03-04,44447162076
2005-03-07,45153000000
2005-03-08,44820837924
2005-03-09,45291397924
2005-03-10,45402120692
2005-03-11,44772397924
2005-03-14,45561277232
2005-03-15,45900361383
2005-03-16,44599397924
2005-03-17,44301837924
2005-03-18,44634000000
2005-03-21,44640921384
2005-03-22,44073479308
2005-03-23,44066560000
2005-03-24,43485280000
2005-03-28,43596000000
2005-03-29,43388400692
2005-03-30,44218801384
2005-03-31,43734400692
2005-04-01,42066881467
2005-04-04,42564633970
2005-04-05,42695983577
2005-04-06,44106279108
2005-04-07,44085540170
2005-04-08,43504830530
2005-04-11,43719141422
2005-04-12,44244544000
2005-04-13,43836664610
2005-04-14,43325085687
2005-04-15,41963185391
2005-04-18,42384891201
2005-04-19,42170581000
2005-04-20,42101450282
2005-04-21,42454022610
2005-04-22,41596783187
2005-04-25,42136015641
2005-04-26,42046143220
2005-04-27,42682159922
2005-04-28,41513825358
2005-04-29,42530067920
2005-05-02,42841163061
2005-05-03,42592287501
2005-05-04,43947275970
2005-05-05,43656922532
2005-05-06,42924120890
2005-05-09,43608530062
2005-05-10,43110778251
2005-05-11,43373480922
2005-05-12,42702898170
2005-05-13,42398718312
2005-05-16,43345827391
2005-05-17,43753706781
2005-05-18,44472681312
2005-05-19,44832165467
2005-05-20,44438113188
2005-05-23,44604028846
2005-05-24,44445027781
2005-05-25,43912709920
2005-05-26,44928950407
2005-05-27,45488923873
2005-05-31,44963518531
2005-06-01,46069630748
2005-06-02,45682493062
2005-06-03,45627186000
2005-06-06,45627186000
2005-06-07,45371395156
2005-06-08,45219309375
2005-06-09,44832165467
2005-06-10,44735381218
2005-06-13,44790688281
2005-06-14,44839080751
2005-06-15,44659335217
2005-06-16,44873648875
2005-06-17,45585708122
2005-06-20,45876062251
2005-06-21,46477512903
2005-06-22,45979761092
2005-06-23,45571878937
2005-06-24,44590204500
2005-06-27,44555636376
2005-06-28,45233133030
2005-06-29,45074127126
2005-06-30,45094870903
2005-07-01,45669386505
2005-07-05,45322565505
2005-07-06,45086730000
2005-07-07,45537598687
2005-07-08,45849734812
2005-07-11,45870543379
2005-07-12,46161877180
2005-07-13,46023145312
2005-07-14,46231240687
2005-07-15,46161877180
2005-07-18,46092508819
2005-07-19,46148001566
2005-07-20,46286732740
2005-07-21,45454359566
2005-07-22,45537598687
2005-07-25,44878635319
2005-07-26,45149155005
2005-07-27,44587307066
2005-07-28,44920257307
2005-07-29,43893665066
2005-08-01,44060139840
2005-08-02,44018520626
2005-08-03,43997712060
2005-08-04,43643953252
2005-08-05,42950311252
2005-08-08,42887886247
2005-08-09,43109851687
2005-08-10,42880948440
2005-08-11,43304070060
2005-08-12,42950311252
2005-08-15,42568808846
2005-08-16,42312162000
2005-08-17,42437017560
2005-08-18,42298289160
2005-08-19,42228925653
2005-08-22,42728345812
2005-08-23,42665918032
2005-08-24,41916786060
2005-08-25,41854358280
2005-08-26,41348000313
2005-08-29,41743375560
2005-08-30,41618520000
2005-08-31,41882104653
2005-09-01,40210427433
2005-09-02,40064760532
2005-09-06,40300598812
2005-09-07,40161873187
2005-09-08,40203489626
2005-09-09,40265917406
2005-09-12,40952624373
2005-09-13,40390773660
2005-09-14,41375746687
2005-09-15,40827768813
2005-09-16,41403490286
2005-09-19,40987305780
2005-09-20,39884415000
2005-09-21,39232392213
2005-09-22,39190773000
2005-09-23,38843952000
2005-09-26,38441638252
2005-09-27,38635860093
2005-09-28,37872851812
2005-09-29,39516785433
2005-09-30,39163026626
2005-10-03,38355095234
2005-10-04,38080935805
2005-10-05,39081622040
2005-10-06,40301636914
2005-10-07,39808149530
2005-10-10,39938374540
2005-10-11,39753316000
2005-10-12,39643651680
2005-10-13,39958935914
2005-10-14,40760857625
2005-10-17,40767710960
2005-10-18,40555234969
2005-10-19,41124120000
2005-10-20,40418156625
2005-10-21,40987038914
2005-10-24,41631318850
2005-10-25,41076141860
2005-10-26,41638171500
2005-10-27,42124806234
2005-10-28,42323573500
2005-10-31,42049411329
2005-11-01,41871208180
2005-11-02,41624463460
2005-11-03,41411987469
2005-11-04,42076828094
2005-11-07,41974019850
2005-11-08,41590193360
2005-11-09,41809522000
2005-11-10,42364698305
2005-11-11,43200887374
2005-11-14,43091223054
2005-11-15,42796500194
2005-11-16,41864355530
2005-11-17,42426385170
2005-11-18,42577171554
2005-11-21,42803355585
2005-11-22,43920561530
2005-11-23,44139890170
2005-11-25,44345507343
2005-11-28,43865728000
2005-11-29,43571005140
2005-11-30,42803355585
2005-12-01,43557296414
2005-12-02,43111787170
2005-12-05,43440779445
2005-12-06,43769772405
2005-12-07,43433924054
2005-12-08,42501776649
2005-12-09,43454488170
2005-12-12,43906850749
2005-12-13,44763603249
2005-12-14,44660797061
2005-12-15,44900686390
2005-12-16,45250237983
2005-12-19,45174848561
2005-12-20,44743041874
2005-12-21,44893831000
2005-12-22,45880811250
2005-12-23,45867100469
2005-12-27,45140576405
2005-12-28,45010347969
2005-12-29,44688208343
2005-12-30,44791019329
2006-01-03,45357120883
2006-01-04,45322389000
2006-01-05,46016985000
2006-01-06,46211471185
2006-01-09,46378172836
2006-01-10,45857225836
2006-01-11,46850498116
2006-01-12,46989420789
2006-01-13,47093610883
2006-01-17,46829660930
2006-01-18,46697691163
2006-01-19,46926904370
2006-01-20,45780825138
2006-01-23,45516875185
2006-01-24,45919742254
2006-01-25,45857225836
2006-01-26,46524042163
2006-01-27,47176958930
2006-01-30,47003309930
2006-01-31,47135285254
2006-02-01,46662959280
2006-02-02,46142012280
2006-02-03,45676634349
2006-02-06,45711361370
2006-02-07,45100118280
2006-02-08,45294604465
2006-02-09,45850283349
2006-02-10,46405957370
2006-02-13,46051716883
2006-02-14,46114227745
2006-02-15,45565496210
2006-02-16,46037822185
2006-02-17,46051716883
2006-02-21,45885010370
2006-02-22,46669906629
2006-02-23,47135285254
2006-02-24,47197796116
2006-02-27,47593715836
2006-02-28,46808823745
2006-03-01,47079716185
2006-03-02,46482362930
2006-03-03,46197581349
2006-03-06,45628012629
2006-03-07,45621065280
2006-03-08,45009822883
2006-03-09,44461091349
2006-03-10,44377737745
2006-03-13,43801224454
2006-03-14,44329116720
2006-03-15,44627793000
2006-03-16,44565282138
2006-03-17,44627793000
2006-03-20,45044549210
2006-03-21,44766710116
2006-03-22,44572223930
2006-03-23,44600008465
2006-03-24,44065169545
2006-03-27,44461091349
2006-03-28,44079061465
2006-03-29,43891520545
2006-03-30,43377520894
2006-03-31,42370356000
2006-04-03,41502590700
2006-04-04,42097461858
2006-04-05,41806942340
2006-04-06,41848445622
2006-04-07,41052977917
2006-04-10,41142901580
2006-04-11,41046062202
2006-04-12,41218989663
2006-04-13,41502590700
2006-04-17,41717021443
2006-04-18,42809921615
2006-04-19,42284223516
2006-04-20,41862279819
2006-04-21,41751606935
2006-04-24,41640933360
2006-04-25,41440336813
2006-04-26,41986788283
2006-04-27,42339558920
2006-04-28,42235803827
2006-05-01,41703187246
2006-05-02,42706167213
2006-05-03,42643913327
2006-05-04,42332643205
2006-05-05,42851425589
2006-05-08,43058937851
2006-05-09,43556969631
2006-05-10,43681478095
2006-05-11,43377123688
2006-05-12,42886010390
2006-05-15,43543135434
2006-05-16,43307954087
2006-05-17,42477901581
2006-05-18,41848445622
2006-05-19,41889948904
2006-05-22,42547071182
2006-05-23,42318808317
2006-05-24,42118211770
2006-05-25,42374143721
2006-05-26,42927513672
2006-05-30,42595493638
2006-05-31,41530259785
2006-06-01,41959119197
2006-06-02,41966034912
2006-06-05,41571760301
2006-06-06,40195259784
2006-06-07,40430441131
2006-06-08,40160674292
2006-06-09,39814819369
2006-06-12,39289118504
2006-06-13,39579638022
2006-06-14,39828654258
2006-06-15,39953159263
2006-06-16,39773316087
2006-06-19,39821735776
2006-06-20,40008497434
2006-06-21,39794066691
2006-06-22,39586554429
2006-06-23,39289118504
2006-06-26,39628057711
2006-06-27,39219948903
2006-06-28,39289118504
2006-06-29,39496630766
2006-06-30,39434376880
2006-07-03,38677350447
2006-07-05,38966589763
2006-07-06,38791699529
2006-07-07,38744614059
2006-07-10,39107845501
2006-07-11,38865691655
2006-07-12,38415017786
2006-07-13,38031607530
2006-07-14,37533845500
2006-07-17,37836538481
2006-07-18,38213222914
2006-07-19,38603358321
2006-07-20,38401564122
2006-07-21,38536094709
2006-07-24,38764795564
2006-07-25,39040581889
2006-07-26,38643718641
2006-07-27,38441924442
2006-07-28,39262554903
2006-07-31,38919504966
2006-08-01,38697529262
2006-08-02,38603358321
2006-08-03,38704257103
2006-08-04,38744614059
2006-08-07,38966589763
2006-08-08,38758067723
2006-08-09,38697529262
2006-08-10,39477802766
2006-08-11,39350000020
2006-08-14,39619061194
2006-08-15,40325342573
2006-08-16,40634760704
2006-08-17,40917274870
2006-08-18,41145973035
2006-08-21,41132522734
2006-08-22,41367948739
2006-08-23,41569742938
2006-08-24,42645984273
2006-08-25,42652709423
2006-08-28,42948673890
2006-08-29,43352262961
2006-08-30,42962127554
2006-08-31,42780511497
2006-09-01,42827596967
2006-09-05,42719973035
2006-09-06,42793965161
2006-09-07,42464368216
2006-09-08,42679616079
2006-09-11,42726700876
2006-09-12,42982309059
2006-09-13,43116836284
2006-09-14,42511453686
2006-09-15,43298455031
2006-09-18,43076479327
2006-09-19,43231186038
2006-09-20,43560787692
2006-09-21,43217735065
2006-09-22,43163921754
2006-09-25,43776035556
2006-09-26,44112360342
2006-09-27,44038368216
2006-09-28,44233437265
2006-09-29,44616847522
2006-10-02,43231773013
2006-10-03,43815625503
2006-10-04,44008032756
2006-10-05,44445920963
2006-10-06,44651600290
2006-10-09,44910353316
2006-10-10,44890450513
2006-10-11,45215549976
2006-10-12,45613631250
2006-10-13,45368144989
2006-10-16,45779499000
2006-10-17,45746323459
2006-10-18,46608837750
2006-10-19,45713153226
2006-10-20,45394684493
2006-10-23,45374781026
2006-10-24,45248720209
2006-10-25,45892287743
2006-10-26,45879020976
2006-10-27,45845844773
2006-10-30,45806038503
2006-10-31,45772862963
2006-11-01,45023142723
2006-11-02,45056318263
2006-11-03,45096124533
2006-11-06,45885657013
2006-11-07,46350084723
2006-11-08,47259041320
2006-11-09,46449606036
2006-11-10,46097967070
2006-11-13,45806038503
2006-11-14,45640170753
2006-11-15,45474303003
2006-11-16,45507473236
2006-11-17,45116028000
2006-11-20,44863911010
2006-11-21,44790928536
2006-11-22,45228816743
2006-11-24,44638328216
2006-11-27,44140724966
2006-11-28,44061111763
2006-11-29,44485732540
2006-11-30,44558715013
2006-12-01,44406114030
2006-12-04,45116028000
2006-12-05,45275259713
2006-12-06,45421223996
2006-12-07,45447763500
2006-12-08,45494206469
2006-12-11,45613631250
2006-12-12,45799402466
2006-12-13,45852481473
2006-12-14,45746323459
2006-12-15,45772862963
2006-12-18,45447763500
2006-12-19,45381417726
2006-12-20,45447763500
2006-12-21,45368144989
2006-12-22,45109391963
2006-12-26,45388053763
2006-12-27,45507473236
2006-12-28,45361514260
2006-12-29,45049682226
2007-01-03,44225485033
2007-01-04,44251542828
2007-01-05,43587088291
2007-01-08,42948685686
2007-01-09,42635998017
2007-01-10,42479656463
2007-01-11,42629486989
2007-01-12,42518740874
2007-01-16,42375430497
2007-01-17,42310283732
2007-01-18,42323314909
2007-01-19,42342857115
2007-01-22,42101826589
2007-01-23,42342857115
2007-01-24,42297257115
2007-01-25,42017142829
2007-01-26,41971542829
2007-01-29,41737028543
2007-01-30,41671886338
2007-01-31,42297257115
2007-02-01,42740229194
2007-02-02,42961712303
2007-02-05,42486172052
2007-02-06,42362399320
2007-02-07,42701144783
2007-02-08,42017142829
2007-02-09,42017142829
2007-02-12,41938969446
2007-02-13,42642513606
2007-02-14,43404683731
2007-02-15,43118058417
2007-02-16,43039885685
2007-02-20,43183200623
2007-02-21,43052911651
2007-02-22,42792344131
2007-02-23,42342857115
2007-02-26,42297257115
2007-02-27,41496000624
2007-02-28,41776112303
2007-03-01,41359201275
2007-03-02,40512342179
2007-03-05,39971657767
2007-03-06,40460229196
2007-03-07,40434171401
2007-03-08,40583999321
2007-03-09,40369029196
2007-03-12,39939086339
2007-03-13,39189942831
2007-03-14,39535199322
2007-03-15,39613372053
2007-03-16,38773028545
2007-03-19,39124800625
2007-03-20,39443999322
2007-03-21,40851085035
2007-03-22,40544915561
2007-03-23,40629599321
2007-03-26,40427657767
2007-03-27,39711085036
2007-03-28,38616685037
2007-03-29,38968457117
2007-03-30,38753486991
2007-04-02,38604617662
2007-04-03,38780895105
2007-04-04,38643788977
2007-04-05,39094275412
2007-04-09,38931056162
2007-04-10,39198735732
2007-04-11,39342366714
2007-04-12,39185677540
2007-04-13,39179147464
2007-04-16,40517547272
2007-04-17,40850513890
2007-04-18,42019164372
2007-04-19,42319487139
2007-04-20,42574108517
2007-04-23,42443535075
2007-04-24,42352132948
2007-04-25,42698157105
2007-04-26,42763443500
2007-04-27,42763443500
2007-04-30,42293371407
2007-05-01,43024595605
2007-05-02,43272686907
2007-05-03,43540368435
2007-05-04,43292272564
2007-05-07,43879862517
2007-05-08,44114898889
2007-05-09,44030026185
2007-05-10,43337973301
2007-05-11,43559954092
2007-05-14,43129053314
2007-05-15,43462021889
2007-05-16,43958209715
2007-05-17,43860276860
2007-05-18,44127953818
2007-05-21,44069197500
2007-05-22,44186715360
2007-05-23,44323818877
2007-05-24,43337973301
2007-05-25,43514253355
2007-05-29,43403264918
2007-05-30,43801515318
2007-05-31,43605655482
2007-06-01,43801515318
2007-06-04,43873332441
2007-06-05,43703587685
2007-06-06,43527308284
2007-06-07,42704687181
2007-06-08,42195438551
2007-06-11,42815674965
2007-06-12,42456590657
2007-06-13,43324918372
2007-06-14,42593694174
2007-06-15,42437005000
2007-06-18,42012633644
2007-06-19,41953877325
2007-06-20,40778696767
2007-06-21,40948446092
2007-06-22,40654650790
2007-06-25,40210694430
2007-06-26,40373913680
2007-06-27,40158462964
2007-06-28,39688393482
2007-06-29,39629634552
2007-07-02,39871949430
2007-07-03,39975529750
2007-07-05,39425260594
2007-07-06,39392889155
2007-07-09,39211624890
2007-07-10,38635459360
2007-07-11,38777883594
2007-07-12,39645368774
2007-07-13,39723053367
2007-07-16,39684209452
2007-07-17,39794264837
2007-07-18,39651841250
2007-07-19,39807213024
2007-07-20,38842620000
2007-07-23,39366996017
2007-07-24,38001030547
2007-07-25,38985043587
2007-07-26,38447719382
2007-07-27,37340705360
2007-07-30,38292350844
2007-07-31,37075280790
2007-08-01,36835752594
2007-08-02,36648012617
2007-08-03,36058899547
2007-08-06,38842620000
2007-08-07,39904317632
2007-08-08,40551694632
2007-08-09,39923738295
2007-08-10,40105005797
2007-08-13,39826633040
2007-08-14,38460667570
2007-08-15,39023884912
2007-08-16,39710105180
2007-08-17,41237915547
2007-08-20,41127860162
2007-08-21,41535710909
2007-08-22,42008292882
2007-08-23,41458023727
2007-08-24,41173175905
2007-08-27,40512853954
2007-08-28,39619473047
2007-08-29,40946595250
2007-08-30,38887936390
2007-08-31,39884897617
2007-09-04,40299218250
2007-09-05,38939727844
2007-09-06,38447719382
2007-09-07,38395930517
2007-09-10,38033398750
2007-09-11,38357087250
2007-09-12,38046346290
2007-09-13,37547866000
2007-09-14,37140017842
2007-09-17,36609168702
2007-09-18,38531879040
2007-09-19,39593577320
2007-09-20,38771407882
2007-09-21,39069200655
2007-09-24,38518931500
2007-09-25,38538352162
2007-09-26,38551299702
2007-09-27,38836147524
2007-09-28,38201715475
2007-10-01,38956754053
2007-10-02,40080880606
2007-10-03,40358681676
2007-10-04,40823835663
2007-10-05,40978888070
2007-10-08,40571876553
2007-10-09,40558955573
2007-10-10,40087339803
2007-10-11,39266857573
2007-10-12,39169951516
2007-10-15,38116891000
2007-10-16,37225342733
2007-10-17,36320875426
2007-10-18,35338880946
2007-10-19,34272898803
2007-10-22,34124308180
2007-10-23,34395650052
2007-10-24,32980800803
2007-10-25,32683618910
2007-10-26,34040321163
2007-10-29,33433035750
2007-10-30,33562246196
2007-10-31,33743139269
2007-11-01,31934202070
2007-11-02,31223549462
2007-11-05,30583959660
2007-11-06,31908359463
2007-11-07,29156192016
2007-11-08,28309867180
2007-11-09,26940243946
2007-11-12,25841960000
2007-11-13,28787944086
2007-11-14,28548904663
2007-11-15,27043611786
2007-11-16,26307115926
2007-11-19,24226837500
2007-11-20,17275350260
2007-11-21,16797274000
2007-11-23,17100916383
2007-11-26,15828200500
2007-11-27,16622840770
2007-11-28,19006761580
2007-11-29,19064905990
2007-11-30,22656938430
2007-12-03,21662022323
2007-12-04,20873843836
2007-12-05,22398517537
2007-12-06,23968416607
2007-12-07,22960582106
2007-12-10,22637557606
2007-12-11,20227793543
2007-12-12,19652810580
2007-12-13,20970749893
2007-12-14,20576660650
2007-12-17,20156729446
2007-12-18,21461748426
2007-12-19,21074117733
2007-12-20,20337622520
2007-12-21,20001676393
2007-12-24,21280853413
2007-12-26,20944907287
2007-12-27,21771851946
2007-12-28,21164563947
2007-12-31,22010889430
2008-01-02,21161107412
2008-01-03,20812084246
2008-01-04,18963556920
2008-01-07,18847216080
2008-01-08,17296004880
2008-01-09,17541612673
2008-01-10,18019902793
2008-01-11,19041116833
2008-01-14,20042941380
2008-01-15,19861966740
2008-01-16,20262696300
2008-01-17,18795509040
2008-01-18,17877709080
2008-01-22,18536973840
2008-01-23,21018911760
2008-01-24,20682816000
2008-01-25,19118678040
2008-01-28,19325506200
2008-01-29,18840752700
2008-01-30,18032830200
2008-01-31,19642211173
2008-02-01,20973668746
2008-02-04,20954276667
2008-02-05,19571115286
2008-02-06,18827825293
2008-02-07,20068794253
2008-02-08,19196239246
2008-02-11,18730875240
2008-02-12,18840752700
2008-02-13,18840752700
2008-02-14,18284902666
2008-02-15,18355999200
2008-02-19,17858318293
2008-02-20,18582217500
2008-02-21,17935879500
2008-02-22,17199054826
2008-02-25,16921128840
2008-02-26,16294180333
2008-02-27,16216620420
2008-02-28,15828817619
2008-02-29,16274790840
2008-03-03,15331136713
2008-03-04,14587848660
2008-03-05,13986753673
2008-03-06,13017246673
2008-03-07,12700541700
2008-03-10,11239817173
2008-03-11,13030174080
2008-03-12,12952614166
2008-03-13,13766998753
2008-03-14,13689438840
2008-03-17,13327490206
2008-03-18,16817714760
2008-03-19,19325506200
2008-03-20,21057693332
2008-03-24,19784406826
2008-03-25,19202701333
2008-03-26,17903563246
2008-03-27,17502833040
2008-03-28,16449302746
2008-03-31,16365278160
2008-04-01,18901482313
2008-04-02,18002336440
2008-04-03,18338707800
2008-04-04,17853556800
2008-04-07,17206688800
2008-04-08,16469258633
2008-04-09,16061732439
2008-04-10,15466613880
2008-04-11,15194929319
2008-04-14,14942650800
2008-04-15,15492489246
2008-04-16,16689193753
2008-04-17,17342530433
2008-04-18,17504247433
2008-04-21,16909128873
2008-04-22,16553352120
2008-04-23,15854734680
2008-04-24,16831505360
2008-04-25,18073492566
2008-04-28,17555996873
2008-04-29,16533945433
2008-04-30,16113481880
2008-05-01,17316656360
2008-05-02,17523654120
2008-05-05,16508071360
2008-05-06,17678902440
2008-05-07,16825036680
2008-05-08,16449853240
2008-05-09,16268730200
2008-05-12,16753881200
2008-05-13,16145824633
2008-05-14,17627153000
2008-05-15,17640090360
2008-05-16,17446029313
2008-05-19,17471904680
2008-05-20,17019096433
2008-05-21,16922066880
2008-05-22,17006160366
2008-05-23,16643913640
2008-05-27,15997045640
2008-05-28,16275198880
2008-05-29,16643913640
2008-05-30,16443384560
2008-06-02,16048794433
2008-06-03,15900015439
2008-06-04,15440739806
2008-06-05,16359292366
2008-06-06,15498956633
2008-06-09,14586872753
2008-06-10,14548061319
2008-06-11,13985286806
2008-06-12,14548061319
2008-06-13,14884432680
2008-06-16,15498956633
2008-06-17,15162586566
2008-06-18,15162586566
2008-06-19,15298428200
2008-06-20,14114659760
2008-06-23,12930891319
2008-06-24,12982640760
2008-06-25,12943828680
2008-06-26,11986464686
2008-06-27,11546593800
2008-06-30,21343452000
2008-07-01,21096178998
2008-07-02,20718765600
2008-07-03,18870735000
2008-07-07,15500031300
2008-07-08,17517247800
2008-07-09,13352671800
2008-07-10,10411440000
2008-07-11,10086082500
2008-07-14,9253167300
2008-07-15,6845521800
2008-07-16,8888766900
2008-07-17,10840911900
2008-07-18,11947127400
2008-07-21,11387512500
2008-07-22,12623871000
2008-07-23,14055444000
2008-07-24,11465598300
2008-07-25,10762826100
2008-07-28,10047039600
2008-07-29,10958040600
2008-07-30,11361483900
2008-07-31,10632683100
2008-08-01,10385411400
2008-08-04,9786753600
2008-08-05,10463497199
2008-08-06,8446280700
2008-08-07,7665422700
2008-08-08,7678437000
2008-08-11,7288008000
2008-08-12,6988679100
2008-08-13,7222936500
2008-08-14,7730494200
2008-08-15,7613365500
2008-08-18,5713277700
2008-08-19,5426963100
2008-08-20,4229647500
2008-08-21,4112518800
2008-08-22,3657018300
2008-08-25,4281704700
2008-08-26,5166677100
2008-08-27,6181792500
2008-08-28,6871550400
2008-08-29,5869449300
2008-09-02,6741407400
2008-09-03,7001693400
2008-09-04,6442078500
2008-09-05,6637293000
2008-09-08,1145258400
2008-09-09,1145258400
2008-09-10,858943800
2008-09-11,767843700
2008-09-12,598657800
2008-09-15,507557700
2008-09-16,338371800
2008-09-17,351386100
2008-09-18,429471900
2008-09-19,715786500
2008-09-22,1106215500
2008-09-23,1717887600
2008-09-24,2459702700
2008-09-25,2420659800
2008-09-26,2602860000
2008-09-29,2342574000
2008-09-30,2225445300
2008-10-01,2459702700
2008-10-02,2342574000
2008-10-03,1939130700
2008-10-06,1848030600
2008-10-07,1678844700
2008-10-08,1522673100
2008-10-09,1340472900
2008-10-10,1509658800
2008-10-13,1730901900
2008-10-14,1626787500
2008-10-15,1483630199
2008-10-16,1509658800
2008-10-17,1496644500
2008-10-20,1392530100
2008-10-21,1197315600
2008-10-22,1080186900
2008-10-23,1041144000
2008-10-24,963058200
2008-10-27,845929500
2008-10-28,1145258400
2008-10-29,1353487200
2008-10-30,1457601600
2008-10-31,1340472900
2008-11-03,1314444300
2008-11-04,1366501500
2008-11-05,1184301300
2008-11-06,1106215500
2008-11-07,1119229800
2008-11-10,1145258400
2008-11-11,1067172599
2008-11-12,976072500
2008-11-13,950043900
2008-11-14,871958100
2008-11-17,689757900
2008-11-18,806886600
2008-11-19,728800800
2008-11-20,637700700
2008-11-21,533586299
2008-11-24,585643500
2008-11-25,689757900
2008-11-26,1028129700
2008-11-28,1535687400
2008-12-01,1184301300
2008-12-02,1002101100
2008-12-03,1067172599
2008-12-04,1145258400
2008-12-05,1119229800
2008-12-08,1093201200
2008-12-09,1028129700
2008-12-10,976072500
2008-12-11,884972400
2008-12-12,963058200
2008-12-15,937029600
2008-12-16,950043900
2008-12-17,924015300
2008-12-18,897986699
2008-12-19,832915200
2008-12-22,793872300
2008-12-23,767843700
2008-12-24,754829400
2008-12-26,963058200
2008-12-29,924015300
2008-12-30,897986699
2008-12-31,2376674140
2009-01-02,2376674140
2009-01-05,2669688760
2009-01-06,2799917480
2009-01-07,2441788500
2009-01-08,2539460040
2009-01-09,2474345680
2009-01-12,2311559780
2009-01-13,2409231320
2009-01-14,2279002600
2009-01-15,2246445420
2009-01-16,2279002600
2009-01-20,2116216700
2009-01-21,2344116960
2009-01-22,2148773880
2009-01-23,2213888240
2009-01-26,2083659520
2009-01-27,1985987980
2009-01-28,2148773880
2009-01-29,1985987980
2009-01-30,1920873620
2009-02-02,1888316439
2009-02-03,1823202080
2009-02-04,1692973360
2009-02-05,1692973360
2009-02-06,2083659520
2009-02-09,2116216700
2009-02-10,1790644900
2009-02-11,1985987980
2009-02-12,1790644900
2009-02-13,1985987980
2009-02-17,1790644900
2009-02-18,1888316439
2009-02-19,1823202080
2009-02-20,1692973360
2009-02-23,1627859000
2009-02-24,1758087720
2009-02-25,1627859000
2009-02-26,1595301820
2009-02-27,1367401560
2009-03-02,1237172840
2009-03-03,1269730020
2009-03-04,1334844380
2009-03-05,1204615660
2009-03-06,1172058480
2009-03-09,1204615660
2009-03-10,1367401560
2009-03-11,1367401560
2009-03-12,1367401560
2009-03-13,1367401560
2009-03-16,1660416180
2009-03-17,1855759259
2009-03-18,2669688760
2009-03-19,3288275180
2009-03-20,2376674140
2009-03-23,3027817740
2009-03-24,2799917480
2009-03-25,2832474660
2009-03-26,2734803120
2009-03-27,2604574400
2009-03-30,2311559780
2009-03-31,2472824160
2009-04-01,2407749840
2009-04-02,2440287000
2009-04-03,2375212680
2009-04-06,2342675520
2009-04-07,2277601200
2009-04-08,2277601200
2009-04-09,2505361320
2009-04-13,2895807240
2009-04-14,2928344400
