,PNW
2009-04-13,2790608400
2009-04-14,2770386600
2009-04-15,2812852380
2009-04-16,2814874560
2009-04-17,2799708210
2009-04-20,2727920820
2009-04-21,2723876460
2009-04-22,2714776650
2009-04-23,2765331150
2009-04-24,2765331150
2009-04-27,2758253520
2009-04-28,2733987360
2009-04-29,2774430960
2009-04-30,2768364420
2009-05-01,2801730390
2009-05-04,2819930010
2009-05-05,2861384700
2009-05-06,2847229440
2009-05-07,2842173990
2009-05-08,2840151810
2009-05-11,2801730390
2009-05-12,2800719300
2009-05-13,2736009540
2009-05-14,2707699020
2009-05-15,2638944900
2009-05-18,2658155610
2009-05-19,2667255420
2009-05-20,2602545660
2009-05-21,2593445850
2009-05-22,2644000350
2009-05-26,2778475320
2009-05-27,2759264610
2009-05-28,2769375510
2009-05-29,2795663850
2009-06-01,2858351430
2009-06-02,2806785840
2009-06-03,2800719300
2009-06-04,2845207260
2009-06-05,2863406880
2009-06-08,2838129630
2009-06-09,2851273800
2009-06-10,2873517780
2009-06-11,2943282990
2009-06-12,3010014930
2009-06-15,2932161000
2009-06-16,2913961380
2009-06-17,2925083370
2009-06-18,2975637870
2009-06-19,2936205360
2009-06-22,2955416070
2009-06-23,2948338440
2009-06-24,2948338440
2009-06-25,3004959480
2009-06-26,3018103650
2009-06-29,3056525070
2009-06-30,3051873450
2009-07-01,3105521640
2009-07-02,2998225260
2009-07-06,3070093590
2009-07-07,3009359790
2009-07-08,2986078500
2009-07-09,2967858360
2009-07-10,2980005120
2009-07-13,3021506550
2009-07-14,3054910140
2009-07-15,3111595020
2009-07-16,3125766240
2009-07-17,3083252580
2009-07-20,3090338190
2009-07-21,3141961920
2009-07-22,3113619480
2009-07-23,3229013700
2009-07-24,3278612970
2009-07-27,3286710810
2009-07-28,3270515130
2009-07-29,3266466210
2009-07-30,3260392830
2009-07-31,3235087080
2009-08-03,3237111540
2009-08-04,3232050390
2009-08-05,3212818020
2009-08-06,3220915860
2009-08-07,3266466210
2009-08-10,3278612970
2009-08-11,3282661890
2009-08-12,3300882030
2009-08-13,3311004330
2009-08-14,3306955410
2009-08-17,3271527360
2009-08-18,3272539590
2009-08-19,3302906490
2009-08-20,3313028789
2009-08-21,3381860429
2009-08-24,3376799280
2009-08-25,3367689210
2009-08-26,3377811509
2009-08-27,3370725899
2009-08-28,3362628060
2009-08-31,3331248929
2009-09-01,3308979870
2009-09-02,3289747500
2009-09-03,3262417289
2009-09-04,3272539590
2009-09-08,3286710810
2009-09-09,3270515130
2009-09-10,3271527360
2009-09-11,3283674120
2009-09-14,3318089940
2009-09-15,3357566910
2009-09-16,3379835970
2009-09-17,3351493530
2009-09-18,3343395690
2009-09-21,3331248929
2009-09-22,3339346770
2009-09-23,3324163320
2009-09-24,3300882030
2009-09-25,3290759730
2009-09-28,3324163320
2009-09-29,3343395690
2009-09-30,3325420860
2009-10-01,3251455070
2009-10-02,3209912640
2009-10-05,3295023960
2009-10-06,3317315020
2009-10-07,3305156259
2009-10-08,3323394399
2009-10-09,3378108820
2009-10-12,3396346960
2009-10-13,3368989750
2009-10-14,3366963289
2009-10-15,3417624789
2009-10-16,3443968770
2009-10-19,3494630270
2009-10-20,3457140759
2009-10-21,3405466030
2009-10-22,3448021690
2009-10-23,3392294039
2009-10-26,3355817759
2009-10-27,3385201429
2009-10-28,3353791300
2009-10-29,3243349230
2009-10-30,3173436360
2009-11-02,3173436360
2009-11-03,3232203700
2009-11-04,3249428610
2009-11-05,3302116570
2009-11-06,3327447320
2009-11-09,3405466030
2009-11-10,3417624789
2009-11-11,3404452800
2009-11-12,3353791300
2009-11-13,3366963289
2009-11-16,3405466030
2009-11-17,3391280810
2009-11-18,3485511200
2009-11-19,3458153990
2009-11-20,3448021690
2009-11-23,3500709649
2009-11-24,3543265310
2009-11-25,3581768050
2009-11-27,3536172700
2009-11-30,3555424070
2009-12-01,3610138490
2009-12-02,3672958750
2009-12-03,3669919060
2009-12-04,3670932289
2009-12-07,3682077820
2009-12-08,3699302730
2009-12-09,3735779009
2009-12-10,3753003920
2009-12-11,3821903560
2009-12-14,3822916789
2009-12-15,3793533120
2009-12-16,3805691880
2009-12-17,3769215600
2009-12-18,3762122990
2009-12-21,3779347899
2009-12-22,3748951000
2009-12-23,3754017149
2009-12-24,3760096530
2009-12-28,3784414050
2009-12-29,3794546350
2009-12-30,3767189140
2009-12-31,3711918920
2010-01-04,3742361120
2010-01-05,3691624120
2010-01-06,3730184240
2010-01-07,3723081060
2010-01-08,3746420080
2010-01-11,3807304480
2010-01-12,3800201300
2010-01-13,3820496100
2010-01-14,3828614019
2010-01-15,3767729620
2010-01-19,3809333960
2010-01-20,3787009680
2010-01-21,3736272680
2010-01-22,3652049260
2010-01-25,3693653600
2010-01-26,3747434820
2010-01-27,3710904180
2010-01-28,3661181920
2010-01-29,3634798680
2010-02-01,3661181920
2010-02-02,3682491460
2010-02-03,3683506199
2010-02-04,3596238560
2010-02-05,3589135379
2010-02-08,3528250980
2010-02-09,3567825839
2010-02-10,3554634220
2010-02-11,3587105900
2010-02-12,3582032199
2010-02-16,3690609379
2010-02-17,3719022100
2010-02-18,3743375860
2010-02-19,3792083379
2010-02-22,3777877019
2010-02-23,3774832800
2010-02-24,3819481360
2010-02-25,3812378180
2010-02-26,3694668339
2010-03-01,3716992620
2010-03-02,3789039160
2010-03-03,3811363440
2010-03-04,3825569800
2010-03-05,3854997260
2010-03-08,3841805640
2010-03-09,3820496100
2010-03-10,3796142339
2010-03-11,3804260260
2010-03-12,3788024420
2010-03-15,3792083379
2010-03-16,3827599280
2010-03-17,3846879339
2010-03-18,3849923560
2010-03-19,3832672980
2010-03-22,3831658240
2010-03-23,3838761420
2010-03-24,3799186560
2010-03-25,3782950720
2010-03-26,3810348699
2010-03-29,3878336280
2010-03-30,3865144660
2010-03-31,4050504149
2010-04-01,4091299050
2010-04-05,4124579100
2010-04-06,4194359850
2010-04-07,4142829450
2010-04-08,4134241050
2010-04-09,4079490000
2010-04-12,4068754500
2010-04-13,4074122250
2010-04-14,4085931300
2010-04-15,4083784200
2010-04-16,4027959600
2010-04-19,4024738950
2010-04-20,4084857749
2010-04-21,4111696499
2010-04-22,4115990700
2010-04-23,4125652650
2010-04-26,4096666799
2010-04-27,3982870500
2010-04-28,4055871900
2010-04-29,4036548000
2010-04-30,4008635700
2010-05-03,4097740350
2010-05-04,4005415050
2010-05-05,3997900200
2010-05-06,3859412250
2010-05-07,3772454700
2010-05-10,3811102500
2010-05-11,3832573500
2010-05-12,3910942650
2010-05-13,3909869100
2010-05-14,3883030350
2010-05-17,3908795549
2010-05-18,3900207150
2010-05-19,3896986499
2010-05-20,3768160500
2010-05-21,3775675350
2010-05-24,3755277899
2010-05-25,3703747500
2010-05-26,3703747500
2010-05-27,3773528250
2010-05-28,3769234050
2010-06-01,3727365600
2010-06-02,3814323150
2010-06-03,3859412250
2010-06-04,3729512700
2010-06-07,3732733350
2010-06-08,3825058650
2010-06-09,3745615950
2010-06-10,3827205750
2010-06-11,3828279299
2010-06-14,3840088350
2010-06-15,3909869100
2010-06-16,3931340099
2010-06-17,4003267950
2010-06-18,4039768650
2010-06-21,4021518300
2010-06-22,3941002050
2010-06-23,3879809700
2010-06-24,3941002050
2010-06-25,3929193000
2010-06-28,3965693699
2010-06-29,3936707850
2010-06-30,3949859520
2010-07-01,3929219440
2010-07-02,3936823680
2010-07-06,3991139680
2010-07-07,4108462240
2010-07-08,4145397119
2010-07-09,4144310800
2010-07-12,4168209839
2010-07-13,4189936240
2010-07-14,4201885760
2010-07-15,4193195200
2010-07-16,4110634880
2010-07-19,4153001359
2010-07-20,4153001359
2010-07-21,4119325440
2010-07-22,4210576320
2010-07-23,4240993280
2010-07-26,4301827200
2010-07-27,4356143200
2010-07-28,4317035680
2010-07-29,4156260320
2010-07-30,4137792880
2010-08-02,4184504640
2010-08-03,4243165920
2010-08-04,4288791359
2010-08-05,4303999840
2010-08-06,4273582880
2010-08-09,4292050320
2010-08-10,4323553600
2010-08-11,4242079599
2010-08-12,4274669200
2010-08-13,4290964000
2010-08-16,4282273440
2010-08-17,4372438000
2010-08-18,4317035680
2010-08-19,4262719680
2010-08-20,4267064960
2010-08-23,4318122000
2010-08-24,4343107360
2010-08-25,4337675760
2010-08-26,4303999840
2010-08-27,4382214880
2010-08-30,4315949360
2010-08-31,4328985200
2010-09-01,4443048800
2010-09-02,4427840320
2010-09-03,4458257280
2010-09-07,4435444560
2010-09-08,4365920080
2010-09-09,4412631840
2010-09-10,4405027600
2010-09-13,4472379440
2010-09-14,4478897360
2010-09-15,4458257280
2010-09-16,4398509680
2010-09-17,4384387520
2010-09-20,4448480400
2010-09-21,4434358240
2010-09-22,4445221440
2010-09-23,4382214880
2010-09-24,4478897360
2010-09-27,4507141680
2010-09-28,4528868080
2010-09-29,4491933200
2010-09-30,4488277580
2010-10-01,4529604100
2010-10-04,4487190040
2010-10-05,4530691640
2010-10-06,4505678220
2010-10-07,4478489720
2010-10-08,4487190040
2010-10-11,4481752340
2010-10-12,4462176620
2010-10-13,4486102500
2010-10-14,4496977900
2010-10-15,4530691640
2010-10-18,4553529980
2010-10-19,4544829660
2010-10-20,4607906980
2010-10-21,4589418800
2010-10-22,4587243720
2010-10-25,4569843080
2010-10-26,4556792600
2010-10-27,4542654580
2010-10-28,4469789400
2010-10-29,4476314640
2010-11-01,4458914000
2010-11-02,4569843080
2010-11-03,4544829660
2010-11-04,4595944040
2010-11-05,4582893560
2010-11-08,4539391960
2010-11-09,4518728700
2010-11-10,4499152980
2010-11-11,4494802820
2010-11-12,4449126140
2010-11-15,4488277580
2010-11-16,4436075660
2010-11-17,4426287800
2010-11-18,4457826460
2010-11-19,4446951060
2010-11-22,4454563840
2010-11-23,4417587480
2010-11-24,4427375340
2010-11-26,4407799620
2010-11-29,4393661600
2010-11-30,4395836680
2010-12-01,4462176620
2010-12-02,4471964480
2010-12-03,4458914000
2010-12-06,4451301220
2010-12-07,4408887160
2010-12-08,4390398980
2010-12-09,4406712080
2010-12-10,4443688440
2010-12-13,4461089080
2010-12-14,4490452660
2010-12-15,4446951060
2010-12-16,4501328060
2010-12-17,4514378540
2010-12-20,4498065440
2010-12-21,4505678220
2010-12-22,4525253940
2010-12-23,4547004740
2010-12-27,4544829660
2010-12-28,4545917200
2010-12-29,4535041800
2010-12-30,4516553620
2010-12-31,4511086400
2011-01-03,4514351360
2011-01-04,4533941120
2011-01-05,4503468160
2011-01-06,4512174720
2011-01-07,4526322880
2011-01-10,4499114880
2011-01-11,4496938240
2011-01-12,4518704640
2011-01-13,4517616320
2011-01-14,4518704640
2011-01-18,4501291520
2011-01-19,4507821440
2011-01-20,4521969600
2011-01-21,4531764480
2011-01-24,4574208960
2011-01-25,4582915520
2011-01-26,4557884160
2011-01-27,4595975360
2011-01-28,4455582080
2011-01-31,4430550720
2011-02-01,4480613440
2011-02-02,4464288640
2011-02-03,4465376960
2011-02-04,4466465280
2011-02-07,4504556480
2011-02-08,4513263040
2011-02-09,4533941120
2011-02-10,4564414080
2011-02-11,4564414080
2011-02-14,4533941120
2011-02-15,4539382720
2011-02-16,4511086400
2011-02-17,4540471040
2011-02-18,4557884160
2011-02-22,4504556480
2011-02-23,4532852800
2011-02-24,4518704640
2011-02-25,4540471040
2011-02-28,4595975360
2011-03-01,4638419840
2011-03-02,4686305920
2011-03-03,4727662080
2011-03-04,4715690560
2011-03-07,4726573760
2011-03-08,4769018240
2011-03-09,4795137920
2011-03-10,4693924160
2011-03-11,4740721920
2011-03-14,4738545280
2011-03-15,4604681920
2011-03-16,4544824320
2011-03-17,4516528000
2011-03-18,4506733120
2011-03-21,4561149120
2011-03-22,4516528000
2011-03-23,4542647680
2011-03-24,4579650560
2011-03-25,4587268800
2011-03-28,4574208960
2011-03-29,4592710400
2011-03-30,4659097920
2011-03-31,4665992760
2011-04-01,4719424320
2011-04-04,4711791240
2011-04-05,4677987600
2011-04-06,4713972120
2011-04-07,4693253760
2011-04-08,4691072880
2011-04-11,4628917800
2011-04-12,4588571520
2011-04-13,4588571520
2011-04-14,4637641320
2011-04-15,4684530240
2011-04-18,4621284720
2011-04-19,4630008240
2011-04-20,4656178800
2011-04-21,4651817040
2011-04-25,4658359680
2011-04-26,4689982440
2011-04-27,4708519920
2011-04-28,4682349360
2011-04-29,4731419160
2011-05-02,4781579400
2011-05-03,4809930840
2011-05-04,4809930840
2011-05-05,4780488960
2011-05-06,4814292600
2011-05-09,4835010960
2011-05-10,4912432200
2011-05-11,4915703520
2011-05-12,4966954200
2011-05-13,4929879240
2011-05-16,4933150560
2011-05-17,4960411560
2011-05-18,4937512320
2011-05-19,4957140240
2011-05-20,4948416720
2011-05-23,4893894720
2011-05-24,4879719000
2011-05-25,4890623400
2011-05-26,4908070440
2011-05-27,4905889560
2011-05-31,4935331440
2011-06-01,4850277120
2011-06-02,4829558760
2011-06-03,4761951480
2011-06-06,4735780920
2011-06-07,4751047080
2011-06-08,4752137520
2011-06-09,4727057400
2011-06-10,4704158160
2011-06-13,4703067720
2011-06-14,4748866200
2011-06-15,4703067720
2011-06-16,4748866200
2011-06-17,4781579400
2011-06-20,4816473480
2011-06-21,4829558760
2011-06-22,4804478640
2011-06-23,4768494120
2011-06-24,4767403680
2011-06-27,4814292600
2011-06-28,4837191840
2011-06-29,4845915360
2011-06-30,4864926240
2011-07-01,4921672800
2011-07-05,4900938480
2011-07-06,4894390800
2011-07-07,4906394880
2011-07-08,4886751840
2011-07-11,4826731440
2011-07-12,4864926240
2011-07-13,4843100640
2011-07-14,4789627920
2011-07-15,4790719200
2011-07-18,4728516240
2011-07-19,4793993040
2011-07-20,4805997120
2011-07-21,4871473920
2011-07-22,4844191920
2011-07-25,4809270960
2011-07-26,4772167440
2011-07-27,4718694720
2011-07-28,4640122560
2011-07-29,4621570800
2011-08-01,4599745200
2011-08-02,4518990480
2011-08-03,4500438720
2011-08-04,4343294400
2011-08-05,4366211280
2011-08-08,4144681439
2011-08-09,4323651360
2011-08-10,4249444319
2011-08-11,4517899200
2011-08-12,4477521840
2011-08-15,4611749280
2011-08-16,4600836480
2011-08-17,4624844640
2011-08-18,4577919600
2011-08-19,4557185280
2011-08-22,4523355600
2011-08-23,4641213840
2011-08-24,4741611600
2011-08-25,4690321440
2011-08-26,4695777840
2011-08-29,4800540720
2011-08-30,4795084320
2011-08-31,4827822720
2011-09-01,4775441280
2011-09-02,4712147040
2011-09-06,4682682480
2011-09-07,4730698800
2011-09-08,4709964480
2011-09-09,4572463200
2011-09-12,4609566720
2011-09-13,4665222000
2011-09-14,4718694720
2011-09-15,4762345920
2011-09-16,4824548880
2011-09-19,4783080240
2011-09-20,4859469840
2011-09-21,4743794160
2011-09-22,4657583040
2011-09-23,4697960400
2011-09-26,4692504000
2011-09-27,4695777840
2011-09-28,4635757440
2011-09-29,4715420880
2011-09-30,4689176820
2011-10-03,4577789760
2011-10-04,4620378930
2011-10-05,4630207200
2011-10-06,4709925390
2011-10-07,4702281180
2011-10-10,4838784930
2011-10-11,4802747940
2011-10-12,4833324780
2011-10-13,4840968990
2011-10-14,4877005980
2011-10-17,4857349440
2011-10-18,4921779210
2011-10-19,4947987930
2011-10-20,4968736500
2011-10-21,5040810480
2011-10-24,5038626420
2011-10-25,4961092290
2011-10-26,4978564770
2011-10-27,5134725060
2011-10-28,5073571380
2011-10-31,4977472740
2011-11-01,4849705230
2011-11-02,4997129280
2011-11-03,5088859800
2011-11-04,5050638750
2011-11-07,5058282960
2011-11-08,5098688070
2011-11-09,4975288680
2011-11-10,5017877850
2011-11-11,5119436640
2011-11-14,5058282960
2011-11-15,5071387320
2011-11-16,5020061910
2011-11-17,4997129280
2011-11-18,5059374990
2011-11-21,5024430030
2011-11-22,4954540110
2011-11-23,4878098010
2011-11-25,4867177710
2011-11-28,4945803870
2011-11-29,5034258300
2011-11-30,5177314230
2011-12-01,5143461300
2011-12-02,5077939500
2011-12-05,5087767770
2011-12-06,5094319950
2011-12-07,5063743110
2011-12-08,4967644470
2011-12-09,5051730780
2011-12-12,5047362660
2011-12-13,5026614090
2011-12-14,4946895900
2011-12-15,5057190930
2011-12-16,5092135890
2011-12-19,5051730780
2011-12-20,5164209870
2011-12-21,5219903400
2011-12-22,5228639640
2011-12-23,5284333170
2011-12-27,5319278130
2011-12-28,5281057080
2011-12-29,5306173770
2011-12-30,5261400540
2012-01-03,5227771170
2012-01-04,5192795490
2012-01-05,5196074460
2012-01-06,5179679610
2012-01-09,5153447850
2012-01-10,5225585190
2012-01-11,5197167450
2012-01-12,5209190340
2012-01-13,5204818380
2012-01-17,5208097350
2012-01-18,5221213230
2012-01-19,5190609510
2012-01-20,5219027250
2012-01-23,5192795490
2012-01-24,5188423530
2012-01-25,5272583760
2012-01-26,5304280470
2012-01-27,5268211800
2012-01-30,5166563730
2012-01-31,5165470740
2012-02-01,5209190340
2012-02-02,5198260440
2012-02-03,5191702500
2012-02-06,5170935690
2012-02-07,5267118810
2012-02-08,5255095920
2012-02-09,5241980040
2012-02-10,5190609510
2012-02-13,5197167450
2012-02-14,5172028680
2012-02-15,5184051570
2012-02-16,5236515090
2012-02-17,5231050140
2012-02-21,5180772600
2012-02-22,5180772600
2012-02-23,5189516520
2012-02-24,5192795490
2012-02-27,5191702500
2012-02-28,5154540840
2012-02-29,5140331970
2012-03-01,5123937120
2012-03-02,5092240410
2012-03-05,5072566590
2012-03-06,5070380610
2012-03-07,5111914230
2012-03-08,5150168880
2012-03-09,5186237550
2012-03-12,5248537980
2012-03-13,5255095920
2012-03-14,5156726820
2012-03-15,5126123100
2012-03-16,5139238980
2012-03-19,5119565160
2012-03-20,5134867020
2012-03-21,5141424960
2012-03-22,5145796920
2012-03-23,5163284760
2012-03-26,5214655290
2012-03-27,5235422100
2012-03-28,5193888480
2012-03-29,5205911370
2012-03-30,5235422100
2012-04-02,5268706920
2012-04-03,5275276380
2012-04-04,5223815610
2012-04-05,5161405740
2012-04-09,5127463530
2012-04-10,5043155460
2012-04-11,5049724920
2012-04-12,5073812940
2012-04-13,5061768930
2012-04-16,5111039880
2012-04-17,5167975200
2012-04-18,5167975200
2012-04-19,5152646460
2012-04-20,5230385070
2012-04-23,5195347950
2012-04-24,5267612010
2012-04-25,5301554220
2012-04-26,5300459310
2012-04-27,5278561110
2012-04-30,5293889850
2012-05-01,5280750930
2012-05-02,5232574890
2012-05-03,5213961420
2012-05-04,5235859620
2012-05-07,5228195250
2012-05-08,5238049440
2012-05-09,5262137460
2012-05-10,5361774270
2012-05-11,5321262600
2012-05-14,5304838950
2012-05-15,5252283270
2012-05-16,5293889850
2012-05-17,5267612010
2012-05-18,5233669800
2012-05-21,5277466200
2012-05-22,5332211700
2012-05-23,5325642240
2012-05-24,5351920080
2012-05-25,5377103010
2012-05-29,5403380850
2012-05-30,5348635350
2012-05-31,5406665580
2012-06-01,5412140130
2012-06-04,5457031440
2012-06-05,5511776940
2012-06-06,5574186810
2012-06-07,5567617350
2012-06-08,5591705370
2012-06-11,5557763160
2012-06-12,5613603570
2012-06-13,5605939200
2012-06-14,5647545780
2012-06-15,5694626910
2012-06-18,5699006550
2012-06-19,5671633800
2012-06-20,5604844290
2012-06-21,5563237710
2012-06-22,5535864960
2012-06-25,5544624240
2012-06-26,5547908970
2012-06-27,5610318840
2012-06-28,5630027220
2012-06-29,5665064340
2012-07-02,5724248750
2012-07-03,5711102150
2012-07-05,5697955550
2012-07-06,5705624400
2012-07-09,5702337750
2012-07-10,5717675450
2012-07-11,5711102150
2012-07-12,5719866550
2012-07-13,5811892750
2012-07-16,5792172850
2012-07-17,5837090400
2012-07-18,5840377050
2012-07-19,5839281500
2012-07-20,5889676800
2012-07-23,5830517100
2012-07-24,5791077300
2012-07-25,5770261850
2012-07-26,5857905850
2012-07-27,5951027600
2012-07-30,5912683350
2012-07-31,5865574700
2012-08-01,5850237000
2012-08-02,5831612650
2012-08-03,5925829950
2012-08-06,5917065550
2012-08-07,5848045900
2012-08-08,5846950350
2012-08-09,5844759250
2012-08-10,5852428100
2012-08-13,5826134900
2012-08-14,5834899300
2012-08-15,5834899300
2012-08-16,5843663700
2012-08-17,5784504000
2012-08-20,5770261850
2012-08-21,5760401900
2012-08-22,5730822050
2012-08-23,5640986950
2012-08-24,5666184600
2012-08-27,5662897950
2012-08-28,5654133550
2012-08-29,5662897950
2012-08-30,5644273600
2012-08-31,5627840350
2012-09-04,5718771000
2012-09-05,5683713400
2012-09-06,5758210800
2012-09-07,5741777550
2012-09-10,5741777550
2012-09-11,5738490900
2012-09-12,5726439850
2012-09-13,5878721300
2012-09-14,5866670250
2012-09-17,5777930700
2012-09-18,5702337750
2012-09-19,5737395350
2012-09-20,5742873100
2012-09-21,5758210800
2012-09-24,5850237000
2012-09-25,5827230450
2012-09-26,5859001400
2012-09-27,5766975200
2012-09-28,5784504000
2012-10-01,5757785570
2012-10-02,5775336450
2012-10-03,5824698300
2012-10-04,5846636900
2012-10-05,5841152250
2012-10-08,5843346110
2012-10-09,5832376810
2012-10-10,5800565840
2012-10-11,5796178120
2012-10-12,5781918030
2012-10-15,5818116720
2012-10-16,5827989090
2012-10-17,5911355770
2012-10-18,5942069810
2012-10-19,5882835590
2012-10-22,5891611030
2012-10-23,5798371980
2012-10-24,5789596540
2012-10-25,5822504440
2012-10-26,5798371980
2012-10-31,5810438210
2012-11-01,5806050490
2012-11-02,5722683810
2012-11-05,5682097400
2012-11-06,5659061870
2012-11-07,5518654830
2012-11-08,5496716230
2012-11-09,5414446480
2012-11-12,5405671040
2012-11-13,5438578940
2012-11-14,5411155690
2012-11-15,5392507880
2012-11-16,5463808330
2012-11-19,5438578940
2012-11-20,5446257450
2012-11-21,5427609640
2012-11-23,5405671040
2012-11-26,5460517540
2012-11-27,5473680700
2012-11-28,5536205710
2012-11-29,5575695190
2012-11-30,5644801780
2012-12-03,5644801780
2012-12-04,5636026340
2012-12-05,5672225030
2012-12-06,5642607920
2012-12-07,5631638620
2012-12-10,5652480290
2012-12-11,5648092570
2012-12-12,5620669320
2012-12-13,5566919750
2012-12-14,5566919750
2012-12-17,5670031170
2012-12-18,5716102230
2012-12-19,5688678980
2012-12-20,5729265390
2012-12-21,5719393020
2012-12-24,5696357490
2012-12-26,5630541690
2012-12-27,5597633790
2012-12-28,5541690360
2012-12-31,5599235360
2013-01-02,5755196800
2013-01-03,5750803520
2013-01-04,5755196800
2013-01-07,5699182480
2013-01-08,5704674080
2013-01-09,5703575760
2013-01-10,5731033760
2013-01-11,5701379120
2013-01-14,5707969040
2013-01-15,5726640480
2013-01-16,5700280800
2013-01-17,5725542160
2013-01-18,5759590080
2013-01-22,5804621200
2013-01-23,5777163200
2013-01-24,5832079200
2013-01-25,5856242240
2013-01-28,5848554000
2013-01-29,5874913680
2013-01-30,5860635520
2013-01-31,5862832160
2013-02-01,5868323760
2013-02-04,5855143920
2013-02-05,5860635520
2013-02-06,5889191840
2013-02-07,5884798560
2013-02-08,5925436400
2013-02-11,5945206160
2013-02-12,5984745680
2013-02-13,5992433920
2013-02-14,5967172560
2013-02-15,5968270880
2013-02-19,6038563360
2013-02-20,6018793600
2013-02-21,5995728880
2013-02-22,6084692800
2013-02-25,5972664160
2013-02-26,6017695280
2013-02-27,6067119680
2013-02-28,6144002080
2013-03-01,6154985280
2013-03-04,6246145840
2013-03-05,6284587040
2013-03-06,6294471920
2013-03-07,6263718960
2013-03-08,6265915600
2013-03-11,6267013920
2013-03-12,6251637440
2013-03-13,6258227360
2013-03-14,6260424000
2013-03-15,6258227360
2013-03-18,6216491200
2013-03-19,6223081120
2013-03-20,6270308880
2013-03-21,6228572720
2013-03-22,6231867680
2013-03-25,6220884480
2013-03-26,6268112240
2013-03-27,6283488720
2013-03-28,6358174480
2013-04-01,6340408920
2013-04-02,6344807400
2013-04-03,6333811200
2013-04-04,6374497140
2013-04-05,6390991440
2013-04-08,6449271300
2013-04-09,6395389920
2013-04-10,6463566360
2013-04-11,6517447740
2013-04-12,6541639380
2013-04-15,6414083460
2013-04-16,6474562560
2013-04-17,6417382320
2013-04-18,6437175480
2013-04-19,6532842420
2013-04-22,6592221900
2013-04-23,6587823420
2013-04-24,6634007460
2013-04-25,6681291120
2013-04-26,6674693400
2013-04-29,6694486560
2013-04-30,6696685800
2013-05-01,6661497960
2013-05-02,6654900240
2013-05-03,6760463760
2013-05-06,6671394540
2013-05-07,6752766420
2013-05-08,6685689600
2013-05-09,6540539760
2013-05-10,6524045460
2013-05-13,6488857620
2013-05-14,6529543560
2013-05-15,6621911640
2013-05-16,6604317720
2013-05-17,6660398340
2013-05-20,6617513160
2013-05-21,6607616580
2013-05-22,6504252300
2013-05-23,6430577760
2013-05-24,6341508540
2013-05-28,6312918420
2013-05-29,6153473520
2013-05-30,6256837800
2013-05-31,6210653760
2013-06-03,6216151860
2013-06-04,6144676560
2013-06-05,6110588340
2013-06-06,6199657560
2013-06-07,6231546540
2013-06-10,6238144260
2013-06-11,6230446920
2013-06-12,6177665160
2013-06-13,6303021840
2013-06-14,6328313100
2013-06-17,6311818800
2013-06-18,6179864400
2013-06-19,5974235460
2013-06-20,5745514500
2013-06-21,5801595120
2013-06-24,5770805760
2013-06-25,5873070420
2013-06-26,6009423300
2013-06-27,6062205060
2013-06-28,6099592140
2013-07-01,6044994550
2013-07-02,6058195630
2013-07-03,6027393110
2013-07-05,6032893560
2013-07-08,6174805170
2013-07-09,6246311020
2013-07-10,6280413810
2013-07-11,6377221730
2013-07-12,6364020650
2013-07-15,6496031450
2013-07-16,6444327220
2013-07-17,6486130640
2013-07-18,6580738380
2013-07-19,6597239730
2013-07-22,6597239730
2013-07-23,6597239730
2013-07-24,6468529200
2013-07-25,6545535500
2013-07-26,6564237030
2013-07-29,6557636490
2013-07-30,6519133340
2013-07-31,6479530100
2013-08-01,6490531000
2013-08-02,6496031450
2013-08-05,6420125240
2013-08-06,6333218130
2013-08-07,6337618490
2013-08-08,6380522000
2013-08-09,6351919660
2013-08-12,6304615790
2013-08-13,6283714080
2013-08-14,6232009850
2013-08-15,6123100940
2013-08-16,6063696080
2013-08-19,5999890860
2013-08-20,6062595990
2013-08-21,5955887260
2013-08-22,5980089240
2013-08-23,6025192930
2013-08-26,5992190230
2013-08-27,5983389510
2013-08-28,6011991850
2013-08-29,5978989150
2013-08-30,5970188430
2013-09-03,5843678080
2013-09-04,5810675380
2013-09-05,5750170430
2013-09-06,5774372410
2013-09-09,5799674480
2013-09-10,5821676280
2013-09-11,5755670880
2013-09-12,5879981050
2013-09-13,5923984650
2013-09-16,5912983750
2013-09-17,5938285820
2013-09-18,6130801570
2013-09-19,6139602290
2013-09-20,6070296620
2013-09-23,6137402110
2013-09-24,6120900760
2013-09-25,6069196530
2013-09-26,6057095540
2013-09-27,6042794370
2013-09-30,6028570940
2013-10-01,6064914170
2013-10-02,6063812860
2013-10-03,5999936880
2013-10-04,5993329020
2013-10-07,5997734260
2013-10-08,6037381420
2013-10-09,6043989280
2013-10-10,6142005870
2013-10-11,6170639930
2013-10-14,6116675740
2013-10-15,6032976180
2013-10-16,6126587530
2013-10-17,6241123770
2013-10-18,6269757830
2013-10-21,6256542110
2013-10-22,6338039050
2013-10-23,6341342980
2013-10-24,6364470490
2013-10-25,6434954330
2013-10-28,6422839920
2013-10-29,6414029440
2013-10-30,6347950840
2013-10-31,6170639930
2013-11-01,6193767440
2013-11-04,6202577920
2013-11-05,6126587530
2013-11-06,6180551720
2013-11-07,6129891460
2013-11-08,6137600630
2013-11-11,6089142990
2013-11-12,6020861770
2013-11-13,5983417230
2013-11-14,6136499320
2013-11-15,6123283600
2013-11-18,6101257400
2013-11-19,6024165700
2013-11-20,5949276620
2013-11-21,6006544740
2013-11-22,5982315920
2013-11-25,5941567450
