,PBY
2019-01-11,2470819916
2019-01-14,2441492676
2019-01-15,2448824486
2019-01-16,2481817630
2019-01-17,2459822201
2019-01-18,2478151725
2019-01-22,2408499532
2019-01-23,2412165437
2019-01-24,2448824486
2019-01-25,2492815345
2019-01-28,2481817630
2019-01-29,2485483535
2019-01-30,2485483535
2019-01-31,2492815345
2019-02-01,2507478965
2019-02-04,2529474394
2019-02-05,2540472109
2019-02-06,2518476680
2019-02-07,2423163152
2019-02-08,2353510958
2019-02-11,2338847338
2019-02-12,2349845053
2019-02-13,2379172293
2019-02-14,2368174578
2019-02-15,2401167722
2019-02-19,2408499532
2019-02-20,2459822201
2019-02-21,2456156296
2019-02-22,2525808489
2019-02-25,2522142584
2019-02-26,2533140299
2019-02-27,2518476680
2019-02-28,2511144870
2019-03-01,2459822201
2019-03-04,2463488106
2019-03-05,2434160866
2019-03-06,2404833627
2019-03-07,2401167722
2019-03-08,2397501817
2019-03-11,2415831342
2019-03-12,2426829057
2019-03-13,2430494961
2019-03-14,2423163152
2019-03-15,2408499532
2019-03-18,2426829057
2019-03-19,2426829057
2019-03-20,2423163152
2019-03-21,2445158581
2019-03-22,2423163152
2019-03-25,2412165437
2019-03-26,2423163152
2019-03-27,2419497247
2019-03-28,2412165437
2019-03-29,2390170007
2019-04-01,2315484539
2019-04-02,2322554721
2019-04-03,2319019630
2019-04-04,2326089812
2019-04-05,2336695084
2019-04-08,2329624903
2019-04-09,2322554721
2019-04-10,2326089812
2019-04-11,2326089812
2019-04-12,2340230175
2019-04-15,2336695084
2019-04-16,2368510903
2019-04-17,2364975812
2019-04-18,2350835448
2019-04-22,2354370539
2019-04-23,2379116175
2019-04-24,2375581084
2019-04-25,2368510903
2019-04-26,2389721448
2019-04-29,2379116175
2019-04-30,2386186357
2019-05-01,2375581084
2019-05-02,2382651266
2019-05-03,2400326721
2019-05-06,2403861812
2019-05-07,2396791630
2019-05-08,2372045993
2019-05-09,2382651266
2019-05-10,2389721448
2019-05-13,2364975812
2019-05-14,2389721448
2019-05-15,2393256539
2019-05-16,2396791630
2019-05-17,2396791630
2019-05-20,2407396902
2019-05-21,2414467084
2019-05-22,2414467084
2019-05-23,2389721448
2019-05-24,2389721448
2019-05-28,2396791630
2019-05-29,2368510903
2019-05-30,2315484539
2019-05-31,2209431812
2019-06-03,2205896721
2019-06-04,2255387994
2019-06-05,2241247630
2019-06-06,2276598539
2019-06-07,2301344175
2019-06-10,2326089812
2019-06-11,2319019630
2019-06-12,2322554721
2019-06-13,2251852903
2019-06-14,2237712539
2019-06-17,2244782721
2019-06-18,2276598539
2019-06-19,2311949448
2019-06-20,2322554721
2019-06-21,2333159994
2019-06-24,2319019630
2019-06-25,2297809085
2019-06-26,2287203812
2019-06-27,2283668721
2019-06-28,2308414357
2019-07-01,2420103441
2019-07-02,2412758666
2019-07-03,2405413891
2019-07-05,2445810154
2019-07-08,2423775829
2019-07-09,2438465379
2019-07-10,2445810154
2019-07-11,2456827317
2019-07-12,2456827317
2019-07-15,2460499705
2019-07-16,2464172093
2019-07-17,2434792992
2019-07-18,2442137767
2019-07-19,2449482542
2019-07-22,2445810154
2019-07-23,2453154930
2019-07-24,2471516868
2019-07-25,2453154930
2019-07-26,2460499705
2019-07-29,2460499705
2019-07-30,2453154930
2019-07-31,2431120604
2019-08-01,2379707177
2019-08-02,2401741503
2019-08-05,2346655689
2019-08-06,2390724340
2019-08-07,2383379565
2019-08-08,2423775829
2019-08-09,2409086278
2019-08-12,2390724340
2019-08-13,2398069115
2019-08-14,2361345239
2019-08-15,2346655689
2019-08-16,2398069115
2019-08-19,2442137767
2019-08-20,2434792992
2019-08-21,2438465379
2019-08-22,2453154930
2019-08-23,2423775829
2019-08-26,2445810154
2019-08-27,2423775829
2019-08-28,2313604200
2019-08-29,2350328076
2019-08-30,2339310913
2019-09-03,2328293751
2019-09-04,2342983301
2019-09-05,2383379565
2019-09-06,2394396728
2019-09-09,2420103441
2019-09-10,2456827317
2019-09-11,2471516868
2019-09-12,2464172093
2019-09-13,2442137767
2019-09-16,2442137767
2019-09-17,2420103441
2019-09-18,2423775829
2019-09-19,2420103441
2019-09-20,2453154930
2019-09-23,2442137767
2019-09-24,2434792992
2019-09-25,2442137767
2019-09-26,2456827317
2019-09-27,2438465379
2019-09-30,2421557518
2019-10-01,2384811577
2019-10-02,2362764012
2019-10-03,2355414824
2019-10-04,2370113200
2019-10-07,2388486171
2019-10-08,2359089418
2019-10-09,2373787795
2019-10-10,2384811577
2019-10-11,2377462389
2019-10-14,2377462389
2019-10-15,2395835359
2019-10-16,2384811577
2019-10-17,2388486171
2019-10-18,2403184547
2019-10-21,2414208330
2019-10-22,2421557518
2019-10-23,2417882924
2019-10-24,2406859142
2019-10-25,2403184547
2019-10-28,2410533736
2019-10-29,2406859142
2019-10-30,2373787795
2019-10-31,2366438606
2019-11-01,2362764012
2019-11-04,2351740230
2019-11-05,2355414824
2019-11-06,2370113200
2019-11-07,2340716448
2019-11-08,2384811577
2019-11-11,2388486171
2019-11-12,2395835359
2019-11-13,2381136983
2019-11-14,2384811577
2019-11-15,2373787795
2019-11-18,2388486171
2019-11-19,2384811577
2019-11-20,2366438606
2019-11-21,2384811577
2019-11-22,2388486171
2019-11-25,2403184547
2019-11-26,2417882924
2019-11-27,2395835359
2019-11-29,2395835359
2019-12-02,2388486171
2019-12-03,2388486171
2019-12-04,2395835359
2019-12-05,2392160765
2019-12-06,2395835359
2019-12-09,2399509953
2019-12-10,2395835359
2019-12-11,2406859142
2019-12-12,2410533736
2019-12-13,2425232112
2019-12-16,2450954271
2019-12-17,2461978053
2019-12-18,2447279677
2019-12-19,2447279677
2019-12-20,2443605083
2019-12-23,2417882924
2019-12-24,2417882924
2019-12-26,2406859142
2019-12-27,2392160765
2019-12-30,2403184547
2019-12-31,2344905017
2020-01-02,2359469645
2020-01-03,2359469645
2020-01-06,2355828488
2020-01-07,2355828488
2020-01-08,2352187331
2020-01-09,2355828488
2020-01-10,2359469645
2020-01-13,2359469645
2020-01-14,2363110802
2020-01-15,2374034272
2020-01-16,2395881213
2020-01-17,2403163527
2020-01-21,2395881213
2020-01-22,2399522370
2020-01-23,2406804684
2020-01-24,2395881213
2020-01-27,2384957743
2020-01-28,2384957743
2020-01-29,2392240057
2020-01-30,2384957743
2020-01-31,2370393115
2020-02-03,2370393115
2020-02-04,2377675429
2020-02-05,2392240057
2020-02-06,2395881213
2020-02-07,2388598900
2020-02-10,2374034272
2020-02-11,2377675429
2020-02-12,2366751959
2020-02-13,2388598900
2020-02-14,2374034272
2020-02-18,2381316586
2020-02-19,2384957743
2020-02-20,2381316586
2020-02-21,2377675429
2020-02-24,2344905017
2020-02-25,2228387998
2020-02-26,2235670312
2020-02-27,2100947508
2020-02-28,2006277429
2020-03-02,2108229821
2020-03-03,2082741723
2020-03-04,2122794449
2020-03-05,2049971312
2020-03-06,2017200900
2020-03-09,1802372645
2020-03-10,1853348841
2020-03-11,1729549508
2020-03-12,1693137939
2020-03-13,1820578430
2020-03-16,1714984881
2020-03-17,1784166861
2020-03-18,1689496783
2020-03-19,1824219586
2020-03-20,1747755292
2020-03-23,1471027371
2020-03-24,1529285881
2020-03-25,1602109018
2020-03-26,1755037606
2020-03-27,1634879430
2020-03-30,1594826704
2020-03-31,1570693750
2020-04-01,1456125500
2020-04-02,1507866000
2020-04-03,1415472250
2020-04-06,1396993500
2020-04-07,1437646750
2020-04-08,1526344750
2020-04-09,1681566250
2020-04-13,1644608750
2020-04-14,1644608750
2020-04-15,1566998000
2020-04-16,1518953250
2020-04-17,1541127750
2020-04-20,1448734000
2020-04-21,1411776500
2020-04-22,1408080750
2020-04-23,1478300000
2020-04-24,1552215000
2020-04-27,1611347000
2020-04-28,1589172500
2020-04-29,1648304500
2020-04-30,1603955500
2020-05-01,1507866000
2020-05-04,1470908500
2020-05-05,1478300000
2020-05-06,1478300000
2020-05-07,1493083000
2020-05-08,1507866000
2020-05-11,1470908500
2020-05-12,1596564000
2020-05-13,1552215000
2020-05-14,1648304500
2020-05-15,1629825750
2020-05-18,1663087500
2020-05-19,1659391750
2020-05-20,1785047250
2020-05-21,1799830250
2020-05-22,1877441000
2020-05-26,1980922000
2020-05-27,2017879500
2020-05-28,1925485750
2020-05-29,1873745250
2020-06-01,1921790000
2020-06-02,1947660249
2020-06-03,2021575250
2020-06-04,2003096500
2020-06-05,2014183750
2020-06-08,2121360500
2020-06-09,2095490250
2020-06-10,2051141250
2020-06-11,2014183750
2020-06-12,2021575250
2020-06-15,1951356000
2020-06-16,1988313500
2020-06-17,1988313500
2020-06-18,1995705000
2020-06-19,1977226249
2020-06-22,1955051750
2020-06-23,1958747500
2020-06-24,1947660249
2020-06-25,1866353750
2020-06-26,1873745250
2020-06-29,1873745250
2020-06-30,1920904653
2020-07-01,1902109108
2020-07-02,1898349999
2020-07-06,1789335841
2020-07-07,1804372276
2020-07-08,1826926930
2020-07-09,1759262969
2020-07-10,1785576732
2020-07-13,1811890494
2020-07-14,1856999801
2020-07-15,1856999801
2020-07-16,1860758910
2020-07-17,1845722474
2020-07-20,1868277128
2020-07-21,1875795346
2020-07-22,1898349999
2020-07-23,1898349999
2020-07-24,1894590890
2020-07-27,1909627326
2020-07-28,1913386435
2020-07-29,1928422870
2020-07-30,1879554455
2020-07-31,1883313563
2020-08-03,1868277128
2020-08-04,1879554455
2020-08-05,1879554455
2020-08-06,1887072672
2020-08-07,1905868217
2020-08-10,1928422870
2020-08-11,1939700197
2020-08-12,1939700197
2020-08-13,1909627326
2020-08-14,1917145544
2020-08-17,1924663761
2020-08-18,1924663761
2020-08-19,1924663761
2020-08-20,1928422870
2020-08-21,1917145544
2020-08-24,1943459306
2020-08-25,1943459306
2020-08-26,1924663761
2020-08-27,1928422870
2020-08-28,1909627326
2020-08-31,1917145544
2020-09-01,1902109108
2020-09-02,1917145544
2020-09-03,1902109108
2020-09-04,1890831781
2020-09-08,1890831781
2020-09-09,1887072672
2020-09-10,1883313563
2020-09-11,1883313563
2020-09-14,1887072672
2020-09-15,1875795346
2020-09-16,1905868217
2020-09-17,1905868217
2020-09-18,1920904653
2020-09-21,1902109108
2020-09-22,1894590890
2020-09-23,1872036237
2020-09-24,1864518019
2020-09-25,1898349999
2020-09-28,1924663761
2020-09-29,1887072672
2020-09-30,1917220318
2020-10-01,1936278174
2020-10-02,1943901317
2020-10-05,1962959173
2020-10-06,1970582315
2020-10-07,1970582315
2020-10-08,1978205457
2020-10-09,1970582315
2020-10-12,1966770744
2020-10-13,1970582315
2020-10-14,1966770744
2020-10-15,1966770744
2020-10-16,1966770744
2020-10-19,1966770744
2020-10-20,1959147601
2020-10-21,1943901317
2020-10-22,1966770744
2020-10-23,1970582315
2020-10-26,1978205457
2020-10-27,1989640171
2020-10-28,1943901317
2020-10-29,1909597176
2020-10-30,1886727748
2020-11-02,1917220318
2020-11-03,1909597176
2020-11-04,1901974033
2020-11-05,1917220318
2020-11-06,1894350891
2020-11-09,1909597176
2020-11-10,1974393886
2020-11-11,1974393886
2020-11-12,1940089745
2020-11-13,1955336030
2020-11-16,1985828600
2020-11-17,1978205457
2020-11-18,2004886456
2020-11-19,2020132741
2020-11-20,2008698027
2020-11-23,2031567454
2020-11-24,2069683167
2020-11-25,2107798879
2020-11-27,2100175736
2020-11-30,2035379026
2020-12-01,2035379026
2020-12-02,2027755883
2020-12-03,2062060024
2020-12-04,2065871595
2020-12-07,2058248453
2020-12-08,2065871595
2020-12-09,2069683167
2020-12-10,2073494738
2020-12-11,2084929451
2020-12-14,2092552594
2020-12-15,2096364165
2020-12-16,2100175736
2020-12-17,2107798879
2020-12-18,2115422021
2020-12-21,2088741023
2020-12-22,2062060024
2020-12-23,2081117880
2020-12-24,2081117880
2020-12-28,2103987307
2020-12-29,2134479877
2020-12-30,2084929451
2020-12-31,2088243342
2021-01-04,2126843034
2021-01-05,2157722788
2021-01-06,2153862819
2021-01-07,2146142880
2021-01-08,2169302696
2021-01-11,2165442726
2021-01-12,2165442726
2021-01-13,2169302696
2021-01-14,2207902388
2021-01-15,2319841495
2021-01-19,2343001310
2021-01-20,2366161125
2021-01-21,2366161125
2021-01-22,2397040879
2021-01-25,2420200694
2021-01-26,2489680140
2021-01-27,2466520325
2021-01-28,2424060663
2021-01-29,2431780602
2021-02-01,2420200694
2021-02-02,2474240263
2021-02-03,2524419863
2021-02-04,2551439647
2021-02-05,2640218939
2021-02-08,2593899309
2021-02-09,2582319401
2021-02-10,2721278293
2021-02-11,2725138262
2021-02-12,2802337646
2021-02-16,2810057584
2021-02-17,2821637492
2021-02-18,2864097153
2021-02-19,2929716630
2021-02-22,3080255429
2021-02-23,2871817092
2021-02-24,2941296538
2021-02-25,2810057584
2021-02-26,2813917554
2021-03-01,2829357430
2021-03-02,2860237184
2021-03-03,2871817092
2021-03-04,2829357430
2021-03-05,2763737954
2021-03-08,2817777523
2021-03-09,2833217400
2021-03-10,2867957123
2021-03-11,2883396999
2021-03-12,2891116938
2021-03-15,2964456353
2021-03-16,2964456353
2021-03-17,3006916014
2021-03-18,2921996691
2021-03-19,2945156507
2021-03-22,2991476137
2021-03-23,2960596384
2021-03-24,2941296538
2021-03-25,2972176291
2021-03-26,3033935799
2021-03-29,2999196076
2021-03-30,3014635953
2021-03-31,2951379475
2021-04-01,2997554904
2021-04-05,3020642618
2021-04-06,3039882380
2021-04-07,3062970094
2021-04-08,3070665999
2021-04-09,3078361904
2021-04-12,3078361904
2021-04-13,3062970094
2021-04-14,3062970094
2021-04-15,3078361904
2021-04-16,3097601665
2021-04-19,3078361904
2021-04-20,3047578284
2021-04-21,3105297570
2021-04-22,3086057808
2021-04-23,3112993475
2021-04-26,3120689380
2021-04-27,3128385284
2021-04-28,3143777094
2021-04-29,3143777094
2021-04-30,3097601665
2021-05-03,3132233237
2021-05-04,3109145523
2021-05-05,3155320951
2021-05-06,3120689380
2021-05-07,3139929142
2021-05-10,3101449618
2021-05-11,3078361904
2021-05-12,2932139713
2021-05-13,3012946713
2021-05-14,3093753713
2021-05-17,3136081189
2021-05-18,3178408665
2021-05-19,3182256618
2021-05-20,3197648427
2021-05-21,3189952523
2021-05-24,3205344332
2021-05-25,3174560713
2021-05-26,3201496380
2021-05-27,3251519761
2021-05-28,3266911570
2021-06-01,3351566522
2021-06-02,3366958332
2021-06-03,3451613284
2021-06-04,3416981713
2021-06-07,3517028475
2021-06-08,3547812094
2021-06-09,3536268237
2021-06-10,3490092808
2021-06-11,3540116189
2021-06-14,3509332570
2021-06-15,3416981713
2021-06-16,3420829665
2021-06-17,3359262427
2021-06-18,3239975903
2021-06-21,3370806284
2021-06-22,3393893999
2021-06-23,3428525570
2021-06-24,3451613284
2021-06-25,3393893999
2021-06-28,3374654237
2021-06-29,3255367713
2021-06-30,3262754731
2021-07-01,3270532454
2021-07-02,3289976761
2021-07-06,3262754731
2021-07-07,3181088641
2021-07-08,3149977750
2021-07-09,3219977255
2021-07-12,3262754731
2021-07-13,3212199532
2021-07-14,3177199780
2021-07-15,3165533195
2021-07-16,3149977750
2021-07-19,3076089383
2021-07-20,3177199780
2021-07-21,3223866117
2021-07-22,3204421810
2021-07-23,3208310671
2021-07-26,3239421562
2021-07-27,3177199780
2021-07-28,3192755225
2021-07-29,3188866364
2021-07-30,3149977750
2021-08-02,3157755473
2021-08-03,3157755473
2021-08-04,3122755720
2021-08-05,3177199780
2021-08-06,3177199780
2021-08-09,3184977502
2021-08-10,3188866364
2021-08-11,3196644087
2021-08-12,3208310671
2021-08-13,3196644087
2021-08-16,3184977502
2021-08-17,3169422057
2021-08-18,3146088888
2021-08-19,3087755967
2021-08-20,3122755720
2021-08-23,3153866611
2021-08-24,3177199780
2021-08-25,3196644087
2021-08-26,3126644581
2021-08-27,3142200027
2021-08-30,3099422551
2021-08-31,3087755967
2021-09-01,3083867106
2021-09-02,3107200274
2021-09-03,3091644828
2021-09-07,3060533937
2021-09-08,3029423046
2021-09-09,3037200769
2021-09-10,3017756461
2021-09-13,2994423293
2021-09-14,2990534431
2021-09-15,3072200521
2021-09-16,3048867353
2021-09-17,3060533937
2021-09-20,2994423293
2021-09-21,3041089630
2021-09-22,3072200521
2021-09-23,3087755967
2021-09-24,3103311413
2021-09-27,3052756214
2021-09-28,3002201016
2021-09-29,3025534184
2021-09-30,3002933194
2021-10-01,3053632066
2021-10-04,3073131633
2021-10-05,3080931459
2021-10-06,3096531112
2021-10-07,3108230852
2021-10-08,3143330071
2021-10-11,3162829637
2021-10-12,3170629464
2021-10-13,3174529377
2021-10-14,3186229117
2021-10-15,3190129030
2021-10-18,3217428423
2021-10-19,3221328336
2021-10-20,3248627728
2021-10-21,3264227381
2021-10-22,3268127295
2021-10-25,3287626861
2021-10-26,3252527642
2021-10-27,3213528509
2021-10-28,3221328336
2021-10-29,3194028943
2021-11-01,3197928856
2021-11-02,3182329203
2021-11-03,3197928856
2021-11-04,3221328336
2021-11-05,3256427555
2021-11-08,3420223911
2021-11-09,3482622523
2021-11-10,3455323130
2021-11-11,3486522436
2021-11-12,3463122957
2021-11-15,3455323130
2021-11-16,3470922783
2021-11-17,3451423217
2021-11-18,3478722610
2021-11-19,3498222176
2021-11-22,3490422349
2021-11-23,3509921916
2021-11-24,3431923651
2021-11-26,3381224779
2021-11-29,3369525039
2021-11-30,3330525906
2021-12-01,3311026340
2021-12-02,3307126427
2021-12-03,3272027208
2021-12-06,3283726948
2021-12-07,3314926254
2021-12-08,3326625993
2021-12-09,3295426687
2021-12-10,3299326601
2021-12-13,3252527642
2021-12-14,3233028075
2021-12-15,3268127295
2021-12-16,3252527642
2021-12-17,3166729550
2021-12-20,3174529377
2021-12-21,3236927989
2021-12-22,3248627728
2021-12-23,3287626861
2021-12-27,3338325733
2021-12-28,3314926254
2021-12-29,3279827034
2021-12-30,3264227381
2021-12-31,3481760907
2022-01-03,3531441205
2022-01-04,3556281354
2022-01-05,3523161155
2022-01-06,3568701429
2022-01-07,3585261528
2022-01-10,3626661777
2022-01-11,3651501926
2022-01-12,3680482100
2022-01-13,3655641951
2022-01-14,3626661777
2022-01-18,3659781976
2022-01-19,3680482100
2022-01-20,3630801802
2022-01-21,3514881106
2022-01-24,3382400310
2022-01-25,3469340832
2022-01-26,3456920758
2022-01-27,3415520509
2022-01-28,3427940584
2022-01-31,3477620882
2022-02-01,3510741081
2022-02-02,3485900932
2022-02-03,3448640708
2022-02-04,3477620882
2022-02-07,3481760907
2022-02-08,3465200807
2022-02-09,3552141329
2022-02-10,3498321006
2022-02-11,3448640708
2022-02-14,3423800559
2022-02-15,3440360658
2022-02-16,3485900932
2022-02-17,3436220633
2022-02-18,3432080608
2022-02-22,3386540335
2022-02-23,3295459788
2022-02-24,3254059539
2022-02-25,3341000062
2022-02-28,3336860037
2022-03-01,3312019888
2022-03-02,3394820385
2022-03-03,3369980236
2022-03-04,3357560161
2022-03-07,3270619639
2022-03-08,3303739838
2022-03-09,3349280111
2022-03-10,3332720012
2022-03-11,3341000062
2022-03-14,3262339589
2022-03-15,3299599813
2022-03-16,3320299937
2022-03-17,3369980236
2022-03-18,3386540335
2022-03-21,3407240459
2022-03-22,3411380484
2022-03-23,3390680360
2022-03-24,3374120260
2022-03-25,3432080608
2022-03-28,3398960410
2022-03-29,3436220633
2022-03-30,3427940584
2022-03-31,3908366999
2022-04-01,3960289750
2022-04-04,3941408750
2022-04-05,3922527750
2022-04-06,3884765750
2022-04-07,3908366999
2022-04-08,3922527750
2022-04-11,3865884750
2022-04-12,3875325250
2022-04-13,3922527750
2022-04-14,3913087249
2022-04-18,3927248000
2022-04-19,3974450500
2022-04-20,4002772000
2022-04-21,3969730250
2022-04-22,3865884750
2022-04-25,3813962000
2022-04-26,3601550750
2022-04-27,3700676000
2022-04-28,3705396250
2022-04-29,3634592500
2022-05-02,3549628000
2022-05-03,3662914000
2022-05-04,3724277250
2022-05-05,3672354500
2022-05-06,3686515250
2022-05-09,3445782500
2022-05-10,3644033000
2022-05-11,3577949500
2022-05-12,3516586250
2022-05-13,3620431750
2022-05-16,3648753250
2022-05-17,3710116500
2022-05-18,3606271000
2022-05-19,3582669750
2022-05-20,3488264750
2022-05-23,3526026750
2022-05-24,3478824250
2022-05-25,3540187500
2022-05-26,3592110250
2022-05-27,3672354500
2022-05-31,3629872250
2022-06-01,3634592500
2022-06-02,3662914000
2022-06-03,3644033000
2022-06-06,3677074750
2022-06-07,3695955750
2022-06-08,3658193750
2022-06-09,3601550750
2022-06-10,3568509000
2022-06-13,3356097750
2022-06-14,3337216750
2022-06-15,3337216750
2022-06-16,3153127000
2022-06-17,3200329500
2022-06-21,3247532000
2022-06-22,3252252250
2022-06-23,3256972500
2022-06-24,3360818000
2022-06-27,3374978750
2022-06-28,3346657250
2022-06-29,3290014250
2022-06-30,2723485215
2022-07-01,2793617882
2022-07-05,2820891697
2022-07-06,2816995437
2022-07-07,2871543067
2022-07-08,2871543067
2022-07-11,2809202919
2022-07-12,2824787956
2022-07-13,2805306660
2022-07-14,2762447808
2022-07-15,2801410400
2022-07-18,2809202919
2022-07-19,2871543067
2022-07-20,2891024363
2022-07-21,2929986956
2022-07-22,2929986956
2022-07-25,2918298178
2022-07-26,2879335585
2022-07-27,2945571993
2022-07-28,2980638326
2022-07-29,3000119622
2022-08-01,3011808400
2022-08-02,2992327104
2022-08-03,3023497178
2022-08-04,3019600918
2022-08-05,3058563511
2022-08-08,3081941066
2022-08-09,3093629844
2022-08-10,3124799918
2022-08-11,3136488696
2022-08-12,3167658770
2022-08-15,3175451288
2022-08-16,3187140066
2022-08-17,3136488696
2022-08-18,3148177474
2022-08-19,3128696177
2022-08-22,3074148548
2022-08-23,3101422363
2022-08-24,3117007400
2022-08-25,3155969992
2022-08-26,3039082215
2022-08-29,3019600918
2022-08-30,2824787956
2022-08-31,2914401919
2022-09-01,2867646808
2022-09-02,2871543067
2022-09-06,2867646808
2022-09-07,2898816882
2022-09-08,2918298178
2022-09-09,2929986956
2022-09-12,2980638326
2022-09-13,2902713141
2022-09-14,2875439326
2022-09-15,2883231845
2022-09-16,2863750548
2022-09-19,2871543067
2022-09-20,2836476734
2022-09-21,2793617882
2022-09-22,2684522623
2022-09-23,2637767512
2022-09-26,2544257290
2022-09-27,2555946068
2022-09-28,2606597438
2022-09-29,2380614401
2022-09-30,2465647136
2022-10-03,2541207290
2022-10-04,2724142400
2022-10-05,2688350748
2022-10-06,2648582246
2022-10-07,2596883193
2022-10-10,2561091541
2022-10-11,2557114691
2022-10-12,2592906343
2022-10-13,2668466497
2022-10-14,2652559096
2022-10-17,2684373898
2022-10-18,2728119250
2022-10-19,2724142400
2022-10-20,2732096101
2022-10-21,2763910902
2022-10-24,2827540506
2022-10-25,2907077510
2022-10-26,2859355308
2022-10-27,2847424757
2022-10-28,2879239559
2022-10-31,2887193259
2022-11-01,2891170109
2022-11-02,2871285858
2022-11-03,2847424757
2022-11-04,2895146960
2022-11-07,2958776563
2022-11-08,2919008061
2022-11-09,2863332158
2022-11-10,2942869162
2022-11-11,3014452466
2022-11-14,2990591365
2022-11-15,3010475616
2022-11-16,3006498766
2022-11-17,3010475616
2022-11-18,3022406167
2022-11-21,3058197819
2022-11-22,3078082070
2022-11-23,3097966321
2022-11-25,3109896872
2022-11-28,3038313568
2022-11-29,3046267268
2022-11-30,3078082070
2022-12-01,3050244118
2022-12-02,3066151519
2022-12-05,2954799713
2022-12-06,2875262709
2022-12-07,2847424757
2022-12-08,2859355308
2022-12-09,2855378457
2022-12-12,2887193259
2022-12-13,2899123810
2022-12-14,2883216409
2022-12-15,2891170109
2022-12-16,2903100660
2022-12-19,2859355308
2022-12-20,2815609955
2022-12-21,2815609955
2022-12-22,2815609955
2022-12-23,2847424757
2022-12-27,2819586805
2022-12-28,2771864603
2022-12-29,2807656255
2022-12-30,2779818303
2023-01-03,2810117808
2023-01-04,2834101744
2023-01-05,2802123163
2023-01-06,2822109776
2023-01-09,2834101744
2023-01-10,2822109776
2023-01-11,2894061584
2023-01-12,2946026778
2023-01-13,2942029455
2023-01-17,2966013391
2023-01-18,2954021423
2023-01-19,2934034810
2023-01-20,2989997327
2023-01-23,3029970553
2023-01-24,3025973230
2023-01-25,3009983940
2023-01-26,3005986617
2023-01-27,3017978585
2023-01-30,2970010714
2023-01-31,2997991972
2023-02-01,3025973230
2023-02-02,3057951811
2023-02-03,3049957166
2023-02-06,2982002681
2023-02-07,3001989295
2023-02-08,2950024100
2023-02-09,2982002681
2023-02-10,3017978585
2023-02-13,3053954489
2023-02-14,3045959844
2023-02-15,3057951811
2023-02-16,3049957166
2023-02-17,3061949134
2023-02-21,3013981263
2023-02-22,3017978585
2023-02-23,3005986617
2023-02-24,2970010714
2023-02-27,2982002681
2023-02-28,2962016068
2023-03-01,2918045519
2023-03-02,2926040165
2023-03-03,2958018746
2023-03-06,2946026778
2023-03-07,2914048197
2023-03-08,2918045519
2023-03-09,2790131195
2023-03-10,2710184743
2023-03-13,2666214194
2023-03-14,2726174033
2023-03-15,2678206162
2023-03-16,2718179388
2023-03-17,2686200807
2023-03-20,2726174033
2023-03-21,2802123163
2023-03-22,2722176711
2023-03-23,2710184743
2023-03-24,2738166001
2023-03-27,2798125841
2023-03-28,2750157969
2023-03-29,2758152614
2023-03-30,2754155292
2023-03-31,2812073501
2023-04-03,2791871823
2023-04-04,2743387797
2023-04-05,2739347462
2023-04-06,2763589475
2023-04-10,2727226455
2023-04-11,2751468468
2023-04-12,2751468468
2023-04-13,2791871823
2023-04-14,2783791152
2023-04-17,2803992830
2023-04-18,2759549139
2023-04-19,2779750817
2023-04-20,2755508804
2023-04-21,2775710481
2023-04-24,2779750817
2023-04-25,2707024778
2023-04-26,2698944107
2023-04-27,2735307126
2023-04-28,2751468468
2023-05-01,2662581087
2023-05-02,2513088674
2023-05-03,2537330687
2023-05-04,2464604648
2023-05-05,2541371023
2023-05-08,2577734042
2023-05-09,2557532365
2023-05-10,2533290352
2023-05-11,2517129010
2023-05-12,2456523977
2023-05-15,2468644984
2023-05-16,2468644984
2023-05-17,2569653371
2023-05-18,2569653371
2023-05-19,2561572700
2023-05-22,2597935720
2023-05-23,2610056726
2023-05-24,2569653371
2023-05-25,2509048339
2023-05-26,2529250016
2023-05-30,2521169345
2023-05-31,2488846661
2023-06-01,2513088674
2023-06-02,2533290352
2023-06-05,2537330687
2023-06-06,2541371023
2023-06-07,2577734042
2023-06-08,2553492029
2023-06-09,2529250016
2023-06-12,2529250016
2023-06-13,2541371023
2023-06-14,2517129010
2023-06-15,2537330687
2023-06-16,2517129010
2023-06-20,2505008003
2023-06-21,2492886997
2023-06-22,2484806326
2023-06-23,2464604648
2023-06-26,2505008003
2023-06-27,2488846661
2023-06-28,2492886997
2023-06-29,2513088674
2023-06-30,2519373837
2023-07-03,2531564356
2023-07-05,2531564356
2023-07-06,2515310331
2023-07-07,2560008899
2023-07-10,2576262924
2023-07-11,2612834480
2023-07-12,2625024998
2023-07-13,2641279023
2023-07-14,2608770973
2023-07-17,2629088504
2023-07-18,2645342529
2023-07-19,2661596554
2023-07-20,2661596554
2023-07-21,2677850579
2023-07-24,2702231616
2023-07-25,2681914085
2023-07-26,2669723566
2023-07-27,2653469542
2023-07-28,2625024998
2023-07-31,2584389936
2023-08-01,2592516949
2023-08-02,2600643961
2023-08-03,2560008899
2023-08-04,2572199418
2023-08-07,2580326430
2023-08-08,2564072405
2023-08-09,2576262924
2023-08-10,2568135912
2023-08-11,2564072405
2023-08-14,2568135912
2023-08-15,2531564356
2023-08-16,2539691368
2023-08-17,2494992800
2023-08-18,2494992800
2023-08-21,2486865788
2023-08-22,2446230726
2023-08-23,2462484751
2023-08-24,2458421244
2023-08-25,2466548257
2023-08-28,2442167220
2023-08-29,2454357738
