,DD
2009-04-14,5188640473
2009-04-15,5465687196
2009-04-16,5797459197
2009-04-17,6132651528
2009-04-20,5588819072
2009-04-21,5927431734
2009-04-22,6071085590
2009-04-23,6030041631
2009-04-24,6320769673
2009-04-27,6136071858
2009-04-28,6327610333
2009-04-29,6573874087
2009-04-30,7788091205
2009-05-01,7641017018
2009-05-04,7976209350
2009-05-05,7948846710
2009-05-06,7394753265
2009-05-07,7664959328
2009-05-08,8516621475
2009-05-11,8581607744
2009-05-12,8294300031
2009-05-13,7582871410
2009-05-14,8041195618
2009-05-15,8017253309
2009-05-18,8591868733
2009-05-19,8701319291
2009-05-20,8643173682
2009-05-21,8307981351
2009-05-22,8410591248
2009-05-26,8246415413
2009-05-27,8236154423
2009-05-28,8212212113
2009-05-29,8605550053
2009-06-01,8321662671
2009-06-02,9115179210
2009-06-03,8605550053
2009-06-04,8745783579
2009-06-05,8547404445
2009-06-08,8249835742
2009-06-09,8697898961
2009-06-10,8547404445
2009-06-11,8482418176
2009-06-12,8441374217
2009-06-15,8119863206
2009-06-16,7825714834
2009-06-17,7849657143
2009-06-18,7859918133
2009-06-19,7938585721
2009-06-22,7384492275
2009-06-23,7428956564
2009-06-24,7538407121
2009-06-25,7729945596
2009-06-26,7812033514
2009-06-29,7822294504
2009-06-30,7856497803
2009-07-01,8401663593
2009-07-02,7950914711
2009-07-06,8006334655
2009-07-07,7769876225
2009-07-08,7740318922
2009-07-09,7758792237
2009-07-10,7707066955
2009-07-13,8039586622
2009-07-14,8087617241
2009-07-15,8700931294
2009-07-16,8641816686
2009-07-17,8933695061
2009-07-20,9362275965
2009-07-21,9643070351
2009-07-22,10005147322
2009-07-23,10548262779
2009-07-24,10614766712
2009-07-27,10585209409
2009-07-28,10625850701
2009-07-29,10655408005
2009-07-30,11320447340
2009-07-31,11132019528
2009-08-03,11815532178
2009-08-04,12107410552
2009-08-05,12428846231
2009-08-06,12240418419
2009-08-07,12118494541
2009-08-10,11741638918
2009-08-11,11793364200
2009-08-12,11793364200
2009-08-13,12007654652
2009-08-14,11634493692
2009-08-17,10995316998
2009-08-18,11095072898
2009-08-19,11276111384
2009-08-20,11294584699
2009-08-21,11896814763
2009-08-24,11708386951
2009-08-25,11335225991
2009-08-26,11335225991
2009-08-27,11176355484
2009-08-28,11508875151
2009-08-31,11194828799
2009-09-01,10662797331
2009-09-02,10540873453
2009-09-03,10599988060
2009-09-04,11202218125
2009-09-08,11508875151
2009-09-09,12051990608
2009-09-10,12351258308
2009-09-11,12402983590
2009-09-14,13252756073
2009-09-15,13581581077
2009-09-16,13648085011
2009-09-17,13843902148
2009-09-18,14065581926
2009-09-21,13670252989
2009-09-22,14169032489
2009-09-23,13810650181
2009-09-24,13574191751
2009-09-25,13300786692
2009-09-28,13873459452
2009-09-29,13854986137
2009-09-30,13707199618
2009-10-01,12087198558
2009-10-02,11694260285
2009-10-05,12306270339
2009-10-06,12351475627
2009-10-07,12396680915
2009-10-08,12817437827
2009-10-09,12939144371
2009-10-12,12893939083
2009-10-13,12831347146
2009-10-14,13394674582
2009-10-15,13359901283
2009-10-16,13057373586
2009-10-19,13373810603
2009-10-20,13272968037
2009-10-21,12619230025
2009-10-22,13092146885
2009-10-23,12445363533
2009-10-26,12316702328
2009-10-27,12295838349
2009-10-28,12024606621
2009-10-29,12494046151
2009-10-30,11617759028
2009-11-02,11788148191
2009-11-03,11812489500
2009-11-04,11711646934
2009-11-05,12320179658
2009-11-06,12271497040
2009-11-09,12820915156
2009-11-10,12845256465
2009-11-11,13217330759
2009-11-12,14152732489
2009-11-13,14086663222
2009-11-16,14284871023
2009-11-17,14559580081
2009-11-18,14281393693
2009-11-19,13895410080
2009-11-20,13818908823
2009-11-23,13839772802
2009-11-24,13846727462
2009-11-25,14111004531
2009-11-27,13638087671
2009-11-30,13745884897
2009-12-01,13895410080
2009-12-02,14097095211
2009-12-03,13676338300
2009-12-04,13596359713
2009-12-07,13864114111
2009-12-08,13627655682
2009-12-09,13547677095
2009-12-10,13196466780
2009-12-11,13186034791
2009-12-14,13603314373
2009-12-15,13245149398
2009-12-16,13498994477
2009-12-17,13102578874
2009-12-18,12973917670
2009-12-21,13238194738
2009-12-22,13349469294
2009-12-23,13780658195
2009-12-24,13860636782
2009-12-28,14107527201
2009-12-29,14173596468
2009-12-30,13999729976
2009-12-31,13672860970
2010-01-04,15466184513
2010-01-05,16155308822
2010-01-06,16442133535
2010-01-07,16453308524
2010-01-08,16512908464
2010-01-11,16304308673
2010-01-12,16356458621
2010-01-13,16300583677
2010-01-14,16181383796
2010-01-15,15898284080
2010-01-19,16263333714
2010-01-20,16091983886
2010-01-21,15197984781
2010-01-22,14713735266
2010-01-25,15060159919
2010-01-26,14888810091
2010-01-27,14970760009
2010-01-28,14508860471
2010-01-29,14359860620
2010-02-01,15175634803
2010-02-02,14613160367
2010-02-03,14620610359
2010-02-04,14106560874
2010-02-05,14058135922
2010-02-08,13875611105
2010-02-09,14732360247
2010-02-10,14583360397
2010-02-11,14769610210
2010-02-12,14732360247
2010-02-16,15097409882
2010-02-17,15235234744
2010-02-18,15659884319
2010-02-19,15492259486
2010-02-22,15563034416
2010-02-23,15309734669
2010-02-24,15373059606
2010-02-25,15011734968
2010-02-26,15008009971
2010-03-01,15209159770
2010-03-02,15309734669
2010-03-03,15697134281
2010-03-04,15667334311
2010-03-05,15902009076
2010-03-08,15637534341
2010-03-09,15488534490
2010-03-10,15402859576
2010-03-11,15585384393
2010-03-12,15816334162
2010-03-15,15902009076
2010-03-16,16136683841
2010-03-17,16129233849
2010-03-18,15902009076
2010-03-19,15346984632
2010-03-22,15685959292
2010-03-23,15887109091
2010-03-24,16091983886
2010-03-25,15838684140
2010-03-26,15935534043
2010-03-29,15648709330
2010-03-30,15775359203
2010-03-31,15674784304
2010-04-01,16179484478
2010-04-05,16543363447
2010-04-06,16633395357
2010-04-07,16434574889
2010-04-08,16404564253
2010-04-09,16430823560
2010-04-12,16408315582
2010-04-13,16333288991
2010-04-14,16655903335
2010-04-15,16719675938
2010-04-16,16303278354
2010-04-19,16427072230
2010-04-20,16205743785
2010-04-21,16179484478
2010-04-22,16164479160
2010-04-23,16633395357
2010-04-26,16723427267
2010-04-27,16051939272
2010-04-28,16989771667
2010-04-29,16986020338
2010-04-30,16457082867
2010-05-03,16772194552
2010-05-04,15646795678
2010-05-05,15166625491
2010-05-06,14243798415
2010-05-07,13613575045
2010-05-10,14648942009
2010-05-11,14889027103
2010-05-12,15391705266
2010-05-13,15507996483
2010-05-14,14596423395
2010-05-17,14360089632
2010-05-18,14270057722
2010-05-19,14168771823
2010-05-20,13718612274
2010-05-21,14131258527
2010-05-24,13804892854
2010-05-25,14300068358
2010-05-26,14157517834
2010-05-27,14982810342
2010-05-28,14363840961
2010-06-01,13666093659
2010-06-02,14123755868
2010-06-03,13921184071
2010-06-04,13260950065
2010-06-07,13047124279
2010-06-08,13426008566
2010-06-09,13579813079
2010-06-10,14086242572
2010-06-11,14262555063
2010-06-14,13827400831
2010-06-15,14300068358
2010-06-16,14262555063
2010-06-17,14232544426
2010-06-18,14412608246
2010-06-21,14390100268
2010-06-22,14007464651
2010-06-23,14033723958
2010-06-24,13501035158
2010-06-25,13523543135
2010-06-28,13624829034
2010-06-29,12897071096
2010-06-30,12660737332
2010-07-01,12445587554
2010-07-02,12291427708
2010-07-06,12336547663
2010-07-07,12998307001
2010-07-08,13370546629
2010-07-09,13885666114
2010-07-12,13776626223
2010-07-13,14291745708
2010-07-14,14445905554
2010-07-15,14246625753
2010-07-16,13468306531
2010-07-19,13445746554
2010-07-20,13686386313
2010-07-21,13656306343
2010-07-22,14254145745
2010-07-23,14408305591
2010-07-26,14581265418
2010-07-27,14633905366
2010-07-28,14491025508
2010-07-29,14592545407
2010-07-30,14622625377
2010-08-02,15156544843
2010-08-03,13645026354
2010-08-04,13265266734
2010-08-05,13517186482
2010-08-06,13611186388
2010-08-09,13911986088
2010-08-10,13904466095
2010-08-11,13472066527
2010-08-12,13366786633
2010-08-13,13460786539
2010-08-16,13472066527
2010-08-17,13645026354
2010-08-18,13761586238
2010-08-19,13329186670
2010-08-20,13069746930
2010-08-23,12862947137
2010-08-24,12370387629
2010-08-25,12370387629
2010-08-26,12701267298
2010-08-27,13227666772
2010-08-30,13017106982
2010-08-31,13039666960
2010-09-01,13690146309
2010-09-02,13848066151
2010-09-03,14163905836
2010-09-07,13637506362
2010-09-08,13784146215
2010-09-09,13746546253
2010-09-10,13904466095
2010-09-13,14227825772
2010-09-14,14193985806
2010-09-15,14002225997
2010-09-16,14130065869
2010-09-17,14295505704
2010-09-20,14536145463
2010-09-21,14581265418
2010-09-22,14637665362
2010-09-23,14430865569
2010-09-24,15017424982
2010-09-27,14938465061
2010-09-28,14908385091
2010-09-29,14656465343
2010-09-30,14694065305
2010-10-01,14888136084
2010-10-04,14670462302
2010-10-05,15203387768
2010-10-06,15462344508
2010-10-07,15567428403
2010-10-08,16036552933
2010-10-11,15942728027
2010-10-12,15920210050
2010-10-13,15923963046
2010-10-14,15653747317
2010-10-15,15717548253
2010-10-18,15935222035
2010-10-19,15668759302
2010-10-20,16122871847
2010-10-21,16299262670
2010-10-22,16130377839
2010-10-25,16854706113
2010-10-26,16824682143
2010-10-27,16667056301
2010-10-28,16479406489
2010-10-29,16471900497
2010-11-01,16498171471
2010-11-02,16764634204
2010-11-03,16854706113
2010-11-04,17500221467
2010-11-05,17357607610
2010-11-08,17275041692
2010-11-09,16989813978
2010-11-10,16926013042
2010-11-11,16989813978
2010-11-12,16715845252
2010-11-15,16640785328
2010-11-16,16321780647
2010-11-17,16321780647
2010-11-18,16749622219
2010-11-19,16933519034
2010-11-22,16824682143
2010-11-23,16460641508
2010-11-24,16914754053
2010-11-26,16712092256
2010-11-29,16704586264
2010-11-30,16652044316
2010-12-01,17312571655
2010-12-02,17751672215
2010-12-03,17815473151
2010-12-06,17905545061
2010-12-07,18029393936
2010-12-08,17924310042
2010-12-09,18130724835
2010-12-10,18194525771
2010-12-13,18202031764
2010-12-14,18190772775
2010-12-15,18070676895
2010-12-16,18344645621
2010-12-17,18130724835
2010-12-20,18070676895
2010-12-21,18202031764
2010-12-22,18355904609
2010-12-23,18378422587
2010-12-27,18333386632
2010-12-28,18359657606
2010-12-29,18280844685
2010-12-30,18292103673
2010-12-31,18232055733
2011-01-03,18908084400
2011-01-04,18778941196
2011-01-05,18744756230
2011-01-06,19101799206
2011-01-07,18881496093
2011-01-10,19189160785
2011-01-11,19181564126
2011-01-12,19379077262
2011-01-13,19268925705
2011-01-14,19420858886
2011-01-18,19451245523
2011-01-19,19010639297
2011-01-20,18535848106
2011-01-21,18642201333
2011-01-24,18911882729
2011-01-25,19067614240
2011-01-26,19086605888
2011-01-27,19227144080
2011-01-28,18949866025
2011-01-31,19177765796
2011-02-01,19652556988
2011-02-02,19804490169
2011-02-03,19857666782
2011-02-04,20005801634
2011-02-07,20332457974
2011-02-08,20507181132
2011-02-09,20248894724
2011-02-10,20609736029
2011-02-11,20746475892
2011-02-14,20803450835
2011-02-15,20518576121
2011-02-16,20700895938
2011-02-17,20951585687
2011-02-18,20830039142
2011-02-22,20085566554
2011-02-23,19470237170
2011-02-24,19181564126
2011-02-25,19629767011
2011-02-28,20085566554
2011-03-01,19534808772
2011-03-02,19793095180
2011-03-03,20480592825
2011-03-04,20279281360
2011-03-07,20138743168
2011-03-08,20700895938
2011-03-09,20491987814
2011-03-10,19903246737
2011-03-11,19884255089
2011-03-14,19789296851
2011-03-15,19436052205
2011-03-16,19003042638
2011-03-17,19303110671
2011-03-18,19379077262
2011-03-21,19983011657
2011-03-22,19853868453
2011-03-23,19834876805
2011-03-24,19869061771
2011-03-25,20081768225
2011-03-28,20020994952
2011-03-29,20127348179
2011-03-30,20146339827
2011-03-31,20404626235
2011-04-01,20673619283
2011-04-04,20803907152
2011-04-05,21079810876
2011-04-06,20987842968
2011-04-07,20899707056
2011-04-08,21003170952
2011-04-11,20589315367
2011-04-12,20152467805
2011-04-13,20010683947
2011-04-14,20137139820
2011-04-15,20600811356
2011-04-18,20183123774
2011-04-19,20558659398
2011-04-20,20846059110
2011-04-21,21528154426
2011-04-25,21459178496
2011-04-26,21796394158
2011-04-27,21769570184
2011-04-28,22198753754
2011-04-29,22352033601
2011-05-02,22543633409
2011-05-03,22091457862
2011-05-04,21616290338
2011-05-05,21390202565
2011-05-06,21658442296
2011-05-09,21731250223
2011-05-10,22214081739
2011-05-11,21267578688
2011-05-12,21229258726
2011-05-13,20922699033
2011-05-16,20562491394
2011-05-17,19918716039
2011-05-18,20160131797
2011-05-19,20094987863
2011-05-20,19635148323
2011-05-23,19416724542
2011-05-24,19340084619
2011-05-25,19734780224
2011-05-26,19466540492
2011-05-27,19412892546
2011-05-31,19700292258
2011-06-01,19140820819
2011-06-02,19501028458
2011-06-03,19194468765
2011-06-06,19117828842
2011-06-07,19182972776
2011-06-08,19014364945
2011-06-09,19179140780
2011-06-10,19125492834
2011-06-13,19064180896
2011-06-14,19401396558
2011-06-15,18876413084
2011-06-16,18772949187
2011-06-17,18861085099
2011-06-20,19064180896
2011-06-21,19673468285
2011-06-22,19619820339
2011-06-23,19424388535
2011-06-24,19209796750
2011-06-27,19144652815
2011-06-28,19336252623
2011-06-29,19516356442
2011-06-30,19631316327
2011-07-01,19850268103
2011-07-05,19842586110
2011-07-06,19927088026
2011-07-07,20315028637
2011-07-08,19884837068
2011-07-11,19174252780
2011-07-12,18609626346
2011-07-13,18721015235
2011-07-14,18886178069
2011-07-15,19101273853
2011-07-18,18732538223
2011-07-19,18997566957
2011-07-20,19197298757
2011-07-21,19539147415
2011-07-22,19446963507
2011-07-25,19669741284
2011-07-26,19596762357
2011-07-27,19124319830
2011-07-28,19331733622
2011-07-29,19059022896
2011-08-01,19204980750
2011-08-02,18402212554
2011-08-03,18459827496
2011-08-04,16566216394
2011-08-05,16516283445
2011-08-08,14795517169
2011-08-09,16047681914
2011-08-10,15371666592
2011-08-11,16082250880
2011-08-12,16086091876
2011-08-15,16439463521
2011-08-16,16024635937
2011-08-17,16151388810
2011-08-18,14695651269
2011-08-19,14353802612
2011-08-22,13985066982
2011-08-23,14411417554
2011-08-24,14664923300
2011-08-25,14430622535
2011-08-26,14661082304
2011-08-29,15475373488
2011-08-30,15444645519
2011-08-31,15548352415
2011-09-01,15087432877
2011-09-02,14599626366
2011-09-06,14288505678
2011-09-07,14795517169
2011-09-08,14703333262
2011-09-09,14084932882
2011-09-12,14081091885
2011-09-13,14380689585
2011-09-14,14707174258
2011-09-15,15164252800
2011-09-16,15467691496
2011-09-19,15152729811
2011-09-20,14906906058
2011-09-21,13958180009
2011-09-22,12583103387
2011-09-23,12859655110
2011-09-26,13397394571
2011-09-27,13985066982
2011-09-28,12986407983
2011-09-29,12974884994
2011-09-30,12275823695
2011-10-03,11777695861
2011-10-04,12481818155
2011-10-05,13412952555
2011-10-06,13863129104
2011-10-07,13555316079
2011-10-10,14340239292
2011-10-11,14455669177
2011-10-12,14940474691
2011-10-13,14601880363
2011-10-14,15155943808
2011-10-17,14524927107
2011-10-18,15205963425
2011-10-19,14559556073
2011-10-20,14471059828
2011-10-21,14913541051
2011-10-24,15275221355
2011-10-25,14505688793
2011-10-26,14721157911
2011-10-27,15933171696
2011-10-28,16013972615
2011-10-31,15263678367
2011-11-01,14971255993
2011-11-02,15329088635
2011-11-03,15671530625
2011-11-04,15429127868
2011-11-07,15444518519
2011-11-08,15644596985
2011-11-09,14882759749
2011-11-10,15005884959
2011-11-11,15432975530
2011-11-14,15255983041
2011-11-15,15155943808
2011-11-16,14759634539
2011-11-17,14340239292
2011-11-18,14209418757
2011-11-21,13832347801
2011-11-22,13770785196
2011-11-23,13470667497
2011-11-25,13397561904
2011-11-28,14043969256
2011-11-29,14097836535
2011-11-30,15171334459
2011-12-01,15094381203
2011-12-02,15194420436
2011-12-05,15325240972
2011-12-06,15359869937
2011-12-07,15225201739
2011-12-08,14655747643
2011-12-09,14836587795
2011-12-12,14421040211
2011-12-13,14097836535
2011-12-14,13897758069
2011-12-15,14124770175
2011-12-16,14432583200
2011-12-19,14093988873
2011-12-20,14759634539
2011-12-21,14936627028
2011-12-22,15363717600
2011-12-23,15790808172
2011-12-27,15790808172
2011-12-28,15425280205
2011-12-29,15729245567
2011-12-30,15748483881
2012-01-03,16403500566
2012-01-04,16492502810
2012-01-05,16596983706
2012-01-06,16697594938
2012-01-09,16689855613
2012-01-10,17061343241
2012-01-11,17309001659
2012-01-12,17928147706
2012-01-13,17630183671
2012-01-17,17970713996
2012-01-18,18253199380
2012-01-19,18160327473
2012-01-20,18384767915
2012-01-23,18226111740
2012-01-24,18380898252
2012-01-25,18578251054
2012-01-26,18396376903
2012-01-27,18423464543
2012-01-30,18276417357
2012-01-31,18454421845
2012-02-01,18690471275
2012-02-02,18469900496
2012-02-03,18822039810
2012-02-06,18709819589
2012-02-07,18644035322
2012-02-08,18694340938
2012-02-09,18953608345
2012-02-10,18721428578
2012-02-13,18825909473
2012-02-14,18500857798
2012-02-15,18535684764
2012-02-16,18965217333
2012-02-17,19274790356
2012-02-21,19081307217
2012-02-22,18539554426
2012-02-23,18644035322
2012-02-24,18624687008
2012-02-27,18825909473
2012-02-28,18914911717
2012-02-29,18454421845
2012-03-01,18775603857
2012-03-02,18833648798
2012-03-05,18551163415
2012-03-06,17897190403
2012-03-07,18237720729
2012-03-08,18644035322
2012-03-09,18756255543
2012-03-12,18508597124
2012-03-13,19054219577
2012-03-14,18969086996
2012-03-15,19274790356
2012-03-16,19437316194
2012-03-19,19514709449
2012-03-20,19437316194
2012-03-21,19294138670
2012-03-22,18980695984
2012-03-23,19282529682
2012-03-26,19646277984
2012-03-27,19359922938
2012-03-28,18787212845
2012-03-29,18822039810
2012-03-30,19073567891
2012-04-02,19401404593
2012-04-03,18890636104
2012-04-04,18641100354
2012-04-05,18543625451
2012-04-09,18025058970
2012-04-10,17588371407
2012-04-11,17681947313
2012-04-12,18126432868
2012-04-13,18418857576
2012-04-16,18641100354
2012-04-17,19206454788
2012-04-18,19202555792
2012-04-19,19397505597
2012-04-20,19592455402
2012-04-23,19284434710
2012-04-24,19214252780
2012-04-25,20017445977
2012-04-26,19335121659
2012-04-27,19268838726
2012-04-30,18797060198
2012-05-01,18781464213
2012-05-02,18504635490
2012-05-03,18231705763
2012-05-04,17939281056
2012-05-07,17915887079
2012-05-08,17814513180
2012-05-09,17826210169
2012-05-10,17861301134
2012-05-11,17837907157
2012-05-14,17572775422
2012-05-15,17128289867
2012-05-16,16726693269
2012-05-17,16305601690
2012-05-18,16340692655
2012-05-21,16945037050
2012-05-22,16909946085
2012-05-23,16933340062
2012-05-24,17506492489
2012-05-25,17366128629
2012-05-29,17744331251
2012-05-30,17323239672
2012-05-31,17233562762
2012-06-01,16843663152
2012-06-04,16917744077
2012-06-05,17112693882
2012-06-06,17584472411
2012-06-07,17666351329
2012-06-08,17814513180
2012-06-11,17506492489
2012-06-12,17814513180
2012-06-13,17564977430
2012-06-14,17756028239
2012-06-15,18247301748
2012-06-18,18321382673
2012-06-19,18652797342
2012-06-20,18730777264
2012-06-21,18258998736
2012-06-22,18208311787
2012-06-25,17888594106
2012-06-26,17377825617
2012-06-27,17065905929
2012-06-28,17011319984
2012-06-29,17479199516
2012-07-02,17527938467
2012-07-03,17629572365
2012-07-05,17610027385
2012-07-06,17527938467
2012-07-09,17348124647
2012-07-10,17000223995
2012-07-11,16847773147
2012-07-12,16578052417
2012-07-13,16867318128
2012-07-16,16636687359
2012-07-17,16828228167
2012-07-18,17097948897
2012-07-19,17422395573
2012-07-20,17199582796
2012-07-23,16925953069
2012-07-24,16714867280
2012-07-25,16836046159
2012-07-26,16230151765
2012-07-27,16175425820
2012-07-30,16042519953
2012-07-31,16007338988
2012-08-01,16296604699
2012-08-02,16175425820
2012-08-03,16593688402
2012-08-06,16683595312
2012-08-07,16722685273
2012-08-08,16644505351
2012-08-09,16609324386
2012-08-10,16538962456
2012-08-13,16382602613
2012-08-14,16511599484
2012-08-15,16503781491
2012-08-16,16714867280
2012-08-17,16777411218
2012-08-20,16789138206
2012-08-21,16816501179
2012-08-22,16800865194
2012-08-23,16570234425
2012-08-24,16624960370
2012-08-27,16370875624
2012-08-28,16277059718
2012-08-29,16308331687
2012-08-30,16335694660
2012-08-31,16304422691
2012-09-04,15933068062
2012-09-05,15823616172
2012-09-06,16425601570
2012-09-07,16871227124
2012-09-10,16855591140
2012-09-11,16820410175
2012-09-12,16789138206
2012-09-13,17484939510
2012-09-14,17938383057
2012-09-17,17316852678
2012-09-18,17254308741
2012-09-19,17223036772
2012-09-20,17176128819
2012-09-21,16832137163
2012-09-24,16808683187
2012-09-25,16570234425
2012-09-26,16187152808
2012-09-27,16214515781
2012-09-28,16105063890
2012-10-01,16311242283
2012-10-02,16225229021
2012-10-03,15971098927
2012-10-04,16233048408
2012-10-05,16244777489
2012-10-08,16135306064
2012-10-09,15799072403
2012-10-10,15623136185
2012-10-11,15701330059
2012-10-12,15623136185
2012-10-15,15756065772
2012-10-16,16639656557
2012-10-17,16823412163
2012-10-18,16811683082
2012-10-19,16612288701
2012-10-22,16545823907
2012-10-23,15885085665
2012-10-24,16624017782
2012-10-25,16502817276
2012-10-26,16451991257
2012-10-31,16299513202
2012-11-01,16753037675
2012-11-02,16549733601
2012-11-05,16725669819
2012-11-06,16979799912
2012-11-07,16850780019
2012-11-08,16440262176
2012-11-09,16334700445
2012-11-12,16018015252
2012-11-13,16041473415
2012-11-14,15732607609
2012-11-15,15517574454
2012-11-16,15431561191
2012-11-19,16010195865
2012-11-20,16018015252
2012-11-21,16033654027
2012-11-23,16346429526
2012-11-26,16459810645
2012-11-27,16530185132
2012-11-28,16620108088
2012-11-29,16690482576
2012-11-30,16796044307
2012-12-03,16299513202
2012-12-04,16299513202
2012-12-05,16405074933
2012-12-06,16491088195
2012-12-07,16858599406
2012-12-10,17030625931
2012-12-11,17273026943
2012-12-12,17331672349
2012-12-13,17265207555
2012-12-14,17480240711
2012-12-17,17703093254
2012-12-18,18242630990
2012-12-19,18043236610
2012-12-20,18074514160
2012-12-21,17796925904
2012-12-24,17902487635
2012-12-26,18035417222
2012-12-27,17871210085
2012-12-28,17593621830
2012-12-31,17988500897
2013-01-02,18515692470
2013-01-03,18570810415
2013-01-04,18842463143
2013-01-07,18818841166
2013-01-08,18543251442
2013-01-09,18767660218
2013-01-10,18956636028
2013-01-11,18968447017
2013-01-14,19204666780
2013-01-15,19098367887
2013-01-16,18858211127
2013-01-17,18940888044
2013-01-18,18936951048
2013-01-22,19019627965
2013-01-23,19094430891
2013-01-24,19287343697
2013-01-25,19373957611
2013-01-28,19283406701
2013-01-29,19456634528
2013-01-30,19389705595
2013-01-31,18039315946
2013-02-01,18259787726
2013-02-04,17999945986
2013-02-05,18102307883
2013-02-06,18224354761
2013-02-07,18039315946
2013-02-08,18161362824
2013-02-11,18196795789
2013-02-12,18354275631
2013-02-13,18488133497
2013-02-14,18200732785
2013-02-15,18015693970
2013-02-19,18039315946
2013-02-20,17724356262
2013-02-21,17279475707
2013-02-22,17578687407
2013-02-25,17165302821
2013-02-26,17307034679
2013-02-27,17822781163
2013-02-28,17771600214
2013-03-01,17822781163
2013-03-04,17881836104
2013-03-05,18039315946
2013-03-06,18326716659
2013-03-07,18208606777
2013-03-08,18358212627
2013-03-11,18484196501
2013-03-12,18621991363
2013-03-13,18606243379
2013-03-14,18862148123
2013-03-15,18940888044
2013-03-18,18637739348
2013-03-19,18594432391
2013-03-20,18736164249
2013-03-21,18196795789
2013-03-22,18366086619
2013-03-25,18090496895
2013-03-26,17929080057
2013-03-27,17803096183
2013-03-28,17838529147
2013-04-01,17649150337
2013-04-02,17411930574
2013-04-03,17439606213
2013-04-04,17684733301
2013-04-05,17384254935
2013-04-08,17261691391
2013-04-09,17688686964
2013-04-10,17906138413
2013-04-11,17925906727
2013-04-12,17862648123
2013-04-15,16980981339
2013-04-16,17028425291
2013-04-17,17048193605
2013-04-18,16980981339
2013-04-19,17186571800
2013-04-22,17435652551
2013-04-23,17811250508
2013-04-24,18099867886
2013-04-25,19112005540
2013-04-26,18803619848
2013-04-29,19056654262
2013-04-30,19076422575
2013-05-01,18649427003
2013-05-02,18633612352
2013-05-03,19108051877
2013-05-06,19135727516
2013-05-07,19432252219
2013-05-08,19416437568
2013-05-09,19645750005
2013-05-10,19388761929
2013-05-13,19325503326
2013-05-14,19653657331
2013-05-15,19882969768
2013-05-16,19748545236
2013-05-17,20151818832
2013-05-20,20033208951
2013-05-21,20132050519
2013-05-22,19760406224
2013-05-23,19748545236
2013-05-24,19736684248
2013-05-28,19712962272
2013-05-29,19657610994
2013-05-30,19578537739
2013-05-31,19388761929
2013-06-03,19321549663
2013-06-04,19475742509
2013-06-05,18938044380
2013-06-06,19068515250
2013-06-07,19325503326
2013-06-10,19313642338
2013-06-11,19127820190
2013-06-12,19009210309
2013-06-13,19495510823
2013-06-14,19135727516
2013-06-17,19206893445
2013-06-18,19475742509
2013-06-19,19183171468
2013-06-20,18673148979
2013-06-21,18356855962
2013-06-24,18198709454
2013-06-25,18285690033
2013-06-26,18115682537
2013-06-27,18198709454
2013-06-28,18099867886
2013-07-01,18305731685
2013-07-02,18270109720
2013-07-03,18266151724
2013-07-05,18412597578
2013-07-08,18638203352
2013-07-09,19160658829
2013-07-10,19030044960
2013-07-11,19263566726
2013-07-12,19216070774
2013-07-15,19374390615
2013-07-16,19132952857
2013-07-17,19560416429
2013-07-18,19477298512
2013-07-19,19528752461
2013-07-22,19481256508
2013-07-23,19461466528
2013-07-24,19358558631
2013-07-25,19706862283
2013-07-26,19544584445
2013-07-29,19714778275
2013-07-30,19746442243
2013-07-31,19734568255
2013-08-01,19936426053
2013-08-02,20399511590
2013-08-05,20545957443
2013-08-06,20308477681
2013-08-07,20439091550
2013-08-08,20787395202
2013-08-09,21424632564
2013-08-12,21107992881
2013-08-13,21333598655
2013-08-14,21262354726
2013-08-15,20925925063
2013-08-16,20779479210
2013-08-19,20633033356
2013-08-20,20811143178
2013-08-21,20918009071
2013-08-22,20945715043
2013-08-23,21820432168
2013-08-26,21768978220
2013-08-27,21155488833
2013-08-28,21092160897
2013-08-29,21131740857
2013-08-30,21064454924
2013-09-03,21088202901
2013-09-04,21278186711
2013-09-05,21634406354
2013-09-06,21717524271
2013-09-09,21860012128
2013-09-10,22517039471
2013-09-11,22445795542
2013-09-12,21887718101
2013-09-13,22457669530
2013-09-16,22418089570
2013-09-17,22366635622
2013-09-18,23011788976
2013-09-19,22873259115
2013-09-20,22358719629
2013-09-23,22101449887
2013-09-24,22026247962
2013-09-25,22449753538
2013-09-26,22524955463
2013-09-27,21978752010
2013-09-30,21626490362
2013-10-01,21628062355
2013-10-02,21846247137
2013-10-03,21885917097
2013-10-04,22576174406
2013-10-07,22215177768
2013-10-08,21743105240
2013-10-09,21969224014
2013-10-10,22806260176
2013-10-11,23183124799
2013-10-14,23044279938
2013-10-15,22822128160
2013-10-16,23218827763
2013-10-17,23365606616
2013-10-18,23318002664
2013-10-21,23349738632
2013-10-22,23456847525
2013-10-23,23167256815
2013-10-24,22929237053
2013-10-25,22310385672
2013-10-28,22076332906
2013-10-29,22274682708
2013-10-30,22163606819
2013-10-31,22282616700
2013-11-01,21989058994
2013-11-04,21675666307
2013-11-05,21858148125
2013-11-06,22163606819
2013-11-07,21830379153
2013-11-08,22393692589
2013-11-11,22389725593
2013-11-12,22207243775
2013-11-13,22354022629
2013-11-14,22635679347
2013-11-15,22711052271
2013-11-18,22508735474
2013-11-19,22409560573
2013-11-20,22163606819
2013-11-21,22369890613
2013-11-22,22389725593
2013-11-25,22020794962
2013-11-26,21897818085
