,BRO
2009-04-22,2646480100
2009-04-23,2604023200
2009-04-24,2584209980
2009-04-27,2584209980
2009-04-28,2606853660
2009-04-29,2759698500
2009-04-30,2754037580
2009-05-01,2683276080
2009-05-04,2629497339
2009-05-05,2575718600
2009-05-06,2601192740
2009-05-07,2589870900
2009-05-08,2703089300
2009-05-11,2654971480
2009-05-12,2643649640
2009-05-13,2618175500
2009-05-14,2643649640
2009-05-15,2637988720
2009-05-18,2688937000
2009-05-19,2626666880
2009-05-20,2618175500
2009-05-21,2657801940
2009-05-22,2629497339
2009-05-26,2686106540
2009-05-27,2621005960
2009-05-28,2660632400
2009-05-29,2728563440
2009-06-01,2768189880
2009-06-02,2810646780
2009-06-03,2796494480
2009-06-04,2816307700
2009-06-05,2796494480
2009-06-08,2802155400
2009-06-09,2802155400
2009-06-10,2827629540
2009-06-11,2821968620
2009-06-12,2799324940
2009-06-15,2776681260
2009-06-16,2739885280
2009-06-17,2759698500
2009-06-18,2773850800
2009-06-19,2802155400
2009-06-22,2759698500
2009-06-23,2725732980
2009-06-24,2742715740
2009-06-25,2785172640
2009-06-26,2759698500
2009-06-29,2802155400
2009-06-30,2734597680
2009-07-01,2720869780
2009-07-02,2657721440
2009-07-06,2652230280
2009-07-07,2605555420
2009-07-08,2583590780
2009-07-09,2553389400
2009-07-10,2545152660
2009-07-13,2622028900
2009-07-14,2608301000
2009-07-15,2649484700
2009-07-16,2665958180
2009-07-17,2652230280
2009-07-20,2652230280
2009-07-21,2602809840
2009-07-22,2613792160
2009-07-23,2652230280
2009-07-24,2652230280
2009-07-27,2660467020
2009-07-28,2665958180
2009-07-29,2687922820
2009-07-30,2682431660
2009-07-31,2633011220
2009-08-03,2685177240
2009-08-04,2707141880
2009-08-05,2709887460
2009-08-06,2685177240
2009-08-07,2707141880
2009-08-10,2682431660
2009-08-11,2674194920
2009-08-12,2676940500
2009-08-13,2696159560
2009-08-14,2687922820
2009-08-17,2652230280
2009-08-18,2646739120
2009-08-19,2668703760
2009-08-20,2665958180
2009-08-21,2709887460
2009-08-24,2729106520
2009-08-25,2731852100
2009-08-26,2709887460
2009-08-27,2715378620
2009-08-28,2734597680
2009-08-31,2729106520
2009-09-01,2649484700
2009-09-02,2641247960
2009-09-03,2641247960
2009-09-04,2668703760
2009-09-08,2643993540
2009-09-09,2660467020
2009-09-10,2665958180
2009-09-11,2643993540
2009-09-14,2665958180
2009-09-15,2635756800
2009-09-16,2682431660
2009-09-17,2663212600
2009-09-18,2635756800
2009-09-21,2630265640
2009-09-22,2619283320
2009-09-23,2605555420
2009-09-24,2602809840
2009-09-25,2572608460
2009-09-28,2638502380
2009-09-29,2627520060
2009-09-30,2628234680
2009-10-01,2628234680
2009-10-02,2614517380
2009-10-05,2611773920
2009-10-06,2647438900
2009-10-07,2650182360
2009-10-08,2674873500
2009-10-09,2691334260
2009-10-12,2688590800
2009-10-13,2663899660
2009-10-14,2691334260
2009-10-15,2702308100
2009-10-16,2663899660
2009-10-19,2658412740
2009-10-20,2595313160
2009-10-21,2562391640
2009-10-22,2576108940
2009-10-23,2559648180
2009-10-26,2518496280
2009-10-27,2526726660
2009-10-28,2502035520
2009-10-29,2540443960
2009-10-30,2521239740
2009-11-02,2507522440
2009-11-03,2507522440
2009-11-04,2504778980
2009-11-05,2521239740
2009-11-06,2526726660
2009-11-09,2562391640
2009-11-10,2567878560
2009-11-11,2567878560
2009-11-12,2507522440
2009-11-13,2496548600
2009-11-16,2504778980
2009-11-17,2504778980
2009-11-18,2482831300
2009-11-19,2458140160
2009-11-20,2444422860
2009-11-23,2469114000
2009-11-24,2458140160
2009-11-25,2469114000
2009-11-27,2416988260
2009-11-30,2449909780
2009-12-01,2438935940
2009-12-02,2449909780
2009-12-03,2444422860
2009-12-04,2458140160
2009-12-07,2430705560
2009-12-08,2422475180
2009-12-09,2441679400
2009-12-10,2469114000
2009-12-11,2438935940
2009-12-14,2455396700
2009-12-15,2444422860
2009-12-16,2466370540
2009-12-17,2466370540
2009-12-18,2452653240
2009-12-21,2460883620
2009-12-22,2482831300
2009-12-23,2502035520
2009-12-24,2523983200
2009-12-28,2499292060
2009-12-29,2513009360
2009-12-30,2507522440
2009-12-31,2474461540
2010-01-04,2477214000
2010-01-05,2460699240
2010-01-06,2438679560
2010-01-07,2441432020
2010-01-08,2427669720
2010-01-11,2438679560
2010-01-12,2441432020
2010-01-13,2455194320
2010-01-14,2466204160
2010-01-15,2446936940
2010-01-19,2457946780
2010-01-20,2449689400
2010-01-21,2466204160
2010-01-22,2463451700
2010-01-25,2463451700
2010-01-26,2452441860
2010-01-27,2449689400
2010-01-28,2424917260
2010-01-29,2422164800
2010-02-01,2424917260
2010-02-02,2444184480
2010-02-03,2455194320
2010-02-04,2457946780
2010-02-05,2444184480
2010-02-08,2444184480
2010-02-09,2444184480
2010-02-10,2435927100
2010-02-11,2435927100
2010-02-12,2435927100
2010-02-16,2279036880
2010-02-17,2276284420
2010-02-18,2270779500
2010-02-19,2301056560
2010-02-22,2306561480
2010-02-23,2314818860
2010-02-24,2334086080
2010-02-25,2325828700
2010-02-26,2309313940
2010-03-01,2317571320
2010-03-02,2328581160
2010-03-03,2350600840
2010-03-04,2364363140
2010-03-05,2389135280
2010-03-08,2380877900
2010-03-09,2400145120
2010-03-10,2416659880
2010-03-11,2433174640
2010-03-12,2433174640
2010-03-15,2435927100
2010-03-16,2441432020
2010-03-17,2460699240
2010-03-18,2466204160
2010-03-19,2474461540
2010-03-22,2466204160
2010-03-23,2477214000
2010-03-24,2471709080
2010-03-25,2457946780
2010-03-26,2449689400
2010-03-29,2452441860
2010-03-30,2474461540
2010-03-31,2467315200
2010-04-01,2442531900
2010-04-05,2448039300
2010-04-06,2467315200
2010-04-07,2478330000
2010-04-08,2492098500
2010-04-09,2519635500
2010-04-12,2536157700
2010-04-13,2558187300
2010-04-14,2585724300
2010-04-15,2596739100
2010-04-16,2560941000
2010-04-19,2602246500
2010-04-20,2690364900
2010-04-21,2679350100
2010-04-22,2723409300
2010-04-23,2759207400
2010-04-26,2734424100
2010-04-27,2712394500
2010-04-28,2726163000
2010-04-29,2789498100
2010-04-30,2772975900
2010-05-03,2772975900
2010-05-04,2759207400
2010-05-05,2720655600
2010-05-06,2616015000
2010-05-07,2616015000
2010-05-10,2679350100
2010-05-11,2695872300
2010-05-12,2728916700
2010-05-13,2728916700
2010-05-14,2687611200
2010-05-17,2720655600
2010-05-18,2690364900
2010-05-19,2704133400
2010-05-20,2627029800
2010-05-21,2629783500
2010-05-24,2635290900
2010-05-25,2613261300
2010-05-26,2629783500
2010-05-27,2717901900
2010-05-28,2698626000
2010-06-01,2665581600
2010-06-02,2695872300
2010-06-03,2728916700
2010-06-04,2657320500
2010-06-07,2610507600
2010-06-08,2621522400
2010-06-09,2585724300
2010-06-10,2698626000
2010-06-11,2715148200
2010-06-14,2753700000
2010-06-15,2808774000
2010-06-16,2789498100
2010-06-17,2778483300
2010-06-18,2783990700
2010-06-21,2770222200
2010-06-22,2734424100
2010-06-23,2723409300
2010-06-24,2715148200
2010-06-25,2723409300
2010-06-28,2726163000
2010-06-29,2665581600
2010-06-30,2643100020
2010-07-01,2643100020
2010-07-02,2609957700
2010-07-06,2618243280
2010-07-07,2662433040
2010-07-08,2676242340
2010-07-09,2690051640
2010-07-12,2665194900
2010-07-13,2750812560
2010-07-14,2714908380
2010-07-15,2690051640
2010-07-16,2618243280
2010-07-19,2634814440
2010-07-20,2761860000
2010-07-21,2687289780
2010-07-22,2775669300
2010-07-23,2789478600
2010-07-26,2795002320
2010-07-27,2761860000
2010-07-28,2761860000
2010-07-29,2750812560
2010-07-30,2764621860
2010-08-02,2778431160
2010-08-03,2748050700
2010-08-04,2778431160
2010-08-05,2772907440
2010-08-06,2772907440
2010-08-09,2830906500
2010-08-10,2797764180
2010-08-11,2728717680
2010-08-12,2698337220
2010-08-13,2679004200
2010-08-16,2679004200
2010-08-17,2717670240
2010-08-18,2734241400
2010-08-19,2698337220
2010-08-20,2690051640
2010-08-23,2692813500
2010-08-24,2662433040
2010-08-25,2656909320
2010-08-26,2648623740
2010-08-27,2698337220
2010-08-30,2643100020
2010-08-31,2629290720
2010-09-01,2676242340
2010-09-02,2745288840
2010-09-03,2739765120
2010-09-07,2692813500
2010-09-08,2698337220
2010-09-09,2734241400
2010-09-10,2756336280
2010-09-13,2781193020
2010-09-14,2786716740
2010-09-15,2789478600
2010-09-16,2786716740
2010-09-17,2800526040
2010-09-20,2808811620
2010-09-21,2808811620
2010-09-22,2767383720
2010-09-23,2728717680
2010-09-24,2783954880
2010-09-27,2742526980
2010-09-28,2720432100
2010-09-29,2745288840
2010-09-30,2786064800
2010-10-01,2783306320
2010-10-04,2752963040
2010-10-05,2797098720
2010-10-06,2810891120
2010-10-07,2819166560
2010-10-08,2799857200
2010-10-11,2802615680
2010-10-12,2824683520
2010-10-13,2855026800
2010-10-14,2843992880
2010-10-15,2860543760
2010-10-18,2860543760
2010-10-19,2965366000
2010-10-20,2998467760
2010-10-21,3001226240
2010-10-22,3048120400
2010-10-25,3045361920
2010-10-26,3072946720
2010-10-27,3081222160
2010-10-28,3083980640
2010-10-29,3072946720
2010-11-01,3067429760
2010-11-02,3064671280
2010-11-03,3097773040
2010-11-04,3169493520
2010-11-05,3177768960
2010-11-08,3177768960
2010-11-09,3130874800
2010-11-10,3158459600
2010-11-11,3141908720
2010-11-12,3111565440
2010-11-15,3152942640
2010-11-16,3089497600
2010-11-17,3095014560
2010-11-18,3147425680
2010-11-19,3108806960
2010-11-22,3108806960
2010-11-23,3119840880
2010-11-24,3180527440
2010-11-26,3133633280
2010-11-29,3161218080
2010-11-30,3155701120
2010-12-01,3238455520
2010-12-02,3282591200
2010-12-03,3232938560
2010-12-06,3191561360
2010-12-07,3186044400
2010-12-08,3235697040
2010-12-09,3241214000
2010-12-10,3274315760
2010-12-13,3290866640
2010-12-14,3318451440
2010-12-15,3290866640
2010-12-16,3296383600
2010-12-17,3304659040
2010-12-20,3299142080
2010-12-21,3323968400
2010-12-22,3337760800
2010-12-23,3321209920
2010-12-27,3332243840
2010-12-28,3329485360
2010-12-29,3337760800
2010-12-30,3326726880
2010-12-31,3312122940
2011-01-03,3397900560
2011-01-04,3303821880
2011-01-05,3339793140
2011-01-06,3359162280
2011-01-07,3339793140
2011-01-10,3372997380
2011-01-11,3395133540
2011-01-12,3389599500
2011-01-13,3370230360
2011-01-14,3408968640
2011-01-18,3433871820
2011-01-19,3406201620
2011-01-20,3389599500
2011-01-21,3370230360
2011-01-24,3381298440
2011-01-25,3456007980
2011-01-26,3458775000
2011-01-27,3444939900
2011-01-28,3417269700
2011-01-31,3425570760
2011-02-01,3425570760
2011-02-02,3384065460
2011-02-03,3378531420
2011-02-04,3411735660
2011-02-07,3414502680
2011-02-08,3450473940
2011-02-09,3491979240
2011-02-10,3472610100
2011-02-11,3491979240
2011-02-14,3503047320
2011-02-15,3583290900
2011-02-16,3624796200
2011-02-17,3655233420
2011-02-18,3666301500
2011-02-22,3627563220
2011-02-23,3569455800
2011-02-24,3563921760
2011-02-25,3627563220
2011-02-28,3616495140
2011-03-01,3561154740
2011-03-02,3505814340
2011-03-03,3586057920
2011-03-04,3505814340
2011-03-07,3494746260
2011-03-08,3558387720
2011-03-09,3505814340
2011-03-10,3447706920
2011-03-11,3516882420
2011-03-14,3505814340
2011-03-15,3469843080
2011-03-16,3453240960
2011-03-17,3442172880
2011-03-18,3442172880
2011-03-21,3464309040
2011-03-22,3442172880
2011-03-23,3447706920
2011-03-24,3436638840
2011-03-25,3472610100
2011-03-28,3467076060
2011-03-29,3491979240
2011-03-30,3547319640
2011-03-31,3570178200
2011-04-01,3639367700
2011-04-04,3686416560
2011-04-05,3705789620
2011-04-06,3703022040
2011-04-07,3725162680
2011-04-08,3672578660
2011-04-11,3664275920
2011-04-12,3617227060
2011-04-13,3650438020
2011-04-14,3617227060
2011-04-15,3617227060
2011-04-18,3592318840
2011-04-19,3478848060
2011-04-20,3500988700
2011-04-21,3478848060
2011-04-25,3462242580
2011-04-26,3476080480
2011-04-27,3487150800
2011-04-28,3559107880
2011-04-29,3578480940
2011-05-02,3525896920
2011-05-03,3514826600
2011-05-04,3509291440
2011-05-05,3492685960
2011-05-06,3514826600
2011-05-09,3512059020
2011-05-10,3542502400
2011-05-11,3512059020
2011-05-12,3559107880
2011-05-13,3545269980
2011-05-16,3597854000
2011-05-17,3559107880
2011-05-18,3633832540
2011-05-19,3614459480
2011-05-20,3586783680
2011-05-23,3545269980
2011-05-24,3550805140
2011-05-25,3561875460
2011-05-26,3597854000
2011-05-27,3608924320
2011-05-31,3653205600
2011-06-01,3575713360
2011-06-02,3603389160
2011-06-03,3592318840
2011-06-06,3578480940
2011-06-07,3567410620
2011-06-08,3525896920
2011-06-09,3523129340
2011-06-10,3473312900
2011-06-13,3478848060
2011-06-14,3514826600
2011-06-15,3459475000
2011-06-16,3476080480
2011-06-17,3462242580
2011-06-20,3473312900
2011-06-21,3567410620
2011-06-22,3548037560
2011-06-23,3548037560
2011-06-24,3484383220
2011-06-27,3476080480
2011-06-28,3481615640
2011-06-29,3531432080
2011-06-30,3558785400
2011-07-01,3589297200
2011-07-05,3553237800
2011-07-06,3575428200
2011-07-07,3614261400
2011-07-08,3589297200
2011-07-11,3506083200
2011-07-12,3506083200
2011-07-13,3492214200
2011-07-14,3442285800
2011-07-15,3386809800
2011-07-18,3306369600
2011-07-19,3051180000
2011-07-20,3006799200
2011-07-21,3053953800
2011-07-22,3023442000
2011-07-25,3028989600
2011-07-26,3059501400
2011-07-27,3070596600
2011-07-28,3037311000
2011-07-29,3026215800
2011-08-01,3009573000
2011-08-02,2948549400
2011-08-03,2976287400
2011-08-04,2895847200
2011-08-05,2801538000
2011-08-08,2549122200
2011-08-09,2671169400
2011-08-10,2571312600
2011-08-11,2723871600
2011-08-12,2698907400
2011-08-15,2768252400
2011-08-16,2746062000
2011-08-17,2784895200
2011-08-18,2657300400
2011-08-19,2657300400
2011-08-22,2676717000
2011-08-23,2765478600
2011-08-24,2793216600
2011-08-25,2768252400
2011-08-26,2832049800
2011-08-29,2912490000
2011-08-30,2909716200
2011-08-31,2912490000
2011-09-01,2868109200
2011-09-02,2771026200
2011-09-06,2734966800
2011-09-07,2812633200
2011-09-08,2762704800
2011-09-09,2718324000
2011-09-12,2685038400
2011-09-13,2657300400
2011-09-14,2635110000
2011-09-15,2640657600
2011-09-16,2635110000
2011-09-19,2582407800
2011-09-20,2582407800
2011-09-21,2504741400
2011-09-22,2413206000
2011-09-23,2435396400
2011-09-26,2518610400
2011-09-27,2562991200
2011-09-28,2482551000
2011-09-29,2524158000
2011-09-30,2470568800
2011-10-03,2359532000
2011-10-04,2459465120
2011-10-05,2487224320
2011-10-06,2520535360
2011-10-07,2448361440
2011-10-10,2537190880
2011-10-11,2520535360
2011-10-12,2526087200
2011-10-13,2564950080
2011-10-14,2559398240
2011-10-17,2487224320
2011-10-18,2731505280
2011-10-19,2775920000
2011-10-20,2861973520
2011-10-21,2984114000
2011-10-24,3086823040
2011-10-25,3025752800
2011-10-26,3092374880
2011-10-27,3167324720
2011-10-28,3142341440
2011-10-31,3064615680
2011-11-01,2981338080
2011-11-02,3050736080
2011-11-03,3078495280
2011-11-04,3042408320
2011-11-07,3022976880
2011-11-08,3078495280
2011-11-09,2997993600
2011-11-10,3014649120
2011-11-11,3078495280
2011-11-14,3014649120
2011-11-15,3000769520
2011-11-16,2942475200
2011-11-17,2914716000
2011-11-18,2925819680
2011-11-21,2839766160
2011-11-22,2803679200
2011-11-23,2737057120
2011-11-25,2742608960
2011-11-28,2795351440
2011-11-29,2775920000
2011-11-30,2895284560
2011-12-01,2914716000
2011-12-02,2945251120
2011-12-05,2978562160
2011-12-06,2978562160
2011-12-07,2978562160
2011-12-08,2953578880
2011-12-09,3022976880
2011-12-12,3034080560
2011-12-13,3025752800
2011-12-14,3017425040
2011-12-15,3020200960
2011-12-16,3036856480
2011-12-19,2997993600
2011-12-20,3084047120
2011-12-21,3089598960
2011-12-22,3106254480
2011-12-23,3122910000
2011-12-27,3109030400
2011-12-28,3078495280
2011-12-29,3142341440
2011-12-30,3142341440
2012-01-03,3160882740
2012-01-04,3096942280
2012-01-05,3110842380
2012-01-06,3113622400
2012-01-09,3138642580
2012-01-10,3185902920
2012-01-11,3210923100
2012-01-12,3185902920
2012-01-13,3169222800
2012-01-17,3141422600
2012-01-18,3183122900
2012-01-19,3160882740
2012-01-20,3216483140
2012-01-23,3216483140
2012-01-24,3213703120
2012-01-25,3230383240
2012-01-26,3224823200
2012-01-27,3216483140
2012-01-30,3174782840
2012-01-31,3166442780
2012-02-01,3241503320
2012-02-02,3274863560
2012-02-03,3247063360
2012-02-06,3405524500
2012-02-07,3411084540
2012-02-08,3424984640
2012-02-09,3458344880
2012-02-10,3441664760
2012-02-13,3452784840
2012-02-14,3388844380
2012-02-15,3344364060
2012-02-16,3372164260
2012-02-17,3372164260
2012-02-21,3341584040
2012-02-22,3330463960
2012-02-23,3333243980
2012-02-24,3336024000
2012-02-27,3305443780
2012-02-28,3294323700
2012-02-29,3285983640
2012-03-01,3336024000
2012-03-02,3319343880
2012-03-05,3324903920
2012-03-06,3288763660
2012-03-07,3274863560
2012-03-08,3297103720
2012-03-09,3316563860
2012-03-12,3319343880
2012-03-13,3358264160
2012-03-14,3347144080
2012-03-15,3383284340
2012-03-16,3374944280
2012-03-19,3336024000
2012-03-20,3327683940
2012-03-21,3316563860
2012-03-22,3266523500
2012-03-23,3283203620
2012-03-26,3322123900
2012-03-27,3291543680
2012-03-28,3319343880
2012-03-29,3313783840
2012-03-30,3305443780
2012-04-02,3324155400
2012-04-03,3377008080
2012-04-04,3454896240
2012-04-05,3413170440
2012-04-09,3343627440
2012-04-10,3265739280
2012-04-11,3299119920
2012-04-12,3326937120
2012-04-13,3268521000
2012-04-16,3343627440
2012-04-17,3538347840
2012-04-18,3527220960
2012-04-19,3602327400
2012-04-20,3624581160
2012-04-23,3624581160
2012-04-24,3685779000
2012-04-25,3724723080
2012-04-26,3763667160
2012-04-27,3785920920
2012-04-30,3752540280
2012-05-01,3780357480
2012-05-02,3746976840
2012-05-03,3735849960
2012-05-04,3691342440
2012-05-07,3674652120
2012-05-08,3657961800
2012-05-09,3746976840
2012-05-10,3716377920
2012-05-11,3682997280
2012-05-14,3652398360
2012-05-15,3638489760
2012-05-16,3577291920
2012-05-17,3513312360
2012-05-18,3510530640
2012-05-21,3516094080
2012-05-22,3524439240
2012-05-23,3552256440
2012-05-24,3596763960
2012-05-25,3574510200
2012-05-29,3613454280
2012-05-30,3560601600
2012-05-31,3560601600
2012-06-01,3530002680
2012-06-04,3491058600
2012-06-05,3527220960
2012-06-06,3602327400
2012-06-07,3585637080
2012-06-08,3613454280
2012-06-11,3543911280
2012-06-12,3613454280
2012-06-13,3646834920
2012-06-14,3705251040
2012-06-15,3680215560
2012-06-18,3669088680
2012-06-19,3699687600
2012-06-20,3699687600
2012-06-21,3663525240
2012-06-22,3713596200
2012-06-25,3613454280
2012-06-26,3674652120
2012-06-27,3710814480
2012-06-28,3744195120
2012-06-29,3794266080
2012-07-02,3824130300
2012-07-03,3852023300
2012-07-05,3854812600
2012-07-06,3804605200
2012-07-09,3790658700
2012-07-10,3785080100
2012-07-11,3793448000
2012-07-12,3785080100
2012-07-13,3804605200
2012-07-16,3723715500
2012-07-17,3732083400
2012-07-18,3723715500
2012-07-19,3656772300
2012-07-20,3609354200
2012-07-23,3575882600
2012-07-24,3514518000
2012-07-25,3525675200
2012-07-26,3536832400
2012-07-27,3600986300
2012-07-30,3584250500
2012-07-31,3520096600
2012-08-01,3514518000
2012-08-02,3531253800
2012-08-03,3559146800
2012-08-06,3550778900
2012-08-07,3525675200
2012-08-08,3489414300
2012-08-09,3492203600
2012-08-10,3492203600
2012-08-13,3464310600
2012-08-14,3517307300
2012-08-15,3575882600
2012-08-16,3575882600
2012-08-17,3578671900
2012-08-20,3556357500
2012-08-21,3556357500
2012-08-22,3600986300
2012-08-23,3581461200
2012-08-24,3600986300
2012-08-27,3614932800
2012-08-28,3620511400
2012-08-29,3603775600
2012-08-30,3642825800
2012-08-31,3659561600
2012-09-04,3665140200
2012-09-05,3653983000
2012-09-06,3695822500
2012-09-07,3662350900
2012-09-10,3587039800
2012-09-11,3665140200
2012-09-12,3693033200
2012-09-13,3720926200
2012-09-14,3720926200
2012-09-17,3698611800
2012-09-18,3645615100
2012-09-19,3701401100
2012-09-20,3681876000
2012-09-21,3679086700
2012-09-24,3651193700
2012-09-25,3642825800
2012-09-26,3623300700
2012-09-27,3645615100
2012-09-28,3637247200
2012-10-01,3642880480
2012-10-02,3665229440
2012-10-03,3723895460
2012-10-04,3765799760
2012-10-05,3768593380
2012-10-08,3771387000
2012-10-09,3723895460
2012-10-10,3737863560
2012-10-11,3726689080
2012-10-12,3668023060
2012-10-15,3673610300
2012-10-16,3587008080
2012-10-17,3561865500
2012-10-18,3556278260
2012-10-19,3525548440
2012-10-22,3539516540
2012-10-23,3525548440
2012-10-24,3511580340
2012-10-25,3536722920
2012-10-26,3533929300
2012-10-31,3570246360
2012-11-01,3592595320
2012-11-02,3581420840
2012-11-05,3617737900
2012-11-06,3676403920
2012-11-07,3640086860
2012-11-08,3651261340
2012-11-09,3642880480
2012-11-12,3620531520
2012-11-13,3614944280
2012-11-14,3587008080
2012-11-15,3640086860
2012-11-16,3620531520
2012-11-19,3651261340
2012-11-20,3695959260
2012-11-21,3709927360
2012-11-23,3760212520
2012-11-26,3721101840
2012-11-27,3670816680
2012-11-28,3651261340
2012-11-29,3687578400
2012-11-30,3749038040
2012-12-03,3737863560
2012-12-04,3698752880
2012-12-05,3690372020
2012-12-06,3684784780
2012-12-07,3670816680
2012-12-10,3654054960
2012-12-11,3651261340
2012-12-12,3614944280
2012-12-13,3656848580
2012-12-14,3600976180
2012-12-17,3648467720
2012-12-18,3668023060
2012-12-19,3628912380
2012-12-20,3617737900
2012-12-21,3581420840
2012-12-24,3598182560
2012-12-26,3561865500
2012-12-27,3545103780
2012-12-28,3536722920
2012-12-31,3584666160
2013-01-02,3686039280
2013-01-03,3705750720
2013-01-04,3759253200
2013-01-07,3747989520
2013-01-08,3739541760
2013-01-09,3711382560
2013-01-10,3745173600
2013-01-11,3700118880
2013-01-14,3717014400
2013-01-15,3742357679
2013-01-16,3742357679
2013-01-17,3790228320
2013-01-18,3770516880
2013-01-22,3849362640
2013-01-23,3871890000
2013-01-24,3854994480
2013-01-25,3821203440
2013-01-28,3821203440
2013-01-29,3840914880
2013-01-30,3852178560
2013-01-31,3849362640
2013-02-01,3871890000
2013-02-04,4080268080
2013-02-05,4136586480
2013-02-06,4142218320
2013-02-07,4122506880
2013-02-08,4094347679
2013-02-11,4102795440
2013-02-12,4114059120
2013-02-13,4150666080
2013-02-14,4114059120
2013-02-15,4136586480
2013-02-19,4181641200
2013-02-20,4136586480
2013-02-21,4128138720
2013-02-22,4178825280
2013-02-25,4105611360
2013-02-26,4161929760
2013-02-27,4178825280
2013-02-28,4223880000
2013-03-01,4198536720
2013-03-04,4223880000
2013-03-05,4288646160
2013-03-06,4252039200
2013-03-07,4249223280
2013-03-08,4319621280
2013-03-11,4322437200
2013-03-12,4305541680
2013-03-13,4311173520
2013-03-14,4319621280
2013-03-15,4308357600
2013-03-18,4378755600
2013-03-19,4333700880
2013-03-20,4347780480
2013-03-21,4375939680
2013-03-22,4443521760
2013-03-25,4449153600
2013-03-26,4494208320
2013-03-27,4494208320
2013-03-28,4511103840
2013-04-01,4478584800
2013-04-02,4436334000
2013-04-03,4343382240
2013-04-04,4346198960
2013-04-05,4320848480
2013-04-08,4315215040
2013-04-09,4326481920
2013-04-10,4436334000
2013-04-11,4484218240
2013-04-12,4410983520
2013-04-15,4320848480
2013-04-16,4357465840
2013-04-17,4292681280
2013-04-18,4270147520
2013-04-19,4295498000
2013-04-22,4292681280
2013-04-23,4264514080
2013-04-24,4272964240
2013-04-25,4318031760
2013-04-26,4289864560
2013-04-29,4323665200
2013-04-30,4365916000
2013-05-01,4340565520
2013-05-02,4394083200
2013-05-03,4430700560
2013-05-06,4453234320
2013-05-07,4444784160
2013-05-08,4484218240
2013-05-09,4487034960
2013-05-10,4487034960
2013-05-13,4529285759
2013-05-14,4577170000
2013-05-15,4619420800
2013-05-16,4565903120
2013-05-17,4551819520
2013-05-20,4512385440
2013-05-21,4557452960
2013-05-22,4605337200
2013-05-23,4633504400
2013-05-24,4582803440
2013-05-28,4594070320
2013-05-29,4546186080
2013-05-30,4596887040
2013-05-31,4546186080
2013-06-03,4495485120
2013-06-04,4467317920
2013-06-05,4425067120
2013-06-06,4472951360
2013-06-07,4546186080
2013-06-10,4523652320
2013-06-11,4526469040
2013-06-12,4532102480
2013-06-13,4591253600
2013-06-14,4563086400
2013-06-17,4616604080
2013-06-18,4667305040
2013-06-19,4549002800
2013-06-20,4456051040
2013-06-21,4439150720
2013-06-24,4354649120
2013-06-25,4391266480
2013-06-26,4413800240
2013-06-27,4537735920
2013-06-28,4540552640
2013-07-01,4606776960
2013-07-02,4575726380
2013-07-03,4536207460
2013-07-05,4626536420
2013-07-08,4589840280
2013-07-09,4629359200
2013-07-10,4637827540
2013-07-11,4733802060
2013-07-12,4764852640
2013-07-15,4767675420
2013-07-16,4739447620
2013-07-17,4747915960
2013-07-18,4747915960
2013-07-19,4815662680
2013-07-22,4804371560
2013-07-23,4742270400
2013-07-24,4699928700
2013-07-25,4699928700
2013-07-26,4657587000
2013-07-29,4623713640
2013-07-30,4657587000
2013-07-31,4657587000
2013-08-01,4759207080
2013-08-02,4759207080
2013-08-05,4728156500
2013-08-06,4697105920
2013-08-07,4697105920
2013-08-08,4705574260
2013-08-09,4697105920
2013-08-12,4637827540
2013-08-13,4663232560
2013-08-14,4668878120
2013-08-15,4567258040
2013-08-16,4564435260
2013-08-19,4561612480
2013-08-20,4570080820
2013-08-21,4544675800
2013-08-22,4581371940
2013-08-23,4570080820
2013-08-26,4555966920
2013-08-27,4443055720
2013-08-28,4476929080
2013-08-29,4445878500
2013-08-30,4395068460
2013-09-03,4352726760
2013-09-04,4352726760
2013-09-05,4395068460
2013-09-06,4440232940
2013-09-09,4519270780
2013-09-10,4592663060
2013-09-11,4536207460
2013-09-12,4584194720
2013-09-13,4547498580
2013-09-16,4572903600
2013-09-17,4632181980
2013-09-18,4668878120
2013-09-19,4618068080
2013-09-20,4623713640
2013-09-23,4536207460
2013-09-24,4541853020
2013-09-25,4547498580
2013-09-26,4541853020
2013-09-27,4544675800
2013-09-30,4537495500
2013-10-01,4633616900
2013-10-02,4644925300
2013-10-03,4650579500
2013-10-04,4650579500
2013-10-07,4588383300
2013-10-08,4582729100
2013-10-09,4540322600
2013-10-10,4636444000
2013-10-11,4664715000
2013-10-14,4721257000
2013-10-15,4571420700
2013-10-16,4608173000
2013-10-17,4650579500
2013-10-18,4698640200
2013-10-21,4695813100
2013-10-22,4715602800
2013-10-23,4681677600
2013-10-24,4661887900
2013-10-25,4619481400
2013-10-28,4622308500
2013-10-29,4622308500
2013-10-30,4605345900
2013-10-31,4514878700
2013-11-01,4506397400
2013-11-04,4452682500
2013-11-05,4384832100
2013-11-06,4390486300
2013-11-07,4387659200
2013-11-08,4435719900
2013-11-11,4472472200
2013-11-12,4472472200
2013-11-13,4497916100
2013-11-14,4540322600
2013-11-15,4529014200
2013-11-18,4486607700
2013-11-19,4424411500
2013-11-20,4413103100
2013-11-21,4432892800
2013-11-22,4475299300
2013-11-25,4492261900
2013-11-26,4458336700
2013-11-27,4461163800
2013-11-29,4469645100
2013-12-02,4472472200
2013-12-03,4398967600
2013-12-04,4348079800
2013-12-05,4356561100
