,UNH
2009-04-13,28512900000
2009-04-14,28665000000
2009-04-15,29378700000
2009-04-16,28501200000
2009-04-17,28243800000
2009-04-20,28325700000
2009-04-21,26676000000
2009-04-22,26687700000
2009-04-23,27097200000
2009-04-24,26980200000
2009-04-27,26921700000
2009-04-28,27951300000
2009-04-29,27927900000
2009-04-30,27518400000
2009-05-01,26874900000
2009-05-04,27752400000
2009-05-05,29905200000
2009-05-06,30338100000
2009-05-07,33216300000
2009-05-08,33777900000
2009-05-11,32280300000
2009-05-12,31964400000
2009-05-13,32362200000
2009-05-14,32526000000
2009-05-15,32186700000
2009-05-18,32537700000
2009-05-19,32128200000
2009-05-20,32502600000
2009-05-21,31496400000
2009-05-22,30771000000
2009-05-26,31812300000
2009-05-27,32163300000
2009-05-28,31812300000
2009-05-29,31122000000
2009-06-01,32175000000
2009-06-02,32877000000
2009-06-03,32175000000
2009-06-04,31905900000
2009-06-05,31707000000
2009-06-08,30478500000
2009-06-09,30396600000
2009-06-10,30104100000
2009-06-11,28138500000
2009-06-12,28325700000
2009-06-15,27506700000
2009-06-16,28103400000
2009-06-17,28103400000
2009-06-18,29776500000
2009-06-19,29753100000
2009-06-22,28735200000
2009-06-23,28711800000
2009-06-24,29027700000
2009-06-25,29238300000
2009-06-26,28980900000
2009-06-29,29390400000
2009-06-30,28801940000
2009-07-01,29009480000
2009-07-02,27568230000
2009-07-06,27775770000
2009-07-07,29021010000
2009-07-08,28444510000
2009-07-09,28755820000
2009-07-10,28444510000
2009-07-13,28836530000
2009-07-14,28559810000
2009-07-15,28721230000
2009-07-16,29113250000
2009-07-17,28928770000
2009-07-20,28640520000
2009-07-21,29505270000
2009-07-22,29978000000
2009-07-23,31188650000
2009-07-24,31499960000
2009-07-27,31845860000
2009-07-28,33529239999
2009-07-29,32756730000
2009-07-30,32399300000
2009-07-31,32353180000
2009-08-03,31546080000
2009-08-04,31050290000
2009-08-05,30185540000
2009-08-06,29954940000
2009-08-07,30566030000
2009-08-10,31211710000
2009-08-11,32076460000
2009-08-12,32041870000
2009-08-13,32710610000
2009-08-14,32353180000
2009-08-17,32837440000
2009-08-18,32491540000
2009-08-19,32491540000
2009-08-20,32733670000
2009-08-21,33344760000
2009-08-24,34232570000
2009-08-25,34497760000
2009-08-26,33356290000
2009-08-27,33367820000
2009-08-28,32491540000
2009-08-31,32284000000
2009-09-01,31511489999
2009-09-02,33044980000
2009-09-03,33287110000
2009-09-04,33298640000
2009-09-08,32099520000
2009-09-09,32745200000
2009-09-10,33563830000
2009-09-11,33517710000
2009-09-14,33160280000
2009-09-15,31938100000
2009-09-16,33771370000
2009-09-17,33829020000
2009-09-18,32952739999
2009-09-21,32964270000
2009-09-22,31799739999
2009-09-23,30762040000
2009-09-24,30012590000
2009-09-25,29217020000
2009-09-28,29747400000
2009-09-29,29609040000
2009-09-30,28370320000
2009-10-01,28087070000
2009-10-02,27509240000
2009-10-05,27237320000
2009-10-06,27622540000
2009-10-07,28381650000
2009-10-08,27373280000
2009-10-09,27951110000
2009-10-12,28585590000
2009-10-13,27520570000
2009-10-14,28177710000
2009-10-15,27815150000
2009-10-16,27701850000
2009-10-19,28234360000
2009-10-20,29412680000
2009-10-21,28460960000
2009-10-22,29129430000
2009-10-23,29288050000
2009-10-26,28676230000
2009-10-27,30024500000
2009-10-28,29322040000
2009-10-29,29990510000
2009-10-30,29401350000
2009-11-02,29933860000
2009-11-03,30489030000
2009-11-04,31576710000
2009-11-05,31961930000
2009-11-06,32483110000
2009-11-09,33004290000
2009-11-10,32823010000
2009-11-11,33276210000
2009-11-12,32585080000
2009-11-13,32947639999
2009-11-16,33026950000
2009-11-17,32823010000
2009-11-18,32709710000
2009-11-19,32437790000
2009-11-20,32358480000
2009-11-23,32947639999
2009-11-24,33491480000
2009-11-25,33468820000
2009-11-27,33355520000
2009-11-30,32483110000
2009-12-01,32517100000
2009-12-02,32052570000
2009-12-03,30964889999
2009-12-04,31112180000
2009-12-07,32063900000
2009-12-08,32245180000
2009-12-09,32290500000
2009-12-10,34341230000
2009-12-11,34533840000
2009-12-14,35066350000
2009-12-15,35485560000
2009-12-16,36482600000
2009-12-17,36052060000
2009-12-18,35734820000
2009-12-21,36448610000
2009-12-22,36618560000
2009-12-23,35825460000
2009-12-24,35893440000
2009-12-28,35564870000
2009-12-29,34953050000
2009-12-30,35134330000
2009-12-31,34899600000
2010-01-04,36101850000
2010-01-05,36044600000
2010-01-06,36399550000
2010-01-07,37796450000
2010-01-08,37441500000
2010-01-11,37693400000
2010-01-12,36697250000
2010-01-13,37258300000
2010-01-14,38151400000
2010-01-15,38643750000
2010-01-19,40223850000
2010-01-20,39559750000
2010-01-21,37899500000
2010-01-22,37968199999
2010-01-25,37785000000
2010-01-26,37143800000
2010-01-27,38059800000
2010-01-28,38277350000
2010-01-29,37785000000
2010-02-01,37933850000
2010-02-02,38987250000
2010-02-03,38151400000
2010-02-04,37166700000
2010-02-05,37258300000
2010-02-08,37109449999
2010-02-09,37785000000
2010-02-10,37452950000
2010-02-11,37922400000
2010-02-12,36846100000
2010-02-16,36216350000
2010-02-17,37269750000
2010-02-18,37430050000
2010-02-19,36571300000
2010-02-22,37876600000
2010-02-23,37567450000
2010-02-24,38494900000
2010-02-25,38300250000
2010-02-26,38769700000
2010-03-01,38975800000
2010-03-02,38872750000
2010-03-03,39044500000
2010-03-04,37727750000
2010-03-05,38632300000
2010-03-08,37899500000
2010-03-09,37876600000
2010-03-10,38059800000
2010-03-11,38357500000
2010-03-12,37681949999
2010-03-15,37246850000
2010-03-16,37842250000
2010-03-17,37498750000
2010-03-18,38460550000
2010-03-19,39376550000
2010-03-22,38128500000
2010-03-23,37968199999
2010-03-24,37464400000
2010-03-25,37922400000
2010-03-26,37361350000
2010-03-29,37601800000
2010-03-30,37853700000
2010-03-31,36819090000
2010-04-01,37179730000
2010-04-05,37348780000
2010-04-06,37653069999
2010-04-07,37112110000
2010-04-08,36762740000
2010-04-09,36357020000
2010-04-12,36357020000
2010-04-13,36244319999
2010-04-14,34993350000
2010-04-15,34520010000
2010-04-16,34632710000
2010-04-19,35196210000
2010-04-20,34914460000
2010-04-21,34103020000
2010-04-22,34328420000
2010-04-23,34880650000
2010-04-26,33640950000
2010-04-27,33584600000
2010-04-28,34305880000
2010-04-29,35275100000
2010-04-30,34159370000
2010-05-03,34103020000
2010-05-04,33235230000
2010-05-05,33810000000
2010-05-06,32953480000
2010-05-07,32705540000
2010-05-10,33674760000
2010-05-11,33640950000
2010-05-12,34170640000
2010-05-13,34012860000
2010-05-14,34249530000
2010-05-17,34305880000
2010-05-18,34012860000
2010-05-19,33798730000
2010-05-20,32637920000
2010-05-21,32344900000
2010-05-24,32491409999
2010-05-25,32536490000
2010-05-26,32446330000
2010-05-27,33043640000
2010-05-28,32761890000
2010-06-01,32660460000
2010-06-02,33708570000
2010-06-03,34328420000
2010-06-04,34193180000
2010-06-07,34328420000
2010-06-08,34813030000
2010-06-09,34407310000
2010-06-10,34598900000
2010-06-11,34565090000
2010-06-14,34474930000
2010-06-15,35151130000
2010-06-16,35376530000
2010-06-17,35500500000
2010-06-18,35308910000
2010-06-21,35106050000
2010-06-22,34531280000
2010-06-23,34046670000
2010-06-24,33539520000
2010-06-25,33674760000
2010-06-28,32897130000
2010-06-29,32266010000
2010-06-30,31666000000
2010-07-01,31052750000
2010-07-02,31554500000
2010-07-06,32212350000
2010-07-07,32558000000
2010-07-08,33093200000
2010-07-09,33416550000
2010-07-12,33494600000
2010-07-13,33606100000
2010-07-14,33806800000
2010-07-15,34431200000
2010-07-16,33829100000
2010-07-19,34364300000
2010-07-20,34375450000
2010-07-21,34230500000
2010-07-22,34565000000
2010-07-23,34475800000
2010-07-26,35089050000
2010-07-27,34319700000
2010-07-28,33817950000
2010-07-29,33940600000
2010-07-30,33951750000
2010-08-02,35055600000
2010-08-03,36148300000
2010-08-04,36694650000
2010-08-05,37263300000
2010-08-06,37296750000
2010-08-09,37341350000
2010-08-10,37162950000
2010-08-11,35668850000
2010-08-12,35824950000
2010-08-13,35713450000
2010-08-16,35568500000
2010-08-17,36070250000
2010-08-18,36282100000
2010-08-19,35445850000
2010-08-20,35245150000
2010-08-23,35122500000
2010-08-24,34609600000
2010-08-25,35635400000
2010-08-26,35512750000
2010-08-27,36092550000
2010-08-30,35579650000
2010-08-31,35367800000
2010-09-01,36337850000
2010-09-02,36638900000
2010-09-03,37809650000
2010-09-07,37664700000
2010-09-08,37742750000
2010-09-09,37932300000
2010-09-10,38456350000
2010-09-13,38712800000
2010-09-14,38590150000
2010-09-15,38211050000
2010-09-16,38177600000
2010-09-17,38054950000
2010-09-20,38946950000
2010-09-21,39314900000
2010-09-22,39783200000
2010-09-23,39515600000
2010-09-24,39838950000
2010-09-27,39415250000
2010-09-28,39069600000
2010-09-29,39248000000
2010-09-30,37813470000
2010-10-01,38158110000
2010-10-04,37199580000
2010-10-05,37770390000
2010-10-06,36564150000
2010-10-07,36984180000
2010-10-08,36994950000
2010-10-11,37318050000
2010-10-12,37716540000
2010-10-13,38039640000
2010-10-14,38535060000
2010-10-15,38750460000
2010-10-18,39041250000
2010-10-19,38018100000
2010-10-20,39558210000
2010-10-21,39299730000
2010-10-22,40129020000
2010-10-25,40452120000
2010-10-26,40462890000
2010-10-27,38696610000
2010-10-28,39041250000
2010-10-29,38825850000
2010-11-01,38890470000
2010-11-02,39849000000
2010-11-03,39482820000
2010-11-04,39633600000
2010-11-05,39698220000
2010-11-08,39978240000
2010-11-09,39827460000
2010-11-10,40021320000
2010-11-11,40355190000
2010-11-12,39493590000
2010-11-15,38201190000
2010-11-16,37705770000
2010-11-17,38050410000
2010-11-18,38373510000
2010-11-19,38772000000
2010-11-22,39267420000
2010-11-23,38825850000
2010-11-24,38965860000
2010-11-26,38642760000
2010-11-29,39407430000
2010-11-30,39332040000
2010-12-01,40570590000
2010-12-02,40979850000
2010-12-03,40732140000
2010-12-06,40161330000
2010-12-07,39601290000
2010-12-08,39676680000
2010-12-09,39472050000
2010-12-10,39493590000
2010-12-13,39741300000
2010-12-14,39310500000
2010-12-15,38179650000
2010-12-16,38351970000
2010-12-17,37748850000
2010-12-20,37888860000
2010-12-21,38050410000
2010-12-22,38599680000
2010-12-23,38524290000
2010-12-27,38276580000
2010-12-28,38470440000
2010-12-29,38675070000
2010-12-30,38707380000
2010-12-31,39215460000
2011-01-03,40323180000
2011-01-04,40692420000
2011-01-05,40822740000
2011-01-06,41669820000
2011-01-07,41756700000
2011-01-10,41756700000
2011-01-11,42440880000
2011-01-12,42201960000
2011-01-13,43005600000
2011-01-14,44276220000
2011-01-18,44395680000
2011-01-19,44048160000
2011-01-20,43776660000
2011-01-21,43885260000
2011-01-24,43233660000
2011-01-25,44113320000
2011-01-26,43711500000
2011-01-27,45926940000
2011-01-28,44449980000
2011-01-31,44580300000
2011-02-01,45688020000
2011-02-02,45557700000
2011-02-03,46741440000
2011-02-04,46144140000
2011-02-07,45405660000
2011-02-08,45579420000
2011-02-09,45688020000
2011-02-10,46078980000
2011-02-11,46024680000
2011-02-14,46111560000
2011-02-15,45644580000
2011-02-16,46155000000
2011-02-17,46252740000
2011-02-18,46524240000
2011-02-22,46654560000
2011-02-23,46600260000
2011-02-24,46426500000
2011-02-25,46176720000
2011-02-28,46241880000
2011-03-01,46100700000
2011-03-02,47306160000
2011-03-03,48641940000
2011-03-04,48272700000
2011-03-07,47306160000
2011-03-08,47599380000
2011-03-09,48316140000
2011-03-10,47555940000
2011-03-11,47338740000
2011-03-14,46871760000
2011-03-15,46469940000
2011-03-16,45459960000
2011-03-17,45905220000
2011-03-18,46263600000
2011-03-21,46904340000
2011-03-22,46415640000
2011-03-23,46426500000
2011-03-24,47566800000
2011-03-25,47512500000
2011-03-28,47642820000
2011-03-29,48305280000
2011-03-30,49304400000
2011-03-31,48590000000
2011-04-01,49030750000
2011-04-04,49020000000
2011-04-05,48471750000
2011-04-06,48332000000
2011-04-07,47762250000
2011-04-08,47708500000
2011-04-11,47644000000
2011-04-12,48170750000
2011-04-13,47654750000
2011-04-14,48181500000
2011-04-15,48353500000
2011-04-18,46816250000
2011-04-19,47257000000
2011-04-20,47558000000
2011-04-21,51395750000
2011-04-25,51288250000
2011-04-26,50901250000
2011-04-27,51825750000
2011-04-28,52782500000
2011-04-29,52922250000
2011-05-02,53621000000
2011-05-03,53406000000
2011-05-04,53277000000
2011-05-05,53298500000
2011-05-06,53879000000
2011-05-09,54255250000
2011-05-10,54298250000
2011-05-11,53771500000
2011-05-12,53836000000
2011-05-13,53696250000
2011-05-16,53932750000
2011-05-17,53739250000
2011-05-18,54405750000
2011-05-19,54341250000
2011-05-20,53470500000
2011-05-23,52847000000
2011-05-24,51557000000
2011-05-25,51460250000
2011-05-26,51277500000
2011-05-27,51922500000
2011-05-31,52621250000
2011-06-01,51976250000
2011-06-02,53094250000
2011-06-03,52513750000
2011-06-06,51761250000
2011-06-07,51567750000
2011-06-08,51815000000
2011-06-09,54395000000
2011-06-10,53115750000
2011-06-13,52793250000
2011-06-14,53320000000
2011-06-15,53051250000
2011-06-16,53384500000
2011-06-17,53707000000
2011-06-20,55115250000
2011-06-21,56136500000
2011-06-22,55663500000
2011-06-23,54986250000
2011-06-24,54244500000
2011-06-27,54857250000
2011-06-28,55652750000
2011-06-29,55405500000
2011-06-30,54932700000
2011-07-01,56583450000
2011-07-05,56285250000
2011-07-06,56583450000
2011-07-07,56050950000
2011-07-08,55465200000
2011-07-11,54251100000
2011-07-12,54751650000
2011-07-13,55092450000
2011-07-14,55667550000
2011-07-15,55348050000
2011-07-18,55326750000
2011-07-19,54794250000
2011-07-20,54858150000
2011-07-21,55539750000
2011-07-22,56178750000
2011-07-25,54985950000
2011-07-26,54591900000
2011-07-27,53132850000
2011-07-28,53164800000
2011-07-29,52855950000
2011-08-01,51141300000
2011-08-02,50033700000
2011-08-03,50246700000
2011-08-04,47999550000
2011-08-05,48521400000
2011-08-08,44655450000
2011-08-09,47637450000
2011-08-10,44570250000
2011-08-11,46785450000
2011-08-12,47722650000
2011-08-15,48926100000
2011-08-16,48457500000
2011-08-17,48489450000
2011-08-18,46742850000
2011-08-19,46135800000
2011-08-22,46444650000
2011-08-23,47786550000
2011-08-24,48894150000
2011-08-25,48020850000
2011-08-26,48691800000
2011-08-29,49799400000
2011-08-30,50353200000
2011-08-31,50608800000
2011-09-01,50246700000
2011-09-02,48702450000
2011-09-06,48681150000
2011-09-07,50278650000
2011-09-08,50268000000
2011-09-09,48478800000
2011-09-12,49266900000
2011-09-13,51109350000
2011-09-14,51844200000
2011-09-15,53825100000
2011-09-16,54059400000
2011-09-19,53196750000
2011-09-20,53068950000
2011-09-21,51130650000
2011-09-22,50150850000
2011-09-23,50694000000
2011-09-26,51982650000
2011-09-27,52664250000
2011-09-28,50736600000
2011-09-29,49607700000
2011-09-30,47641960000
2011-10-03,44336360000
2011-10-04,44191740000
2011-10-05,45916850000
2011-10-06,46423020000
2011-10-07,46371370000
2011-10-10,48055160000
2011-10-11,48179120000
2011-10-12,47910540000
2011-10-13,48065490000
2011-10-14,48778260000
2011-10-17,48137800000
2011-10-18,46836220000
2011-10-19,47982850000
2011-10-20,48427040000
2011-10-21,49501360000
2011-10-24,50647990000
2011-10-25,50369080000
2011-10-26,50369080000
2011-10-27,50802940000
2011-10-28,50462050000
2011-10-31,49573670000
2011-11-01,47745260000
2011-11-02,47889880000
2011-11-03,47703940000
2011-11-04,47084140000
2011-11-07,46660610000
2011-11-08,47672950000
2011-11-09,47042820000
2011-11-10,47652290000
2011-11-11,48685290000
2011-11-14,48489020000
2011-11-15,48086150000
2011-11-16,46392030000
2011-11-17,45989160000
2011-11-18,46020150000
2011-11-21,45906520000
2011-11-22,45885860000
2011-11-23,44997480000
2011-11-25,45111110000
2011-11-28,46515990000
2011-11-29,47394040000
2011-11-30,50379410000
2011-12-01,50121160000
2011-12-02,49821590000
2011-12-05,49862910000
2011-12-06,49883570000
2011-12-07,50968220000
2011-12-08,49749280000
2011-12-09,50524030000
2011-12-12,49790600000
2011-12-13,49511690000
2011-12-14,49336080000
2011-12-15,50121160000
2011-12-16,50617000000
2011-12-19,50586010000
2011-12-20,51464060000
2011-12-21,51639670000
2011-12-22,52404090000
2011-12-23,53044550000
2011-12-27,53044550000
2011-12-28,52383430000
2011-12-29,52868940000
2011-12-30,52352440000
2012-01-03,53498110000
2012-01-04,54277360000
2012-01-05,54641010000
2012-01-06,54838420000
2012-01-09,54776080000
2012-01-10,54672180000
2012-01-11,55077390000
2012-01-12,54931930000
2012-01-13,54755300000
2012-01-17,55659230000
2012-01-18,56043660000
2012-01-19,54360480000
2012-01-20,54308530000
2012-01-23,54474770000
2012-01-24,53331870000
2012-01-25,53581230000
2012-01-26,52313650000
2012-01-27,53009780000
2012-01-30,53061730000
2012-01-31,53809810000
2012-02-01,55337140000
2012-02-02,54589060000
2012-02-03,53311090000
2012-02-06,53290310000
2012-02-07,54059170000
2012-02-08,54173460000
2012-02-09,55129340000
2012-02-10,55399480000
2012-02-13,55950150000
2012-02-14,56583940000
2012-02-15,56750180000
2012-02-16,56926810000
2012-02-17,56812520000
2012-02-21,57477480000
2012-02-22,57332020000
2012-02-23,57082660000
2012-02-24,57820350000
2012-02-27,57903470000
2012-02-28,58017760000
2012-02-29,57924250000
2012-03-01,58173610000
2012-03-02,58017760000
2012-03-05,57186560000
2012-03-06,56583940000
2012-03-07,56511210000
2012-03-08,57778790000
2012-03-09,57955420000
2012-03-12,57165780000
2012-03-13,57487870000
2012-03-14,57955420000
2012-03-15,57882690000
2012-03-16,57758010000
2012-03-19,58319070000
2012-03-20,56916420000
2012-03-21,56074830000
2012-03-22,55981320000
2012-03-23,55752740000
2012-03-26,57248900000
2012-03-27,57591770000
2012-03-28,57602160000
2012-03-29,60376290000
2012-03-30,61238660000
2012-04-02,60775360000
2012-04-03,61063200000
2012-04-04,60713680000
2012-04-05,60662280000
2012-04-09,59767920000
2012-04-10,59171680000
2012-04-11,59644560000
2012-04-12,60096880000
2012-04-13,59675400000
2012-04-16,58966080000
2012-04-17,59726800000
2012-04-18,58924960000
2012-04-19,60353880000
2012-04-20,61176280000
2012-04-23,60847320000
2012-04-24,60364160000
2012-04-25,60518360000
2012-04-26,60004360000
2012-04-27,59531480000
2012-04-30,57722200000
2012-05-01,58729640000
2012-05-02,58246480000
2012-05-03,57280160000
2012-05-04,56252160000
2012-05-07,56797000000
2012-05-08,57382960000
2012-05-09,56766160000
2012-05-10,56838120000
2012-05-11,56745600000
2012-05-14,56704480000
2012-05-15,56478320000
2012-05-16,56437200000
2012-05-17,56416640000
2012-05-18,55501720000
2012-05-21,57105400000
2012-05-22,57280160000
2012-05-23,56910080000
2012-05-24,57794160000
2012-05-25,57691360000
2012-05-29,57722200000
2012-05-30,57742760000
2012-05-31,57331560000
2012-06-01,56581120000
2012-06-04,56447480000
2012-06-05,57609120000
2012-06-06,59315600000
2012-06-07,59058600000
2012-06-08,59624000000
2012-06-11,59068880000
2012-06-12,59459520000
2012-06-13,59634280000
2012-06-14,60909000000
2012-06-15,60549200000
2012-06-18,61083760000
2012-06-19,61947280000
2012-06-20,61268800000
2012-06-21,59973520000
2012-06-22,60723960000
2012-06-25,59305320000
2012-06-26,60446400000
2012-06-27,60950120000
2012-06-28,61268800000
2012-06-29,60138000000
2012-07-02,57497720000
2012-07-03,56087360000
2012-07-05,57037820000
2012-07-06,57048040000
2012-07-09,57323980000
2012-07-10,56925400000
2012-07-11,57272880000
2012-07-12,55770540000
2012-07-13,56414400000
2012-07-16,56373520000
2012-07-17,57129800000
2012-07-18,57589700000
2012-07-19,56199780000
2012-07-20,56629020000
2012-07-23,55709220000
2012-07-24,56107800000
2012-07-25,53634560000
2012-07-26,53154220000
2012-07-27,54513480000
2012-07-30,54431720000
2012-07-31,52213980000
2012-08-01,52336620000
2012-08-02,52224200000
2012-08-03,52745420000
2012-08-06,52122000000
2012-08-07,53695880000
2012-08-08,53890060000
2012-08-09,53164440000
2012-08-10,53041800000
2012-08-13,53041800000
2012-08-14,53113340000
2012-08-15,53982040000
2012-08-16,54564580000
2012-08-17,54298860000
2012-08-20,54370400000
2012-08-21,54595240000
2012-08-22,55157340000
2012-08-23,55106240000
2012-08-24,55351520000
2012-08-27,55811420000
2012-08-28,55525260000
2012-08-29,55842080000
2012-08-30,55893180000
2012-08-31,55494600000
2012-09-04,55760320000
2012-09-05,55474160000
2012-09-06,56097580000
2012-09-07,56087360000
2012-09-10,54922280000
2012-09-11,53961600000
2012-09-12,53982040000
2012-09-13,55075580000
2012-09-14,55443500000
2012-09-17,55678560000
2012-09-18,56342860000
2012-09-19,56158900000
2012-09-20,56148680000
2012-09-21,57415960000
2012-09-24,57211560000
2012-09-25,57436400000
2012-09-26,57007160000
2012-09-27,57477280000
2012-09-28,56629020000
2012-10-01,57532740000
2012-10-02,57879200000
2012-10-03,57940340000
2012-10-04,59071430000
2012-10-05,58215470000
2012-10-08,58694400000
2012-10-09,58561930000
2012-10-10,58195090000
2012-10-11,58755540000
2012-10-12,58154330000
2012-10-15,58582310000
2012-10-16,57960720000
2012-10-17,57053810000
2012-10-18,57074190000
2012-10-19,56717540000
2012-10-22,57614260000
2012-10-23,57247420000
2012-10-24,56982480000
2012-10-25,57277990000
2012-10-26,56839820000
2012-10-31,57064000000
2012-11-01,58032050000
2012-11-02,57114950000
2012-11-05,56330320000
2012-11-06,57461410000
2012-11-07,55290940000
2012-11-08,54455360000
2012-11-09,53905100000
2012-11-12,53191800000
2012-11-13,53181610000
2012-11-14,52223750000
2012-11-15,52223750000
2012-11-16,52886100000
2012-11-19,53915290000
2012-11-20,54149660000
2012-11-21,54547070000
2012-11-23,54944480000
2012-11-26,54547070000
2012-11-27,53589210000
2012-11-28,53752250000
2012-11-29,55392840000
2012-11-30,55423410000
2012-12-03,54913910000
2012-12-04,54557260000
2012-12-05,54862960000
2012-12-06,54669350000
2012-12-07,54893530000
2012-12-10,55219610000
2012-12-11,55800440000
2012-12-12,56299750000
2012-12-13,55413220000
2012-12-14,55076950000
2012-12-17,55392840000
2012-12-18,55994050000
2012-12-19,55525310000
2012-12-20,56513740000
2012-12-21,56075570000
2012-12-24,55892150000
2012-12-26,55250180000
2012-12-27,55474360000
2012-12-28,54883340000
2012-12-31,55107840000
2013-01-02,55412640000
2013-01-03,52821840000
2013-01-04,52923440000
2013-01-07,52923440000
2013-01-08,52222400000
2013-01-09,53207920000
2013-01-10,53959760000
2013-01-11,53665120000
2013-01-14,54213760000
2013-01-15,54477920000
2013-01-16,54518560000
2013-01-17,55270400000
2013-01-18,55432960000
2013-01-22,56916320000
2013-01-23,56804560000
2013-01-24,57119520000
2013-01-25,56936640000
2013-01-28,56702960000
2013-01-29,57180480000
2013-01-30,56977280000
2013-01-31,56093360000
2013-02-01,56662320000
2013-02-04,56642000000
2013-02-05,58694320000
2013-02-06,58298080000
2013-02-07,57962800000
2013-02-08,58663840000
2013-02-11,58033920000
2013-02-12,57922160000
2013-02-13,58145680000
2013-02-14,57962800000
2013-02-15,58237120000
2013-02-19,57566560000
2013-02-20,56093360000
2013-02-21,56123840000
2013-02-22,55341520000
2013-02-25,54152800000
2013-02-26,53898800000
2013-02-27,54731920000
2013-02-28,54305200000
2013-03-01,54376320000
2013-03-04,54173120000
2013-03-05,54356000000
2013-03-06,54467760000
2013-03-07,54660800000
2013-03-08,54670960000
2013-03-11,55077360000
2013-03-12,55707280000
2013-03-13,55351680000
2013-03-14,55605680000
2013-03-15,55605680000
2013-03-18,55880000000
2013-03-19,56052720000
2013-03-20,55758080000
2013-03-21,55940960000
2013-03-22,55331360000
2013-03-25,55737760000
2013-03-26,56540400000
2013-03-27,57525920000
2013-03-28,58125360000
2013-04-01,59500730000
2013-04-02,62295660000
2013-04-03,62225030000
2013-04-04,62588270000
2013-04-05,62658900000
2013-04-08,62447010000
2013-04-09,62739620000
2013-04-10,62971690000
2013-04-11,63546820000
2013-04-12,63597270000
2013-04-15,62144310000
2013-04-16,63375290000
2013-04-17,62588270000
2013-04-18,60227210000
2013-04-19,60580360000
2013-04-22,59752980000
2013-04-23,59066860000
2013-04-24,59319110000
2013-04-25,59874060000
2013-04-26,60015320000
2013-04-29,60550090000
2013-04-30,60469370000
2013-05-01,60257480000
2013-05-02,60015320000
2013-05-03,59450280000
2013-05-06,60741800000
2013-05-07,61044500000
2013-05-08,63072590000
2013-05-09,62568090000
2013-05-10,63476190000
2013-05-13,62951510000
2013-05-14,62285570000
2013-05-15,62164490000
2013-05-16,62699260000
2013-05-17,63405560000
2013-05-20,63123040000
2013-05-21,63435830000
2013-05-22,62840520000
2013-05-23,62921240000
2013-05-24,62618540000
2013-05-28,63910060000
2013-05-29,63920150000
2013-05-30,65241940000
2013-05-31,63193670000
2013-06-03,63365200000
2013-06-04,62921240000
2013-06-05,62305750000
2013-06-06,62477280000
2013-06-07,63133130000
2013-06-10,64253120000
2013-06-11,64505370000
2013-06-12,64404470000
2013-06-13,64727350000
2013-06-14,64374200000
2013-06-17,64949330000
2013-06-18,66271120000
2013-06-19,65847340000
2013-06-20,64374200000
2013-06-21,64475100000
2013-06-24,65231850000
2013-06-25,64303570000
2013-06-26,65363020000
2013-06-27,66684810000
2013-06-28,66069320000
2013-07-01,65892519999
2013-07-02,65531079999
2013-07-03,65802160000
2013-07-05,66434680000
2013-07-08,67830240000
2013-07-09,68241880000
2013-07-10,67960760000
2013-07-11,68633440000
2013-07-12,68272000000
2013-07-15,67890480000
2013-07-16,67177640000
2013-07-17,66494920000
2013-07-18,70832200000
2013-07-19,71735800000
2013-07-22,72468720000
2013-07-23,72980760000
2013-07-24,72820120000
2013-07-25,72910480000
2013-07-26,72498840000
2013-07-29,73081160000
2013-07-30,72559080000
2013-07-31,73141400000
2013-08-01,73452640000
2013-08-02,72549040000
2013-08-05,73633360000
2013-08-06,73532960000
2013-08-07,73211680000
2013-08-08,73472720000
2013-08-09,73221720000
2013-08-12,72679560000
2013-08-13,73643400000
2013-08-14,72779960000
2013-08-15,71685600000
2013-08-16,71715720000
2013-08-19,71996840000
2013-08-20,72749840000
2013-08-21,72137400000
2013-08-22,72257880000
2013-08-23,72830160000
2013-08-26,72669520000
2013-08-27,71806080000
2013-08-28,71826160000
2013-08-29,72729760000
2013-08-30,72026960000
2013-09-03,72850240000
2013-09-04,73643400000
2013-09-05,74336160000
2013-09-06,74356240000
2013-09-09,74547000000
2013-09-10,74928520000
2013-09-11,75480720000
2013-09-12,75038960000
2013-09-13,74777920000
2013-09-16,75420480000
2013-09-17,74607240000
2013-09-18,73332160000
2013-09-19,71123360000
2013-09-20,70852280000
2013-09-23,72107280000
2013-09-24,72609280000
2013-09-25,72267920000
2013-09-26,72448640000
2013-09-27,72277960000
2013-09-30,70750680000
2013-10-01,71709040000
2013-10-02,71699160000
2013-10-03,71649760000
2013-10-04,72114120000
2013-10-07,71303960000
2013-10-08,70622240000
2013-10-09,70523440000
2013-10-10,73092240000
2013-10-11,73378760000
2013-10-14,73823360000
2013-10-15,72983560000
2013-10-16,74287720000
2013-10-17,70513560000
2013-10-18,67934880000
2013-10-21,67381600000
2013-10-22,68033680000
2013-10-23,67193880000
2013-10-24,66798680000
2013-10-25,66808560000
2013-10-28,66136720000
2013-10-29,67263040000
2013-10-30,67193880000
2013-10-31,67440880000
2013-11-01,67806439999
2013-11-04,68122600000
2013-11-05,67895360000
2013-11-06,69446520000
2013-11-07,68922880000
2013-11-08,69654000000
2013-11-11,69654000000
2013-11-12,69110600000
2013-11-13,70157880000
2013-11-14,70582720000
2013-11-15,71007560000
2013-11-18,70819840000
2013-11-19,70750680000
2013-11-20,71116240000
2013-11-21,72035080000
2013-11-22,72855120000
2013-11-25,73181160000
