,CTSH
2009-06-17,7524754380
2009-06-18,7489673940
2009-06-19,7524754380
2009-06-22,7279191300
2009-06-23,7279191300
2009-06-24,7489673940
2009-06-25,7682616360
2009-06-26,7782010940
2009-06-29,7951566400
2009-06-30,7840828800
2009-07-01,7993534080
2009-07-02,7817335680
2009-07-06,7758602880
2009-07-07,7564784640
2009-07-08,7506051840
2009-07-09,7482558720
2009-07-10,7758602880
2009-07-13,7923054720
2009-07-14,7981787520
2009-07-15,8210845440
2009-07-16,8328311040
2009-07-17,8522129280
2009-07-20,8686581120
2009-07-21,8574988800
2009-07-22,8592608640
2009-07-23,8839286400
2009-07-24,8915639040
2009-07-27,9027231360
2009-07-28,8886272640
2009-07-29,8845159680
2009-07-30,8868652800
2009-07-31,8692454400
2009-08-03,8945005440
2009-08-04,9867110400
2009-08-05,10160774400
2009-08-06,9996322560
2009-08-07,10025688960
2009-08-10,9984576000
2009-08-11,9919969920
2009-08-12,10225380480
2009-08-13,10160774400
2009-08-14,10113788160
2009-08-17,9837744000
2009-08-18,9955209600
2009-08-19,10043308800
2009-08-20,9955209600
2009-08-21,10119661440
2009-08-24,10213633920
2009-08-25,10425072000
2009-08-26,10278240000
2009-08-27,10407452160
2009-08-28,10360465920
2009-08-31,10237127040
2009-09-01,10149027840
2009-09-02,10102041600
2009-09-03,10160774400
2009-09-04,10395705600
2009-09-08,10566030720
2009-09-09,11000653440
2009-09-10,11041766400
2009-09-11,10906680960
2009-09-14,10912554239
2009-09-15,10900807680
2009-09-16,11212091520
2009-09-17,11253204480
2009-09-18,11306064000
2009-09-21,11394163200
2009-09-22,11546868480
2009-09-23,11353050239
2009-09-24,11135738880
2009-09-25,11106372480
2009-09-28,11353050239
2009-09-29,11394163200
2009-09-30,11427973319
2009-10-01,11014130520
2009-10-02,11090987040
2009-10-05,11451621480
2009-10-06,11528478000
2009-10-07,11711751240
2009-10-08,11528478000
2009-10-09,11451621480
2009-10-12,11605334520
2009-10-13,11676279000
2009-10-14,11723575319
2009-10-15,11871376319
2009-10-16,11646718800
2009-10-19,11942320800
2009-10-20,12166978319
2009-10-21,12090121800
2009-10-22,12078297720
2009-10-23,11977793040
2009-10-26,11877288360
2009-10-27,11847728160
2009-10-28,11676279000
2009-10-29,11883200400
2009-10-30,11427973319
2009-11-02,11469357600
2009-11-03,12409371960
2009-11-04,12373899720
2009-11-05,12645853560
2009-11-06,12710886000
2009-11-09,13065608400
2009-11-10,12988751880
2009-11-11,13059696360
2009-11-12,13053784319
2009-11-13,13254793680
2009-11-16,13467627120
2009-11-17,13514923440
2009-11-18,13467627120
2009-11-19,13053784319
2009-11-20,12911895360
2009-11-23,13189761240
2009-11-24,13201585319
2009-11-25,13284353880
2009-11-27,12858687000
2009-11-30,12988751880
2009-12-01,13343474280
2009-12-02,13449891000
2009-12-03,13071520440
2009-12-04,13130640840
2009-12-07,13089256560
2009-12-08,13053784319
2009-12-09,13036048200
2009-12-10,13101080640
2009-12-11,12900071280
2009-12-14,12971015760
2009-12-15,12746358240
2009-12-16,12994663920
2009-12-17,12905983319
2009-12-18,13142464920
2009-12-21,13373034480
2009-12-22,13532659560
2009-12-23,13674548520
2009-12-24,13668636480
2009-12-28,13662724440
2009-12-29,13473539160
2009-12-30,13443978960
2009-12-31,13506105900
2010-01-04,13941018000
2010-01-05,14101875900
2010-01-06,14101875900
2010-01-07,13565682900
2010-01-08,13958891100
2010-01-11,13845694800
2010-01-12,14060172000
2010-01-13,14530830300
2010-01-14,14334226200
2010-01-15,14274649200
2010-01-19,14393803200
2010-01-20,14048256599
2010-01-21,13941018000
2010-01-22,13452486599
2010-01-25,13488232800
2010-01-26,13577598300
2010-01-27,13732498500
2010-01-28,13273755600
2010-01-29,13005659099
2010-02-01,13309501800
2010-02-02,13452486599
2010-02-03,13452486599
2010-02-04,12844801200
2010-02-05,13005659099
2010-02-08,13029489900
2010-02-09,13851652500
2010-02-10,13803990900
2010-02-11,14048256599
2010-02-12,14048256599
2010-02-16,14131664400
2010-02-17,14054214300
2010-02-18,14089960500
2010-02-19,14149537500
2010-02-22,14101875900
2010-02-23,14066129700
2010-02-24,14346141599
2010-02-25,14346141599
2010-02-26,14340183900
2010-03-01,15037234800
2010-03-02,15192135000
2010-03-03,14846588400
2010-03-04,14787011400
2010-03-05,15090854099
2010-03-08,14900207700
2010-03-09,14983615500
2010-03-10,15138515700
2010-03-11,15192135000
2010-03-12,15132558000
2010-03-15,15144473400
2010-03-16,15269585100
2010-03-17,15376823700
2010-03-18,15442358400
2010-03-19,15269585100
2010-03-22,15448316100
2010-03-23,15644920200
2010-03-24,15466189200
2010-03-25,15329162100
2010-03-26,15221923500
2010-03-29,15233838900
2010-03-30,15329162100
2010-03-31,15288341220
2010-04-01,15240358980
2010-04-05,15588230220
2010-04-06,15672199140
2010-04-07,15330325680
2010-04-08,15264350100
2010-04-09,15510259080
2010-04-12,15582232440
2010-04-13,16092043739
2010-04-14,16176012660
2010-04-15,16092043739
2010-04-16,15828141420
2010-04-19,15612221340
2010-04-20,15900114780
2010-04-21,15828141420
2010-04-22,16098041520
2010-04-23,15996079260
2010-04-26,15954094800
2010-04-27,15444283500
2010-04-28,15288341220
2010-04-29,15612221340
2010-04-30,15330325680
2010-05-03,15600225780
2010-05-04,15534250200
2010-05-05,15294339000
2010-05-06,14622587640
2010-05-07,14250725280
2010-05-10,15534250200
2010-05-11,15420292380
2010-05-12,15744172500
2010-05-13,15522254640
2010-05-14,14964461100
2010-05-17,14826512160
2010-05-18,14676567660
2010-05-19,14550614280
2010-05-20,14088785220
2010-05-21,14844505500
2010-05-24,14580603180
2010-05-25,14712554340
2010-05-26,14664572100
2010-05-27,15222365640
2010-05-28,15006445560
2010-06-01,14736545460
2010-06-02,15294339000
2010-06-03,15666201360
2010-06-04,15066423360
2010-06-07,14880492180
2010-06-08,14928474420
2010-06-09,14940469980
2010-06-10,15426290160
2010-06-11,15534250200
2010-06-14,15636212460
2010-06-15,16128030420
2010-06-16,16194006000
2010-06-17,16098041520
2010-06-18,16068052620
2010-06-21,15996079260
2010-06-22,15708185820
2010-06-23,15654205800
2010-06-24,15504261300
2010-06-25,15768163620
2010-06-28,15852132540
2010-06-29,15162387840
2010-06-30,15103953020
2010-07-01,15188433780
2010-07-02,14898785460
2010-07-06,14959128860
2010-07-07,15598768900
2010-07-08,15912554580
2010-07-09,16129790820
2010-07-12,16063413080
2010-07-13,16244443280
2010-07-14,16232374600
2010-07-15,16340992719
2010-07-16,15882382880
2010-07-19,16244443280
2010-07-20,16431507820
2010-07-21,16015138360
2010-07-22,16322889700
2010-07-23,16697018780
2010-07-26,16690984440
2010-07-27,16515988580
2010-07-28,16395301780
2010-07-29,16274614980
2010-07-30,16461679520
2010-08-02,16721156140
2010-08-03,18290084540
2010-08-04,18579732860
2010-08-05,18404737000
2010-08-06,18386633980
2010-08-09,18489217760
2010-08-10,18459046060
2010-08-11,17891818100
2010-08-12,17783199980
2010-08-13,17584066760
2010-08-16,17650444500
2010-08-17,18060779620
2010-08-18,18096985660
2010-08-19,17825440360
2010-08-20,17988367540
2010-08-23,17819406020
2010-08-24,17565963740
2010-08-25,17553895060
2010-08-26,17354761840
2010-08-27,17680616200
2010-08-30,17348727500
2010-08-31,17384933540
2010-09-01,18030607920
2010-09-02,18380599640
2010-09-03,18815072120
2010-09-07,18778866080
2010-09-08,19086617420
2010-09-09,18628007580
2010-09-10,18875415520
2010-09-13,19279716300
2010-09-14,19376265740
2010-09-15,19134892140
2010-09-16,19165063840
2010-09-17,19346094040
2010-09-20,19370231400
2010-09-21,19159029500
2010-09-22,18839209480
2010-09-23,19050411380
2010-09-24,19376265740
2010-09-27,19261613280
2010-09-28,19659879720
2010-09-29,19539192920
2010-09-30,19578320320
2010-10-01,19979117200
2010-10-04,19632974440
2010-10-05,20021625960
2010-10-06,19645119800
2010-10-07,19523666200
2010-10-08,19493302800
2010-10-11,19317195080
2010-10-12,19687628560
2010-10-13,19857663600
2010-10-14,19730137320
2010-10-15,20209879040
2010-10-18,20185588320
2010-10-19,19742282680
2010-10-20,20076280080
2010-10-21,20367768720
2010-10-22,20634966640
2010-10-25,20422422840
2010-10-26,20313114600
2010-10-27,20045916680
2010-10-28,20398132120
2010-10-29,19796936800
2010-11-01,19748355360
2010-11-02,19906245040
2010-11-03,19511520840
2010-11-04,19517593520
2010-11-05,19238250240
2010-11-08,19128942000
2010-11-09,19268613640
2010-11-10,19305049720
2010-11-11,19371849200
2010-11-12,19201814160
2010-11-15,19256468280
2010-11-16,18752435840
2010-11-17,19062142520
2010-11-18,19632974440
2010-11-19,19809082160
2010-11-22,20033771320
2010-11-23,19839445560
2010-11-24,20076280080
2010-11-26,20118788840
2010-11-29,19924463080
2010-11-30,19730137320
2010-12-01,20313114600
2010-12-02,21047908879
2010-12-03,21041836200
2010-12-06,21193653200
2010-12-07,21005400120
2010-12-08,21230089280
2010-12-09,21430487720
2010-12-10,21345470200
2010-12-13,21339397520
2010-12-14,21157217120
2010-12-15,21023618160
2010-12-16,21381906280
2010-12-17,21983101600
2010-12-20,21952738200
2010-12-21,22116700560
2010-12-22,22110627879
2010-12-23,22116700560
2010-12-27,22189572720
2010-12-28,22213863440
2010-12-29,22517497440
2010-12-30,22420334560
2010-12-31,22286205300
2011-01-03,22912529760
2011-01-04,22547680560
2011-01-05,23167924200
2011-01-06,22961176320
2011-01-07,22827398280
2011-01-10,22906448940
2011-01-11,22961176320
2011-01-12,22876044840
2011-01-13,22675377780
2011-01-14,22809155820
2011-01-18,22961176320
2011-01-19,22669296960
2011-01-20,22383498420
2011-01-21,22213235460
2011-01-24,22578084660
2011-01-25,22298366940
2011-01-26,22261882020
2011-01-27,22243639560
2011-01-28,21775416420
2011-01-31,22176750540
2011-02-01,22906448940
2011-02-02,23155762560
2011-02-03,22766590080
2011-02-04,22930772220
2011-02-07,22717943520
2011-02-08,23332106340
2011-02-09,22565923020
2011-02-10,22906448940
2011-02-11,22955095500
2011-02-14,23222651580
2011-02-15,23259136500
2011-02-16,23301702240
2011-02-17,23374672080
2011-02-18,23636147340
2011-02-22,22973337960
2011-02-23,22474710720
2011-02-24,22784832540
2011-02-25,23265217320
2011-02-28,23374672080
2011-03-01,22644973680
2011-03-02,22669296960
2011-03-03,23362510440
2011-03-04,23204409119
2011-03-07,23082792720
2011-03-08,23654389800
2011-03-09,23842895220
2011-03-10,23143600920
2011-03-11,23222651580
2011-03-14,22918610580
2011-03-15,22499034000
2011-03-16,22176750540
2011-03-17,22711862700
2011-03-18,22559842200
2011-03-21,22991580420
2011-03-22,23374672080
2011-03-23,23374672080
2011-03-24,24262471800
2011-03-25,24329360820
2011-03-28,24189501960
2011-03-29,24609078540
2011-03-30,24827988060
2011-03-31,24744704600
2011-04-01,25054773380
2011-04-04,25030454260
2011-04-05,24933177780
2011-04-06,24744704600
2011-04-07,24562311200
2011-04-08,24398157140
2011-04-11,24471114500
2011-04-12,24294800880
2011-04-13,24398157140
2011-04-14,24556231420
2011-04-15,23930014080
2011-04-18,23705062220
2011-04-19,24100247920
2011-04-20,24939257560
2011-04-21,25073012720
2011-04-25,24878459760
2011-04-26,24908858660
2011-04-27,24866300200
2011-04-28,24756864160
2011-04-29,25200688100
2011-05-02,24993975580
2011-05-03,23565227280
2011-05-04,23486190140
2011-05-05,23261238280
2011-05-06,23334195640
2011-05-09,23534828380
2011-05-10,23850976940
2011-05-11,23334195640
2011-05-12,23717221780
2011-05-13,23249078720
2011-05-16,22422228640
2011-05-17,22410069080
2011-05-18,22306712820
2011-05-19,22403989300
2011-05-20,22513425340
2011-05-23,21948005800
2011-05-24,22093920520
2011-05-25,22422228640
2011-05-26,22878212140
2011-05-27,22726217640
2011-05-31,23115323560
2011-06-01,22622861380
2011-06-02,22908611040
2011-06-03,22434388200
2011-06-06,22555983800
2011-06-07,22568143360
2011-06-08,22142558760
2011-06-09,22367510620
2011-06-10,22191197000
2011-06-13,21492022300
2011-06-14,21443384060
2011-06-15,20549656400
2011-06-16,19923439060
2011-06-17,20567895740
2011-06-20,20646932880
2011-06-21,21905447340
2011-06-22,21783851740
2011-06-23,21917606900
2011-06-24,21625777460
2011-06-27,21850729320
2011-06-28,22142558760
2011-06-29,22215516120
2011-06-30,22201704820
2011-07-01,22643680400
2011-07-05,22904022180
2011-07-06,23006948000
2011-07-07,23497359260
2011-07-08,23121982740
2011-07-11,22631571480
2011-07-12,22262249420
2011-07-13,22407556460
2011-07-14,22092724540
2011-07-15,22419665380
2011-07-18,21905036280
2011-07-19,22540754580
2011-07-20,22110887920
2011-07-21,22231977120
2011-07-22,22328848480
2011-07-25,22498373359
2011-07-26,22316739560
2011-07-27,21154283240
2011-07-28,21117956480
2011-07-29,21154283240
2011-08-01,21402516100
2011-08-02,21305644740
2011-08-03,22007962100
2011-08-04,20827342400
2011-08-05,20567000620
2011-08-08,18641682340
2011-08-09,19634613780
2011-08-10,18417667320
2011-08-11,19071549000
2011-08-12,19555905800
2011-08-15,19356108620
2011-08-16,18992841020
2011-08-17,18865697360
2011-08-18,16486294580
2011-08-19,16649765000
2011-08-22,17097795040
2011-08-23,18078617560
2011-08-24,18290523660
2011-08-25,17921201600
2011-08-26,18417667320
2011-08-29,19089712380
2011-08-30,19011004400
2011-08-31,19210801580
2011-09-01,19107875760
2011-09-02,18496375300
2011-09-06,18272360280
2011-09-07,19446925520
2011-09-08,18774880460
2011-09-09,18405558400
2011-09-12,18617464500
2011-09-13,18756717080
2011-09-14,19356108620
2011-09-15,19713321760
2011-09-16,19749648520
2011-09-19,19386380920
2011-09-20,19380326460
2011-09-21,19023113320
2011-09-22,18429776240
2011-09-23,18932296420
2011-09-26,19392435380
2011-09-27,20137133960
2011-09-28,19695158380
2011-09-29,19695158380
2011-09-30,18957721200
2011-10-03,18546517040
2011-10-04,19012145280
2011-10-05,19284265680
2011-10-06,19943401760
2011-10-07,19840600720
2011-10-10,20523925280
2011-10-11,20402982880
2011-10-12,21545888560
2011-10-13,21473323120
2011-10-14,21836150320
2011-10-17,21570077040
2011-10-18,21624501120
2011-10-19,21255626800
2011-10-20,20971412160
2011-10-21,21231438320
2011-10-24,21600312640
2011-10-25,21201202720
2011-10-26,21491464480
2011-10-27,23148375360
2011-10-28,22876254960
2011-10-31,21999422560
2011-11-01,21443087520
2011-11-02,21140731520
2011-11-03,21539841440
2011-11-04,21418899040
2011-11-07,21310050880
2011-11-08,21576124160
2011-11-09,20433218480
2011-11-10,20360653040
2011-11-11,20808139919
2011-11-14,20439265600
2011-11-15,21031883360
2011-11-16,20681150400
2011-11-17,20300181840
2011-11-18,20028061440
2011-11-21,19562433200
2011-11-22,19701516960
2011-11-23,18733977760
2011-11-25,18891202880
2011-11-28,19562433200
2011-11-29,19586621680
2011-11-30,20360653040
2011-12-01,20433218480
2011-12-02,20711386000
2011-12-05,21152825760
2011-12-06,21134684400
2011-12-07,21092354560
2011-12-08,20360653040
2011-12-09,20977459280
2011-12-12,20390888640
2011-12-13,20233663520
2011-12-14,19677328480
2011-12-15,19816412240
2011-12-16,19798270880
2011-12-19,19399160960
2011-12-20,20445312720
2011-12-21,19193558880
2011-12-22,19411255200
2011-12-23,19520103360
2011-12-27,19411255200
2011-12-28,19096804960
2011-12-29,19247982960
2011-12-30,19441490800
2012-01-03,19941288160
2012-01-04,20014110880
2012-01-05,20420704400
2012-01-06,20153687760
2012-01-09,20220441920
2012-01-10,21167137280
2012-01-11,21324919840
2012-01-12,20972943360
2012-01-13,20736269520
2012-01-17,20766612320
2012-01-18,21039697520
2012-01-19,21185342959
2012-01-20,21288508480
2012-01-23,21428085360
2012-01-24,21598005040
2012-01-25,21773993280
2012-01-26,21616210720
2012-01-27,21646553520
2012-01-30,21537319440
2012-01-31,21773993280
2012-02-01,22144175440
2012-02-02,22034941360
2012-02-03,22253409520
2012-02-06,21962118640
2012-02-07,21852884560
2012-02-08,21470565280
2012-02-09,21446291040
2012-02-10,21264234240
2012-02-13,21440222480
2012-02-14,21470565280
2012-02-15,21458428160
2012-02-16,21834678880
2012-02-17,21567662240
2012-02-21,21428085360
2012-02-22,21585867920
2012-02-23,21422016800
2012-02-24,21901433040
2012-02-27,21846816000
2012-02-28,21713307680
2012-02-29,21525182320
2012-03-01,21658690640
2012-03-02,21646553520
2012-03-05,21676896320
2012-03-06,21361331200
2012-03-07,21567662240
2012-03-08,22107764080
2012-03-09,22059215600
2012-03-12,22089558400
2012-03-13,22945225360
2012-03-14,22848128400
2012-03-15,23139419280
2012-03-16,23339681760
2012-03-19,23121213600
2012-03-20,22987705280
2012-03-21,23345750320
2012-03-22,23175830640
2012-03-23,23175830640
2012-03-26,23564218480
2012-03-27,23491395760
2012-03-28,23181899200
2012-03-29,23151556400
2012-03-30,23345750320
2012-04-02,23277369500
2012-04-03,23059767500
2012-04-04,23053723000
2012-04-05,23361992500
2012-04-09,22944922000
2012-04-10,22612474499
2012-04-11,22781720500
2012-04-12,23198791000
2012-04-13,22304205000
2012-04-16,21971757500
2012-04-17,22443228500
2012-04-18,21959668500
2012-04-19,21729977500
2012-04-20,21645354500
2012-04-23,21687666000
2012-04-24,21881090000
2012-04-25,21796467000
2012-04-26,22183315000
2012-04-27,22358605500
2012-04-30,22165181500
2012-05-01,22177270500
2012-05-02,22014069000
2012-05-03,21482153000
2012-05-04,21052993500
2012-05-07,17015267500
2012-05-08,18224167500
2012-05-09,18314835000
2012-05-10,18453858500
2012-05-11,18526392500
2012-05-14,18145589000
2012-05-15,18496170000
2012-05-16,18242301000
2012-05-17,17970298500
2012-05-18,18024699000
2012-05-21,18459903000
2012-05-22,18417591500
2012-05-23,18520348000
2012-05-24,18169767000
2012-05-25,18133500000
2012-05-29,18435725000
2012-05-30,17788963500
2012-05-31,17607628500
2012-06-01,17196602500
2012-06-04,17510916500
2012-06-05,17637851000
2012-06-06,18169767000
2012-06-07,17934031500
2012-06-08,17782919000
2012-06-11,17547183500
2012-06-12,17722474000
2012-06-13,17716429500
2012-06-14,17861497500
2012-06-15,18284612500
2012-06-18,18115366500
2012-06-19,18254390000
2012-06-20,18236256500
2012-06-21,17523005500
2012-06-22,17674118000
2012-06-25,17498827500
2012-06-26,17208691500
2012-06-27,17414204500
2012-06-28,16985045000
2012-06-29,18133500000
2012-07-02,17764045200
2012-07-03,17871706080
2012-07-05,18009272760
2012-07-06,17243684280
2012-07-09,17153966880
2012-07-10,16801078440
2012-07-11,16902758160
2012-07-12,16549869720
2012-07-13,17124061080
2012-07-16,17423119080
2012-07-17,17399194440
2012-07-18,17740120560
2012-07-19,17632459680
2012-07-20,17142004560
2012-07-23,16896777000
2012-07-24,16645568279
2012-07-25,16777153800
2012-07-26,17034343680
2012-07-27,17500874160
2012-07-30,17142004560
2012-07-31,16980513240
2012-08-01,16825003080
2012-08-02,16830984240
2012-08-03,17303495880
2012-08-06,19199523600
2012-08-07,19079900400
2012-08-08,19259335200
2012-08-09,19271297520
2012-08-10,19432788840
2012-08-13,19420826520
2012-08-14,19229429400
2012-08-15,19061956920
2012-08-16,19414845360
2012-08-17,19283259840
2012-08-20,19175598960
2012-08-21,19271297520
2012-08-22,19390920720
2012-08-23,19432788840
2012-08-24,19396901880
2012-08-27,19307184480
2012-08-28,19265316360
2012-08-29,19361014920
2012-08-30,19091862720
2012-08-31,19223448240
2012-09-04,19205504760
2012-09-05,19097843880
2012-09-06,19719884520
2012-09-07,20096697600
2012-09-10,19983055559
2012-09-11,20114641080
2012-09-12,20395755600
2012-09-13,20946022320
2012-09-14,21233118000
2012-09-17,20652945480
2012-09-18,20545284600
2012-09-19,20521359960
2012-09-20,20413699080
2012-09-21,20521359960
2012-09-24,20473510680
2012-09-25,20312019360
2012-09-26,20300057040
2012-09-27,20551265760
2012-09-28,20904154200
2012-10-01,21410209520
2012-10-02,21368146240
2012-10-03,21494336080
2012-10-04,21584471680
2012-10-05,21578462639
2012-10-08,21434245680
2012-10-09,21025630960
2012-10-10,20839350720
2012-10-11,20983567680
2012-10-12,20893432080
2012-10-15,20971549600
2012-10-16,21109757520
2012-10-17,20893432080
2012-10-18,20845359760
2012-10-19,20659079520
2012-10-22,20971549600
2012-10-23,20905450160
2012-10-24,20611007200
2012-10-25,20478808320
2012-10-26,20052166480
2012-10-31,20028130320
2012-11-01,20190374400
2012-11-02,19877904320
2012-11-05,19835841040
2012-11-06,20232437680
2012-11-07,20112256880
2012-11-08,19607497520
2012-11-09,19829832000
2012-11-12,19811804880
2012-11-13,19613506560
2012-11-14,19319063600
2012-11-15,19535389040
2012-11-16,19751714480
2012-11-19,19877904320
2012-11-20,19631533680
2012-11-21,19685615040
2012-11-23,19974048960
2012-11-26,19823822960
2012-11-27,19691624080
2012-11-28,19733687360
2012-11-29,20166338240
2012-11-30,20202392480
2012-12-03,20124274960
2012-12-04,20172347280
2012-12-05,20959531520
2012-12-06,21025630960
2012-12-07,21127784639
2012-12-10,21326082960
2012-12-11,21710661520
2012-12-12,21692634400
2012-12-13,21656580160
2012-12-14,21788779040
2012-12-17,21914968880
2012-12-18,22311565520
2012-12-19,22011113520
2012-12-20,22149321440
2012-12-21,22155330480
2012-12-24,22035149680
2012-12-26,21981068320
2012-12-27,21932996000
2012-12-28,21722679600
2012-12-31,22300973520
2013-01-02,22983163560
2013-01-03,22747717440
2013-01-04,22693383720
2013-01-07,22796014080
2013-01-08,22488123000
2013-01-09,22463974680
2013-01-10,22657161240
2013-01-11,23689501920
2013-01-14,23677427760
2013-01-15,23592908640
2013-01-16,23550649080
2013-01-17,23701576080
2013-01-18,23943059279
2013-01-22,23604982800
2013-01-23,23472167040
2013-01-24,23224646760
2013-01-25,23429907480
2013-01-28,23466129960
2013-01-29,23514426600
2013-01-30,23550649080
2013-01-31,23598945720
2013-02-01,23840428920
2013-02-04,23472167040
2013-02-05,23647242360
2013-02-06,23019386040
2013-02-07,23701576080
2013-02-08,23767983960
2013-02-11,23278980480
2013-02-12,23122016400
2013-02-13,23055608520
2013-02-14,22995237720
2013-02-15,23194461360
2013-02-19,23641205279
2013-02-20,23260869240
2013-02-21,22687346640
2013-02-22,23055608520
2013-02-25,22783939920
2013-02-26,22898644440
2013-02-27,23297091720
2013-02-28,23170313040
2013-03-01,23526500760
2013-03-04,23719687320
2013-03-05,24100023360
2013-03-06,24359617800
2013-03-07,24305284080
2013-03-08,24305284080
2013-03-11,24081912120
2013-03-12,23852503080
2013-03-13,23906836800
2013-03-14,23749872720
2013-03-15,23653279440
2013-03-18,23429907480
2013-03-19,23272943400
2013-03-20,23429907480
2013-03-21,22983163560
2013-03-22,22608864600
2013-03-25,22457937600
2013-03-26,22524345480
2013-03-27,22397566800
2013-03-28,23128053480
2013-04-01,23150155800
2013-04-02,23035521200
2013-04-03,22601116400
2013-04-04,22468381600
2013-04-05,22221012200
2013-04-08,22498548600
2013-04-09,22450281400
2013-04-10,23017421000
2013-04-11,23427692200
2013-04-12,22794185200
2013-04-15,22040010200
2013-04-16,21907275400
2013-04-17,21400469800
2013-04-18,21261701600
2013-04-19,20453226000
2013-04-22,20121389000
2013-04-23,19602516600
2013-04-24,18685439800
2013-04-25,18504437800
2013-04-26,18691473200
2013-04-29,18987109800
2013-04-30,19548216000
2013-05-01,19156045000
2013-05-02,19409447800
2013-05-03,20097255400
2013-05-06,19807652200
2013-05-07,19572349600
2013-05-08,20561827200
2013-05-09,20646294800
2013-05-10,19614583400
2013-05-13,18969009600
2013-05-14,18824208000
2013-05-15,19439614800
2013-05-16,19071577400
2013-05-17,19759385000
2013-05-20,19463748400
2013-05-21,19493915400
2013-05-22,19656817200
2013-05-23,19343080400
2013-05-24,19240512600
2013-05-28,19228445800
2013-05-29,19391347600
2013-05-30,19548216000
2013-05-31,19505982200
2013-06-03,19572349600
2013-06-04,19554249399
2013-06-05,19270679600
2013-06-06,19711117800
2013-06-07,20085188600
2013-06-10,19343080400
2013-06-11,19439614800
2013-06-12,19306880000
2013-06-13,19282746400
2013-06-14,18999176600
2013-06-17,19143978200
2013-06-18,19318946800
2013-06-19,19168111800
2013-06-20,18920742400
2013-06-21,18800074400
2013-06-24,18613039000
2013-06-25,18944876000
2013-06-26,19258612800
2013-06-27,19035377000
2013-06-28,18896608800
2013-07-01,19322545920
2013-07-02,19407002880
2013-07-03,19533688320
2013-07-05,19684504320
2013-07-08,19925809920
2013-07-09,20076625920
2013-07-10,21023750400
2013-07-11,21433969920
2013-07-12,21548590080
2013-07-15,21397774080
2013-07-16,21421904640
2013-07-17,21476198400
2013-07-18,21862287360
2013-07-19,21826091520
2013-07-22,21982940160
2013-07-23,21807993600
2013-07-24,21645112320
2013-07-25,21904515840
2013-07-26,21940711680
2013-07-29,21886417920
2013-07-30,21832124160
2013-07-31,21838156800
2013-08-01,22163919360
2013-08-02,22175984640
2013-08-05,22145821440
2013-08-06,22326800640
2013-08-07,22260441600
2013-08-08,21988972800
2013-08-09,22067397120
2013-08-12,22139788800
2013-08-13,22121690880
2013-08-14,21832124160
2013-08-15,21373643520
2013-08-16,21554622720
2013-08-19,21409839360
2013-08-20,21313317120
2013-08-21,21868320000
2013-08-22,21946744320
2013-08-23,22248376320
2013-08-26,22206147840
2013-08-27,21777830400
2013-08-28,22254408960
2013-08-29,22326800640
2013-08-30,22109625600
2013-09-03,22465551360
2013-09-04,22833542400
2013-09-05,22924032000
2013-09-06,23376480000
2013-09-09,23623818239
2013-09-10,23907352320
2013-09-11,24088331520
2013-09-12,23768601600
2013-09-13,24040070400
2013-09-16,24383930880
2013-09-17,24462355200
2013-09-18,25210402560
2013-09-19,24926868480
2013-09-20,24824313600
2013-09-23,24866542080
2013-09-24,25005292800
2013-09-25,25077684480
2013-09-26,25029423360
2013-09-27,24944966400
2013-09-30,24871930760
2013-10-01,25211148520
2013-10-02,25368642480
2013-10-03,25295952960
2013-10-04,25695745320
2013-10-07,25471619300
2013-10-08,24890103140
2013-10-09,24829528540
2013-10-10,25501906600
2013-10-11,26907237320
2013-10-14,26719456060
2013-10-15,26022848160
2013-10-16,25653343100
2013-10-17,26028905620
2013-10-18,25974388480
2013-10-21,26265146560
2013-10-22,26222744340
2013-10-23,26071307840
2013-10-24,26234859260
2013-10-25,26253031640
2013-10-28,26907237320
2013-10-29,27070788740
2013-10-30,26489272580
2013-10-31,26331778620
2013-11-01,26513502420
2013-11-04,26301491320
2013-11-05,27131363340
2013-11-06,27464523640
2013-11-07,27107133500
2013-11-08,27331259520
2013-11-11,27476638560
2013-11-12,27761339180
2013-11-13,28118729320
2013-11-14,28300453120
2013-11-15,28585153740
2013-11-18,28330740420
2013-11-19,28294395660
2013-11-20,28155074080
2013-11-21,28391315020
2013-11-22,28203533760
2013-11-25,28052097260
2013-11-26,28476119460
2013-11-27,28597268660
2013-11-29,28439774700
2013-12-02,28336797880
2013-12-03,28421602320
2013-12-04,28270165820
2013-12-05,28403429940
2013-12-06,29136382600
2013-12-09,28712360400
2013-12-10,28682073100
2013-12-11,28318625500
2013-12-12,28239878520
2013-12-13,28330740420
2013-12-16,28566981359
2013-12-17,28536694060
2013-12-18,29251474340
2013-12-19,29384738460
2013-12-20,29730013680
2013-12-23,29875392720
2013-12-24,29935967320
2013-12-26,30117691120
2013-12-27,30032886680
2013-12-30,30311529840
2013-12-31,30684287700
2014-01-02,30034016600
2014-01-03,29876006799
2014-01-06,29742306200
2014-01-07,30119098800
2014-01-08,30368268100
2014-01-09,30240644800
2014-01-10,30532355200
2014-01-13,29845620300
2014-01-14,30489814100
2014-01-15,30696442300
2014-01-16,30477659500
2014-01-17,30185949100
2014-01-21,30058325800
2014-01-22,30550587100
2014-01-23,29948934400
2014-01-24,29559987200
2014-01-27,29128498900
2014-01-28,29401977400
2014-01-29,29116344299
2014-01-30,29961089000
2014-01-31,29450595800
2014-02-03,28921870700
