,AMD
2009-04-13,2407870000
2009-04-14,2421210000
2009-04-15,2294480000
2009-04-16,2381190000
2009-04-17,2374520000
2009-04-20,2207770000
2009-04-21,2241120000
2009-04-22,2221110000
2009-04-23,2354510000
2009-04-24,2341170000
2009-04-27,2314490000
2009-04-28,2274470000
2009-04-29,2341170000
2009-04-30,2407870000
2009-05-01,2547940000
2009-05-04,2841420000
2009-05-05,2881440000
2009-05-06,2874769999
2009-05-07,2674670000
2009-05-08,2621310000
2009-05-11,2814740000
2009-05-12,2901450000
2009-05-13,2921460000
2009-05-14,2828080000
2009-05-15,2674670000
2009-05-18,2761380000
2009-05-19,2928130000
2009-05-20,3001500000
2009-05-21,2894780000
2009-05-22,2841420000
2009-05-26,3021510000
2009-05-27,3141570000
2009-05-28,3134900000
2009-05-29,3028180000
2009-06-01,3154910000
2009-06-02,3041519999
2009-06-03,2988160000
2009-06-04,3101550000
2009-06-05,3088210000
2009-06-08,3074870000
2009-06-09,3168250000
2009-06-10,3214940000
2009-06-11,3134900000
2009-06-12,2981490000
2009-06-15,2841420000
2009-06-16,2754710000
2009-06-17,2721360000
2009-06-18,2567950000
2009-06-19,2581290000
2009-06-22,2414540000
2009-06-23,2367850000
2009-06-24,2441220000
2009-06-25,2427880000
2009-06-26,2414540000
2009-06-29,2581680000
2009-06-30,2685780000
2009-07-01,2713540000
2009-07-02,2623320000
2009-07-06,2463700000
2009-07-07,2380420000
2009-07-08,2331840000
2009-07-09,2415120000
2009-07-10,2422060000
2009-07-13,2470640000
2009-07-14,2463700000
2009-07-15,2678840000
2009-07-16,2720480000
2009-07-17,2776000000
2009-07-20,2893980000
2009-07-21,2831520000
2009-07-22,2463700000
2009-07-23,2491460000
2009-07-24,2616380000
2009-07-27,2637200000
2009-07-28,2616380000
2009-07-29,2574740000
2009-07-30,2540040000
2009-07-31,2540040000
2009-08-03,2595560000
2009-08-04,2609440000
2009-08-05,2602500000
2009-08-06,2574740000
2009-08-07,2567800000
2009-08-10,2553920000
2009-08-11,2491460000
2009-08-12,2491460000
2009-08-13,2553920000
2009-08-14,2560860000
2009-08-17,2463700000
2009-08-18,2470640000
2009-08-19,2442880000
2009-08-20,2442880000
2009-08-21,2567800000
2009-08-24,2776000000
2009-08-25,2789879999
2009-08-26,2817639999
2009-08-27,2935620000
2009-08-28,3102180000
2009-08-31,3025840000
2009-09-01,2928680000
2009-09-02,2970320000
2009-09-03,3143820000
2009-09-04,3143820000
2009-09-08,3601860000
2009-09-09,3608800000
2009-09-10,3733720000
2009-09-11,3941920000
2009-09-14,3969680000
2009-09-15,4080720000
2009-09-16,3948860000
2009-09-17,3934980000
2009-09-18,3955800000
2009-09-21,4032139999
2009-09-22,4219520000
2009-09-23,4177879999
2009-09-24,3928040000
2009-09-25,4046020000
2009-09-28,4199580000
2009-09-29,4086460000
2009-09-30,4001620000
2009-10-01,3810730000
2009-10-02,3754169999
2009-10-05,3916780000
2009-10-06,3987480000
2009-10-07,3916780000
2009-10-08,3895570000
2009-10-09,4157160000
2009-10-12,4340980000
2009-10-13,4298560000
2009-10-14,4418750000
2009-10-15,4376330000
2009-10-16,4058180000
2009-10-19,4150090000
2009-10-20,4227860000
2009-10-21,4079389999
2009-10-22,4121810000
2009-10-23,3959199999
2009-10-26,3831940000
2009-10-27,3641050000
2009-10-28,3428949999
2009-10-29,3485510000
2009-10-30,3252199999
2009-11-02,3252199999
2009-11-03,3280480000
2009-11-04,3315830000
2009-11-05,3414810000
2009-11-06,3563280000
2009-11-09,3683470000
2009-11-10,3633980000
2009-11-11,3761240000
2009-11-12,4581360000
2009-11-13,4616710000
2009-11-16,4546010000
2009-11-17,4680340000
2009-11-18,5175240000
2009-11-19,4984350000
2009-11-20,4913650000
2009-11-23,4949000000
2009-11-24,4913650000
2009-11-25,5026770000
2009-11-27,4842950000
2009-11-30,4956070000
2009-12-01,5090400000
2009-12-02,5161100000
2009-12-03,5677210000
2009-12-04,5557020000
2009-12-07,6023640000
2009-12-08,6129690000
2009-12-09,6157970000
2009-12-10,6066060000
2009-12-11,6108480000
2009-12-14,6136760000
2009-12-15,6235740000
2009-12-16,6469050000
2009-12-17,6447839999
2009-12-18,6398350000
2009-12-21,6737710000
2009-12-22,6667010000
2009-12-23,6836690000
2009-12-24,7006370000
2009-12-28,6949810000
2009-12-29,6893250000
2009-12-30,6872040000
2009-12-31,6843760000
2010-01-04,6857899999
2010-01-05,6864970000
2010-01-06,6765990000
2010-01-07,6695290000
2010-01-08,6667010000
2010-01-11,6461980000
2010-01-12,6115550000
2010-01-13,6469050000
2010-01-14,6363000000
2010-01-15,6249880000
2010-01-19,6370070000
2010-01-20,6271089999
2010-01-21,6355930000
2010-01-22,5571160000
2010-01-25,5705490000
2010-01-26,5719630000
2010-01-27,5790330000
2010-01-28,5571160000
2010-01-29,5274220000
2010-02-01,5641860000
2010-02-02,5592370000
2010-02-03,5521670000
2010-02-04,5083330000
2010-02-05,5196450000
2010-02-08,5245940000
2010-02-09,5330780000
2010-02-10,5401480000
2010-02-11,5542880000
2010-02-12,5564090000
2010-02-16,5698420000
2010-02-17,5677210000
2010-02-18,5620650000
2010-02-19,5606510000
2010-02-22,5585300000
2010-02-23,5507530000
2010-02-24,5691350000
2010-02-25,5578230000
2010-02-26,5592370000
2010-03-01,5804470000
2010-03-02,5924660000
2010-03-03,5903450000
2010-03-04,6009500000
2010-03-05,6087270000
2010-03-08,6108480000
2010-03-09,6101410000
2010-03-10,6306440000
2010-03-11,6327649999
2010-03-12,6313510000
2010-03-15,6306440000
2010-03-16,6645800000
2010-03-17,6836690000
2010-03-18,6638730000
2010-03-19,6440770000
2010-03-22,6582170000
2010-03-23,6681149999
2010-03-24,6525610000
2010-03-25,6384210000
2010-03-26,6377140000
2010-03-29,6458990000
2010-03-30,6572430000
2010-03-31,6572430000
2010-04-01,6643329999
2010-04-05,6756770000
2010-04-06,6629150000
2010-04-07,6848940000
2010-04-08,6678780000
2010-04-09,6593700000
2010-04-12,6678780000
2010-04-13,6778040000
2010-04-14,7012010000
2010-04-15,7203440000
2010-04-16,6955290000
2010-04-19,6792220000
2010-04-20,6926930000
2010-04-21,6934020000
2010-04-22,6990740000
2010-04-23,6919840000
2010-04-26,7068730000
2010-04-27,6792220000
2010-04-28,6770950000
2010-04-29,6891480000
2010-04-30,6430630000
2010-05-03,6586609999
2010-05-04,6154120000
2010-05-05,6083220000
2010-05-06,5863430000
2010-05-07,5941420000
2010-05-10,6373910000
2010-05-11,6430630000
2010-05-12,6728410000
2010-05-13,6678780000
2010-05-14,6239200000
2010-05-17,6274650000
2010-05-18,5969780000
2010-05-19,6005230000
2010-05-20,5735810000
2010-05-21,5955600000
2010-05-24,5735810000
2010-05-25,5778350000
2010-05-26,5827980000
2010-05-27,6239200000
2010-05-28,6076130000
2010-06-01,5771260000
2010-06-02,6054859999
2010-06-03,6161210000
2010-06-04,5746445000
2010-06-07,5466390000
2010-06-08,5508930000
2010-06-09,5395490000
2010-06-10,5679090000
2010-06-11,5757079999
2010-06-14,5870520000
2010-06-15,6253380000
2010-06-16,6310100000
2010-06-17,6317190000
2010-06-18,6260470000
2010-06-21,6239200000
2010-06-22,6083220000
2010-06-23,6069040000
2010-06-24,5764170000
2010-06-25,5735810000
2010-06-28,5739650000
2010-06-29,5333240000
2010-06-30,5219160000
2010-07-01,5269070000
2010-07-02,5112210000
2010-07-06,5019520000
2010-07-07,5269070000
2010-07-08,5254810000
2010-07-09,5233420000
2010-07-12,5247680000
2010-07-13,5361760000
2010-07-14,5304720000
2010-07-15,5283330000
2010-07-16,5254810000
2010-07-19,5304720000
2010-07-20,5418800000
2010-07-21,5276200000
2010-07-22,5425930000
2010-07-23,5575660000
2010-07-26,5753910000
2010-07-27,5853730000
2010-07-28,5689740000
2010-07-29,5547140000
2010-07-30,5340370000
2010-08-02,5454450000
2010-08-03,5354630000
2010-08-04,5361760000
2010-08-05,5347500000
2010-08-06,5311850000
2010-08-09,5290460000
2010-08-10,4869790000
2010-08-11,4627370000
2010-08-12,4684410000
2010-08-13,4627370000
2010-08-16,4720060000
2010-08-17,4727190000
2010-08-18,4684410000
2010-08-19,4577460000
2010-08-20,4456250000
2010-08-23,4377820000
2010-08-24,4270870000
2010-08-25,4370690000
2010-08-26,4185310000
2010-08-27,4335040000
2010-08-30,4121140000
2010-08-31,3999930000
2010-09-01,4106880000
2010-09-02,4228090000
2010-09-03,4342170000
2010-09-07,4242350000
2010-09-08,4156790000
2010-09-09,4178180000
2010-09-10,4142529999
2010-09-13,4406340000
2010-09-14,4470510000
2010-09-15,4434860000
2010-09-16,4384950000
2010-09-17,4363560000
2010-09-20,4342170000
2010-09-21,4399923000
2010-09-22,4463380000
2010-09-23,4563200000
2010-09-24,4876920000
2010-09-27,5054400000
2010-09-28,5004000000
2010-09-29,5241600000
2010-09-30,5119200000
2010-10-01,5076000000
2010-10-04,4996800000
2010-10-05,5025600000
2010-10-06,4939200000
2010-10-07,4946400000
2010-10-08,5076000000
2010-10-11,5212800000
2010-10-12,5256000000
2010-10-13,5198400000
2010-10-14,5140080000
2010-10-15,5126400000
2010-10-18,5011200000
2010-10-19,5004000000
2010-10-20,4910400000
2010-10-21,4960800000
2010-10-22,4960800000
2010-10-25,5227200000
2010-10-26,5184000000
2010-10-27,5292000000
2010-10-28,5493600000
2010-10-29,5281200000
2010-11-01,5299200000
2010-11-02,5425200000
2010-11-03,5500800000
2010-11-04,5760000000
2010-11-05,5788799999
2010-11-08,5860800000
2010-11-09,5695200000
2010-11-10,5580000000
2010-11-11,5493600000
2010-11-12,5493600000
2010-11-15,5446800000
2010-11-16,5349600000
2010-11-17,5277600000
2010-11-18,5292000000
2010-11-19,5378400000
2010-11-22,5335200000
2010-11-23,5270400000
2010-11-24,5486400000
2010-11-26,5436000000
2010-11-29,5313600000
2010-11-30,5248800000
2010-12-01,5407200000
2010-12-02,5428800000
2010-12-03,5508000000
2010-12-06,5629680000
2010-12-07,5774400000
2010-12-08,5882400000
2010-12-09,5724000000
2010-12-10,5810400000
2010-12-13,5925600000
2010-12-14,5796000000
2010-12-15,5774400000
2010-12-16,5781600000
2010-12-17,5832000000
2010-12-20,5932800000
2010-12-21,5860800000
2010-12-22,5839920000
2010-12-23,5788799999
2010-12-27,5796000000
2010-12-28,5824800000
2010-12-29,5817600000
2010-12-30,5860800000
2010-12-31,5889600000
2011-01-03,6098400000
2011-01-04,6314400000
2011-01-05,6415200000
2011-01-06,6256800000
2011-01-07,6357600000
2011-01-10,6616800000
2011-01-11,6019200000
2011-01-12,6040800000
2011-01-13,5947200000
2011-01-14,5903999999
2011-01-18,5833799999
2011-01-19,5709600000
2011-01-20,5774400000
2011-01-21,5428800000
2011-01-24,5529600000
2011-01-25,5385600000
2011-01-26,5393520000
2011-01-27,5580000000
2011-01-28,5392800000
2011-01-31,5637600000
2011-02-01,5918400000
2011-02-02,5968799999
2011-02-03,5997600000
2011-02-04,6048000000
2011-02-07,5997600000
2011-02-08,5932800000
2011-02-09,5925600000
2011-02-10,5918400000
2011-02-11,5961600000
2011-02-14,6213600000
2011-02-15,6192000000
2011-02-16,6472800000
2011-02-17,6796800000
2011-02-18,6609600000
2011-02-22,6372000000
2011-02-23,6156000000
2011-02-24,6552000000
2011-02-25,6688799999
2011-02-28,6631200000
2011-03-01,6498000000
2011-03-02,6602400000
2011-03-03,6681600000
2011-03-04,6642000000
2011-03-07,6364800000
2011-03-08,6472800000
2011-03-09,6242400000
2011-03-10,6062400000
2011-03-11,6228000000
2011-03-14,6069600000
2011-03-15,5961600000
2011-03-16,5846399999
2011-03-17,5983200000
2011-03-18,6156000000
2011-03-21,6156000000
2011-03-22,6019200000
2011-03-23,6184800000
2011-03-24,6357600000
2011-03-25,6393600000
2011-03-28,6256800000
2011-03-29,6249600000
2011-03-30,6328799999
2011-03-31,6192000000
2011-04-01,6019200000
2011-04-04,5864400000
2011-04-05,5871640000
2011-04-06,6103320000
2011-04-07,6088840000
2011-04-08,6132280000
2011-04-11,6096080000
2011-04-12,5980240000
2011-04-13,5936799999
2011-04-14,5929560000
2011-04-15,5987480000
2011-04-18,5936799999
2011-04-19,5987480000
2011-04-20,6248120000
2011-04-21,6306040000
2011-04-25,6298799999
2011-04-26,6429120000
2011-04-27,6479799999
2011-04-28,6566680000
2011-04-29,6588400000
2011-05-02,6537720000
2011-05-03,6371200000
2011-05-04,6363959999
2011-05-05,6421879999
2011-05-06,6458080000
2011-05-09,6472560000
2011-05-10,6472560000
2011-05-11,6429120000
2011-05-12,6465320000
2011-05-13,6443600000
2011-05-16,6277080000
2011-05-17,6182959999
2011-05-18,6277080000
2011-05-19,6255360000
2011-05-20,6240879999
2011-05-23,6146760000
2011-05-24,6074360000
2011-05-25,6103320000
2011-05-26,6139520000
2011-05-27,6146760000
2011-05-31,6284320000
2011-06-01,6059879999
2011-06-02,5962140000
2011-06-03,5770280000
2011-06-06,5647200000
2011-06-07,5582040000
2011-06-08,5516880000
2011-06-09,5531360000
2011-06-10,5495160000
2011-06-13,5458960000
2011-06-14,5553080000
2011-06-15,5430000000
2011-06-16,5205560000
2011-06-17,5068000000
2011-06-20,4988360000
2011-06-21,5227280000
2011-06-22,5111440000
2011-06-23,5111440000
2011-06-24,4995600000
2011-06-27,5010080000
2011-06-28,5031800000
2011-06-29,4988360000
2011-06-30,5060760000
2011-07-01,5147640000
2011-07-05,5205060000
2011-07-06,5103000000
2011-07-07,5212350000
2011-07-08,5066550000
2011-07-11,4928040000
2011-07-12,4687470000
2011-07-13,4723920000
2011-07-14,4694760000
2011-07-15,4687470000
2011-07-18,4505220000
2011-07-19,4723920000
2011-07-20,4811400000
2011-07-21,4738500000
2011-07-22,5649750000
2011-07-25,5562270000
2011-07-26,5584140000
2011-07-27,5474790000
2011-07-28,5409180000
2011-07-29,5350860000
2011-08-01,5263380000
2011-08-02,5183190000
2011-08-03,5219640000
2011-08-04,4738500000
2011-08-05,4782240000
2011-08-08,4330260000
2011-08-09,4505220000
2011-08-10,4264649999
2011-08-11,4497930000
2011-08-12,4527090000
2011-08-15,4687470000
2011-08-16,4621860000
2011-08-17,4476060000
2011-08-18,4220910000
2011-08-19,4359420000
2011-08-22,4410450000
2011-08-23,4738500000
2011-08-24,4621860000
2011-08-25,4643730000
2011-08-26,4731210000
2011-08-29,4979070000
2011-08-30,4986360000
2011-08-31,4979070000
2011-09-01,4869720000
2011-09-02,4607280000
2011-09-06,4570830000
2011-09-07,4928040000
2011-09-08,4964490000
2011-09-09,4753080000
2011-09-12,4891590000
2011-09-13,5073840000
2011-09-14,5256090000
2011-09-15,5347215000
2011-09-16,5248800000
2011-09-19,5044680000
2011-09-20,4913460000
2011-09-21,4723920000
2011-09-22,4461480000
2011-09-23,4497930000
2011-09-26,4665600000
2011-09-27,4731210000
2011-09-28,4483350000
2011-09-29,3870989999
2011-09-30,3703320000
2011-10-03,3320490000
2011-10-04,3459760000
2011-10-05,3540390000
2011-10-06,3555049999
2011-10-07,3467090000
2011-10-10,3547720000
2011-10-11,3562380000
2011-10-12,3613690000
2011-10-13,3643010000
2011-10-14,3606360000
2011-10-17,3423110000
2011-10-18,3540390000
2011-10-19,3467090000
2011-10-20,3327820000
2011-10-21,3459760000
2011-10-24,3708979999
2011-10-25,3599030000
2011-10-26,3734635000
2011-10-27,4053490000
2011-10-28,4354020000
2011-10-31,4273390000
2011-11-01,3884900000
2011-11-02,4002180000
2011-11-03,4200090000
2011-11-04,4156110000
2011-11-07,4163440000
2011-11-08,4214750000
2011-11-09,3943540000
2011-11-10,4148780000
2011-11-11,4361350000
2011-11-14,4244070000
2011-11-15,4222080000
2011-11-16,4163440000
2011-11-17,3987520000
2011-11-18,4009510000
2011-11-21,3972860000
2011-11-22,3884900000
2011-11-23,3701650000
2011-11-25,3657670000
2011-11-28,3884900000
2011-11-29,3899560000
2011-11-30,4170770000
2011-12-01,4178100000
2011-12-02,4141450000
2011-12-05,4222080000
2011-12-06,4148780000
2011-12-07,4192760000
2011-12-08,4009510000
2011-12-09,4060820000
2011-12-12,3884900000
2011-12-13,3796940000
2011-12-14,3716310000
2011-12-15,3694320000
2011-12-16,3760290000
2011-12-19,3562380000
2011-12-20,3804270000
2011-12-21,3723640000
2011-12-22,3994850000
2011-12-23,3965530000
2011-12-27,3943540000
2011-12-28,3870240000
2011-12-29,3914220000
2011-12-30,3958200000
2012-01-03,4022320000
2012-01-04,4007640000
2012-01-05,4007640000
2012-01-06,3985620000
2012-01-09,4103060000
2012-01-10,4191140000
2012-01-11,4264539999
2012-01-12,4271880000
2012-01-13,4154440000
2012-01-17,4205820000
2012-01-18,4381980000
2012-01-19,4565480000
2012-01-20,4712280000
2012-01-23,4785680000
2012-01-24,4793020000
2012-01-25,4939820000
2012-01-26,4969180000
2012-01-27,5005880000
2012-01-30,4947160000
2012-01-31,4925140000
2012-02-01,5064600000
2012-02-02,5086620000
2012-02-03,5196720000
2012-02-06,5079280000
2012-02-07,5233420000
2012-02-08,5321500000
2012-02-09,5314160000
2012-02-10,5174700000
2012-02-13,5350860000
2012-02-14,5372880000
2012-02-15,5358200000
2012-02-16,5571060000
2012-02-17,5446280000
2012-02-21,5343520000
2012-02-22,5240760000
2012-02-23,5350860000
2012-02-24,5475640000
2012-02-27,5482980000
2012-02-28,5519680000
2012-02-29,5394900000
2012-03-01,5512340000
2012-03-02,5475640000
2012-03-05,5189380000
2012-03-06,5064600000
2012-03-07,5262780000
2012-03-08,5482980000
2012-03-09,5563720000
2012-03-12,5505000000
2012-03-13,5695840000
2012-03-14,5695840000
2012-03-15,6055500000
2012-03-16,6018799999
2012-03-19,6004120000
2012-03-20,5916040000
2012-03-21,5901359999
2012-03-22,5894020000
2012-03-23,5938060000
2012-03-26,6048160000
2012-03-27,6011460000
2012-03-28,5930720000
2012-03-29,5960079999
2012-03-30,5886680000
2012-04-02,6059799999
2012-04-03,5897220000
2012-04-04,5771590000
2012-04-05,5815930000
2012-04-09,5727250000
2012-04-10,5564670000
2012-04-11,5645960000
2012-04-12,5852880000
2012-04-13,5712470000
2012-04-16,5690300000
2012-04-17,5867660000
2012-04-18,5889830000
2012-04-19,5889830000
2012-04-20,5734640000
2012-04-23,5461210000
2012-04-24,5402090000
2012-04-25,5461210000
2012-04-26,5505550000
2012-04-27,5416870000
2012-04-30,5439040000
2012-05-01,5609010000
2012-05-02,5638570000
2012-05-03,5475990000
2012-05-04,5306020000
2012-05-07,5306020000
2012-05-08,5195170000
2012-05-09,5069540000
2012-05-10,5010420000
2012-05-11,5010420000
2012-05-14,4988250000
2012-05-15,4877400000
2012-05-16,4722210000
2012-05-17,4530070000
2012-05-18,4441390000
2012-05-21,4655700000
2012-05-22,4552240000
2012-05-23,4493120000
2012-05-24,4448780000
2012-05-25,4596580000
2012-05-29,4773940000
2012-05-30,4544850000
2012-05-31,4493120000
2012-06-01,4234470000
2012-06-04,4160570000
2012-06-05,4304675000
2012-06-06,4448780000
2012-06-07,4256640000
2012-06-08,4367490000
2012-06-11,4204910000
2012-06-12,4367490000
2012-06-13,4256640000
2012-06-14,4256640000
2012-06-15,4337930000
2012-06-18,4382270000
2012-06-19,4293589999
2012-06-20,4478340000
2012-06-21,4227080000
2012-06-22,4234470000
2012-06-25,3997990000
2012-06-26,4020160000
2012-06-27,4064500000
2012-06-28,3997990000
2012-06-29,4234470000
2012-07-02,4283750000
2012-07-03,4492350000
2012-07-05,4380600000
2012-07-06,4283750000
2012-07-09,4186900000
2012-07-10,3717550000
2012-07-11,3643050000
2012-07-12,3635600000
2012-07-13,3650500000
2012-07-16,3598350000
2012-07-17,3628150000
2012-07-18,3643050000
2012-07-19,3620700000
2012-07-20,3143900000
2012-07-23,3091750000
2012-07-24,3024699999
2012-07-25,2987450000
2012-07-26,3009800000
2012-07-27,3047050000
2012-07-30,3054499999
2012-07-31,3024699999
2012-08-01,3017250000
2012-08-02,2957650000
2012-08-03,3047050000
2012-08-06,2987450000
2012-08-07,2994899999
2012-08-08,3278000000
2012-08-09,3255650000
2012-08-10,3233300000
2012-08-13,3173700000
2012-08-14,3069400000
2012-08-15,3121550000
2012-08-16,3106650000
2012-08-17,3054499999
2012-08-20,3047050000
2012-08-21,3032150000
2012-08-22,2987450000
2012-08-23,2905500000
2012-08-24,2935300000
2012-08-27,2868250000
2012-08-28,2823550000
2012-08-29,2808650000
2012-08-30,2756500000
2012-08-31,2771400000
2012-09-04,2711800000
2012-09-05,2614950000
2012-09-06,2726700000
2012-09-07,2570250000
2012-09-10,2585150000
2012-09-11,2793750000
2012-09-12,2898050000
2012-09-13,2920400000
2012-09-14,2905500000
2012-09-17,2987450000
2012-09-18,2696900000
2012-09-19,2726700000
2012-09-20,2674550000
2012-09-21,2682000000
2012-09-24,2577700000
2012-09-25,2443600000
2012-09-26,2473400000
2012-09-27,2555350000
2012-09-28,2510650000
2012-10-01,2433902440
2012-10-02,2426482006
2012-10-03,2315175492
2012-10-04,2389379834
2012-10-05,2389379834
2012-10-08,2367118532
2012-10-09,2411641137
2012-10-10,2337436795
2012-10-11,2374538966
2012-10-12,2033198989
2012-10-15,2040619424
2012-10-16,1988676384
2012-10-17,2055460292
2012-10-18,1944153778
2012-10-19,1617654670
2012-10-22,1558291196
2012-10-23,1587972933
2012-10-24,1543450328
2012-10-25,1573132065
2012-10-26,1536029893
2012-10-31,1521189025
2012-11-01,1587972933
2012-11-02,1558291196
2012-11-05,1565711630
2012-11-06,1536029893
2012-11-07,1491507288
2012-11-08,1469245985
2012-11-09,1506348156
2012-11-12,1476666419
2012-11-13,1550870762
2012-11-14,1432143814
2012-11-15,1387621208
2012-11-16,1380200774
2012-11-19,1424723379
2012-11-20,1395041642
2012-11-21,1387621208
2012-11-23,1446984682
2012-11-26,1387621208
2012-11-27,1395041642
2012-11-28,1454405116
2012-11-29,1513768591
2012-11-30,1632495539
2012-12-03,1751222487
2012-12-04,1677018145
2012-12-05,1699279447
2012-12-06,1736381619
2012-12-07,1751222487
2012-12-10,1721540750
2012-12-11,1728961184
2012-12-12,1758642921
2012-12-13,1788324659
2012-12-14,1773780607
2012-12-17,1825426830
2012-12-18,1869949436
2012-12-19,1869949436
2012-12-20,1780904224
2012-12-21,1921892475
2012-12-24,1840267698
2012-12-26,1803165527
2012-12-27,1773483790
2012-12-28,1691859013
2012-12-31,1797600000
2013-01-02,1894969999
2013-01-03,1865010000
2013-01-04,1939910000
2013-01-07,1999830000
2013-01-08,1999830000
2013-01-09,1969870000
2013-01-10,1962380000
2013-01-11,1999830000
2013-01-14,1977360000
2013-01-15,2007320000
2013-01-16,2037280000
2013-01-17,2052260000
2013-01-18,1842540000
2013-01-22,1835050000
2013-01-23,2044770000
2013-01-24,2089710000
2013-01-25,2134650000
2013-01-28,2112179999
2013-01-29,2052260000
2013-01-30,1984850000
2013-01-31,1947400000
2013-02-01,1947400000
2013-02-04,1887480000
2013-02-05,1947400000
2013-02-06,1947400000
2013-02-07,1924929999
2013-02-08,1939910000
2013-02-11,1999830000
2013-02-12,2074730000
2013-02-13,2059750000
2013-02-14,2059750000
2013-02-15,2029790000
2013-02-19,2112179999
2013-02-20,2022300000
2013-02-21,1947400000
2013-02-22,1954890000
2013-02-25,1894969999
2013-02-26,1842540000
2013-02-27,1894969999
2013-02-28,1865010000
2013-03-01,1812580000
2013-03-04,1797600000
2013-03-05,1820070000
2013-03-06,1820070000
2013-03-07,1909949999
2013-03-08,1917440000
2013-03-11,1939910000
2013-03-12,1954890000
2013-03-13,1947400000
2013-03-14,1969870000
2013-03-15,1947400000
2013-03-18,1984850000
2013-03-19,1999830000
2013-03-20,2059750000
2013-03-21,1977360000
2013-03-22,1902460000
2013-03-25,1879989999
2013-03-26,1902460000
2013-03-27,1909949999
2013-03-28,1909949999
2013-04-01,1805600000
2013-04-02,1768600000
2013-04-03,1716800000
2013-04-04,1724200000
2013-04-05,1694600000
2013-04-08,1916600000
2013-04-09,1946200000
2013-04-10,1931400000
2013-04-11,1864800000
2013-04-12,1835200000
2013-04-15,1776000000
2013-04-16,1805600000
2013-04-17,1776000000
2013-04-18,1857399999
2013-04-19,1827800000
2013-04-22,1820400000
2013-04-23,1872199999
2013-04-24,1931400000
2013-04-25,1983200000
2013-04-26,1953600000
2013-04-29,1983200000
2013-04-30,2086800000
2013-05-01,2382800000
2013-05-02,2523400000
2013-05-03,2664000000
2013-05-06,2671400000
2013-05-07,2619600000
2013-05-08,2834200000
2013-05-09,2856400000
2013-05-10,2923000000
2013-05-13,3085800000
2013-05-14,3152400000
2013-05-15,3241200000
2013-05-16,2834200000
2013-05-17,3011800000
2013-05-20,3033999999
2013-05-21,2974799999
2013-05-22,2930400000
2013-05-23,2967400000
2013-05-24,2997000000
2013-05-28,2997000000
2013-05-29,2945200000
2013-05-30,2989600000
2013-05-31,2960000000
2013-06-03,2930400000
2013-06-04,2967400000
2013-06-05,2893400000
2013-06-06,2915600000
2013-06-07,2893400000
2013-06-10,3004399999
2013-06-11,2930400000
2013-06-12,2886000000
2013-06-13,2923000000
2013-06-14,2915600000
2013-06-17,2997000000
2013-06-18,3026600000
2013-06-19,3011800000
2013-06-20,2863800000
2013-06-21,2960000000
2013-06-24,2997000000
2013-06-25,3071000000
2013-06-26,3063600000
2013-06-27,3019200000
2013-06-28,3019200000
2013-07-01,3132399999
2013-07-02,3033080000
2013-07-03,3101839999
2013-07-05,3109480000
2013-07-08,3056000000
2013-07-09,3094200000
2013-07-10,3040720000
2013-07-11,3399800000
2013-07-12,3300480000
2013-07-15,3361600000
2013-07-16,3384520000
2013-07-17,3346320000
2013-07-18,3544959999
2013-07-19,3078920000
2013-07-22,2979600000
2013-07-23,2796240000
2013-07-24,2773320000
2013-07-25,2826800000
2013-07-26,2918480000
2013-07-29,2865000000
2013-07-30,2918480000
2013-07-31,2880280000
2013-08-01,2910840000
2013-08-02,2903200000
2013-08-05,2918480000
2013-08-06,2842080000
2013-08-07,2819160000
2013-08-08,2834440000
2013-08-09,2788600000
2013-08-12,2788600000
2013-08-13,2819160000
2013-08-14,2918480000
2013-08-15,2819160000
2013-08-16,2796240000
2013-08-19,2750400000
2013-08-20,2773320000
2013-08-21,2758040000
2013-08-22,2773320000
2013-08-23,2788600000
2013-08-26,2735120000
2013-08-27,2589960000
2013-08-28,2612880000
2013-08-29,2582320000
2013-08-30,2498280000
2013-09-03,2498280000
2013-09-04,2528840000
2013-09-05,2605240000
2013-09-06,2727480000
2013-09-09,2819160000
2013-09-10,2956680000
2013-09-11,2918480000
2013-09-12,2865000000
2013-09-13,2926120000
2013-09-16,2918480000
2013-09-17,2941400000
2013-09-18,3002520000
2013-09-19,3017800000
2013-09-20,2926120000
2013-09-23,2895560000
2013-09-24,2903200000
2013-09-25,2987240000
2013-09-26,2971960000
2013-09-27,2949040000
2013-09-30,2891803613
2013-10-01,2929753791
2013-10-02,2960113934
2013-10-03,2960113934
2013-10-04,2967703970
2013-10-07,2929753791
2013-10-08,2823493291
2013-10-09,2770363041
2013-10-10,2876623541
2013-10-11,2906983684
2013-10-14,3013244184
2013-10-15,3051194363
2013-10-16,3104324613
2013-10-17,3104324613
2013-10-18,2679282612
2013-10-21,2557842041
2013-10-22,2413631362
2013-10-23,2383271219
2013-10-24,2451581540
2013-10-25,2535071933
2013-10-28,2519891862
2013-10-29,2527481898
2013-10-30,2504711790
2013-10-31,2535071933
2013-11-01,2512301826
2013-11-04,2519891862
2013-11-05,2527481898
2013-11-06,2519891862
2013-11-07,2489531719
2013-11-08,2481941683
2013-11-11,2535071933
2013-11-12,2610972291
2013-11-13,2686872648
2013-11-14,2671692576
2013-11-15,2656512505
2013-11-18,2633742398
2013-11-19,2595792219
2013-11-20,2595792219
2013-11-21,2557842041
2013-11-22,2535071933
2013-11-25,2573022112
