,FTI
2010-12-22,7876213778
2010-12-23,7799039231
2010-12-27,7803449205
2010-12-28,7818884114
2010-12-29,7984258144
2010-12-30,7986463131
2010-12-31,8023947911
2011-01-03,4196191935
2011-01-04,4112314695
2011-01-05,4096005231
2011-01-06,3967859448
2011-01-07,4102995001
2011-01-10,4098335155
2011-01-11,4176387586
2011-01-12,4225315977
2011-01-13,4235800632
2011-01-14,4233470708
2011-01-18,4239295517
2011-01-19,4140273775
2011-01-20,4077365845
2011-01-21,4109984771
2011-01-24,4167067893
2011-01-25,4161243085
2011-01-26,4400060227
2011-01-27,4388410610
2011-01-28,4379090917
2011-01-31,4482772506
2011-02-01,4508401662
2011-02-02,4500246931
2011-02-03,4541020589
2011-02-04,4532865857
2011-02-07,4529370972
2011-02-08,4376760994
2011-02-09,4277739252
2011-02-10,4295213677
2011-02-11,4267254597
2011-02-14,4365111377
2011-02-15,4206676590
2011-02-16,4346471990
2011-02-17,4397730304
2011-02-18,4436174039
2011-02-22,4310358179
2011-02-23,4346471990
2011-02-24,4267254597
2011-02-25,4417534652
2011-02-28,4485102429
2011-03-01,4380255879
2011-03-02,4490927237
2011-03-03,4616743098
2011-03-04,4565484784
2011-03-07,4506071739
2011-03-08,4454813426
2011-03-09,4387245649
2011-03-10,4234635670
2011-03-11,4347636952
2011-03-14,4317347949
2011-03-15,4322007795
2011-03-16,4200851782
2011-03-17,4387245649
2011-03-18,4316182987
2011-03-21,4497917007
2011-03-22,4481607544
2011-03-23,4444328771
2011-03-24,4446658694
2011-03-25,4517721356
2011-03-28,4461803196
2011-03-29,4552670206
2011-03-30,4566649746
2011-03-31,4504906777
2011-04-01,4694210019
2011-04-04,4762225053
2011-04-05,4731735555
2011-04-06,4588669449
2011-04-07,4558179951
2011-04-08,4608604890
2011-04-11,4524172434
2011-04-12,4343580792
2011-04-13,4416286518
2011-04-14,4430358594
2011-04-15,4388142366
2011-04-18,4381106328
2011-04-19,4420977210
2011-04-20,4506582339
2011-04-21,4551143913
2011-04-25,4501891647
2011-04-26,4614468255
2011-04-27,4462020765
2011-04-28,4411595826
2011-04-29,4462020765
2011-05-02,4465538784
2011-05-03,4302537237
2011-05-04,4171197861
2011-05-05,4093801442
2011-05-06,4035167792
2011-05-09,4127808960
2011-05-10,4195823994
2011-05-11,4038685811
2011-05-12,4004678295
2011-05-13,4057448580
2011-05-16,4009368986
2011-05-17,3992951564
2011-05-18,4032822447
2011-05-19,4038685811
2011-05-20,4060966599
2011-05-23,3968325432
2011-05-24,4051585214
2011-05-25,4168852514
2011-05-26,4249766952
2011-05-27,4231004184
2011-05-31,4284947142
2011-06-01,4152435092
2011-06-02,4191133302
2011-06-03,4178233899
2011-06-06,4041031158
2011-06-07,4023441063
2011-06-08,4001160275
2011-06-09,4062139272
2011-06-10,3924936531
2011-06-13,3854576150
2011-06-14,3982397508
2011-06-15,3862784861
2011-06-16,3876856938
2011-06-17,3842849421
2011-06-20,3851058132
2011-06-21,3940181280
2011-06-22,3914382474
2011-06-23,3876856938
2011-06-24,3818223288
2011-06-27,3875684264
2011-06-28,4082074713
2011-06-29,4231004184
2011-06-30,4300191891
2011-07-01,4228471332
2011-07-05,4285361803
2011-07-06,4269107383
2011-07-07,4359667725
2011-07-08,4284200773
2011-07-11,4179708072
2011-07-12,4135588931
2011-07-13,4170419831
2011-07-14,4087986700
2011-07-15,4199445582
2011-07-18,4153004381
2011-07-19,4288844893
2011-07-20,4236598542
2011-07-21,4302777254
2011-07-22,4387532445
2011-07-25,4393337595
2011-07-26,4264463263
2011-07-27,4240081633
2011-07-28,4367794935
2011-07-29,4334125064
2011-08-01,4290005923
2011-08-02,4156487471
2011-08-03,4163453651
2011-08-04,3786118895
2011-08-05,3797729195
2011-08-08,3513276840
2011-08-09,3709490913
2011-08-10,3596871001
2011-08-11,3849975546
2011-08-12,3869713056
2011-08-15,4042706529
2011-08-16,3896416747
2011-08-17,3913832197
2011-08-18,3670015893
2011-08-19,3665371773
2011-08-22,3707168853
2011-08-23,3963756488
2011-08-24,3995104298
2011-08-25,3885967476
2011-08-26,3957951338
2011-08-29,4133266871
2011-08-30,4200606612
2011-08-31,4226149272
2011-09-01,4144877171
2011-09-02,4026452109
2011-09-06,4027613139
2011-09-07,4158809531
2011-09-08,4153004381
2011-09-09,3992782238
2011-09-12,4021807989
2011-09-13,4076376400
2011-09-14,4112368330
2011-09-15,4184352192
2011-09-16,4106563180
2011-09-19,4100758030
2011-09-20,4099597000
2011-09-21,3909188077
2011-09-22,3830238035
2011-09-23,3680465163
2011-09-26,3793085075
2011-09-27,3846492456
2011-09-28,3717618124
2011-09-29,3681626193
2011-09-30,3573650401
2011-10-03,6836144757
2011-10-04,7140334623
2011-10-05,7372540627
2011-10-06,7672086372
2011-10-07,7625645171
2011-10-10,8062192458
2011-10-11,8038971858
2011-10-12,8064514518
2011-10-13,8011107138
2011-10-14,8306008763
2011-10-17,7943767396
2011-10-18,8259567562
2011-10-19,8048260098
2011-10-20,8097023359
2011-10-21,8389602924
2011-10-24,8705403089
2011-10-25,8547503007
2011-10-26,8443010305
2011-10-27,8965473814
2011-10-28,8956185574
2011-10-31,8519638286
2011-11-01,8357094083
2011-11-02,8675216309
2011-11-03,9023525315
2011-11-04,8881879653
2011-11-07,8895812013
2011-11-08,9072288576
2011-11-09,8640385408
2011-11-10,8814539911
2011-11-11,9074610636
2011-11-14,8997982655
2011-11-15,9267341619
2011-11-16,9415953462
2011-11-17,9190713638
2011-11-18,9283596039
2011-11-21,9130340077
2011-11-22,8991016474
2011-11-23,8679860429
2011-11-25,8814539911
2011-11-28,9239476899
2011-11-29,9406665222
2011-11-30,9952349331
2011-12-01,10019689072
2011-12-02,10107927354
2011-12-05,10221708296
2011-12-06,10172945035
2011-12-07,9864111049
2011-12-08,9557599124
2011-12-09,9857144869
2011-12-12,9457750542
2011-12-13,9357901961
2011-12-14,9069966516
2011-12-15,9060678276
2011-12-16,9392732861
2011-12-19,9350935781
2011-12-20,9689956546
2011-12-21,9817669849
2011-12-22,9966281691
2011-12-23,9861788989
2011-12-27,9975569931
2011-12-28,9782838948
2011-12-29,9912874310
2011-12-30,9929128731
2012-01-03,9511650860
2012-01-04,9473915022
2012-01-05,9398443347
2012-01-06,9371806285
2012-01-09,9438398940
2012-01-10,9562705229
2012-01-11,9445058205
2012-01-12,9611539842
2012-01-13,9334070447
2012-01-17,9291895099
2012-01-18,9542727432
2012-01-19,9758043683
2012-01-20,9569364494
2012-01-23,9478354533
2012-01-24,9489453309
2012-01-25,9797999276
2012-01-26,9655934946
2012-01-27,9591562046
2012-01-30,9445058205
2012-01-31,9287455589
2012-02-01,9540507677
2012-02-02,9578243515
2012-02-03,9704769559
2012-02-06,9871251196
2012-02-07,9853493155
2012-02-08,9826856093
2012-02-09,9658154701
2012-02-10,9813537562
2012-02-13,9877910462
2012-02-14,9771362214
2012-02-15,9271917303
2012-02-16,9331850692
2012-02-17,9336290202
2012-02-21,9291895099
2012-02-22,9402882857
2012-02-23,9467255757
2012-02-24,9498332329
2012-02-27,9342949468
2012-02-28,9322971672
2012-02-29,9163149300
2012-03-01,9302993875
2012-03-02,9198665383
2012-03-05,9234181465
2012-03-06,9132072728
2012-03-07,9225302444
2012-03-08,9360707509
2012-03-09,9420640899
2012-03-12,9229741955
2012-03-13,9409542123
2012-03-14,9278576568
2012-03-15,9394003837
2012-03-16,9511650860
2012-03-19,9467255757
2012-03-20,9271917303
2012-03-21,9021084970
2012-03-22,8770252637
2012-03-23,8803548964
2012-03-26,9012205949
2012-03-27,8912316967
2012-03-28,8803548964
2012-03-29,9043282521
2012-03-30,9160929545
2012-04-02,4577288576
2012-04-03,4578395270
2012-04-04,4467725817
2012-04-05,4416817869
2012-04-09,4354842975
2012-04-10,4247493606
2012-04-11,4302828332
2012-04-12,4371443393
2012-04-13,4268520802
2012-04-16,4202119130
2012-04-17,4281801136
2012-04-18,4333815779
2012-04-19,4289547998
2012-04-20,4293974776
2012-04-23,4278481052
2012-04-24,4313895277
2012-04-25,4266307413
2012-04-26,4250813689
2012-04-27,4258560551
2012-04-30,4258560551
2012-05-01,4287334609
2012-05-02,4278481052
2012-05-03,4112476873
2012-05-04,4011767671
2012-05-07,4000700725
2012-05-08,4039435034
2012-05-09,4016194449
2012-05-10,4052715368
2012-05-11,4062675619
2012-05-14,3902204912
2012-05-15,3834696546
2012-05-16,3815882739
2012-05-17,3771614958
2012-05-18,3746160984
2012-05-21,3841336713
2012-05-22,3789322070
2012-05-23,3852403658
2012-05-24,3803709099
2012-05-25,3779361819
2012-05-29,3808135877
2012-05-30,3728453871
2012-05-31,3645451781
2012-06-01,3507114965
2012-06-04,3503794881
2012-06-05,3608930862
2012-06-06,3697466424
2012-06-07,3694146341
2012-06-08,3684186090
2012-06-11,3645451781
2012-06-12,3736200733
2012-06-13,3648771865
2012-06-14,3758334623
2012-06-15,3816989433
2012-06-18,3730667260
2012-06-19,3738414122
2012-06-20,3694146341
2012-06-21,3499368103
2012-06-22,3533675634
2012-06-25,3417472708
2012-06-26,3414152625
2012-06-27,3456207017
2012-06-28,3423006181
2012-06-29,3553596135
2012-07-02,3638811614
2012-07-03,3774935041
2012-07-05,3718493620
2012-07-06,3698573119
2012-07-09,3710746759
2012-07-10,3621104502
2012-07-11,3659838810
2012-07-12,3591223749
2012-07-13,3653198643
2012-07-16,3668692366
2012-07-17,3727347177
2012-07-18,3736200733
2012-07-19,3845763491
2012-07-20,3813669350
2012-07-23,3694146341
2012-07-24,3648771865
2012-07-25,3866790687
2012-07-26,4118010346
2012-07-27,4244173522
2012-07-30,4193265574
2012-07-31,4088129593
2012-08-01,4173345072
2012-08-02,4133504069
2012-08-03,4276267663
2012-08-06,4261880635
2012-08-07,4302828332
2012-08-08,4302828332
2012-08-09,4322748834
2012-08-10,4358163059
2012-08-13,4318322056
2012-08-14,4311681888
2012-08-15,4281801136
2012-08-16,4328282306
2012-08-17,4345989419
2012-08-20,4259667245
2012-08-21,4323855528
2012-08-22,4285121220
2012-08-23,4302828332
2012-08-24,4277374358
2012-08-27,4296188165
2012-08-28,4286227914
2012-08-29,4291761387
2012-08-30,4187732101
2012-08-31,4243066828
2012-09-04,4269627496
2012-09-05,4254133773
2012-09-06,4291761387
2012-09-07,4398004062
2012-09-10,4361483142
2012-09-11,4407964312
2012-09-12,4453338788
2012-09-13,4443378537
2012-09-14,4526380627
2012-09-17,4411284396
2012-09-18,4398004062
2012-09-19,4385830422
2012-09-20,4404644229
2012-09-21,4417924563
2012-09-24,4389150505
2012-09-25,4368123309
2012-09-26,4258560551
2012-09-27,4231999882
2012-09-28,4194372268
2012-10-01,8503840768
2012-10-02,8468426543
2012-10-03,8101003959
2012-10-04,8063376345
2012-10-05,7952706892
2012-10-08,7957133670
2012-10-09,7946066725
2012-10-10,7837610661
2012-10-11,8005828230
2012-10-12,7977054172
2012-10-15,8025748731
2012-10-16,8112070904
2012-10-17,8311275920
2012-10-18,8289142029
2012-10-19,8039029065
2012-10-22,7974840783
2012-10-23,7815476770
2012-10-24,7193514445
2012-10-25,7228928669
2012-10-26,7328531177
2012-10-31,7410426572
2012-11-01,7430347074
2012-11-02,7339598122
2012-11-05,7472401466
2012-11-06,7507815691
2012-11-07,7363945402
2012-11-08,7248849171
2012-11-09,7401573016
2012-11-12,7439200630
2012-11-13,7386079293
2012-11-14,7366158791
2012-11-15,7284263396
2012-11-16,7284263396
2012-11-19,7496748746
2012-11-20,7408213183
2012-11-21,7428133685
2012-11-23,7565363807
2012-11-26,7476828244
2012-11-27,7403786405
2012-11-28,7479041633
2012-11-29,7465761299
2012-11-30,7403786405
2012-12-03,7454694354
2012-12-04,7450267575
2012-12-05,7510029080
2012-12-06,7510029080
2012-12-07,7636192257
2012-12-10,7602991421
2012-12-11,7631765478
2012-12-12,7671606481
2012-12-13,7560937028
2012-12-14,7357305235
2012-12-17,7377225736
2012-12-18,7660539536
2012-12-19,7605204810
2012-12-20,7671606481
2012-12-21,7556510250
2012-12-24,7516669247
2012-12-26,7456907743
2012-12-27,7461334521
2012-12-28,7394932849
2012-12-31,7760142044
2013-01-02,7881884069
2013-01-03,7811055568
2013-01-04,7906231366
2013-01-07,7917298319
2013-01-08,7786708271
2013-01-09,7917298319
2013-01-10,8050101757
2013-01-11,8025754460
2013-01-14,7994766991
2013-01-15,8335629150
2013-01-16,8353336275
2013-01-17,8255947087
2013-01-18,8333415759
2013-01-22,8472859369
2013-01-23,8426378166
2013-01-24,8428591557
2013-01-25,8479499541
2013-01-28,8488353104
2013-01-29,8537047698
2013-01-30,8397604088
2013-01-31,8579102120
2013-02-01,8667637746
2013-02-04,8605662808
2013-02-05,8716332340
2013-02-06,8720759121
2013-02-07,8698625215
2013-02-08,8809294747
2013-02-11,8756173371
2013-02-12,8707478777
2013-02-13,9143516733
2013-02-14,9336081719
2013-02-15,9384776313
2013-02-19,9612755549
2013-02-20,9322801375
2013-02-21,9234265750
2013-02-22,9398056657
2013-02-25,9150156905
2013-02-26,9227625578
2013-02-27,9417977173
2013-02-28,9404696829
2013-03-01,9331654938
2013-03-04,9205491671
2013-03-05,9298454078
2013-03-06,9234265750
2013-03-07,9212131843
2013-03-08,9340508500
2013-03-11,9371495969
2013-03-12,9356002235
2013-03-13,9395843266
2013-03-14,9495445845
2013-03-15,9528646705
2013-03-18,9364855797
2013-03-19,9240905922
2013-03-20,9513152970
2013-03-21,9413550391
2013-03-22,9493232454
2013-03-25,9526433314
2013-03-26,9710144737
2013-03-27,9798680363
2013-03-28,9854015129
2013-04-01,9767692894
2013-04-02,9752199159
2013-04-03,9415763782
2013-04-04,9384776313
2013-04-05,9364855797
2013-04-08,9564060955
2013-04-09,9685797440
2013-04-10,10015592646
2013-04-11,9975751614
2013-04-12,9566274346
2013-04-15,8959805310
2013-04-16,9059407889
2013-04-17,8787160840
2013-04-18,8966445482
2013-04-19,8917750888
2013-04-22,9161223858
2013-04-23,9367069188
2013-04-24,9659236752
2013-04-25,9676943878
2013-04-26,9583981471
2013-04-29,9626035893
2013-04-30,9838521394
2013-05-01,9741132206
2013-05-02,9814174097
2013-05-03,10039939943
2013-05-06,10088634537
2013-05-07,10261279007
2013-05-08,10190450506
2013-05-09,10197090678
2013-05-10,10146182693
2013-05-13,10159463037
2013-05-14,10245785272
2013-05-15,10212584412
2013-05-16,10179383553
2013-05-17,10425069914
2013-05-20,10641982197
2013-05-21,10591074212
2013-05-22,10411789570
2013-05-23,10329894116
2013-05-24,10281199522
2013-05-28,10420643133
2013-05-29,10318827163
2013-05-30,10332107507
2013-05-31,10084207755
2013-06-03,10250212053
2013-06-04,10084207755
2013-06-05,9942550754
2013-06-06,10090847927
2013-06-07,10186023725
2013-06-10,10121835396
2013-06-11,9966898051
2013-06-12,9885002598
2013-06-13,10141755912
2013-06-14,10077567583
2013-06-17,10475977899
2013-06-18,10504751977
2013-06-19,10305546819
2013-06-20,9904923114
2013-06-21,9966898051
2013-06-24,9984605177
2013-06-25,10104128271
2013-06-26,10117408615
2013-06-27,10199304069
2013-06-28,10088634537
2013-07-01,10228163157
2013-07-02,10335592441
2013-07-03,10232639377
2013-07-05,10322163781
2013-07-08,10409450075
2013-07-09,10655642186
2013-07-10,10628784864
2013-07-11,10539260460
2013-07-12,10691451947
2013-07-15,10584022662
2013-07-16,10373640313
2013-07-17,10382592753
2013-07-18,10476593378
2013-07-19,10592975103
2013-07-22,10510165029
2013-07-23,10460926607
2013-07-24,10279639689
2013-07-25,10194591505
2013-07-26,9995399706
2013-07-29,9782779247
2013-07-30,9796207907
2013-07-31,9764874366
2013-08-01,10062543009
2013-08-02,10096114661
2013-08-05,10011066477
2013-08-06,9825303339
2013-08-07,9814112788
2013-08-08,9881256091
2013-08-09,9881256091
2013-08-12,9905875302
2013-08-13,9959589945
2013-08-14,9856636880
2013-08-15,9751445705
2013-08-16,9755921925
2013-08-19,9597016108
2013-08-20,9704445393
2013-08-21,9646254531
2013-08-22,10026733248
2013-08-23,10096114661
2013-08-26,10028971358
2013-08-27,9948399394
2013-08-28,10026733248
2013-08-29,9854398770
2013-08-30,9825303339
2013-09-03,9946161284
2013-09-04,10060304899
2013-09-05,10091638440
2013-09-06,10024495137
2013-09-09,10102828991
2013-09-10,10096114661
2013-09-11,10174448514
2013-09-12,10107305211
2013-09-13,9966304275
2013-09-16,10178924734
2013-09-17,10299782680
2013-09-18,10532546130
2013-09-19,10469879047
2013-09-20,10328878111
2013-09-23,10172210404
2013-09-24,10107305211
2013-09-25,10149829303
2013-09-26,10129686312
2013-09-27,10136400642
2013-09-30,10154305523
2013-10-01,10297544570
2013-10-02,10440783616
2013-10-03,10322163781
2013-10-04,10463164717
2013-10-07,10357973542
2013-10-08,10277401579
2013-10-09,10228163157
2013-10-10,10460926607
2013-10-11,10507926919
2013-10-14,10644451635
2013-10-15,10599689433
2013-10-16,10814548003
2013-10-17,10671308956
2013-10-18,10872738865
2013-10-21,10631022975
2013-10-22,10584022662
2013-10-23,9673111852
2013-10-24,9507491704
2013-10-25,9368728878
2013-10-28,9491824934
2013-10-29,9438110291
2013-10-30,9326204786
2013-10-31,9261299593
2013-11-01,9236680382
2013-11-04,9265775814
2013-11-05,9174013299
2013-11-06,9207584951
2013-11-07,9057631574
2013-11-08,9115822437
2013-11-11,9113584327
2013-11-12,8965869060
2013-11-13,9003916932
2013-11-14,9082250785
2013-11-15,9075536455
2013-11-18,8900963867
2013-11-19,8894249537
2013-11-20,8945726069
2013-11-21,9059869684
2013-11-22,8986012051
2013-11-25,8831582454
2013-11-26,8793534582
2013-11-27,8753248601
2013-11-29,8813677573
2013-12-02,8833820564
2013-12-03,8885297097
2013-12-04,9030774253
2013-12-05,9198632511
2013-12-06,9292633135
2013-12-09,9339633447
2013-12-10,9187441960
2013-12-11,9263537703
2013-12-12,9346347777
2013-12-13,9447062732
2013-12-16,9729064604
2013-12-17,9740255155
2013-12-18,9666397521
2013-12-19,9511967925
2013-12-20,9581349338
2013-12-23,9460491392
2013-12-24,9565682567
2013-12-26,9576873117
2013-12-27,9509729814
2013-12-30,9442586511
2013-12-31,9565682567
2014-01-02,9388871869
2014-01-03,9509729814
2014-01-06,9509729814
2014-01-07,9400062420
2014-01-08,9417967300
2014-01-09,9431395961
2014-01-10,9583587448
2014-01-13,9353062107
2014-01-14,9509729814
2014-01-15,9379919429
2014-01-16,9359776438
2014-01-17,9344109667
2014-01-21,9400062420
2014-01-22,9451538952
2014-01-23,9196394400
2014-01-24,9050917244
2014-01-27,8965869060
2014-01-28,9012869372
2014-01-29,8959154730
2014-01-30,9144917868
2014-01-31,9057631574
2014-02-03,8965869060
2014-02-04,9109108107
2014-02-05,9050917244
2014-02-06,9151632198
2014-02-07,8862915996
2014-02-10,8997202602
2014-02-11,9209823061
2014-02-12,9281442584
2014-02-13,9409014860
2014-02-14,9388871869
2014-02-18,9335157227
2014-02-19,9256823373
2014-02-20,9310538016
2014-02-21,9165060859
2014-02-24,9281442584
2014-02-25,9178489520
2014-02-26,9196394400
2014-02-27,9158346529
2014-02-28,9205346841
2014-03-03,9106869996
2014-03-04,9187441960
2014-03-05,9288156915
2014-03-06,9632825870
2014-03-07,9760398146
2014-03-10,9693254843
2014-03-11,9518682255
2014-03-12,9404538640
2014-03-13,9279204474
2014-03-14,9409014860
2014-03-17,9386633759
2014-03-18,9400062420
2014-03-19,9382157539
2014-03-20,9601492329
2014-03-21,9626111540
2014-03-24,9538825246
2014-03-25,9581349338
2014-03-26,9520920365
2014-03-27,9473920053
2014-03-28,9601492329
2014-03-31,9581349338
2014-04-01,9688778622
2014-04-02,9894684752
2014-04-03,9890208531
2014-04-04,10020018917
2014-04-07,9776064916
2014-04-08,9807398458
2014-04-09,9780541137
2014-04-10,9722350274
2014-04-11,9556730127
2014-04-14,9610444769
2014-04-15,9834255779
2014-04-16,10008828367
2014-04-17,10040161908
2014-04-21,10136400642
2014-04-22,10154305523
2014-04-23,10581784552
2014-04-24,10474355268
2014-04-25,10407211965
2014-04-28,10351259212
2014-04-29,10299782680
2014-04-30,10389307084
2014-05-01,10346782992
2014-05-02,10362449763
2014-05-05,10449736056
2014-05-06,10494498258
2014-05-07,10369164093
2014-05-08,10266211028
2014-05-09,10252782368
2014-05-12,10250544258
2014-05-13,10353497322
2014-05-14,10223686936
2014-05-15,10174448514
2014-05-16,10152067413
2014-05-19,10194591505
2014-05-20,10172210404
2014-05-21,10275163469
2014-05-22,10277401579
2014-05-23,10389307084
2014-05-27,10554927231
2014-05-28,10498974479
2014-05-29,10608641874
2014-05-30,10637737305
2014-06-02,10610879984
2014-06-03,10682499507
2014-06-04,10812309893
2014-06-05,10794405012
2014-06-06,10783214461
2014-06-09,10836929104
2014-06-10,10834690994
2014-06-11,10810071783
2014-06-12,10848119654
2014-06-13,10783214461
2014-06-16,10810071783
2014-06-17,10783214461
2014-06-18,10933167838
2014-06-19,10986882480
2014-06-20,11268884353
2014-06-23,11338265766
2014-06-24,11183836169
2014-06-25,11275598683
2014-06-26,11040597123
2014-06-27,11038359013
2014-06-30,11188312389
2014-07-01,11080253711
2014-07-02,11105021602
2014-07-03,11215351297
2014-07-07,10983433774
2014-07-08,11044227688
2014-07-09,11150054130
2014-07-10,10960917509
2014-07-11,10906878475
2014-07-14,11087008590
2014-07-15,11111776481
2014-07-16,11314422861
2014-07-17,11152305757
2014-07-18,11231112682
2014-07-21,11224357803
2014-07-22,11298661475
2014-07-23,11652166827
2014-07-24,11541837131
2014-07-25,11663424959
2014-07-28,11708457488
2014-07-29,11519320867
2014-07-30,11458526953
2014-07-31,11206344791
2014-08-01,11050982567
2014-08-04,11427004183
2014-08-05,11204093165
2014-08-06,11278396837
2014-08-07,11055485820
2014-08-08,11287403343
2014-08-11,11258132200
2014-08-12,11062240699
2014-08-13,11114028107
2014-08-14,10960917509
2014-08-15,11050982567
2014-08-18,11021711423
2014-08-19,11143299251
2014-08-20,11199589912
2014-08-21,11204093165
2014-08-22,11064492326
2014-08-25,11168067142
2014-08-26,11282900090
2014-08-27,11336939125
2014-08-28,11352700510
2014-08-29,11397733039
2014-09-02,11129789492
2014-09-03,11001446785
2014-09-04,10515095474
2014-09-05,10607412158
2014-09-08,10368739756
2014-09-09,10501585716
2014-09-10,10580392641
2014-09-11,10609663785
2014-09-12,10449798308
2014-09-15,10416023911
2014-09-16,10334965359
2014-09-17,10301190963
2014-09-18,10197616146
2014-09-19,10197616146
2014-09-22,10055763681
2014-09-23,10060266933
2014-09-24,10168345003
2014-09-25,10012982778
2014-09-26,10055763681
2014-09-29,9992718140
2014-09-30,10010731152
2014-10-01,9814839651
2014-10-02,9677490439
2014-10-03,9659477427
2014-10-06,9663980680
2014-10-07,9648219295
2014-10-08,9875633565
2014-10-09,9459082674
2014-10-10,9418553398
2014-10-13,9157364731
2014-10-14,9040280156
2014-10-15,9130345214
2014-10-16,9364514363
2014-10-17,9263191174
2014-10-20,9375772496
2014-10-21,9711264835
2014-10-22,9553650984
2014-10-23,10028744163
2014-10-24,10046757175
2014-10-27,9828349410
2014-10-28,10287681204
2014-10-29,10177351508
2014-10-30,10177351508
2014-10-31,10330462106
2014-11-03,10141325485
2014-11-04,9936427479
2014-11-05,10143577112
2014-11-06,10305694215
2014-11-07,10503837342
2014-11-10,10296687710
2014-11-11,10319203974
2014-11-12,10283177951
2014-11-13,9949937238
2014-11-14,10010731152
2014-11-17,10062518560
2014-11-18,10073776692
2014-11-19,10003976272
2014-11-20,10256158434
2014-11-21,10506088969
2014-11-24,10226887290
2014-11-25,9832852663
2014-11-26,9618948151
2014-11-28,8806111006
2014-12-01,8776839863
2014-12-02,8803859380
2014-12-03,8826375644
2014-12-04,8810614259
2014-12-05,8664258541
2014-12-08,8267972287
2014-12-09,8481876799
2014-12-10,8110358436
2014-12-11,8114861689
2014-12-12,7923473442
2014-12-15,7880692540
2014-12-16,7966254344
2014-12-17,8168900724
2014-12-18,8324262948
2014-12-19,8884917932
2014-12-22,8781343116
2014-12-23,8738562213
2014-12-24,8720549202
2014-12-26,8781343116
2014-12-29,8936705340
2014-12-30,8745317092
2014-12-31,8632735770
2015-01-02,8574193483
2015-01-05,8238701143
2015-01-06,8067577534
2015-01-07,7792879108
2015-01-08,8004531994
2015-01-09,7772614470
2015-01-12,7540696947
2015-01-13,7461890022
2015-01-14,7405599361
2015-01-15,7180436717
2015-01-16,7394341228
2015-01-20,7173681837
2015-01-21,7331295688
2015-01-22,7209707860
2015-01-23,7022822866
2015-01-26,7045339130
2015-01-27,7034080998
2015-01-28,6667065888
2015-01-29,6723356549
2015-01-30,6907989917
2015-02-02,7169178584
2015-02-03,7277256654
2015-02-04,7128649309
2015-02-05,7216462740
2015-02-06,7112887923
2015-02-09,7169178584
2015-02-10,7173681837
2015-02-11,7542948574
2015-02-12,7333547315
2015-02-13,7565464838
2015-02-17,7932479948
2015-02-18,7880692540
2015-02-19,7678046160
2015-02-20,7551955079
2015-02-23,7518180683
2015-02-24,7603742487
2015-02-25,7547451826
2015-02-26,7369573338
2015-02-27,7360566832
2015-03-02,7304276171
2015-03-03,7302024544
2015-03-04,7281759906
2015-03-05,7279508280
2015-03-06,7160172079
2015-03-09,7220965993
2015-03-10,7011564734
2015-03-11,6894480159
2015-03-12,6752627693
2015-03-13,6757130946
2015-03-16,6817924860
2015-03-17,6662562635
2015-03-18,6824679739
2015-03-19,6673820768
2015-03-20,6781898837
2015-03-23,6777395584
2015-03-24,6853950883
2015-03-25,6932757808
2015-03-26,6966532205
2015-03-27,6903486665
2015-03-30,6919248050
2015-03-31,6822428113
2015-04-01,6813421607
2015-04-02,6847196004
2015-04-06,7047590757
2015-04-07,7016067987
2015-04-08,7020571239
2015-04-09,7243482257
2015-04-10,7164675332
2015-04-13,7038584251
2015-04-14,7146662320
2015-04-15,7533942068
2015-04-16,7353811953
2015-04-17,7245733883
2015-04-20,7281759906
2015-04-21,6955274073
2015-04-22,7475399780
2015-04-23,7635265258
2015-04-24,7374076591
2015-04-27,7529438815
2015-04-28,7563213211
2015-04-29,7826653505
2015-04-30,8128371448
2015-05-01,7988770609
2015-05-04,7896453925
2015-05-05,7995525488
2015-05-06,7968505971
2015-05-07,7768111218
2015-05-08,7885195792
2015-05-11,7660033148
2015-05-12,7709568930
2015-05-13,7639768510
2015-05-14,7664536401
2015-05-15,7648775016
2015-05-18,7671291281
2015-05-19,7585729476
2015-05-20,7747846580
2015-05-21,7907712057
2015-05-22,7912215310
2015-05-26,7653278269
2015-05-27,7745594953
2015-05-28,7727581942
2015-05-29,7702814051
2015-06-01,7678046160
2015-06-02,7954996212
2015-06-03,7835660011
2015-06-04,7781620976
2015-06-05,7880692540
2015-06-08,7781620976
2015-06-09,7831156758
2015-06-10,7973009224
2015-06-11,7903208804
2015-06-12,7885195792
2015-06-15,7788375855
2015-06-16,7819898626
2015-06-17,7853673022
2015-06-18,7768111218
2015-06-19,7689304292
2015-06-22,7687052666
2015-06-23,7783872603
2015-06-24,7799633988
2015-06-25,7783872603
2015-06-26,7741091700
2015-06-29,7520432309
2015-06-30,7646523390
2015-07-01,7673908136
2015-07-02,7699913370
2015-07-06,7480050937
2015-07-07,7484779161
2015-07-08,7186901027
2015-07-09,7243639719
2015-07-10,7248367943
2015-07-13,7196357475
2015-07-14,7267280841
2015-07-15,7068695418
2015-07-16,7146711120
2015-07-17,7047418408
2015-07-20,7023777286
2015-07-21,7037961959
2015-07-22,6340548866
2015-07-23,6227071482
2015-07-24,6354733539
2015-07-27,6314543632
2015-07-28,6461118587
2015-07-29,6513129055
2015-07-30,6399651671
2015-07-31,6340548866
2015-08-03,6319271857
2015-08-04,6309815408
2015-08-05,6428021017
2015-08-06,6449298027
2015-08-07,6290902510
2015-08-10,6572231860
2015-08-11,6439841578
