,FNMA
2009-04-13,4999280000
2009-04-14,4999280000
2009-04-15,5112900000
2009-04-16,5112900000
2009-04-17,4828850000
2009-04-20,4260750000
2009-04-21,4828850000
2009-04-22,4431180000
2009-04-23,4544800000
2009-04-24,4544800000
2009-04-27,4487990000
2009-04-28,4203940000
2009-04-29,4487990000
2009-04-30,4431180000
2009-05-01,4260750000
2009-05-04,4658420000
2009-05-05,4828850000
2009-05-06,5056090000
2009-05-07,4999280000
2009-05-08,4885660000
2009-05-11,4544800000
2009-05-12,4658420000
2009-05-13,4374370000
2009-05-14,4544800000
2009-05-15,4431180000
2009-05-18,4544800000
2009-05-19,4431180000
2009-05-20,4374370000
2009-05-21,4431180000
2009-05-22,4260750000
2009-05-26,4317560000
2009-05-27,4203940000
2009-05-28,4090320000
2009-05-29,4147130000
2009-06-01,4090320000
2009-06-02,3976699999
2009-06-03,3863080000
2009-06-04,4147130000
2009-06-05,3976699999
2009-06-08,3919889999
2009-06-09,3919889999
2009-06-10,3863080000
2009-06-11,3806270000
2009-06-12,3749460000
2009-06-15,3465410000
2009-06-16,3806270000
2009-06-17,3579030000
2009-06-18,3692650000
2009-06-19,3806270000
2009-06-22,3522220000
2009-06-23,3635840000
2009-06-24,3635840000
2009-06-25,3579030000
2009-06-26,2897310000
2009-06-29,3294980000
2009-06-30,3297300000
2009-07-01,3354150000
2009-07-02,3354150000
2009-07-06,3183600000
2009-07-07,3013050000
2009-07-08,2956200000
2009-07-09,2956200000
2009-07-10,2899350000
2009-07-13,3297300000
2009-07-14,3411000000
2009-07-15,3467850000
2009-07-16,3183600000
2009-07-17,3297300000
2009-07-20,3354150000
2009-07-21,3297300000
2009-07-22,3240449999
2009-07-23,3240449999
2009-07-24,3240449999
2009-07-27,3354150000
2009-07-28,3297300000
2009-07-29,3354150000
2009-07-30,3240449999
2009-07-31,3297300000
2009-08-03,3297300000
2009-08-04,3240449999
2009-08-05,4206900000
2009-08-06,4491150000
2009-08-07,3752100000
2009-08-10,5685000000
2009-08-11,6082950000
2009-08-12,5855550000
2009-08-13,6026100000
2009-08-14,5855550000
2009-08-17,5287050000
2009-08-18,5343900000
2009-08-19,5230200000
2009-08-20,6253500000
2009-08-21,6822000000
2009-08-24,9664500000
2009-08-25,10574100000
2009-08-26,10517250000
2009-08-27,10915200000
2009-08-28,11597400000
2009-08-31,10972050000
2009-09-01,9039150000
2009-09-02,7788450000
2009-09-03,9323400000
2009-09-04,10062450000
2009-09-08,9266550000
2009-09-09,9437100000
2009-09-10,9550800000
2009-09-11,9380250000
2009-09-14,9437100000
2009-09-15,9266550000
2009-09-16,9437100000
2009-09-17,9096000000
2009-09-18,8982300000
2009-09-21,9550800000
2009-09-22,9550800000
2009-09-23,9607650000
2009-09-24,9209700000
2009-09-25,8925450000
2009-09-28,9096000000
2009-09-29,8868600000
2009-09-30,8647280000
2009-10-01,8305940000
2009-10-02,8078380000
2009-10-05,8476610000
2009-10-06,8590390000
2009-10-07,8419720000
2009-10-08,8476610000
2009-10-09,8135270000
2009-10-12,8021490000
2009-10-13,7907709999
2009-10-14,8135270000
2009-10-15,8704170000
2009-10-16,8305940000
2009-10-19,6485459999
2009-10-20,6371680000
2009-10-21,6997470000
2009-10-22,6713020000
2009-10-23,6713020000
2009-10-26,6257900000
2009-10-27,6087230000
2009-10-28,5802780000
2009-10-29,6371680000
2009-10-30,6144120000
2009-11-02,5859670000
2009-11-03,6542349999
2009-11-04,6201010000
2009-11-05,6371680000
2009-11-06,5916560000
2009-11-09,5973450000
2009-11-10,5859670000
2009-11-11,5802780000
2009-11-12,5802780000
2009-11-13,5689000000
2009-11-16,5745890000
2009-11-17,5689000000
2009-11-18,5916560000
2009-11-19,5859670000
2009-11-20,5802780000
2009-11-23,5745890000
2009-11-24,5689000000
2009-11-25,5632110000
2009-11-27,5347660000
2009-11-30,5006320000
2009-12-01,5290770000
2009-12-02,5233880000
2009-12-03,5120100000
2009-12-04,5233880000
2009-12-07,5233880000
2009-12-08,5233880000
2009-12-09,5233880000
2009-12-10,5233880000
2009-12-11,5916560000
2009-12-14,6428569999
2009-12-15,6713020000
2009-12-16,6201010000
2009-12-17,6201010000
2009-12-18,6257900000
2009-12-21,6087230000
2009-12-22,6144120000
2009-12-23,5973450000
2009-12-24,5973450000
2009-12-28,7225030000
2009-12-29,7111250000
2009-12-30,6599240000
2009-12-31,6716560000
2010-01-04,6602720000
2010-01-05,6545799999
2010-01-06,6261200000
2010-01-07,6716560000
2010-01-08,6545799999
2010-01-11,6602720000
2010-01-12,6375040000
2010-01-13,6488879999
2010-01-14,6375040000
2010-01-15,6261200000
2010-01-19,6147360000
2010-01-20,6147360000
2010-01-21,6090440000
2010-01-22,5635080000
2010-01-25,5350480000
2010-01-26,5805840000
2010-01-27,5748920000
2010-01-28,5692000000
2010-01-29,5464320000
2010-02-01,5862760000
2010-02-02,5805840000
2010-02-03,5748920000
2010-02-04,5578160000
2010-02-05,5521240000
2010-02-08,5635080000
2010-02-09,5578160000
2010-02-10,5919680000
2010-02-11,5692000000
2010-02-12,5805840000
2010-02-16,5862760000
2010-02-17,5919680000
2010-02-18,5805840000
2010-02-19,5805840000
2010-02-22,5748920000
2010-02-23,5692000000
2010-02-24,5805840000
2010-02-25,5748920000
2010-02-26,5635080000
2010-03-01,5635080000
2010-03-02,5692000000
2010-03-03,5578160000
2010-03-04,5635080000
2010-03-05,5748920000
2010-03-08,5748920000
2010-03-09,6090440000
2010-03-10,6261200000
2010-03-11,6261200000
2010-03-12,6147360000
2010-03-15,5919680000
2010-03-16,5976600000
2010-03-17,6375040000
2010-03-18,6204280000
2010-03-19,6545799999
2010-03-22,6204280000
2010-03-23,6261200000
2010-03-24,6204280000
2010-03-25,6033520000
2010-03-26,6033520000
2010-03-29,6033520000
2010-03-30,5976600000
2010-03-31,5978700000
2010-04-01,5807880000
2010-04-05,6035640000
2010-04-06,6149520000
2010-04-07,6263400000
2010-04-08,6206460000
2010-04-09,6263400000
2010-04-12,7060560000
2010-04-13,6718920000
2010-04-14,7231380000
2010-04-15,7402200000
2010-04-16,7060560000
2010-04-19,6889740000
2010-04-20,7060560000
2010-04-21,6946680000
2010-04-22,7060560000
2010-04-23,7060560000
2010-04-26,7117500000
2010-04-27,6889740000
2010-04-28,7060560000
2010-04-29,7174440000
2010-04-30,6946680000
2010-05-03,6946680000
2010-05-04,6661980000
2010-05-05,6320340000
2010-05-06,5921760000
2010-05-07,5864820000
2010-05-10,6092580000
2010-05-11,6035640000
2010-05-12,5864820000
2010-05-13,5864820000
2010-05-14,5750940000
2010-05-17,5694000000
2010-05-18,5580120000
2010-05-19,5352360000
2010-05-20,5124600000
2010-05-21,5466240000
2010-05-24,5352360000
2010-05-25,5181540000
2010-05-26,5238480000
2010-05-27,5466240000
2010-05-28,5580120000
2010-06-01,5295420000
2010-06-02,5466240000
2010-06-03,5352360000
2010-06-04,5295420000
2010-06-07,5181540000
2010-06-08,5181540000
2010-06-09,5181540000
2010-06-10,5238480000
2010-06-11,5295420000
2010-06-14,5181540000
2010-06-15,5238480000
2010-06-16,3188640000
2010-06-17,2448420000
2010-06-18,1992899999
2010-06-21,2334540000
2010-06-22,2391480000
2010-06-23,2334540000
2010-06-24,2163720000
2010-06-25,2220660000
2010-06-28,2106780000
2010-06-29,1992899999
2010-06-30,1936300000
2010-07-01,1993249999
2010-07-02,1879350000
2010-07-06,1708500000
2010-07-07,1423750000
2010-07-08,1082050000
2010-07-09,1537650000
2010-07-12,2050200000
2010-07-13,1822400000
2010-07-14,1708500000
2010-07-15,1765450000
2010-07-16,1708500000
2010-07-19,1708500000
2010-07-20,1651550000
2010-07-21,1651550000
2010-07-22,1594600000
2010-07-23,1594600000
2010-07-26,1537650000
2010-07-27,2278000000
2010-07-28,1936300000
2010-07-29,2164100000
2010-07-30,2221050000
2010-08-02,2334950000
2010-08-03,2278000000
2010-08-04,2278000000
2010-08-05,2050200000
2010-08-06,2221050000
2010-08-09,2164100000
2010-08-10,2164100000
2010-08-11,2107150000
2010-08-12,2164100000
2010-08-13,2164100000
2010-08-16,2107150000
2010-08-17,2050200000
2010-08-18,1822400000
2010-08-19,1765450000
2010-08-20,1822400000
2010-08-23,1765450000
2010-08-24,1708500000
2010-08-25,1765450000
2010-08-26,1765450000
2010-08-27,1879350000
2010-08-30,1822400000
2010-08-31,1765450000
2010-09-01,1765450000
2010-09-02,1765450000
2010-09-03,1765450000
2010-09-07,1708500000
2010-09-08,1708500000
2010-09-09,1651550000
2010-09-10,1594600000
2010-09-13,1594600000
2010-09-14,1594600000
2010-09-15,1651550000
2010-09-16,1594600000
2010-09-17,1309850000
2010-09-20,1480700000
2010-09-21,1537650000
2010-09-22,1537650000
2010-09-23,1480700000
2010-09-24,1480700000
2010-09-27,1708500000
2010-09-28,1651550000
2010-09-29,1594600000
2010-09-30,1537380000
2010-10-01,1594320000
2010-10-04,1537380000
2010-10-05,1594320000
2010-10-06,1651260000
2010-10-07,1651260000
2010-10-08,1651260000
2010-10-11,1651260000
2010-10-12,1651260000
2010-10-13,1708200000
2010-10-14,1879020000
2010-10-15,2163720000
2010-10-18,2448420000
2010-10-19,2334540000
2010-10-20,2163720000
2010-10-21,2220660000
2010-10-22,2049840000
2010-10-25,1879020000
2010-10-26,1992899999
2010-10-27,2106780000
2010-10-28,2220660000
2010-10-29,2163720000
2010-11-01,2106780000
2010-11-02,2220660000
2010-11-03,2163720000
2010-11-04,2220660000
2010-11-05,2220660000
2010-11-08,2220660000
2010-11-09,2163720000
2010-11-10,2163720000
2010-11-11,2106780000
2010-11-12,2106780000
2010-11-15,2106780000
2010-11-16,2049840000
2010-11-17,2049840000
2010-11-18,2049840000
2010-11-19,1992899999
2010-11-22,2049840000
2010-11-23,1992899999
2010-11-24,1935960000
2010-11-26,1935960000
2010-11-29,1822080000
2010-11-30,1822080000
2010-12-01,1935960000
2010-12-02,1879020000
2010-12-03,1822080000
2010-12-06,1822080000
2010-12-07,1822080000
2010-12-08,1765140000
2010-12-09,1765140000
2010-12-10,1765140000
2010-12-13,1765140000
2010-12-14,1708200000
2010-12-15,1708200000
2010-12-16,1708200000
2010-12-17,1708200000
2010-12-20,1935960000
2010-12-21,1822080000
2010-12-22,1879020000
2010-12-23,1822080000
2010-12-27,1765140000
2010-12-28,1765140000
2010-12-29,1765140000
2010-12-30,1708200000
2010-12-31,1709400000
2011-01-03,1880340000
2011-01-04,1937320000
2011-01-05,1880340000
2011-01-06,1880340000
2011-01-07,1880340000
2011-01-10,1880340000
2011-01-11,1823360000
2011-01-12,1823360000
2011-01-13,1823360000
2011-01-14,1823360000
2011-01-18,1823360000
2011-01-19,1766380000
2011-01-20,2051280000
2011-01-21,2222220000
2011-01-24,2678060000
2011-01-25,3532760000
2011-01-26,2621080000
2011-01-27,2905980000
2011-01-28,2905980000
2011-01-31,3190880000
2011-02-01,3532760000
2011-02-02,3760680000
2011-02-03,4501420000
2011-02-04,3874640000
2011-02-07,4672360000
2011-02-08,4729340000
2011-02-09,4102560000
2011-02-10,3418800000
2011-02-11,3247859999
2011-02-14,2564100000
2011-02-15,2962960000
2011-02-16,3019940000
2011-02-17,3304840000
2011-02-18,3304840000
2011-02-22,3361820000
2011-02-23,3304840000
2011-02-24,3190880000
2011-02-25,3190880000
2011-02-28,2621080000
2011-03-01,2792020000
2011-03-02,2792020000
2011-03-03,2792020000
2011-03-04,2735040000
2011-03-07,2621080000
2011-03-08,2450140000
2011-03-09,2336180000
2011-03-10,2450140000
2011-03-11,2336180000
2011-03-14,2222220000
2011-03-15,2165240000
2011-03-16,2108260000
2011-03-17,2336180000
2011-03-18,2051280000
2011-03-21,2222220000
2011-03-22,2279200000
2011-03-23,2222220000
2011-03-24,2222220000
2011-03-25,2279200000
2011-03-28,2393160000
2011-03-29,2279200000
2011-03-30,2336180000
2011-03-31,2234700000
2011-04-01,2292000000
2011-04-04,2234700000
2011-04-05,2234700000
2011-04-06,2349300000
2011-04-07,2292000000
2011-04-08,2234700000
2011-04-11,2234700000
2011-04-12,2234700000
2011-04-13,2292000000
2011-04-14,2234700000
2011-04-15,2292000000
2011-04-18,2234700000
2011-04-19,2234700000
2011-04-20,2177400000
2011-04-21,2177400000
2011-04-25,2177400000
2011-04-26,2120100000
2011-04-27,2120100000
2011-04-28,2234700000
2011-04-29,2521200000
2011-05-02,2693100000
2011-05-03,2406600000
2011-05-04,2463900000
2011-05-05,2693100000
2011-05-06,2463900000
2011-05-09,2406600000
2011-05-10,2349300000
2011-05-11,2292000000
2011-05-12,2234700000
2011-05-13,2234700000
2011-05-16,2120100000
2011-05-17,2177400000
2011-05-18,2292000000
2011-05-19,2292000000
2011-05-20,2234700000
2011-05-23,2177400000
2011-05-24,2177400000
2011-05-25,2177400000
2011-05-26,2177400000
2011-05-27,2177400000
2011-05-31,2177400000
2011-06-01,2177400000
2011-06-02,2120100000
2011-06-03,2120100000
2011-06-06,2120100000
2011-06-07,2062800000
2011-06-08,1948200000
2011-06-09,1948200000
2011-06-10,1890900000
2011-06-13,1890900000
2011-06-14,2005499999
2011-06-15,1948200000
2011-06-16,1890900000
2011-06-17,1890900000
2011-06-20,1890900000
2011-06-21,1890900000
2011-06-22,1890900000
2011-06-23,1890900000
2011-06-24,1890900000
2011-06-27,1890900000
2011-06-28,1890900000
2011-06-29,1890900000
2011-06-30,1900800000
2011-07-01,1900800000
2011-07-05,2131200000
2011-07-06,2015999999
2011-07-07,2015999999
2011-07-08,2015999999
2011-07-11,1958400000
2011-07-12,1958400000
2011-07-13,2015999999
2011-07-14,1958400000
2011-07-15,1958400000
2011-07-18,1958400000
2011-07-19,1958400000
2011-07-20,2015999999
2011-07-21,1958400000
2011-07-22,1958400000
2011-07-25,1958400000
2011-07-26,1900800000
2011-07-27,1900800000
2011-07-28,1843200000
2011-07-29,1900800000
2011-08-01,1958400000
2011-08-02,1900800000
2011-08-03,1843200000
2011-08-04,1785600000
2011-08-05,1728000000
2011-08-08,1440000000
2011-08-09,1612800000
2011-08-10,1555200000
2011-08-11,1612800000
2011-08-12,1612800000
2011-08-15,1670400000
2011-08-16,1670400000
2011-08-17,1670400000
2011-08-18,1612800000
2011-08-19,1555200000
2011-08-22,1497600000
2011-08-23,1497600000
2011-08-24,1555200000
2011-08-25,1555200000
2011-08-26,1555200000
2011-08-29,1555200000
2011-08-30,1612800000
2011-08-31,1728000000
2011-09-01,1670400000
2011-09-02,1843200000
2011-09-06,1958400000
2011-09-07,1843200000
2011-09-08,1728000000
2011-09-09,1670400000
2011-09-12,1612800000
2011-09-13,1555200000
2011-09-14,1555200000
2011-09-15,1555200000
2011-09-16,1555200000
2011-09-19,1555200000
2011-09-20,1555200000
2011-09-21,1497600000
2011-09-22,1440000000
2011-09-23,1497600000
2011-09-26,1497600000
2011-09-27,1440000000
2011-09-28,1382400000
2011-09-29,1382400000
2011-09-30,1381920000
2011-10-03,1266760000
2011-10-04,1324340000
2011-10-05,1381920000
2011-10-06,1381920000
2011-10-07,1324340000
2011-10-10,1324340000
2011-10-11,1381920000
2011-10-12,1381920000
2011-10-13,1324340000
2011-10-14,1324340000
2011-10-17,1324340000
2011-10-18,1381920000
2011-10-19,1381920000
2011-10-20,1324340000
2011-10-21,1324340000
2011-10-24,1497080000
2011-10-25,1439500000
2011-10-26,1439500000
2011-10-27,1439500000
2011-10-28,1439500000
2011-10-31,1439500000
2011-11-01,1439500000
2011-11-02,1439500000
2011-11-03,1439500000
2011-11-04,1381920000
2011-11-07,1381920000
2011-11-08,1324340000
2011-11-09,1266760000
2011-11-10,1266760000
2011-11-11,1266760000
2011-11-14,1266760000
2011-11-15,1266760000
2011-11-16,1209180000
2011-11-17,1266760000
2011-11-18,1209180000
2011-11-21,1209180000
2011-11-22,1151600000
2011-11-23,1151600000
2011-11-25,1151600000
2011-11-28,1209180000
2011-11-29,1151600000
2011-11-30,1151600000
2011-12-01,1151600000
2011-12-02,1151600000
2011-12-05,1151600000
2011-12-06,1151600000
2011-12-07,1439500000
2011-12-08,1266760000
2011-12-09,1266760000
2011-12-12,1209180000
2011-12-13,1151600000
2011-12-14,1151600000
2011-12-15,1151600000
2011-12-16,1151600000
2011-12-19,1151600000
2011-12-20,1151600000
2011-12-21,1151600000
2011-12-22,1151600000
2011-12-23,1381920000
2011-12-27,1266760000
2011-12-28,1209180000
2011-12-29,1151600000
2011-12-30,1151600000
2012-01-03,1209810000
2012-01-04,1152200000
2012-01-05,1152200000
2012-01-06,1152200000
2012-01-09,1267420000
2012-01-10,1382640000
2012-01-11,1267420000
2012-01-12,1325030000
2012-01-13,1325030000
2012-01-17,1325030000
2012-01-18,1382640000
2012-01-19,1382640000
2012-01-20,1382640000
2012-01-23,1325030000
2012-01-24,1325030000
2012-01-25,1267420000
2012-01-26,1325030000
2012-01-27,1325030000
2012-01-30,1325030000
2012-01-31,1267420000
2012-02-01,1267420000
2012-02-02,1267420000
2012-02-03,1382640000
2012-02-06,1728300000
2012-02-07,1613080000
2012-02-08,1613080000
2012-02-09,1785910000
2012-02-10,1728300000
2012-02-13,1901130000
2012-02-14,1958740000
2012-02-15,2131570000
2012-02-16,2246790000
2012-02-17,2189180000
2012-02-21,1785910000
2012-02-22,1670690000
2012-02-23,1901130000
2012-02-24,1843520000
2012-02-27,1785910000
2012-02-28,1843520000
2012-02-29,1843520000
2012-03-01,1843520000
2012-03-02,1843520000
2012-03-05,1785910000
2012-03-06,1728300000
2012-03-07,1670690000
2012-03-08,1728300000
2012-03-09,1843520000
2012-03-12,1785910000
2012-03-13,1785910000
2012-03-14,1785910000
2012-03-15,1843520000
2012-03-16,1785910000
2012-03-19,1843520000
2012-03-20,1843520000
2012-03-21,1785910000
2012-03-22,1728300000
2012-03-23,1785910000
2012-03-26,1785910000
2012-03-27,1785910000
2012-03-28,1728300000
2012-03-29,1728300000
2012-03-30,1670690000
2012-04-02,1728600000
2012-04-03,1670980000
2012-04-04,1613360000
2012-04-05,1613360000
2012-04-09,1555740000
2012-04-10,1555740000
2012-04-11,1613360000
2012-04-12,1555740000
2012-04-13,1555740000
2012-04-16,1555740000
2012-04-17,1728600000
2012-04-18,1613360000
2012-04-19,1728600000
2012-04-20,1670980000
2012-04-23,1670980000
2012-04-24,1613360000
2012-04-25,1613360000
2012-04-26,1613360000
2012-04-27,1613360000
2012-04-30,1613360000
2012-05-01,1613360000
2012-05-02,1613360000
2012-05-03,1613360000
2012-05-04,1555740000
2012-05-07,1555740000
2012-05-08,1498120000
2012-05-09,1728600000
2012-05-10,1786220000
2012-05-11,1728600000
2012-05-14,1613360000
2012-05-15,1613360000
2012-05-16,1613360000
2012-05-17,1555740000
2012-05-18,1555740000
2012-05-21,1555740000
2012-05-22,1555740000
2012-05-23,1613360000
2012-05-24,1613360000
2012-05-25,1555740000
2012-05-29,1555740000
2012-05-30,1555740000
2012-05-31,1555740000
2012-06-01,1498120000
2012-06-04,1498120000
2012-06-05,1498120000
2012-06-06,1498120000
2012-06-07,1555740000
2012-06-08,1498120000
2012-06-11,1498120000
2012-06-12,1498120000
2012-06-13,1498120000
2012-06-14,1498120000
2012-06-15,1498120000
2012-06-18,1498120000
2012-06-19,1498120000
2012-06-20,1498120000
2012-06-21,1498120000
2012-06-22,1498120000
2012-06-25,1498120000
2012-06-26,1498120000
2012-06-27,1498120000
2012-06-28,1440500000
2012-06-29,1498120000
2012-07-02,1498120000
2012-07-03,1498120000
2012-07-05,1498120000
2012-07-06,1440500000
2012-07-09,1440500000
2012-07-10,1382880000
2012-07-11,1382880000
2012-07-12,1382880000
2012-07-13,1382880000
2012-07-16,1440500000
2012-07-17,1382880000
2012-07-18,1382880000
2012-07-19,1382880000
2012-07-20,1382880000
2012-07-23,1325260000
2012-07-24,1267640000
2012-07-25,1382880000
2012-07-26,1440500000
2012-07-27,1382880000
2012-07-30,1382880000
2012-07-31,1325260000
2012-08-01,1325260000
2012-08-02,1325260000
2012-08-03,1382880000
2012-08-06,1382880000
2012-08-07,1670980000
2012-08-08,1728600000
2012-08-09,1670980000
2012-08-10,1613360000
2012-08-13,1728600000
2012-08-14,1670980000
2012-08-15,1728600000
2012-08-16,1728600000
2012-08-17,1382880000
2012-08-20,1498120000
2012-08-21,1498120000
2012-08-22,1440500000
2012-08-23,1440500000
2012-08-24,1440500000
2012-08-27,1440500000
2012-08-28,1382880000
2012-08-29,1382880000
2012-08-30,1382880000
2012-08-31,1440500000
2012-09-04,1382880000
2012-09-05,1382880000
2012-09-06,1440500000
2012-09-07,1382880000
2012-09-10,1382880000
2012-09-11,1440500000
2012-09-12,1440500000
2012-09-13,1555740000
2012-09-14,1613360000
2012-09-17,1670980000
2012-09-18,1613360000
2012-09-19,1613360000
2012-09-20,1555740000
2012-09-21,1613360000
2012-09-24,1613360000
2012-09-25,1613360000
2012-09-26,1555740000
2012-09-27,1555740000
2012-09-28,1613360000
2012-10-01,1613360000
2012-10-02,1613360000
2012-10-03,1613360000
2012-10-04,1613360000
2012-10-05,1613360000
2012-10-08,1613360000
2012-10-09,1555740000
2012-10-10,1555740000
2012-10-11,1555740000
2012-10-12,1555740000
2012-10-15,1555740000
2012-10-16,1555740000
2012-10-17,1555740000
2012-10-18,1555740000
2012-10-19,1555740000
2012-10-22,1555740000
2012-10-23,1555740000
2012-10-24,1555740000
2012-10-25,1555740000
2012-10-26,1555740000
2012-10-31,1555740000
2012-11-01,1555740000
2012-11-02,1555740000
2012-11-05,1555740000
2012-11-06,1555740000
2012-11-07,1728600000
2012-11-08,1613360000
2012-11-09,1613360000
2012-11-12,1555740000
2012-11-13,1555740000
2012-11-14,1613360000
2012-11-15,1555740000
2012-11-16,1555740000
2012-11-19,1555740000
2012-11-20,1555740000
2012-11-21,1555740000
2012-11-23,1613360000
2012-11-26,1613360000
2012-11-27,1555740000
2012-11-28,1555740000
2012-11-29,1555740000
2012-11-30,1555740000
2012-12-03,1555740000
2012-12-04,1555740000
2012-12-05,1555740000
2012-12-06,1555740000
2012-12-07,1555740000
2012-12-10,1555740000
2012-12-11,1613360000
2012-12-12,1613360000
2012-12-13,1555740000
2012-12-14,1555740000
2012-12-17,1555740000
2012-12-18,1498120000
2012-12-19,1498120000
2012-12-20,1555740000
2012-12-21,1498120000
2012-12-24,1498120000
2012-12-26,1498120000
2012-12-27,1498120000
2012-12-28,1498120000
2012-12-31,1498120000
2013-01-02,1555740000
2013-01-03,1498120000
2013-01-04,1498120000
2013-01-07,1728600000
2013-01-08,1670980000
2013-01-09,1670980000
2013-01-10,1613360000
2013-01-11,1613360000
2013-01-14,1613360000
2013-01-15,1613360000
2013-01-16,1555740000
2013-01-17,1613360000
2013-01-18,1613360000
2013-01-22,1613360000
2013-01-23,1613360000
2013-01-24,1613360000
2013-01-25,1613360000
2013-01-28,1613360000
2013-01-29,1613360000
2013-01-30,1613360000
2013-01-31,1613360000
2013-02-01,1613360000
2013-02-04,1670980000
2013-02-05,1670980000
2013-02-06,1670980000
2013-02-07,1670980000
2013-02-08,1670980000
2013-02-11,1670980000
2013-02-12,1670980000
2013-02-13,1670980000
2013-02-14,1670980000
2013-02-15,1670980000
2013-02-19,1670980000
2013-02-20,1670980000
2013-02-21,1670980000
2013-02-22,1613360000
2013-02-25,1613360000
2013-02-26,1613360000
2013-02-27,1613360000
2013-02-28,1613360000
2013-03-01,1670980000
2013-03-04,1670980000
2013-03-05,1843840000
2013-03-06,1728600000
2013-03-07,1728600000
2013-03-08,1670980000
2013-03-11,1670980000
2013-03-12,1670980000
2013-03-13,1670980000
2013-03-14,1728600000
2013-03-15,2304800000
2013-03-18,2996240000
2013-03-19,4148640000
2013-03-20,6222960000
2013-03-21,4494360000
2013-03-22,4551980000
2013-03-25,4782460000
2013-03-26,4494360000
2013-03-27,3457200000
2013-03-28,3975779999
2013-04-01,4609600000
2013-04-02,5185800000
2013-04-03,5185800000
2013-04-04,4897700000
2013-04-05,5012940000
2013-04-08,5185800000
2013-04-09,4955320000
2013-04-10,4667220000
2013-04-11,4321500000
2013-04-12,4206260000
2013-04-15,4379120000
2013-04-16,4667220000
2013-04-17,4551980000
2013-04-18,4551980000
2013-04-19,4609600000
2013-04-22,4551980000
2013-04-23,4551980000
2013-04-24,4724840000
2013-04-25,4724840000
2013-04-26,4782460000
2013-04-29,4782460000
2013-04-30,4782460000
2013-05-01,4782460000
2013-05-02,4724840000
2013-05-03,4724840000
2013-05-06,4724840000
2013-05-07,4724840000
2013-05-08,5185800000
2013-05-09,5012940000
2013-05-10,5070560000
2013-05-13,5473900000
2013-05-14,6914400000
2013-05-15,8182040000
2013-05-16,7317740000
2013-05-17,7778700000
2013-05-20,8873480000
2013-05-21,9853020000
2013-05-22,10544460000
2013-05-23,12100200000
2013-05-24,17113140000
2013-05-28,23508960000
2013-05-29,16709800000
2013-05-30,9968260000
2013-05-31,12100200000
2013-06-03,14577859999
2013-06-04,12906880000
2013-06-05,10486840000
2013-06-06,11466380000
2013-06-07,11408760000
2013-06-10,11005420000
2013-06-11,11408760000
2013-06-12,11178280000
2013-06-13,10602080000
2013-06-14,8815860000
2013-06-17,9737780000
2013-06-18,10947800000
2013-06-19,10602080000
2013-06-20,9968260000
2013-06-21,10659700000
2013-06-24,10371600000
2013-06-25,9046340000
2013-06-26,6799160000
2013-06-27,8009179999
2013-06-28,8124420000
2013-07-01,8700620000
2013-07-02,9680160000
2013-07-03,9219200000
2013-07-05,9622540000
2013-07-08,9968260000
2013-07-09,9334440000
2013-07-10,8815860000
2013-07-11,8412520000
2013-07-12,8470140000
2013-07-15,8815860000
2013-07-16,8643000000
2013-07-17,8470140000
2013-07-18,8297280000
2013-07-19,8124420000
2013-07-22,9276820000
2013-07-23,8873480000
2013-07-24,8643000000
2013-07-25,8815860000
2013-07-26,9103960000
2013-07-29,8873480000
2013-07-30,8931100000
2013-07-31,8873480000
2013-08-01,8873480000
2013-08-02,8988720000
2013-08-05,10313980000
2013-08-06,8700620000
2013-08-07,8873480000
2013-08-08,8931100000
2013-08-09,8643000000
2013-08-12,8527760000
2013-08-13,8009179999
2013-08-14,7087260000
2013-08-15,7605840000
2013-08-16,7836320000
2013-08-19,7548220000
2013-08-20,7260120000
2013-08-21,7490600000
2013-08-22,7605840000
2013-08-23,7605840000
2013-08-26,7432980000
2013-08-27,7087260000
2013-08-28,7260120000
2013-08-29,7087260000
2013-08-30,7029640000
2013-09-03,7202500000
2013-09-04,7317740000
2013-09-05,7087260000
2013-09-06,7144880000
2013-09-09,7087260000
2013-09-10,7029640000
2013-09-11,6741540000
2013-09-12,6222960000
2013-09-13,6683920000
2013-09-16,6914400000
2013-09-17,6799160000
2013-09-18,6741540000
2013-09-19,7202500000
2013-09-20,7663460000
2013-09-23,7836320000
2013-09-24,7548220000
2013-09-25,7375360000
2013-09-26,7663460000
2013-09-27,7490600000
2013-09-30,7548220000
2013-10-01,7951559999
2013-10-02,8873480000
2013-10-03,8527760000
2013-10-04,8585380000
2013-10-07,8815860000
2013-10-08,9276820000
2013-10-09,8988720000
2013-10-10,9219200000
2013-10-11,9392060000
2013-10-14,9276820000
2013-10-15,9392060000
2013-10-16,9046340000
2013-10-17,8815860000
2013-10-18,8873480000
2013-10-21,9276820000
2013-10-22,10198740000
2013-10-23,12734020000
2013-10-24,11178280000
2013-10-25,12676400000
2013-10-28,13828800000
2013-10-29,13944040000
2013-10-30,12734020000
2013-10-31,13483080000
2013-11-01,13886420000
2013-11-04,13713560000
2013-11-05,13483080000
2013-11-06,13252599999
2013-11-07,13886420000
2013-11-08,13425460000
2013-11-11,13540700000
2013-11-12,13828800000
2013-11-13,15096440000
2013-11-14,17631720000
2013-11-15,19014600000
2013-11-18,16825040000
2013-11-19,14577859999
2013-11-20,15903119999
2013-11-21,16825040000
2013-11-22,15730260000
2013-11-25,16133599999
