,HBAN
2009-04-17,1786466940
2009-04-20,1428255060
2009-04-21,1584398700
2009-04-22,1538474100
2009-04-23,1593583620
2009-04-24,1487957040
2009-04-27,1363960620
2009-04-28,1276703880
2009-04-29,1350183240
2009-04-30,1281296340
2009-05-01,1235371740
2009-05-04,1340998320
2009-05-05,1377738000
2009-05-06,1584398700
2009-05-07,1786466940
2009-05-08,2388079200
2009-05-11,2622294660
2009-05-12,2378894280
2009-05-13,2025274860
2009-05-14,2167641120
2009-05-15,2126308980
2009-05-18,2291637540
2009-05-19,2117124060
2009-05-20,2213565720
2009-05-21,1974757800
2009-05-22,1947203040
2009-05-26,1951795500
2009-05-27,1850761380
2009-05-28,1850761380
2009-05-29,1800244320
2009-06-01,1855353840
2009-06-02,1905870900
2009-06-03,1818614160
2009-06-04,1859946300
2009-06-05,1873723680
2009-06-08,1901278439
2009-06-09,1896685980
2009-06-10,1850761380
2009-06-11,1896685980
2009-06-12,1905870900
2009-06-15,2075791919
2009-06-16,1974757800
2009-06-17,1882908599
2009-06-18,1988535180
2009-06-19,2084976840
2009-06-22,1887501060
2009-06-23,1910463360
2009-06-24,2006905020
2009-06-25,2025274860
2009-06-26,2002312560
2009-06-29,1988535180
2009-06-30,2464979440
2009-07-01,2447288200
2009-07-02,2358832000
2009-07-06,2305758280
2009-07-07,2211405000
2009-07-08,2005007200
2009-07-09,2164228360
2009-07-10,2282169960
2009-07-13,2435494040
2009-07-14,2411905720
2009-07-15,2464979440
2009-07-16,2429596960
2009-07-17,2317552440
2009-07-20,2288067040
2009-07-21,2187816680
2009-07-22,2311655360
2009-07-23,2199610840
2009-07-24,2164228360
2009-07-27,2311655360
2009-07-28,2364729080
2009-07-29,2293964120
2009-07-30,2441391120
2009-07-31,2411905720
2009-08-03,2459082360
2009-08-04,2600612280
2009-08-05,2671377240
2009-08-06,2588818120
2009-08-07,2759833440
2009-08-10,2812907159
2009-08-11,2606509360
2009-08-12,2635994760
2009-08-13,2742142200
2009-08-14,2706759720
2009-08-17,2476773600
2009-08-18,2559332720
2009-08-19,2571126880
2009-08-20,2665480159
2009-08-21,2724450960
2009-08-24,2600612280
2009-08-25,2612406440
2009-08-26,2600612280
2009-08-27,2600612280
2009-08-28,2647788920
2009-08-31,2689068480
2009-09-01,2506259000
2009-09-02,2317552440
2009-09-03,2400111560
2009-09-04,2423699880
2009-09-08,2406008640
2009-09-09,2400111560
2009-09-10,2411905720
2009-09-11,2388317400
2009-09-14,2411905720
2009-09-15,2565229800
2009-09-16,2677274320
2009-09-17,2659583080
2009-09-18,2565229800
2009-09-21,2600612280
2009-09-22,2647788920
2009-09-23,2577023960
2009-09-24,2464979440
2009-09-25,2435494040
2009-09-28,2476773600
2009-09-29,2594715200
2009-09-30,3369232560
2009-10-01,3197551920
2009-10-02,3183245200
2009-10-05,3312005680
2009-10-06,3226165360
2009-10-07,3276238880
2009-10-08,3276238880
2009-10-09,3254778800
2009-10-12,3276238880
2009-10-13,3240472080
2009-10-14,3347772480
2009-10-15,3412152719
2009-10-16,3276238880
2009-10-19,3154631760
2009-10-20,3126018320
2009-10-21,3083098159
2009-10-22,3161785120
2009-10-23,3004411200
2009-10-26,2925724240
2009-10-27,2889957440
2009-10-28,2725430160
2009-10-29,2911417520
2009-10-30,2725430160
2009-11-02,2582362960
2009-11-03,2732583520
2009-11-04,2639589840
2009-11-05,2696816720
2009-11-06,2768350320
2009-11-09,2818423840
2009-11-10,2718276800
2009-11-11,2761196960
2009-11-12,2682510000
2009-11-13,2718276800
2009-11-16,2703970080
2009-11-17,2725430160
2009-11-18,2804117120
2009-11-19,2739736880
2009-11-20,2703970080
2009-11-23,2718276800
2009-11-24,2689663360
2009-11-25,2661049920
2009-11-27,2568056240
2009-11-30,2732583520
2009-12-01,2732583520
2009-12-02,2768350320
2009-12-03,2632436480
2009-12-04,2639589840
2009-12-07,2632436480
2009-12-08,2711123440
2009-12-09,2668203280
2009-12-10,2661049920
2009-12-11,2668203280
2009-12-14,2782657040
2009-12-15,2668203280
2009-12-16,2589516320
2009-12-17,2632436480
2009-12-18,2661049920
2009-12-21,2675356640
2009-12-22,2668203280
2009-12-23,2632436480
2009-12-24,2661049920
2009-12-28,2646743200
2009-12-29,2639589840
2009-12-30,2632436480
2009-12-31,2614568000
2010-01-04,2636057600
2010-01-05,2693363200
2010-01-06,2764995200
2010-01-07,3073012800
2010-01-08,3022870400
2010-01-11,3101665600
2010-01-12,3015707200
2010-01-13,3087339199
2010-01-14,3158971200
2010-01-15,3065849600
2010-01-19,3080176000
2010-01-20,3073012800
2010-01-21,3244929600
2010-01-22,3359540800
2010-01-25,3438336000
2010-01-26,3295071999
2010-01-27,3495641600
2010-01-28,3574436800
2010-01-29,3431172800
2010-02-01,3509968000
2010-02-02,3531457600
2010-02-03,3373867200
2010-02-04,3252092800
2010-02-05,3316561600
2010-02-08,3280745600
2010-02-09,3330888000
2010-02-10,3373867200
2010-02-11,3431172800
2010-02-12,3352377600
2010-02-16,3452662400
2010-02-17,3409683200
2010-02-18,3381030400
2010-02-19,3474151999
2010-02-22,3531457600
2010-02-23,3445499199
2010-02-24,3502804800
2010-02-25,3438336000
2010-02-26,3445499199
2010-03-01,3438336000
2010-03-02,3459825600
2010-03-03,3445499199
2010-03-04,3445499199
2010-03-05,3552947200
2010-03-08,3552947200
2010-03-09,3603089600
2010-03-10,3760680000
2010-03-11,3868128000
2010-03-12,3918270400
2010-03-15,3875291200
2010-03-16,3961249600
2010-03-17,4126003200
2010-03-18,3939760000
2010-03-19,3810822400
2010-03-22,3918270400
2010-03-23,3925433600
2010-03-24,3925433600
2010-03-25,3939760000
2010-03-26,3918270400
2010-03-29,3903944000
2010-03-30,3875291200
2010-03-31,3862366200
2010-04-01,3862366200
2010-04-05,3962687400
2010-04-06,4191992999
2010-04-07,4220656200
2010-04-08,4227822000
2010-04-09,4199158800
2010-04-12,4320977400
2010-04-13,4077340200
2010-04-14,4213490400
2010-04-15,4120335000
2010-04-16,3984184799
2010-04-19,3934024200
2010-04-20,4177661400
2010-04-21,4722262200
2010-04-22,4937236200
2010-04-23,5137878600
2010-04-26,4915738800
2010-04-27,4786754400
2010-04-28,4822583400
2010-04-29,4922904600
2010-04-30,4844080800
2010-05-03,4930070400
2010-05-04,4779588600
2010-05-05,4693599000
2010-05-06,4464293400
2010-05-07,4306645800
2010-05-10,4650604200
2010-05-11,4643438400
2010-05-12,4851246600
2010-05-13,4844080800
2010-05-14,4679267400
2010-05-17,4657770000
2010-05-18,4414132800
2010-05-19,4406967000
2010-05-20,4191992999
2010-05-21,4471459200
2010-05-24,4299480000
2010-05-25,4270816800
2010-05-26,4306645800
2010-05-27,4471459200
2010-05-28,4414132800
2010-06-01,4249319400
2010-06-02,4421298600
2010-06-03,4378303800
2010-06-04,4177661400
2010-06-07,3991350600
2010-06-08,4098837600
2010-06-09,4091671800
2010-06-10,4234987800
2010-06-11,4378303800
2010-06-14,4356806400
2010-06-15,4507288200
2010-06-16,4399801200
2010-06-17,4320977400
2010-06-18,4335309000
2010-06-21,4335309000
2010-06-22,4270816800
2010-06-23,4191992999
2010-06-24,4113169200
2010-06-25,4299480000
2010-06-28,4249319400
2010-06-29,4034345400
2010-06-30,3971686940
2010-07-01,3892826730
2010-07-02,3828304740
2010-07-06,3813966520
2010-07-07,4129407360
2010-07-08,4064885370
2010-07-09,4236944010
2010-07-12,4251282230
2010-07-13,4416171760
2010-07-14,4330142440
2010-07-15,4394664430
2010-07-16,4107900030
2010-07-19,4136576469
2010-07-20,4172422020
2010-07-21,4064885370
2010-07-22,4193929349
2010-07-23,4344480660
2010-07-26,4523708410
2010-07-27,4559553960
2010-07-28,4437679090
2010-07-29,4344480660
2010-07-30,4344480660
2010-08-02,4509370190
2010-08-03,4502201080
2010-08-04,4502201080
2010-08-05,4502201080
2010-08-06,4480693750
2010-08-09,4538046630
2010-08-10,4387495320
2010-08-11,4115069140
2010-08-12,4050547150
2010-08-13,4057716260
2010-08-16,3978856050
2010-08-17,3950179610
2010-08-18,3943010500
2010-08-19,3864150290
2010-08-20,3864150290
2010-08-23,3849812070
2010-08-24,3727937200
2010-08-25,3720768090
2010-08-26,3713598980
2010-08-27,3899995840
2010-08-30,3756613640
2010-08-31,3799628300
2010-09-01,3921503170
2010-09-02,4072054480
2010-09-03,4100730920
2010-09-07,3928672280
2010-09-08,4136576469
2010-09-09,4201098460
2010-09-10,4193929349
2010-09-13,4358818880
2010-09-14,4351649770
2010-09-15,4351649770
2010-09-16,4222605790
2010-09-17,4158083800
2010-09-20,4301466000
2010-09-21,4244113120
2010-09-22,4143745580
2010-09-23,4036208930
2010-09-24,4186760240
2010-09-27,4115069140
2010-09-28,4100730920
2010-09-29,4043378040
2010-09-30,4312587560
2010-10-01,4327746040
2010-10-04,4320166800
2010-10-05,4502068560
2010-10-06,4464172360
2010-10-07,4471751600
2010-10-08,4441434640
2010-10-11,4411117680
2010-10-12,4502068560
2010-10-13,4456593120
2010-10-14,4342904520
2010-10-15,4312587560
2010-10-18,4350483760
2010-10-19,4342904520
2010-10-20,4244374399
2010-10-21,4259532880
2010-10-22,4312587560
2010-10-25,4282270600
2010-10-26,4259532880
2010-10-27,4320166800
2010-10-28,4289849840
2010-10-29,4289849840
2010-11-01,4244374399
2010-11-02,4214057439
2010-11-03,4274691359
2010-11-04,4449013880
2010-11-05,4502068560
2010-11-08,4517227040
2010-11-09,4433855400
2010-11-10,4630915640
2010-11-11,4668811840
2010-11-12,4471751600
2010-11-15,4502068560
2010-11-16,4380800720
2010-11-17,4305008320
2010-11-18,4365642240
2010-11-19,4335325280
2010-11-22,4350483760
2010-11-23,4221636680
2010-11-24,4259532880
2010-11-26,4214057439
2010-11-29,4388379960
2010-11-30,4426276160
2010-12-01,4570281720
2010-12-02,4737025000
2010-12-03,4858292840
2010-12-06,4896189040
2010-12-07,4858292840
2010-12-08,4918926760
2010-12-09,5093249280
2010-12-10,5184200160
2010-12-13,5047773840
2010-12-14,4774921200
2010-12-15,4752183480
2010-12-16,4737025000
2010-12-17,4721866520
2010-12-20,4949243720
2010-12-21,5078090800
2010-12-22,5191779400
2010-12-23,5214517120
2010-12-27,5275151040
2010-12-28,5275151040
2010-12-29,5275151040
2010-12-30,5222096360
2010-12-31,5931276330
2011-01-03,6138482490
2011-01-04,6207551210
2011-01-05,6198917620
2011-01-06,6173016850
2011-01-07,6121215310
2011-01-10,6216184800
2011-01-11,6147116080
2011-01-12,6233451980
2011-01-13,6147116080
2011-01-14,6259352750
2011-01-18,6207551210
2011-01-19,6043513000
2011-01-20,5914009150
2011-01-21,6060780180
2011-01-24,5965810690
2011-01-25,5957177100
2011-01-26,6103948130
2011-01-27,6302520700
2011-01-28,6103948130
2011-01-31,6250719160
2011-02-01,6233451980
2011-02-02,6224818390
2011-02-03,6354322240
2011-02-04,6440658140
2011-02-07,6526994040
2011-02-08,6388856600
2011-02-09,6362955830
2011-02-10,6371589420
2011-02-11,6501093270
2011-02-14,6544261220
2011-02-15,6561528400
2011-02-16,6509726860
2011-02-17,6345688650
2011-02-18,6233451980
2011-02-22,5922642740
2011-02-23,5896741970
2011-02-24,5888108380
2011-02-25,5991711460
2011-02-28,5905375560
2011-03-01,5663635040
2011-03-02,5689535810
2011-03-03,5784505300
2011-03-04,5741337350
2011-03-07,5637734270
2011-03-08,5914009150
2011-03-09,5844940430
2011-03-10,5715436580
2011-03-11,5844940430
2011-03-14,5767238120
2011-03-15,5732703760
2011-03-16,5620467090
2011-03-17,5724070170
2011-03-18,5775871710
2011-03-21,5741337350
2011-03-22,5672268630
2011-03-23,5577299140
2011-03-24,5611833500
2011-03-25,5689535810
2011-03-28,5672268630
2011-03-29,5732703760
2011-03-30,5827673250
2011-03-31,5732697120
2011-04-01,5879467980
2011-04-04,5819032920
2011-04-05,5810399340
2011-04-06,5922635880
2011-04-07,5870834400
2011-04-08,5810399340
2011-04-11,5724063540
2011-04-12,5749964280
2011-04-13,5646361320
2011-04-14,5611827000
2011-04-15,5629094160
2011-04-18,5542758360
2011-04-19,5560025520
2011-04-20,5525491200
2011-04-21,5767231440
2011-04-25,5672262060
2011-04-26,5741330700
2011-04-27,5844933660
2011-04-28,5914002300
2011-04-29,5862200820
2011-05-02,5844933660
2011-05-03,5914002300
2011-05-04,5836300080
2011-05-05,5741330700
2011-05-06,5732697120
2011-05-09,5793132180
2011-05-10,5793132180
2011-05-11,5784498600
2011-05-12,5741330700
2011-05-13,5680895640
2011-05-16,5603193420
2011-05-17,5672262060
2011-05-18,5646361320
2011-05-19,5672262060
2011-05-20,5499590460
2011-05-23,5482323300
2011-05-24,5490956880
2011-05-25,5542758360
2011-05-26,5542758360
2011-05-27,5637727740
2011-05-31,5698162800
2011-06-01,5482323300
2011-06-02,5387353920
2011-06-03,5335552440
2011-06-06,5231949480
2011-06-07,5361453180
2011-06-08,5439155400
2011-06-09,5447788980
2011-06-10,5352819600
2011-06-13,5361453180
2011-06-14,5430521820
2011-06-15,5465056140
2011-06-16,5456422560
2011-06-17,5534124780
2011-06-20,5456422560
2011-06-21,5525491200
2011-06-22,5439155400
2011-06-23,5361453180
2011-06-24,5266483800
2011-06-27,5456422560
2011-06-28,5516857620
2011-06-29,5646361320
2011-06-30,5667256160
2011-07-01,5727729930
2011-07-05,5684534380
2011-07-06,5649977940
2011-07-07,5822760140
2011-07-08,5641338830
2011-07-11,5468556630
2011-07-12,5347609090
2011-07-13,5347609090
2011-07-14,5347609090
2011-07-15,5304413540
2011-07-18,5261217990
2011-07-19,5408082860
2011-07-20,5451278410
2011-07-21,5261217990
2011-07-22,5304413540
2011-07-25,5200744220
2011-07-26,5235300660
2011-07-27,5183466000
2011-07-28,5209383330
2011-07-29,5226661550
2011-08-01,5183466000
2011-08-02,4950210030
2011-08-03,5062518460
2011-08-04,4708314950
2011-08-05,4656480290
2011-08-08,4259081229
2011-08-09,4518254530
2011-08-10,4069020810
2011-08-11,4431863430
2011-08-12,4284998560
2011-08-15,4466419870
2011-08-16,4362750550
2011-08-17,4405946100
2011-08-18,4094938140
2011-08-19,3939434159
2011-08-22,3913516830
2011-08-23,4103577250
2011-08-24,4250442120
2011-08-25,4172690130
2011-08-26,4233163900
2011-08-29,4423224320
2011-08-30,4259081229
2011-08-31,4336833220
2011-09-01,4181329240
2011-09-02,4017186150
2011-09-06,3948073270
2011-09-07,4293637670
2011-09-08,4155411909
2011-09-09,3973990599
2011-09-12,4043103479
2011-09-13,4164051020
2011-09-14,4345472330
2011-09-15,4431863430
2011-09-16,4405946100
2011-09-19,4284998560
2011-09-20,4345472330
2011-09-21,4025825260
2011-09-22,3956712380
2011-09-23,3973990599
2011-09-26,4302276780
2011-09-27,4276359450
2011-09-28,4181329240
2011-09-29,4310915890
2011-09-30,4147852800
2011-10-03,4035515120
2011-10-04,4242907760
2011-10-05,4294755920
2011-10-06,4545355360
2011-10-07,4286114560
2011-10-10,4536714000
2011-10-11,4528072640
2011-10-12,4683617120
2011-10-13,4528072640
2011-10-14,4519431280
2011-10-17,4337962720
2011-10-18,4597203520
2011-10-19,4528072640
2011-10-20,4216983680
2011-10-21,4234266400
2011-10-24,4467583120
2011-10-25,4329321360
2011-10-26,4476224480
2011-10-27,4666334400
2011-10-28,4726823920
2011-10-31,4476224480
2011-11-01,4294755920
2011-11-02,4553996720
2011-11-03,4579920800
2011-11-04,4536714000
2011-11-07,4614486240
2011-11-08,4744106640
2011-11-09,4424376320
2011-11-10,4467583120
2011-11-11,4588562160
2011-11-14,4502148560
2011-11-15,4502148560
2011-11-16,4467583120
2011-11-17,4389810880
2011-11-18,4458941760
2011-11-21,4286114560
2011-11-22,4173776880
2011-11-23,4052797840
2011-11-25,4078721920
2011-11-28,4182418240
2011-11-29,4199700960
2011-11-30,4536714000
2011-12-01,4476224480
2011-12-02,4502148560
2011-12-05,4597203520
2011-12-06,4545355360
2011-12-07,4579920800
2011-12-08,4407093600
2011-12-09,4545355360
2011-12-12,4441659040
2011-12-13,4363886800
2011-12-14,4346604080
2011-12-15,4424376320
2011-12-16,4398452240
2011-12-19,4329321360
2011-12-20,4553996720
2011-12-21,4674975760
2011-12-22,4847802960
2011-12-23,4882368400
2011-12-27,4795954800
2011-12-28,4726823920
2011-12-29,4847802960
2011-12-30,4744106640
2012-01-03,4867129370
2012-01-04,4910354320
2012-01-05,5005449210
2012-01-06,5014094200
2012-01-09,5065964140
2012-01-10,5100544100
2012-01-11,5135124060
2012-01-12,5161059030
2012-01-13,5161059030
2012-01-17,5178349010
2012-01-18,5212928970
2012-01-19,5005449210
2012-01-20,5117834080
2012-01-23,5031384180
2012-01-24,5031384180
2012-01-25,5135124060
2012-01-26,4875774360
2012-01-27,4927644300
2012-01-30,4893064340
2012-01-31,4944934280
2012-02-01,4988159230
2012-02-02,4996804220
2012-02-03,5091899110
2012-02-06,5048674160
2012-02-07,5126479070
2012-02-08,5230218950
2012-02-09,5212928970
2012-02-10,5109189090
2012-02-13,5100544100
2012-02-14,5005449210
2012-02-15,5014094200
2012-02-16,5126479070
2012-02-17,5264798910
2012-02-21,5195638990
2012-02-22,5143769050
2012-02-23,5195638990
2012-02-24,5109189090
2012-02-27,5083254120
2012-02-28,5178349010
2012-02-29,5057319150
2012-03-01,5100544100
2012-03-02,5083254120
2012-03-05,4944934280
2012-03-06,4806614440
2012-03-07,4927644300
2012-03-08,5014094200
2012-03-09,5065964140
2012-03-12,5022739190
2012-03-13,5264798910
2012-03-14,5394473760
2012-03-15,5576018550
2012-03-16,5558728570
2012-03-19,5610598510
2012-03-20,5610598510
2012-03-21,5541438590
2012-03-22,5489568650
2012-03-23,5446343700
2012-03-26,5541438590
2012-03-27,5489568650
2012-03-28,5584663540
2012-03-29,5532793600
2012-03-30,5576018550
2012-04-02,5656432160
2012-04-03,5604696500
2012-04-04,5604696500
2012-04-05,5535715620
2012-04-09,5466734740
2012-04-10,5311527760
2012-04-11,5458112130
2012-04-12,5544338230
2012-04-13,5363263420
2012-04-16,5458112130
2012-04-17,5475357350
2012-04-18,5518470400
2012-04-19,5561583450
2012-04-20,5647809550
2012-04-23,5544338230
2012-04-24,5639186940
2012-04-25,5742658260
2012-04-26,5768526090
2012-04-27,5803016530
2012-04-30,5768526090
2012-05-01,5837506970
2012-05-02,5794393920
2012-05-03,5734035650
2012-05-04,5596073890
2012-05-07,5690922600
2012-05-08,5656432160
2012-05-09,5535715620
2012-05-10,5604696500
2012-05-11,5639186940
2012-05-14,5501225180
2012-05-15,5518470400
2012-05-16,5492602570
2012-05-17,5363263420
2012-05-18,5311527760
2012-05-21,5371886030
2012-05-22,5397753860
2012-05-23,5475357350
2012-05-24,5596073890
2012-05-25,5570206060
2012-05-29,5699545210
2012-05-30,5544338230
2012-05-31,5639186940
2012-06-01,5268414710
2012-06-04,5035604240
2012-06-05,5087339900
2012-06-06,5259792100
2012-06-07,5259792100
2012-06-08,5371886030
2012-06-11,5233924270
2012-06-12,5363263420
2012-06-13,5285659930
2012-06-14,5354640810
2012-06-15,5432244300
2012-06-18,5414999080
2012-06-19,5458112130
2012-06-20,5440866910
2012-06-21,5363263420
2012-06-22,5414999080
2012-06-25,5302905150
2012-06-26,5337395590
2012-06-27,5311527760
2012-06-28,5337395590
2012-06-29,5518470400
2012-07-02,5559004080
2012-07-03,5584740210
2012-07-05,5507531820
2012-07-06,5473216980
2012-07-09,5490374400
2012-07-10,5447480850
2012-07-11,5541846660
2012-07-12,5387429880
2012-07-13,5559004080
2012-07-16,5593318920
2012-07-17,5679106020
2012-07-18,5661948600
2012-07-19,5619055050
2012-07-20,5430323430
2012-07-23,5318800200
2012-07-24,5404587300
2012-07-25,5387429880
2012-07-26,5498953110
2012-07-27,5490374400
2012-07-30,5413166010
2012-07-31,5335957620
2012-08-01,5344536330
2012-08-02,5284485360
2012-08-03,5421744720
2012-08-06,5447480850
2012-08-07,5456059560
2012-08-08,5464638270
2012-08-09,5490374400
2012-08-10,5533267950
2012-08-13,5533267950
2012-08-14,5524689240
2012-08-15,5550425370
2012-08-16,5550425370
2012-08-17,5593318920
2012-08-20,5559004080
2012-08-21,5541846660
2012-08-22,5584740210
2012-08-23,5610476340
2012-08-24,5619055050
2012-08-27,5593318920
2012-08-28,5619055050
2012-08-29,5679106020
2012-08-30,5610476340
2012-08-31,5653369890
2012-09-04,5636212470
2012-09-05,5567582790
2012-09-06,5670527310
2012-09-07,5747735700
2012-09-10,5739156990
2012-09-11,5842101510
2012-09-12,5962203450
2012-09-13,6047990550
2012-09-14,6176671200
2012-09-17,6065147970
2012-09-18,6047990550
2012-09-19,6039411840
2012-09-20,5987939580
2012-09-21,5953624740
2012-09-24,5979360870
2012-09-25,5850680220
2012-09-26,5842101510
2012-09-27,5919309900
2012-09-28,5919309900
2012-10-01,5871234600
2012-10-02,5854290200
2012-10-03,5947484400
2012-10-04,6099984000
2012-10-05,6091511800
2012-10-08,6057623000
2012-10-09,6015262000
2012-10-10,5998317600
2012-10-11,6057623000
2012-10-12,5871234600
2012-10-15,5922067800
2012-10-16,5845818000
2012-10-17,5972901000
2012-10-18,5600124200
2012-10-19,5464569000
2012-10-22,5473041200
2012-10-23,5379847000
2012-10-24,5320541600
2012-10-25,5354430400
2012-10-26,5362902600
2012-10-31,5422208000
2012-11-01,5396791400
2012-11-02,5379847000
2012-11-05,5396791400
2012-11-06,5566235400
2012-11-07,5261236200
2012-11-08,5210403000
2012-11-09,5218875200
2012-11-12,5227347400
2012-11-13,5159569800
2012-11-14,5024014600
2012-11-15,4998598000
2012-11-16,5091792200
2012-11-19,5176514200
2012-11-20,5201930800
2012-11-21,5176514200
2012-11-23,5278180600
2012-11-26,5345958200
2012-11-27,5227347400
2012-11-28,5218875200
2012-11-29,5218875200
2012-11-30,5227347400
2012-12-03,5184986400
2012-12-04,5091792200
2012-12-05,5168042000
2012-12-06,5218875200
2012-12-07,5235819600
2012-12-10,5286652800
2012-12-11,5303597200
2012-12-12,5295125000
2012-12-13,5227347400
2012-12-14,5218875200
2012-12-17,5345958200
2012-12-18,5422208000
2012-12-19,5422208000
2012-12-20,5413735800
2012-12-21,5396791400
2012-12-24,5362902600
2012-12-26,5371374800
2012-12-27,5371374800
2012-12-28,5320541600
2012-12-31,5374648170
2013-01-02,5526046710
2013-01-03,5593334950
2013-01-04,5626979070
2013-01-07,5635390100
2013-01-08,5593334950
2013-01-09,5534457740
2013-01-10,5610157010
2013-01-11,5542868770
2013-01-14,5542868770
2013-01-15,5584923920
2013-01-16,5652212160
2013-01-17,5887721000
2013-01-18,5887721000
2013-01-22,5955009240
2013-01-23,5912954090
2013-01-24,5879309970
2013-01-25,5828843790
2013-01-28,5837254820
2013-01-29,5795199670
2013-01-30,5862487910
2013-01-31,5854076880
2013-02-01,5955009240
2013-02-04,5904543060
2013-02-05,5988653360
2013-02-06,5980242330
2013-02-07,6005475420
2013-02-08,6055941600
2013-02-11,5988653360
2013-02-12,6072763660
2013-02-13,5997064390
2013-02-14,6030708510
2013-02-15,5971831300
2013-02-19,6005475420
2013-02-20,5896132030
2013-02-21,5769966580
2013-02-22,5870898940
2013-02-25,5719500400
2013-02-26,5719500400
2013-02-27,5912954090
2013-02-28,5912954090
2013-03-01,5946598210
2013-03-04,6064352630
2013-03-05,6039119540
2013-03-06,6072763660
2013-03-07,6173696020
2013-03-08,6190518080
2013-03-11,6224162200
2013-03-12,6207340140
2013-03-13,6283039410
2013-03-14,6308272500
2013-03-15,6316683530
2013-03-18,6249395290
2013-03-19,6291450440
2013-03-20,6308272500
2013-03-21,6266217350
2013-03-22,6207340140
2013-03-25,6182107050
2013-03-26,6283039410
2013-03-27,6232573230
2013-03-28,6198929110
2013-04-01,6118570900
2013-04-02,6068487100
2013-04-03,6001708700
2013-04-04,6051792500
2013-04-05,6018403300
2013-04-08,6135265500
2013-04-09,6168654700
2013-04-10,6218738500
2013-04-11,6235433100
2013-04-12,6168654700
2013-04-15,5968319500
2013-04-16,6026750600
2013-04-17,5851457300
2013-04-18,5726247800
2013-04-19,5843110000
2013-04-22,5826415400
2013-04-23,5893193800
2013-04-24,5926583000
2013-04-25,5934930300
2013-04-26,5934930300
2013-04-29,5951624900
2013-04-30,5985014100
2013-05-01,5893193800
2013-05-02,5943277600
2013-05-03,6068487100
2013-05-06,6118570900
2013-05-07,6227085800
2013-05-08,6227085800
2013-05-09,6202043900
2013-05-10,6252127700
2013-05-13,6252127700
2013-05-14,6419073700
2013-05-15,6427421000
2013-05-16,6335600700
2013-05-17,6460810200
2013-05-20,6452462900
2013-05-21,6419073700
2013-05-22,6310558800
2013-05-23,6277169600
2013-05-24,6293864200
2013-05-28,6360642600
2013-05-29,6435768300
2013-05-30,6586019700
2013-05-31,6469157500
2013-06-03,6444115600
2013-06-04,6360642600
2013-06-05,6268822300
2013-06-06,6302211500
2013-06-07,6410726400
2013-06-10,6519241300
2013-06-11,6410726400
2013-06-12,6335600700
2013-06-13,6452462900
2013-06-14,6285516900
2013-06-17,6310558800
2013-06-18,6360642600
2013-06-19,6235433100
2013-06-20,6268822300
2013-06-21,6394031800
2013-06-24,6352295300
2013-06-25,6494199400
2013-06-26,6560977800
2013-06-27,6577672400
2013-06-28,6569325100
2013-07-01,6668095939
2013-07-02,6825871560
2013-07-03,6809263599
2013-07-05,7058383000
2013-07-08,7041775040
2013-07-09,7025167080
2013-07-10,6867391460
2013-07-11,6792655640
2013-07-12,6917215340
2013-07-15,6950431259
2013-07-16,6859087480
2013-07-17,6842479520
2013-07-18,6975343200
2013-07-19,6958735240
2013-07-22,7083294939
2013-07-23,7025167080
2013-07-24,7133118820
2013-07-25,7108206880
2013-07-26,7141422800
2013-07-29,7033471060
2013-07-30,7008559120
2013-07-31,7099902900
2013-08-01,7232766580
2013-08-02,7232766580
2013-08-05,7249374540
2013-08-06,7174638720
2013-08-07,7074990960
2013-08-08,7141422800
2013-08-09,7099902900
2013-08-12,7133118820
2013-08-13,7133118820
2013-08-14,7149726780
2013-08-15,7033471060
2013-08-16,7108206880
2013-08-19,7016863099
2013-08-20,7116510860
2013-08-21,7041775040
2013-08-22,7158030759
2013-08-23,7141422800
2013-08-26,7016863099
2013-08-27,6792655640
2013-08-28,6817567580
2013-08-29,6859087480
2013-08-30,6842479520
2013-09-03,6842479520
2013-09-04,6967039220
2013-09-05,7033471060
2013-09-06,7074990960
2013-09-09,7116510860
2013-09-10,7232766580
2013-09-11,7149726780
2013-09-12,7066686980
2013-09-13,7074990960
2013-09-16,7091598919
2013-09-17,7191246680
2013-09-18,7108206880
2013-09-19,6917215340
2013-09-20,6958735240
2013-09-23,6834175540
2013-09-24,6859087480
2013-09-25,6942127280
2013-09-26,6867391460
2013-09-27,6834175540
2013-09-30,6860673400
2013-10-01,6935426500
2013-10-02,6935426500
2013-10-03,6902202900
2013-10-04,7018485499
2013-10-07,6860673400
2013-10-08,6719473100
2013-10-09,6744390799
2013-10-10,6960344200
2013-10-11,7043403200
2013-10-14,7093238599
2013-10-15,6985261900
2013-10-16,7143074000
2013-10-17,7375639200
2013-10-18,7392251000
2013-10-21,7375639200
2013-10-22,7392251000
2013-10-23,7334109700
2013-10-24,7433780499
2013-10-25,7417168700
2013-10-28,7467004100
2013-10-29,7467004100
2013-10-30,7408862800
2013-10-31,7309192000
2013-11-01,7350721500
2013-11-04,7292580199
2013-11-05,7267662500
2013-11-06,7350721500
2013-11-07,7234438900
2013-11-08,7491921800
2013-11-11,7392251000
2013-11-12,7317497900
2013-11-13,7417168700
2013-11-14,7475310000
2013-11-15,7442086400
2013-11-18,7392251000
2013-11-19,7367333299
2013-11-20,7325803800
2013-11-21,7458698200
2013-11-22,7591592600
2013-11-25,7608204400
2013-11-26,7583286700
2013-11-27,7674651600
2013-11-29,7616510300
2013-12-02,7566674900
