,UNP
2009-04-13,23515604000
2009-04-14,23213864000
2009-04-15,23435140000
2009-04-16,23726822000
2009-04-17,24290070000
2009-04-20,23123342000
2009-04-21,23636300000
2009-04-22,23998388000
2009-04-23,24923724000
2009-04-24,24712506000
2009-04-27,23827402000
2009-04-28,23696648000
2009-04-29,24601868000
2009-04-30,24712506000
2009-05-01,25134942000
2009-05-04,26814628000
2009-05-05,26201090000
2009-05-06,26653700000
2009-05-07,25778654000
2009-05-08,25869176000
2009-05-11,24813086000
2009-05-12,24300128000
2009-05-13,23103226000
2009-05-14,23083110000
2009-05-15,23425082000
2009-05-18,24380592000
2009-05-19,24219664000
2009-05-20,24390650000
2009-05-21,23133400000
2009-05-22,23213864000
2009-05-26,24088910000
2009-05-27,22791428000
2009-05-28,22912124000
2009-05-29,24782912000
2009-06-01,26140742000
2009-06-02,26653700000
2009-06-03,26050220000
2009-06-04,26814628000
2009-06-05,27056020000
2009-06-08,27156600000
2009-06-09,27116368000
2009-06-10,26874976000
2009-06-11,26734164000
2009-06-12,27337644000
2009-06-15,25949640000
2009-06-16,25989872000
2009-06-17,25849060000
2009-06-18,25537262000
2009-06-19,26150800000
2009-06-22,24782912000
2009-06-23,24893550000
2009-06-24,25376334000
2009-06-25,26724106000
2009-06-26,26804570000
2009-06-29,26492772000
2009-06-30,26191386000
2009-07-01,26543556000
2009-07-02,25607790000
2009-07-06,25517232000
2009-07-07,24661962000
2009-07-08,24601590000
2009-07-09,24994008000
2009-07-10,25336116000
2009-07-13,25788906000
2009-07-14,26805168000
2009-07-15,28002546000
2009-07-16,28445274000
2009-07-17,28596204000
2009-07-20,29310606000
2009-07-21,29501784000
2009-07-22,29803644000
2009-07-23,29763396000
2009-07-24,29179800000
2009-07-27,29089242000
2009-07-28,28455336000
2009-07-29,28244034000
2009-07-30,28737072000
2009-07-31,28938312000
2009-08-03,30286620000
2009-08-04,30407364000
2009-08-05,29813706000
2009-08-06,29904264000
2009-08-07,30870216000
2009-08-10,29823768000
2009-08-11,30186000000
2009-08-12,30558294000
2009-08-13,30940650000
2009-08-14,30598542000
2009-08-17,29692962000
2009-08-18,29964636000
2009-08-19,30145752000
2009-08-20,30819906000
2009-08-21,31172076000
2009-08-24,30799782000
2009-08-25,30679038000
2009-08-26,30377178000
2009-08-27,30467736000
2009-08-28,30507984000
2009-08-31,30095442000
2009-09-01,29833830000
2009-09-02,29531970000
2009-09-03,30196062000
2009-09-04,31212324000
2009-09-08,31021146000
2009-09-09,31323006000
2009-09-10,31966974000
2009-09-11,31473936000
2009-09-14,31584618000
2009-09-15,32007222000
2009-09-16,31795920000
2009-09-17,31363254000
2009-09-18,31393440000
2009-09-21,30970836000
2009-09-22,31192200000
2009-09-23,30598542000
2009-09-24,30528108000
2009-09-25,29934450000
2009-09-28,30336930000
2009-09-29,29753334000
2009-09-30,29432530000
2009-10-01,29291270000
2009-10-02,28948210000
2009-10-05,29442620000
2009-10-06,29674690000
2009-10-07,29583880000
2009-10-08,29997570000
2009-10-09,30169100000
2009-10-12,30078290000
2009-10-13,30229640000
2009-10-14,31712870000
2009-10-15,31672510000
2009-10-16,32045840000
2009-10-19,32348540000
2009-10-20,32409079999
2009-10-21,31743140000
2009-10-22,30835040000
2009-10-23,29129830000
2009-10-26,29291270000
2009-10-27,27797950000
2009-10-28,27979570000
2009-10-29,28494160000
2009-10-30,27818130000
2009-11-02,27777770000
2009-11-03,29977390000
2009-11-04,29846220000
2009-11-05,30602970000
2009-11-06,31460620000
2009-11-09,31470710000
2009-11-10,31339540000
2009-11-11,31833950000
2009-11-12,31531250000
2009-11-13,32066020000
2009-11-16,32822770000
2009-11-17,33276819999
2009-11-18,33266730000
2009-11-19,32620970000
2009-11-20,32822770000
2009-11-23,33357540000
2009-11-24,32499890000
2009-11-25,32540250000
2009-11-27,31874310000
2009-11-30,31914670000
2009-12-01,32459530000
2009-12-02,32600790000
2009-12-03,32388900000
2009-12-04,32903490000
2009-12-07,32701689999
2009-12-08,31955030000
2009-12-09,32035750000
2009-12-10,32580610000
2009-12-11,32378810000
2009-12-14,32933760000
2009-12-15,32752140000
2009-12-16,32530160000
2009-12-17,31944940000
2009-12-18,31975210000
2009-12-21,32671420000
2009-12-22,32822770000
2009-12-23,33196100000
2009-12-24,33418079999
2009-12-28,33125470000
2009-12-29,32974120000
2009-12-30,32742050000
2009-12-31,32237550000
2010-01-04,32994300000
2010-01-05,33448350000
2010-01-06,33498800000
2010-01-07,33196100000
2010-01-08,34326180000
2010-01-11,34094110000
2010-01-12,34003300000
2010-01-13,34043660000
2010-01-14,33488709999
2010-01-15,33075020000
2010-01-19,33054839999
2010-01-20,32156830000
2010-01-21,33014480000
2010-01-22,32207280000
2010-01-25,32166920000
2010-01-26,32388900000
2010-01-27,32197190000
2010-01-28,31046930000
2010-01-29,30522250000
2010-02-01,31440440000
2010-02-02,31753230000
2010-02-03,31773410000
2010-02-04,30764410000
2010-02-05,31329450000
2010-02-08,30764410000
2010-02-09,31147830000
2010-02-10,31137740000
2010-02-11,32096290000
2010-02-12,31995390000
2010-02-16,32873220000
2010-02-17,32782410000
2010-02-18,32943850000
2010-02-19,33579520000
2010-02-22,33720780000
2010-02-23,33498800000
2010-02-24,33740959999
2010-02-25,34538070000
2010-02-26,33993209999
2010-03-01,34154650000
2010-03-02,33932670000
2010-03-03,33902400000
2010-03-04,34336270000
2010-03-05,34871040000
2010-03-08,35052660000
2010-03-09,35738780000
2010-03-10,36122200000
2010-03-11,36576250000
2010-03-12,36828500000
2010-03-15,36788140000
2010-03-16,37050480000
2010-03-17,36929400000
2010-03-18,37161470000
2010-03-19,36949580000
2010-03-22,37333000000
2010-03-23,37181650000
2010-03-24,36788140000
2010-03-25,36656970000
2010-03-26,36656970000
2010-03-29,37121110000
2010-03-30,37141290000
2010-03-31,36781940000
2010-04-01,36962588000
2010-04-05,37032840000
2010-04-06,36952552000
2010-04-07,36972624000
2010-04-08,37916008000
2010-04-09,38016368000
2010-04-12,37825684000
2010-04-13,38237160000
2010-04-14,38668708000
2010-04-15,38698816000
2010-04-16,38106692000
2010-04-19,37835720000
2010-04-20,38488060000
2010-04-21,38648636000
2010-04-22,38267268000
2010-04-23,38688780000
2010-04-26,38698816000
2010-04-27,38166908000
2010-04-28,38106692000
2010-04-29,38969788000
2010-04-30,37966188000
2010-05-03,38809212000
2010-05-04,37665108000
2010-05-05,37283740000
2010-05-06,36229960000
2010-05-07,35657908000
2010-05-10,37604892000
2010-05-11,37534640000
2010-05-12,38498096000
2010-05-13,38056512000
2010-05-14,37223524000
2010-05-17,37283740000
2010-05-18,36601292000
2010-05-19,35918844000
2010-05-20,34092292000
2010-05-21,35005568000
2010-05-24,34794812000
2010-05-25,34403408000
2010-05-26,35186216000
2010-05-27,35908808000
2010-05-28,35848592000
2010-06-01,35276540000
2010-06-02,36420644000
2010-06-03,36741796000
2010-06-04,34794812000
2010-06-07,34172579999
2010-06-08,34794812000
2010-06-09,34814884000
2010-06-10,36480860000
2010-06-11,36912408000
2010-06-14,36500932000
2010-06-15,37715288000
2010-06-16,37695216000
2010-06-17,38247196000
2010-06-18,38327484000
2010-06-21,38558312000
2010-06-22,37052912000
2010-06-23,37113128000
2010-06-24,36139636000
2010-06-25,36490896000
2010-06-28,36460788000
2010-06-29,35186216000
2010-06-30,34273359999
2010-07-01,34273359999
2010-07-02,33711339999
2010-07-06,33247920000
2010-07-07,34628320000
2010-07-08,34953700000
2010-07-09,35348100000
2010-07-12,35841100000
2010-07-13,35712920000
2010-07-14,35781940000
2010-07-15,35584740000
2010-07-16,33918400000
2010-07-19,33711339999
2010-07-20,34322660000
2010-07-21,34076160000
2010-07-22,35693200000
2010-07-23,36432700000
2010-07-26,37201780000
2010-07-27,36787660000
2010-07-28,36827100000
2010-07-29,36649620000
2010-07-30,36807380000
2010-08-02,37596180000
2010-08-03,37734220000
2010-08-04,37951140000
2010-08-05,38217360000
2010-08-06,37980720000
2010-08-09,38513160000
2010-08-10,38286380000
2010-08-11,36620040000
2010-08-12,36393260000
2010-08-13,36205920000
2010-08-16,36028440000
2010-08-17,36896120000
2010-08-18,37468000000
2010-08-19,36728500000
2010-08-20,36610180000
2010-08-23,35919980000
2010-08-24,35466420000
2010-08-25,35574880000
2010-08-26,35703060000
2010-08-27,36334100000
2010-08-30,35663620000
2010-08-31,35959420000
2010-09-01,37655340000
2010-09-02,38108900000
2010-09-03,38848400000
2010-09-07,38631480000
2010-09-08,38956860000
2010-09-09,38779380000
2010-09-10,38818820000
2010-09-13,39075180000
2010-09-14,39292100000
2010-09-15,38986440000
2010-09-16,38907560000
2010-09-17,39420280000
2010-09-20,39804820000
2010-09-21,40051320000
2010-09-22,39735800000
2010-09-23,39025880000
2010-09-24,40475300000
2010-09-27,40258380000
2010-09-28,40573900000
2010-09-29,40554180000
2010-09-30,40049280000
2010-10-01,39667392000
2010-10-04,39177792000
2010-10-05,40352832000
2010-10-06,40783680000
2010-10-07,40940352000
2010-10-08,41547456000
2010-10-11,41645376000
2010-10-12,40862016000
2010-10-13,42507072000
2010-10-14,42164352000
2010-10-15,41723712000
2010-10-18,41831424000
2010-10-19,41273280000
2010-10-20,42007680000
2010-10-21,41743296000
2010-10-22,42252480000
2010-10-25,42693120000
2010-10-26,42771456000
2010-10-27,41831424000
2010-10-28,42134976000
2010-10-29,42928128000
2010-11-01,43525440000
2010-11-02,44034624000
2010-11-03,44563392000
2010-11-04,44906112000
2010-11-05,44661312000
2010-11-08,45033408000
2010-11-09,44230464000
2010-11-10,44749440000
2010-11-11,44524224000
2010-11-12,44210880000
2010-11-15,44700480000
2010-11-16,43946496000
2010-11-17,44024832000
2010-11-18,44896320000
2010-11-19,44955072000
2010-11-22,44220672000
2010-11-23,43584192000
2010-11-24,44436096000
2010-11-26,44112960000
2010-11-29,44387136000
2010-11-30,44122752000
2010-12-01,44759232000
2010-12-02,45855936000
2010-12-03,46296576000
2010-12-06,46228032000
2010-12-07,46081152000
2010-12-08,45278208000
2010-12-09,45434880000
2010-12-10,45356544000
2010-12-13,45131328000
2010-12-14,44837568000
2010-12-15,44769024000
2010-12-16,45190080000
2010-12-17,44641728000
2010-12-20,44504640000
2010-12-21,45072576000
2010-12-22,45082368000
2010-12-23,44906112000
2010-12-27,45052992000
2010-12-28,45004032000
2010-12-29,45121536000
2010-12-30,45072576000
2010-12-31,45366336000
2011-01-03,45875520000
2011-01-04,45571968000
2011-01-05,45513216000
2011-01-06,45317376000
2011-01-07,46600128000
2011-01-10,47667456000
2011-01-11,47726208000
2011-01-12,48019968000
2011-01-13,48480192000
2011-01-14,48303936000
2011-01-18,48059136000
2011-01-19,47638080000
2011-01-20,46541376000
2011-01-21,46276992000
2011-01-24,46120320000
2011-01-25,45542592000
2011-01-26,46081152000
2011-01-27,46678464000
2011-01-28,45797184000
2011-01-31,46325952000
2011-02-01,46727424000
2011-02-02,46100736000
2011-02-03,45826560000
2011-02-04,46149696000
2011-02-07,46325952000
2011-02-08,46570752000
2011-02-09,46923264000
2011-02-10,47745792000
2011-02-11,48480192000
2011-02-14,48235392000
2011-02-15,47971008000
2011-02-16,47814336000
2011-02-17,47892672000
2011-02-18,47559744000
2011-02-22,46179072000
2011-02-23,45307584000
2011-02-24,45885312000
2011-02-25,46032192000
2011-02-28,46717632000
2011-03-01,45366336000
2011-03-02,46169280000
2011-03-03,46776384000
2011-03-04,46688256000
2011-03-07,46296576000
2011-03-08,47168064000
2011-03-09,46560960000
2011-03-10,46051776000
2011-03-11,46394496000
2011-03-14,46041984000
2011-03-15,45542592000
2011-03-16,44788608000
2011-03-17,45924480000
2011-03-18,46521792000
2011-03-21,47285568000
2011-03-22,46325952000
2011-03-23,45983232000
2011-03-24,46698048000
2011-03-25,47775168000
2011-03-28,47794752000
2011-03-29,48372480000
2011-03-30,47922048000
2011-03-31,48029256000
2011-04-01,47990184000
2011-04-04,48166008000
2011-04-05,47765520000
2011-04-06,47570160000
2011-04-07,47120832000
2011-04-08,46720344000
2011-04-11,46564056000
2011-04-12,47150136000
2011-04-13,47325960000
2011-04-14,47570160000
2011-04-15,47990184000
2011-04-18,47257584000
2011-04-19,47531088000
2011-04-20,46925472000
2011-04-21,46915704000
2011-04-25,47374800000
2011-04-26,48830232000
2011-04-27,49719120000
2011-04-28,50256360000
2011-04-29,50539632000
2011-05-02,50608008000
2011-05-03,50715456000
2011-05-04,49113504000
2011-05-05,49680048000
2011-05-06,49982856000
2011-05-09,50051232000
2011-05-10,51028032000
2011-05-11,50041464000
2011-05-12,50031696000
2011-05-13,49064664000
2011-05-16,49328400000
2011-05-17,48742320000
2011-05-18,49826568000
2011-05-19,50207520000
2011-05-20,49807032000
2011-05-23,49611672000
2011-05-24,49611672000
2011-05-25,50100072000
2011-05-26,50422416000
2011-05-27,50559168000
2011-05-31,51272232000
2011-06-01,49260024000
2011-06-02,49924248000
2011-06-03,49396776000
2011-06-06,48898608000
2011-06-07,49162344000
2011-06-08,48713016000
2011-06-09,49474920000
2011-06-10,48644640000
2011-06-13,49152576000
2011-06-14,49660512000
2011-06-15,48566496000
2011-06-16,48253920000
2011-06-17,48849768000
2011-06-20,49719120000
2011-06-21,50227056000
2011-06-22,49758192000
2011-06-23,49631208000
2011-06-24,48859536000
2011-06-27,48849768000
2011-06-28,49689816000
2011-06-29,50305200000
2011-06-30,50550480000
2011-07-01,51693192000
2011-07-05,51189624000
2011-07-06,51606036000
2011-07-07,51451092000
2011-07-08,50502060000
2011-07-11,49523976000
2011-07-12,49049460000
2011-07-13,49465872000
2011-07-14,48768624000
2011-07-15,48778308000
2011-07-18,48662100000
2011-07-19,48691152000
2011-07-20,48342528000
2011-07-21,50550480000
2011-07-22,50259960000
2011-07-25,50773212000
2011-07-26,50221224000
2011-07-27,49485240000
2011-07-28,49950072000
2011-07-29,49620816000
2011-08-01,49049460000
2011-08-02,47248236000
2011-08-03,47587176000
2011-08-04,44924076000
2011-08-05,44778816000
2011-08-08,42338448000
2011-08-09,44497980000
2011-08-10,42967908000
2011-08-11,44536716000
2011-08-12,44895024000
2011-08-15,45437328000
2011-08-16,44313984000
2011-08-17,44517348000
2011-08-18,41670252000
2011-08-19,41495940000
2011-08-22,41631516000
2011-08-23,42822648000
2011-08-24,43122852000
2011-08-25,42832332000
2011-08-26,43364952000
2011-08-29,43984728000
2011-08-30,44914392000
2011-08-31,44623872000
2011-09-01,44255880000
2011-09-02,42735492000
2011-09-06,42861384000
2011-09-07,43442424000
2011-09-08,42706440000
2011-09-09,41195736000
2011-09-12,40818060000
2011-09-13,42357816000
2011-09-14,42977592000
2011-09-15,44178408000
2011-09-16,44372088000
2011-09-19,43394004000
2011-09-20,42793596000
2011-09-21,40227336000
2011-09-22,39917448000
2011-09-23,40246704000
2011-09-26,40537224000
2011-09-27,41476572000
2011-09-28,40314492000
2011-09-29,41263524000
2011-09-30,39017148000
2011-10-03,38147552000
2011-10-04,39886744000
2011-10-05,41301032000
2011-10-06,42772656000
2011-10-07,42428640000
2011-10-10,43957600000
2011-10-11,44100940000
2011-10-12,43862040000
2011-10-13,43059336000
2011-10-14,43948044000
2011-10-17,42667540000
2011-10-18,44148720000
2011-10-19,43460688000
2011-10-20,45190324000
2011-10-21,46327488000
2011-10-24,46547276000
2011-10-25,45715904000
2011-10-26,46786176000
2011-10-27,49031836000
2011-10-28,48745156000
2011-10-31,47579324000
2011-11-01,46270152000
2011-11-02,47292644000
2011-11-03,48487144000
2011-11-04,48372472000
2011-11-07,48582704000
2011-11-08,48898052000
2011-11-09,46996408000
2011-11-10,47961564000
2011-11-11,49156064000
2011-11-14,49203844000
2011-11-15,49394964000
2011-11-16,48745156000
2011-11-17,48219576000
2011-11-18,48754712000
2011-11-21,47025076000
2011-11-22,46948628000
2011-11-23,45868800000
2011-11-25,45467448000
2011-11-28,47072856000
2011-11-29,47416872000
2011-11-30,49414076000
2011-12-01,49184732000
2011-12-02,49070060000
2011-12-05,49968324000
2011-12-06,49136952000
2011-12-07,48984056000
2011-12-08,47961564000
2011-12-09,48620928000
2011-12-12,48066680000
2011-12-13,47875560000
2011-12-14,47120636000
2011-12-15,47206640000
2011-12-16,47722664000
2011-12-19,47053744000
2011-12-20,48353360000
2011-12-21,49222956000
2011-12-22,49796316000
2011-12-23,50417456000
2011-12-27,50503460000
2011-12-28,49920544000
2011-12-29,50331452000
2011-12-30,50618132000
2012-01-03,51602400000
2012-01-04,51975084000
2012-01-05,51592844000
2012-01-06,51373056000
2012-01-09,52309544000
2012-01-10,53207808000
2012-01-11,53504044000
2012-01-12,53064468000
2012-01-13,52433772000
2012-01-17,52319100000
2012-01-18,52471996000
2012-01-19,53599604000
2012-01-20,53914952000
2012-01-23,53140916000
2012-01-24,53140916000
2012-01-25,54287636000
2012-01-26,54316304000
2012-01-27,54899220000
2012-01-30,54774992000
2012-01-31,54612540000
2012-02-01,54870552000
2012-02-02,54822772000
2012-02-03,55482136000
2012-02-06,54975668000
2012-02-07,54794104000
2012-02-08,54631652000
2012-02-09,53895840000
2012-02-10,53332036000
2012-02-13,54077404000
2012-02-14,54067848000
2012-02-15,52280876000
2012-02-16,52022864000
2012-02-17,53026244000
2012-02-21,53408484000
2012-02-22,53551824000
2012-02-23,53484932000
2012-02-24,53809836000
2012-02-27,53867172000
2012-02-28,53618716000
2012-02-29,52682228000
2012-03-01,53284256000
2012-03-02,52988020000
2012-03-05,52347768000
2012-03-06,51029040000
2012-03-07,51525952000
2012-03-08,52204428000
2012-03-09,51430392000
2012-03-12,51678848000
2012-03-13,52749120000
2012-03-14,51468616000
2012-03-15,54029624000
2012-03-16,54067848000
2012-03-19,54000956000
2012-03-20,53437152000
2012-03-21,53656940000
2012-03-22,52577112000
2012-03-23,52032420000
2012-03-26,53198252000
2012-03-27,52806456000
2012-03-28,51564176000
2012-03-29,51315720000
2012-03-30,51353944000
2012-04-02,51928480000
2012-04-03,51056688000
2012-04-04,51350444000
2012-04-05,51483108000
2012-04-09,50308084000
2012-04-10,49739524000
2012-04-11,50128040000
2012-04-12,51549440000
2012-04-13,51189352000
2012-04-16,51208304000
2012-04-17,51738960000
2012-04-18,51956908000
2012-04-19,50080660000
2012-04-20,50819788000
2012-04-23,51644200000
2012-04-24,52364376000
2012-04-25,53766824000
2012-04-26,53719444000
2012-04-27,53965820000
2012-04-30,53274072000
2012-05-01,54392240000
2012-05-02,54505952000
2012-05-03,54041628000
2012-05-04,53823680000
2012-05-07,53833156000
2012-05-08,53577304000
2012-05-09,53018220000
2012-05-10,53264596000
2012-05-11,53150884000
2012-05-14,52629704000
2012-05-15,53264596000
2012-05-16,53065600000
2012-05-17,51246208000
2012-05-18,50772408000
2012-05-21,52203284000
2012-05-22,52771844000
2012-05-23,53293024000
2012-05-24,53492020000
2012-05-25,53008744000
2012-05-29,53340404000
2012-05-30,52051668000
2012-05-31,52781320000
2012-06-01,51227256000
2012-06-04,50431272000
2012-06-05,50734504000
2012-06-06,52203284000
2012-06-07,52250664000
2012-06-08,52421232000
2012-06-11,51937956000
2012-06-12,53141408000
2012-06-13,53207740000
2012-06-14,53842632000
2012-06-15,54430144000
2012-06-18,56003160000
2012-06-19,56107396000
2012-06-20,55576740000
2012-06-21,54704948000
2012-06-22,55188224000
2012-06-25,53984772000
2012-06-26,54335384000
2012-06-27,54392240000
2012-06-28,54638616000
2012-06-29,56524340000
2012-07-02,55960320000
2012-07-03,56139680000
2012-07-05,55818720000
2012-07-06,55110720000
2012-07-09,55686560000
2012-07-10,54969120000
2012-07-11,54997440000
2012-07-12,54893600000
2012-07-13,55771520000
2012-07-16,55677120000
2012-07-17,55856480000
2012-07-18,55979200000
2012-07-19,57942720000
2012-07-20,56451200000
2012-07-23,55365600000
2012-07-24,55129600000
2012-07-25,55412800000
2012-07-26,57017600000
2012-07-27,57810560000
2012-07-30,58122080000
2012-07-31,57876640000
2012-08-01,57385760000
2012-08-02,57489600000
2012-08-03,58782880000
2012-08-06,58244800000
2012-08-07,58178720000
2012-08-08,57584000000
2012-08-09,57253600000
2012-08-10,57593440000
2012-08-13,57442400000
2012-08-14,57432960000
2012-08-15,58395840000
2012-08-16,58962240000
2012-08-17,59009440000
2012-08-20,58679040000
2012-08-21,58867840000
2012-08-22,58858400000
2012-08-23,58433600000
2012-08-24,58518560000
2012-08-27,58367520000
2012-08-28,58292000000
2012-08-29,57952160000
2012-08-30,57300800000
2012-08-31,57319680000
2012-09-04,57706720000
2012-09-05,56281280000
2012-09-06,57225280000
2012-09-07,57706720000
2012-09-10,57989920000
2012-09-11,58622400000
2012-09-12,58971680000
2012-09-13,59698560000
2012-09-14,60614239999
2012-09-17,59906240000
2012-09-18,59764640000
2012-09-19,59028320000
2012-09-20,57083680000
2012-09-21,56347360000
2012-09-24,57168640000
2012-09-25,56819360000
2012-09-26,56130240000
2012-09-27,55941440000
2012-09-28,56026400000
2012-10-01,55562176000
2012-10-02,55834080000
2012-10-03,56556032000
2012-10-04,56996704000
2012-10-05,57268608000
2012-10-08,57493632000
2012-10-09,56846688000
2012-10-10,56696672000
2012-10-11,56687296000
2012-10-12,56752928000
2012-10-15,56696672000
2012-10-16,57849920000
2012-10-17,58009312000
2012-10-18,58759392000
2012-10-19,58018688000
2012-10-22,58290592000
2012-10-23,57765536000
2012-10-24,56668544000
2012-10-25,57024832000
2012-10-26,57953056000
2012-10-31,57671776000
2012-11-01,59059424000
2012-11-02,58121824000
2012-11-05,58009312000
2012-11-06,58487488000
2012-11-07,57259232000
2012-11-08,56734176000
2012-11-09,56377888000
2012-11-12,57081088000
2012-11-13,56874816000
2012-11-14,55065248000
2012-11-15,55309024000
2012-11-16,55112128000
2012-11-19,56124736000
2012-11-20,56265376000
2012-11-21,56274752000
2012-11-23,57184224000
2012-11-26,57137344000
2012-11-27,57315488000
2012-11-28,57568640000
2012-11-29,57737408000
2012-11-30,57559264000
2012-12-03,56931072000
2012-12-04,57371744000
2012-12-05,57596768000
2012-12-06,57718656000
2012-12-07,58103072000
2012-12-10,58712512000
2012-12-11,57934304000
2012-12-12,58459360000
2012-12-13,58459360000
2012-12-14,58262464000
2012-12-17,58928160000
2012-12-18,59612608000
2012-12-19,58956288000
2012-12-20,59125056000
2012-12-21,58918784000
2012-12-24,58834400000
2012-12-26,58468736000
2012-12-27,58421856000
2012-12-28,57915552000
2012-12-31,58811816000
2013-01-02,60093588000
2013-01-03,60177791999
2013-01-04,61225664000
2013-01-07,60944984000
2013-01-08,60898204000
2013-01-09,61225664000
2013-01-10,61319224000
2013-01-11,61272443999
2013-01-14,61440852000
2013-01-15,61487632000
2013-01-16,61450208000
2013-01-17,61590548000
2013-01-18,61983500000
2013-01-22,62554216000
2013-01-23,63321408000
2013-01-24,62610352000
2013-01-25,63050084000
2013-01-28,62151908000
2013-01-29,63040727999
2013-01-30,61356648000
2013-01-31,61496988000
2013-02-01,62666488000
2013-02-04,61749600000
2013-02-05,62282891999
2013-02-06,62329672000
2013-02-07,61749600000
2013-02-08,62282891999
2013-02-11,62413875999
2013-02-12,62993948000
2013-02-13,63283984000
2013-02-14,63695648000
2013-02-15,64013752000
2013-02-19,64331856000
2013-02-20,63022016000
2013-02-21,62806827999
2013-02-22,63630156000
2013-02-25,62301604000
2013-02-26,62657132000
2013-02-27,63957616000
2013-02-28,64144736000
2013-03-01,63892124000
2013-03-04,64724808000
2013-03-05,65061624000
2013-03-06,65005488000
2013-03-07,64097956000
2013-03-08,64883859999
2013-03-11,65351659999
2013-03-12,65024200000
2013-03-13,65286168000
2013-03-14,65959800000
2013-03-15,66287259999
2013-03-18,65594916000
2013-03-19,65295524000
2013-03-20,65089691999
2013-03-21,64724808000
2013-03-22,65089691999
2013-03-25,64182159999
2013-03-26,65248743999
2013-03-27,65884952000
2013-03-28,66624075999
2013-04-01,65188530000
2013-04-02,65523546000
2013-04-03,64602252000
2013-04-04,64425438000
2013-04-05,64462662000
2013-04-08,64965186000
2013-04-09,65011716000
2013-04-10,65746890000
2013-04-11,65793420000
2013-04-12,65737584000
2013-04-15,63169127999
2013-04-16,64965186000
2013-04-17,63718182000
2013-04-18,66286638000
2013-04-19,67868658000
2013-04-22,68603832000
2013-04-23,68594525999
2013-04-24,68538690000
2013-04-25,68966766000
2013-04-26,68641056000
2013-04-29,68594525999
2013-04-30,68845788000
2013-05-01,67775598000
2013-05-02,68473548000
2013-05-03,69525126000
2013-05-06,70446420000
2013-05-07,71525916000
2013-05-08,72298314000
2013-05-09,71497998000
2013-05-10,71795790000
2013-05-13,71609670000
2013-05-14,73024182000
2013-05-15,73526706000
2013-05-16,73070712000
2013-05-17,74410776000
2013-05-20,74280492000
2013-05-21,73731438000
2013-05-22,73321974000
2013-05-23,72624024000
2013-05-24,72959040000
2013-05-28,73396422000
2013-05-29,72651942000
2013-05-30,73126548000
2013-05-31,71944686000
2013-06-03,72530964000
2013-06-04,72456516000
2013-06-05,70586010000
2013-06-06,71888850000
2013-06-07,73582542000
2013-06-10,73089324000
2013-06-11,72037746000
2013-06-12,71805096000
2013-06-13,73024182000
2013-06-14,73061406000
2013-06-17,72577494000
2013-06-18,73489482000
2013-06-19,72428598000
2013-06-20,71274654000
2013-06-21,71051310000
2013-06-24,69487902000
2013-06-25,71386326000
2013-06-26,72726390000
2013-06-27,72279702000
2013-06-28,71786484000
2013-07-01,71765185000
2013-07-02,71663600000
2013-07-03,71709775000
2013-07-05,72716390000
2013-07-08,72153055000
2013-07-09,73612185000
2013-07-10,72790270000
2013-07-11,73584480000
2013-07-12,74230930000
2013-07-15,73787650000
2013-07-16,73519835000
2013-07-17,73732240000
2013-07-18,74507980000
2013-07-19,75431480000
2013-07-22,75394540000
2013-07-23,74646505000
2013-07-24,73602950000
2013-07-25,73916940000
2013-07-26,73602950000
2013-07-29,72596335000
2013-07-30,73288960000
2013-07-31,73224315000
2013-08-01,75163665000
2013-08-02,75431480000
2013-08-05,74794265000
2013-08-06,73880000000
2013-08-07,73455190000
2013-08-08,74138580000
2013-08-09,73778415000
2013-08-12,73492130000
2013-08-13,73972350000
2013-08-14,73224315000
2013-08-15,72393165000
2013-08-16,72919560000
2013-08-19,72254640000
2013-08-20,72236170000
2013-08-21,71506605000
2013-08-22,73233550000
2013-08-23,72984205000
2013-08-26,72273110000
2013-08-27,70915565000
2013-08-28,71109500000
2013-08-29,71174145000
2013-08-30,70897095000
2013-09-03,70989445000
2013-09-04,71709775000
2013-09-05,72088410000
2013-09-06,71534310000
2013-09-09,72328520000
2013-09-10,72614805000
2013-09-11,72614805000
2013-09-12,71571250000
2013-09-13,71460430000
2013-09-16,72199230000
2013-09-17,72697920000
2013-09-18,73649125000
2013-09-19,74277105000
2013-09-20,73676830000
2013-09-23,73519835000
2013-09-24,73529070000
2013-09-25,72707155000
2013-09-26,72928795000
2013-09-27,72300815000
2013-09-30,71161254000
2013-10-01,71775108000
2013-10-02,71527734000
2013-10-03,71179578000
2013-10-04,70501590000
2013-10-07,69961032000
2013-10-08,69704496000
2013-10-09,69823602000
2013-10-10,71985834000
2013-10-11,72086616000
2013-10-14,72040806000
2013-10-15,71601030000
2013-10-16,71994996000
2013-10-17,69246396000
2013-10-18,69677010000
2013-10-21,70501590000
2013-10-22,70877232000
2013-10-23,70959690000
2013-10-24,70611534000
2013-10-25,69796116000
2013-10-28,69667848000
2013-10-29,68980698000
2013-10-30,68980698000
2013-10-31,69356340000
2013-11-01,69988518000
2013-11-04,70437456000
2013-11-05,70190082000
2013-11-06,70666506000
2013-11-07,70611534000
2013-11-08,71023824000
2013-11-11,71371980000
2013-11-12,71765946000
2013-11-13,72407286000
2013-11-14,72517230000
2013-11-15,73066950000
2013-11-18,72975330000
2013-11-19,72425610000
2013-11-20,72645498000
2013-11-21,73653318000
2013-11-22,74221362000
2013-11-25,74203038000
