,GPS
2009-04-13,10411100000
2009-04-14,10147000000
2009-04-15,10223450000
2009-04-16,10682150000
2009-04-17,10508400000
2009-04-20,10202600000
2009-04-21,10355500000
2009-04-22,10459750000
2009-04-23,10557050000
2009-04-24,10619600000
2009-04-27,10348550000
2009-04-28,10369400000
2009-04-29,10487550000
2009-04-30,10800300000
2009-05-01,10960150000
2009-05-04,11807180000
2009-05-05,11632930000
2009-05-06,11375040000
2009-05-07,11765360000
2009-05-08,11535350000
2009-05-11,11409890000
2009-05-12,11207759999
2009-05-13,10698950000
2009-05-14,10740770000
2009-05-15,10566520000
2009-05-18,11047450000
2009-05-19,11138060000
2009-05-20,11103210000
2009-05-21,11138060000
2009-05-22,11423830000
2009-05-26,11855970000
2009-05-27,12037190000
2009-05-28,11897790000
2009-05-29,12441450000
2009-06-01,12971170000
2009-06-02,12692370000
2009-06-03,12706310000
2009-06-04,11807180000
2009-06-05,11591110000
2009-06-08,11660810000
2009-06-09,11807180000
2009-06-10,11667779999
2009-06-11,11312310000
2009-06-12,11409890000
2009-06-15,11228670000
2009-06-16,10915020000
2009-06-17,11165940000
2009-06-18,11117150000
2009-06-19,11012600000
2009-06-22,10831380000
2009-06-23,10643190000
2009-06-24,10873200000
2009-06-25,11291400000
2009-06-26,11193820000
2009-06-29,11549290000
2009-06-30,11430799999
2009-07-01,11179880000
2009-07-02,10726830000
2009-07-06,10489850000
2009-07-07,10489850000
2009-07-08,10629250000
2009-07-09,10420150000
2009-07-10,10427120000
2009-07-13,10657130000
2009-07-14,10803500000
2009-07-15,11019570000
2009-07-16,11131090000
2009-07-17,11270490000
2009-07-20,11409890000
2009-07-21,11263520000
2009-07-22,11263520000
2009-07-23,10949870000
2009-07-24,11110180000
2009-07-27,11235640000
2009-07-28,11179880000
2009-07-29,11298370000
2009-07-30,11437770000
2009-07-31,11375040000
2009-08-03,12005600000
2009-08-04,11628680000
2009-08-05,11705460000
2009-08-06,12661720000
2009-08-07,12968839999
2009-08-10,12522120000
2009-08-11,12626820000
2009-08-12,12745480000
2009-08-13,13031660000
2009-08-14,13108440000
2009-08-17,12724540000
2009-08-18,12926960000
2009-08-19,12989780000
2009-08-20,13157300000
2009-08-21,13597040000
2009-08-24,13513280000
2009-08-25,13932080000
2009-08-26,13848320000
2009-08-27,13925100000
2009-08-28,13911140000
2009-08-31,13715699999
2009-09-01,13778519999
2009-09-02,13743620000
2009-09-03,14783640000
2009-09-04,14741760000
2009-09-08,15076800000
2009-09-09,15048880000
2009-09-10,15125660000
2009-09-11,15076800000
2009-09-14,15125660000
2009-09-15,15000019999
2009-09-16,15223380000
2009-09-17,15502580000
2009-09-18,15369960000
2009-09-21,15453720000
2009-09-22,15739900000
2009-09-23,15390900000
2009-09-24,15265260000
2009-09-25,14993040000
2009-09-28,15272240000
2009-09-29,14972100000
2009-09-30,14937199999
2009-10-01,14720820000
2009-10-02,14525380000
2009-10-05,14776660000
2009-10-06,15446740000
2009-10-07,15146600000
2009-10-08,15502580000
2009-10-09,15523519999
2009-10-12,15670100000
2009-10-13,15809699999
2009-10-14,16033060000
2009-10-15,15907420000
2009-10-16,16026080000
2009-10-19,16200580000
2009-10-20,15774800000
2009-10-21,15607280000
2009-10-22,15586339999
2009-10-23,15369960000
2009-10-26,15698019999
2009-10-27,15404860000
2009-10-28,14881360000
2009-10-29,15453720000
2009-10-30,14895320000
2009-11-02,14933000000
2009-11-03,15028900000
2009-11-04,15131650000
2009-11-05,15659100000
2009-11-06,15775550000
2009-11-09,15700200000
2009-11-10,15535800000
2009-11-11,15549500000
2009-11-12,15165900000
2009-11-13,15357700000
2009-11-16,15405649999
2009-11-17,15282350000
2009-11-18,15275500000
2009-11-19,14974100000
2009-11-20,15035750000
2009-11-23,14939850000
2009-11-24,15131650000
2009-11-25,15357700000
2009-11-27,15090550000
2009-11-30,14672700000
2009-12-01,15056300000
2009-12-02,14885050000
2009-12-03,14686400000
2009-12-04,14912450000
2009-12-07,14823400000
2009-12-08,14624750000
2009-12-09,14330200000
2009-12-10,14480900000
2009-12-11,14700100000
2009-12-14,15022050000
2009-12-15,14994650000
2009-12-16,14939850000
2009-12-17,14569950000
2009-12-18,14309650000
2009-12-21,14398700000
2009-12-22,14282250000
2009-12-23,14323350000
2009-12-24,14186350000
2009-12-28,14385000000
2009-12-29,14556250000
2009-12-30,14563100000
2009-12-31,14350750000
2010-01-04,14069900000
2010-01-05,14241150000
2010-01-06,14412400000
2010-01-07,13884950000
2010-01-08,13973999999
2010-01-11,14124700000
2010-01-12,13672600000
2010-01-13,13686300000
2010-01-14,13521899999
2010-01-15,13398600000
2010-01-19,13693149999
2010-01-20,13549300000
2010-01-21,13145150000
2010-01-22,12919100000
2010-01-25,13015000000
2010-01-26,12980750000
2010-01-27,13152000000
2010-01-28,13035550000
2010-01-29,13069799999
2010-02-01,12798880000
2010-02-02,13005960000
2010-02-03,12705360000
2010-02-04,13012640000
2010-02-05,13279840000
2010-02-08,13139560000
2010-02-09,13313240000
2010-02-10,13286520000
2010-02-11,13446840000
2010-02-12,13326600000
2010-02-16,13206360000
2010-02-17,13293200000
2010-02-18,13353319999
2010-02-19,13259800000
2010-02-22,13206360000
2010-02-23,13279840000
2010-02-24,13553720000
2010-02-25,13620520000
2010-02-26,14362000000
2010-03-01,14428800000
2010-03-02,14395400000
2010-03-03,14535680000
2010-03-04,14729400000
2010-03-05,14909760000
2010-03-08,14916439999
2010-03-09,14856319999
2010-03-10,14943160000
2010-03-11,15150240000
2010-03-12,15230400000
2010-03-15,15410760000
2010-03-16,15564400000
2010-03-17,15464200000
2010-03-18,15571080000
2010-03-19,15510960000
2010-03-22,15631200000
2010-03-23,15504280000
2010-03-24,15404080000
2010-03-25,15631200000
2010-03-26,15644560000
2010-03-29,15517640000
2010-03-30,15531000000
2010-03-31,15437480000
2010-04-01,15784840000
2010-04-05,15885040000
2010-04-06,15925120000
2010-04-07,15938480000
2010-04-08,16426120000
2010-04-09,16599800000
2010-04-12,16653240000
2010-04-13,16713360000
2010-04-14,16860319999
2010-04-15,16927120000
2010-04-16,16700000000
2010-04-19,16726720000
2010-04-20,16713360000
2010-04-21,17114160000
2010-04-22,17414760000
2010-04-23,17408080000
2010-04-26,17508280000
2010-04-27,16793520000
2010-04-28,16840280000
2010-04-29,17120840000
2010-04-30,16519640000
2010-05-03,16602200000
2010-05-04,15962660000
2010-05-05,15943280000
2010-05-06,14799860000
2010-05-07,14386420000
2010-05-10,15342500000
2010-05-11,15394179999
2010-05-12,15613820000
2010-05-13,14929060000
2010-05-14,14832160000
2010-05-17,15000120000
2010-05-18,14586679999
2010-05-19,14431640000
2010-05-20,14044039999
2010-05-21,14308900000
2010-05-24,13998820000
2010-05-25,14166780000
2010-05-26,13708120000
2010-05-27,14205539999
2010-05-28,14082800000
2010-06-01,13817940000
2010-06-02,14166780000
2010-06-03,14082800000
2010-06-04,13540160000
2010-06-07,13385120000
2010-06-08,13649980000
2010-06-09,13695200000
2010-06-10,14250760000
2010-06-11,14205539999
2010-06-14,14231380000
2010-06-15,14328280000
2010-06-16,13998820000
2010-06-17,13708120000
2010-06-18,13721039999
2010-06-21,13527240000
2010-06-22,13204240000
2010-06-23,13223620000
2010-06-24,12984600000
2010-06-25,13049200000
2010-06-28,13029820000
2010-06-29,12629300000
2010-06-30,12571160000
2010-07-01,12855400000
2010-07-02,12584080000
2010-07-06,12513020000
2010-07-07,12739120000
2010-07-08,11770120000
2010-07-09,11970380000
2010-07-12,12151260000
2010-07-13,12202940000
2010-07-14,12028520000
2010-07-15,12138340000
2010-07-16,11711980000
2010-07-19,11815340000
2010-07-20,11938080000
2010-07-21,11699060000
2010-07-22,11841179999
2010-07-23,11892860000
2010-07-26,12299840000
2010-07-27,11815340000
2010-07-28,11595700000
2010-07-29,11634460000
2010-07-30,11699060000
2010-08-02,11475900000
2010-08-03,11003180000
2010-08-04,11276860000
2010-08-05,11482120000
2010-08-06,11370160000
2010-08-09,11544320000
2010-08-10,11351500000
2010-08-11,11115140000
2010-08-12,11164900000
2010-08-13,10990740000
2010-08-16,10965860000
2010-08-17,10972080000
2010-08-18,11183560000
2010-08-19,11015620000
2010-08-20,10773040000
2010-08-23,10661080000
2010-08-24,10486920000
2010-08-25,10549120000
2010-08-26,10518020000
2010-08-27,10592660000
2010-08-30,10511800000
2010-08-31,10505580000
2010-09-01,10704620000
2010-09-02,10841460000
2010-09-03,10978300000
2010-09-07,10717060000
2010-09-08,10723279999
2010-09-09,10785480000
2010-09-10,10804140000
2010-09-13,11077820000
2010-09-14,11507000000
2010-09-15,11569200000
2010-09-16,11556759999
2010-09-17,11762020000
2010-09-20,11917520000
2010-09-21,11687380000
2010-09-22,11587860000
2010-09-23,11513220000
2010-09-24,11712259999
2010-09-27,11575420000
2010-09-28,11762020000
2010-09-29,11674940000
2010-09-30,11594080000
2010-10-01,11513220000
2010-10-04,11444800000
2010-10-05,11618960000
2010-10-06,11612740000
2010-10-07,11270640000
2010-10-08,11326620000
2010-10-11,11363940000
2010-10-12,11637620000
2010-10-13,11811779999
2010-10-14,11855320000
2010-10-15,12141440000
2010-10-18,12321820000
2010-10-19,12160100000
2010-10-20,12017040000
2010-10-21,11849100000
2010-10-22,11911300000
2010-10-25,12041920000
2010-10-26,12240960000
2010-10-27,12029480000
2010-10-28,11911300000
2010-10-29,11824220000
2010-11-01,11592780000
2010-11-02,11677620000
2010-11-03,11671560000
2010-11-04,12380580000
2010-11-05,12610860000
2010-11-08,12550260000
2010-11-09,12235140000
2010-11-10,12192720000
2010-11-11,12441180000
2010-11-12,12416940000
2010-11-15,12313920000
2010-11-16,12289680000
2010-11-17,12538140000
2010-11-18,12671460000
2010-11-19,12544200000
2010-11-22,12477540000
2010-11-23,12477540000
2010-11-24,12604800000
2010-11-26,12665400000
2010-11-29,12556320000
2010-11-30,12944160000
2010-12-01,13065360000
2010-12-02,13132020000
2010-12-03,12992640000
2010-12-06,12974460000
2010-12-07,12865380000
2010-12-08,12925979999
2010-12-09,12925979999
2010-12-10,13016880000
2010-12-13,12835080000
2010-12-14,12671460000
2010-12-15,12689640000
2010-12-16,12877500000
2010-12-17,12841140000
2010-12-20,12822960000
2010-12-21,12822960000
2010-12-22,12847200000
2010-12-23,13004760000
2010-12-27,13035060000
2010-12-28,13119900000
2010-12-29,13289580000
2010-12-30,13610760000
2010-12-31,13416840000
2011-01-03,13465320000
2011-01-04,13307760000
2011-01-05,13471380000
2011-01-06,12544200000
2011-01-07,12429060000
2011-01-10,12441180000
2011-01-11,12313920000
2011-01-12,12350280000
2011-01-13,12295740000
2011-01-14,12368460000
2011-01-18,12295740000
2011-01-19,12204840000
2011-01-20,12253320000
2011-01-21,12180600000
2011-01-24,12247260000
2011-01-25,12216960000
2011-01-26,12132120000
2011-01-27,11732160000
2011-01-28,11635200000
2011-01-31,11234410000
2011-02-01,11380160000
2011-02-02,11094490000
2011-02-03,11560889999
2011-02-04,11718300000
2011-02-07,11858220000
2011-02-08,12208020000
2011-02-09,12353770000
2011-02-10,12371260000
2011-02-11,12476200000
2011-02-14,12517010000
2011-02-15,13280740000
2011-02-16,13321550000
2011-02-17,13426490000
2011-02-18,13438150000
2011-02-22,13234100000
2011-02-23,13018389999
2011-02-24,13111670000
2011-02-25,13263250000
2011-02-28,13134990000
2011-03-01,12942600000
2011-03-02,12948430000
2011-03-03,12697740000
2011-03-04,12586970000
2011-03-07,12394580000
2011-03-08,12417900000
2011-03-09,12511180000
2011-03-10,12493690000
2011-03-11,12808510000
2011-03-14,12703570000
2011-03-15,12662760000
2011-03-16,12551990000
2011-03-17,12639440000
2011-03-18,12750210000
2011-03-21,12773530000
2011-03-22,12738550000
2011-03-23,12837660000
2011-03-24,13140820000
2011-03-25,13152480000
2011-03-28,12925110000
2011-03-29,12989240000
2011-03-30,13199120000
2011-03-31,13210780000
2011-04-01,13193290000
2011-04-04,13134990000
2011-04-05,13467300000
2011-04-06,13443980000
2011-04-07,13245760000
2011-04-08,12971750000
2011-04-11,12925110000
2011-04-12,12925110000
2011-04-13,13134990000
2011-04-14,12960090000
2011-04-15,13100010000
2011-04-18,12703570000
2011-04-19,12662760000
2011-04-20,12761870000
2011-04-21,12820170000
2011-04-25,12989240000
2011-04-26,13286570000
2011-04-27,13432320000
2011-04-28,13560580000
2011-04-29,13548920000
2011-05-02,12444320000
2011-05-03,12428060000
2011-05-04,12536460000
2011-05-05,12428060000
2011-05-06,12249200000
2011-05-09,12232940000
2011-05-10,12455160000
2011-05-11,12395540000
2011-05-12,12520200000
2011-05-13,12493100000
2011-05-16,12438900000
2011-05-17,12460580000
2011-05-18,12509360000
2011-05-19,12623180000
2011-05-20,10417240000
2011-05-23,10449760000
2011-05-24,10151660000
2011-05-25,10173340000
2011-05-26,10314260000
2011-05-27,10406400000
2011-05-31,10514800000
2011-06-01,10243800000
2011-06-02,9821040000
2011-06-03,9712640000
2011-06-06,9663860000
2011-06-07,9707220000
2011-06-08,9479580000
2011-06-09,9653020000
2011-06-10,9604240000
2011-06-13,9485000000
2011-06-14,9685540000
2011-06-15,9604240000
2011-06-16,9593400000
2011-06-17,9663860000
2011-06-20,9826460000
2011-06-21,9837300000
2011-06-22,9615080000
2011-06-23,9745160000
2011-06-24,9571720000
2011-06-27,9615080000
2011-06-28,9718060000
2011-06-29,9734320000
2011-06-30,9810200000
2011-07-01,9907760000
2011-07-05,9848140000
2011-07-06,9934860000
2011-07-07,10449760000
2011-07-08,10287160000
2011-07-11,10102880000
2011-07-12,10162500000
2011-07-13,10146240000
2011-07-14,10195020000
2011-07-15,10249220000
2011-07-18,10211280000
2011-07-19,10444340000
2011-07-20,10422660000
2011-07-21,10547320000
2011-07-22,10655720000
2011-07-25,10574420000
2011-07-26,10612360000
2011-07-27,10276320000
2011-07-28,10579840000
2011-07-29,10455180000
2011-08-01,9722990000
2011-08-02,9446340000
2011-08-03,9662630000
2011-08-04,8540940000
2011-08-05,8425250000
2011-08-08,7851830000
2011-08-09,8208960000
2011-08-10,7811590000
2011-08-11,8198900000
2011-08-12,8294469999
2011-08-15,8264290000
2011-08-16,8269320000
2011-08-17,8259260000
2011-08-18,7806560000
2011-08-19,7892070000
2011-08-22,8093270000
2011-08-23,8279380000
2011-08-24,8239139999
2011-08-25,8058060000
2011-08-26,8188840000
2011-08-29,8420219999
2011-08-30,8410159999
2011-08-31,8309560000
2011-09-01,8063090000
2011-09-02,7846800000
2011-09-06,7892070000
2011-09-07,8188840000
2011-09-08,8053030000
2011-09-09,8048000000
2011-09-12,8148600000
2011-09-13,8234110000
2011-09-14,8405130000
2011-09-15,8641540000
2011-09-16,8571120000
2011-09-19,8566090000
2011-09-20,8410159999
2011-09-21,8143570000
2011-09-22,8048000000
2011-09-23,8203929999
2011-09-26,8656630000
2011-09-27,8666690000
2011-09-28,8455429999
2011-09-29,8435310000
2011-09-30,8168719999
2011-10-03,8012790000
2011-10-04,8415190000
2011-10-05,8510760000
2011-10-06,8681780000
2011-10-07,8701900000
2011-10-10,9023820000
2011-10-11,8842740000
2011-10-12,8978550000
2011-10-13,9013760000
2011-10-14,8943340000
2011-10-17,8676750000
2011-10-18,8968490000
2011-10-19,9064060000
2011-10-20,9184780000
2011-10-21,9411130000
2011-10-24,9551970000
2011-10-25,9380950000
2011-10-26,9375920000
2011-10-27,9773290000
2011-10-28,9722990000
2011-10-31,9261000000
2011-11-01,9099300000
2011-11-02,9285500000
2011-11-03,9657900000
2011-11-04,9628500000
2011-11-07,9751000000
2011-11-08,9795100000
2011-11-09,9535400000
2011-11-10,9643200000
2011-11-11,9961700000
2011-11-14,9883300000
2011-11-15,9873500000
2011-11-16,9545200000
2011-11-17,9432500000
2011-11-18,9192400000
2011-11-21,9060100000
2011-11-22,8883700000
2011-11-23,8722000000
2011-11-25,8633800000
2011-11-28,8815100000
2011-11-29,8805300000
2011-11-30,9158100000
2011-12-01,9216900000
2011-12-02,9163000000
2011-12-05,9329600000
2011-12-06,9241400000
2011-12-07,9334500000
2011-12-08,9109100000
2011-12-09,9236500000
2011-12-12,9207100000
2011-12-13,9006200000
2011-12-14,8971900000
2011-12-15,8996400000
2011-12-16,8967000000
2011-12-19,8702400000
2011-12-20,9011100000
2011-12-21,9069900000
2011-12-22,9089500000
2011-12-23,9118900000
2011-12-27,9339400000
2011-12-28,9261000000
2011-12-29,9221800000
2011-12-30,9089500000
2012-01-03,9089500000
2012-01-04,9251200000
2012-01-05,8952300000
2012-01-06,8820000000
2012-01-09,8849400000
2012-01-10,8888600000
2012-01-11,8790600000
2012-01-12,8888600000
2012-01-13,8947400000
2012-01-17,8947400000
2012-01-18,9133600000
2012-01-19,9491300000
2012-01-20,9128700000
2012-01-23,9153200000
2012-01-24,9128700000
2012-01-25,9310000000
2012-01-26,9202200000
2012-01-27,9275700000
2012-01-30,9207870000
2012-01-31,9281220000
2012-02-01,9511050000
2012-02-02,10523280000
2012-02-03,10616190000
2012-02-06,10596630000
2012-02-07,10601520000
2012-02-08,10405920000
2012-02-09,10469490000
2012-02-10,10557510000
2012-02-13,10621080000
2012-02-14,10924260000
2012-02-15,10953600000
2012-02-16,10978050000
2012-02-17,11110080000
2012-02-21,11163870000
2012-02-22,11237220000
2012-02-23,11501280000
2012-02-24,11036730000
2012-02-27,11281230000
2012-02-28,11594190000
2012-02-29,11423040000
2012-03-01,12249450000
2012-03-02,11936490000
2012-03-05,12034290000
2012-03-06,11868030000
2012-03-07,11990280000
2012-03-08,12171210000
2012-03-09,12225000000
2012-03-12,12269010000
2012-03-13,12445050000
2012-03-14,12440160000
2012-03-15,12537960000
2012-03-16,12415710000
2012-03-19,12753120000
2012-03-20,12777570000
2012-03-21,12743340000
2012-03-22,12831360000
2012-03-23,12938940000
2012-03-26,13139430000
2012-03-27,13046520000
2012-03-28,12841140000
2012-03-29,12762900000
2012-03-30,12782460000
2012-04-02,12929160000
2012-04-03,12738450000
2012-04-04,13031850000
2012-04-05,12934050000
2012-04-09,12772680000
2012-04-10,12337470000
2012-04-11,12459720000
2012-04-12,12694440000
2012-04-13,12987840000
2012-04-16,12924270000
2012-04-17,13212780000
2012-04-18,13506180000
2012-04-19,13447500000
2012-04-20,13618650000
2012-04-23,13540410000
2012-04-24,13295910000
2012-04-25,13638210000
2012-04-26,13887600000
2012-04-27,13951170000
2012-04-30,13851000000
2012-05-01,13865580000
2012-05-02,14162040000
2012-05-03,13933620000
2012-05-04,13705200000
2012-05-07,13885020000
2012-05-08,13632300000
2012-05-09,13564260000
2012-05-10,13666320000
2012-05-11,13608000000
2012-05-14,13301820000
2012-05-15,13330980000
2012-05-16,13170600000
2012-05-17,12786660000
2012-05-18,12495060000
2012-05-21,12883860000
2012-05-22,12874140000
2012-05-23,13005360000
2012-05-24,13117140000
2012-05-25,13199760000
2012-05-29,13462200000
2012-05-30,12961620000
2012-05-31,12879000000
2012-06-01,12276360000
2012-06-04,12383280000
2012-06-05,12407580000
2012-06-06,12485340000
2012-06-07,12490200000
2012-06-08,12752640000
2012-06-11,12422160000
2012-06-12,12660300000
2012-06-13,12451320000
2012-06-14,12840120000
2012-06-15,12990780000
2012-06-18,13126860000
2012-06-19,13282380000
2012-06-20,13413600000
2012-06-21,13267800000
2012-06-22,13296960000
2012-06-25,12869280000
2012-06-26,12908160000
2012-06-27,12840120000
2012-06-28,12810960000
2012-06-29,13296960000
2012-07-02,13374720000
2012-07-03,13457340000
2012-07-05,13593420000
2012-07-06,13549680000
2012-07-09,13700340000
2012-07-10,13462200000
2012-07-11,13199760000
2012-07-12,13209480000
2012-07-13,13559400000
2012-07-16,13593420000
2012-07-17,13836420000
2012-07-18,14152320000
2012-07-19,14327280000
2012-07-20,14191200000
2012-07-23,14176620000
2012-07-24,14055120000
2012-07-25,14234940000
2012-07-26,14409900000
2012-07-27,14536260000
2012-07-30,14343420000
2012-07-31,14184690000
2012-08-01,14151020000
2012-08-02,15954770000
2012-08-03,16094260000
2012-08-06,16233750000
2012-08-07,16325139999
2012-08-08,16661840000
2012-08-09,16556020000
2012-08-10,16455010000
2012-08-13,16657030000
2012-08-14,16647410000
2012-08-15,16647410000
2012-08-16,16517540000
2012-08-17,17311190000
2012-08-20,16998540000
2012-08-21,16988920000
2012-08-22,16979299999
2012-08-23,16820570000
2012-08-24,16892719999
2012-08-27,16878290000
2012-08-28,16887910000
2012-08-29,16916770000
2012-08-30,17368910000
2012-08-31,17229420000
2012-09-04,17224610000
2012-09-05,17051450000
2012-09-06,17359290000
2012-09-07,17282330000
2012-09-10,17065879999
2012-09-11,16897530000
2012-09-12,17094740000
2012-09-13,17147650000
2012-09-14,16931200000
2012-09-17,17340050000
2012-09-18,17320810000
2012-09-19,17282330000
2012-09-20,17383340000
2012-09-21,17407390000
2012-09-24,17263090000
2012-09-25,17056260000
2012-09-26,16964870000
2012-09-27,17017780000
2012-09-28,17210180000
2012-10-01,17364100000
2012-10-02,17383340000
2012-10-03,17676750000
2012-10-04,17845100000
2012-10-05,17845100000
2012-10-08,17926870000
2012-10-09,17652700000
2012-10-10,17614220000
2012-10-11,17479540000
2012-10-12,17364100000
2012-10-15,17450680000
2012-10-16,17777760000
2012-10-17,17695990000
2012-10-18,17883580000
2012-10-19,17493970000
2012-10-22,17392960000
2012-10-23,17061070000
2012-10-24,17080309999
2012-10-25,16916770000
2012-10-26,17032209999
2012-10-31,16859840000
2012-11-01,16826800000
2012-11-02,16571920000
2012-11-05,16694639999
2012-11-06,16963679999
2012-11-07,16642720000
2012-11-08,16081040000
2012-11-09,15868639999
2012-11-12,15812000000
2012-11-13,15901679999
2012-11-14,15873360000
2012-11-15,15698720000
2012-11-16,15854480000
2012-11-19,16250960000
2012-11-20,16472800000
2012-11-21,16590800000
2012-11-23,16756000000
2012-11-26,16812639999
2012-11-27,16590800000
2012-11-28,16907040000
2012-11-29,16217920000
2012-11-30,16265120000
2012-12-03,16288720000
2012-12-04,14603680000
2012-12-05,15014320000
2012-12-06,15085120000
2012-12-07,15014320000
2012-12-10,14580080000
2012-12-11,15019040000
2012-12-12,14834960000
2012-12-13,14853840000
2012-12-14,14844400000
2012-12-17,15061520000
2012-12-18,15113440000
2012-12-19,15179519999
2012-12-20,14986000000
2012-12-21,14806640000
2012-12-24,14806640000
2012-12-26,14348800000
2012-12-27,14485680000
2012-12-28,14362960000
2012-12-31,14650880000
2013-01-02,14806640000
2013-01-03,15146480000
2013-01-04,15151200000
2013-01-07,14726400000
2013-01-08,15108720000
2013-01-09,15014320000
2013-01-10,14797200000
2013-01-11,14967120000
2013-01-14,14816080000
2013-01-15,15321120000
2013-01-16,15391920000
2013-01-17,15500480000
2013-01-18,15557120000
2013-01-22,15505200000
2013-01-23,15406080000
2013-01-24,15660960000
2013-01-25,15830880000
2013-01-28,15594880000
2013-01-29,15458000000
2013-01-30,15500480000
2013-01-31,15424960000
2013-02-01,15561840000
2013-02-04,15121760000
2013-02-05,15446560000
2013-02-06,15414080000
2013-02-07,14954719999
2013-02-08,14954719999
2013-02-11,15117120000
2013-02-12,14899040000
2013-02-13,14773760000
2013-02-14,14551040000
2013-02-15,15256320000
2013-02-19,15144960000
2013-02-20,14982560000
2013-02-21,14871199999
2013-02-22,14829440000
2013-02-25,14486080000
2013-02-26,14750560000
2013-02-27,15084640000
2013-02-28,15274880000
2013-03-01,15715679999
2013-03-04,15613600000
2013-03-05,15952320000
2013-03-06,15989440000
2013-03-07,16643679999
2013-03-08,16810719999
2013-03-11,16880320000
2013-03-12,16949920000
2013-03-13,17005600000
2013-03-14,16968480000
2013-03-15,16884960000
2013-03-18,16912800000
2013-03-19,16634400000
2013-03-20,16685440000
2013-03-21,16434880000
2013-03-22,16546239999
2013-03-25,16699360000
2013-03-26,16253920000
2013-03-27,16365280000
2013-03-28,16425600000
2013-04-01,16332800000
2013-04-02,16583360000
2013-04-03,16722560000
2013-04-04,17005600000
2013-04-05,17005600000
2013-04-08,17098400000
2013-04-09,17047360000
2013-04-10,17256160000
2013-04-11,17585600000
2013-04-12,17715520000
2013-04-15,17135520000
2013-04-16,17529920000
2013-04-17,17214400000
2013-04-18,17260800000
2013-04-19,17168000000
2013-04-22,17010239999
2013-04-23,17061280000
2013-04-24,17107679999
2013-04-25,17367520000
2013-04-26,17395360000
2013-04-29,17404640000
2013-04-30,17627360000
2013-05-01,17432480000
2013-05-02,17618080000
2013-05-03,18007840000
2013-05-06,17994600000
2013-05-07,18270720000
2013-05-08,18139680000
2013-05-09,18163080000
2013-05-10,19183320000
2013-05-13,18855720000
2013-05-14,19131840000
2013-05-15,19197360000
2013-05-16,18996120000
2013-05-17,19169280000
2013-05-20,19216080000
2013-05-21,19501560000
2013-05-22,19206720000
2013-05-23,19356480000
2013-05-24,19019520000
2013-05-28,18963360000
2013-05-29,18425160000
2013-05-30,18715320000
2013-05-31,18977400000
2013-06-03,18977400000
2013-06-04,19155240000
2013-06-05,18837000000
2013-06-06,19178640000
2013-06-07,19698120000
2013-06-10,19454760000
2013-06-11,19206720000
2013-06-12,19014840000
2013-06-13,19370520000
2013-06-14,19412640000
2013-06-17,19553040000
2013-06-18,19815120000
2013-06-19,19534320000
2013-06-20,19066320000
2013-06-21,19337760000
2013-06-24,18893160000
2013-06-25,19216080000
2013-06-26,19478160000
2013-06-27,19632600000
2013-06-28,19529640000
2013-07-01,20030400000
2013-07-02,20063160000
2013-07-03,20072520000
2013-07-05,20264400000
2013-07-08,20428200000
2013-07-09,20563920000
2013-07-10,20638800000
2013-07-11,20947680000
2013-07-12,21106800000
2013-07-15,20999160000
2013-07-16,20905560000
2013-07-17,20924280000
2013-07-18,21102120000
2013-07-19,21074040000
2013-07-22,21092760000
2013-07-23,20999160000
2013-07-24,20971080000
2013-07-25,21354840000
2013-07-26,21284640000
2013-07-29,21457800000
2013-07-30,21579480000
2013-07-31,21481200000
2013-08-01,21677760000
2013-08-02,21752640000
2013-08-05,21427640000
2013-08-06,21075760000
2013-08-07,20788700000
2013-08-08,21075760000
2013-08-09,20418300000
2013-08-12,20584980000
2013-08-13,20691470000
2013-08-14,20478490000
2013-08-15,20145130000
2013-08-16,19964560000
2013-08-19,19719170000
2013-08-20,20052530000
2013-08-21,19760840000
2013-08-22,19450630000
2013-08-23,19432110000
2013-08-26,19182090000
2013-08-27,18746870000
2013-08-28,18746870000
2013-08-29,18848730000
2013-08-30,18723720000
2013-09-03,18853360000
2013-09-04,18895030000
2013-09-05,18820950000
2013-09-06,18700570000
2013-09-09,19047820000
2013-09-10,19140420000
2013-09-11,19205240000
2013-09-12,19089490000
2013-09-13,19279320000
2013-09-16,19358030000
2013-09-17,19487670000
2013-09-18,19589530000
2013-09-19,19483040000
2013-09-20,19237650000
2013-09-23,19070970000
2013-09-24,18996890000
2013-09-25,18751500000
2013-09-26,18830210000
2013-09-27,18830210000
2013-09-30,18649640000
2013-10-01,18705200000
2013-10-02,18918180000
2013-10-03,18640380000
2013-10-04,18756130000
2013-10-07,18385730000
2013-10-08,18154230000
2013-10-09,18279240000
2013-10-10,18371840000
2013-10-11,17052290000
2013-10-14,17093960000
2013-10-15,17033770000
2013-10-16,17163410000
2013-10-17,17121739999
2013-10-18,17232860000
2013-10-21,17098590000
2013-10-22,17052290000
2013-10-23,17098590000
2013-10-24,17158780000
2013-10-25,16973579999
2013-10-28,17001360000
2013-10-29,17427320000
2013-10-30,17436580000
2013-10-31,17126370000
2013-11-01,17029140000
2013-11-04,16679039999
2013-11-05,16817920000
2013-11-06,17032960000
2013-11-07,16912000000
2013-11-08,18560640000
2013-11-11,18457600000
2013-11-12,18309760000
2013-11-13,18529280000
2013-11-14,18838400000
2013-11-15,18883200000
2013-11-18,18789120000
2013-11-19,18690560000
2013-11-20,18475520000
2013-11-21,18753280000
2013-11-22,18506880000
2013-11-25,18381440000
