,TMUS
2016-07-21,36763351794
2016-07-22,37397060791
2016-07-25,37067861312
2016-07-26,37018481391
2016-07-27,37561660531
2016-07-28,38038999775
2016-07-29,38137759618
2016-08-01,38738548667
2016-08-02,38524569006
2016-08-03,38853768485
2016-08-04,38952528329
2016-08-05,39322877742
2016-08-08,39182967964
2016-08-09,39207657925
2016-08-10,38845538498
2016-08-11,38541028980
2016-08-12,38639788824
2016-08-15,38491649058
2016-08-16,38055459749
2016-08-17,38170679566
2016-08-18,38664478785
2016-08-19,38080149710
2016-08-22,38442269136
2016-08-23,38541028980
2016-08-24,38030769788
2016-08-25,38088379697
2016-08-26,37825020114
2016-08-29,38458729110
2016-08-30,37940239931
2016-08-31,38137759618
2016-09-01,38063689736
2016-09-02,38919608381
2016-09-06,38853768485
2016-09-07,38458729110
2016-09-08,38442269136
2016-09-09,36738661834
2016-09-12,37800330153
2016-09-13,37314760921
2016-09-14,37750950231
2016-09-15,38829078524
2016-09-16,38310589345
2016-09-19,37800330153
2016-09-20,36623442016
2016-09-21,37759180218
2016-09-22,38705628719
2016-09-23,38919608381
2016-09-26,38615098863
2016-09-27,38598638889
2016-09-28,38524569006
2016-09-29,38236519462
2016-09-30,38543193332
2016-10-03,38675190569
2016-10-04,38567942814
2016-10-05,38006954555
2016-10-06,37536714397
2016-10-07,37346968368
2016-10-10,38072953174
2016-10-11,37627462497
2016-10-12,37973955246
2016-10-13,37957455591
2016-10-14,38138951792
2016-10-17,38378196785
2016-10-18,39062932454
2016-10-19,39038182972
2016-10-20,38815437634
2016-10-21,38567942814
2016-10-24,42230866153
2016-10-25,40919143606
2016-10-26,40836645333
2016-10-27,40836645333
2016-10-28,40712897922
2016-10-31,41026391361
2016-11-01,40663398958
2016-11-02,40572650858
2016-11-03,40853144987
2016-11-04,40712897922
2016-11-07,41537880656
2016-11-08,41628628757
2016-11-09,43732334729
2016-11-10,43047599060
2016-11-11,43344592844
2016-11-14,43658086283
2016-11-15,44103576959
2016-11-16,43501339563
2016-11-17,44045828168
2016-11-18,44210824715
2016-11-21,44318072470
2016-11-22,44747063492
2016-11-23,44829561765
2016-11-25,45035807449
2016-11-28,45357550715
2016-11-29,45695793636
2016-11-30,44722314010
2016-12-01,44763563146
2016-12-02,44912060038
2016-12-05,45390550024
2016-12-06,46190783276
2016-12-07,48170741838
2016-12-08,48302739075
2016-12-09,46809520327
2016-12-12,46306280859
2016-12-13,46735271881
2016-12-14,46652773607
2016-12-15,47230261521
2016-12-16,47032265665
2016-12-19,47684002025
2016-12-20,47898497536
2016-12-21,47700501679
2016-12-22,47914997190
2016-12-23,47865498226
2016-12-27,48112993046
2016-12-28,47848998572
2016-12-29,47890247708
2016-12-30,47444757032
2017-01-03,48272807342
2017-01-04,48686668859
2017-01-05,47685123988
2017-01-06,46989836640
2017-01-09,46907064336
2017-01-10,48620451017
2017-01-11,47560965533
2017-01-12,47304371393
2017-01-13,47337480314
2017-01-17,47221599089
2017-01-18,48554233174
2017-01-19,49721322652
2017-01-20,49348847287
2017-01-23,49862035568
2017-01-24,49845481107
2017-01-25,50275897085
2017-01-26,52452808664
2017-01-27,51666471782
2017-01-30,50598709068
2017-01-31,51542313327
2017-02-01,52361759130
2017-02-02,50615263529
2017-02-03,50789085366
2017-02-06,50457996152
2017-02-07,51227778574
2017-02-08,51227778574
2017-02-09,51525758866
2017-02-10,51641640091
2017-02-13,50408332770
2017-02-14,50987738894
2017-02-15,50739421984
2017-02-16,50168293090
2017-02-17,52908056333
2017-02-21,52312095748
2017-02-22,52212768984
2017-02-23,51376768720
2017-02-24,51492649945
2017-02-27,51459541023
2017-02-28,51757521316
2017-03-01,51600253939
2017-03-02,51765798546
2017-03-03,52610076041
2017-03-06,52014115456
2017-03-07,51012570585
2017-03-08,50830471517
2017-03-09,50606986298
2017-03-10,50888412130
2017-03-13,51186392422
2017-03-14,50780808135
2017-03-15,52138273911
2017-03-16,51641640091
2017-03-17,52560412659
2017-03-20,52237600675
2017-03-21,51707857933
2017-03-22,52370036361
2017-03-23,52245877906
2017-03-24,53114987091
2017-03-27,53156373243
2017-03-28,53164650473
2017-03-29,53586789221
2017-03-30,53909601204
2017-03-31,53672450993
2017-04-03,52808240604
2017-04-04,52916266903
2017-04-05,52766692028
2017-04-06,52550639430
2017-04-07,52833169750
2017-04-10,53090770923
2017-04-11,53124009785
2017-04-12,53115700069
2017-04-13,53215416653
2017-04-17,53963291028
2017-04-18,53689070424
2017-04-19,54121175618
2017-04-20,53855264729
2017-04-21,53763857861
2017-04-24,54785952841
2017-04-25,55965932410
2017-04-26,56157055862
2017-04-27,56290011306
2017-04-28,55899454688
2017-05-01,56763665077
2017-05-02,55625234084
2017-05-03,54303989354
2017-05-04,54412015653
2017-05-05,55251296896
2017-05-08,54968766577
2017-05-09,54428635084
2017-05-10,54844120848
2017-05-11,54686236257
2017-05-12,54470183660
2017-05-15,54586519674
2017-05-16,54769333410
2017-05-17,53107390354
2017-05-18,54611448820
2017-05-19,55151580313
2017-05-22,55857906112
2017-05-23,56190294723
2017-05-24,56414657035
2017-05-25,56389727890
2017-05-26,56339869598
2017-05-30,55741570098
2017-05-31,56024100417
2017-06-01,56422966751
2017-06-02,56771974792
2017-06-05,56007480987
2017-06-06,54935527716
2017-06-07,54777643125
2017-06-08,54586519674
2017-06-09,53049222347
2017-06-12,53738928715
2017-06-13,53190487507
2017-06-14,52575568576
2017-06-15,52849789180
2017-06-16,52459232562
2017-06-19,53190487507
2017-06-20,53165558361
2017-06-21,52824860034
2017-06-22,52816550319
2017-06-23,52683594875
2017-06-26,52475851993
2017-06-27,50697572923
2017-06-28,51088129541
2017-06-29,50107583138
2017-06-30,50386724402
2017-07-03,49871386740
2017-07-05,49829827251
2017-07-06,49414232361
2017-07-07,49879698637
2017-07-10,50536338563
2017-07-11,50893750168
2017-07-12,51126483306
2017-07-13,50627769438
2017-07-14,50902062065
2017-07-17,51018428635
2017-07-18,51026740532
2017-07-19,51508830604
2017-07-20,50802319292
2017-07-21,52015856369
2017-07-24,51974296880
2017-07-25,51832994618
2017-07-26,51857930311
2017-07-27,51217914181
2017-07-28,51350904546
2017-07-31,51251161773
2017-08-01,52423139361
2017-08-02,52888605637
2017-08-03,52971724615
2017-08-04,53628364541
2017-08-07,53412255198
2017-08-08,53113026878
2017-08-09,53029907900
2017-08-10,51924425494
2017-08-11,52871981842
2017-08-14,53013284104
2017-08-15,53096403082
2017-08-16,53428878994
2017-08-17,52356644179
2017-08-18,52364956077
2017-08-21,52223653814
2017-08-22,53511997972
2017-08-23,53196145856
2017-08-24,53171210162
2017-08-25,52980036513
2017-08-28,52963412717
2017-08-29,52755615273
2017-08-30,53403943300
2017-08-31,53786290599
2017-09-01,53329136220
2017-09-05,52896917535
2017-09-06,53021596002
2017-09-07,52647560601
2017-09-08,52148846734
2017-09-11,52389891770
2017-09-12,52348332281
2017-09-13,52198718121
2017-09-14,50843878781
2017-09-15,50843878781
2017-09-18,51367528342
2017-09-19,54376435342
2017-09-20,52797174762
2017-09-21,52689120090
2017-09-22,53246017242
2017-09-25,52273525201
2017-09-26,52389891770
2017-09-27,51857930311
2017-09-28,51467271115
2017-09-29,51251161773
2017-10-02,51517874338
2017-10-03,51651861007
2017-10-04,51501126004
2017-10-05,51517874338
2017-10-06,52263175186
2017-10-09,51551371005
2017-10-10,51275023500
2017-10-11,51233152665
2017-10-12,51316894334
2017-10-13,51409010169
2017-10-16,51057295162
2017-10-17,51032172662
2017-10-18,50814444324
2017-10-19,51509500171
2017-10-20,50630212654
2017-10-23,51476003504
2017-10-24,52154311017
2017-10-25,51861215178
2017-10-26,51693731841
2017-10-27,52715380194
2017-10-30,49893285973
2017-10-31,50052395142
2017-11-01,50035646809
2017-11-02,48821392618
2017-11-03,49332216795
2017-11-06,46510122573
2017-11-07,46359387570
2017-11-08,47079565918
2017-11-09,46895334248
2017-11-10,47565267594
2017-11-13,47263797588
2017-11-14,47347539256
2017-11-15,47473151759
2017-11-16,50077517643
2017-11-17,50261749313
2017-11-20,50496225984
2017-11-21,50588341820
2017-11-22,51375513502
2017-11-24,51651861007
2017-11-27,52573019358
2017-11-28,51400636002
2017-11-29,51777473509
2017-11-30,51141036830
2017-12-01,50998675994
2017-12-04,50445980983
2017-12-05,51048920995
2017-12-06,52020324347
2017-12-07,51852841011
2017-12-08,52372039354
2017-12-11,52815870196
2017-12-12,53159211036
2017-12-13,53452306875
2017-12-14,52388787688
2017-12-15,52472529356
2017-12-18,53150836870
2017-12-19,53293197706
2017-12-20,52673509360
2017-12-21,53192707704
2017-12-22,53276449372
2017-12-26,53418810208
2017-12-27,53686783547
2017-12-28,53887763551
2017-12-29,53184333537
2018-01-02,54768459402
2018-01-03,54400713657
2018-01-04,53879027832
2018-01-05,55247384094
2018-01-08,55674995426
2018-01-09,56102606758
2018-01-10,54640176002
2018-01-11,54597414869
2018-01-12,54460579243
2018-01-16,53853371152
2018-01-17,54528997056
2018-01-18,53776401112
2018-01-19,54486235923
2018-01-22,54682937136
2018-01-23,55187518507
2018-01-24,55589473160
2018-01-25,55067787334
2018-01-26,55828935505
2018-01-29,55247384094
2018-01-30,55384219720
2018-01-31,55674995426
2018-02-01,54554653736
2018-02-02,54383609203
2018-02-05,52630402742
2018-02-06,52040299104
2018-02-07,53075118527
2018-02-08,50355510456
2018-02-09,50629181708
2018-02-12,49705541231
2018-02-13,49337795486
2018-02-14,50133152563
2018-02-15,51689657812
2018-02-16,51364673199
2018-02-20,51749523398
2018-02-21,50817330694
2018-02-22,50227227056
2018-02-23,51364673199
2018-02-26,52262656997
2018-02-27,51262046480
2018-02-28,51835045665
2018-03-01,52938282901
2018-03-02,53425759820
2018-03-05,53836266698
2018-03-06,54357952523
2018-03-07,55213175187
2018-03-08,55640786519
2018-03-09,55803278826
2018-03-12,55204622961
2018-03-13,55572368706
2018-03-14,55401324173
2018-03-15,55341458587
2018-03-16,55384219720
2018-03-19,54067176818
2018-03-20,53690878845
2018-03-21,53528386539
2018-03-22,52382388170
2018-03-23,51091001947
2018-03-26,52502119342
2018-03-27,51604135545
2018-03-28,52057403557
2018-03-29,52202791410
2018-04-02,50537518294
2018-04-03,50512088479
2018-04-04,50647714158
2018-04-05,50698573787
2018-04-06,50562948109
2018-04-09,50639237553
2018-04-10,53512806607
2018-04-11,53334797904
2018-04-12,53419563953
2018-04-13,52512567231
2018-04-16,53190695622
2018-04-17,53419563953
2018-04-18,53317844695
2018-04-19,53614525866
2018-04-20,53478900187
2018-04-23,52800771797
2018-04-24,53046593339
2018-04-25,54190934997
2018-04-26,54335037280
2018-04-27,54691054685
2018-04-30,51291936128
2018-05-01,50376462801
2018-05-02,48291218001
2018-05-03,47401174488
2018-05-04,48537039542
2018-05-07,47926723991
2018-05-08,47112969923
2018-05-09,47740238684
2018-05-10,48189498742
2018-05-11,47799574918
2018-05-14,47858911152
2018-05-15,47782621708
2018-05-16,47918247386
2018-05-17,48045396459
2018-05-18,48257311581
2018-05-21,48477703308
2018-05-22,48469226703
2018-05-23,48333601025
2018-05-24,48299694606
2018-05-25,47969107015
2018-05-29,47994536830
2018-05-30,47748715289
2018-05-31,47214689181
2018-06-01,48206451952
2018-06-04,48418367074
2018-06-05,48452273494
2018-06-06,48825244108
2018-06-07,49011729416
2018-06-08,48994776206
2018-06-11,49155831699
2018-06-12,49240597747
2018-06-13,49740717435
2018-06-14,50461228850
2018-06-15,50868105884
2018-06-18,51164787055
2018-06-19,51317365943
2018-06-20,51147833845
2018-06-21,50859629280
2018-06-22,51529281065
2018-06-25,50630760948
2018-06-26,50605331133
2018-06-27,50300173357
2018-06-28,50740956811
2018-06-29,50647714158
2018-07-02,50748989359
2018-07-03,50096732276
2018-07-05,50876052427
2018-07-06,51790906516
2018-07-09,51960323940
2018-07-10,51824790001
2018-07-11,50977702881
2018-07-12,52163624849
2018-07-13,52248333561
2018-07-16,52205979205
2018-07-17,51850202615
2018-07-18,51265712502
2018-07-19,50325445799
2018-07-20,50189911860
2018-07-23,49436004323
2018-07-24,49791780913
2018-07-25,49834135269
2018-07-26,50291562314
2018-07-27,50494863223
2018-07-30,50672751518
2018-07-31,50825227200
2018-08-01,50283091443
2018-08-02,52671877121
2018-08-03,52138212236
2018-08-06,56161876056
2018-08-07,55340201549
2018-08-08,55484206360
2018-08-09,55035250186
2018-08-10,55043721057
2018-08-13,55653623784
2018-08-14,55873866435
2018-08-15,55407968519
2018-08-16,55890808177
2018-08-17,55823041208
2018-08-20,55772215980
2018-08-21,56339764351
2018-08-22,55746803367
2018-08-23,55238551095
2018-08-24,55407968519
2018-08-27,55738332496
2018-08-28,55560444200
2018-08-29,55890808177
2018-08-30,55916220791
2018-08-31,55941633404
2018-09-04,55712919882
2018-09-05,55662094655
2018-09-06,55501148102
2018-09-07,54543939656
2018-09-10,55535031587
2018-09-11,55831512079
2018-09-12,57534157190
2018-09-13,58008525977
2018-09-14,57813695940
2018-09-17,57110613630
2018-09-18,58016996848
2018-09-19,57898404651
2018-09-20,58559132605
2018-09-21,58508307378
2018-09-24,58381244310
2018-09-25,58830200484
2018-09-26,58271122984
2018-09-27,59711171088
2018-09-28,59448574081
2018-10-01,59649470646
2018-10-02,59199446170
2018-10-03,58571110109
2018-10-04,58545637025
2018-10-05,58239960023
2018-10-08,58435253663
2018-10-09,58129576661
2018-10-10,56575718564
2018-10-11,56219095394
2018-10-12,58061648438
2018-10-15,57416330321
2018-10-16,58537145997
2018-10-17,58656020387
2018-10-18,58392798524
2018-10-19,59224919253
2018-10-22,59021134585
2018-10-23,58825840944
2018-10-24,55794544002
2018-10-25,56312496701
2018-10-26,55285082331
2018-10-29,55115261774
2018-10-30,54274650017
2018-10-31,58205995911
2018-11-01,58486199830
2018-11-02,58172031800
2018-11-05,58494690858
2018-11-06,58392798524
2018-11-07,59725889896
2018-11-08,59224919253
2018-11-09,58316379273
2018-11-12,57645588073
2018-11-13,58087121521
2018-11-14,57840881714
2018-11-15,57806917602
2018-11-16,58706966554
2018-11-19,57738989380
2018-11-20,56524772397
2018-11-21,56703083982
2018-11-23,56949323789
2018-11-26,57305946959
2018-11-27,57305946959
2018-11-28,58520163942
2018-11-29,58316379273
2018-11-30,58121085633
2018-12-03,57569168823
2018-12-04,56524772397
2018-12-06,57144617430
2018-12-07,55777561946
2018-12-10,55811526058
2018-12-11,55641705501
2018-12-12,56125694088
2018-12-13,56346460812
2018-12-14,55743597835
2018-12-17,55030351495
2018-12-18,55004878412
2018-12-19,55081297662
2018-12-20,54563344964
2018-12-21,52584935475
2018-12-24,51625449328
2018-12-26,53501966482
2018-12-27,53196289480
2018-12-28,53697260123
2018-12-31,54146326707
2019-01-02,55550845479
2019-01-03,55346551839
2019-01-04,57449073880
2019-01-07,58257736203
2019-01-08,57687416459
2019-01-09,57644855284
2019-01-10,57849148924
2019-01-11,58734421362
2019-01-14,57806587749
2019-01-15,57151145655
2019-01-16,56768095081
2019-01-17,56393556742
2019-01-18,56997925426
2019-01-22,56887266371
2019-01-23,57712953164
2019-01-24,58445005372
2019-01-25,58291785143
2019-01-28,57559732934
2019-01-29,57695928694
2019-01-30,58155589383
2019-01-31,59262179930
2019-02-01,59270692165
2019-02-04,59083422996
2019-02-05,56904290841
2019-02-06,56980900956
2019-02-07,58121540443
2019-02-08,58206662793
2019-02-11,58257736203
2019-02-12,59245155460
2019-02-13,58794007006
2019-02-14,60011256609
2019-02-15,61330653030
2019-02-19,61730728074
2019-02-20,61926509479
2019-02-21,62488316988
2019-02-22,62309560053
2019-02-25,62181876528
2019-02-26,61739240309
2019-02-27,61390238675
2019-02-28,61466848790
2019-03-01,61577507845
2019-03-04,60990163631
2019-03-05,60785869992
2019-03-06,60249599188
2019-03-07,60709259877
2019-03-08,60138940133
2019-03-11,60836943402
2019-03-12,61032724806
2019-03-13,61500897730
2019-03-14,61577507845
2019-03-15,62530878163
2019-03-18,62718147332
2019-03-19,61790313719
2019-03-20,61339165265
2019-03-21,61509409965
2019-03-22,61202969506
2019-03-25,61551971140
2019-03-26,62428731343
2019-03-27,61492385495
2019-03-28,58862104886
2019-03-29,58819543711
2019-04-01,59780159956
2019-04-02,59575111530
2019-04-03,58951422567
2019-04-04,59848509432
2019-04-05,60104819965
2019-04-08,60856664194
2019-04-09,61018994199
2019-04-10,61651226846
2019-04-11,62368896339
2019-04-12,62975497933
2019-04-15,63043847408
2019-04-16,63308701626
2019-04-17,61907537379
2019-04-18,63009672671
2019-04-22,62984041617
2019-04-23,63009672671
2019-04-24,62650837925
2019-04-25,62121129490
2019-04-26,62300546863
2019-04-29,62881517404
2019-04-30,62360352654
2019-05-01,62864430035
2019-05-02,62890061089
2019-05-03,63855497429
2019-05-06,63616274265
2019-05-07,63223264782
2019-05-08,62052780015
2019-05-09,63436856892
2019-05-10,64274137966
2019-05-13,62727731085
2019-05-14,62881517404
2019-05-15,63761516901
2019-05-16,64402293233
2019-05-17,64393749548
2019-05-20,66888505402
2019-05-21,65914525377
2019-05-22,65231030623
2019-05-23,64940545352
2019-05-24,66017049590
2019-05-28,64855108508
2019-05-29,65043069565
2019-05-30,64957632721
2019-05-31,62744818453
2019-06-03,63394138470
2019-06-04,64667147450
2019-06-05,65179768516
2019-06-06,64889283245
2019-06-07,65812001164
2019-06-10,65504428524
2019-06-11,64470642708
2019-06-12,64402293233
2019-06-13,63607730581
2019-06-14,63992196380
2019-06-17,64308312704
2019-06-18,65307923782
2019-06-19,66879961718
2019-06-20,66580932762
2019-06-21,64675691135
2019-06-24,64538992184
2019-06-25,63718798478
2019-06-26,62403071076
2019-06-27,62616663187
2019-06-28,63342876364
2019-07-01,63366976570
2019-07-02,64503565630
2019-07-03,64794122232
2019-07-05,65144499311
2019-07-08,64631752366
2019-07-09,64221554811
2019-07-10,67195487089
2019-07-11,66879293140
2019-07-12,67896241247
2019-07-15,67776600293
2019-07-16,67545864168
2019-07-17,67451860562
2019-07-18,66631465450
2019-07-19,66169993200
2019-07-22,66366546196
2019-07-23,66776743751
2019-07-24,68887552007
2019-07-25,68289347238
2019-07-26,71998216804
2019-07-29,70400155493
2019-07-30,69477210993
2019-07-31,68135523154
2019-08-01,67776600293
2019-08-02,66426366672
2019-08-05,65110316181
2019-08-06,66041806464
2019-08-07,65358143871
2019-08-08,66571644973
2019-08-09,66246905242
2019-08-12,65751249862
2019-08-13,66332363066
2019-08-14,65742704080
2019-08-15,66033260682
2019-08-16,66443458237
2019-08-19,66853655793
2019-08-20,66383637760
2019-08-21,66810926881
2019-08-22,66477641367
2019-08-23,65358143871
2019-08-26,66708377492
2019-08-27,65905073945
2019-08-28,65853799251
2019-08-29,66665648580
2019-08-30,66699831710
2019-09-03,65913619728
2019-09-04,66323817284
2019-09-05,66511824497
2019-09-06,67639867775
2019-09-09,67622776210
2019-09-10,66981842529
2019-09-11,68144068937
2019-09-12,68101340025
2019-09-13,67853512335
2019-09-16,67990244853
2019-09-17,68545720710
2019-09-18,68468808668
2019-09-19,69220837521
2019-09-20,68870460442
2019-09-23,68332076150
2019-09-24,67819329205
2019-09-25,68203889414
2019-09-26,67511681039
2019-09-27,66281088371
2019-09-30,67450315165
2019-10-01,66962227319
2019-10-02,65429460223
2019-10-03,65960362793
2019-10-04,66782405481
2019-10-07,67201989770
2019-10-08,66457013583
2019-10-09,66611146587
2019-10-10,67047856766
2019-10-11,68101098960
2019-10-14,67330433940
2019-10-15,68280920798
2019-10-16,68512120304
2019-10-17,69402666550
2019-10-18,69873628507
2019-10-21,70293212796
2019-10-22,69933569119
2019-10-23,69668117835
2019-10-24,69770873171
2019-10-25,69890754396
2019-10-28,70550101136
2019-10-29,70019198566
2019-10-30,71303640267
2019-10-31,70781300642
2019-11-01,70618604693
2019-11-04,69291348269
2019-11-05,69762310226
2019-11-06,70096265068
2019-11-07,70096265068
2019-11-08,69308474158
2019-11-11,68178165462
2019-11-12,66302880579
2019-11-13,66765279591
2019-11-14,65797666844
2019-11-15,66850909038
2019-11-18,66953664374
2019-11-19,66071681073
2019-11-20,66482702417
2019-11-21,66534080085
2019-11-22,67296182161
2019-11-25,66790968426
2019-11-26,67176300936
2019-11-27,67630137003
2019-11-29,67261930382
2019-12-02,66482702417
2019-12-03,66799531370
2019-12-04,67082108544
2019-12-05,65883296290
2019-12-06,66568331864
2019-12-09,64967061211
2019-12-10,64239210914
2019-12-11,63896693127
2019-12-12,64127892633
2019-12-13,64624543424
2019-12-16,64624543424
2019-12-17,64641669313
2019-12-18,65343830776
2019-12-19,66123058741
2019-12-20,66277191745
2019-12-23,65900422180
2019-12-24,66208688188
2019-12-26,66277191745
2019-12-27,66140184631
2019-12-30,66859471983
2019-12-31,67295988431
2020-01-02,67441873639
2020-01-03,67081451360
2020-01-06,67467618088
2020-01-07,67725062573
2020-01-08,68154136715
2020-01-09,68488814546
2020-01-10,67793714436
2020-01-13,68136973749
2020-01-14,68480233063
2020-01-15,68883562756
2020-01-16,69887596248
2020-01-17,70496881530
2020-01-21,70393903736
2020-01-22,70780070464
2020-01-23,70522625979
2020-01-24,70007737008
2020-01-27,69269729484
2020-01-28,70076388871
2020-01-29,68874981273
2020-01-30,69458522106
2020-01-31,67956762609
2020-02-03,68188462646
2020-02-04,69947666628
2020-02-05,70187948148
2020-02-06,71028933466
2020-02-07,73320189384
2020-02-10,72539274446
2020-02-11,81086431355
2020-02-12,82099046330
2020-02-13,81644227739
2020-02-14,82794146440
2020-02-18,85711850605
2020-02-19,86235321059
2020-02-20,85385754258
2020-02-21,84587676353
2020-02-24,82699750129
2020-02-25,81163664700
2020-02-26,80365586796
2020-02-27,78297449432
2020-02-28,77370649285
2020-03-02,80056653414
2020-03-03,76692712141
2020-03-04,80502890522
2020-03-05,77113204800
2020-03-06,75396908232
2020-03-09,68437325649
2020-03-10,72925441174
2020-03-11,74186919151
2020-03-12,65871462279
2020-03-13,73277281970
2020-03-16,65674088174
2020-03-17,67235918051
2020-03-18,63777580466
2020-03-19,68179881163
2020-03-20,63974954572
2020-03-23,64961825098
2020-03-24,67493362536
2020-03-25,67939599644
2020-03-26,72625089274
2020-03-27,70127877768
2020-03-30,71329285366
2020-03-31,103641786117
2020-04-01,105161206819
2020-04-02,104271789823
2020-04-03,101270007460
2020-04-06,106347096148
2020-04-07,106865922729
2020-04-08,107285925200
2020-04-09,106112388885
2020-04-13,106445920259
2020-04-14,110707710034
2020-04-15,109373584539
2020-04-16,111510655933
2020-04-17,112400072930
2020-04-20,111103006476
2020-04-21,107742986712
2020-04-22,111374772781
2020-04-23,111597127030
2020-04-24,112165365667
2020-04-27,112301248819
2020-04-28,108632403708
2020-04-29,110324766605
2020-04-30,108459461515
2020-05-01,106482979300
2020-05-04,109892411120
2020-05-05,109904764134
2020-05-06,106964746840
2020-05-07,117711868881
2020-05-08,121701892351
2020-05-11,119478349860
2020-05-12,116871863940
2020-05-13,114611262407
2020-05-14,117242454355
2020-05-15,120219530690
2020-05-18,125877211029
2020-05-19,121800716462
2020-05-20,121232477825
2020-05-21,116600097635
2020-05-22,118341872587
2020-05-26,118057753268
2020-05-27,120071294524
2020-05-28,122566603320
2020-05-29,123579550455
2020-06-01,123159547984
2020-06-02,124036611967
2020-06-03,125024853074
2020-06-04,123740139635
2020-06-05,124926028963
2020-06-08,129039582572
2020-06-09,127470749814
2020-06-10,130682533413
2020-06-11,124629556631
2020-06-12,126383684597
2020-06-15,129311348877
2020-06-16,127100159399
2020-06-17,126778981039
2020-06-18,131423714243
2020-06-19,132053717949
2020-06-22,131683127534
2020-06-23,132374896309
2020-06-24,133943729067
2020-06-25,136117859502
2020-06-26,129953705596
2020-06-29,130892534648
2020-06-30,128984636759
2020-07-01,131436769076
2020-07-02,131288154996
2020-07-06,132241762008
2020-07-07,131028080357
2020-07-08,132031225395
2020-07-09,131486307103
2020-07-10,132576143688
2020-07-13,129442863505
2020-07-14,130520315584
2020-07-15,129938243771
2020-07-16,129405709985
2020-07-17,130470777557
2020-07-20,131449153583
2020-07-21,130755621210
2020-07-22,129950628278
2020-07-23,129430478999
2020-07-24,129950628278
2020-07-27,130805159237
2020-07-28,129442863505
2020-07-29,131003311343
2020-07-30,130631776144
2020-07-31,132984832407
2020-08-03,132365607075
2020-08-04,134235667579
2020-08-05,133628826753
2020-08-06,133876516886
2020-08-07,142533287034
2020-08-10,143746968686
2020-08-11,140675611037
2020-08-12,142731439141
2020-08-13,142880053221
2020-08-14,143028667300
2020-08-17,144737729218
2020-08-18,143685046153
2020-08-19,142595209568
2020-08-20,142917206741
2020-08-21,142434210981
2020-08-24,142743823647
2020-08-25,142929591247
2020-08-26,143895582766
2020-08-27,142719054634
2020-08-28,143982274312
2020-08-31,144502423592
2020-09-01,144774882738
2020-09-02,147227015055
2020-09-03,142223674368
2020-09-04,141542526502
2020-09-08,138173940694
2020-09-09,140192615278
2020-09-10,138359708293
2020-09-11,138186325200
2020-09-14,139040856159
2020-09-15,143573585593
2020-09-16,140886147650
2020-09-17,138595013920
2020-09-18,137121257628
2020-09-21,136935490029
2020-09-22,139189470239
2020-09-23,134991122485
2020-09-24,136910721015
2020-09-25,138731243493
2020-09-28,141480603969
2020-09-29,140588919490
2020-09-30,141986930411
2020-10-01,143687893113
2020-10-02,140807430727
2020-10-05,142533225002
2020-10-06,139615515256
2020-10-07,141813109405
2020-10-08,143389914246
2020-10-09,145550261036
2020-10-12,149076344303
2020-10-13,150938712225
2020-10-14,144854977012
2020-10-15,143154014309
2020-10-16,142731877580
2020-10-19,139987988841
2020-10-20,140385293998
2020-10-21,139578267898
2020-10-22,138609836578
2020-10-23,139528604753
2020-10-26,138783657584
2020-10-27,140074899344
2020-10-28,136325331927
2020-10-29,135965274128
2020-10-30,136039768845
2020-11-02,137057863309
2020-11-03,137964215698
2020-11-04,144047950912
2020-11-05,145587508394
2020-11-06,153409453669
2020-11-09,152441022349
2020-11-10,151124949017
2020-11-11,155383563667
2020-11-12,157444584168
2020-11-13,159207625801
2020-11-16,159729088819
2020-11-17,160163641335
2020-11-18,158735825927
2020-11-19,160399541271
2020-11-20,161007914793
2020-11-23,158773073286
2020-11-24,158996557436
2020-11-25,159840830895
2020-11-27,163764219318
2020-11-30,165055461078
2020-12-01,166036308183
2020-12-02,165303776801
2020-12-03,162882698501
2020-12-04,163640061457
2020-12-07,165080292650
2020-12-08,165316192587
2020-12-09,162795787998
2020-12-10,162100503974
2020-12-11,162932361646
2020-12-14,160610609636
2020-12-15,161405219950
2020-12-16,161169320013
2020-12-17,161417635736
2020-12-18,163789050890
2020-12-21,161678367245
2020-12-22,164198771833
2020-12-23,164173940261
2020-12-24,165030629505
2020-12-28,165129955795
2020-12-29,165303776801
2020-12-30,165477597807
2020-12-31,167688675506
2021-01-04,164679357043
2021-01-05,163958115428
2021-01-06,163560189019
2021-01-07,165624432262
2021-01-08,167949814711
2021-01-11,165301117056
2021-01-12,160028592145
2021-01-13,159792323341
2021-01-14,155054512041
2021-01-15,158275228909
2021-01-19,161471075376
2021-01-20,164517699439
2021-01-21,162155011390
2021-01-22,162105270589
2021-01-25,163025475408
2021-01-26,163410966616
2021-01-27,153288713605
2021-01-28,158884553722
2021-01-29,156783004878
2021-02-01,159692841738
2021-02-02,164007856229
2021-02-03,160874185763
2021-02-04,162403715395
2021-02-05,155788188857
2021-02-08,156807875278
2021-02-09,154756067235
2021-02-10,154805808036
2021-02-11,154693891234
2021-02-12,153798556815
2021-02-16,151709443172
2021-02-17,150838979153
2021-02-18,153002703999
2021-02-19,149346755122
2021-02-22,146623446265
2021-02-23,148252457499
2021-02-24,148451420703
2021-02-25,150329135943
2021-02-26,149185097519
2021-03-01,153661769612
2021-03-02,152269027183
2021-03-03,147779919889
2021-03-04,147493910283
2021-03-05,155042076841
2021-03-08,158001654503
2021-03-09,157069014484
