,CAT
2009-04-09,19895736000
2009-04-13,20287287999
2009-04-14,20005860000
2009-04-15,20201636000
2009-04-16,20011978000
2009-04-17,19755022000
2009-04-20,18647664000
2009-04-21,19204402000
2009-04-22,19852910000
2009-04-23,19852910000
2009-04-24,20574834000
2009-04-27,20428002000
2009-04-28,20054804000
2009-04-29,20611542000
2009-04-30,21767844000
2009-05-01,22795668000
2009-05-04,23542063999
2009-05-05,24111037999
2009-05-06,24472000000
2009-05-07,23199456000
2009-05-08,24251752000
2009-05-11,23511474000
2009-05-12,23285108000
2009-05-13,22073744000
2009-05-14,22067626000
2009-05-15,21865732000
2009-05-18,23113804000
2009-05-19,23046506000
2009-05-20,22820140000
2009-05-21,21743372000
2009-05-22,20990858000
2009-05-26,21413000000
2009-05-27,21443590000
2009-05-28,21162162000
2009-05-29,21694428000
2009-06-01,22973090000
2009-06-02,22911910000
2009-06-03,22428587999
2009-06-04,23260636000
2009-06-05,23535946000
2009-06-08,23597126000
2009-06-09,23395232000
2009-06-10,23015916000
2009-06-11,23009798000
2009-06-12,23083213999
2009-06-15,22098216000
2009-06-16,21755608000
2009-06-17,21290640000
2009-06-18,20850144000
2009-06-19,20587070000
2009-06-22,19797848000
2009-06-23,20189400000
2009-06-24,20434120000
2009-06-25,21100982000
2009-06-26,21143808000
2009-06-29,21253932000
2009-06-30,20564096000
2009-07-01,20657456000
2009-07-02,19754976000
2009-07-06,19730080000
2009-07-07,18852496000
2009-07-08,19032992000
2009-07-09,19076560000
2009-07-10,19001872000
2009-07-13,19792320000
2009-07-14,19873232000
2009-07-15,21062016000
2009-07-16,21254960000
2009-07-17,21155376000
2009-07-20,22810960000
2009-07-21,24559904000
2009-07-22,24061983999
2009-07-23,25680224000
2009-07-24,26140800000
2009-07-27,26676064000
2009-07-28,26700960000
2009-07-29,26034992000
2009-07-30,27018383999
2009-07-31,27422944000
2009-08-03,28082688000
2009-08-04,29806736000
2009-08-05,29028736000
2009-08-06,29339936000
2009-08-07,29738272000
2009-08-10,29346160000
2009-08-11,28804672000
2009-08-12,29613792000
2009-08-13,29358608000
2009-08-14,28630400000
2009-08-17,27354480000
2009-08-18,28076464000
2009-08-19,28113808000
2009-08-20,28319200000
2009-08-21,29439520000
2009-08-24,29601344000
2009-08-25,29769392000
2009-08-26,29408400000
2009-08-27,29302592000
2009-08-28,29072304000
2009-08-31,28200944000
2009-09-01,27286016000
2009-09-02,27080624000
2009-09-03,28032896000
2009-09-04,28698864000
2009-09-08,29234128000
2009-09-09,30130383999
2009-09-10,30304656000
2009-09-11,30205072000
2009-09-14,30354448000
2009-09-15,32178080000
2009-09-16,32750688000
2009-09-17,33541136000
2009-09-18,33248608000
2009-09-21,32651104000
2009-09-22,33821216000
2009-09-23,33074336000
2009-09-24,32271440000
2009-09-25,31866880000
2009-09-28,32476832000
2009-09-29,32115840000
2009-09-30,32055585000
2009-10-01,30881525000
2009-10-02,30494335000
2009-10-05,31693375000
2009-10-06,32286650000
2009-10-07,32411550000
2009-10-08,33154705000
2009-10-09,33498180000
2009-10-12,33129725000
2009-10-13,32936130000
2009-10-14,34041495000
2009-10-15,34203865000
2009-10-16,34078965000
2009-10-19,36127325000
2009-10-20,37226445000
2009-10-21,36470800000
2009-10-22,36683130000
2009-10-23,35971200000
2009-10-26,35640215000
2009-10-27,35402905000
2009-10-28,33991535000
2009-10-29,35752625000
2009-10-30,34384970000
2009-11-02,34653505000
2009-11-03,35259270000
2009-11-04,35109390000
2009-11-05,36214755000
2009-11-06,35971200000
2009-11-09,37470000000
2009-11-10,37445020000
2009-11-11,37507470000
2009-11-12,36576965000
2009-11-13,36708110000
2009-11-16,37719800000
2009-11-17,37395060000
2009-11-18,37101545000
2009-11-19,36601945000
2009-11-20,36189775000
2009-11-23,36308430000
2009-11-24,36221000000
2009-11-25,36870480000
2009-11-27,35877525000
2009-11-30,36464555000
2009-12-01,37270160000
2009-12-02,36808030000
2009-12-03,36345900000
2009-12-04,36408350000
2009-12-07,35946220000
2009-12-08,35209310000
2009-12-09,35084410000
2009-12-10,35559030000
2009-12-11,35914995000
2009-12-14,36408350000
2009-12-15,36345900000
2009-12-16,36364635000
2009-12-17,35927485000
2009-12-18,35715155000
2009-12-21,35971200000
2009-12-22,36152305000
2009-12-23,36420840000
2009-12-24,36427085000
2009-12-28,36539495000
2009-12-29,36333410000
2009-12-30,36252225000
2009-12-31,35698536000
2010-01-04,36675720000
2010-01-05,37114200000
2010-01-06,37226952000
2010-01-07,37377288000
2010-01-08,37796976000
2010-01-11,40171032000
2010-01-12,38987136000
2010-01-13,39043512000
2010-01-14,38824272000
2010-01-15,37659168000
2010-01-19,38166552000
2010-01-20,37433664000
2010-01-21,35610840000
2010-01-22,33982200000
2010-01-25,34539696000
2010-01-26,34984440000
2010-01-27,33474816000
2010-01-28,32485104000
2010-01-29,32723136000
2010-02-01,33161616000
2010-02-02,33543720000
2010-02-03,33443496000
2010-02-04,32196960000
2010-02-05,32416200000
2010-02-08,31808592000
2010-02-09,33531192000
2010-02-10,33293160000
2010-02-11,35172360000
2010-02-12,35203680000
2010-02-16,35779968000
2010-02-17,36018000000
2010-02-18,36212184000
2010-02-19,36487800000
2010-02-22,36349992000
2010-02-23,35491824000
2010-02-24,35679744000
2010-02-25,35573256000
2010-02-26,35736120000
2010-03-01,36237240000
2010-03-02,36425160000
2010-03-03,36688248000
2010-03-04,36613080000
2010-03-05,37101672000
2010-03-08,36901224000
2010-03-09,37070352000
2010-03-10,36819792000
2010-03-11,36894960000
2010-03-12,37809504000
2010-03-15,37252008000
2010-03-16,37239480000
2010-03-17,37721808000
2010-03-18,37439928000
2010-03-19,37189368000
2010-03-22,37552680000
2010-03-23,39093624000
2010-03-24,38874384000
2010-03-25,38924496000
2010-03-26,39112416000
2010-03-29,39763872000
2010-03-30,39563424000
2010-03-31,39582930000
2010-04-01,40300902000
2010-04-05,40930702000
2010-04-06,41119642000
2010-04-07,40603206000
2010-04-08,40609504000
2010-04-09,41107046000
2010-04-12,42026554000
2010-04-13,41686462000
2010-04-14,42372944000
2010-04-15,42964956000
2010-04-16,42121024000
2010-04-19,42190302000
2010-04-20,42511500000
2010-04-21,42668950000
2010-04-22,42517798000
2010-04-23,43317644000
2010-04-26,45125170000
2010-04-27,43160194000
2010-04-28,43437306000
2010-04-29,44558350000
2010-04-30,42883082000
2010-05-03,44048212000
2010-05-04,42007660000
2010-05-05,41541607999
2010-05-06,39992300000
2010-05-07,39110580000
2010-05-10,42001362000
2010-05-11,41610885999
2010-05-12,42920870000
2010-05-13,42139918000
2010-05-14,40861424000
2010-05-17,40168644000
2010-05-18,39797062000
2010-05-19,38694912000
2010-05-20,36950366000
2010-05-21,37844682000
2010-05-24,37296756000
2010-05-25,37290458000
2010-05-26,37617954000
2010-05-27,39085388000
2010-05-28,38266648000
2010-06-01,37328246000
2010-06-02,38329628000
2010-06-03,38487078000
2010-06-04,36377248000
2010-06-07,35161734000
2010-06-08,35652978000
2010-06-09,35778938000
2010-06-10,37756510000
2010-06-11,37932854000
2010-06-14,38417800000
2010-06-15,39967108000
2010-06-16,40552822000
2010-06-17,40905510000
2010-06-18,41472330000
2010-06-21,41610885999
2010-06-22,40376478000
2010-06-23,40515034000
2010-06-24,39910426000
2010-06-25,40754357999
2010-06-28,40559120000
2010-06-29,38323330000
2010-06-30,38000282000
2010-07-01,37937022000
2010-07-02,37437268000
2010-07-06,37835806000
2010-07-07,39335068000
2010-07-08,39961342000
2010-07-09,40941872000
2010-07-12,40663528000
2010-07-13,42251354000
2010-07-14,42194420000
2010-07-15,42074226000
2010-07-16,40448444000
2010-07-19,40992480000
2010-07-20,42023618000
2010-07-21,42301962000
2010-07-22,43016800000
2010-07-23,43845506000
2010-07-26,44275674000
2010-07-27,43763268000
2010-07-28,44104872000
2010-07-29,43902440000
2010-07-30,44123850000
2010-08-02,44946230000
2010-08-03,44516062000
2010-08-04,44990512000
2010-08-05,45521895999
2010-08-06,45268856000
2010-08-09,45591481999
2010-08-10,45180292000
2010-08-11,43465945999
2010-08-12,42700500000
2010-08-13,43023126000
2010-08-16,43326774000
2010-08-17,44117524000
2010-08-18,44123850000
2010-08-19,43832854000
2010-08-20,43560836000
2010-08-23,42282984000
2010-08-24,41144304000
2010-08-25,40929220000
2010-08-26,40454770000
2010-08-27,41688340000
2010-08-30,40783722000
2010-08-31,41220216000
2010-09-01,43118016000
2010-09-02,43358404000
2010-09-03,44332608000
2010-09-07,44092220000
2010-09-08,44750124000
2010-09-09,44686864000
2010-09-10,45079076000
2010-09-13,45699024000
2010-09-14,45439658000
2010-09-15,45629438000
2010-09-16,45547200000
2010-09-17,46293668000
2010-09-20,47286850000
2010-09-21,48324314000
2010-09-22,48191468000
2010-09-23,48242076000
2010-09-24,50437198000
2010-09-27,50317004000
2010-09-28,50399242000
2010-09-29,50601674000
2010-09-30,50134896000
2010-10-01,49841784000
2010-10-04,49236444000
2010-10-05,50593680000
2010-10-06,50389776000
2010-10-07,50173128000
2010-10-08,51211764000
2010-10-11,50963256000
2010-10-12,50555448000
2010-10-13,51160788000
2010-10-14,50918652000
2010-10-15,50816700000
2010-10-18,51128928000
2010-10-19,50052060000
2010-10-20,51179903999
2010-10-21,50268708000
2010-10-22,49911876000
2010-10-25,50370660000
2010-10-26,50115780000
2010-10-27,49841784000
2010-10-28,49535928000
2010-10-29,50083920000
2010-11-01,50510844000
2010-11-02,50816700000
2010-11-03,50899536000
2010-11-04,53002296000
2010-11-05,53231688000
2010-11-08,52964064000
2010-11-09,52193052000
2010-11-10,52543511999
2010-11-11,52530768000
2010-11-12,51638688000
2010-11-15,52135703999
2010-11-16,51211764000
2010-11-17,51721524000
2010-11-18,52957692000
2010-11-19,53505684000
2010-11-22,53524800000
2010-11-23,52651836000
2010-11-24,53964468000
2010-11-26,53607636000
2010-11-29,53314524000
2010-11-30,53907120000
2010-12-01,55723140000
2010-12-02,56468664000
2010-12-03,56952936000
2010-12-06,56838240000
2010-12-07,57571020000
2010-12-08,57105864000
2010-12-09,57137724000
2010-12-10,57309768000
2010-12-13,58386636000
2010-12-14,58679748000
2010-12-15,59336064000
2010-12-16,59387040000
2010-12-17,58998348000
2010-12-20,59450760000
2010-12-21,60298236000
2010-12-22,60260003999
2010-12-23,60183540000
2010-12-27,59941403999
2010-12-28,59699268000
2010-12-29,59756616000
2010-12-30,59813964000
2010-12-31,60073524000
2011-01-03,60387810000
2011-01-04,60105593999
2011-01-05,60625128000
2011-01-06,59996556000
2011-01-07,60118422000
2011-01-10,59900346000
2011-01-11,60259530000
2011-01-12,59964486000
2011-01-13,60381396000
2011-01-14,60298014000
2011-01-18,61721922000
2011-01-19,61279356000
2011-01-20,60041454000
2011-01-21,59489850000
2011-01-24,60657197999
2011-01-25,60541746000
2011-01-26,61414050000
2011-01-27,61978482000
2011-01-28,61369152000
2011-01-31,62222214000
2011-02-01,62863614000
2011-02-02,63556326000
2011-02-03,63453702000
2011-02-04,63877026000
2011-02-07,64441458000
2011-02-08,64531254000
2011-02-09,64005306000
2011-02-10,64524840000
2011-02-11,66410556000
2011-02-14,66230964000
2011-02-15,66064200000
2011-02-16,66416970000
2011-02-17,66295104000
2011-02-18,67898604000
2011-02-22,65429214000
2011-02-23,64152828000
2011-02-24,64505597999
2011-02-25,65422800000
2011-02-28,66019302000
2011-03-01,64050204000
2011-03-02,64762158000
2011-03-03,66865950000
2011-03-04,66089856000
2011-03-07,65506182000
2011-03-08,66788982000
2011-03-09,65653704000
2011-03-10,63107346000
2011-03-11,64152828000
2011-03-14,65486940000
2011-03-15,64621050000
2011-03-16,64396560000
2011-03-17,66141168000
2011-03-18,67385484000
2011-03-21,69008226000
2011-03-22,68495106000
2011-03-23,68475864000
2011-03-24,69508518000
2011-03-25,69970326000
2011-03-28,70169160000
2011-03-29,70900356000
2011-03-30,71535342000
2011-03-31,71876425000
2011-04-01,73018960000
2011-04-04,73186790000
2011-04-05,72496105000
2011-04-06,71650500000
2011-04-07,70908175000
2011-04-08,70888810000
2011-04-11,70404685000
2011-04-12,68790935000
2011-04-13,69475165000
2011-04-14,69442890000
2011-04-15,69204055000
2011-04-18,67067450000
2011-04-19,68487550000
2011-04-20,69894740000
2011-04-21,70630610000
2011-04-25,70262675000
2011-04-26,72257270000
2011-04-27,72689755000
2011-04-28,72709120000
2011-04-29,74497155000
2011-05-02,73825835000
2011-05-03,73115785000
2011-05-04,71502035000
2011-05-05,70611245000
2011-05-06,71224470000
2011-05-09,72076530000
2011-05-10,72857585000
2011-05-11,70992090000
2011-05-12,70120665000
2011-05-13,68636015000
2011-05-16,68481095000
2011-05-17,65892640000
2011-05-18,67938875000
2011-05-19,67971150000
2011-05-20,67345015000
2011-05-23,65769995000
2011-05-24,65550525000
2011-05-25,66647875000
2011-05-26,67254645000
2011-05-27,67519300000
2011-05-31,68293900000
2011-06-01,65350420000
2011-06-02,65963645000
2011-06-03,65260050000
2011-06-06,64459630000
2011-06-07,64472540000
2011-06-08,63284820000
2011-06-09,64072330000
2011-06-10,62477945000
2011-06-13,61606520000
2011-06-14,63168630000
2011-06-15,61742075000
2011-06-16,61619429999
2011-06-17,61935725000
2011-06-20,63375190000
2011-06-21,65447245000
2011-06-22,64646825000
2011-06-23,64905025000
2011-06-24,64556455000
2011-06-27,65066400000
2011-06-28,67028720000
2011-06-29,66718880000
2011-06-30,68837036000
2011-07-01,70233692000
2011-07-05,70110838000
2011-07-06,71177728000
2011-07-07,72179958000
2011-07-08,71391106000
2011-07-11,69936256000
2011-07-12,69140938000
2011-07-13,70246624000
2011-07-14,69561228000
2011-07-15,70712176000
2011-07-18,69703480000
2011-07-19,70893224000
2011-07-20,71326446000
2011-07-21,72160560000
2011-07-22,67989990000
2011-07-25,68319756000
2011-07-26,68022320000
2011-07-27,65526444000
2011-07-28,64427224000
2011-07-29,63877614000
2011-08-01,65125552000
2011-08-02,62836588000
2011-08-03,62254648000
2011-08-04,57903030000
2011-08-05,58834134000
2011-08-08,53409160000
2011-08-09,56564568000
2011-08-10,53997566000
2011-08-11,56415850000
2011-08-12,58071146000
2011-08-15,59079842000
2011-08-16,57773710000
2011-08-17,56668024000
2011-08-18,53881178000
2011-08-19,51708602000
2011-08-22,51656874000
2011-08-23,53654868000
2011-08-24,55219640000
2011-08-25,53829450000
2011-08-26,55064456000
2011-08-29,56997790000
2011-08-30,58084078000
2011-08-31,58840600000
2011-09-01,57256430000
2011-09-02,55206708000
2011-09-06,55413620000
2011-09-07,57346954000
2011-09-08,56280064000
2011-09-09,54288535999
2011-09-12,54230342000
2011-09-13,54973932000
2011-09-14,55251970000
2011-09-15,55995560000
2011-09-16,55542940000
2011-09-19,54702360000
2011-09-20,54094556000
2011-09-21,51314176000
2011-09-22,47783740000
2011-09-23,47757876000
2011-09-26,49691210000
2011-09-27,50221422000
2011-09-28,48546728000
2011-09-29,48747174000
2011-09-30,47781864000
2011-10-03,45652905000
2011-10-04,46940634000
2011-10-05,48053646000
2011-10-06,49884939000
2011-10-07,48868992000
2011-10-10,51205023000
2011-10-11,52195086000
2011-10-12,52868070000
2011-10-13,52699824000
2011-10-14,54414639000
2011-10-17,52751592000
2011-10-18,54822312000
2011-10-19,54071676000
2011-10-20,54524646000
2011-10-21,56550069000
2011-10-24,59384367000
2011-10-25,58167819000
2011-10-26,59254946999
2011-10-27,62335143000
2011-10-28,62671635000
2011-10-31,61125065999
2011-11-01,59293773000
2011-11-02,60788574000
2011-11-03,62121600000
2011-11-04,61953354000
2011-11-07,61474500000
2011-11-08,62050419000
2011-11-09,59300244000
2011-11-10,59662620000
2011-11-11,62205723000
2011-11-14,62464563000
2011-11-15,62813996999
2011-11-16,61959825000
2011-11-17,60704451000
2011-11-18,60782103000
2011-11-21,58963752000
2011-11-22,58232529000
2011-11-23,56789496000
2011-11-25,56116512000
2011-11-28,59196708000
2011-11-29,58588434000
2011-11-30,63338148000
2011-12-01,62652221999
2011-12-02,62309259000
2011-12-05,62671635000
2011-12-06,62095715999
2011-12-07,61403319000
2011-12-08,60128532000
2011-12-09,62102187000
2011-12-12,60335604000
2011-12-13,58873158000
2011-12-14,56297700000
2011-12-15,56750670000
2011-12-16,56427120000
2011-12-19,56459475000
2011-12-20,59358483000
2011-12-21,59293773000
2011-12-22,59410251000
2011-12-23,59694975000
2011-12-27,59242005000
2011-12-28,57831327000
2011-12-29,58614318000
2011-12-30,58627260000
2012-01-03,61087000000
2012-01-04,61652500000
2012-01-05,62088000000
2012-01-06,62244000000
2012-01-09,63115000000
2012-01-10,64973999999
2012-01-11,64766000000
2012-01-12,66261000000
2012-01-13,66612000000
2012-01-17,67190500000
2012-01-18,67769000000
2012-01-19,68737500000
2012-01-20,68666000000
2012-01-23,69140500000
2012-01-24,69088500000
2012-01-25,70882500000
2012-01-26,72351500000
2012-01-27,72332000000
2012-01-30,71766500000
2012-01-31,70928000000
2012-02-01,71838000000
2012-02-02,71714500000
2012-02-03,74061000000
2012-02-06,73957000000
2012-02-07,73976500000
2012-02-08,74126000000
2012-02-09,73339500000
2012-02-10,72637500000
2012-02-13,73905000000
2012-02-14,74392500000
2012-02-15,73144500000
2012-02-16,74074000000
2012-02-17,74067500000
2012-02-21,74750000000
2012-02-22,75276500000
2012-02-23,75530000000
2012-02-24,75400000000
2012-02-27,75159500000
2012-02-28,75244000000
2012-02-29,74236500000
2012-03-01,73703500000
2012-03-02,73118500000
2012-03-05,71558500000
2012-03-06,68854500000
2012-03-07,70382000000
2012-03-08,71682000000
2012-03-09,71643000000
2012-03-12,70811000000
2012-03-13,73645000000
2012-03-14,72975500000
2012-03-15,73742500000
2012-03-16,73827000000
2012-03-19,73924500000
2012-03-20,71994000000
2012-03-21,70850000000
2012-03-22,69179500000
2012-03-23,70089500000
2012-03-26,70687500000
2012-03-27,70239000000
2012-03-28,67769000000
2012-03-29,68913000000
2012-03-30,69238000000
2012-04-02,70023525000
2012-04-03,69344509000
2012-04-04,69377154000
2012-04-05,69122523000
2012-04-09,67620852999
2012-04-10,65570747000
2012-04-11,66432575000
2012-04-12,69494676000
2012-04-13,69135581000
2012-04-16,69690546000
2012-04-17,70780889000
2012-04-18,71303209000
2012-04-19,70095344000
2012-04-20,70336917000
2012-04-23,69795010000
2012-04-24,70774360000
2012-04-25,67535976000
2012-04-26,68156231000
2012-04-27,68267224000
2012-04-30,67098533000
2012-05-01,66667619000
2012-05-02,67007127000
2012-05-03,65727443000
2012-05-04,64271476000
2012-05-07,63455351000
2012-05-08,62998321000
2012-05-09,62671871000
2012-05-10,62312776000
2012-05-11,62351950000
2012-05-14,61111440000
2012-05-15,60510772000
2012-05-16,59975394000
2012-05-17,57324620000
2012-05-18,57899172000
2012-05-21,60053742000
2012-05-22,59733821000
2012-05-23,60373663000
2012-05-24,59688118000
2012-05-25,58721826000
2012-05-29,60406308000
2012-05-30,58878522000
2012-05-31,57207098000
2012-06-01,55836008000
2012-06-04,54360454000
2012-06-05,54615085000
2012-06-06,56580314000
2012-06-07,56893706000
2012-06-08,57194040000
2012-06-11,55620551000
2012-06-12,56834945000
2012-06-13,55685841000
2012-06-14,56077581000
2012-06-15,56756597000
2012-06-18,56632546000
2012-06-19,58003636000
2012-06-20,56913293000
2012-06-21,55483442000
2012-06-22,55470383999
2012-06-25,54118881000
2012-06-26,54014417000
2012-06-27,53701025000
2012-06-28,53949127000
2012-06-29,55437739000
2012-07-02,54693248000
2012-07-03,56510255999
2012-07-05,56725944000
2012-07-06,55301096000
2012-07-09,54340304000
2012-07-10,52464472000
2012-07-11,52118064000
2012-07-12,52052704000
2012-07-13,53640951999
2012-07-16,53039640000
2012-07-17,53536376000
2012-07-18,53935072000
2012-07-19,54006968000
2012-07-20,52908920000
2012-07-23,53320688000
2012-07-24,53222648000
2012-07-25,53987360000
2012-07-26,54444880000
2012-07-27,56314176000
2012-07-30,56006984000
2012-07-31,55039655999
2012-08-01,54020040000
2012-08-02,54327232000
2012-08-03,55569072000
2012-08-06,56438360000
2012-08-07,57006992000
2012-08-08,57006992000
2012-08-09,57778240000
2012-08-10,58131184000
2012-08-13,57915496000
2012-08-14,57431832000
2012-08-15,57261896000
2012-08-16,57902424000
2012-08-17,58830536000
2012-08-20,59111584000
2012-08-21,59013544000
2012-08-22,57987392000
2012-08-23,57274968000
2012-08-24,57170392000
2012-08-27,56621368000
2012-08-28,56216136000
2012-08-29,56268424000
2012-08-30,55209592000
2012-08-31,55771688000
2012-09-04,54026576000
2012-09-05,54085400000
2012-09-06,55418744000
2012-09-07,57582160000
2012-09-10,56928560000
2012-09-11,57908960000
2012-09-12,58248832000
2012-09-13,59268448000
2012-09-14,60895912000
2012-09-17,60124664000
2012-09-18,60830551999
2012-09-19,61399184000
2012-09-20,60484144000
2012-09-21,59948192000
2012-09-24,59392632000
2012-09-25,56869736000
2012-09-26,56830520000
2012-09-27,56810912000
2012-09-28,56235744000
2012-10-01,55931568000
2012-10-02,55931568000
2012-10-03,55807232000
2012-10-04,56252223999
2012-10-05,55905392000
2012-10-08,55911936000
2012-10-09,55460400000
2012-10-10,54419904000
2012-10-11,54217040000
2012-10-12,54197407999
2012-10-15,54190864000
2012-10-16,55597823999
2012-10-17,56690672000
2012-10-18,56684128000
2012-10-19,54877984000
2012-10-22,55676352000
2012-10-23,54694752000
2012-10-24,54138512000
2012-10-25,54662032000
2012-10-26,55133200000
2012-10-31,55499664000
2012-11-01,57358160000
2012-11-02,56140976000
2012-11-05,56782288000
2012-11-06,57639552000
2012-11-07,55637088000
2012-11-08,54747104000
2012-11-09,55591280000
2012-11-12,55741792000
2012-11-13,54485344000
2012-11-14,53071840000
2012-11-15,53202720000
2012-11-16,53614992000
2012-11-19,54720928000
2012-11-20,54531152000
2012-11-21,54347920000
2012-11-23,55074304000
2012-11-26,55394960000
2012-11-27,54976144000
2012-11-28,55584736000
2012-11-29,56442000000
2012-11-30,55781056000
2012-12-03,55290256000
2012-12-04,55074304000
2012-12-05,56311120000
2012-12-06,56245680000
2012-12-07,56926256000
2012-12-10,57083312000
2012-12-11,57148752000
2012-12-12,57554480000
2012-12-13,57822784000
2012-12-14,58241600000
2012-12-17,58660416000
2012-12-18,59399888000
2012-12-19,59412976000
2012-12-20,58568800000
2012-12-21,57521760000
2012-12-24,57246912000
2012-12-26,57371248000
2012-12-27,57364704000
2012-12-28,56808464000
2012-12-31,58802082000
2013-01-02,61354700000
2013-01-03,61945280000
2013-01-04,62286504000
2013-01-07,62476801999
2013-01-08,61682800000
2013-01-09,61971528000
2013-01-10,62391496000
2013-01-11,62463678000
2013-01-14,62096206000
2013-01-15,62778654000
2013-01-16,62463678000
2013-01-17,62798340000
2013-01-18,64058244000
2013-01-22,64123864000
2013-01-23,63552970000
2013-01-24,63388920000
2013-01-25,62719596000
2013-01-28,63946690000
2013-01-29,64701320000
2013-01-30,64734130000
2013-01-31,64563518000
2013-02-01,65285338000
2013-02-04,64478212000
2013-02-05,64596328000
2013-02-06,64110740000
2013-02-07,63067382000
2013-02-08,63552970000
2013-02-11,63388920000
2013-02-12,63795764000
2013-02-13,63244556000
2013-02-14,63041133999
2013-02-15,62739282000
2013-02-19,62732720000
2013-02-20,61170964000
2013-02-21,60061986000
2013-02-22,60068548000
2013-02-25,58506792000
2013-02-26,59025190000
2013-02-27,60534450000
2013-02-28,60613194000
2013-03-01,59950432000
2013-03-04,58893950000
2013-03-05,59195801999
2013-03-06,58821768000
2013-03-07,58828330000
2013-03-08,59392662000
2013-03-11,59832316000
2013-03-12,58887388000
2013-03-13,58585536000
2013-03-14,58204940000
2013-03-15,58290246000
2013-03-18,58638032000
2013-03-19,57922774000
2013-03-20,57050028000
2013-03-21,56977846000
2013-03-22,57404376000
2013-03-25,56853168000
2013-03-26,57089400000
2013-03-27,57023780000
2013-03-28,57069714000
2013-04-01,55657436000
2013-04-02,55163512000
2013-04-03,54669588000
2013-04-04,55001037000
2013-04-05,54981540000
2013-04-08,54715081000
2013-04-09,55826410000
2013-04-10,56261842999
2013-04-11,55696430000
2013-04-12,55273995000
2013-04-15,53467273000
2013-04-16,53688239000
2013-04-17,52947353000
2013-04-18,52290953999
2013-04-19,52271457000
2013-04-22,53753228999
2013-04-23,54656590000
2013-04-24,54448622000
2013-04-25,54923049000
2013-04-26,55033532000
2013-04-29,55111520000
2013-04-30,55027033000
2013-05-01,53993692000
2013-05-02,54760574000
2013-05-03,56528302000
2013-05-06,56924741000
2013-05-07,58354521000
2013-05-08,58692469000
2013-05-09,58458505000
2013-05-10,57594138000
2013-05-13,57236692999
2013-05-14,56898745000
2013-05-15,56541300000
2013-05-16,56398322000
2013-05-17,56976733000
2013-05-20,57405667000
2013-05-21,57256190000
2013-05-22,56996230000
2013-05-23,56508805000
2013-05-24,56027878999
2013-05-28,56014881000
2013-05-29,56209851000
2013-05-30,56157859000
2013-05-31,55761420000
2013-06-03,55975887000
2013-06-04,55839408000
2013-06-05,54864558000
2013-06-06,54591600000
2013-06-07,55014035000
2013-06-10,54461620000
2013-06-11,54279648000
2013-06-12,54078178999
2013-06-13,55332486000
2013-06-14,54507113000
2013-06-17,54539608000
2013-06-18,54949045000
2013-06-19,54754075000
2013-06-20,54071680000
2013-06-21,54019688000
2013-06-24,52979848000
2013-06-25,53506267000
2013-06-26,53356790000
2013-06-27,53915703999
2013-06-28,53610251000
2013-07-01,52882896000
2013-07-02,52729464000
2013-07-03,52326705000
2013-07-05,52512102000
2013-07-08,53189760000
2013-07-09,54551469000
2013-07-10,54314927999
2013-07-11,55427310000
2013-07-12,55727781000
2013-07-15,55874820000
2013-07-16,56367081000
2013-07-17,55408131000
2013-07-18,54800796000
2013-07-19,54756045000
2013-07-22,54979800000
2013-07-23,54672936000
2013-07-24,53343192000
2013-07-25,52512102000
2013-07-26,52460958000
2013-07-29,53074686000
2013-07-30,53183367000
2013-07-31,53004363000
2013-08-01,53982492000
2013-08-02,53892990000
2013-08-05,53419908000
2013-08-06,52761429000
2013-08-07,52697499000
2013-08-08,53675627999
2013-08-09,54027243000
2013-08-12,55184375999
2013-08-13,55344200999
2013-08-14,54864725999
2013-08-15,54890298000
2013-08-16,54442788000
2013-08-19,53829060000
2013-08-20,53611698000
2013-08-21,53023542000
2013-08-22,53809881000
2013-08-23,53630877000
2013-08-26,53419908000
2013-08-27,52870110000
2013-08-28,52710285000
2013-08-29,52761429000
2013-08-30,52767822000
2013-09-03,52748643000
2013-09-04,53407122000
2013-09-05,53029935000
2013-09-06,53311227000
2013-09-09,54717687000
2013-09-10,55369773000
2013-09-11,55702209000
2013-09-12,55516812000
2013-09-13,55625493000
2013-09-16,55734174000
2013-09-17,55663850999
2013-09-18,56156112000
2013-09-19,56098575000
2013-09-20,54180675000
2013-09-23,54359679000
2013-09-24,54410823000
2013-09-25,54020850000
2013-09-26,53829060000
2013-09-27,53573340000
2013-09-30,53125800000
2013-10-01,53355120000
2013-10-02,53552589999
2013-10-03,53488890000
2013-10-04,53635400000
2013-10-07,53208610000
2013-10-08,52775450000
2013-10-09,53202240000
2013-10-10,53973010000
2013-10-11,54533570000
2013-10-14,54934880000
2013-10-15,54622750000
2013-10-16,54953990000
2013-10-17,54686450000
2013-10-18,55635580000
2013-10-21,55864900000
2013-10-22,56801290000
2013-10-23,53355120000
2013-10-24,53845610000
2013-10-25,53998490000
2013-10-28,53686360000
2013-10-29,53552589999
2013-10-30,53183130000
2013-10-31,53100320000
2013-11-01,53246830000
2013-11-04,53437930000
2013-11-05,53539850000
2013-11-06,53648140000
2013-11-07,53285050000
2013-11-08,53660880000
2013-11-11,53603550000
2013-11-12,53412450000
2013-11-13,53635400000
2013-11-14,53355120000
2013-11-15,53342380000
2013-11-18,53533480000
2013-11-19,53297790000
2013-11-20,52667160000
2013-11-21,52310440000
2013-11-22,52794560000
