,SBNY
2008-06-10,802165440.0
2008-06-11,792339360.0
2008-06-12,779237920.0
2008-06-13,746186560.0
2008-06-16,764945440.0
2008-06-17,755119360.0
2008-06-18,727129920.0
2008-06-19,812884800.0
2008-06-20,806929600.0
2008-06-23,772389440.0
2008-06-24,778046880.0
2008-06-25,794721440.0
2008-06-26,789957280.0
2008-06-27,805738560.0
2008-06-30,767029760.0
2008-07-01,786035130.0
2008-07-02,765374340.0
2008-07-03,747488880.0
2008-07-07,721277430.0
2008-07-08,792510900.0
2008-07-09,766607820.0
2008-07-10,796519710.0
2008-07-11,788810460.0
2008-07-14,755814870.0
2008-07-15,713568180.0
2008-07-16,788502090.0
2008-07-17,885021900.0
2008-07-18,864361110.0
2008-07-21,833832480.0
2008-07-22,860969040.0
2008-07-23,835065960.0
2008-07-24,774933810.0
2008-07-25,810704730.0
2008-07-28,772158480.0
2008-07-29,847400760.0
2008-07-30,820572570.0
2008-07-31,907532910.0
2008-08-01,937444800.0
2008-08-04,980308230.0
2008-08-05,1002510869.0
2008-08-06,979383120.0
2008-08-07,979999860.0
2008-08-08,1009911750.0
2008-08-11,1023480029.0
2008-08-12,996651840.0
2008-08-13,964889730.0
2008-08-14,957180480.0
2008-08-15,980308230.0
2008-08-18,955330260.0
2008-08-19,940836870.0
2008-08-20,933435990.0
2008-08-21,917092380.0
2008-08-22,942070350.0
2008-08-25,890572560.0
2008-08-26,892114410.0
2008-08-27,904449210.0
2008-08-28,935902950.0
2008-08-29,911850090.0
2008-09-02,899206920.0
2008-09-03,924184890.0
2008-09-04,879779610.0
2008-09-05,893656260.0
2008-09-08,927268590.0
2008-09-09,1003127610.0
2008-09-10,1001894130.0
2008-09-11,1033347869.0
2008-09-12,1059867689.0
2008-09-15,1054625400.0
2008-09-16,1105506450.0
2008-09-17,1079603370.0
2008-09-18,1105506450.0
2008-09-19,1140969000.0
2008-09-22,1097797200.0
2008-09-23,1105506450.0
2008-09-24,1089162840.0
2008-09-25,1087312620.0
2008-09-26,1102422750.0
2008-09-29,1016695890.0
2008-09-30,1075594560.0
2008-10-01,1258319449.0
2008-10-02,1244334237.0
2008-10-03,1146437753.0
2008-10-06,1214965292.0
2008-10-07,1072665760.0
2008-10-08,983510033.0
2008-10-09,978964840.0
2008-10-10,1034905688.0
2008-10-13,1045744227.0
2008-10-14,1082105778.0
2008-10-15,1042597554.0
2008-10-16,1089098384.0
2008-10-17,1092594687.0
2008-10-20,1135948844.0
2008-10-21,1064274633.0
2008-10-22,976167797.0
2008-10-23,924072882.0
2008-10-24,934911422.0
2008-10-27,951344046.0
2008-10-28,1018822694.0
2008-10-29,997844876.0
2008-10-30,1071616869.0
2008-10-31,1139095517.0
2008-11-03,1162171117.0
2008-11-04,1200280819.0
2008-11-05,1106929529.0
2008-11-06,1063225742.0
2008-11-07,1044695336.0
2008-11-10,1044345706.0
2008-11-11,1061127960.0
2008-11-12,974070015.0
2008-11-13,1072316130.0
2008-11-14,1055883506.0
2008-11-17,1043996075.0
2008-11-18,1024067148.0
2008-11-19,966378149.0
2008-11-20,901696543.0
2008-11-21,931764749.0
2008-11-24,1001341179.0
2008-11-25,1038052360.0
2008-11-26,1045394597.0
2008-11-28,1041898294.0
2008-12-01,940855137.0
2008-12-02,1011130827.0
2008-12-03,1047842009.0
2008-12-04,981412252.0
2008-12-05,1002739700.0
2008-12-08,1019521954.0
2008-12-09,958686282.0
2008-12-10,970923343.0
2008-12-11,900647652.0
2008-12-12,895053568.0
2008-12-15,888760222.0
2008-12-16,940505507.0
2008-12-17,937708464.0
2008-12-18,909738040.0
2008-12-19,932114379.0
2008-12-22,917429907.0
2008-12-23,892256525.0
2008-12-24,911835822.0
2008-12-26,930715858.0
2008-12-29,897500980.0
2008-12-30,937708464.0
2008-12-31,1003089330.0
2009-01-02,1141365800.0
2009-01-05,1081251160.0
2009-01-06,1051193840.0
2009-01-07,995547180.0
2009-01-08,1010169660.0
2009-01-09,987829760.0
2009-01-12,964271319.0
2009-01-13,968333120.0
2009-01-14,933401640.0
2009-01-15,932589280.0
2009-01-16,932995460.0
2009-01-20,856227439.0
2009-01-21,899688700.0
2009-01-22,863538680.0
2009-01-23,887503300.0
2009-01-26,880192060.0
2009-01-27,917154439.0
2009-01-28,980924700.0
2009-01-29,1053630920.0
2009-01-30,1043476420.0
2009-02-02,1095061280.0
2009-02-03,1034540460.0
2009-02-04,1045507319.0
2009-02-05,1073939920.0
2009-02-06,1184827060.0
2009-02-09,1173454020.0
2009-02-10,1141365800.0
2009-02-11,1178328180.0
2009-02-12,1177109640.0
2009-02-13,1118619720.0
2009-02-17,1066628680.0
2009-02-18,1047538220.0
2009-02-19,1002046060.0
2009-02-20,965489860.0
2009-02-23,976050540.0
2009-02-24,1040226980.0
2009-02-25,1039008439.0
2009-02-26,1057286540.0
2009-02-27,1015856180.0
2009-03-02,989454480.0
2009-03-03,951679740.0
2009-03-04,954116819.0
2009-03-05,846072939.0
2009-03-06,835512260.0
2009-03-09,798143700.0
2009-03-10,916748260.0
2009-03-11,943149960.0
2009-03-12,1043882600.0
2009-03-13,1041039340.0
2009-03-16,1025198319.0
2009-03-17,1051193840.0
2009-03-18,1066222500.0
2009-03-19,1017074720.0
2009-03-20,974019640.0
2009-03-23,1132023660.0
2009-03-24,1062973060.0
2009-03-25,1088562400.0
2009-03-26,1115370280.0
2009-03-27,1071096660.0
2009-03-30,1085719140.0
2009-03-31,1146646140.0
2009-04-01,1014976950.0
2009-04-02,1010578350.0
2009-04-03,1006179750.0
2009-04-06,942033500.0
2009-04-07,914908800.0
2009-04-08,927371500.0
2009-04-09,993350500.0
2009-04-13,1029638950.0
2009-04-14,955229300.0
2009-04-15,986386050.0
2009-04-16,1010578350.0
2009-04-17,1036969950.0
2009-04-20,968791650.0
2009-04-21,1001414600.0
2009-04-22,989318450.0
2009-04-23,1012777650.0
2009-04-24,1067027050.0
2009-04-27,1035137200.0
2009-04-28,1014610400.0
2009-04-29,1044667500.0
2009-04-30,996649450.0
2009-05-01,966958900.0
2009-05-04,1031471700.0
2009-05-05,1023407600.0
2009-05-06,1060062600.0
2009-05-07,1033304450.0
2009-05-08,1093785200.0
2009-05-11,1075457700.0
2009-05-12,1035503750.0
2009-05-13,997749100.0
2009-05-14,1015710050.0
2009-05-15,1006912850.0
2009-05-18,1047599899.0
2009-05-19,998848750.0
2009-05-20,954862750.0
2009-05-21,915641900.0
2009-05-22,936901800.0
2009-05-26,992983950.0
2009-05-27,953396550.0
2009-05-28,971724050.0
2009-05-29,990418100.0
2009-06-01,990784650.0
2009-06-02,959261350.0
2009-06-03,981620900.0
2009-06-04,1014610400.0
2009-06-05,992983950.0
2009-06-08,993717050.0
2009-06-09,987852250.0
2009-06-10,969891300.0
2009-06-11,983820200.0
2009-06-12,993350500.0
2009-06-15,956328950.0
2009-06-16,955595850.0
2009-06-17,962926850.0
2009-06-18,967325450.0
2009-06-19,986386050.0
2009-06-22,968791650.0
2009-06-23,958161700.0
2009-06-24,954129650.0
2009-06-25,983820200.0
2009-06-26,1003613900.0
2009-06-29,993717050.0
2009-06-30,999581850.0
2009-07-01,1115797920.0
2009-07-02,1084532840.0
2009-07-06,1097932160.0
2009-07-07,1081284520.0
2009-07-08,1093465720.0
2009-07-09,1114173760.0
2009-07-10,1117016040.0
2009-07-13,1165740840.0
2009-07-14,1153559640.0
2009-07-15,1191321360.0
2009-07-16,1199442160.0
2009-07-17,1155183800.0
2009-07-20,1164928760.0
2009-07-21,1144626760.0
2009-07-22,1155995880.0
2009-07-23,1210811280.0
2009-07-24,1210405240.0
2009-07-27,1246136760.0
2009-07-28,1274559560.0
2009-07-29,1208375040.0
2009-07-30,1207969000.0
2009-07-31,1197005920.0
2009-08-03,1223398520.0
2009-08-04,1241670320.0
2009-08-05,1230301200.0
2009-08-06,1207562960.0
2009-08-07,1209187120.0
2009-08-10,1220150200.0
2009-08-11,1174673720.0
2009-08-12,1202690480.0
2009-08-13,1205938800.0
2009-08-14,1177516000.0
2009-08-17,1159244200.0
2009-08-18,1157620040.0
2009-08-19,1172643520.0
2009-08-20,1175079760.0
2009-08-21,1219744160.0
2009-08-24,1197005920.0
2009-08-25,1207562960.0
2009-08-26,1229083080.0
2009-08-27,1217713960.0
2009-08-28,1222180400.0
2009-08-31,1232737440.0
2009-09-01,1209999200.0
2009-09-02,1183606600.0
2009-09-03,1190509280.0
2009-09-04,1190509280.0
2009-09-08,1193351560.0
2009-09-09,1201066320.0
2009-09-10,1210405240.0
2009-09-11,1199848200.0
2009-09-14,1183200560.0
2009-09-15,1194163640.0
2009-09-16,1238422000.0
2009-09-17,1248979040.0
2009-09-18,1249791120.0
2009-09-21,1243700520.0
2009-09-22,1254257560.0
2009-09-23,1231519320.0
2009-09-24,1209593160.0
2009-09-25,1193757600.0
2009-09-28,1195381760.0
2009-09-29,1185636800.0
2009-09-30,1177516000.0
2009-10-01,1157919070.0
2009-10-02,1144913310.0
2009-10-05,1147758320.0
2009-10-06,1153854770.0
2009-10-07,1142474730.0
2009-10-08,1140036150.0
2009-10-09,1192872050.0
2009-10-12,1184337020.0
2009-10-13,1208722820.0
2009-10-14,1254242980.0
2009-10-15,1264403730.0
2009-10-16,1263184440.0
2009-10-19,1259120140.0
2009-10-20,1217257850.0
2009-10-21,1194497770.0
2009-10-22,1220509290.0
2009-10-23,1196123490.0
2009-10-26,1191652760.0
2009-10-27,1234734340.0
2009-10-28,1260745860.0
2009-10-29,1291634540.0
2009-10-30,1282693080.0
2009-11-02,1271719470.0
2009-11-03,1269687320.0
2009-11-04,1248146530.0
2009-11-05,1264810160.0
2009-11-06,1270093750.0
2009-11-09,1291228110.0
2009-11-10,1289602390.0
2009-11-11,1302201720.0
2009-11-12,1276190200.0
2009-11-13,1271719470.0
2009-11-16,1275783770.0
2009-11-17,1289195960.0
2009-11-18,1272125900.0
2009-11-19,1253023690.0
2009-11-20,1251804400.0
2009-11-23,1266842310.0
2009-11-24,1266029450.0
2009-11-25,1260745860.0
2009-11-27,1231076470.0
2009-11-30,1259120140.0
2009-12-01,1271719470.0
2009-12-02,1279035210.0
2009-12-03,1253023690.0
2009-12-04,1270500180.0
2009-12-07,1254242980.0
2009-12-08,1256275130.0
2009-12-09,1245707950.0
2009-12-10,1256681560.0
2009-12-11,1264810160.0
2009-12-14,1276190200.0
2009-12-15,1266435880.0
2009-12-16,1272938760.0
2009-12-17,1266842310.0
2009-12-18,1300576000.0
2009-12-21,1307485310.0
2009-12-22,1314394620.0
2009-12-23,1328619670.0
2009-12-24,1331871110.0
2009-12-28,1323742510.0
2009-12-29,1316020340.0
2009-12-30,1301388860.0
2009-12-31,1296511700.0
2010-01-04,1313420160.0
2010-01-05,1300416000.0
2010-01-06,1295133060.0
2010-01-07,1307324460.0
2010-01-08,1310575500.0
2010-01-11,1287818220.0
2010-01-12,1278065100.0
2010-01-13,1285379940.0
2010-01-14,1302447900.0
2010-01-15,1299196860.0
2010-01-19,1323986040.0
2010-01-20,1307324460.0
2010-01-21,1375596300.0
2010-01-22,1365030420.0
2010-01-25,1361779380.0
2010-01-26,1395102540.0
2010-01-27,1438585200.0
2010-01-28,1419078960.0
2010-01-29,1405262040.0
2010-02-01,1415015160.0
2010-02-02,1428425700.0
2010-02-03,1408919460.0
2010-02-04,1381285620.0
2010-02-05,1413389640.0
2010-02-08,1386974940.0
2010-02-09,1387381320.0
2010-02-10,1388600460.0
2010-02-11,1391445120.0
2010-02-12,1391445120.0
2010-02-16,1417453440.0
2010-02-17,1416234300.0
2010-02-18,1420298100.0
2010-02-19,1439804340.0
2010-02-22,1484506140.0
2010-02-23,1494259260.0
2010-02-24,1527988800.0
2010-02-25,1532865360.0
2010-02-26,1512952739.0
2010-03-01,1538961060.0
2010-03-02,1555622640.0
2010-03-03,1556435400.0
2010-03-04,1558873680.0
2010-03-05,1586913900.0
2010-03-08,1570658700.0
2010-03-09,1570658700.0
2010-03-10,1574722500.0
2010-03-11,1584475620.0
2010-03-12,1574722500.0
2010-03-15,1569845940.0
2010-03-16,1562124720.0
2010-03-17,1563750239.0
2010-03-18,1545869520.0
2010-03-19,1548307800.0
2010-03-22,1553184360.0
2010-03-23,1545056760.0
2010-03-24,1534490880.0
2010-03-25,1515797400.0
2010-03-26,1491008220.0
2010-03-29,1511327220.0
2010-03-30,1511733600.0
2010-03-31,1505637900.0
2010-04-01,1529737070.0
2010-04-05,1524827510.0
2010-04-06,1540783579.0
2010-04-07,1546511400.0
2010-04-08,1577605280.0
2010-04-09,1579650930.0
2010-04-12,1587833530.0
2010-04-13,1554694000.0
2010-04-14,1573513980.0
2010-04-15,1584969620.0
2010-04-16,1592743090.0
2010-04-19,1587424400.0
2010-04-20,1587424400.0
2010-04-21,1595607000.0
2010-04-22,1634065220.0
2010-04-23,1656976500.0
2010-04-26,1620973060.0
2010-04-27,1707708620.0
2010-04-28,1662704320.0
2010-04-29,1710163400.0
2010-04-30,1652066940.0
2010-05-03,1662704320.0
2010-05-04,1636520000.0
2010-05-05,1641020430.0
2010-05-06,1605835250.0
2010-05-07,1553875739.0
2010-05-10,1650430420.0
2010-05-11,1674569090.0
2010-05-12,1734302070.0
2010-05-13,1703208190.0
2010-05-14,1653294329.0
2010-05-17,1644293470.0
2010-05-18,1600516560.0
2010-05-19,1578832670.0
2010-05-20,1524827510.0
2010-05-21,1539147060.0
2010-05-24,1507234920.0
2010-05-25,1532600980.0
2010-05-26,1551420960.0
2010-05-27,1558376170.0
2010-05-28,1548147920.0
2010-06-01,1525645770.0
2010-06-02,1551011829.0
2010-06-03,1568604420.0
2010-06-04,1494551890.0
2010-06-07,1506416660.0
2010-06-08,1517054040.0
2010-06-09,1510507960.0
2010-06-10,1531782720.0
2010-06-11,1537101410.0
2010-06-14,1521554470.0
2010-06-15,1530146200.0
2010-06-16,1545284010.0
2010-06-17,1528509680.0
2010-06-18,1531373590.0
2010-06-21,1556739650.0
2010-06-22,1553466610.0
2010-06-23,1562876600.0
2010-06-24,1533010110.0
2010-06-25,1572695720.0
2010-06-28,1616472630.0
2010-06-29,1578014410.0
2010-06-30,1555103130.0
2010-07-01,1545888500.0
2010-07-02,1532766900.0
2010-07-06,1524975950.0
2010-07-07,1564750799.0
2010-07-08,1559010100.0
2010-07-09,1584023150.0
2010-07-12,1569671400.0
2010-07-13,1606575900.0
2010-07-14,1581972900.0
2010-07-15,1565570900.0
2010-07-16,1516364899.0
2010-07-19,1506523700.0
2010-07-20,1524565900.0
2010-07-21,1502013150.0
2010-07-22,1553679450.0
2010-07-23,1586893500.0
2010-07-26,1619697500.0
2010-07-27,1586893500.0
2010-07-28,1611496500.0
2010-07-29,1611906550.0
2010-07-30,1576232200.0
2010-08-02,1611496500.0
2010-08-03,1597554800.0
2010-08-04,1595914600.0
2010-08-05,1581972900.0
2010-08-06,1570901550.0
2010-08-09,1613956800.0
2010-08-10,1645120600.0
2010-08-11,1577872399.0
2010-08-12,1551629200.0
2010-08-13,1550399050.0
2010-08-16,1565570900.0
2010-08-17,1584023150.0
2010-08-18,1599605050.0
2010-08-19,1586483450.0
2010-08-20,1536047300.0
2010-08-23,1527026200.0
2010-08-24,1506318675.0
2010-08-25,1520875450.0
2010-08-26,1514724700.0
2010-08-27,1533176950.0
2010-08-30,1481920700.0
2010-08-31,1498322700.0
2010-09-01,1537277450.0
2010-09-02,1544658350.0
2010-09-03,1555729700.0
2010-09-07,1530306600.0
2010-09-08,1537277450.0
2010-09-09,1538097550.0
2010-09-10,1537277450.0
2010-09-13,1568031200.0
2010-09-14,1527436250.0
2010-09-15,1539327700.0
2010-09-16,1525796050.0
2010-09-17,1539737750.0
2010-09-20,1606985950.0
2010-09-21,1582793000.0
2010-09-22,1561880450.0
2010-09-23,1536047300.0
2010-09-24,1575002049.0
2010-09-27,1555319650.0
2010-09-28,1582382950.0
2010-09-29,1593454300.0
2010-09-30,1592634200.0
2010-10-01,1599662370.0
2010-10-04,1593081089.0
2010-10-05,1612413600.0
2010-10-06,1598428380.0
2010-10-07,1588556460.0
2010-10-08,1589790450.0
2010-10-11,1579918529.0
2010-10-12,1590201779.0
2010-10-13,1613647589.0
2010-10-14,1601719020.0
2010-10-15,1593903750.0
2010-10-18,1618994880.0
2010-10-19,1616938230.0
2010-10-20,1610356950.0
2010-10-21,1610768279.0
2010-10-22,1624753500.0
2010-10-25,1613647589.0
2010-10-26,1737046589.0
2010-10-27,1734578610.0
2010-10-28,1755556440.0
2010-10-29,1737457920.0
2010-11-01,1726763339.0
2010-11-02,1738280580.0
2010-11-03,1752265800.0
2010-11-04,1813965300.0
2010-11-05,1843169730.0
2010-11-08,1827539190.0
2010-11-09,1777356930.0
2010-11-10,1822603230.0
2010-11-11,1819723920.0
2010-11-12,1802036730.0
2010-11-15,1788051510.0
2010-11-16,1778179589.0
2010-11-17,1762549050.0
2010-11-18,1823425890.0
2010-11-19,1821369240.0
2010-11-22,1816021950.0
2010-11-23,1804093380.0
2010-11-24,1826716529.0
2010-11-26,1798746089.0
2010-11-29,1810674660.0
2010-11-30,1805738700.0
2010-12-01,1862913570.0
2010-12-02,1871551500.0
2010-12-03,1866204210.0
2010-12-06,1875253470.0
2010-12-07,1890472680.0
2010-12-08,1908571200.0
2010-12-09,1920911100.0
2010-12-10,1957108140.0
2010-12-13,1965334740.0
2010-12-14,1946413560.0
2010-12-15,1955462820.0
2010-12-16,2010581040.0
2010-12-17,2016339660.0
2010-12-20,2003588430.0
2010-12-21,2042253450.0
2010-12-22,2096137680.0
2010-12-23,2105186940.0
2010-12-27,2089556400.0
2010-12-28,2075571180.0
2010-12-29,2065287930.0
2010-12-30,2071046550.0
2010-12-31,2059117980.0
2011-01-03,2114174370.0
2011-01-04,2107145040.0
2011-01-05,2091432420.0
2011-01-06,2025687510.0
2011-01-07,1985165490.0
2011-01-10,2004186030.0
2011-01-11,2001705089.0
2011-01-12,1989300390.0
2011-01-13,2014936769.0
2011-01-14,2084816580.0
2011-01-18,2085230070.0
2011-01-19,2062901610.0
2011-01-20,2054218320.0
2011-01-21,2059180200.0
2011-01-24,2067863490.0
2011-01-25,2223335730.0
2011-01-26,2214238950.0
2011-01-27,2227057140.0
2011-01-28,2173716930.0
2011-01-31,2160071760.0
2011-02-01,2228711100.0
2011-02-02,2172062970.0
2011-02-03,2160898740.0
2011-02-04,2164206660.0
2011-02-07,2198526330.0
2011-02-08,2186948610.0
2011-02-09,2192737470.0
2011-02-10,2191910490.0
2011-02-11,2231192040.0
2011-02-14,2246491170.0
2011-02-15,2185294650.0
2011-02-16,2208863580.0
2011-02-17,2205142170.0
2011-02-18,2248558620.0
2011-02-22,2182813710.0
2011-02-23,2166687600.0
2011-02-24,2134435380.0
2011-02-25,2175784380.0
2011-02-28,2145599610.0
2011-03-01,2132781420.0
2011-03-02,2123684640.0
2011-03-03,2186948610.0
2011-03-04,2259722850.0
2011-03-07,2257241910.0
2011-03-08,2315544000.0
2011-03-09,2310582120.0
2011-03-10,2253520500.0
2011-03-11,2216719890.0
2011-03-14,2214238950.0
2011-03-15,2193564450.0
2011-03-16,2181159750.0
2011-03-17,2189429550.0
2011-03-18,2236153920.0
2011-03-21,2257655400.0
2011-03-22,2233259490.0
2011-03-23,2232846000.0
2011-03-24,2249799090.0
2011-03-25,2286599700.0
2011-03-28,2286186210.0
2011-03-29,2289907620.0
2011-03-30,2321746350.0
2011-03-31,2332083600.0
2011-04-01,2416152640.0
2011-04-04,2422053920.0
2011-04-05,2414466560.0
2011-04-06,2410251360.0
2011-04-07,2368099360.0
2011-04-08,2368099360.0
2011-04-11,2359668960.0
2011-04-12,2341122080.0
2011-04-13,2336063840.0
2011-04-14,2339857520.0
2011-04-15,2371050000.0
2011-04-18,2342386640.0
2011-04-19,2331848640.0
2011-04-20,2352081600.0
2011-04-21,2366834800.0
2011-04-25,2412358960.0
2011-04-26,2410251360.0
2011-04-27,2454932480.0
2011-04-28,2458304640.0
2011-04-29,2453667920.0
2011-05-02,2426269120.0
2011-05-03,2412358960.0
2011-05-04,2375686720.0
2011-05-05,2318360000.0
2011-05-06,2320046080.0
2011-05-09,2328054960.0
2011-05-10,2347866400.0
2011-05-11,2320046080.0
2011-05-12,2341965120.0
2011-05-13,2301499200.0
2011-05-16,2304871360.0
2011-05-17,2330584080.0
2011-05-18,2347444880.0
2011-05-19,2341754360.0
2011-05-20,2314987840.0
2011-05-23,2307400480.0
2011-05-24,2310772640.0
2011-05-25,2320046080.0
2011-05-26,2344072720.0
2011-05-27,2348709440.0
2011-05-31,2399291840.0
2011-06-01,2318360000.0
2011-06-02,2319624560.0
2011-06-03,2298127040.0
2011-06-06,2282109280.0
2011-06-07,2293068800.0
2011-06-08,2280844720.0
2011-06-09,2296862480.0
2011-06-10,2259768720.0
2011-06-13,2269042160.0
2011-06-14,2277472560.0
2011-06-15,2268199120.0
2011-06-16,2305292880.0
2011-06-17,2324682800.0
2011-06-20,2337328400.0
2011-06-21,2346180320.0
2011-06-22,2325104320.0
2011-06-23,2347023360.0
2011-06-24,2352503120.0
2011-06-27,2355032240.0
2011-06-28,2357561360.0
2011-06-29,2382009520.0
2011-06-30,2411094400.0
2011-07-01,2643132600.0
2011-07-05,2664987960.0
2011-07-06,2615813400.0
2011-07-07,2631294280.0
2011-07-08,2621277240.0
2011-07-11,2619911280.0
2011-07-12,2625830440.0
2011-07-13,2647230480.0
2011-07-14,2618090000.0
2011-07-15,2625830440.0
2011-07-18,2640856000.0
2011-07-19,2705966760.0
2011-07-20,2761060480.0
2011-07-21,2751043440.0
2011-07-22,2763337080.0
2011-07-25,2742392360.0
2011-07-26,2735562560.0
2011-07-27,2684566720.0
2011-07-28,2668175200.0
2011-07-29,2693673120.0
2011-08-01,2704600800.0
2011-08-02,2667719880.0
2011-08-03,2686843320.0
2011-08-04,2568460120.0
2011-08-05,2541596240.0
2011-08-08,2331693720.0
2011-08-09,2577111200.0
2011-08-10,2384510840.0
2011-08-11,2481038680.0
2011-08-12,2396804480.0
2011-08-15,2475119520.0
2011-08-16,2414106640.0
2011-08-17,2435051360.0
2011-08-18,2264761680.0
2011-08-19,2170965760.0
2011-08-22,2215131800.0
2011-08-23,2349451200.0
2011-08-24,2386787440.0
2011-08-25,2307106440.0
2011-08-26,2395438520.0
2011-08-29,2484225920.0
2011-08-30,2485136560.0
2011-08-31,2532489840.0
2011-09-01,2476940800.0
2011-09-02,2379957640.0
2011-09-06,2374493800.0
2011-09-07,2552979240.0
2011-09-08,2411830040.0
2011-09-09,2302097920.0
2011-09-12,2338523520.0
2011-09-13,2375404440.0
2011-09-14,2420025800.0
2011-09-15,2443702440.0
2011-09-16,2412740680.0
2011-09-19,2365842720.0
2011-09-20,2317578800.0
2011-09-21,2158672120.0
2011-09-22,2112684800.0
2011-09-23,2163225320.0
2011-09-26,2226970120.0
2011-09-27,2281608520.0
2011-09-28,2185536000.0
2011-09-29,2243361640.0
2011-09-30,2172787040.0
2011-10-03,2066883839.0
2011-10-04,2278516480.0
2011-10-05,2325648640.0
2011-10-06,2403740160.0
2011-10-07,2289606400.0
2011-10-10,2378787840.0
2011-10-11,2376939520.0
2011-10-12,2421299200.0
2011-10-13,2378787840.0
2011-10-14,2362615040.0
2011-10-17,2232308480.0
2011-10-18,2297923840.0
2011-10-19,2306241280.0
2011-10-20,2343207680.0
2011-10-21,2418526720.0
2011-10-24,2469817600.0
2011-10-25,2415754240.0
2011-10-26,2482293760.0
2011-10-27,2655111680.0
2011-10-28,2612600320.0
2011-10-31,2574363200.0
2011-11-01,2534508800.0
2011-11-02,2629235200.0
2011-11-03,2683298560.0
2011-11-04,2645408000.0
2011-11-07,2666201600.0
2011-11-08,2681912320.0
2011-11-09,2555302400.0
2011-11-10,2576558080.0
2011-11-11,2663429120.0
2011-11-14,2559461120.0
2011-11-15,2651877120.0
2011-11-16,2589034240.0
2011-11-17,2564081920.0
2011-11-18,2566854400.0
2011-11-21,2490611200.0
2011-11-22,2462424320.0
2011-11-23,2397271040.0
2011-11-25,2381560320.0
2011-11-28,2514177280.0
2011-11-29,2475362560.0
2011-11-30,2699933440.0
2011-12-01,2654649600.0
2011-12-02,2709637120.0
2011-12-05,2728582400.0
2011-12-06,2742906880.0
2011-12-07,2701319680.0
2011-12-08,2631545600.0
2011-12-09,2730892800.0
2011-12-12,2673594880.0
2011-12-13,2630159360.0
2011-12-14,2625076480.0
2011-12-15,2668049920.0
2011-12-16,2682836480.0
2011-12-19,2657884160.0
2011-12-20,2754458880.0
2011-12-21,2774328320.0
2011-12-22,2828391680.0
2011-12-23,2807136000.0
2011-12-27,2846412800.0
2011-12-28,2812218880.0
2011-12-29,2807598080.0
2011-12-30,2772017920.0
2012-01-03,2812498350.0
2012-01-04,2783389200.0
2012-01-05,2822663450.0
2012-01-06,2825897800.0
2012-01-09,2899363750.0
2012-01-10,2902598100.0
2012-01-11,2881805850.0
2012-01-12,2884116100.0
2012-01-13,2891046850.0
2012-01-17,2863785900.0
2012-01-18,2875337150.0
2012-01-19,2887350450.0
2012-01-20,2877647400.0
2012-01-23,2860089500.0
2012-01-24,2774148200.0
2012-01-25,2768141550.0
2012-01-26,2687975875.0
2012-01-27,2697909950.0
2012-01-30,2687744850.0
2012-01-31,2686820750.0
2012-02-01,2730253450.0
2012-02-02,2710847350.0
2012-02-03,2751045700.0
2012-02-06,2701144300.0
2012-02-07,2730253450.0
2012-02-08,2708075050.0
2012-02-09,2677117700.0
2012-02-10,2663718250.0
2012-02-13,2709923250.0
2012-02-14,2711771450.0
2012-02-15,2705302750.0
2012-02-16,2748273400.0
2012-02-17,2747349300.0
2012-02-21,2759362600.0
2012-02-22,2698834050.0
2012-02-23,2742266750.0
2012-02-24,2766755400.0
2012-02-27,2764445150.0
2012-02-28,2752431850.0
2012-02-29,2742728800.0
2012-03-01,2765369250.0
2012-03-02,2732563700.0
2012-03-05,2751969800.0
2012-03-06,2720550400.0
2012-03-07,2745963150.0
2012-03-08,2789395850.0
2012-03-09,2842069550.0
2012-03-12,2845765950.0
2012-03-13,2918307800.0
2012-03-14,2897746575.0
2012-03-15,2970057400.0
2012-03-16,2976988150.0
2012-03-19,3013028049.0
2012-03-20,2985767100.0
2012-03-21,2954809750.0
2012-03-22,2936327750.0
2012-03-23,2926624700.0
2012-03-26,3001938850.0
2012-03-27,2965898950.0
2012-03-28,2956657950.0
2012-03-29,2940486200.0
2012-03-30,2912763200.0
2012-04-02,2961447380.0
2012-04-03,2972851885.0
2012-04-04,2958188950.0
2012-04-05,2962843850.0
2012-04-09,2927932100.0
2012-04-10,2919553280.0
2012-04-11,2984256390.0
2012-04-12,3007530890.0
2012-04-13,2971455415.0
2012-04-16,2994031679.0
2012-04-17,3035460289.0
2012-04-18,2987514820.0
2012-04-19,2979601490.0
2012-04-20,2988911289.0
2012-04-23,2996824620.0
2012-04-24,2980532470.0
2012-04-25,3003341480.0
2012-04-26,3058734789.0
2012-04-27,3098301440.0
2012-04-30,3057803810.0
2012-05-01,3054545380.0
2012-05-02,3030339899.0
2012-05-03,3014978730.0
2012-05-04,2987980310.0
2012-05-07,3000083050.0
2012-05-08,2977274040.0
2012-05-09,2915363870.0
2012-05-10,2954465030.0
2012-05-11,2952603070.0
2012-05-14,2894416820.0
2012-05-15,2861832520.0
2012-05-16,2851824485.0
2012-05-17,2813421560.0
2012-05-18,2767338050.0
2012-05-21,2783164710.0
2012-05-22,2839954490.0
2012-05-23,2831110180.0
2012-05-24,2893485840.0
2012-05-25,2880917610.0
2012-05-29,2908381520.0
2012-05-30,2884176040.0
2012-05-31,2858574090.0
2012-06-01,2732426300.0
2012-06-04,2721254540.0
2012-06-05,2718927090.0
2012-06-06,2740339630.0
2012-06-07,2785957650.0
2012-06-08,2808301170.0
2012-06-11,2805973720.0
