,MO
2013-11-27,75538333320
2013-11-29,75192666654
2013-12-02,75131666654
2013-12-03,75578999987
2013-12-04,75700999987
2013-12-05,75151999987
2013-12-06,76168666654
2013-12-09,76636333320
2013-12-10,75883999987
2013-12-11,76595666654
2013-12-12,75639999987
2013-12-13,75436666654
2013-12-16,75721333320
2013-12-17,76148333320
2013-12-18,77591999987
2013-12-19,77713999987
2013-12-20,78425666653
2013-12-23,77551333320
2013-12-24,77429333320
2013-12-26,77774999987
2013-12-27,77896999987
2013-12-30,77998666653
2013-12-31,76242658394
2014-01-02,75269516883
2014-01-03,74912036328
2014-01-06,74038194971
2014-01-07,74038194971
2014-01-08,73740294508
2014-01-09,73978614879
2014-01-10,73998474909
2014-01-13,73660854385
2014-01-14,73442394046
2014-01-15,73283513799
2014-01-16,74077915033
2014-01-17,73541694200
2014-01-21,74216935249
2014-01-22,74475115650
2014-01-23,74216935249
2014-01-24,74077915033
2014-01-27,73144493583
2014-01-28,73184213645
2014-01-29,72350092350
2014-01-30,70205209019
2014-01-31,69947028618
2014-02-03,67742565195
2014-02-04,68378086182
2014-02-05,67524104856
2014-02-06,68934167045
2014-02-07,70105908865
2014-02-10,69887448525
2014-02-11,69788148371
2014-02-12,69371087724
2014-02-13,70066188803
2014-02-14,70642129697
2014-02-18,70423669358
2014-02-19,69827868433
2014-02-20,70562689574
2014-02-21,70244929081
2014-02-24,70264789111
2014-02-25,70642129697
2014-02-26,70383949296
2014-02-27,71237930623
2014-02-28,72012471825
2014-03-03,72389812411
2014-03-04,73621134323
2014-03-05,73382813953
2014-03-06,73263653768
2014-03-07,73104773522
2014-03-10,73204073676
2014-03-11,73005473367
2014-03-12,71774151455
2014-03-13,71436530931
2014-03-14,72171352072
2014-03-17,72250792195
2014-03-18,72667852843
2014-03-19,71535831085
2014-03-20,72191212103
2014-03-21,72389812411
2014-03-24,72866453151
2014-03-25,73303373830
2014-03-26,73978614879
2014-03-27,73938894817
2014-03-28,73720434478
2014-03-31,74111400000
2014-04-01,74032200000
2014-04-02,74408400000
2014-04-03,74428200000
2014-04-04,74388600000
2014-04-07,74547000000
2014-04-08,75022200000
2014-04-09,75517200000
2014-04-10,74883600000
2014-04-11,74547000000
2014-04-14,75735000000
2014-04-15,75655800000
2014-04-16,75952800000
2014-04-17,76131000000
2014-04-21,76071600000
2014-04-22,76507200000
2014-04-23,75853800000
2014-04-24,76032000000
2014-04-25,77437800000
2014-04-28,79061400000
2014-04-29,79437600000
2014-04-30,79417800000
2014-05-01,78863400000
2014-05-02,79140600000
2014-05-05,78982200000
2014-05-06,78724800000
2014-05-07,79318800000
2014-05-08,79417800000
2014-05-09,79596000000
2014-05-12,79932600000
2014-05-13,80407800000
2014-05-14,79853400000
2014-05-15,79299000000
2014-05-16,80566200000
2014-05-19,79615800000
2014-05-20,79259400000
2014-05-21,80467200000
2014-05-22,80546400000
2014-05-23,80546400000
2014-05-27,80724600000
2014-05-28,80724600000
2014-05-29,81793800000
2014-05-30,82288800000
2014-06-02,81675000000
2014-06-03,81655200000
2014-06-04,81635400000
2014-06-05,81754200000
2014-06-06,81952200000
2014-06-09,82387800000
2014-06-10,83853000000
2014-06-11,84328200000
2014-06-12,81734400000
2014-06-13,82071000000
2014-06-16,82783800000
2014-06-17,82526400000
2014-06-18,83853000000
2014-06-19,85278600000
2014-06-20,85377600000
2014-06-23,84526200000
2014-06-24,83853000000
2014-06-25,83219400000
2014-06-26,82962000000
2014-06-27,82803600000
2014-06-30,82521380289
2014-07-01,82304943670
2014-07-02,82383647895
2014-07-03,83406802825
2014-07-07,83859352121
2014-07-08,84036436628
2014-07-09,84213521135
2014-07-10,84508661980
2014-07-11,85453112684
2014-07-14,85295704233
2014-07-15,82167211275
2014-07-16,82285267613
2014-07-17,81813042261
2014-07-18,82973929585
2014-07-21,82659112684
2014-07-22,82501704233
2014-07-23,82088507050
2014-07-24,82718140853
2014-07-25,82127859163
2014-07-28,81950774656
2014-07-29,81734338036
2014-07-30,80907943670
2014-07-31,79884788740
2014-08-01,79688028177
2014-08-04,80140577472
2014-08-05,79825760571
2014-08-06,81517901416
2014-08-07,80966971839
2014-08-08,81911422543
2014-08-11,82659112684
2014-08-12,82560732402
2014-08-13,82777169022
2014-08-14,83151014092
2014-08-15,83032957754
2014-08-18,83623239445
2014-08-19,84016760571
2014-08-20,83544535219
2014-08-21,83780647895
2014-08-22,83800323952
2014-08-25,84154492966
2014-08-26,84331577473
2014-08-27,84252873247
2014-08-28,84429957754
2014-08-29,84764450712
2014-09-02,84980887332
2014-09-03,85039915501
2014-09-04,84882507050
2014-09-05,85374408459
2014-09-08,85571169022
2014-09-09,85885985924
2014-09-10,86299183107
2014-09-11,84980887332
2014-09-12,84921859163
2014-09-15,87105901417
2014-09-16,87282985924
2014-09-17,87774887332
2014-09-18,88030676065
2014-09-19,88522577473
2014-09-22,89230915501
2014-09-23,88188084515
2014-09-24,89919577473
2014-09-25,88758690149
2014-09-26,90136014093
2014-09-29,90588563389
2014-09-30,90129904766
2014-10-01,89796380956
2014-10-02,89207809528
2014-10-03,90620380956
2014-10-06,91248190480
2014-10-07,90345714290
2014-10-08,91817142861
2014-10-09,90973523813
2014-10-10,91660190480
2014-10-13,90345714290
2014-10-14,90600761909
2014-10-15,89325523813
2014-10-16,88619238099
2014-10-17,89580571432
2014-10-20,91071619052
2014-10-21,92248761909
2014-10-22,92327238099
2014-10-23,92464571433
2014-10-24,93170857147
2014-10-27,93465142861
2014-10-28,93249333337
2014-10-29,93327809528
2014-10-30,93190476195
2014-10-31,94838476195
2014-11-03,95976380957
2014-11-04,96957333338
2014-11-05,97604761909
2014-11-06,97232000004
2014-11-07,97840190480
2014-11-10,97840190480
2014-11-11,96682666671
2014-11-12,96780761909
2014-11-13,97016190480
2014-11-14,95701714290
2014-11-17,96231428576
2014-11-18,96663047623
2014-11-19,96408000004
2014-11-20,95799809528
2014-11-21,96604190480
2014-11-24,96623809528
2014-11-25,97035809528
2014-11-26,97545904766
2014-11-28,98605333338
2014-12-01,98683809528
2014-12-02,99193904766
2014-12-03,100429904766
2014-12-04,99939428576
2014-12-05,100194476195
2014-12-08,99919809528
2014-12-09,99468571433
2014-12-10,98075619052
2014-12-11,98507238100
2014-12-12,97408571433
2014-12-15,97133904766
2014-12-16,96780761909
2014-12-17,97977523814
2014-12-18,100586857147
2014-12-19,99193904766
2014-12-22,98487619052
2014-12-23,99135047623
2014-12-24,98801523814
2014-12-26,99272380957
2014-12-29,98546476195
2014-12-30,97761714290
2014-12-31,96864820000
2015-01-02,96275020000
2015-01-05,95724540000
2015-01-06,96294680000
2015-01-07,98064080000
2015-01-08,99715520000
2015-01-09,99479600000
2015-01-12,100108720000
2015-01-13,100895120000
2015-01-14,101701180000
2015-01-15,103156020000
2015-01-16,104296300000
2015-01-20,105829780000
2015-01-21,106694820000
2015-01-22,107461560000
2015-01-23,106537540000
2015-01-26,107029040000
2015-01-27,107264960000
2015-01-28,106183660000
2015-01-29,106930740000
2015-01-30,104394600000
2015-02-02,105770800000
2015-02-03,106675160000
2015-02-04,106222980000
2015-02-05,105515220000
2015-02-06,104846780000
2015-02-09,104512560000
2015-02-10,105711820000
2015-02-11,107658160000
2015-02-12,109191640000
2015-02-13,107658160000
2015-02-17,108405240000
2015-02-18,108601840000
2015-02-19,109073680000
2015-02-20,109329260000
2015-02-23,109132660000
2015-02-24,109545520000
2015-02-25,109388240000
2015-02-26,110272940000
2015-02-27,110666140000
2015-03-02,111079000000
2015-03-03,111000360000
2015-03-04,109683140000
2015-03-05,109113000000
2015-03-06,104925420000
2015-03-09,105829780000
2015-03-10,104591200000
2015-03-11,102664520000
2015-03-12,102251660000
2015-03-13,101032740000
2015-03-16,102408940000
2015-03-17,101484920000
2015-03-18,100934440000
2015-03-19,100796820000
2015-03-20,101091720000
2015-03-23,101484920000
2015-03-24,100482260000
2015-03-25,98594900000
2015-03-26,98300000000
2015-03-27,98968440000
2015-03-30,99341980000
2015-03-31,98139240000
2015-04-01,98688600000
2015-04-02,100434780000
2015-04-06,101023380000
2015-04-07,101435400000
2015-04-08,101278440000
2015-04-09,101749320000
2015-04-10,103024620000
2015-04-13,101572740000
2015-04-14,102259440000
2015-04-15,101258820000
2015-04-16,102122100000
2015-04-17,101533500000
2015-04-20,103260060000
2015-04-21,102220200000
2015-04-22,102259440000
2015-04-23,102710700000
2015-04-24,102161340000
2015-04-27,100846800000
2015-04-28,101455020000
2015-04-29,98492400000
2015-04-30,98198100000
2015-05-01,99394920000
2015-05-04,99434160000
2015-05-05,98786700000
2015-05-06,99434160000
2015-05-07,100532880000
2015-05-08,102357540000
2015-05-11,100729080000
2015-05-12,100356300000
2015-05-13,100062000000
2015-05-14,103201200000
2015-05-15,103632840000
2015-05-18,101925900000
2015-05-19,101592360000
2015-05-20,101631600000
2015-05-21,101317680000
2015-05-22,100513260000
2015-05-26,100611360000
2015-05-27,101690460000
2015-05-28,101278440000
2015-05-29,100454400000
2015-06-01,100454400000
2015-06-02,99336060000
2015-06-03,98786700000
2015-06-04,97864560000
2015-06-05,94588020000
2015-06-08,94803840000
2015-06-09,95274720000
2015-06-10,96569640000
2015-06-11,94823460000
2015-06-12,94254480000
2015-06-15,93273480000
2015-06-16,94215240000
2015-06-17,95274720000
2015-06-18,97040520000
2015-06-19,96765840000
2015-06-22,97687980000
2015-06-23,96294960000
2015-06-24,96079140000
2015-06-25,96451920000
2015-06-26,97079760000
2015-06-29,95490540000
2015-06-30,95765780000
2015-07-01,96137800000
2015-07-02,95922420000
2015-07-06,97645460000
2015-07-07,101189440000
2015-07-08,99916740000
2015-07-09,99760100000
2015-07-10,100464980000
2015-07-13,100504140000
2015-07-14,100543300000
2015-07-15,100308340000
2015-07-16,103597780000
2015-07-17,104204760000
2015-07-20,105164180000
2015-07-21,104850900000
2015-07-22,105653680000
2015-07-23,105379560000
2015-07-24,105320820000
2015-07-27,105634100000
2015-07-28,108179500000
2015-07-29,106515200000
2015-07-30,106123600000
2015-07-31,106476040000
2015-08-03,107024280000
2015-08-04,107533360000
2015-08-05,108610260000
2015-08-06,108806060000
2015-08-07,108649420000
2015-08-10,109080180000
2015-08-11,109119340000
2015-08-12,109138920000
2015-08-13,108806060000
2015-08-14,109178080000
2015-08-17,109001860000
2015-08-18,108081600000
2015-08-19,107317980000
2015-08-20,107161340000
2015-08-21,105614520000
2015-08-24,102090120000
2015-08-25,101463560000
2015-08-26,104185180000
2015-08-27,105164180000
2015-08-28,106064860000
2015-08-31,104909640000
2015-09-01,101874740000
2015-09-02,104028540000
2015-09-03,104929220000
2015-09-04,102560040000
2015-09-08,104733420000
2015-09-09,103813160000
2015-09-10,104302660000
2015-09-11,102971220000
2015-09-14,102697100000
2015-09-15,105947380000
2015-09-16,108394880000
2015-09-17,107083020000
2015-09-18,105829900000
2015-09-21,107278820000
2015-09-22,106123600000
2015-09-23,106515200000
2015-09-24,106926380000
2015-09-25,107278820000
2015-09-28,106965540000
2015-09-29,106182340000
2015-09-30,105995000000
2015-10-01,105644281250
2015-10-02,106891281250
2015-10-05,108586421875
2015-10-06,107962921875
2015-10-07,108917656250
2015-10-08,109833421875
2015-10-09,110690734375
2015-10-12,111957218750
2015-10-13,112268968750
2015-10-14,112132578125
2015-10-15,112756078125
2015-10-16,114412250000
2015-10-19,116243781250
2015-10-20,116399656250
2015-10-21,116594500000
2015-10-22,119634062500
2015-10-23,118952109375
2015-10-26,119634062500
2015-10-27,118971593750
2015-10-28,119712000000
2015-10-29,119887359375
2015-10-30,117822015625
2015-11-02,117880468750
2015-11-03,112717109375
2015-11-04,113067828125
2015-11-05,113106796875
2015-11-06,111236296875
2015-11-09,111216812500
2015-11-10,110651765625
2015-11-11,111470109375
2015-11-12,110593312500
2015-11-13,109658062500
2015-11-16,110612796875
2015-11-17,110437437500
2015-11-18,111177843750
2015-11-19,111957218750
2015-11-20,111314234375
2015-11-23,112268968750
2015-11-24,112171546875
2015-11-25,112035156250
2015-11-27,112522265625
2015-11-30,112230000000
2015-12-01,112795046875
2015-12-02,112697625000
2015-12-03,111236296875
2015-12-04,114003078125
2015-12-07,113535453125
2015-12-08,113457515625
2015-12-09,111703921875
2015-12-10,111411656250
2015-12-11,110008781250
2015-12-14,112074125000
2015-12-15,111723406250
2015-12-16,114860390625
2015-12-17,113847203125
2015-12-18,111314234375
2015-12-21,111918250000
2015-12-22,112561234375
2015-12-23,113847203125
2015-12-24,113574421875
2015-12-28,113535453125
2015-12-29,114801937500
2015-12-30,114568125000
2015-12-31,113858760000
2016-01-04,112254840000
2016-01-05,114523800000
2016-01-06,115736520000
2016-01-07,113721840000
2016-01-08,113917440000
2016-01-11,116303760000
2016-01-12,116147280000
2016-01-13,113017680000
2016-01-14,113878320000
2016-01-15,111883200000
2016-01-19,114230400000
2016-01-20,111922320000
2016-01-21,112372200000
2016-01-22,113995680000
2016-01-25,114230400000
2016-01-26,115325760000
2016-01-27,115325760000
2016-01-28,116636280000
2016-01-29,119531160000
2016-02-01,119198640000
2016-02-02,118318440000
2016-02-03,117047040000
2016-02-04,116342880000
2016-02-05,116968800000
2016-02-08,117594720000
2016-02-09,118240200000
2016-02-10,117457800000
2016-02-11,117340440000
2016-02-12,117301320000
2016-02-16,117946800000
2016-02-17,118142400000
2016-02-18,118572720000
2016-02-19,118455360000
2016-02-22,119726760000
2016-02-23,120333120000
2016-02-24,120020160000
2016-02-25,122015280000
2016-02-26,120372240000
2016-02-29,120430920000
2016-03-01,120743880000
2016-03-02,120294000000
2016-03-03,121721880000
2016-03-04,123188880000
2016-03-07,120900360000
2016-03-08,121858800000
2016-03-09,122856360000
2016-03-10,123228000000
2016-03-11,121291560000
2016-03-14,121291560000
2016-03-15,120998160000
2016-03-16,121408920000
2016-03-17,121917480000
2016-03-18,120372240000
2016-03-21,120724320000
2016-03-22,119316000000
2016-03-23,120117960000
2016-03-24,119081280000
2016-03-28,120548280000
2016-03-29,121330680000
2016-03-30,122406480000
2016-03-31,122437640000
2016-04-01,123219240000
2016-04-04,123551420000
2016-04-05,122965220000
2016-04-06,124196240000
2016-04-07,123903140000
2016-04-08,124665200000
2016-04-11,123707740000
2016-04-12,124704280000
2016-04-13,121284780000
2016-04-14,120346860000
2016-04-15,120522720000
2016-04-18,121480180000
2016-04-19,120581340000
2016-04-20,120131920000
2016-04-21,117591720000
2016-04-22,118256080000
2016-04-25,119623880000
2016-04-26,119877900000
2016-04-27,120268700000
2016-04-28,121519260000
2016-04-29,122535340000
2016-05-02,123336480000
2016-05-03,123492800000
2016-05-04,123551420000
2016-05-05,122789360000
2016-05-06,122965220000
2016-05-09,124391640000
2016-05-10,126228399999
2016-05-11,126247940000
2016-05-12,127049079999
2016-05-13,126189320000
2016-05-16,126541040000
2016-05-17,124821520000
2016-05-18,123082460000
2016-05-19,123785900000
2016-05-20,123023840000
2016-05-23,123570960000
2016-05-24,124645660000
2016-05-25,124899680000
2016-05-26,125056000000
2016-05-27,124977840000
2016-05-31,124352560000
2016-06-01,125739899999
2016-06-02,125661740000
2016-06-03,127596200000
2016-06-06,127400800000
2016-06-07,127205399999
2016-06-08,128221480000
2016-06-09,128690440000
2016-06-10,129218019999
2016-06-13,126697360000
2016-06-14,127596200000
2016-06-15,127654820000
2016-06-16,128866300000
2016-06-17,127791600000
2016-06-20,128729519999
2016-06-21,129315720000
2016-06-22,129257100000
2016-06-23,129569740000
2016-06-24,130957079999
2016-06-27,132735220000
2016-06-28,132696140000
2016-06-29,132539820000
2016-06-30,134609919999
2016-07-01,134727039999
2016-07-05,135878720000
2016-07-06,136093440000
2016-07-07,135273600000
2016-07-08,136308160000
2016-07-11,136386240000
2016-07-12,134434240000
2016-07-13,134844160000
2016-07-14,134531840000
2016-07-15,135488320000
2016-07-18,135019840000
2016-07-19,135117440000
2016-07-20,134707520000
2016-07-21,134160960000
2016-07-22,134414720000
2016-07-25,134297600000
2016-07-26,132599360000
2016-07-27,130296000000
2016-07-28,130998720000
2016-07-29,132150400000
2016-08-01,132052800000
2016-08-02,131447680000
2016-08-03,129554240000
2016-08-04,130042240000
2016-08-05,129866560000
2016-08-08,129788479999
2016-08-09,130042240000
2016-08-10,130471680000
2016-08-11,130276479999
2016-08-12,130276479999
2016-08-15,129339520000
2016-08-16,129339520000
2016-08-17,129729919999
2016-08-18,129437120000
2016-08-19,129476160000
2016-08-22,129495680000
2016-08-23,129729919999
2016-08-24,129144320000
2016-08-25,128675840000
2016-08-26,128500160000
2016-08-29,129027199999
2016-08-30,128597759999
2016-08-31,129007680000
2016-09-01,129456639999
2016-09-02,130549759999
2016-09-06,131174400000
2016-09-07,130237440000
2016-09-08,129612800000
2016-09-09,124069120000
2016-09-12,126235840000
2016-09-13,124049600000
2016-09-14,123210240000
2016-09-15,123464000000
2016-09-16,122585600000
2016-09-19,122429440000
2016-09-20,122917440000
2016-09-21,123952000000
2016-09-22,125162240000
2016-09-23,124674240000
2016-09-26,123034560000
2016-09-27,123600640000
2016-09-28,124479040000
2016-09-29,122624640000
2016-09-30,122602970000
2016-10-03,121866150000
2016-10-04,119791420000
2016-10-05,118705580000
2016-10-06,119791420000
2016-10-07,120062880000
2016-10-10,119733250000
2016-10-11,120198610000
2016-10-12,121265060000
2016-10-13,121555910000
2016-10-14,121071160000
2016-10-17,121051770000
2016-10-18,121497740000
2016-10-19,120043490000
2016-10-20,119927150000
2016-10-21,123514300000
2016-10-24,125938050000
2016-10-25,125472689999
2016-10-26,125104279999
2016-10-27,124929770000
2016-10-28,127741319999
2016-10-31,128206680000
2016-11-01,126965720000
2016-11-02,126267680000
2016-11-03,126170729999
2016-11-04,124832819999
2016-11-07,126558529999
2016-11-08,127663760000
2016-11-09,124173560000
2016-11-10,119675080000
2016-11-11,119752640000
2016-11-14,118647410000
2016-11-15,119849590000
2016-11-16,121497740000
2016-11-17,121788590000
2016-11-18,121711030000
2016-11-21,123494910000
2016-11-22,124503189999
2016-11-23,124134779999
2016-11-25,125026720000
2016-11-28,125705370000
2016-11-29,126384020000
2016-11-30,123960270000
2016-12-01,121943710000
2016-12-02,124076610000
2016-12-05,123184670000
2016-12-06,124677700000
2016-12-07,126829990000
2016-12-08,126733040000
2016-12-09,128497529999
2016-12-12,128924109999
2016-12-13,129311910000
2016-12-14,127857660000
2016-12-15,128478140000
2016-12-16,129990560000
2016-12-19,131386640000
2016-12-20,130572260000
2016-12-21,130436529999
2016-12-22,131231520000
2016-12-23,131309080000
2016-12-27,131502979999
2016-12-28,130901890000
2016-12-29,131561149999
2016-12-30,131115180000
2017-01-03,131134569999
2017-01-04,131561149999
2017-01-05,131716270000
2017-01-06,132297970000
2017-01-09,131755050000
2017-01-10,131309080000
2017-01-11,131173350000
2017-01-12,130901890000
2017-01-13,131037620000
2017-01-17,132782720000
2017-01-18,134101240000
2017-01-19,134857450000
2017-01-20,135749390000
2017-01-23,136796450000
2017-01-24,137203640000
2017-01-25,137591440000
2017-01-26,137378149999
2017-01-27,137727170000
2017-01-30,138250700000
2017-01-31,138018020000
2017-02-01,138425210000
2017-02-02,138541550000
2017-02-03,138619110000
2017-02-06,138231310000
2017-02-07,139995800000
2017-02-08,139898850000
2017-02-09,140558110000
2017-02-10,140422380000
2017-02-13,139685560000
2017-02-14,139375320000
2017-02-15,139937630000
2017-02-16,140984690000
2017-02-17,141488830000
2017-02-21,142807350000
2017-02-22,142710400000
2017-02-23,144377940000
2017-02-24,144319770000
2017-02-27,144630010000
2017-02-28,145269880000
2017-03-01,146588400000
2017-03-02,146821080000
2017-03-03,146530230000
2017-03-06,146549620000
2017-03-07,147557900000
2017-03-08,147053760000
2017-03-09,147732410000
2017-03-10,148236550000
2017-03-13,146685350000
2017-03-14,146084260000
2017-03-15,146724130000
2017-03-16,146006700000
2017-03-17,145735240000
2017-03-20,146549620000
2017-03-21,147228270000
2017-03-22,145560730000
2017-03-23,143524780000
2017-03-24,141876630000
2017-03-27,141934800000
2017-03-28,141915410000
2017-03-29,141469440000
2017-03-30,139704950000
2017-03-31,137708854311
2017-04-03,138094485379
2017-04-04,138730776641
2017-04-05,138692213534
2017-04-06,137708854311
2017-04-07,138268019359
2017-04-10,138364427126
2017-04-11,138981436835
2017-04-12,139135689262
2017-04-13,137477475670
2017-04-17,139424912563
2017-04-18,139482757223
2017-04-19,139039281495
2017-04-20,137689572757
2017-04-21,137805262078
2017-04-24,139887669844
2017-04-25,139656291203
2017-04-26,137882388291
2017-04-27,137920951398
2017-04-28,138402990233
2017-05-01,136513398001
2017-05-02,136571242661
2017-05-03,135395067904
2017-05-04,135568601885
2017-05-05,136744776641
2017-05-08,136339864020
2017-05-09,135530038778
2017-05-10,135568601885
2017-05-11,135896388292
2017-05-12,136224174700
2017-05-15,136262737807
2017-05-16,136802621302
2017-05-17,136031359166
2017-05-18,136012077613
2017-05-19,136706213535
2017-05-22,138904310621
2017-05-23,139077844602
2017-05-24,140466116446
2017-05-25,142953436833
2017-05-26,143474038774
2017-05-30,144746621298
2017-05-31,145460038774
2017-06-01,145382912560
2017-06-02,144843029065
2017-06-05,144727339745
2017-06-06,145132252366
2017-06-07,145787825181
2017-06-08,145016563046
2017-06-09,145498601880
2017-06-12,145382912560
2017-06-13,144515242658
2017-06-14,146057766929
2017-06-15,147330349452
2017-06-16,149007844597
2017-06-19,149836951393
2017-06-20,149104252364
2017-06-21,148525805763
2017-06-22,147465320326
2017-06-23,147484601880
2017-06-26,147561728093
2017-06-27,145344349453
2017-06-28,146231300909
2017-06-29,143454757221
2017-06-30,142610050000
2017-07-03,142724950000
2017-07-05,142878150000
2017-07-06,142322800000
2017-07-07,142188750000
2017-07-10,141116350000
2017-07-11,140618450000
2017-07-12,141499350000
2017-07-13,140714200000
2017-07-14,141575950000
2017-07-17,140503550000
2017-07-18,140426950000
2017-07-19,140848250000
2017-07-20,140924850000
2017-07-21,140599300000
2017-07-24,139105600000
2017-07-25,138339600000
2017-07-26,137362950000
2017-07-27,141633400000
2017-07-28,128190100000
2017-07-31,124417550000
2017-08-01,125432500000
2017-08-02,125528250000
2017-08-03,125509100000
2017-08-04,125470800000
2017-08-07,126370849999
2017-08-08,125202699999
2017-08-09,125068650000
2017-08-10,124034550000
2017-08-11,123153650000
2017-08-14,124168600000
2017-08-15,125049500000
2017-08-16,125336750000
2017-08-17,123134500000
2017-08-18,121966350000
2017-08-21,123306850000
2017-08-22,122674900000
2017-08-23,122004650000
2017-08-24,121794000000
2017-08-25,122713200000
2017-08-28,122425950000
2017-08-29,122196150000
2017-08-30,122655750000
2017-08-31,121411000000
2017-09-01,121679100000
2017-09-05,120396050000
2017-09-06,121162050000
2017-09-07,120127950000
2017-09-08,119170450000
2017-09-11,119668350000
2017-09-12,119687500000
2017-09-13,119706650000
2017-09-14,119266200000
2017-09-15,119476850000
2017-09-18,119802400000
2017-09-19,119170450000
2017-09-20,117236300000
2017-09-21,117772500000
2017-09-22,119668350000
2017-09-25,122157850000
2017-09-26,123555800000
2017-09-27,123345150000
2017-09-28,122923850000
2017-09-29,121449300000
2017-10-02,119132600000
2017-10-03,120022780000
2017-10-04,120250060000
2017-10-05,120856140000
2017-10-06,118469700000
2017-10-09,120401580000
2017-10-10,123128940000
2017-10-11,122863780000
2017-10-12,123772899999
2017-10-13,123204700000
2017-10-16,123810780000
2017-10-17,122863780000
2017-10-18,122750140000
2017-10-19,121916780000
2017-10-20,123110000000
2017-10-23,122163000000
2017-10-24,121462219999
2017-10-25,120818260000
2017-10-26,124606260000
2017-10-27,122958480000
2017-10-30,121310700000
2017-10-31,121632680000
2017-11-01,122541800000
2017-11-02,121026600000
2017-11-03,121045540000
2017-11-06,120174300000
2017-11-07,121803140000
2017-11-08,122333460000
2017-11-09,122181940000
2017-11-10,123147880000
2017-11-13,124700960000
2017-11-14,124492620000
2017-11-15,123602440000
2017-11-16,124776719999
2017-11-17,125799480000
2017-11-20,124682020000
2017-11-21,124341100000
2017-11-22,124038059999
2017-11-24,124019120000
2017-11-27,123242579999
2017-11-28,125761600000
2017-11-29,127598780000
2017-11-30,128470020000
2017-12-01,129890520000
2017-12-04,132731520000
2017-12-05,132920920000
2017-12-06,135724040000
2017-12-07,135421000000
2017-12-08,135496760000
2017-12-11,135705100000
2017-12-12,135837680000
2017-12-13,136974079999
2017-12-14,135970260000
2017-12-15,135742980000
2017-12-18,137599100000
2017-12-19,139966600000
2017-12-20,137504400000
2017-12-21,136254360000
2017-12-22,136633160000
2017-12-26,136519520000
2017-12-27,137182420000
2017-12-28,134985380000
2017-12-29,135250540000
2018-01-02,133981559999
2018-01-03,133489120000
2018-01-04,132958800000
2018-01-05,133337600000
2018-01-08,133167140000
2018-01-09,131765579999
2018-01-10,133129260000
2018-01-11,133129260000
2018-01-12,131841340000
2018-01-16,130534480000
2018-01-17,132864100000
2018-01-18,132636820000
2018-01-19,134701280000
2018-01-22,135004320000
2018-01-23,135326300000
2018-01-24,135534640000
2018-01-25,132409540000
2018-01-26,134511880000
2018-01-29,132258020000
2018-01-30,132239079999
2018-01-31,133223960000
2018-02-01,132447420000
2018-02-02,131443600000
2018-02-05,125079760000
2018-02-06,126007820000
2018-02-07,126500260000
2018-02-08,121310700000
2018-02-09,121272820000
2018-02-12,123772899999
2018-02-13,124322160000
2018-02-14,123450920000
2018-02-15,123716079999
2018-02-16,123981239999
2018-02-20,121575860000
2018-02-21,121083420000
2018-02-22,119965960000
2018-02-23,122333460000
2018-02-26,123924420000
2018-02-27,121216000000
2018-02-28,119227300000
2018-03-01,118242420000
2018-03-02,118469700000
2018-03-05,121462219999
2018-03-06,122674380000
2018-03-07,121348579999
2018-03-08,123924420000
2018-03-09,124341100000
2018-03-12,124568380000
2018-03-13,125250219999
2018-03-14,120875080000
2018-03-15,120856140000
2018-03-16,119681860000
2018-03-19,118337120000
2018-03-20,116518880000
2018-03-21,113640000000
2018-03-22,114378660000
2018-03-23,112257380000
2018-03-26,112882400000
2018-03-27,115003680000
2018-03-28,118280300000
2018-03-29,118034080000
2018-04-02,114424410000
2018-04-03,118490060000
2018-04-04,119794850000
2018-04-05,122045140000
2018-04-06,120740350000
2018-04-09,119605750000
2018-04-10,121440020000
2018-04-11,120721440000
2018-04-12,119889400000
2018-04-13,120929450000
2018-04-16,121496750000
2018-04-17,120986180000
2018-04-18,116296500000
2018-04-19,109261980000
2018-04-20,108221930000
2018-04-23,106973870000
2018-04-24,104572300000
2018-04-25,105593440000
2018-04-26,103570070000
2018-04-27,106141830000
2018-04-30,106104010000
2018-05-01,105952730000
2018-05-02,105309790000
2018-05-03,106576760000
2018-05-04,106387660000
2018-05-07,105347610000
2018-05-08,104515570000
2018-05-09,105744720000
2018-05-10,105971640000
2018-05-11,104364290000
2018-05-14,104042820000
2018-05-15,103097320000
2018-05-16,103759170000
2018-05-17,104553390000
2018-05-18,105026140000
2018-05-21,105215240000
2018-05-22,104402110000
2018-05-23,105669080000
2018-05-24,105687990000
2018-05-25,105196330000
2018-05-29,105385430000
2018-05-30,107011690000
2018-05-31,105404340000
2018-06-01,105366520000
2018-06-04,105933820000
2018-06-05,106520030000
2018-06-06,106482210000
2018-06-07,107200790000
2018-06-08,109129610000
2018-06-11,110150750000
2018-06-12,109451080000
2018-06-13,108600130000
2018-06-14,107219700000
2018-06-15,109280890000
2018-06-18,107030600000
2018-06-19,107389890000
2018-06-20,107314250000
2018-06-21,107200790000
2018-06-22,107824820000
2018-06-25,107919370000
2018-06-26,106085100000
2018-06-27,105877090000
2018-06-28,108335390000
2018-06-29,107389890000
2018-07-02,105203210000
2018-07-03,106314180000
2018-07-05,108517290000
2018-07-06,109760070000
2018-07-09,109251660000
2018-07-10,110645080000
2018-07-11,110513270000
2018-07-12,109232830000
2018-07-13,110155500000
2018-07-16,107594620000
2018-07-17,107990050000
