,MAS
2009-04-13,2369250000
2009-04-14,2270970000
2009-04-15,2442960000
2009-04-16,2597400000
2009-04-17,2667600000
2009-04-20,2365740000
2009-04-21,2541240000
2009-04-22,2769390000
2009-04-23,2678130000
2009-04-24,3113369999
2009-04-27,3008070000
2009-04-28,2590380000
2009-04-29,2776410000
2009-04-30,2734290000
2009-05-01,2772900000
2009-05-04,3043170000
2009-05-05,3236220000
2009-05-06,3239730000
2009-05-07,3085289999
2009-05-08,3345030000
2009-05-11,3144960000
2009-05-12,3088800000
2009-05-13,2850119999
2009-05-14,2916810000
2009-05-15,2941380000
2009-05-18,3162510000
2009-05-19,3159000000
2009-05-20,3120390000
2009-05-21,3064230000
2009-05-22,3071250000
2009-05-26,3232710000
2009-05-27,3088800000
2009-05-28,3113369999
2009-05-29,3194100000
2009-06-01,3408210000
2009-06-02,3481920000
2009-06-03,3341520000
2009-06-04,3411720000
2009-06-05,3302910000
2009-06-08,3316949999
2009-06-09,3141449999
2009-06-10,3095820000
2009-06-11,3088800000
2009-06-12,3064230000
2009-06-15,2987010000
2009-06-16,2867670000
2009-06-17,2793960000
2009-06-18,2765880000
2009-06-19,2797470000
2009-06-22,2671110000
2009-06-23,2716740000
2009-06-24,2706210000
2009-06-25,2906280000
2009-06-26,2902770000
2009-06-29,2941380000
2009-06-30,2955420000
2009-07-01,2892240000
2009-07-02,2808000000
2009-07-06,2688660000
2009-07-07,2555280000
2009-07-08,2541240000
2009-07-09,2646540000
2009-07-10,2576340000
2009-07-13,2643030000
2009-07-14,2678130000
2009-07-15,2836080000
2009-07-16,2937869999
2009-07-17,2987010000
2009-07-20,3071250000
2009-07-21,3060720000
2009-07-22,3046680000
2009-07-23,3309930000
2009-07-24,3408210000
2009-07-27,3562650000
2009-07-28,4061070000
2009-07-29,3945240000
2009-07-30,4141800000
2009-07-31,4296240000
2009-08-03,4261140000
2009-08-04,4482270000
2009-08-05,4387500000
2009-08-06,4506840000
2009-08-07,4668300000
2009-08-10,4485780000
2009-08-11,4405050000
2009-08-12,4517370000
2009-08-13,4566510000
2009-08-14,4352400000
2009-08-17,4085640000
2009-08-18,4183920000
2009-08-19,4240080000
2009-08-20,4159350000
2009-08-21,4429620000
2009-08-24,4429620000
2009-08-25,4506840000
2009-08-26,4450680000
2009-08-27,4531410000
2009-08-28,4475250000
2009-08-31,4464720000
2009-09-01,4183920000
2009-09-02,3931199999
2009-09-03,3955770000
2009-09-04,4032990000
2009-09-08,4261140000
2009-09-09,4341870000
2009-09-10,4387500000
2009-09-11,4373460000
2009-09-14,4391010000
2009-09-15,4443660000
2009-09-16,4619160000
2009-09-17,4496310000
2009-09-18,4359420000
2009-09-21,4212000000
2009-09-22,4208490000
2009-09-23,4159350000
2009-09-24,4040010000
2009-09-25,3955770000
2009-09-28,4103190000
2009-09-29,4131270000
2009-09-30,3950935000
2009-10-01,3829100000
2009-10-02,3700303000
2009-10-05,3863910000
2009-10-06,3863910000
2009-10-07,3839543000
2009-10-08,3971821000
2009-10-09,3940492000
2009-10-12,4024036000
2009-10-13,4083213000
2009-10-14,4205048000
2009-10-15,4212010000
2009-10-16,4191123999
2009-10-19,4218971999
2009-10-20,4166757000
2009-10-21,3975302000
2009-10-22,4222453000
2009-10-23,4142390000
2009-10-26,4163276000
2009-10-27,3999669000
2009-10-28,3714227000
2009-10-29,3797771000
2009-10-30,3595873000
2009-11-02,3564544000
2009-11-03,3675936000
2009-11-04,3616759000
2009-11-05,3787328000
2009-11-06,3853467000
2009-11-09,4037960000
2009-11-10,4062327000
2009-11-11,4152833000
2009-11-12,4086694000
2009-11-13,4285111000
2009-11-16,4476566000
2009-11-17,4490490000
2009-11-18,4483528000
2009-11-19,4386060000
2009-11-20,4295554000
2009-11-23,4399984000
2009-11-24,4299035000
2009-11-25,4309478000
2009-11-27,4138909000
2009-11-30,4152833000
2009-12-01,4253782000
2009-12-02,4285111000
2009-12-03,4337326000
2009-12-04,4466123000
2009-12-07,4253782000
2009-12-08,4145871000
2009-12-09,4121504000
2009-12-10,4142390000
2009-12-11,4145871000
2009-12-14,4194605000
2009-12-15,4149352000
2009-12-16,4267706000
2009-12-17,4198086000
2009-12-18,4097137000
2009-12-21,4205048000
2009-12-22,4239858000
2009-12-23,4323402000
2009-12-24,4393022000
2009-12-28,4305997000
2009-12-29,4285111000
2009-12-30,4260744000
2009-12-31,4225934000
2010-01-04,4372136000
2010-01-05,4410427000
2010-01-06,4455680000
2010-01-07,4734160000
2010-01-08,4765489000
2010-01-11,4755046000
2010-01-12,4678464000
2010-01-13,4619287000
2010-01-14,4598401000
2010-01-15,4587958000
2010-01-19,4716755000
2010-01-20,4574034000
2010-01-21,4431313000
2010-01-22,4253782000
2010-01-25,4215491000
2010-01-26,4215491000
2010-01-27,4152833000
2010-01-28,4159794999
2010-01-29,4149352000
2010-02-01,4278148999
2010-02-02,4521819000
2010-02-03,4542705000
2010-02-04,4434794000
2010-02-05,4326883000
2010-02-08,4299035000
2010-02-09,4420870000
2010-02-10,4434794000
2010-02-11,4212010000
2010-02-12,4225934000
2010-02-16,4281630000
2010-02-17,4267706000
2010-02-18,4229415000
2010-02-19,4159794999
2010-02-22,4166757000
2010-02-23,4051884000
2010-02-24,4072769999
2010-02-25,4024036000
2010-02-26,4090175000
2010-03-01,4274668000
2010-03-02,4288592000
2010-03-03,4333845000
2010-03-04,4326883000
2010-03-05,4399984000
2010-03-08,4483528000
2010-03-09,4490490000
2010-03-10,4546186000
2010-03-11,4626249000
2010-03-12,4640173000
2010-03-15,4633211000
2010-03-16,4681945000
2010-03-17,4751565000
2010-03-18,4744603000
2010-03-19,4587958000
2010-03-22,4657578000
2010-03-23,4734160000
2010-03-24,4640173000
2010-03-25,4629730000
2010-03-26,4647135000
2010-03-29,4685426000
2010-03-30,4709793000
2010-03-31,4774000000
2010-04-01,4861500000
2010-04-05,4966500000
2010-04-06,5008500000
2010-04-07,4875500000
2010-04-08,4886000000
2010-04-09,4952500000
2010-04-12,4956000000
2010-04-13,4963000000
2010-04-14,5190500000
2010-04-15,5229000000
2010-04-16,5215000000
2010-04-19,5302500000
2010-04-20,5379500000
2010-04-21,5407500000
2010-04-22,5568500000
2010-04-23,5642000000
2010-04-26,5537000000
2010-04-27,4805500000
2010-04-28,5061000000
2010-04-29,5180000000
2010-04-30,4991000000
2010-05-03,5113500000
2010-05-04,4844000000
2010-05-05,4756500000
2010-05-06,4501000000
2010-05-07,4200000000
2010-05-10,4655000000
2010-05-11,4651500000
2010-05-12,4798500000
2010-05-13,4669000000
2010-05-14,4532500000
2010-05-17,4539500000
2010-05-18,4431000000
2010-05-19,4326000000
2010-05-20,4098500000
2010-05-21,4224500000
2010-05-24,4200000000
2010-05-25,4161500000
2010-05-26,4025000000
2010-05-27,4179000000
2010-05-28,4105500000
2010-06-01,3846500000
2010-06-02,3969000000
2010-06-03,3979499999
2010-06-04,3815000000
2010-06-07,3650500000
2010-06-08,3598000000
2010-06-09,3563000000
2010-06-10,3804499999
2010-06-11,3801000000
2010-06-14,3885000000
2010-06-15,4060000000
2010-06-16,3913000000
2010-06-17,3759000000
2010-06-18,3790500000
2010-06-21,3790500000
2010-06-22,3678500000
2010-06-23,3720500000
2010-06-24,3594500000
2010-06-25,3633000000
2010-06-28,3636500000
2010-06-29,3461500000
2010-06-30,3295864000
2010-07-01,3316768000
2010-07-02,3274960000
2010-07-06,3278444000
2010-07-07,3442192000
2010-07-08,3435224000
2010-07-09,3522324000
2010-07-12,3403868000
2010-07-13,3497935999
2010-07-14,3421288000
2010-07-15,3438707999
2010-07-16,3205279999
2010-07-19,3159988000
2010-07-20,3250572000
2010-07-21,3125148000
2010-07-22,3306316000
2010-07-23,3497935999
2010-07-26,3651232000
2010-07-27,3222700000
2010-07-28,3093792000
2010-07-29,3076372000
2010-07-30,3146052000
2010-08-02,3261024000
2010-08-03,3278444000
2010-08-04,3299348000
2010-08-05,3281928000
2010-08-06,3348124000
2010-08-09,3470064000
2010-08-10,3372512000
2010-08-11,3250572000
2010-08-12,3226184000
2010-08-13,3208764000
2010-08-16,3153020000
2010-08-17,3261024000
2010-08-18,3330704000
2010-08-19,3264507999
2010-08-20,3233152000
2010-08-23,3177407999
2010-08-24,3212248000
2010-08-25,3267992000
2010-08-26,3142568000
2010-08-27,3267992000
2010-08-30,3187860000
2010-08-31,3212248000
2010-09-01,3369028000
2010-09-02,3463096000
2010-09-03,3497935999
2010-09-07,3330704000
2010-09-08,3327220000
2010-09-09,3348124000
2010-09-10,3344640000
2010-09-13,3449160000
2010-09-14,3400384000
2010-09-15,3369028000
2010-09-16,3351607999
2010-09-17,3348124000
2010-09-20,3414320000
2010-09-21,3421288000
2010-09-22,3351607999
2010-09-23,3247088000
2010-09-24,3369028000
2010-09-27,3344640000
2010-09-28,3369028000
2010-09-29,3334188000
2010-09-30,3360325000
2010-10-01,3412450000
2010-10-04,3388125000
2010-10-05,3551450000
2010-10-06,3593150000
2010-10-07,3614000000
2010-10-08,3683500000
2010-10-11,3690449999
2010-10-12,3610525000
2010-10-13,3575774999
2010-10-14,3461100000
2010-10-15,3360325000
2010-10-18,3329050000
2010-10-19,3280400000
2010-10-20,3311675000
2010-10-21,3374225000
2010-10-22,3342949999
2010-10-25,3325575000
2010-10-26,3336000000
2010-10-27,3259550000
2010-10-28,3235225000
2010-10-29,3256074999
2010-11-01,3283874999
2010-11-02,3301250000
2010-11-03,3290825000
2010-11-04,3461100000
2010-11-05,3530600000
2010-11-08,3541025000
2010-11-09,3506275000
2010-11-10,3551450000
2010-11-11,3478475000
2010-11-12,3468050000
2010-11-15,3436775000
2010-11-16,3391600000
2010-11-17,3346425000
2010-11-18,3360325000
2010-11-19,3367275000
2010-11-22,3346425000
2010-11-23,3283874999
2010-11-24,3336000000
2010-11-26,3273450000
2010-11-29,3322100000
2010-11-30,3332525000
2010-12-01,3565350000
2010-12-02,3666125000
2010-12-03,3662649999
2010-12-06,3662649999
2010-12-07,3780800000
2010-12-08,3999725000
2010-12-09,4048375000
2010-12-10,4131775000
2010-12-13,4044900000
2010-12-14,3978874999
2010-12-15,3940650000
2010-12-16,4013625000
2010-12-17,3989300000
2010-12-20,3968450000
2010-12-21,3989300000
2010-12-22,3968450000
2010-12-23,3905900000
2010-12-27,3905900000
2010-12-28,3891999999
2010-12-29,3881575000
2010-12-30,3916325000
2010-12-31,3864199999
2011-01-03,3985825000
2011-01-04,3923274999
2011-01-05,4013625000
2011-01-06,4128300000
2011-01-07,4204750000
2011-01-10,4187375000
2011-01-11,4211699999
2011-01-12,4208225000
2011-01-13,4197800000
2011-01-14,4274250000
2011-01-18,4166525000
2011-01-19,4034475000
2011-01-20,4072700000
2011-01-21,4055325000
2011-01-24,4079650000
2011-01-25,4086600000
2011-01-26,4156100000
2011-01-27,4260350000
2011-01-28,4058800000
2011-01-31,4065749999
2011-02-01,4253400000
2011-02-02,4170000000
2011-02-03,4194325000
2011-02-04,4281200000
2011-02-07,4388925000
2011-02-08,4507075000
2011-02-09,4510550000
2011-02-10,4437575000
2011-02-11,4326375000
2011-02-14,4333325000
2011-02-15,3933700000
2011-02-16,3916325000
2011-02-17,4031000000
2011-02-18,4062275000
2011-02-22,3989300000
2011-02-23,3885050000
2011-02-24,3891999999
2011-02-25,4027525000
2011-02-28,4149150000
2011-03-01,3992775000
2011-03-02,4024050000
2011-03-03,4055325000
2011-03-04,4065749999
2011-03-07,4093550000
2011-03-08,4218650000
2011-03-09,4277725000
2011-03-10,4152624999
2011-03-11,4236025000
2011-03-14,4166525000
2011-03-15,4180425000
2011-03-16,4170000000
2011-03-17,4156100000
2011-03-18,4260350000
2011-03-21,4361125000
2011-03-22,4263825000
2011-03-23,4315950000
2011-03-24,4319425000
2011-03-25,4326375000
2011-03-28,4246450000
2011-03-29,4218650000
2011-03-30,4295100000
2011-03-31,4249925000
2011-04-01,4312475000
2011-04-04,4281200000
2011-04-05,4322900000
2011-04-06,4302050000
2011-04-07,4253400000
2011-04-08,4093550000
2011-04-11,4124824999
2011-04-12,4055325000
2011-04-13,4100500000
2011-04-14,4100500000
2011-04-15,4024050000
2011-04-18,4037949999
2011-04-19,4114400000
2011-04-20,4121350000
2011-04-21,4093550000
2011-04-25,4086600000
2011-04-26,3971925000
2011-04-27,4041425000
2011-04-28,4152624999
2011-04-29,4097024999
2011-05-02,4124824999
2011-05-03,4065749999
2011-05-04,4065749999
2011-05-05,4027525000
2011-05-06,4079650000
2011-05-09,4062275000
2011-05-10,4135250000
2011-05-11,4083125000
2011-05-12,4121350000
2011-05-13,4037949999
2011-05-16,3971925000
2011-05-17,3992775000
2011-05-18,4093550000
2011-05-19,4218650000
2011-05-20,4350700000
2011-05-23,4336800000
2011-05-24,4309000000
2011-05-25,4343750000
2011-05-26,4347225000
2011-05-27,4364600000
2011-05-31,4350700000
2011-06-01,4242975000
2011-06-02,4242975000
2011-06-03,4062275000
2011-06-06,3937175000
2011-06-07,3819025000
2011-06-08,3770375000
2011-06-09,3735625000
2011-06-10,3607050000
2011-06-13,3614000000
2011-06-14,3728675000
2011-06-15,3614000000
2011-06-16,3655700000
2011-06-17,3704350000
2011-06-20,3721725000
2011-06-21,3794700000
2011-06-22,3753000000
2011-06-23,3773850000
2011-06-24,3666125000
2011-06-27,3690449999
2011-06-28,3711300000
2011-06-29,3697400000
2011-06-30,3676246000
2011-07-01,3808409999
2011-07-05,3749284000
2011-07-06,3693635999
2011-07-07,3679724000
2011-07-08,3641466000
2011-07-11,3585818000
2011-07-12,3547559999
2011-07-13,3540604000
2011-07-14,3460609999
2011-07-15,3474522000
2011-07-18,3460609999
2011-07-19,3530170000
2011-07-20,3512780000
2011-07-21,3533648000
2011-07-22,3491911999
2011-07-25,3505824000
2011-07-26,3394528000
2011-07-27,3338880000
2011-07-28,3238018000
2011-07-29,3224106000
2011-08-01,3224106000
2011-08-02,3071074000
2011-08-03,3095420000
2011-08-04,2820658000
2011-08-05,2806746000
2011-08-08,2518072000
2011-08-09,2549374000
2011-08-10,2479814000
2011-08-11,2559808000
2011-08-12,2615456000
2011-08-15,2698928000
2011-08-16,2688494000
2011-08-17,2657192000
2011-08-18,2406776000
2011-08-19,2309392000
2011-08-22,2281568000
2011-08-23,2371996000
2011-08-24,2441556000
2011-08-25,2406776000
2011-08-26,2458946000
2011-08-29,2705884000
2011-08-30,2712840000
2011-08-31,2709362000
2011-09-01,2545896000
2011-09-02,2438078000
2011-09-06,2399820000
2011-09-07,2521550000
2011-09-08,2438078000
2011-09-09,2382430000
2011-09-12,2312870000
2011-09-13,2351128000
2011-09-14,2431122000
2011-09-15,2441556000
2011-09-16,2434600000
2011-09-19,2361562000
2011-09-20,2326782000
2011-09-21,2198096000
2011-09-22,2128536000
2011-09-23,2180706000
2011-09-26,2218964000
2011-09-27,2257222000
2011-09-28,2257222000
2011-09-29,2298958000
2011-09-30,2178480000
2011-10-03,2112360000
2011-10-04,2241120000
2011-10-05,2366400000
2011-10-06,2390760000
2011-10-07,2289840000
2011-10-10,2425560000
2011-10-11,2397720000
2011-10-12,2453400000
2011-10-13,2449920000
2011-10-14,2589120000
2011-10-17,2533440000
2011-10-18,2679600000
2011-10-19,2641320000
2011-10-20,2644800000
2011-10-21,2752680000
2011-10-24,2857080000
2011-10-25,2905800000
2011-10-26,2951040000
2011-10-27,3128520000
2011-10-28,3020640000
2011-10-31,2937120000
2011-11-01,2735280000
2011-11-02,2780520000
2011-11-03,2888400000
2011-11-04,2871000000
2011-11-07,2874480000
2011-11-08,2968440000
2011-11-09,2735280000
2011-11-10,2790960000
2011-11-11,2919720000
2011-11-14,2871000000
2011-11-15,2961480000
2011-11-16,2937120000
2011-11-17,2801400000
2011-11-18,2756160000
2011-11-21,2676120000
2011-11-22,2679600000
2011-11-23,2575200000
2011-11-25,2575200000
2011-11-28,2731800000
2011-11-29,2752680000
2011-11-30,2930160000
2011-12-01,2884919999
2011-12-02,2850120000
2011-12-05,2877960000
2011-12-06,2888400000
2011-12-07,2888400000
2011-12-08,2763120000
2011-12-09,2871000000
2011-12-12,2801400000
2011-12-13,2749200000
2011-12-14,2641320000
2011-12-15,2658720000
2011-12-16,2801400000
2011-12-19,2759640000
2011-12-20,3003240000
2011-12-21,3062400000
2011-12-22,3128520000
2011-12-23,3118080000
2011-12-27,3114599999
2011-12-28,3017160000
2011-12-29,3271200000
2011-12-30,3205080000
2012-01-03,3377500000
2012-01-04,3440500000
2012-01-05,3549000000
2012-01-06,3507000000
2012-01-09,3507000000
2012-01-10,3524500000
2012-01-11,3688999999
2012-01-12,3668000000
2012-01-13,3716999999
2012-01-17,3720500000
2012-01-18,3891999999
2012-01-19,3951499999
2012-01-20,3818500000
2012-01-23,3727500000
2012-01-24,3759000000
2012-01-25,3874500000
2012-01-26,3766000000
2012-01-27,3790500000
2012-01-30,3766000000
2012-01-31,3713500000
2012-02-01,3829000000
2012-02-02,3825500000
2012-02-03,3972500000
2012-02-06,3969000000
2012-02-07,3937500000
2012-02-08,3944500000
2012-02-09,4000500000
2012-02-10,3913000000
2012-02-13,4070500000
2012-02-14,3577000000
2012-02-15,3587500000
2012-02-16,3703000000
2012-02-17,3720500000
2012-02-21,3619000000
2012-02-22,3650500000
2012-02-23,3668000000
2012-02-24,3559500000
2012-02-27,3615500000
2012-02-28,3685500000
2012-02-29,3654000000
2012-03-01,3650500000
2012-03-02,3556000000
2012-03-05,3612000000
2012-03-06,3402000000
2012-03-07,3559500000
2012-03-08,3685500000
2012-03-09,3724000000
2012-03-12,3706500000
2012-03-13,3969000000
2012-03-14,3972500000
2012-03-15,4179000000
2012-03-16,4116000000
2012-03-19,4213999999
2012-03-20,4186000000
2012-03-21,4336500000
2012-03-22,4224500000
2012-03-23,4175500000
2012-03-26,4238500000
2012-03-27,4249000000
2012-03-28,4207000000
2012-03-29,4196500000
2012-03-30,4112500000
2012-04-02,4055379999
2012-04-03,4010010000
2012-04-04,3922760000
2012-04-05,3915780000
2012-04-09,3762220000
2012-04-10,3695910000
2012-04-11,3741280000
2012-04-12,3856450000
2012-04-13,3723830000
2012-04-16,3741280000
2012-04-17,3832020000
2012-04-18,3678459999
2012-04-19,3671480000
2012-04-20,3678459999
2012-04-23,3643560000
2012-04-24,3755240000
2012-04-25,3877390000
2012-04-26,3957660000
2012-04-27,4121690000
2012-04-30,4041420000
2012-05-01,4271760000
2012-05-02,4460220000
2012-05-03,4421830000
2012-05-04,4414850000
2012-05-07,4463710000
2012-05-08,4390420000
2012-05-09,4296190000
2012-05-10,4271760000
2012-05-11,4285720000
2012-05-14,4139140000
2012-05-15,4051890000
2012-05-16,4034440000
2012-05-17,3730810000
2012-05-18,3633090000
2012-05-21,3758730000
2012-05-22,3849470000
2012-05-23,3912290000
2012-05-24,3891350000
2012-05-25,3863430000
2012-05-29,3985580000
2012-05-30,3790140000
2012-05-31,3884370000
2012-06-01,3692420000
2012-06-04,3598190000
2012-06-05,3727320000
2012-06-06,3950680000
2012-06-07,3982090000
2012-06-08,4139140000
2012-06-11,3936720000
2012-06-12,4090280000
2012-06-13,3964640000
2012-06-14,4079810000
2012-06-15,4170549999
2012-06-18,4240350000
2012-06-19,4278740000
2012-06-20,4289209999
2012-06-21,4013500000
2012-06-22,3912290000
2012-06-25,3758730000
2012-06-26,3894840000
2012-06-27,4062360000
2012-06-28,4135650000
2012-06-29,4254310000
2012-07-02,4357500000
2012-07-03,4298000000
2012-07-05,4361000000
2012-07-06,4354000000
2012-07-09,4340000000
2012-07-10,4186000000
2012-07-11,4133500000
2012-07-12,4217500000
2012-07-13,4322500000
2012-07-16,4238500000
2012-07-17,4210500000
2012-07-18,4375000000
2012-07-19,4420500000
2012-07-20,4350500000
2012-07-23,4287500000
2012-07-24,4196500000
2012-07-25,3972500000
2012-07-26,4018000000
2012-07-27,4091500000
2012-07-30,4035500000
2012-07-31,3699500000
2012-08-01,3671500000
2012-08-02,3688999999
2012-08-03,3909500000
2012-08-06,3867500000
2012-08-07,3962000000
2012-08-08,4021500000
2012-08-09,4028500000
2012-08-10,3990000000
2012-08-13,3944500000
2012-08-14,3993500000
2012-08-15,4056500000
2012-08-16,4238500000
2012-08-17,4273500000
2012-08-20,4200000000
2012-08-21,4196500000
2012-08-22,4266500000
2012-08-23,4284000000
2012-08-24,4347000000
2012-08-27,4259500000
2012-08-28,4256000000
2012-08-29,4269999999
2012-08-30,4231500000
2012-08-31,4354000000
2012-09-04,4322500000
2012-09-05,4140500000
2012-09-06,4245500000
2012-09-07,4350500000
2012-09-10,4361000000
2012-09-11,4431000000
2012-09-12,4536000000
2012-09-13,4714500000
2012-09-14,4858000000
2012-09-17,4774000000
2012-09-18,4805500000
2012-09-19,4889500000
2012-09-20,4945500000
2012-09-21,4998000000
2012-09-24,4903500000
2012-09-25,4781000000
2012-09-26,4606000000
2012-09-27,4707500000
2012-09-28,4627000000
2012-10-01,4704520000
2012-10-02,4714990000
2012-10-03,4879020000
2012-10-04,4910430000
2012-10-05,4896470000
2012-10-08,4774320000
2012-10-09,4498610000
2012-10-10,4390420000
2012-10-11,4386930000
2012-10-12,4386930000
2012-10-15,4533510000
2012-10-16,4530020000
2012-10-17,4589350000
2012-10-18,4648680000
2012-10-19,4613780000
2012-10-22,4540490000
2012-10-23,4613780000
2012-10-24,4763850000
2012-10-25,4571900000
2012-10-26,4477670000
2012-10-31,4627740000
2012-11-01,4945330000
2012-11-02,4872040000
2012-11-05,4955800000
2012-11-06,5011640000
2012-11-07,4994190000
2012-11-08,4812710000
2012-11-09,4690560000
2012-11-12,4634720000
2012-11-13,4742910000
2012-11-14,4564920000
2012-11-15,4418340000
2012-11-16,4575390000
2012-11-19,4735930000
2012-11-20,5001170000
2012-11-21,5088420000
2012-11-23,5182650000
2012-11-26,5172180000
2012-11-27,5203590000
2012-11-28,5175670000
2012-11-29,5238490000
2012-11-30,5200100000
2012-12-03,5109360000
2012-12-04,5084930000
2012-12-05,4969760000
2012-12-06,4840630000
2012-12-07,4903450000
2012-12-10,4868550000
2012-12-11,4819690000
2012-12-12,4987210000
2012-12-13,4955800000
2012-12-14,4945330000
2012-12-17,5025600000
2012-12-18,5119830000
2012-12-19,5015130000
2012-12-20,5105870000
2012-12-21,4990700000
2012-12-24,5057010000
2012-12-26,4983720000
2012-12-27,4994190000
2012-12-28,4917410000
2012-12-31,5110824000
2013-01-02,5236500000
2013-01-03,5306320000
2013-01-04,5358685000
2013-01-07,5292356000
2013-01-08,5285374000
2013-01-09,5348212000
2013-01-10,5358685000
2013-01-11,5425014000
2013-01-14,5369158000
2013-01-15,5355194000
2013-01-16,5327266000
2013-01-17,5369158000
2013-01-18,5452942000
2013-01-22,5400577000
2013-01-23,5400577000
2013-01-24,5438978000
2013-01-25,5630983000
2013-01-28,5561163000
2013-01-29,5606546000
2013-01-30,5589091000
2013-01-31,5641456000
2013-02-01,5690330000
2013-02-04,5603055000
2013-02-05,5634474000
2013-02-06,5606546000
2013-02-07,5477379000
2013-02-08,5456433000
2013-02-11,5456433000
2013-02-12,6137177999
2013-02-13,6245399000
2013-02-14,6168597000
2013-02-15,6133687000
2013-02-19,6130196000
2013-02-20,5746186000
2013-02-21,5718258000
2013-02-22,5805533000
2013-02-25,5526253000
2013-02-26,5742695000
2013-02-27,5889317000
2013-02-28,5906772000
2013-03-01,5896299000
2013-03-04,5983574000
2013-03-05,6140669000
2013-03-06,6102268000
2013-03-07,6123214000
2013-03-08,6116232000
2013-03-11,6088304000
2013-03-12,6001029000
2013-03-13,6193033999
2013-03-14,6217471000
2013-03-15,6123214000
2013-03-18,6203507000
2013-03-19,6259363000
2013-03-20,6423439999
2013-03-21,6301255000
2013-03-22,6318710000
2013-03-25,6304746000
2013-03-26,6332674000
2013-03-27,6287291000
2013-03-28,6210489000
2013-04-01,6104016000
2013-04-02,6027192000
2013-04-03,5891004000
2013-04-04,5901479999
2013-04-05,5915448000
2013-04-08,6013224000
2013-04-09,6009732000
2013-04-10,6086556000
2013-04-11,6187824000
2013-04-12,6170364000
2013-04-15,5723388000
2013-04-16,5932907999
2013-04-17,5831640000
2013-04-18,5765292000
2013-04-19,5911956000
2013-04-22,5894496000
2013-04-23,6145920000
2013-04-24,6233220000
2013-04-25,6243696000
2013-04-26,6327504000
2013-04-29,6264648000
2013-04-30,5964335999
2013-05-01,6170364000
2013-05-02,6432264000
2013-05-03,6627816000
2013-05-06,6624324000
2013-05-07,6620832000
2013-05-08,6564960000
2013-05-09,6484644000
2013-05-10,6617340000
2013-05-13,6575435999
2013-05-14,6802416000
2013-05-15,6935112000
2013-05-16,6816384000
2013-05-17,6977016000
2013-05-20,6819876000
2013-05-21,6767496000
2013-05-22,6704640000
2013-05-23,6802416000
2013-05-24,6795432000
2013-05-28,6774479999
2013-05-29,6544007999
2013-05-30,6547500000
2013-05-31,6449724000
2013-06-03,6362424000
2013-06-04,6142428000
2013-06-05,6048144000
2013-06-06,6187824000
2013-06-07,6201792000
2013-06-10,6159888000
2013-06-11,5999256000
2013-06-12,6100524000
2013-06-13,6425279999
2013-06-14,6379884000
2013-06-17,6460200000
2013-06-18,6613848000
2013-06-19,6414804000
2013-06-20,6020207999
2013-06-21,5849100000
2013-06-24,5807196000
2013-06-25,5849100000
2013-06-26,5897988000
2013-06-27,6142428000
2013-06-28,5981796000
2013-07-01,6201850000
2013-07-02,6065584000
2013-07-03,6128476000
2013-07-05,6076066000
2013-07-08,5929318000
2013-07-09,6138958000
2013-07-10,6111005999
2013-07-11,6383538000
2013-07-12,6369562000
2013-07-15,6264742000
2013-07-16,6317151999
2013-07-17,6310164000
2013-07-18,6285705999
2013-07-19,6414984000
2013-07-22,6418478000
2013-07-23,6484864000
2013-07-24,6317151999
2013-07-25,6142451999
2013-07-26,6090042000
2013-07-29,6062090000
2013-07-30,6387032000
2013-07-31,6299682000
2013-08-01,6439442000
2013-08-02,6617636000
2013-08-05,6544262000
2013-08-06,6366068000
2013-08-07,6191368000
2013-08-08,6229801999
2013-08-09,6111005999
2013-08-12,6107512000
2013-08-13,5904859999
2013-08-14,5852450000
2013-08-15,5859438000
2013-08-16,5838474000
2013-08-19,5712690000
2013-08-20,5852450000
2013-08-21,5925824000
2013-08-22,5974740000
2013-08-23,5939800000
2013-08-26,5908354000
2013-08-27,5744136000
2013-08-28,5684738000
2013-08-29,5845462000
2013-08-30,5810522000
2013-09-03,5859438000
2013-09-04,5852450000
2013-09-05,5901366000
2013-09-06,6027150000
2013-09-09,6285705999
2013-09-10,6362574000
2013-09-11,6442936000
2013-09-12,6341609999
2013-09-13,6390526000
2013-09-16,6540768000
2013-09-17,6600166000
2013-09-18,6872698000
2013-09-19,6823782000
2013-09-20,6750408000
2013-09-23,6617636000
2013-09-24,6697998000
2013-09-25,6596672000
2013-09-26,6565226000
2013-09-27,6484864000
2013-09-30,6535650000
2013-10-01,6542640000
2013-10-02,6518174999
2013-10-03,6430799999
2013-10-04,6437790000
2013-10-07,6291000000
2013-10-08,5958975000
2013-10-09,5997420000
2013-10-10,6186150000
2013-10-11,6311970000
2013-10-14,6228090000
2013-10-15,6091785000
2013-10-16,5955480000
2013-10-17,6067320000
2013-10-18,6137220000
2013-10-21,6046350000
2013-10-22,6294495000
2013-10-23,6228090000
2013-10-24,6455265000
2013-10-25,6444780000
2013-10-28,6423810000
2013-10-29,6595065000
2013-10-30,6598560000
2013-10-31,6490215000
2013-11-01,6455265000
2013-11-04,6455265000
2013-11-05,6381870000
2013-11-06,6374879999
2013-11-07,6256049999
2013-11-08,6249060000
2013-11-11,6235080000
2013-11-12,6284010000
2013-11-13,6444780000
2013-11-14,6507690000
2013-11-15,6511185000
2013-11-18,6395850000
2013-11-19,6465750000
2013-11-20,6546135000
2013-11-21,6769815000
2013-11-22,6692924999
2013-11-25,6675450000
