,T
2013-11-27,140786910000
2013-11-29,139996860000
2013-12-02,138364090000
2013-12-03,138100740000
2013-12-04,137574040000
2013-12-05,136151950000
2013-12-06,137258020000
2013-12-09,137890060000
2013-12-10,136731320000
2013-12-11,134940540000
2013-12-12,134729859999
2013-12-13,134571850000
2013-12-16,135783260000
2013-12-17,134571850000
2013-12-18,136678650000
2013-12-19,136942000000
2013-12-20,136362630000
2013-12-23,137890060000
2013-12-24,138943460000
2013-12-26,139786180000
2013-12-27,139838850000
2013-12-30,139944190000
2013-12-31,138591880000
2014-01-02,137756360000
2014-01-03,137181940000
2014-01-06,137808580000
2014-01-07,137756360000
2014-01-08,134936480000
2014-01-09,132221040000
2014-01-10,132534360000
2014-01-13,131228860000
2014-01-14,131959940000
2014-01-15,133161000000
2014-01-16,133839860000
2014-01-17,132847680000
2014-01-21,132325480000
2014-01-22,131385520000
2014-01-23,133213220000
2014-01-24,131698840000
2014-01-27,132064380000
2014-01-28,132847680000
2014-01-29,131281080000
2014-01-30,131437740000
2014-01-31,131333300000
2014-02-03,125954640000
2014-02-04,127886779999
2014-02-05,126424620000
2014-02-06,126111300000
2014-02-07,127312360000
2014-02-10,127834560000
2014-02-11,129871140000
2014-02-12,129818920000
2014-02-13,132012160000
2014-02-14,130654440000
2014-02-18,129348940000
2014-02-19,129453380000
2014-02-20,130758880000
2014-02-21,129296720000
2014-02-24,127991220000
2014-02-25,126790160000
2014-02-26,126111300000
2014-02-27,127051259999
2014-02-28,125850200000
2014-03-03,125589100000
2014-03-04,126737940000
2014-03-05,126633500000
2014-03-06,127469020000
2014-03-07,128252320000
2014-03-10,128147880000
2014-03-11,127051259999
2014-03-12,127625680000
2014-03-13,127521240000
2014-03-14,128043440000
2014-03-17,129610040000
2014-03-18,129975580000
2014-03-19,129923360000
2014-03-20,134362060000
2014-03-21,135197580000
2014-03-24,135824220000
2014-03-25,136868620000
2014-03-26,136398640000
2014-03-27,137808580000
2014-03-28,138226340000
2014-03-31,137749880000
2014-04-01,137853960000
2014-04-02,138946800000
2014-04-03,139935560000
2014-04-04,139623320000
2014-04-07,139415160000
2014-04-08,138530480000
2014-04-09,137177440000
2014-04-10,137958040000
2014-04-11,138270280000
2014-04-14,138894760000
2014-04-15,140143720000
2014-04-16,141809000000
2014-04-17,141548800000
2014-04-21,141652880000
2014-04-22,142537560000
2014-04-23,137177440000
2014-04-24,135512160000
2014-04-25,135460120000
2014-04-28,137801920000
2014-04-29,139102920000
2014-04-30,140247800000
2014-05-01,139727400000
2014-05-02,139935560000
2014-05-05,140455960000
2014-05-06,139415160000
2014-05-07,140455960000
2014-05-08,142953880000
2014-05-09,143110000000
2014-05-12,143630400000
2014-05-13,142173280000
2014-05-14,142953880000
2014-05-15,143422240000
2014-05-16,144306920000
2014-05-19,142901840000
2014-05-20,139415160000
2014-05-21,138530480000
2014-05-22,138946800000
2014-05-23,138738640000
2014-05-27,138322320000
2014-05-28,138790680000
2014-05-29,138998840000
2014-05-30,139311080000
2014-06-02,139207000000
2014-06-03,138270280000
2014-06-04,137645800000
2014-06-05,137853960000
2014-06-06,137541720000
2014-06-09,137489680000
2014-06-10,137229480000
2014-06-11,136709080000
2014-06-12,136813160000
2014-06-13,137593760000
2014-06-16,137385600000
2014-06-17,137541720000
2014-06-18,138270280000
2014-06-19,138894760000
2014-06-20,138998840000
2014-06-23,138998840000
2014-06-24,138634560000
2014-06-25,138478440000
2014-06-26,138478440000
2014-06-27,139102920000
2014-06-30,138734620000
2014-07-01,139202440000
2014-07-02,139930160000
2014-07-03,140605900000
2014-07-07,141333620000
2014-07-08,139514320000
2014-07-09,139878180000
2014-07-10,140086100000
2014-07-11,140294020000
2014-07-14,140709860000
2014-07-15,142165300000
2014-07-16,142996980000
2014-07-17,141333620000
2014-07-18,141905400000
2014-07-21,141073720000
2014-07-22,141021740000
2014-07-23,140761840000
2014-07-24,139254420000
2014-07-25,139410360000
2014-07-28,139878180000
2014-07-29,143568760000
2014-07-30,142633120000
2014-07-31,139618280000
2014-08-01,138630660000
2014-08-04,139098480000
2014-08-05,137747000000
2014-08-06,135823740000
2014-08-07,134212360000
2014-08-08,135251960000
2014-08-11,135251960000
2014-08-12,135927700000
2014-08-13,136083640000
2014-08-14,136967300000
2014-08-15,136291560000
2014-08-18,135927700000
2014-08-19,135251960000
2014-08-20,135459880000
2014-08-21,135927700000
2014-08-22,135355920000
2014-08-25,135407900000
2014-08-26,135355920000
2014-08-27,136343540000
2014-08-28,136291560000
2014-08-29,137175220000
2014-09-02,136707400000
2014-09-03,137175220000
2014-09-04,137071260000
2014-09-05,137902940000
2014-09-08,137331160000
2014-09-09,135979680000
2014-09-10,136135620000
2014-09-11,136707400000
2014-09-12,135355920000
2014-09-15,136083640000
2014-09-16,137123240000
2014-09-17,137383140000
2014-09-18,137954920000
2014-09-19,139150460000
2014-09-22,139254420000
2014-09-23,138318780000
2014-09-24,138890560000
2014-09-25,137643040000
2014-09-26,138422740000
2014-09-29,138214820000
2014-09-30,138266800000
2014-10-01,137175220000
2014-10-02,137175220000
2014-10-03,138734620000
2014-10-06,139254420000
2014-10-07,138630660000
2014-10-08,137902940000
2014-10-09,135979680000
2014-10-10,134368300000
2014-10-13,132704940000
2014-10-14,132756920000
2014-10-15,132860880000
2014-10-16,131977220000
2014-10-17,133692560000
2014-10-20,134472260000
2014-10-21,135823740000
2014-10-22,135355920000
2014-10-23,132081180000
2014-10-24,132860880000
2014-10-27,133848500000
2014-10-28,134680180000
2014-10-29,134940080000
2014-10-30,135407900000
2014-10-31,136707400000
2014-11-03,136707400000
2014-11-04,136499480000
2014-11-05,137019280000
2014-11-06,136239580000
2014-11-07,136967300000
2014-11-10,137798980000
2014-11-11,137695020000
2014-11-12,138890560000
2014-11-13,139722240000
2014-11-14,140865800000
2014-11-17,140657880000
2014-11-18,140138080000
2014-11-19,138786600000
2014-11-20,138422740000
2014-11-21,138422740000
2014-11-24,136135620000
2014-11-25,136603440000
2014-11-26,137850960000
2014-11-28,138786600000
2014-12-01,137539080000
2014-12-02,134524240000
2014-12-03,133380680000
2014-12-04,133016820000
2014-12-05,133172760000
2014-12-08,132912860000
2014-12-09,129014360000
2014-12-10,127454960000
2014-12-11,128338620000
2014-12-12,126155460000
2014-12-15,126519320000
2014-12-16,126103480000
2014-12-17,128182680000
2014-12-18,131457420000
2014-12-19,131613360000
2014-12-22,132808900000
2014-12-23,133536620000
2014-12-24,133224740000
2014-12-26,134056420000
2014-12-29,133848500000
2014-12-30,133692560000
2014-12-31,131896050000
2015-01-02,132988680000
2015-01-05,131739960000
2015-01-06,131948080000
2015-01-07,130283120000
2015-01-08,131531840000
2015-01-09,131167630000
2015-01-12,131531840000
2015-01-13,131531840000
2015-01-14,130907480000
2015-01-15,130595300000
2015-01-16,132728530000
2015-01-20,133300860000
2015-01-21,133508980000
2015-01-22,132676500000
2015-01-23,131063570000
2015-01-26,130283120000
2015-01-27,128826280000
2015-01-28,128358010000
2015-01-29,129450640000
2015-01-30,129294550000
2015-02-02,131791989999
2015-02-03,134861760000
2015-02-04,135121910000
2015-02-05,135642210000
2015-02-06,136942960000
2015-02-09,136058450000
2015-02-10,136838900000
2015-02-11,135069880000
2015-02-12,135902360000
2015-02-13,136110480000
2015-02-17,136318600000
2015-02-18,135434090000
2015-02-19,133873190000
2015-02-20,133821160000
2015-02-23,132936650000
2015-02-24,133717100000
2015-02-25,134341460000
2015-02-26,135486120000
2015-02-27,135746270000
2015-03-02,136058450000
2015-03-03,135121910000
2015-03-04,133508980000
2015-03-05,133508980000
2015-03-06,131479810000
2015-03-09,130959510000
2015-03-10,128722219999
2015-03-11,128097860000
2015-03-12,130127030000
2015-03-13,128670190000
2015-03-16,129814850000
2015-03-17,129190489999
2015-03-18,131896050000
2015-03-19,130387180000
2015-03-20,130491239999
2015-03-23,130699360000
2015-03-24,129866880000
2015-03-25,128097860000
2015-03-26,128878310000
2015-03-27,128618160000
2015-03-30,129450640000
2015-03-31,128226560000
2015-04-01,129163280000
2015-04-02,130152040000
2015-04-06,130932640000
2015-04-07,130256120000
2015-04-08,128226560000
2015-04-09,128382680000
2015-04-10,128694920000
2015-04-13,129163280000
2015-04-14,128382680000
2015-04-15,129163280000
2015-04-16,128642880000
2015-04-17,127706160000
2015-04-20,128955120000
2015-04-21,128278600000
2015-04-22,129059200000
2015-04-23,134471360000
2015-04-24,133586680000
2015-04-27,133898920000
2015-04-28,136917240000
2015-04-29,136552959999
2015-04-30,136084600000
2015-05-01,135199920000
2015-05-04,135616240000
2015-05-05,132441800000
2015-05-06,131088760000
2015-05-07,131088760000
2015-05-08,132337720000
2015-05-11,131557120000
2015-05-12,132233640000
2015-05-13,133170360000
2015-05-14,134055040000
2015-05-15,134835640000
2015-05-18,136969280000
2015-05-19,134991760000
2015-05-20,135980520000
2015-05-21,137749880000
2015-05-22,136344800000
2015-05-26,136188680000
2015-05-27,137281520000
2015-05-28,136709080000
2015-05-29,135668280000
2015-06-01,134939720000
2015-06-02,134939720000
2015-06-03,137593760000
2015-06-04,138530480000
2015-06-05,135772360000
2015-06-08,135876440000
2015-06-09,135564200000
2015-06-10,136396840000
2015-06-11,137021319999
2015-06-12,136084600000
2015-06-15,135147880000
2015-06-16,136188680000
2015-06-17,136709080000
2015-06-18,137541720000
2015-06-19,137437640000
2015-06-22,137645800000
2015-06-23,141028400000
2015-06-24,140560040000
2015-06-25,142121240000
2015-06-26,141861040000
2015-06-29,140508000000
2015-06-30,158822440000
2015-07-01,159059400000
2015-07-02,159770280000
2015-07-06,159237120000
2015-07-07,159948000000
2015-07-08,155564240000
2015-07-09,153787040000
2015-07-10,154912600000
2015-07-13,155978920000
2015-07-14,157045240000
2015-07-15,155268040000
2015-07-16,157222960000
2015-07-17,156512080000
2015-07-20,156038160000
2015-07-21,154557160000
2015-07-22,153253880000
2015-07-23,151713640000
2015-07-24,153313120000
2015-07-27,153431600000
2015-07-28,153490840000
2015-07-29,155090320000
2015-07-30,155623480000
2015-07-31,155327280000
2015-08-03,154971840000
2015-08-04,154616400000
2015-08-05,154557160000
2015-08-06,153076160000
2015-08-07,152957680000
2015-08-10,155505000000
2015-08-11,154912600000
2015-08-12,152128320000
2015-08-13,151180480000
2015-08-14,152246800000
2015-08-17,153076160000
2015-08-18,153609320000
2015-08-19,153609320000
2015-08-20,151772880000
2015-08-21,149225560000
2015-08-24,144723320000
2015-08-25,142176000000
2015-08-26,146145080000
2015-08-27,149521760000
2015-08-28,148870120000
2015-08-31,148455440000
2015-09-01,144486360000
2015-09-02,146737480000
2015-09-03,147744560000
2015-09-04,145611920000
2015-09-08,148159240000
2015-09-09,146559760000
2015-09-10,146441280000
2015-09-11,146322800000
2015-09-14,145552680000
2015-09-15,146915200000
2015-09-16,147270640000
2015-09-17,146559760000
2015-09-18,145552680000
2015-09-21,145611920000
2015-09-22,144308640000
2015-09-23,143953200000
2015-09-24,143597760000
2015-09-25,144545600000
2015-09-28,142649920000
2015-09-29,143420040000
2015-09-30,145671160000
2015-10-01,145434200000
2015-10-02,145967360000
2015-10-05,149462520000
2015-10-06,148929360000
2015-10-07,148100000000
2015-10-08,149344040000
2015-10-09,148159240000
2015-10-12,148870120000
2015-10-13,148514680000
2015-10-14,148751640000
2015-10-15,149758720000
2015-10-16,151239720000
2015-10-19,150351120000
2015-10-20,150884280000
2015-10-21,150232640000
2015-10-22,151832120000
2015-10-23,150884280000
2015-10-26,150528840000
2015-10-27,148514680000
2015-10-28,155481300000
2015-10-29,156097800000
2015-10-30,155912850000
2015-11-02,156406050000
2015-11-03,156467700000
2015-11-04,155789550000
2015-11-05,155111400000
2015-11-06,154309950000
2015-11-09,152830350000
2015-11-10,152583750000
2015-11-11,153200250000
2015-11-12,152090550000
2015-11-13,150364350000
2015-11-16,153755100000
2015-11-17,154741500000
2015-11-18,156097800000
2015-11-19,156467700000
2015-11-20,156652650000
2015-11-23,155666250000
2015-11-24,155358000000
2015-11-25,155666250000
2015-11-27,156221100000
2015-11-30,156652650000
2015-12-01,157145850000
2015-12-02,156159450000
2015-12-03,154001700000
2015-12-04,158748750000
2015-12-07,159488550000
2015-12-08,157515750000
2015-12-09,156221100000
2015-12-10,156652650000
2015-12-11,154371600000
2015-12-14,156344400000
2015-12-15,157330800000
2015-12-16,160043400000
2015-12-17,158378850000
2015-12-18,156344400000
2015-12-21,158625450000
2015-12-22,160105050000
2015-12-23,161831250000
2015-12-24,161276400000
2015-12-28,161769600000
2015-12-29,162509400000
2015-12-30,161646300000
2015-12-31,160286840000
2016-01-04,160039960000
2016-01-05,161150920000
2016-01-06,158682120000
2016-01-07,156089880000
2016-01-08,156275040000
2016-01-11,158126640000
2016-01-12,157941480000
2016-01-13,157200840000
2016-01-14,159793080000
2016-01-15,158311800000
2016-01-19,160780600000
2016-01-20,157941480000
2016-01-21,160904040000
2016-01-22,163681440000
2016-01-25,163064240000
2016-01-26,164915840000
2016-01-27,165286160000
2016-01-28,165533040000
2016-01-29,168001840000
2016-02-01,168557320000
2016-02-02,168001840000
2016-02-03,171087840000
2016-02-04,170162040000
2016-02-05,171828480000
2016-02-08,172877720000
2016-02-09,170717520000
2016-02-10,169730000000
2016-02-11,168680760000
2016-02-12,169915160000
2016-02-16,170717520000
2016-02-17,170655800000
2016-02-18,172322240000
2016-02-19,170347200000
2016-02-22,171705040000
2016-02-23,171149560000
2016-02-24,172816000000
2016-02-25,174112120000
2016-02-26,172939440000
2016-02-29,172137080000
2016-03-01,174173840000
2016-03-02,175593400000
2016-03-03,176951240000
2016-03-04,176704360000
2016-03-07,177630160000
2016-03-08,177445000000
2016-03-09,176951240000
2016-03-10,178494240000
2016-03-11,178679400000
2016-03-14,178494240000
2016-03-15,179420040000
2016-03-16,180592720000
2016-03-17,182259160000
2016-03-18,179605200000
2016-03-21,181333360000
2016-03-22,179975520000
2016-03-23,179543480000
2016-03-24,181148200000
2016-03-28,182012280000
2016-03-29,183802160000
2016-03-30,183431840000
2016-03-31,182503440000
2016-04-01,181947780000
2016-04-04,183429540000
2016-04-05,182626920000
2016-04-06,180033840000
2016-04-07,179848620000
2016-04-08,179416440000
2016-04-11,178922520000
2016-04-12,180219060000
2016-04-13,178243380000
2016-04-14,179046000000
2016-04-15,179292960000
2016-04-18,180095580000
2016-04-19,181392120000
2016-04-20,180404280000
2016-04-21,176452920000
2016-04-22,177379020000
2016-04-25,178058160000
2016-04-26,177502500000
2016-04-27,180404280000
2016-04-28,180033840000
2016-04-29,180898200000
2016-05-02,182194740000
2016-05-03,181330380000
2016-05-04,181206900000
2016-05-05,180527760000
2016-05-06,181700820000
2016-05-09,181083420000
2016-05-10,183182580000
2016-05-11,182565180000
2016-05-12,184293900000
2016-05-13,182441700000
2016-05-16,183059100000
2016-05-17,182256480000
2016-05-18,179169480000
2016-05-19,179107740000
2016-05-20,179169480000
2016-05-23,178552080000
2016-05-24,179416440000
2016-05-25,179972100000
2016-05-26,181021680000
2016-05-27,181700820000
2016-05-31,182441700000
2016-06-01,180466020000
2016-06-02,181021680000
2016-06-03,182688660000
2016-06-06,183306060000
2016-06-07,185405220000
2016-06-08,185775660000
2016-06-09,186825240000
2016-06-10,187936560000
2016-06-13,187257420000
2016-06-14,188183520000
2016-06-15,187751340000
2016-06-16,188677440000
2016-06-17,189788760000
2016-06-20,190035720000
2016-06-21,191394000000
2016-06-22,192443580000
2016-06-23,195160140000
2016-06-24,193493160000
2016-06-27,195839280000
2016-06-28,195839280000
2016-06-29,198247140000
2016-06-30,201138480000
2016-07-01,202372080000
2016-07-05,201816960000
2016-07-06,200645040000
2016-07-07,196944240000
2016-07-08,198362879999
2016-07-11,197931120000
2016-07-12,197437680000
2016-07-13,198301200000
2016-07-14,199103040000
2016-07-15,199658159999
2016-07-18,199473120000
2016-07-19,199103040000
2016-07-20,198856320000
2016-07-21,197931120000
2016-07-22,200706720000
2016-07-25,199904879999
2016-07-26,197314320000
2016-07-27,199041360000
2016-07-28,198239520000
2016-07-29,201508560000
2016-08-01,201015120000
2016-08-02,200953440000
2016-08-03,200830080000
2016-08-04,200583360000
2016-08-05,200953440000
2016-08-08,199843200000
2016-08-09,200583360000
2016-08-10,201138480000
2016-08-11,202002000000
2016-08-12,201508560000
2016-08-15,200274960000
2016-08-16,195340560000
2016-08-17,194847120000
2016-08-18,192750000000
2016-08-19,190899600000
2016-08-22,190467840000
2016-08-23,190159440000
2016-08-24,190282800000
2016-08-25,191208000000
2016-08-26,189357600000
2016-08-29,190899600000
2016-08-30,190344480000
2016-08-31,190344480000
2016-09-01,190714560000
2016-09-02,190652880000
2016-09-06,191948160000
2016-09-07,192133200000
2016-09-08,191763120000
2016-09-09,184854960000
2016-09-12,189542640000
2016-09-13,186088560000
2016-09-14,185718480000
2016-09-15,188309040000
2016-09-16,187137120000
2016-09-19,186520320000
2016-09-20,186026880000
2016-09-21,188864160000
2016-09-22,191393040000
2016-09-23,192194880000
2016-09-26,191516400000
2016-09-27,192996720000
2016-09-28,190159440000
2016-09-29,189604320000
2016-09-30,188834650000
2016-10-03,189573970000
2016-10-04,185569320000
2016-10-05,182119160000
2016-10-06,181872720000
2016-10-07,180763740000
2016-10-10,181379840000
2016-10-11,181811110000
2016-10-12,182920090000
2016-10-13,183104920000
2016-10-14,182365600000
2016-10-17,182612040000
2016-10-18,183043310000
2016-10-19,183104920000
2016-10-20,179716370000
2016-10-21,174356300000
2016-10-24,171399020000
2016-10-25,170659700000
2016-10-26,169427500000
2016-10-27,169797160000
2016-10-28,169797160000
2016-10-31,171090970000
2016-11-01,169981990000
2016-11-02,169119450000
2016-11-03,170351650000
2016-11-04,169735550000
2016-11-07,171152580000
2016-11-08,172015120000
2016-11-09,174109860000
2016-11-10,170043600000
2016-11-11,169797160000
2016-11-14,168010470000
2016-11-15,170967750000
2016-11-16,172754440000
2016-11-17,173986640000
2016-11-18,174664350000
2016-11-21,175526890000
2016-11-22,179285100000
2016-11-23,180086030000
2016-11-25,182303990000
2016-11-28,183844240000
2016-11-29,183597800000
2016-11-30,179654760000
2016-12-01,180825350000
2016-12-02,179531540000
2016-12-05,179654760000
2016-12-06,182981700000
2016-12-07,188095330000
2016-12-08,187910500000
2016-12-09,187787280000
2016-12-12,191237440000
2016-12-13,192346420000
2016-12-14,191114220000
2016-12-15,192962520000
2016-12-16,193763450000
2016-12-19,195858190000
2016-12-20,197521660000
2016-12-21,196967170000
2016-12-22,198630640000
2016-12-23,198692250000
2016-12-27,198322590000
2016-12-28,197706490000
2016-12-29,198384200000
2016-12-30,197768100000
2017-01-03,200210020000
2017-01-04,199038480000
2017-01-05,198483540000
2017-01-06,192317540000
2017-01-09,189851140000
2017-01-10,189912800000
2017-01-11,188987900000
2017-01-12,190837700000
2017-01-13,190652720000
2017-01-17,191330980000
2017-01-18,189851140000
2017-01-19,190837700000
2017-01-20,192934140000
2017-01-23,195462200000
2017-01-24,192502520000
2017-01-25,192625840000
2017-01-26,194413980000
2017-01-27,195523860000
2017-01-30,194598960000
2017-01-31,196202120000
2017-02-01,195770500000
2017-02-02,191639280000
2017-02-03,191947580000
2017-02-06,191084340000
2017-02-07,191392640000
2017-02-08,191762600000
2017-02-09,192255880000
2017-02-10,192564180000
2017-02-13,189172880000
2017-02-14,189666160000
2017-02-15,191392640000
2017-02-16,191947580000
2017-02-17,193057460000
2017-02-21,194229000000
2017-02-22,193550740000
2017-02-23,195215560000
2017-02-24,197127020000
2017-02-27,194598960000
2017-02-28,194475640000
2017-03-01,195647180000
2017-03-02,195770500000
2017-03-03,195523860000
2017-03-06,195277220000
2017-03-07,194907260000
2017-03-08,194413980000
2017-03-09,195215560000
2017-03-10,197065360000
2017-03-13,197188680000
2017-03-14,195893820000
2017-03-15,198236900000
2017-03-16,197496980000
2017-03-17,198298559999
2017-03-20,197435320000
2017-03-21,195832160000
2017-03-22,193859040000
2017-03-23,193859040000
2017-03-24,193982360000
2017-03-27,193119120000
2017-03-28,193427420000
2017-03-29,192934140000
2017-03-30,194352320000
2017-03-31,193334400000
2017-04-03,193457700000
2017-04-04,194012550000
2017-04-05,193149450000
2017-04-06,188895600000
2017-04-07,188895600000
2017-04-10,187909200000
2017-04-11,187600950000
2017-04-12,188710650000
2017-04-13,187416000000
2017-04-17,187539300000
2017-04-18,187292700000
2017-04-19,187292700000
2017-04-20,187785900000
2017-04-21,185813100000
2017-04-24,186244650000
2017-04-25,185874750000
2017-04-26,188155800000
2017-04-27,185689800000
2017-04-28,184395150000
2017-05-01,181929150000
2017-05-02,181251000000
2017-05-03,178661700000
2017-05-04,176873850000
2017-05-05,179401500000
2017-05-08,179463150000
2017-05-09,177860250000
2017-05-10,178908300000
2017-05-11,178846650000
2017-05-12,179093250000
2017-05-15,179586450000
2017-05-16,177675300000
2017-05-17,174284550000
2017-05-18,176565600000
2017-05-19,177921900000
2017-05-22,177983550000
2017-05-23,178291800000
2017-05-24,177490350000
2017-05-25,177921900000
2017-05-26,177367050000
2017-05-30,179401500000
2017-05-31,179278200000
2017-06-01,180881100000
2017-06-02,180881100000
2017-06-05,180572850000
2017-06-06,180202950000
2017-06-07,180387900000
2017-06-08,179154900000
2017-06-09,180511200000
2017-06-12,181805850000
2017-06-13,179956350000
2017-06-14,180141300000
2017-06-15,180757800000
2017-06-16,181312650000
2017-06-19,181066050000
2017-06-20,179894700000
2017-06-21,177490350000
2017-06-22,177305400000
2017-06-23,176565600000
2017-06-26,177490350000
2017-06-27,175455900000
2017-06-28,176565600000
2017-06-29,175024350000
2017-06-30,175493760000
2017-07-03,177219120000
2017-07-05,177280740000
2017-07-06,172905720000
2017-07-07,171981420000
2017-07-10,171303600000
2017-07-11,170194440000
2017-07-12,171303600000
2017-07-13,168407460000
2017-07-14,168838800000
2017-07-17,169270140000
2017-07-18,167359920000
2017-07-19,168037740000
2017-07-20,169824720000
2017-07-21,169824720000
2017-07-24,168530700000
2017-07-25,168469080000
2017-07-26,176849400000
2017-07-27,183319500000
2017-07-28,181409280000
2017-07-31,181409280000
2017-08-01,180854700000
2017-08-02,178020180000
2017-08-03,178020180000
2017-08-04,178759620000
2017-08-07,179129340000
2017-08-08,178389900000
2017-08-09,178389900000
2017-08-10,177588840000
2017-08-11,177219120000
2017-08-14,179067720000
2017-08-15,177465600000
2017-08-16,177835320000
2017-08-17,174877560000
2017-08-18,173830020000
2017-08-21,174754320000
2017-08-22,176664540000
2017-08-23,176356440000
2017-08-24,175247280000
2017-08-25,176664540000
2017-08-28,176479680000
2017-08-29,176048340000
2017-08-30,175185660000
2017-08-31,174199740000
2017-09-01,174322980000
2017-09-05,172474380000
2017-09-06,170071200000
2017-09-07,165572940000
2017-09-08,165511320000
2017-09-11,166250760000
2017-09-12,168653940000
2017-09-13,170009580000
2017-09-14,168900420000
2017-09-15,172536000000
2017-09-18,174014880000
2017-09-19,177712080000
2017-09-20,178759620000
2017-09-21,177773700000
2017-09-22,179499060000
2017-09-25,181963860000
2017-09-26,180053640000
2017-09-27,180300120000
2017-09-28,181594140000
2017-09-29,182148720000
2017-10-02,181931760000
2017-10-03,183657400000
2017-10-04,183719030000
2017-10-05,183780660000
2017-10-06,179528190000
2017-10-09,178172330000
2017-10-10,179096780000
2017-10-11,177617660000
2017-10-12,166832410000
2017-10-13,166092850000
2017-10-16,168249900000
2017-10-17,168558050000
2017-10-18,166092850000
2017-10-19,166031220000
2017-10-20,165291660000
2017-10-23,163997430000
2017-10-24,162148530000
2017-10-25,155800640000
2017-10-26,156663460000
2017-10-27,158019320000
2017-10-30,156047160000
2017-10-31,156540200000
2017-11-01,156047160000
2017-11-02,154321520000
2017-11-03,154876190000
2017-11-06,152842400000
2017-11-07,153828480000
2017-11-08,155554120000
2017-11-09,158142580000
2017-11-10,159190290000
2017-11-13,158943770000
2017-11-14,156848350000
2017-11-15,157279760000
2017-11-16,160546150000
2017-11-17,160546150000
2017-11-20,161162450000
2017-11-21,159683330000
2017-11-22,162210160000
2017-11-24,161902010000
2017-11-27,161347340000
2017-11-28,164736990000
2017-11-29,169667390000
2017-11-30,169235980000
2017-12-01,169790650000
2017-12-04,173365190000
2017-12-05,170037170000
2017-12-06,167941750000
2017-12-07,168249900000
2017-12-08,170838360000
2017-12-11,171639550000
2017-12-12,177247880000
2017-12-13,176939730000
2017-12-14,175583870000
2017-12-15,177864180000
2017-12-18,178911890000
2017-12-19,177001360000
2017-12-20,179343300000
2017-12-21,180884050000
2017-12-22,181130570000
2017-12-26,181685240000
2017-12-27,180884050000
2017-12-28,182239910000
2017-12-29,180884050000
2018-01-02,179223490000
2018-01-03,175095620000
2018-01-04,176697480000
2018-01-05,177375190000
2018-01-08,177868070000
2018-01-09,174356300000
2018-01-10,170290040000
2018-01-11,169612330000
2018-01-12,171583850000
2018-01-16,170782920000
2018-01-17,171337410000
2018-01-18,172754440000
2018-01-19,173062490000
2018-01-22,176081380000
2018-01-23,172939270000
2018-01-24,172138340000
2018-01-25,174171470000
2018-01-26,175896550000
2018-01-29,173247320000
2018-01-30,174109860000
2018-01-31,174171470000
2018-02-01,182119160000
2018-02-02,177005530000
2018-02-05,170351650000
2018-02-06,171275800000
2018-02-07,171707070000
2018-02-08,165422850000
2018-02-09,167640810000
2018-02-12,169119450000
2018-02-13,170166820000
2018-02-14,169304280000
2018-02-15,172076730000
2018-02-16,172692830000
2018-02-20,170967750000
2018-02-21,168873010000
2018-02-22,169612330000
2018-02-23,170782920000
2018-02-26,174171470000
2018-02-27,171460630000
2018-02-28,168811400000
2018-03-01,167394370000
2018-03-02,169057840000
2018-03-05,170659700000
2018-03-06,171460630000
2018-03-07,171645460000
2018-03-08,172569610000
2018-03-09,172261560000
2018-03-12,173740200000
2018-03-13,173863420000
2018-03-14,172199950000
2018-03-15,172261560000
2018-03-16,172076730000
2018-03-19,170105210000
2018-03-20,168996230000
2018-03-21,167394370000
2018-03-22,164498700000
2018-03-23,161356590000
2018-03-26,161294980000
2018-03-27,162280740000
2018-03-28,165361240000
2018-03-29,165792510000
2018-04-02,168237990000
2018-04-03,169571700000
2018-04-04,171985080000
2018-04-05,173255280000
2018-04-06,170778390000
2018-04-09,168619050000
2018-04-10,171667530000
2018-04-11,169000110000
2018-04-12,168555540000
2018-04-13,168428520000
2018-04-16,170841900000
2018-04-17,169508190000
2018-04-18,168809580000
2018-04-19,166904280000
2018-04-20,166205670000
2018-04-23,167221830000
2018-04-24,167793420000
2018-04-25,168746070000
2018-04-26,158647980000
2018-04-27,158393940000
2018-04-30,156742680000
2018-05-01,155980560000
2018-05-02,153694200000
2018-05-03,153122610000
2018-05-04,154075260000
2018-05-07,153567180000
2018-05-08,151979430000
2018-05-09,150518700000
2018-05-10,152805060000
2018-05-11,154773870000
2018-05-14,154329300000
2018-05-15,153821220000
2018-05-16,154837380000
2018-05-17,153059100000
2018-05-18,153630690000
2018-05-21,156234600000
2018-05-22,155472480000
2018-05-23,154964400000
2018-05-24,157123740000
2018-05-25,155853540000
2018-05-29,154964400000
2018-05-30,156107580000
2018-05-31,154900890000
2018-06-01,155663010000
2018-06-04,155345460000
2018-06-05,156679170000
2018-06-06,159981690000
2018-06-07,162077520000
2018-06-08,162141030000
2018-06-11,163855800000
2018-06-12,164681430000
2018-06-13,154456320000
2018-06-14,155917050000
2018-06-15,158902020000
2018-06-18,154329300000
2018-06-19,155281950000
2018-06-20,153376650000
2018-06-21,151471350000
2018-06-22,151915920000
2018-06-25,151979430000
2018-06-26,151598370000
2018-06-27,151725390000
2018-06-28,154329300000
2018-06-29,153948240000
2018-07-02,177074040000
2018-07-03,179841960000
2018-07-05,179259240000
2018-07-06,179696280000
2018-07-09,176782680000
2018-07-10,178676520000
2018-07-11,175180200000
2018-07-12,177219720000
2018-07-13,174087600000
2018-07-16,175398720000
2018-07-17,174597480000
